propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,neighborhood,floor,exterior,hasLift,newDevelopmentFinished,parkingSpace.parkingSpacePrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108170456,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ae/a5/99/1335963645.webp,10008512,29,414000.0,flat,sale,42.0,2,1,calle de Goya,Madrid,Madrid,Barrio de Salamanca,es,40.4230785,-3.6684094,False,https://www.idealista.com/inmueble/108170456/,"Piso reformado con gran luz natural en finca señorial junto al WiZink Center Inversión segura en pleno corazón de Madrid Vivienda2 tiene el placer de presentar una vivienda que lo tiene todo: ubicación privilegiada, finca con encanto, gran amplitud, mucha luz natural y, lo mejor de todo, totalmente reformada y lista para entrar a vivir sin necesidad de hacer ningún tipo de obra. Ideal para inversores que quieran obtener una alta rentabilidad desde el primer día. Ubicada en plena calle Goya, a escasos metros del WiZink Center y del eje de Doctor Esquerdo, esta vivienda se encuentra en una finca señorial que conserva la elegancia de los edificios clásicos del barrio de Salamanca. El portal y las zonas comunes reflejan el cuidado y la solidez de un edificio bien mantenido, lo que da aún más valor al conjunto. El piso, con una distribución muy bien aprovechada que sorprende por su amplitud, cuenta con dos dormitorios, un salón independiente, cocina equipada y baño con doble ventana, todo ello reformado con gusto, materiales actuales y un estilo neutro y atemporal. No tendrás que preocuparte de reformas ni arreglos: está listo para entrar a vivir o para alquilar de inmediato. Una de las características más destacadas de la vivienda es su luminosidad. Todas las estancias, incluido el baño, disponen de grandes ventanales que llenan el espacio de luz natural durante todo el día. El confort está garantizado durante todo el año gracias a la calefacción central y el aire acondicionado instalado. En cuanto a la ubicación, es sencillamente inmejorable. Se encuentra a muy pocos pasos de la Plaza de Felipe II, donde encontrarás una de las principales redes de autobuses urbanos de Madrid, con conexiones a prácticamente cualquier punto de la ciudad. Además, tienes dos estaciones de metro muy próximas: Goya y O'Donnell, ambas a menos de cinco minutos caminando, lo que garantiza una comunicación fluida tanto con el centro como con otras zonas clave de Madrid. El entorno es otro de los grandes atractivos: tiendas de todo tipo, supermercados, El Corte Inglés, zonas verdes, hospitales, colegios, restaurantes, centros de salud y todo tipo de servicios al alcance de la mano. Además, estás a un agradable paseo del Parque del Retiro, ideal para disfrutar del aire libre sin salir del centro. Este piso es ideal para quien desea tener un producto unico y producto de inversión segura en una de las zonas más cotizadas y vivas de Madrid sin renunciar a la tranquilidad que proporciona una finca de calidad. También representa una excelente oportunidad de inversión, tanto en alquiler tradicional como en modalidad temporal, gracias a la constante demanda del entorno. Un piso reformado, luminoso, bien comunicado y con todo el encanto del Madrid más clásico y funcional. No pierdas la oportunidad de visitarlo. ¡Te encantará!",False,good,False,9857.0,True,False,True,True,[],False,False,414000.0,€,,,flat,,"Goya, Madrid",Piso en calle de Goya,Top,Goya,-1,False,True,,,425000.0,11000.0,3.0
107584989,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c4/8a/56/1331596468.webp,W-02SX5G,43,3950000.0,chalet,sale,977.0,5,6,avenida de Bularas,Madrid,Pozuelo de Alarcón,Zona Pueblo,es,40.4454744,-3.8259613,False,https://www.idealista.com/inmueble/107584989/,"Magnífico chalet en Urb. Álamos de Bularas Ubicado en La Urbanización Álamos de Bularas, una de las más prestigiosas de la zona, esta propiedad destaca por la amplitud de todos sus espacios, por su orientación y por la parcela en la que está construida, que la confiere de una excelente situación dentro de la urbanización, de muy buenas vistas y de un maravilloso jardín. La propiedad se distribuye en tres plantas: En la planta principal, se encuentran el salón-comedor que cuenta con más de 70m2, cocina con office, aseo de cortesía y un dormitorio o despacho. En la primera planta, cuatro fantásticos dormitorios, el principal con vestidor, baño en suite y terraza. Y otros tres dormitorios más, uno de los cuáles dispone también de baño en suite y los otros dos, comparten cuarto de baño. En planta sótano, se encuentra el garaje con espacio para cuatro vehículos, cuarto de calderas, aseo, y zona spa con sauna, baño turco y jacuzzi. La propiedad dispone de una agradable piscina salinizada y climatizada y de un acogedor cenador totalmente equipado con chimenea, cocina, parrilla-barbacoa y cámaras frigoríficas, en el que disfrutar tanto en invierno como en verano, de reuniones con amigos y familiares. La urbanización dentro de la cual se encuentra ubicada esta magnífica propiedad, cuenta con vigilancia 24h y dos accesos vigilados, con garita de seguridad. Uno de ellos en Avenida del Monte y el otro al final de la Avenida Bularas, justo enlazando con Avenida Bellas Artes, por lo que su situación dentro de Pozuelo es excelente, ya que se encuentra también a escasos minutos de Camino de las Huertas, otro de las arterías principales del municipio. Está excelente situación dentro de Pozuelo, permite aunar el vivir en un chalet unifamiliar, con gran jardín, sin perder la practicidad de tenerlo todo a mano, tanto a pie como por carretera, ya sea mediante transporte público, ya que dispone de parada de autobús a escasos metros de la salida de la urbanización, o en coche. La zona cuenta además con algunos de los mejores colegios, Escolapios, Liceo Sorolla y Kensington, además de numerosas zonas verdes, deportivas, culturales y de ocio.",False,good,False,4043.0,True,False,False,True,[],False,False,3950000.0,€,True,True,chalet,independantHouse,"Zona Pueblo, Pozuelo de Alarcón",Casa independiente en avenida de Bularas,Top,Zona Pueblo,,,,,,,,
108683450,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6c/a0/8d/1352037043.webp,P1 1ºA,2,399000.0,flat,sale,99.0,3,2,"avenida de las Gardenias, 2",Madrid,Fuenlabrada,Universidad - Hospital,es,40.2939301,-3.8264731,True,https://www.idealista.com/obra-nueva/108683450/,"Promoción de 62 viviendas en El Vivero, Fuenlabrada Nueva promoción de 62 viviendas en una de las zonas más demandadas de Fuenlabrada: El Vivero.  Viviendas de 2, 3 y 4 dormitorios, todas con plaza de garaje y trastero. Disfruta de unas completas zonas comunes con piscina, perfectas para toda la familia. Una urbanización pensada para el confort, la tranquilidad y el día a día. Buena conexión con transporte público, zonas verdes, centros educativos y todos los servicios a un paso. Tu nuevo hogar en Fuenlabrada empieza aquí. Infórmate sin compromiso.",False,newdevelopment,True,4030.0,True,False,False,False,[],False,False,399000.0,€,True,True,flat,,"Universidad - Hospital, Fuenlabrada","Piso en avenida de las Gardenias, 2",Top,,1,True,True,False,,,,
108683347,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5e/c7/9a/1352034139.webp,P2 Ático A,2,375000.0,penthouse,sale,80.0,2,2,"avenida de las Gardenias, 2",Madrid,Fuenlabrada,Universidad - Hospital,es,40.2939301,-3.8264731,True,https://www.idealista.com/obra-nueva/108683347/,"Promoción de 62 viviendas en El Vivero, Fuenlabrada Nueva promoción de 62 viviendas en una de las zonas más demandadas de Fuenlabrada: El Vivero.  Viviendas de 2, 3 y 4 dormitorios, todas con plaza de garaje y trastero. Disfruta de unas completas zonas comunes con piscina, perfectas para toda la familia. Una urbanización pensada para el confort, la tranquilidad y el día a día. Buena conexión con transporte público, zonas verdes, centros educativos y todos los servicios a un paso. Tu nuevo hogar en Fuenlabrada empieza aquí. Infórmate sin compromiso.",False,newdevelopment,True,4688.0,True,False,False,False,[],False,False,375000.0,€,True,True,flat,penthouse,"Universidad - Hospital, Fuenlabrada","Ático en avenida de las Gardenias, 2",Top,,6,True,True,False,,,,
108510868,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d6/61/8b/1347641521.webp,BFU-V1899,24,249000.0,flat,sale,68.0,2,1,paseo de Santa María de la Cabeza,Madrid,Madrid,Usera,es,40.3891533,-3.7134176,False,https://www.idealista.com/inmueble/108510868/,"CONTACTAR CON EXTENSIÓN Nº1 Fantástico piso DE 68 M2 en Moscardó. El inmueble cuenta con una superficie de 65 m2 útiles perfectamente distribuidos en un amplio salón, cocina independiente amueblada y equipada, dos dormitorios, uno individual y otro doble con con un armario empotrado de gran capacidad y un amplio cuarto de baño completo con bañera. Cuenta con una agradable terraza que comunica con el salón y otra un poco más pequeña a la que se accede desde el dormitorio grande. Destaca porque se encuentra en un magnífico estado de conservación, siendo los suelos de tarima, la puertas terminadas en cerezo, además la caldera tiene menos de 6 meses. Fontanería y electricidad en perfecto estado y una luz natural preciosa durante todo el día. Cuenta con calefacción individual por gas natural y aire acondicionado. El edificio data del año 68, es una comunidad tranquila y cuenta con video portero y con ITE FAVORABLE hasta 2027, además, en 2007 fue actualizado en su totalidad (ESTADO GENERAL DE FACHADAS, EXTERIORES Y MEDIANERAS, CUBIERTAS Y AZOTEAS, ESTADO GENERAL DE LA FONTANERIA Y LA RED DE SANEAMIENTO). En la actualidad no cuenta con ascensor pero existe la posibilidad de instalarlo en el exterior y se hará más adelante. No obstante, cuenta con una escalera muy cómoda y de tramos cortos. Se encuentra en una de las zonas más demandadas de Madrid, el barrio de Moscardó, rodeado de parques y jardines, ajeno a ruido de coches y a tan sólo 10 minutos caminando de Madrid Río. En las inmediaciones multitud de comercio pequeño, supermercados, Centro Comercial PLAZA RÍO, colegios públicos y concertados y todos los servicios de un barrio consolidado. Su comunicación es excelente, Línea 6 de metro y multitud de autobuses de la EMT en las proximidades, además Fácil acceso a M30, M40, A42.  (Este anuncio no es vinculante, puede contener errores, se muestra a título informativo y no contractual. ) > Oferta sujeta a condiciones de compra. Consulte los términos y condiciones aplicables.",True,good,False,3662.0,True,True,False,False,[],False,False,249000.0,€,,,flat,,"Moscardó, Madrid",Piso en paseo de Santa María de la Cabeza,Top,Moscardó,5,True,False,,,255000.0,6000.0,2.0
108683478,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a7/d4/ac/1352038054.webp,2º,2,385000.0,flat,sale,99.0,3,2,"avenida de las Gardenias, 2",Madrid,Fuenlabrada,Universidad - Hospital,es,40.2939301,-3.8264731,True,https://www.idealista.com/obra-nueva/108683478/,"Promoción de 62 viviendas en El Vivero, Fuenlabrada Nueva promoción de 62 viviendas en una de las zonas más demandadas de Fuenlabrada: El Vivero.  Viviendas de 2, 3 y 4 dormitorios, todas con plaza de garaje y trastero. Disfruta de unas completas zonas comunes con piscina, perfectas para toda la familia. Una urbanización pensada para el confort, la tranquilidad y el día a día. Buena conexión con transporte público, zonas verdes, centros educativos y todos los servicios a un paso. Tu nuevo hogar en Fuenlabrada empieza aquí. Infórmate sin compromiso.",False,newdevelopment,True,3889.0,True,False,False,False,[],False,False,385000.0,€,True,True,flat,,"Universidad - Hospital, Fuenlabrada","Piso en avenida de las Gardenias, 2",Top,,2,True,True,False,,,,
30194272,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/78/56/05/1171564172.webp,MOV02396,38,1350000.0,flat,sale,235.0,5,5,Encinar de los Reyes,Madrid,La Moraleja,Encinar de los Reyes,es,40.4991509,-3.6397132,False,https://www.idealista.com/inmueble/30194272/,"Presentamos un magnífico piso de lujo en El Encinar de los Reyes de reciente construcción, con 235 m2 de pura elegancia y confort. Sumérgete en un espacio de estilo moderno y exquisitas calidades, inundado de luz natural gracias a su orientación privilegiada. Además, disfruta de instalaciones deportivas y de ocio de primer nivel, como piscina, pista de pádel, gimnasio y mucho más. Este exclusivo hogar cuenta con un amplio salón comedor con acceso a una terraza exterior de 15 m2 para disfrutar de momentos inolvidables al aire libre, 4 dormitorios diseñados para el máximo confort y privacidad, 3 baños completos y un aseo de invitados. La cocina equipada con electrodomésticos de última generación y tendedero además dispone de dormitorio de servicio con baño propio para mayor conveniencia. Además, disfruta de calefacción de gas natural y sistema de aire acondicionado para climatizar tu hogar según tus preferencias. Con 2 plazas de garaje y trastero, tendrás espacio más que suficiente. En cuanto a la urbanización, cuenta con piscina, pista de pádel, gimnasio, zonas verdes, área infantil, sala de reuniones y seguridad las 24 horas para tu tranquilidad y confort absoluto. No dejes pasar esta oportunidad de vivir en el lujo y la exclusividad. DESALAS. Ref: MOV02396.  DESCRIPCIÓN - Salón comedor con acceso a terraza exterior de 15 m2 - 4 dormitorios - 3 baños - Aseo de invitados - Cocina con electrodomésticos y tendedero - Dormitorio de servicio con baño - Calefacción de gas natural y sistema de aire acondicionado - 2 plazas de garaje y trastero URBANIZACIÓN - Piscina, pista de padel, gimnasio, zonas verdes, zona infantil, sala de reuniones y seguridad 24 horas.",False,good,False,5745.0,True,False,False,True,[],False,False,1350000.0,€,True,True,flat,,"Encinar de los Reyes, La Moraleja",Piso,Top,,1,True,True,,,,,
108381311,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/07/dd/8f/1342418150.webp,V01,12,368000.0,flat,sale,137.0,2,2,"calle Parcela 6.18.2 Etapa, 3",Madrid,Madrid,Vicálvaro,es,40.3744496,-3.5730637,True,https://www.idealista.com/obra-nueva/108381311/,"INGESCASA gestiona y comercializa en Los Berrocales, uno de los cinco grandes Desarrollos del Sureste, perteneciente al distrito de Vicálvaro, un nuevo Proyecto en régimen de Cooperativa para “Torreón de Sueños, S. Coop. Mad” Con 27 Viviendas Libres de 1, 2 y 3 dormitorios todas ellas con terraza, incluyendo magníficos bajos con jardín, áticos con amplias terrazas. Además, todas las viviendas contarán con cocina amueblada, al menos con una plaza de garaje y trastero. Con altas calidades y eficiencia energética, con sistema de climatización mediante suelo radiante/refrescante por aerotermia. El nuevo desarrollo de Los Berrocales está emplazado en una magnífica ubicación, facilita la conexión con el centro de la capital, que se encuentra a tan sólo 15 minutos en coche, y a otros barrios cercanos como El Cañaveral, Vallecas o Rivas, gracias a que delimita al este con la M-50, al sur con la autovía A-3 y al oeste con la M-45. Todos los servicios que necesitas a escasos minutos en coche como; colegios, centros comerciales, hospitales, centros educativos, etc. Los Berrocales y el Ensanche de Vallecas están conectados por 2 nuevos puentes sobre la A-3 que permiten el paso vehículos, bicicletas y peatones. ¡Estas a tiempo de elegir la mejor tipología de vivienda que se adapte a tus necesidades! Solicita más información.",False,newdevelopment,True,2686.0,True,False,False,False,[],False,False,368000.0,€,True,True,flat,,"Los Berrocales, Madrid","Piso en calle Parcela 6.18.2 Etapa, 3",Top,Los Berrocales,bj,True,True,False,,,,
108381391,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fb/70/2e/1342418155.webp,V10,12,455000.0,flat,sale,135.0,3,2,"calle Parcela 6.18.2 Etapa, 3",Madrid,Madrid,Vicálvaro,es,40.3744496,-3.5730637,True,https://www.idealista.com/obra-nueva/108381391/,"INGESCASA gestiona y comercializa en Los Berrocales, uno de los cinco grandes Desarrollos del Sureste, perteneciente al distrito de Vicálvaro, un nuevo Proyecto en régimen de Cooperativa para “Torreón de Sueños, S. Coop. Mad” Con 27 Viviendas Libres de 1, 2 y 3 dormitorios todas ellas con terraza, incluyendo magníficos bajos con jardín, áticos con amplias terrazas. Además, todas las viviendas contarán con cocina amueblada, al menos con una plaza de garaje y trastero. Con altas calidades y eficiencia energética, con sistema de climatización mediante suelo radiante/refrescante por aerotermia. El nuevo desarrollo de Los Berrocales está emplazado en una magnífica ubicación, facilita la conexión con el centro de la capital, que se encuentra a tan sólo 15 minutos en coche, y a otros barrios cercanos como El Cañaveral, Vallecas o Rivas, gracias a que delimita al este con la M-50, al sur con la autovía A-3 y al oeste con la M-45. Todos los servicios que necesitas a escasos minutos en coche como; colegios, centros comerciales, hospitales, centros educativos, etc. Los Berrocales y el Ensanche de Vallecas están conectados por 2 nuevos puentes sobre la A-3 que permiten el paso vehículos, bicicletas y peatones. ¡Estas a tiempo de elegir la mejor tipología de vivienda que se adapte a tus necesidades! Solicita más información.",False,newdevelopment,True,3370.0,True,False,False,False,[],False,False,455000.0,€,True,True,flat,,"Los Berrocales, Madrid","Piso en calle Parcela 6.18.2 Etapa, 3",Top,Los Berrocales,2,True,True,False,,,,
106500341,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/65/64/7d/1284690560.webp,E2 3ºE,16,875000.0,flat,sale,92.0,3,2,"calle Doctor Guiu, 57",Madrid,Madrid,Fuencarral,es,40.4786736,-3.7366174,True,https://www.idealista.com/obra-nueva/106500341/,"Evergreen es un proyecto de 19 viviendas conectados con el exterior, con la naturaleza, con vistas panorámicas del entorno y a poca distancia del centro de Madrid.  Evergreen, ubicado en la calle Doctor Guiu 57 junto a la Avenida del cardenal Herrera Oria. Es un edificio moderno, que ocupa un emplazamiento excepcional en el noroeste de Madrid, próximo a Puerta de Hierro, un enclave privilegiado rodeado por zonas verdes Aquí es posible seguir en contacto con la naturaleza sin renunciar a vivir en la ciudad. Tranquilidad y dinamismo se dan cita en un entorno único. Vivir junto a Puerta de Hierro Un enclave privilegiado — Zonas verdes y naturaleza  Evergreen se encuentra en una zona exclusiva de Madrid, a escasos minutos del centro. Es considerada una de las mejores áreas de la ciudad y en ella abundan las zonas verdes. Destacan el Real Club Puerta de Hierro, El Pardo o el Hipódromo de la Zarzuela. Un lugar tranquilo con magníficos colegios y centros hospitalarios, muy bien comunicado con las principales Universidades. Estilo de vida con todos los servicios Evergreen se levanta en el noroeste de Madrid, en una de las áreas residenciales más codiciadas de la capital. Sus amplias zonas verdes suponen uno de los principales reclamos para las familias que buscan disfrutar de la naturaleza sin abandonar la ciudad. Un barrio apacible que cuenta con reconocidos centros hospitalarios, como el Ruber Internacional o la Clínica Cemtro; y diversos centros educativos para todas las edades. La zona también ofrece un sinfín de posibilidades para disfrutar del ocio. A poca distancia, se encuentra el Centro Comercial La Vaguada, y en el entorno, se extienden varios campos de Golf, el Hipódromo de la Zarzuela y El Pardo. Además, es posible recorrer los alrededores en bicicleta o caminando, siguiendo el Anillo Verde Ciclista. Evergreen.- El Edificio El edificio de EVERGREEN cumple todas las premisas para optimizar la funcionalidad mediante un diseño de líneas modernas, sencillas y con materiales de gran calidad. Espacios ideados desde la sensibilidad y concebidos para adaptarse a sus necesidades, a su ciudad y al planeta. Hogares conectados con la naturaleza Doctor Guiu 57 comprende 19 viviendas, todas ellas con terraza. Hogares llenos de luz que se integran en un entorno excepcional y establecen un estrecho vínculo con los espacios verdes que rodean el edificio. EVERGREEN engloba diversos tipos de viviendas, de entre uno y cuatro dormitorios. Todas garantizan una distribución equilibrada, que genera estancias amplias en las que se cuidan todos los detalles. Viviendas jardín, todas las viviendas con amplias terrazas y áticos con vistas panorámicas  Las viviendas del primer nivel de este inmueble constan de tres dormitorios y gozan de extensas terrazas, espacios abiertos donde encontrar la calma y romper con la rutina. Todos los hogares de Doctor Guiu 57 permiten abrazar el entorno a través de sus terrazas, disfrutar del aire libre y sentirse en plena naturaleza, a poca distancia del centro de Madrid Salón Amplios espacios rebosantes de luz, luz que llega a través de los grandes ventanales que los conectan con las terrazas y que los acercan a las zonas verdes que envuelven el edificio. Baño Baños amplios, con acabados de alta calidad. Destacan los tonos cálidos y el juego armónico que componen las diferentes texturas. Dormitorio Estancias con grandes ventanales, que aprovechan al máximo la luz natural. Espaciosos armarios, integrados en la pared, satisfacen todas las necesidades de almacenamiento Viviendas Ático  Poseen unas vistas privilegiadas del noroeste de Madrid y gozan de unas espectaculares terrazas.",False,newdevelopment,True,9511.0,True,False,False,False,[],False,False,875000.0,€,True,True,flat,,"Peñagrande, Madrid","Piso en calle Doctor Guiu, 57",Top,Peñagrande,3,True,True,False,,,,
106500314,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/16/77/c4/1284690593.webp,E2 1ºC,16,875000.0,flat,sale,103.0,3,2,"calle Doctor Guiu, 57",Madrid,Madrid,Fuencarral,es,40.4786736,-3.7366174,True,https://www.idealista.com/obra-nueva/106500314/,"Evergreen es un proyecto de 19 viviendas conectados con el exterior, con la naturaleza, con vistas panorámicas del entorno y a poca distancia del centro de Madrid.  Evergreen, ubicado en la calle Doctor Guiu 57 junto a la Avenida del cardenal Herrera Oria. Es un edificio moderno, que ocupa un emplazamiento excepcional en el noroeste de Madrid, próximo a Puerta de Hierro, un enclave privilegiado rodeado por zonas verdes Aquí es posible seguir en contacto con la naturaleza sin renunciar a vivir en la ciudad. Tranquilidad y dinamismo se dan cita en un entorno único. Vivir junto a Puerta de Hierro Un enclave privilegiado — Zonas verdes y naturaleza  Evergreen se encuentra en una zona exclusiva de Madrid, a escasos minutos del centro. Es considerada una de las mejores áreas de la ciudad y en ella abundan las zonas verdes. Destacan el Real Club Puerta de Hierro, El Pardo o el Hipódromo de la Zarzuela. Un lugar tranquilo con magníficos colegios y centros hospitalarios, muy bien comunicado con las principales Universidades. Estilo de vida con todos los servicios Evergreen se levanta en el noroeste de Madrid, en una de las áreas residenciales más codiciadas de la capital. Sus amplias zonas verdes suponen uno de los principales reclamos para las familias que buscan disfrutar de la naturaleza sin abandonar la ciudad. Un barrio apacible que cuenta con reconocidos centros hospitalarios, como el Ruber Internacional o la Clínica Cemtro; y diversos centros educativos para todas las edades. La zona también ofrece un sinfín de posibilidades para disfrutar del ocio. A poca distancia, se encuentra el Centro Comercial La Vaguada, y en el entorno, se extienden varios campos de Golf, el Hipódromo de la Zarzuela y El Pardo. Además, es posible recorrer los alrededores en bicicleta o caminando, siguiendo el Anillo Verde Ciclista. Evergreen.- El Edificio El edificio de EVERGREEN cumple todas las premisas para optimizar la funcionalidad mediante un diseño de líneas modernas, sencillas y con materiales de gran calidad. Espacios ideados desde la sensibilidad y concebidos para adaptarse a sus necesidades, a su ciudad y al planeta. Hogares conectados con la naturaleza Doctor Guiu 57 comprende 19 viviendas, todas ellas con terraza. Hogares llenos de luz que se integran en un entorno excepcional y establecen un estrecho vínculo con los espacios verdes que rodean el edificio. EVERGREEN engloba diversos tipos de viviendas, de entre uno y cuatro dormitorios. Todas garantizan una distribución equilibrada, que genera estancias amplias en las que se cuidan todos los detalles. Viviendas jardín, todas las viviendas con amplias terrazas y áticos con vistas panorámicas  Las viviendas del primer nivel de este inmueble constan de tres dormitorios y gozan de extensas terrazas, espacios abiertos donde encontrar la calma y romper con la rutina. Todos los hogares de Doctor Guiu 57 permiten abrazar el entorno a través de sus terrazas, disfrutar del aire libre y sentirse en plena naturaleza, a poca distancia del centro de Madrid Salón Amplios espacios rebosantes de luz, luz que llega a través de los grandes ventanales que los conectan con las terrazas y que los acercan a las zonas verdes que envuelven el edificio. Baño Baños amplios, con acabados de alta calidad. Destacan los tonos cálidos y el juego armónico que componen las diferentes texturas. Dormitorio Estancias con grandes ventanales, que aprovechan al máximo la luz natural. Espaciosos armarios, integrados en la pared, satisfacen todas las necesidades de almacenamiento Viviendas Ático  Poseen unas vistas privilegiadas del noroeste de Madrid y gozan de unas espectaculares terrazas.",False,newdevelopment,True,8495.0,True,False,False,False,[],False,False,875000.0,€,True,True,flat,,"Peñagrande, Madrid","Piso en calle Doctor Guiu, 57",Top,Peñagrande,1,True,True,False,,,,
106500300,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c7/05/64/1284690562.webp,E2 1ºE,16,850000.0,flat,sale,105.0,3,2,"calle Doctor Guiu, 57",Madrid,Madrid,Fuencarral,es,40.4786736,-3.7366174,True,https://www.idealista.com/obra-nueva/106500300/,"Evergreen es un proyecto de 19 viviendas conectados con el exterior, con la naturaleza, con vistas panorámicas del entorno y a poca distancia del centro de Madrid.  Evergreen, ubicado en la calle Doctor Guiu 57 junto a la Avenida del cardenal Herrera Oria. Es un edificio moderno, que ocupa un emplazamiento excepcional en el noroeste de Madrid, próximo a Puerta de Hierro, un enclave privilegiado rodeado por zonas verdes Aquí es posible seguir en contacto con la naturaleza sin renunciar a vivir en la ciudad. Tranquilidad y dinamismo se dan cita en un entorno único. Vivir junto a Puerta de Hierro Un enclave privilegiado — Zonas verdes y naturaleza  Evergreen se encuentra en una zona exclusiva de Madrid, a escasos minutos del centro. Es considerada una de las mejores áreas de la ciudad y en ella abundan las zonas verdes. Destacan el Real Club Puerta de Hierro, El Pardo o el Hipódromo de la Zarzuela. Un lugar tranquilo con magníficos colegios y centros hospitalarios, muy bien comunicado con las principales Universidades. Estilo de vida con todos los servicios Evergreen se levanta en el noroeste de Madrid, en una de las áreas residenciales más codiciadas de la capital. Sus amplias zonas verdes suponen uno de los principales reclamos para las familias que buscan disfrutar de la naturaleza sin abandonar la ciudad. Un barrio apacible que cuenta con reconocidos centros hospitalarios, como el Ruber Internacional o la Clínica Cemtro; y diversos centros educativos para todas las edades. La zona también ofrece un sinfín de posibilidades para disfrutar del ocio. A poca distancia, se encuentra el Centro Comercial La Vaguada, y en el entorno, se extienden varios campos de Golf, el Hipódromo de la Zarzuela y El Pardo. Además, es posible recorrer los alrededores en bicicleta o caminando, siguiendo el Anillo Verde Ciclista. Evergreen.- El Edificio El edificio de EVERGREEN cumple todas las premisas para optimizar la funcionalidad mediante un diseño de líneas modernas, sencillas y con materiales de gran calidad. Espacios ideados desde la sensibilidad y concebidos para adaptarse a sus necesidades, a su ciudad y al planeta. Hogares conectados con la naturaleza Doctor Guiu 57 comprende 19 viviendas, todas ellas con terraza. Hogares llenos de luz que se integran en un entorno excepcional y establecen un estrecho vínculo con los espacios verdes que rodean el edificio. EVERGREEN engloba diversos tipos de viviendas, de entre uno y cuatro dormitorios. Todas garantizan una distribución equilibrada, que genera estancias amplias en las que se cuidan todos los detalles. Viviendas jardín, todas las viviendas con amplias terrazas y áticos con vistas panorámicas  Las viviendas del primer nivel de este inmueble constan de tres dormitorios y gozan de extensas terrazas, espacios abiertos donde encontrar la calma y romper con la rutina. Todos los hogares de Doctor Guiu 57 permiten abrazar el entorno a través de sus terrazas, disfrutar del aire libre y sentirse en plena naturaleza, a poca distancia del centro de Madrid Salón Amplios espacios rebosantes de luz, luz que llega a través de los grandes ventanales que los conectan con las terrazas y que los acercan a las zonas verdes que envuelven el edificio. Baño Baños amplios, con acabados de alta calidad. Destacan los tonos cálidos y el juego armónico que componen las diferentes texturas. Dormitorio Estancias con grandes ventanales, que aprovechan al máximo la luz natural. Espaciosos armarios, integrados en la pared, satisfacen todas las necesidades de almacenamiento Viviendas Ático  Poseen unas vistas privilegiadas del noroeste de Madrid y gozan de unas espectaculares terrazas.",False,newdevelopment,True,8095.0,True,False,False,False,[],False,False,850000.0,€,True,True,flat,,"Peñagrande, Madrid","Piso en calle Doctor Guiu, 57",Top,Peñagrande,1,True,True,False,,,,
