propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology
108349245,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a8/0f/68/1341451103.webp,21,,180000.0,flat,sale,85.0,True,3,1,Reyes,Madrid,Parla,Reyes,es,,40.2337593,-3.7710565,False,https://www.idealista.com/inmueble/108349245/,"REF. 2304/460. ALFA INMOBILIARIA te ofrece esta acogedora vivienda en Parla. ¡No dejes escapar esta oportunidad para vivir en una de las zonas mejor valoradas de Parla! Esta vivienda dispone de un acogedor salón con terraza cerrada, 3 habitaciones amplias y un baño. La cocina es independiente se entrega amueblado, con vitrocerámica, horno y campana.  El inmueble esta reformado recientemente, cambiando el suelo a gres/tarima y puertas macizas. Segunda planta sin ascensor.  La vivienda está ubicada en una zona muy privilegiada, con todos los servicios esenciales a mano, como, centro de salud, parada de tranvía, supermercados y restaurantes. Además de disponer de muy buen servicio de transporte público mediante la linea 461 hacía Madrid y con buen acceso hacia la A - 42. ALFA URBIZA, tu oficina de Alfa Inmobiliaria en Parla, te ofrecemos asesoramiento personalizado y un Departamento Financiero para ayudarte a encontrar la mejor financiación según tu perfil. ¡Te lo ponemos fácil! ¡Llama hoy mismo a ALFA URBIZA para más información.",True,good,False,False,2118.0,False,False,False,False,[],False,False,180000.0,€,flat,"Reyes, Parla",Piso,2304/460,185000.0,5000.0,3.0,,,
107012986,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5b/b5/53/1300381356.webp,13,bj,103000.0,flat,sale,33.0,False,1,1,calle del Doctor Sánchez,Madrid,Madrid,Puente de Vallecas,es,San Diego,40.3806423,-3.6646758,False,https://www.idealista.com/inmueble/107012986/,"Tecnocasa Candilejas trae en exclusiva esta increíble oportunidad de inversión! Se trata de un piso ubicado en calle del Doctor Sánchez, a tan solo 500 metros de la estación de Renfe de Asamblea de Madrid Entrevías. Es una excelente oportunidad de inversión, ya que puedes acceder a una hipoteca de tan solo 400€ y alquilarlo fácilmente por 800€. Pertenece a una comunidad muy tranquila y se rodea de todos los servicios y comercios básicos de un barrio tradicional como Palomeras Bajas (Supermercados, peluquerías, fruterías, bares, restaurantes, colegios, jardines infantiles). Además, está a pasos del parque de Avenida Candilejas, el Parque Azorín y del Centro comercial MADRID SUR, ubicado en Avenida de Pablo Neruda. Consulta por tu hipoteca a través de nuestro soporte KIRON, el gigante de las hipotecas en Europa. CONFÍA EN EL VERDE, CONFÍA EN GRUPOTECNOCASA.",False,good,False,False,3121.0,False,False,False,False,[],False,False,103000.0,€,flat,"San Diego, Madrid",Piso en calle del Doctor Sánchez,,,,,,,
105377730,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0d/5c/05/1353626320.webp,10,3,123000.0,flat,sale,56.0,True,2,1,calle de Benimamet,Madrid,Madrid,Villaverde,es,San Cristóbal,40.3449622,-3.6870035,False,https://www.idealista.com/inmueble/105377730/,"SOLO INVERSORES - INMUEBLE ALQUILADO Rentabilidad: 4,82 % Inicio del contrato: 01/02/2021  Fin del contrato: 31/01/2028 Renta: 494,08 € Propiedad con inquilinos construida en el 1960 en Madrid, Madrid. Es un piso en la tercera planta que cuenta con 48,69m2 útiles, Consta de estar-comedor, 2 dormitorios, cocina y aseo. Inviertis es la web de inversión inmobiliaria nº1 en España. En inviertispro. com puedes ver y comparar inmuebles en rentabilidad en todo el país. Todos los activos publicados son en EXCLUSIVA y están alquilados y al día de pago. Si entras en la web tendrás acceso al contrato de alquiler vigente, renta mensual, rentabilidad y un completo análisis financiero del comportamiento de ese inmueble a lo largo del tiempo. Se trata de inmuebles procedentes de propietarios y grandes fondos que no encontrarás en ningún otro sitio porque Inviertis solo trabaja con: Inmuebles en exclusiva Pisos y casas con contrato de alquiler vigente Inquilinos al día de pago Rentabilidades por encima del 5% En Inviertis nos encargamos de todo, para que el inversor solo tenga que comprar y rentar. Así de fácil.",False,good,False,False,2196.0,False,False,False,False,[],False,False,123000.0,€,flat,"San Cristóbal, Madrid",Piso en calle de Benimamet,RS2003,,,,,,
108896468,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0b/db/03/1358244295.webp,8,bj,89000.0,flat,sale,32.0,False,2,1,calle de Juan Portas,Madrid,Madrid,Puente de Vallecas,es,Palomeras Bajas,40.3898762,-3.6627424,False,https://www.idealista.com/inmueble/108896468/,"**Piso en Venta en el Corazón de Madrid - ¡Venta Rapida de Inmuebles ofrece en exclusiva, esta gran oportunidad! **  Descubre este encantador piso ubicado en una de las zonas más castizas de Madrid, donde la tradición se mezcla con la modernidad. Este edificio tipo corrala de tres plantas ofrece un ambiente familiar y vecinal que te hará sentir como en casa desde el primer momento.  Con 25 m² construidos, este acogedor hogar cuenta con dos dormitorios, un salón luminoso y una cocina.  Esta propiedad se encuentra actualmente alquilada con contrato de renta antigua, y en el que los arrendatarios han renunciado al derecho de adquisición preferente. En cuanto a la zona, nos encontramos en una de las zonas privilegiadas del callejero madrileño. La avenida de la Albufera goza de todo tipo de servicios para sus residentes: restauración, bancos, colegios, organismos públicos, pequeño comercio y supermercados, etc. Nos encontramos a todos los efectos en Madrid Centro, a 4 paradas en metro de Atocha (línea 1), a 4 minutos del de Nueva Numancia y la Autovía M-30, con todas las conexiones de líneas de autobuses. Si necesitas financiación, nosotros podemos conseguirte hasta el 100% consúltanos y agenda tu visita! ¡Te esperamos para resolver cualquier duda o concretar una visita!",True,good,False,False,2781.0,False,False,False,False,[],False,False,89000.0,€,flat,"Palomeras Bajas, Madrid",Piso en calle de Juan Portas,,,,,,,
107788648,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a1/57/c1/1326685736.webp,51,,1725000.0,chalet,sale,308.0,,4,3,Encinar de los Reyes,Madrid,La Moraleja,Encinar de los Reyes,es,,40.5054411,-3.6430634,False,https://www.idealista.com/inmueble/107788648/,"EXCEPCIONAL Chalet adosado en el Encinar de los Reyes. Está ubicado en una de la mejores urbanizaciones del Encinar, que ofrece grandes jardines, piscina, tenis, pádel y sala comunitaria.  El chalet se distribuye en cuatro plantas. Es muy luminoso, dado que tiene grandes ventanas. Se entra por la planta principal donde se accede a un distribuidor/pasillo que dá acceso a la cocina, salón y aseo de visitas. La cocina es de muy buen tamaño con grande ventana (orientación solar oeste). Desde el salón, con su Chiminea, se accede a un estupendo porche techado y jardín con muchas posibilidades. En la primera planta están 3 habitaciones con armarios empotrados y dos baños. La principal con baño incorporado. Todas con mucha luz y buenas vistas. La buhardilla es un espacio diáfano con grandes ventanales en el techo. Posibilidad de construir un baño en esa planta, y poder transformarla en dormitório principal, despacho, etc. En el sótano está un dormitorio de servicio con buena ventana y un baño, lavadero, trastero y un garaje para 3 coches. Esta planta tiene muchas posibilidades de transformación (zona de estar, playroom, habitación de visitas, etc) Aire acondicionado por conductos y calefacción por Gas Natural. Seguridad 24 horas Muy cerca del centro comercial del Encinar y oferta de restauración. A corta distancia andando de paradas de Bus. Acceso repiso a las principales vias de circulación.",False,good,False,,5601.0,False,False,False,False,[],False,False,1725000.0,€,chalet,"Encinar de los Reyes, La Moraleja",Chalet adosado,,,,,True,True,terracedHouse
108620280,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/de/d7/c2/1350168582.webp,35,10,980000.0,flat,sale,142.0,True,5,2,Barrio Estrella,Madrid,Madrid,Retiro,es,Estrella,40.4166522,-3.6687278,False,https://www.idealista.com/inmueble/108620280/,"FINCARTE S. L. vende en exclusiva, piso muy luminoso e independiente, de 142 m2 construidos en Madrid, cerca del Retiro. La vivienda está distribuida en amplio hall de entrada, salón comedor de unos 30 m2 con salida a terraza con magníficas vistas de Madrid al no tener ningún edificio por delante. , cocina con amplio tendedero, cuarto de servicio, dos baños completos (antes uno de ellos era aseo) y cuatro dormitorios amplios. Tiene varios armarios empotrados. Dispone de Aire acondicionado en varias de sus estancias. Es una vivienda muy luminosa, al ser una planta 10 y tener ventanas todas las habitaciones (incluidos cuartos de baño) y la excepcional característica, que te la hace muy independiente, de que por ambos lados de la vivienda, no tienes ningún edificio en frente a menos de unos 25 metros que te quite la entrada de luz y permite que no te vean los vecinos. La vivienda cuenta con trastero y una plaza de garaje incluida en el precio. Hay disponible otra plaza de garaje si se desea, fuera del precio de venta. El edificio está ubicado en una mancomunidad que disfruta de una amplia zona ajardinada y con columpios, con salida y entrada exclusiva para los vecinos de ella.  Tiene portero en horario comercial La zona cuenta con todo tipo de servicios: comercios, bancos, colegios, hospital, ocio y restauración en sus inmediaciones. Muy bien comunicada tanto por transporte público: Metro Sainz de Baranda a menos de 3 minutos, varios autobuses ( 30, 56,143, 156.. . ) como en coche, con salida M-30 a pocos minutos. No dude en llamar para informarse y visitarlo.. . le encantará!",False,renew,False,True,6901.0,False,False,False,False,[],False,False,980000.0,€,flat,"Estrella, Madrid",Piso,,,,,True,True,
108258591,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e1/e8/dc/1348695575.webp,25,,2300000.0,chalet,sale,446.0,,5,5,Barrio Somosaguas,Madrid,Pozuelo de Alarcón,Somosaguas,es,Somosaguas,40.410233,-3.7820582,False,https://www.idealista.com/inmueble/108258591/,"**Chalet Independiente en Venta en Pozuelo de Alarcón** Descubra este exclusivo chalet independiente que redefine el concepto de hogar. Con 446 m² construidos, cada rincón ha sido diseñado con un enfoque en la calidad y el detalle, creando un ambiente acogedor y sofisticado.  Situado en una zona privilegiada de Pozuelo, este inmueble ofrece la combinación perfecta de tranquilidad y cercanía a la vibrante vida de Madrid, además de estar a pocos minutos del Hospital Universitario Quirónsalud. La propiedad cuenta con 5 amplias habitaciones y 4 baños, ideales para disfrutar de la comodidad en familia. Los espacios diáfanos invitan a compartir momentos inolvidables, mientras que la impresionante buhardilla se convierte en el refugio perfecto para relajarse o trabajar.  La piscina climatizada con cubierta retráctil es un lujo que podrá disfrutar todo el año, complementando un entorno natural junto a Casa de Campo que le hará sentirse en un verdadero paraíso. Esta vivienda se encuentra adaptada para personas con movilidad reducida, incluidas puertas de paso y varios baños. La vivienda está equipada con un montacargas hidráulico que puede ser transformado en ascensor.  Con una espaciosa parcela de 680 m², este chalet también ofrece terrazas y balcones, complementos perfectos junto con el jardín para disfrutar del aire libre.  Magnificamente Equipado con armarios empotrados, aspiración centralizada, aire acondiciondo, piscina climatizada, tejado de zinc, y dos espacios de trastero y garajes que permiten 3 vehículos, cada detalle ha sido pensado para su comodidad. El acceso a servicios cercanos hacen de esta propiedad una opción inmejorable. ¡No pierda la oportunidad de vivir en un lugar donde cada día se siente especial!",False,good,False,,5157.0,False,False,False,False,[],False,False,2300000.0,€,chalet,"Somosaguas, Pozuelo de Alarcón",Casa independiente,,,,,True,True,independantHouse
108701702,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b6/e1/c5/1352574102.webp,13,,148400.0,flat,sale,52.0,,2,1,calle Alcor,Madrid,Alcalá de Henares,Chorrillo,es,,40.4885591,-3.3717486,False,https://www.idealista.com/inmueble/108701702/,"Piso de 53 m² ubicado en Alcalá de Henares, Madrid. Se trata de un piso de 53 m² distribuidos en salón-comedor, cocina, 2 dormitorios y 1 baño. La vivienda se encuentra en el núcleo urbano de Alcalá de Henares, concretamente en la calle Alcor, una zona residencial consolidada que ofrece un entorno tranquilo y familiar, con edificaciones de estructura tradicional y buen estado de conservación. El inmueble disfruta de excelentes accesos, ya que se sitúa próximo a la Avenida de la Alcarria y la Avenida de Madrid, dos de las principales vías de la ciudad, lo que facilita la conexión tanto con el centro histórico como con las salidas hacia la A-2, una de las autovías más importantes de la Comunidad de Madrid, que comunica directamente con Madrid capital y Guadalajara. En cuanto a transporte público, la zona cuenta con varias líneas de autobús urbano (como la línea 2 y la línea 3) que conectan rápidamente con el centro de Alcalá y la estación de tren Cercanías Alcalá de Henares, desde donde se puede acceder a Madrid en aproximadamente 35 minutos. Además, la estación de autobuses interurbanos se encuentra a poca distancia, ampliando las opciones de movilidad. En el entorno inmediato se pueden encontrar todo tipo de servicios, como supermercados (Mercadona, Día), restaurantes, cafeterías, farmacias, instalaciones deportivas municipales y centros educativos como el Colegio Público Antonio Machado y el IES Antonio Machado. Destaca la proximidad al Hospital Universitario Príncipe de Asturias, uno de los centros sanitarios de referencia en la zona, así como varios centros de salud y clínicas privadas. Para el ocio y el tiempo libre, la vivienda se encuentra cerca del Parque O´Donnell, uno de los espacios verdes más emblemáticos de Alcalá, ideal para pasear y practicar deporte al aire libre. Asimismo, el centro histórico de Alcalá de Henares, declarado Patrimonio de la Humanidad por la UNESCO, se encuentra a pocos minutos, ofreciendo una amplia oferta cultural, comercial y gastronómica. Con nuestros servicios podrá encontrar el piso que necesita y asegurar su inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente.",False,good,False,False,2854.0,False,False,False,False,[],False,False,148400.0,€,flat,"Chorrillo, Alcalá de Henares",Piso en calle Alcor,C1-04686-0001,,,,,,
108205446,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3e/89/31/1337055251.webp,10,1,350000.0,flat,sale,35.0,True,1,1,"calle de Quesada, 3",Madrid,Madrid,Chamberí,es,Trafalgar,40.4336639,-3.7007513,True,https://www.idealista.com/inmueble/108205446/,"Zarbay Consulting pone a su disposición piso reformado en pleno corazón de chamberí. Consta de 1 habitación un baño y salón con cocina independiente. Listo para entrar a vivir. ALTA RENTABILIDAD! La propiedad está situada en la zona de Trafalgar cerca a Alonso Martínez y a los prestigiosos barrios de Almagro y Justicia. Zona en la que hoy podemos disfrutar de bellos edificios singulares de finales del siglo XIX y principios del XX, característicos de la alta Burguesía y la aristocracia que vivió aquí en otros tiempos. Este prestigioso barrio cuenta con todo tipo de servicios, tanto educativos públicos, privados y concertados, así como centros sanitarios y hospitalarios, espacios culturales, museos, teatros, sin olvidar la magnífica oferta gastronómica a través de los innumerables restaurantes y bares de moda en Madrid.",False,good,False,True,10000.0,False,False,False,False,[],False,False,350000.0,€,flat,"Trafalgar, Madrid","Piso en calle de Quesada, 3",,,,,,,
107965641,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ed/01/43/1329684454.webp,23,,78500.0,chalet,sale,321.0,,6,1,calle de la Victoria,Madrid,Brea de Tajo,,es,,40.2296908,-3.1115643,False,https://www.idealista.com/inmueble/107965641/,"NO COBRAMOS COMISION AL COMPRADOR, TE AYUDAMOS CON LA FINANCIACIÓN  **Casa Adosada en el Corazón de Brea de Tajo - ¡Una Oportunidad Única! ** Descubre esta impresionante casa adosada ubicada en el centro de Brea de Tajo, un encantador pueblo madrileño que ofrece todos los servicios necesarios para una vida cómoda. Con una superficie construida de 321 m² y un total de 300 m² útiles, esta propiedad cuenta con un amplio potencial para convertirse en el hogar de tus sueños. Rehabilitada en 1975, la casa presenta un tejado y forjados nuevos, además de vigas de hormigón que garantizan su solidez. En la primera planta, encontrarás una amplia cocina, un baño, dos grandes habitaciones, un trastero y un garaje privado. La segunda planta alberga un gran salón y cuatro dormitorios, perfectos para disfrutar de momentos en familia. La planta superior es una buhardilla completamente diáfana, ideal para personalizar a tu gusto. Además, cuenta con un balcón propio. Con su ubicación privilegiada en el centro del pueblo, tendrás acceso a transporte directo al centro de Madrid y a todos los servicios que puedas necesitar. Aunque la casa está en estado para reformar, las posibilidades son inmensas gracias a su generosa distribución y metros útiles. ¡No dejes pasar esta oportunidad y ven a visitarla!",False,renew,False,,245.0,False,False,False,False,[],False,False,78500.0,€,chalet,Brea de Tajo,Chalet adosado en calle de la Victoria,,,,,True,True,terracedHouse
108486093,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/f9/33/ca/1346345701.webp,18,1,445000.0,flat,sale,77.0,True,2,2,"calle Santolina, 2",Madrid,Las Rozas de Madrid,El Cantizal,es,El Cantizal,40.5173062,-3.9276984,True,https://www.idealista.com/inmueble/108486093/,"Muy luminoso Muy bien situado en el cantizal. Cerca de todo Da a la calle Higuera, una calle muy tranquila. Muy buen estado Garaje amplio y buen trastero.",False,good,False,True,5779.0,False,False,False,False,[],False,False,445000.0,€,flat,"El Cantizal, Las Rozas de Madrid","Piso en calle Santolina, 2",,,,,True,True,
106165536,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/dd/b2/82/1321197000.webp,10,,189200.0,chalet,sale,240.0,,4,2,calle Santander,Madrid,Colmenar de Oreja,,es,,40.0855372,-3.4922969,False,https://www.idealista.com/inmueble/106165536/,"Chalet adosado de 241 m² ubicado en Colmenar de Oreja, Madrid. Se trata de un chalet adosado de 241 m² distribuidos en dos plantas. Planta baja, diáfana destinada a garaje. La planta primera distribuida en 4 dormitorios, 2 baños, uno de ellos incorporado en el dormitorio principal, salón-comedor, cocina, trastero y distribuidor. Pequeña terraza abierta El chalet se sitúa en la Urbanización Urtajo, proporcionando un entorno tranquilo y residencial. Colmenar de Oreja está bien conectado por carretera con accesos desde la A-3, facilitando el desplazamiento hacia Madrid capital y otras localidades cercanas. En cuanto a transportes públicos, cuenta con servicios de autobús que conectan con la capital y otras áreas circundantes. En la localidad encontrará servicios como supermercados, restaurantes y centros educativos, así como el Centro de Salud de Colmenar de Oreja que garantiza atención médica. Además, se puede disfrutar del Parque Regional del Sureste, un punto de interés natural destacado que ofrece diversas actividades al aire libre. Con nuestros servicios podrá encontrar el chalet adosado que necesita y asegurar su inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente.",False,good,False,,788.0,False,False,False,False,[],False,False,189200.0,€,chalet,Colmenar de Oreja,Casa independiente en calle Santander,C6-03028-0001,195000.0,5800.0,3.0,,,independantHouse
107309486,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9f/ff/5f/1309137311.webp,17,7,495000.0,flat,sale,201.0,True,6,3,avenida del Alcalde de Móstoles,Madrid,Móstoles,Norte - Universidad,es,,40.3362584,-3.8688693,False,https://www.idealista.com/inmueble/107309486/,"Inmobiliarias Encuentro vende fantástica y exclusiva vivienda de 201 m² con dos TERRAZAS en la zona de Estoril II de Móstoles, El inmueble esta distribuido en un recibidor con acceso a salón y cocina, salón-comedor con salida a una de las terrazas, cocina office independiente, cuatro dormitorios dobles, una habitación individual y la habitación principal con baño en suit con jacuzzi, aseo y baño completo con bañera.  En cuanto a las calidades la vivienda consta de suelo de gres, ventanas de climalit, puerta blindada, calefacción central, termo eléctrico, toda la vivienda es exterior y cuenta con tres orientaciones garantizando luz del sol directa todo el día. En la zona puedes encontrar todo tipo de servicios como; centros médicos, transporte público como autobuses y a tan solo 5 minutos del ""Metro Universidad Rey Juan Carlos"", comercios, supermercados, colegios y zonas infantiles. También cuenta con una fácil salida a la carretera A-5. ¡No dudes en contactarnos para concertar una visita!",False,good,False,True,2463.0,False,False,False,False,[],False,False,495000.0,€,flat,"Norte - Universidad, Móstoles",Piso en avenida del Alcalde de Móstoles,IE11-CKTO,,,,,,
108089619,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1a/df/f2/1355555692.webp,28,,426000.0,chalet,sale,220.0,,4,3,Algete,Madrid,Algete,,es,,40.5927077,-3.4945819,False,https://www.idealista.com/inmueble/108089619/,"Bonito chalet adosado en una de las mejores zonas de Algete con 220 m2 repartidos en cuatro plantas! En la planta principal, tenemos aseo de cortesía, armario empotrado, amplia cocina equipada con muebles altos y bajos, zona comedor y toma de antena. Amplio salón diferenciado en dos ambientes, con acceso a un patio en dos alturas. La escalera de distribución nos lleva a la primera planta con cuatro dormitorios, dos de ellos dobles, con armarios empotrados, uno de ellos con baño en suite. El pasillo distribuidor también posee un gran armario empotrado. También dispone de una tercera planta diáfana abuhardillada de gran altura, con ventana velux de más de 50m2 En la planta semisótano se encuentra un garaje doble, trastero y cuarto de caldera Además, la urbanización dispone de unas fantásticas zonas comunes con piscina, parques infantiles, etc. La localidad se encuentra perfectamente comunicada con Madrid a través de una amplia red de autobuses interurbanos, unos que salen de Algete y otros que vienen de otros municipios. La principal vía de acceso es la A-1, aunque también cuenta con la vía de circunvalación M-50. ¡No pierdas la oportunidad! Solicita más información! Se informa al cliente que los gastos de notaría, tasación, registro, gestoría, impuesto de transmisiones, gastos financieros, gastos de gestión u honorarios de intermediación de la agencia, y/o cualquier otro gasto inherente a la compraventa, no están incluidos en el precio publicado y corresponden a la parte compradora.",False,good,False,,1936.0,False,False,False,False,[],False,False,426000.0,€,chalet,Algete,Chalet adosado,00074,,,,True,True,terracedHouse
105066929,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/28/9d/60/1240671418.webp,7,,250000.0,chalet,sale,150.0,,3,3,"avenida de los Rosales, 55",Madrid,Torrelaguna,,es,,40.8256101,-3.5423372,True,https://www.idealista.com/inmueble/105066929/,"Chalet de obra nueva vendido como segundamano, aerotermia y paneles solares. Muy luminoso. Patio delantero y trasero. Cocina americana con todos los electrodomésticos nuevos. Armarios empotrados. Baños con grifos termostáticos, espejos retroiluminados, wc doble descarga y plato de ducha. Sin vecinos enfrente. Casa ideal de fin de semana o para familias. Si lo van a alquilar produce una rentabilidad de 1200euros/mes.",False,good,False,,1667.0,True,False,False,False,[],False,False,250000.0,€,chalet,Torrelaguna,"Chalet pareado en avenida de los Rosales, 55",,,,,True,True,semidetachedHouse
108641627,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/51/13/04/1351434481.webp,5,1,580000.0,flat,sale,108.0,True,3,1,calle de la Madera s/n,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4236385,-3.7042295,True,https://www.idealista.com/inmueble/108641627/,"¡Oportunidad única en el centro de la capital! Ponemos a la venta esta magnífica vivienda situada en una de las zonas más demandadas y con mayor proyección de revalorización de Madrid. Ubicada a escasos minutos a pie de la Gran Vía, en pleno corazón de la capital, esta propiedad representa una oportunidad excepcional tanto para residencia habitual como para inversión patrimonial. La vivienda cuenta con tres amplios dormitorios, todos ellos con excelente ventilación natural y buena distribución. Dispone de un cuarto de baño completo funcional.  El salón-comedor es independiente, muy luminoso y con orientación exterior, lo que le proporciona luz natural durante gran parte del día. La cocina es independiente y de buen tamaño con espacio suficiente para zona de office. Situada en una finca representativa de la zona centro, con todas las comodidades y servicios al alcance: transporte público (Metro, Cercanías, múltiples líneas de autobús), comercios, restaurantes, centros culturales y zonas verdes. Actualmente la vivienda se encuentra alquilada con contrato en vigor hasta el año 2027, con inquilinos solventes y rigurosos en los pagos, lo que garantiza una rentabilidad inmediata y estable desde el primer día. Además, nuestro departamento financiero está a su disposición para asesorarle de manera gratuita y sin compromiso, ayudándole a estudiar la mejor fórmula de financiación adaptada a su perfil. Si desea ampliar información, obtener imágenes, vídeos o concertar una visita, no dude en contactarnos. Estaremos encantados de atenderle.",False,renew,False,True,5370.0,False,False,False,False,[],False,False,580000.0,€,flat,"Malasaña-Universidad, Madrid",Piso en calle de la Madera s/n,,,,,,,
108741912,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f7/0e/2b/1353788152.webp,8,,1750000.0,chalet,sale,300.0,,5,4,calle de la Begonia,Madrid,La Moraleja,El Soto de la Moraleja,es,,40.5198989,-3.648044,False,https://www.idealista.com/inmueble/108741912/,"En una de las zonas más exclusivas y demandadas de La Moraleja, se encuentra este encantador chalet pareado, ubicado en El Soto, dentro de una urbanización privada que destaca por su tranquilidad, privacidad y entorno natural. La vivienda disfruta de una ubicación privilegiada, rodeada de bonitos jardines, con piscina comunitaria y una excelente orientación. Ideal para quienes buscan calidad de vida sin renunciar a la cercanía de todos los servicios: colegios internacionales, zonas comerciales, transporte público y rápidos accesos a Madrid. La casa, luminosa y funcional, ofrece el equilibrio perfecto entre confort familiar y estilo de vida relajado. Una oportunidad única para vivir en uno de los entornos residenciales más valorados del norte de Madrid. Además, el inmueble presenta un gran potencial de renovación y revalorización. Gracias a su sólida estructura y distribución versátil, permite diversas posibilidades de actualización y modernización, adaptándose fácilmente a las necesidades y gustos del comprador actual.  El potencial arquitectónico como de eficiencia y sostenibilidad tornan este activo particularmente atractivo. Ya sea como residencia habitual o inversión a futuro, esta propriedad ofrece una excelente oportunidad para crear un hogar a medida en una ubicación privilegiada.",False,renew,False,,5833.0,False,False,False,False,[],False,False,1750000.0,€,chalet,"El Soto de la Moraleja, La Moraleja",Chalet pareado en calle de la Begonia,,,,,True,True,semidetachedHouse
108884525,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/76/5b/3f/1357899219.webp,8,1,240000.0,flat,sale,60.0,True,3,1,calle de Sambara,Madrid,Madrid,Ciudad Lineal,es,Quintana,40.4360312,-3.6463543,False,https://www.idealista.com/inmueble/108884525/,"¡ A 3 MINUTOS DE LA CALLE ALCALÁ! Si le gusta un barrio para vivir con mucha actividad comercial e inmejorable comunicación, ponemos a su disposición vivienda en primera planta.  Distribuida en tres dormitorios con armario (dormitorio principal salida terraza patio. ) Salón luminoso con vistas a la misma calle. Cocina independiente amueblada. Un baño con bañera.  La vivienda exterior. Calefacción individual por gas natural.  Situado en una de las zonas mejor comunicadas y donde a pocos minutos se encuentra la calle Alcalá a la altura de Pueblo Nuevo con variedad de comercios, restaurantes, cafeterías, centro comercial Alcalá Norte. Próximo a la M30 con acceso desde las Ventas. NO PIERDA LA OPORTUNIDAD.  Inmobiliaria Vicente Rojo. Profesionales especialistas en viviendas y locales. Nos avalan años de experiencia, responsabilidad y seriedad, demostrando nuestra profesionalidad y atención exquisita. Estamos a disposición de nuestros clientes para facilitar toda la información que precisen.",False,renew,False,False,4000.0,False,False,False,False,[],False,False,240000.0,€,flat,"Quintana, Madrid",Piso en calle de Sambara,,,,,,,
108168970,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/da/50/96/1335924615.webp,2,1,158900.0,flat,sale,82.0,True,2,1,calle de Santa Juana,Madrid,Fuenlabrada,El Arroyo - La Fuente,es,,40.2784018,-3.7924592,False,https://www.idealista.com/inmueble/108168970/,"Grupo tizona vende en exclusiva excelente vivienda en fuenlabrada, gran oportunidad de inversión actualmente se encuentra ocupada, la vivienda es totalmente exterior de 2 habitaciones, cocina independiente con patio exterior, salón amplio y luminoso y baño completo. A escasos minutos de la estación de renfe de fuenlabrada central, cerca mercadona, farmacia, bancos y multiples servicios para el uso diarío. No dude en llamar para ampliar información y poder ayudarle a hacer la compra honorarios incluidos en el precio, no hay posibiliadad de financiación por no poder acceder a la vivienda.",True,good,False,True,1938.0,False,False,False,False,[],False,False,158900.0,€,flat,"El Arroyo - La Fuente, Fuenlabrada",Piso en calle de Santa Juana,FUENLABRADA - ARROYO - ANGEL,,,,,,
