propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,newDevelopmentFinished,parkingSpace.parkingSpacePrice
108239494,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9e/d1/33/1338118991.webp,ACP1823,105,7,740000.0,flat,sale,178.0,True,6,2,avenida del Manzanares,Madrid,Madrid,Carabanchel,es,San Isidro,40.3980379,-3.719439,False,https://www.idealista.com/inmueble/108239494/,"“JOWNER VENDE FANTÁSTICA VIVIENDA EN AVENIDA DEL MANZANARES” JOWNER pone a su disposición esta vivienda situada en la zona privilegiada de Madrid Río, situada muy cerca de elementos representativos como puede ser el Puente de Toledo. Actualmente cuenta con una reforma de hace 2 años en la que se añadieron 2 habitaciones extra al salón, cuenta con 6 dormitorios amplios, 2 cuartos de baño y cocina independiente de muy buen tamaño. La ventaja de este piso es que todas las estancias son exteriores, haciendo esquina con el edificio, por lo que ofrece una doble orientación con buena luz tanto de mañanas como de tardes. Todas las ventanas son climalit y cuenta con armarios empotrados en 4 de las 6 habitaciones. La finca cuenta con ascensor y está en buen estado de conservación. Tiene múltiples opciones de reforma, debido al gran espacio disponible. Características de la vivienda:  6 Dormitorios 2 baños completos con plato de ducha  Cocina independiente Salón Ascensor Calefacción centralizada Aire acondicionado por conductos en todas las estancias  Descripción del entorno: Esta vivienda se encuentra en la zona de San Isidro, un barrio residencial y familiar, con mucha oferta de servicios tanto a nivel comercial como a nivel gastronómico. Además, hay colegios e institutos, negocios tradicionales y zonas verdes. El inmueble se encuentra junto a Madrid Río, al Palacio Real, la Almudena, Príncipe Pío, Puerta del Ángel y Puerta de Toledo.  Cuenta con una muy buena comunicación. Hay varias líneas de autobús cerca, junto con una buena comunicación por carretera con acceso directo a la M-30 y A-5. JOWNER es una plataforma digital que te ofrece todos los servicios necesarios para que puedas alquilar y vender tu inmueble en el menor tiempo posible, con nuestro método maximizamos tu tiempo y tu rentabilidad / ""Más info en jowner. com o en el "".",True,good,False,True,4157.0,True,False,True,False,[],False,False,740000.0,€,,,flat,"San Isidro, Madrid",Piso en avenida del Manzanares,,,,,,
108694190,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/95/04/ef/1197221392.webp,8061,18,bj,169700.0,flat,sale,48.0,True,1,1,calle la Colonial,Madrid,Pinto,Centro - Ayuntamiento,es,,40.2447739,-3.7018796,False,https://www.idealista.com/inmueble/108694190/,"Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble. ¿Te imaginas disfrutando de tu hogar en propiedad en una excelente ubicación en Pinto? ¡Testa Homes lo hace realidad! *La vivienda y fotos publicadas corresponden a una vivienda tipo, para más información consulte a su gestor comercial. Vivienda de 48 m² construidos en el centro de Pinto, lista para entrar a vivir. Esta propiedad sin amueblar se encuentra en perfecto estado de alquiler y ofrece una distribución funcional con 1 dormitorio con armario empotrado, un baño completo y una cocina totalmente amueblada y equipada con horno, campana extractora y vitrocerámica. Los suelos de gres aportan durabilidad y fácil mantenimiento. Incluye plaza de garaje en el precio y se aceptan mascotas, para que todos los miembros del hogar se sientan bienvenidos. La comunidad ha sido recientemente renovada y ofrece zonas comunes cuidadas y funcionales. Un entorno tranquilo y seguro, ideal para quienes valoran la comodidad del día a día en un espacio moderno y bien mantenido. Ubicada en pleno centro de Pinto, con todos los servicios esenciales a pocos pasos. Colegios, centro médico, supermercados, restaurantes y zonas verdes conforman un entorno urbano consolidado. Excelente conexión mediante transporte público gracias a la estación de cercanías Pinto, y acceso rápido a la M-506 para quienes se mueven en vehículo privado. Una oportunidad perfecta para vivir con calidad, cercanía y buena conectividad. Horario de atención telefónica de lunes a viernes de 9:00 a 21:00 y sábados de 9:00 a 14:00 horas.  Consulte condiciones y disponibilidad.  *Imágenes orientativas sin carácter vinculante.  **Las imágenes corresponden a un apartamento tipo.  **Viviendas sujetas a disponibilidad y viviendas no amueblada. En Testa Homes, te acompañamos durante todo el proceso de compra de la vivienda y te contamos todo con la mayor transparencia. Además, te ponemos en contacto con un asesor financiero que te informará de las mejores condiciones disponibles. *En relación a los suministros de luz y agua, será necesario que el nuevo comprador realice el cambio de titularidad a su nombre. Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble.",False,good,False,True,3535.0,False,False,False,False,[],False,False,169700.0,€,,,flat,"Centro - Ayuntamiento, Pinto",Piso en calle la Colonial,,,,,,
108074969,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fc/0e/f5/1333043981.webp,ACP1831,31,1,570000.0,flat,sale,88.0,False,4,1,calle de Mercedes Fórmica,Madrid,Madrid,Barrio de Salamanca,es,Fuente del Berro,40.4207943,-3.6663113,False,https://www.idealista.com/inmueble/108074969/,"“JOWNER VENDE FANTÁSTICA VIVIENDA EN FUENTE DEL BERRO - BARRIO SALAMANCA” JOWNER pone a su disposición una estupenda vivienda en la zona de Fuente del Berro - Barrio Salamanca, situada en la calle Mercedes Fórmica. La vivienda cuenta con 4 dormitorios y 1 baño completo, cocina independiente y luminoso salón comedor. La calefacción es centralizada y el agua por gas natural. La finca cuenta con ascensor y, además, dispone de acceso para movilidad reducida.  Características de la vivienda:  4 dormitorios 1 baño completo Cocina independiente Salón comedor Ascensor Calefacción centralizada Agua por gas natural  Descripción del entorno: Esta vivienda se encuentra en la zona de Fuente del Berro - Barrio Salamanca, un barrio residencial y familiar, con mucha oferta de servicios tanto a nivel comercial como a nivel gastronómico. Además, hay colegios e institutos, negocios tradicionales y zonas verdes. Situada a escasos minutos del metro O´Donnell (L6) y cercano al metro Manuel Becerra (L2 y L6). Cuenta con una muy buena comunicación. Además, hay cerca varias líneas de autobús, junto con una buena comunicación por carretera con acceso directo a la M-30 y M-23. JOWNER es una plataforma digital que te ofrece todos los servicios necesarios para que puedas alquilar y vender tu inmueble en el menor tiempo posible, con nuestro método maximizamos tu tiempo y tu rentabilidad / ""Más info en jowner. com o en el "".",True,good,False,True,6477.0,True,False,True,False,[],False,False,570000.0,€,,,flat,"Fuente del Berro, Madrid",Piso en calle de Mercedes Fórmica,,,,,,
108538934,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/17/f4/b8/1347897674.webp,VIVI00028,52,,699000.0,chalet,sale,316.0,,5,4,calle Gregorio Ordóñez,Madrid,Algete,,es,,40.6097303,-3.5404844,False,https://www.idealista.com/inmueble/108538934/,"� Chalet Adosado de Lujo en Soto del Duque – 317 m² de Elegancia, Espacio y Funcionalidad Con taller en buhardilla, zona de recreo en sótano y jardín privado. Una joya única en Algete. Exclusiva vivienda de alto standing en la prestigiosa urbanización Soto del Duque (Algete). Diseñada para quienes valoran la calidad, el espacio y la tranquilidad, esta propiedad ofrece un equilibrio perfecto entre funcionalidad, estilo y confort. � Distribución inteligente y versátil: Con 317 m² construidos, esta propiedad se distribuye en 4 plantas con espacios diferenciados y pensados para disfrutar cada rincón: � Planta principal (98 m²): Acceso desde jardín delantero con espacio para 2 vehículos Elegante hall recibidor, aseo de cortesía Cocina independiente completamente equipada, con zona office y salida a lavandería Espacioso salón comedor con chimenea de leña y acceso directo a la terraza y jardín privado Grandes ventanales y luz natural en todas las estancias � Primera planta (76 m²): 3 dormitorios amplios con armarios empotrados Dormitorio principal tipo suite con vestidor y baño privado Segundo baño completo y distribuidor central �️ Buhardilla (48 m²): Espacio diáfano con gran altura, perfecto como estudio, oficina o taller creativo Instalaciones preparadas para baño adicional Posibilidad de redistribución en hasta 2-3 habitaciones extra � Semisótano con luz natural (91 m²): Espacio multiusos con gran amplitud: zona de juegos, gimnasio, sala de cine o bodega Cuarto de plancha, trastero, aseo y espacio para bicicletas Excelente ventilación y luz natural, ideal también como zona de invitados � Exterior y entorno: Jardín privado con sistema de riego automático y zona de barbacoa Acceso a piscina comunitaria, zonas ajardinadas y parques infantiles Urbanización cerrada con vigilancia 24h, ideal para familias ⚙️ Equipamiento y calidades: Calefacción por gas natural Preinstalación de aire acondicionado Escalera de mármol en toda la vivienda Carpintería en madera natural, suelos impecables Puerta blindada, videoportero y salida de humos Galería, lavandería y trastero Instalación de fibra y línea telefónica � Ubicación privilegiada: Rápido acceso a la A-1 (Madrid y Sierra), transporte público, centros educativos, supermercados y zonas comerciales a pocos minutos. Todo lo que necesitas para vivir con tranquilidad y comodidad. � Una casa de lujo con alma práctica. Ideal para quienes buscan espacio para vivir, trabajar y disfrutar. ¡Solicita tu visita y siente la diferencia! DEHESA NORTE ¡ Permítenos guiarte a casa!",True,good,False,,2212.0,True,False,True,False,[],False,False,699000.0,€,True,True,chalet,Algete,Chalet adosado en calle Gregorio Ordóñez,terracedHouse,725000.0,26000.0,4.0,,
108113888,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d3/3a/25/1334253074.webp,ESC 3 BAJO A,9,bj,321900.0,flat,sale,158.0,True,4,2,calle ALISO s/n,Madrid,Guadalix de la Sierra,,es,,40.7866284,-3.6962228,True,https://www.idealista.com/obra-nueva/108113888/,"Promoción exclusiva en Guadalix de la Sierra Ya en construcción ¡Últimas viviendas a la venta! Presentamos su nueva promoción Residencial Violeta. El proyecto está compuesto por 51 viviendas de 2, 3 y 4 dormitorios. Bajos con amplios jardín privado y primeras plantas con maravillosas terrazas y áticos de ensueño. Única vivienda de 4 dormitorios en 1ª planta, trastero incluido en el precio La urbanización cuenta con piscina, zona ajardinada, salón social y gimnasio. Las viviendas cuentan con trastero incluido en el precio y 51 Plazas de garaje. Plaza de garaje opcional por 14.990€ (la plaza de garaje nº 13: 17.000€) Las viviendas están equipadas con la última tecnología en sistemas de climatización, Aerotermia para el agua caliente y con suelo radiante caliente con sistema de caldera de gas central y contadores independientes. El diseño elegante y moderno de la urbanización, unido al desarrollo del proyecto en busca de la máxima eficiencia energética a través del equipamiento del edificio, hacen de Residencial Violeta sea la mejor elección para disfrutar de su nuevo hogar. Zona exclusiva por ubicación y tranquilidad con servicio de Autobuses, y su situación próxima a todos los supermercados, centro de salud y zona de ocio.",False,newdevelopment,True,True,2037.0,True,False,False,False,[],False,False,321900.0,€,True,False,flat,Guadalix de la Sierra,Piso en calle Aliso s/n,,,,,False,14990.0
108575220,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fe/83/5d/1351595902.webp,IE19-CORU7,22,2,420000.0,flat,sale,61.0,True,2,2,calle de la Coruña,Madrid,Madrid,Tetuán,es,Cuatro Caminos,40.4572827,-3.701487,False,https://www.idealista.com/inmueble/108575220/,"Inmobiliarias Encuentro vende en exclusiva precioso piso en Cuatro Caminos, Distrito Tetuán. Esta excelente vivienda de 61m2 está distribuida en 2 dormitorios en suite, paredes en liso, suelos en tarima, ventanas en climalit con rotura de puente térmico y oscilobatientes, moderna cocina abierta y muy funcional, salón muy luminoso con dos amplios ventanales a calle con espacios abiertos lo que garantiza la luminosidad de la vivienda, y un fantástico dormitorio principal con vestidor y baño en suite. El piso con una moderna reforma espera que inicies una nueva vida en él. La vivienda se encuentra perfectamente comunicada con el resto de la ciudad, en una zona de muchísima vida, rodeada de comercios, colegios, centros de salud y paradas de autobuses. Si necesita vender su inmueble para adquirir este u otro inmueble publicado, contacte con nosotros, disponemos del servicio: \”CAMBIA Y DESCANSA\”. La solución perfecta para cuadrar los plazos de venta de su vivienda y entrega del nuevo inmueble ¡Financiación a tu medida! Con Finmoo tendrás los mejores tipos de interés y hasta el 100% de financiación. ¡Consulta nuestras condiciones! Contamos con REFORTECA la única solución del mercado para 3 problemas frecuentes: COMPRA + REFORMA + HIPOTECA Desde nuestro equipo financiero unificamos el precio de la vivienda y el coste de la reforma en una sola hipoteca. • Sin empresas externas. • Sin pérdidas de tiempo. • Proyecto personalizado. • Equipos cualificados. • Con tipos de interés hipotecario. • Con el mejor presupuesto cerrado. Entra en nuestra web y reserva este local en tan sólo dos minutos con nuestro servicio iReserva.",True,good,False,True,6885.0,True,False,False,False,[],False,False,420000.0,€,,,flat,"Cuatro Caminos, Madrid",Piso en calle de la Coruña,,465000.0,45000.0,10.0,,
108774851,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/56/af/d2/1354744414.webp,BHA201,16,2,260000.0,flat,sale,85.0,False,2,1,Brunete,Madrid,Brunete,,es,,40.4049004,-4.000203,False,https://www.idealista.com/inmueble/108774851/,"***** B-HOME FINANCIA HASTA EL 100% DE ESTE INMUEBLE ***** ¡OPORTUNIDAD EN EL CENTRO DE BRUNETE! LUMINOSO PISO DE 2 HABITACIONES Se vende acogedora vivienda situada en pleno centro de Brunete, ideal tanto para vivir como para invertir. El piso cuenta con dos amplias habitaciones, un baño completo, y una cocina y salón muy espaciosos, perfectos para disfrutar en familia o con amigos. La vivienda destaca por su excelente entrada de luz natural durante todo el día, lo que la hace especialmente cálida y confortable. Su distribución es funcional, con estancias bien aprovechadas que ofrecen una gran sensación de amplitud. Ubicada en una zona tranquila pero muy céntrica, con todos los servicios a pocos pasos: supermercados, transporte público, colegios, zonas verdes y comercios. ¡No dejes pasar esta oportunidad! Contacta para más información o concertar una visita.",False,good,False,True,3059.0,True,False,False,False,[],False,False,260000.0,€,,,flat,Brunete,Piso,,267000.0,7000.0,3.0,,
108435026,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a7/6f/51/1349639983.webp,,35,4,630000.0,flat,sale,50.0,False,1,1,"calle de Núñez de Balboa, 22",Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4239998,-3.6827759,True,https://www.idealista.com/inmueble/108435026/,"ÉXITO HOMES BY ESRIV te presenta en EXCLUSIVA este moderno piso reformado en Recoletos – ¡Ubicación y estilo en el corazón de Madrid! Este espectacular piso de 52 m² ha sido completamente reformado con un diseño moderno y elegante, listo para entrar a vivir o como inversión con alta rentabilidad demostrada. Disfruta de un amplio salón integrado con cocina abierta, equipada y tiene ventanas que permiten ventilación cruzada para evitar olores, creando un espacio luminoso, funcional y acogedor. La vivienda cuenta con una habitación amplia y luminosa, perfecta para el descanso y un baño moderno con acabados de calidad. Situado en un edificio tranquilo y seguro, es ideal tanto para una persona o pareja que busca su nuevo hogar como para inversores. A solo unos pasos del Parque de El Retiro y de la prestigiosa zona de Salamanca, rodeado de restaurantes, boutiques y cultura. Conexiones excelentes: Metro Núñez de Balboa (líneas 5 y 9) muy cerca. Varias líneas de autobús y fácil acceso en coche. ¡NO DEJES PASAR ESTA OPORTUNIDAD! Ven a conocer esta maravillosa vivienda.",True,good,False,True,12600.0,True,False,False,False,[],False,False,630000.0,€,,,flat,"Recoletos, Madrid","Piso en calle de Núñez de Balboa, 22",,695000.0,65000.0,9.0,,
108113884,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/02/96/71/1334253960.webp,ESC 3 2º B,9,2,252900.0,flat,sale,106.0,True,2,2,calle ALISO s/n,Madrid,Guadalix de la Sierra,,es,,40.7866284,-3.6962228,True,https://www.idealista.com/obra-nueva/108113884/,"Promoción exclusiva en Guadalix de la Sierra Ya en construcción ¡Últimas viviendas a la venta! Presentamos su nueva promoción Residencial Violeta. El proyecto está compuesto por 51 viviendas de 2, 3 y 4 dormitorios. Bajos con amplios jardín privado y primeras plantas con maravillosas terrazas y áticos de ensueño. Única vivienda de 4 dormitorios en 1ª planta, trastero incluido en el precio La urbanización cuenta con piscina, zona ajardinada, salón social y gimnasio. Las viviendas cuentan con trastero incluido en el precio y 51 Plazas de garaje. Plaza de garaje opcional por 14.990€ (la plaza de garaje nº 13: 17.000€) Las viviendas están equipadas con la última tecnología en sistemas de climatización, Aerotermia para el agua caliente y con suelo radiante caliente con sistema de caldera de gas central y contadores independientes. El diseño elegante y moderno de la urbanización, unido al desarrollo del proyecto en busca de la máxima eficiencia energética a través del equipamiento del edificio, hacen de Residencial Violeta sea la mejor elección para disfrutar de su nuevo hogar. Zona exclusiva por ubicación y tranquilidad con servicio de Autobuses, y su situación próxima a todos los supermercados, centro de salud y zona de ocio.",False,newdevelopment,True,True,2386.0,True,False,False,False,[],False,False,252900.0,€,True,False,flat,Guadalix de la Sierra,Piso en calle Aliso s/n,,,,,False,14990.0
95615721,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/04/34/44/1320115298.webp,Esquina,30,,565000.0,chalet,sale,240.0,,3,3,de Miraflores de la Sierra s/n,Madrid,Miraflores de la Sierra,,es,,40.7635867,-3.7472428,True,https://www.idealista.com/obra-nueva/95615721/,"Vende directamente la propiedad. El conjunto residencial Los Pinarejos se encuentra a tan sólo 40 km. de Madrid, a 10 km. de Colmenar Viejo y a 1,5 Km del centro urbano de Soto del real, en la carretera que une Miraflores de la Sierra con Soto del Real.  Ubicada en un entorno privilegiado frente al Parque Nacional de la Sierra de Guadarrama. Dispone de conexiones inmediatas con las autovías A-1 y A-6 hasta el centro de Madrid (30 minutos a Plaza Castilla) y cuenta con parada de autobús con conexión directa a Plaza de Castilla en la misma urbanización. Se trata de una urbanización compuesta por chalets adosados, pareados e independientes, en un entorno privilegiado en plena naturaleza y con un futuro campo de golf en la propia urbanización.  Gracias a su localización, a los materiales empleados, y a un diseño perfectamente adaptado a su entorno, podemos ofrecer un programa de viviendas amplio y completo, que le permita encontrar la solución más adecuada a su estilo de vida, adaptándose tanto a su vida cotidiana como a su tiempo de ocio. Las viviendas han sido proyectadas para aprovechar al máximo los espacios y convertirlos en acogedores hogares, preparados para disfrutar de todas las estaciones y admitir distintos ambientes. Un sitio para apostar y soñar con el mejor futuro. Características básicas •Chalets pareados de 4 habitaciones en parcelas que van de los 410m2 a los 500m2 •Caseta de ventas a pie de obra •Certificación energética: no indicado Construcción •Nueva construcción.  •Entrega en aproximadamente 24 meses desde el inicio de las obras. Zonas comunes •Zonas verdes •Piscina Observaciones forma de pago: libre de cargas posibilidad de realizar terminación personalizada adaptada al gusto de cada cliente. chalets disponibles en venta Ubicación •Avenida Miraflores de la Sierra s/n •Miraflores de la Sierra •Zona norte, Madrid Cómo llegar •Desde Madrid tomar Carretera M607, desviarse a M609 Ctra. Miraflores y enlazar con la M608 Ctra. de Soto del Real a Guadalix de la Sierra. A 2km de Soto del Real y menos de 30 minutos de Madrid Centro. visita virtual 360º:.",True,newdevelopment,True,,2354.0,False,False,False,False,[],False,False,565000.0,€,True,True,chalet,Miraflores de la Sierra,Chalet pareado en de Miraflores de la Sierra s/n,semidetachedHouse,,,,False,
108525494,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ff/cc/67/1347489277.webp,4770,25,3,3359000.0,flat,sale,293.0,True,5,6,calle de Diego de León s/n,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.4348106,-3.680724,True,https://www.idealista.com/inmueble/108525494/,"Homely One le ofrece exclusiva Vivienda Exterior con Terraza, reformada a Estrenar con altas calidades y muchísima Luz Natural. Se encuentra ubicada en zona emblemática del señorial Barrio de Salamanca, en la conocida y comercial calle de Diego de León, Zona con infinidad de boutiques de moda y reconocidas firmas, así como los mejores restaurantes de la capital. Vivir en este enclave es sin duda estar en uno de los barrios más exclusivos y de tendencia de Madrid. La Calle Diego de León te conecta fácilmente con una amplia red de transporte publico y acceso desde el Aeropuerto. Finca muy bien conservada con Portero Físico y Ascensor y Trastero! Consta de 293,00 m2, los cuales se distribuyen en un Hall de entrada con práctico recibidor con Armarios de suelo a techo muy funcionales y prácticos a modo de Armario Gabanero. Accedemos a un amplio Salón-Comedor Exterior con Magnífica Terraza de muy buenas dimensiones en una planta Alta, elemento que es un añadido de luminosidad impresionante que brinda estos espacios. Dispone de grandes ventanales que nos permite muy buena ventilación y Luz Solar. Paredes con Molduras y Foseado de Techos con iluminación de luces Led de bajo consumo. Luces indirectas con barrido vertical y horizontal de luz en paramentos verticales, creando un espectro visual de calidez y confort a los espacios.  Cocina Totalmente equipada con electrodomésticos Panelados (Horno, Microondas, Frigorífico, Lavavajilla, entre otros). Con garantía de 1 año por el fabricante. Encimera en Isla con prácticos taburetes para compartir momentos únicos con familiares y amigos. Grifería en tonalidad Dorada dando un aspecto visual muy exclusivo a juego con la tonalidad de la encimera en color claro. Destaca Ventana en cocina para dar mucha mas ventilación y luz, necesario para estos espacios de la Vivienda. Zona de Descanso se compone de 5 Dormitorios de los cuales los 5 son con Baño en Suite. Cabe destacar el Dormitorio Principal, al ser de mayores dimensiones al resto, el cual dispone de una Magnífica Terraza Privada y vistas despejadas con orientación Sur, tiene un enorme Vestidor integrado a baño en Suite de primeras calidades y acabados. Todos los Baños van con instalación de Mamparas.  Ventanas con Rotura de puente Térmico que garantiza un óptimo aislamiento Acústico y de las Temperaturas (Frío-Calor) en todas las estancias de la Vivienda. Nota: La totalidad de la Vivienda se entrega totalmente amueblada y equipada con mobiliario de Diseño y cabe destacar que toda la Vivienda se Entrega con Domótica. Le invitamos a Visitar con Nosotros esta interesante propuesta que solo Homely One le puede ofrecer, Le encantará! .",False,good,False,True,11464.0,True,False,False,False,[],False,False,3359000.0,€,True,True,flat,"Castellana, Madrid",Piso en calle de Diego de León s/n,,,,,,
103170074,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c2/82/a1/1293052752.webp,ESC 2 1ºB,9,1,274900.0,flat,sale,136.0,True,3,2,calle ALISO s/n,Madrid,Guadalix de la Sierra,,es,,40.7866284,-3.6962228,True,https://www.idealista.com/obra-nueva/103170074/,"Promoción exclusiva en Guadalix de la Sierra Ya en construcción ¡Últimas viviendas a la venta! Presentamos su nueva promoción Residencial Violeta. El proyecto está compuesto por 51 viviendas de 2, 3 y 4 dormitorios. Bajos con amplios jardín privado y primeras plantas con maravillosas terrazas y áticos de ensueño. Única vivienda de 4 dormitorios en 1ª planta, trastero incluido en el precio La urbanización cuenta con piscina, zona ajardinada, salón social y gimnasio. Las viviendas cuentan con trastero incluido en el precio y 51 Plazas de garaje. Plaza de garaje opcional por 14.990€ (la plaza de garaje nº 13: 17.000€) Las viviendas están equipadas con la última tecnología en sistemas de climatización, Aerotermia para el agua caliente y con suelo radiante caliente con sistema de caldera de gas central y contadores independientes. El diseño elegante y moderno de la urbanización, unido al desarrollo del proyecto en busca de la máxima eficiencia energética a través del equipamiento del edificio, hacen de Residencial Violeta sea la mejor elección para disfrutar de su nuevo hogar. Zona exclusiva por ubicación y tranquilidad con servicio de Autobuses, y su situación próxima a todos los supermercados, centro de salud y zona de ocio.",False,newdevelopment,True,True,2021.0,True,False,False,False,[],False,False,274900.0,€,True,False,flat,Guadalix de la Sierra,Piso en calle Aliso s/n,,,,,False,14990.0
108726269,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/61/60/c3/1353280966.webp,N02-CMP-14419,38,3,349000.0,flat,sale,88.0,True,3,1,"calle de Valle Inclán, 97",Madrid,Madrid,Latina,es,Águilas,40.3761955,-3.7746348,True,https://www.idealista.com/inmueble/108726269/,"REFORMADO, CON TERRAZA Y MUY LUMINOSO ¿Sueñas con una vivienda para entrar a vivir? Presentamos este increíble piso único en la zona. Cuenta con materiales de gran calidad en suelos, puertas, ventanas y mucho más. Mobiliario de cocina incluido hecho a medida. Aire acondicionado y plaza de garaje en cesión. LUZ NATURAL EN TODAS SUS ESTANCIAS. 3 habitaciones con armarios empotrados y 1 baño con plato de ducha. Amplio salón comedor y terraza. A lo largo de todo el pasillo encontramos dos armarios de gran tamaño y altura. Su inmejorable orientación hará que disfrutes un piso con luz natural todo el día, ganando calidad de vida y proporcionándote gran ahorro energético. Rodeado de todo tipo de servicios, Centro de Salud y Deporte. Comercios, supermercados, parques y zonas de ocio y restauración. Gran despliegue de medios de transporte a tu alcance y conexiones directas con las principales carreteras. A escasos metros encontramos gran abanico de posibilidades en oferta educativa, tanto pública como privada. En el mismo edificio se encuentra el Centro de Salud Valle Inclán. Has encontrado la mejor vivienda de la zona y única por su luz natural y características. No dejes pasar esta oportunidad a un precio inmejorable. ¡Ven a visitar la que, sin duda, será la casa de tus sueños! NO COBRAMOS AL COMPRADOR ASESORAMIENTO FINANCIERO GRATUITO.",True,good,False,True,3966.0,False,False,False,False,[],False,False,349000.0,€,True,True,flat,"Águilas, Madrid","Piso en calle de Valle Inclán, 97",,,,,,
108237909,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/37/c0/a3/1338414717.webp,21052025,31,,215000.0,chalet,sale,161.0,,3,1,Vía,Madrid,Cabanillas de la Sierra,,es,,40.8370411,-3.6464436,False,https://www.idealista.com/inmueble/108237909/,"BREM GLOBAL INMOBILIARIA presenta D. S. iniciales de urbano diseminado construido sobre una parcela rústica agraria de regadío con 1928 m 2 en el año 1990 en una urbanización perteneciente al municipio de Cabanillas de la Sierra a 52 km de Madrid y con acceso directo a la carretera. La casa tiene una superficie construida de 161 m2 y consta de un salón comedor doble, cocina, un baño con media bañera y tres habitaciones dobles. Se accede a través de una terraza techada. La planta baja, garaje para tres coches y cuarto de aperos. La vivienda se encuentra diáfana para dar forma a la propiedad según el gusto particular de cada persona. La parcela está totalmente vallada y con una inclinación máxima de un 5%, con 30 m de fachada y 72 de fondo adoquinada, ajardinada, una piscina de obra. Hay otra construcción adicional. Está poblada de árboles de diferentes especies, pinos, almendros, higuera, algún frutal etc. La vivienda, aunque está para actualizar se la confiere un valor añadido, puesto que a toda la superficie construida en esta zona se le atribuye la legalización de esta tipología de inmuebles, aunque no tiene agua del canal, ni alcantarillado. En tiempos hubo aprobado un estudio para la instalación de estos suministros, que en aquel momento no se pudieron poner de acuerdo. Tenemos un sondeo de 30 m. Como su nombre indica el abastecimiento hidráulico está garantizado. En su entorno podemos encontrar canchales y también dentro de la parcela afloramientos graníticos. Se encuentra en una zona de espacios de interés forestal y paisajístico. Por su ubicación privilegiada disfrutamos de unas vistas espectaculares allá donde dirijamos la mirada, además de un alto grado de sosiego y tranquilidad. Si deseas disfrutar de un entorno natural privilegiado sin renunciar a la cercanía con Madrid, no lo dudes…. ¡ LLÁMANOS!",True,renew,False,,1335.0,True,False,False,False,[],False,False,215000.0,€,True,True,chalet,Cabanillas de la Sierra,Casa independiente en Vía,independantHouse,,,,,
108894366,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d8/3d/d7/1358186299.webp,,18,bj,195000.0,flat,sale,39.0,True,2,1,calle de Santiago Cordero,Madrid,Madrid,Tetuán,es,Valdeacederas,40.4696618,-3.7010882,False,https://www.idealista.com/inmueble/108894366/,"¡Descubre este encantador piso recién reformado con licencia de abitabilidad en el corazón del barrio Tetuán! Con una superficie de 39 m² construidos y 36 m² útiles, este acogedor apartamento en planta baja cuenta con entrada independiente, lo que lo convierte en una opción ideal para aquellos que buscan rentabilizar como apartamento turístico. ( no tiene licencia turística aun) Dispone de dos luminosas habitaciones, un baño moderno y una cocina americana completamente amueblada y equipada, lista para que empieces a disfrutar de tu nuevo hogar. Además, el aire acondicionado frío y calor garantizará tu confort durante todo el año. Con gastos de comunidad de solo 28 euros, este inmueble es una oportunidad única en el mercado. Ubicado en una zona estratégica, estarás rodeado de comercios y con fácil acceso al transporte público. No dejes pasar la oportunidad de adquirir este piso por solo 195.000 euros más un 3% de comisión. ¡Ven a verlo y enamórate de tu nuevo hogar!",True,good,False,False,5000.0,False,False,False,False,[],False,False,195000.0,€,,,flat,"Valdeacederas, Madrid",Piso en calle de Santiago Cordero,,,,,,
