propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,detailedType.subTypology
107627651,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/86/8b/ef/1344200144.webp,RP1242025135675,17,3,485000.0,flat,sale,75.0,True,2,1,calle de José Celestino Mutis,Madrid,Madrid,Barrio de Salamanca,es,Fuente del Berro,40.4247296,-3.6636346,False,https://www.idealista.com/inmueble/107627651/,"Redpiso Fuente del Berro ofrece: Piso de oportunidad a un paso del parque Fuente del Berro. Ubicado en uno de los 6 barrios que constituye el barrio Salamanca. Luminoso piso exterior, orientación norte-sur con 75 metros cuadrados. Distribuido en 2 dormitorios, amplio salón con posibilidad de incluir un balcón exterior, cocina independiente, un baño y un trastero. Finca con un piso por planta, ascensor y acceso para personas de movilidad reducida. Suelos de gres, ventanas de aluminio y calefacción individual. Se encuentra ubicado en una zona que cuenta con todos los servicios necesarios, amplia variedad de colegios, zonas verdes (Parque de Fuente del Berro), ocio, restauración y todo tipo de comercio especializado. Muy bien comunicado por metro y autobús, fácil y rápida incorporación a la M-30. En Redpiso disponemos de financiera propia Dcredit, con asesoramientos gratuitos y financiación de hasta el 100. OPCIONAL PLAZA DE GARAJE EN VENTA POR 18.000 EUROS.",False,renew,False,True,6467.0,False,False,False,False,[],False,False,485000.0,€,490000.0,5000.0,1.0,True,True,flat,"Fuente del Berro, Madrid",Piso en calle de José Celestino Mutis,Destacado,
108701180,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f9/6a/02/1352561832.webp,2037,28,,199990.0,flat,sale,70.0,True,3,1,calle de Portugal,Madrid,Fuenlabrada,Fuenlabrada II - El Molino,es,,40.2804518,-3.8080958,False,https://www.idealista.com/inmueble/108701180/,"MB GESTION INMOBILIARIA TE OFRECE VIVIENDA EN VENTA EN ZONA FUENLABRADA II DE FUENLABRADA! La vivienda se distribuye del siguiente modo: hall recibidor de entrada, salón comedor con salida a terraza, cocina amueblada y equipada con electrodomésticos, salida a terraza, 3 dormitorios y cuarto de baño completo. Cuenta con los siguientes acabados como calefacción individual, ventanas de aluminio con contraventanas, suelos cerámicos, aire acondicionado, carpintería interior de madera de pino, armario empotrado en dormitorio principal, suelos cerámicos, agua comunitaria y puerta principal blindada.  La finca cuenta con acceso para personas con movilidad reducida y ascensor, asegurando la comodidad y accesibilidad para todos los residentes. La ubicación es inmejorable, rodeada de todos los servicios necesarios como guarderías, colegios, institutos, Universidad Rey Juan Carlos, parques con amplias zonas verdes, comercios, farmacias y el Hospital Universitario de Fuenlabrada. Además, ofrece excelente comunicación con las principales carreteras de acceso y salida del municipio: M-506, M50, M407, A5, A-42 y R-5. Si están interesados en esta vivienda o desean más información, no duden en contactarnos. Será un placer mostrarles todas las ventajas que esta propiedad tiene para ofrecer. ¡Esperamos su llamada! Precio: 199.990 Euros   MB GESTIÓN INMOBILIARIA ""Su satisfacción, nuestro compromiso"" Tu inmobiliaria de referencia en la Zona Sur de Madrid.",False,good,False,True,2857.0,False,False,False,False,[],False,False,199990.0,€,,,,,,flat,"Fuenlabrada II - El Molino, Fuenlabrada",Piso en calle de Portugal,Destacado,
107825549,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9d/88/13/1325119301.webp,RP2392025136440,38,,1450000.0,chalet,sale,193.0,,2,3,calle de Francisco Suárez,Madrid,Madrid,Chamartín,es,Nueva España,40.4639288,-3.686651,False,https://www.idealista.com/inmueble/107825549/,"¡Exclusiva oportunidad! Vivienda-Dúplex tipo chalet en la Calle Francisco Suárez, Madrid Te presentamos esta vivienda dúplex de 193 metros cuadrados construidos en la tranquila y cotizada Calle Francisco Suárez de Madrid, una propiedad única por su amplitud, luminosidad y la posibilidad de redistribuir los espacios según tus necesidades. Este dúplex está compuesto por dos pisos unidos, lo que le otorga la tipología de un chalet, y cuenta con dos entradas independientes, por lo que se puede segregar fácilmente si se desea, ofreciendo grandes posibilidades de personalización y aprovechamiento del espacio. Características del inmueble: • Superficie: 193 m² construidos. • Distribución actual: 2 habitaciones, 2 baños completos, 1 aseo, 2 salones amplios, cocina independiente de gran tamaño, bodega. Posibilidad de redistribuir para aumentar el número de habitaciones según tus necesidades. • Exterior y luminoso: Totalmente exterior con orientación este, lo que garantiza abundante luz natural durante todo el día. • Patio privado: Disfruta de un precioso patio privado de 60 m², el lugar perfecto para relajarte o disfrutar de momentos al aire libre. • Calidades: Suelos de parquet, paredes lisas y techos altos que aportan sensación de amplitud. • Comodidades: Calefacción central, aire acondicionado para mantener el ambiente ideal durante todo el año, y portero físico que garantiza seguridad y tranquilidad. Ubicación privilegiada: Este dúplex se encuentra en una de las zonas más cotizadas de Madrid, con acceso rápido a transporte público, comercios, colegios y zonas de ocio. La Calle Francisco Suárez es ideal para aquellos que buscan una vida tranquila sin renunciar a la cercanía de todos los servicios urbanos. ¡Una vivienda que tiene, ante todo, gran independencia! Perfecta para disfrutar de la tranquilidad y la comodidad de la vida en la ciudad. Nueva España es un barrio del distrito de Chamartín, situado en la zona noreste de la ciudad de Madrid. Sus límites son al sur la avenida de Alberto Alcocer y la calle de Costa Rica, al Norte con las calles Mateo Inurria y Caídos de la División Azul; al oeste con el paseo de la Castellana y al este con la avenida de la Paz (M-30). El extremo noroccidental de este barrio toca con la plaza de Castilla, que pertenece al barrio vecino de Castilla. Ofrece una amplia gama de servicios, comercios, colegios, instalaciones deportivas, hoteles, restauración, hospitales y clínicas y un amplio sistema de transporte público.",False,good,False,,7513.0,True,False,False,False,[],False,False,1450000.0,€,,,,,,chalet,"Nueva España, Madrid",Casa independiente en calle de Francisco Suárez,Destacado,independantHouse
107819260,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/01/e3/e2/1324754125.webp,RP322025136407,39,4,515000.0,flat,sale,150.0,True,2,2,calle de Fráncfort,Madrid,Madrid,San Blas,es,Rosas,40.4239917,-3.6052712,False,https://www.idealista.com/inmueble/107819260/,"REDPISO vende vivienda de 2 dormitorios (antes 4), 2 baños completos, amplia cocina equipada, tendedero cubierto, amplio salón independiente y ventanas climalit. Calefacción Individual de gas natural. La urbanización cuenta con conserje y zonas verdes. Dispone de garaje ya incluido en el precio. reforma hecha hace menos de dos años con buenas calidades y totalmente adaptado para personas con movilidad reducida. Orientación Sur-Este, lo que le da mucha iluminación, y con ventilación cruzada, pues el tendedero y una de las habitaciones dan al interior dela finca. Pertenece al Plan 18000 de vivienda. Salidas a M-40, A-2, enlace con M-30. Líneas de autobús 140, 153, 38 y E2. Metro líneas 2 y 7. Cerca del estadio Metropolitano, colegios, institutos, comercios, supermercados, centro de salud, etc. En Redpiso Las Rosas-Las Musas-Plenilunio, trabajamos con asesores especializados en cada una de nuestras zonas para proporcionarles la mejor opción a lo que buscan. Cuenta con los mejores inmuebles para compra o alquiler en las zonas Las Rosas, Musas y Plenilunio desde mayo del 2010. Además de asesorar a cada cliente de forma individual, nos encargamos de tramitarle todas las gestiones necesarias para hacer más fácil y rápido el proceso inmobiliario.",False,good,False,True,3433.0,True,False,False,False,[],False,False,515000.0,€,,,,True,True,flat,"Rosas, Madrid",Piso en calle de Fráncfort,Destacado,
108125728,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/12/c8/1e/1344392940.webp,PR99559360,78,,1018000.0,chalet,sale,446.0,,4,4,Dehesa - El Soto,Madrid,Collado Villalba,Dehesa - El Soto,es,,40.6370991,-4.0010143,False,https://www.idealista.com/inmueble/108125728/,"^**^CHALET INDEPENDIENTE EXCLUSIVO CON JARDÍN DE ENSUEÑO, PISCINA Y OPCIÓN DE DESARROLLO URBANÍSTICO^**^ En una de las ubicaciones más privilegiadas de Collado Villalba, se presenta esta extraordinaria propiedad: un chalet independiente de 446 m² construidos, situado sobre una imponente parcela de 2.982 m² que desborda encanto, privacidad y un sinfín de posibilidades. Se trata de una oportunidad única tanto para particulares exigentes como para inversores y promotores que busquen un enclave exclusivo en plena Sierra de Madrid. El corazón de esta propiedad es su espectacular jardín, un verdadero oasis con piscina privada, zona de barbacoa, dos pozos, una fuente con estanque y un cenador ideal para las veladas al aire libre. La parcela, en esquina, cuenta con acceso por dos calles distintas, lo que le otorga una comodidad excepcional. El terreno es segregable y permite edificar de cuatro a seis chalets, ofreciendo un gran potencial urbanístico en una de las zonas más demandadas del municipio. La casa se distribuye mayoritariamente en una sola planta, lo que favorece una vida cómoda y funcional. En su interior encontramos un amplio y luminoso salón comedor presidido por una elegante chimenea y salida directa a la terraza, perfecto para disfrutar tanto en invierno como en verano. La cocina, independiente, se entrega completamente amueblada y equipada, y dispone además de una práctica despensa. Junto a ella, se sitúa la zona de servicio con su propio baño, ideal como área independiente para invitados o personal. La vivienda ofrece unas impresionantes vistas a la Sierra, que se disfrutan especialmente desde la terraza envolvente que rodea parcialmente la planta principal, un espacio privilegiado para el descanso o el encuentro, enmarcando la vivienda con un escenario natural incomparable. El chalet está compuesto por cuatro dormitorios y cuatro baños completos, todos ellos con excelente distribución, luz natural y amplitud. Además, cuenta con sistema de alarma instalado para mayor seguridad. En la planta baja, se abre un universo de posibilidades: una gran cochera, una sala de juegos de generosas dimensiones, una bodega con baño y salida directa al jardín y a la zona de piscina. Este espacio, perfectamente acondicionado, es ideal tanto para el ocio como para el almacenamiento. La ubicación es simplemente inmejorable. En una de las principales arterias de Collado Villalba, con todos los servicios a un paso, excelente conexión con transporte público y a tan solo 3 minutos de la A-6, esta propiedad ofrece la combinación perfecta entre tranquilidad residencial y cercanía a todo lo necesario. Sin duda, se trata de una joya única en el mercado, que enamora por su amplitud, sus vistas, su potencial y el entorno natural en el que se encuentra. ^**^Este anuncio no es vinculante y puede contener errores. Se muestra a título informativo y no es contractual^**^ ***NO COBRAMOS COMISIÓN AL COMPRADOR.",True,good,False,,2283.0,False,False,False,False,[],False,False,1018000.0,€,,,,True,True,chalet,"Dehesa - El Soto, Collado Villalba",Casa independiente,Destacado,independantHouse
108325063,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/6a/3f/62/1350865064.webp,RP2332025138309,25,1,699000.0,flat,sale,115.0,True,4,2,avenida del General Perón,Madrid,Madrid,Tetuán,es,Cuatro Caminos,40.451803,-3.6952523,False,https://www.idealista.com/inmueble/108325063/,"*¡OPORTUNIDAD! (algunas fotos son renderizadas). Piso a reformar con gran potencial, dividido en dos zonas. Una zona cuenta con una habitación y un baño, mientras que la otra zona tiene 3 habitaciones, un baño, cocina, salón comedor y terraza. El piso es un exterior, lo que significa que tiene vistas y luz natural en varias fachadas. Se distribuye en 4 habitaciones, 2 baños. Cocina independiente. Salón comedor. Zona de almacenamiento en varios espacios de la casa. Terraza. Este piso ofrece una gran posibilidad de reforma y crear un hogar a medida. La división en dos zonas permite una gran flexibilidad para diseñar el espacio según las necesidades. La reforma puede incluir la unificación de las dos zonas, la renovación de la cocina y los baños, y la mejora de la distribución y la iluminación. ¿Estás listo para reformar y crear tu hogar soñado?. Contacta con nosotros para más información y para programar una visita.",False,renew,False,True,6078.0,True,False,False,False,[],False,False,699000.0,€,,,,,,flat,"Cuatro Caminos, Madrid",Piso en avenida del General Perón,Destacado,
108511019,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/50/f2/e9/1349314778.webp,RP702025138975,77,4,484000.0,flat,sale,94.0,True,3,1,calle de la Virgen de Lourdes,Madrid,Madrid,Ciudad Lineal,es,Concepción,40.4376583,-3.6573323,False,https://www.idealista.com/inmueble/108511019/,"¿Quieres vivir en un inmueble con una hermosa terraza en la zona de Ventas? Pues tenemos lo que buscas, REDPISO EL CARMEN VENDE piso de 94 m²construidos ( 74 m² útiles ), situado en una 4º planta que consta de amplio salón con aire acondicionado, 3 dormitorios ( el principal con armario empotrado y aire acondicionado ), un largo pasillo distribuidor con armario empotrado, baño con bañera y cocina con terraza cerrada. La vivienda dispone de calefacción central, suelos de parquet, ventanas de aluminio-madera y una excelente orientación sur, lo que garantiza una gran luminosidad durante todo el día en una terraza de 9 m². La finca tiene un excelente estado y ofrece acceso adaptado para personas con movilidad reducida, portero físico y ascensor. Situado en una zona excepcional tiene alrededor todo tipo de servicios de primera necesidad, comercios, gimnasios, farmacias, colegios, panaderías, supermercados, el Mercado de Ventas, el Parque Calero, centro de Salud y la Plaza de Toros. Con una ubicación inmejorable hace que este inmueble tenga un valor añadido ya que cuenta con una inmejorable conexión al transporte público (metro Venta línea 2 y El Carmen línea 5 y 3 líneas de autobuses 21-38-146 a escasos metros ) También cuenta con un fácil acceso a las principales vías de Madrid, como la M-30 y la A-2. ¡ NO PIERDA LA OPORTUNIDAD Y NO DUDE EN VISITARLO ¡.",False,good,False,True,5149.0,True,False,False,False,[],False,False,484000.0,€,,,,,,flat,"Concepción, Madrid",Piso en calle de la Virgen de Lourdes,Destacado,
108035958,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e2/53/2b/1331882556.webp,RP1362025136742,23,bj,220000.0,flat,sale,52.0,True,1,1,calle de Alvarado,Madrid,Madrid,Tetuán,es,Bellas Vistas,40.4493837,-3.7046394,False,https://www.idealista.com/inmueble/108035958/,"Vivienda situada en planta baja, con acceso directamente desde la calle. Rehabilitado en 2011, totalmente exterior, se distribuye en un dormitorio, salón, baño y cocina con salida a un patio privado, lo que le aporta un espacio extra muy versátil. El inmueble necesita actualización, lo que ofrece múltiples posibilidades de reforma para adaptarlo a tus necesidades. Ideal tanto como primera vivienda, como inversión para alquiler turístico o temporal. Incluimos en las fotos posibles reformas mediante render para que puedan ver opciones. Ubicación inmejorable, rodeada de todo tipo de servicios (comercios, supermercados, colegios, centros de salud…) y perfectamente comunicada: a escasos minutos de las estaciones de metro de Alvarado y Cuatro Caminos, así como del intercambiador de autobuses de Glorieta de Cuatro Caminos. ¡No dejes pasar esta oportunidad! Algunas imágenes han sido generadas por IA para que ustedes tengan posibles ideas decorativas.",False,good,False,False,4231.0,True,False,False,False,[],False,False,220000.0,€,,,,,,flat,"Bellas Vistas, Madrid",Piso en calle de Alvarado,Destacado,
107865117,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9d/4b/5a/1341074855.webp,861813,50,3,989000.0,flat,sale,219.0,True,3,2,avenida de Juan Antonio Samaranch,Madrid,Madrid,Hortaleza,es,Valdebebas - Valdefuentes,40.495483,-3.6230108,False,https://www.idealista.com/inmueble/107865117/,"Housfy vende amplio Piso en Valdebebas con Terraza Espectacular y Vistas al Parque – ¡Exclusividad, Luz y Confort! Construido en 2021 en Madrid. El fabuloso piso está formado por 219 m2. Descubre este magnífico piso situado en una de las zonas más modernas y demandadas de Madrid: Valdebebas, un barrio en plena expansión que combina naturaleza, diseño urbano y todos los servicios necesarios para disfrutar de una vida cómoda y tranquila. Rodeado por el gran Parque de Valdebebas, este enclave ofrece calidad de vida a pocos minutos del centro, del aeropuerto y con excelentes conexiones por carretera y transporte público. Características destacadas del piso: Orientación inmejorable en Madrid, con la terraza hacia el Norte, pudiéndola disfrutar en verano, y el resto de la vivienda Este con una luminosidad impresionante por la mañana hasta medio dia. Tercera planta con acceso exclusivo: Entrada directa desde el ascensor o escalera a un recibidor privado sin vecinos, que garantiza privacidad y tranquilidad. Cocina independiente de gran tamaño con salida directa a la terraza. Espectacular terraza: Uno de los grandes atractivos de la vivienda. Muy amplia, ideal para crear un espacio chill-out, comedor exterior o zona de plantas. Con acceso directo tanto desde la cocina como desde el salón, y con vistas completamente despejadas al Parque de Valdebebas, ofrece luz natural durante todo el día y un entorno verde sin ruidos. Salón-comedor amplio, con zonas claramente diferenciadas para el comedor y el área de estar con sofá y televisión. Tres dormitorios: Dormitorio principal tipo suite, con baño privado y vestidor. Dos habitaciones secundarias, luminosas y espaciosas, con baño compartido. Ventanas climalit en toda la vivienda para máximo aislamiento térmico y acústico. Suelo radiante, aire acondicionado centralizado y sistema de renovación de aire, para un confort total en cualquier época del año. Materiales de alta gama y acabados cuidados hasta el último detalle. Incluye 2 plazas de garaje privadas y un trastero grande Posibilidad de subrogación a unas condiciones hipotecarias excepcionales Exclusivas zonas comunes: Piscina privada para residentes. Gimnasio totalmente equipado con maquinaria moderna. Pista de pádel. Zona infantil. Sala comunitaria para reuniones o eventos. Portero físico 24h y recepción de paquetería. Una vivienda ideal para quienes buscan espacio, luz, privacidad y calidad de vida, con el valor añadido de una terraza única con vistas verdes. ¡No dejes pasar esta oportunidad! Vive en una de las zonas con más futuro de Madrid. Sobre nosotros Housfy es la plataforma integral de servicios inmobiliarios. Nuestra combinación de expertos y tecnología pone al alcance de todo el mundo servicios cómodos, claros y seguros. AICAT número: 7922 Nos encargamos de la gestión y asesoramiento de la compra. ¡Olvídate de todo! Hacemos los trámites por ti. Y, si además necesitas financiación, ponemos a tu disposición un bróker hipotecario para ayudarte a conseguir las mejores condiciones para tu perfil económico. ¿Tienes alguna duda? Pregúntanos sin compromiso o visítanos en housfy.com.",False,good,False,True,4516.0,False,True,False,False,[],False,False,989000.0,€,1045000.0,56000.0,5.0,True,True,flat,"Valdebebas - Valdefuentes, Madrid",Piso en avenida de Juan Antonio Samaranch,Destacado,
108314763,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9d/26/5d/1340444442.webp,,33,3,2000000.0,flat,sale,237.0,True,9,1,calle de Fernán González,Madrid,Madrid,Retiro,es,Ibiza,40.4220199,-3.6743713,False,https://www.idealista.com/inmueble/108314763/,"Incoinsa inmuebles le ofrece vivienda en exclusiva de 237 metros cuadrados catastrales y 201 útiles actualmente usada como oficina. Posibilidad de convertir en 4 apartamentos.  Tiene la posibilidad de ser segregada en 4 apartamentos y se encuentra situada en la tercera planta de una bonita y representativa finca construida en 1943, situada a escasos metros del parque del Retiro. Esta vivienda tiene una fantástica ubicación en una de las zonas más exclusivas y demandadas de Madrid junto al parque del Retiro. La zona se encuentra perfectamente comunicada por transporte público con toda la ciudad. Todo ello hace de este inmueble una excelente oportunidad vivir o invertir en este exclusivo enclave. El edificio, ofrece servicio de portería para mayor seguridad y ascensor para un acceso cómodo y fluido a cada nivel. Adjuntamos el plano para que se puede valorar el máximo de posibilidades. Es una magnífica oportunidad de inversión o adquisición para quienes buscan en una de las zonas más exclusivas de Madrid. NO COBRAMOS HONORARIOS AL COMPRADOR Y FACILITAMOS MAXIMA TRANSPARENCIA CON LA PROPIEDAD.",True,good,False,True,8439.0,True,False,False,False,[],False,False,2000000.0,€,,,,,,flat,"Ibiza, Madrid",Piso en calle de Fernán González,Destacado,
