propertyCode,thumbnail,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,floor,exterior,district,neighborhood,hasLift,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108381893,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7a/06/3f/1342435284.webp,26,1650000.0,chalet,sale,343.0,5,5,Fuente del Fresno,Madrid,Fuente del Fresno,es,40.5964945,-3.6023091,False,https://www.idealista.com/inmueble/108381893/,"Magnífica oportunidad de vivienda unifamiliar independiente con 2500m2 de parcela con su piscina y un amplio jardín, todo muy cuidado.  La vivienda tiene un total de 343,98 metros construidos y se distribuyen en tres plantas.  1. En la principal se encuentra tanto el salón, cocina como la zona de descanso.  3. En el sótano, un baño, bodega, trastero y cuarto lavadero.  4. En el altillo, un despacho con su terraza.  El total son cuatro dormitorios dobles con tres baños, más la habitación de servicio con su baño y además, un quinto baño en el sótano. Equipamiento completo con armarios vestidos, la cocina equipada con sus electrodomésticos de alta calidad.  La calefacción por caldera y suelo radiante en dos de los baños. Aire acondicionado por splits.  La iluminación va por domótica; las luces, persianas, etc. Todo se puede programar a distancia.  Las persianas están motorizadas en todas las habitaciones, salón, comedor y estudio-/despacho. Tiene detalles como; en el estudio/despacho el mueble es a medida e incluye dos armarios, mesa de despacho de grandes dimensiones y estantería a medida suelo-techo. La Chimenea del salón está recubierta de cobre. El jardín tiene instalado el riego que se puede programar desde la aplicación móvil, la depuradora de la piscina es de sal (o cloro) y el filtro es de vidrio. Bomba de calor en piscina para climatización y la cubierta automatica de lama.",False,good,False,4810.0,False,False,False,False,[],False,False,1650000.0,€,True,True,chalet,independantHouse,Fuente del Fresno,Casa independiente,,,,,,,,,
107735016,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/87/f0/94/1345190325.webp,17,445000.0,flat,sale,70.0,2,1,Barrio Marazuela- El Torreón,Madrid,Las Rozas de Madrid,es,40.5042463,-3.8714258,False,https://www.idealista.com/inmueble/107735016/,"Descubre tu nuevo hogar en La Marazuela, un piso encantador que combina comodidad y estilo en un entorno idílico. Este bajo exterior te ofrece un salón luminoso con acceso a jardin privado, perfecto para disfrutar de momentos inolvidables. Dormitorio principal amplio con armario empotrado y un segundo dormitorio, ambos con vistas al jardín. Cuenta con armario empotrado en el pasillo, proporcionando un espacio de almacenamiento óptimo. Un cuarto de baño completo con bañera que recibe luz natural, creando un ambiente acogedor. Una cocina equipada con tendedero. El piso incluye aire acondicionado por conductos con bomba de calor y calefacción a gas natural, garantizando confort durante todo el año. Además, dispones de dos plazas de garaje y un trastero, todo incluido en el precio. La urbanización ofrece zonas ajardinadas, parque infantil y una piscina comunitaria para relajarte. La ubicación es ideal para los amantes de la naturaleza, con áreas verdes para realizar deporte y paseos. Las conexiones de transporte son excelentes, con paradas de autobús en la puerta que enlazan directamente con el Intercambiador de Moncloa y la estación de Cercanías Las Rozas a solo 15 minutos a pie. En la zona encontrarás grandes superficies de alimentación, moda, ocio y bricolaje. Este piso, construido en 2012 y en buen estado, es una oportunidad única para vivir en una zona tranquila sin renunciar a las comodidades urbanas ¡No lo dejes escapar!",False,good,False,6357.0,False,False,False,False,[],False,False,445000.0,€,True,True,flat,,"Marazuela- El Torreón, Las Rozas de Madrid",Piso,MAR25_26JAVIER,bj,True,Marazuela- El Torreón,Marazuela- El Torreón,True,,,
108181170,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/83/b4/3b/1336651874.webp,31,383000.0,chalet,sale,296.0,5,3,Villarejo de Salvanés,Madrid,Villarejo de Salvanés,es,40.1685867,-3.2816965,False,https://www.idealista.com/inmueble/108181170/,"Su inmobiliaria de confianza TERRA AC MARE, S. L. , tiene el placer de presentarles en exclusiva, este magnifico chalet, para entrar a vivir, en Villarejo de Salvanés (Madrid). Si le gustaría vivir en un entorno tranquilo, con todas las comodidades y servicios que pueda necesitar, éste es su nuevo hogar. El chalet está construido sobre una parcela de 310 metros cuadrados, la superficie construida es de 296 metros.  A la vivienda le preside un maravilloso jardín, con zona de césped, ideal para disfrutar de momentos de paz y tranquilidad, en el exterior también existe una zona habilitada para aparcamiento, cubierta por una pérgola.  Una vez dentro, en la planta baja, nos encontramos con un maravilloso hall que da acceso a un amplio y luminoso salón con vistas al jardín, y gran cocina totalmente amueblada con sala independiente con uso de comedor. En esta planta, también existe un dormitorio, además de un baño completo. Subiendo por una bonita y cómoda escalera, llegamos a la primera planta, allí se ubican cuatro dormitorios, uno de ellos destinado actualmente a sala de gimnasio y despacho. También existe un gran y coqueto cuarto de baño completo.  El chalet se complementa con una planta semisótano, totalmente habitable. En esta planta, además de una zona amplia con doble uso, tanto de salón como de garaje de gran capacidad, existe también una bodega decorada en estilo castellano, una cocina y un baño con ducha.  Sí está interesado en conocer mas detalles de esta vivienda o concertar una visita, no dude en contactar. Estaremos encantados de ayudarles para hacer de sus sueños una realidad. El equipo profesional de TERRA AC MARE, S. L. , con una dilatada experiencia de más de 30 años en el sector, le acompañará en todo el proceso de la Compra-Venta, de forma totalmente personalizada y sin ningún tipo de gastos añadidos ni comisiones. Gracias por su confianza!",False,good,False,1294.0,False,False,False,False,[],False,False,383000.0,€,True,True,chalet,semidetachedHouse,Villarejo de Salvanés,Chalet pareado,,,,,,,,,
106655644,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fd/2c/22/1290132967.webp,48,390000.0,flat,sale,141.0,4,2,Barrio Pacífico,Madrid,Madrid,es,40.404581,-3.677328,False,https://www.idealista.com/inmueble/106655644/,"EXCLUSIVAS HOMES & PROPERTIES REAL ESTATE, SL. Ponemos a su disposición en venta (nuda Propiedad. Edad de los propietarios 85 años y 75 años).   ******Precioso piso de 141 metros más un trastero de 8 metros.  4 Dormitorios, 2 Terrazas, 2 Baños, salón muy amplio. Cocina y baños Reformados. ******* ****En este momento los pisos exteriores de 141 metros, cuatro dormitorios, dos baños, dos terrazas, Planta alta, en esta zona están de precio por encima de 785.000 euros. ****  Situado en el corazón de Pacifico/ Retiro. Metro Pacifico y Menéndez Pelayo. Planta alta ( No última). Exterior con Terraza y Orientación Este y medio dia. Portal señorial con Conserje.  Dispone de cuatro amplios dormitorios y un Gran Salón comedor, Cocina recien reformada y dos cuartos de baño también recien reformados. Oportunidad.",False,good,False,2766.0,False,False,False,False,[],False,False,390000.0,€,,,flat,,"Pacífico, Madrid",Piso,Pacifico/Retiro. Venta en Nuda Propiedad,4,True,Retiro,Pacífico,True,,,
108236358,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7e/73/02/1338013707.webp,97,1395000.0,chalet,sale,550.0,5,10,Valdelagua,Madrid,Valdelagua,es,40.6475782,-3.6003303,False,https://www.idealista.com/inmueble/108236358/,"Excelente ubicación, cerca de la entrada y salida de la urbanización. Zona muy tranquila con parcela totalmente plana y mucha privacidad.  Construcción de gran calidad destacando aislamiento y cerramientos exteriores (cristales blindados y persianas de seguridad automáticas).  Distribución con espacios y estancias muy amplias y mucha luz. La vivienda se distribuye de la siguiente manera: PLANTA PRINCIPAL: Amplio hall de entrada con doble altura. Salón de gran tamaño con diferentes ambientes, chimenea y salida directa al bonito porche y zona de piscina, comunicado con el comedor independiente y cocina con amplia zona de office. Desde la zona de cocina accedemos a dos amplias estancias: -Dormitorio con baño completo en suite. -Amplia zona de lavandería y despensa (desde la que accedemos directamente al garaje con capacidad para 4 coches. Completamos esta planta con un despacho y/o zona de estar y el aseo de invitados. PLANTA PRIMERA: Dormitorio principal con sala de estar, salón privado, dos vestidores y baño en suite con ducha y bañera hidromasaje. Dos dormitorios más de unos 20 m2 cada uno. Ambos comparten un segundo baño con bañera y ducha. PLANTA BAJA: Espectacular bodega, sala de cine y dos trasteros. En exterior encontramos una segunda vivienda que cuenta con salón, cocina y dos dormitorios y baño completo.  Estupenda piscina con pérgola de madera con cascada a la piscina y precioso jardín totalmente consolidado. La urbanización Valdelagua esta ubicada en el km 30 de la carretera de Burgos. Es totalmente privada, estando restringido el acceso únicamente a los propietarios. [IW].",False,good,False,2536.0,False,False,False,False,[],False,False,1395000.0,€,,,chalet,independantHouse,Valdelagua,Casa independiente,CHA0011,,,,,,,,
108652101,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2d/75/b9/1351122280.webp,20,218000.0,flat,sale,77.0,3,1,San Isidro,Madrid,Getafe,es,40.3030476,-3.7303316,False,https://www.idealista.com/inmueble/108652101/,"Ruiz y Valdés Inmobiliaria VENDE PISO DE TRES HABITACIONES CON ASCENSOR en San Isidro, junto a la catedral de la Magdalena. Cuenta con 77 metros construidos, tres dormitorios grandes, salón-comedor exterior, cocina y baño con plato de ducha. Es un piso amplio y luminoso. Tiene calefacción eléctrica, termo eléctrico, instalación eléctrica renovada, ventanas correderas de tipo climalit y suelos de gres. La puerta de entrada es blindada. Este piso es ideal para una familia que ande buscando su primera vivienda con ascensor en un barrio con todos los servicios y comunicaciones cerca. Es próximo a marquesina de autobús. Se pagan 41 euros de cuota mensual de comunidad y 246 euros de IBI anual. En Ruiz y Valdés Inmobiliaria NO COBRAMOS COMISIONES AL COMPRADOR. El precio de venta es el precio final que pagará el comprador a no ser que se negocie una rebaja con la parte vendedora. No cobramos por hacer ofertas sobre el precio de venta. Lo que nos interesa es que ambas partes queden satisfechas con la operación.",True,good,False,2831.0,False,False,False,False,[],False,False,218000.0,€,,,flat,,"San Isidro, Getafe",Piso,,1,True,San Isidro,,True,,,
108701846,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ac/a5/d4/1358233980.webp,30,239900.0,flat,sale,61.0,3,2,Barrio Zarzaquemada,Madrid,Leganés,es,40.333544,-3.7585007,False,https://www.idealista.com/inmueble/108701846/,"Te presentamos esta fantástica oportunidad de vivir en una de las mejores zonas de Leganés, a un paso de Madrid, en un entorno tranquilo, seguro y rodeado de todos los servicios. Este luminoso piso de 3 dormitorios está diseñado para ofrecer comodidad, funcionalidad y calidad de vida, listo para entrar a vivir. Cuenta con un baño completo con plato de ducha, una cocina independiente con terraza ideal para zona de lavado y relax, y un salón acogedor perfecto para disfrutar en familia. � Puerta blindada para mayor seguridad � Jardín en las zonas comunes: ideal para relajarte al aire libre o que los peques jueguen � Ascensor en el edificio � Buena distribución, luminoso y muy bien ventilado � Suelos de gres: resistentes, duraderos y fáciles de mantener Puertas de madera correderas.  Edificio con parking comunitario, pero la vivienda NO tiene plaza de garaje vinculada. Todo esto en una ubicación inmejorable, rodeada de parques, colegios, zonas deportivas, supermercados y excelente conexión con transporte público hacia Madrid. ¡No dejes pasar esta oportunidad de vivir cómodamente en una zona privilegiada y en un entorno ideal para ti y tu familia! [IW].",False,good,False,3933.0,False,False,False,False,[],False,False,239900.0,€,,,flat,,"Zarzaquemada, Leganés",Piso,A_00103,3,True,Zarzaquemada,Zarzaquemada,True,,,
105665557,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/92/c6/b1/1348154841.webp,86,565000.0,chalet,sale,331.0,3,3,Becerril de la Sierra,Madrid,Becerril de la Sierra,es,40.7091059,-3.9703607,False,https://www.idealista.com/inmueble/105665557/,"InMountain les ofrece esta exclusivo y representativo chalet situado en la prestigiosa ""Urbanización MONTELLANO"" de Becerril de la Sierra (Madrid). Esta urbanización está enclavada en plena Sierra del Guadarrama en su vertiente madrileña. El amplísimo chalet independiente acorde con las espectaculares características y calidades de construcción de la constructora Levitt, consta de dos plantas y está situado en una zona muy tranquila y en una calle de acceso exclusivo para las viviendas ubicadas en la misma. En la planta baja se ubican un porche/garaje, plaza de garaje cerrada, trastero y cuarto de instalaciones. La puerta de acceso a la zona de garaje es automática. La entrada principa, bajo porche, da acceso al amplísimo recibidor; salón de considerables dimensiones, con chimenea cerrada y salida al jardín; cocina tipo americana con comedor, cuarto de lavado y despensa; sala de juegos/recreo (con mesa de billar); un aseo y una magnífica sala de relax con un espectacular jacuzzi. En la primera planta se sitúan el dormitorio principal con baño en suitte y con la terraza cerrada y añadida al mismo; dos amplios dormitorios con armarios empotrados al que dan servicio un baño completo, recientemente reformado, con plato de ducha; finalmente contamos, además, con una estancia abuhardillada provista de dos amplias ventanas Velux con apertura y cierre eléctrico por mando a distancia. El solado de la vivienda es en madera española de 18 mm. en la planta baja y moqueta; moqueta en las escaleras y habitaciones de la planta primera. Los baños, buhardilla y cocina, en gres cerámico. Todas las ventanas, recientemente renovadas, de la vivienda son en imitación madera y PVC Kommerling, con doble puente térmico, con mosquiteras y contraventanas de aluminio, también en imitación madera. El chalet dispone de aire acondicionado y calefacción (split) por bomba de calor. A destacar el valor añadido que aporta el estar ubicado en una urbanización cerrada y con vigilancia 24horas, club social, restaurante, piscina, pistas de tenis, padel y todo ello a no más de 1,5 km. del centro del casco urbano. Interesados, concertar visita.",True,good,False,1707.0,False,False,False,False,[],False,False,565000.0,€,True,True,chalet,independantHouse,Becerril de la Sierra,Casa independiente,,,,,,,,,
108594813,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ec/d9/2e/1349451733.webp,16,279500.0,flat,sale,80.0,2,1,Barrio Pradolongo,Madrid,Madrid,es,40.3834543,-3.7106683,False,https://www.idealista.com/inmueble/108594813/,"¡Descubre este espectacular piso en venta que combina comodidad y estilo en una ubicación inmejorable! Con 80 m² construidos, este inmueble totalmente exterior cuenta con 2 amplios dormitorios, perfectos para adaptarse a tus necesidades. Originalmente eran 3, lo que brinda una sensación de amplitud y luminosidad en todo el espacio. La cocina, equipada y con acceso a una encantadora terraza, es ideal para disfrutar de momentos al aire libre. El salón-comedor es un verdadero refugio, con ventanales que ofrecen vistas y acceso a balconcitos que invitan a relajarse. Además, el baño ha sido recientemente reformado, aportando un toque moderno y funcional. La propiedad cuenta con aire acondicionado en el salón y en los dormitorios, garantizando un ambiente agradable durante todo el año.  La calefacción de gas natural asegura un confort óptimo en los meses más fríos. Ubicado en la segunda planta, este piso ofrece una excelente comunicación gracias a las líneas de autobuses y metro cercanas. No dejes pasar la oportunidad de vivir en este hogar que lo tiene todo. ¡Ven a verlo y enamórate!",False,good,False,3494.0,False,False,False,False,[],False,False,279500.0,€,,,flat,,"Pradolongo, Madrid",Piso,,2,True,Usera,Pradolongo,False,,,
108614554,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/27/71/a2/1349994141.webp,38,350000.0,flat,sale,99.0,4,2,Barrio Apóstol Santiago,Madrid,Madrid,es,40.4798466,-3.6589652,False,https://www.idealista.com/inmueble/108614554/,"PIS PAS Inmobiliaria se complace en presentar este excepcional piso situado en la codiciada área de Apóstol Santiago, Madrid. Esta propiedad cuenta con un total de cuatro amplios dormitorios con armarios empotrados que ofrecen versatilidad y comodidad para toda la familia. Además, dispone de un baño completo y un aseo adicional que facilitan el día a día. Dispone de dos terrazas y cuenta también con un amplio sótano de unos 15 metros cuadrados aproximadamente esencial para este tipo de vivienda.  El entorno es inmejorable; está a solo unos pasos del parque de Hortaleza y del encantador parque dedicado a los abuelos, lo que brinda espacios ideales para disfrutar al aire libre. La conexión al transporte público es excelente gracias a la cercanía con el metro Manoteras (línea 4) así como varias paradas de autobús accesibles desde el mismo vecindario. Para mayor conveniencia diaria, encontrará cerca centros médicos como la clínica Jazmín además de múltiples panaderías y supermercados locales tales como Día y Carrefour Market que satisfacen todas sus necesidades comerciales cotidianas. No pierda esta oportunidad única. PIS-PAS-Inmobiliaria está inscrita bajo N. º 000941/24 en Registro Agentes Inmobiliarios (RAIN), Comunidad Madrid.",False,good,False,3535.0,False,False,False,False,[],False,False,350000.0,€,,,flat,,"Apóstol Santiago, Madrid",Piso,144,3,True,Hortaleza,Apóstol Santiago,False,,,
