propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,neighborhood,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,newDevelopmentFinished
108391916,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/9b/4b/b2/1342740422.webp,2,1,320000.0,flat,sale,68.0,False,3,1,calle de Santa Juliana,Madrid,Madrid,Tetuán,es,40.4519975,-3.7036484,False,https://www.idealista.com/inmueble/108391916/,"SarAcos INMOBILIARIA, vende en Exclusiva esta maravillosa vivienda para reformar, lo que le brinda es una oportunidad de crear la vivienda de sus sueños. 3 Dormitorios amplios. 1 Salón. 1 Baño. 1 Cocina. Su ubicación es inmejorable ya que queda a pocos metros de la calle Bravo Murillo, lo que quiere decir que dispone de todos los servicios, para hacer que su día a día, sea mas placentero. No pierda la Oportunidad de mirar esta increíble vivienda.",False,renew,False,True,4706.0,False,False,False,False,[],False,False,320000.0,€,flat,"Bellas Vistas, Madrid",Piso en calle de Santa Juliana,S.A.- CC 22,Bellas Vistas,,,,,,,
105794908,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/28/ec/eb/1313542583.webp,1,,237000.0,flat,sale,79.0,,1,1,calle Santa Lucía,Madrid,Majadahonda,Casco Antiguo,es,40.472882,-3.8730041,False,https://www.idealista.com/inmueble/105794908/,"Piso de dos dormitorios, un baño, salón-comedor y cocina situado en un edificio de cuatro alturas sobre rasante y una altura bajo rasante. El edificio es del año 1992, con ascensor. Se encuentra ubicado en la localidad de Majadahonda, en la provincia de Madrid. La vivienda tiene una superficie de 79.57 metros cuadrados construidos y 62.5 metros cuadrados útiles, compuesto por dos dormitorios, un baño, salón-comedor y cocina. - El inmueble ha sido adquirido a través de un procedimiento judicial (concursal o hipotecario) por el vendedor, el cual no ha tomado todavía posesión del mismo. El Inmueble se transmite sin conocerse por parte del Vendedor el estado de conservación actual, ni su situación ocupacional, arrendaticia, de servicios y de suministros. El Inmueble se transmitirá: (i) como cuerpo cierto y a tanto alzado (ii) como un todo, inseparable (iii) en el estado registral y catastral en el que se encuentre (iv) en el estado físico, calidades, jurídico, urbanístico, administrativo, de licencias, de protección, de conservación y limpieza en el que se encuentre (v) al corriente de gastos e impuestos que por Ley corresponda al Vendedor y (vi) sin dotación de servicios y suministros.El Adquirente asumirá: (i) la situación física y estado de conservación (ii) la situación urbanística (iii) las discrepancias entre la realidad física y la realidad registral y catastral o en la cabida del Inmueble (iv) la adecuación registral y catastral del Inmueble y (v) los tramites que conlleven la obtención de la Posesión Judicial del Inmueble.La Propiedad no responderá de/l: (i) estado de conservación (ii) los vicios vistos y aparentes (iii) la regularización registral o catastral (iv) las discrepancias de cabida, que pudieran existir (v) responsabilidad alguna en la obtención de la cédula de habitabilidad del Inmueble, salvo que en la Comunidad Autónoma donde se ubique el Inmueble sea obligatoria su entrega y (vi) cualesquiera costes, gastos, honorarios, aranceles o tributos que se deriven de lo anterior.El estado de ocupación y/o los impedimentos para que el inmueble pueda ser visitado libremente por los técnicos impedirían: i) su tasación oficial conforme exige la Orden ECO/805/2003, de 27 de marzo, por lo que el inmueble, mientras perdure la situación ocupacional, no podría ser hipotecado, en consecuencia, no podría constituirse financiación hipotecaria sobre este tipo de fincas, cuya adquisición requerirá el otorgamiento de otro tipo de garantías en caso de solicitarse financiación y ii) la obtención por parte de la propiedad del certificado de eficiencia energética.El precio de venta de este Inmueble se ha determinado en base a las anteriores circunstancias, que han supuesto un menor valor del mismo, y que deberán ser expresamente aceptadas por el adquirente en la formalización de la transmisión del Inmueble. Se recomienda que el comprador obtenga asesoramiento profesional y legal antes de adoptar la decisión de compra. El inmueble ha sido adquirido a través de un procedimiento judicial (concursal o hipotecario) por el vendedor, el cual no ha tomado todavía posesión del mismo. El Inmueble se transmite sin conocerse por parte del Vendedor el estado de conservación actual, ni su situación ocupacional, arrendaticia, de servicios y de suministros. El Inmueble se transmitirá: (i) como cuerpo cierto y a tanto alzado (ii) como un todo, inseparable (iii) en el estado registral y catastral en el que se encuentre (iv) en el estado físico, calidades, jurídico, urbanístico, administrativo, de licencias, de protección, de conservación y limpieza en el que se encuentre (v) al corriente de gastos e impuestos que por Ley corresponda al Vendedor y (vi) sin dotación de servicios y suministros.El Adquirente asumirá: (i) la situación física y estado de conservación (ii) la situación urbanística (iii) las discrepancias entre la realidad física y la realidad registral.",False,good,False,True,3000.0,False,False,False,False,[],False,False,237000.0,€,flat,"Casco Antiguo, Majadahonda",Piso en calle Santa Lucía,CK-06831-0001,,,,,,,,
108882418,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/99/87/1e/1357840563.webp,1,,180000.0,flat,sale,67.0,False,2,1,calle de Ayllón,Madrid,Madrid,Latina,es,40.3964278,-3.7756156,False,https://www.idealista.com/inmueble/108882418/,id: 194358 Deberá introducir este código para poder atenderle telefónicamente. Oportunidad de adquirir Vivienda en Cesión de remate! No dudes en contactar con nosotros para que te informemos de todo! Vivienda con una superficie de 67 m2 y dos dormitorios en 4º piso. NOTA: Inmueble sin posesión. La adquisición del inmueble publicitado en este anuncio se realizará exclusivamente a través de Cesión de remate en el marco del proceso de Subasta Judicial en el que se encuentra. Toda la información aquí publicada se encuentra disponible de manera pública en el Boletín Oficial del Estado. Las características del inmueble descrito en este anuncio no han podido ser verificadas y deben considerarse como orientativas.,False,good,False,False,2687.0,False,False,False,False,[],False,False,180000.0,€,flat,"Campamento, Madrid",Piso en calle de Ayllón,id: 194358,Campamento,,,,,,,
108602790,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/04/15/ac/1349703169.webp,12,3,86000.0,studio,sale,30.0,True,0,1,Centro,Madrid,Villaviciosa de Odón,Centro,es,40.3596396,-3.9015372,False,https://www.idealista.com/inmueble/108602790/,"REAL PREMIUM, Inmobiliaria/ Constructora presenta apartamento totalmente actualizado situado en el casco urbano.  Apartamento en una sola planta distribuido en 30 m2, pequeño ambiente con mucha luz natural, cocina integrada, wc.  Situado cerca de zonas comerciales, deportivas, de ocio y restauración. Ideal para inversores o parejas. La información facilitada no constituye una auténtica oferta vinculante ni contractual. Este anuncio publicitario, los datos, las fotografías y las infografías al igual que los datos en él incluidos, están sujetos a posibles modificaciones.",False,good,False,False,2867.0,False,False,False,False,[],False,False,86000.0,€,flat,"Centro, Villaviciosa de Odón",Estudio,,,,,studio,,,,
108674130,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e7/e9/2d/1351780832.webp,9,1,179999.0,flat,sale,63.0,True,3,1,Barrio Hellín,Madrid,Madrid,San Blas,es,40.4328122,-3.6210848,False,https://www.idealista.com/inmueble/108674130/,"""TECNOCASA ''Estudio Hellín-Las Musas 2020 S. L. '' Vende piso de 63 metros cuadrados construidos en la zona de Hellín. Una PRIMERA PLANTA, totalmente exterior. PARA ENTRAR A VIVIR. Compuesta de 3 dormitorios, un baño completo con plato de ducha, salón amplio y luminoso y una cocina independiente y equipada. Tiene suelo de gres, ventanas aluminio, vitrocerámica. Tiene puerta blindada, BOMBA FRIO CALOR. Dispone de Calefacción individual: eléctrica. Orientación Norte-Sur. Muy luminoso. Muy buena ubicación. El inmueble se encuentra situado muy cerca del Metro San Blas L7, y entre metro de Avenida Guadalajara L2 y metro de Simancas L7. Es una zona muy bien comunicada, con comercios, colegios, zonas verdes, polideportivo, centro comercial. ! Sitios cercanos: colegios, polideportivo, centro de salud, cerca del centro comercial las rosas a menos de 500 metros bares y restaurantes zonas verdes. ""Le buscamos la hipoteca hasta el 100%. Los profesionales Kiron, gracias a un profundo conocimiento del mercado bancario, le ayudan a encontrar la solución hipotecaria que mejor de adapte a sus preferencias"".",False,good,False,False,2857.0,False,False,False,False,[],False,False,179999.0,€,flat,"Hellín, Madrid",Piso,,Hellín,,,,,,,
107288329,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5a/14/50/1328399295.webp,1,1,176000.0,studio,sale,87.0,,0,1,Barrio Canillejas,Madrid,Madrid,San Blas,es,40.4388272,-3.6110206,False,https://www.idealista.com/inmueble/107288329/,"PISO OCUPADO POR PERSONA SIN JUSTO TÍTULO (Antiguo Deudor Hipotecario) ESTE INMUEBLE DEBIDO A SU ESTADO OCUPACIONAL NO ADMITE VISITAS IDEAL PARA INVERSORES Vivienda de 80 m², según Catastro, y 7 m² de elementos comunes, a la venta en el distrito de San Blas-Canillejas, Madrid. Es una 1ª Planta en un bloque en buen estado de conservación. Muy bien comunicado por carretera (M-40 y M-201) y transporte público. Junto a la estación de metro 'Torre Arias'. Próximo a todo tipo de servicios e infraestructuras como centros educativos (CEPA Canillejas), comercios, supermercados, farmacias, zonas verdes.. . SIN COMISIÓN La localización del activo es aproximada.",False,good,False,False,2023.0,False,False,False,False,[],False,False,176000.0,€,flat,"Canillejas, Madrid",Estudio,TRCOK25079,Canillejas,,,studio,182000.0,6000.0,3.0,
102619861,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/24/c1/29/1313550292.webp,1,,133500.0,flat,sale,120.0,,3,2,calle de la Laguna,Madrid,El Álamo,,es,40.2305852,-3.9978528,False,https://www.idealista.com/inmueble/102619861/,"Piso de dormitorios, un baño, salón-comedor y cocina situado en la planta baja de un edificio de una altura sobre rasante. Se encuentra ubicado en la localidad de El Álamo, en la provincia de Madrid. Propiedad de dormitorios, un baño, salón-comedor y cocina, distribuidos en una superficie de 120.0 metros cuadrados construidos y 105.0 metros cuadrados útiles. - El inmueble ha sido adquirido a través de un procedimiento judicial (concursal o hipotecario) por el vendedor, el cual no ha tomado todavía posesión del mismo. El Inmueble se transmite sin conocerse por parte del Vendedor el estado de conservación actual, ni su situación ocupacional, arrendaticia, de servicios y de suministros. El Inmueble se transmitirá: (i) como cuerpo cierto y a tanto alzado (ii) como un todo, inseparable (iii) en el estado registral y catastral en el que se encuentre (iv) en el estado físico, calidades, jurídico, urbanístico, administrativo, de licencias, de protección, de conservación y limpieza en el que se encuentre (v) al corriente de gastos e impuestos que por Ley corresponda al Vendedor y (vi) sin dotación de servicios y suministros.El Adquirente asumirá: (i) la situación física y estado de conservación (ii) la situación urbanística (iii) las discrepancias entre la realidad física y la realidad registral y catastral o en la cabida del Inmueble (iv) la adecuación registral y catastral del Inmueble y (v) los tramites que conlleven la obtención de la Posesión Judicial del Inmueble.La Propiedad no responderá de/l: (i) estado de conservación (ii) los vicios vistos y aparentes (iii) la regularización registral o catastral (iv) las discrepancias de cabida, que pudieran existir (v) responsabilidad alguna en la obtención de la cédula de habitabilidad del Inmueble, salvo que en la Comunidad Autónoma donde se ubique el Inmueble sea obligatoria su entrega y (vi) cualesquiera costes, gastos, honorarios, aranceles o tributos que se deriven de lo anterior.El estado de ocupación y/o los impedimentos para que el inmueble pueda ser visitado libremente por los técnicos impedirían: i) su tasación oficial conforme exige la Orden ECO/805/2003, de 27 de marzo, por lo que el inmueble, mientras perdure la situación ocupacional, no podría ser hipotecado, en consecuencia, no podría constituirse financiación hipotecaria sobre este tipo de fincas, cuya adquisición requerirá el otorgamiento de otro tipo de garantías en caso de solicitarse financiación y ii) la obtención por parte de la propiedad del certificado de eficiencia energética.El precio de venta de este Inmueble se ha determinado en base a las anteriores circunstancias, que han supuesto un menor valor del mismo, y que deberán ser expresamente aceptadas por el adquirente en la formalización de la transmisión del Inmueble. Se recomienda que el comprador obtenga asesoramiento profesional y legal antes de adoptar la decisión de compra.",False,good,False,False,1113.0,False,False,False,False,[],False,False,133500.0,€,flat,El Álamo,Piso en calle de la Laguna,CK-03150-0001,,,,,,,,
108256241,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3a/0a/a7/1338649048.webp,1,,182800.0,flat,sale,92.0,,1,1,calle Tomelloso,Madrid,Madrid,Usera,es,40.3799701,-3.6967134,False,https://www.idealista.com/inmueble/108256241/,"Oportunidad sólo para inversores. Debido al estado ocupacional del activo, no se pueden realizar visitas al mismo. Piso de 92,81 m² ubicado en Madrid.Se trata de un piso de 92,81 m² distribuidos en varias estancias. Este piso se sitúa en el núcleo urbano del barrio de Carabanchel, disfrutando de excelentes accesos por la M-40 y la A-42. Las comunicaciones públicas son variadas, incluyendo líneas de autobuses urbanos e interurbanos y estaciones de metro cercanas como la línea 5.En Carabanchel podemos encontrar servicios como supermercados, restaurantes, instalaciones deportivas y centros educativos. Además, en las cercanías destacan puntos de interés como el Hospital Universitario 12 de Octubre, el Parque Madrid Río, y el centro comercial Islazul, añadiendo comodidad y entretenimiento a la vida diaria de sus habitantes.Con nuestros servicios podrá encontrar el piso que necesita y asegurar su inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente. - El inmueble se transmite arrendado a tercero y con un posible derecho de éste a la adquisición preferente del mismo. El Inmueble se transmitirá: (i) como cuerpo cierto y a tanto alzado (ii) como un todo, inseparable (iii) en el estado registral y catastral en el que se encuentre (iv) en el estado físico, calidades, jurídico, urbanístico, administrativo, de licencias, de protección, de conservación y limpieza en el que se encuentre (v) al corriente de gastos e impuestos que por Ley corresponda al Vendedor. El Adquirente asumirá (i) la situación física y estado de conservación (ii) la situación urbanística (iii) las discrepancias entre la realidad física y la realidad registral y catastral o en la cabida del Inmueble (iv) la adecuación registral y catastral del Inmueble. La Propiedad no responderá de/l (i) la solvencia del arrendatario ni de las condiciones del contrato de arrendamiento, (ii) estado de conservación (iii) los vicios vistos y aparentes (iv) la regularización registral o catastral (v) las discrepancias de cabida, que pudieran existir (vi) la responsabilidad en la obtención de la cedula de habitabilidad del Inmueble, salvo que en la Comunidad Autónoma donde se ubique el Inmueble sea obligatoria su entrega y (vii) cualesquiera costes, gastos, honorarios, aranceles o tributos que se deriven de lo anterior. Si a fecha de venta, la Propiedad hubiese demandado judicialmente al arrendatario, podría el adquirente subrogarse en dicha demanda, no pudiendo reclamar importe alguno a la Propiedad como consecuencia de ello, salvo por los honorarios de abogados y procuradores que hasta la fecha de la transmisión se hubiesen devengado que, en cualquier caso, serán por cuenta de éste. El estado de ocupación y/o los impedimentos para que el inmueble pueda ser visitado libremente por los técnicos impedirían: i) su tasación oficial conforme exige la Orden ECO/805/2003, de 27 de marzo, por lo que el inmueble, mientras perdure la situación ocupacional, no podría ser hipotecado. En consecuencia, no podría constituirse financiación hipotecaria sobre este tipo de fincas, cuya adquisición requerirá el otorgamiento de otro tipo de garantías en caso de solicitarse financiación y ii) la obtención por parte de la propiedad del certificado de eficiencia energética. En el caso de que a la Propiedad no le consten depositadas las fianzas o garantías que se constituyeron en el contrato de arrendamiento por no haber sido el arrendador inicial del contrato, el adquirente exonerara a la Propiedad de la entrega de dichas fianzas y/o garantías. El precio de venta de este Inmueble se ha determinado en base a las anteriores circunstancias, que han supuesto un menor valor del mismo, y que deberán ser expresamente aceptadas por el adquirente en la formalización de la transmisión del Inmueble. Se recomienda que el comprador obtenga asesoramiento p.",False,good,False,False,1987.0,False,False,False,False,[],False,False,182800.0,€,flat,"Almendrales, Madrid",Piso en calle Tomelloso,A0-94395-0001,Almendrales,,,,,,,
106713526,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d0/4c/38/1291776611.webp,12,4,200000.0,flat,sale,60.0,True,2,1,Barrio San Diego,Madrid,Madrid,Puente de Vallecas,es,40.3894088,-3.6674488,False,https://www.idealista.com/inmueble/106713526/,"RG MADRID bienes raíces PRESENTA Y VENDE EN EXCLUSIVA PISO EN SAN DIEGO! 4º Planta sin ascensor. A 10 min de la Renfe Asamblea y a 15 min del metro Portazgo ( linea 1 ) a menos de 5 min se encuentra Mercadona, Restaurantes, colegios, supermercados y zonas verdes Piso luminoso que dispone de: 2 habitaciones, 1 baño, salón, cocina, puertas de madera, los suelos de tarima NO TE QUEDES SIN VISITARLO! RG MADRID bienes raíces ofrece un asesoramiento financiero y le damos la mejor opción para su hipoteca. FINANCIACION 100% + GASTOS! Compre con nosotros, valoraciones gratuitas, financiación 100% + gastos, compra, venta, alquiler y tasaciones de viviendas.",False,good,False,False,3333.0,False,False,False,False,[],False,False,200000.0,€,flat,"San Diego, Madrid",Piso,,San Diego,,,,,,,
107288291,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fc/89/9e/1328399283.webp,1,5,183000.0,studio,sale,83.0,,0,1,Barrio Pinar del Rey,Madrid,Madrid,Hortaleza,es,40.474742,-3.6370705,False,https://www.idealista.com/inmueble/107288291/,"PISO OCUPADO POR PERSONA SIN JUSTO TÍTULO (Antiguo Deudor Hipotecario) ESTE INMUEBLE DEBIDO A SU ESTADO OCUPACIONAL NO ADMITE VISITAS IDEAL PARA INVERSORES Vivienda de 78 m², según Catastro, y 5 m² de elementos comunes, a la venta en el distrito de Hortaleza, Madrid. Es una 5ª Planta en un bloque en buen estado de conservación. Muy bien comunicado por carretera (E-5 y M-11) y transporte público. Junto a la estación de metro 'San Lorenzo'. Próximo a todo tipo de servicios e infraestructuras como centros educativos (CEIP Dionisio Ridruejo), comercios, supermercados, farmacias, zonas verdes.. . SIN COMISIÓN La localización del activo es aproximada.",False,good,False,False,2205.0,False,False,False,False,[],False,False,183000.0,€,flat,"Pinar del Rey, Madrid",Estudio,TRCOK25078,Pinar del Rey,,,studio,190000.0,7000.0,4.0,
105778288,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/12/5c/7b/1313485170.webp,1,,255000.0,flat,sale,116.0,,1,1,calle Empedrada,Madrid,Getafe,Getafe Centro,es,40.3048086,-3.7294293,False,https://www.idealista.com/inmueble/105778288/,"Oportunidad sólo para inversores. El activo se encuentra ocupado por persona sin justo título. Debido al estado ocupacional del activo, no se pueden realizar visitas al mismo. Piso de segunda mano en venta situado en Getafe, municipio ubicado en la Comunidad de Madrid. Cuenta con una superficie de 116 m² distribuidos en varias dependencias. Se localiza en calle empedrada y en sus inmediaciones dispone de centros de enseñanza, centros hospitalarios, pequeño comercio, instalaciones deportivas y transporte público. La vivienda se encuentra a tan solo 10 minutos de la estación de metro y tren de Getafe Central. Tiene buena comunicación con la A-42 y la M-406. Con los servicios de Solvia podrá encontrar la vivienda que necesita y asegurar su inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente. - El inmueble ha sido adquirido a través de un procedimiento judicial (concursal o hipotecario) por el vendedor, el cual no ha tomado todavía posesión del mismo. El Inmueble se transmite sin conocerse por parte del Vendedor el estado de conservación actual, ni su situación ocupacional, arrendaticia, de servicios y de suministros. El Inmueble se transmitirá: (i) como cuerpo cierto y a tanto alzado (ii) como un todo, inseparable (iii) en el estado registral y catastral en el que se encuentre (iv) en el estado físico, calidades, jurídico, urbanístico, administrativo, de licencias, de protección, de conservación y limpieza en el que se encuentre (v) al corriente de gastos e impuestos que por Ley corresponda al Vendedor y (vi) sin dotación de servicios y suministros.El Adquirente asumirá: (i) la situación física y estado de conservación (ii) la situación urbanística (iii) las discrepancias entre la realidad física y la realidad registral y catastral o en la cabida del Inmueble (iv) la adecuación registral y catastral del Inmueble y (v) los tramites que conlleven la obtención de la Posesión Judicial del Inmueble.La Propiedad no responderá de/l: (i) estado de conservación (ii) los vicios vistos y aparentes (iii) la regularización registral o catastral (iv) las discrepancias de cabida, que pudieran existir (v) responsabilidad alguna en la obtención de la cédula de habitabilidad del Inmueble, salvo que en la Comunidad Autónoma donde se ubique el Inmueble sea obligatoria su entrega y (vi) cualesquiera costes, gastos, honorarios, aranceles o tributos que se deriven de lo anterior.El estado de ocupación y/o los impedimentos para que el inmueble pueda ser visitado libremente por los técnicos impedirían: i) su tasación oficial conforme exige la Orden ECO/805/2003, de 27 de marzo, por lo que el inmueble, mientras perdure la situación ocupacional, no podría ser hipotecado, en consecuencia, no podría constituirse financiación hipotecaria sobre este tipo de fincas, cuya adquisición requerirá el otorgamiento de otro tipo de garantías en caso de solicitarse financiación y ii) la obtención por parte de la propiedad del certificado de eficiencia energética.El precio de venta de este Inmueble se ha determinado en base a las anteriores circunstancias, que han supuesto un menor valor del mismo, y que deberán ser expresamente aceptadas por el adquirente en la formalización de la transmisión del Inmueble. Se recomienda que el comprador obtenga asesoramiento profesional y legal antes de adoptar la decisión de compra.",False,good,False,True,2198.0,False,False,False,False,[],False,False,255000.0,€,flat,"Getafe Centro, Getafe",Piso en calle Empedrada,CH-83146-0001,,,,,,,,
108856800,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3e/f1/d5/1357147597.webp,16,12,720000.0,flat,sale,150.0,True,4,2,Barrio Cuzco-Castillejos,Madrid,Madrid,Tetuán,es,40.4576289,-3.6918538,False,https://www.idealista.com/inmueble/108856800/,"*Exclusivo piso en Castellana Madrid** Descubre este fantástico piso en el paseo de la Castellana de 130 m2 en uno de los enclaves más históricos y codiciados de Madrid. Este estupendo inmueble cuenta con 4 dormitorios, 2 baños, una cocina independiente, con un precioso salón, Su diseño exterior y su impecable estado de conservación lo convierten en el hogar que estas buscando, listo para entrar a vivir. La finca, construida en el año 1970 ha sido cuidadosamente mantenida para preservar su encanto original. Dispone de ascensor, portero físico, acceso a minusválidos calefacción frio / calor, proporcionando el máximo confort durante todo el año. El suelo de gres y los acabados de alta calidad refuerzan la sensación de lujo y calidez. Ubicado en pleno distrito Centro, a pocos pasos de los mejores lugares de Madrid. El barrio también cuenta con una excelente conectividad. A menos de 500 metros se encuentran la estación de metro, líneas de autobús que te llevan a cualquier zona de Madrid. Con los mejores colegios y guarderías de Madrid Para más información sobre este magnífico y exclusivo piso no dudes en contactar con nuestro, Esperamos tu llamada. ¡Tememos la casa de tus sueños!",False,good,False,True,4800.0,False,False,False,False,[],False,False,720000.0,€,flat,"Cuzco-Castillejos, Madrid",Piso,,Cuzco-Castillejos,,,,,,,
103454775,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e2/29/ab/1190023719.webp,1,2,83900.0,flat,sale,109.0,True,3,1,calle Bartolome de Castro,Madrid,Alcalá de Henares,Reyes Católicos,es,40.4789225,-3.3835342,False,https://www.idealista.com/inmueble/103454775/,"Piso en reyes catolicos, con 109 m² construidos, 3 dormitorios, 1 baños, para reformar, planta 2, ascensor, portero, gastos de comunidad/mes de 45 €, acepta animales. Oportunidad sólo para inversores. El activo se encuentra ocupado. Debido al estado ocupacional del activo, no se pueden realizar visitas al mismo. Piso de segunda mano en venta situado en Alcalá de Henares, Madrid. Cuenta con una superficie de 109,22 m² distribuidos en diversas estancias. Se localiza en la segunda planta de un edificio residencial donde la planta baja se destina a uso comercial y residencial. En sus inmediaciones dispone de todo tipo de servicios alrededor. Tiene buena comunicación tanto por transporte público como por transporte privado.",False,renew,False,True,770.0,False,False,False,False,[],False,False,83900.0,€,flat,"Reyes Católicos, Alcalá de Henares",Piso en calle Bartolome de Castro,8306-CG-60185-0001,,,,,,,,
107630344,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d6/ee/4f/1318144103.webp,14,,55000.0,countryHouse,sale,30.0,,1,0,Bustarviejo,Madrid,Bustarviejo,,es,40.8589819,-3.7076635,False,https://www.idealista.com/inmueble/107630344/,"Solar con corral/pajar para derribar es urbano en el centro del pueblo ideal para edificar vivienda de 2 plantas+ jardín. Su superficie es de unos 80 m2 y una edificación antigua para derribo, tiene acometida de agua u luz, árboles y una maravillosa orientación solar.  **Aproveche esta magnífica oportunidad de compra en un pueblo con encanto a pocos kilómetros de Madrid, donde puede desconectar, disfrutar de un maravilloso entorno natural, gastronomía, fiestas, rutas de senderismo, cargadas de historia, rutas de bicicleta, alpinismo, cercanía al embalse de Pezuela, etc…. La posibilidades y potencial son diversas, llámenos y le explicaremos..",False,renew,False,,1833.0,False,False,False,False,[],False,False,55000.0,€,countryHouse,Bustarviejo,Casa rural,,,,,casale,,,,
108464195,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9e/ab/ff/1345700756.webp,2,2,1200000.0,flat,sale,122.0,True,3,2,calle de Ventura Rodríguez,Madrid,Madrid,Moncloa,es,40.4240879,-3.7137127,False,https://www.idealista.com/inmueble/108464195/,"FENIX REAL ESTATE presenta esta preciosa vivienda completamente exterior en el centro de la capital Madrileña. Actualmente, en proceso de reforma integral con calidades premium – Entrega amueblada y completamente equipada con mobiliario de diseño y acabados de lujo, lista para entrar a vivir. (Se envían fotos por privado). Ubicada en una segunda planta de una finca representativa y muy bien conservada, cuenta con tres dormitorios, dos baños completos (uno de ellos en suite en el dormitorio principal), un amplio y luminoso salón-comedor con acceso a terraza y una cocina independiente acristalada completamente equipada. El edificio dispone de dos ascensores, servicio de limpieza, y cuarto trastero de uso compartido. Precio actual: 1.200. 000 € (Sin reformar, una vez reformado, el precio se incrementará). ⸻ Distribución interior de la vivienda: 3 dormitorios | 2 baños completos (Uno de ellos en suite con el dormitorio principal) | Salón-comedor con terraza | Cocina independiente acristalada completamente equipada. ⸻ Ubicación y entorno: Este piso de alto standing combina el encanto de un edificio clásico con una reforma integral de diseño y calidades premium. A escasos minutos caminando de Gran Vía, Plaza de España, Malasaña, Conde Duque y el centro histórico, con Sol y el Palacio Real a escasa distancia, disfrutarás de un entorno vibrante, cultural y lleno de vida. La zona cuenta con todos los servicios: comercios, supermercados, colegios, centros deportivos y una amplia oferta de ocio y restauración. Excelentes comunicaciones: varias líneas de autobús y metro (San Bernardo, Noviciado y Ventura Rodríguez) a menos de 5 minutos a pie, y acceso rápido a la M-30). Una oportunidad única para vivir con estilo y comodidad en pleno corazón de Madrid. ⸻ Finca: -Buen estado, bien conservada y cuenta con ascensor. ⸻ Al corriente de pagos con la comunidad, con tributos referentes a la vivienda, completamente libre de cargas, ITE favorable. Una propiedad exclusiva para quienes buscan calidad, amplitud y entorno privilegiado. No dudes en contactar con nosotros si necesitas más información o quieres programar una visita.",False,renew,False,True,9836.0,False,False,False,False,[],False,False,1200000.0,€,flat,"Argüelles, Madrid",Piso en calle de Ventura Rodríguez,,Argüelles,,,,,,,
