propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,newDevelopmentFinished,detailedType.subTypology,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,parkingSpace.parkingSpacePrice
108048594,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/84/ec/a5/1341569119.webp,W-02ZSOZ,38,1,1250000.0,flat,sale,145.0,True,3,3,calle de Ferraz,Madrid,Madrid,Moncloa,es,Argüelles,40.4336557,-3.7240666,False,https://www.idealista.com/inmueble/108048594/,"Estupenda propiedad reformada de tres dormitorios en Argüelles Engel & Völkers presenta esta oportunidad única de adquirir una propiedad de tres dormitorios, completamente reformada con elementos de calidad y diseño, en el corazón del emblemático barrio de Argüelles.  La propiedad cuenta con un amplio salón con cocina integrada completamente equipada con electrodomésticos de alta gama junto al aseo de cortesía y una práctica zona de lavandería separada. En la zona de descanso encontramos tres dormitorios, uno de ellos doble con cuarto de baño en suite y otro cuarto de baño que da servicio al resto de las estancias. El piso fue recientemente reformado en su totalidad con cariño para dar lugar a un confortable hogar en uno de los barrios más prestigiosos del centro de Madrid y cuenta con aire acondicionado por conductos en todas sus estancias. Edificio de los años cuarenta con servicio de portería e Ite Favorable y caldera comunitaria con medidores individualizados El barrio de Argüelles, nació en el periodo del Ensanche, y es un magnífico exponente del Madrid burgués. Limitado por el Parque de Debod y la calle Princesa, avanza en una estrecha franja desde la Plaza de España y hacia el Parque del Oeste, delimitado por las calles de Pintor Rosales, Irún, Paseo Moret, Ferraz, Princesa, la Plaza de España y la Cuesta de San Vicente. En sus calles se conservan palacios como el de la Infanta Isabel de Borbón y antiguos asilos y conventos, como el del Buen Suceso. Es un lugar ideal para vivir, dada su ubicación bastante céntrica, su entorno verde frente al parque del Oeste y el parque de la Montaña (donde se ubica el templo egipcio de Debod), y la presencia de numerosas tiendas, zonas de ocio, bares y restaurantes con sus atractivas terrazas. En sus calles se concentra el mayor número de cines en versión original de la ciudad, además de haber visto pasar a unos cuantos personajes importantes del celuloide español por su particular Paseo de la Fama. Una de las zonas más singulares de la capital por su variedad y estupenda infraestructura con seis colegios, varias escuelas de educación infantil, un ambulatorio clínico, un centro de especialidades y su gran variedad de supermercados y restaurantes. Al mismo tiempo, los vecinos de este entrañable barrio disfrutan del maravilloso Parque del Oeste considerado uno de los pulmones de Madrid. Además, el distrito cuenta con excelentes comunicaciones gracias a su proximidad por un lado a la M-30, a la A-6, la Carretera de Castilla y al Intercambiador de Moncloa: con salida directa a la sierra de Madrid, y por otro lado acceso a la zona Centro de la capital. Una auténtica maravilla.",False,good,False,True,8621.0,True,False,False,False,[],False,False,1250000.0,€,flat,"Argüelles, Madrid",Piso en calle de Ferraz,,,,,
105291752,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/36/87/ac/1247672140.webp,Vivienda 1A,18,1,448000.0,flat,sale,91.0,True,1,1,"calle Müller, 21",Madrid,Madrid,Tetuán,es,Valdeacederas,40.4638926,-3.6993128,True,https://www.idealista.com/obra-nueva/105291752/,"Müller 21 es una promoción de viviendas con una arquitectura excepcional y la máxima calificación energética, estratégicamente ubicada en el centro de Madrid, concretamente en el Distrito de Tetuán, actualmente el de mayor transformación de la ciudad. La promoción se encuentra a escasos minutos de Plaza Castilla, Plaza de Cuzco y las Cinco Torres, entre estas últimas Torre Caleido - IE University. Su ubicación junto a Madrid Nuevo Norte, “la actuación de transformación urbana más importante de Madrid y una de las principales de Europa”, hacen de Müller 21 un proyecto de enorme atractivo y de la máxima rentabilidad en el corto y medio plazo para inversores. El Proyecto Müller 21 es un proyecto de una arquitectura excepcional cuyo programa consiste en 8 viviendas con trastero, jardín con piscina, sala comunitaria multiusos y espacio para bicicletas. Las viviendas son de un dormitorio y cuentan con grandes ventanales -con rotura de puente térmico- y terrazas en los áticos, que dotan a los espacios de una gran iluminación natural. En la construcción hemos priorizado el diseño y el confort con la utilización de materiales de alta calidad, que permiten, a su vez, la obtención de la máxima calificación energética. Las viviendas cuentan con climatización de frío y calor mediante suelo radiante por aerotermia. Las cocinas se entregan amuebladas y con electrodomésticos integrados de primeras marcas. Los baños se entregan equipados y los armarios, vestidos. Arquitectura En el madrileño barrio de Tetuán se puede decir que el estilo imperante es el neomudéjar. Este improvisado estilo nacional surgió de manera lógica por la necesidad de construir vivienda barata debido al crecimiento de Madrid a principios del siglo XX. En estas sencillas construcciones el ladrillo cumple la función constructiva pero también decorativa, siendo la repetición del ladrillo el rasgo más característico de la estética de Tetuán, junto a la rejería de forja negra presente en la mayoría de los balcones y cerrajería de estas construcciones. En Müller 21 hemos tratado de recuperar la materialidad de este estilo a través del color, junto a una ordenada fachada cuyo ritmo de grandes aberturas, acerca su imagen a un estilo europeo. Así, la nueva construcción propuesta se define por una fachada de grandes piezas prefabricadas de mármol artificial color terracota, en la que destacan grandes aperturas de vidrio, protegidas con barandillas fabricadas con redondos de acero en color negro.  De esta manera, se obtiene una vinculación directa con la materialidad del barrio en el que se inserta la nueva construcción entre medianeras, a la vez que se eleva su “dignidad constructiva” mediante el nuevo ritmo de fachada impuesto. Además, los espacios interiores pasantes se favorecen de esta decisión obteniendo unas estancias de gran luminosidad. Por último, un pavimento de barro y ladrillo terracota acercan la condición de barrio al interior de las zonas exteriores, flanqueando su acceso con una celosía cerámica, también en color terracota. El Barrio Tetuán es un distrito céntrico de Madrid en pleno proceso de transformación debido a su excelente ubicación, su gran actividad comercial y vida de barrio, lo que está atrayendo a un gran número de familias, jóvenes y profesionales que quieren vivir y trabajar en una ubicación privilegiada a un precio atractivo. De hecho, Tetuán es actualmente uno de los distritos de mayor rentabilidad del centro de Madrid (El Confidencial) y el más prometedor de la capital (Expansión).",False,newdevelopment,True,True,4923.0,True,False,False,False,[],False,False,448000.0,€,flat,"Valdeacederas, Madrid","Piso en calle Müller, 21",False,,,,
108045522,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b1/92/ce/1335218548.webp,BAJA 106,17,bj,320000.0,flat,sale,54.0,True,1,1,"Toscana, 4",Madrid,Galapagar,Parquelagos - Puente Nuevo,es,,40.6004816,-3.9678272,True,https://www.idealista.com/obra-nueva/108045522/,"¡Obra nueva en marcha en Parquelagos! Últimas viviendas disponibles – Apartamentos turísticos con altas calidades y zonas comunes de ensueño Exclusiva promoción de 35 apartamentos turísticos (Categoría 1 Llave) en la Urbanización de Parquelagos, rodeados de naturaleza y a solo 30 min de Madrid.  Obra ya iniciada – ¡No pierdas la oportunidad! ✨ Bloque en venta orientado al sur, con viviendas en planta baja accesibles y dúplex con bajo cubierta. � Urbanización privada de 5.900 m² con piscina, pádel, gimnasio exterior, zonas ajardinadas, lavandería y servicios de vending. � Seguridad con videovigilancia, conserje y acceso controlado. � Calidades premium: Aerotermia + suelo radiante y refrescante Carpintería PVC con Climalit y persianas motorizadas Cocina con encimera de cuarzo y diseño moderno Domótica (clima, persianas, luces desde el móvil) Vídeoportero, cerradura inteligente y preinstalación de alarma Preinstalación para coche eléctrico � Últimas viviendas disponibles. Ideal como inversión o segunda residencia. ¡Contacta ya!",False,newdevelopment,True,True,5926.0,True,False,False,False,[],False,False,320000.0,€,flat,"Parquelagos - Puente Nuevo, Galapagar","Piso en Toscana, 4",False,,,,
108004260,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/20/15/83/1358770243.webp,,20,2,430000.0,flat,sale,55.0,True,1,1,"calle de Fernando el Católico, 77",Madrid,Madrid,Chamberí,es,Gaztambide,40.4343317,-3.7169008,True,https://www.idealista.com/inmueble/108004260/,"¡Descubre tu nuevo hogar en el corazón de Chamberí! Este encantador apartamento de 1 dormitorio, situado en la emblemática calle Fernando el Católico, destaca por su luminosidad natural y su diseño moderno. Con una distribución funcional, el amplio salón-comedor cuenta con grandes ventanales que inundan el espacio de luz durante todo el día, creando un ambiente cálido y acogedor. La cocina está completamente equipada, lista para que prepares tus mejores platos. El dormitorio doble, con armario empotrado, ofrece el refugio perfecto para descansar después de un largo día. Además, el baño completo presenta acabados actuales que aportan un toque de elegancia. Ubicado en una finca representativa con ascensor, este piso también cuenta con calefacción individual y buena eficiencia energética. La zona es consolidada y está rodeada de servicios, comercios y restaurantes, lo que la convierte en un lugar ideal para vivir. La excelente comunicación en transporte público facilita el acceso a otras áreas de la ciudad. Ya sea como vivienda habitual, inversión para alquiler o segunda residencia, este apartamento es una oportunidad única. ¡No dejes pasar la ocasión de visitarlo y enamorarte de su encanto!",False,good,False,True,7818.0,True,False,False,False,[],False,False,430000.0,€,flat,"Gaztambide, Madrid","Piso en calle de Fernando el Católico, 77",,,,,
108045656,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c9/aa/eb/1335218723.webp,1º 211,17,1,280000.0,duplex,sale,59.0,True,1,2,"Toscana, 4",Madrid,Galapagar,Parquelagos - Puente Nuevo,es,,40.6004816,-3.9678272,True,https://www.idealista.com/obra-nueva/108045656/,"¡Obra nueva en marcha en Parquelagos! Últimas viviendas disponibles – Apartamentos turísticos con altas calidades y zonas comunes de ensueño Exclusiva promoción de 35 apartamentos turísticos (Categoría 1 Llave) en la Urbanización de Parquelagos, rodeados de naturaleza y a solo 30 min de Madrid.  Obra ya iniciada – ¡No pierdas la oportunidad! ✨ Bloque en venta orientado al sur, con viviendas en planta baja accesibles y dúplex con bajo cubierta. � Urbanización privada de 5.900 m² con piscina, pádel, gimnasio exterior, zonas ajardinadas, lavandería y servicios de vending. � Seguridad con videovigilancia, conserje y acceso controlado. � Calidades premium: Aerotermia + suelo radiante y refrescante Carpintería PVC con Climalit y persianas motorizadas Cocina con encimera de cuarzo y diseño moderno Domótica (clima, persianas, luces desde el móvil) Vídeoportero, cerradura inteligente y preinstalación de alarma Preinstalación para coche eléctrico � Últimas viviendas disponibles. Ideal como inversión o segunda residencia. ¡Contacta ya!",False,newdevelopment,True,True,4746.0,True,False,False,False,[],False,False,280000.0,€,flat,"Parquelagos - Puente Nuevo, Galapagar","Dúplex en Toscana, 4",False,duplex,,,
108045629,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e5/65/00/1335224080.webp,1º 203,17,1,280000.0,duplex,sale,60.0,True,1,2,"Toscana, 4",Madrid,Galapagar,Parquelagos - Puente Nuevo,es,,40.6004816,-3.9678272,True,https://www.idealista.com/obra-nueva/108045629/,"Conjunto de 35 apartamentos en la Urbanización de Parquelagos destinados exclusivamente para alojamiento turístico (Categoría 1 Llave, conforme Art 10 Decreto 79/2014 de la Comunidad de Madrid), Viviendas accesibles proyectadas y edificios con acceso a los apartamentos en planta baja y primera, siendo los de primera planta apartamentos en dúplex con aprovechamiento del bajo cubierta. El conjunto dispondrá de aparcamientos al aire libre con zonas ajardinadas, recreativas, piscina, zonas deportivas y servicio de conserje-vigilante. 35 apartamentos, distribuidos en dos edificios, uno de 17 apartamentos en el bloque 1, y 18 apartamentos en el bloque 2.",False,newdevelopment,True,True,4667.0,True,False,False,False,[],False,False,280000.0,€,flat,"Parquelagos - Puente Nuevo, Galapagar","Dúplex en Toscana, 4",False,duplex,,,
106353812,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/39/45/43/1280284651.webp,V20,15,,490000.0,chalet,sale,247.0,,3,3,calle Benito Pérez Galdós s/n,Madrid,Móstoles,El Soto - Coveta,es,,40.3246111,-3.879796,True,https://www.idealista.com/obra-nueva/106353812/,"CASA GEOSOLAR PERSONALIZABLE EN MÓSTOLES   Grupo INDEX pone a tu alcance un nuevo tipo de viviendas de vanguardia no sólo por su diseño totalmente personalizable, sino también por sus sistemas de producción y ahorro energético. Te presentamos el Residencial ATLANTIS ubicado en Móstoles (Madrid), en las calles Benito Pérez Galdós, María Moliner y Camino de Carrasquillas.  Compuesto por 15 viviendas GEOSOLARES PERSONALIZABLES, todas ellas superan los 246 m2 construidos y están situadas en parcelas que oscilan desde los 155m2 hasta los 295m2.   TODAS LAS VIVIENDAS INCLUYEN EN EL PRECIO: •Garaje con elevador para aparcar 2 vehículos o más. •Sótano ampliable. •Cocina amueblada con electrodomésticos. •Caldera de Geotermia, placas fotovoltaicas y suelo radiante. •Amplio catálogo de cambios sin coste.   El interior de la vivienda es personalizable por completo según tus gustos y necesidades. Elige el número de habitaciones, ubicación de la cocina, si quieres garaje para tres coches o más sótano con cuarto de juegos, suelos, puertas, alicatados, pintura, sanitarios, griferías… También tu decoración, porque en el mismo precio incluye el asesoramiento de un interiorista. ¡Tu nueva Casa Geosolar será única y la más ahorradora!   ¿TE INTERESA? Solicita una cita con nosotros y podrás ver nuestras viviendas ya construidas. Llámanos y nos veremos en nuestra oficina comercial. Vas a comprar la vivienda del mañana hoy.   ¡RESERVA YA LA TUYA!",True,newdevelopment,True,,1984.0,True,False,False,False,[],False,False,490000.0,€,chalet,"El Soto - Coveta, Móstoles",Chalet adosado en calle Benito Pérez Galdós s/n,False,terracedHouse,True,True,
108392184,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2f/d4/e9/1342750147.webp,3 2º C,18,2,539000.0,flat,sale,52.0,True,1,1,"de San Enrique, 3",Madrid,Madrid,Tetuán,es,Cuatro Caminos,40.4563269,-3.7010997,True,https://www.idealista.com/obra-nueva/108392184/,"Un lugar que te cambiará la vida.   Magnífico conjunto residencial de Darya Homes en una de las zonas con más proyección de Madrid.    Serentia Gardens es un proyecto de 1 dormitorio con impresionantes zonas comunes, firmado por los arquitectos Cano y Escario, y certificación de sostenibilidad BREEAM.   Una ubicación imbatible, entre Cuzco y Azca, a 10 minutos del Bernabéu.   Zonas comunes:   - Jardín con piscina  - Piscina en azotea con sauna  - Coworking  - Gimnasio  - Sala de cine  - Huertos urbanos  - Garaje Viviendas con amplios ventanales, completamente equipadas con materiales y electrodomésticos de primer nivel.",False,newdevelopment,True,True,10365.0,True,False,False,False,[],False,False,539000.0,€,flat,"Cuatro Caminos, Madrid","Piso en de San Enrique, 3",False,,,,
108801328,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/15/e7/3d/1356777157.webp,Navalengua 49,17,,358525.0,chalet,sale,128.0,,3,3,"avenida Navalengua, 49",Madrid,Bustarviejo,,es,,40.8558612,-3.6879564,True,https://www.idealista.com/obra-nueva/108801328/,"Tras muchos años trabajando en Bustarviejo y analizando el mercado inmobiliario de la zona, y la escasez de vivienda accesible en Madrid, Promociones MonteMilano acepta con ilusión el reto de lanzar la comercialización de viviendas unifamiliares, aisladas, en parcelas de más de 400 m2 con un diseño moderno, y unas calidades con estándares muy elevados, capaces de competir con promociones que nos duplican en precio de venta. Nuestra apuesta, se basa en un precio del suelo de bajo impacto en el precio final, una elevada experiencia en la puesta en práctica de procesos constructivos ágiles y unas calidades contrastadas por nuestra experiencia en proyectos similares como promotores y constructores. La zona donde se va a llevar a cabo el desarrollo es exclusiva, en un entorno privilegiado, no existe nada igual para los amantes de la naturaleza, y destaca por su cercanía, a tan solo 60 km de Madrid. Nuestra oferta está dirigida a cualquier tipo de familia, desde aquellos que la ven como una oportunidad para trabajar a distancia en una vivienda unifamiliar con precios a la mitad de cualquiera área de Madrid, para matrimonios jóvenes que están pensando en formar una familia o familias consolidadas que buscan una segunda residencia en un entorno idílico para disfrutar de momentos de descanso. Además, el precio tan competitivo creemos que deja la puerta abierta para explorar nuestra oferta de personalizaciones por cliente, que permite entre otros, dotar a la vivienda de un espacio abierto en salón y cocina, la instalación de Aerotermia bajo demanda, una chimenea en el salón o elementos  complementarios en las amplias parcelas como pueden ser o la Pérgola ligera de madera o una piscina.",False,newdevelopment,True,,2801.0,True,False,False,False,[],False,False,358525.0,€,chalet,Bustarviejo,"Casa independiente en avenida Navalengua, 49",False,independantHouse,,,
108519904,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8d/63/b1/1347340455.webp,,21,1,4400000.0,flat,sale,420.0,True,5,6,"de Sta. Catalina, 5",Madrid,Madrid,Centro,es,Huertas-Cortes,40.415685,-3.6975851,True,https://www.idealista.com/obra-nueva/108519904/,"Situado en un enclave estratégico a pocos pasos del triángulo del arte, Darya Homes presenta este fantástico proyecto, un verdadero homenaje a la arquitectura clásica del Barrio de las Letras. Santa Catalina 5 será uno de los edificios más sofisticados y apasionantes de la capital, ofreciendo una experiencia de vida incomparable.    Llevaremos a cabo la rehabilitación integral de un edificio original del siglo XIX que albergará 9 exclusivas viviendas de 3 y 4 dormitorios, con una superficie mínima de 200 m². Los propietarios disfrutarán de una vinoteca con salón-librería, una piscina interior, sauna, sala de yoga y gimnasio totalmente equipado. Además, el patio central de la promoción estará lleno de vegetación, proporcionando un espacio de serenidad y con confort en el centro de la ciudad.    Los compradores podrán contar con nuestro servicio de Darya Custom para personalizar su vivienda y trasformar las viviendas de 2dormitorios en 3 dormitiorios.",False,,True,True,10476.0,True,False,False,False,[],False,False,4400000.0,€,flat,"Huertas-Cortes, Madrid","Piso en de Sta. Catalina, 5",False,,,,
