propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,newDevelopmentFinished,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,floor,exterior,hasLift,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
107687817,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/66/f6/78/1319813395.webp,VT16-2,15,565000.0,flat,sale,215.0,3,2,"avenida de los Abogados de Atocha, 11",Madrid,Móstoles,Norte - Universidad,es,,40.33137,-3.87974,True,https://www.idealista.com/obra-nueva/107687817/,"Descubre Cadmia Residencial 2, el nuevo proyecto del grupo Asentis en Móstoles. Una promoción de 51 viviendas, en un área consolidada y en constante crecimiento, con buenas conexiones de transporte, cercanía a centros de servicios, hospitales, y centros de educación. Te ofrecemos una amplia variedad de tipologías de viviendas, podrás elegir entre viviendas de 2, 3 o 4 dormitorios, bajos con jardín y áticos, todas ellas con plaza de garaje y trastero. Estas viviendas cuentan con sistemas de Aerotermia, suelo radiante y refrescante. Asegurando un clima agradable todo el año y reduciendo el consumo energético. En esta promoción podrás disfrutar de zonas comunes para toda la familia: piscina para adultos, piscina infantil, zonas ajardinadas, zona de juegos infantiles y conserjería en el acceso principal. Solicita una cita para ampliar información a través de la inmobiliaria Novogar. También puedes visitar sus oficinas en Calle del Pintor el Greco, 2, 28932 Móstoles.",True,newdevelopment,True,False,2628.0,True,False,False,False,[],False,False,565000.0,€,True,True,flat,,"Norte - Universidad, Móstoles","Piso en avenida de los Abogados de Atocha, 11",6,True,True,,,
108110620,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f7/27/16/1334141984.webp,V7,9,1780000.0,chalet,sale,506.0,4,5,"calle Perseo, 27",Madrid,Majadahonda,Los Satélites - Roza Martín,es,,40.4515077,-3.9143561,True,https://www.idealista.com/obra-nueva/108110620/,"¡40% DE LA PROMOCIÓN VENDIDA! Promoción exclusiva de 9 chalets de lujo en Los Satélites (Majadahonda) Ubicación privilegiada entre las calles Perseo, Almendros y Leonides Descubre esta exclusiva promoción de 9 viviendas unifamiliares independientes en una de las zonas más cotizadas de Majadahonda: Los Satélites. Situadas entre las calles Perseo, Almendros y Leonides, estas viviendas ofrecen una combinación perfecta de diseño, amplitud y calidad de vida, en un entorno residencial tranquilo y bien comunicado. Cada chalet cuenta con una parcela privada de más de 700 m² y una superficie construida superior a los 400 m², con distribución de 3, 4 ó 5 dormitorios y estancias amplias y luminosas. Las viviendas se entregan con las mejores calidades y ofrecen múltiples opciones de personalización (consultar condiciones y precios). Características destacadas: •Piscina privada y jardín individual •Aparcamiento en superficie dentro de la parcela •Dormitorio principal tipo suite con vestidor •Salón con grandes ventanales y acceso directo al porche y al jardín •Altos estándares en aislamiento, climatización y acabados La zona de Los Satélites – Majadahonda Se trata de una de las urbanizaciones más consolidadas del noroeste de Madrid, con fácil acceso a la M-503 y M-40, transporte público cercano, centros educativos de prestigio, áreas deportivas, centros comerciales como Gran Plaza 2 y Equinoccio, y todos los servicios necesarios a pocos minutos. Una oportunidad única para vivir en una vivienda independiente de alto nivel, con espacio, privacidad y diseño en una ubicación privilegiada. Contáctanos para conocer más información.",False,newdevelopment,True,False,3518.0,True,False,False,False,[],False,False,1780000.0,€,True,True,chalet,independantHouse,"Los Satélites - Roza Martín, Majadahonda","Casa independiente en calle Perseo, 27",,,,,,
108819576,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5c/7b/e3/1356066588.webp,2110/21100022/148,27,225500.0,flat,sale,81.0,3,1,Barrio Abrantes,Madrid,Madrid,Carabanchel,es,Abrantes,40.3841502,-3.7220899,False,https://www.idealista.com/inmueble/108819576/,"""VIVIENDA ALQUILADA, IDEAL PARA INVERSORES  Excelente piso de 3 dormitorios y 1 baño. Se encuentra en la planta baja de un edificio residencial.  La vivienda se distribuye en 3 dormitorios, salón-comedor, cocina independiente, equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de tarima en cocina, baño y en el resto de estancias.  Se encuentra ubicado en Abrantes, Carabanchel (Suroeste de Madrid). Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es Plaza Eliptica y se encuentra a menos de 5 minutos andando. La parada de autobús más cercana es Intercambiador de Plaza Eliptica Darsena 17 y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 5 minutos andando.   En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, existen 3 farmacias a menos de 300 metros, existen 3 colegios a menos de 300 metros. Además, a menos de 500 metros también puedes encontrar un supermercado, una lavandería, una oficina de correos.  La zona cuenta con una amplia oferta de entretenimiento con un gimnasio, 14 parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados, 2 parkings públicos y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la M-40, Via Lusitana y la Avenida de Oporto. La vivienda se encuentra actualmente alquilada a precio de mercado, con inquilinos solventes que cuentan con empleo fijo y nómina, abonando la renta de manera puntual y regular. Detalles del contrato: Vencimiento del contrato: 22/10/2027 Renta mensual actual: 938€ Rentabilidad estimada: 5.0% Además de ofrecerte la compra de un activo en rentabilidad, ponemos a tu disposición un servicio de gestión inmobiliaria que te ayudará a optimizar tu inversión. Si estás interesado, no dudes en ponerte en contacto con nosotros a través de la web de Alquizen que pertenece a PROMONTORIA MACC RESIDENCIAL, S. L. Estaremos encantados de enviarte información adicional tanto sobre el activo como sobre los servicios mencionados. *Importante: Dado que la propiedad está alquilada, no es posible realizar visitas en este momento. "".",True,good,False,,2784.0,True,False,True,False,[],False,False,225500.0,€,,,flat,,"Abrantes, Madrid",Piso,bj,True,False,,,
108598506,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/75/3e/66/1349579600.webp,17,13,477500.0,chalet,sale,157.0,3,3,"calle Solana Alta, 3",Madrid,Valdeolmos-Alalpardo,,es,,40.6319671,-3.4717531,True,https://www.idealista.com/obra-nueva/108598506/,"Oasis Alalpardo es una exclusiva promoción de 46 chalets unifamiliares en un entorno natural privilegiado, a solo 30 minutos del centro de Madrid. Las viviendas, de 3 o 4 dormitorios, cuentan con jardín privado, terraza, dos plazas de aparcamiento y amplias zonas comunes con piscinas, zona ajardinada, parque infantil y espacio biosaludable, ideales para el disfrute de toda la familia. Diseñadas con los más altos estándares de calidad y confort, incorporan sistema de aerotermia con suelo radiante y refrescante, climatización por estancias y aislamiento térmico y acústico de alto rendimiento. Todo ello con calificación energética A, garantizando un consumo eficiente y un mayor bienestar. Oasis Alalpardo ofrece además la posibilidad de personalizar tu vivienda, eligiendo entre cocina abierta o cerrada, 3 o 4 dormitorios y diferentes acabados y mejoras preseleccionadas. Ubicado en una zona residencial consolidada con todos los servicios a tu alcance: colegios, supermercados, instalaciones deportivas, zonas verdes y transporte público con conexión directa a Plaza de Castilla y Cercanías en Algete. Un entorno tranquilo, bien comunicado y en plena naturaleza. Para ampliar información, no dudes en visitarnos en nuestra oficina en Paseo de la Castellana, 123, Esc. Dcha, 3B, 28046, Madrid.",False,,True,False,3041.0,True,False,False,False,[],False,False,477500.0,€,True,True,chalet,semidetachedHouse,Valdeolmos-Alalpardo,"Chalet pareado en calle Solana Alta, 3",,,,,,
101516068,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d0/1d/c7/1124595381.webp,Primero Izquierda,12,975000.0,flat,sale,117.0,2,2,"Cristo, 1",Madrid,Madrid,Centro,es,Malasaña-Universidad,40.426873,-3.7098148,True,https://www.idealista.com/obra-nueva/101516068/,"El nuevo proyecto de BYMORE se localiza en el Madrid más actual, el triángulo formado por la calle Conde Duque, la Plaza de Comendadoras y la renovada Plaza de España. Un emplazamiento a dos pasos de todo lo que está sucediendo en las universidades privadas más prestigiosas de España, la realidad turística del Madrid de futuro y la cultura del Cuartel del Conde Duque, de los cines, teatros y restaurantes más de moda. Se trata de la rehabilitación integral de un edificio que data de finales del siglo XIX, que será llevado a cabo por el reconocido estudio de arquitectura MoRE y donde se modificará el carácter clásico del inmueble aportando modernidad a un tejido compatible con la zona. Por último, destacar las exclusivas amenities con las que contará el edificio tales como piscina exterior en la terraza del edificio, con zona Chill Out para disfrutar de las mejores vistas del Convento de las Reales Comendadoras de Santiago con las comodidades del siglo XXI. Las seis viviendas de uno y dos dormitorios, configuran estancias muy amplias que recuperan el mejor Madrid gracias a su cuidada distribución y su carácter exterior que hace que gocen de luz natural constante durante todo el día. El ático en cuarta planta conjuga las anteriores características con una terraza única y exclusiva.",False,newdevelopment,True,False,8333.0,True,False,False,False,[],False,False,975000.0,€,,,flat,,"Malasaña-Universidad, Madrid","Piso en Cristo, 1",1,True,True,,,
100907606,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f8/ac/38/1140670796.webp,VM2303064,28,580000.0,flat,sale,102.0,3,1,Barrio Palacio,Madrid,Madrid,Centro,es,Palacio,40.4189375,-3.7107495,False,https://www.idealista.com/inmueble/100907606/,"PISO A REFORMAR EN PALACIO. Situado en el corazón de Palacio, en una de las calles más emblemáticas y exclusivas de Madrid, a escasos metros del Palacio Real y con unas vistas muy bonitas. Este semisótano de 102 m² construidos a reformar, en un edificio noble, de fachada clásica con gran portal señorial y preciosas zonas comunes. La distribución de planta cuadrada y sin apenas pasillo, el gran tamaño de la propiedad con estancias amplias ofrece múltiples posibilidades de reforma. La propiedad tiene calefacción central, aire acondicionado y portero en la finca. ¿Te imaginas vivir aquí?    Contacte con nosotros para ver más inmuebles similares.",False,good,False,,5686.0,True,False,False,False,[],False,False,580000.0,€,,,flat,,"Palacio, Madrid",Piso,ss,True,True,,,
108259024,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fd/70/8f/1319813366.webp,VT08-1,15,575000.0,flat,sale,148.0,3,2,"avenida de los Abogados de Atocha, 11",Madrid,Móstoles,Norte - Universidad,es,,40.33137,-3.87974,True,https://www.idealista.com/obra-nueva/108259024/,"Descubre Cadmia Residencial 2, el nuevo proyecto del grupo Asentis en Móstoles. Una promoción de 51 viviendas, en un área consolidada y en constante crecimiento, con buenas conexiones de transporte, cercanía a centros de servicios, hospitales, y centros de educación. Te ofrecemos una amplia variedad de tipologías de viviendas, podrás elegir entre viviendas de 2, 3 o 4 dormitorios, bajos con jardín y áticos, todas ellas con plaza de garaje y trastero. Estas viviendas cuentan con sistemas de Aerotermia, suelo radiante y refrescante. Asegurando un clima agradable todo el año y reduciendo el consumo energético. En esta promoción podrás disfrutar de zonas comunes para toda la familia: piscina para adultos, piscina infantil, zonas ajardinadas, zona de juegos infantiles y conserjería en el acceso principal. Solicita una cita para ampliar información a través de la inmobiliaria Novogar. También puedes visitar sus oficinas en Calle del Pintor el Greco, 2, 28932 Móstoles.",True,,True,False,3885.0,True,False,False,False,[],False,False,575000.0,€,True,True,flat,,"Norte - Universidad, Móstoles","Piso en avenida de los Abogados de Atocha, 11",8,True,True,,,
108746303,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f2/ff/77/1314059846.webp,,2,200500.0,flat,sale,99.0,3,2,"PL SR-5 ensanche Sur 4, 1",Madrid,Brunete,,es,,40.4010625,-3.9835625,True,https://www.idealista.com/obra-nueva/108746303/,"¡Hola! Tenemos algo emocionante que compartir contigo. ¿Sabías que pronto en Brunete comenzaremos con nuestro nuevo proyecto en régimen de cooperativa NICEURBAN Brunete? Pues sí, ¡es una realidad! , desde Consultores Urbanísticos, estamos muy contentos de haber adquirido suelo en el SR5 de Brunete para desarrollar viviendas en altura a través de nuestra marca NICEURBAN. Te brindamos la oportunidad de ser parte de nuestros proyectos en régimen de cooperativa, con amplios pisos que cuentan con terrazas y espectaculares zonas comunes. ¿Y por qué elegir NICEURBAN? Porque en Consultores Urbanísticos diseñamos proyectos para personas, sin imponer necesidades, adaptando cada hogar a quienes vivirán en él. Como Ana y Mario, que buscaban más que una casa; deseaban un espacio donde su hijo pudiera crecer rodeado de luz y naturaleza. Encontraron en Nice urban Cerro del Baile un bajo con dos jardines: uno principal exterior y otro seguro, mirando hacia dentro de la urbanización privada, donde su pequeño podrá jugar en un entorno protegido mientras ellos disfrutan de una tarde con amigos en el jardín principal. Al igual que Ana y Mario, muchas personas y familias han confiado en nosotros a lo largo de los años para hacer realidad sus proyectos de vida. Quizá tú seas el próximo.  No esperes más, llámanos o escríbenos para mantenerte informado sobre nuestro próximo lanzamiento en Brunete. ¡Sé el primero en enterarte y quién sabe, tal vez encuentres tu próxima casa y el lugar ideal para formar tu hogar!  IVA no incluido.",False,newdevelopment,True,False,2025.0,True,False,False,False,[],False,False,200500.0,€,,,flat,,Brunete,"Piso en Pl Sr-5 ensanche Sur 4, 1",,True,True,,,
108745656,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/a6/e6/9b/1353879074.webp,5ºB,7,395000.0,flat,sale,54.0,1,1,"Emilio Muñoz, 47",Madrid,Madrid,San Blas,es,Simancas,40.4337669,-3.6243142,True,https://www.idealista.com/obra-nueva/108745656/,"Residencial privado compuesto de 48 viviendas de 1, 2 y 3 dormitorios en el histórico barrio de San Blas-Canillejas, uno de los barrios más legendarios de Madrid. A día de hoy se está modernizando y convirtiendo en el Silicon Valley de Madrid debido al proyecto Madbit. San Blas - Madrid es una urbanización privada con piscina, gimnasio, ascensor, garajes, trasteros y viviendas con balcones. Todas las viviendas cuentan con sistema de climatización mediante Aerotermia lo que permite reducir 30% la factura de energía de la vivienda. En San Blas apostamos por la eficiencia energética.",False,,True,False,7315.0,True,False,False,False,[],False,False,395000.0,€,True,True,flat,,"Simancas, Madrid","Piso en Emilio Muñoz, 47",5,True,True,,,
108871575,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/46/6d/7c/1358351382.webp,2758,25,196000.0,flat,sale,70.0,3,1,calle Princesa,Madrid,Alcorcón,Centro,es,Zona Renfe,40.348495,-3.830864,False,https://www.idealista.com/inmueble/108871575/,"-****Altea-Sanco Grupo Inmobiliario*****. ¡Tiene tu nuevo hogar en Alcorcon te está esperando! .  ººº con ascensor ººº. ¡Tu Nuevo Hogar te Espera en Calle Princesa, Alcorcón! Descubre la combinación perfecta de tranquilidad y comodidad en este encantador piso situado en la codiciada Calle Princesa de Alcorcón. Imagina vivir en una calle apacible, rodeada de zonas verdes, parques y árboles, ideal para desconectar del ajetreo diario. Sin embargo, no tendrás que renunciar a nada, ya que te encontrarás en el corazón de Alcorcón, con todos los servicios a tu alcance. Olvídate de largos desplazamientos: el Mercado Colón, la estación de Renfe Alcorcón Central y las paradas de autobuses a Madrid están a solo unos pasos. Además, la salida a la M-40 está prácticamente al lado, facilitando tus trayectos en coche. Disfruta también de la oferta cultural y deportiva del barrio, con el Teatro Buero Vallejo y su gimnasio al aire libre a tu disposición. Esta zona lo tiene todo. El edificio, típico de la zona, cuenta con ascensor y ofrece una convivencia tranquila con solo cuatro vecinos por planta. La comodidad se extiende a la seguridad, con portero automático y unos gastos de comunidad muy razonables de solo 40 euros. El piso, de 75 m², se distribuye en tres habitaciones, dos de ellas dobles y muy amplias, con espacio para camas dobles y armarios empotrados. Cada estancia cuenta con grandes ventanales que garantizan una ventilación cruzada excelente y mucha luz natural. Disfruta de la independencia de cada espacio y relájate en la terraza de la tercera planta con salida desde el salón, el lugar perfecto para las tardes de verano..",False,renew,False,,2800.0,True,False,False,False,[],False,False,196000.0,€,,,flat,,"Zona Renfe, Alcorcón",Piso en calle Princesa,4,True,True,200000.0,4000.0,2.0
108705659,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/31/2e/aa/1352692999.webp,W-030OVH,35,1975000.0,flat,sale,159.0,3,2,calle de Evaristo San Miguel,Madrid,Madrid,Moncloa,es,Argüelles,40.4247007,-3.7151574,False,https://www.idealista.com/inmueble/108705659/,"Exclusiva vivienda obra nueva junto al Paseo del Pintor Rosales Engel & Völkers les presenta esta exclusiva vivienda en Edificio de Obra Nueva, que cuenta con piscina climatizada interior y gimnasio.  La vivienda es exterior a la calle Evaristo San Miguel. Se accede al espacioso salón con cocina abierta equipada, con isla. A través de un pasillo llegamos a la zona de noche: tres dormitorios y dos baños. El dormitorio principal con armarios empotrados y baño en suite con ducha. Hay dos dormitorios más ambos con armarios empotrados. Y un segundo baño independiente con ducha. Climatización por aerotermia, suelo radiante y refrescante. La vivienda cuenta con trastero.  Finca con servicio de portería. El apartamento forma parte de una promoción de obra nueva: Debod Home, estrenada en Julio 2025, . Dispone de una fachada clásica mantenida, el edificio cuenta con la máxima calificación energética (A), calefacción central y agua caliente por aerotermia. El Barrio de Argüelles, nació en el periodo del Ensanche, y es un magnífico exponente del Madrid burgués. En sus calles se conservan palacios como el de la Infanta Isabel de Borbón y antiguos asilos y conventos, como el del Buen Suceso. Es un lugar ideal para vivir, dada su ubicación bastante céntrica, su entorno verde frente al parque del Oeste y el parque de la Montaña (donde se ubica el templo egipcio de Debod), y la presencia de numerosas tiendas, zonas de ocio, bares y restaurantes con sus atractivas terrazas. En sus calles se concentra el mayor número de cines en versión original de la ciudad  Una de las zonas más singulares de la capital por su variedad y estupenda infraestructura con seis colegios, varias escuelas de educación infantil, un ambulatorio clínico, un centro de especialidades y su gran variedad de supermercados y restaurantes. Al mismo tiempo, los vecinos de este entrañable barrio disfrutan del maravilloso Parque del Oeste considerado uno de los pulmones de Madrid. Además, el distrito cuenta con excelentes comunicaciones gracias a su proximidad por un lado a la M-30, a la A-6, la Carretera de Castilla y al Intercambiador de Moncloa: con salida directa a la sierra de Madrid, y por otro lado acceso a la zona Centro de la capital. Enclave ideal para ir caminando a todas partes y disfrutar del placer de vivir rodeado de zonas verdes en pleno centro de Madrid.",False,good,False,,12421.0,False,False,False,False,[],False,False,1975000.0,€,,,flat,,"Argüelles, Madrid",Piso en calle de Evaristo San Miguel,4,True,True,,,
107011329,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/da/38/85/1300909337.webp,,20,714708.0,chalet,sale,316.0,4,4,"las encinas, 16",Madrid,Collado Villalba,Villalba Estación,es,,40.6222019,-3.9941998,True,https://www.idealista.com/obra-nueva/107011329/,"REMAX LEGEND presenta esta magnífica autopromoción de obra nueva de 2 chalets independientes en parcela de 1.048 m2 o 1.265 m2 con dos tipologías de tamaño y estilos a elegir. Ubicada en la exclusiva urbanización Colonia Avenida en Villalba, un entorno natural y cerrado perimetralmente con control de acceso y vigilancia 24 h. ¡Personalizamos tu casa y nos adaptamos a tu estilo! El diseño de las viviendas se caracteriza por la amplitud y luminosidad de los espacios interiores, con zonas abiertas, dobles alturas y grandes ventanales que permiten la entrada de luz natural con visión panorámica a jardín y piscina. Cuenta con un tipo de arquitectura extensible diseñada para modificar la distribución del interior y exteriores en función de las necesidades de la familia. Dos estilos de exterior a elegir:  Opción 1: diseño moderno con cubiertas plantas.  Opción 2: diseño clásico con cubiertas inclinadas.  Dos tamaños a elegir:  Opción A: chalet independiente de dos plantas en un área construida de 316 m2 y 117 m2 de solados exteriores. En planta baja accedemos a una espaciosa entrada de 6 m de altura y visión a través de la escalera hasta el final de la parcela. La cocina, salón y comedor se integran en un gran espacio central con salida al porche, que crea sensación de continuidad y conexión con el exterior. Además, la cocina cuenta con zona de despensa-lavandería y salida independiente a porche. También encontramos una sala de estar adicional y un aseo. En primera planta está la zona de descanso con una habitación principal de grandes dimensiones con baño en suite, vestidor y acceso a terraza, 3 dormitorios adicionales (uno de ellos con baño en suite) y un baño compartido.  Opción B: chalet independiente de dos plantas en un área construida de 214 m2 y 75 m2 de solados exteriores. En planta baja accedemos hacia un hall-recibidor que nos da acceso a un amplio e iluminado salón comedor con salida a porche, un dormitorio con baño en suite, cocina independiente y aseo. En primera planta encontramos dos grandes dormitorios con baño en suite y vestidor tipo walk-in.  Parcela 1048 m2:  1.A. Opción moderna con superficie de 316 m2: 714.708 €. 2.A. Opción clásica con superficie de 316 m2: 780.901 €. 1.B. Opción moderna con superficie de 214 m2: 632.812 €. 2.B. Opción clásica con superficie de 214 m2: 698.363 €. Parcela 1265 m2:  1.A. Opción moderna con superficie de 316 m2: 760.383 €. 2.A. Opción clásica con superficie de 316 m2: 826.576 €. 1.B. Opción moderna con superficie de 214 m2: 679.096 €. 2.B. Opción clásica con superficie de 214 m2: 744.647 €. Cuenta con materiales de alta calidad, sistema de aerotermia con solado porcelánico para mayor eficiencia energética con el suelo radiante-refrescante con termostatos independiente en cada estancia, carpintería exterior PVC de triple acristalamiento, revestimiento exterior SATE para eliminar puentes térmicos, grifería y sanitarios marca Roca, iluminación de leds cálida en cocina y baños. Cumple con el estándar de casa pasiva (passive house) con certificado energético A y opción adicional de instalar placas solares. Entrada a parcela con puerta automática en acero galvanizado y dos plazas de parking techadas con una pérgola y soladas con hormigón impreso.  Colonia Avenida es una urbanización residencial cerrada perimetralmente con vigilancia 24h formada por zonas verdes y parques. Cuenta con colegios a menos de 10 minutos y buena comunicación con la A6, paradas de autobús en la entrada de la urbanización y a 5 minutos de la estación de cercanías. Gracias a las empresas del GRUPO LEGEND, aportamos Asesoramiento Fiscal, Financiero y un Arquitecto a su disposición para cualquier consulta o servicio que necesite, todos estos servicios son incluidos sin coste adicional a nuestros clientes. Contáctanos para más información y para concertar una visita. ¡Te esperamos!",True,newdevelopment,True,False,2262.0,True,False,False,False,[],False,False,714708.0,€,True,True,chalet,independantHouse,"Villalba Estación, Collado Villalba","Casa independiente en las encinas, 16",,,,,,
108598486,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9c/07/e8/1349579201.webp,18,13,477500.0,chalet,sale,157.0,4,3,"calle Solana Alta, 3",Madrid,Valdeolmos-Alalpardo,,es,,40.6316599,-3.47198,True,https://www.idealista.com/obra-nueva/108598486/,"Oasis Alalpardo es una exclusiva promoción de 46 chalets unifamiliares en un entorno natural privilegiado, a solo 30 minutos del centro de Madrid. Las viviendas, de 3 o 4 dormitorios, cuentan con jardín privado, terraza, dos plazas de aparcamiento y amplias zonas comunes con piscinas, zona ajardinada, parque infantil y espacio biosaludable, ideales para el disfrute de toda la familia. Diseñadas con los más altos estándares de calidad y confort, incorporan sistema de aerotermia con suelo radiante y refrescante, climatización por estancias y aislamiento térmico y acústico de alto rendimiento. Todo ello con calificación energética A, garantizando un consumo eficiente y un mayor bienestar. Oasis Alalpardo ofrece además la posibilidad de personalizar tu vivienda, eligiendo entre cocina abierta o cerrada, 3 o 4 dormitorios y diferentes acabados y mejoras preseleccionadas. Ubicado en una zona residencial consolidada con todos los servicios a tu alcance: colegios, supermercados, instalaciones deportivas, zonas verdes y transporte público con conexión directa a Plaza de Castilla y Cercanías en Algete. Un entorno tranquilo, bien comunicado y en plena naturaleza. Para ampliar información, no dudes en visitarnos en nuestra oficina en Paseo de la Castellana, 123, Esc. Dcha, 3B, 28046, Madrid.",False,,True,False,3041.0,True,False,False,False,[],False,False,477500.0,€,True,True,chalet,semidetachedHouse,Valdeolmos-Alalpardo,"Chalet pareado en calle Solana Alta, 3",,,,,,
108566518,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/56/2e/4a/1348644210.webp,003,14,792000.0,flat,sale,188.0,3,2,"calle Camilo José Cela, 6",Madrid,Las Rozas de Madrid,Parque Empresarial,es,Parque Empresarial,40.518298,-3.8965759,True,https://www.idealista.com/obra-nueva/108566518/,"Quercus de Las Rozas, una propuesta residencial única en una de las zonas más exclusivas de Madrid. Le presentamos Quercus de Las Rozas, una promoción de vivienda libre estratégicamente ubicada en Las Rozas de Madrid diseñada para ofrecer el máximo confort.  Se trata de una zona totalmente consolidada, con numerosas y amplias zonas verdes, dotaciones deportivas, equipamientos educativos, sanitarios y comerciales. Un entorno tranquilo y perfectamente conectado con Madrid. La promoción contará con 71 viviendas organizadas en tres bloques en torno a un gran espacio central con zonas verdes de cuidado paisajismo y unas zonas comunes excepcionales, pensadas para ofrecer experiencias únicas a toda la familia: espacios equipados para el ocio, la relajación y el bienestar, sin salir de casa: - Piscina exterior desbordante de 200m2 de superficie, cloración salina e iluminación nocturna, permite disfrutar de un refrescante chapuzón a cualquier hora del día. - Club social, climatizado y perfectamente equipado para reuniones o celebraciones con familia y amigos. - Chill out, un espacio destinado al ocio y la convivencia de los residentes, con vistas despejadas a la sierra de Madrid. - Gimnasio, totalmente equipado, con un cerramiento practicable y con una zona exterior para el bienestar al aire libre. - Zona exterior de juegos infantiles. Los más pequeños contarán con un parque infantil para su máximo disfrute. Se trata de un edificio de viviendas diseñado con una visión singular y una delicada atención a los detalles, buscando una mayor eficiencia para un bajo consumo energético. Contará con calificación A, la máxima calificación energética, reduciendo la huella de carbono y las emisiones y repercutiendo favorablemente en el consumo y ahorro energético. Existen diferentes tipologías de vivienda de 1,2,3 y 4 dormitorios, con doble o triple orientación y con una cuidada distribución interior.  Naiz Homes ofrece un servicio adicional de personalización con variadas alternativas en cuanto a distribuciones, acabados interiores, instalaciones o mobiliario con la que poder adecuar cada vivienda a sus preferencias y necesidades. Le invitamos a visitar la página web de la promoción donde podrá encontrar los planos de las viviendas disponibles e imágenes de la promoción. Así mismo, si desea ampliar la información puede reservar una cita, tanto de manera presencial como por videollamada a través de la plataforma Zoom, en el apartado ""Reservar cita"" en la web o contactándonos en el teléfono. No olvide visitar nuestras redes sociales donde podrá conocer las últimas novedades y actualización de las obras.",False,newdevelopment,True,False,4213.0,True,False,False,False,[],False,False,792000.0,€,True,True,flat,,"Parque Empresarial, Las Rozas de Madrid","Piso en calle Camilo José Cela, 6",bj,True,True,,,
