propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,floor,exterior,hasLift,neighborhood,parkingSpace.parkingSpacePrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
98360851,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/68/4a/76/1009895007.webp, PM176089,33,299000.0,flat,sale,98.0,5,4,Barrio Campamento,Madrid,Madrid,Latina,es,40.3921698,-3.7802755,False,https://www.idealista.com/inmueble/98360851/,"Gilmar Madrid-Rio ofrece excelente oportunidad de inversión en la zona de Campamento, es una vivienda exterior y luminosa que dispone de 98 metros cuadrados construidos, está distribuida en 5 dormitorios, 4 baños completos, cocina semi independiente. La vivienda está orientada a un tranquilo parque, está totalmente reformada y a estrenar y dispone de carpintería interior en madera lacada en blanco y ventanas de aluminio lacado en blanco con cristales de tipo Climalit cuenta con calefacción y agua caliente por suministro individual con caldera de gas natural y apoyo de termo eléctrico.  Hay un quinto dormitorio con baño incorporado. la rentabilidad hasta un 6, 5% dado que esta alquilada por 1815€/mes brutos. La finca ha pasado la Inspección técnica favorable y está en buen estado.  La ubicación es perfecta dado que se encuentra a pocos pasos del Arroyo de Meaques que esta comunicado con La Casa de Campo, es en un entorno residencial que cuenta con todo tipo de servicios como colegios e institutos, todo tipo de comercios, centro de salud y unas comunicaciones excelentes en transporte público con la estación de Metro Colonia Jardín a 9 minutos, también dispone a menos de 5 minutos de varias líneas de autobús urbanos e interurbanos y en vehículo privado tiene muy fácil acceso a la carretera de Extremadura (A-5) por la que en 10 minutos se accede a la M-30 y centro de Madrid y a la M-40 con comunicación con todos los municipios del oeste y noroeste. Por la carretera de Carabanchel a Aravaca en menos de 10 minutos se accede a Pozuelo de Alarcón y Somosaguas y por la carretera de Boadilla (M-501) en 10 minutos se accede a Boadilla, Villaviciosa de Odón y a la Universidad Europea de Madrid. Si estás interesado en obtener más información sobre este inmueble, no dudes en ponerte en contacto con nuestro equipo en la oficina de Madrid Río, ubicada en Paseo de Extremadura 1. Puedes llamarnos al o enviarnos un correo electrónico a. No olvides facilitarnos la referencia del inmueble (206554) para que podamos ofrecerte la información que necesitas. Estaremos encantados de ayudarte a encontrar el hogar perfecto para ti. En Gilmar trabajamos para ofrecer a nuestros clientes los mejores inmuebles desde hace 42 años. Cubrimos todas las necesidades inmobiliarias: viviendas, oficinas, locales comerciales, solares, fincas rústicas, terrenos para construir... Disponemos de más de 30 equipos especializados en distintas zonas al servicio de más de 90.000 Clientes nacionales e internacionales, que cuentan con asesoramiento necesario para garantizar su seguridad, eficacia jurídica y la mejor rentabilidad financiero-fiscal.",True,good,False,3051.0,True,True,False,False,[],False,False,299000.0,€,,,flat,,"Campamento, Madrid",Piso,Destacado,bj,True,False,Campamento,,,,
104717735,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c7/a9/8f/1232414135.webp,V247Q13,43,4000000.0,chalet,sale,969.0,6,7,calle el Tato,Madrid,Madrid,Hortaleza,es,40.451179,-3.6446123,False,https://www.idealista.com/inmueble/104717735/,"MAISON de QUALITÉ Agence Immobilière Française présente LES PLUS BELLES MAISONS DE MADRID.  DISFRUTANDO DEL AIRE LIBRE en el Exclusivo Parque Conde de Orgaz. Gran privacidad tanto en el interior como en la calle donde se encuentra. Goza de espacios privilegiados y dispone de un precioso jardín con gran arbolado. DISTRIBUCIÓN DE LA VIVIENDA. PLANTA PRINCIPAL. Hall de entrada, aseo de cortesía, gran salón (160,10 m2) en varios ambientes con salida a porche, jardín y piscina. Comedor (24 m2) independiente. Cocina/office (25 m2) completamente equipada y comunicada con el comedor. Despacho (14,20 m2). Un dormitorio (23,59 m2) en suite, un dormitorio (11,45 m2) en suite, y dos dormitorios (18,75 m2 - 16,56 m2) que comparten un baño.  PLANTA PRIMERA. Gran dormitorio (98 m2) en suite con vestidor (21,20 m2) y sala de estar (30 m2). PLANTA SEMISÓTANO. Gran bodega (42,017 m2) con salón (21,20 m2) y baño, gimnasio (34,57 m2), dormitorio de servicio (12,10 m2) con baño. Garaje para 6 coches (200,16 m2) y zona de calderas.  ELEMENTOS EXCLUSIVOS. Calefacción Individual gas natural Aire acondicionado Suelos de mármol  Carpintería térmica Jardín privado Piscina privada  Gimnasio Gran bodega Garaje cerrado con puerta automática para 6 coches. Sistema de alarma Vídeo portero PROXIMIDADES.  Arturo Soria Plaza 750 m. Hipercor Campo de las Naciones 2,7 km. Gimnasio Holmes Place 2,3 km. Hospital Nuestra Señora de América 900 m. Clínica Universitaria de Navarra 2,1 km. Colegio San José del Parque 550 m. Liceo Francés de Madrid 1,5 km. Farmacia 100 m. MAISON de QUALITÉ agence immobilière française, selecciona las mejores y exclusivas viviendas de Madrid, Arturo Soria Prime y Parque Conde de Orgaz ofreciéndole la mejor calidad de servicio en la Compra-Venta y alquiler de viviendas. Aportamos un gran valor con la máxima seriedad y servicio a nuestros clientes. PINCHE EN NUESTRO LOGO PARA VER MÁS VIVIENDAS. MAISON de QUALITÉ agence immobilière française, sélectionne les meilleures propriétés dans les zones exclusives de Madrid offrant la meilleure qualité de service dans la vente, achat ou location de logements. VENTA 4.000. 000. -€  REF. V247Q13 Independiente Conde de Orgaz 6 dormitorios 7 baños 969 m2 construidos 1285 m2 de parcela +2/-1 plantas Orientación sur Año de construcción 2000.",True,good,False,4128.0,True,True,False,False,[],False,False,4000000.0,€,True,True,chalet,independantHouse,"Conde Orgaz-Piovera, Madrid",Casa independiente en calle el Tato,Destacado,,,,Conde Orgaz-Piovera,,,,
108129076,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a1/1b/09/1334721415.webp,AST,33,329900.0,chalet,sale,130.0,3,2,calle de Asturias,Madrid,Navalcarnero,Covadonga - Los Manzanos,es,40.2840319,-4.0211845,False,https://www.idealista.com/inmueble/108129076/,"Agencia Inmobiliaria de Navalcarnero INMOBILIARIA CAPITAL HOME NAVALCARNERO VENDE EN EXCLUSIVA CHALET PAREADO EN ZONA DE COVADONGA DE NAVALCARNERO. SE VENDE ESPECTACULAR CHALET TOTALMENTE REFORMADO HACE 6 AÑOS, PAREADO Y AMPLIADO EN ESQUINA en una de las zonas más exclusiva de Navalcarnero. Se trata de la zona más demandada del municipio debido a su cercanía al centro (3 min. andando), la gran calidad de las construcciones, la tranquilidad y seguridad de sus calles, su entorno joven y familiar.. . Paradas de autobús en diferentes direcciones 529, 528, 528H, El gato, Sepulvedana.. . La vivienda se distribuye en 2 plantas. En la planta baja, nos encontramos con un amplio dormitorio, un baño completo con jacuzzi, un luminoso salón comedor que nos da acceso a una amplia cocina con office, y salida al porche lateral, totalmente acondicionado mediante radiadores eléctricos, estructura de madera y cristalería. También contamos con una estancia en el hueco de escalera, en la que se encuentra la caldera de gas natural, y la lavadora. En la planta noble de la vivienda tenemos 2 habitaciones (antes 3), una de ellas doble, y un cuarto de baño completo con plato de ducha. En el patio delantero contamos con barbacoa de obra, y recién reacondicionado el muro de fachada. La vivienda cuenta con persianas eléctricas, ventanas Velux eléctricas, y domótica Alexa. Con posibilidad de financiación al 100% y asesoramiento gratuito, ¡esta es una oportunidad que no puedes dejar pasar! Ven a visitar esta casa y comienza a imaginar tu vida en este acogedor espacio.",True,good,False,2538.0,True,True,False,False,[],False,False,329900.0,€,,,chalet,semidetachedHouse,"Covadonga - Los Manzanos, Navalcarnero",Chalet pareado en calle de Asturias,Destacado,,,,,,,,
100312865,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2e/8e/1f/1316524987.webp,W-02NGWH,47,1050000.0,chalet,sale,778.0,6,6,Alpedrete,Madrid,Alpedrete,,es,40.6607103,-4.0400514,False,https://www.idealista.com/inmueble/100312865/,"Magnífico chalet en la Sierra de Madrid Chalet unifamiliar en la urbanización más exclusiva de Alpedrete, orientación sureste, en cuatro plantas y ascensor.  En la planta calle nos encontramos con un elegante recibidor, gran salón de estar y comedor, amplia cocina con espacio office, y está comunicada con un gran porche que en verano se puede utilizar como comedor y salón de estar con vistas al maravilloso jardín. Esta misma planta dispone de un dormitorio principal con baño en suite, así como la zona de servicio con dormitorio y baño completo. Subiendo las escaleras interiores de nogal, nos encontramos con cuatro luminosos dormitorios con armarios empotrados, vestidor y terraza, y tres baños, uno con bañera de hidromasaje. Una planta mas arriba hay una buhardilla con generoso espacio para despacho y sala de TV y videojuegos. En el sótano tenemos un cuarto de herramientas y garaje para 4 o 5 coches, con portón eléctrico, máquinas de calefacción y ascensor y una preciosa bodega con barra y sala de estar. Suelo radiante en porcelanato. Todas las ventanas son de PVC y Climalit, con persianas eléctricas, todas con vistas al jardín. El jardín es plano, cuenta con riego automático, césped natural, arbolado con encinas, pinos, cipreses, palmeras y árboles frutales. Espacio techado para barbacoa. La piscina es de agua salada y cuenta con sistema de nado contracorriente, rodeada de una agradable cubierta en madera. En exteriores, construído en hormigón, el chalet está forrado en planta baja de piedra de Porriño, drenaje de eliminación de humedades, el tejado es de pizarra negra, con canalones de acero inoxidable, aspiración central. La arquitectura atemporal y el diseño de este elegantísimo chalet hacen de esta propiedad una verdadera casa de ensueño. La urbanización Mataespesa es la más exclusiva de Alpedrete. Cuenta con caseta de vigilancia (a escasos metros) y patrullaje las 24 horas. Rodeada de zonas verdes y áreas naturales en las faldas de las montañas, muy cerca del pueblo, se puede ir a todos lados andando. En la urbanización se encuentra el prestigioso Colegio Británico Montessori para niños de 1 a 18 años. Alpedrete cuenta con centro de salud, estación de tren de cercanías RENFE (400 mts), red de autobuses de transporte dentro de la sierra y hasta Madrid. Cuenta con varios colegios públicos, restaurantes y cafeterías de alta cocina, oficina de correos, tiendas, supermercados, entidades bancarias y instalaciones deportivas, privadas y municipales. Está situada a 5 minutos en automóvil de la A-6, de Colado Villalba y el Hospital General, a 20 minutos de Navacerrada y estación de esquí. Para quienes disfrutan del clima de montaña, los deportes al aire libre, tales como senderismo, cabalgatas, ciclismo, esquí, motocross, disfrutar de la naturaleza y respirar aire puro, la sierra noroeste de Madrid es el lugar ideal que además cuenta con historia y amplia oferta gastronómica.",False,good,False,1350.0,True,True,False,False,[],False,False,1050000.0,€,True,True,chalet,independantHouse,Alpedrete,Casa independiente,Destacado,,,,,,,,
107186269,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/07/a2/57/1306537841.webp,DH205602,41,898000.0,chalet,sale,451.0,5,4,Barrio Club de Golf,Madrid,Las Rozas de Madrid,Club de Golf,es,40.5459244,-3.9068555,False,https://www.idealista.com/inmueble/107186269/,"Gilmar vende este impresionante Chalet Pareado se encuentra en la exclusiva zona de El Golf, en Las Rozas, Madrid. Con una superficie construida de 451 m2 y una parcela de 446 m2, esta propiedad ofrece un amplio jardín de 331 m2 distribuido en varias áreas, perfecto para disfrutar de momentos al aire libre en un entorno tranquilo y privado. El chalet cuenta con 5 dormitorios y 4 baños, brindando espacio más que suficiente para una familia numerosa. Además, dispone de 2 salones, lo que permite crear diferentes ambientes y aprovechar al máximo cada rincón de la vivienda. La orientación oeste garantiza una excelente iluminación natural durante todo el día, creando espacios acogedores y luminosos. La distribución de la propiedad es la siguiente: en la planta baja, encontramos un garaje con capacidad para 2 coches, una cochera/leñera, un aseo y un cuarto de plancha/lavadero. Desde el jardín, se accede a un taller/trastero de aproximadamente 20 m2 con buena altura. En la primera planta, se ubica una cocina reformada hace unos 10 años, un tendedero amplio que podría ampliarse a la cocina, una sala de estar con chimenea que da acceso a una terraza y un salón independiente de aproximadamente 45 m2. En la segunda planta, se encuentran el dormitorio principal con baño en suite, 3 dormitorios juveniles y un cuarto de baño reformado hace unos 10 años. Uno de los dormitorios juveniles y el dormitorio principal disponen de terrazas independientes, que podrían ampliarse y convertirse en vestidores. El chalet cuenta con características de alta calidad, como carpintería interior de madera barnizada, carpintería exterior de PVC, calefacción individual de gas propano, aire acondicionado, piscina y pista de tenis-padel. El suelo de parquet aporta calidez y elegancia a los espacios interiores. Ubicado en el barrio de El Golf, este chalet se encuentra en una zona residencial tranquila y exclusiva, rodeada de naturaleza y espacios verdes. El Golf es conocido por sus magníficos campos de golf y su ambiente tranquilo y familiar. Además, ofrece una amplia gama de servicios y comodidades, como colegios de prestigio, centros comerciales cercanos, como el Centro Comercial Zoco de Monte Rozas, y excelentes conexiones de transporte, incluyendo varias líneas de autobús, las estaciones de metro más cercanas son las de Las Matas y Las Rozas, y las líneas de cercanías más cercanas son la C-3 y C-8. Gilmar es una reconocida compañía inmobiliaria con más de 35 años de experiencia en el mercado. Desde 1983, hemos ayudado a nuestros clientes a encontrar la casa de sus sueños, ofreciendo un servicio personalizado y una amplia cartera de propiedades en las ubicaciones más exclusivas. Si desea más información sobre este chalet pareado en El Golf, por favor, facilítenos la referencia 205602. Estaremos encantados de brindarle todos los detalles y organizar una visita. Puede contactar con nuestro equipo en la oficina de Las Rozas, ubicada en la Avenida Atenas 75, en el Centro Comercial Zoco de Monte Rozas, o llamando al También puede enviarnos un correo electrónico a. Estamos aquí para ayudarle a encontrar su hogar ideal.",True,good,False,1991.0,True,True,False,True,[],False,False,898000.0,€,True,True,chalet,semidetachedHouse,"Club de Golf, Las Rozas de Madrid",Chalet pareado,Destacado,,,,Club de Golf,,,,
108772643,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a0/71/cc/1354691208.webp,ROSALIA,22,265000.0,chalet,sale,155.0,3,1,calle Rosalía de Castro,Madrid,Robledo de Chavela,,es,40.5042473,-4.2324945,False,https://www.idealista.com/inmueble/108772643/,"INMOBILIARIA HOGARES San Lorenzo de El Escorial vende, en exclusiva, este encantador chalet independiente ubicado en Robledo de Chavela. Situado en una zona tranquila y con escaso tránsito, este chalet ofrece el equilibrio perfecto entre comodidad, funcionalidad y naturaleza, ideal para quienes desean vivir en un entorno sereno sin alejarse de los servicios básicos, dado que estas en el centro. La propiedad se asienta sobre una parcela de 503 m², lo que proporciona un agradable espacio exterior, perfecto para disfrutar al aire libre, habilitar jardín o zona de recreo. Construida en 2005, la vivienda se encuentra en buen estado de conservación y se distribuye en una única planta, lo que facilita la accesibilidad. Cuenta con 3 habitaciones, 1 baño completo, un salón y una cocina con salida al jardín. Además, dispone de un sótano de aproximadamente 43 m², ideal como trastero, sótano, zona de almacenamiento, sala de juegos o incluso para crear un espacio adicional según las necesidades del comprador. Un hogar acogedor, con vistas despejadas y rodeado de naturaleza, ideal como vivienda habitual o como segunda residencia. ¡No pierdas la oportunidad de visitarlo! Este anuncio no es vinculante, puede contener errores. Se muestra a título informativo y no contractual.",False,good,False,1710.0,True,True,False,False,[],False,False,265000.0,€,,,chalet,independantHouse,Robledo de Chavela,Casa independiente en calle Rosalía de Castro,Destacado,,,,,,,,
108819952,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4a/8e/ff/1356725918.webp,211396,31,279000.0,flat,sale,62.0,2,1,calle de Manuel Noya,Madrid,Madrid,Usera,es,40.3891473,-3.7134349,False,https://www.idealista.com/inmueble/108819952/,"Gilmar Madrid Río vende vivienda en la zona de Moscardó. Este encantador piso, ubicado en el barrio de Moscardó dentro del distrito de Usera, Madrid, representa una excelente oportunidad para aquellos que buscan un inmueble con posibilidades de reforma y máxima rentabilidad. Con una superficie construida aproximada de 62 m², este piso exterior está parcialmente reformado, ofreciendo una cocina completamente nueva y un diseño que combina funcionalidad y confort en cada rincón. Su distribución actual incluye dos dormitorios, un baño, un salón-comedor independiente con acceso a una terraza de 4 m² y un hall distribuidor que aporta amplitud y luminosidad al espacio. Además, las ventanas Climalit garantizan un aislamiento óptimo y comodidad térmica. El dormitorio principal es espacioso y cuenta con un armario empotrado, mientras que el segundo dormitorio se presenta como una opción versátil, ideal para adaptarse a diferentes necesidades. El baño, con una ducha amplia y un espejo empotrado, refleja un diseño práctico y moderno. La vivienda, situada en la planta tercera de un edificio sin ascensor, ofrece calefacción de gas natural y suelos de parquet, elementos que aseguran una estancia confortable. La ubicación de este piso es inmejorable. Moscardó es un barrio en plena transformación, con un carácter residencial y un entorno tranquilo. A menos de 10 kilómetros de distancia, se encuentra el colegio público República de Venezuela, una opción educativa reconocida en la zona. Para las compras y el ocio, el Centro Comercial Plaza Río 2 está a tan solo unos minutos, ofreciendo una amplia variedad de tiendas, restaurantes y actividades. En cuanto a transporte público, las estaciones de metro más cercanas son Marqués de Vadillo y Plaza Elíptica (líneas 6 y 11), mientras que las líneas de autobús 55, 116 y 60 garantizan una excelente conectividad con el resto de la ciudad. Además, la cercanía a la M-30 y las vías A-42 y A-4 facilita el acceso en coche a diferentes puntos de Madrid y alrededores. El distrito de Usera, donde se encuentra Moscardó, destaca por su multiculturalidad y su ambiente familiar. Con parques, zonas verdes y una oferta comercial local vibrante, este barrio es perfecto para quienes buscan tranquilidad sin renunciar a la comodidad de vivir cerca del centro de la capital. La zona está experimentando un crecimiento constante, lo que convierte este inmueble en una opción interesante tanto para vivir como para invertir. Desde 1983, GILMAR ha estado comprometida en ayudar a sus clientes a encontrar la casa de sus sueños. Con décadas de experiencia en el sector inmobiliario, nuestra compañía se distingue por su profesionalismo, su conocimiento del mercado y su trato personalizado. Si deseas más información sobre este inmueble, no dudes en contactar con nuestro equipo en la oficina de Madrid Río, ubicada en el Paseo de Extremadura número 1. Puedes llamarnos al o escribirnos al correo electrónico, indicando la referencia 211396. Estaremos encantados de ayudarte.",False,good,False,4500.0,False,True,False,False,[],False,False,279000.0,€,,,flat,,"Moscardó, Madrid",Piso en calle de Manuel Noya,Destacado,1,True,False,Moscardó,,,,
108833906,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/66/19/ed/1356484547.webp,Tomillo,21,315000.0,flat,sale,147.0,4,2,calle Tomillo,Madrid,San Lorenzo de El Escorial,Zaburdón - Monte Escorial,es,40.6045869,-4.1270083,False,https://www.idealista.com/inmueble/108833906/,"Agencia inmobiliaria en San Lorenzo de El Escorial INMOBILIARIA HOGARES San Lorenzo de El Escorial VENDE, en exclusiva, este comodo piso en El Zaburdón.  Presentamos esta oportunidad única en San Lorenzo de El Escorial, situado en la tranquila y codiciada zona de El Zaburdón. La vivienda cuenta con 4 habitaciones, ideal para familias o para quienes buscan espacio, 2 baños completos uno en suite, un amplio salón-comedor, una cocina independiente equipada, un patio interior comunitario de uso privativo y 2 plazas de garaje incluidas en el precio.  El Zaburdón es conocido por su ambiente residencial, sus parques y su proximidad a servicios como colegios, supermercados, y transporte público. Además, el fácil acceso a Madrid hace de esta ubicación una opción inmejorable para quienes buscan un equilibrio perfecto entre vida urbana y calidad de vida. HOGARES SAN LORENZO también ofrece financiación al 100% de su préstamo hipotecario, a través de nuestro departamento de intermediación financiera ""FINANHOGAR"", para hacer su compra aún más accesible. No dude en contactar para organizar una visita. Este anuncio no es vinculante, puede contener errores. Se muestra a título informativo y no contractual.",False,good,False,2143.0,True,True,False,False,[],False,False,315000.0,€,True,True,flat,,"Zaburdón - Monte Escorial, San Lorenzo de El Escorial",Piso en calle Tomillo,Destacado,bj,True,True,,,,,
102851970,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7a/f3/1b/1320264379.webp,W-02TMZQ,20,1150000.0,flat,sale,107.0,2,2,Carrera de San Jerónimo,Madrid,Madrid,Centro,es,40.4176711,-3.7002156,False,https://www.idealista.com/inmueble/102851970/,"Ático con terraza reformado de lujo frente al Four Seasons Engel & Völkers presenta este magnífico ático en zona prime de Centro. Se encuentra en un edificio clásico de 1920 rehabilitado íntegramente en el año 2003, para actualizarlo dotándolo de todo tipo de comodidades. La propiedad ha sido completamente reformada con calidades de lujo, cuidando los más mínimos detalles en sus acabados y diseño y aprovechando al máximo su espacio. Cuenta con un amplio salón comedor y una cocina abierta a él, dos dormitorios y dos baños, uno de ellos en suite y una espaciosa terraza totalmente amueblada. Tras pasar el umbral nos espera la acogedora y diáfana zona que ocupa el salón gracias a sus techos altos. Dispone de un comedor parcialmente separado de ella que se abre a la magnífica terraza; la cocina, abierta al salón, está separada de él por dos prácticas penínsulas. Ésta última se ofrece totalmente equipada con electrodomésticos de primera calidad y dotada de todo el menaje necesario para entrar a vivir. La zona privada nos lleva a los dos dormitorios de los que dispone el ático, uno de ellos con baño en suite y un segundo que da servicio al segundo dormitorio. Ambos espacios de descanso cuentan con amplios armarios empotrados, totalmente vestidos, que se suman a los que encontramos a lo largo del pasillo. Una propiedad tremendamente atractiva no sólo por sus características, como la espaciosa y agradable terraza con la que cuenta, sino también por su excelente ubicación, calidades y comodidad. Perfecta tanto para inversores como todo aquel que quiere entrar a vivir en la zona prime del centro de Madrid, y disfrutar de algunos de los principales centros de interés de la capital a tan sólo unos minutos a pié. Las propiedades se encuentran ubicadas en una zona prime del centro de Madrid, al situarse a escasos metros de la estilosa Plaza de Canalejas y de la popular Puerta del Sol, y a escasos minutos andando de algunas de las arterias más emblemáticas de la ciudad, como la Gran Vía o el Paseo del Prado. El barrio cuenta con una amplísima dotación de todos los servicios. En el plano cultural, nos encontramos con el Ateneo de Madrid, el Teatro Español y el Teatro Reina Victoria, entre otros. A nivel comercial, la oferta es inmejorable, ya que incluye desde grandes almacenes a establecimientos centenarios, sin olvidar las sucursales de la mayoría de las marcas de moda nacionales e internacionales. La selección de alojamientos, es igualmente amplia y comprende tanto hoteles gran lujo como alternativas más económicas. La propuesta gastronómica es de lo más variada e internacional también. En este sentido, el nuevo Centro Canalejas, icono del lujo en el corazón de la capital, se encuentra a escasos metros. En materia de comunicaciones, dispone de numerosas líneas de autobuses y varias estaciones de la red de metro y de Cercanías, además de varias paradas de taxi. En definitiva, una propiedad excepcional con calidades de lujo en zona prime del centro de Madrid.",False,good,False,10748.0,False,True,False,False,[],False,False,1150000.0,€,,,flat,,"Sol, Madrid",Piso en Carrera de San Jerónimo,Destacado,5,True,True,Sol,,,,
108193447,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/97/90/e2/1336926734.webp,DUQUE,30,339900.0,flat,sale,99.0,3,1,calle Duque de Medinaceli,Madrid,San Lorenzo de El Escorial,Centro - Casco Histórico,es,40.5909704,-4.1483593,False,https://www.idealista.com/inmueble/108193447/,"Agencia inmobiliaria en San Lorenzo de El Escorial INMOBILIARIA HOGARES San Lorenzo de El Escorial VENDE, en exclusiva, esta magnífica vivienda ubicada en una de las zonas más céntricas, tranquilas y demandadas del municipio, con excelente comunicación y todo tipo de servicios a escasos minutos: centros educativos, supermercados, farmacias, instalaciones deportivas y transporte público, lo que la convierte en una opción ideal tanto para familias como para quienes buscan comodidad y calidad de vida. El inmueble se sitúa en una tercera planta con ascensor. La vivienda cuenta con una superficie construida de 99 m2, distribuidos de forma funcional para aprovechar al máximo cada estancia. Dispone de tres dormitorios, un baño completo con bañera, y un amplio salón de 23 m2, muy luminoso, con impresionantes vistas despejadas hacia las Cuatro Torres de Madrid y el embalse de Valmayor, lo que aporta un valor añadido a esta propiedad. La cocina es independiente, totalmente funcional, y cuenta con acceso a un tendedero acristalado, que ofrece practicidad y espacio adicional. El recibidor es amplio. En cuanto a acabados, la vivienda presenta paredes con gotelé y suelos de parqué en salón y dormitorios, proporcionando calidez y estilo clásico. El estado general del inmueble es muy bueno, listo para entrar a vivir o actualizar al gusto del comprador. HOGARES SAN LORENZO también ofrece financiación al 100% de su préstamo hipotecario, a través de nuestro departamento de intermediación financiera ""FINANHOGAR"", para hacer su compra aún más accesible. Este anuncio no es vinculante, puede contener errores y se muestra a título informativo y no contractual.",False,good,False,3433.0,True,True,False,False,[],False,False,339900.0,€,,,flat,,"Centro - Casco Histórico, San Lorenzo de El Escorial",Piso en calle Duque de Medinaceli,Destacado,3,True,True,,,,,
107441198,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/93/64/1f/1312719592.webp,Peña Remendado,32,189900.0,flat,sale,62.0,2,1,calle Peña el Remendado,Madrid,El Escorial,Centro,es,40.5820822,-4.1289287,False,https://www.idealista.com/inmueble/107441198/,"Hogares El Escorial vende en Exclusiva. ¡Gran oportunidad en pleno corazón de El Escorial! Este piso cuenta con 2 habitaciones y un baño, es ideal tanto para quienes buscan tener su propio hogar como para inversores interesados en aprovechar su excelente potencial de alquiler. Te presentamos este encantador y acogedor piso, situado en una de las mejores ubicaciones de El Escorial, justo en el centro de la localidad. Con una distribución pensada para aprovechar al máximo cada rincón. Sus dos dormitorios, ambos con armarios empotrados que optimizan el almacenamiento, están llenos de luz natural, y un baño completo, ofreciendo un espacio ideal para parejas o pequeños hogares. La luz natural es una de sus grandes ventajas: gracias a las amplias ventanas, el sol inunda cada habitación, creando un ambiente cálido y agradable en todo momento del día. La distribución es funcional, aprovechando cada metro de manera eficiente, lo que hace de este piso un lugar perfecto para quienes buscan un hogar que combine confort y practicidad. Además, su ubicación en el centro te permite disfrutar de la cercanía a todos los servicios que El Escorial tiene para ofrecer, desde comercios y restaurantes hasta transporte público, todo a pocos minutos a pie. Este piso no solo es ideal para quienes buscan un hogar acogedor, sino también una excelente oportunidad para inversores que deseen aprovechar la demanda de viviendas en una zona tan solicitada. La propiedad ofrece muchas posibilidades tanto para vivir como para alquilar, lo que la convierte en una inversión inteligente. No dejes pasar la oportunidad de visitar este pequeño gran espacio en El Escorial. Ven a descubrir todo lo que tiene para ofrecer y hazlo tuyo. ¡Estamos seguros de que te enamorarás a primera vista! *Este anuncio no es vinculante, puede contener errores. Se muestra a título informativo y no contractual. *.",True,good,False,3063.0,True,True,False,False,[],False,False,189900.0,€,,,flat,,"Centro, El Escorial",Piso en calle Peña el Remendado,Destacado,bj,True,False,,,,,
