propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,detailedType.subTypology
108470575,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/28/c3/b9/1349351476.webp,MON DAVID,29,1,363500.0,flat,sale,113.0,True,4,2,calle Polonia,Madrid,Leganés,El Carrascal,es,El Carrascal,40.3384529,-3.7447026,False,https://www.idealista.com/inmueble/108470575/,"HOGARES LEGANÉS pone a la venta en exclusiva esta FANTÁSTICA VIVIENDA en una de las mejores zonas del barrio de El Carrascal. Ubicado en una primera planta, considerada 2ª. La vivienda de 113 M2 dispone de un hall recibidor, que distribuye la vivienda a salón y cocina. Su salón independiente con doble ventana que abre a una gran terraza completamente abierta. Dispone de 4 dormitorios totalmente independientes, 2 de ellos con armario empotrado y 2 cuartos de baño. Además dispone de una plaza de garaje en el bloque y un amplio trastero independiente. Destacar la gran luminosidad en la vivienda a lo largo del día. Dispone además de un portero durante 12 horas para la seguridad del bloque. Si buscas una vivienda muy amplia, con mucha luz, en una ubicación inmejorable estación de Renfe a 2 min, próxima a toda clase de servicios y comercios; parada de metro El Carrascal 5 min, paradas de autobús, supermercados, colegios, bares y restaurantes. ¡ESTA ES TU CASA! ¡No pierdas la oportunidad de visitar esta vivienda! ¡FINANCIACIÓN HASTA EL 100%!",False,good,False,True,3217.0,True,True,False,False,[],False,False,363500.0,€,370000.0,6500.0,2.0,True,True,flat,"El Carrascal, Leganés",Piso en calle Polonia,Destacado,
108846887,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7f/83/7c/1356848291.webp,,41,4,450000.0,penthouse,sale,138.0,True,2,1,calle del Transiberiano,Madrid,Colmenar Viejo,San Crispín - La Estación Consorcio,es,,40.6483609,-3.785563,False,https://www.idealista.com/inmueble/108846887/,"VENTA EN EXCLUSIVA CON HOGARES COLMENAR VIEJO Descubre este estupendo ático que te invita a entrar a vivir desde el primer momento. Con 138 m², este hogar cuenta con dos amplias habitaciones que ofrecen el espacio perfecto para descansar y relajarte. La luminosidad es uno de sus puntos fuertes, gracias a su orientación que permite disfrutar de la luz natural durante todo el día.  El baño, moderno y funcional, complementa perfectamente la distribución de este atractivo inmueble. Además, incluye dos plazas de garaje y un trastero, lo que añade un gran valor a la propiedad. Ubicado en una de las mejores zonas del municipio, tendrás acceso a amplias zonas comunes, jardines y una refrescante piscina donde disfrutar de los días soleados. Imagina compartir momentos inolvidables en las zonas verdes que rodean el edificio, ideales para pasear o hacer ejercicio al aire libre. Este ático es perfecto para quienes buscan un hogar en segunda mano, en buen estado y listo para ser habitado. No dejes pasar la oportunidad de vivir en un lugar que combina confort, estilo y una ubicación privilegiada. ¡Ven a visitarlo y enamórate de tu nuevo hogar! La vivienda cuenta con excelente comunicación mediante transporte público y acceso a las carreteras M-607 y M-40, facilitando los desplazamientos HIPOTECAS HASTA EL 100%.",True,good,False,True,3261.0,False,False,False,False,[],False,False,450000.0,€,,,,True,True,flat,"San Crispín - La Estación Consorcio, Colmenar Viejo",Ático en calle del Transiberiano,Destacado,penthouse
108620654,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f4/5e/41/1350180712.webp,893287,40,2,399000.0,flat,sale,82.0,True,3,1,avenida de Juan Andrés,Madrid,Madrid,Moncloa,es,Valdezarza,40.4670176,-3.721166,False,https://www.idealista.com/inmueble/108620654/,"Housfy vende piso en Moncloa, Madrid. Detalles del inmueble: - 2º planta exterior con ascensor en finca de 1965. - Admirable piso de 82 m2 en Valdezarza. (Los metros cuadrados están verificados con la Dirección General de Catastro) - Cálido salón-comedor con amplio espacio de luz natural, creando un precioso y único espacio. - Con una ventajosa cocina con todo lo necesario. - 3 habitaciones de buen tamaño y un baño completo. - Además dispone de armario empotrado. - Sistema de calefacción y aire acondicionado. - Suelos de parquet. -Buen comunicado con transporte público. Sobre la ubicación, si escoges este barrio para vivir tendrás todos los servicios esenciales que necesitarás para tu nueva vida. A escasos metros encontramos: centros educativos, centros de salud, parques, equipamientos deportivos y supermercados, farmacias, entre otros. No lo dudes más y contacta con nosotros para agendar una visita, conseguiremos la vivienda de tus sueños. Sobre nosotros Housfy es la plataforma integral de servicios inmobiliarios. Nuestra combinación de expertos y tecnología pone al alcance de todo el mundo servicios cómodos, claros y seguros. AICAT número: 7922 Nos encargamos de la gestión y asesoramiento de la compra. ¡Olvídate de todo! Hacemos los trámites por ti. Y, si además necesitas financiación, ponemos a tu disposición un bróker hipotecario para ayudarte a conseguir las mejores condiciones para tu perfil económico. ¿Tienes alguna duda? Pregúntanos sin compromiso o visítanos en housfy. com.",False,good,False,True,4866.0,True,True,False,False,[],False,False,399000.0,€,425000.0,26000.0,6.0,,,flat,"Valdezarza, Madrid",Piso en avenida de Juan Andrés,Destacado,
108516576,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b7/40/8f/1347241191.webp,,32,,549900.0,chalet,sale,234.0,,5,3,avenida de San Ignacio,Madrid,Manzanares el Real,,es,,40.7196324,-3.9398666,False,https://www.idealista.com/inmueble/108516576/,"¡HOGARES MANZANARES VENDE EN EXCLUSIVA ESPECTACULAR CHALET INDEPENDIENTE EN ""LA PONDEROSA! **Casa / Chalet Independiente en Venta - Ideal para Familias** Descubre este encantador chalet independiente de dos plantas, perfecto para quienes buscan un hogar espacioso y acogedor. Con 234 m² construidos y una parcela de 760 m², esta propiedad cuenta con un gran jardín que invita a disfrutar del aire libre y momentos inolvidables en familia.  En el interior, encontrarás dos amplios salones/comedores ideales para recibir a tus seres queridos. La cocina americana, práctica y funcional, se integra perfectamente en el espacio, haciendo de la cocina un lugar de encuentro. Además, dispone de cinco dormitorios con armarios empotrados, garantizando el confort y la organización que necesitas. La casa cuenta con tres baños, lo que facilita la vida diaria, y un despacho que ofrece un espacio ideal para trabajar desde casa. También incluye una plaza de garaje y un trastero, brindando soluciones de almacenamiento adicionales. La calefacción por bomba de frío/calor asegura un ambiente agradable durante todo el año. Construida en 1985, esta propiedad se encuentra en buen estado y lista para ser habitada. Con muy buena orientación, disfrutarás de luz natural en todas las estancias. No dejes pasar la oportunidad de hacer de este chalet tu nuevo hogar. ¡Contáctanos para más información y ven a verlo! ¡CONSEGUIMOS FINANCIACIÓN DE HASTA 100%, NO DUDES EN CONSULTAR CONDICIONES!",True,good,False,,2350.0,True,True,False,False,[],False,False,549900.0,€,,,,True,True,chalet,Manzanares el Real,Casa independiente en avenida de San Ignacio,Destacado,independantHouse
107874170,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/49/b2/ae/1344426455.webp,PR99559299,85,,1375000.0,chalet,sale,390.0,,6,6,Barrio Peñagrande,Madrid,Madrid,Fuencarral,es,Peñagrande,40.4801631,-3.7359402,False,https://www.idealista.com/inmueble/107874170/,"MAGNÍFICO CHALET ADOSADO DE ESQUINA CON MÁS DE 390 m², GRAN JARDÍN Y GARAJE, PUERTA HIERRO  Te presentamos esta espectacular vivienda, ideal para familias que buscan espacio, luz natural y tranquilidad, en una de las zonas residenciales más demandadas del norte de Madrid. Rodeada de zonas verdes, parques, prestigiosos colegios internacionales, centros deportivos, supermercados, y con excelente conexión mediante transporte público y acceso rápido a principales vías de comunicación como la M-30, M-40 y A-1.  Desde la entrada accedemos a un amplio y elegante vestíbulo que marca el carácter señorial de la vivienda. A continuación, encontramos un espacioso salón-comedor con chimenea, muy luminoso gracias a su orientación y con salida directa a una agradable terraza y al jardín privado. La cocina, en forma de L, es luminosa y práctica, con dos accesos que facilitan el día a día. Esta planta también cuenta con un dormitorio (actualmente habilitado como sala de estar) con armarios empotrados, ideal como despacho o cuarto de invitados, y un aseo de cortesía. La zona de descanso cuenta con cinco dormitorios: dos de ellos en suite, con baños completos y grandes ventanales, y tres dormitorios adicionales que comparten dos baños completos. Todas las habitaciones son exteriores y con armarios empotrados. Un espacio que ocupa toda la planta superior, con techos abuhardillados y múltiples usos posibles. Actualmente utilizado como biblioteca, dispone también de un baño completo, por lo que puede transformarse en zona de juegos, salón adicional, gimnasio o incluso nuevos dormitorios si se desea. La planta inferior ofrece aún más espacio habitable: un segundo salón ideal para reuniones familiares, un dormitorio adicional, un baño completo, una gran despensa, sala de lavado y garaje cerrado con capacidad para dos vehículos. La vivienda cuenta con un jardín consolidado que rodea la casa por tres de sus lados: la entrada principal, un lateral y una gran zona posterior, con espacio suficiente para instalar una piscina privada o crear un espectacular espacio chill-out. Ubicada en una de las zonas más tranquilas, seguras y exclusivas del norte de Madrid, perfecta para quienes buscan calidad de vida, entorno familiar y una excelente oferta de servicios y colegios a pocos minutos del centro. La zona combina la tranquilidad residencial con una excelente conectividad y cercanía a todo tipo de servicios. Ideal tanto como vivienda habitual como inversión a largo plazo. ^**^Este anuncio no es vinculante y puede contener errores. Se muestra a título informativo y no es contractual^**^ ***NO COBRAMOS COMISIÓN AL COMPRADOR.",True,good,False,,3526.0,True,False,True,False,[],False,False,1375000.0,€,,,,True,True,chalet,"Peñagrande, Madrid",Chalet pareado,Destacado,semidetachedHouse
108460773,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/08/95/74/1358545198.webp,RP1332025138781,56,5,499000.0,flat,sale,61.0,False,2,1,calle de Apodaca,Madrid,Madrid,Centro,es,Chueca-Justicia,40.4283795,-3.701998,False,https://www.idealista.com/inmueble/108460773/,"Encantadora vivienda en Justicia – Luminosidad y ubicación privilegiada Ubicada en la prestigiosa calle Apodaca, en el corazón del distrito Justicia, esta vivienda en quinta planta con ascensor ofrece una combinación perfecta de historia y confort moderno. Situada en un edificio clásico de 1900, conserva el encanto arquitectónico de la época, pero con todas las comodidades actuales. La vivienda cuenta con una superficie de 61 m², distribuida en dos dormitorios, salón, cocina y baño. Todas las estancias disponen de ventana, lo que garantiza una excelente luminosidad y ventilación natural. Se encuentra en perfecto estado para entrar a vivir, con puertas lacadas en blanco, suelo de tarima y paredes lisas, ofreciendo un ambiente cálido y acogedor. El edificio está en óptimas condiciones, con la Inspección Técnica de Edificios (ITE) y el Informe de Evaluación del Edificio (IEE) en perfecto estado, lo que garantiza su mantenimiento y seguridad. La ubicación es inmejorable, en una zona residencial tranquila pero con acceso a una amplia oferta de ocio y servicios. Justicia es uno de los barrios más exclusivos y vibrantes de Madrid, con una gran variedad de restaurantes, cafeterías, boutiques y espacios culturales. Además, la vivienda está perfectamente comunicada con varias líneas de metro y autobuses, facilitando el acceso a cualquier punto de la ciudad. Si buscas un hogar con encanto, luz y una ubicación privilegiada, esta es tu oportunidad. Contáctanos para más información y visita personalizada. Nos encontramos en calle Hortaleza 59, también puedes localizarnos en el o whatsapp en el No pierdas la oportunidad.",False,good,False,True,8180.0,True,False,False,False,[],False,False,499000.0,€,510000.0,11000.0,2.0,,,flat,"Chueca-Justicia, Madrid",Piso en calle de Apodaca,Destacado,
108520625,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f5/1e/0e/1347363329.webp,886777,26,bj,519000.0,flat,sale,113.0,True,1,1,calle de Velarde,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.427341,-3.703654,False,https://www.idealista.com/inmueble/108520625/,"Housfy vende local con posibilidad de cambio de uso a vivienda en Malasaña. Posibilidad de cambio de uso. Primera fase gestionada. Te presentamos este espacioso local de 113 m², ideal para dar vida al negocio que siempre has soñado o a tu vivienda a pocos metros de la plaza de Malasaña. Con opción de segregación. Su excelente ubicación en el barrio de Malasaña, una de las zonas más dinámicas y consolidadas del Centro de Madrid, lo convierte en una oportunidad única. Construido en 1900. Consta de 113 m2 muy bien distribuidos. Características del inmueble: - Espacioso local de 113 m2 en Malasaña. (Los metros cuadrados están verificados con la Dirección General de Catastro) - Rodeado de todo tipo de comercios, mercados, farmacias y servicios.  - Cuenta con una distribución diáfana, lo que permite una gran versatilidad para adaptarlo a múltiples tipos de actividad comercial. - Baño completo. - Además, dispone de salida de humos, siendo una opción perfecta para negocios de restauración o gastronomía. -El local puede requerir algunas adecuaciones según el tipo de proyecto a desarrollar. -Sótano abovedado de ladrillo original. Con todos los servicios que puedas necesitar para facilitar tus días en todo momento. No lo dudes más y contacta con nosotros para agendar una visita, conseguiremos la vivienda de tus sueños. El precio de venta no incluye gastos de la compraventa como notaría, registro, impuestos, ni tampoco honorarios agencia. Esta publicación no es vinculante. Consulta siempre la nota simple con Housfy antes de formalizar la compraventa. Sobre nosotros. Housfy es la plataforma integral de servicios inmobiliarios. Nuestra combinación de expertos y tecnología pone al alcance de todo el mundo servicios cómodos, claros y seguros. AICAT número: 7922. Nos encargamos de la gestión y asesoramiento de la compra. ¡Olvídate de todo! Hacemos los trámites por ti. Y, si además necesitas financiación, ponemos a tu disposición un bróker hipotecario para ayudarte a conseguir las mejores condiciones para tu perfil económico. ¿Tienes alguna duda? Pregúntanos sin compromiso o visítanos en housfy. com.",False,renew,False,True,4593.0,True,True,False,False,[],False,False,519000.0,€,549000.0,30000.0,5.0,,,flat,"Malasaña-Universidad, Madrid",Piso en calle de Velarde,Destacado,
108265599,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/73/bc/d4/1358686285.webp,WGI00927,38,bj,440000.0,flat,sale,163.0,True,4,2,Miramadrid,Madrid,Paracuellos de Jarama,Miramadrid,es,,40.5025755,-3.5108906,False,https://www.idealista.com/inmueble/108265599/,"WeGet Inmobiliaria (WGI) VENDE en exclusiva VIVIENDA de 4 HABITACIONES, en PARACUELLOS DEL JARAMA (MIRAMADRID). Se trata de un BAJO, que se compone de un amplio salón con un GRAN PATIO, cocina con tendedero, cuatro habitaciones y dos baños. Los acabados son de excelente calidad, así como los electrodomésticos instalados. El salón es muy amplio y luminoso, con una gran zona de estar. Además cuenta con salida a el patio delantero, con vistas a la avenida. La cocina se encuentra totalmente amueblada y equipada, y es zona de paso hacia una de las habitaciones, junto con un baño completo. Consta de una habitación doble, con baño en suite y otras tres habitaciones individuales. Además de contar con plaza de GARAJE y TRASTERO. Además el inmueble está en una EXCELENTE UBICACIÓN. Con diferentes posibilidades de transporte, tanto público (autobuses,. ), como privado. Se encuentra a escasos metros de comercios de todo tipo, así como servicios diversos. Ven a ver este precioso inmueble y pondremos a tu disposición nuestro equipo de expertos inmobiliarios, así como asesoramiento fiscal y legal en la operación. CONSEGUIMOS HASTA EL 100% DE FINANCIACIÓN.",True,good,False,True,2699.0,True,False,False,False,[],False,False,440000.0,€,465000.0,25000.0,5.0,True,True,flat,"Miramadrid, Paracuellos de Jarama",Piso,Destacado,
108502764,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fc/22/7e/1347693247.webp,,31,,450000.0,chalet,sale,240.0,,2,2,Hispanoamérica - Comunidades,Madrid,Valdemoro,Hispanoamérica - Comunidades,es,,40.1867781,-3.6840025,False,https://www.idealista.com/inmueble/108502764/,"**Casa Chalet en Venta - Ideal para Tu Familia** Este encantador chalet de 240 m² construidos es perfecto para quienes buscan comodidad y estilo. En la planta sótano, encontrarás un garaje con capacidad para un coche, un baño completo, un amplio trastero y estanterías que ofrecen un sinfín de posibilidades. Además, podrás relajarte en la sauna después de un largo día. La planta baja cuenta con una cocina independiente y un acogedor salón que se conecta con un amplio patio donde disfrutarás de una refrescante piscina en los días soleados.  En la primera planta, se encuentran dos dormitorios grandes, perfectos para el descanso y equipados con armarios empotrados. También hay un cuarto de baño que complementa perfectamente esta zona. Y si necesitas más espacio, la buhardilla ofrece múltiples opciones para adaptar a tus necesidades. Con aire acondicionado en toda la vivienda, este chalet garantiza confort durante todo el año. ¡Contáctanos para más información y ven a visitarlo!",False,good,False,,1875.0,True,False,False,False,[],False,False,450000.0,€,,,,True,True,chalet,"Hispanoamérica - Comunidades, Valdemoro",Chalet pareado,Destacado,semidetachedHouse
108561400,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0c/e7/d7/1352123409.webp,123 CI,32,8,379900.0,flat,sale,126.0,True,4,2,El Carrascal,Madrid,Leganés,El Carrascal,es,El Carrascal,40.3359426,-3.7452053,False,https://www.idealista.com/inmueble/108561400/,"Agencia inmobiliaria de Leganés zona El Carrascal Tecnocasa Estudio Ciudad De Leganes VENDE piso de 126 m2 distribuido en salón independiente, cocina con tendedero, cuatro dormitorios (ahora 3), dos baños, terraza grande en octava planta muy luminosa con orientación oeste y 5 minutos de metro L12 'El Carrascal' y a escasos 5 min. C. C. Parque Sur y Renfe Zarzaquemada. Con amplios dormitorios y hay espacio suficiente para toda la familia. Además, dispone de dos baños tambien amplios y terraza en esquina, ideal para relajarse al final del día. La orientación este garantiza luz natural durante la mañana, creando un ambiente cálido y acogedor. La vivienda es accesible para personas con movilidad reducida, lo que la convierte en una opción ideal para todos. Situada a solo 3 minutos de la estación de metro L12 'El Carrascal' y a 5 minutos del C. C. Parque Sur y Renfe Zarzaquemada, tendrás todo lo que necesitas a tu alcance. No te pierdas esta oportunidad única de vivir en un entorno cómodo y bien comunicado. Con calefacción central, aire acondicionado y armarios empotrados, este piso está listo para convertirse en tu nuevo hogar. ¡Ven a visitarlo y déjate enamorar! Para más información contacta con nosotros al número de teléfono sin ningún tipo de compromiso y concierta una cita en la que además de conocer la vivienda te informará sobre las condiciones de financiación actuales, uno de nuestros asesores financieros de Kiron.",True,good,False,True,3015.0,True,False,False,False,[],False,False,379900.0,€,395000.0,15100.0,4.0,,,flat,"El Carrascal, Leganés",Piso en El Carrascal,Destacado,
