propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,neighborhood,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.subTypology,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,parkingSpace.parkingSpacePrice
108537739,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/30/08/bc/1347842054.webp,NAV4769,32,1,290000.0,flat,sale,90.0,True,3,2,calle de la Doctora,Madrid,Navalcarnero,Centro,es,40.2912834,-4.0151841,False,https://www.idealista.com/inmueble/108537739/,"¡Descubre este luminoso y reformado piso de 90 metros cuadrados que te ofrece comodidad y estilo en un entorno céntrico! Con tres dormitorios amplios y dos baños completos, esta vivienda es perfecta para familias o quienes buscan espacio y funcionalidad. La propiedad cuenta con aire acondicionado y calefacción eléctrica de sistema individual, garantizando un ambiente agradable en cualquier estación del año. La cocina está completamente amueblada, ideal para mayor comodidad. Sus ventanas de aluminio con doble acristalamiento Climalit y sus suelos de gres aportan eficiencia energética y un acabado moderno. La puerta blindada, las puertas interiores lacadas en blanco y la pintura lisa aportan seguridad y un toque de elegancia. Además, podrás disfrutar de una terraza con césped artificial y soleada, perfecta para momentos de relax o reuniones con amigos. La vivienda se encuentra dispone de placas solares lo que supone en enorme ahorro energético, se entrega no amueblada, y en un estado óptimo y listo para entrar a vivir, este piso combina funcionalidad y confort en una ubicación privilegiada. Descubre nuestras ofertas en.",False,good,False,False,3222.0,False,False,False,False,[],False,False,290000.0,€,flat,"Centro, Navalcarnero",Piso en calle de la Doctora,Destacado,,,,,,,,
107991500,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/da/d1/18/1330467684.webp,TUEST0002,11,2,239000.0,studio,sale,40.0,False,0,1,calle de Clara del Rey,Madrid,Madrid,Chamartín,es,40.4432991,-3.6712464,False,https://www.idealista.com/inmueble/107991500/,"Estudio reformado en Chamartín Se vende estudio interior de 40 m², totalmente reformado, ubicado en una segunda planta de una finca representativa en el distrito de Chamartín, Madrid. La vivienda no cuenta con habitaciones independientes, lo que permite aprovechar al máximo el espacio disponible y ofrece una distribución abierta y moderna. Dispone de una cocina americana, muy funcional y bien integrada en el ambiente. Este inmueble no cuenta con sistema de calefacción. Al ser interior, es una vivienda tranquila, ideal para quienes buscan descanso sin ruidos del exterior. La finca en la que se encuentra destaca por su entrada señorial, lo que le aporta un toque de distinción. Además, cuenta con portero físico, dos ascensores y se encuentra en una zona bien comunicada, con todos los servicios al alcance. Ideal como inversión o primera vivienda en una de las zonas más demandadas de la capital. [IW].",False,good,False,True,5975.0,False,False,False,False,[],False,False,239000.0,€,flat,"Prosperidad, Madrid",Estudio en calle de Clara del Rey,Destacado,Prosperidad,245000.0,6000.0,2.0,studio,,,
108508668,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c7/a3/ce/1347002153.webp,PRO1602,23,2,255000.0,flat,sale,98.0,True,5,2,Los Molinos,Madrid,Los Molinos,,es,40.7133747,-4.0746871,False,https://www.idealista.com/inmueble/108508668/,"Ponemos a la venta bonito piso en el centro del municipio de Los Molinos, en plena Sierra de Guadarrama. Su ubicación, permite ir andando a cualquier zona del pueblo y posee, a menos de un minuto, la parada de autobuses directos a Madrid. La vivienda se encuentra en la segunda planta de un edificio emblemático de Los Molinos.  Posee una superficie construida de 103 m2 y útil de 95 m2.  En la actualidad posee hall de entrada, 5 habitaciones, 1 cuarto de baño, aseo, cocina y un espléndido balcón con vistas a la Sierra.  La distribución es la siguiente: se accede a través de un hall recibidor. La cocina, dos habitaciones dobles, despacho y cuarto de baño completo, salen de dicho recibidor. Éste, da también acceso al salón comedor, que está comunicado con el resto de las habitaciones, tal y como se muestra en el reportaje fotográfico. En la habitación principal, o de matrimonio, los propietarios convirtieron el aseo en zona de almacenamiento, no obstante, se podría reconvertir a su estado original. La vivienda posee mucha luz. Todas las estancias son exteriores. El municipio de Los Molinos, cuenta con todos los servicios a su alcance, colegios, supermercados, excelente red de transportes, centro médico, etc.  Para más información, no dude en contactar con nosotros.",False,good,False,False,2602.0,False,False,False,False,[],False,False,255000.0,€,flat,Los Molinos,Piso,Destacado,,,,,,,,
107768914,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4e/6a/8a/1323250121.webp,V14412.1,13,,3200000.0,chalet,sale,650.0,,5,8,Barrio El Monte,Madrid,Torrelodones,Los Peñascales,es,40.5771235,-3.8917373,False,https://www.idealista.com/inmueble/107768914/,"TORRELODONES. CHALET EN CONSTRUCCIÓN ESPECTACULAR! CON ACABADOS DE LUJO. Descubre el que será tu nuevo hogar, un exclusivo chalet ubicado en una parcela de casi 1800 m² con unas vistas prodigiosas. Construido en tres plantas, con sus más de 600 m² donde podrás disfrutar sus amplios espacios. Un salón comedor de casi 90 m² ideal para grandes reuniones familiares o de amigos donde ir creando recuerdos. Espaciosos dormitorios con baños, gimnasio, una terraza idílica desde la que se podrá acceder desde diferentes estancias y divisar la sensacional piscina con efecto infinito disfrutando de unos atardeceres únicos.",False,good,False,,4923.0,True,False,False,False,[],False,False,3200000.0,€,chalet,"El Monte, Torrelodones",Casa independiente,Destacado,El Monte,,,,independantHouse,True,True,
108423909,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fc/c5/c3/1345670388.webp,,41,3,879000.0,penthouse,sale,199.0,True,4,3,calle Galeón,Madrid,Majadahonda,Golf - El Carralero,es,40.4602811,-3.8767667,False,https://www.idealista.com/inmueble/108423909/,"ADG HOME Real Estate presente en exclusiva Ático dúplex reformado con gran terraza en una de las mejores urbanizaciones de Majadahonda. ¿Buscas un ático con espacio, luz y una gran terraza donde disfrutar al aire libre? Esta vivienda te va a encantar. Se trata de un exclusiva propiedad de 4 dormitorios, ubicada en una urbanización privada con piscina, zonas verdes, instalaciones deportivas y áreas infantiles, en una de las zonas más demandadas de Majadahonda. En la planta principal encontrarás un hall de entrada que da paso a un amplio salón-comedor. La cocina, reformada por completo, destaca por su diseño moderno con isla central y acabados de alta gama totalmente equipada. En esta planta también hay un dormitorio secundario y el dormitorio principal, ambos con armarios empotrados, además de dos baños reformados (uno de ellos en suite). En la planta superior, se ubican dos dormitorios más, ambos con armarios empotrados, y un baño completo para darles servicio. Uno de los dormitorios tiene una excelente distribución que permite zona de descanso y espacio de estudio. La terraza es uno de los grandes atractivos de esta vivienda: amplia, cómoda, con zona de lavado y barra instalada, perfecta para disfrutar en cualquier época del año. La vivienda ha sido objeto de una reforma integral: suelos de tarima de alta calidad, baños y cocina actualizados, aire acondicionado en todas las estancias, armarios completamente vestidos y ventanas con doble acristalamiento. Además, incluye una plaza de garaje de gran tamaño y trastero. Una casa pensada para quienes valoran el confort, la tranquilidad y el espacio sin renunciar a una excelente ubicación y zonas comunes inmejorables. ¿NECESITAS FINANCIACIÓN? ADG HOME te ofrece hasta un 100% de financiación para tu hipoteca, con asesoría personalizada y respaldada por nuestra inscripción ante el Banco de España. Te brindamos asesoría jurídica y fiscal especializada para que aproveches al máximo las oportunidades del mercado.  ¿ESTÁ PENSANDO EN VENDER SU INMUEBLE? En ADG HOME le ofrecemos un servicio integral y personalizado para la venta de su propiedad. Con más de 7 años de experiencia en el sector inmobiliario, nuestro equipo de expertos se encargará de realizar una valoración precisa y gratuita de su inmueble, asegurando que obtenga el mejor precio del mercado. ¡Contáctanos ahora!",True,good,False,True,4417.0,False,False,False,False,[],False,False,879000.0,€,flat,"Golf - El Carralero, Majadahonda",Ático en calle Galeón,Destacado,,899000.0,20000.0,2.0,penthouse,True,True,
108724129,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1a/be/76/1353235969.webp,,32,2,1950000.0,flat,sale,178.0,True,3,3,Barrio Ibiza,Madrid,Madrid,Retiro,es,40.4223478,-3.6781166,False,https://www.idealista.com/inmueble/108724129/,"Exclusiva vivienda de lujo frente al Retiro  Vivienda, completamente reformada con las más altas calidades, combina elegancia contemporánea y funcionalidad en un entorno lleno de luz natural, gracias a su orientación sur y sus grandes ventanales. El espacio se articula en una sofisticada zona social con una cocina de diseño abierta con gran isla de mármol integrada con el comedor-salón y salida directa a una terraza con vistas al Retiro, perfecta para disfrutar del atardecer. Los suelos de roble francés, los techos altos de 2,80 metros y la iluminación natural elevan cada estancia a un nivel de diseño excepcional. La vivienda cuenta con dos amplios dormitorios principales en suite con baños, lavabos en mármol y madera natural, y un tercer dormitorio polivalente, ideal como despacho, vestidor o dormitorio adicional. Incluye domótica de última generación, climatización y calefacción individualizada por estancias, sistema de sonido de alta definición perfecto para acompañar a un proyector y dos trasteros con acceso directo desde la vivienda (a través de la puerta de servicio independiente). También hay opción de plaza de garaje. Cada mueble ha sido diseñado a medida para esta vivienda, y todo el mobiliario está incluido en la venta, permitiendo disfrutar desde el primer día de un hogar perfectamente equipado y armonizado. Ubicada en una finca representativa en un entorno rodeado de los mejores restaurantes, boutiques, galerías de arte y servicios premium de la ciudad y a tan solo 1 minuto del retiro caminando. Un piso irrepetible para quienes buscan vivir Madrid con la máxima calidad, estilo y comodidad.",False,good,False,True,10955.0,True,False,False,False,[],False,False,1950000.0,€,flat,"Ibiza, Madrid",Piso,Destacado,Ibiza,,,,,True,False,55000.0
108803157,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7b/e7/3d/1355598060.webp,COM1513,19,2,290000.0,flat,sale,83.0,True,3,1,Barrio Vista Alegre,Madrid,Madrid,Carabanchel,es,40.3890516,-3.7441167,False,https://www.idealista.com/inmueble/108803157/,"GLOBALPISO CARABANCHEL VISTA ALEGRE vende en exclusiva estupendo piso en 2º planta de 83 m2 distribuidos en amplio salon con aire acondicionado y salida a terraza abierta exterior, 3 dormitorios amplios con posibilidad de 4, cocina amueblada y equipada, baño con plato de ducha, mampara y ventana. Suelos de parquet, ventanas de aluminio, calefaccion por gas natural individual y tendedero descubierto. Exterior e interior muy luminoso. Excelente zona con todos los servicios, metro carpetana (linea 6) a 2 minutos y metro carabanchel (linea 5) a 8 minutos, tambien la zona cuenta con autobuses EMT (17-N17) Globalpiso nunca solicitará documentación ni dinero sin haber realizado antes una visita a la vivienda. *Ofrecemos financiación del 100% a través de nuestro departamento financiero, H2b Hipotecas. La aprobación de la financiación está sujeta a las condiciones de la entidad financiera y se evaluará el perfil y solvencia del cliente. *De conformidad con el Artículo 6 del RD 515/1989, de 21 de abril, informamos a los clientes que los gastos notariales, registrales, Impuesto de Transmisiones Patrimoniales (I. T. P. ) gastos financieros e intermediación inmobiliaria y otros gastos inherentes a la compraventa no están incluidos en el precio de venta de la vivienda. ""Se cumplen todos los requisitos y derechos referidos en la Ley 12/2023 por el Derecho a la Vivienda"".",False,good,False,False,3494.0,False,False,False,False,[],False,False,290000.0,€,flat,"Vista Alegre, Madrid",Piso,Destacado,Vista Alegre,,,,,,,
103924079,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b3/fd/41/1204382903.webp,0833,54,,576000.0,chalet,sale,196.0,,4,2,calle Zorzales,Madrid,Serracines,,es,40.6438785,-3.4146527,False,https://www.idealista.com/inmueble/103924079/,"Espectacular casa independiente en la urbanización Jardín de Serracines. Edificada en una sola planta con las mejores calidades como cimentación, construcción y estructuras, esta vivienda de 196m² construidos sobre solar de 5.280m². Cuenta con 4 dormitorios, 2 baños, piscina privada, zona de recreo infantil, barbacoa y garaje cerrado. La casa cuenta con la siguiente distribución: Porche techado de 21m² perfecto para disfrutar del paisaje, hall recibidor, gran salón comedor de 38m² dotado de chimenea con cassette y electroventilador para distribución de calor y extracción de humos. Amplia cocina amueblada y equipada con electrodmésticos básicos. A través del pasillo podemos acceder tanto al garaje de 57m², como a los 4 dormitorios dobles. El dormitorio principal es tipo suite, dotado de baño completo con plato de ducha. Encontramos otro baño completo que también dispone de plato de ducha con mampara. En la gran parcela de 4.570m² contamos con diversos espacios bien diferenciados como la zona de recreo infantil, jardín con rosales, arbustos, árboles ornamentales y frutales dotada de riego automático. Zona de barbacoa con toldo justo al lado de la piscina de 50m², un especio excelente para disfrutar de la familia o de eventos especiales. Zona de rodado de vehículos y peatonal solada. En la parte delantera de la vivienda disponemos de un bonito jardín con césped natural y vaya ornamental en blanco. Contamos con un techado para 2 vehículos. Caseta de madera de 15m² perfecta como trastero o cuarto de aperos. Puerta cochera automática. Excelentes calidades en toda la vivienda: Paredes dobles con cámara de aire de 15cm, ladrillo exterior macizo, calefacción en toda la vivienda. ventanas de aluminio oscilobatientes con rejas, riego por goteo en toda la parcela, agua de pozo comunitario apta para regadío. Situada en una zona idílica rodeada de naturaleza y tranquilidad, pero a tan solo 15 minutos de Alcalá de Henares y Torrejón. No busque mas y venga a ver esta fabulosa vivienda o llámenos para mas información. NO COBRAMOS HONORARIOS A LA PARTE COMPRADORA.",False,good,False,,2939.0,False,False,False,False,[],False,False,576000.0,€,chalet,Serracines,Casa independiente en calle Zorzales,Destacado,,,,,independantHouse,True,True,
107373097,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a8/11/c3/1353988985.webp,PIS0498,43,,275000.0,flat,sale,86.0,True,2,1,calle San Antonio,Madrid,Ciempozuelos,Casco Antiguo norte,es,40.1617751,-3.6184578,False,https://www.idealista.com/inmueble/107373097/,"¡OPORTUNIDAD UNICA PARA INVERSORES!  Venta de 3 viviendas, sólo las tres en conjunto. (No por separado). 1. PISO DE DOS DORMITORIOS  Presentamos este magnífico piso de 86 m², cuenta con dos dormitorios, dos baños (uno completo y un aseo), y una cocina individual. Los armarios empotrados ofrecen un almacenamiento eficiente. El piso se encuentra en buen estado y está situado en la primera planta de un edificio con ascensor. La calefacción electrica garantiza confort. 2. ESTUDIO A  Se trata de un estudio de 26 m2, está en buen estado y está situado en la tercera planta de un edificio con ascensor. La calefacción electrica bomba frio/calor garantiza confort durante todo el año. Tiene terraza de 19m2. 3. ESTUDIO B  Vivienda de 22 m2, excelente estado, situado en la tercera planta de un edificio con ascensor. La calefacción es electrica. Ademas tiene trastero y una terraza para disfrutar los dias soleados.  La 3 viviendas se encuantran muy bien ubicadas, en una zona de alta demanda. Con un contrato de alquiler vigente y en rentabilidad, estos inmuebles es una inversión segura.   No pierdas la oportunidad de adquirir estos inmuebles que combina comodidad, rentabilidad y una ubicación inmejorable.  SIN COMISION AL COMPRADOR  ¡Contáctanos para más información y asegura tu inversión! [IW].",False,good,False,True,3198.0,False,False,False,False,[],False,False,275000.0,€,flat,"Casco Antiguo norte, Ciempozuelos",Piso en calle San Antonio,Destacado,,,,,,,,
108221383,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/94/f4/0f/1353496542.webp,16177,19,3,615000.0,flat,sale,132.0,False,3,2,avenida de la Ermita,Madrid,La Moraleja,Arroyo de la Vega,es,40.5368807,-3.6383123,False,https://www.idealista.com/inmueble/108221383/,"Maravilloso piso de 3 habitaciones y 2 baños, en Alcobendas.    132 m2 construidos. 107 m2 útiles. Orientación Sur - Este.    Terraza de 5 m2 con acceso desde salón y habitación principal.    Cocina con office.    Calefacción con gas natural y aire acondicionado por conductos.    Dispone de una plaza de garaje y trastero.    3 piscinas, gimnasio, zona ajardinada, parque infantil y sala común.    Portero físico 24 horas.    Ascensor y acceso adaptado a personas con capacidad de movilidad reducida.    NO PIERDA ESTA OPORTUNIDAD Y CONTACTE CON NOSOTROS PARA REALIZAR UNA VISITA.    Daurum Estate ofrece conseguir la mejor financiación a su medida hasta el 100% del valor de compra venta sea nuestra la vivienda o no.    INFORMACIÓN SIN COMPROMISO en el mismo número de teléfono del anuncio.    Además, posibilidad de servicio de reformas para acomodar la vivienda a su gusto.",False,good,False,True,4659.0,False,False,False,False,[],False,False,615000.0,€,flat,"Arroyo de la Vega, La Moraleja",Piso en avenida de la Ermita,Destacado,,,,,,True,True,
