propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,parkingSpace.parkingSpacePrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
104139395,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/58/50/31/1211013249.webp,17,bj,1150000.0,duplex,sale,257.0,True,3,2,calle de San Marcos,Madrid,Madrid,Centro,es,Chueca-Justicia,40.4238459,-3.7013039,False,https://www.idealista.com/inmueble/104139395/,"BH Vende este loft duplex que se encuentra en el corazón de Madrid, en una ubicación privilegiada en la zona centro.  Planta baja: El loft está situado en la planta baja, lo que facilita el acceso y proporciona comodidad. El edificio tiene un encanto histórico y arquitectónico. Sus características clásicas añaden un toque especial. Techos altos: Los techos altos crean una sensación de amplitud y luminosidad en el espacio. El loft ofrece espacios abiertos y diáfanos, perfectos para adaptarlos a tus necesidades.  Puede ser un lienzo en blanco para tu creatividad!",False,good,False,True,4475.0,False,False,False,False,[],False,False,1150000.0,€,flat,duplex,"Chueca-Justicia, Madrid",Dúplex en calle de San Marcos,,,,,,,
106730130,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/95/c4/d9/1292255239.webp,13,,1459000.0,flat,sale,97.0,True,2,2,calle del General Pardiñas,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4255567,-3.6791537,False,https://www.idealista.com/inmueble/106730130/,"Domus Aurea Capital presenta este elegante piso a escasos metros del parque del Retiro, en la calle General Pardiñas. Vivienda de 95m2 situada en la quinta planta exterior, se encuentra recién reformada y a estrenar. Dispone de un hall con armario gabanero, amplio salón-comedor con un balcón a la calle, cocina abierta completamente equipada, un dormitorio principal de amplio tamaño con gran capacidad de almacenaje y dos balcones a la calle y baño en suite, y un segundo dormitorio doble, además de un segundo baño completo. Domus Aurea Capital es una agencia inmobiliaria especializada en la intermediación, construcción y gestión de activos inmobiliarios en las zonas prime de Madrid y alrededores. La mayoría de las propiedades que tenemos disponibles no están publicadas en los portales inmobiliarios, para conocerlas todas consulta nuestra web.",False,good,False,True,15041.0,True,False,False,False,[],False,False,1459000.0,€,flat,,"Goya, Madrid",Piso en calle del General Pardiñas,4676,,,,,,
108377090,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a9/18/a5/1342732949.webp,26,1,1350000.0,flat,sale,121.0,False,2,2,"calle de Recoletos, 21",Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4215581,-3.6890673,True,https://www.idealista.com/inmueble/108377090/,"¡Oportunidad única en la mejor zona de Salamanca! Este espectacular bajo (altura deprimiera planta) de 120 m² se encuentra en una ubicación privilegiada, rodeado de todos los servicios y comodidades que ofrece la zona. La propiedad cuenta con un amplio y luminoso salón que se integra a una cocina tipo office, ideal para disfrutar de momentos en familia o con amigos. Sus grandes ventanas en cada estancia permiten que la luz natural inunde el espacio, creando un ambiente cálido y acogedor. Dispone de dos cuartos en suite, perfectos para garantizar la privacidad y el confort de sus residentes. Además, da a un patio de la comunidad, lo que añade un toque de tranquilidad en medio del bullicio de la ciudad. No pierdas la oportunidad de adquirir este magnífico inmueble que combina luminosidad, comodidad y una ubicación inmejorable. ¡Ven a visitarlo! [IW].",False,good,False,True,11157.0,True,False,False,False,[],False,False,1350000.0,€,flat,,"Recoletos, Madrid","Piso en calle de Recoletos, 21",AP0026,,,,,,
108093984,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5b/f6/a3/1333625663.webp,7,3,3500000.0,flat,sale,299.0,True,5,5,Barrio Castellana,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.4336184,-3.6812463,False,https://www.idealista.com/inmueble/108093984/,"¡Descubre tu nuevo hogar en el prestigioso distrito de Salamanca! Este espectacular piso ha sido recientemente reformado y esta listo para entrar a vivir. Su diseño combina el encanto atemporal de lo clásico con acabados contemporáneos, creando un espacio cómodo, sofisticado y funcional. Consta de cinco dormitorios de generosas dimensiones y cinco baños, lo que la convierte en una opción ideal para familias grandes o quienes valoran disponer de espacio adicional para invitados. Ubicada en una planta alta y con orientación sur, la propiedad goza de excelente luminosidad natural. El edificio mantiene una elegante arquitectura tradicional y ofrece servicios como portero físico y ascensor. La vivienda se entrega amueblada y equipada con cocina moderna, armarios empotrados en todas las estancias, aire acondicionado y calefacción individual por gas, lo que asegura confort en cualquier época del año.  Situada en una de las zonas más codiciadas de Madrid, la vivienda se encuentra rodeada de boutiques de lujo, restaurantes gourmet, centros de negocios y excelentes conexiones de transporte público. ¡No pierdas la oportunidad de vivir en una de las zonas más exclusivas de la ciudad!",False,good,False,True,11706.0,False,False,False,False,[],False,False,3500000.0,€,flat,,"Castellana, Madrid",Piso,df84cd54-f6e9-46d2-b2ec-80a14397d13c-0,,,,,,
108621594,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/07/be/8a/1350208642.webp,54,,330000.0,chalet,sale,175.0,,5,2,avenida Bruselas,Madrid,Eurovillas,,es,,40.361454,-3.2655478,False,https://www.idealista.com/inmueble/108621594/,"DSI-V2510. Chalet Independiente. Eurovillas. Nuevo Baztán.Madrid.  !Te presentamos la oportunidad de diseñar la vida que siempre has querido! Imagina un lugar donde cada amanecer te regala el suave murmullo de la naturaleza y cada atardecer pinta el cielo con colores que solo los entornos más puros pueden ofrecer.  En el corazón de la urbanización Eurovillas, en Nuevo Baztán, Madrid, te espera esta joya: un chalet independiente de sólida construcción, listo para transformarse en tu refugio ideal, con una amplia parcela que invita a la creatividad y una refrescante piscina que promete risas y momentos inolvidables.  Disfruta de la privacidad de tu parcela, donde la piscina se convertirá en el centro de tus veranos, el lugar perfecto para refrescarte, jugar con los niños o simplemente relajarte bajo el sol. ¿Y qué decir de las barbacoas con amigos y familia? Prepara tus mejores recetas y crea recuerdos inolvidables en tu propio jardín. Tú hogar es mucho más que cuatro paredes. ¿Alguna vez soñaste con una cocina de revista, un baño tipo spa o un salón con la chimenea perfecta para las noches de invierno? La ventaja de adquirir un chalet a reformar es precisamente esa: la libertad total de diseñar cada rincón a tu gusto. Podrás elegir cada material, cada color, cada detalle, creando un espacio que refleje tu personalidad y tus necesidades al 100%. Imagina la satisfacción de ver cómo tus ideas se materializan en tu nuevo hogar. Ubicado en plena naturaleza, este chalet te ofrece la tranquilidad que tanto anhelas, lejos del bullicio de la ciudad, pero con excelentes comunicaciones viales que te conectan con Alcalá de Henares, Torrejón de Ardoz o Madrid en un abrir y cerrar de ojos. Eurovillas no solo ofrece naturaleza; también cuenta con servicios que harán tu día a día más cómodo, sin renunciar a la paz de un entorno privilegiado.  Este no es solo un chalet, es el comienzo de una nueva etapa. Es el lugar donde tus sueños se encuentran con la realidad. ¿Listo para empezar?  Contacta con nosotros hoy mismo y sé el primero en descubrir el potencial ilimitado de este chalet.  ¡Tu futuro hogar en Eurovillas te está esperando! Domum Soluciones Inmobiliarias ofrece, tanto al propietario como al comprador, todos los servicios necesarios: asesoramiento y gestión de alto nivel en los sectores, financiero, inmobiliario y jurídico. Domum Soluciones Inmobiliarias Haz suceder lo que quieras vivir! Honorarios profesionales incluidos en precio de venta. NO COBRAMOS AL COMPRADOR.  ref:DSI-V2510.",True,renew,False,,1886.0,True,False,True,False,[],False,False,330000.0,€,chalet,independantHouse,Eurovillas,Casa independiente en avenida Bruselas,DSI-V2510,True,True,,,,
108792013,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/54/7d/b5/1358147783.webp,18,4,218000.0,flat,sale,76.0,True,3,1,calle Villaamil,Madrid,Móstoles,Centro,es,,40.3197871,-3.8761857,False,https://www.idealista.com/inmueble/108792013/,"F&M Real Estate comercializa en exclusiva esta vivienda en Móstoles Presentamos esta magnífica vivienda situada a 8 minutos del metro hospital de Móstoles, ubicado en una cuarta planta con ascensor. La propiedad dispone de 78 m², ofreciendo espacios amplios y bien aprovechados. Ubicación estratégica en Móstoles, Servicios: Cerca de colegios, supermercados, farmacias y centros de salud. Autobuses con paradas a pocos minutos a pie. Metro: Hospital Móstoles (Línea 12). Cercanías: Estación Móstoles Central (Línea C-5). Conectividad: Fácil acceso a vías principales para desplazamientos en coche. Una zona bien comunicada y con todos los servicios necesarios para una vida cómoda. ¡Llámanos ahora para agendar una visita y descubre cómo este piso puede convertirse en tu nuevo hogar! En F&M Real Estate te acompañamos en todo el proceso y te ofrecemos asesoramiento financiero personalizado para que esta oportunidad sea aún más accesible. ¡No dejes pasar esta increíble oportunidad! NO DUDES EN SOLICITAR MÁS INFORMACIÓN. SI LO DESEAS, TE OFRECEMOS ASESORAMIENTO FINANCIERO QUE MAS SE ADAPTE A TUS NECESIDADES CON HASTA EL 100% DE HIPOTECA. NO PIERDAS ESTA OPORTUNIDAD DE VISITAR ESTA VIVIENDA! Llámanos ahora y uno de nuestros asesores te agendará una visita!",True,good,False,True,2868.0,True,False,False,False,[],False,False,218000.0,€,flat,,"Centro, Móstoles",Piso en calle Villaamil,,,,,,,
106796942,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/52/08/66/1352911435.webp,30,2,1150000.0,flat,sale,105.0,True,2,3,paseo del Prado,Madrid,Madrid,Centro,es,Huertas-Cortes,40.414716,-3.6925031,False,https://www.idealista.com/inmueble/106796942/,"HOUSELY CONSULTING presenta esta espectacular propiedad de 105 m2 completamente reformada. ¡Descubre tu nueva vivienda duplex Reformado en el corazón del barrio del Barrio de las Letras! Esta vivienda de 105 m², esta joya lista para que vivas las mejores experiencias de la capital, y un proyecto de interiorismo personalizado. El piso cuenta con 2 dormitorios, 2 baños, ideal para una vida cómoda y funcional, un dormitorio doble en planta baja, un baño completo y un salón con techos de 5 metros con la cocina integrada, en la planta de arriba tiene el dormitorio principal, con vestidor y baño en suite. Situado en la segunda de un edificio con ascensor, esta vivienda exterior te ofrece la posibilidad de comprar una plaza de garaje en el mismo edificio.  No pierdas la oportunidad de vivir en una de las zonas más exclusivas y vibrantes de la ciudad. ¡Contáctanos y ven a conocer tu futuro hogar! Ponte en contacto con nosotros para encontrar las mejores viviendas de Madrid, disponemos de muchas viviendas off-market que no están publicadas. HOUSELY CONSULTING.",False,good,False,True,10952.0,True,False,False,False,[],False,False,1150000.0,€,flat,,"Huertas-Cortes, Madrid",Piso en paseo del Prado,,True,False,80000.0,,,
106627107,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/47/08/d3/1289157679.webp,9,2,3400000.0,flat,sale,220.0,True,3,4,Barrio Chueca-Justicia,Madrid,Madrid,Centro,es,Chueca-Justicia,40.4248067,-3.6961727,False,https://www.idealista.com/inmueble/106627107/,"DIZA Consultores les presenta piso en edificio clásico con balcones, en una de las calles más tranquilas de Justicia. En la segunda planta de un edificio con fachada clásica, se encuentra este luminoso piso, de 220 metros cuadrados. La entrada del piso conduce a un amplio hall. Este distribuye perfectamente la zona social y la privada de la vivienda. A la izquierda de la entrada, la zona de día se compone de comedor, comunicado a un lado por la cocina y al otro con el salón,  de muy buen tamaño, con dos balcones que iluminan las zonas de estar.  La zona de noche se compone de tres dormitorios dobles, todos con baño en suite. El principal además cuenta con un amplio vestidor y cuarto de baño con dos lavabos y bañera. La ubicación de la propiedad es inmejorable, se encuentra en la mejor zona de Justicia, junto a la iglesia de Santa Bárbara, muy cerca de la mejor zona de tiendas de moda y galerías de arte de Madrid. El Barrio Justicia es una de las zonas más cosmopolitas y chic de Madrid. Gracias a la amplia oferta cultural y comercial, junto a las cuidadas fachadas de sus edificios, recuerda a sus vecinos a la sensación de estar en un barrio parisino. Estaremos encantados de atenderle. DIZA Consultores Inmobiliarios Inmobiliaria de lujo en Madrid especializada en comprar, vender y alquilar pisos en las zonas premium de Madrid: Barrio de Salamanca, Almagro, Chamartín, Retiro, Pozuelo, Aravaca, Boadilla. Convertimos Sueños en Hogares.",False,good,False,True,15455.0,False,False,False,False,[],False,False,3400000.0,€,flat,,"Chueca-Justicia, Madrid",Piso,DS-P77649B,,,,,,
108738307,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a0/b4/6a/1353709393.webp,25,2,290000.0,flat,sale,63.0,True,2,1,calle del General Ricardos,Madrid,Madrid,Carabanchel,es,San Isidro,40.3963781,-3.7184613,False,https://www.idealista.com/inmueble/108738307/,"Agencia inmobiliaria de MADRID, zona Marques de Vadillo - GENERAL RICARDOS, oficina TECNOCASA.  Descubre este luminoso y amplio piso de 63 m², situado a tan solo 5 minutos de Madrid Río y Marqués de Vadillo. Ubicado en una tranquila zona residencial, este hogar es perfecto para quienes buscan un espacio acogedor y bien comunicado. En la segunda planta de un edificio sin ascensor, cuenta con dos dormitorios espaciosos, uno de ellos exterior, lo que garantiza luz natural durante todo el día. El piso destaca por sus suelos que aportan calidez y elegancia, creando un ambiente agradable. Además, disfrutarás de dos terrazas: una en el salón y otra en la cocina, ideales para relajarte al aire libre. Con orientación norte, el espacio se mantiene fresco en verano y cálido en invierno gracias a la calefacción individual de gas natural. La cercanía a varias zonas verdes y la excelente comunicación con las líneas 5 y 6 de metro hacen de este piso una opción ideal tanto para vivir como para invertir. No dejes pasar la oportunidad de adquirir este inmueble en buen estado, con aire acondicionado y todas las comodidades que necesitas. ¡Ven a verlo y enamórate de tu nuevo hogar!",False,good,False,False,4603.0,False,False,False,False,[],False,False,290000.0,€,flat,,"San Isidro, Madrid",Piso en calle del General Ricardos,Jorge Martín ,,,,310000.0,20000.0,6.0
108446455,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/18/6b/4a/1345233951.webp,33,bj,176000.0,flat,sale,30.0,False,1,1,"calle de Zurita, 45",Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.4086464,-3.6999513,True,https://www.idealista.com/inmueble/108446455/,"LEYRE & Co. Magnífica oportunidad para INVERSORES! Estudio totalmente reformado a estrenar, amueblado, con electrodomésticos nuevos y Aire Acondicionado.  La Habitación tiene una cama de matrimonio con canapé.  La Cocina americana está equipada con Electrodomésticos panelados a estrenar: Frigorífico combi, Lavadora, Placa vitrocerámica de 2 fuegos, Horno, Microondas encastrado. Baño completo con plato de ducha, Toallero térmico. Tiene Aire Acondicionado por ""Split"", con Bomba de calor. Se encuentra en la planta Baja de la Finca. Es interior, pero dispone de un Patio de uso y disfrute, para poder tender la ropa y dejar bicicletas. Tiene unos gastos de Comunidad muy bajos de 24. -€ mensuales. El I. B. I. del 2.024 fué de 130. -€. Está rodeado de todo tipo de servicios, como los Mercados de San Fernando y de Antón Martín, Supermercados ( ALDI, Mercadona, PrimaPrix Carrefour Express, etc. ), Parque Casino de la Reina, Gimnasios, Entidades Bancarias, Restaurantes, Teatros, y todo tipo de tiendas de Barrio.. . Excelentes comunicaciones: tanto por Metro: ""Lavapiés"" (L-3); ""Tirso de Molina"" y ""Antón Martín"" (L-1) y varias Líneas de BUS: 27, 14, ETC. NO DEJE DE VISITARLO!  PRECIO NEGOCIABLE!",True,good,False,False,5867.0,False,False,False,False,[],False,False,176000.0,€,flat,,"Lavapiés-Embajadores, Madrid","Piso en calle de Zurita, 45",VR-682,,,,179000.0,3000.0,2.0
