propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology
108282104,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/03/a8/2d/1339439441.webp,OK1PMADRID45,2,4,192000.0,flat,sale,74.0,True,2,1,Barrio Media Legua,Madrid,Madrid,Moratalaz,es,Media Legua,40.4090872,-3.6528467,False,https://www.idealista.com/inmueble/108282104/,"Oportunidad de inversión: inmueble sin posesión. Imposibilidad de visita interior, no se puede financiar la compra de este inmueble. Advertimos que la información contenida puede no estar actualizada, solicita más información sobre el activo sin compromiso. Investment opportunity: property without possession. Impossibility of visiting the interior, the purchase of this property cannot be financed. We warn that the information contained may not be updated, request more information about the asset without obligation. [IW].",False,good,False,False,2595.0,False,False,False,False,[],False,False,192000.0,€,flat,"Media Legua, Madrid",Piso,,,
100733820,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e1/81/1a/1097220668.webp,Almagro,9,4,7300000.0,flat,sale,505.0,True,7,7,Barrio Almagro,Madrid,Madrid,Chamberí,es,Almagro,40.4309706,-3.6909195,False,https://www.idealista.com/inmueble/100733820/,"Impresionante piso de lujo de +-500m2 para entrar (con reforma a estrenar), con terraza de +-30m2 orientada al sur mediodía.  Extraordinario edificio singular, catalogado y protegido (posiblemente sea el edificio más distinguido del barrio de Almagro). Una de las últimas expresiones del neobarroco español en su basamento, junto a un rotundo cuerpo superior de terrazas voladas, expresión de una incipiente modernidad en la casa burguesa madrileña.  Ubicado en una de las mejores zonas de Madrid, junto a la Glorieta de Rubén Darío, calle Almagro y Pº de la Castellana, y a 5’ andando de la calle Serrano y José Ortega y Gasset.  Magnífico portal con puertas de hierro forjado, ascensor de araña y alfombra de la Real Fábrica de Tapices. Superficie catastral: 505 m².  Gran zona noble de aprox. 150 m² con amplio recibidor con chimenea, 2 ó 3 salones corridos con acceso a terraza de +-30m2 muy soleada y comedor independiente.  6 dormitorios principales y 1 ó 2 de servicio. Dormitorio principal con dos vestidores, baño en suite y sala de estar. Amplia zona de servicio con cocina-office, despensa y zona de planchero-lavadero.  Grandes ventanales con orientación principal sur. Muy luminoso. Reformado a estrenar, con las más altas calidades Interiorismo de lujo cuidando todos los detalles.  Techos de +-3,20m de altura. Portero vive en la finca. Sistema de videovigilancia 24 horas.  Amplio trastero. 2 Plazas de garaje muy buenas. Conexión coche eléctrico. Por deseo expreso de la propiedad no podemos publicar fotografías de la vivienda, por ello adjuntamos Renders que pueden orientarnos sobre las dimensiones y calidad de la reforma.  ALMAGRO (Historia de la zona a título informativo) Almagro, es considerado uno de los barrios más elegantes y exclusivos de Madrid (y nuestro París castizo), es actualmente junto con otros barrios como Justicia o Recoletos, una de las zonas residenciales más demandadas.  La zona más señorial de Chamberí tiene ese charm que se respira en la capital francesa: fachadas opulentas, palacios y terrazas.  Almagro es ahora mismo una de las las zonas más cool de Madrid.  La elegancia de Almagro tiene una larga historia, en el siglo XIX, diferentes miembros de la nobleza, a los que siguieron ricos comerciantes, comenzaron a construir sus imponentes palacetes en bulevares que se iban abriendo a medida que la zona crecía. Este ensanche ha dado lugar a uno de los barrios más elegantes e icónicos de la ciudad. Almagro es una zona que invita a pasear y disfrutar su arquitectura magnánima y variada, donde destacan numerosos palacetes, galerías de arte, … Unos de los parajes más espectaculares del barrio son el Museo Sorolla, el deslumbrante, Palacio de Bermejillo. que compite por ser el edificio más pintoresco del barrio con la Fundación Giner de los Ríos, con su mezcla de modernidad y clasicismo. Aparte de la belleza arquitectónica de la zona, Almagro es un templo de restaurantes donde degustar la gastronomía más variada de la ciudad. En esta zona han evolucionado sabores y cocinas de todo el mundo hasta convertirlo en la sede de los mejores restaurantes de Madrid.  PARA SU INFORMACIÓN, MUCHAS OTRAS PROPIEDADES DE LUJO MUY SINGULARES Y SITUADAS EN ZONA PRIME QUE COMERCIALIZAMOS NO APARECEN EN IDEALISTA POR EXPRESO DESEO DE LOS PROPIETARIOS; CONSULTE NUESTRA PÁGINA WEB DONDE LAS PODRÁ VER O LLÁMENOS AL TELÉFONO ESTAREMOS ENCANTADOS DE ATENDERLE, AYUDARLE Y ASESORARLE CON LA MAYOR RECTITUD, RIGOR Y PROFESIONALIDAD.",False,good,False,True,14455.0,False,False,False,False,[],False,False,7300000.0,€,flat,"Almagro, Madrid",Piso,True,True,
108307523,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7d/b1/c7/1340216124.webp,OK1PMADRID51,2,bj,133500.0,flat,sale,61.0,True,2,2,Barrio Lucero,Madrid,Madrid,Latina,es,Lucero,40.4046847,-3.7510976,False,https://www.idealista.com/inmueble/108307523/,"Oportunidad de inversión: inmueble sin posesión. Imposibilidad de visita interior, no se puede financiar la compra de este inmueble. Advertimos que la información contenida puede no estar actualizada, solicita más información sobre el activo sin compromiso. Investment opportunity: property without possession. Impossibility of visiting the interior, the purchase of this property cannot be financed. We warn that the information contained may not be updated, request more information about the asset without obligation [IW].",False,good,False,False,2189.0,False,False,False,False,[],False,False,133500.0,€,flat,"Lucero, Madrid",Piso,,,
108383898,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b4/db/e7/1342495933.webp,ANTMAD08311,4,bj,210000.0,flat,sale,75.0,True,1,1,Barrio Parque Ondarreta - Urtinsa,Madrid,Alcorcón,Parque Ondarreta - Urtinsa,es,Parque Ondarreta - Urtinsa,40.3449655,-3.8123136,False,https://www.idealista.com/inmueble/108383898/,"¡LEER ANUNCIO COMPLETO: OPORTUNIDAD ÚNICA! BAJO DÚPLEX TIPO LOFT CON PATIO, REFORMADO Y CON LICENCIA DE OFICINA Antilla Grupo Inmobiliario presenta esta original vivienda tipo loft dúplex en planta baja, ideal tanto como inversión como para vivir. Con una superficie de 70 m², este inmueble se distribuye en dos plantas de 39 m² y 20m². En la primera planta dispone de un cómodo salón con cocina americana amueblada y un agradable patio privado, perfecto como desahogo exterior. En la planta superior tiene dormitorio y un cuarto de baño. La vivienda ha sido reformada por completo y cuenta con excelentes calidades: Suelos de tarima, paredes lisas, ventanas climalit, aire acondicionado por split, luminosa y moderna. Ubicado en zona bien comunicada y con todos los servicios al alcance, esta propiedad es una opción versátil y con mucho potencial. Excelentes conexiones por transporte público (Líneas 10 y 12 de metro) y su proximidad a las principales vías como la A-5, R-5, M40, M50 y M30. Cuenta con todo tipo de comercios y servicios al alcance, esta propiedad es una opción versátil y con mucho potencial. ¡No dejes pasar esta oportunidad y ven a visitarla! *Las entidades financieras financian hasta un 60% del valor de tasación. El PVP no incluye impuestos, gastos notariales, gastos de registro, etc. ¿QUIERES VENDER O ALQUILAR TU PROPIEDAD? Contacta con Antilla Grupo Inmobiliario y te ayudamos a conseguir el mejor resultado.",False,good,False,False,2800.0,False,False,False,False,[],False,False,210000.0,€,flat,"Parque Ondarreta - Urtinsa, Alcorcón",Piso,,,
108330472,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f7/9a/a8/1340879454.webp,OK1PMADRID62,2,2,140500.0,flat,sale,134.0,True,4,2,Barrio 12 de Octubre-Orcasur,Madrid,Madrid,Usera,es,12 de Octubre-Orcasur,40.3691516,-3.7005031,False,https://www.idealista.com/inmueble/108330472/,"Oportunidad de inversión: inmueble sin posesión. Imposibilidad de visita interior, no se puede financiar la compra de este inmueble. Advertimos que la información contenida puede no estar actualizada, solicita más información sobre el activo sin compromiso. Investment opportunity: property without possession. Impossibility of visiting the interior, the purchase of this property cannot be financed. We warn that the information contained may not be updated, request more information about the asset without obligation [IW].",False,good,False,False,1049.0,False,False,False,False,[],False,False,140500.0,€,flat,"12 de Octubre-Orcasur, Madrid",Piso,,,
108852762,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a3/d6/4a/1357031643.webp,United MAD005,1,bj,275000.0,flat,sale,81.0,True,3,1,calle de Valderrey,Madrid,Madrid,Moncloa,es,Valdezarza,40.4669482,-3.7192335,False,https://www.idealista.com/inmueble/108852762/,"**Piso en Venta en Calle Valderrey, Madrid - Oportunidad Única para inversores** Descubre este encantador piso en planta baja situado en la tranquila Calle Valderrey, en el corazón del barrio de Valdezarza, perteneciente al distrito de Moncloa-Aravaca. Con 81 metros cuadrados construidos, este hogar ofrece un vestíbulo acogedor que da paso a un amplio comedor/sala de estar, ideal para disfrutar de momentos en familia o con amigos. La propiedad cuenta con tres dormitorios luminosos y un baño completo, perfectos para adaptarse a tus necesidades. La cocina, equipada con un práctico tendedero anejo, se convierte en el lugar perfecto para preparar deliciosas comidas. Además, podrás disfrutar de una terraza que te permitirá relajarte al aire libre y disfrutar del agradable clima madrileño. Aunque actualmente tiene un arrendatario de renta antigua y no se puede visitar, este piso representa una excelente inversión en una zona consolidada y residencial. El entorno está rodeado de parques y jardines, ofreciendo un espacio ideal para pasear y disfrutar de la naturaleza. La conectividad es excelente, con la línea 7 de metro a pocos pasos (parada Antonio Machado) y numerosas paradas de autobús que facilitan el acceso al centro de la ciudad. La variedad de comercios en la zona asegura que tendrás todo lo que necesitas al alcance de tu mano. ¡No pierdas la oportunidad de hacer de este piso tu nuevo hogar!",False,good,False,True,3395.0,False,False,False,False,[],False,False,275000.0,€,flat,"Valdezarza, Madrid",Piso en calle de Valderrey,,,
108740408,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a0/04/59/1353747097.webp,DJ1205S,3,3,214990.0,flat,sale,78.0,True,3,2,Barrio Fontarrón,Madrid,Madrid,Moratalaz,es,Fontarrón,40.3979205,-3.6403573,False,https://www.idealista.com/inmueble/108740408/,"¡oportunidad solo para inversores, venta con POSESION. Condiciones especiales de compra: En este tipo de adquisiciones se requieren una serie de requisitos detallados a continuación: 1º. - no permite hipoteca sobre el inmueble, los bancos no financian estas operaciones. 2º. -en caso de interés por la propiedad, se le pedirán una serie de datos y se le pasará la información necesaria, de acuerdo a la protección de datos y su tratamiento. 3. No se escucharan ofertas por debajo del precio. El precio de venta está sujeto a la aprobación definitiva por parte de la entidad. Contáctenos para más información.",False,good,False,False,2756.0,False,False,False,False,[],False,False,214990.0,€,flat,"Fontarrón, Madrid",Piso,,,
97208367,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/92/21/6e/972269004.webp,fo-11058-1,2,4,113500.0,flat,sale,65.0,True,3,1,Sureste,Madrid,Torrejón de Ardoz,Sureste,es,,40.4530797,-3.4708293,False,https://www.idealista.com/inmueble/97208367/,"INVERSORES: El Inmueble se transmite ocupado por tercero no pudiendo hacer visitas físicas al inmueble. El precio ha sido determinado teniendo en cuenta que el activo se transmite con ocupante/ocupantes. No cobramos comisión al comprador. - INMUEBLE OCUPADO. Piso en Cuarta Planta. Ubicado en el sureste de Torrejón de Ardoz, en Colonia Ciudad Jardín del Rosario.    La vivienda consta de 65 m2, distribuidos en: 3 habitaciones, 1 baño, cocina, salón-comedor y una Terraza de 4 m2.    Próximo a todo tipo de comercios, servicios, administraciones, supermercados, a varios colegios y paradas de autobús, que a su vez conectan con la cercanía de Torrejón de Ardoz.    A solo 2 km de la Autovía del Nordeste, A-2.    Llame ahora para conocer más información sobre la vivienda. - No cobramos comisión al comprador. - LA PROPIEDAD NO GARANTIZA LA DISPONIBILIDAD DE ACCESO A LA FINCA, PUDIENDO ESTAR OCUPADA POR TERCERO SIN TITULO.",False,good,False,False,1746.0,False,False,False,False,[],False,False,113500.0,€,flat,"Sureste, Torrejón de Ardoz",Piso,,,
107801672,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b2/9e/c7/1324177304.webp,1685401,59,,739000.0,chalet,sale,357.0,,6,3,Rivas Urbanizaciones,Madrid,Rivas-Vaciamadrid,Rivas Urbanizaciones,es,,40.3645786,-3.5336659,False,https://www.idealista.com/inmueble/107801672/,"Presentamos una exclusiva villa pareada ubicada en Rivas-Vaciamadrid.  Esta propiedad presenta una oportunidad excepcional que ofrece un equilibrio perfecto entre privacidad y confort en un entorno privilegiado.  Con una generosa superficie construida de 358 m², esta vivienda se distingue por su amplitud y una distribución diseñada para ofrecer el máximo bienestar.    Entre sus características generales, destacan un elegante y amplio hall de entrada, un luminoso salón-comedor de grandes dimensiones, una cocina de diseño independiente, seis amplios dormitorios, tres baños completos, garaje de dos plazas, trastero y sótano.  La distribución de la propiedad se organiza en tres plantas. En la planta principal, encontramos el hall, el salón-comedor, la cocina, un dormitorio adicional, un baño completo, garaje, trastero, zona de lavadero y porche acristalado. La planta superior alberga la zona de descanso con seis dormitorios, incluyendo la suite principal con baño propio, y un segundo baño completo.    El exterior de la residencia cuenta con un jardín meticulosamente cuidado, un oasis de tranquilidad perfecto para el ocio al aire libre.  Ubicada estratégicamente en Rivas Urbanizaciones, la propiedad goza de excelentes conexiones de transporte, con acceso rápido a la red de metro y autobús, facilitando la comunicación con el centro de Madrid y otras áreas de interés.    No deje pasar la oportunidad de visitarlo. Contáctenos para más información y para programar una visita.  Gastos de ITP, Notaria, Registro y Honorarios de agencia no incluidos en el precio.   .",False,good,False,,2070.0,False,False,False,False,[],False,False,739000.0,€,chalet,"Rivas Urbanizaciones, Rivas-Vaciamadrid",Chalet,True,True,
108616475,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3b/bf/12/1350053487.webp,BHJ022,12,3,189999.0,flat,sale,61.0,True,3,1,Barrio San Cristóbal,Madrid,Madrid,Villaverde,es,San Cristóbal,40.3403887,-3.6887345,False,https://www.idealista.com/inmueble/108616475/,"Vive en una oportunidad única en el corazón de Villaverde, donde la comodidad y la funcionalidad se unen en un piso completamente reformado y listo para entrar a vivir. Esta vivienda de 61 metros cuadrados, situada en una tercera planta con ascensor, ofrece tres amplias habitaciones, un baño moderno y una cocina independiente, perfecta para el día a día. El salón es espacioso y luminoso, convirtiéndose en el centro de la vida familiar y de las reuniones con amigos. El piso se encuentra en una zona muy bien comunicada, con todos los servicios al alcance de la mano: supermercados, transporte público, colegios y zonas verdes, lo que garantiza una calidad de vida excelente. Además, la vivienda se vende completamente amueblada, facilitando la mudanza y permitiendo disfrutar del nuevo hogar desde el primer momento. No dejes escapar esta ocasión de vivir en una de las zonas más demandadas de Madrid, con todas las ventajas y el confort que mereces. ¡Aprovecha la oportunidad de adquirir un piso tan bien cuidado y en una ubicación tan privilegiada! ¡ POSIBILIDAD DE FINANCIAR EL 100% DEL VALOR DE LA VIVIENDA, ASESORAMIENTO GRATUITO!",False,good,False,True,3115.0,False,False,False,False,[],False,False,189999.0,€,flat,"San Cristóbal, Madrid",Piso,,,
