propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,newDevelopmentFinished,highlight.groupDescription
98872535,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0a/3c/74/1026416502.webp,19,3,325000.0,flat,sale,78.0,True,4,2,calle dolores,Madrid,Madrid,Tetuán,es,Berruguete,40.460385,-3.7025282,False,https://www.idealista.com/inmueble/98872535/,"MAY PLACE VENDE MÁGNIFICO PISO EN LA ZONA TETUAN. Se trata de un piso, excelente producto para inversores con una alta rentabilidad. El piso se distribuye en cuatro habitaciones, dos baños, salón, cocina. La vivienda consta de 72 m2: 4 Dormitorios 2 Baños Cocina Salón Calefacción  El inmueble se encuentra situado en el barrio del Valdeacederas, Tetuán es uno de los barrios más demandados y con mayor proyección de futuro de la capital. Situado a solo unos minutos andando del metro de Tetuan. Muy próximo a plaza Castilla y a la zona de las Cuatro Torres y de la Quinta (actualmente en ejecución), la cual estará compuesta por un gran centro comercial, zonas de aparcamiento y ajardinadas, muy cercano al Parque de los Pinos, centro de salud, hospital, bancos, supermercado. Excelentes comunicaciones al paseo de la Castellana, plaza Castilla, acceso a M-30; además de múltiples líneas de metro y autobús.",False,good,False,False,4167.0,False,False,False,False,[],False,False,325000.0,€,flat,"Berruguete, Madrid",Piso en calle dolores,,360000.0,35000.0,10.0,,,,,
108452930,,0,,450900.0,flat,sale,141.0,True,4,2,"calle Virgen de Loreto, 20",Madrid,Alcalá de Henares,El Pilar - Bripac,es,,40.5005499,-3.34429,True,https://www.idealista.com/obra-nueva/108452930/,"ÚLTIMOS PISOS DE 3 DORMITORIOS Pisos y áticos con terraza, bajos con jardín, 2, 3 y 4 dormitorios y excelentes zonas comunes en Alcalá de Henares. VIVIR A LO GRANDE es tener tu casa en una zona consolidada, con los servicios que necesitas para tu jornada como colegios y universidad, supermercados y centros comerciales, centro de salud y hospital, parques, transporte público, buen acceso por carretera y a 10 minutos del centro de Alcalá. VIVIR A LO GRANDE es elegir el espacio que necesitas, pisos con terraza, áticos y bajos de 2, 3 y 4 dormitorios con garaje, trastero y zonas comunes.  VIVIR A LO GRANDE es tener las mejores zonas comunes que se pueden: piscina infantil y de adultos con su zona de solárium, espacio fitness, picnic, juegos infantiles, salón de ocio, aparcamiento bicis en una urbanización privada única. VIVIR A LO GRANDE es personalizar a tu gusto tu hogar con una amplia gama de acabados con colecciones que actualizamos constantemente de solados, alicatados, muebles de baño, carpintería, interior de armarios, pinturas y puerta acorazada te están esperando y son SIN COSTE PARA. VIVIR A LO GRANDE es tener una casa con materiales sostenibles. Equipos de aerotermia son la fuente de energía renovable y respetuosa con el medio ambiente que usará la vivienda junto con suelo radiante refrescante, con solado cerámico y otros materiales y técnicas usadas en la construcción que al final tienen como objetivo que la vivienda sea confortable, saludable y segura.  CASAS SOSTENIBLES: los sistemas constructivos y materiales empleados han conseguido que puedas vivir en un hogar totalmente eficiente con un consumo de energía casi nulo. Queremos ir un paso más allá y reforzar nuestro compromiso medioambiental para que sea tu mejor inversión de futuro: BREEAM® es el método de evaluación y certificación de la sostenibilidad en la edificación técnicamente más avanzado. Por ello, se compromete a la obtención del prestigioso certificado BREEAM®, y para ello ha iniciado los trámites para cumplir con todos los requisitos desde el primer momento. Las imágenes de interiores son ilustrativas con respecto a las calidades y corresponde a otras viviendas construidas. Consultar la memoria de calidades en la oficina.",False,newdevelopment,True,,3198.0,False,False,False,False,[],False,False,450900.0,€,flat,"El Pilar - Bripac, Alcalá de Henares","Piso en calle Virgen de Loreto, 20",107957,,,,,,,False,
108859505,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e8/1f/5b/1357221359.webp,5,1,544000.0,flat,sale,84.0,,2,2,avenida Nuestra Señora del Retamar s/n sn,Madrid,Las Rozas de Madrid,Montecillo,es,Montecillo,40.5030971,-3.8876448,True,https://www.idealista.com/obra-nueva/108859505/,,False,,True,True,6476.0,True,False,False,False,[],False,False,544000.0,€,flat,"Montecillo, Las Rozas de Madrid",Piso en avenida Nuestra Señora del Retamar s/n sn,a0Ncm000002sx5PEAQ,,,,True,True,,False,
106768157,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8d/12/f3/1293384756.webp,27,,129900.0,chalet,sale,356.0,,4,3,calle San Juan,Madrid,Valdaracete,,es,,40.2111419,-3.1930608,False,https://www.idealista.com/inmueble/106768157/,"PERAL INMOBILIARIA VENDE: Magnífica casa de pueblo con parcela en la famosa localidad de Valdaracete. VIVIENDA CON PROYECTO A MEDIO TERMINAR, SE ADJUNTAN PLANOS. La finca cuenta con 356 metros construidos según catastro en parcela de 343 metros, cuenta con dos plantas y se distribuye de la siguiente manera:  Planta baja: Consta de tres habitaciones con un cuarto de baño en suite, y un aseo, cocina con comedor, y salón con salida al patio. Planta superior: Este espacio se diseñó para hacer otras 6 habitaciones con 3 cuartos de baño completos. En total se pueden hacer 9 habitaciones con 4 cuartos de baño, todos ellos completos, lo que la convierte en la casa ideal para una gran familia o para dos ya que las plantas se pueden independizar. Cabe destacar que se puede convertir en Casa Rural, dada la amplitud de la finca. Toda la casa está en bruto, así que está lista para que la puedas terminar a tu gusto.  La construcción es de gran calidad, y dispone de proyecto.  En cuanto a la parcela tiene dos entradas independientes, una de ellas por la vivienda y otra por el jardín. El terreno es urbano y en cuanto a su ubicación no puede ser mejor ya que está en el centro del pueblo, y aunque se puede hacer un aparcamiento en superficie no sería necesario ya que la vivienda tiene al lado zona de aparcamiento. En cuanto a su ubicación no puede ser mejor ya que está en la parte céntrica del pueblo, por lo que se puede ir andando a cualquier lado.  Los gastos de IBI son: 523€ Valdaracete es un pueblo pequeño que consta de unos 630 habitantes, a unos 10 kilómetros de Villarejo de Salvanes. Dispone de autobús desde Arganda del Rey, el 350A, o el 351 desde Madrid Ronda de Atocha.  En Valdaracete hay guardería y colegio público de educación infantil y primaria.",False,renew,False,,365.0,True,False,False,False,[],False,False,129900.0,€,chalet,Valdaracete,Casa independiente en calle San Juan,,,,,True,True,independantHouse,,
108248546,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/08/a4/b6/1338401111.webp,41,1,595000.0,duplex,sale,130.0,True,2,1,avenida de Francisco Pi y Margall,Madrid,Madrid,Hortaleza,es,Sanchinarro,40.4886742,-3.6568,False,https://www.idealista.com/inmueble/108248546/,"ALTOR ASESORES  Descubre este encantador dúplex de 100 m² repartidos en dos plantas, diseñado para ofrecer calidez, comodidad y funcionalidad en cada rincón. Uno de los pisos más acogedores que encontrarás, ideal tanto para parejas como para familias que buscan tranquilidad sin renunciar a la cercanía con el centro de Madrid. Cuenta con una práctica cocina francesa que se integra de forma natural en la zona de estar, creando un espacio cómodo y útil, perfecto para disfrutar en compañía. Dispone de dos habitaciones con armarios empotrados y un baño completo totalmente reformado con acabados de calidad. El confort está garantizado con el aire acondicionado frío/calor y aparte calefacción de gas y un edificio con ascensor. Además, se incluyen dos plazas de garaje juntas y con espacio además para una moto, plazas situadas justo en la entrada a los ascensores, sin duda lo mejor para el día a día. La urbanización es sencillamente excepcional: piscina comunitaria de grandes dimensiones, pista de tenis, parque infantil y amplios espacios interiores que hacen que vivir aquí sea una experiencia completa. Todo está pensado para que no necesites salir si no lo deseas. Perfectamente comunicada tanto por la A1 como por Arturo Soria, con acceso rápido a servicios, comercios y transporte público, la ubicación de este duplex es perfecta para los que buscan tranquilidad y poco tránsito de coches. Una oportunidad única para vivir en uno de los entornos más completos, seguros y cómodos de la ciudad.",False,good,False,True,4577.0,False,False,False,False,[],False,False,595000.0,€,flat,"Sanchinarro, Madrid",Dúplex en avenida de Francisco Pi y Margall,4226,,,,True,True,duplex,,
108385502,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/54/80/62/1342541616.webp,31,bj,329000.0,flat,sale,88.0,True,2,2,avenida de la Coruña,Madrid,San Sebastián de los Reyes,Los Arroyos,es,,40.5626583,-3.6268556,False,https://www.idealista.com/inmueble/108385502/,"� Encantadora planta baja en Los Arroyos – San Sebastián de los Reyes Madrid al Norte Inmobiliaria comercializa en exclusiva esta acogedora planta baja ubicada en la tranquila y consolidada zona de Los Arroyos, a escasos metros del polideportivo Dehesa Boyal y rodeada de amplias zonas verdes, ideales para el ocio en familia y el deporte al aire libre. � Edificio moderno de 2006, con excelente conservación y diseño funcional. La vivienda destaca por su luz natural, distribución práctica y ambiente cálido. ✨ Distribución y estancias: 2 dormitorios dobles, uno de ellos en suite con baño completo. 1 baño completo + 1 aseo de cortesía. Salón comedor independiente, amplio y orientado al sur, muy luminoso durante toda la mañana. Cocina equipada con acceso directo a un patio privado, ideal para relajarse o comer al aire libre. �️ Calidades destacadas: Suelos cerámicos en perfecto estado 4 armarios empotrados Puertas de madera maciza Ventanas con doble acristalamiento Calefacción individual por gas natural � Incluye en el precio: Plaza de garaje amplia y de cómodo acceso en el mismo edificio Trastero independiente, perfecto para almacenamiento adicional �️ Ubicación privilegiada y entorno: Vivirás en una de las mejores zonas residenciales de San Sebastián de los Reyes, con todo a tu alcance: Comercios, restaurantes, supermercados, farmacias, centros de salud Transporte público: metro Infanta Sofía y varias líneas de autobús A pocos minutos del centro comercial The Style Outlets Alegra y del Hospital Infanta Sofía Zona en plena expansión con excelentes conexiones y rodeada de naturaleza, perfecta para quienes buscan tranquilidad sin renunciar a los servicios urbanos. � Consulta con nuestro equipo financiero: te ayudamos a conseguir hasta el 100% de financiación. � Este piso está listo para entrar a vivir. No dejes pasar la oportunidad de visitar un hogar que reúne comodidad, estilo y una ubicación inmejorable. � Los datos aquí recogidos tienen carácter informativo y no contractual. El precio no incluye impuestos ni gastos de compraventa.",False,good,False,True,3739.0,True,False,False,False,[],False,False,329000.0,€,flat,"Los Arroyos, San Sebastián de los Reyes",Piso en avenida de la Coruña,Los Arroyos - Sanse     Sergio,,,,True,True,,,
108573695,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/14/8d/26/1348841645.webp,25,3,295000.0,flat,sale,84.0,True,3,2,calle San Macario,Madrid,Guadarrama,,es,,40.672431,-4.1003513,False,https://www.idealista.com/inmueble/108573695/,"INMOSEGUR vende SIN COMISIÓN AL COMPRADOR precioso piso TOTALMENTE REFORMADO A ESTRENAR, CON TRES TERRAZAS, en urbanización con PISCINA y con excelente ubicación. No cuenta con vecinos a los lados ni arriba. La vivienda completamente reformada a capricho y con excelentes calidades cuenta con 84m2 construidos, los cuales se distribuyen de la siguiente manera: - Amplio salón de 20m2 aprox. con excelente luz y ventanales que dan acceso a la terraza con preciosas vistas a la sierra. Cuenta con iluminación de diseño. - Cómoda cocina totalmente equipada con todos los electrodomésticos (marcas Cata y Edesa) y placa de inducción. Preciosos suelos y mucho almacenaje (armarios y cajones con sistema soft-close). - 3 dormitorios, dos de ellos con acceso a la segunda terraza. Dos de los dormitorios cuenta con armarios empotrados y totalmente vestidos. - 2 preciosos baños completos con ducha, ambos con radiadores toalleros. El segundo cuenta con espejo retroiluminado y acceso a la tercera terraza. OTRAS CARACTERÍSTICAS: - Aislamiento en toda la fachada (por el interior) - Ventanas nuevas oscilobatientes de PVC con climalit  - Calefacción gas natural con caldera nueva (instalación a estrenar ya que originalmente era eléctrica) - Suelos porcelánicos - Fontanería y electricidad nueva - Puerta de acceso blindada nueva - Carpintería interior nueva - Paredes lisas - Piscina Para más información no dude en contactarnos.",False,good,False,False,3512.0,True,False,False,False,[],False,False,295000.0,€,flat,Guadarrama,Piso en calle San Macario,1246,,,,,,,,
108121066,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7b/4d/6f/1334467406.webp,44,,950000.0,chalet,sale,243.0,,4,3,calle Olivino,Madrid,Madrid,Moncloa,es,Aravaca,40.4534241,-3.7757,False,https://www.idealista.com/inmueble/108121066/,"**Casa Pareada en Venta en Aravaca - Urbanización Rosa de Luxemburgo**con apartamento anexo. Descubre este encantador chalet pareado situado en esquina en la tranquila urbanización Rosa de Luxemburgo, en Aravaca, Madrid. Con una superficie total de 243 m² distribuidos en tres plantas, y 43m2 de jardin. Esta propiedad ofrece un sinfín de posibilidades para adaptarse a tu estilo de vida. Disfruta de un amplio salón con chimenea y ventanales que dan acceso a una terraza descubierta y un jardín protegido, ideal para reuniones familiares o momentos de relax al aire libre. La planta baja cuenta con un hall de entrada que incluye un armario empotrado, una luminosa cocina con terraza cubierta acristalada y un baño completo. Además, el sótano semivaciado ofrece múltiples opciones de uso, desde un gimnasio hasta un acogedor salón comedor. En la segunda planta, encontrarás cuatro habitaciones dobles con armarios empotrados y un baño completo compartido, todo ello con ventanas que aportan luz natural a cada rincón. El exterior de la casa no se queda atrás: disfruta de una terraza con capacidad para una mesa grande y vistas al jardín y parque, así como un jardín de 43 m² con acceso directo a la calle. La propiedad también incluye un garaje privado con portón automático, ideal para un coche y una moto. Ubicada en un entorno familiar y rodeada de parques, esta casa está cerca de la avenida de Arroyo Pozuelo y cuenta con excelentes conexiones de transporte público, además de varios centros educativos en sus proximidades. ¡No pierdas la oportunidad de hacer de este chalet tu nuevo hogar!",True,renew,False,,3909.0,True,False,False,False,[],False,False,950000.0,€,chalet,"Aravaca, Madrid",Chalet pareado en calle Olivino,,,,,True,True,semidetachedHouse,,
108617249,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bc/7b/62/1350078068.webp,47,,1290000.0,chalet,sale,316.0,,4,4,Estación,Madrid,Pozuelo de Alarcón,Zona Estación,es,Zona Estación,40.4476982,-3.8002802,False,https://www.idealista.com/inmueble/108617249/,"**Chalet adosado en Venta en Pozuelo de Alarcón** Descubre este impresionante chalet pareado de 4 plantas en la exclusiva zona de Pozuelo de Alarcón. Con 316 m² construidos y 270 m² útiles, esta propiedad es perfecta para quienes buscan un hogar espacioso y cómodo.  Al entrar, te recibe un gran hall que invita a explorar cada rincón de esta maravillosa casa. La planta baja cuenta con un aseo de cortesía y una cocina con office totalmente equipada, el amplio salón-comedor, bañado en luz natural, ofrece acceso directo al jardín privado, con piscina. En la primera planta, encontrarás tres habitaciones dobles con armarios empotrados; dos de ellas comparten un baño completo, mientras que el dormitorio principal cuenta con baño en suite y vestidor, garantizando privacidad y confort.  La segunda planta alberga una buhardilla diáfana que se adapta a tus necesidades, puede ser desde un despacho a un salón de estar, ofrece acceso a dos terrazas con vistas despejadas, perfectas para disfrutar del aire libre.  En el sótano, se encuentra un cuarto de servicio con baño en suite, una zona de almacenaje y lavandería independiente, así como un cuarto polivalente que puede ser utilizado como sala de juegos o estudio.  El chalet incluye un garaje para dos coches con puerta eléctrica y se sitúa a solo dos minutos caminando de la estación de tren Renfe La Estación. Además, la cercanía a servicios, colegios, zonas verdes y comercios hace que esta propiedad sea aún más atractiva.  No pierdas la oportunidad de hacer de este chalet tu nuevo hogar. ¡Contáctanos para más información y ven a visitarlo!",True,good,False,,4082.0,True,False,False,False,[],False,False,1290000.0,€,chalet,"Zona Estación, Pozuelo de Alarcón",Chalet adosado en Estación,,,,,True,True,terracedHouse,,
108405012,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2b/08/cd/1343557418.webp,5,3,850000.0,penthouse,sale,194.0,True,3,3,calle Ramón y Cajal,Madrid,Las Rozas de Madrid,Parque Empresarial,es,Parque Empresarial,40.5202233,-3.8984669,False,https://www.idealista.com/inmueble/108405012/,"HOGARES HERON VENDE EN EXCLUSIVA lo que probablemente sea el mejor y más exclusivo ático dúplex de lujo de cuatro habitaciones convertido a tres con dos terrazas y completamente exterior, en una de las urbanizaciones más exclusivas y prestigiosas del Parque Empresarial de Las Rozas de Madrid. El inmueble, que tiene una reciente reforma integral, de casi 200m2 construidos, cuenta con amplios y luminosos espacios en cada una de sus estancias, una privacidad y sensaciones de exclusividad de lo más agradables con los que una familia puede llegar a soñar. Estas características, garantizan el deleite de todas las ventajas que puede ofrecer un ático Premium de la zona más cotizada de la zona noroeste de Madrid. El inmueble se distribuye de la siguiente manera: - En planta baja, un gran salón en concepto abierto con cocina americana, y salida a terraza acristalada a la calle principal, un aseo y una habitación de gran tamaño en suite. - En la planta superior, dos habitaciones de gran tamaño, un cuarto de baño completo con plato de ducha, y una gran terraza con toldo con las mejores vistas a la sierra de Madrid.  - Un trastero y dos plazas de garaje incluidos en el precio. - Urbanización equipada con zonas comunes muy completas El inmueble, dado a su condición única y exclusividad, se enseñará de manera presencial tras un estudio financiero que garantice la viabilidad de la operación de compra. La finca se encuentra en una zona fantástica, con seguridad. Una de las ubicaciones de mayor crecimiento, revalorización y proyección de Las Rozas de Madrid. Tiene a escasos minutos colegios, restaurantes, supermercados, centros comerciales, farmacias, y muchos establecimientos de primera necesidad. Salida fácil y directa a las carreteras de La Coruña (A6), la M-50 y la M-505 (Carretera del Escorial). ¡NO PIERDAS LA OPORTUNIDAD DE VISITARLO! FINANCIACIÓN HASTA EL 100%, CONSULTE CONDICIONES.",False,good,False,True,4381.0,True,False,False,False,[],False,False,850000.0,€,flat,"Parque Empresarial, Las Rozas de Madrid",Ático en calle Ramón y Cajal,010101,,,,True,True,penthouse,,
107151510,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/49/50/ff/1304565016.webp,3,2,1900000.0,flat,sale,97.0,True,3,2,calle de Núñez de Balboa,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4285363,-3.6837034,False,https://www.idealista.com/inmueble/107151510/,"Retail vende este espectacular piso exterior que se encuentra en la segunda planta de un edificio con ascensor. La vivienda se encuentra perfectamente reformada y amueblada. La propiedad dispone de una cocina totalmente equipada, así mismo, cuenta con un amplio salón-comedor, ideal para disfrutar de momentos en familia o con amigos, integrado con una cocina independiente totalmente equipada con electrodomésticos de alta gama, además, de dos amplias habitaciones y dos baños y un aseo totalmente completos ofreciendo un espacio ideal para una vida cómoda y elegante. La vivienda está equipada con calefacción individual y aire acondicionado, asegurando el máximo confort en cualquier época del año. Una oportunidad única para vivir en una de las mejores zonas de Madrid, cerca de servicios, comercios y excelente comunicación. Ubicada en el codiciado barrio de Recoletos en pleno distrito de Salamanca, disfrutarás de una zona repleta de tiendas exclusivas, restaurantes gourmet y todos los servicios necesarios para una vida cómoda y sofisticada. Esta es una oportunidad única de vivir en uno de los lugares más selectos de Madrid.",False,good,False,True,19588.0,True,False,False,False,[],False,False,1900000.0,€,flat,"Recoletos, Madrid",Piso en calle de Núñez de Balboa,6147,,,,,,,,
107056849,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c3/05/da/1301685230.webp,22,1,82000.0,flat,sale,68.0,True,2,1,calle del Foso,Madrid,Aranjuez,Nuevo Aranjuez-Ciudad de las Artes,es,,40.0270815,-3.5974108,False,https://www.idealista.com/inmueble/107056849/,"INMUEBLE OKUPADO, NOSE PUEDE VISITAR, NO DISPONE DE FINANCIACION.  DISPONEMOS DE UNA AMPLIA CARTERA DE INMUEBLES ALQUILADOS Y LOCALES EN RENTABILIDAD. Madrid es un municipio y una ciudad de España. La localidad, con categoría histórica de villa, es la capital del Estado y de la Comunidad de Madrid. En su término municipal, el más poblado de España, su población es de 3 416 771 habitantes (INE 2024), constituyéndose como la segunda ciudad más poblada de la Unión Europea, así como su área metropolitana, con 6 779 888 habitantes empadronados.",False,renew,False,False,1206.0,True,False,False,False,[],False,False,82000.0,€,flat,"Nuevo Aranjuez-Ciudad de las Artes, Aranjuez",Piso en calle del Foso,GTRE-01410,,,,,,,,
108330561,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bf/4b/cc/1340884252.webp,25,2,1600000.0,flat,sale,149.0,True,3,5,calle de los Reyes Magos,Madrid,Madrid,Retiro,es,Niño Jesús,40.4081687,-3.6765608,False,https://www.idealista.com/inmueble/108330561/,"NUEVOLEGANÉS pone a la venta en exclusiva este estupendo piso reformado y totalmente amueblado. Edifico señorial en el centro de Madrid y cercano al Parque del Buen Retiro.  Ubicación privilegiada y muy tranquila, cercana a colegios, restauración y centros médicos.  El piso actualmente en reforma, constará total mente equimado y con mobiliaria: * 3 dormitorios amueblados de diseño, amplios baños completos con muebles y privados. Armarios empotrados en todas las estancias. * Cocina amueblada de diseño, estilo americana con isla central, toda equipada con electrodomesticos. * Salón-comedor espacioso y muy luminoso, ideal para celebraciones de amigos o   familiares.  * Aseo * 3 Baños completos, uno de ellos doble en habitacion principal. * Pequeña recepción a la entrada donde se distribuye toda la vivienda. * Orientación sur, lo que le confiere mucha luz a todo el piso. * 3 Balcones muy luminosos con muy buenas vistas.  Además la vivienda posee un trastero amplio y con bastante altura y gran capacidad. En el precio también se incluye la plaza de garaje (cesión del ayuntamiento de Madrid para residentes de la zona) A parte la propiedad cuenta con zonas comunes, haciendo una comunidad bastante exclusiva. Las fotos que se muestran son de proyectos ya realizados y en la misma zona y no pertenecen a la vivienda que actualmente esta en reforma. Le presentamos tambien el plano de la propiedad para facilitar a los compradores la distribución de la misma. Para cualquier duda o concertar una visita, no dude en contactar con nosotros, le ayudaremos en todo lo que esté en nuestra manos. Tu confianza es nuestra tranquilidad.",False,good,False,True,10738.0,True,False,False,False,[],False,False,1600000.0,€,flat,"Niño Jesús, Madrid",Piso en calle de los Reyes Magos,REF:MADRID 7,,,,True,True,,,
108368287,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ba/cc/c1/1342018769.webp,32,bj,360000.0,flat,sale,64.0,True,1,1,Barrio Ciudad Jardín,Madrid,Madrid,Chamartín,es,Ciudad Jardín,40.4480752,-3.6694543,False,https://www.idealista.com/inmueble/108368287/,"""ESTUPENDA VIVIENDA EN VENTA Excelente vivienda de un dormitorio y un baño. Se encuentra en la planta baja de un edificio residencial. Dispone de ascensor. Situado en CIUDAD JARDIN en el distrito de Chamartin. La vivienda se distribuye en un dormitorio, armarios empotrados, salón-comedor, cocina independiente y un baño. Cuenta con cocina amueblada y equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de calefacción. Se encuentra ubicado en Ciudad Jardin, Chamartin (Noreste de Madrid). Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es Alfonso XIII y se encuentra a menos de 10 minutos andando. La parada de autobús más cercana es Lopez de Hoyos-Pantoja y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 10 minutos andando.  En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el centro de salud más cercano se encuentra a 40 metros, existen 3 farmacias a menos de 300 metros. Además, a menos de 500 metros también puedes encontrar 15 supermercados, 26 bancos, una lavandería. La zona cuenta con una amplia oferta de entretenimiento con una biblioteca, un cine, 3 teatros, un gimnasio, varios parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados, 5 parkings públicos y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Calzada lateral M-30, Avenida de America y la Avenida de Ramón y Cajal. Estado de la vivienda: vacante"".",True,good,False,True,5625.0,True,False,True,False,[],False,False,360000.0,€,flat,"Ciudad Jardín, Madrid",Piso,2201/22010039/200,,,,,,,,
107837419,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7b/6b/fa/1325837053.webp,21,bj,269900.0,flat,sale,114.0,True,2,1,calle de Móstoles,Madrid,Leganés,Valdepelayo - Montepinos - Arroyo Culebro,es,Valdepelayo-Montepinos-Arroyo Culebro,40.3167667,-3.7885546,False,https://www.idealista.com/inmueble/107837419/,"¿BUSCAS PISO CON PISCINA DE ""RENTA LIBRE"" EN ARROYO CULEBRO? ¡ESTA ES TU OPORTUNIDAD! Progreso Vende piso en planta baja totalmente adaptado para personas con movilidad reducida. La vivienda cuenta con 2 amplios dormitorios y 1 baño completo de gran tamaño (originalmente 3 dormitorios, baño y aseo – ver planos), un espacioso salón independiente, cocina con tendedero, una estupenda plaza de aparcamiento y cuarto trastero de 6m2. La propiedad se sitúa en una urbanización cerrada con todas las comodidades: piscina, zonas verdes y conserje, ideal para disfrutar en familia. Perfecto para quienes buscan tranquilidad, accesibilidad y calidad de vida en un entorno seguro y bien comunicado. El barrio de Arroyo Culebro en Leganés es una zona residencial bien comunicada, tranquila y familiar, ideal para quienes buscan calidad de vida. Ofrece modernas viviendas, zonas verdes como el Parque de Polvoranca, colegios, centros deportivos y proximidad a hospitales. En cuanto a transporte, está bien conectado con la línea 5 de Cercanías – Renfe (parada “Parque Polvoranca), varias líneas de autobús y acceso rápido a las principales carreteras desde M-50 y A-42.  Te recordamos que Progreso es una empresa multiservicio que pone a tu disposición “todo lo que necesites, en mismo lugar”, gracias a nuestros servicios jurídicos e inmobiliarios propios y a excelentes convenios a nivel financiero. Consulta para más información, sin compromiso.",True,good,False,True,2368.0,True,False,False,False,[],False,False,269900.0,€,flat,"Valdepelayo-Montepinos-Arroyo Culebro, Leganés",Piso en calle de Móstoles,ARROYO CULEBRO,,,,True,True,,,
108534852,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d1/cc/b6/1347760994.webp,45,7,620000.0,flat,sale,90.0,True,3,2,avenida del Mediterráneo,Madrid,Madrid,Retiro,es,Pacífico,40.4078378,-3.6733065,False,https://www.idealista.com/inmueble/108534852/,"**Piso en Venta en Avenida del Mediterráneo - ¡Tu nuevo hogar te espera! ** Descubre este espectacular piso de 3 dormitorios y 2 baños, ubicado en la codiciada Avenida del Mediterráneo. A solo 5 minutos a pie del emblemático parque de El Retiro, este hogar combina la tranquilidad con la comodidad de la vida urbana. Situado en la séptima y última planta, disfrutarás de una luminosidad excepcional gracias a su excelente orientación y sus grandes ventanales, que ofrecen vistas al sur. Al entrar, te recibe un acogedor pasillo que conduce a una amplia cocina independiente, equipada con un gran ventanal en esquina que ilumina cada rincón. La terraza original se ha incorporado a la cocina, creando un encantador espacio de office ideal para disfrutar de tus comidas. Además, cuenta con una despensa que proporciona un almacenamiento adicional muy práctico. El salón, con más de 20 metros cuadrados, es perfecto para relajarse o recibir visitas, y sus dos grandes ventanas permiten que la luz natural inunde el espacio. El primer dormitorio ofrece una ventana orientada al este, mientras que el segundo dormitorio cuenta con armario empotrado y vista al patio comunitario. El tercer dormitorio, también con un gran ventanal, comparte la misma orientación que el salón, garantizando un ambiente luminoso y acogedor. Los baños están bien equipados: el primer baño tiene un plato de ducha y el baño principal es completo, con bañera y mampara. La altura de los techos alcanza los 3 metros, lo que añade una sensación de amplitud y elegancia. Los suelos de madera en buen estado y el gres porcelánico rústico en cocina y baños aportan un toque de calidez y estilo. La finca cuenta con portero, cámaras de vigilancia y acceso adaptado para personas con movilidad reducida. Con dos ascensores por escalera y un portal representativo, la comodidad está garantizada. Además, se ofrece la opción de cesión del derecho de uso de una plaza de garaje municipal (PAR). No dejes pasar esta oportunidad única de vivir en un entorno privilegiado. ¡Contáctanos para más información y ven a conocer tu nuevo hogar!",True,good,False,True,6889.0,True,False,False,False,[],False,False,620000.0,€,flat,"Pacífico, Madrid",Piso en avenida del Mediterráneo,3452-01338,,,,,,,,
