propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology
108735001,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/09/25/8a/1353595466.webp,LCM37720,52,2,567000.0,flat,sale,90.0,True,1,2,calle del Águila,Madrid,Madrid,Centro,es,Palacio,40.4095672,-3.7105974,False,https://www.idealista.com/inmueble/108735001/,"¿QUIERES VIVIR EN UN MARAVILLOSO ATICO DUPLEX REFORMADO EN PLENO BARRIO DE LA LATINA? Se vende precioso ático dúplex exterior de 90 m² en la emblemática zona de Palacio, ubicado en la segunda planta de una finca clásica muy bien conservada y con gran encanto. La vivienda ha sido completamente reformada, combinando el carácter original del edificio con acabados modernos y funcionales. Distribuido en dos niveles, en la planta inferior se encuentra un amplio salón muy luminoso con balcon que da a la calle, lo que permite disfrutar de agradables vistas y una excelente entrada de luz natural durante todo el día gracias a su orientación sur. En este mismo nivel se ubican una cocina independiente totalmente equipada con electrodomésticos modernos, un segundo balcón y un aseo de cortesía. La planta superior alberga una espaciosa habitación principal con techos abuhardillados y un baño completo, proporcionando un espacio íntimo y acogedor. Toda la vivienda cuenta con aire acondicionado y calefacción por conducto, lo que garantiza confort durante todo el año. Este ático es ideal para quienes buscan vivir en una de las zonas con más historia y encanto del centro de Madrid, en una vivienda luminosa, tranquila y lista para entrar a vivir.",True,good,False,True,6300.0,False,True,False,False,[],False,False,567000.0,€,flat,"Palacio, Madrid",Piso en calle del Águila,Destacado,,,,,,
108527535,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/12/dd/b4/1347556661.webp,,38,2,285000.0,flat,sale,80.0,True,3,1,calle Maestro Turina,Madrid,Getafe,La Alhóndiga,es,,40.3091505,-3.7385203,False,https://www.idealista.com/inmueble/108527535/,"¡OPORTUNIDAD UNICA para vivir en pleno CENTRO de GETAFE, a un paso de Madrid! VISITATUCASA presenta en exclusiva esta magnífica vivienda totalmente exterior, reformada integralmente —incluyendo fontanería y electricidad nuevas—, situada en una zona privilegiada con excelentes conexiones.  Se trata de un piso en esquina, muy luminoso y con ascensor, distribuido en 3 amplios dormitorios con armarios empotrados, dos de ellos con acceso a terraza, un salón espacioso bañado por luz natural, con acceso a terraza, cocina independiente, baño con plato de ducha y preinstalación de gas natural en toda la casa.  La vivienda cuenta con ventanas climalit y paredes lisas, que aseguran confort, eficiencia y un estilo moderno. Su localización es inmejorable: a solo 3 minutos a pie del metro (Línea 12), Cercanías Renfe (Línea C-4) y numerosas líneas de autobuses urbanos e interurbanos (2, 3, 4, 6, 428, 444, 455, 4 64 y N806).  A tan solo 5 minutos caminando encontrarás el Hospital Universitario de Getafe, supermercados, farmacias, colegios, institutos y todo tipo de comercios y servicios esenciales sin necesidad de coche.  La Universidad Carlos III de Madrid está a solo 10 minutos andando, y el acceso en coche a la A-42 se encuentra a solo 2 minutos.  Como valor añadido, el Parque de la Alhóndiga se sitúa a apenas 5 minutos, ideal para disfrutar al aire libre en familia.  Una vivienda ideal para quienes buscan calidad de vida, excelente comunicación y todos los servicios al alcance. PRECIO NEGOCIABLE! ¡Olvídate de todo! Hacemos los trámites por ti. Y, si necesitas financiación, podemos ayudarte a conseguir las mejores condiciones para tu perfil económico. ¡Ven a visitarlo y enamórate de tu nuevo hogar en Getafe Centro! Contáctanos para concertar una visita de lunes a domingo. de 9.00h a 22.00h.",True,good,False,True,3563.0,True,False,False,False,[],False,False,285000.0,€,flat,"La Alhóndiga, Getafe",Piso en calle Maestro Turina,Destacado,,,,,,
108364689,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7f/d0/2c/1341919930.webp,RP482025138454,26,4,378000.0,flat,sale,78.0,True,2,2,Rivas Centro,Madrid,Rivas-Vaciamadrid,Rivas Centro,es,,40.3525225,-3.5144036,False,https://www.idealista.com/inmueble/108364689/,"¡EL PRECIO SE MANTENDRA HASTA EL 31 DE JULIO! ¡Descubre este espectacular piso muy luminoso de 2 habitaciones y 2 baños, ubicado en el prestigioso Residencial Melbourne de Rivas-Vaciamadrid!  Una vivienda prácticamente a estrenar, que combina confort, diseño moderno y excelentes  prestaciones en una urbanización privada con piscina, gimnasio, zona infantil, portería, conserje, trastero y plaza de garaje. El piso cuenta con un amplio salón con cocina americana y acceso directo a una impresionante terraza, ideal para disfrutar del aire libre y de las vistas al cerro. La zona de descanso se compone de dos habitaciones, destacando la principal con baño en suite, además de dos baños completos, uno equipado con bañera y el otro con plato de ducha. La cocina, moderna y de diseño, dispone también de un práctico tendedero accesible. La vivienda cuenta con calefacción central por biomasa con contador individualizado, preinstalación de aire acondicionado por conductos, suelos de tarima con termostato y acabados porcelánicos en cocina y baños. Gracias a su orientación exterior, este piso disfruta de abundante luz natural durante todo el día, ofreciendo un espacio cálido, acogedor y eficiente energéticamente. Una oportunidad única para vivir en el centro de Rivas, en una de las mejores urbanizaciones de la zona, con todos los servicios y comodidades a tu alcance. ¡Ven a visitarlo y enamórate de tu nuevo hogar! Podemos conseguir la mejor financiación con nuestro departamento Dcredit.  *El precio no incluye el impuesto de Transmisiones Patrimoniales, honorarios del comprador por la intermediación inmobiliaria, gastos notariales y/o registrales (según el caso)*.",True,good,False,True,4846.0,True,False,False,False,[],False,False,378000.0,€,flat,"Rivas Centro, Rivas-Vaciamadrid",Piso,Destacado,395000.0,17000.0,4.0,True,True,
108707417,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8f/81/0d/1352746977.webp,,25,4,269000.0,flat,sale,76.0,True,3,1,plaza de Uruguay,Madrid,Coslada,La Espinilla - Parque Blanco,es,,40.4226592,-3.5473059,False,https://www.idealista.com/inmueble/108707417/,"SM HOMES Gestión Inmobiliaria, ofrece estupenda vivienda en Coslada. Se vende fantástico piso en Coslada, ideal para familias o como inversión. El piso se encuentra alquilado hasta Julio de 2026, es una oportunidad fantástica de inversión, desde el primer momento que lo compras empiezas a generar ingresos o tienes la opción de entrar a vivir. La vivienda cuenta con un fantástico, amplio y luminoso salón, aire acondicionado con bomba de frío y calor, lo que garantiza confort durante todo el año. Dispone de 3 habitaciones, ideales como dormitorios, despacho o espacios polivalentes, y 1 baño completo reformado con práctico plato de ducha. Se encuentra para entrar a vivir, la calefacción es central de gas natural con reparto de consumo de gas individual. Ubicado en una zona tranquila y bien comunicada, cerca de todos los servicios: supermercados, transporte público, colegios y parques. ¡No dejes pasar esta oportunidad! Contacta para más información o concertar una visita. No pierda la oportunidad de venir a verlo, estaremos encantados de ayudarle, puede encontrarnos en la Calle Venezuela número 11, Coslada.",True,good,False,True,3539.0,False,False,True,False,[],False,False,269000.0,€,flat,"La Espinilla - Parque Blanco, Coslada",Piso en plaza de Uruguay,Destacado,,,,,,
108772312,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/55/8a/d5/1354677267.webp,LCM37381,53,1,515000.0,flat,sale,112.0,False,4,2,calle de Rafael de Riego,Madrid,Madrid,Arganzuela,es,Palos de la Frontera,40.4009751,-3.693511,False,https://www.idealista.com/inmueble/108772312/,"¡Oportunidad en Palos de la Frontera! Piso con gran potencial para reformar a tu gusto La Casa Agency pone a la venta este espectacular piso de 112 m² construidos, ubicado en una finca con ascensor y portero físico en el demandado barrio de Palos de la Frontera. Una zona tranquila, bien comunicada y con todos los servicios a tu alcance. La vivienda se distribuye en un amplio salón al acceder a la vivienda, cocina independiente y 4 habitaciones (dos de ellas dobles), lo que la convierte en una excelente opción para familias, profesionales en teletrabajo o quienes buscan espacio adicional. Dispone de un baño completo y un aseo, lo que añade funcionalidad al día a día. Se trata de una primera planta con altura de segundo, lo que proporciona mayor privacidad y una excelente luminosidad. Además, cuenta con una terraza orientada al oeste, ideal para disfrutar del sol de la tarde y aportar luz natural a la vivienda. La propiedad dispone de calefacción individual de gas natural y necesita reforma, lo que representa una magnífica oportunidad para diseñar el hogar de tus sueños desde cero, a tu gusto y con tu estilo. Una vivienda con muchísimo potencial en una ubicación con encanto. ⸻ ¿Necesitas financiación? Nuestro departamento FINANZATE te ofrece asesoramiento hipotecario gratuito y personalizado. Trabajamos con más de 16 entidades bancarias para ayudarte a encontrar la mejor opción adaptada a ti. ¡Contáctanos y agenda tu visita hoy mismo! Estamos aquí para ayudarte a descubrir todo lo que esta vivienda puede ofrecerte. NOTA: Este anuncio es meramente informativo y no tiene carácter contractual. Puede estar sujeto a cambios o contener errores.",True,renew,False,True,4598.0,False,False,False,False,[],False,False,515000.0,€,flat,"Palos de la Frontera, Madrid",Piso en calle de Rafael de Riego,Destacado,,,,,,
107174783,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/61/c7/d6/1305201626.webp,EST0087,29,4,355000.0,studio,sale,40.0,False,0,1,"calle de Juan de Austria, 14",Madrid,Madrid,Chamberí,es,Trafalgar,40.4328423,-3.6994072,True,https://www.idealista.com/inmueble/107174783/,"IDEAL INVERSORES, PISO EN ALTA RENTABILIDAD 5%, ALQUILADO EN MODALIDAD TEMPORAL 1.500€/MES Bienvenido a tu nuevo refugio en el encantador Barrio de Chamberí. Este estudio, cuidadosamente diseñado, combina modernidad y funcionalidad en una ubicación privilegiada de Madrid. Características Destacadas: Dormitorio con Cama Doble: Disfruta de noches de descanso reparador en un dormitorio acogedor con una cómoda cama doble, diseñada para el máximo confort. Consta de canapé abatible para aprovechar al máximo el espacio de almacenamiento. Cocina Individual Totalmente Equipada: La cocina cuenta con todos los electrodomésticos necesarios para tus necesidades, creando un espacio funcional y estilizado. Equipada con lavavajillas, lavadora, nevera, microondas y cafetera. También se entrega con todo el menaje y vajilla. Baño Completo y Moderno: El baño, renovado a estrenar, ofrece un gran plato de ducha, un lavavo con 2 grandes cajones para almacenar sus enseres y un diseño elegante. Amueblado y Equipado: Este estudio se entrega completamente amueblado y equipado con todo el menaje necesario, así como ropa de cama y toallas, listo para que te sientas como en casa desde el primer día. Reformado a Estrenar: Experimenta el lujo de estrenar un espacio recién reformado con atención a cada detalle. Su gran pared de ladrillo original de obra es un detalle muy característico y original del piso. Diseño Moderno y Eficiente: El diseño interior refleja un enfoque moderno y eficiente, maximizando el espacio sin comprometer el estilo. Ubicación Central en Chamberí: Disfruta de la vida en el encantador Barrio de Chamberí, con acceso a tiendas boutique, cafeterías acogedoras y una variedad de opciones gastronómicas. Este estudio se encuentra actualmente alquilado en modalidad temporal por una estancia de11 meses pagando una renta de 1.500€/mes, lo que hace de esta propiedad una oportunidad excepcional si le interesa invertir en una vivienda con una alta rentabilidad. ¡Contáctanos hoy para más detalles y para programar una visita! [IW].",False,good,False,False,8875.0,False,False,False,False,[],False,False,355000.0,€,flat,"Trafalgar, Madrid","Estudio en calle de Juan de Austria, 14",Destacado,,,,,,studio
108835556,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/11/0a/86/1356538306.webp,,9,,129000.0,chalet,sale,25.0,,1,1,CL AJALVIR,Madrid,Torrejón de Ardoz,Noroeste,es,,40.4608199,-3.4817837,False,https://www.idealista.com/inmueble/108835556/,"ÉLITE ALCALÁ INMOBILIARIA presenta esta magnífica casa adosada de una planta en una de las zonas más demandadas de Torrejón de Ardoz. -Vivienda completamente reformada hace 2 años. -Alquilada actualmente por 750 €/mes con seguro de impago. -Único gasto: IBI anual de solo 380 €.  Distribución (43 m² construidos de uso real): – Salón con cocina americana – Baño completo con plato de ducha – Dormitorio tipo altillo en altura - Aire acondicionado con bomba de calor.  Ubicación excelente, rodeada de servicios: – Supermercados, comercios, farmacias – Hospital Universitario de Torrejón y Hospital Quirón – Autobuses urbanos e interurbanos – Renfe Cercanías – Acceso directo a la autovía A-2 Perfecta para inversores que buscan rentabilidad desde el primer día, o como futura primera vivienda en zona bien comunicada. ¡Contacta con nosotros y ven a conocerla!",True,good,False,,5160.0,False,False,False,False,[],False,False,129000.0,€,chalet,"Noroeste, Torrejón de Ardoz",Chalet adosado en Cl Ajalvir,Destacado,139000.0,10000.0,7.0,,,terracedHouse
108869301,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8c/02/31/1357492556.webp,E000176,21,8,225000.0,flat,sale,70.0,True,2,1,calle de la del Manojo de Rosas,Madrid,Madrid,Villaverde,es,Los Ángeles,40.358291,-3.6985607,False,https://www.idealista.com/inmueble/108869301/,"BANCASA INMOBILIARIA, vende PISO en barrio de los ANGELES. Piso de 70 metros, DISTRIBUIDOS en 2 DORMITORIOS, BAÑO, COCINA, SALON Y TERRAZA. Piso situado en 8º Planta con ASCENSOR. Salón INDEPENDIENTE con salida a la TERRAZA. Cocina totalmente equipada, muebles altos y bajos.  DORMITORIO PRINCIPAL de 14 METROS. Baño con suelo de gres, totalmente equipado, con PLATO de DUCHA. Suelos de la vivienda son de GRES. Carpintería interior son puertas ROBLE TEÑIDO. Carpintería exterior son ventanas aluminio blanco CLIMALIT correderas. Calefacción Individual de GAS NATURAL. Puerta blindada. Video Portero automático. Ambulatorio y centro de salud cercano. Autobuses de línea a un minuto andando. Todo tipo servicios y supermercados y farmacia a un minuto andando Financiación hasta 90% con nuestro propio departamento financiero. Hipoteca fija 30 años desde 2.20% Hipoteca variable 30 años desde euribor + 0.70% Consulta condiciones en bancasa. Es.",True,renew,False,True,3214.0,False,False,False,False,[],False,False,225000.0,€,flat,"Los Ángeles, Madrid",Piso en calle de la del Manojo de Rosas,Destacado,,,,,,
108668055,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8e/78/b1/1355709873.webp,2610,32,1,219000.0,flat,sale,80.0,True,3,1,calle Cervantes,Madrid,Collado Villalba,Carlos Ruiz,es,,40.626791,-4.0100597,False,https://www.idealista.com/inmueble/108668055/,"Royal House OFRECE EN VENTA, Piso de 80m², situado en la primera planta del edificio, con cómoda distribución, salón con salida a terraza esquinera con vista a jardin, parcialmente cerrada, cocina amueblada con terraza/ tendedero, 3 dormitorios y baño con ducha. Tiene suelos de parquet en salón y dormitorios y cerámico resto de la casa, ventanas dobles de aluminio. Necesita actualización. Ascensor aprobado en junta, se procederá a su construcción próximamente, siendo de cuenta del vendedor los costes derivados del mismo. Comunidad muy tranquila, zonas comunitarias muy cuidadas A 2 minutos a pie de RENFE y 5 minutos a pie de buses Madrid-Moncloa. Colegio público en frente. Al lado de zona Comercial y de Calle Real de Villalba. Ideal para quien quiera una vida cómoda con todo los servicios a pie desde casa. En Royal House no cobramos honorarios al cliente comprador, nos encargado de todo durante el proceso de tu compra-venta, con información continua del proceso para tu tranquilidad, igualmente te ayudamos a conseguir la mejor financiación la necesitas. Nuestro equipo destaca por su amplia experiencia, compromiso y dedicación, cercanía y profesionalidad. Trabajando con el objetivo de asegurar un proceso de compra-venta eficaz. Royal House, a tu lado desde 1992.",False,good,False,True,2738.0,False,False,False,False,[],False,False,219000.0,€,flat,"Carlos Ruiz, Collado Villalba",Piso en calle Cervantes,Destacado,,,,,,
108765850,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ce/4e/03/1354981239.webp,Jh.7.25,17,3,849000.0,flat,sale,85.0,True,2,2,calle de Diego de León,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4329297,-3.6756575,False,https://www.idealista.com/inmueble/108765850/,"Extraordinario piso en barrio Salamanca. ¡Descubre tu nuevo hogar en el corazón de la ciudad! Este espectacular piso de 85 m², es una joya que no querrás dejar escapar.  Con 2 amplias habitaciones y 2 baños, este espacio ha sido totalmente reformado con materiales de lujo, ofreciendo una distribución independiente que maximiza la comodidad y la funcionalidad.  La luminosidad inunda cada rincón gracias a su orientación y a ser exterior, creando un ambiente acogedor y agradable. Ubicado cerca de General Díaz Porlier, este piso cuenta con una ubicación extraordinaria, rodeado de todos los servicios que puedas necesitar.  Desde tiendas hasta transporte público, todo está a un paso. Además, se vende casi amueblado, lo que te permitirá mudarte sin complicaciones. Disfruta de momentos al aire libre y relájate en el balcón mientras contemplas la vida de la ciudad. Este inmueble, situado en la tercera planta de un edificio con ascensor, ofrece calefacción por gas natural y aire acondicionado, asegurando tu confort durante todo el año.  Con armarios empotrados y un estado impecable, es ideal tanto para parejas como para familias.  ¡No pierdas la oportunidad de visitarlo en persona y enamorarte de cada detalle! Interesados llamar a Jaime.",False,good,False,True,9988.0,False,False,False,False,[],False,False,849000.0,€,flat,"Lista, Madrid",Piso en calle de Diego de León,Destacado,,,,,,
