propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,newDevelopmentFinished
87090378,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2e/1b/09/1279529123.webp,A2125,51,,3500000.0,chalet,sale,630.0,,6,5,Barrio El Plantío,Madrid,Madrid,Moncloa,es,El Plantío,40.476684,-3.8243719,False,https://www.idealista.com/inmueble/87090378/,"Enest presenta esta magnifica casa en la urbanización de La Florida con vistas al Pardo.  Las primeras imágenes son infografías de una posible actualización de la casa.  Casa construida por prestigioso arquitecto con una excelente distribución y situada en una parcela de más 3.000 m² con máxima privacidad. Amplio jardín consolidado, con vegetación y arbolado.  Cuenta con hall de entrada que comunica de frente con los salones, el comedor, el porche y el jardín. En la planta baja se sitúa el dormitorio principal con salón, vestidor y baño.  Zona de cocina con office, cuarto de plancha, despensa y comedor de diario. En planta superior encontramos un salón que da paso a cuatro dormitorios con dos baños. Toda la casa tiene grandes ventanales siendo muy luminosa. En la zona de la piscina se encuentra la casita de invitados con salón abierto y un baño. Dispone de un amplio garaje para varios vehículos. Disponemos de muchos mas inmuebles.",False,good,False,,5556.0,True,False,True,False,[],False,False,3500000.0,€,,,,chalet,independantHouse,"El Plantío, Madrid",Casa independiente,True,True,
107329078,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/96/bb/7e/1309731789.webp,,26,2,1700000.0,flat,sale,158.0,True,3,3,"Avenida de Luis García Cereceda, 9",Madrid,Pozuelo de Alarcón,Zona Prado de Somosaguas - La Finca,es,La Finca,40.4056432,-3.7981778,True,https://www.idealista.com/obra-nueva/107329078/,"•SEGUNDA PLANTA 3 DORMITORIOS SUPERFICIES 158 m2 +63 m2 de jardín/terrazas PRECIO: 1.700. 000 € Vivienda de 3 dormitorios en planta segunda. Cuenta con el disfrute exclusivo de las terrazas situadas en fachada norte y sur, perfectas para estar en cualquier estación del año. ZONA DE DÍA Y DE NOCHE: Se accede a la vivienda a través del recibidor, en donde encontramos un aseo de cortesía y un cuarto de ropa, que a su vez, se comunica con el tendedero. Damos paso a un amplio salón-comedor orientado a sur, en donde también se encuentra la cocina, abierta al comedor, y con salida a la terraza. La zona de noche se compone por tres dormitorios, a los cuales se accede a través del distribuidor. El dormitorio principal, con terraza privada, cuenta con vestidor y un cómodo cuarto de baño con ducha, doble lavabo. Los dos dormitorios secundarios tienen cuarto de baño compartido y terraza privada en norte. La vivienda cuenta con 2 plazas de garaje y trastero.",False,newdevelopment,True,True,10759.0,True,False,False,False,[],False,False,1700000.0,€,,,,flat,,"La Finca, Pozuelo de Alarcón","Piso en Avenida de Luis García Cereceda, 9",True,True,False
107329062,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ef/76/2d/1309728147.webp,,28,3,1450000.0,penthouse,sale,126.0,True,2,3,"avenida de Luis García Cereceda, 9",Madrid,Pozuelo de Alarcón,Zona Prado de Somosaguas - La Finca,es,La Finca,40.4056432,-3.7981778,True,https://www.idealista.com/obra-nueva/107329062/,"•ÁTICO 2 DORMITORIOS SUPERFICIES 126 m2 +60 m2 de terrazas PRECIO: 1.400. 000 € Vivienda de 2 dormitorios en planta tercera.  Cuenta con el disfrute exclusivo de las terrazas situadas en fachada norte y sur, perfectas para estar en cualquier estación del año. ZONA DE DÍA Y DE NOCHE: Se accede a la vivienda a través del recibidor, dando paso a un amplio salón, con salida a la terraza sur. El comedor se comunica con la cocina, la cual tiene salida a la terraza norte. También cuenta con una amplia isla central y zona de tendedero. Damos paso a los dormitorios a través del distribuidor, donde encontramos un aseo de cortesía. El dormitorio principal, cuenta con una terraza privada y con un cómodo cuarto de baño, con ducha, doble lavabo. El dormitorio secundario también cuenta con cuarto de baño en suite. La vivienda cuenta con 2 plazas de garaje y trastero.",False,,True,True,11508.0,True,False,False,False,[],False,False,1450000.0,€,,,,flat,penthouse,"La Finca, Pozuelo de Alarcón","Ático en avenida de Luis García Cereceda, 9",True,True,False
107206482,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/77/a9/5c/1306141071.webp,1251,36,7,675000.0,penthouse,sale,178.0,True,2,2,calle de Julia García Boután,Madrid,Madrid,San Blas,es,Rosas,40.4306271,-3.6069589,False,https://www.idealista.com/inmueble/107206482/,"¡NO COBRAMOS HONORARIOS AL COMPRADOR! ASESORES INMOBILIARIOS LAS ROSAS "" Vende Ático de 88 m2 construidos con TERRAZA DE 90 m2 y 2 TRASTEROS DE 38 M2 entre los 2. En una de las mejores ZONAS DE LAS ROSAS. Una SÉPTIMA planta, TODA LA PLANTA PARA LA VIVIENDA Y LOS TRASTEROS QUE SE UNEN ENTRE SI POR LAS TERRAZAS. Compuesto de 2 amplios dormitorios, DOS baños, uno en suite, hall/recibidor amplio, salón muy luminoso y cocina independiente. terraza cubierta de 16 metros cuadrados con acristalamiento tipo climalit con rotura de puente térmico. Y puntos de agua y luz por toda la terraza. Hay armarios empotrados en todos los dormitorios. El Ático cuenta con garaje. Tiene parque y piscina en la urbanización. Dispone de zonas comunes muy agradables. Excelente ubicación y excelentes vistas. Orientación: Norte- Sur- este - oeste. El inmueble se encuentra situado entre metro de Las Musas. Es una zona muy bien comunicada, con comercios, colegios, zonas verdes, polideportivo, centro comercial. * Se realizara obligatoriamente un estudio financiero antes de visitar la vivienda* Le buscamos la hipoteca hasta el 100%. "" Lo importante no es saber, sino confiar en quien sabe "".",False,good,False,True,3792.0,True,False,True,False,[],False,False,675000.0,€,,,,flat,penthouse,"Rosas, Madrid",Ático en calle de Julia García Boután,True,True,
106985077,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/77/71/5e/1355076100.webp,1533,18,bj,359000.0,flat,sale,154.0,True,4,2,"calle Virgen de las Viñas, 17",Madrid,Madrid,Villa de Vallecas,es,Santa Eugenia,40.3802011,-3.6086683,True,https://www.idealista.com/inmueble/106985077/,"* La propiedad se encuentra actualmente alquilada, gestionado contrato por la Comunidad de Madrid, se ofrecerá información precisa a quién le interese. La renta mensual actual es de aproximadamente 1.130€. Vivienda amplia, reformada en planta baja, resultado de la unión de dos pisos previamente independientes, ahora transformada en un hogar amplio y funcional. Reformada íntegramente hace 4 años, esta propiedad ofrece una distribución moderna que incluye cuatro habitaciones, ideales para familias o quienes busquen espacios versátiles, y dos baños completos diseñados para el confort diario. * DETALLE DE SUPERFICIES:. - Según ficha catastro: 149m2 de los que 135 corresponden a vivienda y 14 a elementos comunes. - Según Nota Simple Registral: 154m2. - Superficie útil aproximada, pendiente de medición. Ubicada en una finca que dispone de portero físico, asegura comodidad y seguridad. Además, su situación es inmejorable: se encuentra próxima a la Parroquia de Santa Eugenia y bien comunicada mediante transporte público, con líneas de autobús y estación de Renfe que conectan rápidamente con Madrid. La vivienda cuenta con una cocina amplia y práctica, complementada por una despensa para maximizar el almacenamiento. Gracias a su orientación y diseño, disfruta de abundante luz natural y sol durante todo el día, creando un ambiente cálido y acogedor. * DETALLE DE GASTOS, entre las dos viviendas:. - IBI, aproximadamente 430€. - TASA BASURA: 134€ aproximadamente. - COMUNIDAD aproximadamente: 111€/MES . - DERRAMA POR TRABAJOS EN LA CUBIERTA 20/ MES (PENDIENTE DE DEFINIR DURACIÓN) *Nuestros honorarios serán por cuenta de la parte compradora por el 2% del importe de la venta final, aumentando el IVA correspondiente (21%), mediante factura de curso legal. Su tranquilidad, nuestra preocupación.",False,good,False,True,2331.0,True,False,True,False,[],False,False,359000.0,€,,,,flat,,"Santa Eugenia, Madrid","Piso en calle Virgen de las Viñas, 17",,,
108882823,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f4/90/f9/1357853262.webp,1703,43,,1565000.0,chalet,sale,389.0,,5,8,Santo Domingo,Madrid,Santo Domingo,,es,,40.6251544,-3.5767645,False,https://www.idealista.com/inmueble/108882823/,"Gentile Home RE/MAX presenta esta extraordinaria vivienda unifamiliar situada en una de las urbanizaciones privadas más consolidadas y cotizadas del norte de Madrid. Se trata de una propiedad completamente actualizada, que combina diseño contemporáneo, eficiencia energética y confort absoluto en cada rincón. Distribuida en tres plantas, la vivienda ofrece espacios generosos y bien conectados. En la planta principal encontramos un amplio salón con chimenea y techos a doble altura, grandes ventanales que inundan el espacio de luz natural, una cocina de diseño con isla central y zona office acristalada abierta al jardín —con posibilidad de ampliación en 88 metros cuadrados adicionales—, despacho, aseo de cortesía y un dormitorio en suite con vestidor y baño completo con ducha y bañera. La planta superior alberga dos grandes dormitorios en suite, cada uno con su propio vestidor y baño privado, además de una sala de estar ideal como zona de lectura o biblioteca, abierta al salón principal. La planta inferior cuenta con un segundo salón con acceso independiente —perfecto como zona de juegos, sala de ocio o incluso vivienda independiente—, otros dos dormitorios en suite, cuarto de lavandería, sala de armarios, despensa y sala de máquinas. La parcela, totalmente llana y ajardinada, ofrece un entorno de privacidad y bienestar. Dispone de piscina climatizada orientada al sur con cobertura eléctrica automatizada controlada a través de una aplicación, sauna seca para cuatro personas, zona de barbacoa con horno de pizza y cenador cubierto, baño exterior, garaje cerrado, cargador para coche eléctrico y toldo automático en la zona de piscina, también activado desde una aplicación. Las persianas automáticas y el sistema de alarma completan el equipamiento de seguridad y confort. El sistema de climatización por aerotermia con suelo radiante y refrescante, junto con las placas solares y la carpintería de alta gama, aseguran un excelente aislamiento térmico y eficiencia energética. Vivir en esta zona es disfrutar de tranquilidad, seguridad y una excelente calidad de vida, a solo cinco minutos a pie del centro comercial de la urbanización, que cuenta con centro médico, tiendas, restaurantes, supermercado, ferretería, frutería, clínica veterinaria. Además, la zona ofrece fácil conexión con Madrid, transporte público, amplias zonas verdes y una excelente oferta educativa: muy cerca se encuentran el colegio internacional SEK y el colegio Trinity, y dentro de la propia urbanización hay un colegio público, lo que la convierte en una opción ideal para familias. Para más información o concertar una visita, contáctanos.",False,good,False,,4023.0,True,False,False,False,[],False,False,1565000.0,€,1590000.0,25000.0,2.0,chalet,independantHouse,Santo Domingo,Casa independiente,True,True,
107329005,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/dc/09/31/1309729079.webp,,26,bj,1950000.0,flat,sale,158.0,True,3,3,"Avenida de Luis García Cereceda, 9",Madrid,Pozuelo de Alarcón,Zona Prado de Somosaguas - La Finca,es,La Finca,40.4056432,-3.7981778,True,https://www.idealista.com/obra-nueva/107329005/,"•PLANTA BAJA 3 DORMITORIOS SUPERFICIES 158 m2 +215 m2 de jardín/terrazas PRECIO: 1.400. 000 € Vivienda de 3 dormitorios ubicada en la planta baja.  Cuenta con zona de día y de noche rodeada de un gran jardín con piscina privada y una amplia terraza en fachada sur. ZONA DE DÍA Y DE NOCHE: Se accede a la vivienda a través del recibidor, en donde encontramos un aseo de cortesía y un cuarto de ropa, que a su vez, se comunica con el tendedero. Damos paso a un amplio salón-comedor orientado a sur, en donde también se encuentra la cocina, abierta al comedor, y con salida al jardín. La zona de noche se compone por tres dormitorios, a los cuales se accede a través del distribuidor. El dormitorio principal, con acceso directo al jardín, cuenta con vestidor y un cómodo cuarto de baño con ducha, doble lavabo. Los dos dormitorios secundarios tienen cuarto de baño en suite compartido. La vivienda cuenta con 2 plazas de garaje y trastero.",False,,True,True,12342.0,True,False,False,False,[],False,False,1950000.0,€,,,,flat,,"La Finca, Pozuelo de Alarcón","Piso en Avenida de Luis García Cereceda, 9",True,True,False
108836918,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c2/c6/d9/1356591378.webp,PLANETA SATURNO,25,bj,483000.0,flat,sale,140.0,True,4,3,calle del Planeta Saturno,Madrid,Parla,Parla Este,es,,40.225411,-3.7607798,False,https://www.idealista.com/inmueble/108836918/,"S. I. F (Soluciones Inmobiliarias y Financieras) vende esta MAGNÍFICA vivienda en Parla Este, la ZONA MÁS DEMANDADA de Parla.  Ubicada en un ENTORNO RESIDENCIAL exclusivo, rodeada de chalets, combina tranquilidad y calidad de vida con la comodidad de tener todos los servicios al alcance, tales como colegios, farmacias, supermercados, paradas de tranvía, comercios, zonas verdes, dos centros de salud públicos, varios gimnasios y dos grandes parques. Se trata de una vivienda en planta baja de 140m2 construidos, distribuidos en salón independiente de 25m2, 3 baños completos, 4 dormitorios (uno de ellos con vestidor) y baño en suite, cocina amueblada y equipada y cuarto de lavadero.  Cuenta con una plaza de garaje y trastero incluido en el precio. Esta singular vivienda tiene un enorme patio privado de 200m2 donde podrás disfrutar de tu propia piscina particular, tus barbacoas y tardes de ocio al aire libre.  Vivienda equipada con suelos de tarima, ventanas de climalit, persianas térmicas, contraventanas metálicas, calefacción de gas natural, aire acondicionado con bomba de frio y calor canalizado por toberas, y armarios empotrados en varias estancias. Se trata de una urbanización privada con todo tipo de comodidades y vigilante con piscina comunitaria, pista de pádel, zonas verdes, zona infantil, etc. SOLICITA MÁS INFORMACIÓN SIN COMPROMISO!  NO COBRAMOS COMISION DE AGENCIA.",False,good,False,True,3450.0,True,False,True,False,[],False,False,483000.0,€,,,,flat,,"Parla Este, Parla",Piso en calle del Planeta Saturno,True,True,
107329024,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5d/01/0d/1309730787.webp,,26,3,2600000.0,penthouse,sale,201.0,True,4,4,"Avenida de Luis García Cereceda, 9",Madrid,Pozuelo de Alarcón,Zona Prado de Somosaguas - La Finca,es,La Finca,40.4056432,-3.7981778,True,https://www.idealista.com/obra-nueva/107329024/,"•ÁTICO 4 DORMITORIOS SUPERFICIES 201 m2 +87 m2 de terrazas PRECIO: 2.600. 000 € Vivienda de 4 dormitorios ubicada en la planta tercera.  Cuenta con piscina privada y el disfrute exclusivo de las terrazas situadas en fachada norte y sur, perfectas para estar en cualquier estación del año. ZONA DE DÍA Y DE NOCHE: Se accede a la vivienda a través del recibidor, en donde encontramos un aseo de cortesía y un cuarto de ropa, que a su vez, se comunica con el tendedero. Damos paso a un amplio salón-comedor orientado a sur, con salida a la terraza, en donde también se encuentra la cocina abierta al comedor. La amplia terraza sur cuenta con piscina privada. La zona de noche se compone por cuatro dormitorios, a los cuales se accede a través del distribuidor. El dormitorio principal, con terraza privada, cuenta con vestidor y un cómodo cuarto de baño con ducha, doble lavabo. Los dos dormitorios individuales comparten baño en suite. El otro dormitorio secundario cuenta con baño privado. Todos disponen de terraza en norte. La vivienda cuenta con 3 plazas de garaje y trastero.",False,newdevelopment,True,True,12935.0,True,False,False,False,[],False,False,2600000.0,€,,,,flat,penthouse,"La Finca, Pozuelo de Alarcón","Ático en Avenida de Luis García Cereceda, 9",True,True,False
108573624,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d0/b4/c1/1348934688.webp,[[137]] e15a,18,5,445000.0,flat,sale,96.0,True,3,2,"Cerro del Campo, 31",Madrid,Madrid,Vicálvaro,es,El Cañaveral,40.4055926,-3.550309,True,https://www.idealista.com/obra-nueva/108573624/,"Limea Suites: Tu hogar, donde la calidad se siente Limea Suites es una exclusiva promoción de 94 viviendas distribuidas en dos torres, con una amplia zona común que invita al disfrute y la convivencia. Ofrece viviendas de 2 y 3 dormitorios, incluyendo viviendas en plantas baja con grandes terrazas y espectaculares áticos con solárium y con pérgola para disfrutar del sol, pensadas para adaptarse a tu estilo de vida.  En Limea Suites, cada detalle del equipamiento interior ha sido cuidadosamente seleccionado para ofrecer una experiencia de vida superior. La selección de materiales de alta gama y el diseño funcional de los espacios hacen de cada rincón un lugar acogedor y elegante, pensado para disfrutar desde el primer momento.  Los acabados destacan por su calidad: carpintería de PVC con triple vidrio y doble cámara de aire para un excelente aislamiento térmico y acústico, suelos laminados de gran resistencia que combinan estética y durabilidad, y cocinas completamente equipadas con electrodomésticos de última generación que facilitan el día a día. Además, las viviendas cuentan con conexiones para telecomunicaciones, garantizando comodidad y conectividad.  Estos elementos aseguran un alto nivel de eficiencia energética y aislamiento acústico todo ello, bajo la certificación Passivhaus. El Cañaveral, un barrio que es sinónimo de bienestar El Cañaveral es uno de los barrios más prometedores de Madrid, en pleno crecimiento urbanístico y con modernas promociones que garantizan bienestar y calidad de vida.  La zona cuenta con con varias líneas de autobús (159, E5, 290 y N6) que lo conectan con Metro, Cercanías y el centro de Madrid, y dispone además de una excelente comunicación por carretera gracias a su proximidad a la M-45 y el acceso directo a la R-3, lo que facilita los desplazamientos tanto hacia el centro como hacia el corredor del Henares.  Además, hay previsto un nuevo Parque Central que se va a ejecutar en El Cañaveral, conforme a la modificación de la almendra central, así como de las comunicaciones y accesos de El Cañaveral y la línea prevista del Bus de Tránsito Rápido (BTR) o BuP.  El Cañaveral ofrece una ubicación privilegiada y todos los servicios necesarios para una vida cómoda, con comercios, colegios, zonas verdes y centros de salud. Viviendas Passivhaus en El Cañaveral Sus amplias zonas comunes están diseñadas para el disfrute de toda la familia, con zonas verdes perfectamente integradas que invitan al relax y la recreación. Los más pequeños podrán disfrutar de áreas de juegos infantiles seguras y divertidas, mientras que los adultos se relajan junto a la moderna piscina de cloración salina, que ofrece un agua más saludable y respetuosa con el medio ambiente.  El espacio comunitario polivalente está diseñado para adaptarse a tus momentos más especiales. Contará con una exclusiva zona gourmet, perfecta para celebraciones y reuniones con amigos o familiares, y un gimnasio para que puedas mantenerte en forma sin salir de casa. Todo ello en un ambiente moderno y funcional que fomenta la convivencia y el bienestar. También habrá un aparcamiento para bicis y buzones tipo ""Smart locker"". Además, los núcleos de comunicación del edificio se han ejecutado mediante soluciones industrializadas, lo que garantiza una mayor calidad, eficiencia y confort en el día a día. Disfruta del confort de una vivienda Passivhaus con autoconsumo colectivo por placas solares. El autoconsumo eléctrico que incorporamos reduce la dependencia de fuentes de energía no renovables, que emiten grandes cantidades de CO2 y son perjudiciales para la salud de las personas.",True,newdevelopment,True,True,4635.0,True,False,False,False,[],False,False,445000.0,€,,,,flat,,"El Cañaveral, Madrid","Piso en Cerro del Campo, 31",True,True,False
108032491,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5b/ed/f6/1331772401.webp,1556-MC607,33,2,550000.0,flat,sale,171.0,True,4,2,calle del Padre Wigfrido,Madrid,El Escorial,Jardín de los Reyes - Parque Real,es,,40.5900501,-4.1391839,False,https://www.idealista.com/inmueble/108032491/,"Piso en Urbanizacion Los Abetos, con 171 m² construidos, 122 m² útiles, 4 dormitorios, 2 baños, 1 garaje/s, buen estado, exterior, planta 2, 1 terraza(s), 30 m² de terraza, trastero, ascensor, orientación sureste, más de 30 años, piscina comunitaria, calefacción individual, combustible gas natural, aire acondicionado frío, gastos de comunidad/mes de 390 €, suelo de parquet, tenis, cuota ibi: 429,36€. Cornejo Inmuebles ofrece estupenda y exclusiva vivienda en El Escorial, mas concretamente en la urbanización Los Abetos en Jardín de los Reyes - Parque Real.  Cuenta con cuatro dormitorios, dos baños completos, cocina independiente totalmente equipada y un gran salón con salida a una extensa terraza con vistas al bello y verde paisaje de la sierra. Incluye plaza de garaje privada y un trastero de 20m2. El edificio tiene ascensor, lo que aporta una gran accesibilidad. En la urbanización se encuentra una gran piscina para el verano, un parque infantil, pista de tenis, cancha de baloncesto, y un club social estupendo para celebrar reuniones y eventos.  Además, la tranquilidad esta garantizada con su seguridad 24 horas y un portero físico.",False,good,False,True,3216.0,True,False,True,False,[],False,False,550000.0,€,,,,flat,,"Jardín de los Reyes - Parque Real, El Escorial",Piso en calle del Padre Wigfrido,True,True,
108454438,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/35/c8/83/1345382430.webp,a01Jy00000jvuWeIAI,19,3,485000.0,flat,sale,78.0,False,1,1,"Fernández Caro, 7",Madrid,Madrid,Ciudad Lineal,es,Concepción,40.4424991,-3.6474042,True,https://www.idealista.com/obra-nueva/108454438/,"DESCUBRE EN MOSAIK, LA COMPOSICIÓN PERFECTA 22 VIVIENDAS EXCLUSIVAS DE OBRA NUEVA CON TERRAZA DE 1, 2 Y 3 DORMITORIOS    MOSAIK es una propuesta vanguardista e innovadora, donde el diseño y la funcionalidad son protagonistas. Está ubicado en la calle Fernández Caro, 7, a tan solo unos metros de la emblemática calle Arturo Soria, una de las principales vías de Madrid. El residencial cuenta con zonas comunes pensadas para mejorar tu día a día: piscina, solárium con vistas, gimnasio y un espacio de coworking donde combinar bienestar y productividad. Las viviendas están perfectamente orientadas, con amplios ventanales que garantizan una alta luminosidad, dotadas de una cuidada selección de materiales, y cocinas totalmente equipadas con elegante diseño y excelentes calidades. Además, cuentan con un innovador sistema de climatización por aerotermia y geotermia, suelo radiante y suelo refrescante, ventilación mecánica de doble flujo con intercambiador de calor, elementos que nos proporcionarán el máximo confort y eficiencia energética. MOSAIK te brinda un diseño contemporáneo y un equipamiento completo, con todos los servicios al alcance, en una de las ubicaciones más destacadas de Madrid. Un residencial concebido para proporcionarte una vida cómoda, práctica y de alta calidad.  Para ampliar la información, puedes concertar una visita a nuestras oficinas centrales en la calle Alcalá 96, 5º-Dcha. frente a El Corte Inglés de Goya.",False,,True,True,6218.0,True,False,False,False,[],False,False,485000.0,€,,,,flat,,"Concepción, Madrid","Piso en Fernández Caro, 7",,,False
108921640,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5f/69/a3/1359175023.webp,01221,66,,327000.0,chalet,sale,142.0,,3,2,Nuevo Baztan,Madrid,Nuevo Baztan,,es,,40.3688857,-3.2643902,False,https://www.idealista.com/inmueble/108921640/,"Buscas un hogar listo para entrar a vivir, rodeado de naturaleza y con todas las comodidades? . Te presentamos este precioso chalet reformado en 2010, ubicado en la urbanización Las Villas de Nuevo Baztán. Una zona muy tranquila y con excelente acceso. Entre sus características principales destaca su salón comedor en dos ambientes, uno de ellos con estufa de leña y grandes ventanales que inundan el espacio de luz natural y ofrecen vistas al jardín. La cocina está completamente amueblada y equipada con electrodomésticos.  Cuenta con 3 habitaciones, incluida una espectacular suite principal en planta alta con vestidor privado, ideal para tu confort y privacidad, y uno de los dos baños de la casa. Garaje con espacio para vehículo, almacenamiento o para tener tu zona de bricolaje. Todo ello situado en una parcela de 1109m2 donde encontramos el jardín con árboles grandes y consolidados. Perfecto para disfrutar de la naturaleza y de reuniones al aire libre. Con espacio suficiente para hacer tu piscina privada.  No dejes escapar esta oportunidad para crear tu hogar.  ¡Contáctanos para más información o concertar una visita!",False,good,False,,2303.0,True,False,False,False,[],False,False,327000.0,€,,,,chalet,independantHouse,Nuevo Baztan,Casa independiente,True,True,
108924651,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/17/33/1d/1359106687.webp,MD3D01V03,29,bj,130000.0,flat,sale,74.0,True,2,1,calle Ezequiel Peñalver,Madrid,Madrid,Barajas,es,Aeropuerto,40.4513441,-3.5552083,False,https://www.idealista.com/inmueble/108924651/,"¡MAGNÍFICA OPORTUNIDAD! Vivienda en buen estado de conservación, próxima al Aeropuerto de Barajas y polígonos industriales de la A-2, en la calle Ezequiel Peñalver, planta baja, exterior. 74 m2 construidos distribuidos en: amplio salón, cocina independiente amueblada, dos dormitorios espaciosos, y cuarto de baño con plato de ducha y ventana de ventilación.  Sin gastos de comunidad. No lo dude, contacte con nosotros y concierte una visita con nuestros asesores. VENETA Inmobiliaria es una agencia especializada en la venta de viviendas con más de 25 años de experiencia en la intermediación de compra-venta de inmuebles y asesoramiento inmobiliario.  Síguenos en las redes y entérate el primero de los pisos que salen a la venta: fb: Veneta Inmobiliaria ig: veneta_grupo_inmobiliario.",False,good,False,False,1757.0,False,False,False,False,[],False,False,130000.0,€,,,,flat,,"Aeropuerto, Madrid",Piso en calle Ezequiel Peñalver,,,
108664105,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/16/d4/c5/1353169856.webp,,93,3,2600000.0,duplex,sale,395.0,True,3,4,calle de Arturo Soria,Madrid,Madrid,Ciudad Lineal,es,Colina,40.4560744,-3.6590395,False,https://www.idealista.com/inmueble/108664105/,"Descubre este impresionante dúplex en venta, ubicado en una finca única que combina encanto, historia y diseño arquitectónico. Con 395 m² construidos y 237 m² útiles, este hogar es un verdadero oasis de lujo donde la naturaleza se encuentra con la sofisticación. El luminoso salón, con su elegante chimenea y múltiples ambientes, se abre a una terraza perfecta para disfrutar de las vistas. La cocina, un sueño hecho realidad, cuenta con una isla central y un espacio ideal para comidas familiares, además de una terraza cerrada que incluye zona de lavandería. La planta superior te sorprenderá con una suntuosa terraza y una piscina privada Infiniti, donde podrás relajarte rodeado de un entorno paisajístico cuidado con árboles frutales y plantas ornamentales. La zona de descanso incluye tres dormitorios, todos con baño en suite y vestidor privado, garantizando privacidad y confort. El dormitorio principal destaca por su ventana que da a la terraza y su acogedora zona de lectura. Este dúplex también ofrece acabados de primera calidad, calefacción por bomba de frío/calor y aire acondicionado, asegurando un ambiente cálido y sofisticado durante todo el año. Completa esta oferta dos plazas de garaje y la posibilidad de garajes opcionales, además de un amplio trastero.  Las zonas comunes incluyen seguridad privada, conserjería, piscina, pádel, gimnasio y jardines que complementan este estilo de vida exclusivo.  Situado en una de las zonas más tranquilas y sofisticadas de la capital, este dúplex es perfecto para quienes buscan excelencia y estilo en cada rincón. ¡No pierdas la oportunidad de vivir en este hogar! EN INMOO, Nuestra finalidad es su felicidad y estaremos encantados de atenderles.",False,good,False,True,6582.0,True,False,True,False,[],False,False,2600000.0,€,,,,flat,duplex,"Colina, Madrid",Dúplex en calle de Arturo Soria,True,True,
107329061,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/02/a3/a0/1309728138.webp,,28,2,1400000.0,flat,sale,126.0,True,2,3,"Avenida de Luis García Cereceda, 9",Madrid,Pozuelo de Alarcón,Zona Prado de Somosaguas - La Finca,es,La Finca,40.4056432,-3.7981778,True,https://www.idealista.com/obra-nueva/107329061/,"•SEGUNDA PLANTA 2 DORMITORIOS SUPERFICIES 126 m2 +42 m2 de terrazas PRECIO: 1.400. 000 € Vivienda de 2 dormitorios en planta segunda.  Cuenta con el disfrute exclusivo de las terrazas situadas en fachada norte y sur, perfectas para estar en cualquier estación del año. ZONA DE DÍA Y DE NOCHE: Se accede a la vivienda a través del recibidor, dando paso a un amplio salón, con salida a la terraza sur. El comedor se comunica con la cocina, la cual tiene salida a la terraza norte. También cuenta con una amplia isla central y zona de tendedero. Damos paso a los dormitorios a través del distribuidor, donde encontramos un aseo de cortesía. El dormitorio principal, cuenta con una terraza privada y con un cómodo cuarto de baño, con ducha, doble lavabo. El dormitorio secundario también cuenta con cuarto de baño en suite. La vivienda cuenta con 2 plazas de garaje y trastero.",False,newdevelopment,True,True,11111.0,True,False,False,False,[],False,False,1400000.0,€,,,,flat,,"La Finca, Pozuelo de Alarcón","Piso en Avenida de Luis García Cereceda, 9",True,True,False
