propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,exterior,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,neighborhood
108608936,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6e/ca/6d/1349853434.webp,,10,3,360000.0,flat,sale,67.0,1,1,"CL RIO, 6",Madrid,Madrid,Centro,es,40.4226272,-3.7111698,True,https://www.idealista.com/inmueble/108608936/,"**Piso en Venta en el Corazón de la Ciudad**  ¡Descubre este encantador piso interior a tan solo 50 metros de Plaza España! Con una superficie construida de 67 m², este hogar ha sido reformado hace solo 4 años, ofreciendo un espacio moderno y acogedor. La abundante luz natural y la excelente ventilación crean un ambiente agradable y cálido. Además, se está instalando un ascensor que estará disponible en septiembre, lo que añade comodidad a tu día a día. La amplia cocina, completamente equipada, ofrece la posibilidad de integrarse al salón, ideal para disfrutar de momentos inolvidables con amigos y familiares. El salón cuenta con un cómodo sofá cama, aire acondicionado y televisión, perfecto para relajarte después de un largo día. El comedor tiene capacidad para hasta seis comensales, haciendo de este espacio el lugar perfecto para cenas y celebraciones. El dormitorio principal es un verdadero refugio, con una cama de 2 metros cuadrados, armario y un mueble cajonero para maximizar el almacenamiento. Además, cuenta con una TV colgada en la pared, ideal para disfrutar de tus series favoritas desde la comodidad de tu cama. Al entrar, serás recibido por un amplio recibidor que añade un toque de elegancia a este hermoso piso. Ubicado en un edificio de estilo clásico con escaleras de madera y pasamanos protegido por Patrimonio, este piso combina historia y modernidad. La ubicación privilegiada en el corazón de la ciudad te permitirá disfrutar de todo lo que la zona tiene para ofrecer. ¡No pierdas la oportunidad de visitar este espectacular hogar!",True,good,False,False,5373.0,False,False,False,False,[],False,False,360000.0,€,365000.0,5000.0,1.0,flat,"Palacio, Madrid","Piso en Cl Rio, 6",Destacado,False,,,,Palacio
108310885,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2b/7e/6f/1340329225.webp,RP3112025137992,32,,160000.0,chalet,sale,250.0,7,2,calle Carretas,Madrid,Cadalso de los Vidrios,,es,40.300041,-4.4401633,False,https://www.idealista.com/inmueble/108310885/,"REDPISO MADRID SUROESTE le ofrece en venta exclusiva vivienda unifamiliar ubicada en Cadalso de los Vidrios, municipio de la Sierra Oeste de Madrid. La vivienda cuenta con una superficie construida de 276m² distribuidos en tres plantas. Se compone de un amplio salón-comedor equipado con chimenea, cocina espaciosa, 7 habitaciones y 2 cuartos de baño. Además de 3 estancias más con múltiples posibilidades de uso perfectas para sus necesidades. Cuenta con dos bonitos patios y pozo de agua funcional. Casa perfecta para primera residencia o para vivienda vacacional en una comarca de gran belleza natural. Cadalso de los Vidrios, dispone de todos los servicios y comercios necesarios. Se encuentra a unos 80km. de Madrid. Oportunidad por su excelente ubicación ya que se encuentra en el centro urbano, con un emplazamiento estratégico y con un un entorno natural para hacer diversas actividades al aire libre, como senderismo y ciclismo. No muy lejos se encuentra el Embalse de San Juan y el Valle de Iruelas, a orillas del Embalse de Burguillo. A Cadalso de los Vidrios se llega por carretera: N-V hasta enlazar con la M-507. Vía secundaria: N-V, salida San José de Valderas, para coger la C-501 hasta enlazar con una de las siguientes: la M-541 a la altura de Pelayos de la Presa, la N-403 a la altura de San Martín de Valdeiglesias hasta enlazar con la M-542 o directamente por la M-542 pasado San Martín de Valdeiglesias. Por transporte público: Autobús lineas 545 y 546 desde la Estación de autobuses de Príncipe Pio de Madrid. ¡No dude en contactar con nosotros para ampliar la información o programar una visita para conocer la vivienda!.",False,good,False,,640.0,False,False,False,False,[],False,False,160000.0,€,,,,chalet,Cadalso de los Vidrios,Chalet adosado en calle Carretas,Destacado,,,,terracedHouse,
106866835,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3d/cf/22/1296312321.webp,611,38,,1860000.0,chalet,sale,330.0,6,2,Colonia,Madrid,Torrelodones,Colonia,es,40.5827743,-3.9548734,False,https://www.idealista.com/inmueble/106866835/,"Oportunidad Chalet independiente tradicional de piedra para reformar, en una excelente ubicación, zona del Bulevar, a 4 minutos caminando de la Casa de la Cultura, y parada de bus y a 10 minutos de Renfe, dentro de un entorno natural, tranquilo y a su vez urbano.  HAY QUE RESALTAR SU SITUACION PRIVILEGIADA. La parcela se puede segregar en la vivienda y 2 parcelas mas. Se vende toda la finca junta, no por partes.  La vivienda se desarrolla en una planta y media con una superficie construida de 330M² y con una parcela de 2.000m² aproximadamente, en caso de segregarla, donde se encuentran en la planta principal 4 dormitorios, salón comedor con chimenea con salida a un gran porche de 15m², la cocina esta amueblada + un comedor de diario, 2 baños completos y un cuarto de estar. Dispone de garaje para 2 coches. En la planta primera se encuentra el desván o buhardilla donde hay 2 dormitorios con salida a una terraza- mirador. En la parcela se encuentra una piscina de 10x5, un cuarto trastero y una casa de guardas de unos 30 m². Variedad de arboles como encinas, cedros, pinos algunos centenarios. Toda la finca esta vallada con mampostería de piedra. PARA MAS INFORMACION CONSULTENOS.",True,renew,False,,5636.0,False,False,False,False,[],False,False,1860000.0,€,,,,chalet,"Colonia, Torrelodones",Casa independiente,Destacado,,True,True,independantHouse,
108744786,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1b/a3/57/1353853201.webp,RP2212025139936,38,1,1480000.0,flat,sale,197.0,4,3,La Moraleja urbanización,Madrid,La Moraleja,La Moraleja urbanización,es,40.5063083,-3.6086733,False,https://www.idealista.com/inmueble/108744786/,"Redpiso Alcobendas Norte te presenta este lujoso piso a estrenar. El inmueble está equipado con un avanzado sistema de aerotermia, aire acondicionado, y suelo radiante frío-calor, todo integrado a la domótica de última generación. Los cerramientos exteriores cuentan con vidrios bajo emisivos, garantizando el máximo aislamiento y eficiencia. Se distribuye en cuatro luminosos dormitorios y 3 baños, ademas de un aseo. La habitación principal dispone de un amplio baño privado y un vestidor con puertas lacadas en blanco, las mismas que en el resto de la propiedad. Todos los dormitorios tienen armarios empotrados y acceso directo a una segunda terraza. La cocina, de concepto abierto, con suelo de gres de la mejor calidad, esta completamente equipada con electrodomésticos de ultimo nivel, integrados a la perfección en la estancia para evitar cualquier tipo de ruido visual. Dispone de una isla central con placa de inducción y campana de techo. Tiene tendedero cubierto. Como parte central de la vivienda encontramos un amplio y luminoso salón, desde el cual accedemos a una gran terraza con vistas a la piscina y a los jardines de la urbanización. Estan incluidas en el precio dos plazas de garaje, una de ellas con cargador para coche electrico; y un trastero. Este complejo destaca por sus extensos y cuidados jardines, cuatro piscinas exteriores y una interior climatizada, ideal para el disfrute durante todo el año. Ademas, cuenta con sala de lectura, coworking, spa climatizado, sauna, gimnasio con sala de boxeo, sala de baile, un espectacular espacio gastronómico de 115 m², kids club, y emocionantes zonas de juego con toboganes y tirolinas. Asesórate con nuestro departamento financiero DCREDIT para conseguir las mejores condiciones hipotecarias, financiamos hasta el 100%. En REDPISO ALCOBENDAS NORTE trabajamos para ofrecer a nuestros clientes los mejores inmuebles de Alcobendas, con un gran equipo especializado en la zona, para proporcionarles la mejor opción a cada necesidad, cuidando al máximo los detalles.",True,good,False,True,7513.0,False,False,False,False,[],False,False,1480000.0,€,,,,flat,"La Moraleja urbanización, La Moraleja",Piso,Destacado,True,True,True,,
108333061,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6e/10/43/1340983528.webp,997,15,bj,675000.0,flat,sale,84.0,2,2,calle de Chile,Madrid,Madrid,Chamartín,es,40.4590416,-3.6760554,False,https://www.idealista.com/inmueble/108333061/,"**Descripción de la Propiedad: Piso Reformado en Nueva España, Chamartín** Te presentamos este magnífico piso de 84 m², situado en el corazón de Nueva España, en el distrito de Chamartín. Construido en 1952, este hogar ha sido cuidadosamente reformado para ofrecerte el máximo confort y modernidad. **Características Principales: ** - **Dormitorios: ** 2 amplias habitaciones, ideales para descansar y disfrutar de la tranquilidad. - **Baños: ** 2 baños completos, equipados y listos para su uso. - **Luminosidad: ** Gracias a su orientación sur, el piso se beneficia de una excelente luz natural durante todo el día. - **Estado: ** En buen estado, con acabados de calidad y detalles que marcan la diferencia. **Comodidades Adicionales: ** - **Accesibilidad: ** Acceso para personas con movilidad reducida, facilitando la vida diaria. - **Climatización: ** Aire acondicionado y calefacción de gas natural individual, asegurando un ambiente agradable en cualquier época del año. - **Seguridad: ** Sistema de alarma, puerta blindada y videoportero, para que te sientas seguro en todo momento. - **Conserje y Vigilancia 24h: ** Un servicio que añade un plus de tranquilidad y comodidad. - **Cocina: ** Cocina amueblada y equipada, lista para que prepares tus mejores platos. - **Acabados: ** Suelo de parquet y tarima, ventanas Climalit, y pintura lisa, que aportan un toque moderno y acogedor. **Ubicación: ** Situado en una zona céntrica, con fácil acceso a transporte público, comercios y servicios, este piso es perfecto para quienes buscan calidad de vida en una de las mejores áreas de Madrid. No pierdas la oportunidad de visitar este espectacular piso en Nueva España. ¡Te encantará! Cuando el detalle realmente importa.",False,good,False,True,8036.0,False,False,False,False,[],False,False,675000.0,€,,,,flat,"Bernabéu-Hispanoamérica, Madrid",Piso en calle de Chile,Destacado,False,,,,Bernabéu-Hispanoamérica
102483385,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4b/c0/65/1157131434.webp,RP3112023118147,56,,105000.0,chalet,sale,293.0,5,1,calle Larga,Madrid,Cenicientos,,es,40.2633915,-4.4700893,False,https://www.idealista.com/inmueble/102483385/,"REDPISO MADRID SUROESTE le ofrece en venta magnífica casa adosada ubicada en el municipio de Cenicientos, localidad con encanto de la Comunidad de Madrid, a las puertas del valle del Tiétar y la Sierra de Gredos. Está situado a 80km. de la capital. La vivienda cuenta con una amplia superficie construida de 293m² distribuidos en una casa principal con tres plantas y un segundo inmueble que se puede habilitar para una segunda vivienda, almacén o garaje. Las tres plantas de la casa principal están distribuidas en: PLANTA BAJA o de entrada a la vivienda y consta de salón con chimenea, comedor, cocina y un baño. En la SEGUNDA PLANTA nos encontramos con cinco amplias habitaciones y la TERCERA PLANTA dispone de una estupenda buhardilla completamente diáfana. El segundo inmueble reformado en el año 2000, está distribuido en dos plantas: una PLANTA BAJA y una PRIMERA PLANTA totalmente diáfanas con acceso independiente a otra calle. Además dispone de una fantástica parcela con pozo de 60m². Viviendas con multitud de posibilidades. Ideal para VACACIONES o ALOJAMIENTO RURAL. Ubicación inmejorable, en el centro urbano del pueblo, con todos los servicios a su alcance. El municipio de Cenicientos se caracteriza por su gran belleza natural y su alto valor paisajístico. Se encuentra en un entorno medioambiental privilegiado, con bonitos parajes a sus alrededores y sus excelentes vistas de la sierra de la Higuera o la Peña de Cenicientos de 1.252m. de altitud. Esto último ha hecho que Cenicientos sea espacio natural protegido. A Cenicientos se llega en automóvil mediante varias vías de acceso: N-V (dirección Badajoz) y M-507 y M-501 (Madrid-Plasencia), N-V y M-542. Autobús desde el intercambiador de autobuses de Madrid, Príncipe Pio. ¡No dude en contactar con nosotros para solicitar toda la información que necesite y concertar una visita para conocer la vivienda!",False,good,False,,358.0,False,False,False,False,[],False,False,105000.0,€,,,,chalet,Cenicientos,Casa independiente en calle Larga,Destacado,,,,independantHouse,
107019516,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b7/dd/37/1300570804.webp,Aranjuez22,44,,495000.0,chalet,sale,410.0,7,5,pasaje del Aire,Madrid,Aranjuez,Foso-Moreras,es,40.0327118,-3.5864306,False,https://www.idealista.com/inmueble/107019516/,"Realty22 consulting inmobiliario pone a su disposición una vivienda ideal para que podáis crear recuerdos imborrables. No pierdas esta gran oportunidad y ponte en contacto con DIEGO en cualquier momento TODOS los días por whatsapp seis tres tres dos siete siete dos treinta. ¡Descubre el hogar de tus sueños en la exclusiva zona del nuevo Aranjuez! Este impresionante chalet independiente de 410 m² te ofrece todo lo que necesitas para vivir con comodidad y estilo. Con una distribución excepcional, cuenta con 7 amplios dormitorios, todos con armarios empotrados, y 5 baños, incluyendo un aseo para mayor conveniencia  La propiedad se destaca por sus 3 cocinas independientes totalmente equipadas y 3 salones espaciosos, uno de ellos con una encantadora chimenea de obra ideal para las noches de invierno. Primera planta: 4 dormitorios 2 baños completos cocina y lavadero, salon y comedor independiente. Bajo: 3 dormitorios 2 baños completos cocina y lavadero, salon comedor. Garaje: 60m2 mas un cuarto de calderas, baño, salon con cocina americana y chimenea mas un cuarto dormitorio todas las estancias con radiadores y ventanas exteriores  La casa está equipada con calefacción de gasoil y aire acondicionado, asegurando un ambiente confortable durante todo el año. Las ventanas de climalit garantizan aislamiento térmico y acústico.  Además, podrás disfrutar de un patio solado perfecto para reuniones al aire libre y un garaje de 60 m² que proporciona amplio espacio para tus vehículos.  No faltan detalles como el cuarto de calderas y un salón adicional con cocina americana y chimenea, ideal para momentos de relax. Construida en 1991, esta vivienda de segunda mano se encuentra en excelente estado y está orientada al sur, lo que asegura una magnífica iluminación natural. La parcela de 600 m² ofrece espacio suficiente para disfrutar del aire libre. No pierdas la oportunidad de vivir en este oasis de tranquilidad y confort en Aranjuez. ¡Ven a visitarla y enamórate! *El precio no incluye el impuesto de Transmisiones Patrimoniales, honorarios por la intermediación inmobiliaria, gastos notariales y/o registrales (según el caso).",False,good,False,,1207.0,False,False,False,False,[],False,False,495000.0,€,,,,chalet,"Foso-Moreras, Aranjuez",Casa independiente en pasaje del Aire,Destacado,,True,True,independantHouse,
108597701,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/08/30/f3/1349543122.webp,ADO0007,46,,580000.0,chalet,sale,196.0,4,3,San Isidro - Los Almendros,Madrid,Alcalá de Henares,San Isidro - Los Almendros,es,40.4876218,-3.3650983,False,https://www.idealista.com/inmueble/108597701/,"Te presentamos este amplio chalet adosado en venta en urbanización El Plantio. una vivienda ideal para familias que buscan comodidad, espacio y un entorno tranquilo con todos los servicios a mano. Situado en una urbanización consolidada, este inmueble destaca por su excelente distribución, su luz natural y sus múltiples espacios tanto interiores como exteriores para disfrutar durante todo el año. La vivienda se organiza en tres plantas, ofreciendo un total de cuatro dormitorios, todos ellos con buena ventilación y espacio suficiente para crear zonas de descanso o trabajo según las necesidades. Cuenta con dos baños completos, funcionales y bien distribuidos, además de un aseo de cortesía en la planta principal que aporta un extra de comodidad para el día a día. El salón es amplio y acogedor, presidido por una chimenea que no solo aporta calidez sino también carácter a la estancia, convirtiéndola en el corazón del hogar durante los meses más fríos. Desde aquí se accede directamente al porche y al jardín privado, un espacio perfecto para reuniones familiares, comidas al aire libre o simplemente para desconectar. La cocina, independiente, está diseñada para facilitar el uso diario. La vivienda dispone de dos terrazas, una en planta baja y otra en planta superior, ideales para aprovechar el buen clima y disfrutar de momentos de relax al aire libre. En cuanto a equipamiento, cuenta con calefacción individual eléctrica con acometida de gas ya instalada, lo que permite una futura adaptación sencilla si se desea. Las ventanas son dobles, lo que garantiza un buen aislamiento térmico y acústico, y todas cuentan con rejas venecianas que aportan seguridad sin renunciar a la estética. El chalet incluye plaza de garaje, facilitando el aparcamiento y el acceso directo a la vivienda. Además, la urbanización ofrece zonas comunes muy completas, con piscina comunitaria para refrescarse en verano, pista de tenis para los más activos y espacios ajardinados que invitan al paseo y al descanso. Una propiedad que reúne todas las condiciones para convertirse en un hogar cómodo, seguro y lleno de posibilidades. Si estás buscando una vivienda con espacios amplios, zonas al aire libre, y en una ubicación tranquila pero bien comunicada, este chalet es sin duda una opción que merece la pena visitar. [IW].",False,good,False,,2959.0,False,False,False,False,[],False,False,580000.0,€,595000.0,15000.0,3.0,chalet,"San Isidro - Los Almendros, Alcalá de Henares",Chalet adosado,Destacado,,True,True,terracedHouse,
108633339,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/07/a3/e7/1350544435.webp,RP3112025139467,40,,159000.0,chalet,sale,115.0,2,2,avenida Francisco Caballero,Madrid,Cadalso de los Vidrios,,es,40.3047809,-4.4377628,False,https://www.idealista.com/inmueble/108633339/,"REDPISO MADRID SUROESTE le ofrece en venta casa independiente ubicada en Cadalso de los Vidrios, municipio de la Sierra Oeste de Madrid. Situado en una amplia parcela de 315m², este chalet de 115m² se distribuye en dos plantas con amplio salón, dos dormitorios, un baño, un aseo y cocina con salida directa al patio. En el exterior podrás disfrutar de un patio de 180m² y un porche de 20m. Encantadora piscina y zona de barbacoa. Ideal para relajarse y disfrutar del entorno natural. Su magnífica ubicación le permite un rápido acceso tanto a su núcleo urbano como a la capital. Un lugar tranquilo y familiar con el encanto de un entorno rural en el que dispondrá de todo lo necesario al alcance de su mano. La vivienda destaca por su gran potencial y su ubicación privilegiada, que combina tranquilidad, naturaleza y proximidad a servicios. Cadalso de los Vidrios, a tan solo 80km. de Madrid, se encuentra rodeado de un entorno natural con abundante vegetación de pinos y encinas perfecto para los amantes del senderismo y actividades al aire libre. Además, está próximo al Embalse de San Juan y al Valle de Iruelas, ofreciendo numerosas opciones para disfrutar de la naturaleza. Como llegar: Por carretera: N-V hasta enlazar con la M-507 o por la C-501 desde San Martín de Valdeiglesias. Transporte público: Líneas de autobús 545 y 546 desde Príncipe Pio, Madrid. ¡No deje pasar esta oportunidad! Contáctenos para más información o para programar una visita y conocer la vivienda.",False,renew,False,,1383.0,False,False,False,False,[],False,False,159000.0,€,,,,chalet,Cadalso de los Vidrios,Casa independiente en avenida Francisco Caballero,Destacado,,,,independantHouse,
108397203,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5d/c1/c7/1353356022.webp,REF_34347,50,1,390000.0,flat,sale,130.0,4,2,Casa Amarilla,Madrid,Galapagar,Casa Amarilla,es,40.569434,-3.9865666,False,https://www.idealista.com/inmueble/108397203/,"Piso de 4 habitaciones con ascensor, garaje, trastero y piscinas en urbanización privada. SIN COMISIÓN DE COMPRA.  SIN COMISIÓN INMOBILIARIA PARA LA PARTE COMPRADORA.  En exclusiva para nuestros clientes, presentamos esta magnífica vivienda ubicada en una urbanización privada en Galapagar, ideal para quienes buscan amplitud, luminosidad y un entorno natural con todas las comodidades. El piso cuenta con 130 m² construidos, completamente exterior y con excelente distribución. El salón-comedor, amplio y acogedor, dispone de una chimenea funcional y un gran ventanal que aporta abundante luz natural. Desde el salón se accede a un balcón cerrado de 9 m², un espacio versátil que conecta directamente con el jardín de la urbanización. La vivienda dispone de cuatro habitaciones, todas exteriores, y dos baños completos con ventana, uno de ellos en suite. La cocina es independiente, con zona de lavadero. La calefacción individual y la orientación del piso garantizan un ambiente confortable durante todo el año. Las vistas desde la vivienda se abren a las zonas comunes de la urbanización privada de 3 hectáreas (30.000 m²), con amplios espacios ajardinados, árboles consolidados y zonas comunes para disfrutar al aire libre. El complejo incluye dos piscinas de agua salada, parque infantil y zonas deportivas. El precio incluye plaza de garaje y trastero, ambos ubicados en el mismo bloque. El acceso al garaje se realiza cómodamente desde el portal mediante ascensor. Una oportunidad única para vivir rodeado de naturaleza y tranquilidad, con buena conexión a servicios y transporte. Solo disponible a través de nuestra inmobiliaria. Ven a conocerlo, te encantará. Nuestra inmobiliaria no cobra comisión a la parte compradora, facilitando tu camino hacia la adquisición de esta maravillosa propiedad. Es esencial tener en cuenta que el precio mostrado no incluye impuestos, gastos de notaría, gastos de gestoría ni gastos de registro, queremos ser transparentes desde el principio.",False,good,False,True,3000.0,False,False,False,False,[],False,False,390000.0,€,,,,flat,"Casa Amarilla, Galapagar",Piso,Destacado,True,True,True,,
108443816,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fe/6e/b4/1345034731.webp,,33,1,210000.0,flat,sale,57.0,3,1,CL SAN FILEMON,Madrid,Madrid,Vicálvaro,es,40.4058893,-3.6134725,False,https://www.idealista.com/inmueble/108443816/,"Descubre este encantador piso de 3 dormitorios ubicado en una primera planta sin ascensor, ideal para quienes buscan un hogar luminoso y bien conectado en Madrid.  Características del Inmueble:  Superficie: 60 m2  Dormitorios: 3 amplios dormitorios con excelente iluminación natural  Baño: 1 baño completo  Cocina: Cocina funcional con acceso a una terraza-tendedero.  Orientación: Totalmente exterior, con vistas a un boulevard peatonal y a la calle San Filemón, lo que garantiza luz natural durante todo el día  � Excelente Conectividad: Metro: A solo 12 minutos a pie de la estación Vicálvaro (Línea 9) Autobuses: Paradas cercanas con líneas 100, 130, 287, 4, E3, E5, facilitando el acceso a diferentes puntos de la ciudad Cercanías: Estaciones de tren C2 y C7 en las proximidades, ampliando las opciones de transporte  � Servicios y Entorno: Educación: Cercano a colegios y centros educativos de calidad, ideales para familias con niños Parques: Zonas verdes y parques en las inmediaciones, perfectos para el ocio y el deporte al aire libre  Comercios: Supermercados, tiendas y restaurantes a pocos minutos, cubriendo todas las necesidades diarias Salud: Centros de salud y farmacias en el entorno, brindando tranquilidad y seguridad  � Edificio: Edificio de construcción sólida con solo 2 vecinos por planta, lo que proporciona un ambiente tranquilo y familiar Sin ascensor, lo que se traduce en gastos comunitarios más bajos. IBI: 190€/año Este piso es una oportunidad única para quienes buscan un hogar acogedor, bien ubicado y con todas las comodidades necesarias. ¡No dejes pasar esta oportunidad!",True,renew,False,False,3684.0,False,False,False,False,[],False,False,210000.0,€,,,,flat,"Ambroz, Madrid",Piso en Cl San Filemon,Destacado,True,,,,Ambroz
107922944,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c6/59/b3/1351544651.webp,,4,4,1080000.0,flat,sale,105.0,2,1,calle de Joaquín María López,Madrid,Madrid,Chamberí,es,40.4369757,-3.7077934,False,https://www.idealista.com/inmueble/107922944/,"Espaciosa vivienda reformada a estrenar en Chamberí, ubicada en una calle tranquila a escasos minutos del metro Quevedo y Glorieta de Quevedo, cerca de Av Bravo Murillo. Una zona residencial, cercana a zona de tiendas y restaurantes. Con una superficie de 105 m², el piso ofrece dos dormitorios con armarios empotrados y cocina de estilo moderno totalmente equipada, y un amplio salón comedor con luz natural todo el día gracias a sus grandes ventanales. Los techos altos, la iluminación LED y la climatización por conductos aportan confort y elegancia a cada rincón. Una oportunidad perfecta para quienes buscan calidad y diseño en una de las mejores zonas de Madrid.",False,good,False,True,10286.0,False,False,False,False,[],False,False,1080000.0,€,,,,flat,"Arapiles, Madrid",Piso en calle de Joaquín María López,Destacado,True,,,,Arapiles
108509065,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e6/7a/9a/1347016680.webp,RP1972025138966,20,1,225000.0,flat,sale,104.0,3,2,Casco Antiguo sur,Madrid,Ciempozuelos,Casco Antiguo sur,es,40.155561,-3.6228538,False,https://www.idealista.com/inmueble/108509065/,"REDPISO CIEMPOZUELOS VENDE excelente vivienda ubicada en una cuidada urbanización privada, ideal para quienes valoran la tranquilidad, el confort y el entorno familiar. La propiedad cuenta con tres amplios dormitorios, todos ellos con armarios empotrados que ofrecen un gran espacio de almacenamiento y organización. El salón es muy espacioso, con un gran ventanal que permiten la entrada de abundante luz natural, creando un ambiente cálido y acogedor durante todo el día. La cocina está equipada con vitrocerámica y cuenta con un diseño funcional que permite aprovechar al máximo el espacio, además de disponer de un práctico tendedero anexo. La vivienda incluye un baño completo con plato de ducha y un aseo, diseñados para ofrecer comodidad y estilo. La urbanización en la que se encuentra dispone de amplias zonas comunes ajardinadas, piscina comunitaria y espacios pensados para el disfrute de toda la familia. Además, en el precio se incluye una cómoda plaza de garaje, lo que añade un plus de comodidad y seguridad. Gracias a su excelente distribución, buena orientación y ubicación estratégica, esta vivienda es ideal tanto para familias como para quienes buscan invertir en una zona con alta demanda residencial. No dejes pasar esta oportunidad de vivir en un entorno que combina calidad de vida, servicios y tranquilidad. La vivienda se encuentra ubicada a tan solo unos minutos de cercanías C3. También con fácil acceso a todos los servicios básicos: comercios, supermercados, centros educativos, deportivos y de salud, servicios de hostelería, etc. Cuenta con los servicios de autobuses 426 hacia Legazpi y 425 Hospital Valdemoro. EN REDPISO Contamos departamento financiero propio y convenios con numerosos bancos, consiguiendo la mejor financiación. SOLICITA YA nuestro estudio financiero, es completamente gratuito. En el precio de venta no incluyen gastos de escrituración, ni honorarios por la intermediación inmobiliaria. EXCELENTE OPORTUNIDAD, CONSULTENOS SIN COMPROMISO. CON GUSTO LO ATENDEREMOS.",False,good,False,True,2163.0,False,False,False,False,[],False,False,225000.0,€,230000.0,5000.0,2.0,flat,"Casco Antiguo sur, Ciempozuelos",Piso,Destacado,True,True,True,,
108637033,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a0/fe/0e/1351258280.webp,RP3112025139500,41,,325000.0,chalet,sale,266.0,5,2,calle Tulipán,Madrid,Cadalso de los Vidrios,,es,40.3042377,-4.4346052,False,https://www.idealista.com/inmueble/108637033/,"REDPISO MADRID SUROESTE le ofrece en venta espléndido chalet independiente ubicado en Cadalso de los Vidrios, municipio de la Sierra Oeste de Madrid. Situado en una parcela de 969m², este chalet de 266m² se despliega en tres cómodas plantas: En la planta principal nos encontramos con un amplio salón con chimenea, tres dormitorios, un baño y cocina. La planta superior se compone de otro gran salón, dos habitaciones y un baño. Tiene acceso a una espaciosa y bonita terraza privada. La planta sótano dispone de una extensa estancia que contempla múltiples posibilidades de uso: cuarto de herramientas, taller, trastero, etc…Actualmente cuenta con área de juegos, con mesa de billar y futbolín.  Vivienda para entrar a vivir. Con ventanas oscilobatientes y aire acondicionado con bomba de calor en los dos salones. Además, el chalet cuenta con un acogedor porche exterior cubierto con zona de barbacoa y horno de leña, una fantástica piscina y jardín. Ideal para relajarse y disfrutar del entorno natural.  La ubicación de la casa es otro de sus puntos fuertes, ya que se encuentra muy cerca del centro urbano. Con acceso a todos los servicios y comodidades que Cadalso de los Vidrios tiene para ofrecer. Cadalso de los Vidrios, a tan solo 80km. de Madrid, se encuentra rodeado de un entorno natural con abundante vegetación de pinos y encinas perfecto para los amantes del senderismo y actividades al aire libre. Además, está próximo al Embalse de San Juan y al Valle de Iruelas, ofreciendo numerosas opciones para disfrutar de la naturaleza. Como llegar: Por carretera: N-V hasta enlazar con la M-507 o por la C-501 desde San Martín de Valdeiglesias. Transporte público: Líneas de autobús 545 y 546 desde Príncipe Pio, Madrid. ¡No deje pasar esta oportunidad! Contáctenos para más información o para programar una visita y conocer esta propiedad.",False,good,False,,1222.0,False,False,False,False,[],False,False,325000.0,€,,,,chalet,Cadalso de los Vidrios,Casa independiente en calle Tulipán,Destacado,,,,independantHouse,
