propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology
108858647,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/95/15/ba/1358290320.webp,330725,16,bj,149900.0,flat,sale,46.0,True,1,1,Barrio Casco Antiguo,Madrid,Leganés,Centro,es,Casco Antiguo,40.3313807,-3.7603024,False,https://www.idealista.com/inmueble/108858647/,"¡GRAN OPORTUNIDAD EN EL CENTRO DE LEGANÉS!   MisterPiso Inmobiliaria pone a la venta este encantador apartamento, listo para entrar a vivir, en una de las zonas más cotizadas del municipio: el barrio Centro, con todos los servicios al alcance (transporte, comercios, colegios, zonas verdes, etc. ).  Se trata de una vivienda muy luminosa, bien distribuida y con mucho encanto.   Ubicada en una planta baja, dispone de ventanas a gran altura, lo que garantiza privacidad sin renunciar a la luz natural.  Distribución del apartamento:  Acogedor salón con cocina americana, perfecto para disfrutar de un espacio abierto y funcional.  Dormitorio independiente con un amplio armario empotrado.  Cuarto de baño espacioso, equipado con plato de ducha.  Suelos de tarima, que aportan calidez y estilo a la vivienda.  Patio interior recién pintado, que suma valor y buen mantenimiento.  Características del edificio:  Ascensor.  Portal reformado, moderno y accesible.  Patio comunitario de uso vecinal, utilizado por las viviendas en planta baja como zona de tendido.  Ubicación excelente:   A tan solo unos minutos de todos los servicios esenciales: supermercados, centros educativos, transporte público, zonas de ocio y comercios. Una zona consolidada y con alta demanda.  Una vivienda ideal tanto para vivir como para invertir. ¡No dejes pasar esta oportunidad! Conseguimos hasta el 100% de financiación. Contacta con nosotros (El PVP indicado no incluye impuestos ni gastos de Escritura ni honorarios de agencia).",False,good,False,True,3259.0,False,False,False,False,[],False,False,149900.0,€,flat,"Casco Antiguo, Leganés",Piso,Top,,,
108746856,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3c/6c/62/1354486902.webp,A-178,5,bj,299000.0,flat,sale,93.0,True,4,2,Barrio Vista Alegre,Madrid,Madrid,Carabanchel,es,Vista Alegre,40.3798818,-3.7470632,False,https://www.idealista.com/inmueble/108746856/,"Se vende bonita Vivienda muy luminosa con Reforma a estrenar, ubicada en un conjunto residencial privado con jardines, portero y parking en superficie. Se distribuye en un amplio salón-comedor con grandes ventanales que le aportan una gran luminosidad, la cocina americana, 4 dormitorios con armarios empotrados y dos cuartos de baño, el dormitorio Principal con el baño en suite. la vivienda está recién reformada con materiales de primera calidad con un diseño moderno y acogedor, entre sus calidades destacan los suelos porcelánicos, carpintería exterior de P. V. C. , oscilobatiente, aire acondicionado por conductos y calefacción eléctrica, luces de leds e iluminación cálida indirecta, puerta de entrada acorazada de seguridad, con una excelente ubicación a escasos minutos de la estación de metro y renfe y numerosas líneas de autobuses, con todo tipo de servicios a mano: centros deportivos, centros médicos, colegios, zonas verdes, comercio, etc.",False,good,False,True,3215.0,False,False,False,False,[],False,False,299000.0,€,flat,"Vista Alegre, Madrid",Piso,Top,True,True,
108115189,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e1/86/79/1337275340.webp,17698,6,1,200000.0,flat,sale,58.0,True,1,1,calle Santiago Rusiñol,Madrid,Getafe,La Alhóndiga,es,,40.3107018,-3.7388274,False,https://www.idealista.com/inmueble/108115189/,"¡HOMLI presente en exclusividad este moderno apartamento de 58 m². Este espacio Idealmente ubicado en la primera planta de un edificio de 1995 en perfecto estado, distribuido en 1 habitación principal con terraza, un baño y un salón comedor amplio, bellamente amueblado, cuenta con calefacción de gas autónoma con instalación individual, lo que garantiza comodidad durante todo el año.  Disfrute de la comodidad de un ascensor y trastero adicional, todo ello en un tranquilo barrio de Getafe. Ideal para inversores, profesionales, estudiantes o parejas jóvenes, esta joya se encuentra a pocos pasos de colegios locales, instalaciones deportivas y un hospital. ¡No deje escapar esta excelente oportunidad! VIVIENDA ACTUALMENTE ALQUILADA HASTA 2027 HOMLI, código de propiedad 17698.",False,good,False,True,3448.0,False,False,False,False,[],False,False,200000.0,€,flat,"La Alhóndiga, Getafe",Piso en calle Santiago Rusiñol,Top,,,
108467798,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f2/cd/78/1358290479.webp,260525,29,2,239900.0,flat,sale,73.0,True,2,1,Barrio Santos,Madrid,Leganés,Centro,es,Santos,40.3290214,-3.7590293,False,https://www.idealista.com/inmueble/108467798/,"MISTERPISO VENDE EXCELENTE PISO EN LEGANES. A 5 minutos de la universidad! Acogedora vivienda en segunda planta con ascensor, la vivienda cuenta con dos habitaciones amplias, ( antes 3) un baño completo con plato de ducha y ventana, cocina amueblada con tendedero, este se ha utilizado también para parte de la cocina y un amplio salón con acceso a terraza acristalada, ideal para disfrutar de luz natural durante todo el año. Ventanas de aluminio, puertas sapelli, el salón y la habitación principal exterior, cocina-baño y segunda habitación interior, la vivienda esta para entrar a vivir, muy luminosa, y con ventilación cruzada,  una excelente oportunidad para vivir o invertir en una zona con alta demanda, muy bien comunicada y con todos los servicios al alcance. Ubicada en el barrio de los santos de Leganés, a tan solo 5 minutos de la Universidad Carlos III de Madrid | Campus de Leganés, cerca del metro y de la casa del reloj. servicios cercanos, como médicos, farmacéuticos, colegios etc. Líneas de Autobús: 432, 482, 485, 491 y con todos los servicios cercanos (transporte, comercios, centros educativos y sanitarios). Conseguimos hasta el 100% de financiación. Contacta con nosotros (El PVP indicado no incluye impuestos ni gastos de Escritura ni honorarios de agencia).",True,good,False,True,3286.0,False,False,False,False,[],False,False,239900.0,€,flat,"Santos, Leganés",Piso,Top,,,
108575004,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/16/9f/a2/1348881192.webp,THSSESMAD0894,16,4,1300000.0,penthouse,sale,431.0,True,5,3,Barrio Simancas,Madrid,Madrid,San Blas,es,Simancas,40.4385322,-3.6286362,False,https://www.idealista.com/inmueble/108575004/,"Ático XL con terraza junto a la Quinta de los Molinos Este ático único destaca por su amplitud y versatilidad, con más de 400 m² diáfanos que permiten múltiples configuraciones. Puede transformarse en una propiedad espectacular en formato XL o dividirse fácilmente en tres lofts independientes, ideales para vivir o invertir. Actualmente alberga una productora audiovisual, con varios estudios de sonido, zonas de fotografía y espacios de trabajo. La ausencia de muros estructurales permite una redistribución total, adaptando el espacio a cualquier proyecto residencial o profesional. Ubicado junto al Parque de la Quinta de los Molinos, famoso por sus almendros en flor durante la primavera, se encuentra en una zona en pleno auge, cada vez más demandada por jóvenes familias, creativos y profesionales independientes. En los últimos años, ha captado la atención de inversores y reformistas que ven en este barrio emergente un lugar con proyección y calidad de vida. Cuenta con una terraza de 30 m² con agradables vistas, perfecta para disfrutar del exterior. Además, dispone de dos ascensores, portero y dos plazas de garaje incluidas. Distribución: Actualmente está configurado como un espacio diáfano de trabajo, ha sido dividido mediante tabiques de pladur para crear distintas áreas funcionales sin comprometer la flexibilidad del conjunto. Cuenta con un gran estudio de fotografía, un estudio de grabación y un estudio de sonido, todos diseñados para un uso profesional intensivo. Dispone además de dos amplias salas de trabajo, cada una equipada con grandes mesas y capacidad para albergar hasta 20 puestos. Cuenta con tres grandes baños para trabajadores. El inmueble tiene dos accesos independientes, cada uno con su propio ascensor, lo que facilita una circulación fluida y versátil. Ambos ascensores conectan directamente con el garaje subterráneo, donde se ubican las dos plazas de aparcamiento incluidas en la propiedad.  Localización:  Simancas es un barrio emrgente de la periferia junto al parque El Paraíso, un espacio verde popular para pasear y montar en bici, con un anfiteatro al aire libre donde se celebran ferias, festivales y conciertos. En la animada sala Sonic Boom hay conciertos de rock. La elegante cervecería artesanal Mad Brewing sirve sus propias elaboraciones. Los gastrobares de tapas de moda del barrio contrastan con las típicas tabernas antiguas Orientación:  La vivienda disfruta de una excelente orientación norte y oeste, lo que ofrece importantes beneficios en términos de luminosidad, confort y eficiencia energética. Singularidad:  Este ático destaca por su escala poco común, su versatilidad total y una ubicación en plena transformación. Más de 400 m² diáfanos, sin muros de carga, permiten desde una propiedad única hasta varios lofts independientes. Su uso anterior como productora le aporta una energía creativa difícil de replicar, y la terraza con vistas despejadas suma valor a un espacio ya excepcional. Conservación:  Posibilidad de reforma con espacios abiertos y comunicados, dejando pasar la luz al interior de la vivienda. Climatización oculta, aislamiento térmico y acústico, cocina equipada  Rentabilidad: El barrio de Simancas, es una inversión asegurada y con mucho futuro, ya que se ha convertido en el foco de inversionistas por su emergente interés para gente joven que necesita espacios donde combinar la vida familiar y laboral. Es una zona que va creciendo de forma muy rápida y aún mantiene precios atractivos. Fotos: algunas de las fotos del interior del ático han sido mejoradas con inteligencia artificial.",False,renew,False,True,3016.0,False,False,False,False,[],False,False,1300000.0,€,flat,"Simancas, Madrid",Ático,Top,True,True,penthouse
108391508,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8c/5d/c0/1342730112.webp,CANR44295,15,2,995000.0,flat,sale,118.0,True,3,2,Barrio Huertas-Cortes,Madrid,Madrid,Centro,es,Huertas-Cortes,40.4142665,-3.6974777,False,https://www.idealista.com/inmueble/108391508/,"Piso exterior orientado al norte en el barrio de las letras, centro de Madrid. Reformado en el año 2020. Este apartamento exterior de 118 m2 construidos se encuentra en un edificio del siglo XVII restaurado, ubicado en una segunda planta con ascensor y destaca por sus tres balcones a la calle, techos altos y puertas antiguas. Por sus gruesos muros, es fresco en verano y cálido en invierno.  Comodidades: Consta de tres dormitorios con capacidad para seis personas. El salón, independiente, está dotado de un sofá y varios sillones, perfectos para relajarse y disfrutar de la tranquilidad y la bonita luz natural que filtra por sus balcones a la antigua calle del infante.  La cocina es independiente y dispone de todo tipo de electrodomésticos y enseres, además de agradable mesa para comer. Los tres dormitorios disponen de cama de matrimonia y armarios. Los dos cuartos de baño están equipados con ducha. Dispone de calefacción por radiadores de hierro forjado en toda la casa y aire acondicionado en las zonas comunes.  Ventiladores de techo estilo vintage en los dormitorios (silenciosos).  Ascensor.  A 900 metros del Museo Prado y a 600 metros Museo Thissen. Junto a Plaza Santa Ana, Puerta del Sol, Las Cortes. En Barrio de las Letras S. XVII, a pocos metros de Casas de Lope de Vega y Cervantes. Y de Teatro Español, Comedia y Monumental.",False,good,False,True,8432.0,False,False,False,False,[],False,False,995000.0,€,flat,"Huertas-Cortes, Madrid",Piso,Top,,,
106277685,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f9/27/a0/1277992665.webp,,33,,1375000.0,chalet,sale,320.0,,5,5,"calle de Babilonia, 26",Madrid,Madrid,Barajas,es,Campo de las Naciones-Corralejos,40.4672473,-3.5872087,True,https://www.idealista.com/inmueble/106277685/,"Dos salónes, uno en planta baja y otro en bajo cubierta, comedor, cocina amueblada, 5 habitaciones y 5 baños. Garaje para 3 coches.",False,good,False,,4297.0,False,False,False,False,[],False,False,1375000.0,€,chalet,"Campo de las Naciones-Corralejos, Madrid","Chalet pareado en calle de Babilonia, 26",Top,True,True,semidetachedHouse
107746953,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/79/7d/3d/1322093256.webp, THSSESMAD0823,21,,4000000.0,chalet,sale,600.0,,10,10,Barrio Nueva España,Madrid,Madrid,Chamartín,es,Nueva España,40.4588445,-3.6786709,False,https://www.idealista.com/inmueble/107746953/,"AMPLIO CHALET CON CARÁCTER EN LA ZONA DE CHAMARTÍN PARA REFORMAR  Ofrece múltiples posibilidades, para una excelente vivienda familiar de gran tamaño.  La disposición de los espacios interiores es flexible, permitiendo una amplia variedad de configuraciones según las necesidades del futuro propietario. La ubicación de esta propiedad en Chamartín, ofrece lo mejor de ambos mundos: la tranquilidad de un barrio residencial familiar, combinado con una excelente conectividad y servicios. Situado en una zona muy bien consolidada de Madrid, este enclave garantiza un ambiente sereno, ideal para disfrutar de un estilo de vida relajado, alejado del bullicio del centro.  La zona está rodeada de parques, colegios y tiendas de proximidad, lo que la convierte en una elección perfecta para familias.  Además, cuenta con excelentes accesos a las principales vías de la ciudad y transporte público, facilitando una conexión rápida con el resto de Madrid. Una ubicación privilegiada que combina comodidad, seguridad y bienestar en una de las zonas más exclusivas y residenciales de Madrid. Tanto la vivienda como la totalidad del jardín disfrutan de luz natural durante todo el día, creando un ambiente cálido y luminoso en todas las estancias.  La propiedad destaca por su carácter único y ofrece un potencial excepcional para proyectos que respeten su esencia original, mientras que su ubicación en una zona cotizada de Madrid agrega un atractivo adicional para quienes busquen un espacio con encanto y carácter.",False,renew,False,,6667.0,False,False,False,False,[],False,False,4000000.0,€,chalet,"Nueva España, Madrid",Casa independiente,Top,True,True,independantHouse
104334425,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/17/97/7c/1217148660.webp,000775,1,5,2350000.0,flat,sale,254.0,True,4,5,calle Núñez de Balboa,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4241402,-3.6810271,False,https://www.idealista.com/inmueble/104334425/,"MAXHOUSE TIENE EL PLACER DE SACAR A LA VENTA ESTE MAGNIFICO PISO CON UNA UBICACIÓN PRIVILEGIADA EN EL BARRIO SALAMANCA. El edificio de viviendas de seis plantas. fue construido en 1975 según el proyecto. El edificio consta de cuatro viviendas lineales que dan a la calle, cada una con aproximadamente 7,50 metros de frente. La profundidad del edificio es de más de 30,00 metros con voladizos sobre las respectivas alineaciones. La fachada principal del edificio tiene una orientación aproximadamente al Oeste, mientras que las viviendas tienen orientación Este hacia el patio de manzana interior. El patio de manzana que da a los edificios de la calle Castelló es amplio, luminoso y ligeramente arbolado, ocupado en su parte baja por los tres niveles del garaje de la finca y el local municipal. La vivienda original estaba diseñada con un programa que incluía cuatro dormitorios, tres baños y una terraza en la zona de noche. La parte central de accesos incluye un ascensor individual y un montacargas, junto con un vestíbulo, una zona de servicio con oficio y cocina, un dormitorio y un aseo de servicio con acceso independiente. Esta área ha sido reformada y se encuentra en la crujía central de la finca, limitada por dos patios de 5x5 metros orientados al Sur. En un amplio espacio abierto de aproximadamente 50m2, que sirve como zona de día y se abre a la calle, se encuentra el salón principal con comedor integrado y varios ambientes como estar, biblioteca, etc. Si deseas más información detallada o alguna aclaración adicional, ¡no dudes en pregunt.",False,good,False,True,9252.0,False,False,False,False,[],False,False,2350000.0,€,flat,"Recoletos, Madrid",Piso en calle Núñez de Balboa,Top,True,True,
105083416,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3a/d0/cb/1241153870.webp,1231,5,4,2000000.0,flat,sale,148.0,True,3,3,calle de Lagasca,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4269393,-3.6869327,False,https://www.idealista.com/inmueble/105083416/,"Situado en el prestigioso distrito de Salamanca, en la codiciada zona de Recoletos, se encuentra este magnífico piso de lujo de 148 metros cuadrados. Este exclusivo inmueble destaca por su elegancia y sofisticación, ofreciendo una experiencia de vida incomparable en una de las áreas más selectas de Madrid. Con una orientación exterior, la propiedad recibe una abundante cantidad de luz natural que inunda cada uno de sus espacios, creando un ambiente cálido y acogedor. El piso cuenta con tres amplias habitaciones, de las cuales dos son en suite, proporcionando un refugio de comodidad y privacidad para sus residentes. Las suites están equipadas con baños propios, decorados con acabados de alta calidad y diseñados para ofrecer el máximo confort. Además, hay un tercer baño completo que da servicio al resto de la vivienda, diseñado con una estética moderna y funcional. La distribución del piso ha sido cuidadosamente planificada para optimizar el uso del espacio y garantizar la máxima comodidad. El salón, amplio y luminoso, es perfecto para el entretenimiento y la relajación. La cocina, totalmente equipada con electrodomésticos de última generación, combina funcionalidad y estilo, siendo el lugar ideal tanto para el cocinado diario como para ocasiones especiales. Cada detalle de este inmueble ha sido seleccionado con esmero asegurando un ambiente agradable durante todo el año. Además, la propiedad incluye servicios adicionales que elevan aún más su categoría de lujo, como vigilancia 24 horas que garantiza la seguridad y privacidad en todo momento. Este piso en Recoletos no solo ofrece una vivienda de lujo, sino también la oportunidad de disfrutar de una de las zonas más vibrantes y exclusivas de Madrid, con acceso cercano a tiendas de alta gama, restaurantes gourmet, y una excelente conexión con el transporte público. Vivir en este piso es sinónimo de prestigio y comodidad, una elección perfecta para aquellos que buscan lo mejor en calidad de vida y estilo.",False,good,False,True,13514.0,False,False,False,False,[],False,False,2000000.0,€,flat,"Recoletos, Madrid",Piso en calle de Lagasca,Top,,,
