propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,parkingSpace.parkingSpacePrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,detailedType.subTypology,externalReference,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108824844,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/59/30/71/1356211222.webp,1,bj,138600.0,flat,sale,42.0,True,2,1,CL CASTILLO DE SIMANCAS,Madrid,Madrid,San Blas,es,Simancas,40.4268705,-3.6272396,False,https://www.idealista.com/inmueble/108824844/,"**Piso en Venta en Simancas, Madrid** Descubre este acogedor piso de 42 m² en el corazón del barrio de Simancas, en el distrito de San Blas-Canillejas. Este inmueble, ideal para quienes buscan un hogar práctico y funcional, cuenta con un salón-comedor luminoso, una cocina independiente, un dormitorio y un baño completo. Aunque es de segunda mano y necesita algunas reformas, ofrece una excelente oportunidad para personalizarlo a tu gusto. La ubicación es inmejorable, con fácil acceso a las principales vías como la calle de Alcalá y la M-40, lo que facilita la movilidad hacia el centro de Madrid y otras zonas. Además, la estación de metro Simancas (línea 7) y varias líneas de autobús urbano se encuentran a pocos pasos, garantizando una conexión rápida y eficiente. También está cerca de la estación de cercanías de Coslada y del aeropuerto Adolfo Suárez Madrid-Barajas. El entorno ofrece una amplia variedad de servicios: supermercados, restaurantes, instalaciones deportivas y centros educativos, todo al alcance de la mano. No te pierdas la oportunidad de disfrutar del parque El Paraíso y del Centro Deportivo Municipal San Blas, así como del Centro Comercial Las Rosas y centros de salud como el Hospital Universitario Ramón y Cajal. ¡Este piso es una excelente opción para vivir o invertir en Madrid!",True,renew,False,False,3300.0,False,False,False,False,[],False,False,138600.0,€,,,,flat,"Simancas, Madrid",Piso en Cl Castillo De Simancas,, C6-07485-0001,,,
108475137,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d1/9f/a2/1346031057.webp,25,,2250000.0,chalet,sale,646.0,,6,5,Barrio Conde Orgaz-Piovera,Madrid,Madrid,Hortaleza,es,Conde Orgaz-Piovera,40.4578127,-3.6486546,False,https://www.idealista.com/inmueble/108475137/,"Colomba Boutique Inmobiliaria presenta este moderno chalet unifamiliar a reformar con muchas posibilidades. El chalet tiene 650 m² construidos sobre una parcela de 412 m2, en una excelente zona residencial de Arturo Soria junto posibilidades de un chalet moderno en una zona residencial muy buen comunicado. Zona residencial consolidada situada en el distrito de Hortaleza, cerca de Arturo Soria, una de las áreas más demandadas y tranquilas de Madrid. Con edificios modernos y mixtos: En la calle existen bloques de viviendas con acabados de lujo, oficinas y complejos mixtos, lo que aporta versatilidad de usos y servicios en la zona. Buenas comunicaciones: La zona cuenta con acceso cercano a metro, autobuses y vías principales, facilitando la movilidad urbana. Entorno con servicios: Hay proximidad a centros comerciales (como el Palacio de Hielo), colegios, zonas verdes y todo tipo de servicios urbanos.  La distribución del edificio es en 4 plantas sobre rasante y una bajo rasante. La parcela es rectangular con un fondo de unos 28 m y 15 m de ancho. Sobre la parcela se eleva el edificio con muchos posibilidades de uso.  En la actualidad, la planta sótano esta compuesta de varias estancias con uso de oficina, con zona de cocina, sala de reuniones y baño. Esta planta no es un sótano al uso y dispone de amplios ventanales con luz natural y acceso a la zona ajardinada del Edificio y terraza. Al edificio se accede por la `planta baja con una gran zona de recepción y 2 salas amplias, una de ellas con acceso a una amplia terraza. En el descansillo hay acceso a una escalera y al ascensor, que comunican todas las plantas del edificio. En la entreplanta, se compone de 3 salas y 2 aseos. En la primera planta hay una vivienda que se distribuye en salón-comedor, cocina, 3 dormitorios y 2 baños, con el dormitorio principal en suite. En la segunda planta hay una segunda vivienda de 1 dormitorio, con baño, cocina y salón comedor con salida a una amplia terraza. A unos minutos andando del liceo francés, del Hastings, Los Maristas, y del metro Esperanza o Arturo Soria, cerca del centro comercial Arturo Soria Plaza, Mercadona y Palacio de Hielo, varios autobuses. Acceso muy fácil a la M40, M30 y A2, al aeropuerto de Barajas.",False,good,False,,3483.0,False,False,False,False,[],False,False,2250000.0,€,,,,chalet,"Conde Orgaz-Piovera, Madrid",Casa independiente,independantHouse,MA20913,,,
108517600,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/24/36/42/1347274531.webp,12,2,460000.0,flat,sale,112.0,True,3,2,calle del General Ricardos,Madrid,Madrid,Carabanchel,es,San Isidro,40.3882223,-3.7305253,False,https://www.idealista.com/inmueble/108517600/,"Inmobiliaria en Opañel, San Isidro - Tecnocasa Estudio Inm San Isidro S. L Agencia inmobiliaria de Madrid zona Carabanchel Tecnocasa ESTUDIO INM SAN ISIDRO SL EN VENTA Piso en calle GENERAL RICARDOS exterior muy luminoso de 112 mts construidos, segunda planta con ascensor, REFORMADO A ESTRENAR. - Salón - Cocina - 3 Dormitorios - 2 baños - Terraza Piso muy luminoso con amplio salón con salida a terraza, 3 habitaciones dobles, 2 baños uno de ellos en suit en el dormitorio principal, amplia cocina con doble ventana. Acabados de primera calidad, calefacción individual de gas natural, baños con plato de ducha y mampara, ventanas climalit oscilobatientes, suelo de tarima. Dos de los dormitorios disponen de armarios empotrados.  Se entrega el piso totalmente reformado después del verano.  Finca muy tranquila en calle general ricardos con ascensor, con pocos vecinos muy buena situación. Cuenta con todo tipo de comercios, farmacias y supermercados a su alrededor, comunicación excelente con autobuses, a dos minutos andando del metro oporto (L6 y L5). Conseguimos la mejor hipoteca con nuestro departamento financiero KIRON hasta el 100%.",True,good,False,True,4107.0,True,False,False,False,[],False,False,460000.0,€,,,,flat,"San Isidro, Madrid",Piso en calle del General Ricardos,,,,,
108740721,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/34/ba/6d/1353754639.webp,14,bj,1396000.0,flat,sale,145.0,False,3,2,calle de las Mártires Concepcionistas,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4281513,-3.669739,False,https://www.idealista.com/inmueble/108740721/,"Referencia: 340VE3CM0I Piso reformado en venta en Goya – Salamanca, Madrid Se ofrece en venta este elegante piso completamente reformado, ubicado en una finca clásica con ascensor y servicio de portería, en una de las calles más valoradas del barrio de Goya, dentro del prestigioso distrito de Salamanca. La vivienda ha sido completamente reformada con materiales de alta calidad y una estética moderna y funcional. Dispone de tres amplios dormitorios dobles con armarios empotrados, antes de la reforma eran cuatro por lo que se añadido mucha amplitud al salón-comedor con un concepto abierto. Fácilmente se podría volver a añadir el cuarto dormitorio ya que está preparado para ello. Además cuenta con dos baños, uno  equipado con una ducha de diseño contemporáneo y el otro con una amplia bañera.   El salón-comedor es amplio y muy luminoso, gracias a sus grandes ventanales que aportan una agradable luz natural. La cocina es independiente, con acceso desde el pasillo, y está completamente equipada. Además, cuenta con una práctica zona de lavado y una terraza privada orientada a un patio interior, perfecta como espacio de relajación o para disfrutar al aire libre. La vivienda cuenta con suelo radiante y enfriante, lo que garantiza el máximo confort durante todo el año. Este sistema se carácteriza por su la eficiencia energética y la utilización de energías renovables, por lo que es muy innovador en un piso del barrio de Salamanca. Su ubicación es inmejorable: rodeado de todos los servicios —supermercados, tiendas, restaurantes, farmacias y zonas verdes—, y muy próximo a lugares emblemáticos como el parque del Retiro, la calle Alcalá y el Museo Arqueológico Nacional. Perfectamente comunicado por transporte público, con las estaciones de metro Goya (L2 y L4) y Lista (L4) a escasos minutos, así como múltiples líneas de autobús que conectan con el resto de la ciudad. Una excelente oportunidad para quienes buscan una vivienda actual, con estilo y en una de las zonas más exclusivas de Madrid, ideal tanto como residencia habitual como para inversión. '.",False,good,False,True,9628.0,False,False,False,False,[],False,False,1396000.0,€,,,,flat,"Goya, Madrid",Piso en calle de las Mártires Concepcionistas,,340VE3CM0I,,,
108567038,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5c/0d/8d/1355643311.webp,14,4,330000.0,flat,sale,106.0,True,3,2,calle de Ramón Pérez de Ayala,Madrid,Madrid,Puente de Vallecas,es,Numancia,40.3983718,-3.6530427,False,https://www.idealista.com/inmueble/108567038/,"¡Descubre tu nuevo hogar! Este magnífico piso en venta se encuentra en una zona consolidada, ideal para disfrutar de la vida urbana sin renunciar a la tranquilidad. Con 106 m² construidos, esta vivienda cuenta con 3 amplios dormitorios y 2 baños, perfectos para adaptarse a tus necesidades. La cocina y el salón son espacios luminosos y acogedores, ideales para compartir momentos inolvidables con familia y amigos. La ubicación es inmejorable, cerca de colegios, centros de salud, comercios y zonas deportivas, lo que facilita el día a día. Además, disfrutarás de amplias zonas verdes en las cercanías, perfectas para pasear o hacer ejercicio al aire libre. La comunicación es excelente, con líneas de autobús y estaciones de metro a pocos minutos, así como fácil acceso a las principales circunvalaciones (M-30, A-3). Este inmueble, recientemente reformado y en buen estado, se sitúa en la cuarta planta de un edificio con ascensor. La calefacción es individual de gas natural, y tiene aire acondicionado y bomba de calor por conducto, garantizando confort durante todo el año. ¡No dejes pasar la oportunidad de vivir en un lugar que lo tiene todo! Ven a visitarlo y déjate enamorar por su encanto y comodidad.",False,good,False,True,3113.0,False,False,False,False,[],False,False,330000.0,€,,,,flat,"Numancia, Madrid",Piso en calle de Ramón Pérez de Ayala,,RH-RAMONPEREZDEAYALA,,,
107801804,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7f/df/37/1324185677.webp,70,,840000.0,chalet,sale,454.0,,6,4,calle Puerto del Nevero,Madrid,Cotos de Monterrey,,es,,40.7882321,-3.6121463,False,https://www.idealista.com/inmueble/107801804/,"IMPRESIONANTE CHALET RECIÉN REFORMADO CON VISTAS PANORÁMICAS EN COTOS DE MONTERREY Descubre este espectacular chalet distribuido en tres plantas, ubicado en la prestigiosa urbanización Los Cotos de Monterrey, en Venturada, Madrid. Esta vivienda ha sido recientemente reformada con materiales de alta calidad y ofrece impresionantes vistas a la sierra. Distribución de la vivienda: •Planta principal: Amplio salón-comedor con acceso a una magnífica terraza que ofrece vistas panorámicas. Cocina totalmente equipada, baño completo, cuarto de lavandería y despacho. •Primera planta: Dormitorio principal con baño en suite que incluye bañera de hidromasaje y ducha, vestidor y terraza privada con vistas a la sierra. Además, cuenta con otros tres dormitorios dobles y un baño completo adicional. •Planta inferior (-1): Salón/bodega con cocina y chimenea, con acceso directo al jardín principal que alberga una piscina climatizada. En esta planta también se encuentra un aseo de cortesía, un amplio dormitorio doble, un garaje con capacidad para dos coches grandes y varias motos, y una despensa con la caldera. Adicionalmente, hay una caseta independiente de aproximadamente 15 m² que alberga la depuradora.  La propiedad también dispone de un segundo jardín totalmente privado. Características adicionales: •Suelo radiante, PLACAS SOLARES y aire acondicionado. •Dos accesos independientes: entrada para vehículos con rampa directa al garaje y entrada peatonal. Ubicación: Situado en la exclusiva urbanización Los Cotos de Monterrey, Venturada, Madrid. Esta urbanización se caracteriza por sus amplias parcelas y entorno natural, ofreciendo un ambiente tranquilo y seguro. Venturada es reconocida como uno de los municipios con mayor renta per cápita de España, lo que refleja la calidad de vida de la zona.  La urbanización cuenta con diversas instalaciones deportivas y áreas recreativas para el disfrute de sus residentes (5 piscinas, canchas de pádel…), Farmacia, Centro Médico. Restaurantes varios, supermercados Rodeada de encinares y espacios naturales, es común avistar fauna local como corzos, lo que añade un encanto especial al entorno.  Excelente comunicación con Madrid capital a través de la autovía A-1, con acceso directo desde la salida 49.  Además, la zona cuenta con servicio de autobuses interurbanos que conectan con Madrid y localidades cercanas.  A poca distancia se encuentran colegios, guarderías y otros servicios esenciales, garantizando comodidad en el día a día. Esta propiedad es ideal para quienes buscan una vivienda de lujo en un entorno natural, sin renunciar a la proximidad y accesibilidad a la ciudad. ¡No pierdas la oportunidad de visitarla!",True,good,False,,1850.0,False,False,True,False,[],False,False,840000.0,€,True,True,,chalet,Cotos de Monterrey,Casa independiente en calle Puerto del Nevero,independantHouse,,,,
108889541,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/24/42/0c/1358041770.webp,19,2,187000.0,flat,sale,59.0,True,1,1,Centro,Madrid,Arganda,Centro,es,,40.3022609,-3.4378917,False,https://www.idealista.com/inmueble/108889541/,"Agencia Inmobiliaria de ARGANDA DEL REY - Oficina TECNOCASA, VENDE Apartamento con ascensor ideal para quienes buscan comodidad y buena ubicación. Se compone de un dormitorio, baño completo, salón y cocina. El piso se encuentra para entrar a vivir y esta situado en pleno centro, con todos los servicios al alcance: supermercados, colegios, transporte publico, centro de salud, metro etc. Ideal tanto para primera vivienda como para inversión por su alta rentabilidad en alquiler. Además te recordamos que te ayudamos con la financiación de la vivienda gracias a nuestro departamento financiero KIRON. INFORMESE SIN NINGUN TIPO DE COMPROMISO.",False,good,False,True,3169.0,False,False,False,False,[],False,False,187000.0,€,True,True,,flat,"Centro, Arganda",Piso,,,,,
107905395,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/67/80/4b/1328620973.webp,2,2,140000.0,flat,sale,50.0,True,1,1,calle de Pont de Molins s/n,Madrid,Madrid,Puente de Vallecas,es,Portazgo,40.392536,-3.6440772,True,https://www.idealista.com/inmueble/107905395/,"Se vende casa actualmente alquilada, una excelente oportunidad para quienes buscan una inversión con rentabilidad desde el primer día. La vivienda se distribuye en un salón, cocina, una habitación y un baño. Todos los espacios están bien definidos y se encuentran en buen estado de uso. Su distribución es práctica y se adapta a diferentes perfiles de inquilinos. Al contar ya con inquilinos, la propiedad genera ingresos mensuales estables, lo que permite obtener una rentabilidad inmediata sin necesidad de reformas ni gestiones adicionales. Ideal para inversores que desean una propiedad con retorno asegurado y baja complicación.",False,good,False,False,2800.0,False,False,False,False,[],False,False,140000.0,€,,,,flat,"Portazgo, Madrid",Piso en calle de Pont de Molins s/n,,P-25-025,,,
108811121,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2b/ca/3a/1355812619.webp,34,6,2300000.0,flat,sale,290.0,True,3,4,calle de Francisco Silvela,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4301158,-3.6712197,False,https://www.idealista.com/inmueble/108811121/,"Vendre&Archeter Real State te presenta este maravilloso piso con agradables vistas reformado para entrar con excelentes calidadesEl piso tiene  gran salón en tres ambientes, agradables vistas. Dispone de  cuatro dormitorios de buen tamaño el principal con vestidor y en suite  los demás, perfectos para camas dobles o dos camas individuales, con grandes armarios empotrados y vestidos y cuatro baños que aportan comodidad a la vida diaria. Además hay terraza tendedero que da a un patio interior. Aseo de cortesía y cuarto de lavado.   Se trata de un piso situado la 6ª planta,   no es la última planta del edificio, todo exterior, muy luminoso y reformado. La casa dispone de entrada principal y de servicio. Servicios centrales portero fisico, varios ascensores. La casa tiene una muy buena distribucion muy buenos acabados  aire acondicionado por conductos persianas electricas. Cocina integrada en el salón con electrodomésticos de alta gama. Suelo de roble al igual que la puertas, Dispone de unas agradables vistas al parque y a la plaza de Manuel Becerra. Todo tipo de servicios cerca, hospitales, centro comerciales, gimnasios etc.  Perfectamente comunicado con las líneas de Metro 2 y 6 y de la EMT 2 12 21 38 43 53 56 43 146 156 210 C1 C2 y E5.  ¡No dejes pasar la oportunidad de vivir en una de las zonas más exclusivas de Madrid! Esta zona, en el barrio de Salamanca, se caracteriza por tener extraordinarias comunicaciones en transporte público (metro, autobuses), como las conexiones viales más fluidas de Madrid. Fácil acceso a la M-30 en todas direcciones.  Zona muy céntrica, rodeada de todos los servicios y amplias zonas verdes: Centro cultural Quinta del Berro, Centro polideportivo Fuente del Berro.  La zona cuenta con magníficos colegios e institutos entre los que destacan: Santa Susana, La Sagrada Familia y el CEIP Amador de los Ríos de enseñanza bilingüe.  A escasos minutos del Hospital Gregorio Marañón, Hospital Maternidad de O´Donnell y del Hospital Universitario Santa Cristina. Soluciones que facilitan SueñosTe acompañamos en este viaje de principio a fin.",True,good,False,True,7931.0,False,False,False,False,[],False,False,2300000.0,€,,,,flat,"Lista, Madrid",Piso en calle de Francisco Silvela,,1219,,,
107737770,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6a/f6/e9/1321407354.webp,36,bj,200000.0,flat,sale,94.0,True,3,1,calle Coslada,Madrid,San Fernando de Henares,Centro,es,,40.4240455,-3.5359987,False,https://www.idealista.com/inmueble/107737770/,"¡ TU PROPIEDAD por MENOS de un ALQUILER! ¡ FINANCIACIÓN 100 %! . ¡ SIN COMISIÓN de AGENCIA y SIN Aportar AVALES! ¡ SIN entrada, SÓLO con tu nomina y APORTANDO los gastos de ESCRITURACIÓN! San Fernando de Henares. Amplio piso de 94 m2, con ASCENSOR. Dispone de 3 dormitorios, 2 armarios empotrados, cocina amueblada + terraza tendedero, salón con acceso a terraza cerrada en aluminio, baño con ventana, suelo tarima, ventanas aluminio. En periodo de pujas hasta el 11/04/2025. ¡ NO te COBRAMOS COMISIÓN, NI por la VENTA de la VIVIENDA!",False,good,False,True,2128.0,False,False,True,False,[],False,False,200000.0,€,,,,flat,"Centro, San Fernando de Henares",Piso en calle Coslada,,SANFERNANDO,,,
108035853,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/13/5b/c7/1331883074.webp,30,2,549000.0,flat,sale,87.0,True,2,2,calle de Santa Casilda,Madrid,Madrid,Arganzuela,es,Imperial,40.40405,-3.7128842,False,https://www.idealista.com/inmueble/108035853/,"GRUPO MANOR presenta en exclusiva esta vivienda especial, ubicada en una tranquila calle del demandado barrio Imperial, dentro del distrito de Arganzuela. Se trata de un piso reformado, con muy buena distribución y lleno de luz natural, ideal para quienes buscan confort, funcionalidad y una energía positiva en su hogar. Originalmente de tres dormitorios, la vivienda ha sido rediseñada para ofrecer dos amplias habitaciones. La principal cuenta con vestidor y baño en suite, mientras que la segunda dispone de armario empotrado, ofreciendo así espacios cómodos y bien aprovechados. La propiedad cuenta además con un segundo baño completo, lo que aporta aún más comodidad para el día a día. La vivienda fue reformada en 2013, incluyendo las instalaciones de fontanería y electricidad, lo que garantiza seguridad y eficiencia. Además, cuenta con un agradable balcón que amplía el espacio del salón y permite disfrutar de luz natural durante todo el día. Se han incorporado persianas eléctricas de seguridad antirrobo, así como una puerta de entrada blindada de alta seguridad, ofreciendo máxima protección y tranquilidad. Pero lo que realmente hace especial a esta vivienda es su identidad como una auténtica “casa dragón” según el Feng Shui: su orientación, distribución armónica y energía hacen de este piso un lugar lleno de buenas vibraciones, estabilidad y prosperidad. Un hogar donde se respira equilibrio y bienestar desde el primer momento. Situada en una zona muy bien comunicada, con todo tipo de servicios, zonas verdes y comercios a pocos pasos, esta propiedad es una oportunidad única tanto para vivir como para invertir. ¡No dude en contactarnos para concertar una visita! Y si está interesado en vender su propiedad, le ofrecemos una valoración gratuita y sin compromiso.",True,good,False,True,6310.0,False,False,False,False,[],False,False,549000.0,€,,,,flat,"Imperial, Madrid",Piso en calle de Santa Casilda,,GMM9,,,
107440170,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2d/1e/20/1337721236.webp,2,1,176000.0,flat,sale,87.0,True,3,1,Barrio Canillejas,Madrid,Madrid,San Blas,es,Canillejas,40.439651,-3.6105524,False,https://www.idealista.com/inmueble/107440170/,"PISO OCUPADO POR PERSONA SIN JUSTO TÍTULO (Antiguo Deudor Hipotecario) ESTE INMUEBLE DEBIDO A SU ESTADO OCUPACIONAL NO ADMITE VISITAS IDEAL PARA INVERSORES Vivienda de 80 m², según Catastro, y 7 m² de elementos comunes, a la venta en el distrito de San Blas-Canillejas, Madrid. Es una 1ª Planta en un bloque en buen estado de conservación.  Muy bien comunicado por carretera (M-40 y M-201) y transporte público. Junto a la estación de metro 'Torre Arias'. Próximo a todo tipo de servicios e infraestructuras como centros educativos (CEPA Canillejas), comercios, supermercados, farmacias, zonas verdes.. . SIN COMISIÓN.",False,good,False,True,2023.0,False,False,False,False,[],False,False,176000.0,€,,,,flat,"Canillejas, Madrid",Piso,,HA1-747364,182000.0,6000.0,3.0
105158006,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a0/f8/69/1243604384.webp,54,,2890000.0,chalet,sale,560.0,,5,4,La Moraleja urbanización,Madrid,La Moraleja,La Moraleja urbanización,es,,40.5287432,-3.6062131,False,https://www.idealista.com/inmueble/105158006/,"CO Property os presenta este bonito chalet ubicado en un fondo de saco en La Moraleja, por lo que podrás gozar de mucha tranquilidad. Construido sobre una parcela llana de 1.800m2 y distribuido en dos plantas: Accediendo a la vivienda nos encontramos un gran hall que por un lado da paso al salón comedor a doble altura, con espacio para varios ambientes y salida al porche techado de más de 20m2 y acceso al jardín, perfectamente cuidado y con piscina moderna y rebosante. Aseo de cortesía. Cocina muy amplia con office con zona de lavado y despensa y con salida al porche. En esta misma planta se encuentra la habitación principal, con baño completo en suite con bañera y ducha y magnífico vestidor. Subiendo las escaleras accedemos a la zona de dormitorios, que cuenta con una maravillosa y amplia terraza con vistas a la parcela. Dos dormitorios dobles con baño completo y el tercero en suite muy amplio con vestidor, spa, sauna, jacuzzi, hidromasaje y gran terraza. La planta sótano es una zona diafana de casi 200m2. Garaje interior para 4 coches y trastero.",False,good,False,,5161.0,False,False,False,False,[],False,False,2890000.0,€,True,True,,chalet,"La Moraleja urbanización, La Moraleja",Casa independiente,independantHouse,,,,
108776289,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ab/ac/f3/1354795226.webp,11,5,120000.0,flat,sale,55.0,True,3,1,calle de Benimamet,Madrid,Madrid,Villaverde,es,San Cristóbal,40.3440337,-3.6880813,False,https://www.idealista.com/inmueble/108776289/,"¡POSIBILIDAD DE FINANCIACION 100%! HIPODREAMS SERVICIOS FINANCIEROS VENDE Estupendo piso cerca de todos los servicios, zona muy tranquila. La vivienda esta ubicada en una quinta planta Se distribuye de la siguiente manera: 3 dormitorios, cocina y salon independientes, 1 baño completo. No dudes en visitar la vivienda sin ningún tipo de compromiso. Olvidate de pagar un alquiler todos los meses. Posibilidad de financiar el 100%. Informate sin compromiso. Te encontramos la FINANCIACIÓN PARA TU VIVIENDA CON LAS MEJORES CONDICIONES busques lo que busques Y EN TODO EL TERRITORIO NACIONAL. En HIPODREAMS te ayudaremos a conseguir las mejores condiciones para tu nueva hipoteca. INFÓRMATE SIN COMPROMISO.",False,good,False,True,2182.0,False,False,False,False,[],False,False,120000.0,€,,,,flat,"San Cristóbal, Madrid",Piso en calle de Benimamet,,HD-127,,,
108512935,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/45/bf/4b/1348524503.webp,25,3,525000.0,penthouse,sale,57.0,True,2,2,calle de Béjar,Madrid,Madrid,Barrio de Salamanca,es,Guindalera,40.4365235,-3.6705295,False,https://www.idealista.com/inmueble/108512935/,"Alto, alegre y soleado ático  en la zona de la Guindalera de Madrid,  que permite estar cerca del hospital La princesa, la plaza de toros de las ventas del intercambiador de la avenida de Amèrica  con todo tipo de servicios, muy cerca del metro de Diego de Leon zona muy comercial y muy tranquila  compuesto en planta ático  de recibidor  una habitación Un baño con plato de ducha,  cocina con electrodomésticos,  salón comedor  y terraza muy agradable con sol de mañanas  comunicada con unas escaleras llegamos a la  Buhardilla en donde se encuentra  un baño con bañera  una sala amplia con armarios empotrados  con luz natural mediante claraboyas en el techo   la calefacción y el agua caliente  es mediante caldera mixta de calefacción  y agua caliente sanitaria. cuenta con garaje en los bajos del edificio no incluido en precio.",False,good,False,True,9211.0,False,False,False,False,[],False,False,525000.0,€,,,,flat,"Guindalera, Madrid",Ático en calle de Béjar,penthouse,"alegre, con sol y terraza, ático ",,,
108569914,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d3/b3/04/1348743866.webp,38,1,484000.0,flat,sale,95.0,False,3,2,Barrio Pacífico,Madrid,Madrid,Retiro,es,Pacífico,40.4025517,-3.6742768,False,https://www.idealista.com/inmueble/108569914/,"CLICKHAUS vende en EXCLUSIVA Excepcional vivienda reformada en el corazón del barrio de Pacífico Le presentamos esta magnífica propiedad que destaca por su cuidada reforma, su confort moderno y una ubicación inmejorable en una de las zonas más consolidadas y valoradas de Madrid. Características destacadas •Tres dormitorios, todos equipados con sistema de climatización individual (aire acondicionado con bomba de frío/calor) para garantizar el máximo confort durante todo el año. •Cocina independiente de planta cuadrada, equipada y funcional, pensada para ofrecer comodidad y practicidad en el día a día. •Dos baños completos, de diseño actual y elegancia atemporal, uno de ellos con un trastero auxiliar que aporta un valioso espacio de almacenaje adicional. •Salón-comedor espacioso y muy luminoso, bañado por luz natural, ideal para disfrutar de momentos únicos en un ambiente cálido y acogedor. •Dormitorio principal doble, perfecto como suite gracias a su amplitud y privacidad. •Terraza privada de 20 m², un verdadero oasis urbano donde relajarse al aire libre, montar una zona chill-out o disfrutar de veladas al atardecer. •Sistema de domótica que permite controlar cómodamente las persianas eléctricas, aportando modernidad, eficiencia y bienestar. ⸻ Esta vivienda ha sido completamente reformada con materiales de alta calidad, cuidando cada detalle para ofrecer un entorno moderno, elegante y funcional. Su distribución ha sido diseñada para aprovechar al máximo cada metro cuadrado. Vive en Pacífico. Ubicada en uno de los barrios más cotizados de Madrid, la propiedad se encuentra rodeada de todos los servicios esenciales, zonas verdes y excelentes comunicaciones. ⸻ No deje pasar esta oportunidad. Contáctenos para más información o para concertar una visita. Una vivienda lista para entrar a vivir. Su nuevo hogar le espera. A pocos minutos a pie de varias estaciones de metro: Pacífico (Líneas 1 y 6) Conde de Casal (Línea 6) Menéndez Pelayo (Línea 1) Entorno privilegiado Ubicado en el barrio de Pacífico, una de las zonas más codiciadas de Madrid, próxima al emblemático Parque de El Retiro. Rodeado de una gran oferta gastronómica, con bares, restaurantes de cocina internacional y cafeterías con encanto. Entre los puntos de interés cercanos destacan: La Real Fábrica de Tapices (1720) El Panteón de Hombres Ilustres El museo La Neomudéjar La histórica estación de metro de Pacífico (1919) La antigua central eléctrica del barrio La zona occidental conserva el nombre histórico de Pacífico, diferenciándose de la parte oriental, más moderna, conocida como Adelfas. Limita administrativamente con los barrios de Jerónimos, Niño Jesús, Estrella y Adelfas, y está delimitado por: Paseo de la Infanta Isabel Paseo de la Reina Cristina Plaza de Mariano de Cavia Avenida del Mediterráneo Plaza del Conde de Casal Calle Doctor Esquerdo Vías del tren de la Estación de Atocha El nombre Pacífico conmemora las expediciones de la Armada Española en Hispanoamérica en 1865. Curiosamente, el cambio de nombre de la calle tuvo lugar tras la Guerra Civil.",False,good,False,False,5095.0,False,False,False,False,[],False,False,484000.0,€,,,,flat,"Pacífico, Madrid",Piso,,MDCS80,,,
