propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,detailedType.subTypology,newDevelopmentFinished,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108362354,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/14/1b/c6/1341842794.webp,SAINZBARANDARB,52,2,1090000.0,flat,sale,121.0,False,3,2,calle del Alcalde Sainz de Baranda,Madrid,Madrid,Retiro,es,Ibiza,40.4180415,-3.6703081,False,https://www.idealista.com/inmueble/108362354/,"Zona Retiro–Ibiza: calidad de vida en el corazón de Madrid Espectacular vivienda con reforma a estrenar! Situada en el Bulevar de Alcalde Sainz de Baranda. Vivienda con una superficie de 121 m² construidos y 115 m² útiles. Distribuida en 3 dormitorios, 2 baños (uno de ellos en suite) y una cocina americana integrada en un amplio salón. Cuenta con armarios empotrados de suelo a techo, con puertas abatibles e iluminación interior. Sistema de climatización por conductos con bomba de calor y frío. La cocina está equipada con electrodomésticos de alta gama. Baños de diseño con radiadores toalleros, mamparas de gran calidad y alicatados modernos. Suelos de tarima flotante en toda la vivienda. Todas las instalaciones son completamente nuevas. El edificio dispone de portero físico, ascensor y portal rehabilitado. Plaza de garaje incluida en el precio. Zona Retiro–Ibiza: calidad de vida en el corazón de Madrid Ubicada en una de las zonas más cotizadas y demandadas de la capital, junto al emblemático Parque del Retiro. El barrio de Ibiza–Retiro combina la tranquilidad residencial con una vibrante oferta comercial y de ocio. Entorno y servicios: Amplia oferta de restaurantes, terrazas, cafeterías, y comercios tradicionales y gourmet. A escasos minutos del Parque del Retiro, ideal para pasear, hacer deporte o disfrutar del aire libre. Supermercados, farmacias, gimnasios, bancos y todos los servicios a pie de calle. Educación y salud: Cercano a prestigiosos colegios y centros educativos tanto públicos como concertados. A pocos metros de hospitales de referencia como el Gregorio Marañón, el Hospital del Niño Jesús y el Hospital Universitario Beata María Ana. Conectividad: Excelentemente comunicado mediante transporte público: Metro: líneas 6 (Sainz de Baranda) y 9 (Ibiza) Varias líneas de autobús EMT Acceso rápido a BiciMAD y carriles bici Fácil conexión con la M-30 y otras arterias principales de Madrid. Ambiente del vecindario: Barrio tranquilo, seguro y de carácter familiar. Muy valorado por profesionales, familias y personas que buscan vivir con calidad, comodidad y cercanía a zonas verdes.",True,good,False,True,9008.0,True,False,True,False,[],False,False,1090000.0,€,True,True,flat,"Ibiza, Madrid",Piso en calle del Alcalde Sainz de Baranda,,,,,
108927486,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/dc/29/a6/1359191920.webp,,21,1,339000.0,duplex,sale,70.0,True,3,3,"calle de Hortaleza, 38",Madrid,Madrid,Centro,es,Chueca-Justicia,40.4219701,-3.6997797,True,https://www.idealista.com/inmueble/108927486/,"Bonito apartamento en pleno centro, totalmente exterior con UN BALCON y DOS VENTANAS A LA CALLE, TRES DORMITORIOS y TRES BAÑOS COMPLETOS. Distribuido en dos alturas, debido a sus casi cuatro metros de suelo a techos. REFORMADO COMPLETAMENTE HACE POCO. * En la planta de abajo se encuentra el (salón cocina) diáfano y muy amplio con balcón a la calle. * En la parte de arriba se encuentran tres dormitorios con tres baños completos. En el plano adjunto se ven exactamente los métros útiles que tiene cada planta. Aire acondicionado y calefacción en todas las estancias. ESTÁ INSONORIZADO TAMBIÉN.  Amueblado y listo para vivir o sacar una gran rentabilidad por su ubicación y altura de techos de unos 3.000 €, por ejemplo para estudiantes. Comunidad 18 €. IBI 198 €. SOY PARTICULAR y puedo colaborar también con agencias sin exclusiva y sin encargo de venta, por libre SOLAMENTE.",True,good,False,True,4843.0,True,False,False,False,[],False,False,339000.0,€,,,flat,"Chueca-Justicia, Madrid","Dúplex en calle de Hortaleza, 38",duplex,,,,
106598123,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9b/2d/7a/1288228876.webp,,43,1,2900000.0,flat,sale,338.0,True,5,6,"avenida de Luis García Cereceda, 7",Madrid,Pozuelo de Alarcón,Zona Prado de Somosaguas - La Finca,es,La Finca,40.405313,-3.796996,True,https://www.idealista.com/obra-nueva/106598123/,"Primera planta de 338 m2 con vista al campo de golf A la vivienda se accede a través de un amplio hall donde se encuentra una gran superficie diáfana denominada Family Room muy luminoso con vistas a jardín de la urbanización y al campo de golf. En la zona de día, encontramos un amplio salón de 56m2 orientado al sur con una gran terraza de 22m2. El salón se comunica con la cocina orientada al norte y al oeste de 22m2. Junto a la cocina encontramos la zona de servicio con lavandería, tendedero, y dormitorio con baño. Junto al salón se ubica el aseo de cortesía. En la zona de noche encontramos un el dormitorio principal que cuenta con zona de cama un amplio vestidor y baño con ducha y bañera, todo ello de 49m2 con terraza privada. En la cara norte se ubican 3 dormitorios secundarios todos con baño en suite. La vivienda cuenta con 5 plazas de garaje y trastero. Las Sky Villas funden los conceptos de vivienda unifamiliar y vivienda en comunidad. Ya no es necesario renunciar al jardín para tener privacidad o a las vistas para disfrutar de una piscina, ni privarse de las ventajas de vivir en comunidad. Con las Sky Villas las viviendas se benefician de las ventajas de una y otra tipología de edificio, evitando los inconvenientes de ambas. Las Sky Villas de LAFINCA disponen de enormes ventanales que se abren al sol y a las vistas hacia los jardines y el campo de golf. En una magistral comunicación del interior y el exterior, el paisaje pasa a formar parte de la vivienda. UBICACIÓN ESTRATÉGICA El conjunto residencial se encuentra próximo a los mejores colegios internacionales (Colegio Británico), prestigiosos hospitales (Hospital Universitario Quirón) y clínicas privadas (La Zarzuela). También tendrá a su alcance instalaciones deportivas de gran nivel como el Reebok Sport Place y cercanía a otros centros comerciales como El Zielo, El Corte Inglés de Pozuelo y el complejo de ocio Kinépolis. COMUNICACIONES El conjunto residencial ofrece excelentes comunicaciones a través de la M-40, M-50, M511, A5 y A6. Autobuses interurbanos conectados con el centro de la capital y metro ligero. EL ENTORNO Naturaleza y arquitectura se entrelazan dando lugar a un conjunto residencial que se percibe como un gran jardín, donde el agua y la vegetación, junto con el sol, son protagonistas indiscutibles. Más de 40.000 m2 de jardines comunitarios, sin viario que los interrumpa, se suman a los jardines privados de cada una de nuestras SKY VILLAS.  Las SKY VILLAS cuentan con espectaculares vistas al nuevo campo LaFinca Golf cuidadosamente concebido como un espacio de respeto al medio ambiente e integración paisajística con el terreno original. El conjunto residencial LaFinca LGC está concebido para que los residentes en nuestras SKY VILLAS disfruten de la mejor calidad de vida. A escasos 200 metros, en la Avenida Luis García Cereceda se ubicará LAFINCA GRAND CAFÉ el que está llamado a convertirse en referente de la restauración premium en España. Calidad, seguridad y diseño se unen para conseguir un ambiente único y una experiencia de compra y restauración excepcional.",False,,True,True,8580.0,True,False,False,False,[],False,False,2900000.0,€,True,True,flat,"La Finca, Pozuelo de Alarcón","Piso en avenida de Luis García Cereceda, 7",,True,,,
108097763,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9c/f6/7e/1333861623.webp,CHA0310,53,,398000.0,chalet,sale,210.0,,5,4,calle Bartolomé Murillo,Madrid,Campo Real,,es,,40.3397593,-3.3692486,False,https://www.idealista.com/inmueble/108097763/,"Inmobiliaria Tagonia presenta en exclusiva este increíble chalet para entrar a vivir Descubre este espectacular chalet pareado de 210 m² construidos sobre una parcela de 300 m², ubicado en una de las zonas más tranquilas y demandadas, Los Altos de Campo Real.  Características destacadas: � 3 plantas completamente reformadas � Jardín privado a 3 alturas con piscina desmontable, barbacoa y horno de leña � Acogedor porche ideal para todo el año � 2 plazas de garaje � Calefacción por gas natural y pellet. � Aire acondicionado en varias estancias � Buhardilla acondicionada con baño completo � Suelos de gres y tarima � Puerta blindada y armarios empotrados en todas las habitaciones Una vivienda ideal para familias que buscan espacio, privacidad y confort a pocos minutos de Madrid. � Contáctanos, agenda tu visita con nosotros y no dejes pasar esta oportunidad única. [IW].",True,good,False,,1895.0,True,False,True,False,[],False,False,398000.0,€,,,chalet,Campo Real,Chalet pareado en calle Bartolomé Murillo,semidetachedHouse,,,,
108348386,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/52/5d/7f/1341873768.webp,2019439,45,7,800000.0,flat,sale,101.0,True,4,2,calle del Poeta Joan Maragall,Madrid,Madrid,Tetuán,es,Cuatro Caminos,40.4543335,-3.693924,False,https://www.idealista.com/inmueble/108348386/,"Piso en venta en zona Castellana – Poeta Joan Maragall (Madrid) Se ofrece magnífica vivienda situada en una finca representativa de la zona, con un edificio señorial, acceso cuidado al vestíbulo, servicio de portero físico y dos ascensores. Un entorno cuidado y exclusivo que ofrece comodidad y seguridad. La vivienda se vende junto con la cesión de una plaza de garaje en el P. A. R del Ayuntamiento, lo que añade un gran valor en una zona donde el aparcamiento es muy demandado. Ubicación inmejorable: Situada a escasos metros de puntos emblemáticos de Madrid como el Paseo de la Castellana, la calle Orense, la Avenida del General Perón o el Estadio Santiago Bernabéu, actualmente renovado con una nueva y moderna zona comercial. Además, a tan solo 1,2 km de Plaza Castilla, uno de los principales nudos de transporte de la ciudad. La zona está excelentemente comunicada mediante transporte público: Metro: Santiago Bernabéu (L10) y Cuzco (L10) Numerosas líneas de autobús a pocos pasos: Joan Maragall–San Germán, Castellana–San Germán, Orense–San Germán, entre otras. Todos los servicios al alcance Una ubicación rodeada de todo tipo de servicios: Supermercados y alimentación: Carrefour (a 50 m), Aldi, Supercor Exprés, Panaderías (Panaria, Santagloria), tiendas gourmet y más. Educación: Gran oferta educativa en las cercanías, desde escuelas infantiles privadas (Jardín Kinderland, Sagrados Corazones, Mininanos) hasta centros de primaria y secundaria como el IES Jaime Vera o el Colegio San Agustín. También encontrarás academias de idiomas como Kids&Us y Preparation English Academy. Salud y bienestar: Varias farmacias (Orense 59, Sta. Micaela), centros médicos, clínicas dentales, veterinarios, y servicios de bienestar. Comodidad urbana:  Zonas verdes, restaurantes, gimnasios, espacios deportivos, y una excelente red de servicios culturales y comerciales hacen de esta ubicación una de las más deseadas para vivir en Madrid.",False,renew,False,True,7921.0,True,False,True,False,[],False,False,800000.0,€,True,True,flat,"Cuatro Caminos, Madrid",Piso en calle del Poeta Joan Maragall,,,830000.0,30000.0,4.0
106601955,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c1/e8/e7/1288351906.webp,,39,2,3300000.0,flat,sale,338.0,True,5,6,"avenida de Luis García Cereceda, 7",Madrid,Pozuelo de Alarcón,Zona Prado de Somosaguas - La Finca,es,La Finca,40.405313,-3.796996,True,https://www.idealista.com/obra-nueva/106601955/,"Segunda planta de 338 m2 con vista al campo de golf A la vivienda se accede a través de un amplio hall donde se encuentra una gran superficie diáfana denominada Family Room muy luminoso con vistas al campo de golf. En la zona de día, encontramos un amplio salón de 56m2 orientado al sur con una gran terraza que envuelve a toda la vivienda. Esta terraza cuenta con jacuzzi en la cara sur. El salón se comunica con la cocina orientada al norte y al oeste de 22m2. Junto a la cocina encontramos la zona de servicio con lavandería, tendedero, y dormitorio con baño. Junto al salón se ubica el aseo de cortesía. En la zona de noche encontramos un el dormitorio principal que cuenta con zona de cama un amplio vestidor y baño con ducha y bañera, todo ello de 49m2 con terraza privada. En la cara norte se ubican 3 dormitorios secundarios todos con baño en suite. La vivienda cuenta con 5 plazas de garaje y trastero. Las Sky Villas funden los conceptos de vivienda unifamiliar y vivienda en comunidad. Ya no es necesario renunciar al jardín para tener privacidad o a las vistas para disfrutar de una piscina, ni privarse de las ventajas de vivir en comunidad. Con las Sky Villas las viviendas se benefician de las ventajas de una y otra tipología de edificio, evitando los inconvenientes de ambas. Las Sky Villas de LAFINCA disponen de enormes ventanales que se abren al sol y a las vistas hacia los jardines y el campo de golf. En una magistral comunicación del interior y el exterior, el paisaje pasa a formar parte de la vivienda. UBICACIÓN ESTRATÉGICA El conjunto residencial se encuentra próximo a los mejores colegios internacionales (Colegio Británico), prestigiosos hospitales (Hospital Universitario Quirón) y clínicas privadas (La Zarzuela). También tendrá a su alcance instalaciones deportivas de gran nivel como el Reebok Sport Place y cercanía a otros centros comerciales como El Zielo, El Corte Inglés de Pozuelo y el complejo de ocio Kinépolis. COMUNICACIONES El conjunto residencial ofrece excelentes comunicaciones a través de la M-40, M-50, M511, A5 y A6. Autobuses interurbanos conectados con el centro de la capital y metro ligero. EL ENTORNO Naturaleza y arquitectura se entrelazan dando lugar a un conjunto residencial que se percibe como un gran jardín, donde el agua y la vegetación, junto con el sol, son protagonistas indiscutibles. Más de 40.000 m2 de jardines comunitarios, sin viario que los interrumpa, se suman a los jardines privados de cada una de nuestras SKY VILLAS.  Las SKY VILLAS cuentan con espectaculares vistas al nuevo campo LaFinca Golf cuidadosamente concebido como un espacio de respeto al medio ambiente e integración paisajística con el terreno original. El conjunto residencial LaFinca LGC está concebido para que los residentes en nuestras SKY VILLAS disfruten de la mejor calidad de vida. A escasos 200 metros, en la Avenida Luis García Cereceda se ubicará LAFINCA GRAND CAFÉ el que está llamado a convertirse en referente de la restauración premium en España. Calidad, seguridad y diseño se unen para conseguir un ambiente único y una experiencia de compra y restauración excepcional.",False,,True,True,9763.0,True,False,False,False,[],False,False,3300000.0,€,True,True,flat,"La Finca, Pozuelo de Alarcón","Piso en avenida de Luis García Cereceda, 7",,True,,,
108277536,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/11/f1/fb/1339515553.webp,3250-04530,38,4,820000.0,penthouse,sale,95.0,False,2,2,de Peñalara de Aravaca,Madrid,Madrid,Moncloa,es,Aravaca,40.4623152,-3.8007622,False,https://www.idealista.com/inmueble/108277536/,"Espectacular ático en venta! Con una ubicación inmejorable, cerca de todos los servicios que puedas necesitar, este inmueble cuenta con una superficie de 95 m² construidos + una terraza de 41 m2. Con 2 dormitorios, ambos con armarios empotrados y 2 baños, este piso es ideal para una familia. Además, cuenta con una magnífica terraza donde podrás disfrutar del buen clima.  La vivienda también cuenta con calefacción por suelo radiante de gas natural, aire acondicionado en todas las habitaciones, persianas motorizadas y domótica. La urbanización es cerrada y vallada, con seguridad las 24 horas y cámaras de vigilancia para tu tranquilidad. Además, podrás disfrutar de los hermosos jardines y la piscina comunitaria.  El ático incluye 2 plazas de garaje y un amplio trastero para tu comodidad. ¡No dejes pasar esta oportunidad y contáctanos para obtener más información y agendar una visita!",False,good,False,True,8632.0,True,False,True,False,[],False,False,820000.0,€,True,True,flat,"Aravaca, Madrid",Ático en de Peñalara de Aravaca,penthouse,,,,
107212962,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c7/6c/3a/1306330139.webp,MAQUINILLA,53,3,420000.0,flat,sale,125.0,True,3,2,calle de la Maquinilla,Madrid,Madrid,Puente de Vallecas,es,Palomeras sureste,40.3806433,-3.6365472,False,https://www.idealista.com/inmueble/107212962/,"MUNDHOGAR CONSULTING ofrece esta exclusiva y única vivienda entre el casco histórico de Vallecas y Palomeras. Una construcción de hace tan solo tres años, con todas las comodidades y servicios a disposición. Cerca de hospitales como el Infanta Leonor, el Polideportivo Palomeras y buenas conexiones con la m40 además de líneas de transporte publico y Renfe a escasos minutos La vivienda consta de 3 habitaciones, con armarios empotrados en cada una de ellas, dos baños, una amplia terraza y una cocina grande totalmente equipada. Además cuenta con toldos y persianas eléctricos, mosquiteras, ventanas oscilobatientes de Climalit, aire acondicionado y calefacción individual de gas natural. Muy luminoso y con una eficiencia energética óptima para cada estación del año.  La propiedad cuenta con trastero y plaza de garaje incluido en el precio. La urbanización privada de diseño cuenta con piscina, gimnasio, sala de eventos, zona infantil, amplia zona ajardinada, para uso exclusivo de los propietarios, y servicio de portería y vídeo vigilancia para mayor tranquilidad. Si buscas la casa de tus sueños, prácticamente a estrenar, es tu oportunidad. ¡No dudes en contactarnos, FINANCIAMOS HASTA EL 100%!  Mundhogar Consulting Tu lugar en el mundo.",False,good,False,True,3360.0,True,False,True,False,[],False,False,420000.0,€,True,True,flat,"Palomeras sureste, Madrid",Piso en calle de la Maquinilla,,,430000.0,10000.0,2.0
108616844,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/39/30/8f/1350217710.webp,1230017,64,7,830000.0,flat,sale,101.0,False,3,1,calle del Alcalde Sainz de Baranda,Madrid,Madrid,Retiro,es,Ibiza,40.4153744,-3.675889,False,https://www.idealista.com/inmueble/108616844/,"Descripción general PISO MUY LUMINOSO EN SEPTIMA PLANTA EN EL DISTRITO DE EL RETIRO ¡Gran oportunidad en una de las zonas más cotizadas de Madrid! Se vende vivienda con gran potencial ubicada en la séptima planta de una finca representativa con ascensor y portero físico, en pleno corazón del distrito de El Retiro. La propiedad destaca por su luminosidad excepcional durante todo el día, gracias a su altura y orientación. Su estado es a reformar, lo que la convierte en una excelente opción para redistribuir espacios y adaptar la vivienda completamente a tus gustos y necesidades. Actualmente, la distribución es la siguiente: - Tres dormitorios - Una estancia de paso que conecta dos de los dormitorios, con aire acondicionado - Salón independiente - Cocina independiente - Un baño completo La finca está en muy buen estado de conservación, cuenta con calefacción central por gas y servicio de portería. Ubicada en una zona privilegiada y muy bien comunicada, con acceso inmediato a transporte público, comercios, colegios, restaurantes y a tan sólo unos paso del Parque de El Retiro. Ideal tanto para residencia habitual como para inversión con alta rentabilidad en una zona de creciente demanda. Impuestos, gastos de financiación, gastos notariales, gastos registrales u otros costes relacionados con la compraventa no están incluidos. La información expuesta es orientativa y puede estar sujeta a errores involuntarios. ¡Contacta para más información y visita!",True,renew,False,True,8218.0,True,False,True,False,[],False,False,830000.0,€,,,flat,"Ibiza, Madrid",Piso en calle del Alcalde Sainz de Baranda,,,,,
108647150,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/81/f8/c0/1350950436.webp,1135,41,9,619900.0,penthouse,sale,143.0,True,3,2,calle de la Casa de Tilly,Madrid,Madrid,Vicálvaro,es,El Cañaveral,40.3992649,-3.548896,False,https://www.idealista.com/inmueble/108647150/,"MillAC Consulting Inmobiliario presenta en exclusiva, esta fantástica vivienda de 143 m² construidos en El Cañaveral, una de las zonas con mayor crecimiento y proyección de Madrid.  Se trata de un exclusivo ático dúplex de tres dormitorios, perfecto para quienes valoran la amplitud, la comodidad y el disfrute del espacio exterior. En la planta principal encontrarás un salón-comedor muy luminoso, con cocina de estilo moderno y un práctico tendedero de gran tamaño. Los tres dormitorios están muy bien distribuidos, todos con armarios empotrados y carpintería lacada en blanco, que aporta un aire actual y elegante. La joya de la casa es su impresionante terraza de unos 30 m² aprox. , un espacio muy especial para crear tu propio chill-out, zona de comedor exterior o solárium. Ideal para relajarte, disfrutar del buen tiempo o recibir a tus invitados. La vivienda incluye DOS PLAZAS DE GARAJE CONTIGUAS Y TRASTERO, lo que añade un plus de comodidad y almacenamiento. Ubicada en una urbanización privada con piscina comunitaria y zonas ajardinadas, es una opción ideal para familias o para quienes buscan tranquilidad sin renunciar a estar bien conectados con el centro de Madrid. El Cañaveral es uno de los nuevos barrios residenciales más prometedores del este de Madrid. Con acceso directo a la M-45 y la R-3, está situado junto a Vicálvaro y Coslada, a solo 15 minutos de Atocha. Cuenta con varias líneas de autobús, trenes de cercanías y está prevista la próxima ampliación de la línea 2 de Metro con conexión a Metro Este-Coslada. En el entorno encontrarás todo lo que necesitas: supermercados, restaurantes, centros de salud, instalaciones deportivas y zonas verdes. Un barrio joven, bien equipado y con un gran futuro. MillAC, tu confianza, nuestro éxito!",True,good,False,True,4335.0,True,False,True,False,[],False,False,619900.0,€,True,True,flat,"El Cañaveral, Madrid",Ático en calle de la Casa de Tilly,penthouse,,650000.0,30100.0,5.0
