propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,floor,exterior,neighborhood,hasLift,parkingSpace.parkingSpacePrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
104595593,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fb/ec/e5/1320615989.webp,W-02VDV3,31,2190000.0,flat,sale,219.0,3,3,avenida de Felipe II,Madrid,Madrid,Barrio de Salamanca,es,40.4239172,-3.6765068,False,https://www.idealista.com/inmueble/104595593/,"Maravilloso piso en Felipe II, Goya Engel & Völkers, inmobiliaria de lujo, tiene el placer de presentar este espectacular piso en una de las mejores calles de Goya. Ubicado en una luminosa segunda planta, cuenta con una agradable zona de día con distintos espacios iluminados por dos grandes ventanales abiertos a una amplia plaza que llenan de luz todas las estancias y un gran salón con zona de estar y un amplio comedor. Junto al comedor podrá disfrutar de una cocina semi integrada, totalmente equipada con electrodomésticos de alta gama y una cocina de gas que hará las delicias para gourmets. Además desde la cocina se accede a una amplia terraza que hace las veces de lavadero.   En la zona de noche encontramos tres amplios dormitorios con baño en suite, con numerosos y grandes armarios totalmente vestidos hasta el último detalle. La vivienda ha sido reformada a finales de 2023 con un exquisito gusto y grandes calidades.  Cuenta con aislamiento térmico y acústico, ventanas de última generación, suelo de madera de roble, estudiada iluminación, aire acondicionado por conductos de la mejor calidad Todo casi a estrenar. Este maravilloso piso está ubicado en una finca muy cuidada, con un bonito portal, accesibilidad y portero físico. ¡No dude en visitarlo! El barrio de Salamanca es una de las zonas más relevantes de Madrid, tanto por la distribución regular de sus edificios y la arquitectura de los mismos, como por los vecinos que habitan en sus emblemáticas calles. En concreto, en el distrito Goya, encontramos edificios de altura media por lo que es una zona bastante poblada con viviendas de gran tamaño y señoriales. Esta zona posee una gran red de transporte público (metro, autobuses urbanos, paradas de taxi) y acceso muy cercano a la M30.   En las distintas calles podemos encontrar una amplia gama de servicios: comercios, farmacias, colegios, escuelas infantiles, iglesias, buenos bares y restaurantes. Se encuentra muy cerca del WiZink Center, de la Real Casa de la Moneda, de la Plaza de Toros de las Ventas y del Parque del Retiro. Por otro lado, a pocos minutos andando encontramos la calle Goya en la que se ubican los mejores comercios de lujo. Hablamos de un barrio que ofrece absolutamente todo lo necesario para una máxima calidad de vida.",True,good,False,10000.0,True,False,True,False,[],False,False,2190000.0,€,True,True,flat,,"Goya, Madrid",Piso en avenida de Felipe Ii,Top,2,True,Goya,True,,,,
108910322,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d6/2e/b1/1358658073.webp,35261,41,249900.0,flat,sale,63.0,2,1,calle de San Fidel,Madrid,Madrid,Ciudad Lineal,es,40.4262316,-3.6394068,False,https://www.idealista.com/inmueble/108910322/,"Fantástico piso de 63m2. Compuesta por 2 dormitorios, salón, cocina y baño. Al entrar a la vivienda nos acoge un recibidor decorado con un banco y un perchero en madera nos dirigimos hacia el salón comedor INDEPENDIENTE, muy luminoso. Ambos dormitorios disponen de armario a media, el principal ha sido amueblado con piezas únicas restauradas en color rosa. El baño despejado, con plato de ducha de gran formato mampara de cristal columna de doble salida de agua, mediante ducha de mano y rociador efecto lluvia, mampara de cristal, toallero térmico y bajo lavabo. La cocina amueblada en color blanco brillo y equipada con electrodomésticos. Climatizada con calefacción individual de gas natural. Suelos de tarima AC5 8MM en color GRIS. Su ubicación es excepcional, nos encontramos en Barrio Bilbao, en el distrito de Ciudad Lineal, zona repleta de servicios, con amplia oferta educativa entre los centros que destacan son el Colegio San José – Salesianas, Colegio Santo Domingo el Savio Salesianos, Colegio Jesús y María. A cinco minutos de la biblioteca Municipal Pablo Neruda. Si lo que te gusta es estar al aire libre y los paseos en esta zona gozaras a 4 minutos de Parque Arriaga provisto de jardines, canchas de baloncesto, zonas infantiles… Excelente comunicación de transporte público, Metro La Almudena (línea 2) o Ascao (línea 7), autobuses regulares 109-28 y fácil acceso a M30, M40 autopista de Circunvalación.",False,good,False,3967.0,True,False,False,False,[],False,False,249900.0,€,,,flat,,"Pueblo Nuevo, Madrid",Piso en calle de San Fidel,Top,en,True,Pueblo Nuevo,False,,,,
107161958,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0a/bb/e9/1304850008.webp,P20351,32,630000.0,flat,sale,118.0,4,2,paseo de las Delici s/n,Madrid,Madrid,Arganzuela,es,40.3970486,-3.6956507,True,https://www.idealista.com/inmueble/107161958/,"En Flimasa NO cobramos al comprador. - Amplia vivienda con terraza ubicada en el corazón de Madrid, en el prestigioso Paseo de las Delicias, esta vivienda de 118 m² ofrece una excelente oportunidad para diseñar tu nuevo hogar. Situada en una primera planta de un edificio con ascensor, la propiedad destaca por su gran terraza de 25 m², ideal para disfrutar de un espacio al aire libre. Actualmente acondicionada como oficina, la distribución es versátil y permite múltiples opciones de reforma. Dispone de cuatro dormitorios, dos baños, una amplia zona de estar y un pasillo con armarios empotrados de gran capacidad. Además, cuenta con calefacción central de gas natural y aire acondicionado por conductos, asegurando confort en todas las estaciones del año. Su ubicación inmejorable en el centro de Madrid ofrece una excelente conexión con transporte público, además de una amplia oferta de comercios, restaurantes y servicios a pocos pasos. Si buscas una vivienda con gran potencial en una de las zonas más demandadas de Madrid, ¡ponte en contacto con nosotros! NOTA: estas características son meramente informativas. No tienen ningún valor contractual.",True,renew,False,5339.0,True,False,True,False,[],False,False,630000.0,€,True,False,flat,,"Delicias, Madrid",Piso en paseo de las Delici s/n,Top,1,True,Delicias,True,35000.0,,,
108530832,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0c/07/89/1350753926.webp,30810,43,245900.0,flat,sale,60.0,2,1,"plaza de Vilaflor, 5",Madrid,Madrid,Ciudad Lineal,es,40.4327947,-3.6361068,True,https://www.idealista.com/inmueble/108530832/,"TengoTuCasa presenta esta fantástica vivienda de 60 m², completamente reformada, decorada y con garantía. La propiedad se compone de dos dormitorios (uno doble y uno individual), un baño completo, salón-comedor y cocina independiente. Gracias a su ubicación estratégica, a una reforma integral de alta calidad y a la alta demanda de alquiler en la zona, esta propiedad representa una oportunidad sólida, con potencial para generar ingresos estables de 1.100 €/mes. El salón-comedor destaca por su diseño funcional, y la decoración se ha cuidado al detalle, con acabados neutros y elementos que potencian la sensación de amplitud. La cocina está totalmente equipada con electrodomésticos nuevos. El baño está completamente renovado, con plato de ducha, grifo de doble salida efecto lluvia y mueble bajo lavabo. El dormitorio principal se entrega amueblado y decorado, listo para entrar a vivir, y la habitación individual también se entrega amueblada, preparada como habitación de invitados. Ambos dormitorios cuentan con armarios empotrados. En cuanto a las calidades, la vivienda incluye: Calefacción individual por gas natural, Tarima AC5 de 8 mm, Instalaciones de fontanería y electricidad completamente renovadas, Caldera nueva. Además, se incluyen: horno, vitrocerámica, IRI, televisión, campana extractora y caldera, todos con garantía. La reforma integral ha sido realizada por Decor@rte Madrid, empresa que ofrece garantía certificada y respaldo técnico mediante ficha técnica. Cuenta con dos oficinas físicas a pie de calle en Madrid, lo que proporciona confianza y atención personalizada ante cualquier duda o necesidad futura relacionada con la obra. Este piso se encuentra ubicado en Plaza de Vilaflor, 5, en el barrio de Pueblo Nuevo, una zona residencial tranquila dentro del distrito de Ciudad Lineal, con excelente comunicación y todos los servicios a pocos pasos. A tan solo unos minutos caminando se encuentran las estaciones de metro Ascao (Línea 7) y Pueblo Nuevo (Líneas 5 y 7), además de varias líneas de autobús que conectan cómodamente con el centro de Madrid. También cuenta con acceso rápido a la M-30, M-40 y A-2, lo que facilita los desplazamientos en coche. La vivienda está rodeada de comercios locales, supermercados, farmacias, entidades bancarias y todo lo necesario para el día a día. Además, es una ubicación ideal para familias, ya que cuenta con varios colegios, institutos y escuelas infantiles a escasa distancia, así como parques y zonas verdes donde disfrutar al aire libre. En definitiva, una zona consolidada, bien comunicada y con todos los servicios, perfecta para quienes buscan comodidad y calidad de vida en Madrid.",True,good,False,4098.0,True,False,True,False,[],False,False,245900.0,€,,,flat,,"Pueblo Nuevo, Madrid","Piso en plaza de Vilaflor, 5",Top,bj,True,Pueblo Nuevo,False,,,,
108375445,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/be/dc/1f/1342241473.webp,70728h,62,369900.0,flat,sale,85.0,2,2,"calle Circe, 50",Madrid,Madrid,San Blas,es,40.4417964,-3.61027,True,https://www.idealista.com/inmueble/108375445/,"TengoTuCasa presenta una oportunidad de alta rentabilidad en Canillejas, con un posible alquiler de 1.300€ al mes.  Un inmueble de 85 m² que combina diseño moderno, materiales de primera calidad y una ubicación estratégica. La vivienda cuenta con terraza de 13 m² y ascensor, lo que la convierte en una opción atractiva tanto para inversores como para quienes buscan un hogar confortable en una zona en pleno desarrollo. La distribución ha sido renovada: dispone de dos dormitorios dobles con armarios empotrados, así como dos baños diseñados con plato de ducha y mampara, grifería de doble salida efecto lluvia, mueble bajo lavabo y toallero calefactable. El dormitorio principal integra un baño en suite, aportando privacidad y comodidad, el segundo dormitorio está completamente amueblado. El salón comedor, luminoso y amplio se beneficia de un gran ventanal que inunda de luz natural el espacio y da acceso directo a la terraza. La cocina es independiente, cuenta con amplias zonas de almacenaje y está equipada con muebles y electrodomésticos nuevos que incluyen garantía y también tiene acceso a la terraza. La reforma integral ha sido realizada por Decor@rte Madrid, empresa que ofrece garantía certificada y respaldo técnico a través de su ficha técnica. Además, cuenta con dos oficinas físicas a pie de calle en Madrid, lo que proporciona total confianza y atención personalizada ante cualquier duda o eventualidad futura relacionada con la obra. Todas las estancias presentan paredes lisas, ventanas Climalit para un óptimo aislamiento y un sistema de climatización que combina calefacción central y aire acondicionado asegurando un ambiente agradable durante todo el año. La finca se ubica junto al Parque de Canillejas, que ofrece extensas zonas verdes, áreas de juego infantiles y espacios para practicar deporte al aire libre. A escasos pasos se encuentra el Auditorio de Canillejas, con una agenda constante de eventos y conciertos. En cuanto a servicios, en solo tres minutos se accede al Centro de Día Municipal y, en cinco minutos, al Centro de Tecnología de Estaciones y al Centro de Tecnología Avanzada SL. También a cinco minutos se localiza la Instalación Deportiva Municipal Antonio Palacios y el Parque Arquitecto Antonio Palacios. La zona cuenta con una oferta académica destacada, entre la que sobresalen el Colegio Nuestra Señora de las Nieves y la Escuela de Educación Infantil de Extremadura. La ubicación goza de una excelente conectividad, ya que se encuentra a menos de 10 minutos a pie de la calle Alcalá y la estación de metro de Torre Arias, además, cuenta con fácil acceso a numerosas líneas de autobús, como la 1 0, N5, 48 y 28. En conjunto, este piso es una inversión rentable que combina acabados de alta calidad, una reforma con respaldo técnico y una ubicación inmejorable.",True,good,False,4352.0,True,False,True,False,[],False,False,369900.0,€,,,flat,,"Canillejas, Madrid","Piso en calle Circe, 50",Top,3,True,Canillejas,True,,,,
108645078,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/47/d0/f1/1340957237.webp,85969319,60,790000.0,flat,sale,105.0,3,2,del Mediterráneo,Madrid,Madrid,Retiro,es,40.4045888,-3.6683273,False,https://www.idealista.com/inmueble/108645078/,"BARNES Madrid vende este elegante apartamento de 105m² y 85m² útiles, completamente reformado con un diseño contemporáneo y materiales de alta gama. Ubicado en una de las zonas más cotizadas de Madrid, a 10 minutos andando del parque de El Retiro. Este apartamento representa una propuesta de vida sofisticada en un entorno urbano exclusivo en Madrid. Se caracteriza por su luminosidad, su distribución equilibrada y la atención al detalle. Un amplio hall de entrada con armario empotrado da paso a una cocina moderna con península, equipada con electrodomésticos de alta gama (Siemens y Bosch) y grifería Grohe con sistema de filtrado de agua. El salón-comedor, bañado de luz natural, se abre a una agradable terraza, ideal para disfrutar del exterior. Dispone de tres dormitorios con armarios empotrados y dos baños con acabados de diseño. El baño principal cuenta con doble lavabo, espejos antivaho, extractor de humedad, ducha efecto lluvia y WC japonés con control de temperatura. Destaca por la iluminación domótica, persianas motorizadas, estores a medida en todas las estancias, ventanas con doble acristalamiento y excelente aislamiento térmico-acústico, aire acondicionado por splits y puerta de seguridad blindada con cerradura de doble embrague. El edificio se encuentra a un proyecto de regeneración urbana en desarrollo: un nuevo espacio ajardinado con zonas verdes, acceso directo al metro y una galería comercial integrada, que transformarán aún más esta zona en una de las más atractivas de Madrid. Una oportunidad única de vivir con estilo, comodidad y visión de futuro. El piso se entrega sin muebles. Para más información, puede consultar nuestra página web donde encontrará una cuidada selección de pisos exclusivos en Retiro, así como consultar otras viviendas premium en Madrid similares.",True,good,False,7524.0,True,False,False,False,[],False,False,790000.0,€,True,False,flat,,"Adelfas, Madrid",Piso en del Mediterráneo,Top,7,True,Adelfas,True,100.0,,,
108592281,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/60/18/bf/1352213407.webp,10008552,33,474800.0,flat,sale,87.0,3,2,calle de Tenerife,Madrid,Madrid,Tetuán,es,40.4515231,-3.7052155,False,https://www.idealista.com/inmueble/108592281/,"Vivienda2 pone a la venta en exclusiva luminoso en primera planta exterior de 3 dormitorios en Calle Tenerife Bellas Vistas-Tetuán Vivienda2 tiene el placer de presentar en exclusiva esta excelente oportunidad inmobiliaria en una de las zonas con mayor proyección de Madrid: la Calle Tenerife, ubicada en pleno corazón del barrio de Cuatro Caminos, en el distrito de Tetuán. La vivienda cuenta con 87 m2 construidos, perfectamente distribuidos para aprovechar al máximo el espacio y la luz natural. Dispone de tres dormitorios, todos ellos con buena ventilación y luz, ideales tanto para una familia como para quienes buscan espacio para trabajar desde casa o disponer de un cuarto adicional. Cuenta con dos cuartos de baño completos, uno de ellos en suite dentro del dormitorio principal, lo que aporta comodidad e independencia. El salón-comedor es amplio y exterior, con espacio suficiente para crear distintas zonas de descanso y comedor. La cocina es independiente, funcional y con buen potencial de personalización si se desea actualizar. La vivienda es completamente exterior, por lo que disfruta de una luminosidad constante a lo largo del día. Está en buen estado de conservación y lista para entrar a vivir, lo que permite instalarse desde el primer día sin necesidad de reformas. Se encuentra en una primera planta sin ascensor, dentro de una finca tranquila y bien cuidada, con pocos vecinos, lo que garantiza una convivencia agradable. Entorno y comunicaciones La zona de Cuatro Caminos es una de las más consolidadas y dinámicas de Madrid, con todos los servicios a pie de calle: supermercados, colegios, centros médicos, farmacias, parques y una amplia oferta de restauración y ocio. En cuanto a comunicaciones, la vivienda está excelentemente conectada mediante transporte público: a pocos minutos a pie se encuentran varias líneas de metro (1, 2 y 6), así como paradas de autobús y fácil acceso a vías principales como la Castellana, Raimundo Fernández Villaverde o Bravo Murillo. Una ubicación estratégica tanto para vivir como para invertir, con alta rentabilidad por su cercanía a zonas de negocios como Nuevos Ministerios y AZCA.",True,good,False,5457.0,True,False,True,True,[],False,False,474800.0,€,,,flat,,"Bellas Vistas, Madrid",Piso en calle de Tenerife,Top,1,True,Bellas Vistas,False,,495000.0,20200.0,4.0
108182615,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e4/28/48/1336348903.webp,10008513,37,629900.0,flat,sale,94.0,3,1,calle del Cardenal Silíceo,Madrid,Madrid,Chamartín,es,40.444385,-3.6698791,False,https://www.idealista.com/inmueble/108182615/,"Vivienda² vende este piso en 4ª planta Exterior, en buena finca con ascensor, en pleno Distrito de Chamartín, en el Bº de Prosperidad, junto a calle López de Hoyos, .  Se trata de un piso que actualmente tiene 3 dormitorios + wc, salon y cocina, es exterior con balcón + ventana a la calle. Distribución: hall,  a dcha: salón y 2 dormitorios y a la izquierda del hall: cocina, wc y otro dormitorio  Todo con mucha luz, ya que tiene orientación S-O.  Como no tiene muros de carga, admite muchas posibilidades de modificación, de manera que puedes hacer una reforma a tu gusto y dejar un verdadero hogar. Tiene una estupenda ubicacion, Prosperidad es un Bº lleno de vida, lo vertebra la c/ López de Hoyos, donde se puede encontrar absolutamente de todo para hacer la vida diaria: Mercado, supermercados ( Mercadona, Ahorramas, Bon Área, Carrefour etc. ) varios colegios: Santa Marca, Padre Claret, Corazón Inmaculado, IES Clara del Rey etc. ) el emblemático "" Parque de Berlín "" a pocos minutos andando desde el portal, Hoteles, farmacias, tiendas de regalo, de ropa, zapaterías, pastelerías, clínicas dentales, centro médico,   restaurantes, estupendas terrazas donde tomarse unas cañas. En cuanto a comunicaciones, en transporte público  tienes varias líneas de autobuses urbanos tienen paradas en las inmediaciones, facilitando el desplazamiento por la ciudad ( 9-40-43-73 y  N2 ) y las líneas de metro: Prosperidad y  Alfonso XIII -  (L-4 ). En coche, tienes rápido acceso al primer anillo de circunvalación de la capital M-30 y por tanto al resto de radiales, así como salida directa a la A-2 que te deja en pocos minutos en el aeropuerto Adolfo Suárez Madrid-Barajas.",True,renew,False,6701.0,True,False,True,True,[],False,False,629900.0,€,,,flat,,"Prosperidad, Madrid",Piso en calle del Cardenal Silíceo,Top,4,True,Prosperidad,True,,648000.0,18100.0,3.0
108778508,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3a/1d/0a/1355005381.webp,30505,42,249900.0,flat,sale,52.0,2,1,calle Zalamea,Madrid,Madrid,San Blas,es,40.4274156,-3.6227464,False,https://www.idealista.com/inmueble/108778508/,"TengoTuCasa presenta esta fantástica vivienda de 52m² completamente reformada, decorada y con garantía. Gracias a su ubicación estratégica, a una reforma integral de alta calidad y a la alta demanda de alquiler en la zona, esta propiedad representa una oportunidad sólida de inversión, con potencial para generar ingresos estables de 1.200€/mes. La distribución del piso está pensada para aprovechar al máximo cada espacio. Al ingresar, un pasillo conecta de forma eficiente todas las estancias. El salón independiente es amplio y luminoso, perfecto para crear un ambiente acogedor. Desde aquí se accede a una terraza abierta, ideal para relajarse y disfrutar del aire libre. La cocina se encuentra en una estancia independiente y está completamente equipada con electrodomésticos y mobiliario modernos. El baño, funcional y renovado, cuenta con acabados actuales y prácticos. En la zona de descanso encontramos dos dormitorios: la habitación principal, con espacio suficiente para una cama doble y armario, y una segunda habitación más compacta, ideal para invitados, niños o como zona de teletrabajo. Entre sus calidades destacan la tarima flotante, paredes lisas, puerta blindada, ventanas de PVC, aire acondicionado en salón y dormitorio principal, así como calefacción por gas natural. Los suelos de la cocina, baño y terraza son de gres/cerámica, lo que facilita su mantenimiento y ofrece gran durabilidad. El edificio cuenta con ascensor, lo que aporta comodidad adicional en el día a día.  La vivienda se encuentra, en el barrio de Simancas, perteneciente al distrito de San Blas-Canillejas, Madrid. Ofrece una excelente conectividad mediante transporte público, gracias a su cercanía con la estación de metro Simancas (L7), así como múltiples líneas de autobús. Además, el acceso por carretera es rápido a través de la M-30, M-40 y A-2. En los alrededores se encuentran numerosos comercios locales, supermercados, centros educativos, instalaciones deportivas, zonas verdes, y todo tipo de servicios esenciales, lo que convierte esta vivienda en una opción muy cómoda y bien ubicada tanto para vivir como para invertir. Esta propiedad es una excelente oportunidad para quienes buscan un piso reformado, funcional y bien situado en una zona con alta demanda de alquiler y buena calidad de vida.",False,good,False,4806.0,True,False,True,False,[],False,False,249900.0,€,,,flat,,"Simancas, Madrid",Piso en calle Zalamea,Top,3,True,Simancas,True,,,,
108915246,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/03/a0/5d/1358814942.webp,BFU-V1932,38,399500.0,flat,sale,149.0,2,2,calle de Berrocal,Madrid,Madrid,Villaverde,es,40.3409597,-3.6745959,False,https://www.idealista.com/inmueble/108915246/,"CONTACTAR CON EXTENSIÓN Nº1 Descubre esta excelente oportunidad de inversión:  Vivienda dúplex, dividida en dos apartamentos, ideal para recibir una buena rentabilidad anual al estar ya arrendados, en quinta planta, con ascensor, situado en una de las arterias principales de Villaverde-Butarque, una de las zonas más demandadas de Madrid. La vivienda cuenta con 149 metros cuadrados construidos, de los cuales104 m2 son útiles, dando lugar a dos viviendas de 52 m2, cada una de estas viviendas tiene un dormitorio amplio, un cuarto de baño y un gran salón con cocina americana, todos con buena iluminación natural al ser una quinta planta  La construcción data del año 2002, no ha pasado ni siquiera a la primera ITE, que será en 2032, igualmente la vivienda y zonas comunes de la urbanización están en muy buen estado de conservación La vivienda cuenta con plaza de garaje y trastero incluidos en el precio La plaza de garaje es muy amplia, caben coche y moto El trastero cuenta con 6 m2 La vivienda está equipada con ventanas de climalit, que ofrecen buen aislamiento térmico y acústico, y también con aire acondicionado, lo que proporciona confort durante todo el año. Se encuentra en muy buen estado, sin necesidad de reformas. Ubicación excelente, muy bien comunicada con transporte público (autobuses y cercanías), y rodeada de todos los servicios: supermercados, colegios, restaurantes, centros de salud y zonas comerciales. Una opción ideal tanto como residencia habitual como para inversión con alta demanda de alquiler.  (Este anuncio no es vinculante, puede contener errores, se muestra a título informativo y no contractual. ) > Oferta sujeta a condiciones de compra. Consulte los términos y condiciones aplicables.",True,good,False,2681.0,True,True,False,False,[],False,False,399500.0,€,True,True,flat,,"Butarque, Madrid",Piso en calle de Berrocal,Top,,,Butarque,True,,,,
108682616,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/30/da/99/1352010612.webp,CM-426790,32,1350000.0,flat,sale,176.0,4,3,Barrio Arapiles,Madrid,Madrid,Chamberí,es,40.4294281,-3.7067397,False,https://www.idealista.com/inmueble/108682616/,"UNICA ofrece este luminoso inmueble con amplias vistas en la sexta planta de un edificio residencial con ascensor, En una de las zonas mas tranquilas y privilegiadas del barrio, con una superficie total de 176 m² y una magnifica orientación Sur Oeste que garantiza la entrada de luz natural durante gran parte del día. Esta vivienda se distribuye a través de un amplio hall de entrada que conduce a un espacioso salón con acceso a una terraza, así como a un comedor independiente La zona de descanso esta compuesta por 3 dormitorios dobles, y otro de servicio, este inmueble destaca por su excelente distribución y estado de conservación, además cuenta con 3 baños completos, cocina con office, y suelos de parquet. todas las estancias cuentan con armarios empotrados, incluidos el pasillo y el distribuidor. Además, está adaptado para personas con discapacidad y cuenta con sistema de seguridad. con portero físico, es el lugar perfecto para quienes buscan un estilo de vida cómodo, en un barrio tranquilo pero lleno de vida, y con todo lo necesario para disfrutar del máximo confort, con una ubicación inmejorable en el corazón de Madrid. Ubicado en una zona residencial tranquila y bien comunicada, este piso ofrece la posibilidad de vivir en un entorno cómodo y seguro. Arapiles ofrece comodidad y tranquilidad, con fácil acceso a comercios, parques y transporte público, ¡No pierdas la oportunidad de vivir en este maravilloso piso en Madrid! En Única Inmobiliaria aglutinamos más de veinte años de experiencia en el sector del lujo. Contamos con una amplia trayectoria que avala nuestra gestión trabajando alrededor de las zonas más exclusivas de Madrid: Barrio de Salamanca, Recoletos, Almagro, Chamartín, Retiro, Justicia.",True,good,False,7670.0,True,False,False,False,[],False,False,1350000.0,€,,,flat,,"Arapiles, Madrid",Piso,Top,6,True,Arapiles,True,,,,
108901574,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e3/78/b0/1358396323.webp,,25,409900.0,duplex,sale,166.0,3,2,"avenida de la Unión Europea, 41",Madrid,Arroyomolinos,Zona Europa,es,40.2818784,-3.9190439,True,https://www.idealista.com/inmueble/108901574/,"Agencia inmobiliaria en Arroyomolinos INMOBILIARIA HOGARES ARROYOMOLINOS presenta exclusivo ÁTICO DUPLEX EN PLENO BULEVAR. En una de las zonas más cotizadas del Bulevar, se encuentra este impresionante ático dúplex, una vivienda única por sus dimensiones, calidades y espacios exteriores, ubicada en una urbanización privada con piscina comunitaria, zona infantil y conserje. La planta principal te recibe con un amplio hall de entrada equipado con armario de cortesía. Desde aquí accedemos a una cocina independiente reformada, de gran tamaño, con espacio para zona office y salida directa a una cómoda terraza secundaria. En esta terraza se ha creado una práctica zona de lavandería acristalada y amueblada, con espacio de almacenaje y despensa, perfecta para mejorar el aislamiento y la organización.  El salón comedor, amplio y luminoso, también conecta con esta terraza secundaria, lo que potencia la entrada de luz natural y la funcionalidad del espacio. La zona de descanso en esta planta incluye un dormitorio principal con baño en suite, que ha sido ampliado con plato de ducha y un fantástico vestidor independiente, además de dos dormitorios secundarios, ambos de buen tamaño y con armarios empotrados, acompañados por un segundo baño completo con plato de ducha.  La planta principal cuenta con VENTILACIÓN POR CONDUCTOS. En la planta superior se encuentra uno de los mayores atractivos de la vivienda: una terraza principal de más de 50 m², totalmente reformada con suelos porcelánicos de alta gama y una espectacular pérgola de madera a modo de cenador, ideal para disfrutar de comidas al aire libre, relajarse al sol o contemplar las vistas panorámicas despejadas del municipio. La zona de barbacoa y solárium hacen de este espacio un verdadero lujo urbano. La vivienda ha sido completamente reformada con materiales de alta calidad: suelos de tarima de gama alta en el interior, cambio completo de puertas, armarios y rodapiés lacados en blanco, acristalamiento en zona de lavandería, ventilación por conductos y acabados modernos y elegantes en cada estancia. Incluye plaza de garaje y trastero en el precio. Una oportunidad excepcional de vivir con amplitud, luz y todas las comodidades, en una vivienda única por su estilo, distribución y exteriores. No dudes en venir a visitarla, te enamorará desde el primer momento. La vivienda se encuentra en proceso de descalificación.",True,good,False,2469.0,True,False,False,False,[],False,False,409900.0,€,True,True,flat,duplex,"Zona Europa, Arroyomolinos","Dúplex en avenida de la Unión Europea, 41",Top,3,True,,True,,,,
108631671,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ba/41/f8/1350618702.webp,426777,30,850000.0,flat,sale,90.0,2,2,Barrio Lista,Madrid,Madrid,Barrio de Salamanca,es,40.4352595,-3.6775112,False,https://www.idealista.com/inmueble/108631671/,"UNICA INMOBILIARIA ofrece a sus clientes una gran oportunidad para adquirir un piso en Lista, una de las zonas más solicitadas de Madrid.  Esta vivienda se encuentra ubicada en una tercera planta con mucha luz. Consta de 90 metros cuadrados construidos, actualmente distribuidos en: Hall de entrada con grandes armarios empotrados de gran capacidad. La zona de descanso compuesta por 1 dormitorio doble y el principal en suite. La zona social está compuesta por salón - comedor y un segundo cuarto de baño completo.  La cocina es independiente amueblada y equipada con electrodomésticos, El inmueble cuenta con una buena luz natural, claridad y tranquilidad, sus techos altos permiten mayor sensación de amplitud. Calefacción central con contadores individuales.  El portal es amplio y muy bien conservado, con portero físico. El barrio de Lista se posiciona como uno de los más exclusivos y valorados de Madrid con una excelente oferta educativa que incluye algunos de los colegios más prestigiosos tanto a nivel nacional como internacional. Este piso esta listo para entrar a vivir o para hacer una reforma a gusto del nuevo propietario.    Fantástica ubicación dentro de un entorno urbano muy agradable en el que poder hacer vida de barrio, con numerosos servicios, comercios, restaurantes, colegios, centros médicos, ofertas de ocio y transporte público en los alrededores, como paradas de metro. No dudes en contactarnos y visitarlo. además disponemos de un amplio catálogo privado de propiedades que pueden ajustarse a lo que estás buscando. En Única Inmobiliaria aglutinamos más de veinte años de experiencia en el sector del lujo. Contamos con una amplia trayectoria que avala nuestra gestión trabajando alrededor de las zonas más exclusivas de Madrid: Barrio de Salamanca, Recoletos, Almagro, Chamartín, Retiro, Justicia….",True,good,False,9444.0,True,False,False,False,[],False,False,850000.0,€,,,flat,,"Lista, Madrid",Piso,Top,3,False,Lista,True,,,,
