propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,floor,exterior,neighborhood,hasLift,parkingSpace.parkingSpacePrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
97634551,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/01/89/50/985453273.webp,C50998,74,875000.0,chalet,sale,332.0,9,6,calle de Guipúzcoa s/n,Madrid,Villaviciosa de Odón,Castillo - Campodón,es,40.3575205,-3.8719824,True,https://www.idealista.com/inmueble/97634551/,"Luminoso y amplio chalet independiente en Campodón con bonita parcela ajardinada y zona exterior de horno y barbacoa.  La vivienda es distribuida en 3 plantas de la siguiente manera:  Planta baja:  El hall distribuidor nos da paso a un lado al primer salón comedor de la vivienda con mucha luz natural y a la cocina con salida a terraza. Al otro lado del distribuidor nos encontramos con un gran dormitorio principal con baño en-suite, además de otros dos dormitorios y un baño para darles servicio.  Planta primera:  Las escaleras de subida nos dan paso a un salón/sala de estar con desván además de dos dormitorios y un baño para darles servicio.  Planta semisótano:  Esta planta dispone de un salón comedor con cocina americana con varias ventanas. Nos encontramos también con un amplio almacén/trastero y una despensa. Completan la planta un total de 4 dormitorios adicionales con 3 baños para darles servicio.  La casa dispone de garaje para 1 coche, accesible desde la planta semi-sótano.  La parcela de la vivienda esta en muy buen estado, con arbolado variado y una bonita zona de barbacoa y horno, perfecta para los meses de primavera y verano.  La vivienda se encuentra ubicada en la urbanización Campodón a escasos 10 minutos del centro de Villaviciosa de Odón donde podemos encontrar multitud de comercios, colegios, ambulatorios, farmacias, supermercados, etc.  De igual manera, se encuentra muy próxima a la salida que conecta con la M50, M40 y A5. NOTA: estas características son meramente informativas. No tienen ningún valor contractual.",True,good,False,2636.0,True,False,True,False,[],False,False,875000.0,€,True,True,chalet,independantHouse,"Castillo - Campodón, Villaviciosa de Odón",Casa independiente en calle de Guipúzcoa s/n,Top,,,,,,,,
105973324,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0a/27/82/1268793114.webp,C501192,72,1450000.0,chalet,sale,388.0,5,5,avenida Madrid s/n,Madrid,Villaviciosa de Odón,Castillo - Campodón,es,40.3551371,-3.8851515,True,https://www.idealista.com/inmueble/105973324/,"Espectacular chalet independiente en Urbanización El Castillo, muy próximo al Casco Urbano de Villaviciosa de Odón, con excelentes calidades, piscina privada y jardín con arbolado variado. La vivienda cuenta con 4 dormitorios + 1 despacho, además de 4 baños completos y 1 aseo distribuidos en 2 plantas de la siguiente manera: Planta calle Nos recibe un gran hall de entrada que da paso al resto de estancias de esta planta. Por un lado el gran salón independiente con chimenea, barra de bar y salida al amplio porche cerrado. Por otra parte una espaciosa cocina amueblada a ambos lados con isla, chimenea francesa y salida al jardín. Completan esta planta un despacho, el amplio garaje para 2 coches y un aseo. Planta primera Nos encontramos con la zona de descanso de la vivienda. Los 4 grandes dormitorios cuentan con baños en-suite y zona de vestidor. Climatización: calefacción individual de gas natural además de aire acondicionado frío/calor en varias estancias. Acabados: la vivienda cuenta con acabados de primera calidad. Suelos de mármol travertino, tarima y gres, ventanas de PVC oscilobatientes y rejas en toda la casa. La parcela es plana y se encuentra ajardinada con césped y dispone de arbolado variado como palmeras, ciprés, olivo y cedro. Finalmente, dispone de una amplia piscina en forma de riñón. Ubicada muy cerca de colegios, comercios y accesos a carreteras de circunvalación. NOTA: estas características son meramente informativas. No tienen ningún valor contractual.",True,good,False,3737.0,True,False,True,False,[],False,False,1450000.0,€,True,True,chalet,independantHouse,"Castillo - Campodón, Villaviciosa de Odón",Casa independiente en avenida Madrid s/n,Top,,,,,,,,
103500624,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/74/57/b0/1191465447.webp,C501131,68,1225000.0,chalet,sale,444.0,5,5,calle Vizcaya s/n,Madrid,Villaviciosa de Odón,Castillo - Campodón,es,40.3585278,-3.8731286,True,https://www.idealista.com/inmueble/103500624/,"Imponente chalet independiente en Urbanización Campodón en espectacular parcela de 1.848m² muy cuidada con diverso arbolado, zona de huerto y piscina por cloración salina. La vivienda cuenta con 5 dormitorios, 4 baños y 1 aseo distribuidos en 3 plantas de la siguiente manera: Planta calle: Accedemos a esta increíble propiedad a través de un luminoso hall de entrada. A un lado nos encontramos con un gran salón de 52m² con chimenea. Por otra parte, un espacioso comedor y una cómoda sala de estar. La cocina de 21m² dispone de encimera de granito y muebles de roble. Completan esta planta un amplio aseo de cortesía y una pequeña despensa. Planta primera: En esta planta nos encontramos todos los dormitorios de la vivienda. El principal cuenta con un amplio y elegante vestidor además de baño en-suite con bañera de hidromasaje. Uno de los dormitorios cuenta con salida a una gran terraza de 28m². Dos grandes baños completos, el primero con bañera hidromasaje y ducha y el segundo con una amplia ducha, dan servicio a los 4 dormitorios restantes. Planta semi-sótano: Nos encontramos con un gran salón-bodega de 87m² con barbacoa y horno segoviano, además de un baño completo con ducha, un amplio trastero de 13m² y cuarto de calderas y de aire acondicionado. Finalmente el garaje con puertas automáticas tiene capacidad para 2-3 coches. La parcela de la vivienda, en ligera pendiente dota a la casa de unas espectaculares vistas al resto de la Urbanización. Dispone de una amplia zona de huerto además de un espectacular porche cubierto de gran altura de 85m², perfecto para organizar eventos en los meses de verano. Ubicada en una zona muy tranquila de Campodón, esta es una vivienda perfecta para hacer vida en familia y disfrutar de la compañía de tus seres queridos, gracias a sus amplias estancias y zonas exteriores. NOTA: estas características son meramente informativas. No tienen ningún valor contractual.",True,good,False,2759.0,True,False,True,False,[],False,False,1225000.0,€,True,True,chalet,independantHouse,"Castillo - Campodón, Villaviciosa de Odón",Casa independiente en calle Vizcaya s/n,Top,,,,,,,,
107826353,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1b/27/df/1325154260.webp,C501247,45,975000.0,chalet,sale,336.0,5,4,calle Bañuelos s/n,Madrid,Villaviciosa de Odón,El Bosque,es,40.385244,-3.941456,True,https://www.idealista.com/inmueble/107826353/,"En Flimasa NO cobramos al comprador. - Chalet independiente en la Urbanización El Bosque con bonitas vistas y amplias estancias. Si buscas una vivienda espaciosa, rodeada de naturaleza y con todas las comodidades para disfrutar en familia, este espectacular chalet independiente en la prestigiosa urbanización El Bosque es para ti. Con 336 m² construidos sobre una generosa parcela, este hogar ofrece un entorno tranquilo y ajardinado con una cuidada vegetación que incluye encinas, abeto, olivo, laurel, magnolio, almendro y rosales. La zona exterior está diseñada para el disfrute con una gran piscina de 10x6 metros con escalera romana y una fantástica zona de barbacoa de obra con fregadero, ideal para reuniones al aire libre. En su interior, la vivienda se distribuye en tres cómodas plantas, diseñadas para maximizar el confort y la funcionalidad. Al entrar, un amplio hall de 17 m², con dos armarios empotrados, da la bienvenida a la casa. Desde aquí, se accede a un impresionante salón-comedor de 53 m², con un diseño elegante a dos alturas que proporciona una sensación de amplitud y luminosidad. Este espacio se abre a una acogedora terraza, perfecta para disfrutar de momentos de relax al aire libre y deleitarse con las espectaculares vistas del entorno natural.  La espaciosa cocina de 26m² cuenta con acceso directo a la terraza. En esta planta también encontramos dos dormitorios: uno de 17 m², equipado con aire acondicionado y tres ventanas que inundan la estancia de luz natural, y otro de 12 m². Un baño con ducha completa esta planta. Subiendo a la primera planta, el dormitorio principal cuenta con vestidor y baño en suite con ventana. Además, cuenta con aire acondicionado para garantizar el máximo confort. En esta misma planta se encuentran dos dormitorios más, ambos con armarios empotrados y terrazas privadas, desde donde se pueden admirar unas vistas inmejorables. Un baño adicional con ventana completa la planta. El semisótano alberga un espacioso garaje con capacidad para 2-3 coches y puertas automáticas. También dispone de un cuarto de caldera con acumulador de agua caliente. No dejes pasar la oportunidad de conocer este maravilloso chalet. ¡Contacta ahora para concertar una visita! Nota: Las medidas y enseres reflejados en esta información son meramente informativos. No tienen carácter contractual.",False,good,False,2902.0,True,False,True,False,[],False,False,975000.0,€,True,True,chalet,independantHouse,"El Bosque, Villaviciosa de Odón",Casa independiente en calle Bañuelos s/n,Top,,,,,,,,
108826719,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/38/03/13/1356730021.webp,C501264,42,1080000.0,chalet,sale,184.0,3,2,calle Retama,Madrid,Villaviciosa de Odón,Castillo - Campodón,es,40.3531383,-3.8949168,False,https://www.idealista.com/inmueble/108826719/,"Descubre este impresionante chalet independiente, ubicado en una situación inmejorable, a pocos pasos del casco urbano de Villaviciosa. Totalmente reformado en 2020, este hogar combina modernidad y confort, ofreciendo un estilo de vida excepcional. Con buenas calidades y un sistema de suelo radiante por aerotermia que proporciona frío y calor, disfrutarás de un ambiente acogedor durante todo el año. Dispone de 15 paneles solares. En la planta calle, te recibirán un amplio salón diáfano de 30,46 m² que se conecta con un comedor de 34,14 m², ideal para compartir momentos inolvidables con familia y amigos. La cocina, completamente amueblada y equipada dispone de una isla y es perfecta para los amantes de la gastronomía. Además, cuenta con tres dormitorios, siendo el principal un auténtico refugio con baño incorporado y armario de cuatro hojas. Los dos baños adicionales y el aseo exterior añaden comodidad a la vida diaria. El exterior es igualmente atractivo, con un porche trasero de 50 m² que incluye una pérgola y cocina, perfecto para disfrutar de las noches de verano. La planta sótano ofrece un garaje techado de 29 m² y un cuarto de calderas. Este chalet es una oportunidad única para vivir en un entorno tranquilo sin renunciar a la cercanía del centro. ¡No dejes pasar la oportunidad de visitarlo y enamorarte de tu futuro hogar!",True,good,False,5870.0,True,False,True,False,[],False,False,1080000.0,€,True,True,chalet,independantHouse,"Castillo - Campodón, Villaviciosa de Odón",Casa independiente en calle Retama,Top,,,,,,,,
106418198,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/45/5f/b9/1283494780.webp,C501197,67,850000.0,chalet,sale,258.0,4,4,calle Bosque s/n,Madrid,Villaviciosa de Odón,Castillo - Campodón,es,40.3624797,-3.8858422,True,https://www.idealista.com/inmueble/106418198/,"Precioso chalet independiente totalmente reformado en Urbanización Campodón con preciosa parcela ajardinada con cenador, cascada y arbolado variado.  La vivienda cuenta con 4 dormitorios, 3 baños y 1 aseo distribuidos en 3 plantas de la siguiente manera:  Planta calle:  El hall de entrada nos da paso por un lado a un amplio salón independiente de 40m² con chimenea y salida a una terraza. Por otro lado, nos encontramos con la luminosa cocina con zona de office con una dimensión total de 25m². Completa esta planta un pequeño aseo de cortesía.  Planta primera Contamos con 3 de los 4 dormitorios de la vivienda. El principal de 18m² dispone de un amplio baño en-suite con bañera y ducha. También cuenta con salida a una espaciosa terraza de 12m² con toldo. Las otras dos habitaciones (de 12m² y 13m² respectivamente) comparten un baño completo con ducha. Finalmente, nos encontramos con un pequeño vestidor en el distribuidor de la planta primera.  Planta semi-sótano En esta planta contamos por un lado con el espacioso garaje con puertas automáticas, donde se encuentran ubicadas la caldera de gasoil y el tanque de 1.000 litros. Por otra parte, nos encontramos con un pequeño cuarto de lavado con ventana, además de un aseo con bañera. Completan esta planta un amplio dormitorio con 2 ventanas y un salón con chimenea y 3 ventanas. Esta planta dispone de acceso directo a la parcela a través de un amplio porche de 21m² con zócalo de cerámica.  A destacar la preciosa parcela ajardinada con piscina de gresite de 5x10.  NOTA: estas características son meramente informativas. No tienen ningún valor contractual.",False,good,False,3295.0,True,False,True,False,[],False,False,850000.0,€,True,True,chalet,independantHouse,"Castillo - Campodón, Villaviciosa de Odón",Casa independiente en calle Bosque s/n,Top,,,,,,,,
108728431,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/99/56/41/1354830024.webp,70726,39,339900.0,flat,sale,65.0,2,1,"calle de San Maximiliano, 51",Madrid,Madrid,Ciudad Lineal,es,40.4259644,-3.6525238,True,https://www.idealista.com/inmueble/108728431/,"TengoTuCasa presenta esta magnífica vivienda exterior de 2 dormitorios dobles, 1 baño completo, cocina independiente totalmente equipada y un salón comedor. Esta propiedad destaca por su excelente estado, la calidad de su reforma y su alta rentabilidad, con un precio estimado de alquiler de 1300 euros mensuales. Su privilegiada situación junto a la Avenida del Marqués de Corbera, la convierte en una oportunidad única tanto para vivir como para invertir. El salón comedor está decorado con estilo moderno, resulta acogedor y funcional. La cocina, independiente está completamente equipada con electrodomésticos nuevos y se presenta como un espacio práctico y cómodo para el día a día. El baño presenta acabados de alta calidad y cuenta con un toallero calefactable, un amplio plato de ducha con grifo con rociador cenital, así como un mueble bajo lavabo de diseño actual. Las dos habitaciones son dobles, lo que aporta gran comodidad y flexibilidad de uso. Una de ellas está completamente decorada y lista para entrar a vivir. Todas las estancias de la vivienda tienen ventana, lo que asegura luz natural durante todo el día y una ventilación cruzada muy agradable. La vivienda incluye horno, vitro, frigorífico, televisión, campana, lavavajillas, caldera, IRI, lavadora y A/A, todos ellos con garantía. Las instalaciones de fontanería y electricidad son completamente nuevas. Además, la vivienda dispone de caldera nueva y calefacción de gas natural también dispone de aire acondicionado tipo split (1x1), lo que proporciona confort térmico durante todo el año. Los acabados son de alta calidad: tarima flotante, paredes lisas, ventanas de PVC con excelente aislamiento, armarios empotrados a medida y puerta blindada. La reforma integral ha sido realizada por Decor@rte Madrid, empresa que ofrece garantía certificada y respaldo técnico a través de su ficha técnica. Además, cuenta con dos oficinas físicas a pie de calle en Madrid, lo que proporciona total confianza y atención personalizada ante cualquier duda o eventualidad futura relacionada con la reforma.  La zona es uno de los grandes atractivos de esta propiedad. A tan solo tres minutos andando se encuentra la estación de metro La Elipa (Línea 2), además de contar con paradas de autobús muy próximas (15, 28, 110, 210 y N6). La conexión por carretera también es excelente, con acceso directo a M-30, A-3 y M-40, lo que facilita una movilidad fluida por todo Madrid. A escasos minutos se encuentra la conocida calle O'Donnell, que conecta rápidamente con el centro de la ciudad, y el encantador barrio de Fuente del Berro, una zona residencial con zonas verdes, el parque del mismo nombre, colegios de prestigio como Nuestra Señora de la Merced y Espíritu Santo, supermercados, comercios y todo tipo de servicios que garantizan una vida cómoda y tranquila. Vivienda lista para entrar a vivir. Para más información o concertar una visita, contacta con nosotros. TengoTuCasa, la inmobiliaria de las 3.000 reseñas.",True,good,False,5229.0,True,False,True,False,[],False,False,339900.0,€,,,flat,,"Ventas, Madrid","Piso en calle de San Maximiliano, 51",Top,1,True,Ventas,True,,,,
105580949,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/87/59/a0/1256698235.webp,426178,35,4400000.0,flat,sale,306.0,4,4,calle de Serrano,Madrid,Madrid,Barrio de Salamanca,es,40.4377042,-3.6878083,False,https://www.idealista.com/inmueble/105580949/,"ÚNICA Inmobiliaria les presenta elegante vivienda exterior recientemente reformada, situada en finca con portal señorial.  310 m² de amplios espacios con vistas abiertas desde la 3ª planta.  Espacioso recibidor divide la zona social del el área de descanso: luminoso salón - comedor con dos amplios ventanales, orientación este y unas magníficas vistas despejadas; cocina de diseño con amplio office, electrodomésticos de alta gama y con unas puertas de cristal- una original separación del resto de las estancias. Zona de servicio con dormitorio y baño con acceso desde la cocina.  Aseo de cortesía.  La zona de descanso está compuesta por tres dormitorios dobles, todos en suite, el principal con un amplio vestidor.  Destacamos las calidades de lujo: suelo de tarima de madera natural, cerramiento de PVC, con doble acristalamiento climalit, insonorización térmica y acústica, puertas lacadas, aire acondicionado, persianas motorizadas.  Finca tiene fácil acceso para personas con movilidad reducida. Y servicio de portería durante todo el año.  El barrio de Castellana es, un barrio residencial constituido a finales del siglo XIX y caracterizado por el alto poder adquisitivo de sus moradores y por la belleza de sus fachadas, de porte señorial y llamativa arte arquitectónica. En Única Inmobiliaria aglutinamos más de veinte años de experiencia en el sector del lujo. Contamos con una amplia trayectoria que avala nuestra gestión trabajando alrededor de las zonas más exclusivas de Madrid: Barrio de Salamanca, Recoletos, Almagro, Chamartín, Retiro, Justicia….",False,good,False,14379.0,True,False,True,True,[],False,False,4400000.0,€,,,flat,,"Castellana, Madrid",Piso en calle de Serrano,Top,3,True,Castellana,True,,,,
108764101,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/73/e3/a2/1358031146.webp,71154,52,399900.0,flat,sale,80.0,3,1,"calle del Poeta Blas de Otero, 40",Madrid,Madrid,Ciudad Lineal,es,40.4222597,-3.6515009,True,https://www.idealista.com/inmueble/108764101/,"TengoTuCasa presenta esta magnífica vivienda reformada, decorada y con garantía. Con 2 ascensores y portero físico. Se trata de una vivienda de 80 m², distribuida en tres dormitorios, un amplio salón comedor, cocina equipada y un baño completo.  Esta propiedad representa una gran oportunidad de inversión por su excelente rentabilidad, con un alquiler estimado en torno a los 1.500 euros mensuales, gracias a su ubicación estratégica en una zona de alta demanda. El salón comedor es espacioso, luminoso y está totalmente decorado. La cocina está completamente equipada con electrodomésticos nuevos y con garantía. Además, incluye zona de lavandería. El baño, también reformado, cuenta con toallero calefactable, plato de ducha con grifo de doble salida efecto lluvia, brindando un espacio funcional y confortable Dos de los tres dormitorios están decorados, ofreciendo ambientes acogedores y listos para su uso inmediato. Todos los electrodomésticos (horno, vitro, frigorífico, televisión, campana, lavavajillas, caldera, IRI y A/A) cuentan con garantía, lo que aporta un valor añadido y tranquilidad para los futuros propietarios. Además, la reforma integral ha sido realizada por Decor@rte Madrid, empresa que ofrece garantía certificada a través de su ficha técnica. Además, cuenta con dos oficinas físicas a pie de calle en Madrid, lo que proporciona total confianza y atención personalizada ante cualquier duda o eventualidad futura. Fontanería y electricidad son nuevas. Dispone de calefacción individual con gas natural, caldera nueva y un sistema de climatización por aire acondicionado. El aislamiento ha sido optimizado con ventanas Climalit nuevas.  La finca está adaptada para personas con movilidad reducida. La ubicación es excelente, a escasos metros de la Avenida del Marqués de Corbera. Es una zona con una gran oferta de servicios y comercios. En las inmediaciones se encuentran colegios como el CEIP San Juan Bosco, el IES Gustavo Adolfo Bécquer y el IES Francisco de Goya. También hay una variada oferta gastronómica, con bares y restaurantes como La Paloma II, La Taberna de la Elipa o el clásico Mesón Riazor. Para el día a día, cuenta con supermercados como Mercadona, Día, Ahorramás, farmacias, panaderías y bancos. La zona ofrece instalaciones públicas como la Biblioteca Pública Municipal y el Polideportivo San Lamberto, además del Parque de Pinar de La Elipa, pistas deportivas, áreas de descanso y amplios espacios para disfrutar al aire libre. Está perfectamente comunicada: a solo unos minutos de la estación de metro La Elipa (Línea 2), varias líneas de autobuses (113, 15, 28, 110, 210, N6) y con excelente conexión por carretera a través de la M-30, la A-3 y la calle O'Donnell. Todo esto la convierte en una opción ideal tanto para vivir como para invertir. Una oportunidad perfecta para vivir en una zona tranquila, bien conectada y con todos los servicios. Para más información o concertar una visita, contacta con nosotros. TengoTuCasa, la Inmobiliaria de las 3.000 reseñas.",False,good,False,4999.0,True,False,True,False,[],False,False,399900.0,€,,,flat,,"Ventas, Madrid","Piso en calle del Poeta Blas de Otero, 40",Top,7,True,Ventas,True,,,,
106904536,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7c/8e/0d/1297979014.webp,426366,29,1550000.0,flat,sale,150.0,3,2,Barrio Goya,Madrid,Madrid,Barrio de Salamanca,es,40.4237833,-3.6690273,False,https://www.idealista.com/inmueble/106904536/,"ÚNICA Inmobiliaria comercializa y ofrece la posibilidad de adquirir este proyecto de reforma en una 5ª altura con una superficie de 150 m².  El inmueble incluirá una distribución articulada entorno a tres habitaciones dobles con baño en suite, además de sistema de instalación de aire acondicionado y tres fantásticas terrazas, desde la ubicación más exclusiva del Barrio Salamanca- Plaza de Felipe II. En Única Inmobiliaria aglutinamos más de veinte años de experiencia en el sector del lujo. Contamos con una amplia trayectoria que avala nuestra gestión trabajando alrededor de las zonas más exclusivas de Madrid: Barrio de Salamanca, Recoletos, Almagro, Chamartín, Retiro, Justicia….",True,renew,False,10333.0,True,False,False,True,[],False,False,1550000.0,€,,,flat,,"Goya, Madrid",Piso,Top,5,True,Goya,True,,,,
