propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,neighborhood,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108080136,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1c/1a/19/1333206980.webp,FLANDES,39,5,299000.0,flat,sale,121.0,True,3,2,plaza de Flandes,Madrid,Móstoles,Este,es,40.3190879,-3.8503559,False,https://www.idealista.com/inmueble/108080136/,"CasaTovar te da la oportunidad de invertir en una de las mejores y más demandas zonas de Móstoles, en un inmueble de 121m2 compuesto de tres dormitorios y plaza de garaje, y con rentabilidad con una seguridad probada desde hace más de 10años.  Se trata de un quinto piso con ascensor y plaza de garaje en Parque de Flandes, un complejo que desde 1988 está considerada una de las mejores urbanizaciones debido a su privacidad, seguridad y comodidades tales como parques y áreas de juego, jardines privados, un recinto totalmente cerrado, acceso rodado para vehículos, garajes amplios y de cómo acceso y con una situación logística excepcional.  Cuenta con acceso directo a la M50 y A5 sin atascos ni engorrosos trayectos por el municipio. En cuanto al transporte público dispone de parada de bus en la puerta con conexión urbana para desplazamientos dentro de Móstoles o trayectos directos al centro de Madrid. Muy próximo a la parada de Metro Pradillo (Línea 12 - Metro Sur).  En los alrededores dispone de todo tipo de comercios y servicios como gasolinera, colegios, farmacias, bancos, supermercados, etc. Además del Centro Comercial Fuensanta muy próximo andando o al Xanadú si se coge el coche o el transporte público.  Actualmente se encuentra en rentabilidad desde 2015 por una familia que no ha cesado el pago ni generado ningún problema y con seguro de impago desde el incio, con bonificación debido a la antigüedad del alquiler y la reducción en el riesgo de impago gracias al perfil de los inquilinos.  En definitiva; una forma inteligente de invertir donde no sólo obtener una rentabilidad mensual sino que además adquieres un inmueble con un valor y revalorización garantizada. Idóneo para inversores particulares que valoren más la seguridad que supuestas rentabilidades estratosféricas.  No esperes más y contáctanos, estaremos encantados de que lo visites con nosotros. ¡Te esperamos!",True,good,False,True,2471.0,True,False,False,False,[],False,False,299000.0,€,True,True,flat,"Este, Móstoles",Piso en plaza de Flandes,,,,,
107780889,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/02/c7/46/1323585028.webp,,21,1,500000.0,flat,sale,110.0,False,3,1,calle de Lérida,Madrid,Madrid,Tetuán,es,40.4554436,-3.7016473,False,https://www.idealista.com/inmueble/107780889/,"TECNOCASA OFICINA ESTRECHO 2021 OFRECE EN VENTA: Te ofrecemos este luminoso y espacioso piso de 95 m² útiles, ideal para disfrutar de un ambiente confortable y acogedor. Situado en una zona tranquila, cuenta con tres amplios dormitorios, un baño completo, un salón amplio y una cocina funcional. Uno de los grandes atractivos de esta propiedad es su terraza privada de 23 m², ideal para disfrutar del aire libre. La terraza tiene una excelente orientación oeste, lo que garantiza sol por la tarde, y se asoma a un patio abierto con vistas hasta Bravo Murillo, lo que proporciona una sensación de amplitud y luz natural durante todo el día. Se encuentra para reformar. Finca de 1960 con portero físico, tranquila y bien ubicada cercana a Bravo Murillo. Parada Metro Estrecho (Línea 1) a menos de 5 minutos. Y Santiago Bernabéu (Línea 10) a menos de 15 minutos. Cerca tiene todos los servicios como restaurantes, farmacias, colegios y centros de salud.   La vivienda se localiza en el barrio de Tetuán, cerca de Bravo Murillo, Infanta Mercedes y General Perón. Con muy buenas comunicaciones, parada de Autobús líneas 3, 5, 43, 49, 6, 128 y N23, metro LINEA 1, Estrecho, a menos de 5 minutos andando. Financiación de hasta el 100% con nuestro departamento financiero, Kíron. Asesoramiento gratuito y sin compromiso, no dude en consultarnos. 30 años en el barrio, ¡Gracias por la confianza!",False,renew,False,True,4545.0,True,False,False,False,[],False,False,500000.0,€,,,flat,"Cuatro Caminos, Madrid",Piso en calle de Lérida,Cuatro Caminos,,,,
108425722,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c4/65/b1/1344513186.webp,CG-25956-0001,21,,180000.0,flat,sale,69.0,,3,1,calle de los Teatinos,Madrid,Coslada,Barrio de la Estación,es,40.4412284,-3.5320864,False,https://www.idealista.com/inmueble/108425722/,"Piso de 69 m² ubicado en Coslada. Se trata de un piso de 69 m² distribuidos en salón-comedor, cocina, 3 dormitorios y 1 baño. Piso se sitúa en el núcleo urbano de Coslada, teniendo buenos accesos por la A-2 y M-21. Cuenta con comunicaciones públicas mediante autobuses y la estación de tren cercana, además de la línea 7 del metro de Madrid. En la zona podemos encontrar servicios como supermercados, restaurantes, instalaciones deportivas y centros educativos. Entre los puntos de interés cercanos se incluyen el Hospital de Henares y el centro comercial Plenilunio. Con nuestros servicios podrá encontrar el piso que necesita y asegurar su inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente.",False,good,False,False,2609.0,True,False,False,False,[],False,False,180000.0,€,,,flat,"Barrio de la Estación, Coslada",Piso en calle de los Teatinos,,,,,
108851130,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3b/e6/32/1356977187.webp,,24,bj,179000.0,flat,sale,94.0,True,3,1,calle Infante Don Luis,Madrid,Alcalá de Henares,Reyes Católicos,es,40.4720622,-3.3769109,False,https://www.idealista.com/inmueble/108851130/,"Agencia inmobiliaria de ALCALÁ DE HENARES, ZONA REYES CATOLICOS, oficina Reyes Católicos, vende piso con 3 dormitorios y 2 baños en CALLE INFANTE DON LUIS. El piso de una superficie construida de unos 94m2 aprox. se compone de 3 amplios dormitorios, salón independiente muy luminoso. Amplia Cocina equipada con muebles altos y bajos, desde la que se accede al patio el cual se encuentra cubierto. Cuarto de baño con bañera y ventana exterior, además la vivienda cuenta con un aseo. Suelo de gres en toda la vivienda, puertas de madera de roble a juego con los armarios empotrados, carpintería interior de aluminio y puerta blindada en la entrada. La vivienda se encuentra tal como se ve en las fotos, para entrar a vivir. Finca con ascensor y adaptada con accesos para personas con movilidad reducida y reformado recientemente. la vivienda se encuentra actualmente alquilada con un contrato de alquiler con vigencia hasta 2028. La zona cuenta con todos los servicios necesarios, supermercados, galería comercial, farmacias, centro de salud a menos de 200m, paradas de autobús y taxi, bancos, y todo tipo de comercios, buenos accesos desde autovía A2. No dudes en venir a verla porque puede ser lo que estas buscando. Además te recordamos que te ayudamos con la financiación de la vivienda gracias a nuestro departamento financiero KIRON podemos financiar hasta un 100% del valor de compraventa. Infórmese en nuestra oficina. MEJOR VERLO.",False,good,False,True,1904.0,False,False,False,False,[],False,False,179000.0,€,,,flat,"Reyes Católicos, Alcalá de Henares",Piso en calle Infante Don Luis,,,,,
108585669,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ab/11/2d/1352121524.webp,S005,35,ss,299000.0,flat,sale,39.0,False,2,1,calle del General Pardiñas,Madrid,Madrid,Barrio de Salamanca,es,40.4384563,-3.6779111,False,https://www.idealista.com/inmueble/108585669/,"EA Housing presenta esta acogedora vivienda de 39 m², situada en un semi-sótano con excelente ubicación en pleno Barrio de Salamanca. Dispone de 2 habitaciones, 1 baño completo y acceso a una agradable terraza comunitaria de buen tamaño, perfecta para disfrutar del aire libre en un entorno tranquilo y céntrico. Ubicación inmejorable: A 1 minuto del Mercadona A 3 minutos caminando del Intercambiador de Avenida de América, con conexión directa al Aeropuerto Adolfo Suárez Madrid-Barajas en tan solo 20 minutos. Y a 6 minutos caminando de la estación de metro Diego de León A 9 minutos a pie de IE Business School Rodeado de papelerías, pastelerías, restaurantes, colegios, parques y centros de salud Con una excelente red de transporte público y todos los servicios al alcance, lo que lo convierte en una opción ideal tanto para vivir como para invertir. Contáctanos para agendar tu visita!",True,good,False,True,7667.0,True,False,False,False,[],False,False,299000.0,€,,,flat,"Lista, Madrid",Piso en calle del General Pardiñas,Lista,,,,
108890147,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a1/0c/26/1358058327.webp,,40,2,560000.0,flat,sale,107.0,True,3,2,calle de Villasilos,Madrid,Madrid,Ciudad Lineal,es,40.4214654,-3.6258545,False,https://www.idealista.com/inmueble/108890147/,"Maravillosa vivienda con REFORMA INTEGRAL a estrenar en la que se ha renovado electricidad, fontanería, carpintería y distribución maximizando las posibilidades del espacio. Absolutamente todo nuevo para disfrutar o rentabilizar una vivienda nueva por muchos años. 107m2 distribuidos en 3 habitaciones amplias todas ellas con gran armario empotrado, dos baños completos, uno de ellos en suite, salón comedor con mirador comunicado con cocina completamente equipada con electrodomésticos de primeras marcas integrados y con garantía y salida a tendedero. La vivienda dispone de mucho espacio de almacenaje y se entrega amueblada y decorada al detalle, cuenta con aire acondicionado y calefacción en todas las estancias. La vivienda se encuentra en la segunda planta de un edificio bien cuidado que cuenta con ascensor, piscina y zona ajardinada. Zona completamente consolidada con todo tipo de servicios, comercio tradicional, supermercados, colegios, amplias zonas verdes etc. Muy bien comunicado con varias líneas de autobuses y metro. No dudes en contactarnos para ampliar información o solicitar una visita, no dejes que se te escape.",False,good,False,True,5234.0,False,False,False,False,[],False,False,560000.0,€,,,flat,"Pueblo Nuevo, Madrid",Piso en calle de Villasilos,Pueblo Nuevo,,,,
107745831,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/53/65/ed/1322051753.webp,1025,34,4,274000.0,flat,sale,37.0,False,2,1,calle de la Paloma,Madrid,Madrid,Centro,es,40.4079163,-3.7135817,False,https://www.idealista.com/inmueble/107745831/,"La luz que no esperas, en el corazón de La Latina. Descubre este acogedor piso ubicado en la calle de la Paloma, una de las zonas más auténticas y castizas de Madrid. Una vivienda interior que sorprende por su luminosidad excepcional, gracias a su ubicación en una cuarta planta con ascensor y que inunda de sol cada rincón de la vivienda. Con dos dormitorios, salón, cocina independiente y baño completo. Todo perfectamente distribuido para aprovechar el espacio al máximo, está situado en una finca muy tranquila, ideal para quienes buscan paz sin renunciar al centro de la ciudad. Ideal para vivir cómodamente o para invertir con rentabilidad asegurada, ya que la zona combina una altísima demanda de alquiler con todo el encanto de vivir a un paso de La Latina, en pleno corazón de una capital con más movimiento y vida cada día.   Una oportunidad única para quienes saben ver el valor donde otros solo ven metros cuadrados. Vivienda silenciosa, en muy buen estado de conservación. Agua caliente por termo eléctrico. Ubicación inmejorable con todo el ocio y las zonas más emblemáticas de Madrid a sólo un paso, Basílica de San Francisco el Grande, Palacio Real, Plaza Mayor….  Todos los servicios a mano con Carrefour, Eroski, galerías de alimentación… Además de farmacias, centro médico de especialidades de Pontones.  Colegios públicos, y concertados como La Salle-La Paloma. También Biblioteca Municipal Pedro Salinas.  El comprador tendrá un coste adicional del 2% más IVA del precio final de venta por los servicios de gestión, asesoramiento y formalización del proceso de compra, no incluido en el precio publicado.  No dudes en agendar tu visita.",True,good,False,True,7405.0,True,False,True,False,[],False,False,274000.0,€,,,flat,"Palacio, Madrid",Piso en calle de la Paloma,Palacio,,,,
108903145,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b1/66/7d/1358453474.webp,,28,,197000.0,chalet,sale,170.0,,3,2,calle de Guadalajara,Madrid,Brea de Tajo,,es,40.2312965,-3.1053396,False,https://www.idealista.com/inmueble/108903145/,"¡Descubre tu nuevo hogar con la oportunidad de financiación hasta el 100%! MADRID-BREA DE TAJO  Este maravilloso chalet de 170M2 de 2 plantas de 3 amplias habitaciones con armarios empotrados hechos a la medida con un amplio salón con estufa de leña y gran iluminación, suelos de cerámica, ventanas de climalit dando un toque moderno y un excelente aislamiento térmico y acústico, durabilidad, bajo mantenimiento y eficiencia energética.    Con un gran Patio de 40M2, perfectas para pasar momentos inolvidables con amigos y familiares. 2 Plazas de garaje incluidas en el precio. que esperas llama ya, zona privilegiada con parques, colegios, restaurantes, farmacias todo lo que buscas en 1 solo lugar.  Este piso es una oportunidad única para convertirlo en el hogar de tus sueños. Con la experiencia de más de 11 años en SOLUCIONES INMOBILIARIAS, nuestro equipo de profesionales está listo para ofrecerte el mejor asesoramiento personal. Además, contamos con un departamento jurídico y financiero para facilitar todo el proceso de compra. No pierdas la oportunidad de vivir en un lugar que lo tiene todo: comodidad, ubicación y potencial. ¡Contáctanos hoy mismo y ven a visitarlo!",False,good,False,,1159.0,False,False,False,False,[],False,False,197000.0,€,True,True,chalet,Brea de Tajo,Chalet adosado en calle de Guadalajara,,terracedHouse,,,
108727522,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f3/03/20/1357624575.webp,,20,2,299000.0,flat,sale,60.0,True,2,1,PS JESUITAS,Madrid,Madrid,Latina,es,40.405804,-3.734978,False,https://www.idealista.com/inmueble/108727522/,"**Piso en Venta en Paseo de los Jesuitas - Madrid** Hogares e Hipotecas vende en exclusiva este encantador piso de 60 m² construidos, situado en la segunda planta de un edificio con ascensor, ofrece una distribución ideal con dos acogedores dormitorios y un salón luminoso que se abre a una terraza perfecta para disfrutar del aire libre. La cocina independiente brinda la oportunidad de crear deliciosas recetas, mientras que el cuarto de baño completo añade comodidad a tu día a día. La propiedad destaca por su excelente luminosidad, ya que es completamente exterior y cuenta con orientación este, lo que garantiza una temperatura agradable durante todo el año. Ubicado en una zona consolidada y tranquila, estarás a escasos minutos del Metro Alto de Extremadura (L6) y con acceso a varias líneas de autobús, facilitando tu movilidad por la ciudad. Además, la ubicación es inmejorable, rodeada de servicios como comercios, colegios, un mercado municipal, restaurantes, supermercados y farmacias. Esta es la oportunidad perfecta para vivir en una de las áreas con mayor potencial de Madrid. ¡No dejes pasar la ocasión de visitar este maravilloso piso y convertirlo en tu nuevo hogar!",False,renew,False,True,4983.0,False,False,False,False,[],False,False,299000.0,€,,,flat,"Puerta del Ángel, Madrid",Piso en Ps Jesuitas,Puerta del Ángel,,,,
104234635,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/20/95/55/1213939228.webp,PISO + NAVE  PRADERON,47,,585000.0,chalet,sale,469.0,,3,2,valle de guadalix,Madrid,San Sebastián de los Reyes,Pol. Industrial norte,es,40.5601011,-3.6275997,False,https://www.idealista.com/inmueble/104234635/,"Imperio Inmobiliario vende esta magnifica propiedad ubicada en la Zona de Praderon de San Sebastián de los Reyes, al lado del parque de la Marina.  Esta propiedad dividida en 2 plantas, en planta baja disponemos de nave con oficina y garaje y en planta primera vivienda de 3 habitaciones con salida a balcón frontal, terraza interior y salida a terraza ático en segunda y última planta. Vivienda con muchísimas posibilidades.  La entrada tiene por un lado la subida a la planta superior donde se encuentra la vivienda.  En la planta baja encontramos un salón enorme que se ha usado como oficina-almacén, tiene garaje incorporado a una nave que se encuentra en esta misma planta.  Ideal para quienes quieren tener oficina y casa en la misma ubicación.  El uso principal es residencial, por lo cual si se quisiese ampliar la casa, en principio se podría hacer.  La vivienda esta para darle una actualización, las terrazas son magnificas y al ser una casa independiente no tiene comunidad de vecinos, ideal para hacer barbacoas, reuniones etc. Consulte por las múltiples posibilidades de esta propiedad. Opciones de financiación como vivienda tradicional, llegando a conseguir hasta un 100% del precio de compra sin contar los gastos. No dude en visitarlo, estaremos encantado de atenderle.",False,good,False,,1247.0,True,False,False,False,[],False,False,585000.0,€,True,True,chalet,"Pol. Industrial norte, San Sebastián de los Reyes",Chalet adosado en valle de guadalix,,terracedHouse,,,
