propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,floor,exterior,district,neighborhood,hasLift,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
108281028,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a0/6d/71/1339703295.webp,,43,450000.0,flat,sale,92.0,3,2,calle de Pablo Sarasate,Madrid,Madrid,es,40.4061324,-3.7308987,False,https://www.idealista.com/inmueble/108281028/,"**Piso en Venta en La Latina - Oportunidad Única** Descubre esta estupenda vivienda situada en el corazón del distrito de La Latina, una zona consolidada y perfectamente comunicada. A solo unos pasos de Madrid Río, este piso es ideal para disfrutar de la vida urbana sin renunciar a la tranquilidad. Rodeado de servicios esenciales como supermercados, restaurantes, comercios, colegios y amplias zonas verdes, aquí encontrarás todo lo que necesitas al alcance de tu mano. La propiedad cuenta con 92 m² construidos, distribuidos en 3 dormitorios y 2 baños completos, uno de ellos en suite en la habitación principal. El salón exterior es muy luminoso, perfecto para disfrutar de momentos en familia o con amigos. Equipado con aire acondicionado y calefacción individual, este hogar garantiza confort durante todo el año. Además, incluye una plaza de garaje en el precio, lo que añade un valor extra a esta oferta. Ideal tanto para familias que buscan un nuevo hogar como para inversores en una zona con alta demanda y proyección. No dejes pasar esta oportunidad y ven a visitarlo. ¡Tu nuevo hogar te está esperando!",True,good,False,4891.0,True,False,False,False,[],False,False,450000.0,€,flat,,"Los Cármenes, Madrid",Piso en calle de Pablo Sarasate,2,True,Latina,Los Cármenes,True,True,True,,,,
107945413,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/33/1d/b2/1329098665.webp,08571,1,440000.0,flat,sale,70.0,1,2,Barrio Acacias,Madrid,Madrid,es,40.399512,-3.7057031,False,https://www.idealista.com/inmueble/107945413/,"La Inmobiliaria Internacional CPM gestiona estos 2 estupendos apartamentos, con una rentabilidad de 6%, próximo a la estación Acacias, que consta de los siguientes elementos: 2 apartamentos totalmente reformados y equipados; cada uno tiene su escritura de segregación y cambio de uso, con entrada independiente. Actualmente alquilados con una renta de 1100€ mensuales, muy cumplidores con avalistas y pagos puntuales y al día. Los magníficos apartamentos, disponen de suelo de parquet de madera natural, ventanas climalit, puerta blindada y calefacción eléctrica. Sobre la ubicación de los inmuebles, es inmejorable, ya que se encuentra próximo a la estación Acacias. Paradas de taxis y diferentes líneas de autobús paran enfrente de la urbanización. El Acceso a la M-40 Y M-42 es muy rápido. Alrededor de la vivienda se encuentran varios centros comerciales (Centro Comercial Islazul, Centro Comercial Los Ángeles), auditorios, colegios, (Colegio Villamadrid, Colegio Nuestra Señora de los Angeles in Madrid, Colegio Greenfield), guarderías, farmacias, restaurantes, zonas de ocio e instalaciones deportivas. Parques: Ciudad de los Ángeles Park, Castilla la Mancha Park, La Hermandad Park, Parque Forestal Julio Alguacil Gómez.",False,good,False,6286.0,True,False,False,False,[],False,False,440000.0,€,flat,,"Acacias, Madrid",Piso,bj,True,Arganzuela,Acacias,True,,,,,,
108664978,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a8/d3/ed/1351527681.webp,RED-3072V,35,520000.0,flat,sale,215.0,8,3,avenida de Nuestra Señora de Valvanera,Madrid,Madrid,es,40.3928752,-3.7381772,False,https://www.idealista.com/inmueble/108664978/,"Se vende bajo a pie de calle en la zona de Carabanchel, distribuido en dos plantas y listo para entrar a vivir o rentabilizar desde el primer día. Se distribuye en planta baja con cocina americana con salón comedor. 4 Dormitorios (equipados con camas individuales o dobles, armario y mesa de estudio). Dos cuartos de baño con plato de ducha. En la planta -1 se distribuye en salón-comedor con cocina americana, 4 Dormitorios también equipados y 1 cuarto de baño con ducha y aseo. La vivienda cuenta con calefacción individual con un total de 8 habitaciones y 3 baños, lo que la convierte en una opción muy atractiva para inversores que busquen alta rentabilidad mediante alquiler por habitaciones o vivienda compartida. Todas las estancias disponen de ventana, excepto los baños, lo que garantiza buena ventilación y luminosidad. Situado en una zona bien comunicada, rodeado de todo tipo de servicios, comercios y transporte público a pocos minutos. ¡Oportunidad única! Contacta para más información o visita.",False,good,False,2419.0,False,False,False,False,[],False,False,520000.0,€,flat,,"San Isidro, Madrid",Piso en avenida de Nuestra Señora de Valvanera,bj,True,Carabanchel,San Isidro,True,,,,,,
104695467,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/24/b4/85/1228811137.webp,FAR,26,1290000.0,flat,sale,130.0,3,2,Barrio Goya,Madrid,Madrid,es,40.4232696,-3.6762376,False,https://www.idealista.com/inmueble/104695467/,"Belton Real Estate ofrece encantador piso ubicado en una de las zonas más pintorescas de la ciudad. Ofrece una oportunidad única para crear el hogar de tus sueños. Su potencial es evidente desde el momento en que cruzas la puerta. El piso tiene una superficie de 130 metros cuadrados con una buena distribución, dispone de tres amplios dormitorios y dos baños lo que permite que el piso pueda ser habitado por una familia numerosa así como una persona que busque varias habitaciones. El piso destaca por grandes ventanales que permiten la entrada de luz natural, creando un ambiente cálido y acogedor, desde algunas habitaciones, se pueden disfrutar de vistas panorámicas que enriquecen la experiencia de vivir en el centro urbano. Se vende completamente reformado el piso. Cuenta con trastero lo que permite al propietario tener un espacio para el almacenamiento, también dispone de ascensor muy necesario ya que el piso se encuentra en una quinta planta. Techos altos, suelos de madera y detalles arquitectónicos que reflejan la elegancia de la época. Ubicada en el prestigioso distrito de Salamanca, la zona de Goya en Madrid combina elegancia, comodidad y un estilo de vida vibrante. Conocida por su arquitectura clásica, boutiques exclusivas y una amplia oferta cultural, Goya se presenta como una de las ubicaciones más codiciadas de la capital. A pocos pasos, se encuentran varios teatros, cines y galerías de arte. La oferta cultural diversa garantiza entretenimiento para todos los gustos, desde eventos en vivo hasta exposiciones de arte contemporáneo. Goya cuenta con excelentes conexiones de transporte público, facilitando el desplazamiento por la ciudad. Estaciones de metro cercanas y varias líneas de autobús hacen que moverse por Madrid sea rápido y conveniente. Aproximadamente un 30 % de los inmuebles que tenemos en esta zona solo están anunciados en nuestra web por expreso deseo de los propietarios. Para verlos pinche por favor en el enlace adicional ubicado en la parte final del anuncio y encuentra el piso que estás buscando.",False,good,False,9923.0,False,False,False,False,[],False,False,1290000.0,€,flat,,"Goya, Madrid",Piso,5,True,Barrio de Salamanca,Goya,True,,,,,,
108302367,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8c/77/a4/1340059591.webp,4635,53,5850000.0,penthouse,sale,375.0,4,5,Barrio Recoletos,Madrid,Madrid,es,40.4226042,-3.6836776,False,https://www.idealista.com/inmueble/108302367/,"Maravilloso y lujoso ático de 375m² más 20m² de terrazas, ubicado en el cogollo de Recoletos, a un paso del Parque del Retiro y de la calle Serrano, la zona más prestigiosa de Madrid. Se encuentra en una calle muy privada y está situado en un edificio del siglo XIX con una preciosa fachada antigua y bonito portal. El ático ofrece 4 dormitorios, de los cuales 3 disponen de cuarto de baño privado. También cuenta con un balcón y 2 soleadas terrazas. El salón da acceso a la terraza con vistas de la calle. La entrada de la vivienda proporciona un elegante recibidor de mármol que acondiciona el ático y que conecta la zona de noche con la zona de día. Por una parte, a mano derecha tenemos el amplio salón con una impresionante chimenea y mucha luz natural gracias a la terraza. El salón está abierto al comedor, que a mano derecha tiene acceso a un dormitorio con un balconcito. Esta estancia también se puede destinar a despacho, según prefiera. A mano izquierda está la amplia y moderna cocina con electrodomésticos de alta gama Neff y Miele, y junto a la cocina y en dos estancias separadas encontramos la lavandería con lavadora, secadora y bastantes armarios, y el dormitorio de servicio con baño privado. A mano izquierda del recibidor encontramos un pasillo que conecta con los diferentes dormitorios. En este pasillo encontramos primero un aseo de cortesía y 2 dormitorios, uno de ellos con baño privado y el otro con un baño justo enfrente. Al final del pasillo está el dormitorio principal, también con baño privado, y además un amplio vestidor, una pequeña sala de estar y una terracita que proporciona abundante luz natural a este dormitorio. La vivienda se ha rehabilitado en un estilo moderno y sofisticado y consta de muchas características modernas como el sistema domótico, el sistema de sonido Sonos, calefacción central, armarios empotrados, aire acondicionado, servicio de portería y una plaza de garaje muy cercana al edificio. Los acabados de este ático son de una calidad inmejorable.",False,good,False,15600.0,False,False,False,False,[],False,False,5850000.0,€,flat,penthouse,"Recoletos, Madrid",Ático,5,True,Barrio de Salamanca,Recoletos,True,True,False,,,,
108767166,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9b/7d/b1/1354535463.webp,1872,7,1800000.0,flat,sale,122.0,3,2,Barrio Ibiza,Madrid,Madrid,es,40.418297,-3.6769134,False,https://www.idealista.com/inmueble/108767166/,"Fortuny Madrid Real Estate ofrece en una finca señorial con portero, esta espectacular propiedad de 122 m² ofrece una combinación única de elegancia clásica y diseño contemporáneo. Reformada íntegramente con materiales de alta calidad, la vivienda destaca por su luminosidad y su distribución funcional. Dispone de tres amplias habitaciones, dos elegantes baños completos, y una zona de día donde se integran un salón-comedor con cocina de diseño. Desde sus balcones exteriores se disfrutan unas privilegiadas vistas al Parque del Retiro, un auténtico lujo en el corazón de Madrid. La finca, con elementos arquitectónicos representativos y servicios de portería, garantiza confort, privacidad y seguridad en un entorno distinguido. Ideal para quienes buscan un hogar exclusivo en una de las zonas más codiciadas de la ciudad, combinando vistas, luz natural y un entorno inmejorable. La gran mayoría de los inmuebles que tenemos en esta zona solo se encuentran en nuestra web. Visite nuestra página y descubra exclusivas viviendas. Fortuny Madrid Real Estate es una empresa con sólida experiencia formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes nacionales e internacionales. Somos un referente en el mercado español, ofreciendo un servicio completo con viviendas residenciales de alta calidad y una amplia gama de servicios inmobiliarios, cubriendo tanto el área privada como el área comercial para conseguir que personas físicas jurídicas, instituciones e inversores queden plenamente satisfechos con nuestros servicios.",False,good,False,14754.0,False,False,False,False,[],False,False,1800000.0,€,flat,,"Ibiza, Madrid",Piso,2,True,Retiro,Ibiza,True,,,,,,
107883721,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8a/00/36/1327201131.webp,BC33,18,2950000.0,flat,sale,135.0,2,3,calle de Lagasca,Madrid,Madrid,es,40.4251299,-3.6874021,False,https://www.idealista.com/inmueble/107883721/,"En una de las zonas más elegantes y codiciadas del barrio de Salamanca, muy cerca de las calles Serrano y Lagasca, se encuentra esta vivienda que parece haber sido diseñada para quienes valoran el equilibrio entre belleza, calma y funcionalidad. Ubicada en una quinta planta exterior de una finca clásica, esta propiedad de 135m² es un verdadero refugio urbano bañado en luz. Desde sus dos balcones exteriores, la luz natural inunda un salón amplio y sereno, que se conecta de forma orgánica con una cocina de diseño, equipada con electrodomésticos de alta gama y acabados de lujo. El piso cuenta con dos dormitorios espaciosos, tres baños completos, techos altos y una distribución pensada para disfrutar cada rincón con estilo y comodidad. Una propiedad que ofrece no solo metros, sino sensaciones. Perfecta para quienes buscan vivir en el corazón del barrio de Salamanca, rodeados de boutiques exclusivas, galerías, y la mejor oferta gastronómica de la ciudad. Características principales: 135m² construidos Planta 5ª exterior 2 dormitorios 3 baños 2 balcones exteriores Techos altos Cocina con electrodomésticos de lujo Reforma integral con diseño contemporáneo Ubicación privilegiada junto a Serrano y Lagasca Las imágenes que acompañan esta presentación son referenciales. Para más información, contáctanos directamente.",True,good,False,21852.0,True,False,False,False,[],False,False,2950000.0,€,flat,,"Recoletos, Madrid",Piso en calle de Lagasca,5,True,Barrio de Salamanca,Recoletos,True,,,,,,
105150999,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e1/b7/16/1243324934.webp,SF-012,33,355000.0,countryHouse,sale,120.0,4,1,Montserrat - Parque Empresarial,Madrid,San Fernando de Henares,es,40.4457517,-3.5065127,False,https://www.idealista.com/inmueble/105150999/,"PONEMOS A LA VENTA FINCA RÚSTICA CON CASA DE 120 M2. La finca consta de 6.300 m2, edificaciones de 830 m2 y una casa de 120m2. La vivienda cuenta con piscina, porche de entrada, amplio salón-comedor, cocina completamente amueblada con electrodomésticos, 4 dormitorios y un cuarto de baño completo.  Dispone de contador de agua y luz, calefacción por gasoil y aire acondicionado. Entre las edificaciones cuenta con una nave, salón bodega y zona para cuadras. Llámenos para hacer una visita sin compromiso! . Ref. - SF-012.",False,good,False,2958.0,True,False,False,False,[],False,False,355000.0,€,countryHouse,countryHouse,"Montserrat - Parque Empresarial, San Fernando de Henares",Finca rústica,,,Montserrat - Parque Empresarial,,,,,,,,
107125500,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/20/a0/d8/1303761484.webp,BNPM4,44,1950000.0,chalet,sale,510.0,5,5,Ciudalcampo,Madrid,Ciudalcampo,es,40.6238875,-3.6042178,False,https://www.idealista.com/inmueble/107125500/,"Exclusivo chalet en Ciudalcampo junto al campo de golf del RACE Belton Real Estate presenta esta espectacular vivienda de 510 m² construidos sobre una parcela de 2.800 m². Reformada en 2012 y en perfecto estado de conservación, esta casa destaca por su luminosidad, privacidad y ubicación privilegiada, a solo 50 metros del club social del golf y ubicada entre tres hoyos del prestigioso campo de golf. En la planta principal, la vivienda recibe con un amplio hall de entrada de doble altura, que da acceso a varias zonas de salón y comedor, perfectas para reuniones familiares o con amigos. También dispone de una elegante biblioteca y un elegante porche cerrado con amplias ventanas con vistas impresionantes al jardín. La cocina, completamente independiente junto con la zona de office, combinan funcionalidad y estilo, ideal para el día a día. Además, esta planta incluye aseo, gabanero y zona de servicio que cuenta con habitación, baño, despensa y cuarto de lavadora. En la planta superior un amplio distribuidor nos lleva a cinco habitaciones muy espaciosas. La principal cuenta con amplio baño ensuite y vestidor y las otras cuatro cuentan con dos baños completos y etodas con spectaculares vistas. Desde esta planta se accede al ático, un amplio espacio que brinda múltiples posibilidades de uso,  El exterior de la propiedad está diseñado para disfrutar del entorno natural en total privacidad. Cuenta un amplio garaje con capacidad para varios vehículos, una piscina con vestuarios y zona de sofás con pérgola, una terraza con cenador y un amplio y cuidado jardín ideal para disfrutar del clima y organizar reuniones al aire libre. Ubicada en la exclusiva urbanización de Ciudalcampo, esta vivienda ofrece una combinación única de lujo, tranquilidad y proximidad a servicios únicos como el campo de golf o complejo deportivo del RACE. Su situación privilegiada, entre tres hoyos del campo de golf y a escasos metros del club social, la convierte en una opción única para familias, amantes del golf y quienes buscan un entorno exclusivo y estilo de vida rodeado de naturaleza y buen gusto.",False,good,False,3824.0,False,False,False,False,[],False,False,1950000.0,€,chalet,independantHouse,Ciudalcampo,Casa independiente,,,,,,True,True,,,,
108827789,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4a/63/17/1356299386.webp,IZ-04155,26,250000.0,flat,sale,75.0,2,1,calle Sierra del Castillo,Madrid,Madrid,es,40.3921163,-3.6695064,False,https://www.idealista.com/inmueble/108827789/,"En Look&Find Chamberí, ponemos a la venta este fantástico bajo/local a pie de calle, totalmente reformado, ubicado en una zona estratégica de Vallecas, a solo 10 minutos caminando de la estación de Méndez Álvaro. Perfecto para entrar a vivir o para obtener una rentabilidad del 8% desde el primer día. Ahora mismo se encuentra con licencia de local y se puede gestionar para convertirlo en vivienda. � Características principales: 75 m² construidos 2 habitaciones 1 baño completo Cocina completamente equipada Salón-comedor con acceso a patio Trastero Entrada independiente desde la calle Listo para entrar a vivir o seguir explotándolo como inversión. La propiedad ha generado 50.000 € de febrero 2023 a junio 2025, ingresos demostrables (solicita los informes). Zona con alta demanda de alquiler. ¡No dejes pasar esta oportunidad única! Contáctanos para más información o agendar una visita.",True,good,False,3333.0,False,True,False,False,[],False,False,250000.0,€,flat,,"San Diego, Madrid",Piso en calle Sierra del Castillo,bj,True,Puente de Vallecas,San Diego,False,,,,,,
108319054,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a7/5e/56/1342572543.webp,PARLAFUENTEBELLA-0,18,169000.0,flat,sale,81.0,2,1,calle Fuentebella,Madrid,Parla,es,40.2322733,-3.7721663,False,https://www.idealista.com/inmueble/108319054/,"La AGENCIA del BARRIO vende piso de 81m2 en Parla, Fuentebella-San Felix-El Leguario, Madrid.  La vivienda consta de Hall de entrada amplio, cocina office dividido en dos ambientes, salon comedor con salida a una terraza muy luminosa y A/A frio y calor. Un baño completo con plato de ducha. Dormitorio matrimonio muy luminoso y dormitorio individual con A/A frio y calor. Características adicionales: puerta principal de seguridad. Puertas interiores de sapelly, paredes gotelé, ventanas de aluminio, suelo de gres. Calefacción central. La urbanización tiene zona jardín, 2 piscinas, pista de tenis y kiosko de verano.  Ubicada en una zona residencial consolidada, con todas las comodidades de los comercios de primera necesidad (supermercados, panadería, tiendas de alimentación, frutería y verdulería, etc. ) centros de educación, biblioteca, salud (farmacias, centro de salud, clínica dental, veterinaria etc. ), ocio(bares, restaurantes, parques, polideportivo etc. ), parada de autobuses y tren Parla. Llámenos y venga a visitar esta estupenda propiedad. ¡LE ESPERAMOS! HORARIO DE 10 A 14 Y DE 17 A 20H. DE LUNES A VIERNES.",False,good,False,2086.0,False,False,False,False,[],False,False,169000.0,€,flat,,"Fuentebella-San Felix-El Leguario, Parla",Piso en calle Fuentebella,1,True,Fuentebella-San Felix-El Leguario,,False,,,175000.0,6000.0,3.0,
108540067,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/71/8b/e1/1348240078.webp,,43,580000.0,chalet,sale,340.0,3,3,CL CERRO DEL CASTAÑAR,Madrid,Navalagamella,es,40.4601701,-4.0988269,False,https://www.idealista.com/inmueble/108540067/,"Cassa Inmobiliaria tiene el placer de presentarles este exclusivo chalet, un auténtico oasis de paz y naturaleza, enclavado en una de las zonas más tranquilas y seguras de la sierra. Rodeado por un magnífico jardín consolidado de aproximadamente 2.000 m² aproximadamente, cuidadosamente diseñado con paseos, árboles maduros (Robles, Olivos), exuberantes plantas (Adelfas, Palmera...) y fuentes decorativas, este espacio exterior ofrece un rincón perfecto para desconectar del mundo. El sistema de riego automático garantiza su mantenimiento, y el jardín alberga además un cuarto de depuradora y dos prácticos cuartos para herramientas. La vivienda se distribuye en dos plantas que permiten un uso independiente de las mismas, comunicadas por una escalera interior y también con acceso propio desde el exterior, lo que la hace ideal para familias multigeneracionales, invitados o incluso como inversión para alquiler vacacional. Planta superior: Accedemos por una encantadora entrada que nos conduce a un vestidor con ventana, un verdadero sueño hecho realidad para quienes valoran el orden y el espacio propio. La habitación principal cuenta con baño completo en suite. Un segundo baño completo da servicio al resto de la planta, además de una cómoda habitación de invitados. El salón, cálido y acogedor gracias a su chimenea de leña, se integra con una cocina americana totalmente amueblada. Desde aquí se accede a dos terrazas con vistas impresionantes, perfectas para disfrutar de desayunos al sol o atardeceres inolvidables. Planta baja: En este segundo apartamento encontramos un baño completo con ducha y ventana, una espaciosa habitación principal con doble ventana y armario, un aseo adicional y un salón con aire acondicionado y cocina americana. Desde aquí se accede a una espléndida terraza acristalada y climatizada, que se abre hacia una espectacular piscina, creando un espacio perfecto para el relax y el entretenimiento. Completan esta planta un cuarto de plancha, un gimnasio y un amplio garaje. Extras y equipamiento: Carpintería exterior PVC de muy alta calidad.  Todas las ventanas disponen de mosquiteras. Persianas automatizadas en terrazas y persianas venecianas en la planta baja. Sistema de seguridad con cámaras y circuito cerrado. Caldera nueva de gasoil (instalada hace 3 años). Una propiedad única, pensada para quienes buscan calidad de vida, tranquilidad y todas las comodidades en un entorno natural. Situada en una urbanización privada con vigilancia en el acceso, esta vivienda es una oportunidad excepcional. Le invitamos a visitarla y descubrir por qué este chalet no es solo una casa, sino un estilo de vida. Contáctenos para más información o agendar una visita personalizada.",False,good,False,1706.0,False,False,False,False,[],False,False,580000.0,€,chalet,independantHouse,Navalagamella,Casa independiente en Cl Cerro Del Castañar,,,,,,True,True,600000.0,20000.0,3.0,
108091553,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/88/1b/e1/1333556834.webp,79246,42,3300000.0,flat,sale,347.0,4,3,Barrio Lista,Madrid,Madrid,es,40.4318019,-3.6782532,False,https://www.idealista.com/inmueble/108091553/,"Álvora Capital Properties, estudio de arquitectura y consultora inmobiliaria especializada en la gestión de activos prime en Madrid, presenta esta vivienda muy luminosa situada en una finca señorial y representativa con elegante portal en el corazón de Salamanca. Un elegante hall de entrada da paso a una magnífica zona de recibo, compuesta por tres salones con ventanales a la calle. El amplio comedor se conecta con la cocina de generosas dimensiones. Ésta cuenta con una gran despensa, un práctico segundo acceso y zona de lavado independiente por el que se accede a una terraza orientada a un tranquilo patio de manzana, con excelente luz natural. Esta área se completa con un dormitorio en suite, ideal como cuarto de servicio. La zona privada alberga el dormitorio principal orientado a la calle, en suite con numerosos armarios y dos habitaciones adicionales que comparten un baño completo. El edificio dispone de dos plazas de garaje disponibles, portero físico y tres ascensores.  Contamos con propiedades similares en la misma zona, algunas de las cuales están disponibles exclusivamente en nuestra página web por solicitud de los propietarios, y otras se comercializan de forma confidencial en régimen off market. Si desea obtener más información o ver otros inmuebles, puede acceder a los enlaces adicionales al final del anuncio o contactar con nosotros a través de nuestros medios habituales o a través de nuestra página web, ”.",False,renew,False,9510.0,False,False,False,False,[],False,False,3300000.0,€,flat,,"Lista, Madrid",Piso,4,True,Barrio de Salamanca,Lista,True,True,False,,,,160.0
105028370,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/23/4d/e4/1268650550.webp,M640,16,1350000.0,flat,sale,120.0,2,3,Barrio Recoletos,Madrid,Madrid,es,40.426906,-3.6854404,False,https://www.idealista.com/inmueble/105028370/,"¡Descubre el lujo y la comodidad en el corazón del Barrio Salamanca! Presentamos este exclusivo piso en venta, totalmente reformado a estrenar, amueblado y decorado con un gusto exquisito. Ubicado en la mejor manzana de una de las zonas más prestigiosas de la ciudad, este inmueble se encuentra en un edificio señorial que cuenta con portero físico, brindando mayor seguridad y comodidad. Este magnífico piso de 120 m² está distribuido en dos alturas, ofreciendo una experiencia única de espacio y funcionalidad. En la planta de entrada, encontrarás un amplio salón, perfecto para relajarte o recibir visitas. La planta superior alberga una cocina completamente equipada con electrodomésticos de alta gama, ideal para los amantes de la gastronomía. El piso cuenta con dos dormitorios en suite, cada uno con su propio baño incorporado y vestidor. El dormitorio principal destaca por su acceso a una encantadora terraza, donde podrás disfrutar de momentos de tranquilidad al aire libre. Además, el inmueble dispone de aseo de invitados, armarios empotrados, calefacción individual por gas natural y aire acondicionado, garantizando el máximo confort durante todo el año. Situado en la primera planta de un edificio con ascensor, este piso interior ofrece una atmósfera tranquila y acogedora. La zona circundante está repleta de servicios, tiendas y restaurantes, facilitando tu día a día sin necesidad de desplazamientos largos.  No pierdas esta oportunidad única de vivir en una de las zonas más exclusivas de la ciudad. ¡Contáctanos para más información y ven a conocer tu futuro hogar!",False,good,False,11250.0,True,False,False,False,[],False,False,1350000.0,€,flat,,"Recoletos, Madrid",Piso,1,False,Barrio de Salamanca,Recoletos,True,,,,,,
107933426,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6a/e2/c5/1328777868.webp,08567,1,493500.0,flat,sale,100.0,1,1,Barrio Vista Alegre,Madrid,Madrid,es,40.3866577,-3.7463476,False,https://www.idealista.com/inmueble/107933426/,"La Inmobiliaria Internacional CPM gestiona estos 3 estupendos apartamentos, uno de ellos con una rentabilidad de mas del 7%, próximo al metro de Carabanchel, que consta de los siguientes elementos: 3 apartamentos totalmente reformados y equipados, cada uno tiene su escritura de segregación y cambio de uso, entrada independiente, y contadores individuales con cuadro de luz cada unidad. Actualmente solo 1 alquilada con una renta de 3300€ mensuales, pagos puntuales y avalistas en el contrato de larga estancia, los otros 2 se alquilan habitualmente en 1500 mensual cada uno en uso temporal, negocio de rentabilidad de más del 7%. Los magnificos apartamentos, disponen de suelo de parquet de madera natural, ventanas climalit, puerta blindada y calefacción eléctrica. Sobre la ubicación de los inmuebles, es inmejorable, ya que se encuentra próximo al metro de Carabanchel. Paradas de taxis y diferentes líneas de autobús paran enfrente de la urbanización. El Acceso a la M-30 Y M-40 es muy rápido. Alrededor de la vivienda se encuentran varios centros comerciales (Centro Comercial Plaza Aluche), auditorios, colegios, (C. E. I. P. Ntra. Sra. Del Lucero, Colegio Nuestra Señora de Los Dolores), guarderías, farmacias, restaurantes, zonas de ocio e instalaciones deportivas. Parques: Parque de Aluche, Palmeras Park, Carabanchel Park, se encuentran en las inmediaciones.",False,good,False,4935.0,True,False,False,False,[],False,False,493500.0,€,flat,,"Vista Alegre, Madrid",Piso,bj,True,Carabanchel,Vista Alegre,True,,,,,,
108302369,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a2/95/f7/1356218816.webp,79688,32,3735000.0,flat,sale,253.0,4,5,Barrio Recoletos,Madrid,Madrid,es,40.4272165,-3.6809665,False,https://www.idealista.com/inmueble/108302369/,"Álvora Capital Properties presenta esta magnífica propiedad, totalmente reformada de lujo, en pleno Recoletos. La propiedad consta de 253m2 construidos, ubicada en la 4ª planta exterior. Disfruta de una interesante distribución, de amplia zona de recibo de gran salón comedor con cocina integrada, (posibilidad de independizarla), tipo isla, que se entrega totalmente amueblada y equipada con todos los electrodomésticos de primeras marcas, zona de lavandería, aseo de cortesía y 4 dormitorios amplios en suite. El principal con vestidor y terraza privada. Una vivienda en el corazón del Barrio de Salamanca.",False,good,False,14763.0,False,False,False,False,[],False,False,3735000.0,€,flat,,"Recoletos, Madrid",Piso,4,True,Barrio de Salamanca,Recoletos,False,True,False,,,,
108878939,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/80/b1/35/1357739852.webp,0051-00656,38,395000.0,chalet,sale,256.0,4,3,Pelayos de la Presa,Madrid,Pelayos de la Presa,es,40.3738998,-4.336431,False,https://www.idealista.com/inmueble/108878939/,"Este impresionante chalet independiente de muros de piedra en la Urbanización Mirador es el refugio perfecto para quienes buscan calidad de vida. Con una gran parcela de 2.187 m², disfrutarás de un entorno natural rodeado de altos árboles que ofrecen sombra en los cálidos días de verano. La propiedad cuenta con una amplia piscina, ideal para refrescarse y disfrutar de momentos inolvidables con familiares y amigos. Distribuido en dos plantas, el chalet ofrece un amplio salón comedor con una acogedora chimenea de piedra, una cocina funcional y tres dormitorios dobles con 2 baños en esta planta. La primera planta destaca por su gran terraza con vistas espectaculares, mientras que la planta baja semi enterrada se mantiene fresca durante el verano y alberga un salón adicional, una cocina y una bodega perfecta para tus vinos favoritos, un dormitorio doble y 1 baño completo. Además, la finca cuenta con un pozo de agua, lo que garantiza un suministro constante para el jardín. La cercanía al Embalse de San Juan te permitirá disfrutar de actividades al aire libre como senderismo y deportes acuáticos. Este chalet es ideal para familias que buscan un hogar donde relajarse y disfrutar de la naturaleza. ¡No dejes pasar esta oportunidad única!",True,good,False,1543.0,False,False,True,False,[],False,False,395000.0,€,chalet,independantHouse,Pelayos de la Presa,Casa independiente,,,,,,,,,,,
