propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,floor,exterior,parkingSpace.parkingSpacePrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
106798169,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bd/66/e1/1294324008.webp,FRRE-00124,4,140000.0,flat,sale,54.0,2,1,calle de la Hojalatería,Madrid,Madrid,San Blas,es,Amposta,40.4272738,-3.6242393,False,https://www.idealista.com/inmueble/106798169/,"Inmueble sin posesión y sin acceso al interior. Las fotografías del interior y las características del activo, pueden no ajustarse al estado actual.  NO COBRAMOS COMISIÓN DE INTERMEDIACIÓN AL COMPRADOR ¡Tenemos en exclusiva un piso para ti! Disponemos de un piso en edificio residencial que puedes adquirir en propiedad, con una superficie de 54m² muy bien distribuido y con distintas dependencias, ofreciendo todo lo que necesitas para una vida cómoda y moderna. Desde el momento en que cruces la puerta de entrada, te sentirás acogido por su ambiente cálido, ubicado en la localidad de Madrid.  Este piso es ideal para quienes buscan un hogar confortable en un entorno natural y acogedor. Este espacioso piso cuenta con un luminoso salón-comedor, perfecto para disfrutar de momentos en familia y reuniones con amigos. Decorado con gusto y con materiales de alta calidad, este piso ofrece una experiencia de vida inmejorable. Situado en una zona residencial tranquila, este piso disfruta de una ubicación estratégica. A poca distancia, encontrarás supermercados, colegios, centros de salud y una variada oferta de tiendas y restaurantes. Además, la excelente conexión con las principales vías de acceso te permitirá llegar rápidamente a otras áreas de interés en Madrid y sus alrededores.  Hipoges es una plataforma inmobiliaria donde podrás acceder a miles de activos inmobiliarios de diferentes tipos como viviendas, locales comerciales, terrenos, nueva obra, tanto a nivel particular como para inversores. Hipoges cuenta con una amplia cartera de activos inmuebles tanto en España como en Portugal y Grecia. Esta propiedad está ocupada por terceros. No se puede visitar. No apta para compradores que requieran financiación hipotecaria. El comprador será responsable de los trámites y gastos relacionados con la desocupación del inmueble. La información proporcionada referente a la distribución y estructura puede no ajustarse a la realidad, ya que su verificación no ha sido posible. La distribución indicada se ha tomado en referencia a la distribución de activos de la zona. ¿Necesitas financiación? Te ofrecemos la posibilidad de financiaciones de hasta el 100% para la compra de este inmueble. Entra en Finanwin. com, haz tu simulación y obtén la mejor oferta para tu Hipoteca de la manera más ágil y sencilla.",False,good,False,False,2593.0,False,False,False,False,[],False,False,140000.0,€,flat,"Amposta, Madrid",Piso en calle de la Hojalatería,,,,,,,,,
108474458,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/79/da/ce/1346007782.webp,,16,1155000.0,chalet,sale,430.0,6,8,castillo campodon s/n,Madrid,Alcorcón,Campodón - Ventorro del Cano,es,Campodón - Ventorro del Cano,40.35449,-3.86681,True,https://www.idealista.com/inmueble/108474458/,"**Chalet Independiente de Lujo en Villaviciosa de Odón** Descubre este espectacular chalet independiente a estrenar, ubicado en la exclusiva Urbanización Campodon, donde el lujo y la comodidad se fusionan para ofrecerte un estilo de vida inigualable. Con más de 400 m² construidos y 429 m² útiles, esta propiedad cuenta con 6 amplias habitaciones, cada una con su propio baño, garantizando privacidad y confort para toda la familia.  Los dos espaciosos salones son ideales para disfrutar de momentos inolvidables, mientras que los grandes porches ofrecen vistas panorámicas al jardín de más de 1.100 m², perfecto para relajarse o celebrar reuniones al aire libre. La piscina privada añade un toque de exclusividad a este hogar, convirtiéndolo en un verdadero oasis. Además, el chalet está equipado con aire acondicionado en el salón y preinstalación en todas las estancias, así como placas solares que aseguran una mayor eficiencia energética. Con un garaje para varios coches y excelentes comunicaciones, tendrás todo lo que necesitas al alcance de tu mano. ¡No dejes pasar la oportunidad de vivir en un entorno de total privacidad y tranquilidad!",False,good,False,,2686.0,False,False,False,False,[],False,False,1155000.0,€,chalet,"Campodón - Ventorro del Cano, Alcorcón",Casa independiente en castillo campodon s/n,True,True,independantHouse,,,,,,
106745569,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/68/b9/04/1292730551.webp,,3,88900.0,flat,sale,75.0,3,1,via Complutense,Madrid,Alcalá de Henares,Juan de Austria,es,,40.4883403,-3.3576998,False,https://www.idealista.com/inmueble/106745569/,"Oportunidad única para inversores. El activo se encuentra OKUPADO por un INQUILINO. Debido al estado ocupacional del activo, no se pueden realizar visitas al mismo. Piso de segunda mano en venta situado en Alcalá de Henares en la Vía Complutense. Cuenta con una superficie de 75 m² distribuidos en 3 dormitorios y 1 baño.  Se localiza en la planta baja de un edificio residencial sin ascensor. Ubicado en una zona dotada de todos los servicios a su alcance, como bares, farmacias, comercios, colegios, institutos, supermercados, estación de autobuses, estación de RENFE y CENTRO COMERCIAL ALCALA MAGNA a tan solo 5 MINUTOS andando.",False,renew,False,False,1185.0,False,False,False,False,[],False,False,88900.0,€,flat,"Juan de Austria, Alcalá de Henares",Piso en via Complutense,,,,bj,True,,,,
108795928,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/13/f3/26/1355377430.webp,,15,320000.0,flat,sale,78.0,2,2,calle de Blas Cabrera,Madrid,Madrid,Latina,es,Águilas,40.3792276,-3.7673004,False,https://www.idealista.com/inmueble/108795928/,"Piso en finca en buen estado reformado a medida. Consta de dos dormitorios, despacho independiente, dos baños y cocina. En nuestras reformas se cambian todas las instalaciones y tabiquerías interiores, incidiendo en la eficiencia energética y el aprovechamiento del espacio. La instalación eléctrica se compone de cuadro elevado y cambio de acometida para que esté libre de halógenos obteniendo un nuevo boletín eléctrico. La instalación de fontanería y gas se renueva totalmente, con caldera de Saunier Duval Thelia Condens y nueva instalación de gas con nuevo boletín y contador. La tabiquería interior se renueva utilizando doble tabiquería de pladur con fibra de vidrio para asegurar el nuevo aislamiento tanto térmico como acústico. En muchos casos, se mejora también el aislamiento de fachadas y medianeras y suelos y techos por petición, con materiales de especiales cualidades que ocupan el menor espacio posible. Nuestras reformas han sido cuidadosamente diseñadas realizando viviendas totalmente equipadas con gamas medias altas pensadas para una primera vivienda. También ayudamos a gestionar la financiación más competitiva para cada perfil.",False,good,False,True,4103.0,False,False,False,False,[],False,False,320000.0,€,flat,"Águilas, Madrid",Piso en calle de Blas Cabrera,,,,3,True,,,,
108348801,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/98/85/7d/1341435833.webp,5146,12,585000.0,flat,sale,79.0,1,1,calle de Lagasca,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.4333181,-3.6859448,False,https://www.idealista.com/inmueble/108348801/,"Homely One pone a la venta este espectacular estudio en el lujoso barrio de Salamanca, una de las zonas más deseadas de Madrid.  Rodeado de elegantes calles arboladas y a tan solo unos pasos de la icónica calle Serrano, aquí disfrutarás de las mejores boutiques de lujo, restaurantes gourmet y la esencia más auténtica de la ciudad. Edificio representativo El estudio se sitúa en una finca clásica y representativa, una joya arquitectónica que combina la elegancia señorial con el confort moderno.  Con 79 m², este espacio está diseñado para quienes buscan el equilibrio perfecto entre lujo y funcionalidad. Reforma de lujo La vivienda ha sido reformada recientemente con materiales y acabados de primera calidad.  La cocina destaca por su diseño moderno en tonos oscuros y está equipada con electrodomésticos de alta gama, ofreciendo un espacio práctico y sofisticado al mismo tiempo. Dormitorio principal amplio y moderno El dormitorio principal es de gran tamaño y cuenta con un armario empotrado a medida.  Una elegante cristalera lo separa del área social, aportando un toque contemporáneo y exclusivo a la vivienda. El baño, decorado en tonos neutros y atemporales, está equipado con materiales de alta calidad y grifería moderna, convirtiéndose en un espacio cómodo y relajante. No pierdas la oportunidad de vivir en uno de los mejores barrios de Madrid.  Agenda tu visita y déjate enamorar por este estudio único que combina el encanto clásico con el diseño más actual.",True,good,False,True,7405.0,False,False,False,False,[],False,False,585000.0,€,flat,"Castellana, Madrid",Piso en calle de Lagasca,,,,,True,,,,
108687977,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/65/59/91/1358749814.webp,,23,249000.0,flat,sale,58.0,2,1,Guadarrama,Madrid,Guadarrama,,es,,40.6744794,-4.0899669,False,https://www.idealista.com/inmueble/108687977/,"¡UN NUEVO COMIENZO TE ESPERA EN GUADARRAMA! Sabes que no buscas sólo una casa, ¡buscas una nueva vida! Y esa vida te aguarda en Guadarrama, un verdadero paraíso en el corazón de la sierra de Madrid. Imagina despertar cada día en un entorno idílico, con la comodidad de tenerlo todo a tu alcance. Ubicación Inmejorable y Conexión Total. Esta vivienda, estratégicamente ubicada en el centro de Guadarrama pueblo, te sitúa a un paso de la vida local. El ayuntamiento está a tiro de piedra, en 2 minutos a pie llegarás al Centro de Salud y en 6 minutos al Hospital Universitario de Guadarrama. Disfruta de la vibrante vida de barrio con un amplio abanico de comercios y servicios, desde supermercados de primera línea como Supercor, Ahorramás, Aldi, Día y BM, hasta encantadoras terrazas y restaurantes donde saborear la gastronomía local. Además, su excelente comunicación es un punto clave: salida directa a la A6, sin peajes, a solo 45 minutos de Madrid. Y si prefieres el transporte público, los autobuses interurbanos te conectan con Moncloa cada 10 minutos (líneas ). Perfecta tanto como segunda residencia para escapar del bullicio, o como tu vivienda habitual para disfrutar de la naturaleza sin renunciar a nada. Calidad y Confort en Cada Detalle. Esta vivienda ha sido totalmente reformada hace tan sólo dos años, con las mejores calidades, pensando en tu bienestar. Dispone de: •2 dormitorios acogedores y luminosos. •Un amplio salón con cocina americana, ideal para tus momentos en familia o con amigos. •Una amplia y estupenda terraza acristalada, el lugar perfecto para disfrutar de cada estación, ya sea un desayuno soleado o una tarde de lectura con vistas. •Calefacción de gas natural para el máximo confort con caldera de última generación y bajo consumo. •Ventanas con cristales ""climalit"" oscilobatientes, con rotura de puente térmico que garantizan un aislamiento óptimo. •Elegantes suelos de gres porcelánico imitación madera y puertas de madera maciza que aportan calidez y distinción. •Cuarto independiente para la lavadora y para la caldera.  •Un amplio trastero para que guardes todo lo que necesites. •Opcionalmente, y si lo necesitas, podrás acceder a 2 plazas de garaje, una ventaja indispensable en la zona, por tan sólo 12.000 € cada una.  No dejes pasar esta oportunidad de invertir en tu calidad de vida. Guadarrama te ofrece más que una casa; te ofrece un estilo de vida. Ven a verlo. ¡ Te encantará!.",False,good,False,False,4293.0,False,False,False,False,[],False,False,249000.0,€,flat,Guadarrama,Piso,True,False,,bj,True,12000.0,,,
107085073,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/21/54/ee/1309316584.webp,,9,1100000.0,flat,sale,125.0,2,2,Barrio Bernabéu-Hispanoamérica,Madrid,Madrid,Chamartín,es,Bernabéu-Hispanoamérica,40.4514186,-3.6804484,False,https://www.idealista.com/inmueble/107085073/,"En BH INMOBILIARIA nos caracterizamos por el trato excelente y personalizado al cliente! El Viso es una de las zonas más privilegiadas de Madrid, donde sólo algunos elegidos pueden permitirse vivir y cuya arteria principal es la calle Serrano. Su cercanía al barrio financiero de Azca, lo convierten en una de las zonas más deseadas para residir. Una  zona muy céntrica pero muy tranquila y con muchas zonas verdes. Posee una excelente comunicación mediante autobuses y metro con varias estaciones: Avenida de América, Cruz del Rayo, República Argentina, Nuevos Ministerios y Concha Espina. Magnífico ático abuhardillado en una excelente ubicación, destacando por su abundante luz natural que inunda cada rincón. Esta vivienda única cuenta con 2 dormitorios y 2 baños, ofreciendo comodidad y privacidad. El piso está para reformar, lo que brinda una oportunidad inmejorable para diseñar y personalizar tu hogar ideal, aprovechando al máximo su encanto abuhardillado y las posibilidades que ofrece. No dejes pasar la oportunidad de vivir en un espacio lleno de potencial en una zona privilegiada.",False,good,False,True,8800.0,False,False,False,False,[],False,False,1100000.0,€,flat,"Bernabéu-Hispanoamérica, Madrid",Piso,,,,5,True,,,,
108631310,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/49/07/10/1350481550.webp,3700,13,167500.0,flat,sale,44.0,2,1,calle Aldeanueva de la Vera,Madrid,Madrid,Latina,es,Águilas,40.3754371,-3.7749706,False,https://www.idealista.com/inmueble/108631310/,"PISOFACIL VENDE PISO EN LAS AGUILAS MADRID – PLANTA BAJA EXTERIOR, 2 DORMITORIOS, 1 BAÑO, FINCA CON ASCENSOR. Encantador piso en una planta baja en un edificio totalmente rehabilitado. Con una superficie construida de 44m² según catastro. Esta propiedad ofrece un amplio salón, dos dormitorios, una moderna cocina integral y un baño completo con plato de ducha, mampara y ventana exterior. Los suelos en cerámica aportan calidez al hogar, mientras que la carpintería interior en madera y la carpintería exterior de aluminio garantiza una óptima eficiencia energética. La orientación este brinda abundante luz natural, creando un ambiente acogedor en toda la vivienda. Ubicación inmejorable: • A muy pocos metros de la estación de la Renfe (Línea C5): Las Águilas. • Varias líneas de autobús cercanas • Zona con todos los servicios: supermercados, colegios, centros de salud, comercios, farmacias y zonas verdes. CARACTERÍSTICAS BÁSICAS Piso en una planta baja. Superficie construida 44m² según catastro Salón Cocina Independiente 2 dormitorios 1 baño completo con plato de ducha Calefacción Independiente a gas natural A/A bomba frio/calor en el salón Suelos en cerámica Carpintería exterior aluminio Carpintería interior en madera Conservación: para entrar a vivir. Año de construcción: 1960 *El precio de la oferta puede ser modificado o darse de baja sin previo aviso. Todos los datos expuestos son meramente orientativos. El precio no incluye impuestos ni gastos. Se debe añadir a la compra en viviendas de segunda mano el ITP, en viviendas de Obra Nueva el IVA y AJD y en ambos casos los honorarios de la agencia, notaria y registro. SOLICITE MÁS INFORMACIÓN SIN COMPROMISO EN EL TELÉFONO TAMBIÉN POR WHATSAPP SERVICIOS AL COMPRADOR - Estudio de solvencia totalmente gratuito - Financiación al 100%, previo estudio - Acuerdos de colaboración con entidades bancarias para conseguir las mejores condiciones económicas de tu préstamo hipotecario - Asistencia profesional durante todo el proceso de compra-venta de tu vivienda, incluso después de la firma de escrituras y entrega de llaves - Más de 15 años de experiencia en el sector inmobiliario REFERECIA: 3700.",False,good,False,True,3807.0,False,False,False,False,[],False,False,167500.0,€,flat,"Águilas, Madrid",Piso en calle Aldeanueva de la Vera,,,,bj,True,,,,
106497706,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d1/9e/19/1284624018.webp,MURE-480003,3,126000.0,flat,sale,83.0,4,3,calle San Lorenzo,Madrid,Valdemorillo,Valdemorillo pueblo,es,,40.504531,-4.0702435,False,https://www.idealista.com/inmueble/106497706/,"Inmueble sin posesión y sin acceso al interior. Las fotografías del interior y las características del activo, pueden no ajustarse al estado actual.  NO COBRAMOS COMISIÓN DE INTERMEDIACIÓN AL COMPRADOR ¡Tenemos en exclusiva un piso para ti!  Disponemos de un piso en edificio residencial que puedes adquirir en propiedad, con una superficie de 83m² muy bien distribuido en 4 dormitorios, 3 baños, un amplio y luminoso salón-comedor y una cocina independiente, ubicado en la localidad de Valdemorillo, provincia de Madrid.  Este piso es ideal para quienes buscan un hogar confortable en un entorno natural y acogedor.  Este espacioso piso cuenta con un luminoso salón-comedor, perfecto para disfrutar de momentos en familia y reuniones con amigos. Decorado con gusto y con materiales de alta calidad, este piso ofrece una experiencia de vida inmejorable.  Situado en una zona residencial tranquila, este piso disfruta de una ubicación estratégica. A poca distancia, encontrarás supermercados, colegios, centros de salud y una variada oferta de tiendas y restaurantes. Además, la excelente conexión con las principales vías de acceso te permitirá llegar rápidamente a otras áreas de interés en Madrid y sus alrededores.  Hipoges cuenta con una amplia cartera de activos inmuebles tanto en España como en Portugal y Grecia. Esta propiedad está ocupada por terceros. No se puede visitar. No apta para compradores que requieran financiación hipotecaria. El comprador será responsable de los trámites y gastos relacionados con la desocupación del inmueble. La información proporcionada referente a la distribución y estructura puede no ajustarse a la realidad, ya que su verificación no ha sido posible. La distribución indicada se ha tomado en referencia a la distribución de activos de la zona. ¿Necesitas financiación? Te ofrecemos la posibilidad de financiaciones de hasta el 100% para la compra de este inmueble. Entra en Finanwin. com, haz tu simulación y obtén la mejor oferta para tu Hipoteca de la manera más ágil y sencilla.",False,good,False,False,1518.0,False,False,False,False,[],False,False,126000.0,€,flat,"Valdemorillo pueblo, Valdemorillo",Piso en calle San Lorenzo,,,,bj,,,,,
108766773,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/10/4a/7c/1354696641.webp,,10,319000.0,flat,sale,60.0,2,1,calle de la Cañada,Madrid,Madrid,Moratalaz,es,Vinateros,40.4065922,-3.6431941,False,https://www.idealista.com/inmueble/108766773/,"Piso reformado a medida en finca en buen estado con ascensor. Consta de 2 habitaciones, baño y cocina. En nuestras reformas se cambian todas las instalaciones y tabiquerías interiores, incidiendo en la eficiencia energética y el aprovechamiento del espacio. La instalación eléctrica se compone de cuadro elevado y cambio de acometida para que esté libre de halógenos obteniendo un nuevo boletín eléctrico. La instalación de fontanería y gas se renueva totalmente, con caldera de Saunier Duval Thelia Condens y nueva instalación de gas con nuevo boletín y contador. La tabiquería interior se renueva utilizando doble tabiquería de pladur con fibra de vidrio para asegurar el nuevo aislamiento tanto térmico como acústico. En muchos casos, se mejora también el aislamiento de fachadas y medianeras y suelos y techos por petición, con materiales de especiales cualidades que ocupan el menor espacio posible. Nuestras reformas han sido cuidadosamente diseñadas realizando viviendas totalmente equipadas con gamas medias altas pensadas para una primera vivienda. También ayudamos a gestionar la financiación más competitiva para cada perfil.",False,good,False,True,5317.0,False,False,False,False,[],False,False,319000.0,€,flat,"Vinateros, Madrid",Piso en calle de la Cañada,,,,2,True,,,,
