propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,floor,exterior,district,hasLift,neighborhood,parkingSpace.parkingSpacePrice
108889218,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/76/d1/c1/1358030424.webp,,15,420000.0,flat,sale,88.0,3,1,avenida del Manzanares,Madrid,Madrid,es,40.3941361,-3.7092471,False,https://www.idealista.com/inmueble/108889218/,"""NEGOHOME MADRID ofrece inmueble ubicado en una de las fincas señoriales de la zona, al lado del Parque Madrid Rio. Consta de recibidor, amplio salón-comedor, cocina independiente con tendedero cerrado, tres dormitorios grandes y un baño con bañera. La excelente distribución de este ofrece diversas posibilidades de adaptaciones para aquellos que prefieran un cambio. El inmueble cuenta con excelente ubicación. Tiene acceso directo a la M30 y fácil acceso a la A42. Tiene muy cerca el metro Marqués de Vadillo (línea 5). A pocos minutos de General Ricardos que tiene varias líneas EMT y de la Glorieta de Cádiz que tiene numerosas paradas de autobuses que comunican con todas las zonas de Madrid. Tiene cerca la parada de la línea 23 que hace trayecto por Antonio López y llega hasta la Plaza Mayor. Al lado del Puente Praga y Paseo Santa María de la Cabeza. El piso muy bien comunicado con el Centro de Madrid, Atocha, Retiro, al lado de Legazpi y otros lugares de gran importancia. El piso se encuentra al lado del Parque Madrid Rio donde se puede disfrutar de un magnífico ambiente natural y muy agradable para pasear y practicar deportes. Ubicado en una de las calles más comerciales de la zona, al lado de Antonio López, donde los comercios y servicios resaltan su atractivo, la zona está rodeada de colegios, centros de salud, zonas verdes, mercados, bancos, tiendas, bares y restaurantes para deleite de visitantes y residentes. A solo 10 minutos andando se encuentra el nuevo centro comercial Madrid Rio 2. Tiene muy próximo ofertas de restauración y cultura, lugares próximos como el Matadero y Naves del Español. Para más información o visitarlo no dude en contactar con nuestro departamento comercial NEGOHOME MADRID GESTIÓN INMOBILIARIA. '.",False,good,False,4773.0,False,False,False,False,[],False,False,420000.0,€,,,,,,flat,,"Comillas, Madrid",Piso en avenida del Manzanares,Destacado,4,False,Carabanchel,True,Comillas,
108748794,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/42/03/68/1353976738.webp,VPV215124,32,13500000.0,flat,sale,518.0,4,6,Barrio Almagro,Madrid,Madrid,es,40.4327007,-3.6927283,False,https://www.idealista.com/inmueble/108748794/,"THE AVENUE Select Real estate, tiene el privilegio de presentarles una verdadera joya inmobiliaria: un ático dúplex en esquina, ubicado en una de las calles más emblemáticas del prestigioso barrio de Almagro.  Este elegante hogar se encuentra resguardado en una finca que ofrece seguridad las 24 horas del día, garantizando la tranquilidad y comodidad de sus afortunados residentes.  Desde el momento en que ponga un pie en esta propiedad, quedará cautivado por la amplitud de sus espacios y la luminosidad que inunda cada rincón, pero son las terrazas las que realmente hacen de esta vivienda algo excepcional.  El hall de entrada le dará la bienvenida con su magnificencia y, al avanzar, se sumergirá en el grandioso salón, un espacio dividido en múltiples ambientes, incluido un comedor.  La cocina, equipada con todos los electrodomésticos necesarios, combina practicidad y comodidad, incorporando una zona de lavado y un dormitorio de servicio. El dormitorio principal, un verdadero refugio de lujo que cuenta con dos baños en suite, un vestidor doble y una zona de estar privada.  Además, encontramos otro espacioso dormitorio en suite con su zona de trabajo, así como un tercer dormitorio de generosas dimensiones con un baño en suite.  La planta principal se despliega hacia una espectacular terraza perimetral, que culmina en un amplio rincón donde podrá disfrutar de las vistas que solo un ático en esquina puede ofrecer.  Pero la verdadera sorpresa aguarda en la planta superior, a la que se accede cómodamente a través de una escalera interna. Aquí nos encontramos con una terraza que alberga una piscina exterior climatizada, una zona de bar completamente equipada, áreas de sofás, un comedor al aire libre y una zona cubierta que se transforma en un comedor de verano. Además, cuenta con un baño y una magnífica sala de cine, convirtiéndola en un espacio diseñado para el ocio.  Para completar, esta propiedad incluye tres plazas de garaje dentro de la finca y tres trasteros. En resumen, esta vivienda es un testimonio del lujo, la exclusividad y el confort en su máxima expresión. Una oportunidad única que no debe pasarse por alto.",False,good,False,26062.0,True,False,False,False,[],False,False,13500000.0,€,,,,True,True,flat,,"Almagro, Madrid",Piso,Destacado,9,True,Chamberí,True,Almagro,
108460920,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/73/d7/d6/1345596369.webp,V2648MA,25,640000.0,flat,sale,69.0,1,1,Barrio Malasaña-Universidad,Madrid,Madrid,es,40.4214458,-3.702244,False,https://www.idealista.com/inmueble/108460920/,"En uno de los barrios más vibrantes de la ciudad, y en un precioso edificio clásico de 1900, encontramos este bonito apartamento, completamente reformado, amueblado y listo para vivir. Está ubicado en la última planta del edificio, con dos ventanas a la calle con orientación sudeste, por lo que goza de estupenda luz natural. Su inteligente reforma aprovecha al máximo los espacios, y conserva el carácter original del edificio con las vigas de madera vistas en techos y paredes. La zona social de la vivienda es una gran espacio abierto, con amplias zonas de estar y de comedor. La cocina es abierta, está totalmente equipada y tiene una bonita barra con taburetes. El dormitorio, con cama doble y armarios empotrados, se abre a través de puertas correderas y tiene gran cristalera que le aporta luz natural. El baño es completo, con amplio almacenaje y gran ducha. Toda la vivienda tiene suele radiante y refrescante, y el agua caliente y calefacción es por aerotermia individual. La propiedad incluye dos trasteros, uno más pequeño y otro de gran tamaño en el bajo cubierta. La finca tiene ascensor y fácil acceso. Se trata de una excelente propiedad, como vivienda y también como inversión. Se alquila habitualmente por corta estancia, ofreciendo una rentabilidad bruta del 6,5%. Tiene además muy bajos costes de mantenimiento. Sin duda, una excelente propiedad en una de las zonas de más auge de Madrid.",False,good,False,9275.0,True,False,False,False,[],False,False,640000.0,€,,,,,,flat,,"Malasaña-Universidad, Madrid",Piso,Destacado,4,True,Centro,True,Malasaña-Universidad,
108284282,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5f/92/11/1346410408.webp,,26,865000.0,flat,sale,72.0,2,2,calle del Conde de Peñalver,Madrid,Madrid,es,40.426996,-3.6747043,False,https://www.idealista.com/inmueble/108284282/,"PISO A ESTRENAR DE CATEGORÍA  DISPONE DE DOS DORMITORIOS, EL PRINCIPAL CON BAÑO EN SUITE Y UN SEGUNDO BAÑO COMPLETO INDEPENDIENTE. - AMPLIÓ SALÓN COMEDOR / COCINA INTEGRADA - COCINA DE DISEÑO ITALIANO COMPLETA CON ELECTRODOMÉSTICOS Y VINOTECA BOSCH - ZONA DE LAVANDERÍA  - PORTERO FÍSICO - A 8 MINUTOS ANDANDO DEL PARQUE DEL RETIRO - MUY BUENA LUZ *PRODUCTO DE ALTA RENTABILIDAD PARA LA ZONA* REFORMA INTEGRAL DE LUJO Sin agencias / sin comisiones inmobiliarias. Directo con nosotros. En una de las zonas más exclusivas de Madrid. Barrio de salamanca  este distinguido barrio residencial se ha convertido en una de las más importantes zonas comerciales de la ciudad y uno de los barrios de mayor nivel de vida de Europa con la mayor zona de compras de lujo.  muy cerca de todo, a metros de supermercados, centro deportivo viding, corte ingles, plaza felipe ii, grandes marcas de ropa. ALGUNOS DETALLES DE CALIDADES: Electrodomésticos: BOSCH COCINA: - encimera porcelanico 12 mm. - Color: Negro con betas doradas  - Resiste al calor y al rayado. -vitrinas iluminadas para almasenaje SUELOS Y AZULEJOS - Porcelanicos baños ROCERSA /PERONDA - Porcelanico de suelo HARU MIEL  CALEFACCION Y CLIMATIZACION: - Por Conducto en todas las estancias - Toallero de diseño negro  - Radiador: Diseño Horizontal Negro ARMARIOS De carpintería empotrados a medida iluminados, puertas lacadas  Cajonera con cristalera.  *************ven a conocerlo************* a la hora de nuestras obras, reformas y decoraciones pensamos como ustedes en vivir en un lugar agradable, moderno, cómodo y con muchas calidades. Nuestro concepto es que nos vuelvas a elegir. Contamos con otros pisos en venta y en obra de reforma en diferentes barrios de Madrid. No dude en consultarnos contacto  Martin wapp- 6 0 3 8 5 6 9 0 2 capital home 10g.",True,good,False,12014.0,True,False,False,False,[],False,False,865000.0,€,,,,,,flat,,"Goya, Madrid",Piso en calle del Conde de Peñalver,Destacado,3,False,Barrio de Salamanca,True,Goya,
107529343,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/18/29/dd/1315153374.webp,,32,299500.0,flat,sale,75.0,2,2,calle de Tribulete,Madrid,Madrid,es,40.4071063,-3.701127,False,https://www.idealista.com/inmueble/107529343/,"ERIV INMOBILIARIA REAL ESTATE pone a la venta OPORTUNIDAD ÚNICA en el centro del Madrid en el emblemático barrio de Lavapiés, a escasos metros del teatro Valle-Inclán, del garaje público de de la calle Primavera y a 5 minutos de Tirso de Molina.  ¡ Descubre esta impresionante vivienda de diseño ubicada en el centro de Madrid! Ideal tanto para quienes buscan un hogar con estilo como para inversores que desean capitalizar en una de las zonas mas deseadas de la cuidad.  Cuenta con un diseño moderno, bohemio y único, con espacios que irradian creatividad, con detalles artísticos y una decoración eclética que invitan a la inspiración.  Se proyecta una vivienda con un alto estándar de confort donde la estética, la luz natural y artificial como el resto de elementos configuran un espacio singular muy agradable donde vivir o pernoctar en Madrid. Su distribución es la siguiente:  Hall de entrada: Espacioso y luminoso y da acceso a todas las entradas.  Salón comedor: Amplio y diáfano con grandes ventanales que proporcionan abundante luz natural. Cocina: Panelada, moderna y completamente equipada con electrodomésticos de alta gama, integrada al salón-comedor en un diseño abierto.  Dos dormitorios dobles: Ambos con baño en suite, camas dobles y muy espaciosos. Dos baños completos: Los dos con amplio plato de ducha.  Entre las características destacadas de este inmueble se encuentran las instalaciones, suelos, paredes, techos, carpinterías exteriores de madera, cristales acústicos y térmicos, pintura, cocina panelada con electrodomésticos, baños, solados o alicatados, iluminación de bajo consumo tipo led; mobiliario de diseño; radiadores eléctricos de bajo consumo con wifi para programar y posibilidad de poner desde el móvil antes de llegar a la vivienda, preinstalación de aire acondicionado, preparada para estrenar evitando la inversión posterior como ocurre en la adquisición de viviendas usadas en la zona, evitando los trámites, problemas o sobrecostes de obra, etc. Los espacios destacan por su funcionalidad y diseño, con una atención impecable al detalle que respira exclusividad. Techos altos, materiales y acabados de primera calidad, iluminación para crear atmósferas y momentos inolvidables que se combinan con un toque contemporáneo, en el centro histórico de Madrid. En cuanto a su ubicación privilegiada y estratégica a escasos metros de la Plaza y metro de Lavapiés, Glorieta de Embajadores siendo un núcleo de comunicación público Bus, Tren cercanías, Metro y a 5 minutos de la estación de Atocha (AVE de alta velocidad o al aeropuerto). No pierdas la oportunidad de invertir o vivir en uno de los barrios más Cool del mundo. Llámanos, estaremos encantados de atenderte y que puedas disfrutar en primera persona de esta Joya. Adelante, ¡ESTAS EN TU CASA!",True,good,False,3993.0,True,False,False,False,[],False,False,299500.0,€,,,,,,flat,,"Lavapiés-Embajadores, Madrid",Piso en calle de Tribulete,Destacado,bj,True,Centro,True,Lavapiés-Embajadores,
108824522,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/62/9e/9c/1356197939.webp,,10,380000.0,flat,sale,47.0,1,1,CL LUIS VELEZ DE GUEVARA,Madrid,Madrid,es,40.4139379,-3.7011443,False,https://www.idealista.com/inmueble/108824522/,"¡Descubre este acogedor piso en pleno corazón de Madrid! Con 47 m² construidos, este encantador espacio cuenta con un amplio salón que se integra perfectamente con la cocina americana, creando un ambiente ideal para disfrutar de momentos inolvidables. La habitación es perfecta para descansar después de un día explorando la ciudad, y el baño está en excelente estado, listo para su uso. Ubicado en el semisótano de un edificio con ascensor, este inmueble ofrece una salida exclusiva a un patio de uso privativo, donde podrás relajarte al aire libre. Su ubicación es inmejorable, a pocos pasos de la emblemática Puerta del Sol, la Plaza Mayor, la estación de Atocha y el hermoso Parque del Retiro. Además, cuenta con calefacción eléctrica y aire acondicionado para garantizar tu comodidad durante todo el año. Este piso de segunda mano, construido en 1910, mantiene el encanto de la arquitectura madrileña mientras ofrece todas las comodidades modernas. ¡No dejes pasar la oportunidad de vivir en una de las zonas más vibrantes de la ciudad! Ideal tanto para inversores como para quienes buscan un hogar en el centro de Madrid. ¡Contáctanos y ven a verlo! Puedes ver mas inmuebles en.",True,good,False,8085.0,False,False,False,False,[],False,False,380000.0,€,420000.0,40000.0,10.0,,,flat,,"Lavapiés-Embajadores, Madrid",Piso en Cl Luis Velez De Guevara,Destacado,ss,False,Centro,True,Lavapiés-Embajadores,
108519395,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ab/36/0f/1347543899.webp,H2802264-2,29,650000.0,flat,sale,93.0,3,2,calle de Puerto Serrano,Madrid,Madrid,es,40.3864188,-3.686942,False,https://www.idealista.com/inmueble/108519395/,"Homes by Gestilar vende esta vivienda de 93m² ubicada en Calle de Puerto Serrano, una de las mejores zonas de Madrid tanto por su calidad de vida como por su seguridad.  ¡Homes by Gestilar somos propietarios de todos los pisos que tenemos en venta en Madrid, no cobramos comisiones! Esta vivienda destaca por estar ubicada en un residencial con piscina. Su distribución es excelente, donde la luz natural y la amplitud de los espacios juegan un papel protagonista. Dispone de un salón comedor, cocina independiente, tres dormitorios y un baño. Al estar en la fase previa a la reforma, el piso puede tener 3 dormitorios y 2 baños, tal y como se ve en los planos. La compra de la vivienda se puede realizar con y sin reforma. Por último, cabe destacar que está ubicada en un edificio con ascensor y zonas comunes que incluyen piscina y jardín. Los renders son representaciones hiperrealistas que pueden ser modificadas según proyecto. ¡No dejes pasar esta oportunidad! Contáctanos para más información y personaliza tu futuro hogar.",True,good,False,6989.0,True,False,False,False,[],False,False,650000.0,€,,,,,,flat,,"Legazpi, Madrid",Piso en calle de Puerto Serrano,Destacado,3,True,Arganzuela,True,Legazpi,
108629259,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b3/2c/58/1350420842.webp,SAINZBAR,43,815000.0,flat,sale,119.0,4,2,Barrio Ibiza,Madrid,Madrid,es,40.4160969,-3.6755149,False,https://www.idealista.com/inmueble/108629259/,"Les presentamos una excepcional vivienda en pleno Barrio de Retiro, ubicada en la calle Alcalde Sainz de Baranda. Esta maravillosa propiedad de 119 metros cuadrados es perfecta para quienes buscan un hogar amplio y acogedor en una de las zonas más emblemáticas de Madrid. La vivienda cuenta con 4 dormitorios, de los cuales dos son de buen tamaño y otros dos tienen dimensiones muy generosas. Actualmente, uno de los dormitorios tiene acceso directo a la terraza de la casa, mientras que el otro puede adaptarse para disfrutar de este mismo acceso. El salón comedor es luminoso y cuenta con ventilación natural, creando un ambiente agradable para compartir momentos en familia o con amigos. Además, dispone de dos cuartos de baño y una cocina completamente equipada. La vivienda se encuentra en buenas condiciones para residir, aunque también ofrece diversas posibilidades de reforma para adaptarla a tus gustos y necesidades. Es un piso interior, situado en un bajo con acceso para personas con movilidad reducida. La finca cuenta con ascensor, lo que añade comodidad a tu día a día. Uno de los grandes atractivos de esta propiedad es una espectacular terraza, donde podrás disfrutar de un espacio de tranquilidad, ideal para comer al aire libre y relajarte en las frescas tardes y noches de verano, lejos de los ruidos externos. La vivienda se vende con plaza de garaje PAR en la calle Doce de Octubre, en el parking APK2 Retiro - Niño Jesús. La entrada al parking se realiza por la calle Alcalde Sainz de Baranda, y la plaza de garaje cuenta con una cesión válida hasta el 26 de febrero de 2049, lo que garantiza un espacio seguro y cómodo para tu vehículo en una ubicación privilegiada. El parque del Retiro, que se encuentra a tan solo una manzana de la vivienda. Este icónico parque es un verdadero oasis en el corazón de Madrid, donde podrás disfrutar de paseos, actividades al aire libre, y eventos culturales. Además, cuenta con hermosos jardines, estanques y áreas de recreo, perfectas para disfrutar en familia o con amigos. La zona también ofrece una amplia variedad de servicios, incluyendo supermercados, tiendas, cafeterías y restaurantes, lo que la convierte en un lugar muy práctico para vivir. En cuanto a transporte, está bien comunicada con varias líneas de metro ( Ibiza- Línea 9 y Sainz de Baranda- Línea 6 y 9 ) y autobuses ( 20, 26, 63,152) facilitando el acceso a otras áreas de la ciudad.  Si tienes alguna duda o deseas más información sobre esta maravillosa vivienda, no dudes en ponerte en contacto con Kason Asesores. ¡Estamos aquí para ayudarte a encontrar tu nuevo hogar! [IW].",True,good,False,6849.0,True,True,False,False,[],False,False,815000.0,€,830000.0,15000.0,2.0,,,flat,,"Ibiza, Madrid",Piso,Destacado,bj,False,Retiro,True,Ibiza,
103289780,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/47/f5/86/1184639454.webp,2131/136,54,649000.0,chalet,sale,455.0,7,5,calle Ramal del Valle,Madrid,Sevilla la Nueva,es,40.3503982,-4.0626786,False,https://www.idealista.com/inmueble/103289780/,"REF. 2131/136. Quieres vivir en un CHALET 100% independiente, con piscina panorámica, a solo 40 Km. de Madrid, y rodeado de naturaleza con las mejores VISTAS a las Sierras de Guadarrama y Gredos? . ALFA KEY WEST INMOBILIARIA te VENDE SIN HONORARIOS al COMPRADOR espectacular CHALET INDEPENDIENTE seminuevo (Año 2003) con 455 m2 construidos (393 M2 útiles), distribuidos en 2 plantas, en una gran parcela ajardinada con arboles frutales muy independiente con 2136 m2, piscina de 62 m2, 3 salones, 7 dormitorios, 4 baños y 1 aseo, 2 terrazas, cochera exterior, trastero, en la Urbanización Los Cortijos de Sevilla la Nueva, en una paraje natural. La vivienda tiene 2 edificios conectados por un pasillo, uno en planta, y el segundo edificio con un 2ª planta con amplio salón con mucha luz. Cuenta con una solida construcción y buena calidad de acabados, esta reformada con muchas mejoras, en muy buen estado de conservación, con un bonito jardín con diverso arbolado, con una buena distribución y mucha luz. La calefacción y ACS son por caldera de gasóleo, cuenta con aire acondicionado con bomba de calor en varias estancias, dobles ventanas con doble cristal en color lacado de madera oscilobatientes, suelos de gres y tarima, con pintura en liso, puertas y armarios en madera de color roble, gran capacidad de armario, y estancias amplias y muy luminosas, destacando 3 amplios salones, una terraza en 1ª planta con idílicas vistas, su amplio porche en PB, la piscina panoramica de 62 m2 rodeada se suelo de hormigon impreso y su bonito estilo mudéjar que evoca la Alhambra de Granada. En la la zona exterior tenemos una amplia piscina de 62 m2, con zonas de solado con hormigón impreso, y una zona de garaje cubierto para varios vehículos y trastero. Es un inmueble ubicado a solo 4 Km del casco urbano de Sevilla la Nueva, en una calle tranquila, muy independiente, cerca de todos los servicios, parques, transportes y comunicaciones, a sólo 40 Km. de Madrid, junto a la Autovía M-501 la A-5 y la M-600.  Recuerda, que ALFA KEY WEST INMOBILIARIA siempre te ofrece la mejor FINANCIACION hasta el 100% (*Sujeto a estudio financiero). Llámanos, te informamos, y si quieres lo visitamos. TE ENAMORARA.",True,good,False,1426.0,True,False,False,False,[],False,False,649000.0,€,,,,True,True,chalet,independantHouse,Sevilla la Nueva,Casa independiente en calle Ramal del Valle,Destacado,,,,,,
107691789,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/12/0c/14/1322110080.webp,,49,1795000.0,flat,sale,321.0,4,4,calle de la Princesa,Madrid,Madrid,es,40.4311254,-3.7177368,False,https://www.idealista.com/inmueble/107691789/,"En el distinguido distrito de Chamberí, junto al intercambiador de Moncloa, se encuentra esta joya arquitectónica con fachada histórica, ubicada en la representativa calle Princesa. Una cuarta planta única dentro de un edificio de 1927 que conserva el carácter señorial de la época, desplegando 321 m² llenos de luz, amplitud y estilo. La vivienda es completamente exterior, con doble orientación a las calles Princesa e Hilarión Eslava. El salón principal, amplio y luminoso, se abre a tres balcones que integran la ciudad en el espacio vital. Un cuarto balcón, situado en el despacho, ofrece también vistas a la calle Princesa y conecta directamente con el salón, favoreciendo una distribución fluida y versátil. Dispone de tres dormitorios de gran tamaño, dos de ellos con baño en suite. La suite principal destaca por su espectacular vestidor de más de 10 m² y un baño diseñado para el bienestar, con jacuzzi, ducha y acabados de calidad superior. Completan la vivienda una zona de lavandería independiente y un trastero, que aportan comodidad y funcionalidad. Una propiedad única, donde la elegancia clásica convive con el confort contemporáneo, en uno de los enclaves más representativos de Madrid.",True,good,False,5592.0,True,False,True,False,[],False,False,1795000.0,€,,,,,,flat,,"Gaztambide, Madrid",Piso en calle de la Princesa,Destacado,4,True,Chamberí,True,Gaztambide,
108496876,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/76/30/43/1296012014.webp,CRISTIAN,15,159000.0,flat,sale,44.0,2,1,calle Pérez Escrich,Madrid,Madrid,es,40.3947612,-3.7252249,False,https://www.idealista.com/inmueble/108496876/,"¡ESTUPENDO PISO EN VENTA EN MADRID - SAN ISIDRO! Descubre este amplio y luminoso piso en el distrito de Carabanchel, Ubicado en una planta baja, este inmueble es la oportunidad perfecta para convertirlo en el hogar de tus sueños. La vivienda cuenta con 44 m², ubicado en una finca histórica de 1950 y te ofrece todas las comodidades que necesitas.  Características Principales: Cuenta con dos amplias habitaciones equipadas con armarios, cajoneras; una de ellas con cama matrimonial, la segunda actualmente dedicada a estudio. Se trata de un espacio perfecto para convertirlo en tu nuevo hogar. La sala de estar, luminosa y espaciosa, la zona de la cocina está equipada con electrodomésticos, incluyendo nevera, lavadora, placa vitrocerámica y horno. El baño completo cuenta con una ducha cómoda y funcional. Además de un amplio espejo panorámico y radiador toallero. Podrás disfrutar del aire fresco con acceso al patio interior de la finca (que es muy amplio y luminoso). Todas las estancias tienen ventanas. La vivienda dispone de calefacción (caldera gas individual), con radiadores en todas las estancias. Tiene una orientación oeste que asegura una excelente ventilación y luz natural.  A pocos pasos encontrarás tiendas, servicios y excelentes conexiones de transporte público. Situado en San Isidro, este piso goza de una excelente conectividad. Estación de metro Urgel con paradas de autobús a menos de 5 minutos de la finca, facilitando el acceso a todo Madrid con buena conexión con las principales vías y autopistas, M-30, A-42, Calle General Ricardos, Calle de Antonio López, etc. Autobuses: Amplia red de líneas de autobús. Inmejorable zona en un barrio vibrante y dinámico, con una gran variedad de servicios y actividades. La zona ofrece una amplia oferta de ocio y gastronomía para residentes y visitantes. Este piso es una oportunidad única para aquellos que buscan una propiedad con potencial en una de las zonas más en desarrollo de Madrid. ¡No pierdas la oportunidad de convertir este espacio en un hogar perfecto, contáctanos para más información y para programar una visita! AVISO LEGAL: Recordamos a nuestros Señores clientes que la información facilitada no constituye una auténtica oferta vinculante ni contractual. Este anuncio publicitario es provisional, y las fotografías y datos en él incluidos están sujetos a posibles modificaciones, consecuencia de exigencias comerciales, jurídicas, técnicas o por mandato expreso de la propiedad. La información aquí contenida procura reflejar una orientación sobre los inmuebles a la fecha de su publicación. Tanto los datos, como las imágenes y planos pueden estar sujetos a cambios, por lo que le invitamos a que, si precisa una información más exacta y detallada, contacte con nosotros y le atenderemos a la mayor brevedad posible. Los contenidos tienen únicamente finalidad informativa y bajo ninguna circunstancia deben usarse ni considerarse como oferta de venta o financiación, solicitud de una oferta de compra o financiación, ni recomendación para realizar cualquier otra transacción, salvo que así se indique expresamente. La información y documentación a ofrecer de acuerdo con lo dispuesto en el Real Decreto 515/1989 (de 21 de abril, relativa a la protección de los consumidores en cuanto a la información a suministrar en la compraventa y arrendamiento de viviendas), será puesta a disposición de los potenciales compradores en las respectivas delegaciones territoriales gestoras del inmueble.",False,good,False,3614.0,True,False,False,False,[],False,False,159000.0,€,169000.0,10000.0,6.0,,,flat,,"San Isidro, Madrid",Piso en calle Pérez Escrich,Destacado,bj,False,Carabanchel,False,San Isidro,
105958529,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1b/7a/d5/1268195781.webp,PR99558923,36,569000.0,flat,sale,118.0,4,1,Barrio Sol,Madrid,Madrid,es,40.4209971,-3.7018967,False,https://www.idealista.com/inmueble/105958529/,"""Vive la Gran Vía como nunca antes. Piso con encanto y alta rentabilidad. Disfruta de vistas espectaculares, una ubicación privilegiada y la comodidad de un hogar listo para habitar o generar ingresos. Este piso de 4 habitaciones, con terraza privada y acabados de calidad, te ofrece una experiencia única en el corazón de Madrid. ¡Una inversión segura y una vida llena de posibilidades!",False,good,False,4822.0,True,False,True,False,[],False,False,569000.0,€,,,,,,flat,,"Sol, Madrid",Piso,Destacado,4,True,Centro,False,Sol,
108816173,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e0/77/b7/1355966690.webp,,16,235000.0,flat,sale,40.0,2,1,calle de los Cabestreros,Madrid,Madrid,es,40.4102343,-3.7059906,False,https://www.idealista.com/inmueble/108816173/,"Agencia inmobiliaria de Madrid zona Lavapies – Embajadores – Tirso De Molina Tecnocasa ESTUDIO REAL DE LAVAPIES SL VENDE ¿Buscas un piso en una de las zonas más vibrantes de Madrid? ¡Este es tu lugar! Tecnocasa te presenta este acogedor piso de 40 m2 en la tercera planta. La vivienda cuenta con salón, 2 DORMITORIOS, cocina independiente y baño completo. La ubicación es inmejorable, en pleno corazón de Lavapies - Embajadores - Tirso De Molina, con una excelente comunicación gracias a las estaciones de metro L5 La Latina, L3-Lavapies y Embajadores-L3-L5, así como la estación de Renfe Embajadores a solo 5 minutos a pie. La estación de Atocha también está a solo 10 minutos en metro desde la estación de Tirso de Molina, línea L1. Además, tendrás acceso a una amplia red de autobuses para moverte por la ciudad. ¿Te interesa conocer más detalles sobre la financiación? Uno de nuestros asesores financieros de Kiron estará encantado de informarte. No pierdas la oportunidad de vivir en una de las zonas más emblemáticas de Madrid. ¡Contáctanos sin compromiso y concertaremos una visita para que puedas verlo en persona!",True,renew,False,5875.0,False,False,False,False,[],False,False,235000.0,€,,,,,,flat,,"Lavapiés-Embajadores, Madrid",Piso en calle de los Cabestreros,Destacado,3,False,Centro,False,Lavapiés-Embajadores,
108786387,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6a/91/db/1357111465.webp,PI17,15,698000.0,flat,sale,75.0,2,2,avenida de Pablo Iglesias,Madrid,Madrid,es,40.4477307,-3.709503,False,https://www.idealista.com/inmueble/108786387/,"Spacio4 Luxury Homes presenta este elegante y luminoso piso que ha sufrido una reforma integral, ubicado en la quinta y última planta de una finca señorial, con ascensor, en el emblemático barrio de Vallehermoso, Madrid. Una vivienda interior pero muy luminosa gracias a sus amplios ventanales, diseñada con un estilo moderno, elegante y funcional en una de las zonas más deseadas de la capital. Diseño minimalista y distribución optimizada Esta propiedad ha sido sometida a una reforma integral, transformando su antigua distribución de tres dormitorios y un baño en un espacio más amplio, cómodo y contemporáneo, perfecto para parejas, profesionales o inversores. Características destacadas: * 2 dormitorios amplios, uno de ellos con baño en suite. * 2 baños completos, con diseño actual y materiales de calidad. * Salón-comedor con cocina abierta, en un espacio diáfano que maximiza la luz natural. * Ubicado en una quinta planta, lo que garantiza tranquilidad y luminosidad. * Finca señorial con portero físico, ascensor y en muy buen estado de conservación. Una joya con gran potencial de revalorización. Este piso ofrece la combinación perfecta entre diseño contemporáneo y ubicación privilegiada. Situado en una zona residencial con encanto, rodeado de comercios, restaurantes, zonas verdes, hospitales colegios y excelente comunicación mediante transporte público. Vive en Vallehermoso con estilo y comodidad Una oportunidad excepcional para quienes buscan una vivienda lista para entrar a vivir en uno de los barrios más carismáticos y con mayor proyección de Madrid. También ideal como inversión con alta rentabilidad en alquiler. Contáctanos para recibir más información o agendar una visita personalizada con Spacio4 Luxury Homes. AVISO LEGAL: Este anuncio tiene carácter informativo y no constituye una oferta contractual vinculante. No incluye impuestos ni gastos de notaría o registro. Las imágenes y características pueden estar sujetas a modificaciones.",True,good,False,9307.0,True,False,False,False,[],False,False,698000.0,€,,,,,,flat,,"Vallehermoso, Madrid",Piso en avenida de Pablo Iglesias,Destacado,5,False,Chamberí,True,Vallehermoso,
