propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,floor,exterior,hasLift,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,district,neighborhood,newDevelopmentFinished
108393671,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/86/03/63/1342834454.webp,Tipo 2B ,15,307495.0,flat,sale,103.0,3,2,"calle Espliego, 1",Madrid,Loeches,es,40.3827807,-3.4211508,True,https://www.idealista.com/obra-nueva/108393671/,"46 viviendas de 2, 3 y 4 dormitorios, con una o dos plazas de garaje y trastero en 4 edificios de baja densidad, 3 alturas, sitos en la calle Victoria Kent. Actualmente nos encontramos en fase de constitución y captación de socios ya que el proyecto se desarrollará en régimen de cooperativa. Contamos con que sea de su interés, y le invitamos a formar parte de la misma, además, al ser una cooperativa en fase de constitución, tendrá la oportunidad de elegir entre un mayor número de viviendas así como de participar activamente en la toma de decisiones y contribuir al desarrollo de su nuevo hogar. Al adjudicarse la vivienda sobre plano, tendrá la ventaja de adherirse al proyecto con una forma de pago más cómoda, pudiendo en la mayoría de los casos, beneficiarse del aumento de su valor a medida que avanza la construcción.  En este momento, la elección de vivienda no comporta desembolso económico, ya que mientras la cooperativa no esté constituída y registrada no se puede realizar ningún tipo de ingreso en la cuenta corriente que se aperturará a nombre de la cooperativa para tal fin. Puede visitarnos en nuestras oficinas centrales de Rivas Vaciamadrid, o solicitarnos la información que necesite online, pudiendo incluso elegir vivienda de esta manera. Proyecto con calificación energética A. Producción de calefacción y refrigeración mediante sistema de Aerotermia con instalación de suelo radiante-refrescante de baja temperatura, repartiendo de manera uniforme calor en invierno y frescor en verano con los más altos niveles de eficiencia y confort. Al no necesitar radiadores, entre otras grandes ventajas, se consigue maximizar el espacio útil en la vivienda. El control de la temperatura se regulará mediante termostato situado en el salón. Vidrios bajo emisivos (ATR) en todos los huecos de fachada. Gran ahorro económico en la factura energética mensual con el máximo confort. Cocinas equipadas con muebles altos y bajos. Sistema de alarma individual con servicio de aviso a la policía. Pintura lisa, carpintería interior lacada en blanco. Promovido por Edificio Victoria Kent Loeches, S. Coop. Mad. , una sociedad cooperativa en constitución, gestionada por Ksanet, empresa gestora con amplia experiencia en la gestión de cooperativas de viviendas con la que Factory Casas está colaborando en la estructuración de la demanda.   Edificio Victoria se convierte en la mejor opción para estrenar vivienda moderna y de calidad en Loeches.",False,,True,2985.0,True,False,False,False,[],False,False,307495.0,€,flat,,Loeches,"Piso en calle Espliego, 1",bj,True,True,,,,True,True,,,False
108553684,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ff/fa/14/1348279115.webp,L3-12,12,253000.0,duplex,sale,88.0,1,2,"calle Ibiza, 14",Madrid,San Sebastián de los Reyes,es,40.5567069,-3.6251499,True,https://www.idealista.com/obra-nueva/108553684/,"Residencial Ibiza 14 es un proyecto con un diseño vanguardista. Ofrece un total de 56 unidades, que incluye viviendas Dúplex de 2 dormitorios y (talleres). Tanto los talleres como las viviendas se han diseñado al detalle buscando el máximo confort y la luminosidad del interior. Con excelentes calidades y ubicadas en el barrio del Praderón (San Sebastián de los Reyes), una zona muy consolidada.  Garaje y trastero incluidos en el precio. Zona comunitaria y piscina. Contáctenos para ampliar la información.  Licencia de obras concedida *La infografía mostrada es orientativa y carece de carácter contractual, pudiendo ser variada por función de las exigencias técnicas.",False,newdevelopment,True,2875.0,True,False,False,False,[],False,False,253000.0,€,flat,duplex,"Praderón, San Sebastián de los Reyes","Dúplex en calle Ibiza, 14",bj,True,True,,,,True,True,Praderón,,False
101950900,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a2/84/36/1139168780.webp,VM2407059,32,625000.0,flat,sale,104.0,1,1,plaza del Conde de Miranda,Madrid,Madrid,es,40.4135849,-3.70881,False,https://www.idealista.com/inmueble/101950900/,"PISO EN VENTA PARA ACTUALIZAR EN PLENO MADRID DE LOS AUSTRIAS Ubicado en pleno Madrid de los Austrias, en una de las más solicitadas plazas del distrito centro, aProperties pone a la venta este inmueble de 104 metros para actualizar. A la casa se accede a través de un bonito portal representativo de la zona. En su interior, el edificio dispone un espectacular patio ajardinado. El inmueble, ubicado en una cuarta planta, se distribuye actualmente en un amplísimo salón comedor de gran altura de techo y muchísima claridad. En el interior, se ha optado por los espacios amplios y despejados, y por esta razón actualmente se distribuye en un dormitorio, cocina y un cuarto de baño, pero debido a su altura y tamaño, la casa podría convertirse fácilmente en un Loft, con muchas posibilidades de modernizar e incluso convertir en un piso de 2 dormitorios y 2 baños, hasta incluso 3, dado sus metros cuadrados. En la plaza se ubica tan solo un edificio de viviendas, por lo que apenas hay disponibilidad de inmuebles en este exclusivo e icónico lugar. Se trata, pues, de una oportunidad única e irrepetible de adquirir una casa en un edifico emblemático. La Plaza del Conde de Miranda está situada en el denominado Madrid de los Austrias entre la Plaza Mayor y la Plaza de la Villa, centro histórico de la ciudad. Se trata de una recogida plaza peatonal que mantiene parte de la imagen del antiguo trazado medieval. Cuenta como edificios representativos, como el Convento de las Jerónimas del Corpus Christi fundado en el siglo XVII y la parte posterior de la Basílica Pontificia de San Miguel, con su escudo en la fachada. Allí se encuentran varias casas palacio del siglo XVIII que presentan la típica estructura de las residencias y casas solariegas de la nobleza. En la actualidad la plaza sigue siendo un espacio tranquilo y cerrado para recorrer a pie a través de las calles estrechas del casco histórico. Un oasis de paz en pleno corazón de Madrid. ¿Te imaginas vivir aquí?    Contacte con nosotros para ver más inmuebles similares.",True,renew,False,6010.0,False,False,False,False,[],False,False,625000.0,€,flat,,"Palacio, Madrid",Piso en plaza del Conde de Miranda,4,True,True,,,,,,Centro,Palacio,
108393659,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e1/e8/d5/1342834493.webp,Tipo 03 2 garajes,16,307905.0,flat,sale,105.0,3,2,"calle Espliego, 1",Madrid,Loeches,es,40.3827807,-3.4211508,True,https://www.idealista.com/obra-nueva/108393659/,"46 viviendas de 2, 3 y 4 dormitorios, con una o dos plazas de garaje y trastero en 4 edificios de baja densidad, 3 alturas, sitos en la calle Victoria Kent. Actualmente nos encontramos en fase de constitución y captación de socios ya que el proyecto se desarrollará en régimen de cooperativa. Contamos con que sea de su interés, y le invitamos a formar parte de la misma, además, al ser una cooperativa en fase de constitución, tendrá la oportunidad de elegir entre un mayor número de viviendas así como de participar activamente en la toma de decisiones y contribuir al desarrollo de su nuevo hogar. Al adjudicarse la vivienda sobre plano, tendrá la ventaja de adherirse al proyecto con una forma de pago más cómoda, pudiendo en la mayoría de los casos, beneficiarse del aumento de su valor a medida que avanza la construcción.  En este momento, la elección de vivienda no comporta desembolso económico, ya que mientras la cooperativa no esté constituída y registrada no se puede realizar ningún tipo de ingreso en la cuenta corriente que se aperturará a nombre de la cooperativa para tal fin. Puede visitarnos en nuestras oficinas centrales de Rivas Vaciamadrid, o solicitarnos la información que necesite online, pudiendo incluso elegir vivienda de esta manera. Proyecto con calificación energética A. Producción de calefacción y refrigeración mediante sistema de Aerotermia con instalación de suelo radiante-refrescante de baja temperatura, repartiendo de manera uniforme calor en invierno y frescor en verano con los más altos niveles de eficiencia y confort. Al no necesitar radiadores, entre otras grandes ventajas, se consigue maximizar el espacio útil en la vivienda. El control de la temperatura se regulará mediante termostato situado en el salón. Vidrios bajo emisivos (ATR) en todos los huecos de fachada. Gran ahorro económico en la factura energética mensual con el máximo confort. Cocinas equipadas con muebles altos y bajos. Sistema de alarma individual con servicio de aviso a la policía. Pintura lisa, carpintería interior lacada en blanco. Promovido por Edificio Victoria Kent Loeches, S. Coop. Mad. , una sociedad cooperativa en constitución, gestionada por Ksanet, empresa gestora con amplia experiencia en la gestión de cooperativas de viviendas con la que Factory Casas está colaborando en la estructuración de la demanda.   Edificio Victoria se convierte en la mejor opción para estrenar vivienda moderna y de calidad en Loeches.",False,newdevelopment,True,2932.0,True,False,False,False,[],False,False,307905.0,€,flat,,Loeches,"Piso en calle Espliego, 1",1,True,True,,,,True,True,,,False
108798117,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/19/c3/08/1355443468.webp,T1-BAJA,6,200241.0,flat,sale,65.0,2,2,"calle Eras Altas, 2",Madrid,El Álamo,es,40.2300164,-3.993096,True,https://www.idealista.com/obra-nueva/108798117/,"Residencial El Álamo, pisos de 2 y 3 dormitorios, en Comercialización en El Álamo - ¡Tu nuevo hogar te espera!  Descubre esta obra nueva en el corazón de El Álamo, a solo 30 minutos de Madrid. Estas viviendas cuenta con 2 y 3 luminosos dormitorios y 2 baños completos equipados con sanitarios de alta gama. La distribución es perfecta para disfrutar de cada rincón, con armarios empotrados que ofrecen un amplio espacio de almacenamiento.  El piso incluye una plaza de garaje y acceso a zonas comunes que cuentan con una refrescante piscina, ideal para relajarte en los días soleados. La climatización por aerotermia garantiza un ambiente confortable durante todo el año. Además, la carpintería exterior de PVC y el sistema de aislamiento térmico aseguran un hogar eficiente y acogedor. Ubicado en una excelente zona, este inmueble ofrece la posibilidad de personalización para que puedas adaptarlo a tu estilo. Las zonas comunes están diseñadas para el disfrute familiar, rodeadas de vegetación y espacios abiertos. No pierdas la oportunidad de vivir en un entorno natural, ideal para familias. ¡Contáctanos y agenda tu visita!",False,,True,3081.0,False,False,False,False,[],False,False,200241.0,€,flat,,El Álamo,"Piso en calle Eras Altas, 2",bj,True,True,,,,True,True,,,False
108318117,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2e/85/e2/1340526810.webp,SM2025ANG,15,99900.0,flat,sale,125.0,3,1,San Martín de Valdeiglesias,Madrid,San Martín de Valdeiglesias,es,40.3615514,-4.3943523,False,https://www.idealista.com/inmueble/108318117/,"Piso en planta baja de 125m2, situado en el centro de San Martin de Valdeiglesias con todos los servicios que necesita. El piso se divide en un hall de entrada con un armario empotrado, una cocina independiente, salón-comedor, tres dormitorios con armarios empotrados y un cuarto de baño con plato de ducha.  El piso es muy luminoso. La orientación de la vivienda es sur. Ubicado en San Martín de Valdeiglesias a 60 km de Madrid por la M-501, esta localidad cuenta con todos los servicios, como supermercados (Abiertos domingos incluidos), farmacias, restaurantes.. . Destacar que Pelayos de la Presa y San Martin de Valdeiglesias dispone de pantano y playa con posibilidad de realizar todo tipo de actividades outdoor. Puede visitarnos en nuestra oficina en Calle corredera baja 20 San Martin de Valdeiglesias (Madrid) le informaremos de todas las viviendas de las que disponemos. ¡Beneficiase de nuestro método de trabajo! Gestionamos la venta de su vivienda, encadenamos todos los plazos, contratos, documentación para escritura pública, tramitación hipoteca. Consúltenos sin compromiso. HIPOTECAS 100% EURIBOR DESDE 0.70 ESTUDIO DE FINANCIACIÓN GRATUITO CONSÚLTENOS Y CONCIERTE SU VISITA.",False,good,False,799.0,False,False,True,False,[],False,False,99900.0,€,flat,,San Martín de Valdeiglesias,Piso,bj,True,False,,,,,,,,
108148856,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/75/d8/2f/1337617789.webp,6051,13,1500000.0,chalet,sale,286.0,5,4,calle del Camino del Soto,Madrid,La Moraleja,es,40.5182125,-3.6490409,False,https://www.idealista.com/inmueble/108148856/,"REA Inmobiliaria presenta este fabuloso chalet en esquina con amplias dimensiones y gran privacidad. Muy cerca de la plaza de la Moraleja en urbanización privada con jardines y piscina. La casa está en la mejor ubicación y cuenta con un gran potencial de reforma. Buena inversión.  Planta baja: Hall de entrada, aseo de cortesía, cocina independiente con posibilidad de ampliación para integrar zona de office, y un amplio salón-comedor en dos ambientes con acceso directo al jardín privado. Primera planta: Cuatro dormitorios con armarios empotrados completamente vestidos y dos baños completos. El dormitorio principal cuenta con baño en suite y terraza privada. Planta superior: Buhardilla diáfana con baño completo y salida a una soleada terraza solárium de aproximadamente 12 m², ideal como zona de relax, despacho o dormitorio adicional. Sótano: Dormitorio de servicio con baño, despensa, zona de lavandería y amplio garaje cerrado con capacidad para más de dos coches. Ubicado en una urbanización privada con portero, zonas verdes y piscina comunitaria. Excelente ubicación cerca de colegios, centros comerciales y todos los servicios. Una oportunidad única tanto para actualizar como para disfrutar de un entorno tranquilo y exclusivo en una de las zonas más demandadas de Madrid. Como a veces cuesta imaginar cómo será tu casa con tus muebles y estilo, incluimos una propuesta de interiorismo para ayudarte a visualizar su verdadero potencial. Disponemos de otras muchas propiedades similares que no están publicadas en Idealista. Visite nuestra web reainmobiliaria.com El Soto de la Moraleja es un área residencial que integra chalets adosados, pisos, áticos, bajos con jardín, pareados y todo tipo de casas en altura y adosadas dentro de grandes urbanizaciones ajardinadas, algunas con más de 10.000m2 de jardines con piscina, tenis etc… cerradas a la calle y protegidas del exterior. En el Soto hay numerosos colegios nacionales o internacionales, además de una excelente red de transporte urbano que recorre toda la urbanización y va hasta Madrid capital (Plaza Castilla, Alcobendas y San Sebastián de los Reyes), además del metro cercanías que ya está también junto al Soto. Además, esta zona cuenta con zona comercial propia, con supermercado, cafetería y algunos bancos. Las casas están construidas dese 1960 en adelante, actualmente no existe prácticamente casas de nueva construcción, sino que la mayor parte son casas de los 70 en adelante que tienen muy buenas posibilidades de reforma y que son mucho más extensas en las dimensiones de sus estancias que las casas que hoy en día se construyen. Las urbanizaciones son bastante tranquilas en general y hay población de mediana edad con hijos que van a los colegios de la zona. Casi todas las casas cuentan con área de servicio separada de la zona familiar. Esta es una característica que diferencia mucho a la zona anexa del Encinar de los Reyes donde los pisos no suelen contar con zona de servicio separada.",False,renew,False,5245.0,True,False,False,False,[],False,False,1500000.0,€,chalet,terracedHouse,"El Soto de la Moraleja, La Moraleja",Chalet adosado en calle del Camino del Soto,,,,,,,True,True,El Soto de la Moraleja,,
108883581,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d8/1a/d7/1359065578.webp,VIVSEROB012,42,330000.0,chalet,sale,210.0,4,3,Robledo de Chavela,Madrid,Robledo de Chavela,es,40.5138953,-4.2430277,False,https://www.idealista.com/inmueble/108883581/,"¡VENDE CON NOSOTROS DESDE SOLO EL 1,9%!  ¡CONSEGUIMOS HASTA EL 100% DE FINANCIACIÓN! � CHALET PAREADO EN URBANIZACIÓN PRIVADA CON VISTAS ESPECTACULARES A LA SIERRA DE GREDOS � En venta chalet pareado de 210 m² construidos, situado sobre una amplia parcela llana de 1.000 m², con el 90% de su superficie en una única cota. Se encuentra dentro de una exclusiva urbanización cerrada con solo 16 viviendas, con acceso restringido mediante entrada monumental y portón automático de hierro forjado. Un entorno que asegura tranquilidad, privacidad y seguridad total �️� �️ Distribución cómoda en tres niveles: � Planta de acceso: hall de bienvenida, aseo de cortesía, cocina independiente y gran salón principal muy luminoso, gracias a sus ventanales de suelo a techo que ofrecen una conexión directa con el exterior ☀️ � Primera planta: dormitorio principal con baño privado en suite (con bañera) � y dos dormitorios dúplex que comparten un baño adicional con ducha � � Planta baja a ras de parcela: garaje cerrado incluido en el precio�, salón auxiliar perfecto como zona de ocio, despacho o estudio y un amplio porche cubierto con salida directa al jardín privado. � �Desde el jardín y gran parte de la vivienda se disfrutan de increíbles vistas abiertas a la Sierra de Gredos, consideradas de las mejores de Robledo de Chavela. � Calefacción individual por gas propano ��� Comunidad vecinal sólida y bien administrada �️ Urbanización habitada todo el año � Ubicación privilegiada, a pocos minutos a pie de la estación de Cercanías de Robledo, con un acceso cómodo y prácticamente llano, lo que permite combinar la cercanía a Madrid con la calidad de vida que solo la naturaleza puede ofrecer �� � CONSULTE NUESTRA PAGINA WEB TENEMOS MAS VIVIENDAS QUE NO ESTAN EN LOS PORTALES. SÍGANOS EN NUESTRAS REDES SOCIALES PARA NO PERDERSE NADA: Instagram: @Locativoinmobiliariamadrid TikTok: @Locativoinmobiliaria AVDA. VILLANUEVA DE LA CAÑADA 35, LOCAL 1 QUIJORNA 28693 TELEFONO:  PARQUE EMPRESARIAL “LA FINCA” PASEO CLUB DEPORTIVO 1, EDIFICIO 4 POZUELO 28223 TELEFONO: [IW].",False,good,False,1571.0,False,False,False,False,[],False,False,330000.0,€,chalet,independantHouse,Robledo de Chavela,Casa independiente,,,,,,,True,True,,,
108798310,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/19/c3/08/1355443468.webp,T14 1º,6,275185.0,flat,sale,85.0,3,2,"calle Eras Altas, 2",Madrid,El Álamo,es,40.2300164,-3.993096,True,https://www.idealista.com/obra-nueva/108798310/,"Residencial El Álamo, pisos de 2 y 3 dormitorios, en Comercialización en El Álamo - ¡Tu nuevo hogar te espera!  Descubre esta obra nueva en el corazón de El Álamo, a solo 30 minutos de Madrid. Estas viviendas cuenta con 2 y 3 luminosos dormitorios y 2 baños completos equipados con sanitarios de alta gama. La distribución es perfecta para disfrutar de cada rincón, con armarios empotrados que ofrecen un amplio espacio de almacenamiento.  El piso incluye una plaza de garaje y acceso a zonas comunes que cuentan con una refrescante piscina, ideal para relajarte en los días soleados. La climatización por aerotermia garantiza un ambiente confortable durante todo el año. Además, la carpintería exterior de PVC y el sistema de aislamiento térmico aseguran un hogar eficiente y acogedor. Ubicado en una excelente zona, este inmueble ofrece la posibilidad de personalización para que puedas adaptarlo a tu estilo. Las zonas comunes están diseñadas para el disfrute familiar, rodeadas de vegetación y espacios abiertos. No pierdas la oportunidad de vivir en un entorno natural, ideal para familias. ¡Contáctanos y agenda tu visita!",False,,True,3237.0,False,False,False,False,[],False,False,275185.0,€,flat,,El Álamo,"Piso en calle Eras Altas, 2",1,True,True,,,,True,True,,,False
104319078,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/41/2c/fc/1216599570.webp,PP13,26,174900.0,flat,sale,53.0,1,2,"calle Fresno, 28",Madrid,Camarma de Esteruelas,es,40.5499196,-3.3790876,True,https://www.idealista.com/obra-nueva/104319078/,"Alcala inmobiliaria presenta esta magnifica obra nueva en Camarma: Residencial Fresno en Camarma de Esteruelas se encuentran en un edificio de obra nueva que consta de 27 viviendas en total, ubicado en el centro de la localidad. Cada vivienda cuenta con garaje, trastero y acceso a una piscina comunitaria. Las opciones de vivienda incluyen de 3, 2 y 1 dormitorio, el edificio consta planta baja y primera planta.  ¡Ven a descubrir tu nuevo hogar en Residencial Fresno!",False,,True,3300.0,False,False,False,False,[],False,False,174900.0,€,flat,,Camarma de Esteruelas,"Piso en calle Fresno, 28",1,True,True,,,,True,True,,,False
108795888,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/83/d6/bc/1355372168.webp,W-0306ET,21,890000.0,flat,sale,94.0,2,2,Barrio Huertas-Cortes,Madrid,Madrid,es,40.4136243,-3.6952394,False,https://www.idealista.com/inmueble/108795888/,"Oportunidad de inversión en el Paseo del Prado Engel & Völkers presenta esta fantástica oportunidad de inversión en el Paseo del Prado, recientemente declarado Patrimonio de la Humanidad por la UNESCO, con una ubicación inmejorable, al lado del museo Thyssen, del Real Jardín Botánico, cerca de la estación de Atocha y muy bien comunicado con metro y autobús. Esta acogedora vivienda para actualizar, se encuentra en la tercera planta de un edificio de los años 80, con portero y ascensor. La finca además cuenta con un parking subterráneo, por lo que habría la posibilidad de alquilar una plaza en el mismo edificio según disponibilidad. Este espacioso hogar de 94m2, se encuentra distribuido en dos plantas, en la primera planta se encuentra el amplio salón-comedor, la cocina independiente y el aseo, mientras que en la planta superior queda reservada a la zona de noche, con dos dormitorios y un baño, además de una espacio abierto de zona de lectura siendo una oportunidad única para aquellos que buscan personalizar su espacio en una de las ciudades más vibrantes de Europa. La vivienda cuenta con calefacción y aire acondicionado, además de espacio de almacenamiento, y armarios empotrados. Descubra el potencial de este apartamento en Madrid, donde tendrá la oportunidad de crear un espacio verdaderamente personalizado. Con su ubicación privilegiada y características excepcionales, esta propiedad es una inversión en estilo de vida que no querrá dejar pasar. Ubicado en el prestigioso Paseo del Prado, en el corazón de Madrid, este lujoso inmueble ofrece una experiencia de vida inigualable en una de las zonas más emblemáticas de la ciudad. Ideal para aquellos que buscan un estilo de vida sofisticado y culturalmente enriquecido, el área es perfecta para profesionales, familias y amantes del arte que desean estar rodeados de historia y modernidad. La infraestructura de la zona es excepcional, con acceso inmediato a una red de transporte público eficiente que incluye metro, autobuses y trenes de cercanías, facilitando el desplazamiento por toda la ciudad. A tan solo 20 minutos en coche del Aeropuerto Adolfo Suárez Madrid-Barajas, la conectividad internacional es inmejorable. En cuanto a actividades de ocio, el Paseo del Prado es un epicentro cultural. A pocos pasos se encuentran el Museo del Prado, el Museo Reina Sofía y el Museo Thyssen-Bornemisza, ofreciendo una riqueza artística incomparable. Además, el Parque del Retiro, a solo 10 minutos a pie, proporciona un oasis de tranquilidad en medio de la vibrante ciudad. Una característica especial de esta ubicación es su proximidad a la Gran Vía, conocida por sus tiendas de lujo, teatros y una vibrante vida nocturna. La zona también cuenta con una amplia oferta gastronómica, desde restaurantes con estrellas Michelin hasta acogedores cafés. En resumen, vivir en el Paseo del Prado es disfrutar de lo mejor de Madrid: cultura, historia y modernidad en un entorno de lujo. Esta ubicación no solo ofrece una residencia, sino un estilo de vida exclusivo y enriquecedor, haciendo de cada día una experiencia única.",False,renew,False,9468.0,False,False,False,False,[],False,False,890000.0,€,flat,,"Huertas-Cortes, Madrid",Piso,3,True,True,,,,,,Centro,Huertas-Cortes,
105074869,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/57/2d/b0/1323995946.webp,TIPO 3a-S 3b-S,22,450500.0,chalet,sale,140.0,3,3, Los Almendros s/n,Madrid,Cubas de la Sagra,es,40.1956438,-3.8481286,True,https://www.idealista.com/obra-nueva/105074869/,"Una exclusiva promoción de 24 viviendas unifamiliares pareadas en amplias parcelas independientes, en la calle Los Almendros de Cubas de la Sagra. Tu verdadero hogar, disfruta de la amplitud y la comodidad, con distribuciones útiles y funcionales, y un diseño innovador y atractivo.  Un hogar moderno y sostenible, con calificación energética “A”, respetuoso con el medio ambiente y energéticamente eficiente. Con la posibilidad de personalizar tu vivienda y adaptarla a tus necesidades específicas, para hacer realidad tu hogar ideal, único y exclusivo, con acabados de primera calidad a elegir.  En un entorno privilegiado, en una zona residencial tranquila, con todo lo que necesitas a tu alcance, y a tan solo 30 minutos de Madrid.",False,,True,3218.0,True,False,False,False,[],False,False,450500.0,€,chalet,semidetachedHouse,Cubas de la Sagra,Chalet pareado en  Los Almendros s/n,,,,,,,True,True,,,False
108903974,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e1/67/82/1358470522.webp,002444,8,365000.0,flat,sale,30.0,1,1,calle de Ayala,Madrid,Madrid,es,40.4286744,-3.6852569,False,https://www.idealista.com/inmueble/108903974/,"INMOBARALIA presenta este fantástico estudio, completamente reformado, moderno. El inmueble destaca por su diseño elegante y funcional, con una cómoda área de descanso separada del resto del espacio. Dispone de aire acondicionado con bomba de frío/calor, amplio baño con ducha y cocina completamente equipada con mesa para comer. Ubicado en una zona con alta demanda de alquiler. ¡No dejes pasar esta oportunidad de inversión! Para más información o concertar una visita, contáctanos.",False,good,False,12167.0,True,False,False,False,[],False,False,365000.0,€,flat,,"Recoletos, Madrid",Piso en calle de Ayala,2,,True,,,,,,Barrio de Salamanca,Recoletos,
106080064,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/da/92/22/1271904046.webp,5,31,729700.0,chalet,sale,206.0,5,3,"calle Granjilla, 2",Madrid,Collado Villalba,es,40.6420227,-3.9940567,True,https://www.idealista.com/obra-nueva/106080064/,"Residencial Puerta de Villalba es una exclusiva promoción de obra nueva, de 10 viviendas unifamiliares pareadas con jardín, zonas comunes y piscina comunitaria. DISTRIBUCIÓN Todas las viviendas están distribuidas en tres plantas, un planteamiento cómodo y racional para todo tipo de familias. En la planta baja se encuentra un dormitorio, baño, zona de lavandería, cocina con salida al jardín, totalmente amueblada y equipada con los electrodomésticos básicos. Un espacioso salón comedor que tienen acceso al porche y al jardín.  En la planta primera se encuentran tres dormitorios con armarios empotrados y el dormitorio principal, que cuenta con vestidor propio, terraza y baño en suite.  En la planta bajo cubierta hay un espacio diáfano polivalente, muy luminoso y amplio.  CALIDADES Todas las estancias cuentan con grandes ventanales con carpintería con rotura de puente térmico. La calefacción de suelo radiante-refrescante con sistema de aerotermia, con apoyo de placas solares, ofreciendo una calificación energética “A. Los acabados son de alta calidad y detalles cuidados al máximo, ”, con el objetivo de alcanzar el mayor confort de las personas. ¡Convierte este bonito chalet, en tu próxima vivienda!  IMPORTANTE SABER QUE la licencia de Obras está concedida y las obras comienzan ya!  UBICACION Se encuentra en un enclave privilegiado, en la zona de Villalba Pueblo, capital de la Sierra Noroeste, que cuenta con todos los servicios a su alcance, transporte público, restaurantes, farmacias, colegios… y a un paso de la sierra con toda la naturaleza y el aire puro a tu alcance. ¡No dejes pasar esta oportunidad única y contáctanos para más información! Tu nuevo hogar te está esperando en Collado Villalba. Las imágenes y planos que aparecen en el anuncio están sujetos a las modificaciones necesarias a requerimientos municipales y exigencias administrativas, legales, jurídicas o técnicas que juzgue conveniente la dirección facultativa.",False,newdevelopment,True,3542.0,False,False,False,False,[],False,False,729700.0,€,chalet,semidetachedHouse,"Villalba Pueblo, Collado Villalba","Chalet pareado en calle Granjilla, 2",,,,,,,True,True,Villalba Pueblo,,False
108798197,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/19/c3/08/1355443468.webp,T4-BAJA,6,199070.0,flat,sale,59.0,2,2,"calle Eras Altas, 2",Madrid,El Álamo,es,40.2300164,-3.993096,True,https://www.idealista.com/obra-nueva/108798197/,"Residencial El Álamo, pisos de 2 y 3 dormitorios, en Comercialización en El Álamo - ¡Tu nuevo hogar te espera!  Descubre esta obra nueva en el corazón de El Álamo, a solo 30 minutos de Madrid. Estas viviendas cuenta con 2 y 3 luminosos dormitorios y 2 baños completos equipados con sanitarios de alta gama. La distribución es perfecta para disfrutar de cada rincón, con armarios empotrados que ofrecen un amplio espacio de almacenamiento.  El piso incluye una plaza de garaje y acceso a zonas comunes que cuentan con una refrescante piscina, ideal para relajarte en los días soleados. La climatización por aerotermia garantiza un ambiente confortable durante todo el año. Además, la carpintería exterior de PVC y el sistema de aislamiento térmico aseguran un hogar eficiente y acogedor. Ubicado en una excelente zona, este inmueble ofrece la posibilidad de personalización para que puedas adaptarlo a tu estilo. Las zonas comunes están diseñadas para el disfrute familiar, rodeadas de vegetación y espacios abiertos. No pierdas la oportunidad de vivir en un entorno natural, ideal para familias. ¡Contáctanos y agenda tu visita!",False,,True,3374.0,False,False,False,False,[],False,False,199070.0,€,flat,,El Álamo,"Piso en calle Eras Altas, 2",bj,True,True,,,,True,True,,,False
