propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,district,neighborhood,detailedType.subTypology,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
99937041,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/36/56/dd/1061406485.webp,A1022,38,,325000.0,chalet,sale,175.0,,4,3,calle Solycampo,Madrid,Miraflores de la Sierra,es,40.8110732,-3.7516482,False,https://www.idealista.com/inmueble/99937041/,"Norte inmobiliaria les ofrece este chalet de 175 m² en dos plantas, con tres habitaciones + buhardilla diáfana + cuarto multiusos, tres baños (Uno en hab. principal), salón comedor amplio con chimenea de piedra con casete, cocina. Calf. propano industrial. Ventanas climalit. Suelos gres y tarima. Semireformado. Parcela 559 m². Buenas vistas. Zona tranquila.",False,renew,False,,1857.0,False,False,False,False,[],False,False,325000.0,€,chalet,Miraflores de la Sierra,Casa independiente en calle Solycampo,,,independantHouse,,,335000.0,10000.0,3.0
108931126,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/93/07/e4/1359682398.webp,,13,bj,190000.0,flat,sale,37.0,True,1,1,CL MONTE PERDIDO,Madrid,Madrid,es,40.3905075,-3.6629474,False,https://www.idealista.com/inmueble/108931126/,"Inmueble en planta baja exterior de un dormitorio en la Calle Monte Perdido. La vivienda, reformada hace pocos años, se distribuye en hall de entrada-salón, cocina americana amueblada y equipada con electrodomésticos, un dormitorio independiente y un baño. La vivienda se encuentra actualmente alquilada por una pareja seria, solvente y pagadora con seguro de alquiler y con contrato desde enero de 2025.",False,good,False,False,5135.0,False,False,False,False,[],False,False,190000.0,€,flat,"Palomeras Bajas, Madrid",Piso en Cl Monte Perdido,Puente de Vallecas,Palomeras Bajas,,,,,,
108662053,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7a/72/9e/1353879071.webp,07281,1,6,181000.0,flat,sale,70.0,True,3,1,"plaza de las Meninas, 6",Madrid,Madrid,es,40.3769448,-3.7310833,True,https://www.idealista.com/inmueble/108662053/,"Alquilado hasta el 29/03/2028, renta actual 696,58.",False,good,False,True,2586.0,False,False,False,False,[],False,False,181000.0,€,flat,"Abrantes, Madrid","Piso en plaza de las Meninas, 6",Carabanchel,Abrantes,,,,,,
106205658,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8e/b8/09/1276760289.webp,,38,,298000.0,chalet,sale,194.0,,5,1,Pedrezuela,Madrid,Pedrezuela,es,40.7655122,-3.600126,False,https://www.idealista.com/inmueble/106205658/,"VENDEMOS ESTE BONITO CHALET EN UNA ESPECTACULAR FINCA JUNTO A LA SALIDA 47 DE LA CARRETERA A-1. Muy bien comunicado. A dos minutos en coche tanto del casco urbano de Pedrezuela como de El Vellón y a diez minutos andando de ambos municipios. Con rápido y cómodo acceso a carretera A-1, tanto en dirección Madrid como en dirección Burgos. Cerca de parada de autobús. La finca cuenta con varias construcciones. La construcción principal es un chalet dividido en dos plantas. En la planta baja cuenta con: - Cocina independiente.  - Salón-comedor. - Cuatro dormitorios. - Baño completo. - Porche cerrado. En la planta primera cuenta con una buhardilla diáfana con maleteros a ambos lados. La segunda construcción actualmente se encuentra dividida en una nave y una sala diáfana con cocina, ideal para apoyo a la piscina. Se podría reformar y destinarse a otra vivienda. La tercera construcción es un trastero actualmente destinado a leñera, también con posibilidad de reforma para vivienda. La cuarta construcción es una estructura para aparcamiento de varios vehículos. Además dispone de piscina, barbacoa de obra, árboles frutales y zona habilitada para huerto. Electricidad de Iberdrola y agua del Canal de Isabel II. Además cuenta con agua de pozo con gran aljive para almacenamiento.  ¡NO DEJE PASAR ESTA OPORTUNIDAD Y VISÍTELA YA SIN NINGÚN COMPROMISO, TANTO ENTRE SEMANA COMO EN FIN DE SEMANA!",False,good,False,,1536.0,False,False,False,False,[],False,False,298000.0,€,chalet,Pedrezuela,Casa independiente,,,independantHouse,True,True,,,
108716203,https://img4.idealista.com/blur/480_360_mq/180/id.pro.es.image.master/76/40/ac/1352994192.webp,,30,,330000.0,chalet,sale,120.0,,4,2,calle el Fresno s/n,Madrid,Navalagamella,es,40.4717879,-4.1209904,True,https://www.idealista.com/inmueble/108716203/,"Chalet bien cuidado y con placas solares (GRAN AHORRO ENERGETICO) PLANTA BAJA: 1 habitacion, 1 aseo, 1 salon, la cocina y 2 patios delantero y trasero PLANTA ALTA: 3 Habitaciones y 2 baños completos.",False,good,False,,2750.0,False,False,False,False,[],False,False,330000.0,€,chalet,Navalagamella,Chalet adosado en calle el Fresno s/n,,,terracedHouse,,,,,
108662284,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/52/fe/1d/1351781831.webp,,11,7,599000.0,flat,sale,152.0,True,4,2,Primera Fase - Nuevo Tres Cantos,Madrid,Tres Cantos,es,40.6096305,-3.713378,False,https://www.idealista.com/inmueble/108662284/,"¡POSIBILIDAD DE FINANCIACIÓN 100% CON NUESTRO DEPARTAMENTO FINANCIERO KÌRON! Agencia inmobiliaria de Tres Cantos vende fantástico piso ubicado en la Primera Fase Tres Cantos. La vivienda se compone de amplio y luminoso salón-comedor con salida a terraza amplia. La vivienda esta compuesta por buena terraza. la vivienda está compuesta por 4 habitaciones con armarios empotrados. toda la vivienda es muy luminosa, haciéndolo mas amplio y cómodo. La vivienda dispone de 2 baños completos uno con bañera en suite y otro con plato de ducha y ventilación natural. El piso dispone de trastero y plaza de garaje incluidos en el precio. Entre las calidades podemos observar: calefacción individual de gas natural, ventanas dobles, parquet, armarios empotrados, la vivienda esta para entrar a vivir.. . Zona muy bien comunicada, aproximadamente 15 minutos andando de la Renfe Cercanías y a 1 minuto de la para de Bus. La ubicación del inmueble es inmejorable, a un paso la avenida colmenar viejo la cual consta de supermercados, farmacias, bar, tienda de alimentación y distintos comercios. Cerca de gran variedad de colegios de la zona y a primera linea de Avenida Colmenar Viejo. VEN A VERLO, NO PIERDAS ESTA OPORTUNIDAD. No dudes en preguntar para hacer una visita. ¡Te Esperamos!",False,good,False,True,3941.0,True,False,False,False,[],False,False,599000.0,€,flat,"Primera Fase - Nuevo Tres Cantos, Tres Cantos",Piso,Primera Fase - Nuevo Tres Cantos,,,True,True,,,
108374191,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/14/b3/17/1342199412.webp,MA05839,71,,520000.0,chalet,sale,250.0,,4,4,Montserrat - Parque Empresarial,Madrid,San Fernando de Henares,es,40.4311709,-3.5284445,False,https://www.idealista.com/inmueble/108374191/,"GARANTY HOME vende fantástico chalet adosado en perfecto estado de conservación, situado en una tranquila zona residencial de San Fernando de Henares, junto al Parque Regional del Sureste. Una vivienda amplia, luminosa y muy bien cuidada, ideal para familias que buscan comodidad, privacidad y una excelente ubicación con todos los servicios al alcance. Construido en 1999, el inmueble cuenta con 250 m² construidos sobre una parcela de 170 m² y se distribuye en 4 plantas. En la planta principal encontramos el hall de entrada, un aseo de cortesía, una cocina independiente y funcional, y un salón comedor con acceso directo al jardín trasero. Además, dispone de una terraza cerrada en aluminio, perfecta como sala adicional o comedor de invierno. En la primera planta se ubican tres dormitorios con armarios empotrados, todos con mucha luz natural. Esta planta cuenta también con dos baños completos, uno de ellos en suite en el dormitorio principal. La buhardilla ha sido completamente reformada y se ha convertido en una espectacular suite privada con baño completo, vestidor y acceso a un solárium con total privacidad. En la planta sótano encontramos un amplio garaje con capacidad para dos vehículos, trastero, zonas de almacenamiento y una sala multiusos. El chalet dispone de calefacción por gas natural, aire acondicionado, dobles ventanas, puerta de entrada de seguridad, jardín trasero con caseta multiusos y espacio de almacenaje. Distribución: 4 plantas, 4 dormitorios, 3 baños completos (dos con bañera y uno con ducha), 1 aseo de cortesía, cocina independiente, salón comedor con salida al jardín, terraza cerrada, buhardilla con baño completo, vestidor y solárium, garaje para dos coches con puerta automático, trastero y jardín privado. Extras: armarios empotrados en todas las habitaciones, aire acondicionado, dobles ventanas, caseta multiusos en el jardín, puerta de seguridad, calefacción de gas natural. Ubicado junto al Parque Regional del Sureste, en una zona muy tranquila con mucha privacidad, cerca de zonas infantiles, transporte público, ambulatorio, farmacias, clínicas, supermercados, restaurantes, bares, colegios, institutos y guarderías. Una vivienda muy completa, lista para entrar a vivir, con todos los servicios y comodidades que una familia necesita. Para más información o concertar una visita, no dudes en contactar con nosotros. REFERENCIA: MA05839.",False,good,False,,2080.0,False,False,False,False,[],False,False,520000.0,€,chalet,"Montserrat - Parque Empresarial, San Fernando de Henares",Chalet adosado,Montserrat - Parque Empresarial,,terracedHouse,True,True,,,
106218404,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c7/10/5d/1276197007.webp,GTRE-01119,3,,120000.0,flat,sale,61.0,,2,1,calle Alfonso X el Sabio,Madrid,Parla,es,40.2328751,-3.7664121,False,https://www.idealista.com/inmueble/106218404/,"NO COBRAMOS COMISIÓN DE INTERMEDIACIÓN AL COMPRADOR INMUEBLE EN RENTABILIDAD ¡Tenemos en exclusiva un piso para ti! Disponemos de un piso en edificio residencial que puedes adquirir en propiedad, muy bien distribuido y con distintas dependencias, ofreciendo todo lo que necesitas para una vida cómoda y moderna. Desde el momento en que cruces la puerta de entrada, te sentirás acogido por su ambiente cálido, ubicado en la localidad de Parla, provincia de Madrid.  Este piso es ideal para quienes buscan un hogar confortable en un entorno natural y acogedor. Este espacioso piso cuenta con un luminoso salón-comedor, perfecto para disfrutar de momentos en familia y reuniones con amigos.  A poca distancia, encontrarás supermercados, colegios, centros de salud y una variada oferta de tiendas y restaurantes.  Además, la excelente conexión con las principales vías de acceso te permitirá llegar rápidamente a otras áreas de interés en Madrid y sus alrededores. Hipoges es una plataforma inmobiliaria donde podrás acceder a miles de activos inmobiliarios de diferentes tipos como viviendas, locales comerciales, terrenos, nueva obra, tanto a nivel particular como para inversores. Hipoges cuenta con una amplia cartera de activos inmuebles tanto en España como en Portugal y Grecia.  Esta propiedad se encuentra alquilada. No se puede visitar. No apta para compradores que requieran financiación hipotecaria. El comprador se subrogará a las condiciones indicadas en el contrato de alquiler vigente. La información proporcionada referente a la distribución y estructura puede no ajustarse a la realidad, ya que su verificación no ha sido posible. La distribución indicada se ha tomado en referencia a la distribución de activos de la zona. ¿Necesitas financiación? Te ofrecemos la posibilidad de financiaciones de hasta el 100% para la compra de este inmueble. Entra en Finanwin. com, haz tu simulación y obtén la mejor oferta para tu Hipoteca de la manera más ágil y sencilla.",False,good,False,False,1967.0,False,False,False,False,[],False,False,120000.0,€,flat,"Reyes, Parla",Piso en calle Alfonso x el Sabio,Reyes,,,,,,,
108663254,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4c/51/6c/1351541173.webp,FHOG-3062,2,4,332500.0,flat,sale,83.0,True,3,1,calle de Santa Pola,Madrid,Madrid,es,40.4309211,-3.7347986,False,https://www.idealista.com/inmueble/108663254/,"INMUEBLE ALQUILADO - SIN POSIBILIDAD DE VISITAR Fecha de fin de contrato: 10/2027 Piso en Madrid, perfecto para familias. El inmueble cuenta con una superficie de 83 m² construidos distribuidos en tres habitaciones, salón-comedor, cocina y un aseo. Está situado en el centro de Madrid en el barrio de Casa de Campo. En sus alrededores encontramos el HLA Moncloa University Hospital, la Facultad de Ciencias de la UNED (Universidad Nacional de Educación a Distancia), supermercados, bibliotecas, farmacias, oficinas de correos, centros deportivos y varias paradas de autobús.",True,good,False,False,4006.0,False,False,False,False,[],False,False,332500.0,€,flat,"Casa de Campo, Madrid",Piso en calle de Santa Pola,Moncloa,Casa de Campo,,,,,,
108761315,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/85/e5/19/1354368002.webp,XAL_844,21,,312000.0,chalet,sale,90.0,,3,1,calle Julio Antonio,Madrid,Madrid,es,40.3840057,-3.7314483,False,https://www.idealista.com/inmueble/108761315/,"FANTÁSTICA CASA BAJA DE DOS PLANTAS CON POSIBILIDAD DE CONSTRUIR UNA PLANTA MÁS! REFORMADA! Ideal para inversores que quieran hacer alquiler turístico ya que es totalmente independiente! CONSTA DE: PLANTA CALLE: - Amplio salón, muy luminoso - Amplia cocina americana totalmente amueblada y equipada - Baño completo con bañera PLANTA PRIMERA: - 3 amplios dormitorios con armarios empotrados La vivienda tiene las ventanas de aluminio climalit, suelos de tarima, agua caliente y calefacción de gas natural individual, paredes lisas. La vivienda está muy bien ubicada y en zona tranquila, tiene cerca la Avenida de General Ricardos pero no el ruido. Rodeado de comercios, centro de salud, colegios, institutos, diversas opciones de transporte público. autobús Nº 247 en la puerta que va a Atocha. No dude en venir a visitarlo, le encantará!  ref: XAL_844.",False,good,False,,3467.0,False,False,False,False,[],False,False,312000.0,€,chalet,"Puerta Bonita, Madrid",Casa independiente en calle Julio Antonio,Carabanchel,Puerta Bonita,independantHouse,,,,,
108735414,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/45/24/a9/1353610180.webp,,13,3,265000.0,studio,sale,38.0,True,0,1,calle Bausá,Madrid,Madrid,es,40.4681458,-3.6673765,False,https://www.idealista.com/inmueble/108735414/,"CASA HORTALEZA COMERCIALIZA EN EXCLUSIVA  Estudio en excelente estado en una de las zonas más exclusivas de Madrid, a pocos pasos de la calle Arturo Soria. Ubicado en una urbanización privada con todas las comodidades: piscina con jardín, servicio de portería 24 horas, parking para bicicletas y trastero incluido. La vivienda cuenta con un amplio salón con un gran mirador que aporta muchísima luz natural, y un baño equipado con bañera de hidromasaje. Actualmente se encuentra alquilado, lo que lo convierte en una inversión sólida y sin preocupaciones desde el primer día. Una oportunidad única de adquirir una propiedad con alto potencial en una zona tranquila, bien comunicada y con gran demanda. AVISO LEGAL: Recordamos a nuestros Señores clientes que la información facilitada no constituye una auténtica oferta vinculante ni contractual. Este anuncio publicitario es provisional, y las fotografías y datos en él incluidos están sujetos a posibles modificaciones, consecuencia de exigencias comerciales, jurídicas, técnicas o por mandato expreso de la propiedad. La información aquí contenida procura reflejar una orientación sobre los inmuebles a la fecha de su publicación. La totalidad del contenido que aparece tiene carácter meramente informativo y aproximado, no teniendo, en modo alguno, carácter contractual. Tanto los datos, como las imágenes y planos pueden estar sujetos a cambios, por lo que le invitamos a que, si precisa una información más exacta y detallada, contacte con nosotros y le atenderemos a la mayor brevedad posible. Los contenidos tienen únicamente finalidad informativa y bajo ninguna circunstancia deben usarse ni considerarse como oferta de venta o financiación, solicitud de una oferta de compra o financiación, ni recomendación para realizar cualquier otra transacción, salvo que así se indique expresamente.",False,good,False,True,6974.0,False,False,False,False,[],False,False,265000.0,€,flat,"Costillares, Madrid",Estudio en calle Bausá,Ciudad Lineal,Costillares,studio,,,,,
108095499,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/05/a4/83/1333671190.webp,,13,,180000.0,chalet,sale,114.0,,1,1,Centro,Madrid,Fuenlabrada,es,40.2804479,-3.7906293,False,https://www.idealista.com/inmueble/108095499/,"""Agencia inmobiliaria de FUENLABRADA zona CENTRO Oficina Tecnocasa VENDE en exclusiva magnifica CASA DE 149M2 DE PARCELA Y 113 CONTRUIDOS, CON ACCESO POR DOS CALLES"" No se puede construir, SOLO REHABILITAR la vivienda que se encuentra actualmente. MUY BUENA OPORTUNIDAD para poder tener tu casa particular con patio en pleno centro de Fuenlabrada.  Acceso por dos calles. Vivienda en una zona rodeada de todo tipo de servicios. Zona muy bien comunicada a 5 minutos de Renfe, metro, autobuses.. . La zona cuenta con comercios, supermercados, centro de salud, farmacias, colegios.. . "" Posibilidad de financiación 100% con nuestro departamento financiero KIRON. "".",False,renew,False,,1579.0,True,False,False,False,[],False,False,180000.0,€,chalet,"Centro, Fuenlabrada",Chalet pareado,Centro,,semidetachedHouse,,,,,
108724273,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3a/8e/65/1353242473.webp,U3150,16,3,735000.0,flat,sale,102.0,True,3,2,calle del Oriana,Madrid,Madrid,es,40.3959584,-3.6811448,False,https://www.idealista.com/inmueble/108724273/,"Espectacular vivienda en el Barrio de Arganzuela, se encuentra en una tercera planta con ascensor en urbanización privada, cuenta con 3 dormitorios con armarios empotrados, 2 baños completos (uno en suite), salón comedor amplio e independiente con mirador, cocina completamente amueblada. La vivienda dispone de calefacción individual de gas natural y aire acondicionado por conductos en toda la casa. La Urbanización ofrece Portero Físico, Piscina, zonas ajardinadas. Incluye una plaza de garaje. Excelente situación, muy cerca del Parque Tierno Galván, a un paso de la calle Méndez Álvaro, con todo tipo de servicios y a pocos minutos andando de la Estación de Atocha. Muy bien comunicada, cercana al metro de Méndez Álvaro (L6) y cercanías, varías líneas de bus.  Si deseas más información, no dudes en ponerte en contacto con nosotros. Fincas Cima Usera C. I. , S. L.",False,good,False,True,7206.0,False,False,False,False,[],False,False,735000.0,€,flat,"Delicias, Madrid",Piso en calle del Oriana,Arganzuela,Delicias,,True,True,,,
107168533,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b8/94/d6/1305149807.webp,6493,4,1,3100000.0,flat,sale,200.0,True,5,4,Barrio Almagro,Madrid,Madrid,es,40.4268409,-3.6909263,False,https://www.idealista.com/inmueble/107168533/,"Retail vende este espectacular piso exterior que se encuentra en la primera planta de un edificio con ascensor. La vivienda se encuentra perfectamente reformada y amueblada. La propiedad dispone de un amplio salón-comedor, ideal para disfrutar de momentos en familia o con amigos, integrado con una cocina independiente totalmente equipada con electrodomésticos de alta gama, además, de una cocina totalmente equipada, cinco amplias habitaciones y cuatro baños totalmente completos ofreciendo un espacio ideal para una vida cómoda y elegante. La vivienda está equipada con calefacción individual y aire acondicionado, asegurando el máximo confort en cualquier época del año. Una oportunidad única para vivir en una de las mejores zonas de Madrid, cerca de servicios, comercios y excelente comunicación. Ubicada en el codiciado barrio de Moncloa en pleno distrito de Chamberí, disfrutarás de una zona repleta de tiendas exclusivas, restaurantes gourmet y todos los servicios necesarios para una vida cómoda y sofisticada. Esta es una oportunidad única de vivir en uno de los lugares más selectos de Madrid.",False,good,False,True,15500.0,False,False,False,False,[],False,False,3100000.0,€,flat,"Almagro, Madrid",Piso,Chamberí,Almagro,,,,,,
105033148,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6a/82/8c/1239674472.webp,id: 195447,2,,135000.0,flat,sale,91.0,False,3,1,plaza España,Madrid,Fuenlabrada,es,40.2819355,-3.7904294,False,https://www.idealista.com/inmueble/105033148/,id: 195447 Deberá introducir este código para poder atenderle telefónicamente. Oportunidad de adquirir Vivienda Cesión de remate! No dudes en contactar con nosotros a través de mensaje para que te informemos de todo! Vivienda de 3 dormitorios y superficie de 91 sqm en tercera planta de edificio residencial en el centro de Fuenlabrada. NOTA: Inmueble sin posesión. La adquisición del inmueble publicitado en este anuncio se realizará exclusivamente a través de cesión de remate en el marco del proceso de Subasta Judicial en el que se encuentra. Toda la información aquí publicada se encuentra disponible de manera pública en el Boletín Oficial del Estado.,False,good,False,False,1484.0,True,False,False,False,[],False,False,135000.0,€,flat,"Centro, Fuenlabrada",Piso en plaza España,Centro,,,,,,,
108199196,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9d/d7/5d/1336887684.webp,GTRE-01385,3,3,180000.0,flat,sale,67.0,,2,1,calle Jabonería,Madrid,Alcorcón,es,40.349193,-3.8251955,False,https://www.idealista.com/inmueble/108199196/,"NO COBRAMOS COMISIÓN DE INTERMEDIACIÓN AL COMPRADOR INMUEBLE EN RENTABILIDAD ¡Tenemos en exclusiva un piso para ti! Disponemos de un piso en edificio residencial que puedes adquirir en propiedad, muy bien distribuido y con distintas dependencias, ofreciendo todo lo que necesitas para una vida cómoda y moderna. Desde el momento en que cruces la puerta de entrada, te sentirás acogido por su ambiente cálido, ubicado en la localidad de Alcorcón, provincia de Madrid.  Este piso es ideal para quienes buscan un hogar confortable en un entorno natural y acogedor. Este espacioso piso cuenta con un luminoso salón-comedor, perfecto para disfrutar de momentos en familia y reuniones con amigos.  A poca distancia, encontrarás supermercados, colegios, centros de salud y una variada oferta de tiendas y restaurantes. Además, la excelente conexión con las principales vías de acceso te permitirá llegar rápidamente a otras áreas de interés en Madrid y sus alrededores. Hipoges es una plataforma inmobiliaria donde podrás acceder a miles de activos inmobiliarios de diferentes tipos como viviendas, locales comerciales, terrenos, nueva obra, tanto a nivel particular como para inversores. Hipoges cuenta con una amplia cartera de activos inmuebles tanto en España como en Portugal y Grecia.  Esta propiedad se encuentra alquilada. No se puede visitar. No apta para compradores que requieran financiación hipotecaria. El comprador se subrogará a las condiciones indicadas en el contrato de alquiler vigente. La información proporcionada referente a la distribución y estructura puede no ajustarse a la realidad, ya que su verificación no ha sido posible. La distribución indicada se ha tomado en referencia a la distribución de activos de la zona. ¿Necesitas financiación? Te ofrecemos la posibilidad de financiaciones de hasta el 100% para la compra de este inmueble. Entra en Finanwin. com, haz tu simulación y obtén la mejor oferta para tu Hipoteca de la manera más ágil y sencilla.",False,good,False,False,2687.0,False,False,False,False,[],False,False,180000.0,€,flat,"Casco Antiguo, Alcorcón",Piso en calle Jabonería,Centro,Casco Antiguo,,,,,,
108658261,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e8/8f/e7/1351335252.webp,,6,4,335000.0,flat,sale,50.0,True,1,1,calle de Aldea del Fresno,Madrid,Madrid,es,40.39583,-3.6962101,False,https://www.idealista.com/inmueble/108658261/,"Agencia inmobiliaria de MADRID calle Tomás Borrás 11 - zona DELICIAS- EMBAJADORES. CLICKHAUS. Se vende fantástico piso en Aldea del fresno. Distribuido en: - 1 dormitorios - 1 baño - cocina Características de la vivienda: - Aire acondicionado Datos de la finca: - Ascensor. El barrio de Arganzuela se caracteriza por la variedad y tipología de sus viviendas, se pueden encontrar modernas viviendas en excelentes comunidades a escasos minutos del Matadero y Atocha y excelentemente comunicado con parque del retiro. Es la zona mejor comunicada del distrito, teniendo salidas por carretera y por calles principales. Además cuenta con diversidad de comercios como supermercados, farmacias, hospitales, hoteles, etc. Las líneas de metro que dan servicio a este barrio son la 3 y la 6. Excelente comunicación de autobuses fácilmente comunicados con Atocha, Méndez Álvaro, Madrid Rio y el centro de Madrid. Cualquier pregunta, no dude en contactar con nosotros. Asesor: Ruben 6 6 3 8 9 8 3 6 0.",False,renew,False,True,6700.0,False,False,False,False,[],False,False,335000.0,€,flat,"Chopera, Madrid",Piso en calle de Aldea del Fresno,Arganzuela,Chopera,,,,,,
107892137,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9a/9d/91/1328756971.webp,,80,,1350000.0,countryHouse,sale,500.0,,5,2,Fuente el Saz de Jarama,Madrid,Fuente el Saz de Jarama,es,40.6509333,-3.4939823,False,https://www.idealista.com/inmueble/107892137/,"Montero Molina, Asesores Inmobiliarios, vende Encantadora Finca Rústica en Fuente el Saz de Jarama – Naturaleza, Espacio, Tranquilidad y Confort. Una excelente opción para Vivir o como Inversión. Descubre esta espectacular vivienda rústica, con espacios al aire libre, ideales para el ocio, reuniones familiares, eventos o actividades al aire libre. Ubicada en un entorno privilegiado en Fuente el Saz de Jarama, sobre una impresionante parcela de 7.000 m², ideal para quienes buscan tranquilidad, espacio y contacto directo con la naturaleza, sin renunciar al confort. Extensa zona exterior con árboles frutales, viñedos, huerto, zonas ajardinadas y una enorme pradera. Creando así, un entorno natural y relajante.  Tiene una Piscina climatizada, para disfrutar todo el año. Además, una gran terraza con inmejorables vistas. La vivienda, de casi 500 m² construidos, combina el estilo tradicional con toques rústicos y funcionales. Cuenta con: Gran salón-Comedor con chimenea, perfecto para disfrutar en invierno, además de una amplia cocina con office, totalmente equipada. 5 amplios dormitorios, con armarios empotrados, dos baños completos. El dormitorio principal, tiene baño en suite.   Tenemos en la planta baja una zona de despensa, salón multiusos y bodega. En el exterior, cuenta con un gran horno, pozo particular con autonomía de agua potable con los correspondientes controles homologados. En la entrada a la finca hay un amplio garaje, así como otra estancia para guardar maquinaria Bien conectada con Madrid, en un entorno natural donde disfrutar de diferentes deportes al aire libre como la hípica o el Golf. Una propiedad única, que ofrece la paz del campo a un paso de la ciudad. Fuente el Saz es un municipio que se encuentra en el Noreste de la Comunidad de Madrid, junto a la Vega del Río Jarama y de la Sierra de Guadarrama. Se encuentra muy cerca de la ciudad de Madrid y de grandes municipios como Alcobendas y San Sebastián de los Reyes. Las principales vías de acceso son la A-1, la M-50, la R-2 y la M-111 que da acceso a Barajas. Cuenta con un Servicio Público de transportes a Madrid- Plaza Castilla (bus 184 y 197).  En Montero Molina, Asesores Inmobiliarios, estaremos encantados de atenderte. Estamos ubicados, en Gran Vía, en pleno corazón de Madrid. Profesionalidad, Transparencia, Confianza.",False,good,False,,2700.0,False,False,False,False,[],False,False,1350000.0,€,countryHouse,Fuente el Saz de Jarama,Finca rústica,,,countryHouse,True,True,,,
108772389,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/40/fe/ee/1354678241.webp, CAD2025AS,18,,210000.0,chalet,sale,134.0,,4,3,Cadalso de los Vidrios,Madrid,Cadalso de los Vidrios,es,40.3010372,-4.4327245,False,https://www.idealista.com/inmueble/108772389/,"Chalet pareado de 134m2 en una de las mejores zonas de Cadalso de los Vidrios.  La vivienda se distribuye de la siguiente forma: Cocina independiente con todos los servicios, 3 habitaciones amplias con armarios empotrados, la habitación principal dispone de un baño en suite con bañera de hidromasaje y salida a una terraza, salón independiente muy luminoso con salida al patio, un baño completo con plato de ducha.  En la planta baja encontramos un dormitorio con armario empotrado, un aseo y un salón.  Dispone de chimenea y aire acondicionado.  Ubicado en Cadalso de los Vidrios a 80 km de Madrid por la M-501 y a 10 minutos de San Martin de Valdeiglesias, esta localidad cuenta con todos los servicios, como supermercados (Abiertos domingos incluidos), farmacias, restaurantes.. . Destacar que Pelayos de la Presa y San Martin de Valdeiglesias dispone de pantano y playa con posibilidad de realizar todo tipo de actividades outdoor. Puede visitarnos en nuestra oficina en la Corredera Baja Nº20 de San Martin de Valdeiglesias (Madrid) le informaremos de todas las viviendas de las que disponemos. ¡Beneficiase de nuestro método de trabajo! Gestionamos la venta de su vivienda, encadenamos todos los plazos, contratos, documentación para escritura pública, tramitación hipoteca. Consúltenos sin compromiso. HIPOTECAS 100% EURIBOR DESDE 0.70 ESTUDIO DE FINANCIACIÓN GRATUITO CONSÚLTENOS Y CONCIERTE SU VISITA.",False,good,False,,1567.0,False,False,False,False,[],False,False,210000.0,€,chalet,Cadalso de los Vidrios,Chalet pareado,,,semidetachedHouse,,,219900.0,9900.0,5.0
