propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,detailedType.subTypology,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108880198,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cc/41/bb/1357776446.webp,1,bj,200000.0,flat,sale,61.0,True,1,1,calle de Llanos de Escudero,Madrid,Madrid,Ciudad Lineal,es,Pueblo Nuevo,40.4249977,-3.6397371,False,https://www.idealista.com/inmueble/108880198/,"CLICKHAUS Pueblo Nuevo presenta en exclusiva estupendo piso bajo exterior en Llanos de Escudero, situado en el demandado barrio de Pueblo Nuevo. Características destacadas: -Piso bajo exterior, ideal para quienes buscan comodidad y accesibilidad. -Actualmente alquilado, perfecto para inversores que desean rentabilidad desde el primer día. -Buena distribución y excelente luminosidad. -Entorno tranquilo y bien comunicado: a pocos minutos del metro, comercios y servicios. Ideal para inversores o como primera vivienda con proyección de futuro. Contacta con CLICKHAUS para más información y concertar una visita. ! No dejes pasar esta oportunidad! . FOTOS Y TOUR VIRTUAL DISPONIBLE PRÓXIMAMENTE Asesor: Jose: 6. 7. 1. 0. 4. 8. 7. 2. 4.",False,good,False,False,3279.0,True,False,False,False,[],False,False,200000.0,€,flat,"Pueblo Nuevo, Madrid",Piso en calle de Llanos de Escudero,,,,,,,
106692199,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/42/12/9a/1291126574.webp,10,4,995000.0,flat,sale,157.0,True,2,2,Barrio Palacio,Madrid,Madrid,Centro,es,Palacio,40.4167475,-3.7082949,False,https://www.idealista.com/inmueble/106692199/,"Belton Real Estate ofrece un elegante piso reformado, ubicado en una cuarta planta exterior, con amplias ventanas y un balcón que permite la entrada de abundante luz natural. Con una superficie de 157 metros cuadrados, la vivienda está inteligentemente distribuida. Cuenta con dos espaciosas habitaciones, incluyendo una habitación principal con baño en suite, además de un baño adicional. En la zona de día se encuentra la cocina integrada en el amplio salón-comedor, y una zona de lavandería. El edificio, que combina el encanto de la arquitectura clásica con las comodidades modernas, dispone de ascensor. Situado en el prestigioso barrio de Centro - Palacio, esta propiedad se encuentra en el corazón de un entorno lleno de historia y cultura; variada oferta de tiendas, restaurantes, y cafeterías. Además, cuenta con una excelente conectividad en transporte público, permitiendo un acceso fácil y rápido a cualquier punto de la ciudad. Aproximadamente un 30 % de los inmuebles que tenemos en esta zona solo están anunciados en nuestra web por expreso deseo de los propietarios. Para verlos pinche por favor en el enlace adicional ubicado en la parte final del anuncio y encuentra el piso que estás buscando.",False,good,False,True,6338.0,False,False,False,False,[],False,False,995000.0,€,flat,"Palacio, Madrid",Piso,FCA,,,,,,
108679204,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8b/af/cd/1351899331.webp,13,,160000.0,flat,sale,58.0,False,2,1,calle de Sierra Carbonera,Madrid,Madrid,Puente de Vallecas,es,Palomeras Bajas,40.3920011,-3.6650831,False,https://www.idealista.com/inmueble/108679204/,"En el corazón del distrito de Puente de Vallecas, concretamente en la calle Sierra Carbonera, se encuentra esta vivienda exterior y luminosa, ubicada en una de las zonas con mayor proyección de la capital: Nueva Numancia. Un entorno residencial consolidado, con todos los servicios al alcance y una excelente conexión por transporte público. El piso se distribuye en dos dormitorios, ambos con espacio para camas dobles y zonas de almacenamiento, un salón independiente con una cómoda zona de estar, cocina equipada, y un cuarto de baño completo con bañera. La distribución es práctica y funcional, con un aprovechamiento óptimo de los metros disponibles y posibilidades de personalización o reforma según necesidades. Gracias a su orientación exterior, la vivienda disfruta de luz natural durante todo el día, lo que le aporta una sensación de amplitud y calidez en cada estancia. Además, cuenta con calefacción individual por gas natural y aire acondicionado, elementos que garantizan el confort tanto en invierno como en verano. La ubicación es uno de sus grandes atractivos: la zona de Nueva Numancia combina ambiente familiar, comercios de proximidad, centros educativos, supermercados, parques y todos los servicios necesarios para el día a día. Se trata de un barrio vivo y con carácter, donde el tejido vecinal y la buena comunicación son dos de sus principales valores. En cuanto al transporte, está muy bien comunicado con el resto de la ciudad. A pocos minutos se encuentra la estación de metro Nueva Numancia (Línea 1), que conecta directamente con Atocha, Sol y otras zonas clave de Madrid. También cuenta con diversas líneas de autobús y fácil acceso a la M-30 y la A-3, lo que facilita los desplazamientos en vehículo privado. Este inmueble es ideal tanto para primera vivienda como para quienes buscan una inversión con alta rentabilidad en una zona con demanda constante. Su distribución y localización permiten múltiples posibilidades: alquiler tradicional, reforma para revalorización o incluso como vivienda habitual. Una oportunidad real de acceder a una vivienda bien situada, con luz, servicios y comunicaciones excelentes. No dejes pasar esta ocasión de establecer tu hogar o invertir en una zona que no para de crecer. Llámanos para más información o para concertar una visita. (Este anuncio no tiene carácter vinculante y puede estar sujeto a modificaciones. Se muestra con fines informativos y no contractuales. Consulte condiciones de compraventa y disponibilidad actualizada.) ""Encuentra el hogar de tus sueños, ¡tu nueva vida empieza aquí"".",False,renew,False,False,2759.0,True,False,False,False,[],False,False,160000.0,€,flat,"Palomeras Bajas, Madrid",Piso en calle de Sierra Carbonera,1445,,,,,,
108930559,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b8/11/ce/1359276980.webp,15,1,275000.0,flat,sale,57.0,True,2,1,avenida del Marqués de Corbera,Madrid,Madrid,Ciudad Lineal,es,Ventas,40.4239065,-3.6558985,False,https://www.idealista.com/inmueble/108930559/,"TECNOCASA MARQUÉS DE CORBERA VENDE; avenida Marques de Corbera, 57m2, distribuidos en 2 dormitorios, salón, cocina, baño completo, 1 terraza interior, A/C en el salón y calefacción de G/N individual. El edificio está situado a escasos metros de la calle Ricardo Ortiz, con todos los servicios a tu alcance: centro comercial, supermercados, colegios, centros médicos y transporte público (metro línea 2 La Elipa y autobuses). Además, su proximidad a parques y zonas verdes añade un valor añadido para los amantes de la naturaleza. Si buscas un hogar cómodo y bien ubicado en Madrid, esta es tu oportunidad. ¡Contacta con nosotros para más información o para concertar una visita!",False,good,False,True,4825.0,False,False,False,False,[],False,False,275000.0,€,flat,"Ventas, Madrid",Piso en avenida del Marqués de Corbera,,,,,,,
108045624,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ed/06/fb/1332191557.webp,13,,480000.0,chalet,sale,225.0,,4,2,Cerro Alarcón,Madrid,Valdemorillo,Cerro Alarcón,es,,40.4688698,-4.0747746,False,https://www.idealista.com/inmueble/108045624/,"¡Descubre tu hogar ideal en Cerro de Alarcón, Valdemorillo! Este encantador chalet te ofrece 4 habitaciones espaciosas y 2 baños completos, perfecto para familias que buscan comodidad y tranquilidad. ¿Y qué mejor que disfrutar del verano en tu propia piscina privada? Relájate, toma el sol y comparte momentos inolvidables con tus seres queridos en un entorno rodeado de naturaleza y paz. No dejes pasar esta oportunidad de vivir en un lugar exclusivo y lleno de confort. ¡Contáctanos hoy mismo y haz realidad el hogar que siempre has soñado!",False,good,False,,2133.0,True,False,False,False,[],False,False,480000.0,€,chalet,"Cerro Alarcón, Valdemorillo",Casa independiente,BHJMG01,independantHouse,,,,,
108785795,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0b/fe/42/1355063423.webp,20,1,275000.0,flat,sale,91.0,True,3,1,calle de la Sagra,Madrid,Leganés,Zarzaquemada,es,Zarzaquemada,40.3330725,-3.7516342,False,https://www.idealista.com/inmueble/108785795/,"Agencia inmobiliaria de LEGANÉS zona ZARZAQUEMADA - AVENIDA REY JUAN CARLOS I Oficina Tecnocasa TECNOCASA VENDE EN EXCLUSIVA - Piso en el barrio de Zarzaquemada. Vivienda muy luminosa y con ascensor. La vivienda esta para entrar a vivir, consta de 91m2, compuestos por amplio salón independiente, amplia cocina con muy buena distribución, baño con bañera y ventana y 3 espaciosos dormitorios. Cuarto de baño con bañera y ventana. Salón grande y con buena distribución. Ventanas climalit oscilobatientes. Barrio ideal para familias con todo tipo de servicios en la zona, comercios de barrio y colegios. Servicios de transporte público: línea de metro Julián Besteiro a 5 minutos a pie y estación de Renfe de Zarzaquemada, a menos de 10 minutos. No dude en ponerse en contacto y visitar el inmueble sin compromiso, y si lo precisa, le ofrecemos asesoramiento financiero gratuito con unas inmejorables condiciones hipotecarias. Si esta pensando en un cambio de vivienda también le ofrecemos el servicio de VALORACIÓN GRATUITO.",False,good,False,True,3022.0,False,False,False,False,[],False,False,275000.0,€,flat,"Zarzaquemada, Leganés",Piso en calle de la Sagra,,,,,,,
108598203,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/80/a0/0e/1349561680.webp,17,4,172000.0,flat,sale,60.0,True,2,1,travesía Pintor Sorolla,Madrid,Parla,Pintores-Ferial,es,,40.2397852,-3.7623308,False,https://www.idealista.com/inmueble/108598203/,"Conoce ESTUCASA Madrid | Inmobiliaria en Puerta de Ángel ¡Descubre este encantador piso de 60 m² a unos 20 min. de Madrid! Situado en una cuarta planta, el piso se encuentra perfectamente distribuido en un acogedor salón-comedor para realizar todas tus reuniones, una cocina funcional y completa para quienes disfrutan de cocinar, dos amplias habitaciones y un baño. El inmueble cuenta con una amplia terraza y ascensor se encuentra pagado, la obra comenzará el 25 de julio. La propiedad se encuentra lista para que te mudes sin preocupaciones. Asimismo, ofrece calefacción individual para mantener un ambiente cálido durante los días más fríos y aire acondicionado para los días de verano. La ubicación es inmejorable: dispone de varias líneas de buses a disposición y a metros de la A-42 y R4, facilitando así tus desplazamientos por la ciudad. También, se encuentra a 11 minutos a pie del Renfe de Parla. Dispone de todos los servicios esenciales a tu alcance, desde supermercados, farmacias y restaurantes.  Este piso es ideal para quienes desean vivir en una zona tranquila sin renunciar a las ventajas de la ciudad. ¡No pierdas esta oportunidad y ven a visitarlo sin compromiso!",False,good,False,True,2867.0,False,False,False,False,[],False,False,172000.0,€,flat,"Pintores-Ferial, Parla",Piso en travesía Pintor Sorolla,piso parla,,,,,,
106062682,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/49/81/56/1271351743.webp,21,,1500000.0,chalet,sale,539.0,,5,6,calle Sotavento,Madrid,Pozuelo de Alarcón,Somosaguas,es,Somosaguas,40.4235695,-3.7972294,False,https://www.idealista.com/inmueble/106062682/,"Chalet independiente, para reforma total, situado en la prestigiosa urbanización de Somosaguas Centro, 539 m² construidos en una parcela de 522 m². Ubicación segura, tranquila y rodeada de zonas verdes. Se distribuye en tres plantas y un sótano: - En la planta calle nos encontramos un hall con armario gabanero, salón - comedor en dos ambientes y con salida directa al jardín. Aseo de cortesía y una cocina con office, con isla central y despensa. - En la primera y última planta, se encuentra la zona de descanso que cuenta con cuatro grandes dormitorios en suite, con sus correspondientes armarios vestidos y baños, dichas estancias son todas exteriores y se accede a ellas por una cómoda escalera con ventanal. - La planta sótano, cuenta con un amplio family room baño completo, zona de servicio, posibilidad de gimnasio, sala de cine, cuarto de instalaciones, trastero y garaje. La vivienda se encuentra a 10 minutos del centro de Madrid, Colegios de Prestigio, Universidades y muy próxima a la casa de campo. TENEMOS MÁS PISOS Y CASAS EN VENTA QUE POR EXPRESO DESEO DE LA PROPIEDAD NO ESTÁN PUBLICADAS.",False,good,False,,2783.0,True,False,False,False,[],False,False,1500000.0,€,chalet,"Somosaguas, Pozuelo de Alarcón",Casa independiente en calle Sotavento,,independantHouse,True,True,,,
104350173,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/03/58/68/1219014737.webp,12,2,1180000.0,flat,sale,165.0,True,2,2,Barrio Chueca-Justicia,Madrid,Madrid,Centro,es,Chueca-Justicia,40.4221924,-3.6956703,False,https://www.idealista.com/inmueble/104350173/,"Belton Real Estate ofrece piso en la zona de Justicia. Se trata de una finca clásica con ascensor. El piso tiene 2 dormitorios y 2 baños. El inmueble tiene 165 metros cuadrados de superficie, se encuentra en una segunda planta. Destaca por ser luminoso, amplio y con una buena distribución del espacio. El inmueble dispone de ventanas en todas las estancias, lo que aporta luminosidad a lo largo del día, se trata de un piso exterior.  Este inmueble actualmente esta reformado y se vende a estrenar a un precio de 1.180. 000 euros. La zona de Justicia es una de las zonas más emblemáticas de la capital. Esta área se encuentra en el corazón de la ciudad y alberga una gran cantidad de atracciones turísticas, comercios, restaurantes y lugares de interés cultural. Aproximadamente un 30 % de los inmuebles que tenemos en esta zona solo están anunciados en nuestra web por expreso deseo de los propietarios. Para verlos pinche por favor en el enlace adicional ubicado en la parte final del anuncio y encuentra el piso que estás buscando.",False,good,False,True,7152.0,False,False,False,False,[],False,False,1180000.0,€,flat,"Chueca-Justicia, Madrid",Piso,AFA1,,,,,,
108087561,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e3/c6/bd/1333432624.webp,23,5,195000.0,studio,sale,41.0,True,0,1,calle de Vicente Carballal,Madrid,Madrid,Villaverde,es,Butarque,40.3522701,-3.6836559,False,https://www.idealista.com/inmueble/108087561/,"¡Ideal inversores! ¡No cobramos honorarios al comprador! Inmoalia presenta ESTUDIO exterior muy luminoso, con salón-cocina americana amueblada con todos los electrodomésticos. En urbanización privada con piscina, gimnasio y parque infantil. La vivienda, situada en una quinta planta exterior y con una superficie de 41 m2 se encuentra en perfecto estado, dispone calefacción de gas natural, aire acondicionado, suelos laminados y baño completo. Se entrega equipado con los electrodomésticos. La finca dispone de ascensor, piscina con solárium, gimnasio y parque infantil. Trastero incluido en el precio. Se trata de una oportunidad única de realizar una inversión con retorno inmediato de su inversión ya que se encuentra alquilado, con inquilinos solventes y seguro de protección ante impagos en activo. Perfectamente comunicado con la renfe de Villaverde Bajo y varias líneas de autobuses que permite desplazarse muy fácilmente. ¡No desaproveche la oportunidad! Póngase en contacto con nosotros para más información y concertar una visita sin compromiso. Disponemos de otros inmuebles de similares condiciones y en la misma promoción, para poder verlos visite nuestra oficina online y nuestra página.",False,good,False,True,4756.0,False,False,False,False,[],False,False,195000.0,€,flat,"Butarque, Madrid",Estudio en calle de Vicente Carballal,743,studio,,,,,
