propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,detailedType.subTypology,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108683034,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ac/fb/24/1352023906.webp,19,3,390000.0,flat,sale,68.0,True,3,1,calle de San Marcelo,Madrid,Madrid,Ciudad Lineal,es,Ventas,40.4277527,-3.655643,False,https://www.idealista.com/inmueble/108683034/,"Agencia Inmobiliaria de MADRID. - Zona EL CARMEN - RICARDO ORTIZ - CUIDAD LINEAL VENDE: Vivienda reformada integralmente con estilo y luz natural en zona ajardinada de San Marcelo Te presentamos esta acogedora y funcional vivienda de 68 m² construidos, situada en una tercera planta con ascensor, dentro de una finca tranquila y cuidada que cuenta con portero físico y está rodeada de jardines bien mantenidos y arbolado frondoso, ofreciendo un entorno de calma y verdor difícil de encontrar en Madrid. La propiedad fue completamente reformada hace unos cinco años, transformando por completo la distribución original y apostando por un diseño moderno, eficiente y con acabados de calidad. Actualmente se distribuye en: •Salón comedor con cocina abierta, en concepto abierto que conecta visualmente los espacios y aprovecha al máximo la luz natural. •Cocina de diseño actual, con mobiliario moderno, buena capacidad de almacenaje y perfecta integración con la zona social. •Tres dormitorios: uno principal de buen tamaño y dos habitaciones individuales, ideales como dormitorios juveniles, despacho o vestidor. •Baño completo con plato de ducha, extractor integrado y diseño contemporáneo. Entre las calidades destacan: •Ventanas climalit tipo oscilobatiente, que aíslan térmica y acústicamente. •Paredes lisas, que aportan elegancia y limpieza visual. •Suelos cerámicos de gran resistencia y estética actual. La vivienda goza de excelente luminosidad, gracias a su altura y orientación, y su ubicación dentro de una zona ajardinada le otorga vistas despejadas y gran sensación de amplitud. Un entorno verde y bien comunicado Situado en la calle San Marcelo, este piso se encuentra en una zona residencial consolidada, rodeada de jardines y espacios verdes, con un ambiente tranquilo y familiar. A pocos pasos encontrarás supermercados, farmacias, colegios, zonas deportivas y comercios de proximidad. Las comunicaciones son excelentes: cuenta con estaciones de metro cercanas (La Elipa – L2, Pueblo Nuevo – L5 y L7) y varias líneas de autobús, además de rápido acceso a la M-30 y A-2, lo que facilita la conexión con toda la ciudad. Una vivienda perfecta para quien busca una propiedad ya reformada, lista para entrar a vivir, en una finca con servicios y un entorno lleno de naturaleza.  ¿Busca viviendas de esta tipología? Acuda a nuestra oficina en la Calle Ricardo Ortiz 29 (Tecnocasa) y nuestros asesores le ampliaran la información sobre está u otras viviendas. PASE SU PROPUESTA Y APROVECHE EL MOMENTO. En nuestra oficina también le podemos ofrecer asesoramiento financiero y profesional de forma gratuita y ofrecerle los productos financieros del mercado más ventajosos para usted.",True,good,False,True,5735.0,False,False,False,False,[],False,False,390000.0,€,flat,"Ventas, Madrid",Piso en calle de San Marcelo,,,,,,,
107944395,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b3/47/99/1329067967.webp,17,bj,216000.0,flat,sale,72.0,True,2,2,calle del Águila,Madrid,Leganés,Centro,es,Vírgenes,40.326224,-3.7695474,False,https://www.idealista.com/inmueble/107944395/,"PRODUCTO PARA INVERSORES. VIVIENDA ALQUILADA. NO SE PUEDE VISITAR. Inquilino con solvencia demostrada. Renta actual 880 €. /mes. Piso en el centro de Leganés, con 72 m2, 2 dormitorios, 1 baño, 1 aseo, salon y cocina abierta al salón. Dispone de una amplia teraza interior a la que se accede desde uno de los dormitorios. Plaza de garaje obligatoria. No incluida en el precio. Precio de la plaza de garaje: 16.500 €. Suelos de tarima en tonalidad oscura, carpintería interior acabado en pino y ventanas de aluminio lacada en negro.  Integrado en la planta baja de un edificio con ascensor, con amplias plazas de garaje con acceso de vehículos por ascensor. Amplios ventanales, todas las viviendas son exteriores. Ubicado en pleno centro de Léganes, a 100m de la Plaza Mayor de esta localidad. Cuenta con todos los servicios, supermercados, colegios, hospitales, restauración. En Leganés, también se encuentra el Parque de Polvoranca. Asi como el Hospital Severo Ochoa y la Universidad Carlos III de Madrid, que instaló allí su Escuela Politécnica. Y en noviembre de 1989 se inauguró el centro comercial Parquesur, una de las superficies comerciales más grandes de la Comunidad de Madrid. 21.",False,good,False,True,3000.0,False,False,False,False,[],False,False,216000.0,€,flat,"Vírgenes, Leganés",Piso en calle del Águila,8051-VI-R01-000-000-00C,,,,,,
108303516,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/13/d0/97/1340090511.webp,1,,222000.0,chalet,sale,189.0,,5,3,camino de las Viñas s/n,Madrid,Colmenar del Arroyo,,es,,40.4130567,-4.1977626,True,https://www.idealista.com/inmueble/108303516/,"Oportunidad de inversión: inmueble alquilado. Fecha de fin de contrato: 30/05/2032. Renta 300 Euros. Chalet en venta ubicado en CALLE CAMINO DE LAS VIÑAS, COLMENAR DEL ARROYO, Madrid. Dispone de una superficie de 188 m2 5 habitaciones Consulte con nuestro Agente Comercial la información adicional sobre el inmueble y las condiciones especiales de compraventa. Imposibilidad de visita interior. Las fotografías pueden no corresponderse con el estado actual del inmueble.",False,good,False,,1175.0,False,False,False,False,[],False,False,222000.0,€,chalet,Colmenar del Arroyo,Chalet adosado en camino de las Viñas s/n,,terracedHouse,,,,,
108790850,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d4/eb/52/1355213652.webp,23,6,559000.0,penthouse,sale,160.0,True,3,2,calle de Fuentespina,Madrid,Madrid,Villa de Vallecas,es,Santa Eugenia,40.3781836,-3.6059504,False,https://www.idealista.com/inmueble/108790850/,"Inmobiliaria Tecnocasa Santa Eugenia presenta en exclusiva este magnífico semi-ático ideal para familias, ubicado en una tranquila zona residencial de la calle Fuentespina. La vivienda, originalmente de 4 dormitorios, ha sido reformada para ofrecer 3 amplios dormitorios, ganando espacio y funcionalidad. Cuenta con 2 baños completos, una gran cocina independiente y un salón-comedor muy luminoso. Dispone de dos amplias terrazas: Una de ellas conecta con el salón y la cocina, e incluye una zona cerrada perfecta como trastero o espacio de almacenaje. La otra, con acceso desde los dormitorios, ofrece preciosas vistas despejadas al barrio de Santa Eugenia, ideal para disfrutar de la tranquilidad y la luz natural. La vivienda se encuentra en una finca cerrada con portero físico, lo que aporta mayor seguridad y comodidad. Además, incluye plaza de garaje en la misma finca. Ubicación privilegiada, en un entorno familiar y consolidado, rodeado de todos los servicios: colegios, centros de salud, supermercados, parques, zonas verdes, centros deportivos y una excelente comunicación en transporte público (Renfe Cercanías y varias líneas de autobús) y con rápido acceso a la M-40 y A-3. ¡Una oportunidad única para vivir con calidad, espacio y todas las comodidades en Santa Eugenia!",False,good,False,True,3494.0,False,False,False,False,[],False,False,559000.0,€,flat,"Santa Eugenia, Madrid",Ático en calle de Fuentespina,,penthouse,True,True,,,
108400963,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d1/69/b9/1343076711.webp,21,1,240000.0,flat,sale,126.0,True,3,2,PZ MEMORIA VINCULANTE,Madrid,Madrid,Usera,es,Orcasitas,40.3719369,-3.7106594,False,https://www.idealista.com/inmueble/108400963/,"� EXCLUSIVO PISO EN PLAZA MEMORIA VINCULANTE – OPORTUNIDAD ÚNICA � Ubicación: Orcasitas � Superficie total: 101 m²  � Vivienda: 101 m² útiles �️ Distribución: 3 habitaciones | 1 amplio salón | 1 terraza de 15 m² � Precio: 240.000 € ✨ Una vivienda excepcional en una zona privilegiada Este magnífico piso en Orcasitas es la oportunidad que estabas esperando. Ubicado en una zona estratégica, combina tranquilidad y accesibilidad, con todos los servicios a tu alcance: supermercados, colegios, zonas verdes y excelentes conexiones de transporte. La vivienda destaca por su amplitud, luminosidad y una distribución óptima. El amplio salón es perfecto para disfrutar de momentos en familia o con amigos, y la terraza de 10 m² añade un espacio ideal para relajarse. Las 3 habitaciones ofrecen versatilidad para familias, profesionales en teletrabajo o quienes deseen un espacio extra para invitados. � Ven a conocerla y haz de este piso tu nuevo hogar Si buscas una vivienda con espacio, comodidad y una ubicación inmejorable, no dejes pasar esta oportunidad. Contáctanos en Localium Inmobiliaria y agenda tu visita hoy mismo. � Honorarios: 5% a cargo del comprador � ¡Llámanos y descubre tu nuevo hogar!",True,renew,False,False,1905.0,False,False,False,False,[],False,False,240000.0,€,flat,"Orcasitas, Madrid",Piso en Pz Memoria Vinculante,NVUSERA,,,,,,
107259802,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/35/4b/96/1307707303.webp,18,4,185000.0,flat,sale,26.0,False,1,1,calle del Ave María,Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.4098462,-3.6999484,False,https://www.idealista.com/inmueble/107259802/,"Vive o invierte en el corazón palpitante de Madrid! Este encantador estudio, ubicado en la emblemática Calle Ave María, te ofrece una oportunidad única de formar parte de Lavapiés, uno de los barrios más vibrantes, auténticos y con mayor proyección de la ciudad. Situado en la cuarta planta de un edificio clásico con ascensor, combina la tranquilidad de un espacio interior con una luminosidad natural que lo convierte en un refugio acogedor, funcional y lleno de vida. Con 26 m² construidos y 22 m² útiles, este estudio está diseñado para aprovechar cada rincón: cuenta con un dormitorio independiente, una cocina integrada en el salón, un baño moderno y muebles de almacenaje que optimizan el espacio. La calefacción eléctrica y el aire acondicionado garantizan confort durante todo el año, mientras que la atmósfera cálida y silenciosa lo convierte en un lugar perfecto para vivir, trabajar o relajarse. Todo ello, en un edificio histórico de 1900 que conserva el encanto de la arquitectura tradicional madrileña. Lavapiés no es solo un lugar donde vivir, es un estilo de vida. Es arte urbano, cultura alternativa, gastronomía del mundo y una comunidad diversa que le da alma a cada calle. A solo pasos del Reina Sofía, el Retiro y el centro histórico, aquí cada día es una experiencia nueva. Además, este inmueble ya está alquilado hasta mayo de 2025, lo que significa una rentabilidad inmediata de casi el 7% y sin complicaciones: ingresos asegurados desde el primer momento. Ya sea como tu próximo hogar o como una inversión estratégica en una de las zonas con mayor demanda de la capital, este estudio es una oportunidad que no se repite dos veces. No dejes que te lo cuenten.  Ven a verlo y déjate enamorar por el encanto único de Lavapiés.",False,good,False,True,7115.0,False,False,False,False,[],False,False,185000.0,€,flat,"Lavapiés-Embajadores, Madrid",Piso en calle del Ave María,XBMAD0058,,,,,,
107794327,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/59/3b/d1/1323979487.webp,39,2,346000.0,flat,sale,100.0,True,4,2,calle de Asturias,Madrid,San Sebastián de los Reyes,Centro Urbano,es,,40.5479483,-3.6303239,False,https://www.idealista.com/inmueble/107794327/,"VERALSA OFRECE EN EXCLUSIVA; Descubre este luminoso y acogedor piso de 90 m², ideal para familias o aquellos que buscan espacio y confort. Ubicado en una zona tranquila, este inmueble, situado en una planta 2º con ascensor, cuenta con 4 dormitorios, 2 terrazas y 2 baños, ofreciendo la comodidad que necesitas para tu día a día. Construido en 1975, el piso se encuentra en buen estado y ha sido cuidadosamente mantenido. Su distribución es perfecta, con un salón independiente con salida a terraza y soleado que se beneficia de una orientación oeste y sur, garantizando luz natural durante todo el día. La cocina está completamente amueblada. Entre las características destacadas, encontrarás acceso para personas con movilidad reducida, ascensor, calefacción de gas natural individual y ventanas climalit que aseguran un excelente aislamiento. Además, cuenta con un baño privado y un aseo adicional, lo que añade comodidad para ti y tus invitados. La propiedad también incluye un trastero, ideal para almacenar tus pertenencias, y una puerta blindada que proporciona seguridad y tranquilidad. Su ubicación en esquina permite disfrutar de vistas despejadas y una mayor luminosidad. No dejes pasar la oportunidad de visitar este piso que combina funcionalidad y confort en un solo lugar. ¡Contáctanos para más información y para concertar una visita! Trabajamos por y para tu tranquilidad.",True,good,False,True,3460.0,False,False,False,False,[],False,False,346000.0,€,flat,"Centro Urbano, San Sebastián de los Reyes",Piso en calle de Asturias,asturias,,,,,,
107648894,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/de/68/2c/1318686232.webp,63,,2950000.0,chalet,sale,600.0,,4,4,"paseo de los Lagos, 2",Madrid,Pozuelo de Alarcón,Zona Prado de Somosaguas - La Finca,es,La Finca,40.4162586,-3.8007057,True,https://www.idealista.com/inmueble/107648894/,"EAB Propiedades Inmobiliarias, vende este fantástico chalet adosado reformado por completo con las mejores calidades y buen gusto, en una de las urbanizaciones mas demandadas de Pozuelo de Alarcón, por su situación muy próxima a los colegios internacionales y nacionales y por sus altas medidas de seguridad. El chalet está dispuesto de ascensor en todas sus plantas. En la planta principal nos encontramos con un precioso recibidor con baño para invitados y acceso a la gran cocina, muy luminosa por sus grandes ventanales. En la primera entreplanta, nos encontramos con un gran salón comedor muy espacioso que nos permite acceder al jardín con piscina privada. En la segunda entreplanta tenemos dos dormitorios muy amplios con vestidor y con dos baños completos. En la tercera entreplanta está el dormitorio principal con grandes vestidores y baño en suite. En la planta sótano tenemos una preciosa bodega, un gran salón multiusos, con zona de gimnasio y zona de ocio. El chalet dispone de cinco plazas de garaje.",False,good,False,,4917.0,False,False,False,False,[],False,False,2950000.0,€,chalet,"La Finca, Pozuelo de Alarcón","Chalet adosado en paseo de los Lagos, 2",ENRIQUE ÁLVAREZ,terracedHouse,True,True,,,
101387881,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f2/b2/dc/1123978223.webp,33,,690000.0,chalet,sale,356.0,,6,3,Puerto de navacerrada,Madrid,Galapagar,Puerto de Galapagar-Las Cuestas,es,,40.5549093,-3.9667005,False,https://www.idealista.com/inmueble/101387881/,"EN RENTABILIDAD. Galapagar, Urbanización Puerto de Galapagar. Se encuentra alquilado con contrato vigente hasta el año 2029. Chalet independiente de 356 m2 con precioso jardín muy cuidado y riego automático por goteo, 1070 m2 de parcela, con piscina de cloración salina. La vivienda se distribuye en dos plantas. La planta principal cuenta con amplio hall con acceso al gran salón con chimenea (conectada a la red de calefacción) y salida a terraza, también entrada a cocina con cuarto lavadero y puertas al salón y a terraza; y desde el vestíbulo también se da paso al pasillo que distribuye cinco dormitorios y dos cuartos de baño (uno de ellos en suite). La planta inferior tiene un garaje para dos coches, despensa, cuarto de instalaciones, baño, dormitorio, bodega, porche con acceso al jardín y salón. Calefacción individual con caldera de gasoil. La vivienda se encuentra en muy buen estado de conservación y muy cuidada. Reformado en 2016. Suelos de mármol en vestíbulo, cocina, escalera de acceso a la planta inferior y en salón de planta baja. El resto de la vivienda tiene el suelo de tarima. Todas las ventanas son de climalit con contraventanas de madera. La parcela cuenta con un pozo. Dos puertas de acceso acorazadas.  La urbanización dispone de guarda de seguridad y mantenimiento, también barrera de acceso y cámaras de vigilancia. Entorno natural privilegiado. En cuanto a comunicaciones, acceso por la M505 (Carretera de El Escorial km. 13) y tres líneas de autobús (661, 661A, 667) que llevan a Madrid y a Majadahonda(Hospital Puerta de Hierro).",False,good,False,,1938.0,False,True,False,False,[],False,False,690000.0,€,chalet,"Puerto de Galapagar-Las Cuestas, Galapagar",Casa independiente en Puerto de navacerrada,,independantHouse,True,True,,,
108699090,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3c/05/e8/1352504736.webp,8,3,349000.0,flat,sale,68.0,True,3,1,Barrio Prosperidad,Madrid,Madrid,Chamartín,es,Prosperidad,40.444039,-3.6619389,False,https://www.idealista.com/inmueble/108699090/,"OCASION, ZONA CORAZON DE MARIA: Se vende piso PARA REFORMAR ENTERO. Se trata de un 3 planta en una finca que no tiene ascensor. Tiene construidos 58 metros pero le han añadido hace muchos años 20 metros de la terraza, por lo que la distribución actual es de 2 habitaciones, salón de paso cocina y baño. NECESITA REFORMA INTEGRAL Está cerca de la salida de la M30 y de la parada de metro de Alfonso XIII. La finca solo tiene 4 vecinos en total, con solo 1 vivienda por planta. No cobramos honorarios al comprador. Si quieres mas datos, contáctanos por mail y te llamamos para agendar una cita. [IW].",False,renew,False,False,5132.0,True,False,False,False,[],False,False,349000.0,€,flat,"Prosperidad, Madrid",Piso,SANCHEZ BALDERAS,,,,,,
108761385,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f1/ce/d2/1354369657.webp,21,,320000.0,chalet,sale,170.0,,10,6,CL CERCEDILLA,Madrid,Collado Villalba,Villalba Estación,es,,40.6332713,-4.0075883,False,https://www.idealista.com/inmueble/108761385/,"¡Oportunidad de inversión! COLIVING EN EL CENTRO DE COLLADO VILLALBA.  Propiedad reformada con 10 habitaciones lista para rentabilizar 170 metros de propiedad donde hay que sumar 20 de un fantástico patio exterior.  Descubre esta propiedad completamente reformada y amueblada, perfecta para inversores que buscan rentabilidad inmediata. Consta de 10 habitaciones amplias y luminosas, equipadas con mobiliario moderno recién instalado, amplia cocina con varias lavadoras y secadoras, varias vitrocerámicas y fregaderos, 6 baños completos totalmente nuevos con plato de ducha y terraza privada al aire libre con jardín artificial ideal para momentos de relax. Actualmente genera una renta mensual de 4.000€, garantizando una alta rentabilidad que asciende al 11% desde el primer día. La finca se encuentra en excelente ubicación, cercana a transporte y todo tipo de comercios, lo que asegura alta demanda de alquiler durante todo el año. No pierdas la oportunidad de adquirir un activo llave en mano, sin necesidad de reformas ni amueblamiento adicional (La propiedad lo entrega totalmente reformado), listo para generar ingresos estables y recurrentes. Contáctanos ahora para más información o para agendar tu visita y asegurar esta inversión rentable.",False,good,False,,1882.0,True,False,False,False,[],False,False,320000.0,€,chalet,"Villalba Estación, Collado Villalba",Casa independiente en Cl Cercedilla,,independantHouse,,,,,
108649699,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/27/c2/dc/1351210368.webp,50,,530000.0,countryHouse,sale,330.0,,4,3,"AV HISPANIDAD, 68",Madrid,Torremocha de Jarama,,es,,40.8412636,-3.4889548,True,https://www.idealista.com/inmueble/108649699/,"Sanhouses presenta esta vivienda unifamiliar en Torremocha del Jarama. Situada en urbanización totalmente terminada y a 10 minutos del centro urbano y polideportivo. La vivienda está construida sobre una parcela de 759 m2, que dispone de huerto, gallinero, compostera e invernadero, así como de zonas ajardinadas con césped de baja necesidad de agua. con posibilidad de hacer una piscina.  La casa tiene 330 m2 distribuidos en planta sótano diáfano de 140 metros, planta baja de 140 metros y 11 metros de porche con orientación sur, y segunda planta de 49 metros. La planta baja con 3 amplias habitaciones con armarios empotrados, 2 baños, uno de ellos en suite, amplia cocina con salida a la parcela y gran salón comedor con salida a un maravilloso porche. Planta alta con zona de media altura hacia el salón consta de un gran dormitorio con baño y armarios en zona abuhardillada, este espacio puede dividirse perfectamente en dos o tres dormitorios. Diseño y construcción bioclimática y de alta eficiencia energética. Bloque de termoarcilla, aislamiento de corcho natural. Muros de 40-50 cm de espesor. Ventanas con rotura de puente térmico y puertas de madera, estructura mixta acero-madera Sistema fotovoltaico de 6 Kwp, paneles solares térmicos, generador minieólico, chimenea con recuperador de calor, sistema de recuperación de aguas pluviales y red separativa en vivienda para riego del jardín. Aljibe de 10.000 litros enterrado en el jardín. Apenas hay coste en electricidad o calefacción en todo el año debido al buen aislamiento y a la implementación de energías renovables. Vivienda ideal para escapar de la ciudad y disfrutar de un gran espacio al aire libre cerca de Madrid, así como inversión para rentabilizar como negocio de casa rural.",False,good,False,,1606.0,False,False,False,False,[],False,False,530000.0,€,countryHouse,Torremocha de Jarama,"Casa de pueblo en Av Hispanidad, 68",,casaDePueblo,True,True,,,
108652781,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b6/bb/da/1351155193.webp,38,1,310000.0,flat,sale,162.0,True,3,2,Espartales,Madrid,Alcalá de Henares,Espartales,es,,40.5086818,-3.3647024,False,https://www.idealista.com/inmueble/108652781/,"AGENCIA INMOBILIARIA DE ALCALÁ DE HENARES, OFICINA DE TECNOCASA, VENDE EXCELENTE VIVIENDA EN ESPARTALES. Descubre este espectacular piso de 162 m² construidos, ideal para disfrutar de la comodidad y el espacio que siempre has deseado. Situado en la primera planta, este hogar cuenta con una distribución perfecta que maximiza la luz natural gracias a su orientación Este y Oeste. Al entrar, te recibe un acogedor hall que te conduce a un salón luminoso, perfecto para relajarte o recibir visitas. La cocina, completamente amueblada y equipada, es un sueño para cualquier amante de la gastronomía. Este piso ofrece tres amplios dormitorios con armarios empotrados, garantizando suficiente espacio para toda la familia. Además, cuenta con dos cuartos de baño, uno de ellos en suite, lo que añade un toque de confort y privacidad. Disfruta de la comodidad de tener dos plazas de garaje y un trastero para almacenar tus pertenencias sin preocupaciones. La ubicación es simplemente perfecta, con acceso directo a la nacional A2 y paradas de autobús cercanas que facilitan tus desplazamientos. Las zonas comunes incluyen un parque para niños, ideal para que los más pequeños jueguen y se diviertan. Este piso, construido en 2011 y en excelente estado, cuenta con calefacción por bomba de frío/calor y aire acondicionado para garantizar tu confort durante todo el año.  Además, te ofrecemos la posibilidad de financiación hasta el 100% a través del departamento de intermediación financiera KIRON. No pierdas la oportunidad de visitar este maravilloso piso sin compromiso. ¡Tu nuevo hogar te espera!",False,good,False,True,1914.0,False,False,False,False,[],False,False,310000.0,€,flat,"Espartales, Alcalá de Henares",Piso,,,True,True,322000.0,12000.0,4.0
107597136,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/26/9b/7e/1356225752.webp,34,3,850000.0,flat,sale,155.0,True,3,2,calle del Marqués de Lozoya,Madrid,Madrid,Retiro,es,Estrella,40.417103,-3.6621195,False,https://www.idealista.com/inmueble/107597136/,"�✨ VIVIENDA EXTERIOR EN SAINZ DE BARANDA – 155 m², GARAJE Y TRASTERO ✨� Ponemos a disposición su nuevo hogar, esta espectacular vivienda exterior con habitaciones muy amplias, salón, comedor, cocina grande, todo con una luminosidad maravillosa para hacer de ella el lugar donde su familia crecerá y donde creará unos maravillosos recuerdos, en un barrio tranquilo, seguro, bien comunicado y con todas las necesidades al alcance.  � Ubicación: Calle Marqués de Lozoya, Sainz de Baranda � Superficie: 155 m² � Habitaciones: 3 � Baños: 2 � Salón amplio y luminoso � Cocina independiente y equipada � Incluye plaza de garaje y trastero Si buscas amplitud, luz natural y una ubicación inmejorable, ¡este piso es para ti! Situado en una de las mejores zonas de Sainz de Baranda, este hogar exterior destaca por su gran luminosidad y distribución funcional. ✔️ Salón espacioso y soleado ✔️ Dormitorios cómodos con armarios empotrados ✔️ Cocina independiente y equipada ✔️ Excelentes conexiones con transporte público y servicios � Precio: 850.000€ � Contáctanos y agenda tu visita hoy mismo Te ayudamos a conseguir las mejores condiciones de financiación consultar coste de agencia.",False,good,False,True,5484.0,False,False,False,False,[],False,False,850000.0,€,flat,"Estrella, Madrid",Piso en calle del Marqués de Lozoya,,,True,True,,,
108754909,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c8/eb/4e/1354160051.webp,17,2,850000.0,flat,sale,126.0,True,3,2,calle de Moratín,Madrid,Madrid,Centro,es,Huertas-Cortes,40.4114681,-3.6962039,False,https://www.idealista.com/inmueble/108754909/,"""Agencia inmobiliaria de Madrid zona Huertas-Cortes Tecnocasa Estudio Huertas-Cortes Slu. ¡VENDE! Exclusiva propiedad señorial con tres balcones a la calle en el corazón del barrio de Las Letras. Con una superficie de 126 m², esta espectacular vivienda exterior ofrece un ambiente residencial único. Combina el encanto histórico con las comodidades modernas. La vivienda cuenta actualmente con un gran salón con increíbles vistas al barrio, cocina totalmente independiente con ventana, tres dormitorios bien distribuidos, uno de ellos con acceso a una pequeña terraza, un baño y un aseo, ideales para el confort diario. Cabe destacar, que este encantador inmueble, cuenta con ventanas en todas las estancias y aire acondicionado. Disfruta de la luz natural que inunda cada rincón gracias a sus balcones, perfectos para relajarse y disfrutar del entorno urbano, acompañados de su orientación reflejando el sol directamente dentro. El edificio dispone de ascensor, facilitando el acceso a la vivienda y añadiendo un toque de comodidad a tu día a día. Esta propiedad es una oportunidad única para quienes buscan un hogar con carácter y estilo en una ubicación privilegiada. No pierdas la posibilidad de vivir en un entorno exclusivo que combina historia y modernidad en pleno Madrid. ¡NO PIERDAS ESTA OPORTUNIDAD, AGENDA TU VISITA! Muy bien comunicado: Paseo del Prado a 2 minutos andando, El Jardín botánico a 5 minutos, El Retiro a 8 minutos andando, Sol a 10 minutos andando. ¡EXCELENTE ZONA! El barrio de Las Letras es una de las zonas más antiguas de Madrid, emblemática para la cultura de la ciudad ya que, además de haber sido cuna de grandes figuras del ámbito literario y teatral, acoge varios de sus teatros y museos más importantes. Además de una gran variedad de opciones de ocio y cultura, encontramos una amplia y peculiar oferta de tiendas, bares y restaurantes. ¡Gracias por confiar en nosotros! Nos avalan 15 años de experiencia en la zona, formando parte de esta gran empresa, líder en España y Europa en el sector de la intermediación inmobiliaria. ¿Quiere conocer el valor real de su inmueble? Ofrecemos a nuestros vecinos VALORACIONES GRATUITAS y sin ningún compromiso de viviendas, locales y plazas de garaje. Asesoramiento y gestión en: COMPRAVENTA, ARRENDAMIENTO, CAMBIO de VIVIENDA, HERENCIAS, CAMBIO de USO, CERTIFICADO ENERGÉTICO. Nuestro departamento KIRON, expertos en intermediación financiera, le ayudarán a encontrar la solución hipotecaria que mejor se adapte a sus necesidades. Estamos a su disposición para cualquier consulta"".",False,good,False,True,6746.0,False,False,False,False,[],False,False,850000.0,€,flat,"Huertas-Cortes, Madrid",Piso en calle de Moratín,,,True,True,,,
107992248,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/87/7e/26/1330492598.webp,16,bj,230000.0,flat,sale,34.0,True,1,1,calle de Mota del Cuervo,Madrid,Madrid,Hortaleza,es,Canillas,40.4652607,-3.6323567,False,https://www.idealista.com/inmueble/107992248/,"Agencia inmobiliaria TECNOCASA de la zona Canillas - Villa Rosa VENDE estudio en excelente estado de conservación. Se vende acogedora vivienda tipo estudio en la calle Mota del Cuervo, ubicada en el tranquilo y bien comunicado barrio de Villa Rosa. El inmueble cuenta con un único ambiente que integra dormitorio, salón y cocina, además de un baño completo con plato de ducha. Todo ello en un excelente estado de conservación, ideal tanto para vivir como para invertir. Ubicada en una zona consolidada y muy bien comunicada, rodeada de zonas verdes, parques, comercios, colegios y servicios. Ideal para quienes buscan un hogar cómodo o una oportunidad de inversión bien comunicado en Madrid. La zona ofrece una excelente conexión con las principales autopistas y una amplia red de transporte público, lo que facilita el acceso rápido a cualquier punto de la ciudad. Actualmente la vivienda se encuentra alquilada, lo que la convierte en una opción muy atractiva para inversores que buscan rentabilidad desde el primer día. Además, te ofrecemos la posibilidad de acceder a financiación a través de nuestro departamento de intermediación financiera, con estudios gratuitos para ayudarte a hacer realidad tu compra. ¡No dejes pasar esta oportunidad!",False,good,False,False,6765.0,False,False,False,False,[],False,False,230000.0,€,flat,"Canillas, Madrid",Piso en calle de Mota del Cuervo,MDC-025,,,,,,
