propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,newDevelopmentFinished,detailedType.subTypology
107639072,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/be/ba/00/1318425941.webp,DS-P88025,16,ss,790000.0,flat,sale,91.0,True,2,2,calle de Castelló,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4245737,-3.6834948,False,https://www.idealista.com/inmueble/107639072/,"DIZA Consultores les presenta este magnífico inmueble totalmente reformado en la mejor zona de Recoletos. Se encuentra ubicado junto a la Puerta de Alcalá y el Parque del Retiro, donde la alta demanda de turistas durante todo el año hace que sea la zona mas rentable de toda la capital.  El piso se encuentra en un edificio de principios del siglo XX, con fachada representativa. Tiene 91 metros cuadrados, los cuales se distribuyen en estancias amplias y confortables. La zona social se compone de salón, desde el que tenemos acceso a un patio de uso privativo; cocina con electrodomésticos de primeras marcas, encimeras de material porcelánico de alta durabilidad con anti ralladuras y luz indirecta. Además, contamos con un espacio polivalente que puede servir de despacho, family room, o zona de juegos.  La zona de descanso se compone de dos amplios dormitorios dobles con armarios totalmente fabricados a medida. El principal cuenta con baño en suite y hay un segundo baño que da servicio al dormitorio secundario.  Las calidades de construcción son excelentes, con calefacción por suelo radiante y refrescante y cerramientos con aislamiento térmico y acústico.  El edificio tiene portal representativo y cuenta con conserje.  El Barrio Salamanca y en concreto la zona de Recoletos es una de las zonas más lujosas y con mejor calidad de vida de Europa. Gracias a la amplia oferta gastronómica, cultural y comercial, se trata de una formidable zona donde vivir e invertir. Inmobiliaria de lujo en Madrid especializada en comprar, vender y alquilar pisos en las zonas premium de Madrid: Barrio de Salamanca, Almagro, Chamartín, Retiro, Pozuelo, Aravaca, Boadilla. Convertimos Sueños en Hogares.",True,good,False,False,8681.0,True,False,False,False,[],False,True,790000.0,€,flat,"Recoletos, Madrid",Piso en calle de Castelló,Top+,,,,,,,
108765836,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4e/e6/47/1355097001.webp,e1609761-5328-469f-9c9e-ca2759be436e,34,6,544500.0,flat,sale,76.0,True,2,1,calle de Sánchez Barcáiztegui,Madrid,Madrid,Retiro,es,Pacífico,40.407452,-3.6735239,False,https://www.idealista.com/inmueble/108765836/,"Descubre este encantador piso de 76 m² en el corazón de Pacífico, Retiro, Madrid. Este piso recientemente reformado ofrece dos amplios dormitorios y un baño moderno. La cocina equipada y los armarios empotrados maximizan el espacio y la funcionalidad. Disfruta de la comodidad del aire acondicionado y de la calidez de la calefacción central. Además, la terraza privada es perfecta para relajarse al aire libre. El edificio cuenta con servicios excepcionales como portero, ascensor y accesibilidad para sillas de ruedas, asegurando comodidad para todos los residentes. La ubicación estratégica en Pacífico te sitúa cerca de parques, tiendas y transporte público, ofreciendo lo mejor de la vida urbana. No pierdas la oportunidad de vivir en una propiedad que combina modernidad, comodidad y accesibilidad en uno de los barrios más deseados de Madrid. ¡Agenda tu visita hoy mismo!",True,good,False,True,7164.0,True,True,False,False,[],False,True,544500.0,€,flat,"Pacífico, Madrid",Piso en calle de Sánchez Barcáiztegui,Top+,,,,,,,
108767306,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/03/42/be/1354540106.webp,DS-P33106,32,1,895000.0,flat,sale,144.0,True,3,3,calle de Esteban Terradas,Madrid,Madrid,Chamartín,es,Castilla,40.4680377,-3.6857337,False,https://www.idealista.com/inmueble/108767306/,"DIZA Consultores les presenta en exclusiva para sus clientes este piso con reforma de lujo en pleno Chamartín. Esta espectacular propiedad de tres dormitorios ubicada en una de las zonas más cotizadas del norte de Madrid: Chamartín. Completamente renovada en 2022 con materiales de alta gama, esta vivienda se ha diseñado con una visión moderna, funcional y luminosa, cuidando cada detalle para ofrecer el máximo confort. Uno de los aspectos más destacados es la incorporación de un sistema domótico de última tecnología, firmado por la prestigiosa marca alemana LOXONE. Este sistema permite controlar a distancia la iluminación, la climatización, las persianas y estores motorizados, además de integrar alarma y videovigilancia para una mayor seguridad y comodidad. El diseño interior no se queda atrás: ventanas Kommerling de altas prestaciones, cocina con encimera Neolith y electrodomésticos Siemens integrados, iluminación LED regulable, suelos de madera natural, baños de diseño con sanitarios de Porcelanosa y revestimientos de Peña, así como estores motorizados Somfy de tejido laminado. Todo ello contribuye a crear un ambiente sofisticado y acogedor. Una oportunidad única para entrar a vivir en un piso totalmente equipado, en una zona con gran proyección y revalorización. El inmueble se sitúa en el barrio de Castilla, dentro del distrito de Chamartín, muy próximo al icónico estadio Santiago Bernabéu y rodeado de zonas verdes y excelentes conexiones con la red de transporte público y las principales vías de acceso a la ciudad. Chamartín es un distrito que destaca por su amplia oferta de servicios: colegios, centros deportivos, comercios, embajadas, hoteles, restaurantes de renombre, museos y espacios culturales como el Auditorio Nacional. Además, cuenta con una infraestructura de transporte inmejorable, incluyendo múltiples líneas de metro, autobús y las estaciones de tren de cercanías y larga distancia. Estaremos encantados de atenderle. DIZA Consultores Inmobiliarios Inmobiliaria de lujo en Madrid especializada en comprar, vender y alquilar pisos en las zonas premium de Madrid: Barrio de Salamanca, Almagro, Chamartín, Retiro, Pozuelo, Aravaca, Boadilla. Convertimos Sueños en Hogares.",True,good,False,True,6215.0,True,False,False,False,[],False,True,895000.0,€,flat,"Castilla, Madrid",Piso en calle de Esteban Terradas,Top+,True,True,,,,,
108630195,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/50/01/2d/1350446064.webp,BFP-V1421,41,1,1099000.0,flat,sale,116.0,True,6,2,calle del Doce de Octubre,Madrid,Madrid,Retiro,es,Ibiza,40.4164603,-3.6734157,False,https://www.idealista.com/inmueble/108630195/,"CONTACTAR CON EXTENSIÓN Nº3 Estupendo piso en venta en la zona de Ibiza, perteneciente al distrito Retiro. Se encuentra en muy buena ubicación a 200 metros del Parque Retiro. Se localiza en la primera planta del edificio que cuenta con ascensor y adaptación para minusválidos.  La vivienda se reformó hace 2 años, con el objetivo de realizar un alquiler a estudiantes pero se puede entregar libre de arrendatarios. Cuenta con 116 m2, que actualmente están distribuidos en: - Hall-Recibidor. - 2 dormitorios exteriores. - 4 dormitorios a patio interior. - Cocina equipada. - 2 Cuartos de baño con plato de ducha. Otras características: Puerta de entrada blindada, suelo en tarima, calefacción central. Orientación Sur. Sobre la zona y transporte: Su ubicación es excelente, a 3 minutos caminando del Parque del Retiro, el pulmón de Madrid, y está rodeada de todo tipo de servicios necesarios y de ocio, supermercados, tiendas gourmet, Mercado, los mejores restaurantes, cafeterías, colegios, hospitales y tiendas de todo tipo. Al lado de la calle Narváez, de la calle Ibiza, de Menéndez Pelayo y muy próximo a la calle O´Donnell. Perfectamente comunicado por transporte público, con la estación de metro Ibiza a 4 minutos caminando y con varias líneas de autobús casi en la puerta. No dejes escapar esta oportunidad y ven a visitarlo.  (Este anuncio no es vinculante, puede contener errores, se muestra a título informativo y no contractual. ) > Oferta sujeta a condiciones de compra. Consulte los términos y condiciones aplicables.",True,good,False,True,9474.0,True,False,False,False,[],False,True,1099000.0,€,flat,"Ibiza, Madrid",Piso en calle del Doce de Octubre,Top+,,,1180000.0,81000.0,7.0,,
100478711,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/67/d2/9d/1088793030.webp,Vivienda A,13,,2345000.0,chalet,sale,461.0,,5,6, del Naranjo de Bulnes s/n,Madrid,Ciudalcampo,,es,,40.6272365,-3.6119637,True,https://www.idealista.com/obra-nueva/100478711/,"En Ciudalcampo, Blossom presenta Qhomes 6. 6 Viviendas independientes en un excepcional emplazamiento, en parcelas desde 2.500 m2 hasta los 4.000 m2  El singular diseño de las viviendas tiene su origen en la unión entre un minucioso análisis del entorno natural en el que se ubica y las excepcionales características que cada Qhome debe atesorar.  El juego flexible de volúmenes que caracteriza esta promoción permite sacar el máximo partido al entorno, consiguiendo unas increíbles vistas desde todas las viviendas y siempre respetando la valiosa arboleda preexistente.  El resultado es una armoniosa composición geométrica, elegante y rotunda, integrada en un paisaje verde donde cada vivienda conserva su privacidad gracias a la orientación y composición de las zonas comunes y zonas privadas. Los grandes ventanales y la orientación de los mismos hacen que la luz natural bañe cada estancia, consiguiendo además una transición interior/exterior única.   La organización interna de la vivienda se genera desde el vestíbulo principal, que es el gran protagonista. Un amplio espacio de entrada con un gran ventanal a doble altura y vistas al jardín divide la zona de día de la zona de noche.  El proyecto ofrece eficiencia energética y sostenibilidad ambiental. Qhomes ofrece la posibilidad de personalización tanto en diseño interior como en los acabados, incluso ampliación del programa de vivienda.",True,newdevelopment,True,,5087.0,True,False,False,False,[],False,True,2345000.0,€,chalet,Ciudalcampo,Casa independiente en  del Naranjo de Bulnes s/n,Top+,True,True,,,,False,independantHouse
108285434,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c0/12/f3/1339543843.webp,VM2505098,20,bj,1259000.0,flat,sale,120.0,True,3,3,calle de Lombía,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4258438,-3.6744931,False,https://www.idealista.com/inmueble/108285434/,"PISO REFORMADO Y AMUEBLADO A ESTRENAR EN LOMBIA  En una elegante finca clásica de 1930, con fachada y zonas comunes en excelente estado, se encuentra esta luminosa y silenciosa vivienda, ubicada en la parte más tranquila de la calle Lombía, a escasos pasos de Hermosilla y muy cerca del corazón comercial de Goya. Reformada con un exquisito interiorismo a cargo del estudio de arquitectura Arctempus, la propiedad ofrece tres dormitorios —dos de ellos en suite—, tres baños, una amplia cocina, salón y lavadero independiente. Se entrega completamente amueblada y equipada. La finca cuenta con portero y acceso a tendedero en la azotea, añadiendo funcionalidad a una vivienda pensada para el confort. ¿Te imaginas vivir aquí?  Contacte con nosotros para ver más inmuebles similares.",False,good,False,True,10492.0,True,False,False,False,[],False,True,1259000.0,€,flat,"Goya, Madrid",Piso en calle de Lombía,Top+,,,,,,,
107880897,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a6/09/74/1327113245.webp,Ds-P77715,55,3,6700000.0,flat,sale,264.0,True,4,5,calle de Alfonso XII,Madrid,Madrid,Retiro,es,Jerónimos,40.4178575,-3.6874039,False,https://www.idealista.com/inmueble/107880897/,"DIZA consultores les presenta en exclusiva para sus clientes vivienda singular, con tres balcones al emblemático Parque del Retiro y a la Puerta de Alcalá.    La vivienda se encuentra en la tercera planta de un edificio clásico de principios del siglo XX, íntegramente reformado de diseño.  El piso cuenta con 264 metros cuadrados distribuidos en tres amplias zonas de salones, con unas vistas realmente únicas al parque e inundadas de sol por su orientación este, comedor, cocina integrada en la zona social, zona de lavandería independiente, cuatro magníficos dormitorios en suite, aseo de cortesía y un trastero.   La vivienda, completamente a estrenar, se encuentra totalmente amueblada y dispone de electrodomésticos de alta gama.  El piso cuenta con aire acondicionado centralizado frío y calor y calefacción individual. El edificio tiene portero.   Ubicado en un edificio de fachada clásica y portal representativo en la calle Alfonso XII, justo en frente del Parque del Retiro, lugar ideal para disfrutar de actividades y paseos en plena naturaleza, se encuentra muy próximo a otros puntos muy emblemáticos de la ciudad, como la Puerta de Alcalá, la Plaza de Cibeles, el Museo del Prado o el Real Jardín Botánico. Su excelente distribución, su inmejorable ubicación con sus vistas y sus magníficas calidades hacen de este inmueble una oportunidad única. El barrio de los Jerónimos se trata del más elegante y señorial de Madrid, siendo algunos de sus atractivos la tranquilidad que se respira en la zona y la cercanía a la Puerta de Alcalá, al Parque del Retiro, al Museo del Prado o al Jardín Botánico. Estaremos encantados de atenderle. DIZA Consultores Inmobiliarios Inmobiliaria de lujo en Madrid especializada en comprar, vender y alquilar pisos en las zonas premium de Madrid: Barrio de Salamanca, Almagro, Chamartín, Retiro, Pozuelo, Aravaca, Boadilla. Convertimos Sueños en Hogares.",True,good,False,True,25379.0,True,False,False,False,[],False,True,6700000.0,€,flat,"Jerónimos, Madrid",Piso en calle de Alfonso Xii,Top+,,,,,,,
108532428,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5c/22/8b/1354680755.webp,DS-P33101,23,2,1500000.0,flat,sale,136.0,True,3,4,calle de Ibiza,Madrid,Madrid,Retiro,es,Ibiza,40.4178715,-3.6676289,False,https://www.idealista.com/inmueble/108532428/,"DIZA Consultores les presenta piso recién reformado de lujo, en Ibiza a un paso del Parque del Retiro. En la segunda planta de un edificio representativo construido a mediados del siglo XX, encontramos este piso reformado de 136 metros cuadrados. La vivienda ha sido completamente rehabilitada por un equipo de arquitectura de reconocido prestigio, tratando de conservar su esencia clásica, con las comodidades del siglo XXI. La zona protagonista de la vivienda es su salón-comedor. Aquí está integrada la cocina con puertas correderas de cristal para ganar independencia y electrodomésticos de primera calidad. La zona de descanso se compone de tres dormitorios dobles, todos ellos con baño en suite. Todos ellos tienen gran capacidad de almacenaje con armarios de suelo a techo. Además cuenta un aseo de cortesía y zona de lavandería independiente. La vivienda está siendo rehabilitada por completo con acabados de lujo. Tiene aire acondicionado por conductos, además de calefacción individual por gas. La finca es señorial y dispone de portero físico. Situado en el barrio de Ibiza, perteneciente al distrito del Retiro, se trata de uno de los más tranquilos de la capital, siendo su principal atractivo la cercanía al Parque del Retiro. Situado en la zona residencial cerca de todos los comercios, colegios, tiendas y restaurantes. Estaremos encantados de atenderle. DIZA Consultores Inmobiliarios Inmobiliaria de lujo en Madrid especializada en comprar, vender y alquilar pisos en las zonas premium de Madrid: Barrio de Salamanca, Almagro, Chamartín, Retiro, Pozuelo, Aravaca, Boadilla. Convertimos Sueños en Hogares.",True,good,False,True,11029.0,True,False,False,False,[],False,True,1500000.0,€,flat,"Ibiza, Madrid",Piso en calle de Ibiza,Top+,,,,,,,
108787542,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/32/d9/24/1355116422.webp,86102828,46,1,1290000.0,flat,sale,145.0,True,2,3,"calle de San Bernardo, 85",Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4284584,-3.7064085,True,https://www.idealista.com/inmueble/108787542/,"BARNES Madrid presenta este piso único en Malasaña, una propiedad que combina el encanto de un edificio clásico con una reforma integral de diseño contemporáneo y materiales de primer nivel. Ubicado en una primera planta con altura de segunda, este piso de 128 m² destaca por sus techos altos, la elegancia de sus acabados y una luminosidad excepcional que lo convierte en un verdadero refugio urbano en pleno centro de Madrid. Desde el primer momento, la vivienda impresiona por su amplitud y claridad. El salón-comedor es el eje central del espacio: cálido, sereno y bañado en luz natural gracias a dos balcones a la calle, uno de ellos cerrado con cristal, que actúa como un mirador acogedor y lleno de carácter. Las vistas al arbolado de la calle aportan una sensación de calma y privacidad difíciles de encontrar en el centro de la ciudad. La cocina, abierta e integrada con una elegante isla central, ha sido diseñada para unir funcionalidad y estilo. De la firma Línea 3, está equipada con electrodomésticos panelados de alta gama Bosch, pensada para quienes valoran el diseño sin renunciar a la practicidad. Un aseo de cortesía discreto y elegante completa la zona social, junto a una zona de lavandería independiente, totalmente equipada con lavadora y secadora. Los dos dormitorios dobles tipo suite ofrecen privacidad y confort, con grandes ventanales que permiten una entrada constante de luz, armarios empotrados diseñados a medida y completamente vestidos. Ambos baños en suite cuentan con duchas amplias, griferías de alta gama, lavabos a medida y revestimientos de Porcelanosa que aportan un toque de sofisticación. La reforma ha cuidado cada detalle: suelos de gran formato de Porcelanosa en zonas comunes y madera natural en los dormitorios, radiadores de diseño, aire acondicionado por conductos regulable por estancia, y calefacción individual por caldera de gas natural. Las puertas interiores de gran altura y estilo original han sido restauradas con mimo, mientras que las ventanas exteriores han sido sustituidas por carpintería de madera maciza con doble acristalamiento Silent, que garantiza aislamiento térmico y acústico sin comprometer la estética. El mobiliario actual de la vivienda, de estilo nórdico, resalta la limpieza visual y la calidez de cada estancia, amplificando la sensación de orden, luz y armonía. el edificio esta exonerado del IBI gracias a su reconocimiento como inmueble de valor histórico. Ubicada en la zona de San Bernardo, muy cerca de la glorieta de Ruiz Jimenez, al borde del elegante barrio de Chamberí y dentro del histórico Barrio de Universidad, esta propiedad ofrece un estilo de vida inigualable. Rodeada de una amplia oferta cultural, gastronómica y de ocio, con una infraestructura excelente —metro San Bernardo a pocos pasos y acceso rápido a las principales arterias de la ciudad—, esta vivienda combina lo mejor de la tradición madrileña con la modernidad más funcional. Le invitamos a visitarla y a descubrir más propiedades únicas y exclusivas en nuestra web de BARNES Madrid.",False,good,False,True,8897.0,True,False,False,False,[],False,True,1290000.0,€,flat,"Malasaña-Universidad, Madrid","Piso en calle de San Bernardo, 85",Top+,,,,,,,
108350166,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/30/6a/66/1341481253.webp,DS-P33091,53,2,1990000.0,flat,sale,267.0,True,5,4,calle del Doctor Esquerdo,Madrid,Madrid,Retiro,es,Niño Jesús,40.4135845,-3.6709721,False,https://www.idealista.com/inmueble/108350166/,"DIZA Consultores les presenta vivienda única y exclusiva a un paso del Retiro, en una de las zonas más codiciadas de la capital. Se ofrece en venta un piso de lujo para reformar, ubicado en el prestigioso barrio de Niño Jesús, junto al Parque del Retiro. Esta propiedad única, situada en una finca representativa con servicio de seguridad 24h, ofrece un sinfín de posibilidades para crear una vivienda a medida en un entorno privilegiado. La vivienda cuenta con una amplia superficie construida, gran luminosidad y una distribución ideal para personalizar según las necesidades del comprador. Además, el edificio dispone de piscina comunitaria, garaje privado con acceso directo y zonas comunes cuidadas al detalle. Ideal tanto como residencia habitual de alto nivel como para inversores que busquen un activo exclusivo con gran potencial de revalorización. El barrio de Niño Jesús, en el distrito de Retiro, es uno de esos lugares que conservan la esencia de la vida de barrio, con la ventaja de estar a un paso del corazón de Madrid. Es un espacio que combina serenidad, tradición y calidad de vida. Estaremos encantados de atenderle. DIZA Consultores Inmobiliarios Inmobiliaria de lujo en Madrid especializada en comprar, vender y alquilar pisos en las zonas premium de Madrid: Barrio de Salamanca, Almagro, Chamartín, Retiro, Pozuelo, Aravaca, Boadilla. Convertimos Sueños en Hogares.",True,renew,False,True,7453.0,True,False,False,False,[],False,True,1990000.0,€,flat,"Niño Jesús, Madrid",Piso en calle del Doctor Esquerdo,Top+,True,True,,,,,
