propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,district,detailedType.subTypology,neighborhood,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
106596288,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/70/d2/0b/1288163270.webp,16,1,280000.0,flat,sale,70.0,True,2,1,"calle Sobrante, 3",Madrid,Hoyo de Manzanares,es,40.6225231,-3.9093981,True,https://www.idealista.com/inmueble/106596288/,"PROMOCION Y GESTION INMOBILIARIA HOYO DE MANZANARES vende piso en el Corazón de Hoyo de Manzanares** Descubre este encantador piso ubicado en el centro urbano de Hoyo de Manzanares, ideal para quienes buscan comodidad y calidad de vida. Situado en la primera planta de un edificio con ascensor, este hogar cuenta con un vestíbulo que da paso a un luminoso salón-comedor, perfecto para disfrutar de momentos en familia. La cocina, totalmente amueblada, es funcional y acogedora, mientras que los dos dormitorios ofrecen un espacio tranquilo para descansar.  La joya de este piso es su terraza, donde podrás relajarte y disfrutar del sol gracias a su orientación sur. Además, el inmueble cuenta con un baño completo y un trastero, brindando ese espacio extra que siempre se necesita. La urbanización ofrece piscinas y amplios espacios ajardinados, ideales para disfrutar del aire libre sin salir de casa. Ubicado a solo 7 km de Torrelodones y con salida directa a la A-6, este piso es perfecto para quienes desean estar cerca de la capital, a tan solo 33 kilómetros de Madrid. Además, se encuentra dentro del Parque Regional de la Cuenca Alta del Manzanares, catalogado como Reserva de la Biosfera, lo que garantiza un entorno natural privilegiado. ¡No pierdas la oportunidad de vivir en este maravilloso lugar!",True,good,False,False,4000.0,False,True,False,False,[],False,False,280000.0,€,True,True,flat,Hoyo de Manzanares,"Piso en calle Sobrante, 3",,,,,,,
107907058,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0d/f0/17/1344710355.webp,53,6,323000.0,penthouse,sale,128.0,True,2,2,paseo de la Estación,Madrid,Valdemoro,es,40.193667,-3.669062,False,https://www.idealista.com/inmueble/107907058/,"REF. 2340/61. El ático que ofrece ALFA SESEÑA en Valdemoro cuenta con 2 habitaciones, 2 baños (uno en la habitación principal), dos amplias terrazas, un salón espacioso y una cocina reformada. Entre las mejoras realizadas destacan la instalación de tarima C5, ventanas oscilobatientes con rotura de puente térmico y un sistema de climatización por conductos que proporciona aire frío y caliente. Las zonas comunes incluyen piscina, áreas verdes y parque infantil. Además, la propiedad dispone de garaje y trastero, ambos incluidos en el precio. La ubicación es excelente, con acceso a la A4 en solo 2 minutos y cercanía a supermercados como Aldi, Día, Mercadona, Ahorramás, etc. Instituciones educativas (como colegios, institutos y escuelas infantiles) y la estación de Renfe se encuentran a unos 10 minutos a pie, y el hospital está a 10 minutos en coche. Paradas de autobús y opciones de restauración están justo al lado de la vivienda. En resumen, esta propiedad ofrece una combinación de comodidad, calidad y ubicación privilegiada, con todos los servicios necesarios al alcance de la mano.",True,good,False,True,2523.0,True,False,True,False,[],False,False,323000.0,€,True,True,flat,"Zona Estación, Valdemoro",Ático en paseo de la Estación,2340/61,Zona Estación,penthouse,,,,
108372671,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/45/ec/81/1342154639.webp,21,3,285000.0,flat,sale,115.0,True,3,1,avenida de Eibar,Madrid,San Fernando de Henares,es,40.4219157,-3.5316642,False,https://www.idealista.com/inmueble/108372671/,"''Agencia Inmobiliaria Tecnocasa de San Fernando de Henares vende espectacular piso en la zona de Parque Henares '' Ideal para familias que buscan un entorno tranquilo y privilegiado. Ubicado en una zona con excelente comunicación gracias a las cercanas M-50, M-21 y A-2, tendrás acceso fácil a colegios, farmacias, restaurantes y hospitales. Con una superficie total de 115 m² construidos, disfrutarás de un amplio salón independiente iluminado con luz natural, perfecto para relajarse al final del día. Además se adaptó la terraza, haciendo de esta un despacho independiente  La vivienda cuenta con tres cómodos dormitorios, dos de ellos equipados con armarios empotrados, ventanas cambiadas en toda la vivienda, que garantizan un aislamiento óptimo. Además, dispone de un cuarto de baño completamente reformado con plato de ducha y ventana, perfecto para el día a día. La cocina, completamente reformada y amueblada, siendo un espacio ideal para dar rienda suelta a la creatividad culinaria. No te pierdas la oportunidad de vivir en este encantador piso que incluye también un trastero de 12 m2 en el mismo precio ¡Ven a visitarlo y enamórate de tu nuevo hogar! Recuerda la posibilidad de financiar hasta el 100% con nuestro departamento financiero kíron.",False,good,False,True,2478.0,False,False,False,False,[],False,False,285000.0,€,,,flat,"Parque Roma - Coronas, San Fernando de Henares",Piso en avenida de Eibar,,Parque Roma - Coronas,,,,,
107684391,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/32/f0/97/1319748171.webp,15,1,567000.0,duplex,sale,92.0,True,2,2,"ronda de Segovia, 4",Madrid,Madrid,es,40.409353,-3.7173725,True,https://www.idealista.com/inmueble/107684391/,"¡INCREÍBLE DUPLEX EN VENTA EN PALACIO! Distribuido en 90m2 este hermoso y elegante dúplex nos da la bienvenida con un hall de entrada con techos de más de 4 metros de altura que nos lleva a la primera planta. En esta planta baja, encontramos un maravilloso salón con ambientes de sala de estar y amplio comedor. Este espacio rodeado de grandes ventanales que permite la entrada de mucha luz natural y disfrutar de las increíbles vistas. También disponemos de un baño completo. Además de una cocina moderna y funcional, equipada con electrodomésticos de alta gama y con capacidad de almacenamiento suficiente.  En la primera planta, nos encontramos con dos dormitorios, y un baño completo, que ofrecen la máxima privacidad y confort ideales para el descanso.  La vivienda tiene una ubicación en la moderna zona de paseo imperial, ideal para residir en un lugar céntrico de la capital y disfrutar de lugares como Madrid- Río, la Catedral de la Almudena y del Palacio Real en la Plaza de Oriente. Lugares emblemáticos con un ocio y una oferta cultural por excelencia. La zona destaca por la gran cantidad de restaurantes, cafeterías, mesones, comercios, hostales y la gran variación cosmopolita.  Está muy bien comunicado, con acceso inmediato a todos los transportes públicos de Madrid. Este exclusivo dúplex en Palacio es una oportunidad única para inversores o para aquellos que deseen disfrutar de una vivienda de lujo en uno de los barrios más increíbles de Madrid. Si estás en busca de una vivienda en un entorno tranquilo, con privacidad, una ubicación privilegiada y un aprovechamiento óptimo de la luz solar, esta es una oportunidad que no puedes dejar escapar. NOTA: Las imágenes son representativas y están sujetas a cambios. Mobiliario no incluido.",False,good,False,True,6163.0,True,False,False,False,[],False,False,567000.0,€,,,flat,"Imperial, Madrid","Dúplex en ronda de Segovia, 4",,Arganzuela,duplex,Imperial,,,
108803613,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/31/72/f4/1356047819.webp,40,3,650000.0,penthouse,sale,102.0,True,2,2,"calle Clara Campoamor, 10",Madrid,Las Rozas de Madrid,es,40.5080486,-3.8798786,True,https://www.idealista.com/inmueble/108803613/,"Ático de capricho con vistas a la sierra de Madrid, donde poder disfrutar de puestas de sol y atardeceres únicos! Se trata de una vivienda excepcional e irrepetible, un LUJO de casa para disfrutar cada día. En esta ocasión te presentamos un piso muy ESPECIAL que no te va a dejar indiferente, en una exclusiva y cuidada urbanización de las Rozas ""El Montecillo I de Ikasa"", con acceso directo a la A6 se encuentra este FANTÁSTICO PISO, de 2 dormitorios, 2 baños el principal con el baño en suite, cocina independiente, salón con acceso directo a la terraza, igual que la habitación principal. Un auténtico privilegio para vivir muy cómodamente, cerca de todo y con unas vistas excepcionales a la Dehesa de Navalcarbón y la Sierra de Guadarrama.  Preferimos no contarte mucho más de la casa, porque es en la visita cuando vas a entender porque es ÚNICA: la independencia que tienen los áticos, sumada a la tranquilidad del entorno, unas vistas excepcionales y una terraza de más de 20 m2 para aprovechar al máximo cualquier época del año. Calidades y diseño actual y en perfecto estado de conservación, está prácticamente para estrenar, con aislamiento térmico y acústico de última generación que ofrecen privacidad y bienestar, cuidada y mimada al detalle.  Cuenta además con una cómoda plaza de garaje y un cuarto trastero en el mismo portal con acceso directo.  Urbanización premium, cerrada con vigilancia 24H, conserje, piscina, pista de padel, gimnasio y unos jardines con una estética y paisajismo muy cuidado, con arbolado consolidado y zonas de juegos infantil.  Las Rozas es un extenso municipio en el eje de la A6 zona noroeste de Madrid, con una renta per capita elevada, dentro del ranking de los 10 municipios de España de más renta per capita, cuenta con un gran parque empresarial, gran oferta comercial y de ocio, y es además un municipio con un marcado carácter residencial alternando urbanizaciones de chalets y con extensas zonas de urbanizaciones de vivienda en altura, completa su atractivo con una oferta educativa de primerísimo nivel, que atrae a familias con un alto grado de demanda tanto nacionales como extranjeras.  Puede ampliar cualquier detalle que precise contactando con nosotros directamente y estaremos encantados de resolver sus consultas y coordinar una visita al inmueble.",False,good,False,True,6373.0,False,False,False,False,[],False,False,650000.0,€,True,True,flat,"Montecillo, Las Rozas de Madrid","Ático en calle Clara Campoamor, 10",,Montecillo,penthouse,Montecillo,,,
108499254,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/09/10/4b/1352199220.webp,33,3,940000.0,flat,sale,90.0,True,2,2,calle de Santa Engracia,Madrid,Madrid,es,40.4353508,-3.6977964,False,https://www.idealista.com/inmueble/108499254/,"¡Descubre este espectacular piso en venta que redefine el concepto de confort y modernidad! Con una reforma integral que ha transformado cada rincón, este hogar cuenta con dos amplios dormitorios y dos baños completos, ideales para disfrutar de la privacidad y la comodidad. La cocina de diseño, integrada en el salón, se convierte en el corazón del hogar, perfecta para compartir momentos inolvidables. La propiedad destaca por su sistema de aerotermia con suelo radiante y refrigeración, garantizando un ambiente agradable durante todo el año. Además, los tres balcones que dan a Santa Engracia permiten disfrutar de vistas inmejorables y una excelente iluminación natural. Las ventanas con aislamiento acústico y térmico aseguran un descanso pleno en un entorno urbano vibrante. La domótica integrada permite controlar la temperatura, las persianas y la iluminación desde cualquier dispositivo, haciendo la vida diaria más cómoda y eficiente. El vestidor independiente y la zona de lavado añaden funcionalidad a este hogar que combina estilo y practicidad. Con puertas hasta el techo y herrajes ocultos, cada detalle ha sido pensado para ofrecer un acabado elegante y moderno. Ubicado en una tercera planta exterior con ascensor, este piso también cuenta con un portal y zonas comunes recién rehabilitadas. La clase energética A asegura un consumo eficiente, lo que se traduce en un ahorro significativo en las facturas. ¡No dejes pasar la oportunidad de vivir en este magnífico espacio donde el diseño y la tecnología se encuentran!",True,good,False,True,10444.0,False,False,False,False,[],False,False,940000.0,€,,,flat,"Trafalgar, Madrid",Piso en calle de Santa Engracia,leg65816846,Chamberí,,Trafalgar,,,
108472288,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fe/fb/b9/1345936567.webp,43,,995000.0,chalet,sale,629.0,,6,5,avenida del Monte,Madrid,Torrelodones,es,40.5819928,-3.8899715,False,https://www.idealista.com/inmueble/108472288/,"OIKOS INMOBILIARIA VENDE EN EXCLUSIVA ESTE MARAVILLOSO CHALET INDEPENDIENTE EN EL CORAZÓN DE LOS PEÑASCALES CON 5 DORMITORIOS Y 5 BAÑOS, RODEADO DE NATURALEZA Y UN ENTORNO REPLETO DE TRANQUILIDAD.  Nada más cruzar la puerta principal, nos encontramos con un maravilloso distribuidor que nos lleva a las diferentes zonas de la planta baja.  Por la izquierda tenemos la cocina, cuyo tamaño y forma la hacen perfecta. Cuenta con una gran ventana por donde nos entra mucha luz y por supuesto que nos permite ventilarla de manera eficaz y eficiente, aspecto muy importante al tratarse de una zona húmeda de la vivienda.  Por la derecha una habitación de invitados con baño en suite que da un servicio exclusivo para el que venga a pasar un fin de semana.  De frente, pasamos a una de las joyas de la casa: el salón, comunicado abiertamente con el distribuidor mencionado. Con todo el suelo de mármol, nos recibe una espectacular estancia que unifica toda la planta baja y nos da un motivo por el que enamorarnos de la casa. Forma rectangular, para que podamos ponerlo a nuestro gusto de manera muy sencilla, chimenea de oba y por supuesto cuenta con un ventanal que nos da acceso a una maravillosa terraza de gran tamaño.  Subiendo a la planta primera por una espaciosa escalera con luz natural, llegamos al distribuidor de la planta primera. Por la izquierda, el dormitorio principal de gran tamaño con un maravilloso baño en suite. Iluminación, confort y eficacia para lograr comodidad, es lo que le definen. Esta habitación posee el acceso directo a la buhardilla de la vivienda, un espacio amplio y muy cuidado. El resto, unas maravillosas habitaciones que, a pesar de contar con tres más en esa misma planta, mantienen el tamaño, la luz y la exclusividad de vivir en una casa como esta, dándoles la importancia a nivel arquitectónico que se merecen por su distribución y su disposición. Otra de ellas cuenta con baño en suite también. En conjunto, hacen de la primera planta un lugar idóneo para que se pueda instalar una familia y cada miembro cuente con un espacio y una independencia total.  Bajando a la planta -1, de nuevo por unas escaleras amplias e iluminadas de forma natural que unen las tres plantas, llegamos a lo que es el punto culminante de la casa y que va a lograr que si no te has enamorado aún de la casa, lo hagas en este momento. Una espectacular estancia a doble altura con un encanto rústico, que nos proporciona un lujo que no cualquiera puede tener. Contamos con cocina completamente equipada, una barra maravillosa, horno de leña y extractor de humos. El resto, es superficie diáfana con la que podremos jugar como queramos con nuestro material mobiliario, abriendo un abanico de posibilidades para convertir esta estancia en un lugar de ocio absolutamente precioso. Contamos también con un ventanal que cubre toda la pared, que a la par que nos da acceso al jardín, nutre la estancia de una iluminación natural muy abundante que conjugada con ese ambiente rústico, logra una calidez y un ambiente hogareño inigualable. Por si fuera poco, contamos con una fantástica bodega de ladrillo visto, con arcos de medio punto, que en su conjunto añaden un encanto extra a la vivienda.  Por último, la casa cuenta con un maravilloso y amplio jardín y garaje independiente.  Para verlo en persona no dude en contactar con nosotros y conformar una visita.  FINANCIAMOS HASTA EL 100% DEL VALOR DE LA COMPRA. CONSULTE CON NUESTRO DEPARTAMENTO FINANCIERO PROPIO.",False,good,False,,1582.0,False,False,False,False,[],False,False,995000.0,€,True,True,chalet,"El Monte, Torrelodones",Casa independiente en avenida del Monte,,Los Peñascales,independantHouse,El Monte,,,
106860801,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/85/c5/ec/1296143134.webp,34,,127000.0,chalet,sale,140.0,,3,2,calle Fase 2,Madrid,Arganda,es,40.2645185,-3.4725399,False,https://www.idealista.com/inmueble/106860801/,"Te presentamos esta magnífica vivienda que cuenta con una gran superficie de jardín, ideal para disfrutar del aire libre y momentos en familia. Con 140 metros cuadrados construidos, esta casa ofrece: � 3 habitaciones amplias y luminosas � 2 baños completos �️ Cuarto de calderas y trastero para mayor comodidad � Acogedora chimenea para esos días fríos en en salón �️ Cocina equipada  � Cancela de hierro corredera � Espacio de barbacoa � Agua por depósito y canalizada para tu comodidad ☀️ Placas solares de 3.000W � NO HIPOTECABLE No dejes pasar esta oportunidad de vivir en un lugar que lo tiene todo.  ¡Contáctanos para más información y para agendar una visita! �✨ [IW].",False,good,False,,907.0,False,False,False,False,[],False,False,127000.0,€,,,chalet,"Perlita, Arganda",Casa independiente en calle Fase 2,CHA0285,Perlita,independantHouse,,,,
108828580,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/13/03/1d/1356326551.webp,19,8,360000.0,flat,sale,77.0,True,3,1,calle del Poeta Blas de Otero,Madrid,Madrid,es,40.4202145,-3.654549,False,https://www.idealista.com/inmueble/108828580/,"¡Descubre tu nuevo hogar en el corazón de Ciudad Lineal - La Elipa! Este espectacular piso reformado y moderno, situado en una planta alta, ofrece impresionantes vistas despejadas que te dejarán sin aliento. Con una excelente orientación, disfrutarás de luz natural durante todo el día, creando un ambiente cálido y acogedor. La vivienda cuenta con 3 dormitorios, siendo el principal amplio y con armario empotrado, además de acceso a una encantadora terraza perfecta para tus momentos de relax. El salón independiente, equipado con aire acondicionado, también tiene salida a una segunda terraza, ideal para disfrutar de las noches al aire libre. La cocina, completamente equipada, es un sueño para cualquier amante de la gastronomía. El baño de buen tamaño incluye una moderna ducha de obra y hay posibilidades de personalización para adaptar el espacio a tus necesidades: ¡puedes incorporar terrazas al interior o añadir un segundo baño o vestidor! El edificio, de calidad constructiva superior, cuenta con dos ascensores y servicio de conserjería, así como una plataforma elevadora para personas con movilidad reducida. Con 77 m² construidos y 72 m² útiles, este piso es perfecto para quienes buscan comodidad y estilo. Además, la mejora de eficiencia energética con aislamiento térmico en la fachada asegura un hogar cálido en invierno y fresco en verano. La ubicación es inmejorable, rodeada de todos los servicios necesarios y con excelente comunicación. ¡No dejes pasar esta oportunidad única!",False,good,False,True,4675.0,False,False,False,False,[],False,False,360000.0,€,,,flat,"Ventas, Madrid",Piso en calle del Poeta Blas de Otero,XBMAD0079,Ciudad Lineal,,Ventas,,,
108318049,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bd/2d/44/1340525499.webp,21,5,475000.0,flat,sale,126.0,True,2,1,calle de Arturo Soria,Madrid,Madrid,es,40.4811987,-3.6639539,False,https://www.idealista.com/inmueble/108318049/,"(i) comINMUEBLE OCUPADO - SIN POSIBILIDAD DE VISITAR El Inmueble se transmite sin conocerse por parte del Vendedor el estado de conservación actual, ni su situación ocupacional, arrendaticia, de servicios y de suministros.  Se trata de una Vivienda situada en un edificio de diez alturas sobre rasante, ubicado en la calle Arturo Soria, en la ciudad de Madrid. El edificio dispone de ascensor. La vivienda tiene la siguiente distribución un hall de entrada, que da acceso a una cocina independiente, y un pasillo que distribuye a un salón comedor, varias estancias que se considerarían dormitorios, y un cuarto de baño completo con bañera. Se localiza en una zona consolidada con carácter urbano y residencial, situado a pocos minutos del centro de la población, rodeado por fincas de similares características. Dispone de equipamientos suficientes en el entorno como: médico-sanitario, docente, religioso, comercial, restaurantes. Cuenta con buenas comunicaciones con el resto de la localidad. Buen acceso a través de carreteras principales que rodea al municipio y lo comunican con el resto de la provincia. - El inmueble ha sido adquirido a través de un procedimiento judicial (concursal o hipotecario) por el vendedor, el cual no ha tomado todavía posesión del mismo. El Inmueble se transmitirá:o cuerpo cierto y a tanto alzado (ii) como un todo, inseparable (iii) en el estado registral y catastral en el que se encuentre (iv) en el estado físico, calidades, jurídico, urbanístico, administrativo, de licencias, de protección, de conservación y limpieza en el que se encuentre (v) al corriente de gastos e impuestos que por Ley corresponda al Vendedor y (vi) sin dotación de servicios y suministros. El Adquirente asumirá: (i) la situación física y estado de conservación (ii) la situación urbanística (iii) las discrepancias entre la realidad física y la realidad registral y catastral o en la cabida del Inmueble (iv) la adecuación registral y catastral del Inmueble y (v) los tramites que conlleven la obtención de la Posesión Judicial del Inmueble. La Propiedad no responderá de/l: (i) estado de conservación (ii) los vicios vistos y aparentes (iii) la regularización registral o catastral (iv) las discrepancias de cabida, que pudieran existir (v) responsabilidad alguna en la obtención de la cédula de habitabilidad del Inmueble, salvo que en la Comunidad Autónoma donde se ubique el Inmueble sea obligatoria su entrega y (vi) cualesquiera costes, gastos, honorarios, aranceles o tributos que se deriven de lo anterior. El estado de ocupación y/o los impedimentos para que el inmueble pueda ser visitado libremente por los técnicos impedirían: i) su tasación oficial conforme exige la Orden ECO/805/2003, de 27 de marzo, por lo que el inmueble, mientras perdure la situación ocupacional, no podría ser hipotecado, en consecuencia, no podría constituirse financiación hipotecaria sobre este tipo de fincas, cuya adquisición requerirá el otorgamiento de otro tipo de garantías en caso de solicitarse financiación y ii) la obtención por parte de la propiedad del certificado de eficiencia energética. El precio de venta de este Inmueble se ha determinado en base a las anteriores circunstancias, que han supuesto un menor valor del mismo, y que deberán ser expresamente aceptadas por el adquirente en la formalización de la transmisión del Inmueble. Se recomienda que el comprador obtenga asesoramiento profesional y legal antes de adoptar la decisión de compra.",True,good,False,True,3770.0,False,False,False,False,[],False,False,475000.0,€,,,flat,"Costillares, Madrid",Piso en calle de Arturo Soria,FHOG-3030,Ciudad Lineal,,Costillares,,,
