propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,externalReference,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.subTypology,neighborhood,parkingSpace.parkingSpacePrice
108907310,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/98/93/99/1358560908.webp,11,1,550000.0,flat,sale,100.0,True,2,2,Viñas Viejas,Madrid,Boadilla del Monte,Viñas Viejas,es,40.4137748,-3.8942241,False,https://www.idealista.com/inmueble/108907310/,"TECNOCASA ofrece en exclusiva esta propiedad para que usted compre con seguridad y tranquilidad, sin más agencias y otros compradores. Confíe en la inmobiliaria líder en España. Se trata de un piso en primera planta en exclusiva urbanización privada. La vivienda se distribuye en: Hall de entrada, Salón comedor, Cocina con tendedero cubierto, 2 dormitorios (1 tipo suite) 2 baños y terraza. Incluido en el precio DOS PLAZAS DE GARAJE Y UN TRASTERO. Urbanización con amplias zonas comunes, 2 piscinas al aire libre, piscina climatizada, gimnasio, sauna, pista de pádel, cancha deportiva, zona infantil, muchas zonas ajardinadas y portero. No dejes de visitar esta exclusiva vivienda, existen pocas en el mercado como esta. Gestionamos cambios de vivienda, valoración inmobiliaria gratuita. Financiación 100%. Consúltenos condiciones. TECNOCASA inmobiliaria líder en España con más de 900 puntos de venta, más de 30 años de experiencia en territorio nacional. Agencia Inmobiliaria Tecnocasa Boadilla del Monte, Sector B, Viñas Viejas, Valenoso, Parque Boadilla, El Olivar del Mirabal, Montepríncipe, El Pastel, La Carcava..",False,good,False,True,5500.0,False,False,False,False,[],False,False,550000.0,€,True,True,flat,"Viñas Viejas, Boadilla del Monte",Piso,Destacado,,,,,,,
108640543,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/23/e4/0a/1350757836.webp,33,,355000.0,chalet,sale,290.0,,6,2,Casco Antiguo sur,Madrid,Ciempozuelos,Casco Antiguo sur,es,40.155727,-3.6230415,False,https://www.idealista.com/inmueble/108640543/,"Te presentamos esta espaciosa y versátil casa de dos plantas, ubicada en una excelente zona céntrica con todos los servicios al alcance: supermercados, colegios, transporte público, comercios y mucho más. -En la PLANTA BAJA encontrarás un amplio salón, dos estancias adicionales que puedes adaptar como despacho, sala de juegos, dormitorio o lo que necesites, y un baño completo con bañera. -La PRIMERA PLANTA te sorprenderá con un luminoso salón-comedor con acceso directo a un balcón, ideal para disfrutar del aire libre. Cuenta además con cuatro dormitorios amplios, todos con ventanas que aportan luz natural durante todo el día. La cocina, de estilo cuadrado, ofrece mucho espacio de almacenaje y salida a una gran terraza, perfecta para comidas al aire libre, reuniones con amigos o familia, Además, incluye un práctico cuarto extra que puedes utilizar como despensa. La vivienda dispone de espacio para aparcar hasta TRES COCHES, y un gran espacio adicional en la parte trasera que puedes usar como trastero, zona de bricolaje, estudio, gimnasio o cualquier proyecto que tengas en mente. ¡Las posibilidades son infinitas! Si estás buscando una casa amplia, bien ubicada y lista para adaptarse a tu estilo de vida, ¡esta es tu oportunidad!",True,good,False,,1224.0,True,False,False,False,[],False,False,355000.0,€,True,True,chalet,"Casco Antiguo sur, Ciempozuelos",Casa independiente,Destacado,871,369000.0,14000.0,4.0,independantHouse,,
106211353,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3a/56/4c/1275973091.webp,28,,550000.0,chalet,sale,152.0,,4,2,calle Dehesa Nueva,Madrid,Collado Villalba,Villalba Pueblo,es,40.6301103,-3.9948625,False,https://www.idealista.com/inmueble/106211353/,"Chalet individual con piscina y pista de tenis en parcela de 1970m2. La vivienda que tiene una superficie aproximada de 180m2, se encuentra distribuida en 3 plantas. La planta baja cuenta con un amplio salón principal, el cual goza de una excelente luz natural, con muchas posibilidades, con salida al jardín con zona de barbacoa; una zona de comedor y chimenea; la cocina, totalmente equipada con despensa y una zona de lavandería muy amplia con un cuarto de baño completo. En la primera planta encontramos una zona de salón- despacho con vistas al jardín. En la segunda planta se encuentran 3 dormitorios con terraza, y dos baños completos. Toda la planta dispone de una gran terraza con vistas a la naturaleza. Como añadido a esta increíble vivienda es que cuenta con una pista de tenis, piscina, una zona de barbacoa, una caseta para almacenaje de herramientas, parking exterior techado y un amplio jardín llano. Ubicado en una de las más prestigiosas zonas de Madrid, en la Sierra de Guadarrama, y a tan sólo 40 kilómetros de Madrid. Rodeado de un entorno natural impresionante, con vistas a las montañas de la Sierra de Guadarrama, donde podrás disfrutan de un acceso privilegiado a senderos para pasear, hacer senderismo y actividades al aire libre. La cercanía al Parque Natural de la Cuenca Alta del Manzanares brinda oportunidades para conectar con la naturaleza y disfrutar de su belleza. Además, la zona cuenta con buenas conexiones, en transporte público cuenta con la estación de tren de Collado Villalba líneas de autobús interurbanas, y cuenta con salida directa a las principales vías como la A-6 y que facilitan el acceso en coche a Madrid y a otras localidades cercanas. En sus inmediaciones, cuenta con todos los servicios básicos como supermercados, colegios, centros deportivos y de salud, así como restaurantes y tiendas locales. Para necesidades adicionales, los residentes pueden acceder fácilmente a las instalaciones y comercios de Collado Villalba y otras localidades cercanas. Esta zona residencial ofrece un ambiente tranquilo y familiar, ideal para aquellos que buscan escapar del ajetreo y el bullicio de la ciudad. Las amplias zonas verdes y el aire fresco de la montaña contribuyen a una alta calidad de vida. Si estás interesado en recibir más información, no dudes en ponerte en contacto, te atenderemos encantados. ¡Infórmate!",False,good,False,,3618.0,True,False,False,False,[],False,False,550000.0,€,True,True,chalet,"Villalba Pueblo, Collado Villalba",Casa independiente en calle Dehesa Nueva,Destacado,,,,,independantHouse,,
108479432,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/10/c4/6a/1353965334.webp,29,3,720000.0,flat,sale,148.0,True,3,2,calle de la Sierra de Atapuerca,Madrid,Madrid,Fuencarral,es,40.5058715,-3.6690398,False,https://www.idealista.com/inmueble/108479432/,"En el corazón de Las Tablas, uno de los barrios más demandados del norte de Madrid, presentamos esta luminosa vivienda exterior ubicada en la tercera planta de una urbanización privada con todas las comodidades. Construida en 2005, la propiedad se encuentra en excelente estado y está lista para entrar a vivir. La vivienda cuenta con 3 dormitorios, entre ellos una amplia habitación principal en suite con baño completo, dos baños en total, un salón-comedor espacioso y muy luminoso, y una cocina independiente con zona de lavado. La distribución es cómoda y funcional, ideal para familias que buscan confort y calidad de vida. Incluye plaza de garaje y trastero, y se sitúa en una urbanización moderna con piscina, zonas ajardinadas, servicio de conserjería 24 horas y total seguridad. Tanto la calefacción como el agua caliente son individuales por gas natural, lo que permite un control más eficiente del consumo. La ubicación es inmejorable: rodeada de parques, colegios, supermercados y perfectamente comunicada mediante metro, autobuses y fácil acceso a la M-40 y A-1. Una oportunidad perfecta para quienes buscan tranquilidad, servicios y buena conexión sin salir de Madrid. [IW].",True,good,False,True,4865.0,True,False,False,True,[],False,False,720000.0,€,,,flat,"Las Tablas, Madrid",Piso en calle de la Sierra de Atapuerca,Destacado,PIS2401,,,,,Las Tablas,
108517336,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/be/7f/c5/1347265583.webp,54,5,227000.0,flat,sale,94.0,True,3,1,calle Florencia,Madrid,Coslada,Ciudad 70,es,40.4168857,-3.5462354,False,https://www.idealista.com/inmueble/108517336/,"Hminmobiliaria tiene Tú CASA, Tú PISO,.. . Coslada, calle Florentina, 5ª planta con ASCENSOR! 3 dorm.,.. .  ¡TÚ PROPIEDAD por MENOS de un ALQUILER! COMPRA tú PISO y OLVÍDATE del ALQUILER! VER VIDEO! 100% FINANCIACIÓN! SIN ENTRADA! SIN COMISIONES! SIN AVALES! Buena opción como PRIMERA VIVIENDA o como INVERSIÓN! Solo con tus INGRESOS y los gastos de escrituras! NADA más! 8377 - 3 dormitorios, salón-comedor con salida a la terraza acristalada, cocina amueblada con tendedero incorporado, baño amplio con bañera y ventana La ubicación es magnífica con todos los servicios de comercios, colegios, institutos, farmacia, a muy poca distancia  ¡ NO te COBRAMOS COMISIÓN, NI por la VENTA de la VIVIENDA NI por la TRAMITACIÓN del PRÉSTAMO! Solo tienes que disponer de los gastos de escritura y el resto te lo financia el banco hasta el 100% del valor de la compra. Cada cliente es ÚNICO, cada Compra es ÚNICA, cada Vivienda es ÚNICA. 100%! FINANCIACIóN! SIN ENTRADA! Sin COMISIONES, NI por la VENTA, NI por la TRAMITACIÓN de la venta NI del préstamo! Solo con TUS INGRESOS y los gastos de escrituras! NADA más! HMInmobiliaria convirtiendo desde 1.989 los SueÑoS en HoGaReS!",True,good,False,True,2415.0,True,False,False,True,[],False,False,227000.0,€,,,flat,"Ciudad 70, Coslada",Piso en calle Florencia,Destacado,8377,,,,,,
108798067,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/58/a7/12/1356081811.webp,40,bj,1160000.0,flat,sale,329.0,True,4,4,calle Alonso de Ojeda,Madrid,Boadilla del Monte,Valenoso,es,40.4099804,-3.9034835,False,https://www.idealista.com/inmueble/108798067/,"THE AVENUE Select Real Estate les presenta esta propiedad única en Boadilla del Monte.  Se trata de un bajo con jardín con 181 m. pisables de vivienda y 168 m. de jardín La propiedad tiene 4 dormitorios, dos de ellos en suite y otros dos dormitorios que comparten un baño. Aseo de cortesía. El maravilloso jardín de 168 m. con orientación sur/ oeste es una delicia que completa las características únicas de esta propiedad. Están incluídas en el precio tres plazas de garaje y dos trasteros. La Urbanización dispone de vigilancia 24 h, piscina y pádel.",True,good,False,True,3526.0,True,False,False,True,[],False,False,1160000.0,€,True,True,flat,"Valenoso, Boadilla del Monte",Piso en calle Alonso de Ojeda,Destacado,VPB192325,,,,,,
108662627,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1a/4d/33/1352208415.webp,38,1,330000.0,flat,sale,65.0,True,1,1,calle de Pirra,Madrid,Madrid,San Blas,es,40.4470341,-3.5893435,False,https://www.idealista.com/inmueble/108662627/,"¡Descubre tu nuevo hogar en esta encantadora urbanización! Este piso de 65 m² construidos es perfecto para quienes buscan comodidad y estilo. Con un dormitorio amplio y un luminoso salón comedor, disfrutarás de cada rincón. La cocina, completamente amueblada y equipada con electrodomésticos, cuenta con una práctica barra pasaplatos que conecta con el salón, ideal para compartir momentos inolvidables. Imagina relajarte en tu terraza acristalada, donde tendrás espacio suficiente para una mesa con cuatro sillas, perfecta para disfrutar de las vistas. Además, la urbanización ofrece piscina, gimnasio y amplias zonas de jardín, así como un parque infantil para los más pequeños. También dispone de un local comunitario, ideal para reuniones con amigos y familiares. Este piso se vende amueblado y cuenta con dos armarios empotrados, suelos de tarima y ventanas climalit que garantizan un excelente aislamiento. El aire acondicionado y la calefacción individual de gas natural te brindarán confort durante todo el año. La plaza de garaje y el trastero de 4 m² son el complemento perfecto para facilitar tu día a día. Ubicado cerca del centro comercial Plenilunio, tendrás todo lo que necesitas a tu alcance. Además, la vivienda es apta para personas con movilidad reducida, lo que la convierte en una opción accesible para todos. No dejes pasar esta oportunidad única de vivir en un lugar donde cada detalle ha sido pensado para tu bienestar. ¡Ven a verlo y enamórate! También ofrecemos ayuda en la búsqueda de hipoteca para facilitar tu compra. ¡Contacta con nosotros!",True,good,False,True,5077.0,True,False,False,True,[],False,False,330000.0,€,True,True,flat,"Rejas, Madrid",Piso en calle de Pirra,Destacado,Pirra,,,,,Rejas,
106826356,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/72/aa/d4/1295211866.webp,48,,720000.0,chalet,sale,208.0,,4,2,calle Granado,Madrid,Rivas-Vaciamadrid,Rivas Urbanizaciones,es,40.3639389,-3.5311726,False,https://www.idealista.com/inmueble/106826356/,"CHALET INDEPENDIENTE de UNA SOLA PLANTA y BUHARDILLA de 208 m2 construidos y 4 habitaciones, construido sobre parcela de 529,56 m2, con una sencilla distribución. Este chalet destaca por su gran privacidad al estar rodeado de chalets también de una sola planta. Dispone dispone de 18 PLACAS SOLARES, una inversión que aporta un ahorro energético a la vivienda. Ubicado en una de las mejores zonas de Rivas Vaciamadrid por su tranquilidad, cerca de zona comercial con supermercados, ocio, bares, guarderías, colegios, y todo tipo de servicios. Distribuida en una planta principal donde se desarrolla toda la vida, y una buhardilla independiente. PLANTA PRINCIPAL consta de en amplio salón con chimenea, calefacción por hilo radiante y aire acondicionado muy luminoso gracias a los 2 ventanales y una puerta cristalera con acceso directo al jardín trasero. Una cocina independiente, desde la que se accede al jardín lateral que rodea la vivienda. Porche para poder disfrutar de desayunos y comida, con posibilidad de acristalar. Baño completo con bañera hidromasaje. Todas las habitaciones tienen espaciosos armarios empotrados vestidos. Suite con baño completo con ducha. Toda la casa es exterior al no colindar con vecinos. BUHARDILLA diáfana con armarios, tienen aire acondicionado y 4 ventanas Velux. La vivienda es inmejorable, destaca por su gran luminosidad, y dispone de los siguientes EXTRAS que hacen de ella una adquisición especial: - Suelos de parqué y gres. - Rejas en todas las ventanas. -Calefacción por hilo radiante y aire acondicionado. -Termo eléctrico 150L -Aire acondicionado -Todas las habitaciones tienen armarios empotrados completamente vestidos. -Garaje amplio, con posibilidad de hacer uno mayor -18 PLACAS SOLARES, con todas las orientaciones solares. Este ESPECTACULAR chalet se encuentra en una zona muy tranquila, pero sin renunciar a la cercanía de parques y jardines, escuelas, farmacia, centro comercial, supermercados y la mayoría de los servicios comerciales necesarios para el día a día. ¡Pero aún hay más! Con VIVAHOME no solo te ofrecemos esta magnífica vivienda, sino también una excepcional variedad de servicios adicionales para compradores y propietarios. Con VIVAHOME estas en buenas manos. ¿Necesitas vender para comprar? ¿Estás vendiendo tú piso con hipoteca?, nosotros te ayudamos en todo. Desde la compra de tu casa hasta la coordinación con la venta de tu piso o la gestión de herencias y divorcios. Nuestro equipo profesional está aquí para asesorarte y hacer que todo sea más fácil. No pierdas esta oportunidad única de vivir donde más te gusta. Contáctanos hoy mismo para ampliar la información o para programar una visita. ¡Recibe un trato personal en nuestra oficina! (Atendemos en toda la Comunidad de Madrid) SACAMOS EL MEJOR PARTIDO A TU PRESUPUESTO. Pregúntanos por nuestro exclusivo Servicio Integral de Proyecto y Reformas, una solución profesional llave en mano.",True,good,False,,3462.0,True,False,False,True,[],False,False,720000.0,€,True,True,chalet,"Rivas Urbanizaciones, Rivas-Vaciamadrid",Casa independiente en calle Granado,Destacado,,,,,independantHouse,,
105903180,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c0/d0/ee/1347504325.webp,33,5,395000.0,penthouse,sale,53.0,True,1,1,calle de Alfonso VI,Madrid,Madrid,Centro,es,40.41504,-3.7117721,False,https://www.idealista.com/inmueble/105903180/,"ÁTICO ÚNICO CON TERRAZAS Y VISTAS INIGUALABLES EN MADRID DE LOS AUSTRIAS Descubre esta joya en el corazón histórico de Madrid, una vivienda exclusiva ubicada en la emblemática calle Alfonso VI, en pleno barrio de Palacio. Rodeada de historia y con acceso directo a Madrid Río y la Casa de Campo, esta propiedad ofrece una calidad de vida excepcional en una de las zonas con más encanto de la ciudad. Situada en una quinta planta exterior sin ascensor, esta vivienda destaca por su doble terraza y espectaculares vistas panorámicas, que solo se pueden apreciar en su verdadera magnitud al verlas en persona. Todos los espacios son exteriores, incluidos la cocina y el baño, lo que garantiza luz natural y ventilación en cada rincón. El salón, con cuatro grandes ventanales de suelo a techo, ofrece una amplitud y luminosidad inmejorables, además de acceso directo a las terrazas, lo que permite disfrutar del entorno tanto desde el interior como al aire libre. La distribución es funcional y acogedora: un pasillo conecta el estudio, la cocina y el amplio baño, que cuenta con ventana exterior y una elegante iluminación empotrada en las paredes. La vivienda dispone de calefacción individual de gas natural y aire acondicionado en el salón, asegurando el máximo confort durante todo el año. Una oportunidad única de vivir en un ático con carácter, historia y una localización privilegiada, ideal para quienes buscan una propiedad verdaderamente especial en el centro de Madrid. No pierdas la oportunidad de vivir en este maravilloso piso. ¡Contáctanos hoy mismo para programar una visita! NOTA: este anuncio no es vinculante; puede contener errores y se muestra a título informativo, no contractual.",True,renew,False,False,7453.0,True,False,True,True,[],False,False,395000.0,€,,,flat,"Palacio, Madrid",Ático en calle de Alfonso Vi,Destacado,LCM32170,,,,penthouse,Palacio,
108831876,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/92/00/21/1356425492.webp,28,2,249000.0,flat,sale,58.0,True,1,1,Barrio Butarque,Madrid,Madrid,Villaverde,es,40.3531133,-3.6813681,False,https://www.idealista.com/inmueble/108831876/,"Apartamento en exclusiva urbanización de Villaverde Bajo Engel & Völkers ofrece este espectacular apartamento ubicado en una zona estratégica de Villaverde Bajo, a escasos metros de Cercanías Renfe. Urbanización con piscina, zona infantil, jardín y gym con sauna. La vivienda exterior destaca por su luz natural que inunda el espacio. Ideal para quien buscan comodidad, seguridad y accesibilidad. Se trata de un apartamento muy amplio y luminoso de un dormitorio con un baño, salón comedor con mirador y cocina independiente totalmente equipada. Además, incluye trastero de 3 metros cuadrados y plaza de garaje en la propia urbanización. Vivienda situada en Villaverde Bajo a unos pasos de la estación de Cercanías Renfe (C3 y C4), que permite llegar al centro en menos de 15 minutos. Villaverde Bajo es una zona tranquila, bien consolidada y cuenta con todos los servicios al alcance: colegios, centro de salud, supermercados, parques, etc. Es ideal para familias o para quienes buscan vivir en un entorno residencial con muy buena comunicación. Cuenta con fácil acceso por carretera a la M-40, A-4 y Avenida de Andalucía, lo que lo convierte en una ubicación estratégica y cómoda.",False,good,False,True,4293.0,False,False,False,False,[],False,False,249000.0,€,True,True,flat,"Butarque, Madrid",Piso,Destacado,W-030P6E,,,,,Butarque,
