propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,newDevelopmentFinished,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
107323684,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/15/e4/c8/1309556044.webp,DS-P22720,47,1,3500000.0,flat,sale,310.0,True,4,5,paseo de la Castellana,Madrid,Madrid,Chamartín,es,El Viso,40.439471,-3.6895039,False,https://www.idealista.com/inmueble/107323684/,"DIZA Consultores presenta vivienda reformada en el corazón de Madrid. Ubicado en uno de los bulevares más prestigiosos de Madrid, el Paseo de la Castellana. Con 310 m² distribuidos en espacios amplios y luminosos, cada rincón de este inmueble ha sido diseñado con las mejores calidades para ofrecer el máximo confort y estilo. La vivienda cuenta con 4 habitaciones (todas con baño en suite) más una habitación de servicio. La casa esta totalmente reformada y lista para estrenar, con acabados de lujo y un diseño contemporáneo y elegante. DIZA Consultores te invita a descubrir este exclusivo piso de lujo, ideal para quienes buscan vivir con el máximo nivel de confort y elegancia en una ubicación inmejorable. ¡No dudes en contactar para más información o agendar una visita! DIZA Consultores Convertimos Sueños en Hogares.",False,good,False,True,11290.0,True,False,False,False,[],False,False,3500000.0,€,True,True,flat,"El Viso, Madrid",Piso en paseo de la Castellana,Top,,,,,,
106387485,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/76/a0/cc/1281299256.webp,M11508V,56,,3500000.0,chalet,sale,807.0,,5,5,calle Badajoz,Madrid,Pozuelo de Alarcón,Urbanizaciones,es,La Cabaña,40.4189597,-3.8392944,False,https://www.idealista.com/inmueble/106387485/,"Esta imponente villa de 435 m², ubicada en una parcela de 807 m², ofrece un estilo de vida cómodo y funcional en Pozuelo de Alarcón, a solo 15 km del centro de Madrid. Distribuida en tres amplias plantas, la propiedad dispone de 5 dormitorios y 5 baños, diseñados con acabados de alta gama para brindar el máximo confort y privacidad a sus residentes. El área principal de la vivienda destaca por su espacio diáfano que cuenta con un salón, comedor y una cocina de diseño contemporáneo, equipada con electrodomésticos de última generación y una elegante isla central. Las amplias ventanas ofrecen una abundante luz natural, fusionando los espacios interiores con el entorno exterior y potenciando la calidez de cada ambiente. Rodeada de un jardín impecable y una piscina climatizada, esta villa garantiza momentos de relajación y bienestar durante todo el año. En la planta superior, la zona de bienestar incluye sauna, crioterapia y gimnasio privado con vistas verdes. La domótica avanzada permite gestionar la iluminación, climatización y seguridad desde el móvil, facilitando un estilo de vida cómodo y eficiente. Pozuelo de Alarcón es un entorno privilegiado, conocido por su tranquilidad, seguridad y cercanía a instituciones educativas de prestigio, ideal para quienes buscan calidad de vida sin renunciar a las comodidades de Madrid. En Walter Haus, te invitamos a conocer una propiedad que redefine.  Walter Haus Real Estate es un grupo inmobiliario con sede en las principales capitales de España, en las principales ubicaciones de Madrid, Barcelona y Costa Brava. Contamos con una experiencia de más de 20 años, con un dinámico equipo de profesionales con experiencia en el asesoramiento personal en constante formación y con una especialización muy concreta en cada zona de actuación lo que nos permite encontrar soluciones a las necesidades de cada cliente.",False,good,False,,4337.0,True,False,False,False,[],False,False,3500000.0,€,True,True,chalet,"La Cabaña, Pozuelo de Alarcón",Casa independiente en calle Badajoz,Top,,independantHouse,,,,
107433643,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/77/42/a0/1312540420.webp,CG203766,30,,2200000.0,chalet,sale,520.0,,7,5,avenida Central,Madrid,Santo Domingo,,es,,40.6321155,-3.5775033,False,https://www.idealista.com/inmueble/107433643/,"GILMAR Zona Norte presenta una villa independiente, situada sobre una exclusivo terreno de más de 6500 m2 que puede segregarse en 2 parcelas independientes. La casa está situada en una de las mejores ubicaciones de la Urbanización, muy cerca de la zona comercial y dispone actualmente de piscina y cancha de tenis.  La villa, de construcción tradicional se caracteriza por sus amplios espacios. A través de unas escaleras accedemos a la vivienda mediante un bonito recibidor que nos da paso al salón con chimenea, comedor, cocina, sala de estar también con chimenea, un despacho de buen tamaño y dormitorio de servicio con baño en suite. También en esta planta se ubica el aseo de cortesía, zona de lavado y plancha, despensa, patio acristalado y acceso al jardín principal. La planta primera dispone de un hall con salida a una terraza de la que se disfrutan de unas vistas excepcionales y aquí se ubica la zona privada del chalet con el dormitorio principal con un gran vestidor y baño en suite, cuatro dormitorios de buen tamaño que comparten dos cuartos de baño y un precioso despacho con chimenea. La villa se complementa con una estancia independiente pensada para disfrutar al máximo de momentos de ocio con familia y amigos gracias a casi 70 m2 con bar, cocina y dos cuartos de baño y salida directa al jardín y la piscina. Además, hay un gran espacio de almacenaje de casi 700 m2 y un parking exterior para 10 coches. Santo Domingo es una lujosa urbanización de Algete que cuenta con los mejores y más amplios servicios de las urbanizaciones de la zona al disponer del único centro comercial propio con servicios tales como: consultorio médico de la Seguridad Social, oficina de Correos, bancos, farmacia, oficina de Gilmar, restauración, veterinario, gimnasio, tiendas diversas además de Club Social con campo de entrenamiento de golf, piscina, escuela de tenis y zona de ocio para niños y adultos, residencia para la tercera edad e iglesia. Su nivel de seguridad es excelente, pues Santo Domingo está dotada con seguridad privada y policía local, así como sistema de cámaras perimetral con control las 24 horas. La oficina de tenencia de alcaldía se encuentra dentro y facilita todos los trámites burocráticos a los residentes, sin necesidad de desplazarse. Remarcar que es la única urbanización en la actualidad que dispone en su totalidad de servicios de gas natural y doble canalización de agua procedente del Canal de Isabel II y de los pozos propios para riego de jardines y piscinas. Además, la comunicación es inmejorable, en las proximidades de esta lujosa urbanización situada en la autovía A-1, en el kilómetro 28 sentido Burgos, se encuentra el Aeropuerto de Madrid (Adolfo Suarez) y a tan sólo 15 minutos del centro. Cuenta con los mejores y más amplios servicios con un Centro Comercial que cuenta con consultorio médico (Público y privado), oficina de Correos, bancos, farmacia, diversa restauración, veterinario, gimnasio, etc… además de Club Social con campo de entrenamiento de golf, piscina, escuela de tenis, zona de ocio para niños y adultos, etc... Dispone también de colegios públicos (CEIPS) y privados e internacionales (SEK, Trinity College...), residencia para la tercera edad e iglesia y situada escasos minutos del Hospital Público Infanta Sofía. En Gilmar trabajamos para ofrecer a nuestros clientes las mejores propiedades, con equipos especializados en cada zona para proporcionarles la mejor opción para cubrir sus necesidades de vivienda o inversión, con todas las excelencias y cuidando al máximo los detalles.",False,good,False,,4231.0,True,False,False,False,[],False,False,2200000.0,€,True,True,chalet,Santo Domingo,Casa independiente en avenida Central,Top,,independantHouse,,,,
108124424,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c5/a5/68/1335050491.webp,c8831994-b4fc-4f0e-8edd-e45e27636c76,28,1,475000.0,flat,sale,66.0,True,1,1,calle de los Estudios,Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.4109088,-3.7085486,False,https://www.idealista.com/inmueble/108124424/,"Descubre este acogedor piso de 66 metros cuadrados en el vibrante barrio de La Latina, a un paso del emblemático Mercado de la Cebada, rodeado de historia, cultura y vida. Una ubicación inmejorable para quienes valoran la comodidad, la accesibilidad y el carácter único del centro de Madrid. La vivienda, que cuenta con calidades de lujo, ofrece un ambiente cálido. Dispone de un amplio y luminoso salón abierto a la cocina, ideal para disfrutar de momentos especiales, un dormitorio doble con mirador y un baño completo. Destacan el suelo de mármol con calefacción y refrigeración por hilo radiante, que garantiza una temperatura perfecta todo el año, y las persianas motorizadas con mando a distancia, que aportan confort y aislamiento acústico, permitiéndote disfrutar de lo que es vivir en el bullicio de una gran ciudad, rodeado del silencio.  El salón cuenta con un agradable balcón que llena el espacio de luz natural, mientras que el dormitorio ofrece un encantador mirador, haciendo de cada rincón un lugar acogedor y luminoso. El inmueble incluye además dos armarios empotrados y un práctico trastero, facilitando el orden y el almacenaje. La finca dispone de un patio interior y cuarto de basuras para mayor comodidad. Situada en La Latina, una de las zonas más vibrantes y auténticas de Madrid, esta vivienda se encuentra rodeada de historia, cultura y vida. Con una oferta variada de teatros, bares tradicionales, restaurantes, mercados y excelente conexión con transporte público, es una ubicación ideal tanto para vivir como para invertir. Una oportunidad única de disfrutar de la vida en el centro con todas las comodidades actuales. Sin comisión de agencia. ¡Os asesoraremos en todo el proceso de compra!",True,good,False,True,7197.0,True,True,False,False,[],False,False,475000.0,€,,,flat,"Lavapiés-Embajadores, Madrid",Piso en calle de los Estudios,Top,,,,,,
107237995,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1a/25/e4/1309063193.webp,DS-P22708,48,9,1955630.0,penthouse,sale,285.0,True,4,5,paseo de San Francisco de Sales,Madrid,Madrid,Chamberí,es,Vallehermoso,40.4418762,-3.7158083,False,https://www.idealista.com/inmueble/107237995/,"DIZA Consultores presenta atico triplex en el mejor edificio de Chamberí. Descubre este espectacular ático tríplex ubicado en el prestigioso Edificio Mindanao, diseñado para quienes buscan exclusividad, confort y las mejores vistas de la ciudad. Para desplazarse entre las plantas de esta propiedad, cuenta con un ascensor privado. Con una superficie distribuida en tres plantas, este ático cuenta con 4 habitaciones y 4baños, destacando que 3 de los dormitorios cuentan con baño en suite. El salón-comedor, amplio y luminoso, se conecta con una cocina moderna completamente equipada con electrodomésticos de alta gama. En la planta más alta, disfrutarás de una magnífica terraza privada con piscina, ideal para relajarte y disfrutar del aire libre. Esta vivienda es de las únicas de la promoción con entrada de servicio. El precio incluye 2 plazas de garaje y un trastero, proporcionando comodidad adicional. El edificio ofrece servicios de lujo, como seguridad 24 horas, spa, gimnasio, piscina climatizada y una espectacular azotea con solárium y piscina exterior. Su ubicación privilegiada y sus excepcionales instalaciones lo convierten en un lugar único para vivir. DIZA Consultores: Convertimos Sueños en Hogares.",False,good,False,True,6862.0,True,False,False,False,[],False,False,1955630.0,€,True,True,flat,"Vallehermoso, Madrid",Ático en paseo de San Francisco de Sales,Top,,penthouse,,,,
108241419,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2a/aa/39/1339734643.webp,4941d146-ec38-42cf-957d-7df748b847a8,77,,1350000.0,chalet,sale,400.0,,5,5,calle San Gregorio,Madrid,Majadahonda,Zona Carretera del Plantío,es,,40.4774766,-3.8628275,False,https://www.idealista.com/inmueble/108241419/,"En una ubicación privilegiada de Majadahonda, muy próximo al centro urbano y áreas verdes, se encuentra este chalet adosado único en la zona. RECIÉN REFORMADO. Una propiedad singular, pensada para quienes valoran el confort, la privacidad y el diseño. Déjate llevar... tu nuevo hogar te espera, listo para disfrutarlo desde el primer día. Distribuido en cuatro amplias plantas, esta propiedad destaca por su luminosidad, funcionalidad y espacios amplios bien distribuidos.  En la planta principal, un elegante salón con tres ambientes claramente diferenciados —uno de ellos presidido por una acogedora chimenea—, ofrece un ambiente cálido y sofisticado. Desde aquí se accede directamente a un magnífico porche techado con cierre eléctrico, ideal para disfrutarlo durante todo el año y a un jardín privado muy consolidado, perfectamente cuidado y con una exclusiva piscina de agua salada. El comedor se conecta directamente con una cocina moderna y funcional. Esta planta incluye también un aseo de cortesía. El acceso a las distintas plantas, se realiza a través de una escalera amplia, cómoda y bien integrada, que aporta funcionalidad al conjunto de la vivienda. En la primera planta con acceso a una soleada terraza, se encuentran dos espaciosos dormitorios con baño en suite, y dos dormitorios adicionales que comparten un cuarto de baño completo. Todas las estancias cuentan con armarios empotrados, ofreciendo una excelente capacidad de almacenamiento. La buhardilla, completamente acondicionada con aislamiento térmico, ofrece un espacio versátil y acogedor, con tres ventanas Velux equipadas con persianas y cortinas eléctricas, perfecto como sala de estar, estudio o zona de relax.  La planta baja ofrece una gran estancia polivalente con salida directa al jardín, una habitación con patio inglés y baño en suite, lavadero, trastero y acceso directo al garaje. Una propiedad excepcional, sin comparables en la zona, que combina ubicación, estilo, calidad de vida y una cuidada reforma. Porque hay casas que no se visitan, se sienten. Y esta está lista para empezar una nueva vida en familia.  Majadahonda es uno de los municipios más valorados del noroeste de Madrid, conocido por su excelente calidad de vida, entornos residenciales tranquilos, amplias zonas verdes y una completa oferta de servicios. Con una cuidada planificación urbana, colegios de prestigio, centros deportivos y zonas comerciales como el Centro Oeste o Gran Plaza 2, es una opción ideal para familias que buscan bienestar y comodidad sin renunciar a la cercanía de la capital. En cuanto a comunicaciones, Majadahonda cuenta con excelente conexión por transporte público y privado. La estación de Cercanías Renfe (línea C-10) conecta directamente con Madrid en menos de 20 minutos. Además, varias líneas de autobús comunican el municipio con Moncloa, Príncipe Pío y otros puntos clave de la capital. En coche, los accesos rápidos a la A-6, M-40 y M-503 facilitan una movilidad ágil tanto hacia Madrid como hacia otras zonas del oeste de la Comunidad. CEE en base a la estimación del Ministerio de Transición Ecológica y Reto Demográfico.",True,good,False,,3375.0,True,True,False,False,[],False,False,1350000.0,€,True,True,chalet,"Zona Carretera del Plantío, Majadahonda",Chalet adosado en calle San Gregorio,Top,,terracedHouse,,,,
106445876,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b7/2b/00/1288985254.webp,M11515V,25,1,2700000.0,flat,sale,286.0,True,4,5,calle de las Mártires Concepcionistas,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4286029,-3.6714688,False,https://www.idealista.com/inmueble/106445876/,"Ubicado en el prestigioso barrio de Salamanca, en la zona de Goya, Walter Haus les presenta en EXCLUSIVA este maravilloso piso exterior a estrenar. Actualmente se encuentra en obra, estando totalmente terminado Abril de 2025. Consta de tres balcones exteriores y una orientación oeste, la propiedad se inunda de luz natural durante todo el día, resaltando su atractivo y potencial. El piso, con una superficie de 286 m2 y muy bien distribuida, cuenta con 4 habitaciones dos de ellos con baños en suite, 2 baños independientes y un aseo. Los techos altos de 3 metros de altura amplían la sensación de espacio y luminosidad, brindando un entorno acogedor y elegante. Situado en una finca clásica que conserva el encanto de la época, el edificio cuenta con portero físico, garantizando seguridad y comodidad. Además, dispone de un ascensor que facilita el acceso a la vivienda. En Walter Haus, nos enorgullece ofrecerle propiedades excepcionales. Contáctenos hoy mismo para más información y para concertar una visita. Walter Haus Real Estate es un grupo inmobiliario con sede en las principales capitales de España, en las principales ubicaciones de Madrid, Barcelona y Costa Brava. Contamos con una experiencia de más de 20 años, con un dinámico equipo de profesionales con experiencia en el asesoramiento personal en constante formación y con una especialización muy concreta en cada zona de actuación lo que nos permite encontrar soluciones a las necesidades de cada cliente.",False,good,False,True,9441.0,True,False,False,False,[],False,False,2700000.0,€,,,flat,"Goya, Madrid",Piso en calle de las Mártires Concepcionistas,Top,,,,,,
108779864,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/77/35/c0/1354901918.webp,BFCA-V338,35,1,370000.0,flat,sale,104.0,True,2,1,paseo de Extremadura,Madrid,Madrid,Latina,es,Puerta del Ángel,40.4146079,-3.7291142,False,https://www.idealista.com/inmueble/108779864/,"CONTACTAR CON EXTENSIÓN Nº4 Vivienda con grandes posibilidades de reforma en Puerta del Ángel – Paseo de Extremadura Ponemos a la venta esta amplia vivienda de 104 m² construidos (90 m² útiles) situada en el consolidado barrio de Puerta del Ángel, una zona residencial en crecimiento que destaca por su excelente conectividad y proximidad al centro de Madrid. Actualmente la vivienda se distribuye en: 2 dormitorios, salón comedor, cocina independiente y espaciosa, 1 baño completo y trastero Estado: para reformar. La propiedad ofrece una gran versatilidad de redistribución, permitiendo adaptar el espacio para obtener hasta 3 dormitorios y 2 baños, lo que representa una oportunidad ideal tanto para vivienda habitual como para inversión. Transporte público: Metro Puerta del Ángel (Línea 6) a 5 min caminando, Metro Alto de Extremadura (Línea 6) a 7 min caminando, Líneas de autobuses EMT: 31, 33, 36, 39, 65, entre otras. A escasos minutos del Parque de la Casa de Campo, el mayor pulmón verde de Madrid. Cercanía a zonas de restauración, cafeterías y comercios tradicionales A tan solo 15 min en transporte del centro de Madrid (Sol, Ópera, Gran Vía) (Este anuncio no es vinculante, puede contener errores, se muestra a título informativo y no contractual. ) > Oferta sujeta a condiciones de compra. Consulte los términos y condiciones aplicables.",True,renew,False,False,3558.0,True,True,False,False,[],False,False,370000.0,€,,,flat,"Puerta del Ángel, Madrid",Piso en paseo de Extremadura,Top,,,,,,
108637027,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a1/7d/94/1350645501.webp,W-030ILE,50,,1390000.0,chalet,sale,700.0,,4,5,Bonanza,Madrid,Boadilla del Monte,Bonanza,es,,40.4446825,-3.8966249,False,https://www.idealista.com/inmueble/108637027/,"Extraordinaria villa en Bonanza Con pista de pádel y piscina. Engel &Völkers presenta en exclusiva esta vivienda en la prestigiosa urbanización Bonanza en Boadilla del Monte. 500 m2 de singular arquitectura introspectiva. Un proyecto que enfatiza el interior de cada pieza para enriquecer la vida del propietario con momentos y sensaciones inolvidables, poniendo en valor cada ambiente y priorizando espaciosas y luminosas estancias.  Consta de 4 dormitorios y 5 baños, además de family room y salón con tres espacios diferenciados y chimenea, distribuida en distintas alturas dando una gran sensación de amplitud.  Desde el hall distribuidor situado en planta calle, accedemos por unas vanguardistas escaleras a la primera planta donde nos encontramos el gran salón distribuido en dos alturas con una zona principal que destaca por su espectacular chimenea y amplios ventanales de suelo a techo para fundirse con el paisaje además de la zona de comedor que cuenta con acceso directo a la cocina. Una magnífica cocina con office que es un espacio multifuncional caracterizado por su amplitud, luz y calidez y que cuenta, además con salida directa a la terraza que rodea la planta. En esta misma planta, dos habitaciones con vestidor y baño en suite, además de aseo de cortesía. En la última planta, destaca una super master suite con un espectacular baño revestido de mármol blanco con ducha, bañera de hidromasaje y doble seno. La parcela de 2400 m2 está situada en la parte más alta de Bonanza asegurando inmejorables vistas. La propiedad se completa con una pista de pádel, una gran piscina rodeada de un cuidado paisaje, baño-vestidor y un magnífico porche techado. El término municipal de Boadilla del Monte se encuentra al Oeste de Madrid y limita al Norte con Majadahonda. Boadilla del Monte es un término integrante del Área Metropolitana de Madrid, situado al oeste de la capital de la cual dista 15 kilómetros. Tiene una población de 57.000 habitantes y 47,2 km2. Limita con los municipios de Majadahonda, Pozuelo de Alarcón, Alcorcón, Villaviciosa de Odón y Villanueva de la Cañada. Pertenece en toda su extensión, a la cuenca del río Guadarrama.  Este municipio experimentó un fuerte incremento de la población a mediados de la década de los setenta con el establecimiento en urbanizaciones de un gran número de residencias unifamiliares. En los próximos años volverá a experimentar un nuevo gran incremento de la población como consecuencia de la liberalización de grandes superficies de suelo que ya se están urbanizando.  Los principales núcleos poblacionales, además del casco antiguo, son las urbanizaciones de lujo denominadas Montepríncipe, Olivar de Mirabal, Parque Boadilla, Bonanza y Las Lomas, conocidas como urbanizaciones históricas. Valdecabañas presenta una inmejorable situación, con un buen acceso a la M-50 y al núcleo urbano de Boadilla. Anexas a estas se encuentran Monte de las Encinas, Pino Centinela, Valdecabañas y Valdepastores; y de reciente construcción cabe destacar el Residencial Siglo XXI y las zonas de Viñas Viejas.",True,good,False,,1986.0,True,False,True,False,[],False,False,1390000.0,€,True,True,chalet,"Bonanza, Boadilla del Monte",Casa independiente,Top,,independantHouse,1500000.0,110000.0,7.0,
107186437,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/92/4a/78/1305558896.webp,ef02d29b-b8cc-4079-a8a1-2fcdcb407826,41,4,3050000.0,flat,sale,194.0,True,3,4,calle de López de Hoyos,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.4379972,-3.6890617,False,https://www.idealista.com/inmueble/107186437/,"Descubre este impresionante apartamento recientemente reformado en el codiciado barrio de Castellana, Salamanca, Madrid, con unas espectaculares vistas, tanto en la zona de recibo como en los dormitorios. Con una generosa superficie de 194m² construidos, esta propiedad ofrece tres dormitorios, todos en suite, y aseo de invitados, asegurando comodidad y privacidad para toda la familia. El piso  está equipado con aire acondicionado, armarios empotrados y una cocina totalmente equipada con electrodomésticos de alta gama y terraza tendedero que facilita la vida diaria. El edificio cuenta con excelentes comodidades, incluyendo un gimnasio, piscina, sauna y un servicio de conserjería 24 horas, que garantiza seguridad y asistencia. Además, dos ascensores proporciona fácil acceso a todas las áreas del edificio.  Dos amplias plazas de garaje, una de 30 m² y otra de 22 m², con acceso directo desde el piso, junto con un trastero de 4 m², completan los servicios de esta vivienda. Ubicado en una de las zonas más prestigiosas de Madrid, este apartamento combina a la perfección estilo y funcionalidad, ofreciendo una oportunidad única para disfrutar de una vida urbana en un entorno privilegiado.  El distrito de Castellana, ubicado en Madrid, forma parte del exclusivo barrio de Salamanca y se destaca por su carácter elegante y comercial. Es conocido por la avenida de la Castellana, una de las principales arterias de la ciudad, que atraviesa zonas de negocios, hoteles de lujo y edificios emblemáticos. El distrito combina la vida empresarial con áreas residenciales de alto nivel, además de ofrecer una amplia oferta gastronómica y comercial, incluyendo boutiques de lujo. Su excelente conexión con el transporte público y su proximidad a importantes centros culturales y financieros lo convierten en una de las zonas más prestigiosas y dinámicas de Madrid. ¡No pierdas la oportunidad de vivir en un lugar que lo tiene todo!",False,good,False,True,15722.0,True,False,False,False,[],False,False,3050000.0,€,True,True,flat,"Castellana, Madrid",Piso en calle de López de Hoyos,Top,,,,,,
108697491,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d7/b2/bf/1352456585.webp,BFU-V1918,30,4,270000.0,flat,sale,124.0,True,4,2,calle Maracena,Madrid,Madrid,Usera,es,12 de Octubre-Orcasur,40.3716365,-3.697109,False,https://www.idealista.com/inmueble/108697491/,"CONTACTAR CON EXTENSIÓN Nº1 Se vende amplio dúplex ubicado en la calle Maracena 11, en una cuarta planta sin ascensor. La vivienda cuenta con una superficie construida de 124 metros cuadrados, distribuidos en dos plantas. Dispone de cuatro dormitorios, todos ellos de buen tamaño y con luz natural, ideales para familias o quienes necesiten espacio para despacho o vestidor. Cuenta con dos baños completos, lo que aporta gran comodidad en el día a día. El salón es amplio y luminoso, con acceso directo a una terraza/balcón de buen tamaño, perfecta para colocar una mesa y disfrutar al aire libre. La cocina es independiente, con espacio suficiente para almacenamiento y zona de cocinado bien organizada. La vivienda se encuentra en buen estado, lista para entrar a vivir sin necesidad de reformas. Buena orientación y ventilación cruzada, lo que garantiza luz natural durante todo el día. A 400 metros del metro L3 San Fermín-Orcasur Es una opción ideal para familias, parejas que buscan espacio, o inversores que busquen una vivienda versátil y en buena zona. Sobre la zona y transporte: Orcasur es uno de los barrios que componen el distrito de Usera, en el sur de Madrid. Linda, al norte, con las vías de ferrocarril y el río Manzanares; al este, con la carretera de enlace con el Nudo Sur y la avenida de Andalucía; al sur, con la autopista M-40; y, al oeste, con las vías de ferrocarril y la calle del Doctor Tolosa Latour. La mitad norte del barrio la ocupa el prestigioso hospital 12 de Octubre, mientras que la parte sur, al otro lado de la avenida de los Poblados, es fundamentalmente residencial. Dada su ubicación al lado de la autopista M-40, el barrio es fácilmente accesible en coche. También hay una buena comunicación de autobuses, metro (Hospital 12 de Octubre y San Fermín-Orcasur) y cercanías (Doce de Octubre y Orcasitas). 西亚房产为您服务‼️ 想买房 想贷款 想投资 或者想卖房的朋友们 欢迎大家联系我们讲叙您的需求 我们为您量身打造一个方案帮您实现✔ 添加我们微信号: Bafre2004 关注更多房源  ¿NECESITA HIPOTECA? No dude en contactar con nosotros:  ¿VENDE SU INMUEBLE?  Con oficinas en Madrid y Pekín, BAFRE cuenta con una importante cartera de clientes e inversores internacionales, sobre todo asiáticos. Coordinamos viajes constantes de clientes chinos a Madrid, y les ayudamos en la gestión para obtener el Visado Oro de residencia. Más de veinte años de experiencia en el sector. Valoramos gratuitamente su inmueble y ofrecemos servicios de asesoramiento jurídico y fiscal, además de disponer de un departamento postventa.  (Este anuncio no es vinculante, puede contener errores, se muestra a título informativo y no contractual.) > Oferta sujeta a condiciones de compra. Consulte los términos y condiciones aplicables.",True,good,False,False,2177.0,True,True,False,False,[],False,False,270000.0,€,,,flat,"12 de Octubre-Orcasur, Madrid",Piso en calle Maracena,Top,,,,,,
107694236,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2b/96/60/1320669492.webp,8bd86d22-305c-440c-9f68-bd1181417c95,43,1,1050000.0,flat,sale,115.0,True,2,2,calle del Rollo,Madrid,Madrid,Centro,es,Palacio,40.4154346,-3.7107583,False,https://www.idealista.com/inmueble/107694236/,"Descubre este fantástico piso, elegante y moderno de 115 m² más la opción de doble aparcamiento disponible por 85.000€ ( las dos plazas ) en el corazón de Palacio, Centro, Madrid. Vivienda exenta de IBI. Posibilidad de entrega amueblado o vacío, listo para que te mudes y comiences a disfrutar de la vibrante vida madrileña Con 2 dormitorios, salón, comedor, cocina y 2 baños completos, este hogar recientemente reformado ofrece comodidad y estilo.  Disfruta de la frescura, del aire acondicionado y la calidez de una calefacción a gas. La cocina está completamente equipada, ideal para quienes aman cocinar en casa. Relájate en uno de los varios balcones privados. Además, el piso tiene en la parte interior de la casa, las vidrieras autenticas y originales desde su construcción en 1850, que hacen de este inmueble un lugar especial, digno de un museo. Cuenta con muchísimos armarios empotrados, para un almacenamiento eficiente. ¡No pierdas la oportunidad de vivir en este espacio acogedor y funcional en una ubicación privilegiada! La propiedad se encuentra situada apenas a unos pasos del Teatro Real y de la Plaza de Oriente, en cuyo perímetro se encuentran la Catedral de la Almudena, la Galería de las Colecciones Reales o el Palacio Real de Madrid, además de los Jardines de Sabatini. Una área rodeada de numerosos espacios verdes y zonas de vistas despejadas, que la dotan de gran calidad. Su excelente ubicación dispone de varias líneas de autobuses, además de numerosas paradas de taxi. El barrio cuenta con una variada dotación comercial, en la que predominan los establecimientos tradicionales, en la que no falta también la dotación hotelera, con establecimientos entre los que cohabitan los hoteles de lujo junto a otros más económicos. La oferta gastronómica y de ocio es igualmente amplia, con locales tradicionales y otros de perfil más internacional. Tras un agradable paseo, nos encontramos con algunas de las principales opciones culturales de la ciudad, cómo los mencionados, la Catedral de la Almudena, la Galería de las Colecciones Reales o el Palacio Real, a los que se unen la Plaza de la Villa o la propia Plaza Mayor. En definitiva, una ubicación única e imbatible para disfrutar de Madrid histórico. Al ser edificios históricos no pagas el IBI. No pierdas la ocasión de visitarlo y convirtiéndolo en tu lugar favorito de descanso después de una dura jornada de trabajo.  Dos plazas de garaje opcionales por 85.000€.",True,good,False,True,9130.0,True,True,False,False,[],False,False,1050000.0,€,True,False,flat,"Palacio, Madrid",Piso en calle del Rollo,Top,,,,,,85000.0
