propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,newDevelopmentFinished,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,parkingSpace.parkingSpacePrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
100687609,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ea/19/f6/1095762006.webp,PJ312,10,3,1120000.0,flat,sale,112.0,True,2,2,Barrio Goya,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4254748,-3.677463,False,https://www.idealista.com/inmueble/100687609/,"Fortuny Real Estate presenta en venta acogedora propiedad de 112m2 de superficie, situada en una de las zonas más exclusivas y demandadas de Madrid, el barrio de Salamanca.  La zona cuenta con una amplia variedad de restaurantes, tiendas y servicios de alta calidad, lo que la convierte en un lugar muy cotizado por aquellos que buscan disfrutar de la vida en la ciudad sin renunciar a la comodidad y el lujo. Se trata de una vivienda a estrenar una finca de los años 30, con fachada clásica portal bien conservado. Acogedor salón comedor, mucha luz natural, y acceso a un bonito balcón con vistas a la calle, cocina estilo americano, completamente amueblada y equipada con electrodomésticos de primeras marcas. Cuenta en su zona de noche con 2 dormitorios dobles, y 2 cuartos de baño, el dormitorio principal en suite con una gran bañera. Múltiples armarios empotrados de suelo a techo La finca dispone de portero físico. La gran mayoría de los inmuebles que tenemos en esta zona solo se encuentran en nuestra web. Visite nuestra página y descubra exclusivas viviendas. Fortuny Madrid Real Estate es una empresa joven y emprendedora, formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes.",False,good,False,True,10000.0,False,False,False,False,[],False,False,1120000.0,€,flat,"Goya, Madrid",Piso,,,,,,,,
107473027,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c6/fd/cf/1313823420.webp,4086,20,3,1600000.0,flat,sale,113.0,True,2,3,calle de O'Donnell,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4216622,-3.6777974,False,https://www.idealista.com/inmueble/107473027/,"Precioso piso reformado en Goya, en el Barrio de Salamanca y se encuentra a escasos metros del Parque del Retiro y Cines Renoir Retiro. Se encuentra en la tercera planta de un edificio de principios del S. XX y cuenta con servicio de portería en la finca. Tiene una superficie de 113 m2, distribuidos en un precioso hall de entrada, el salón-comedor junto con la cocina crean un espacio totalmente diáfano y luminoso. La cocina es de estilo americana con una gran isla central y está completamente equipada con los últimos electrodomésticos. Cabe destacar sus dos grandes ventanales y su terraza cerrada. La zona de noche consta de dos dormitorios dobles con baño en suite y amplios armarios de suelo a techo; más un aseo de cortesía para los invitados. Este inmueble se entrega totalmente reformado y amueblado en las más altas calidades.",False,good,False,True,14159.0,False,False,False,False,[],False,False,1600000.0,€,flat,"Goya, Madrid",Piso en calle de O'Donnell,,,,,,,,
108639910,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5a/aa/53/1350727119.webp,Vivienda 7,4,,257424.0,duplex,sale,77.0,True,2,2,Loeches,Madrid,Loeches,,es,,40.3822445,-3.4080033,False,https://www.idealista.com/obra-nueva/108639910/,"Edificio ente medianeras que consta de planta sótano, planta baja, 1ª planta y bajo cubierta. La edificación cuenta con piscina y zonas comunes. Consta de pisos y dúplex, plazas de aparcamiento y trasteros.",False,newdevelopment,True,True,3343.0,True,False,False,False,[],False,False,257424.0,€,flat,Loeches,Dúplex,False,True,True,duplex,,,,
105634739,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/62/04/3b/1313480948.webp,CG-64344-0001,38,,299000.0,chalet,sale,264.0,,3,1,calle de la Sierra de Cazorla,Madrid,Carabaña,,es,,40.2597811,-3.2380922,False,https://www.idealista.com/inmueble/105634739/,"Vivienda unifamiliar en venta en la localidad de Carabaña, provincia de Madrid. Construida en 1979, tiene una superficie total de 264 m² construidos que consta de 2 plantas. La planta semisótano con una superficie de 140 m² destinada a zona diáfana, garaje y escalera que comunica con la planta baja o principal de 124 m² en la que cuenta con salón-comedor, cocina, 3 dormitorios y 1 baño. La vivienda está edificada sobre una parcela de suelo de 6.135 m² estando destinados la parte no construida a zonas ajardinadas y de recreo. Se localiza en zona próxima a la escuela municipal de fútbol Carabaña y en un entorno próximo dispone de equipamiento variado, colegios, centro de salud, farmacias, supermercados, restaurantes, etc. Cuenta con buen acceso a la carretera M-221 que la conecta con el centro del núcleo urbano en menos de 5 minutos. Con los servicios de Solvia podrá encontrar la vivienda que necesita y asegurar su inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente. - El inmueble se encuentra ocupado ilegalmente por terceros y sin los suministros debidamente contratados. El Inmueble se transmitirá: (i) como cuerpo cierto y a tanto alzado (ii) como un todo, inseparable (iii) en el estado registral y catastral en el que se encuentre (iv) en el estado físico, calidades, jurídico, urbanístico, administrativo, de licencias, de protección, de conservación y limpieza en el que se encuentre (v) al corriente de gastos e impuestos que por Ley corresponda al Vendedor y (vi) sin dotación de servicios y suministros. El Adquirente asumirá (i) la situación física y estado de conservación (ii) la situación urbanística (iii) las discrepancias entre la realidad física y la realidad registral y catastral o en la cabida del Inmueble (iv) la adecuación registral y catastral del Inmueble y (v) los tramites que conlleven la obtención de la Posesión Judicial del Inmueble. La Propiedad no responderá de/l (i) estado de conservación (ii) los vicios vistos y aparentes (iii) la regularización registral o catastral (iv) las discrepancias de cabida, que pudieran existir (v) la responsabilidad en la obtención de la cédula de habitabilidad del Inmueble, salvo que en la Comunidad Autónoma donde se ubique el Inmueble sea obligatoria su entrega y (vi) cualesquiera costes, gastos, honorarios, aranceles o tributos que se deriven de lo anterior. Si a fecha de venta, la Propiedad hubiese demandado judicialmente la ocupación, podría el adquirente subrogarse en dicha demanda, no pudiendo reclamar importe alguno a la Propiedad como consecuencia de ello, salvo por los honorarios de abogados y procuradores que hasta la fecha de la transmisión se hubiesen devengado que, en cualquier caso, serán por cuenta de éste. Si en la fecha de venta, la Propiedad hubiese interpuesto una denuncia penal, que se encontrase en curso, se comunicará al Juzgado la venta, apartándose la Propiedad del procedimiento como acusación particular. El estado de ocupación y/o los impedimentos para que el inmueble pueda ser visitado libremente por los técnicos impedirían: i) su tasación oficial conforme exige la Orden ECO/805/2003, de 27 de marzo, por lo que el inmueble, mientras perdure la situación ocupacional, no podría ser hipotecado, en consecuencia, no podría constituirse financiación hipotecaria sobre este tipo de fincas, cuya adquisición requerirá el otorgamiento de otro tipo de garantías en caso de solicitarse financiación y ii) la obtención por parte de la propiedad del certificado de eficiencia energética. El precio de venta de este Inmueble se ha determinado en base a las anteriores circunstancias, que han supuesto un menor valor del mismo, y que deberán ser expresamente aceptadas por el adquirente en la formalización de la transmisión del Inmueble. Se recomienda que el comprador obtenga asesoramiento profesional.",False,good,False,,1133.0,True,False,False,False,[],False,False,299000.0,€,chalet,Carabaña,Casa independiente en calle de la Sierra de Cazorla,,,,independantHouse,,,,
108906893,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/87/a6/cd/1358547744.webp,HO,15,7,480000.0,flat,sale,80.0,True,2,1,calle Alejandro Casona,Madrid,Madrid,Fuencarral,es,Peñagrande,40.4805939,-3.730075,False,https://www.idealista.com/inmueble/108906893/,"ESTUDIO HERRERA ORIA SL - Agencia Inmobiliaria Tecnocasa de MADRID, INSCRITOS EN EL (REGISTRO DE AGENTES PROFESIONALES INMOBILIARIOS; RAIN). Piso en CALLE ALEJANDRO CASONA, 80m2 vivienda, con ascensor, facilitando el acceso a la planta alta. Compuesto por 2 dormitorios, salón, cocina, cuarto de baño y un balcon. Cuenta con una piscina comunitaria, zonas ajardinadas y portero fisico. La propiedad incluye una plaza de aparcamiento, añadiendo un plus de comodidad. Construido en 1986, este piso combina funcionalidad y una ubicación conveniente en Madrid. Aspectos a destacar de la vivienda serian su orientación y posición, así como las posibilidades de rehabilitación a las que se presta la vivienda dado su distribución, tiene una magnifica comunicación tanto mediante transporte publico como con vehículo propio. Se encuentra muy bien situado al norte de Madrid, cercano al centro comercial La Vaguada y con buenas comunicaciones para vehículo propio, con acceso a M-30 por avenida de la ilustración, M-40 por Ventisquero de la Condesa; transporte público con varias líneas de autobús (49, 133) y metro línea 7 (Av de la Ilustración).",False,good,False,True,6000.0,False,False,False,False,[],False,False,480000.0,€,flat,"Peñagrande, Madrid",Piso en calle Alejandro Casona,,True,True,,,,,
107854323,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0c/5c/22/1326361845.webp,CER_16_9,10,3,670000.0,flat,sale,165.0,True,3,1,"calle de San Bernardino, 8",Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4251341,-3.71008,True,https://www.idealista.com/inmueble/107854323/,"**Inversores, Piso en Venta en el Corazón de Madrid - ¡Una Oportunidad Única! ** ¡Piso alquilado hasta el 31 de diciembre de 2035! renta actual de 449€ mensuales. Espectacular piso en venta, ubicado en pleno centro de Madrid. Este inmueble hace esquina a dos calles, lo que garantiza una luminosidad excepcional y vistas inigualables. A tan solo tres minutos a pie de la emblemática Plaza de España, la Plaza de los Cubos, y el famoso Templo de Debod, tendrás todo lo que necesitas a tu alcance.  Debido al estado de arrendamiento del inmueble, no se pueden realizar visitas al mismo. Sin embargo, es una buena oportunidad de inversión a un precio muy atractivo en una de las zonas más turísticas de Madrid. Contacta con nosotros para darte toda la información detallada. ¡No pierdas esta oportunidad! AVANT REAL ESTATE es una consultora inmobiliaria de reconocido prestigio en el sector, formada por un equipo de profesionales con más de veinte años de experiencia. No dude en consultar como podemos ayudarle a gestionar su patrimonio.",False,renew,False,False,4061.0,True,False,False,False,[],False,False,670000.0,€,flat,"Malasaña-Universidad, Madrid","Piso en calle de San Bernardino, 8",,,,,,,,
108452888,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/44/12/69/1345834515.webp,,40,3,900000.0,flat,sale,148.0,True,4,2,paseo de la Chopera,Madrid,Alcobendas,Norte,es,,40.5459159,-3.6545132,False,https://www.idealista.com/inmueble/108452888/,"Descubre este amplio y luminoso piso de 4 dormitorios y 2 baños, ubicado en una de las urbanizaciones más completas y tranquilas de Alcobendas. Una vivienda ideal para familias que buscan comodidad, calidad de vida y espacios bien cuidados. La distribución es perfecta: salón espacioso con una gran terraza desde la que disfrutar las impresionantes vistas de Madrid, cocina independiente con tendedero.  El piso ha sido recientemente actualizado, con paredes lisas en tonos claros, lo que aporta una sensación de amplitud y luz en cada rincón. Se encuentra en un estado de conservación excelente: listo para entrar a vivir. Además, incluye plaza de garaje y trastero, para que no te falte espacio ni comodidad. La urbanización ofrece todo lo que necesitas para disfrutar sin salir de casa: � Piscina comunitaria � Pista de pádel � Zona ajardinada � Espacio infantil Un entorno seguro, familiar y muy bien comunicado, cerca de colegios, servicios, transporte y zonas verdes. Ven a verlo. Te encantará.",True,good,False,True,6081.0,True,False,False,False,[],False,False,900000.0,€,flat,"Norte, Alcobendas",Piso en paseo de la Chopera,,True,True,,,,,
108639908,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b2/07/a9/1350727270.webp,Vivienda 2,4,,246698.0,duplex,sale,136.0,True,2,3,Loeches,Madrid,Loeches,,es,,40.3820727,-3.4075623,False,https://www.idealista.com/obra-nueva/108639908/,"Edificio ente medianeras que consta de planta sótano, planta baja, 1ª planta y bajo cubierta. La edificación cuenta con piscina y zonas comunes. Consta de pisos y dúplex, plazas de aparcamiento y trasteros.",False,newdevelopment,True,True,1814.0,True,False,False,False,[],False,False,246698.0,€,flat,Loeches,Dúplex,False,True,True,duplex,,,,
108798105,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e0/2f/fe/1355444510.webp,,19,4,260000.0,flat,sale,30.0,True,1,1,"calle de Ventura de la Vega, 15",Madrid,Madrid,Centro,es,Huertas-Cortes,40.4152931,-3.6986835,True,https://www.idealista.com/inmueble/108798105/,"¡Encanto histórico junto a Sol! Piso de 1 dormitorio en Ventura de la Vega, ideal para inversión o primera vivienda Descubre este coqueto piso situado en una de las calles con más historia del centro de Madrid: Ventura de la Vega 15, a tan solo unos pasos de la Puerta del Sol y del Barrio de las Letras. Ubicado en una cuarta planta sin ascensor de un edificio de 1910, esta vivienda ofrece un ambiente tranquilo y acogedor en pleno corazón de la ciudad. Con aproximadamente 25 m², se distribuye en un dormitorio independiente, zona de estar y cocina integrada. Es una excelente oportunidad tanto como vivienda habitual, como inversión para alquiler turístico o de media estancia, gracias a su localización privilegiada y su potencial rentabilidad. La zona cuenta con todo tipo de servicios, comercios, cultura y una excelente conexión con transporte público (metro, tren, bus). No pierdas la oportunidad de tener tu rincón propio en una de las zonas más vibrantes y demandadas de Madrid. Llámanos y agenda tu visita.",True,good,False,False,8667.0,False,False,False,False,[],False,False,260000.0,€,flat,"Huertas-Cortes, Madrid","Piso en calle de Ventura de la Vega, 15",,,,,,,,
99446432,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/58/12/01/1044252427.webp,123,14,,1050000.0,chalet,sale,368.0,,5,4,Armada Española,Madrid,Boadilla del Monte,Cortijo Sur,es,,40.4291618,-3.9227412,False,https://www.idealista.com/inmueble/99446432/,"REMAX LEGEND Presenta este magnífico chalet adosado situado en la exclusiva urbanización Armada Española 13, en El Pastel, Boadilla del Monte. La vivienda, con vistas a la Sierra de Guadarrama, fue construida en 2020 y se encuentra en perfecto estado de conservación, prácticamente a estrenar.  Es muy eficiente energéticamente gracias a la Geotermia que proporciona luz, además de calor y frío en todas las estancias a través del suelo. La urbanización donde se ubica, con seguridad las 24 horas del día, es ideal por su ambiente familiar y perfecta para el descanso y el deporte, cuenta con servicios tales como una peluquería, bar-restaurante, sala de reuniones, sala de juegos y sala de estudio, un gimnasio, dos pistas de pádel, pista de tenis, campo de futbol sala y baloncesto y piscinas tanto de adultos como infantil.  Esta preciosa y actual vivienda es muy luminosa y está distribuida en tres plantas.  En planta principal encontramos una espaciosa habitación con baño completo, una cocina totalmente equipada con los electrodomésticos de última generación, un magnífico salón comedor y jardín. En planta superior apreciamos cuatro habitaciones de gran tamaño con tres baños, dos de ellos en suite, y dos terrazas con orientación este y oeste. En planta semisótano se ha creado una enorme sala de estar con un patio interior que le da luminosidad a la vez que amplitud. Aquí también nos encontramos el acceso al garaje que dispone de dos plazas.  Una vivienda idílica en un entorno único, El Pastel, muy tranquilo y en auge de comercios. Gracias a las empresas del GRUPO LEGEND, aportamos Asesoramiento Fiscal, Financiero y un Arquitecto a su disposición para cualquier consulta o servicio que necesite. Todos estos servicios son incluidos sin coste adicional a nuestros clientes.  Nos adaptamos a las necesidades y horarios de nuestros clientes. Contacta con nosotros para más información y organizar una visita.",False,good,False,,2853.0,True,False,True,False,[],False,False,1050000.0,€,chalet,"Cortijo Sur, Boadilla del Monte",Chalet adosado en Armada Española,,True,True,terracedHouse,,,,
