propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.subTypology,parkingSpace.parkingSpacePrice
108225581,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a1/f8/7c/1337669083.webp,1003,8,4,1890000.0,flat,sale,110.0,True,2,3,Barrio Recoletos,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4284091,-3.6842321,False,https://www.idealista.com/inmueble/108225581/,"Fortuny Madrid Real Estate ofrece en una de las zonas más exclusivas y cotizadas de Madrid, en el emblemático barrio de Recoletos, esta espectacular propiedad de 110 m² exteriores es el hogar ideal para aquellos que buscan confort, elegancia y calidad. La vivienda, completamente a estrenar, ha sido diseñada con una distribución moderna y funcional, utilizando solo los mejores materiales para garantizar un nivel de confort inigualable. La propiedad consta de dos amplias habitaciones en suite, cada una con su propio baño completo y armarios empotrados de alta gama. El diseño de las suites resalta por su amplitud y luminosidad, con grandes ventanales que permiten una vista espectacular al exterior y proporcionan una sensación de libertad. Además, cuenta con un elegante aseo para visitas, que complementa la comodidad y exclusividad de la vivienda. La cocina, totalmente equipada con electrodomésticos de última generación, se presenta como un espacio moderno, ideal para disfrutar de la gastronomía en el día a día. La propiedad está amueblada con un estilo contemporáneo, con mobiliario de alta calidad que resalta la sofisticación de cada ambiente. Además, la ubicación en una de las calles más prestigiosas de Madrid garantiza acceso a todos los servicios de la zona, como boutiques de lujo, restaurantes exclusivos y un entorno tranquilo y elegante. Un espacio único, diseñado para ofrecer lo mejor en términos de calidad, confort y diseño. La vivienda perfecta para disfrutar de la vida en el centro de Madrid con la máxima comodidad. La gran mayoría de los inmuebles que tenemos en esta zona solo se encuentran en nuestra web. Visite nuestra página y descubra exclusivas viviendas. Fortuny Madrid Real Estate es una empresa con sólida experiencia formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes nacionales e internacionales. Somos un referente en el mercado español, ofreciendo un servicio completo con viviendas residenciales de alta calidad y una amplia gama de servicios inmobiliarios, cubriendo tanto el área privada como el área comercial para conseguir que personas físicas jurídicas, instituciones e inversores queden plenamente satisfechos con nuestros servicios.",False,good,False,True,17182.0,False,False,False,False,[],False,False,1890000.0,€,flat,"Recoletos, Madrid",Piso,,,,,,,
108689113,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d9/3b/e8/1352210463.webp,,32,1,360000.0,flat,sale,97.0,True,2,2,"calle de Pirra, 44",Madrid,Madrid,San Blas,es,Rejas,40.4440823,-3.5851929,True,https://www.idealista.com/inmueble/108689113/,"Tecnocasa Estudio Rejas - Las Musas S. L Vende magnifico *APARTAMENTO TURISTICO* situado en el corazón del Barrio de Rejas, La vivienda consta de: -2 habitaciones. -Cocina. -2 baños. -2 armarios empotrados. -Salón Amplio y luminoso -Pista de pádel. -Gimnasio. -Piscina. -Plaza de garaje incluida en el precio. -Portero 24 horas. -Jardines y zonas de juego para niños. Situada en el Barrio de Rejas, zona urbana y tranquila, esta vivienda cuenta con una gran oferta comercial y de servicios en las proximidades. Zona inmejorable con numerosas zonas verdes equipada con; supermercados, comercios, cafeterías, colegios, gimnasios, CENTRO COMERCIAL PLENILUNIO a 5 minutos andando. KIRON y sus agentes de intermediación financiera podrás encontrar la hipoteca que mejor se adapte a tus necesidades de financiación, para que puedas beneficiarte de los convenios que tiene el grupo Tecnocasa con diferentes entidades bancarias. Con la posibilidad de financiación hasta 70%, asesórate gratis y sin compromiso.",False,good,False,True,3711.0,False,False,False,False,[],False,False,360000.0,€,flat,"Rejas, Madrid","Piso en calle de Pirra, 44",True,True,,,,,
108629076,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/39/d3/76/1350414471.webp,10471,12,1,400000.0,flat,sale,70.0,True,2,1,calle Elena Fortún,Madrid,Las Rozas de Madrid,Montecillo,es,Montecillo,40.4982662,-3.8808197,False,https://www.idealista.com/inmueble/108629076/,"¿Te imaginas disfrutando de tu hogar en propiedad en una excelente ubicación en Las Rozas? ¡Testa Homes lo hace realidad!   Luminoso piso sin amueblar de 70 m² construidos en urbanización cerrada en Las Rozas. Dispone de 2 habitaciones con armarios empotrados, un baño completo con mueble bajo lavabo y mampara de vidrio, y un salón amplio con gran ventanal que aporta abundante luz natural. La cocina, completamente amueblada y equipada con electrodomésticos de primeras marcas, está lista para utilizar desde el primer día. Suelos de tarima en excelente estado y una distribución funcional hacen de esta vivienda una opción cómoda y versátil. Incluye dos plazas de garaje y trastero en el precio, y se aceptan mascotas para que toda la familia se sienta como en casa. La urbanización ofrece completas zonas comunes diseñadas para el confort y el ocio de sus residentes. Cuenta con piscina exterior, parque infantil, amplias zonas ajardinadas, servicio de portería física y un entorno cuidado donde disfrutar del aire libre con tranquilidad. Ubicada en Las Rozas, una zona residencial en continuo crecimiento y a escasa distancia del centro de Madrid. Ofrece una amplia gama de servicios a pie de calle: supermercados, restaurantes, colegios, centros médicos y comercios de todo tipo. Excelente comunicación tanto en transporte privado (accesos directos a A-6, M-50 y M-40) como en transporte público, gracias a la cercanía de la estación de tren de Las Rozas. Una oportunidad perfecta para vivir en una zona con futuro y calidad de vida. Horario de atención telefónica de lunes a viernes de 9:00 a 21:00 y sábados de 9:00 a 14:00 horas.  Consulte condiciones y disponibilidad.  *Imágenes orientativas sin carácter vinculante.  **Viviendas sujetas a disponibilidad y viviendas no amueblada. *En relación a los suministros de luz y agua, será necesario que el nuevo comprador realice el cambio de titularidad a su nombre. Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble.",False,good,False,True,5714.0,False,False,False,False,[],False,False,400000.0,€,flat,"Montecillo, Las Rozas de Madrid",Piso en calle Elena Fortún,True,True,,,,,
108759568,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/dc/bb/78/1354273356.webp,4405,10,3,200000.0,flat,sale,70.0,True,3,1,calle Sierra de Peñalara,Madrid,Alcorcón,Centro,es,Zona Centro Joven,40.3455451,-3.8223132,False,https://www.idealista.com/inmueble/108759568/,"¡ Oportunidad para inversores en Alcorcón! . Excelente por su rentabilidad para alquiler o para futura revalorización. Luminosa vivienda ubicada en una zona estratégica de Alcorcón, a escasos minutos andando de la estación de metro de Parque Lisboa (L12); con una gran demanda de alquiler por estar rodeada de todo tipo de servicios, por su cercanía al metro, universidades, centros comerciales y por su rápido acceso a Madrid capital. Ideal para inversores que buscan producto con buena salida y margen de mejora. Distribuida en salón con acceso a TERRAZA; cocina independiente, con espacio para reforma y modernización; 1 funcional baño completo y con ventana, también con posibilidad de actualización, y 3 dormitorios amplios, todos con buena ventilación y luz natural. Tercera planta, con posibilidad de instalar ascensor en la finca. No dejes pasar esta oportunidad de adquirir una propiedad con excelente ubicación y alto potencial de revalorización. ¡Llámanos y concierta tu visita ya! . El comprador tendrá un coste adicional de un 2% más IVA sobre el precio publicado, por el servicio de gestión, asesoramiento y formalización del proceso de compra. Este importe no está incluido en el precio publicado en venta y será facturado al comprador. Disponemos de servicio de asesoramiento y gestión hipotecaria independiente. Te conseguimos el mejor préstamo hipotecario, incluso hasta del 100% del precio de compraventa o tasación. Consúltanos sin compromiso. La reserva del inmueble sólo se producirá después de que una propuesta de compra haya sido expresamente aceptada por el vendedor. El precio publicado NO incluye los impuestos y gastos legalmente establecidos y derivados de la transmisión e inscripción, en su caso. Cuando veas este anuncio, el inmueble llevará ya unos días publicado en nuestra página web y con el máximo detalle. Si quieres ser el primero en enterarte de nuestras novedades o ampliar información, entra en nuestra web o únete en nuestro canal de telegram: ventas nuevo milenio.",False,good,False,False,2857.0,True,False,False,False,[],False,False,200000.0,€,flat,"Zona Centro Joven, Alcorcón",Piso en calle Sierra de Peñalara,,,,,,,
102955712,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b8/f3/a7/1173080320.webp,,7,3,2950000.0,flat,sale,280.0,True,4,4,calle Almagro,Madrid,Madrid,Chamberí,es,Almagro,40.4267574,-3.6973781,False,https://www.idealista.com/inmueble/102955712/,"Belton Real Estate ofrece una amplia y cómoda vivienda en Almagro   El piso tiene una superficie de 280 metros cuadrados, lo que proporciona un amplio espacio para vivir. La propiedad dispone de 4 habitaciones, lo que ofrece varias opciones para dormitorios, habitaciones de invitados o espacios adicionales según las necesidades del comprador. Cuenta con un total de 3 baños y un aseo de cortesía lo que garantiza comodidad y privacidad para los residentes y visitantes.  El piso está orientado al sur, lo que significa que recibe una generosa cantidad de luz natural a lo largo del día.  La propiedad está equipada con armarios empotrados en las habitaciones y calefacción central de gas.  El edificio cuenta con un ascensor es una característica conveniente, que facilita el acceso a todas las áreas del piso y es especialmente útil para personas con movilidad reducida. En resumen, este piso es espacioso, cómodo y bien equipado, con un diseño que prioriza la luminosidad y la comodidad. Es una excelente opción para aquellos que buscan una vivienda en una ubicación orientada al sur con todas las comodidades necesarias. Aproximadamente un 30 % de los inmuebles que tenemos en esta zona solo están anunciados en nuestra web por expreso deseo de los propietarios. Para verlos pinche por favor en el enlace adicional ubicado en la parte final del anuncio y encuentra el piso que estás buscando.",False,good,False,True,10536.0,False,False,False,False,[],False,False,2950000.0,€,flat,"Almagro, Madrid",Piso en calle Almagro,,,,,,,
108768032,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b7/d8/60/1354561283.webp,,4,bj,269000.0,flat,sale,130.0,True,2,2,"libertad, 2",Madrid,Humanes de Madrid,,es,,40.2520811,-3.8292478,True,https://www.idealista.com/inmueble/108768032/,"BRA NUEVA ULTIMAS VIVIENDAS DE LA PROMOCION // No deje escapar esta oportunidad de vivienda con 2 Dormitorios y 2 baños de 95 metros mas 38 de terraza Vive donde siempre habías querido MIRADOR DEL SUR el hogar de tus sueños // PROXIMA CONSTRUCION // Ya puedes comprar tu vivienda de RENTA LIBRE, PROMOCION PRIVADA de Obra nueva en Humanes de Madrid Conjunto Residencial MIRADOR DEL SUR promoción de 53 viviendas, con plazas de garaje, trastero, terrazas, tendedero, ubicados, a pocos metros del centro de Humanes de Madrid, que consta de preciosos bajos con jardín y espectaculares áticos con grandes terrazas. viviendas de 2, 3 y 4 Dormitorios Contará con unas espectaculares zonas comunes en un entorno vegetal, con piscina comunitaria, Gimnasio, Solárium, Buzones de paquetería, Aparca bicis MIRADOR DEL SUR, Ubicado en la Calle Libertad, a pocos metros del centro de Humanes de Madrid, con la mejor comunicación, cerca de la estación de Renfe y numerosas líneas de autobús, Conectada por carretera con los municipios de Móstoles, Alcorcón, Getafe, Leganés, Fuenlabrada, cuenta con acceso a M -506, M -413, M -405 y M - 410. Todas nuestras viviendas han sido diseñadas: - Con una cuidadosa selección en sus calidades y materiales de construcción -Cocina amueblada con muebles altos y bajos de gran capacidad, campana extractora, placa de inducción, horno multifunción - climatización por AEROTERMIA que es un sistema que sirve tanto para la producción de agua caliente sanitaria como para la climatización de la vivienda tanto en invierno (suelo radiante) como en verano (suelo refrescante). Este sistema supone un gran ahorro energético y una sensación de confort difícil de alcanzar con cualquier otro sistema de climatización Consiguiendo así una CLASIFICACIÓN DE EFICIENCIA ENERGÉTICA TIPO A - Ventana de P. V. C. o aluminio (a designar por dirección facultativa) con doble acristalamiento y cámara interior tipo Climalit - Puerta de interior de hoja lisa y vidrios en cocina, armarios modulares con interiores forrados, dotado de barra de colgar con balda de división para maletero Vive donde siempre habías querido MIRADOR DEL SUR el hogar de tus sueños Ya puedes reservar tu vivienda CONTACTANOS.",False,good,False,True,2069.0,True,False,False,False,[],False,False,269000.0,€,flat,Humanes de Madrid,"Piso en libertad, 2",True,True,,,,,
108353219,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9a/41/81/1354050842.webp,CHALETMIRAFLORES,14,,199900.0,chalet,sale,105.0,,4,2,carretera de Canencia,Madrid,Miraflores de la Sierra,,es,,40.8150814,-3.7657647,False,https://www.idealista.com/inmueble/108353219/,"� ¡Oportunidad en Miraflores de la Sierra! Chalet con unas vistas espectaculares por solo 220.000 € ¿Buscas una vivienda con encanto para reformar a tu gusto? Este chalet independiente de dos plantas es ideal para quienes desean vivir rodeados de naturaleza en uno de los pueblos más bonitos de la sierra madrileña. � Superficie construida: 105 m² � Parcela: 183 m² �️ Dormitorios: 4 � Baños: 2 � Posibilidad de acceso a garaje � Salón con chimenea �️ A reformar � Año de construcción: 1970 Distribución: Planta baja: salón con chimenea, cocina, un baño completo y un dormitorio. Planta alta: tres dormitorios y otro baño. Disfruta de un amplio jardín con vistas impresionantes a la sierra, perfecto para relajarte o disfrutar con familia y amigos. � Precio: solo 220.000 € ¡Una gran oportunidad para invertir o para crear tu hogar ideal en plena naturaleza! � Contáctanos para más información o para concertar una visita.",False,renew,False,,1904.0,True,False,False,False,[],False,False,199900.0,€,chalet,Miraflores de la Sierra,Chalet pareado en carretera de Canencia,,,215000.0,15100.0,7.0,semidetachedHouse,
108453461,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/22/cd/3c/1345351803.webp,zurita,15,bj,176000.0,studio,sale,25.0,False,0,1,"calle de Zurita, 45",Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.4086464,-3.6999513,True,https://www.idealista.com/inmueble/108453461/,"Vivienda recién reformada en pleno corazón de lavapies, su acceso es por un patio de corrala típico del centro de Madrid. Dispone de dos ventanas y una puerta. Es un apartamento tipo estudio, con cocina amplia totalmente equipada con electrodomésticos integrables. Se ha realizado una reforma integral con buenas calidades. Baño con plato de ducha, buenas calidades de carpinterías. Se entrega totalmente amueblado para poder entrar a vivir al día siguiente. Zona muy céntrica a escasos metros de la parada de lavapies linea 3 de metro, y a 10 minutos caminando de atocha. Buena oportunidad para encontrar algo asequible y listo para poder entrar en el centro de madrid.",False,good,False,True,7040.0,False,False,False,False,[],False,False,176000.0,€,flat,"Lavapiés-Embajadores, Madrid","Estudio en calle de Zurita, 45",,,179000.0,3000.0,2.0,studio,
108603054,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7d/26/14/1357885295.webp,,47,4,710000.0,flat,sale,135.0,True,3,2,calle de Juan Ramón Jiménez s/n,Madrid,Alcobendas,Norte,es,,40.5463757,-3.6588613,True,https://www.idealista.com/inmueble/108603054/,"Inmobiliaria en Alcobendas NORTE- Tecnocasa Estudio Paseo Chopera S. L.  En VENTA Vivienda REFORMADA, en Cuarta planta alta con ascensor en una de las Urbanizaciones más demandadas del Barrio. Piscina, Pista de Tenis, Garaje y trastero. Totalmente exterior, cuenta con 135m2 Construidos, trastero y plaza de Garaje. La vivienda dispone de 3 Dormitorios grandes con Armarios empotrados y vestidos, 2 baños amplios del cual uno se reformó recientemente, con calentador toallero ambos. Salón de unos 30m2 con gran que nos da acceso a amplia terraza de casi 8 metros con excelentes vistas despejadas.  Cocina con encimera de Granito de 20mm, se entrega amoblada y equipada con Horno, Microondas, campana extractora, vitrocerámica, lavavajilla, lavadora y nevera Americana. Suelos de Parquet en buen estado. Paredes Lisas y techos aislados. Ventanas de Climalit y persianas eléctricas en salón.  Caldera de Gas Natural Vaillant. Aire Acondicionado en Salón Mitsubishi Nuevo. Puerta principal Blindada de seguridad. Puertas de Roble Entrada amplia con Armario. OFRECEMOS ESTUDIOS FINANCIERO CON HIPOTECAS AL 100% CON NUESTRO DEPARTAMENTO FINANCIERO KIRON.",False,good,False,True,5259.0,False,False,False,False,[],False,False,710000.0,€,flat,"Norte, Alcobendas",Piso en calle de Juan Ramón Jiménez s/n,True,True,,,,,
107917452,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3e/34/06/1328249240.webp,R10064,12,5,190000.0,flat,sale,57.0,True,1,1,paseo de la Estación,Madrid,Valdemoro,Zona Estación,es,,40.1915612,-3.669514,False,https://www.idealista.com/inmueble/107917452/,"Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble. Oportunidad de inversión: inmueble en rentabilidad. Viviendas actualmente alquiladas. Consulte con nuestro Agente Comercial la información adicional sobre el inmueble y las condiciones especiales de compraventa. *No se admiten visitas a la vivienda Distribuidos en un amplio salón-comedor y cocina, de concepto semi-abierto, con puerta corrediza y electrodomésticos de excelentes calidades, dispone además de zona de aseo con lavadora cerrada por celosía. Además, cuenta con 1 dormitorio con armarios empotrados equipados y baño amueblado con bañera. La vivienda dispone de calefacción en todas las estancias a través de radiadores. Cuenta con suelo laminado, ventanas de aluminio en blanco con Climalit; y baños con porcelánico y toallero calefactado. El inmueble está muy bien ubicado en Valdemoro, a pocos minutos del acceso a la A-4; la vivienda se encuentra a pocos minutos andando de la Piscina municipal Valdesanchuela, además la zona cuenta con distintas opciones de restauración, colegios, institutos, hospitales etc. Además, dispone de fácil acceso a transporte público gracias a su cercanía a la estación de cercanías de Valdemoro (C3), al igual que una amplia multitud de líneas de autobuses a sus alrededores. *No se admiten visitas a la vivienda  En Testa Homes, te acompañamos durante todo el proceso de compra de la vivienda y te contamos todo con la mayor transparencia. Además, te ponemos en contacto con un asesor financiero que te informará de las mejores condiciones disponibles.  *En relación a los suministros de luz y agua, será necesario que el nuevo comprador realice el cambio de titularidad a su nombre. Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble.",False,good,False,True,3333.0,False,False,False,False,[],False,False,190000.0,€,flat,"Zona Estación, Valdemoro",Piso en paseo de la Estación,True,True,,,,,
