propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,newDevelopmentFinished,externalReference,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.subTypology,parkingSpace.parkingSpacePrice
108784594,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/45/f1/0e/1355025916.webp,17,3,268900.0,flat,sale,85.0,False,2,1,avenida de los Ángeles,Madrid,Getafe,Juan de la Cierva,es,,40.3089648,-3.715491,False,https://www.idealista.com/inmueble/108784594/,"BONEO DREAM HOMES - VENDEMOS ESTE ESPECTACULAR INMUEBLE EN LA ZONA DE GETAFE. ¡Tu nuevo hogar te espera en Getafe! ¿Buscas un piso listo para entrar a vivir, bien ubicado y con mucha luz? ¡Lo acabas de encontrar! Te presentamos esta preciosa vivienda de 85 m², situada en una zona tranquila y con todos los servicios a mano. Tiene 2 habitaciones, 1 baño completo, un salón muy acogedor con exterior de la urbanizacion ideal para relajarte, y una cocina independiente con tendedero. El piso está reformado, cuidado con mimo, y destaca por su luz natural durante todo el día. ¡Es interior y muy alegre! El edificio cuenta con ascensor y plaza de garaje, el vecindario es tranquilo y familiar. Y lo mejor… ¡estás a solo 10 minutos andando de Casar! Allí tienes MetroSur y Cercanías Renfe, perfectos para moverte cómodamente por toda la zona y conectar con Madrid sin complicaciones. Una casa ideal para empezar una nueva etapa, invertir o simplemente vivir a gusto desde el primer día. ¿Te animas a conocerla? ¡Se puede visitar ya! Contáctanos y ven a verla. ¡Te va a encantar!",True,good,False,True,3164.0,True,False,False,False,[],False,False,268900.0,€,True,True,flat,"Juan de la Cierva, Getafe",Piso en avenida de los Ángeles,,,287500.0,18600.0,6.0,,
107450754,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3f/b0/a6/1312981002.webp,1,2,190000.0,flat,sale,92.0,True,3,2,travesía del Nuncio s/n,Madrid,Alcorcón,Centro,es,Casco Antiguo,40.3470143,-3.8294741,True,https://www.idealista.com/inmueble/107450754/,"PISO OCUPADO POR PERSONA SIN JUSTO TÍTULOESTE INMUEBLE DEBIDO A SU ESTADO OCUPACIONAL NO ADMITE VISITASIDEAL PARA INVERSORESLA LOCALIZACIÓN DEL INMUEBLE ES APROXIMADAVivienda de 79 m², según Catastro, y 13 m² de elementos comunes a la venta en el municipio de Alcorcón, Madrid. La vivienda está distribuida en diferentes estancias y tiene como anejo un cuarto tendedero. (La distribución de la vivienda es orientativa y no ha podido ser comprobada). Es una 2ª Planta en un bloque de reciente construcción con ascensor. Excelente ubicación en el centro de Alcorcón. Buenas comunicaciones por carretera y transporte público. Muy próximo a la estación de Cercanías Renfe 'Alcorcón Central' y a la estación de Metro-Sur. Próximo a todo tipo de servicios e infraestructuras como centros educativos (CEIP Jesús Varela), comercios, supermercados, farmacias, zonas verdes... SIN COMISIÓN.",False,good,False,True,2065.0,False,False,False,False,[],False,False,190000.0,€,,,flat,"Casco Antiguo, Alcorcón",Piso en travesía del Nuncio s/n,,15437-2025,204000.0,14000.0,7.0,,
101931699,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d7/83/37/1350229456.webp,8,,231000.0,flat,sale,60.0,,1,1,"calle Hermanos Álvarez Quintero, 22",Madrid,Getafe,La Alhóndiga,es,,40.3100733,-3.7396604,True,https://www.idealista.com/obra-nueva/101931699/,"Conjunto de vivienda y plaza de garaje a la venta en un edificio en construcción situado en Getafe, en Madrid. Fabulosa vivienda situada en la planta baja del edificio y distribuida en un amplio salón-comedor con la cocina integrada, amueblada y equipada, 3 dormitorios y 2 baños, uno de ellos en suite en el dormitorio principal. Gozará de muy buenas calidades constructivas y con acabados de calidad. La plaza de garaje estará ubicada en la planta sótano del edificio. La finca, que dispondrá de portero automático y ascensor adaptado para personas con movilidad reducida, se emplaza en una zona residencial equipada con todo tipo de servicios que facilitan tu día a día: centros educativos, el Hospital Universitario de Getafe, comercios de toda clase, supermercados, entidades bancarias, servicios de restauración, etc. Además, goza de muy buenas y rápidas comunicaciones tanto por carretera como por transporte público ya que el acceso a la carretera A-42 se encuentra a menos de 500 metros y la estación de Metro y Cercanías de Getafe Centro a menos de 650 metros. A menos de 15 minutos en coche del centro de Madrid. ¿A qué estás esperando? Llámanos y te informamos sin ningún compromiso. Conjunto de vivienda y plaza de garaje a la venta en un edificio en construcción situado en Getafe, en Madrid. Fabulosa vivienda situada en la primera planta del edificio y distribuida en un amplio salón-comedor con la cocina integrada, amueblada y equipada, 1 dormitorio, 1 baño y una terraza de unos 4 m2 accesible desde el salón. Gozará de muy buenas calidades constructivas y con acabados de calidad. La plaza de garaje estará ubicada en la planta sótano del edificio. La finca, que dispondrá de portero automático y ascensor adaptado para personas con movilidad reducida, se emplaza en una zona residencial equipada con todo tipo de servicios que facilitan tu día a día: centros educativos, el Hospital Universitario de Getafe, comercios de toda clase, supermercados, entidades bancarias, servicios de restauración, etc. Además, goza de muy buenas y rápidas comunicaciones tanto por carretera como por transporte público ya que el acceso a la carretera A-42 se encuentra a menos de 500 metros y la estación de Metro y Cercanías de Getafe Centro a menos de 650 metros. A menos de 15 minutos en coche del centro de Madrid. ¿A qué estás esperando? Llámanos y te informamos sin ningún compromiso.",False,,True,True,3850.0,True,False,False,False,[],False,False,231000.0,€,,,flat,"La Alhóndiga, Getafe","Piso en calle Hermanos Álvarez Quintero, 22",False,,,,,,
108392004,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ee/b5/57/1342744171.webp,28,,420000.0,chalet,sale,250.0,,3,2,"avenida de Madrid, 1 Y",Madrid,Valdemorillo,Cerro Alarcón,es,,40.4695437,-4.0792078,True,https://www.idealista.com/inmueble/108392004/,"HOGARES VALDEMORILLO - Agencia inmobiliaria de VALDEMORILLO vende: En exclusiva esta propiedad para que compre con seguridad y tranquilidad. Agencia Inmobiliaria inscrita en el RAIN de la Comunidad de Madrid. Nº 000621/2021 Chalet individual en una sola planta, en la exclusiva urbanización de Cerro de Alarcón II. Esta propiedad destaca no solo por su excelente ubicación, sino también por su distribución en una sola planta, perfecta tanto para familias como para quienes buscan una vivienda cómoda. La vivienda cuenta con una superficie de 148 m2, se distribuyen en una sola planta, aunque tiene la posibilidad de abrir una buhardilla que ahora mismo se encuentra en bruto. Dispone de un acogedor salón-comedor con un buen ventanal y salida directa a la terraza donde se pueden apreciar unas bonitas vistas, cuenta con chimenea que hace que sea más acogedora la casa. La cocina es muy luminosa y cuenta con bastante almacenaje. Tiene 3 dormitorios dobles (uno de ellos en suite, 2 baños reformados y uno de ellos tiene plato de ducha. La vivienda está en muy buen estado de conservación y se puede entrar a vivir. La parcela son 1074 m2 perfectamente con grandes árboles y alguna zona solada, cuenta con piscina (actualmente esta vacía). Ubicado en la urbanización Cerro de Alarcón II, con vigilancia 24 horas. Este chalet está rodeado de tranquilidad, naturaleza y todos los servicios esenciales, supermercado y un restaurante. Valdemorillo es conocido por su entorno natural privilegiado, cercano a la Sierra de Guadarrama y a menos de 40 minutos del centro de Madrid. Además, ofrece puntos de interés como: Pantano de Valmayor: Perfecto para deportes acuáticos y actividades al aire libre. Iglesia de Nuestra Señora de la Asunción, un icono histórico de la localidad. Numerosas rutas de senderismo y ciclismo para disfrutar de la naturaleza. Excelentes conexiones con Madrid y localidades cercanas como El Escorial y Villanueva de la Cañada. ¡Beneficiase de nuestro método de trabajo! Puede visitarnos en nuestra oficina en Calle La paz 61 de Valdemorillo y le informaremos de todas las viviendas de las que disponemos.",True,good,False,,1680.0,True,False,False,False,[],False,False,420000.0,€,True,True,chalet,"Cerro Alarcón, Valdemorillo","Casa independiente en avenida de Madrid, 1 y",,VAL2025MAN,450000.0,30000.0,7.0,independantHouse,
108908549,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/76/32/4b/1358602204.webp,49,,620000.0,chalet,sale,345.0,,4,4,Pinosol - El Alcor - Peralejo,Madrid,El Escorial,Pinosol - El Alcor - Peralejo,es,,40.5437776,-4.109009,False,https://www.idealista.com/inmueble/108908549/,"Bonito y amplio chalet independiente ubicado en la Urbanización El Alcor 2, enclave natural, tranquilo y con vigilancia, perteneciente a El Escorial.  ES ESPECIAL PORQUE  Gracias a la reforma llevada a cabo en 2024, cumple todos los requisitos de una vivienda energéticamente eficiente.  DISTRIBUCIÓN La vivienda, de tres plantas y 350m2 construidos, está ubicada en una cómoda y amplia parcela de 1.600m2, que dispone de una bonita piscina privada, dos porches exteriores, barbacoa, bancos de piedra, jardín con arboleda consolidada y un cómodo acceso asfaltado que conduce hasta el garaje, dimensionado para dos vehículos. Una estupenda zona exterior que te permitirá disfrutar de tu vivienda durante todo el año. En la planta principal, a la que se accede desde una escalera exterior y cruzando a través de una terraza con agradables vistas a la parcela y a la sierra de Madrid, encontramos un amplio hall recibidor, que da acceso por un lado al salón y por otro a la zona de descanso.  El salón está distribuido en tres espacios diferenciados y comunicados entre sí, uno de ellos con chimenea. Los amplios ventanales proporcionan una gran luminosidad. La cocina office cuenta con salida directa al jardín y con una despensa independiente, que alberga parte de la maquinaria energética. En la zona de descanso, cuatro grandes dormitorios con armarios empotrados y tres baños totalmente renovados, el principal en suite, te permitirán hacer vida de manera especialmente cómoda en una única planta.   En el piso superior encontramos dos amplios espacios que actualmente se utilizan como sala de estar y biblioteca con chimenea. Completan la planta un aseo y dos bonitas terrazas también con vistas a la sierra.  Por la escalera se accede igualmente a la planta inferior, en la que encontraremos una pequeña bodega con chimenea decorada con encanto para utilizar como zona de juego, otra estancia que se utiliza como gimnasio y un garaje cubierto dimensionado para dos coches, además de albergar una zona de fregadero. Buenas calidades de construcción en toda la casa, con pintura lisa, suelo porcelánico y ventanas Kömmerling recién instaladas, que proporcionan a la vivienda un excelente aislamiento térmico.  ES IMPORTANTE SABER  Este chalet está calificado con la máxima eficiencia energética (A/A) gracias a que en 2023 se instalaron placas fotovoltaicas y un equipo de Aerotermia de General Electric con dos circuitos independientes, lo que proporciona un importante ahorro energético. Tiene también instalado aire acondicionado en varios espacios de la vivienda.  COMUNICACIONES La Urbanización El Alcor de El Escorial se ubica en un enclave excepcional y privilegiado, de gran belleza natural, caracterizado por una buena comunicación tanto por transporte público como por las carreteras M-600 y M-505. La zona cuenta con paradas de autobús (líneas 669, 666) y acceso cercano a la estación de Renfe, siendo fácil así los desplazamientos a diferentes zonas de la comunidad de Madrid. Es una zona tranquila y residencial, ideal para familias que buscan un entorno apacible y seguro pero sin renunciar a la comodidad de estar cerca de los servicios necesarios. En esta operación NO se cobran honorarios al comprador.",True,good,False,,1797.0,False,False,False,False,[],False,False,620000.0,€,True,True,chalet,"Pinosol - El Alcor - Peralejo, El Escorial",Casa independiente,,07873,,,,independantHouse,
107380626,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1b/8a/63/1345124810.webp,27,2,240000.0,flat,sale,92.0,True,3,2,Barrio Entrevías,Madrid,Madrid,Puente de Vallecas,es,Entrevías,40.3749844,-3.6677654,False,https://www.idealista.com/inmueble/107380626/,"ESTE PISO ES ESPECIAL PORQUE: Es un piso reformado con excelentes calidades ubicado en una zona con excelente comunicación, podrás llegar al centro de Madrid en pocos minutos, ya sea en coche o en transporte público (metro, autobuses y cercanías a escasos pasos). DESCRIPCIÓN: Este luminoso piso de 92 m² ofrece una distribución funcional y cómoda, diseñada para aprovechar al máximo cada espacio. Al acceder a la vivienda, te recibe un acogedor recibidor que conecta directamente con las zonas comunes y de descanso. A la derecha, se encuentra la cocina independiente, de buen tamaño, equipada con electrodomésticos y muebles de almacenaje y con espacio suficiente para una zona de desayuno.  El salón-comedor, de generosas dimensiones y con gran entrada de luz natural gracias a sus ventanales, ofrece una zona cómoda para el descanso y reuniones familiares, con acceso directo a la terraza principal, ideal para relajarse al aire libre. La habitación principal es muy luminosa, cuenta con armarios empotrados y un baño en suite completo con plato de ducha. Las otras dos habitaciones secundarias, de buen tamaño, son perfectas como dormitorios, oficina o cuarto de invitados. El segundo baño completo, ubicado en el pasillo, da servicio a las habitaciones y a las visitas. La vivienda destaca por su distribución equilibrada entre zonas comunes y privadas, así como por la terraza, que añade un plus de confort y funcionalidad. Una opción ideal para quienes buscan luz natural y comodidad en su día a dí.",True,good,False,False,2609.0,True,False,False,False,[],False,False,240000.0,€,,,flat,"Entrevías, Madrid",Piso,,07013,,,,,
107427823,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6a/80/c1/937496579.webp,16,,204465.0,flat,sale,102.0,True,3,2,avenida San Isidro s/n,Madrid,Navalcarnero,La Dehesa - El Pinar,es,,40.295346,-3.9944543,True,https://www.idealista.com/obra-nueva/107427823/,"¡Viviendas adaptadas disponibles! (*Para cumplir con este requisito, es necesario tener un 33% de discapacidad reconocida) ¡Comenzamos con las obras de Fase III! Diverso Navalcarnero, es una promoción en régimen de cooperativa VPPB y está pensado para ti, por eso tenemos viviendas con terrazas para los días de sol, áticos con increíbles espacios abiertos para que los conviertas en lo que quieras o bajos con patio para esas cenas de verano que se alargan. Viviendas de 2 y 3 dormitorios con plaza de garaje y trastero incluido, para que tu nueva vida sea sobre todo cómoda. Además, para que puedas disfrutar de tu tiempo de ocio en casa, tendrás zonas comunes ajardinadas y área infantil. En Diverso Navalcarnero, tendrás zonas comunes ajardinadas, área infantil para disfrutar con los más pequeños y piscina comunitaria. Tu vivienda, llevara incorporada aerotermia con suelo radiante y refrescante. Si no conoces la zona te encantará, porque es un área en expansión, pero con todos los servicios para el día a día muy cercanos. Además, el acceso a la A5 es muy fácil. Xanadú está a 10min en coche y a escasos minutos andando tendrás un gran pinar donde pasear. De esta forma, tienes al alcance de tu mano la posibilidad de disfrutar del campo y su tranquilidad o del ritmo activo y cosmopolita de la ciudad. ¡Te invitamos a que descubras que puedes tener la casa que siempre has querido al precio que necesitas! Llámanos para más información o para pedirnos una cita y así poder darte todos los detalles acerca de la promoción.",True,newdevelopment,True,True,2005.0,True,False,False,False,[],False,False,204465.0,€,True,True,flat,"La Dehesa - El Pinar, Navalcarnero",Piso en avenida San Isidro s/n,False,VT 3.16.1 Y 3.16.2 ,,,,,
97501726,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/32/9a/ed/966468647.webp,13,,545000.0,duplex,sale,181.0,True,3,2,calle Parcela C6 Los Molinos s/n,Madrid,Getafe,Los Molinos,es,,40.3179911,-3.700932,True,https://www.idealista.com/obra-nueva/97501726/,"¡LAS OBRAS ESTAN EMPEZADAS! Te presentamos un proyecto, en régimen de cooperativa de renta libre. Un edificio de 5 alturas en urbanización privada con locales comerciales y viviendas de 2 y 3 dormitorios con 1 o 2 plazas de garaje con trastero incluido. Hemos pensado en las nuevas necesidades que puedes tener, por eso todas las viviendas cuentan con terraza para que siempre tengas un espacio dentro de casa para estar al aire libre. El sistema de calefacción es por suelo radiante y refrescante consiguiendo así un mayor confort y elegancia en las estancias. La cocina está amueblada y equipada con placa de inducción y horno para que solo tengas que entrar a vivir. Diverso Getafe cuenta con zonas comunes que se han proyectado para que grandes y pequeños puedas disfrutarlas por eso incluyen zonas ajardinadas, área infantil y piscina exterior de adultos y niños. Y por supuesto, pensando en el futuro y tu economía, Diverso Getafe cuenta con etiqueta energética A. ¿Conoces Los Molinos? Nos gusta porque es un barrio nuevo residencial, pero con todos los servicios necesarios cerca para que tu día a día sea tranquilo y a la vez cómodo. Encontrarás al alcance de la mano, supermercados, colegios, parques… Además, los accesos por carretera son rápidos y muy cerca está la parada de RENFE El Casar. Reserva tu cita en nuestra página y ven a conocer tu nueva casa. *Al tratarse de viviendas en régimen de cooperativa, los precios publicados son orientativos y pueden variar.",False,newdevelopment,True,True,3011.0,True,False,False,False,[],False,False,545000.0,€,True,True,flat,"Los Molinos, Getafe",Dúplex en calle Parcela C6 Los Molinos s/n,False,VT3.4.1,,,,duplex,
106443025,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0e/66/fb/1283059698.webp,17,3,2259000.0,flat,sale,197.0,True,3,3,calle de Diego de León,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4362056,-3.6783112,False,https://www.idealista.com/inmueble/106443025/,"Esta excepcional vivienda en Diego de León 52, situada en el prestigioso barrio de Lista, Madrid, está disponible para aquellos que buscan el máximo confort y estilo de vida. Este tercer piso interior, actualmente en obras, cuenta con 197 m² catastrales diseñados para ofrecer lujo y elegancia. La propiedad incluye tres habitaciones y tres baños, con una cocina totalmente equipada y un cuarto de lavado que añaden funcionalidad y comodidad. Con aire acondicionado, calefacción y ascensor, esta vivienda garantiza un estilo de vida cómodo y moderno. Además, cuenta con balcón y terraza, proporcionando espacios exteriores ideales para relajarse. El barrio de Lista, en el distrito de Salamanca, es conocido por su exclusividad y elegancia. Vivir aquí significa estar cerca de lugares emblemáticos como el Parque de María Eva Duarte de Perón, que ofrece un entorno natural para el ocio y la recreación, y el Mercado de la Paz, un destino culinario de renombre.  La zona también cuenta con boutiques exclusivas, restaurantes gourmet y cafés de moda, proporcionando una experiencia de vida sofisticada. La proximidad a importantes centros de transporte y las conexiones con el resto de la ciudad hacen de este barrio una ubicación ideal para quienes buscan comodidad y estilo en el corazón de Madrid.",False,good,False,True,11467.0,True,False,False,False,[],False,False,2259000.0,€,,,flat,"Lista, Madrid",Piso en calle de Diego de León,,06654,,,,,
108017983,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9a/6a/14/1331353974.webp,29,1,309900.0,studio,sale,40.0,False,0,1,calle del Limón,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4260193,-3.7094008,False,https://www.idealista.com/inmueble/108017983/,"Maravilloso estudio en el barrio de Conde Duque, Madrid. Este acogedor estudio se encuentra en el corazón del barrio de Conde Duque, en pleno centro de Madrid.  La vivienda cuenta con: - Una cocina funcional y equipada con electrodomésticos básicos, perfecta para preparar comidas deliciosas. - Un baño completo con ducha y mampara, que ofrece una zona de relajación privada. - Un salón amplio y luminoso que sirve como espacio principal de la vivienda, ideal para leer, trabajar o simplemente disfrutar del entorno. En este salón hemos incorporado la cama. Lo que hace que este estudio sea especialmente especial es su patio interior antiguo y precioso. Las ventanas de la cocina y el baño dan a un hermoso patio, que aporta una sensación de tranquilidad y conexión con la naturaleza en pleno centro de la ciudad. El patio central, que accedemos desde la entrada, es un verdadero oasis en la ciudad, con su arquitectura antigua y su ambiente relajado. El estudio es perfecto para aquellos que buscan una vivienda céntrica y tranquila, con un toque de historia y encanto. La propiedad está pendiente de reformar vivienda y entregarla nueva a estrenar con unas magníficas calidades. Tan pronto tengamos los planos nuevos de la vivienda, junto con las infografías, las adjuntaremos al anuncio. ¡Ven a visitarlo y haz realidad tus sueños! *Impuestos y gastos NO INCLUIDOS: ITP, Notaría, Registro, gestoría, tasación. Los datos específicos sobre la finca publicada son aproximados y se muestran a título informativo, no siendo vinculantes ni contractuales.",True,good,False,False,7748.0,True,False,False,False,[],False,False,309900.0,€,,,flat,"Malasaña-Universidad, Madrid",Estudio en calle del Limón,,4526-06889,319900.0,10000.0,3.0,studio,
108562221,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7e/0d/0a/1348521734.webp,1,1,84000.0,flat,sale,57.0,,2,1,calle de Benimamet s/n,Madrid,Madrid,Villaverde,es,San Cristóbal,40.3435934,-3.6862981,True,https://www.idealista.com/inmueble/108562221/,"PISO OCUPADO POR PERSONA SIN JUSTO TÍTULOESTE INMUEBLE DEBIDO A SU ESTADO OCUPACIONAL NO ADMITE VISITASIDEAL PARA INVERSORESLA LOCALIZACIÓN DEL INMUEBLE ES APROXIMADAVivienda de 53 m², según Catastro, y 4 m² de elementos comunes a la venta en el barrio de San Cristóbal, Madrid. La vivienda está distribuida en salón-comedor, dos dormitorios, cocina, cuarto de baño y recibidor. (La distribución de la vivienda es orientativa y no ha podido ser comprobada). Es una 1ª Planta en un bloque residencial con ascensor. Muy bien comunicado por carretera (E-5) y transporte público, a menos de cinco minutos andando de la parada de autobús de la Avenida de Andalucía y cerca de la estación de tren de San Cristobal. Próximo a todo tipo de servicios e infraestructuras como centros educativos (IES San Cristóbal de los Ángeles), comercios, supermercados, farmacias, zonas verdes... SIN COMISIÓN.",False,good,False,True,1474.0,False,False,False,False,[],False,False,84000.0,€,,,flat,"San Cristóbal, Madrid",Piso en calle de Benimamet s/n,,16761-2025,89000.0,5000.0,6.0,,
105504401,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/44/3b/99/1254360549.webp,22,2,1980000.0,flat,sale,166.0,True,2,2,Barrio Chueca-Justicia,Madrid,Madrid,Centro,es,Chueca-Justicia,40.4256931,-3.6967259,False,https://www.idealista.com/inmueble/105504401/,"DIZA Consultores les presenta piso en edificio clásico con balcones, en una de las calles más tranquilas de Justicia. En la segunda planta de un edificio con fachada clásica construido a mediados del siglo XX, se encuentra este luminoso piso, de 166 metros cuadrados. El piso consta de salón amplio con mirador y balcón, comedor grande con cocina integrada con isla. La zona de descanso consta de dos dormitorios dobles en suite. La ubicación de la propiedad es inmejorable, se encuentra en la mejor zona de Justicia, junto a la iglesia de Santa Bárbara, muy cerca de la mejor zona de tiendas de moda y galerías de arte de Madrid. El piso actualmente se encuentra para actualizar. El Barrio Justicia es una de las zonas más cosmopolitas y chic de Madrid. Gracias a la amplia oferta cultural y comercial, junto a las cuidadas fachadas de sus edificios, recuerda a sus vecinos a la sensación de estar en un barrio parisino. Estaremos encantados de atenderle. DIZA Consultores Inmobiliarios Inmobiliaria de lujo en Madrid especializada en comprar, vender y alquilar pisos en las zonas premium de Madrid: Barrio de Salamanca, Almagro, Chamartín, Retiro, Pozuelo, Aravaca, Boadilla. Convertimos Sueños en Hogares.",False,good,False,True,11928.0,False,False,False,False,[],False,False,1980000.0,€,,,flat,"Chueca-Justicia, Madrid",Piso,,DS-P77412-2B,,,,,
107761343,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bd/f6/ef/1358257608.webp,59,2,1370000.0,duplex,sale,273.0,True,4,3,Barrio Argüelles,Madrid,Madrid,Moncloa,es,Argüelles,40.4207374,-3.7182051,False,https://www.idealista.com/inmueble/107761343/,"ELEPHANT REAL ESTATE, VENDE EN EXCLUSIVA ESTE FANTÁSTICO PISO TRIPLEX EN EL CORAZÓN DE MADRID, CON VISTAS AL TEMPLO DE DEBOD ESTA CASA ES ESPECIAL porque se encuentra en unos de los edificios más emblemáticos de Madrid, construido por el afamado arquitecto Luis Gutiérrez Soto. Se trata de un piso de tres plantas con una distribución excepcional, la luz que inunda las estancias a través de sus grandes ventanales, es digna de mención. Como también es digna de mención, la terraza, orientada a la parte de atrás del Templo de Debod. La vivienda dispone de dos entradas; la entrada principal, en la primera planta y, en la planta de abajo y con entrada independiente, se encuentra la otra. Esta forma de estar repartido el inmueble, da pie, a poder hacer un apartamento aislado del resto del piso.  DISTRIBUCIÓN En la planta principal, se encuentra un espléndido salón con chimenea y la salida a la terraza, también el dormitorio principal en suite. Media altura más, está el comedor, la cocina con office y despensa, y un distribuidor donde se reparten; dos alcobas y un cuarto de baño que da servicio a éstas. Desde la cocina, nacen unas escaleras que te llevan a la planta baja de la residencia, allí se encuentra una habitación con baño y un espacio, que en su día se hallaba una pequeña cocina. CALIDADES SUELOS: madera y gres PAREDES: lisas CALEFACCIÓN Y AGUA CALIENTE: central por gas CARPINTERÍA INTERIOR: madera CARPINTERÍA EXTERIOR: PVC blanca UBICACIÓN Este extraordinario piso, no puede estar mejor situado, ya que se encuentra entre la calle Ferraz, Plaza de España y Príncipe Pío. A pocos minutos también del Palacio Real, la Gran Vía madrileña y la calle Princesa. Con todos los servicios asistenciales necesarios: Centro Comercial Príncipe Pío, farmacias, colegios, hospitales, parques… y, una excelente comunicación en transporte: metro, Renfe y autobús. ES IMPORTANTE SABER que esta vivienda reúne todo lo necesario, (diseño, distribución, luz, localización…), para hacer de ella un hogar especial y único en pleno centro de Madrid. Dispone de trastero.",True,good,False,True,5018.0,True,False,False,False,[],False,False,1370000.0,€,,,flat,"Argüelles, Madrid",Dúplex,,07177,1495000.0,125000.0,8.0,duplex,
104850196,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1f/24/27/1233536793.webp,35,1,470000.0,flat,sale,60.0,True,1,1,calle del Duque de Rivas,Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.4143234,-3.7062046,False,https://www.idealista.com/inmueble/104850196/,"Ubicado estratégicamente entre la Puerta del Sol y la Plaza Mayor, este exclusivo apartamento de 57 m², situado en una esquina y adornado con cuatro balcones a la calle, ofrece una vista privilegiada y una luz inigualable que invade cada rincón del hogar. Uno de los balcones cuenta con un pintoresco mirador, ideal para disfrutar del vibrante ambiente madrileño. La fachada, que refleja el encanto arquitectónico de Madrid de principios del 1900, invita a descubrir un interior elegantemente reformado. Respetando las columnas originales que aportan carácter y distinción, el apartamento ha sido diseñado para maximizar el espacio y la funcionalidad. La cocina, hecha a medida, está equipada con muebles de alta gama y electrodomésticos de primera calidad, convirtiéndola en un sueño para cualquier aficionado a la cocina. El baño combina elegancia y confort con una amplia ducha, perfecta para relajarse tras un día en la ciudad. Este piso no solo es un lugar para vivir, es un pedazo de historia de Madrid, modernizado para ofrecer todo el confort contemporáneo en una de las zonas más deseadas de la capital. Ideal para aquellos que buscan un estilo de vida vibrante y lleno de cultura. No pierdas la oportunidad de hacer este lugar tu nuevo hogar. Ven a visitarlo y siente el pulso de Madrid desde tu balcón. NOTA IMPORTANTE: ITE Desfavorable.",False,good,False,True,7833.0,True,False,False,False,[],False,False,470000.0,€,,,flat,"Lavapiés-Embajadores, Madrid",Piso en calle del Duque de Rivas,,,490000.0,20000.0,4.0,,
108391858,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/45/85/5e/1344438960.webp,41,4,295000.0,studio,sale,22.0,False,0,1,calle de Piamonte,Madrid,Madrid,Centro,es,Chueca-Justicia,40.4217062,-3.6945472,False,https://www.idealista.com/inmueble/108391858/,"ALTOR ASESORES OFRECE este acogedor estudio, lleno de personalidad, en una de las zonas más vibrantes y codiciadas de Madrid. Situado en una finca clásica del barrio de Justicia, este estudio ofrece un refugio tranquilo en medio del dinamismo urbano. Con una distribución funcional y un diseño cálido y contemporáneo, la vivienda tiene salon -dormitorio, un baño completo y una cocina totalmente equipada. El salón, de techos altos, relajarse o compartir momentos especiales en un entorno único. La vivienda se encuentra en buen estado y dispone de aire acondicionado, ofreciendo confort durante todo el año. Se ofrece la posibilidad de adquirirla amueblada, lista para entrar a vivir o invertir sin complicaciones. Ubicada en pleno corazón de Chueca, rodeada de restaurantes de autor, cafeterías con encanto, boutiques independientes y una oferta cultural inagotable. Este enclave combina la energía cosmopolita del centro con la elegancia de sus edificios históricos y la cercanía a todo. Excelente conexión con varias líneas de metro y autobuses. Una oportunidad única para quienes buscan un estilo de vida urbano, Finca del años 1905, ha sido rehabilitada por completo, es una joya arquitectónica  Inversión para quien busca rentabilidad en el mercado de alquiler, estudiantes de postrado o turistas.",False,good,False,True,13409.0,True,False,True,False,[],False,False,295000.0,€,,,flat,"Chueca-Justicia, Madrid",Estudio en calle de Piamonte,,4239,,,,studio,
