propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,neighborhood,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
107795681,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/53/ce/48/1331094866.webp,1-1573,58,,2200000.0,chalet,sale,290.0,,4,3,Barrio Fuente del Berro,Madrid,Madrid,Barrio de Salamanca,es,40.4236798,-3.6620582,False,https://www.idealista.com/inmueble/107795681/,"Agencia inmobiliaria DS Realtors le ofrece este fantástico CHALET en Barrio de Salamanca/Fuente del Berro. En la colonia de fuente del berro. El chalet cuenta con 290m2 completamente para el uso y disfrute exclusivo de es magnífica zona de fuente del berro. En la planta baja, nada más entrar nos encontramos un amplio hall que nos lleva a las escaleras diseñadas cuidadosamente invitándonos a bajar a la primera planta. En ella, se encuentra una amplia cocina, equipada con electrodomésticos de alta gama, el espacio de lavandería y un dormitorio con baño en suite junto con una sala de estar destinada para el servicio. En la planta principal tenemos un espacioso salón-comedor dividido en dos espacios bien diferenciados, un despacho y un ventanal que nos da salida a la terraza, quedando está unida al comedor para disfrutar de ambos espacios en los días de verano o en comidas con familiares y amigos. En la tercera planta se encuentra la zona de descanso con el dormitorio principal con baño en suite y vestidor con armarios empotrados de suelo a techo, un baño adicional y un amplio dormitorio. Desde aquí, accedemos a la cuarta planta donde se encuentra un gran dormitorio con un espacio con escritorio para el estudio. La casa cuenta con un amplio y cuidado jardín y una plaza de garaje. Equipada con calefacción individual por caldera de gas y aire acondicionado en todas las estancias, esta vivienda destaca por su luminosidad, gracias a su perfecta orientación y sus grandes ventanales. Situada en el exclusivo barrio de Salamanca, dentro de la histórica colonia de la Fuente del Berro. Una ubicación privilegiada con calles cerradas al tráfico y vigilancia 24h, que ofrece la tranquilidad de una urbanización privada a solo un paso del centro de Madrid. Transporte: fácil y cómoda salida a M-30; a 100m parada autobuses 21, 38, 53, 106, 110, 146, 210, además de los autobuses que pasan por Manuel Becerra; estaciones de metro Manuel Becerra (líneas 2 y 6) y Ventas (líneas 2 y 5). Te invitamos a conocerla sin compromiso con uno de nuestros expertos, para que te ayude a encontrar tu casa ideal, con un asesoramiento personalizado adaptado a tus gustos y necesidades. En caso de estar interesado, desde DS Realtors ponemos también a tu disposición a nuestro equipo técnico de expertos en reformas e interiorismo -formado por arquitectos, arquitectos técnicos e interioristas-. Puedes consultarnos sin compromiso.",True,good,False,,7586.0,True,False,False,False,[],False,False,2200000.0,€,chalet,"Fuente del Berro, Madrid",Casa independiente,,True,True,independantHouse,Fuente del Berro,,,
108611539,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2a/cf/06/1349910674.webp,Peñascales,38,,739000.0,chalet,sale,326.0,,5,5,calle Monte Alto,Madrid,Torrelodones,Los Peñascales,es,40.5788988,-3.8836875,False,https://www.idealista.com/inmueble/108611539/,"DIRECTAMENTE, ""Magníficas vistas independiente, en plena naturaleza a 25 minutos de Madrid. Luminosa, con todas las orientaciones, sin ruidos. En fondo de saco. Casa independiente muy tres alturas mas buhardilla, con ASCENSOR interior.  Planta semisótano, con un salón multiuso, dormitorio de servicio, baño. Garaje con capacidad para dos coches, actualmente como trastero.  Planta principal: recibidor, salón-comedor con chimenea y salida a porche, jardín, con vistas al sky-line de Madrid y al Pardo. Cocina amueblada, despacho y baño con ducha.  Planta primera con distribuidor, dormitorio principal con amplio vestidor y baño en-suite con ducha y bañera de hidromasaje, dos dormitorios con armarios empotrados y baño completo.  Planta buhardilla, con dormitorio con dos velux y baño completo con bañera amplio. Carpinteria interior de madera lacada en blanco, exterior de aluminio blanco. Solados en tarima jatoba, marmol y gres.  Tren a Madrid a 10 minutos desde Las Matas. Autobús a Moncloa a la entrada de la urbanización. Urbanización cerrada con seguridad privada. Con numerosos centros escolares proximos, tanto privados, publicos y concertados.  Los Peñascales es de las urbanizaciones más grandes de Torrelodones en cuanto a su extensión. En ella se pueden hacer numerosas actividades deportivas en un entorno natural, ya que cuenta con numerosos espacios en los que se comunica con la sierra de Guadarrama. También hay un lago, ubicado al nordeste de la urbanización en el siempre será una opción ir a pasear o comer con la familia o amigos. Varias opciones de educación, tanto pública como privada, en entorno cercano.",True,good,False,,2267.0,True,False,False,False,[],False,False,739000.0,€,chalet,"El Monte, Torrelodones",Casa independiente en calle Monte Alto,,True,True,independantHouse,El Monte,,,
108767762,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d4/47/41/1356836217.webp,2505807,25,5,299500.0,flat,sale,47.0,False,1,1,Barrio Tres Olivos - Valverde,Madrid,Madrid,Fuencarral,es,40.5017612,-3.6893839,False,https://www.idealista.com/inmueble/108767762/,"*** COMISIÓN DE AGENCIA TOTALMENTE INCLUIDA EN EL PRECIO PUBLICADO *** *** TRAMITAMOS SU HIPOTECA HASTA EL 100% SIN COSTE ADICIONAL *** *** ASESORAMIENTO Y GESTION HASTA LA FIRMA DE ESCRITURAS *** *** SEGURIDAD EN TU COMPRA Y TRANQUILIDAD EN TU VENTA ***  Provan Inmobiliaria se complace en presentar este encantador apartamento de un dormitorio, situado en la codiciada zona de Tres Olivos. La propiedad cuenta con un luminoso salón comedor que ofrece una atmósfera acogedora y funcional. El dormitorio principal está equipado con armario empotrado y tiene acceso a un baño privado moderno. Las calidades son excepcionales: carpintería exterior de aluminio, puertas interiores lacadas en blanco, puerta blindada para mayor seguridad, suelos combinados de parquet y gres, así como sistema completo de aire acondicionado por conductos. Además, los residentes podrán disfrutar del gimnasio disponible dentro del complejo. Este maravilloso inmueble forma parte de una urbanización privada dotada con portero las 24 horas y piscina comunitaria ideal para relajarse durante el verano. Su localización es inmejorable; ubicado cerca del metro Tres Olivos e igualmente bien comunicado mediante líneas autobús (66 y137) junto al fácil acceso a vías principales como M-30, M-40, Nacional A-1, M-607yM -11 hacia el aeropuerto. La zona también dispone duna amplia gama servicios esenciales incluyendo supermercados, hospitales, y colegios asímismo zonas verdes perfectaspara pasear o practicar deportes. Llámenos hoy mismo, nuestra equipo brindará toda la información necesaria sobre esta oportunidad única.",False,good,False,True,6372.0,False,False,False,False,[],False,False,299500.0,€,flat,"Tres Olivos - Valverde, Madrid",Piso,,,,,Tres Olivos - Valverde,412000.0,112500.0,27.0
108917447,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/11/2d/12/1358880529.webp,2507007,50,3,276000.0,flat,sale,90.0,True,3,2,Noreste,Madrid,Torrejón de Ardoz,Noreste,es,40.4594992,-3.4635922,False,https://www.idealista.com/inmueble/108917447/,"*** COMISIÓN DE AGENCIA TOTALMENTE INCLUIDA EN EL PRECIO PUBLICADO *** *** TRAMITAMOS SU HIPOTECA HASTA EL 100% SIN COSTE ADICIONAL *** *** ASESORAMIENTO Y GESTION HASTA LA FIRMA DE ESCRITURAS *** ***SEGURIDAD EN TU COMPRA Y TRANQUILIDAD EN TU VENTA*** PROVAN Inmobiliaria ofrece fantástica vivienda para entrar a vivir, compuesta por hall de entrada, salón comedor independiente con gran ventanal. Amplia cocina con zona de comedor y lavadero acristalado. 3 dormitorios con su correspondiente armario empotrado vestido por el interior. El dormitorio principal con baño completo en suite con bañera. Baño completo adicional reformado y con plato de ducha. Calidades; carpinteria exterior con ventanas en aluminio lacado, PVC en ventanal de salon, con doble acristalamiento y persianas termicas. Suelos en parque y gres porcelánico en cocina y ambos baños. Puerta de entrada principal blindada.  Calefacción individual de gas natural con radiadores en aluminio y caldera recientemente cambiada. Aire Acondicionado con bomba de calor en salon. Situado en Juncal en Urbanización cerrada con soleada piscina comunitaria. Ascensor recientemente cambiado. Zona residencial consolidada dotada de todos los servicios, centros médicos, centros educativos. Comercios a pie de calle y grandes superficies comerciales. Parques y zonas infantiles. Red de transportes urbanos e interurbanos. Excelente comunicación con todos los puntos de municipio. Estación de tren cercanías Renfe Central a diez minutos. Acceso directo con autovía A-2 y M-300. Gran oferta de ocio y restauración en la zona. Consúltenos para mas información sin compromiso.",False,good,False,True,3067.0,False,False,False,False,[],False,False,276000.0,€,flat,"Noreste, Torrejón de Ardoz",Piso,,,,,,,,
108840295,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c3/6b/63/1356652270.webp,2506507,49,2,449900.0,flat,sale,136.0,True,3,2,Noreste,Madrid,Torrejón de Ardoz,Noreste,es,40.4604966,-3.4591918,False,https://www.idealista.com/inmueble/108840295/,"*** COMISIÓN DE AGENCIA TOTALMENTE INCLUIDA EN EL PRECIO PUBLICADO *** *** TRAMITAMOS SU HIPOTECA HASTA EL 100% SIN COSTE ADICIONAL *** *** ASESORAMIENTO Y GESTION HASTA LA FIRMA DE ESCRITURAS *** ***SEGURIDAD EN TU COMPRA Y TRANQUILIDAD EN TU VENTA*** PROVAN INMOBILIARIA ofrece esta maravillosa vivienda exterior en la exclusiva zona de Juncal con vista al parque El Juncal, compuesta por un espacioso hall de entrada que da paso a amplio salón comedor independiente de 36 m2. Luminosa cocina reformada con diseño actual y mobiliario de primera calidad. Tres dormitorios, todos ellos con armarios empotrados vestidos por el interior, el dormitorio principal dispone de dos armarios empotrados y un baño completo en suite con bañera. Baño adicional completo reformado con plato de ducha. Armario empotrado adicional y práctico trastero dentro de la vivienda. Calidades; carpintería exterior con ventanas abatibles en aluminio con apertura oscilobatiente y doble acristalamiento con cámara altamente aislante y persianas térmicas. Toldos en salón y cocina. Puertas de paso interiores en madera color roble. Puerta de entrada principal acorazada con cerradura inteligente. Suelos en parquet y gres porcelánico en cocina y ambos baños.  Calefacción individual de gas natural con caldera de primera marca recientemente cambiada. Aire Acondicionado con bomba de calor en salón. Plaza de garaje incluida en el precio Situada en JUNCAL zona Noreste de Torrejón de Ardoz totalmente consolidada con todos los servicios esenciales, junto a centro medico El Juncal. Centros educativos de enseñanza primaria y secundaria. Comercios tradicionales y grandes superficies comerciales. Transportes urbanos e interurbanos. Zonas verdes y áreas infantiles. Acceso a salidas A-2 y excelente comunicación con el resto del municipio. Consúltenos, le ampliaremos toda la información sin compromiso.",False,good,False,True,3308.0,False,False,False,False,[],False,False,449900.0,€,flat,"Noreste, Torrejón de Ardoz",Piso,,True,True,,,489900.0,40000.0,8.0
108845747,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5b/f9/12/1356845793.webp,2506607,61,bj,464900.0,flat,sale,132.0,True,4,2,Sureste,Madrid,Torrejón de Ardoz,Sureste,es,40.4512547,-3.4613992,False,https://www.idealista.com/inmueble/108845747/,"*** COMISIÓN DE AGENCIA TOTALMENTE INCLUIDA EN EL PRECIO PUBLICADO *** *** TRAMITAMOS SU HIPOTECA HASTA EL 100% SIN COSTE ADICIONAL *** *** ASESORAMIENTO Y GESTION HASTA LA FIRMA DE ESCRITURAS *** ***SEGURIDAD EN TU COMPRA Y TRANQUILIDAD EN TU VENTA*** Descubre esta excepcional vivienda en planta baja que ofrece un amplio patio de 54 m² con zona techada y acceso directo desde el salón, cocina y el dormitorio principal. El hall de entrada cuenta con armario empotrado para mayor comodidad, mientras que la cocina independiente está completamente equipada con muebles de diseño moderno y espacio ideal para comedor junto a un lavadero acristalado. El luminoso salón-comedor se divide en dos espacios diferenciados ideales para disfrutar del tiempo libre o recibir visitas. Esta propiedad dispone de cuatro dormitorios equipados todos ellos con armarios empotrados; destacando el dormitorio principal por su vestidor privado y baño completo en suite además de otro baño adicional también equipado con plato ducha diseñado elegantemente. Los altos techos (3,15 metros) brindan una sensación inigualable de amplitud al interior del hogar. Entre las calidades destacan ventanas abatibles en PVC doble acristalamiento proporcionando aislamiento térmico óptimo así como persianas térmicas; puertas lacadas blancas aportando modernidad e iluminación natural gracias a sus paredes lisas pintadas cuidadosamente; suelos porcelánicos resistentes contribuyen tanto estética como funcionalmente al entorno hogareño.  La calefacción individual mediante suelo radiante es alimentada por gas natural garantizando confort durante todo el año lo cual se complementa perfectamente ya sea aire acondicionado instalado adecuadamente canalizado sobre toda área habitacional evitando incomodidades adicionales. Incluye plaza destinada dentro garaje particular más trastero sin coste extra añadido! Ubicándose estratégicamente dentro urbanización exclusiva ofreciendo servicios tales cómo consorcio físico vigilancia video portero, piscina comunitaria áreas recreativas infantiles gimnasio sala reuniones etc; rodeado zonas verdes parques cercanos donde pasear tranquilamente pudiendo acceder fácilmente principales vías comunicación locales nacionales permitiendo salida rápida hacia A-2 M-45 entre otros puntos clave comunicativos cerca NASAS center comercial altamente consolidada repleta comercios básicos escuelas hospitales supermercados!  No dude contactarnos ofrecemos asesoría completa hasta firma escrituras asegurándole tranquilidad total compra venta.",False,good,False,True,3522.0,False,False,False,False,[],False,False,464900.0,€,flat,"Sureste, Torrejón de Ardoz",Piso,,True,True,,,,,
108710839,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/87/4c/df/1353232056.webp,2506107,30,bj,264500.0,flat,sale,76.0,True,1,1,Noroeste,Madrid,Torrejón de Ardoz,Noroeste,es,40.46152,-3.4803883,False,https://www.idealista.com/inmueble/108710839/,"*** COMISIÓN DE AGENCIA TOTALMENTE INCLUIDA EN EL PRECIO PUBLICADO *** ¡Descubre este magnífico apartamento en planta baja ubicado en el corazón de Torrejón de Ardoz! Con un diseño moderno y funcional, cuenta con un luminoso salón comedor que se integra a la cocina amueblada. Su espectacular patio privado de aproximadamente 22 m² es ideal para disfrutar del aire libre. El amplio dormitorio principal dispone de armario empotrado completamente vestido y baño completo equipado con plato de ducha. Entre sus destacadas calidades encontramos carpintería exterior en aluminio lacado con doble acristalamiento y persianas térmicas; además suelos elegantes en tarima flotante combinados con gres porcelánico. La seguridad está garantizada gracias a una puerta blindada e incluye calefacción individual por gas natural. El inmueble también ofrece garaje privado y trastero sin coste adicional dentro del precio publicado. La urbanización privada brinda acceso a zonas deportivas como pistas de pádel y piscina comunitaria así como área infantil perfecta para los más pequeños. Situado estratégicamente cerca Plaza Mayor donde encontrarás servicios esenciales: centros educativos, sanitarios bancarios junto al bullicio comercial local incluyendo supermercados tradicionales and restaurantes variados ofreciendo múltiples opciones gastronómicas. , todo esto acompañado por excelentes conexiones mediante transporte público (cercanías Renfe Central) sólo cinco minutos caminando o salida rápida hacia la A-2 facilitando tu movilidad tanto dentro como fuera del municipio podrás vivir aquí disfrutando comodidad tranquilidad ¡No esperes más! , consúltanos hoy mismo - te informaremos sin compromiso!",False,good,False,True,3480.0,False,False,False,False,[],False,False,264500.0,€,flat,"Noroeste, Torrejón de Ardoz",Piso,,True,True,,,,,
107283231,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/53/58/83/1308422493.webp,2500501,17,,689000.0,chalet,sale,150.0,,4,3,Miramadrid,Madrid,Paracuellos de Jarama,Miramadrid,es,40.4963459,-3.5300978,False,https://www.idealista.com/inmueble/107283231/,"*** COMISIÓN DE AGENCIA TOTALMENTE INCLUIDA EN EL PRECIO PUBLICADO *** *** TRAMITAMOS SU HIPOTECA SIN COSTE ADICIONAL *** *** ASESORAMIENTO Y GESTION HASTA LA FIRMA DE ESCRITURAS *** Descubra este exclusivo chalet independiente en construcción, situado en una amplia parcela de 461 m2 dentro de la Urbanización Miramadrid, Paracuellos del Jarama. Este inmueble se ofrece bajo régimen de autopromoción y su precio incluye el terreno, proyecto y construcción llave en mano. La vivienda tiene un total construido de aproximadamente147 m2 distribuidos entre dos plantas perfectamente adaptables a sus necesidades personales respecto a distribución y acabados. En la planta principal encontrará un acogedor hall que da paso al salón con cocina americana equipada con amplios ventanales que brindan acceso al porche exterior y jardín; además cuenta con un baño completo equipado con plato ducha e incluso puede ser utilizado como despacho o dormitorio adicional. La primera planta alberga tres generosos dormitorios provistos de armarios empotrados incluyendo uno principal dotado asimismo delequipo vestidor (16,5 m²) así como otro baño completo anexo para mayor confort familiar junto una terraza desde donde disfrutar vistas panorámicas excepcionales). Las calidades constructivas destacan: carpintería exterior PVC doble acristalamiento alto rendimiento energético grado “A”, interior lacada blanca, puertas blindadas principales u opciones óptimas tal asegurando eficiencia energética superior alcanzable gracias sistema aerotérmico integrado usado también climatizar ambos niveles mediante suelo radiante refrescante regulado termostato dedicado cada zona residenciales existentes instalándose telecomunicaciones digitales necesarias.  yportero automático gestionará accesos externos cómodamente sin complicación alguna mientras disfruta solarium decorativo frontal lateral manteniendo estética sobria modernidad contemporánea! Su ubicación estratégica permite fácil conexión carreteras relevantes ciudades cercanas Madrid centro aeropuerto servicios básicos hospitales educación comercio parques recreativos deportivos etcétera ideales familia! No pierda esta oportunidad única: contáctenos hoy mismo para recibir más información personalizada sobre esta propiedad espectacular!",False,good,False,,4593.0,True,False,False,False,[],False,False,689000.0,€,chalet,"Miramadrid, Paracuellos de Jarama",Casa independiente,,True,True,independantHouse,,,,
107653345,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a1/79/09/1318820637.webp,2502003,32,4,309900.0,flat,sale,98.0,True,3,2,Noreste,Madrid,Torrejón de Ardoz,Noreste,es,40.4607387,-3.466282,False,https://www.idealista.com/inmueble/107653345/,"*** COMISIÓN DE AGENCIA TOTALMENTE INCLUIDA EN EL PRECIO PUBLICADO *** *** TRAMITAMOS SU HIPOTECA HASTA EL 100% SIN COSTE ADICIONAL *** *** ASESORAMIENTO Y GESTION HASTA LA FIRMA DE ESCRITURAS *** ***SEGURIDAD EN TU COMPRA Y TRANQUILIDAD EN TU VENTA*** PROVAN Inmobiliaria ofrece magnífica vivienda reformada casi en su totalidad en PARQUE FLORENCIA con orientación sur, compuesta por 3 dormitorios amplios, todos con armario empotrado vestido. Dos baños, uno de ellos con bañera y el otro con plato de ducha. Amplio y luminoso salón comedor. Cocina independiente amueblada con electrodomésticos y lavadero acristalado. Calidades; Suelos en tarima flotante y gres en cocina y ambos baños. Puertas de paso interiores en madera maciza color sapeli. Puerta de entrada principal blindada. Carpintería exterior con ventanas dobles en aluminio. Paredes en pintura lisa en salón, hall de entrada y pasillo distribuidor. Calefacción central y aire acondicionado con bomba frio/calor en salón y dormitorio principal. Urbanización cerrada con piscina comunitaria y zonas infantiles. Plaza de parking privado en superficie dentro de la propia urbanización. Situado en la zona Noreste de Torrejón de Ardoz, en la reconocida Urbanización Parque Florencia, totalmente consolidada con todos los servicios esenciales cerca, centro medico, centros educativos, biblioteca municipal. Diversas Áreas deportivas, piscina cubierta municipal, campos de futbol, velódromo. Rodeados de parques y zonas infantiles. Comercios tradicionales y superficies comerciales. Transportes urbanos e interurbanos. A diez minutos de estación de tren cercanías Renfe Central. Accesos cercanos a autovía A-2. Consúltenos para mas información sin compromiso.",False,good,False,True,3162.0,False,False,False,False,[],False,False,309900.0,€,flat,"Noreste, Torrejón de Ardoz",Piso,,True,True,,,,,
108505014,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e9/f7/aa/1346888184.webp,2505406,43,8,264900.0,flat,sale,119.0,True,4,2,Sureste,Madrid,Torrejón de Ardoz,Sureste,es,40.445497,-3.4590491,False,https://www.idealista.com/inmueble/108505014/,"*** COMISIÓN DE AGENCIA TOTALMENTE INCLUIDA EN EL PRECIO PUBLICADO *** *** TRAMITAMOS SU HIPOTECA HASTA EL 100% SIN COSTE ADICIONAL *** *** ASESORAMIENTO Y GESTION HASTA LA FIRMA DE ESCRITURAS *** ***SEGURIDAD EN TU COMPRA Y TRANQUILIDAD EN TU VENTA*** PROVAN Inmobiliaria ofrece esta magnifica vivienda en Parque Cataluña compuesta por 4 amplios dormitorios, el principal con armario empotrado vestido por el interior y baño completo en suite con amplitud adicional gracias a la incorporación de parte de la terraza. Espacioso salón comedor con acceso a terraza. Cocina amueblada con zona de comedor. Segundo baño completo con bañera y ventana. Calidades; suelos en gres porcelánico y tarima en dormitorio principal. Ventanas en aluminio. Toldos en salón. Puertas de paso interiores en color madera. Puerta de entrada principal blindada. Calefacción central con radiadores cambiados en aluminio. ***ENTREGA EN DICIEMBRE DE 2025***  El edificio dispone de portero físico y ascensor.    Situado en la zona del Parque Cataluña, zona consolidada junto a todos los servicios esenciales, centros médicos, colegios, superficies comerciales. Zonas verdes, junto a Parque Europa. Transportes urbanos e interurbanos. Salida directa a M-45, M-50 y resto de municipios limítrofes. POSIBILIDAD DE HACERSE SOCIO DE CLUB PRIVADO DE PARQUE DE CATALUÑA, CON VARIAS PISCINAS, PISTAS DE PADEL, DE TENIS, VARIAS PISTAS DEPORTIVAS, PARQUE INFANTIL Y CLUB SOCIAL,    Consúltenos y le ofreceremos toda la información que necesite sin ningún tipo de compromiso.",False,good,False,True,2226.0,False,False,False,False,[],False,False,264900.0,€,flat,"Sureste, Torrejón de Ardoz",Piso,,,,,,,,
103127238,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/68/f2/88/1342956179.webp,2504606,16,3,189500.0,flat,sale,72.0,True,3,1,Noroeste,Madrid,Torrejón de Ardoz,Noroeste,es,40.4579747,-3.4751618,False,https://www.idealista.com/inmueble/103127238/,"*** COMISIÓN DE AGENCIA TOTALMENTE INCLUIDA EN EL PRECIO PUBLICADO *** *** TRAMITAMOS SU HIPOTECA HASTA EL 100% SIN COSTE ADICIONAL *** *** ASESORAMIENTO Y GESTION HASTA LA FIRMA DE ESCRITURAS SIN COSTE ADICIONAL *** ***SEGURIDAD EN TU COMPRA Y TRANQUILIDAD EN TU VENTA*** PROVAN Inmobiliaria ofrece esta maravillosa vivienda al lado de Plaza Mayor de Torrejón de Ardoz. Salón Independiente con terraza. Cocina amueblada con electrodomesticos. 3 dormitorios. 1 baño. ASCENSOR 50. -€ de comunidad incluida el agua. MEMORIA DE CALIDADES: Suelos de gres. Carpinteriía interior sapeli. Terraza con acceso desde el salón. Calefacción indiviual de gas natural con radiadores de aluminio. Aire acondicionado con bomba de calor en salón. Puerta blindada. Armario de aluminio en la terraza. Situada practicamente en la Plaza Mayor, con todos los servicios esenciales, centros médicos, colegios, zonas deportivas, parques infantiles. A pocos metros de la estación de RENFE e intercambiador de interurbanos conectados con todo el corredor del Henares y Av de América. Con buen acceso desde la A-2, y la M-50.  Llámenos y visite esta vivienda sin ningún compromiso.",False,good,False,True,2632.0,False,False,False,False,[],False,False,189500.0,€,flat,"Noroeste, Torrejón de Ardoz",Piso,,,,,,,,
