propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,neighborhood,floor,exterior,hasLift,parkingSpace.parkingSpacePrice,newDevelopmentFinished,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
107488864,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9d/ce/2d/1314138100.webp,01 OR,48,1200000.0,flat,sale,340.0,4,3,calle Aquilón,Madrid,Pozuelo de Alarcón,Zona Prado de Somosaguas - La Finca,es,40.4076211,-3.7983855,False,https://www.idealista.com/inmueble/107488864/,"Tailor & Key presenta esta magnífica vivienda de 340 m² en Pozuelo de Alarcón.  En Tailor & Key estamos especializados en el mercado residencial de Madrid. Ofrecemos un servicio integral y personalizado, acompañando a nuestros clientes a lo largo de las diferentes fases del ciclo inmobiliario, en operaciones de compra-venta, alquiler y reformas integrales de viviendas. Si está interesado en esta propiedad o quiere recibir información adicional sobre nuestros servicios no dude en contactar con nosotros o dirigirse a nuestra web tailorkey. com.",False,good,False,3529.0,True,False,True,False,[],False,False,1200000.0,€,True,True,flat,,"Prado de Somosaguas, Pozuelo de Alarcón",Piso en calle Aquilón,Destacado,Prado de Somosaguas,3,True,True,,,,,
108662061,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a1/3d/cf/1351436081.webp,7302,35,260000.0,flat,sale,119.0,3,1,avenida de la Verbena de la Paloma,Madrid,Madrid,Villaverde,es,40.3591721,-3.6968295,False,https://www.idealista.com/inmueble/108662061/,"¿Imaginas despertar cada mañana con luz natural, vistas despejadas y el sonido de la tranquilidad? VIVALTA inmobiliaria pone a su disposición en exclusiva este magnifico piso en Ciudad de Los Ángeles, que te ofrece eso y mucho mas: espacios amplios y luminosos, una terraza perfecta para relajarte o tomar un café al atardecer, tres habitaciones donde tu familia puede crecer o donde puedes crear tu despacho soñado, cuenta también con un baño completo con plato de ducha, hall de entrada y cocina independiente. La vivienda es exterior con orientación suroeste, lo que proporciona luz natural y vistas despejadas.   Ubicado en una séptima planta, con ascensor, rodeado de zonas verdes y todo tipo de servicios. Luz natural, amplitud y tranquilidad a un paso de todo. Un hogar pensado para quienes buscan comodidad, calidad de vida y buena ubicación. Conexión inmejorable con el centro de Madrid. Por solo 260.000€, haz realidad el cambio que estas buscando. SI QUIERES VIVIR EN ESTE FABULOSO PISO, ¡LLÁMANOS PARA VENIR A VERLO!",True,good,False,2185.0,True,False,True,False,[],False,False,260000.0,€,,,flat,,"Los Ángeles, Madrid",Piso en avenida de la Verbena de la Paloma,Destacado,Los Ángeles,7,True,True,,,,,
108517840,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/05/2a/23/1347282871.webp,11508,70,189000.0,flat,sale,87.0,2,1,avenida de la Constitución,Madrid,Coslada,Coslada Pueblo,es,40.4251256,-3.5662782,False,https://www.idealista.com/inmueble/108517840/,"¡ TU PROPIEDAD por MENOS de un ALQUILER! ¡ FINANCIACIÓN 100 %! . ¡ SIN COMISIÓN de AGENCIA y SIN Aportar AVALES! ¡ SIN entrada, SÓLO con tu nomina y APORTANDO los gastos de ESCRITURACIÓN! Coslada. Amplio piso exterior y muy luminoso de 87 m2, ubicado junto al Ayuntamiento. Dispone de 2 dormitorios con aire acondicionado, baño con ducha, cocina amueblada con acceso a terraza, amplio salón con aire acondicionado y acceso a terraza, suelo gres, puertas roble, ventanas aluminio, calefacción individual.  En periodo de pujas hasta el 18/07/2025.  ¡ NO te COBRAMOS COMISIÓN, NI por la VENTA de la VIVIENDA NI por la TRAMITACIÓN del PRÉSTAMO!",True,good,False,2172.0,True,False,True,False,[],False,False,189000.0,€,,,flat,,"Coslada Pueblo, Coslada",Piso en avenida de la Constitución,Destacado,,4,True,False,,,,,
107568688,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f0/3f/fa/1319579843.webp,11501,53,239000.0,flat,sale,82.0,2,1,travesía de Felipe de Diego,Madrid,Madrid,Puente de Vallecas,es,40.3769708,-3.6609538,False,https://www.idealista.com/inmueble/107568688/,"¡ TU PROPIEDAD por MENOS de un ALQUILER! ¡ FINANCIACIÓN 100 %! . ¡ SIN COMISIÓN de AGENCIA y SIN Aportar AVALES! ¡ SIN entrada, SÓLO con tu nomina y APORTANDO los gastos de ESCRITURACIÓN! Amplio piso luminoso de 82 m2. Dispone de 2 dormitorios con armarios empotrados, cocina sin amueblar, amplio salón independiente, baño con plato de ducha, suelo tarima y gres, puertas pino, ventanas aluminio, calefacción gas natural. Finca con ascensor.  ¡ NO te COBRAMOS COMISIÓN, NI por la VENTA de la VIVIENDA NI por la TRAMITACIÓN del PRÉSTAMO!",True,good,False,2915.0,True,False,True,False,[],False,False,239000.0,€,,,flat,,"Palomeras Bajas, Madrid",Piso en travesía de Felipe de Diego,Destacado,Palomeras Bajas,12,False,True,,,,,
98669287,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9f/8f/28/1019909471.webp,CASMIN0000061199,57,1956130.0,flat,sale,264.0,4,4,paseo de San Francisco de Sales,Madrid,Madrid,Chamberí,es,40.4409822,-3.7164972,False,https://www.idealista.com/inmueble/98669287/,"Gran oferta de Piso en MADRID. Situado en PASEO SAN FRANCISCO DE SALES, dispone de una superficie de 264 m2, 4 habitaciones. BUSCANDO la vivienda adecuada Probablemente la parte más difícil en el proceso de adquisición de una vivienda sea elegir la vivienda adecuada. Para ello es precio realizar una búsqueda detenida, y así, COMPARAR las distintas posibilidades que ofrece el mercado. RECONOCER con detalle las características físicas de la vivienda. AVERIGUAR la situación jurídica de la vivienda. La búsqueda de la vivienda podemos realizarla personalmente o acudir a un Agente de la Propiedad Inmobiliaria para que lleve a cabo su búsqueda.  En este último caso, el API nos presentará distintas posibilidades de compra que nosotros elijamos, teniendo en cuenta quien vende, Banco, Fondo de Inversión, propietario, una empresa promotora. EN TODO CASO, antes de firmar contrato alguno o desembolsar cantidad alguna de dinero, deberemos: 1.Examinar las características físicas de la vivienda. Para ello es imprescindible llevar a cabo una visita personal a la vivienda que se ofrece en venta, acudiendo a verla, comprobando que coincide con lo ofertado, la calidad de sus materiales, el estado de sus instalaciones, su grado de conservación, luminosidad, vistas, entorno del que disfruta, ruidos, acceso a medios de transporte,etc. Cualquier anomalía, no dude en ponerla en conocimiento o del personal de la agencia que le enseñe la vivienda, y si no le convencen sus explicaciones hágase acompañar por un profesional (arquitecto, aparejador). 2.Examinar la situación jurídica de la vivienda. Para conocer bien la vivienda que vamos adquirir no sólo es preciso visitarla, sino que además es imprescindible conocer cuál es su situación jurídica, es decir, AVERIGUAR: * A quien pertenece, y por tanto, quién o quiénes son sus propietarios. * Si existen cargas o gravámenes sobre la misma, es decir, si existen hipotecas, embargos u otras cargas que la afecten. * Si existen inquilinos o poseedores de la misma. * Si está sujeta a algún régimen especial, como ocurre con las Viviendas de Protección Oficial. * En caso de tratarse de un piso en comunidad de propietarios, si está al corriente en el pago de las cuotas de comunidad. * Si se ha pagado por ella el Impuesto sobre Bienes Inmuebles. * Los Estatutos de la comunidad. Pueden contener limitaciones al derecho de propiedad, tal como por ejemplo, no poder destinar una vivienda a alquiler turístico, obligación de soportar o no determinados gastos, poder practicar divisiones en la vivienda sin autorización de la Junta de Propietarios, etc. Para conocer tales circunstancias nos hemos de dirigir al REGISTRO DE LA PROPIEDAD en el que la vivienda esté inscrita. La información podremos solicitarla nosotros mismos, o lo podrá hacer por nosotros el vendedor, el agente de la propiedad inmobiliaria, o un gestor administrativo. En todo caso, la información registral habrá de ser solicitada antes de entregar cantidad o firmar contrato alguno.",True,good,False,7410.0,True,False,True,False,[],False,False,1956130.0,€,True,True,flat,,"Vallehermoso, Madrid",Piso en paseo de San Francisco de Sales,Destacado,Vallehermoso,9,False,True,,,,,
108251027,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/67/b5/0d/1340339793.webp,11515,52,270000.0,flat,sale,106.0,3,1,calle de Ramón Pérez de Ayala,Madrid,Madrid,Puente de Vallecas,es,40.4013888,-3.6515162,False,https://www.idealista.com/inmueble/108251027/,"¡ TU PROPIEDAD por MENOS de un ALQUILER! ¡ FINANCIACIÓN 100 %! . ¡ SIN COMISIÓN de AGENCIA y SIN Aportar AVALES! ¡ SIN entrada, SÓLO con tu nomina y APORTANDO los gastos de ESCRITURACIÓN! Puente de Vallecas - Numancia. Amplio piso de 106 m2. Dispone de hall de entrada, 3 dormitorios, amplio salón, baño, amplia cocina amueblada, suelo tarima y gres, ventanas aluminio, calafacción gas natural, Finca con ascensor.  En periodo de pujas hasta el 20/06/20205. ¡ NO te COBRAMOS COMISIÓN, NI por la VENTA de la VIVIENDA NI por la TRAMITACIÓN del PRÉSTAMO!",True,good,False,2547.0,True,False,True,False,[],False,False,270000.0,€,,,flat,,"Numancia, Madrid",Piso en calle de Ramón Pérez de Ayala,Destacado,Numancia,1,True,True,,,,,
108268273,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8f/7a/6f/1357857353.webp,A23,90,1328000.0,chalet,sale,514.0,4,4,calle de Asturias,Madrid,Villaviciosa de Odón,Castillo - Campodón,es,40.356787,-3.8769684,False,https://www.idealista.com/inmueble/108268273/,"Exclusiva propiedad en Campodón - Villaviciosa de Odón - Spacio4 Luxury Homes tiene el placer de presentar en EXCLUSIVA esta excepcional vivienda de lujo, situada en una de las zonas más codiciadas del noroeste de Madrid: la urbanización Campodón, en Villaviciosa de Odón. Privacidad, diseño y vistas inigualables. Ubicada en una zona elevada y rodeada de naturaleza, esta vivienda ofrece una combinación perfecta de elegancia, tranquilidad y funcionalidad. Su posición privilegiada proporciona unas vistas completamente despejadas, permitiéndote disfrutar de amaneceres y atardeceres espectaculares cada día.  Reforma integral con materiales de alta gama. La casa ha sido completamente renovada con acabados de máxima calidad. Está lista para entrar a vivir, sin necesidad de reformas adicionales. Su diseño moderno y la distribución inteligente maximizan la luz natural en todos los espacios. Amplias estancias con grandes ventanales que integran el interior con el exterior de forma fluida. Excelente orientación que garantiza luminosidad durante todo el día. Además, cuenta con un amplio salón de juegos y de verano, un espacio polivalente ideal para el entretenimiento, celebraciones familiares o como zona de relax estacional. Dispone también de una luminosa oficina con grandes ventanales, perfecta para teletrabajar o disfrutar de un entorno tranquilo. Esta oficina cuenta con entrada independiente, lo que la convierte en una opción ideal también para actividades profesionales o recibir visitas sin acceder al resto de la vivienda. Parcela de 1.765 m², perfecta para disfrutar de un jardín privado, una zona chill-out y relajarte en la piscina salina, ideal para un baño saludable sin cloro. Sistema de climatización mediante Aerotermia con suelo radiante refrescante frío-calor, con recirculación de agua caliente sanitaria en la misma instalación, que asegura disponibilidad inmediata de agua caliente sin esperas. Placas solares dimensionadas para instalación de cargadores de coches eléctricos. Posibilidad de instalar ascensor, lo que añade un valor añadido en términos de accesibilidad y comodidad futura. Ubicación privilegiada y entorno residencial de alto nivel. Campodón es una urbanización consolidada que ofrece seguridad, privacidad y calidad de vida, todo ello a pocos minutos del centro de Madrid. La zona cuenta con:  Colegios internacionales, centros comerciales y servicios de proximidad. Áreas verdes y deportivas para una vida saludable y activa. Excelente comunicación con la capital mediante transporte privado y público. Una vivienda pensada para disfrutar sin preocupaciones. Lista para convertirse en tu nuevo hogar. Algunas de las obras que aparecen en el reportaje fotográfico, se quedarán con la vivienda. AVISO LEGAL: Este anuncio no incluye los gastos derivados de impuestos, notaría, registro de la propiedad ni otros costes asociados. Tiene carácter meramente informativo y no constituye una oferta vinculante ni contractual. Las imágenes, planos y datos pueden estar sujetos a modificaciones técnicas, jurídicas o comerciales, o por solicitud expresa de la propiedad. Para información actualizada, por favor contáctenos directamente.",True,good,False,2584.0,True,False,True,False,[],False,False,1328000.0,€,True,True,chalet,independantHouse,"Castillo - Campodón, Villaviciosa de Odón",Casa independiente en calle de Asturias,Destacado,,,,,,,,,
108803028,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/89/6d/59/1355962236.webp,26_25,28,250000.0,flat,sale,88.0,3,1,calle Carmen Bordiú,Madrid,Madrid,Villaverde,es,40.3422345,-3.7133066,False,https://www.idealista.com/inmueble/108803028/,"Vivienda Exterior para entrar a vivir de 88m2, sita en calle Carmen Bordiú a escasos metros del intercambiador de Villaverde Alto, con paradas de Renfe Cercanías y line 3 de metro. La vivienda que es exterior dispone de una distribución completamente independiente, se ubica en la primera planta del edificio, el inmueble cuenta con un hall de entrada y su puerta de acceso es acorazada, salón independiente con acceso a una terraza exterior, un pasillo que actúa como distribuidor de los 3 dormitorios con los que cuenta y dos de ellos tiene armarios empotrados, cocina amueblada y equipada y el baño es completo con bañera. Respecto a calidades, la vivienda cuenta con ventanas de climalit blancas, paredes de gotelé, puertas de madera, suelos de tarima, aire acondicionado y calefacción individual. Rodeado de todos los servicios: transporte público (metro, autobuses y cercanías), comercios, colegios y zonas verdes. Ideal para entrar a vivir.",False,good,False,2841.0,True,False,True,False,[],False,False,250000.0,€,,,flat,,"Villaverde Alto, Madrid",Piso en calle Carmen Bordiú,Destacado,Villaverde Alto,1,True,False,,,,,
108517220,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1c/1c/79/1347261191.webp,11509,66,227000.0,flat,sale,94.0,3,1,calle Florencia,Madrid,Coslada,Ciudad 70,es,40.4167991,-3.543041,False,https://www.idealista.com/inmueble/108517220/,"¡ TU PROPIEDAD por MENOS de un ALQUILER! ¡ FINANCIACIÓN 100 %! . ¡ SIN COMISIÓN de AGENCIA y SIN Aportar AVALES! ¡ SIN entrada, SÓLO con tu nomina y APORTANDO los gastos de ESCRITURACIÓN! Coslada. Zona Ciudad 70. Amplio piso exterior de 94 m2. Dispone de hall de entrada, 3 dormitorios (antes 2), cocina amueblada, salón con acceso a terraza cerrada en aluminio, baño con ventana, suelo tarima, puertas roble, ventanas aluminio con climalit, calefacción gas natural. Finca con ascensor.  En periodo de pujas hasta el 18/07/2024 ¡ NO te COBRAMOS COMISIÓN, NI por la VENTA de la VIVIENDA NI por la TRAMITACIÓN del PRÉSTAMO!",True,good,False,2415.0,True,False,True,False,[],False,False,227000.0,€,,,flat,,"Ciudad 70, Coslada",Piso en calle Florencia,Destacado,,5,True,True,,,,,
107872406,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/97/4e/5b/1330567909.webp,,37,760000.0,penthouse,sale,95.0,2,2,calle de Luis Mitjans,Madrid,Madrid,Retiro,es,40.4012893,-3.6707908,False,https://www.idealista.com/inmueble/107872406/,"**Ático en Venta en Madrid - ¡Tu Nuevo Hogar Espera! ** Descubre este espectacular ático ubicado en el corazón de Madrid, ideal para quienes buscan confort y estilo. Con 84 m² construidos, esta joya cuenta con dos acogedoras habitaciones, un amplio salón-comedor perfecto para disfrutar de momentos inolvidables y una cocina funcional que hará las delicias de los amantes de la gastronomía. Además, dispone de dos baños, garantizando comodidad para todos los miembros de la familia. La estrella de este inmueble es su impresionante terraza de 34 m², orientada al oeste, donde podrás relajarte y disfrutar de las puestas de sol. Imagina las cenas al aire libre y los momentos de ocio en este espacio privado. La propiedad también incluye un trastero, ideal para mantener todo en orden. Situado en la cuarta y última planta del edificio, este ático ofrece tranquilidad y privacidad. El edificio cuenta con ascensor y está rodeado de todos los servicios necesarios: escuelas, supermercados, bancos, bibliotecas y farmacias. La cercanía a la estación de metro Conde de Casal facilita el acceso a toda la ciudad, y tendrás múltiples conexiones con la Autopista de Circunvalación M-30. No te pierdas la oportunidad de vivir en un lugar que combina comodidad, ubicación y estilo. ¡Contáctanos para más información y ven a visitar tu futuro hogar!",False,good,False,8000.0,True,False,True,False,[],False,False,760000.0,€,True,False,flat,penthouse,"Adelfas, Madrid",Ático en calle de Luis Mitjans,Destacado,Adelfas,4,True,True,19000.0,,,,
105614694,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0f/cd/ed/1257773900.webp,3E,16,480000.0,flat,sale,75.0,2,1,"calle de Antonio López, 139",Madrid,Madrid,Usera,es,40.3885519,-3.6994864,True,https://www.idealista.com/inmueble/105614694/,"NO COBRAMOS COMISIÓN. En Iceberg: Te asesoramos en todo el proceso de compra, con servicio de asesoramiento legal propio. Para que la compra de tu vivienda sea una experiencia única y maravillosa que recordar siempre. Vamos a ir de tu mano en todo momento y hacerte fácil toda la experiencia. Vive tus sueños en el corazón de Madrid Río Descubre el proyecto Antonio López 139, una oportunidad única de vivir en un edificio clásico-modernizado que combina el encanto histórico con todas las comodidades modernas. Este exclusivo proyecto de reforma de un edificio de 1925 ofrece viviendas con un diseño funcional, elegante y lleno de luz. Espacios pensados para tu confort Esta vivienda, ubicada en una primera planta exterior, cuenta con 2 dormitorios, un baño completo, un amplio salón-comedor y una práctica cocina independiente. La distribución está diseñada para ofrecer el máximo confort y aprovechar al máximo cada rincón del espacio. Gracias a sus grandes ventanales, la luz natural fluye a través de todas las estancias, creando un ambiente cálido y acogedor. La cocina, equipada con materiales de alta calidad, destaca por su diseño moderno y funcional, perfecta para los amantes de la cocina y la comodidad. El edificio, con sus 15 balcones por planta y 4 alturas, combina el encanto de la arquitectura clásica de Madrid con las ventajas de una reforma moderna, e incluye un ascensor accesible para mayor comodidad de todos los residentes. Disfruta del entorno único de Madrid Río Ubicado en una de las zonas más codiciadas y consolidadas de Madrid, AL139 se encuentra a pocos pasos del Parque Madrid Río, un gran pulmón verde con más de 232.000 m² de zonas ajardinadas, perfecto para paseos, deporte o simplemente relajarse. También está cerca del centro cultural Matadero, un espacio emblemático de arte y cultura en la capital. La zona cuenta con excelentes conexiones: transporte público eficiente y acceso directo a la M-30, lo que facilita el desplazamiento a cualquier punto de Madrid. Esta vivienda es perfecta para quienes buscan calidad de vida en un entorno vibrante y lleno de posibilidades. Solicita tu visita Llámanos y en menos de 2 horas resolveremos todas tus dudas. SOLICITA UNA VISITA DE OBRA y vive la experiencia de crear tu hogar en un lugar único.",False,good,False,6400.0,True,False,True,False,[],False,False,480000.0,€,,,flat,,"Moscardó, Madrid","Piso en calle de Antonio López, 139",Destacado,Moscardó,3,True,True,,,,,
106994429,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/59/1a/20/1347851715.webp,0056-00569,49,2000000.0,chalet,sale,695.0,8,6,avenida de Torrelodones,Madrid,Torrelodones,Colonia,es,40.578456,-3.9463309,False,https://www.idealista.com/inmueble/106994429/,"VILLA EN VENTA EN AVENIDA DE TORRELODONES Una joya histórica en Torrelodones. Exclusividad y encanto en cada rincón. Una oportunidad única para poseer un pedazo de historia. La edificación es apta para distintos usos compatibles además del residencial. Construida en 1924, destaca por su imponente presencia y singularidad, y se erige como un auténtico tesoro arquitectónico de Torrelodones.  La parcela, de 4.458 m2, alberga la edificación principal (695m2). Los amplios jardines, con vegetación absolutamente consolidada, son un espectáculo en sí mismos. Cuenta, además, con una zona verde privada de 340 m2 (finca 5.2) ligada a la edificación existente en la finca número seis, así como una parcela de 295 m2 (finca 3). Ambas incluidas en el precio. Ubicación privilegiada con acceso directo a la N-VI, parada de autobuses a pocos metros de la entrada principal y estación de tren en el pueblo. El reportaje fotográfico habla por sí solo.",False,good,False,2878.0,True,False,True,False,[],False,False,2000000.0,€,,,chalet,independantHouse,"Colonia, Torrelodones",Casa independiente en avenida de Torrelodones,Destacado,,,,,,,,,
107361189,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e9/ee/37/1310679095.webp,2421,52,760000.0,flat,sale,166.0,3,2,calle Reyes Católicos,Madrid,Boadilla del Monte,Valenoso,es,40.4122011,-3.9064827,False,https://www.idealista.com/inmueble/107361189/,"¡Descubre tu nuevo hogar en Boadilla del Monte! Este espectacular bajo con jardín se encuentra en una de las urbanizaciones más exclusivas de la zona. Con 166 m² construidos, la vivienda ofrece un diseño moderno y funcional, listo para entrar a vivir. Disfruta de sus 3 dormitorios y 2 baños, uno de ellos con ducha e iluminación natural. La cocina abierta está equipada con electrodomésticos de última generación, ideal para los amantes de la gastronomía. El amplio salón-comedor se abre a dos impresionantes jardines privados de 135 y 30m², perfectos para disfrutar del aire libre en total privacidad. Además, cuenta con un porche acristalado con armarios empotrados y un tendedero en la cocina también acristalado. La doble orientación y la ventilación cruzada garantizan un ambiente fresco y luminoso durante todo el año. Este piso incluye 2 plazas de garaje y un amplio trastero, ofreciendo comodidad y espacio adicional. La urbanización cerrada cuenta con servicios premium como piscina, pista de paddle, gimnasio, sala de celebraciones con cocina y portero físico todos los días de la semana. Construido en 2020, el inmueble está en perfecto estado y cuenta con calefacción de gas natural y aire acondicionado por conductos, además de una excelente calificación energética. ¡No pierdas la oportunidad de vivir en este oasis de confort y elegancia!",False,good,False,4578.0,True,False,True,False,[],False,False,760000.0,€,,,flat,,"Valenoso, Boadilla del Monte",Piso en calle Reyes Católicos,Destacado,,bj,True,True,,,,,
108709292,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0d/f9/7b/1352804038.webp,2019443,67,1700000.0,chalet,sale,410.0,5,5,calle del Camino Ancho,Madrid,La Moraleja,La Moraleja urbanización,es,40.5113403,-3.6056332,False,https://www.idealista.com/inmueble/108709292/,"Espectacular vivienda unifamiliar pareada, ubicada en el prestigioso conjunto residencial “Gardens La Moraleja”, exclusividad, diseño y confort en el término municipal de Alcobendas, una de las zonas más demandadas y exclusivas del norte de Madrid. Esta propiedad destaca por su exquisito diseño arquitectónico y su cuidada decoración, en la que se han mejorado todos los detalles tras su reciente construcción, incorporando reformas de alta calidad para elevar aún más el confort y la funcionalidad del hogar. La vivienda cuenta con amplios salones y grandes ventanales, lo que permite una excepcional entrada de luz natural durante todo el día, y unas vistas privilegiadas al skyline de Madrid. La cocina y el salón, los espacios más impresionantes de la casa, han sido diseñados con una elegante isla central y ofrece acceso directo al jardín privado con piscina, creando un entorno perfecto para disfrutar en familia o con invitados. La urbanización ofrece todo lo necesario para disfrutar de una vida tranquila, segura y activa: Piscina comunitaria, Gimnasio totalmente equipado, Zona infantil, Doble acceso de seguridad con puertas automáticas, Vigilancia 24 horas y circuito perimetral de videovigilancia. Distribución por plantas: - Planta sótano (80,16 m² construidos): Garaje con capacidad para tres vehículos, distribuidor, bodega, vestíbulo, aseo, trastero, lavadero y cuarto de bicicletas. - Planta baja (105,56 m² construidos): Salón-comedor, un dormitorio/biblioteca, cocina con office, aseo de cortesía y acceso a porche exterior (9,73 m² útiles), jardín privado (24,26 m² útiles) y patio (14,99 m² útiles). - Planta primera (88,36 m² construidos): Distribuidor, tres dormitorios con baño en suite, y acceso a una espectacular terraza privada de 26,02 m² útiles. Calidades y equipamiento: Suelo radiante/refrescante (planta baja y primera), con apoyo de aire acondicionado por fancoil Ventanas CORTIZO oscilobatientes con rotura de puente térmico Suelos Porcelanosa, paredes lisas en blanco Carpintería interior lacada en blanco, armarios empotrados forrados a medida Iluminación LED, sensores de presencia, cortinas y persianas de seguridad eléctricas (Bandalux) Toldos eléctricos  Domótica integrada, alarma técnica y sistema de ventilación de doble flujo Baños y aseos con acabados de Porcelanosa y grifería Hansgrohe Cocina de diseño con isla central acabada en CORIAN, totalmente equipada con electrodomésticos NEFF Jardín privado con césped artificial, porche pavimentado y una preciosa piscina de piedra con sistema de depuración salina. Servicios cerca de Calle Camino Ancho: Transportes Camino Ancho - Colegio 0,26 km Parada de autobús Camino Viejo - Cº Liebres 0,688 km Parada de autobús Camino Viejo - Cº Ancho 0,717 km Parada de autobús Camino Viejo - Intergolf 0,953 km Parada de autobús Educación Centro Privado De Educación Primaria Y Secundaria Base - Calle del Camino Ancho 0,251 km Colegio Santa Helena - Calle del Camino Ancho 0,339 km Centro Docente Extranjero En España Colegio Escandinavo (Sueco) - Calle del Camino Ancho 0,435 km Helen Doron English 1,291 km Escuela Infantil Madiba 1,633 km Colegio De Educación Infantil Y Primaria Alfredo Di Stefano 1,663 km Escuela Infantil Nemomarlin 1,703 km Escuela Infantil Municipal 1,842 km Escuela Infantil Valdebebitos 2,055 km Salud Clínica Veterinaria Vera Valdebebas 1,294 km Farmacia Igea Valdebebas 1,296 km Cristina Sanchez 1,461 km Farmacia Centro Médico Sanitas Valdebebas 1,629 km Clínica Lemon Dental Valdebebas 1,636 km Quironsalud 1,739 km Clínica Hacer la compra Alimentaciónn Valdebebas 1,215 km Udaco 1,604 km Supermercado Carrefour Market 1,636 km Supermercado Detemporada 1,641 km Frutería Mercadona 1,654 km Supermercado  Pastelería Choco Lake 1,69 km Casa Elias 1,774 km Supermercado Ahorramás 1,78 km Supermercado  Supercor 1,876 km Supermercado.",True,good,False,4146.0,True,False,True,False,[],False,False,1700000.0,€,True,True,chalet,semidetachedHouse,"La Moraleja urbanización, La Moraleja",Chalet pareado en calle del Camino Ancho,Destacado,,,,,,,,,
107767763,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ef/5e/4b/1323839870.webp,ART-V-1991,38,899000.0,penthouse,sale,90.0,2,1,calle de Padornelo,Madrid,Madrid,Fuencarral,es,40.5055175,-3.6662537,False,https://www.idealista.com/inmueble/107767763/,"Exclusividad, diseño y luz en estado puro Hay viviendas que se disfrutan. Y otras que se viven. Este ático reune las dos. Ubicado en una de las urbanizaciones más completas y cuidadas de Las Tablas, esta propiedad está pensada para quienes valoran el diseño, la tecnología, la comodidad y, sobre todo, la sensación de estar en casa. Personas que aprecian los detalles bien hechos, que quieren llegar a su hogar y sentir que todo fluye: la luz, el espacio, el silencio. Con 90 m² construidos, la vivienda ha sido reformada con un gusto impecable. Su salón, con chimenea de diseño, conecta con una cocina abierta totalmente equipada con electrodomésticos panelados y acabados de alta gama. Los dormitorios son amplios y luminosos, con armarios empotrados y revestidos. El baño, moderno y funcional. Pero lo que lo convierte en un ático único es su terraza perimetral de 120 m²: un oasis privado con zonas diferenciadas para comer, descansar, reunirse o simplemente disfrutar.  Cerramiento Lumon, techo retráctil, barbacoa de obra, vegetación… todo pensado para gozar del exterior durante todo el año. Incluye dos plazas de garaje y un trastero con acceso directo desde el ascensor. Esta urbanización exclusiva ofrece todo lo que un estilo de vida premium exige: seguridad 24 horas, piscina exterior, piscina interior climatizada, gimnasio equipado, dos pistas de pádel, sala de reuniones, zonas ajardinadas y conserjería. Bien conectado por metro y carretera, rodeado de servicios, colegios, parques y empresas top del sector creativo y tecnológico. Para quienes buscan vivir rodeados de confort, calma y belleza. Este ático no solo se visita. Se siente. Contáctanos y descúbrelo tú mismo.",True,good,False,9989.0,True,False,True,False,[],False,False,899000.0,€,True,True,flat,penthouse,"Las Tablas, Madrid",Ático en calle de Padornelo,Destacado,Las Tablas,5,True,True,,,,,
