propertyCode,thumbnail,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,floor,exterior,district,neighborhood,hasLift,parkingSpace.parkingSpacePrice
107005419,https://img4.idealista.com/blur/480_360_mq/270/id.pro.es.image.master/6c/77/1d/1322062495.webp,36,450000.0,flat,sale,85.0,2,1,paseo de Santa María de la Cabeza,Madrid,Madrid,es,40.4070743,-3.6949437,False,https://www.idealista.com/inmueble/107005419/,"MARCELI VENDE: Piso en primera planta interior, amplio vestíbulo con gran armario empotrado, salón espacioso, dos dormitorios uno de ellos muy amplio, cocina amueblada amplia, baño con bañera, calefacción por gas natural. Derrama por ascensor e ite empiezan las obras el mes de febrero, la derrama quedaría íntegramente pagada por la propiedad.  Buen estado. Comunidad 118 €, pagada la derrama sera menos, Ibi 347 €. Rodeado de todos los servicios, pagado a glorieta de Atocha, museo Reina Sofia y estación de Renfe. Edificio pintoresco de corrala del año 1904. Ideal inversión. Inmobiliaria Marceli- Paseo Extremadura 123. 45 años vendiendo y alquilando inmuebles por todo Madrid.",False,good,False,5294.0,True,False,False,False,[],False,False,450000.0,€,,,,,,flat,,"Palos de la Frontera, Madrid",Piso en paseo de Santa María de la Cabeza,,1,False,Arganzuela,Palos de la Frontera,False,
107759649,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9c/ae/6b/1322960364.webp,12,1850000.0,flat,sale,175.0,3,3,calle de Hermosilla,Madrid,Madrid,es,40.4253317,-3.6791774,False,https://www.idealista.com/inmueble/107759649/,"Este magnífico piso de 175 m² se encuentra en la prestigiosa calle Hermosilla, en pleno barrio de Goya, una de las zonas más codiciadas y emblemáticas de Madrid. Aunque el inmueble está para reformar, ofrece un sinfín de posibilidades para convertirlo en una propiedad única, adaptada a tus gustos y necesidades. Su generosa distribución, con tres habitaciones y tres baños,  proporciona una base excelente para crear un hogar a medida, sin renunciar a la amplitud y comodidad. Al entrar en el piso, te recibe un espacioso hall que da paso a un amplio salón-comedor, con grandes ventanales que proporcionan vistas a la calle y permiten que la luz natural inunde la estancia. Este espacio, de proporciones generosas, ofrece un sinfín de opciones para redistribuirlo según las preferencias personales, permitiendo una integración con la cocina y creando una zona abierta perfecta para el día a día o para disfrutar de cenas con amigos. Las tres habitaciones son de gran tamaño, con techos altos y una disposición que favorece la privacidad de cada una. La habitación principal cuenta con un baño en suite, lo que la convierte en un auténtico refugio. Las otras dos habitaciones comparten un segundo baño completo, proporcionando comodidad tanto para los residentes como para los invitados. Los tres baños, aunque necesitan una renovación, cuentan con una estructura funcional que permite aprovechar al máximo el espacio. El barrio de Goya es conocido por su excelente ubicación, a pocos minutos de zonas comerciales de alto nivel y con una gran oferta de restaurantes, tiendas de lujo y centros culturales. Además, la conexión con el transporte público es excepcional, lo que garantiza una fácil movilidad por toda la ciudad. Este piso es la oportunidad perfecta para quienes buscan un proyecto de reforma en una de las zonas más exclusivas de Madrid, con la posibilidad de diseñar un hogar a medida en un entorno único. *Las fotos corresponden con una posible reforma de la vivienda*. Retail especialista de referencia en locales comerciales, expansión de empresas e inversión, con más de 2.300 operaciones realizadas con éxito en nuestros 20 años de experiencia en el mercado inmobiliario.",False,renew,False,10571.0,True,False,False,False,[],False,False,1850000.0,€,,,,,,flat,,"Goya, Madrid",Piso en calle de Hermosilla,6640,2,True,Barrio de Salamanca,Goya,True,
108886318,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6d/b8/3d/1357951058.webp,43,172000.0,flat,sale,65.0,3,1,ronda del Sur,Madrid,Madrid,es,40.377442,-3.6794563,False,https://www.idealista.com/inmueble/108886318/,"Vivienda Madrid ofrece estupendo piso de 65 m² ubicado en calle Ronda del Sur, en una zona tranquila y bien comunicada, rodeada de zonas verdes, miradores y con fácil acceso a todo tipo de servicios, comercios y transporte público. La vivienda se distribuye en un salón amplio y luminoso, 3 dormitorios (uno de ellos utilizado como estudio), 1 baño completo, cocina independiente, además de contar con una agradable terraza con vistas al mirador, lo que aporta un extra de luz y espacio exterior. El piso se encuentra en muy buen estado, con la fontanería y electricidad actualizadas, listo para entrar a vivir. Es ideal tanto para familias como para inversión, gracias a su excelente distribución y ubicación. Características destacadas: •65 m² construidos •Salón amplio y con buena luz natural •3 dormitorios (1 convertido en estudio) •1 baño completo •Terraza con vistas •Armario empotrado •3ª planta (sin ascensor) •Fontanería y electricidad reformadas •Piso listo para entrar a vivir •Buena ubicación en entorno verde y tranquilo Una oportunidad ideal para quienes buscan una vivienda cómoda, funcional y bien ubicada, con todos los elementos necesarios para disfrutar desde el primer día. Ubicado cerca de la Av. Entrevías y calle la Mancha, en una de las zonas más comerciales y transitadas, con todo tipo de comercios y servicios cercanos: supermercados, farmacias, colegios, parques y transporte público. A pocos minutos de la estación de Renfe Asamblea–Entrevías y con fácil acceso a la M-30 y M-40, además de contar con varias paradas de autobús cercanas, lo que facilita la movilidad por toda la ciudad. Contamos con nuestra Financiera, que ofrece asesoramiento financiero GRATUITO y sin compromiso. Si cuentas con los requisitos y la documentación necesaria, nuestros expertos te pueden ayudar a gestionar tu hipoteca entre el 60% y el 100%. ¡No dejes pasar esta oportunidad!",True,good,False,2646.0,False,False,False,False,[],False,False,172000.0,€,,,,,,flat,,"Entrevías, Madrid",Piso en ronda del Sur,,3,True,Puente de Vallecas,Entrevías,False,
108509409,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e3/15/53/1347025105.webp,19,349000.0,flat,sale,99.0,3,2,"calle de Félix Rodríguez de la Fuente, 2",Madrid,Madrid,es,40.4143199,-3.65754,True,https://www.idealista.com/inmueble/108509409/,"¡Precio negociable!     Remax Moon ofrece en venta un luminoso piso a reformar ubicado en urbanización cerrada con portero físico, en la calle Felix Rodríguez de la Fuente en Moratalaz; este piso de 99m² ofrece un espacio de vida cómodo y atractivo. Con tres habitaciones y dos baños (uno de ellos en suite), hay suficiente espacio para que todos se sientan cómodos. Tiene cocina totalmente independiente, mientras que el salón-comedor es el lugar perfecto para relajarse y disfrutar de una comida en familia o amigos. Además, este piso es totalmente exterior, lo que le otorga una abundancia de luz natural con orientación Este, Sur y Oeste.     El piso se encuentra en una cuarta planta en un edificio con ascensor.     Esta propiedad tiene una amplia y bien ubicada plaza de aparcamiento incluida en el precio a la que se accede directamente desde el ascensor.     Moratalaz ofrece al futuro propietario todos los servicios, CC Alcampo a tan solo 4 minutos a pie, amplia oferta gastronómica y de servicios de toda índole, el Centro deportivo Municipal La Elipa a tan solo 2 minutos. Est5e polideportivo cuenta con campos de fútbol, béisbol, tenis, piscinas, rocódromo, zona infantil, etc.     Metro línea 9 (Estrella), línea de autobuses 13 y N8.     Este piso es una excelente oportunidad para aquellos que buscan una vivienda cómoda y segura en el corazón de Moratalaz. Con su diseño atractivo y su ubicación conveniente, es el lugar perfecto para llamar hogar.",True,good,False,3525.0,True,False,False,False,[],False,False,349000.0,€,359000.0,10000.0,3.0,True,True,flat,,"Media Legua, Madrid","Piso en calle de Félix Rodríguez de la Fuente, 2",1745562,4,True,Moratalaz,Media Legua,True,
108699569,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/13/1b/40/1352520861.webp,49,225000.0,flat,sale,93.0,3,2,calle Mudela,Madrid,Madrid,es,40.3784345,-3.6781696,False,https://www.idealista.com/inmueble/108699569/,"¡OPORTUNIDAD EN ENTREVÍAS! Amplio y Luminoso con excelentes vistas.  Piso de 93 m², ubicado en una sexta planta con vistas despejadas y muy agradables. Situado justo enfrente de un precioso parque, al lado del Polideportivo de Entrevías y muy cerca del Mirador, esta vivienda combina comodidad, amplitud y una ubicación privilegiada. La finca cuenta con dos ascensores y el piso se distribuye de la siguiente manera: 3 habitaciones bien distribuidas y con excelente luz natural. Cuarto de baño amplio, reformado con plato de ducha y mampara, y un aseo actualmente utilizado como pequeño trastero. Salón independiente con acceso a una terraza ideal para relajarse. Cocina funcional, con acceso al hall de entrada y al pasillo distribuidor, con terraza propia y tendedero exterior. Detalles a destacar: Calefacción de gas natural individual Puerta blindada Suelo de parquet Paredes con gotelé Una excelente oportunidad para vivir en una zona tranquila, bien comunicada y rodeada de servicios. � ¡Llama y concierta tu visita hoy mismo!",True,good,False,2419.0,True,False,False,False,[],False,False,225000.0,€,,,,,,flat,,"Entrevías, Madrid",Piso en calle Mudela,pl. Mudela,6,True,Puente de Vallecas,Entrevías,True,
108429874,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/36/70/c2/1344629596.webp,18,485000.0,flat,sale,60.0,1,1,calle de Amaniel,Madrid,Madrid,es,40.4247405,-3.710284,False,https://www.idealista.com/inmueble/108429874/,"Agencia inmobiliaria de MADRID zona ARGUELLES - PLAZA ESPAÑA - CONDE DUQUE Oficina Tecnocasa  EN VENTA: ¡Espectacular reforma a estrenar! Vivienda exterior con GARAJE OPCIONAL en la misma finca. Se trata de un apartamento de 60m2 distribuidos en 1 dormitorio, salón, cocina independiente con cuarto de lavandería y 2 baño completo con plato de ducha. La vivienda tiene armario empotrado y espacio de almacenaje, además de un trastero anejo, dentro del propio edificio, incluido en el precio.  Dispone de sistema de calefacción aire frío/calor. La vivienda acaba de ser reformada integralmente con materiales de la mejor calidad y acabados selectos. Se entrega amueblada, tal y como se aprecia en las fotos. Además, a finca es del año 2004, por lo que está exenta de ITE y no tiene derramas pendientes ni programadas. Se trata de un edificio seminuevo con las últimas instalaciones y materiales, en perfecto estado y que no le costará un gasto extra en mantenimiento de cara al futuro próximo.  Oportunidad única de mercado por tipología y zona. Entre a vivir directamente y estrenar este maravilloso piso ubicado en una de las zonas mejor comunicadas de toda la capital. Su ubicación es privilegiada, pues se encuentra a escasos metros de Plaza de España, del templo de Debod y el Parque del Oeste, así como los Jardines del Campo del Moro y el Palacio Real, y a menos de 10 minutos del paseo de Madrid Río. Comunicaciones en trasporte público excelentes. Está rodeado de zonas verdes, parques, transportes públicos, entradas a M-30 en Cuesta San Vicente y Paseo del Rey, y pequeños comercios de barrio, así como grandes superficies comerciales en el Centro Comercial de Príncipe Pio y Corte Inglés en Argüelles.",True,good,False,8083.0,True,False,False,False,[],False,False,485000.0,€,,,,True,False,flat,,"Malasaña-Universidad, Madrid",Piso en calle de Amaniel,,3,True,Centro,Malasaña-Universidad,True,40000.0
108653251,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/27/5e/73/1351162213.webp,42,455000.0,chalet,sale,189.0,3,2,calle Mario Vargas Llosa,Madrid,Alcalá de Henares,es,40.500747,-3.3665912,False,https://www.idealista.com/inmueble/108653251/,"DSI-V2509. Chalet adosado. El Ensanche. Alcalá de Henares. Imagina tu vida.. . Imagina despertar cada mañana en tu propio chalet adosado de esquina, tranquilidad y espacio más la privacidad que siempre has deseado.  Situado en urbanización privada, este hogar no es solo una casa, es un estilo de vida, la esencia de tú bienestar. Disfruta de magníficas zonas comunes donde tus hijos podrán jugar libremente y refréscate en la espectacular piscina durante los cálidos días de verano. Este chalet, en excelente estado, está listo para que te mudes y empieces a crear recuerdos inolvidables. Sus amplias habitaciones te ofrecen todo el espacio que necesitas para tu familia, y la buhardilla, un lienzo en blanco para convertirla en tu despacho soñado, sala de juegos o ese rincón de lectura que siempre quisiste. Además, olvídate de buscar aparcamiento con tus dos plazas de parking privado. Su ubicación en El Ensanche es sencillamente inmejorable: tendrás a tu alcance una abundancia de servicios, desde supermercados y colegios hasta centros de salud y zonas de ocio, haciendo tu día a día mucho más fácil y cómodo. ¿Te preocupa la conexión? Olvídate de los atascos. Gracias a su excelente comunicación por redes viales y trasporte público, llegarás a cualquier destino en un abrir y cerrar de ojos, ya sea para ir al trabajo o para una escapada de fin de semana. Pero más allá de las comodidades, este chalet te ofrece la oportunidad de vivir en un entorno donde la calidad de vida es la protagonista. Es el lugar perfecto para ver crecer a tu familia, para disfrutar de momentos de paz y para sentirte verdaderamente en casa. ! Llama ya, solicita tu visita y descubre en persona la magia de este hogar! Domum Soluciones Inmobiliarias ofrece, tanto al propietario como al comprador, todos los servicios necesarios: asesoramiento y gestión de alto nivel en los sectores, financiero, inmobiliario y jurídico. Domum Soluciones Inmobiliarias Haz suceder lo que quieras vivir! Honorarios profesionales incluidos en precio de venta. NO COBRAMOS AL COMPRADOR  ref: DSI-V2509.",True,good,False,2407.0,True,False,True,False,[],False,False,455000.0,€,,,,True,True,chalet,terracedHouse,"Ensanche, Alcalá de Henares",Chalet adosado en calle Mario Vargas Llosa,DSI-V2509,,,Ensanche,,,
103159463,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/68/15/f0/1350121351.webp,39,190000.0,chalet,sale,121.0,2,2,"alto Barrio, 15",Madrid,Belmonte de Tajo,es,40.1337395,-3.3388939,True,https://www.idealista.com/inmueble/103159463/,"¡Descubre tu hogar ideal en el corazón de Belmonte de Tajo! Esta encantadora casa de pueblo, completamente reformada y a estrenar con las mejores calidades, combina a la perfección un diseño contemporáneo y confortable con la esencia de la tradición. Ubicada junto a la emblemática torre de la Iglesia y la Plaza Mayor, disfrutarás de un ambiente tranquilo y acogedor, con acceso a través de un vial peatonal que garantiza tu privacidad. La planta baja, alberga un espacioso estar comedor de más de 25 m² que se abre a un luminoso patio. La cocina independiente y el aseo completo complementan esta planta, mientras que una escalera de diseño en acero y madera de abeto te guiará al nivel superior. Aquí encontrarás dos amplísimos dormitorios: uno con aseo completo incorporado y otro con una terraza privada orientada al sur, perfecta para disfrutar del sol. La rehabilitación ha respetado el muro original de piedra de Colmenar y ha incorporado vigas vistas de madera de abeto laminado en toda la planta alta. Los ventanales oscilobatientes de primera calidad aseguran luminosidad y eficiencia energética. Griferías de Porcelanosa, columna de hidromasaje en baño principal, revestimientos de microcemento, tarima de madera laminada AC5, cocina equipada con vitrocerámica y campana, son algunas de las extraordinarias calidades de las que podrás disfrutar. Además, cuenta con una pequeña parcela aneja ideal como almacén o trastero. A solo media hora de Madrid, esta vivienda es perfecta para quienes buscan tranquilidad sin renunciar a la comodidad de la ciudad. ¡No pierdas la oportunidad de hacerla tuya! Y no olvides que si eres menor de 35 años puedes beneficiarte de exenciones fiscales en el IRPF al tratarse de una población con menos de 2500 habitantes.",True,good,False,1570.0,True,False,False,False,[],False,False,190000.0,€,,,,,,chalet,terracedHouse,Belmonte de Tajo,"Chalet adosado en alto Barrio, 15",,,,,,,
106141425,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e8/4f/18/1273749588.webp,1,102000.0,flat,sale,65.0,2,1,calle de Belzunegui,Madrid,Madrid,es,40.3742677,-3.7393007,False,https://www.idealista.com/inmueble/106141425/,"PISO OCUPADO POR PERSONA SIN JUSTO TÍTULO (Antiguo Deudor Hipotecario) ESTE INMUEBLE DEBIDO A SU ESTADO OCUPACIONAL NO ADMITE VISITASIDEAL PARA INVERSORESVivienda de 62 m², según Catastro, y 3 m² de elementos comunes, a la venta en Carabanchel, Madrid. La vivienda está distribuida en salón-comedor, dos dormitorios, un cuarto de baño, cocina independiente y vestíbulo. (La distribución de la vivienda es orientativa y no ha podido ser comprobada). Es una planta baja en un bloque sin ascensor en buen estado de conservación. Muy bien comunicado por carretera (M-40) y transporte público. A cinco minutos a pie de las estaciones de metro 'San Francisco' y 'Pan Bendito'. Próximo a todo tipo de servicios e infraestructuras como centros educativos (CEIP República de Colombia. Colegio Público de Excelencia Educativa), comercios, supermercados, farmacias, zonas verdes... SIN COMISIÓN.",False,good,False,1569.0,False,False,False,False,[],False,False,102000.0,€,,,,,,flat,,"Puerta Bonita, Madrid",Piso en calle de Belzunegui,14387-2045,bj,True,Carabanchel,Puerta Bonita,False,
106917623,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/20/ee/f5/1297600820.webp,24,3875000.0,flat,sale,280.0,4,4,calle de O'Donnell,Madrid,Madrid,es,40.4226575,-3.6804597,False,https://www.idealista.com/inmueble/106917623/,"¡Descubre el hogar de tus sueños en pleno corazón de Madrid! Este exclusivo piso en esquina, ubicado en la segunda planta, ofrece una experiencia de lujo incomparable con vistas directas al emblemático Parque del Retiro.  Con 280 m² de espacio cuidadosamente reformado con materiales de alta calidad, disfrutarás de una luminosidad excepcional gracias a su doble orientación sur-este. La zona social exterior está diseñada para el máximo confort, con ambientes diferenciados para el descanso y el comedor. La cocina integrada, equipada con electrodomésticos de alta gama, es perfecta para los amantes de la gastronomía. Además, cuenta con una amplia terraza donde podrás relajarte mientras contemplas las vistas al parque. La vivienda dispone de cuatro generosos dormitorios, dos de ellos con terraza, y cada uno con su baño en suite, destacando el dormitorio principal por su vestidor y numerosos armarios. Un family room añade un toque extra de comodidad para toda la familia. No faltan detalles prácticos como un aseo de cortesía, una zona de lavandería independiente, trastero y servicio de portería. Construida en 1965 y mantenida en perfecto estado, esta propiedad combina el encanto clásico con las comodidades modernas, incluyendo calefacción por bomba de frío/calor y aire acondicionado. Con clase energética D, este piso es una joya que ofrece un estilo de vida sofisticado y confortable. ¡No pierdas la oportunidad de vivir en un lugar tan especial!",False,good,False,13839.0,True,False,False,False,[],False,False,3875000.0,€,,,,,,flat,,"Goya, Madrid",Piso en calle de O'Donnell,MLH-342,2,True,Barrio de Salamanca,Goya,True,
107719211,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/09/2c/4d/1322369953.webp,69,1195000.0,duplex,sale,209.0,4,4,calle del Doctor Esquerdo,Madrid,Madrid,es,40.4093856,-3.6703281,False,https://www.idealista.com/inmueble/107719211/,"Grove Servicios Inmobiliarios VENDE exclusivo dúplex en altura de 186 m2 distribuidos en dos plantas, ubicado en el barrio de Niño Jesús, en el distrito de Retiro (Madrid).  Situado en la 9º planta del edificio, este piso es muy luminoso ya que está orientado al este ofreciendo una sensación adicional de amplitud y tranquilidad al estar en la última planta del edificio.  Accedemos al mismo por la entrada principal (cuenta con otra de servicio) y nos encontramos con un amplio hall - recibidor que nos da acceso, por un lado, al office previo a la cocina y zona de habitaciones y, por el otro, a un impresionante salón comedor con numerosas ventanas batientes en fachada principal con unas magnificas vistas.  Desde el salón accedemos a un pasillo con armarios empotrados y un aseo de cortesía previo al dormitorio principal en suite, con baño adaptado con plato de ducha, vestido con varios cuerpos de armarios empotrados a ambos lados de la habitación.  Por otro pasillo llegamos a la zona de office, separado de la zona de cocina (totalmente equipada) con salida a una amplia terraza con vistas a un patio interior, despensa, puerta de servicio, baño y habitación de servicio. Desde el salón accedemos, por una escalera de madera interior, a la planta de arriba en la que nos encontramos con otro salón con 2 ambientes diferenciados. A través de un pasillo, con armarios empotrados a cada lado, nos encontramos con un baño completo con bañera y otro dormitorio con gran capacidad y ventanas altas. El edificio, construido en 1957 y en perfecto estado, cuenta con portero físico, ascensor y trastero. Se ofrece también una amplia plaza de garaje en el edificio contiguo, completando con ella todas las comodidades necesarias. En cuanto a la ubicación, el barrio de Niño Jesús es conocido por ser una zona residencial tranquila y familiar, rodeado de una variada oferta de servicios como restaurantes gourmet, cafeterías, supermercados, colegios de prestigio, centros médicos como el Hospital Gregorio Marañón y el Hospital Niño Jesús, así como otros servicios esenciales para una vida cómoda y de calidad. A sólo unos pasos del icónico Parque del Retiro, uno de los pulmones verdes más emblemáticos de Madrid. La zona cuenta con una excelente comunicación, estación de metro Sainz de Baranda a pocos minutos, además de una amplia red de autobuses (Sainz de Baranda, Conde de Casal... ) que facilita el acceso a cualquier punto de la ciudad. - Gastos de Comunidad: 265€/mes (incluye calefacción) - Contribución (IBI): 1.050€/año  Si quiere visitarlo, no dude en contactar con nosotros, estaremos encantados de atenderle! *Sin honorarios de Agencia.",False,good,False,5718.0,True,False,False,False,[],False,False,1195000.0,€,,,,True,False,flat,duplex,"Niño Jesús, Madrid",Dúplex en calle del Doctor Esquerdo,,9,True,Retiro,Niño Jesús,True,27000.0
108555761,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3f/32/03/1348351373.webp,20,2200000.0,penthouse,sale,120.0,2,2,"calle Alcalá, 25",Madrid,Madrid,es,40.4183027,-3.6993603,True,https://www.idealista.com/inmueble/108555761/,"Altor Asesores presenta este espectacular ático 5 estrellas con terraza en una de las zonas más exclusivas del Centro de Madrid. La vivienda está siendo reformada con un diseño cuidado al detalle, utilizando materiales de alta gama e inspirándose en las mejores suites de hotel de la capital. Entre sus puntos fuertes destacan la excelente orientación, que garantiza luz natural en todas las estancias, y la gran altura de techos, que aporta una sensación de amplitud y sofisticación en cada rincón. El área social es un espacio amplio y abierto, presidido por un gran ventanal que da acceso directo a una magnífica terraza privada. La distribución incluye dos dormitorios de generosas dimensiones, ambos con baño en suite y balcones con vistas a la calle.  En total, la vivienda ofrece dos habitaciones y dos baños, en un entorno que combina elegancia, funcionalidad y confort. Situado en la sexta planta de un elegante edificio de principios del siglo XX, con una arquitectura clásica y un encanto singular, este ático en esquina ocupa todo el torreón y la fachada principal del inmueble, siendo completamente exterior. Ubicación inmejorable: la vivienda se encuentra en pleno corazón del Centro, en un enclave privilegiado entre calles históricas, zonas culturales y una vibrante oferta gastronómica. Está rodeada de boutiques exclusivas, galerías de arte, restaurantes de autor y servicios de primera categoría. A escasos pasos se encuentran el barrio de Justicia, Gran Vía y algunos de los hoteles y edificios más emblemáticos de Madrid, lo que convierte esta propiedad en una auténtica joya urbana para quienes valoran el estilo de vida cosmopolita, la arquitectura con carácter y la comodidad de tenerlo todo a mano.",False,good,False,18333.0,False,False,False,False,[],False,False,2200000.0,€,,,,,,flat,penthouse,"Huertas-Cortes, Madrid","Ático en calle Alcalá, 25",4257,6,True,Centro,Huertas-Cortes,True,
108628766,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/e9/6f/17/1350406725.webp,25,480000.0,flat,sale,56.0,2,1,"CL PORVENIR, 16",Madrid,Madrid,es,40.4244022,-3.6664429,True,https://www.idealista.com/inmueble/108628766/,"Te presentamos esta magnífica vivienda reformada y amueblada situada en la calle Porvenir, en el corazón del consolidado barrio de Fuente del Berro, perteneciente al codiciado distrito de Salamanca (Madrid). Una zona tranquila, bien comunicada y rodeada de servicios. La vivienda, ubicada en una primera planta interior, ofrece una gran luminosidad y tranquilidad, al estar orientada hacia el interior del edificio, alejada del ruido de la calle. Fue completamente reformada en 2022 y presenta un estado impecable, lista para entrar a vivir. Distribución y superficies: Superficie útil: 44,51 m² Salón-comedor con cocina integrada: 17,30 m² Dormitorio principal con vestidor: 18,97 m² Segundo dormitorio: 4,95 m² (ideal como despacho o habitación infantil) Baño completo con plato de ducha: 3,29 m² Características destacadas: Vivienda reformada con excelentes calidades. Ventanas de aluminio con rotura de puente térmico y doble acristalamiento. Climatización frío/calor por split. Agua caliente mediante termo eléctrico. Suelos cerámicos y paredes lisas. Comunidad tranquila sin ascensor, edificio con ITE favorable. Gastos muy contenidos: IBI 241 €/año y comunidad 47,71 €/mes. Es ideal tanto para quienes buscan su primera vivienda en una zona premium, como para inversores que valoran la rentabilidad en una ubicación consolidada.",True,good,False,8571.0,True,False,False,False,[],False,False,480000.0,€,,,,,,flat,,"Fuente del Berro, Madrid","Piso en Cl Porvenir, 16",,1,False,Barrio de Salamanca,Fuente del Berro,False,
105340984,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9f/8e/75/1249192832.webp,23,149000.0,chalet,sale,196.0,4,1,calle Alejandro Peris Barrios,Madrid,Villa del Prado,es,40.259161,-4.2837308,False,https://www.idealista.com/inmueble/105340984/,"Especial Inversionistas. El inmueble se encuentra ocupado ilegalmente por terceros. No se puede visitar ni se puede hipotecar. Se recomienda que el comprador obtenga asesoramiento profesional y legal antes de adoptar la decisión de compra.  Casa de 196 m², de 4 dormitorios y 1 baños, en venta en Villa del Prado, Madrid. Se trata de una casa adosada de 196 m² desarrollados en dos plantas y distribuidos en salón-comedor, cocina, 4 dormitorios y 1 baños. La vivienda se sitúa en el núcleo de la población, teniendo buenos accesos por carretera. En la población podemos encontrar servicios como supermercados, restaurantes, instalaciones deportivas, centros educativos, oficinas bancarias, otros negocios comerciales, etc. Por todo ello, la convierten en una propuesta inteligente y una estupenda opción para construir un hogar. Con nuestros servicios podrá encontrar la vivienda que necesita y asegurar su inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información.",False,renew,False,760.0,True,False,False,False,[],False,False,149000.0,€,,,,,,chalet,terracedHouse,Villa del Prado,Chalet adosado en calle Alejandro Peris Barrios,3OKVILLADELPRADO62923ALEJANDROPERIS,,,,,,
108592443,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/98/ea/4c/1349388755.webp,60,1015000.0,flat,sale,121.0,3,2,"CL FERNANDEZ DE LOS RIOS, 95",Madrid,Madrid,es,40.4349844,-3.7174379,True,https://www.idealista.com/inmueble/108592443/,"Mejora tu estilo de vida en este exquisito piso con TERRAZA ACRISTALADA Y VISTAS DESPEJADAS, AMPLIO SALÓN CON CHIMENEA, 3 DORMITORIOS Y 2 BAÑOS, GARAJE Y TRASTERO. Ubicado en el vibrante corazón de Madrid. Con 121m² construidos, cuidadosamente diseñado, esta casa ofrece el lienzo perfecto para tus aspiraciones.  ¡Sin comisión de agencia!  Adéntrate en un mundo de elegancia contemporánea, donde cada detalle ha sido cuidadosamente seleccionado para tu comodidad y placer. La espaciosa sala de estar te da la bienvenida con sus cálidos suelos de madera y una elegante y moderna chimenea: el entorno ideal para veladas acogedoras o para recibir amigos. Los grandes ventanales inundan el espacio de luz natural, creando un ambiente amplio y acogedor. La elegante y bien equipada cocina es el sueño de cualquier entusiasta de la cocina, combinando a la perfección funcionalidad y estilo. Junto a la cocina, encontrarás un encantador comedor, perfecto para cenas íntimas o reuniones animadas. Para quienes teletrabajan, un espacio de oficina dedicado ofrece un remanso de paz para la productividad y la creatividad. Retírate al tranquilo dormitorio principal, un remanso de paz de 11m². Ambos dormitorios cuentan con amplios armarios. Los dos modernos baños cuentan con duchas con mampara de cristal, grifería elegante y líneas limpias, ofreciendo una experiencia de spa en la comodidad de su hogar. Este apartamento no solo ofrece comodidad interior: salga a su terraza acristalada, de vistas despejajas y respire la vibrante energía de Madrid. Es el lugar perfecto para tomar un café por la mañana o un aperitivo por la noche mientras observa cómo la ciudad cobra vida. Plaza de garaje en el mismo edificio, de fácil maniobra y con capacidad para coche grande. Olvidate de buscar parking horas y horas, disfruta de las comodidades que esta vivienda te ofrece. Y para los que siempre necesitan un extra, la vivienda cuenta con trastero, ideal para guardar todo aquello fuera de temporada.  En cuanto a las zonas comunes, disfruta de un amplio recibidor propio de edificios coloniales. Con servicio de conserjería de mañana y tarde de lunes a viernes, acceso con cámaras de vídeo vigilancia.  IBI vivienda: 815,00€ IBI garaje: 81,08€  COMUNIDAD vivienda: 344,00€ COMUNIDAD garaje: 25,00€ Con su ubicación privilegiada en la calle Fernández de los Ríos, está en el lugar perfecto para disfrutar de lo mejor de la cultura, la gastronomía y la vida nocturna de Madrid. Esta propiedad llave en mano es más que un hogar; es una invitación a abrazar el sofisticado estilo de vida urbano que siempre ha soñado. No pierda esta oportunidad de hacer realidad sus sueños madrileños.",True,good,False,8388.0,True,True,False,False,[],False,False,1015000.0,€,,,,True,True,flat,,"Gaztambide, Madrid","Piso en Cl Fernandez De Los Rios, 95",MCM-0095D6,6,True,Chamberí,Gaztambide,True,
