propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
108074548,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ca/1b/25/1333029590.webp,1481,10,6,1364900.0,flat,sale,103.0,False,2,3,Barrio Goya,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4270791,-3.6754548,False,https://www.idealista.com/inmueble/108074548/,"Piso en venta en Madrid, con 103 m², situado en la sexta planta de un elegante edificio con ascensor en el barrio de Salamanca-Lista. Este piso interior, en obras, ofrece la oportunidad de personalizarlo a tu gusto. Dispone de dos amplias habitaciones, dos baños completos y un aseo adicional. La cocina está totalmente equipada y amueblada, con cuarto de lavado incluido. Cuenta con aire acondicionado para asegurar confort durante todo el año, aunque no tiene calefacción. Ubicado en una zona exclusiva, rodeado de tiendas, restaurantes y servicios.",False,good,False,True,13251.0,True,False,False,False,[],False,False,1364900.0,€,flat,"Goya, Madrid",Piso,,,,,,,
108334015,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9e/2b/10/1341044430.webp,,29,,465000.0,chalet,sale,300.0,,4,4,Serranillos del Valle,Madrid,Serranillos del Valle,,es,,40.2032357,-3.8852055,False,https://www.idealista.com/inmueble/108334015/,"TECNOCASA calle VILLALOBOS 3. Tlf Agencia inmobiliaria de ESTUDIO INMOBILIARIO GRIÑON SUR vende. **Chalet Pareado en Serranillos: Tu Nuevo Hogar Espera por Ti** Descubre este espectacular chalet pareado en Serranillos, un lugar ideal para disfrutar de la tranquilidad y la comodidad. Con una superficie construida de 296 m² y una parcela de 418 m², este hogar se despliega en tres plantas, ofreciendo un espacio perfecto para toda la familia. En la planta principal, te recibe un luminoso salón que invita a relajarse, junto a una amplia cocina donde preparar deliciosas comidas. Además, cuenta con una habitación y un baño completo con plato de ducha, todo pensado para tu comodidad. Subiendo a la planta superior, encontrarás tres acogedores dormitorios, todos equipados con armarios empotrados. El dormitorio principal es un verdadero refugio, con su propio baño en suite y un lujoso jacuzzi, perfecto para esos momentos de relax. Un baño completo adicional en esta planta garantiza que todos tengan su espacio. El sótano añade un valor extra a esta propiedad, con un salón versátil, otro baño completo con jacuzzi y un bar, ideal para recibir amigos y familiares. El jardín privado es un oasis que incluye una piscina y un bar, donde disfrutarás del sol y las reuniones al aire libre. Este chalet fue construido en 2004 y actualizado en 2008, manteniéndose en excelente estado y con aire acondicionado en todas las estancias. Ubicado a solo 25 minutos de Madrid, este hogar combina la paz de la naturaleza con la cercanía a la ciudad. ¡No dejes pasar la oportunidad de vivir en este maravilloso chalet!",True,good,False,,1550.0,False,False,False,False,[],False,False,465000.0,€,chalet,Serranillos del Valle,Chalet pareado,True,True,semidetachedHouse,,,,
108183272,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4c/51/a8/1336374825.webp,,59,,580000.0,chalet,sale,320.0,,6,4,San Martín de la Vega,Madrid,San Martín de la Vega,,es,,40.2074672,-3.5858006,False,https://www.idealista.com/inmueble/108183272/,"**Chalet Independiente en Venta - Oportunidad Única** Descubre este impresionante chalet independiente que ofrece un estilo de vida inigualable. Con una parcela de 578 m² y 320 m² construidos, esta vivienda es ideal para quienes buscan espacio y confort. En la planta baja, destaca una gran estancia tipo bodega que se conecta con una cocina funcional, perfecta para disfrutar de momentos en familia. Además, cuenta con un acogedor hall exterior acristalado que da la bienvenida a tus invitados. La propiedad dispone de una distribución óptima, lo que la hace extremadamente práctica. Un dormitorio en la planta baja ofrece acceso directo al jardín, donde se encuentra una amplia zona ajardinada y una piscina privada, perfecta para relajarse y disfrutar del buen tiempo. Los dos salones son espaciosos y luminosos, ideales para reuniones familiares o entretenimiento. En la primera planta, un hall distribuidor conduce a cuatro cómodos dormitorios, incluyendo un dormitorio principal con terraza privada y vistas al jardín. Cada habitación está equipada con armarios empotrados y la casa cuenta con calidades excepcionales en carpintería, aire acondicionado en todas las estancias garantizan un ambiente agradable durante todo el año. Ubicada en una zona tranquila pero cercana a comercios, zonas verdes y centros educativos, esta vivienda es perfecta para familias que buscan comodidad y calidad de vida. ¡No pierdas la oportunidad de hacer de este chalet tu nuevo hogar!",False,good,False,,1813.0,False,False,False,False,[],False,False,580000.0,€,chalet,San Martín de la Vega,Casa independiente,True,True,independantHouse,,,,
107701004,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3d/c7/e4/1320237227.webp,,15,bj,395000.0,duplex,sale,68.0,True,2,1,"calle de los Peñascales, 47",Madrid,Madrid,Barrio de Salamanca,es,Fuente del Berro,40.4237135,-3.6637607,True,https://www.idealista.com/inmueble/107701004/,"¡Descubre tu nuevo hogar en el corazón del prestigioso Barrio Salamanca! Este encantador dúplex de 68 m² te ofrece la combinación perfecta de confort y ubicación. Situado en la planta baja, disfrutarás de una excelente comunicación gracias a su cercanía al metro y a diversas líneas de autobuses. Con dos acogedoras habitaciones y un baño, este inmueble amueblado está listo para que te mudes sin preocupaciones. El dúplex cuenta con una terraza interior ideal para relajarte después de un largo día, mientras que los armarios empotrados te proporcionan el espacio de almacenamiento que necesitas. Construido en 2006, el piso se encuentra en buen estado y dispone de calefacción eléctrica con bomba de frío/calor, asegurando tu comodidad durante todo el año. Además, su orientación este garantiza una excelente iluminación natural. Frente al parque Fuente del Berro, podrás disfrutar de un entorno verde y tranquilo, perfecto para pasear o practicar deporte al aire libre. No pierdas la oportunidad de vivir en una de las zonas más exclusivas de Madrid, con todas las comodidades y servicios a tu alcance. ¡Este dúplex es una joya que no querrás dejar escapar!",True,good,False,False,5809.0,False,False,False,False,[],False,False,395000.0,€,flat,"Fuente del Berro, Madrid","Dúplex en calle de los Peñascales, 47",,,duplex,,,,
108236358,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7e/73/02/1338013707.webp,CHA0011,97,,1395000.0,chalet,sale,550.0,,5,10,Valdelagua,Madrid,Valdelagua,,es,,40.6475782,-3.6003303,False,https://www.idealista.com/inmueble/108236358/,"Excelente ubicación, cerca de la entrada y salida de la urbanización. Zona muy tranquila con parcela totalmente plana y mucha privacidad.  Construcción de gran calidad destacando aislamiento y cerramientos exteriores (cristales blindados y persianas de seguridad automáticas).  Distribución con espacios y estancias muy amplias y mucha luz. La vivienda se distribuye de la siguiente manera: PLANTA PRINCIPAL: Amplio hall de entrada con doble altura. Salón de gran tamaño con diferentes ambientes, chimenea y salida directa al bonito porche y zona de piscina, comunicado con el comedor independiente y cocina con amplia zona de office. Desde la zona de cocina accedemos a dos amplias estancias: -Dormitorio con baño completo en suite. -Amplia zona de lavandería y despensa (desde la que accedemos directamente al garaje con capacidad para 4 coches. Completamos esta planta con un despacho y/o zona de estar y el aseo de invitados. PLANTA PRIMERA: Dormitorio principal con sala de estar, salón privado, dos vestidores y baño en suite con ducha y bañera hidromasaje. Dos dormitorios más de unos 20 m2 cada uno. Ambos comparten un segundo baño con bañera y ducha. PLANTA BAJA: Espectacular bodega, sala de cine y dos trasteros. En exterior encontramos una segunda vivienda que cuenta con salón, cocina y dos dormitorios y baño completo.  Estupenda piscina con pérgola de madera con cascada a la piscina y precioso jardín totalmente consolidado. La urbanización Valdelagua esta ubicada en el km 30 de la carretera de Burgos. Es totalmente privada, estando restringido el acceso únicamente a los propietarios. [IW].",False,good,False,,2536.0,False,False,False,False,[],False,False,1395000.0,€,chalet,Valdelagua,Casa independiente,,,independantHouse,,,,
108681443,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f1/75/db/1351984004.webp,K-250707-8F3Z1Q,7,,571750.0,chalet,sale,515.0,,5,4,calle Aragoneses s/n,Madrid,Las Rozas de Madrid,Marazuela- El Torreón,es,Marazuela- El Torreón,40.48466,-3.8587673,True,https://www.idealista.com/inmueble/108681443/,"Se vende Chalet en Las Rozas de Madrid de 514 m², con piscina y jardín. La vivienda se encuentra dentro de una de las urbanizaciones más prestigiosas de Madrid, destacando por su cercanía a los principales servicios de la zona.  La propiedad se oferta con un descuento superior al 30%, respecto a valores de mercado. Esto la convierte en una oportunidad destacada. Particularidades del Proceso de Cesión de Remate Acceso al Inmueble: dada la naturaleza del proceso judicial, no es posible realizar visitas previas al inmueble. El Juzgado no dispone de las llaves, pero gestionará la entrega de la posesión una vez completada la adjudicación. Pago y Financiación: esta modalidad de adquisición requiere el pago en efectivo del importe total, ya que las entidades bancarias no suelen conceder hipotecas hasta que el inmueble se registre formalmente a nombre del comprador. Por tanto, es necesario disponer del 100% de los fondos para proceder con la compra. Consulte a su entidad financiera.  Condiciones de Compra y Perfil del Comprador Este tipo de operación es una inversión inmobiliaria, dirigida tanto a inversores como a compradores finales que dispongan de liquidez suficiente y busquen beneficiarse de un descuento significativo en el precio. No es necesario tener experiencia previa en la adquisición de activos bancarios, ya que nuestro equipo se encarga de guiar todo el proceso, desde la adjudicación hasta la formalización, asegurando que el comprador comprenda las características y requisitos específicos de este tipo de operaciones. Contacto: Para más información sobre este activo o el proceso de cesión de remate, por favor, contacte con nosotros. Estaremos encantados de resolver cualquier consulta y proporcionarle la asesoría necesaria.",False,renew,False,,1110.0,False,False,False,False,[],False,False,571750.0,€,chalet,"Marazuela- El Torreón, Las Rozas de Madrid",Chalet pareado en calle Aragoneses s/n,True,True,semidetachedHouse,,,,
108422000,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/99/32/38/1344405587.webp,,23,1,249000.0,flat,sale,76.0,True,2,1,San José - Buenos Aires,Madrid,Pinto,San José - Buenos Aires,es,,40.2380594,-3.703159,False,https://www.idealista.com/inmueble/108422000/,"¡Descubre tu nuevo hogar en este espectacular piso totalmente reformado! Con 76 m² construidos y 57 m² útiles, este encantador inmueble cuenta con dos amplios dormitorios, ideales para descansar y disfrutar de la tranquilidad. La cocina, equipada con electrodomésticos de alta calidad y muebles de diseño, es un sueño para los amantes de la gastronomía. Además, el salón independiente ofrece un espacio acogedor para compartir momentos inolvidables. La joya de la casa es su terraza de seis metros cuadrados, perfecta para disfrutar del aire libre y relajarte al sol. El dormitorio principal incluye un armario empotrado tipo vestidor, brindando un toque de elegancia y funcionalidad. Los suelos laminados y el gres en la cocina y el baño aportan un estilo moderno y fácil de mantener. Ubicado junto a Renfe, colegios y supermercados, este piso ofrece una ubicación inmejorable. Con aire acondicionado en el salón y el dormitorio principal y calefacción eléctrica, la comodidad está garantizada durante todo el año. Además, cuenta con trastero y ascensor, lo que añade aún más valor a esta propiedad. ¡No dejes pasar la oportunidad de hacer de este piso tu nuevo hogar!",False,good,False,True,3276.0,False,False,False,False,[],False,False,249000.0,€,flat,"San José - Buenos Aires, Pinto",Piso,,,,,,,
108614554,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/27/71/a2/1349994141.webp,144,38,3,350000.0,flat,sale,99.0,True,4,2,Barrio Apóstol Santiago,Madrid,Madrid,Hortaleza,es,Apóstol Santiago,40.4798466,-3.6589652,False,https://www.idealista.com/inmueble/108614554/,"PIS PAS Inmobiliaria se complace en presentar este excepcional piso situado en la codiciada área de Apóstol Santiago, Madrid. Esta propiedad cuenta con un total de cuatro amplios dormitorios con armarios empotrados que ofrecen versatilidad y comodidad para toda la familia. Además, dispone de un baño completo y un aseo adicional que facilitan el día a día. Dispone de dos terrazas y cuenta también con un amplio sótano de unos 15 metros cuadrados aproximadamente esencial para este tipo de vivienda.  El entorno es inmejorable; está a solo unos pasos del parque de Hortaleza y del encantador parque dedicado a los abuelos, lo que brinda espacios ideales para disfrutar al aire libre. La conexión al transporte público es excelente gracias a la cercanía con el metro Manoteras (línea 4) así como varias paradas de autobús accesibles desde el mismo vecindario. Para mayor conveniencia diaria, encontrará cerca centros médicos como la clínica Jazmín además de múltiples panaderías y supermercados locales tales como Día y Carrefour Market que satisfacen todas sus necesidades comerciales cotidianas. No pierda esta oportunidad única. PIS-PAS-Inmobiliaria está inscrita bajo N. º 000941/24 en Registro Agentes Inmobiliarios (RAIN), Comunidad Madrid.",False,good,False,False,3535.0,False,False,False,False,[],False,False,350000.0,€,flat,"Apóstol Santiago, Madrid",Piso,,,,,,,
108885495,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c4/85/6f/1357929125.webp,,4,2,225000.0,flat,sale,56.0,True,2,1,CL TEJEDORES,Madrid,Madrid,San Blas,es,Amposta,40.4300775,-3.6206731,False,https://www.idealista.com/inmueble/108885495/,"� IMPORTANTE: Estaremos de vacaciones del 31 de julio a las 20:00 hasta el 20 de agosto. Durante ese periodo no podremos atender visitas ni responder mensajes. Si estás interesado/a en esta vivienda, déjanos tu mensaje y te contactaremos a partir del día 20 de agosto. ¡Gracias por tu paciencia! Piso en venta en San Blas, Madrid – 2 dormitorios Te presentamos esta acogedora vivienda de 56 m² ubicada en el barrio de San Blas, una zona bien comunicada y con todos los servicios al alcance. ✨ Características principales: Superficie: 56 m² construidos 2 dormitorios 1 baño Cocina independiente Salón luminoso Edificio con ascensor Ubicación: Situado en el distrito de San Blas (Madrid), con excelente conexión a transporte público (metro y bus), cerca de centros educativos, supermercados, zonas verdes y comercios. Al precio publicado hay que añadirle un 5% + IVA en concepto de honorarios de gestión. ¿Necesitas financiación? Te ayudamos con la hipoteca: Hasta el 100% del valor de la vivienda para menores de 35 años Financiación del 80-90% para otros perfiles Opciones para personas con ingresos fuera de España ¡Llámanos para más información o para concertar una visita sin compromiso!",False,good,False,True,4018.0,False,False,False,False,[],False,False,225000.0,€,flat,"Amposta, Madrid",Piso en Cl Tejedores,,,,,,,
108036903,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/35/86/54/1331914775.webp,,24,,1400000.0,chalet,sale,860.0,,8,6,calle Gerifalte,Madrid,Las Rozas de Madrid,Molino de la Hoz,es,Molino de la Hoz,40.5418772,-3.9334487,False,https://www.idealista.com/inmueble/108036903/,"� FV Broker Inmobiliario presenta este imponente chalet de corte clásico en Molino de la Hoz, para reformar y convertir en la casa de tus sueños. Una magnífica vivienda de 860 m² construidos sobre una gran parcela de 2.780 m² con piscina, ubicada en un entorno privilegiado y rodeada de zona verde no edificable, lo que garantiza privacidad, tranquilidad y vistas despejadas. � Distribución de la vivienda  Planta principal (200 m² útiles + 121 m² de terraza) Elegante hall de entrada Dos amplios salones (uno con chimenea y otro con galería/despacho) Comedor de diario y comedor de gala con salida a gran terraza panorámica Cocina con despensa Dormitorio de servicio con baño en suite Aseo de cortesía, sala de estar y cuarto de calderas  Primera planta (117 m² útiles + 2 terrazas de 9 m² y 5 m²) Dormitorio principal con vestidor, baño en suite y terraza Tres dormitorios dobles con dos baños completos compartidos Amplia zona de estar con escalera de caracol de acceso a la buhardilla  Buhardilla (36 m² útiles) Zona de estar y habitación en suite  Planta semisótano (186 m² útiles + 124 m² de porches) Sala de estar con salida al jardín Zona de bar y bodega independiente Dormitorio en suite Garaje para dos vehículos + aparcamiento exterior techado (46 m²) Taller, trasteros y sala de máquinas � Gracias a la pendiente del terreno, esta planta disfruta de luz natural y acceso directo al exterior. � Exterior Piscina privada Zona ajardinada consolidada Baños y vestuarios exteriores para uso en jardín/piscina ♨️ Instalaciones y confort Calefacción por caldera de propano (depósito comunitario → ahorro de mantenimiento) Bombas de frío/calor en dormitorios, despacho y buhardilla Chimenea en salón principal Seguridad 24 h y control de acceso en la urbanización � Ubicación y servicios La urbanización Molino de la Hoz ofrece: Dos colegios de alto nivel (privado y concertado) Club social con lago, piscina, pistas de tenis y pádel Zona comercial: farmacia, panadería, supermercado, veterinario, restauración… Autobús directo a Moncloa y conexión gratuita a Las Rozas Excelente acceso desde la A-6 � Contácte con FV Broker Inmobiliario para más información o agendar una visita personalizada.",False,renew,False,,1628.0,False,False,False,False,[],False,False,1400000.0,€,chalet,"Molino de la Hoz, Las Rozas de Madrid",Casa independiente en calle Gerifalte,True,True,independantHouse,,,,
