propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice
108333663,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/20/01/ec/1341002388.webp,,15,bj,145000.0,flat,sale,50.0,True,2,1,"Calleja de la Oliva, 5",Madrid,Collado Mediano,,es,,40.6939275,-4.025955,True,https://www.idealista.com/inmueble/108333663/,"Es una acogedora casa de 50 metros cuadrados que aprovecha muy bien su espacio, distribuyéndose en dos niveles.  En la planta baja, puedes encontrar una sala cómoda, una pequeña cocina con patio interior y una habitación  La segunda planta, o altillo, puede ser utilizada como dormitorio o espacio adicional para descansar o trabajar en esta planta también esta incluido el baño completo.  Es ideal para quienes buscan un hogar compacto, funcional y con un diseño que maximiza cada metro cuadrado. ¡Perfecta para quienes valoran la sencillez y la practicidad!",False,good,False,False,2900.0,False,False,False,False,[],False,False,145000.0,€,flat,,Collado Mediano,"Piso en Calleja de la Oliva, 5",,
107868347,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/36/57/ef/1326722275.webp,,42,6,830000.0,penthouse,sale,128.0,True,2,2,calle de Cobos de Segovia,Madrid,Madrid,Arganzuela,es,Imperial,40.406457,-3.7181903,False,https://www.idealista.com/inmueble/107868347/,"Precioso ático con amplia terraza  Compuesto por gran salón con cocina integrada y salida a la terraza, dos dormitorios, baño, terraza de 30 m2 aprox Recién reformado Plaza de garaje  Piscina  Zonas comunes de ocio Portero.",False,good,False,True,6484.0,False,False,False,False,[],False,False,830000.0,€,flat,penthouse,"Imperial, Madrid",Ático en calle de Cobos de Segovia,True,True
106526471,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b2/b5/1d/1310741757.webp,,28,3,249900.0,flat,sale,89.0,True,3,2,Centro,Madrid,Móstoles,Centro,es,,40.3262212,-3.8663411,False,https://www.idealista.com/inmueble/106526471/,"Venta Rápida de Inmuebles pone a la venta en EXCLUSIVA esta magnifica vivienda en el corazón de Móstoles, es una oportunidad única. ¡Descubre tu nuevo hogar en el corazón de Móstoles! Este magnífico piso de 89 m² construidos te ofrece todo lo que necesitas para vivir cómodamente. Ubicado en una tercera planta con ascensor, disfrutarás de un salón independiente, amplio y luminoso, que se abre a un encantador balcón, perfecto para disfrutar de las vistas. La cocina es independiente, ideal para los amantes de la gastronomía.  La vivienda cuenta con tres dormitorios equipados con armarios empotrados, proporcionando un espacio de almacenamiento óptimo. Además, dispone de dos baños, uno completo y otro aseo, lo que garantiza comodidad para toda la familia.  Este piso está en excelente estado y es apto para personas con movilidad reducida. La calefacción por hilo asegura una temperatura agradable durante todo el año. La orientación norte y oeste permite una iluminación natural excepcional. Y no podemos olvidar la plaza de garaje incluida en el precio, ¡una verdadera ventaja en el centro de la ciudad! No pierdas la oportunidad de vivir en este encantador piso que combina comodidad y ubicación privilegiada. Ubicada en una zona con todos los servicios y comercios a tu alcance, también encontrarás zonas verdes, parques, colegios e institutos cercanos. La excelente red de transporte público incluye Metrosur, Renfe y varias líneas de autobús, facilitando tus desplazamientos diarios. **NOSOTROS TE CONSEGUIMOS INCLUSO MAS EL 100% MAS GASTOS, INFORMATE**.",True,good,False,True,2808.0,False,False,False,False,[],False,False,249900.0,€,flat,,"Centro, Móstoles",Piso,True,True
106508386,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/69/81/88/1293736472.webp,,18,,1290000.0,chalet,sale,450.0,,5,5,Barrio El Cantizal,Madrid,Las Rozas de Madrid,El Cantizal,es,El Cantizal,40.5281243,-3.9263134,False,https://www.idealista.com/inmueble/106508386/,"Presentamos este exclusivo chalet independiente Levitt modelo Cádiz, ubicado en la exclusiva urbanización Alto Lazarejo. Con 450m2, destaca por su amplitud, luminosidad y confort. Planta baja: Gran recibidor que te lleva a un amplio y luminoso salón comedor, con una elegante chimenea, que da acceso a un porche orientado al sur. Cuarto de estar, que se puede convertir en despacho, dormitorio o zona de estudio. Cocina totalmente equipada con gran capacidad de almacenamiento y una amplia despensa. Baño y armario. Primera planta: Accedemos por una cómoda escalera que nos lleva a un distribuidor, en donde nos encontramos con 4 dormitorios y 3 baños.  Dos de los dormitorios con baño en suite y grandes armarios. Dormitorio principal con vestidor, baño en suite y acceso a una gran terraza con preciosas vistas, despejadas y con orientación sur. Semisótano: Habitación grande y luminosa con gran armario y baño completo, ideal para invitados o zona de servicio. Trastero adicional para almacenamiento.  Lavandería equipada. Gran salón polivalente con A/C y bomba de calor, ideal para usar como sala de juegos, cine en casa o gimnasio. Garaje con capacidad para 3 coches.  Piscina privada rodeada de un jardín con orientación sur, que garantiza sol durante todo el día. Calefacción por suelo radiante en toda la casa, proporcionando un confort óptimo durante los meses fríos. Aire acondicionado en toda la casa, con termostatos independientes en cada estancia para un control personalizado del clima. Toda la carpintería de la casa es blanca lacada, aportando elegancia y luminosidad. Como propietario en la urb. Alto Lazarejo, tendrás acceso exclusivo a un club privado con pistas de tenis, pistas de pádel, y jardines, ideal para disfrutar de actividades deportivas y de ocio sin salir de tu entorno. La urbanización Alto Lazarejo es una de las más exclusivas de Las Rozas de Madrid, ofreciendo un entorno tranquilo y seguro, con fácil acceso a todos los servicios esenciales como colegios, centros comerciales, restaurantes, y conexiones rápidas a Madrid o a través de la A-6 y transporte público. No pierdas la oportunidad de visitar este magnífico chalet. ¡Te encantará! Contactanos para más información o para concertar una visita.",False,good,False,,2867.0,True,False,False,False,[],False,False,1290000.0,€,chalet,independantHouse,"El Cantizal, Las Rozas de Madrid",Casa independiente,True,True
106594070,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ab/68/c9/1288093772.webp,GTRE-02267,3,,137005.0,flat,sale,74.0,,3,2,calle de Villalba,Madrid,Fuenlabrada,Centro,es,,40.2882395,-3.7958279,False,https://www.idealista.com/inmueble/106594070/,"NO COBRAMOS COMISIÓN DE INTERMEDIACIÓN AL COMPRADOR INMUEBLE EN RENTABILIDAD ¡Tenemos en exclusiva un piso para ti! Disponemos de un piso en edificio residencial que puedes adquirir en propiedad, muy bien distribuido y con distintas dependencias, ofreciendo todo lo que necesitas para una vida cómoda y moderna. Desde el momento en que cruces la puerta de entrada, te sentirás acogido por su ambiente cálido, ubicado en la localidad de Fuenlabrada, provincia de Madrid.  Este piso es ideal para quienes buscan un hogar confortable en un entorno natural y acogedor. Este espacioso piso cuenta con un luminoso salón-comedor, perfecto para disfrutar de momentos en familia y reuniones con amigos.  A poca distancia, encontrarás supermercados, colegios, centros de salud y una variada oferta de tiendas y restaurantes. Además, la excelente conexión con las principales vías de acceso te permitirá llegar rápidamente a otras áreas de interés en Madrid y sus alrededores. Hipoges es una plataforma inmobiliaria donde podrás acceder a miles de activos inmobiliarios de diferentes tipos como viviendas, locales comerciales, terrenos, nueva obra, tanto a nivel particular como para inversores. Hipoges cuenta con una amplia cartera de activos inmuebles tanto en España como en Portugal y Grecia.  Esta propiedad se encuentra alquilada. No se puede visitar. No apta para compradores que requieran financiación hipotecaria. El comprador se subrogará a las condiciones indicadas en el contrato de alquiler vigente. La información proporcionada referente a la distribución y estructura puede no ajustarse a la realidad, ya que su verificación no ha sido posible. La distribución indicada se ha tomado en referencia a la distribución de activos de la zona. ¿Necesitas financiación? Te ofrecemos la posibilidad de financiaciones de hasta el 100% para la compra de este inmueble. Entra en Finanwin. com, haz tu simulación y obtén la mejor oferta para tu Hipoteca de la manera más ágil y sencilla.",False,good,False,False,1851.0,False,False,False,False,[],False,False,137005.0,€,flat,,"Centro, Fuenlabrada",Piso en calle de Villalba,,
108584399,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/dc/84/4f/1349151437.webp,,6,11,1040000.0,flat,sale,100.0,True,3,2,calle de Francisco Silvela,Madrid,Madrid,Barrio de Salamanca,es,Guindalera,40.4338079,-3.6741111,False,https://www.idealista.com/inmueble/108584399/,"¡Descubre esta espectacular vivienda en planta 11 de uno de los mejores edificios de barrio de Salamanca por su ubicación y altura!  Con unas vistas inigualables que te dejarán sin aliento, este piso de 100 m² construidos es el lugar perfecto para crear el hogar de tus sueños. La ubicación es ideal, con excelentes accesos al centro de Madrid y a las principales carreteras. Además, el metro está justo en la puerta y hay numerosas líneas de autobús cercanas, así como un intercambiador a solo 3 minutos a pie. La propiedad cuenta con tres dormitorios y un luminoso salón-comedor exterior que ofrece vistas únicas, perfecto para disfrutar de momentos inolvidables. Con dos baños y una cocina que espera tu toque personal, esta vivienda necesita reforma, lo que te brinda la oportunidad de personalizar cada rincón a tu gusto. También incluye armarios empotrados y calefacción eléctrica, además de aire acondicionado para mayor confort. La orientación norte y oeste garantiza luz natural durante todo el día, y con una plaza de garaje incluida en el precio, la comodidad está asegurada. La cercanía a colegios, iglesias, hospitales y una variedad de restaurantes hace que esta ubicación sea aún más atractiva.  ¡No dejes pasar la oportunidad de visitar este piso en Salamanca y convertirlo en tu nuevo hogar! honorarios de agencia a consultar.",False,renew,False,True,10400.0,False,False,False,False,[],False,False,1040000.0,€,flat,,"Guindalera, Madrid",Piso en calle de Francisco Silvela,True,True
108816148,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/40/c6/a5/1355965058.webp,2216/77,18,,132000.0,countryHouse,sale,30.0,,2,1,Miraflores de la Sierra,Madrid,Miraflores de la Sierra,,es,,40.8142122,-3.7652684,False,https://www.idealista.com/inmueble/108816148/,"REF. 2216/77. ALFA SIERRA NORTE, presenta en exclusiva esta joya urbana en el corazón de Miraflores de la Sierra. SIN COMISION AL COMPRADOR En una encantadora y tranquila calle del casco histórico, a escasos metros de la Plaza del Ayuntamiento y rodeada de todos los servicios, se encuentra esta acogedora casita reformada con un estilo único y lleno de personalidad. ¿Qué la hace tan especial? No se trata solo de una reforma integral a estrenar, sino de una intervención cuidadosamente diseñada para conservar el alma original de la vivienda, incorporando materiales y acabados que la convierten en un auténtico hogar con carácter. •Vigas de madera vistas, que aportan calidez y un aire rústico muy acogedor. •Paredes de ladrillo visto, que dotan de textura y estilo a los espacios. •Suelos de tarima con acabado tipo parquet, elegantes y confortables. •Un cuarto de baño con revestimientos en porcelánico imitación mármol blanco betéado, que imprime un toque de distinción y luminosidad. Y plato de ducha •Cocina completamente equipada con electrodomésticos nuevos y mobiliario de diseño funcional. Distribución perfecta La vivienda cuenta con dos dormitorios, uno de ellos ideal como espacio de trabajo, vestidor o habitación de invitados, lo que la convierte en una opción versátil para distintos estilos de vida. Ideal para… •Personas que buscan su primera vivienda en un entorno tranquilo pero céntrico. •Mayores que valoran tener todos los servicios a mano y una casa sin complicaciones. •Quienes desean una segunda residencia con encanto en uno de los pueblos más bonitos de la Sierra de Madrid. ´ Una magnífica oportunidad de inversión, ya que es ideal para uso de alquiler turístico, no solo por sus características sino por su ubicación Haz realidad el hogar con el que sueñas. Te ayudamos a financiarlo sin compromiso, sin comisiones inmobiliarias, y con la confianza de más de 10 años de experiencia en la zona.",False,good,False,,4400.0,True,False,True,False,[],False,False,132000.0,€,countryHouse,casaDePueblo,Miraflores de la Sierra,Casa de pueblo,,
107185160,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6a/7f/85/1354327149.webp,60699596,7,1,195000.0,flat,sale,92.0,,2,1,"calle del Tesoro, 17",Madrid,Algete,,es,,40.5944157,-3.4968109,True,https://www.idealista.com/inmueble/107185160/,"Vivienda ubicada en la población de Algete, Madrid. Vivienda distribuida en salón-comedor, 2 habitaciones, cocina y 1 baño. Municipio que dispone de todos los servicios básicos a su alcance, con oferta comercial y educativa, variedad de servicios de restauración y zonas verdes valoradas en las que poder realizar actividades al aire libre. Vivienda para quienes quieran vivir en una zona tranquila y muy bien comunicada como para aquellos que busquen invertir para arrendamiento con una muy buena rentabilidad. Todo ello, además, con excelentes comunicaciones por transporte público y carreteras. Consulte la disponibilidad de los inmuebles y solicite información sin compromiso.",False,renew,False,,2120.0,False,False,False,False,[],False,False,195000.0,€,flat,,Algete,"Piso en calle del Tesoro, 17",,
106579344,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/09/79/d5/1287394160.webp,GTRE-00858,3,,200700.0,flat,sale,106.0,,4,3,calle Villalobos,Madrid,Griñón,,es,,40.2106608,-3.8493647,False,https://www.idealista.com/inmueble/106579344/,"NO COBRAMOS COMISIÓN DE INTERMEDIACIÓN AL COMPRADOR INMUEBLE EN RENTABILIDAD ¡Tenemos en exclusiva un piso para ti! Disponemos de un piso en edificio residencial que puedes adquirir en propiedad, muy bien distribuido y con distintas dependencias, ofreciendo todo lo que necesitas para una vida cómoda y moderna.  Desde el momento en que cruces la puerta de entrada, te sentirás acogido por su ambiente cálido, ubicado en la localidad de Griñón, provincia de Madrid.  Este piso es ideal para quienes buscan un hogar confortable en un entorno natural y acogedor. Este espacioso piso cuenta con un luminoso salón-comedor, perfecto para disfrutar de momentos en familia y reuniones con amigos.  A poca distancia, encontrarás supermercados, colegios, centros de salud y una variada oferta de tiendas y restaurantes.  Además, la excelente conexión con las principales vías de acceso te permitirá llegar rápidamente a otras áreas de interés en Madrid y sus alrededores. Hipoges es una plataforma inmobiliaria donde podrás acceder a miles de activos inmobiliarios de diferentes tipos como viviendas, locales comerciales, terrenos, nueva obra, tanto a nivel particular como para inversores. Hipoges cuenta con una amplia cartera de activos inmuebles tanto en España como en Portugal y Grecia.  Esta propiedad se encuentra alquilada. No se puede visitar. No apta para compradores que requieran financiación hipotecaria. El comprador se subrogará a las condiciones indicadas en el contrato de alquiler vigente. La información proporcionada referente a la distribución y estructura puede no ajustarse a la realidad, ya que su verificación no ha sido posible. La distribución indicada se ha tomado en referencia a la distribución de activos de la zona. ¿Necesitas financiación? Te ofrecemos la posibilidad de financiaciones de hasta el 100% para la compra de este inmueble. Entra en Finanwin. com, haz tu simulación y obtén la mejor oferta para tu Hipoteca de la manera más ágil y sencilla.",False,good,False,False,1893.0,False,False,False,False,[],False,False,200700.0,€,flat,,Griñón,Piso en calle Villalobos,,
108879604,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/83/35/26/1357756848.webp,,22,1,350000.0,flat,sale,75.0,True,3,1,Barrio Ventas,Madrid,Madrid,Ciudad Lineal,es,Ventas,40.4304752,-3.6480065,False,https://www.idealista.com/inmueble/108879604/,"***Próximo día para visitas: sábado 2 agosto por la mañana*** Fantástico Piso de 3 habitaciones listo para disfrutar desde el primer día, con trastero y plaza de garaje. La vivienda se encuentra en un magnífico estado de conservación y está lista para disfrutar o alquilar de inmediato. Desde la entrada, encontramos un hall distribuidor desde el que se accede a prácticamente todas la estancias principales de la vivienda. La vivienda se compone de salón comedor con salida directa a una bonita terraza, 3 habitaciones, 1 baño completo y una preciosa cocina totalmente amueblada. Desde una de las habitaciones se accede a una terraza secundaria. Cuenta también con un amplio trastero en la planta superior del edificio. El precio incluye una plaza de garaje, ideal para motos, usarla como trastero o para un vehículo no excesivamente alto (turismo normal OK. SUV, no). La vivienda cuenta con suelos de parqué, ventanas PVC, toldos eléctricos, persiana motorizada, calefacción central y está perfecto estado de conservación. El barrio ofrece todos los servicios habituales a pie: metro, autobús, comercios, colegio, etc. Las principales características de esta propiedad son: - Piso de 3 habitaciones y 1 baño - Trastero y plaza de garaje incluidas en el precio de venta - Excelente estado de conservación. - Ideal para inversión ""buy to rent"" - Excelente estado de conservación Contacta con nosotros para más información.",False,good,False,True,4667.0,False,False,False,False,[],False,False,350000.0,€,flat,,"Ventas, Madrid",Piso,True,True
108702875,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e2/5f/40/1352602844.webp,1300,6,4,1395000.0,flat,sale,103.0,True,2,2,calle del Monte Esquinza,Madrid,Madrid,Chamberí,es,Almagro,40.427931,-3.6923072,False,https://www.idealista.com/inmueble/108702875/,"Precioso piso exterior a ESTRENAR de 103 m² de ALTA CALIDAD en la mejor zona de Almagro, calle Monte Esquinza muy cerca del Retiro y a un paso de la plaza de Colón, ubicado en un precioso edificio clásico de 1900 con ascensor y portero, te ofrece una experiencia de vida única. Situado en la QUINTA planta y orientación SUROESTE, este luminoso piso cuenta con 2 habitaciones y 2 baños, 1 de ellas en suite, los 2 baños completos. Suelos de madera natural, AA y calefacción de suelo radiante. El interiorismo, realizado por BANNI, combina elegancia y funcionalidad. La cocina de alta gama BANNI - Arclinea, integrada en el salón comedor pero independizada, está equipada con electrodomésticos Siemens Studio Line y baños BANNI, garantizando calidad y diseño. Además, el aire acondicionado Daikin de frio y calor te permitirá disfrutar de un ambiente perfecto durante todo el año. Disfruta de las vistas desde tu balcón, preciosas vistas. Totalmente amueblado con grandes firmas Italianas de BANNI (B&B Italia, Lema, Porada, entre otras), DECORACIÓN llave en mano INCLUIDA en el precio, este piso es una joya lista para entrar a vivir. Su orientación este/sur este asegura luz natural durante todo el día y ventilación cruzada. No pierdas la oportunidad de vivir en una de las zonas más exclusivas de Madrid, cerca de la Plaza de Colón y el Retiro. ¡Ven a visitarlo y enamórate!",False,good,False,True,13544.0,False,False,False,False,[],False,False,1395000.0,€,flat,,"Almagro, Madrid",Piso en calle del Monte Esquinza,,
108722457,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4c/e3/ae/1353193094.webp,,18,2,179000.0,flat,sale,53.0,True,2,1,Barrio Buena Vista,Madrid,Madrid,Carabanchel,es,Buena Vista,40.3753401,-3.7501371,False,https://www.idealista.com/inmueble/108722457/,"Inmobiliaria Horizonte Urbano vende piso en Carabanchel Alto, en una zona tranquila y bien comunicada. La vivienda es totalmente exterior, lo que garantiza una excelente entrada de luz natural durante todo el día. La vivienda se distribuye en 2 dormitorios, 1 baño completo, cocina independiente, salón con acceso a terraza cerrada, incluye trastero además dispone de calefacción individual por gas natural. Ubicada a solo 5 minutos a pie de la estación de metro Carabanchel Alto (Línea 11) y con parada de autobuses en la puerta (líneas 34, 35, 47 y 139), lo que facilita el acceso al centro y a otras zonas de Madrid. Una excelente oportunidad tanto para vivir como para invertir en una de las zonas con mayor proyección del distrito. Para más información o concertar una visita, contacta con Horizonte Urbano. Importante: En el precio no están incluidos los honorarios de agencia, así como tampoco los impuestos derivados de la compraventa, gastos notariales, de inscripción en el registro y/o gestoría, ni los gastos derivados de cualquier financiación, que correrán por cuenta del comprador.",False,good,False,False,3377.0,False,False,False,False,[],False,False,179000.0,€,flat,,"Buena Vista, Madrid",Piso,,
106131349,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/33/b1/5c/1273469271.webp,,34,1,760000.0,flat,sale,175.0,True,4,2,Norte,Madrid,Alcobendas,Norte,es,,40.5454933,-3.6590589,False,https://www.idealista.com/inmueble/106131349/,"¡Descubre tu nuevo hogar en Alcobendas! Esta exclusiva vivienda, situada en la mejor zona de la ciudad, te ofrece un entorno idílico rodeado de parques y todos los servicios que necesitas: transportes, comercios, colegios y más. Con 175 m² construidos, este piso cuenta con 4 amplios dormitorios con armarios empotrados y 2 baños completos, uno de ellos en suite con bañera de hidromasaje. El espacioso salón comedor independiente tiene acceso a una terraza de 14 m², ideal para disfrutar del aire libre. La amplia cocina con tendedero es perfecta para los amantes de la gastronomía. Ubicada en la primera planta de un edificio con ascensor, esta vivienda es apta para personas con movilidad reducida. La urbanización cerrada ofrece seguridad y comodidad con conserje, videovigilancia, piscina y gimnasio. Además, se incluye una amplia plaza de garaje. Construida en 2001 y en MUY buen estado, esta vivienda es la oportunidad perfecta para vivir en un entorno privilegiado. ¡No dejes pasar esta oportunidad y ven a visitarla!",False,good,False,True,4343.0,False,False,False,False,[],False,False,760000.0,€,flat,,"Norte, Alcobendas",Piso,True,True
107701004,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3d/c7/e4/1320237227.webp,,15,bj,395000.0,duplex,sale,68.0,True,2,1,"calle de los Peñascales, 47",Madrid,Madrid,Barrio de Salamanca,es,Fuente del Berro,40.4237135,-3.6637607,True,https://www.idealista.com/inmueble/107701004/,"¡Descubre tu nuevo hogar en el corazón del prestigioso Barrio Salamanca! Este encantador dúplex de 68 m² te ofrece la combinación perfecta de confort y ubicación. Situado en la planta baja, disfrutarás de una excelente comunicación gracias a su cercanía al metro y a diversas líneas de autobuses. Con dos acogedoras habitaciones y un baño, este inmueble amueblado está listo para que te mudes sin preocupaciones. El dúplex cuenta con una terraza interior ideal para relajarte después de un largo día, mientras que los armarios empotrados te proporcionan el espacio de almacenamiento que necesitas. Construido en 2006, el piso se encuentra en buen estado y dispone de calefacción eléctrica con bomba de frío/calor, asegurando tu comodidad durante todo el año. Además, su orientación este garantiza una excelente iluminación natural. Frente al parque Fuente del Berro, podrás disfrutar de un entorno verde y tranquilo, perfecto para pasear o practicar deporte al aire libre. No pierdas la oportunidad de vivir en una de las zonas más exclusivas de Madrid, con todas las comodidades y servicios a tu alcance. ¡Este dúplex es una joya que no querrás dejar escapar!",True,good,False,False,5809.0,False,False,False,False,[],False,False,395000.0,€,flat,duplex,"Fuente del Berro, Madrid","Dúplex en calle de los Peñascales, 47",,
106017357,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/67/a5/47/1270014695.webp,BUITRAGO ,25,,410000.0,chalet,sale,222.0,,4,2,Buitrago del Lozoya,Madrid,Buitrago del Lozoya,,es,,40.9911978,-3.6374533,False,https://www.idealista.com/inmueble/106017357/,"¡Oportunidad única en Buitrago del Lozoya!  Este encantador chalet pareado de 222 m² construidos y 210 m² útiles ofrece todo lo que necesitas para vivir cómodamente. Distribuido en dos plantas, la primera planta cuenta con una bonita entrada, un amplio comedor de 60 m², una cocina de 12 m² equipada con cuarto para lavadora y secadora, un baño completo y un garaje con capacidad para un coche grande y dos motos.  En la segunda planta encontrarás cuatro enormes dormitorios con armarios empotrados, un amplio baño y dos habitaciones con acceso a una terraza cubierta de 18 m² que ofrece impresionantes vistas al río Lozoya y al bosque.  Las ventanas climalit oscilobatientes con rotura térmica recién instaladas aseguran una excelente eficiencia energética.  La calefacción individual de gasóleo con un depósito de mil litros garantiza una temperatura agradable durante todo el año. Además, la propiedad incluye una bodega, un trastero y una amplia despensa, proporcionando espacio de almacenamiento adicional.  Ubicado en la mejor zona de Buitrago, estarás cerca de transporte público, zonas comerciales y colegios. No pierdas la oportunidad de vivir en este maravilloso entorno natural con todas las comodidades modernas.  ¡Ven a visitarlo y enamórate!",False,good,False,,1847.0,False,False,False,False,[],False,False,410000.0,€,chalet,semidetachedHouse,Buitrago del Lozoya,Chalet pareado,True,True
106467326,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9c/0e/51/1283757049.webp,,5,1,930000.0,flat,sale,102.0,True,3,2,"calle de García de Paredes, 16",Madrid,Madrid,Chamberí,es,Trafalgar,40.436761,-3.7015722,True,https://www.idealista.com/inmueble/106467326/,"Vivienda a estrenar. Consta de 3 dormitorios y dos baños. Se entrega totalmente reformada. Techos altos, mucha luz, buen portal.",False,good,False,True,9118.0,True,False,False,False,[],False,False,930000.0,€,flat,,"Trafalgar, Madrid","Piso en calle de García de Paredes, 16",,
104939235,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2f/7b/4d/1281466060.webp,GTRE-01250,7,7,277000.0,flat,sale,120.0,True,3,2,"calle de Paraguay, 10",Madrid,Coslada,Valleaguado - La Cañada,es,,40.4233788,-3.5450931,True,https://www.idealista.com/inmueble/104939235/,"OPORTUNIDAD INVERSORES PISO VENTA EN RENTABILIDAD ( NO SE PUEDE VISITAR) ACTUALMENTE CON CONTRATO EN ALQUILER (FINALIZA contrato 15/03/28, RENTA 610€), HAGA SU OFERTA, DISPONEMOS DE UNA AMPLIA CARTERA DE INMUEBLES ALQUILADOS Y LOCALES EN RENTABILIDAD. Madrid es un municipio y una ciudad de España.  La localidad, con categoría histórica de villa, es la capital del Estado y de la Comunidad de Madrid.  En su término municipal, el más poblado de España, se constituye como la segunda ciudad más poblada de la Unión Europea, así como su área metropolitana. Como capital de España, alberga las sedes del Gobierno de la Nación y sus departamentos ministeriales, de las Cortes Generales (Congreso de los Diputados y Senado), del Tribunal Supremo y del Tribunal Constitucional, así como la residencia oficial de los reyes de España y del presidente del Gobierno. Es la 8. ª ciudad del mundo con mayor presencia de multinacionales.",False,renew,False,True,2308.0,False,False,False,False,[],False,False,277000.0,€,flat,,"Valleaguado - La Cañada, Coslada","Piso en calle de Paraguay, 10",,
106011753,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/81/c0/17/1270890991.webp,,43,3,2500000.0,penthouse,sale,140.0,True,1,1,Barrio Recoletos,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4254819,-3.6798417,False,https://www.idealista.com/inmueble/106011753/,"Exclusiva y singular vivienda en venta, se trata de un triplex de 140m con ascensor privado mas gran terraza privada de 40 metros situada en uno de los mejores edificios clásicos y representativos de madrid. Ubicado a escasos metros del parque del retiro.  Completamente reformada con calidades de super lujo. La vivienda esta completamente amueblada con mobiliario de alta calidad y diseño.  Distribución: Entrando a la vivienda nos encontramos con el hall de entrada, escaleras de acceso a la primera planta, un espacio donde esta el ascensor y la zona de lavado. En la primera planta tenemos el gran salón-comedor y cocina todo exterior orientado al mediodía (sur). En la segunda planta esta el dormitorio con muy buenos armarios y cuarto de baño. Desde esta planta subimos a la planta ático donde tenemos un estudio o despacho y desde donde aquí accedemos a la maravillosa terraza. Esta incluida en el precio una plaza de garaje en el mismo edificio.  Portero y seguridad 24 horas. Carvajal Consulting empresa especializada desde hace 14 años en inmuebles exclusivos, casas de lujo y viviendas singulares. Por eso mismo somos muy conscientes de que este segmento nos exige un tratamiento muy especial de las preferencias de nuestros clientes. Hemos diseñado una metodología de trabajo, muy personalizada, concebida a su medida. Analizamos, en profundidad, sus intereses, tratamos de comprender sus necesidades, sus expectativas y demandas, con el fin de lograr nuestro principal objetivo: la plena satisfacción de las personas que confían en nosotros. Fieles a estos principios, hemos desarrollado nuestra filosofía de empresa. Nuestro principal objetivo: la plena satisfacción de las personas que confían en nosotros.",False,good,False,True,17857.0,False,False,False,False,[],False,False,2500000.0,€,flat,penthouse,"Recoletos, Madrid",Ático,True,True
