propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,district,neighborhood,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
108700124,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/06/00/4a/1352537202.webp,,29,,535000.0,chalet,sale,231.0,,6,4,calle Antonio Palacios,Madrid,Alcalá de Henares,es,40.4870594,-3.3951834,False,https://www.idealista.com/inmueble/108700124/,"TECNOCASA DE LA GARENA - EL OLIVAR - CAMARMA DE ESTERUELAS Vende chalet adosado reformado de cuatro plantas en La Garena, Alcalá de Henares. Este impresionante chalet adosado dispone de radiadores de aluminio en todas las estancias, suelos cerámicos con efecto madera, doble ventana climalit, lo que garantiza un excelente aislamiento térmico y acústico y 10 placas solares, contribuyendo al ahorro energético.  Se encuentra ubicado en La GARENA, barrio tranquilo y residencial. Es una zona muy cómoda, próxima al centro y con todos los servicios a su alcance, como Colegios, Institutos, Supermercados tales como Mercadona, Centro Comercial La Garena Plaza, Autobús y cercanías Renfe a menos de 5 minutos andando, cerca del Hospital Príncipe de Asturias, Piscina y Polideportivos Municipales. Acceso directo a la A-2 a solo 1 minuto.  El inmueble se sitúa sobre una parcela plana de 154 m² y cuenta con una superficie construida de 231 m² distribuidos en cuatro plantas: En la planta baja, se despliega un encantador patio delantero que invita a la serenidad, adornado con un pozo y un cómodo asiento, creando una zona de descanso íntima y apacible. Este espacio ofrece además acceso directo al garaje subterráneo. Da paso a una entrada cerrada, cocina comedor muy amplio y luminoso con bomba de frío/calor y un aseo con ventana. El salón con chimenea y aire acondicionado, además de espacioso, tiene acceso directo a un porche acristalado con calefacción eléctrica que permite disfrutar del exterior en cualquier época del año. Como anejo, encontramos un patio de 40m con pérgola. En la primera planta, dos dormitorios individuales con armarios empotrados de gran capacidad de almacenamiento, un baño completo con bañera y un dormitorio principal con vestidor y baño completo en suite con plato de ducha. Los tres dormitorios disponen de aire acondicionado. En la segunda planta, encontramos dos dormitorios adicionales con armarios empotrados y bomba de frío/calor, un baño completo con ducha y una amplia terraza con vistas despejadas. Finalmente, en el nivel subterráneo, se dispone de un amplio aparcamiento con capacidad para dos vehículos, accesible mediante una puerta automática y con cargador para coche eléctrico. Este espacio está complementado con armarios empotrados, un trastero y un cuarto adicional que ofrece múltiples posibilidades de uso, permitiendo adaptarlo a diversas necesidades. Este chalet es ideal para disfrutar de la comodidad y la funcionalidad, tanto dentro como fuera de la vivienda, ofreciendo amplios espacios y una distribución perfecta para toda la familia. NO LO DUDE Y VENGA A VISITARLO SIN COMPROMISO. Y RECUERDE QUE PODEMOS CONSEGUIR HASTA EL 100% DE FINANCIACIÓN CON NUESTRO DEPARTAMENTO DE INTERMEDIACIÓN FINANCIERA KIRON CON LAS MEJORES CONDICIONES DEL MERCADO.",False,good,False,,2316.0,False,False,False,False,[],False,False,535000.0,€,True,True,chalet,terracedHouse,"La Garena, Alcalá de Henares",Chalet adosado en calle Antonio Palacios,Destacado,La Garena,,,,,
104286187,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/56/7c/7e/1215526446.webp,,34,8,1420000.0,flat,sale,107.0,True,2,2,calle Gran Vía,Madrid,Madrid,es,40.4238662,-3.7074322,False,https://www.idealista.com/inmueble/104286187/,"¡Bienvenido al estilo de vida sofisticado en pleno centro de Madrid! Este increíble ático de 102 metros cuadrados se encuentra en la octava planta de una finca rehabilitada de lujo en la calle Gran Vía.  Disfruta de vistas panorámicas desde cualquier punto del inmueble y de la luz natural que inunda todas las estancias por ser completamente exterior.  El ático cuenta con dos dormitorios y dos baños, lo que lo hace perfecto para una pareja o una familia pequeña. Además, tendrás acceso a la piscina y gimnasio en la azotea, para que puedas mantenerte en forma mientras disfrutas de las vistas de la ciudad.  La ubicación es inmejorable, cerca de tiendas, restaurantes y servicios. Además, tendrás una plaza de garaje incluida en el precio para mayor comodidad.  ¡No pierdas la oportunidad de vivir en uno de los áticos más exclusivos de Madrid! En Domus Vendi estamos esperando tu llamada para ampliar información o visitar la casa de tus sueños!",False,good,False,True,13271.0,False,False,False,False,[],False,False,1420000.0,€,True,True,flat,,"Palacio, Madrid",Piso en calle Gran Vía,Destacado,Centro,Palacio,,,,
108441647,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cf/bc/02/1347430833.webp,PIS_3872,42,1,248500.0,flat,sale,84.0,True,3,1,CL DUERO,Madrid,Coslada,es,40.4253177,-3.5404776,False,https://www.idealista.com/inmueble/108441647/,"COSLADA - ZONA VALLEAGUADO - LOS RÍOS. VIVIENDA DE 3 HABITACIONES REFORMADA CON ASCENSOR Y ESPECTACULAR TERRAZA DE 14 METROS. ORIENTACIÓN SUROESTE TRASTERO! CARACTERÍSTICAS: PERFECTO ESTADO 75 M², 3 AMPLIOS dormitorios, cocina amueblada y equipada (electrodomésticos incluidos), 1 baño completo reformado c/VENTANA, salón con salida a GRAN TERRAZA, antigüedad 1971. ASCENSOR Y GRAN TRASTERO.  La vivienda tiene una luz inmejorable todo el año y VENTILACION CRUZADA. CALIDADES: suelos/GRES, ventanas/aluminio, puertas/sapely, puerta entrada/Blindada, pintura/-Gotelet, Calefacción individual, caldera mixta y radiadores de aluminio, Toldo en terraza, Aire acondicionado en salón y ventiladores en dos habitaciones. Orientación Suroeste. La cuota comunitaria incluye el consumo de agua. VÍDEO PORTERO  ZONA: Ubicado en una zona con todo tipo de comercios y servicios. Magnífica comunicación, a escasos metros de la parada de autobús, próximo a la parada de metro (Línea 7). Próximo a grandes vías de comunicación (M-45, A2, M21). COMERCIALIZA: ""Reylank Propiedades"" es una empresa que desde su fundación hace más de 25 años está dedicada a la prestación de servicios de consultoría y mediación dentro del sector inmobiliario y financiero.",False,good,False,True,2958.0,False,False,False,False,[],False,False,248500.0,€,,,flat,,"Valleaguado - La Cañada, Coslada",Piso en Cl Duero,Destacado,Valleaguado - La Cañada,,,,,
108320572,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6c/1a/a3/1340607475.webp,843263,36,,370000.0,duplex,sale,112.0,True,4,2,avenida de Nuestra Señora de Valvanera,Madrid,Madrid,es,40.3958246,-3.7407557,False,https://www.idealista.com/inmueble/108320572/,"Housfy vende dúplex en Latina, Madrid, perfecto para familias o parejas que busquen un lugar cómodo para su día a día. Detalles del inmueble: - Vivienda tipo dúplex de 112 mts en Los Cármenes. (Los metros cuadrados están verificados con la Dirección General de Catastro) - Construido en 1960. - En planta baja encontramos agradable salón de 16 m2 que es un lugar perfecto para descansar tras una jornada de trabajo, creando un precioso y único espacio. Y otro salón en la parte de atrás.  - Además de dos cocinas. - En la planta superior dispone de 4 habitaciones de buen tamaño y 2 baños completos. - Sin patio (ya que se ha construido sobre el).  - Muy bien comunicado, muy cerca paradas de transporte público. Sobre la ubicación, si escoges este barrio para vivir tendrás todos los servicios esenciales que necesitarás para tu nueva vida. A escasos metros encontramos: centros educativos, centros de salud, parques, equipamientos deportivos y supermercados, farmacias, entre otros. No lo dudes más y contacta con nosotros para agendar una visita, conseguiremos la vivienda de tus sueños. Sobre nosotros Housfy es la plataforma integral de servicios inmobiliarios. Nuestra combinación de expertos y tecnología pone al alcance de todo el mundo servicios cómodos, claros y seguros. AICAT número: 7922 Nos encargamos de la gestión y asesoramiento de la compra. ¡Olvídate de todo! Hacemos los trámites por ti. Y, si además necesitas financiación, ponemos a tu disposición un bróker hipotecario para ayudarte a conseguir las mejores condiciones para tu perfil económico. ¿Tienes alguna duda? Pregúntanos sin compromiso o visítanos en housfy. com.",False,good,False,True,3304.0,False,False,False,False,[],False,False,370000.0,€,,,flat,duplex,"Los Cármenes, Madrid",Dúplex en avenida de Nuestra Señora de Valvanera,Destacado,Latina,Los Cármenes,,,,
108839655,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/34/c7/45/1356633044.webp,2157pc,33,1,318500.0,flat,sale,118.0,True,4,2,calle Isla de Sálvora,Madrid,Collado Villalba,es,40.6192203,-4.0128472,False,https://www.idealista.com/inmueble/108839655/,"¡Descubre tu nuevo hogar en la Urbanización Parque de la Coruña! Este espectacular piso, completamente reformado y en perfecto estado, ofrece un ambiente acogedor y moderno. Con una superficie de 118 m² aprox, cuenta con un hall que da paso a un luminoso y amplio salón comedor, donde podrás disfrutar de momentos inolvidables con familia y amigos. La gran terraza acristalada es ideal para relajarte y disfrutar del aire libre en cualquier época del año. La cocina, totalmente amueblada, está lista para que prepares tus platos favoritos. Además, dispone de cuatro dormitorios con armarios empotrados, perfectos para adaptarse a tus necesidades. Los dos baños completos, uno de ellos en suite, añaden comodidad y funcionalidad a la vivienda. Los suelos de parquet y las ventanas oscilovatientes aportan un toque de elegancia y confort. La urbanización cuenta con zonas ajardinadas, piscina y pista de tenis, ideales para disfrutar de un estilo de vida activo y al aire libre. Situado en la primera planta, este piso exterior. Con calefacción de gas natural. Ascensor, este inmueble combina confort y practicidad en cada rincón. No dejes pasar la oportunidad de vivir en este maravilloso hogar. ¡Contacta ahora para más información y ven a visitarlo!",True,good,False,True,2699.0,False,False,False,False,[],False,False,318500.0,€,,,flat,,"Parque de la Coruña - Las Suertes, Collado Villalba",Piso en calle Isla de Sálvora,Destacado,Parque de la Coruña - Las Suertes,,,,,
108669560,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/85/b9/32/1351672022.webp,LCM37416,32,3,227000.0,flat,sale,31.0,True,1,1,plaza del General Vara de Rey,Madrid,Madrid,es,40.4095047,-3.7102217,False,https://www.idealista.com/inmueble/108669560/,"¡OPORTUNIDAD A REFORMAR EN PLENO RASTRO DE MADRID! Esta vivienda de 31 m² ubicada en una tercera planta exterior muy luminosa está ubicada en frente de la histórica Plaza del General Vara del Rey, en la emblemática zona del Rastro de Madrid. Con balcones en todas las estancias, lo que le aporta una increíble luminosidad y ventilación, y añade unas vistas altas y despejadas gracias a estar en una tercera planta en frente de la amplia plaza. Su posibilidad y potencial de reforma integral es gracias a su estructura tabicada. Se distribuye en un salón, una habitación, una cocina y también una antigua alcoba y acceso a baño comunitario, con posibilidad real de incorporar baño propio.  A 6 minutos a pie de Metro La Latina (L5), Puerta Toledo (L5) y Tirso de Molina (L1). ¡Contáctanos hoy mismo para programar una visita! NOTA: este anuncio no es vinculante; puede contener errores y se muestra a título informativo, no contractual.",False,renew,False,False,7323.0,False,False,False,False,[],False,False,227000.0,€,,,flat,,"Lavapiés-Embajadores, Madrid",Piso en plaza del General Vara de Rey,Destacado,Centro,Lavapiés-Embajadores,,,,
107899727,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1d/5e/46/1327899944.webp,04/ja717,43,,850000.0,chalet,sale,368.0,,5,4,calle del Río Sella,Madrid,Hoyo de Manzanares,es,40.6078469,-3.9359143,False,https://www.idealista.com/inmueble/107899727/,"Extraordinario Chalet en Venta en La Berzosa, con 1300m2 de parcela. El inmueble cuenta con una superficie de 368m2 construidos, excelente distribución.  La vivienda esta distribuido en 5 dormitorios, 4 baños, 1 salón amplio, 1 terraza muy amplia acristalada, Cocina amplia, zona de garaje techado, jardín muy amplio con capacidad de hacer una piscina. Definitivamente un inmueble de gran oportunidad que cuenta con todas las bondades para el uso de una feliz residencia permanente de la familia, pida su cita para que compruebe de cerca esta inigualable oportunidad, verlo es comprarlo. Somos un equipo especializado particularmente en satisfacer las necesidades de nuestros clientes, de una manera seria, rápida, sencilla y eficaz. Estamos conformados por un equipo altamente profesional, con prestigio para ser totalmente de su confianza. Establés Inmobiliaria y Abogados “Confianza y Transparencia” Si no contestamos al fijo envíanos un email o contactanos a José Antonio 6 3 4 2 4 5 2 2 0 o al whatsapp "".",False,good,False,,2310.0,False,False,False,False,[],False,False,850000.0,€,True,True,chalet,independantHouse,Hoyo de Manzanares,Casa independiente en calle del Río Sella,Destacado,,,,,,
108768133,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5f/4c/d2/1354564541.webp,RP1292025140054,51,1,725000.0,flat,sale,104.0,True,2,2,calle del Espíritu Santo,Madrid,Madrid,es,40.4264069,-3.7031062,False,https://www.idealista.com/inmueble/108768133/,"Redpiso Malasaña vende elegante y luminoso piso exterior en pleno corazón de Madrid, en una ubicación privilegiada de uno de los barrios más exclusivos de la ciudad.  Con 104 m² construidos, esta propiedad se sitúa en la primera planta de una finca clásica, tranquila y muy bien conservada, con ascensor. Su carácter exterior y sus dos amplios balcones a la calle permiten una entrada de luz natural excepcional durante todo el día, creando una atmósfera luminosa y acogedora en cada estancia.  Totalmente reformado con materiales de alta gama, el piso destaca por sus cuidados detalles y acabados de lujo. La cocina, moderna y funcional, está equipada con electrodomésticos de calidad y ofrece un generoso espacio de almacenamiento.  Dispone de dos dormitorios con grandes armarios empotrados y dos baños completos, uno de ellos en suite. El elegante suelo de parquet en espiga de roble natural aporta calidez y sofisticación, en perfecta armonía con el estilo general del inmueble.  La vivienda incluye además trastero, ventanas de PVC oscilobatientes con gran aislamiento térmico y acústico, puerta de seguridad, calefacción eléctrica y aire acondicionado por conductos, para garantizar el máximo confort durante todo el año.  Ubicación inmejorable, a tan solo 2 minutos andando de la estación de metro Tribunal y a 5 minutos de Noviciado. Situado en pleno centro de Madrid, en una zona llena de vida, con una oferta excepcional de gastronomía, tiendas de autor, cultura y servicios. Un entorno con estilo propio, ideal para quienes buscan calidad de vida y una experiencia urbana sofisticada.  Ven a visitarlo, te enamorarás. ¡No dejes pasar esta oportunidad única de vivir con elegancia y distinción en una de las zonas más emblemáticas de Madrid!  Ponemos a tu disposición nuestro departamento financiero que obtendrá las mejores condiciones de financiación. ***GASTOS DE ITP 6% Y GESTIÓN NO INCLUIDOS*** Más inmuebles en nuestra página web.",False,good,False,True,6971.0,False,False,False,False,[],False,False,725000.0,€,,,flat,,"Malasaña-Universidad, Madrid",Piso en calle del Espíritu Santo,Destacado,Centro,Malasaña-Universidad,,,,
108631232,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/93/15/18/1350477342.webp,LCM37501,20,3,252000.0,flat,sale,64.0,False,2,2,calle Marquesa de Argüeso,Madrid,Madrid,es,40.3897011,-3.7227174,False,https://www.idealista.com/inmueble/108631232/,"Inversión con alta rentabilidad: piso reformado y segregado en 2 apartamentos, ambos alquilados (7,2 % bruto) Se vende vivienda completamente reformada y actualmente segregada en dos apartamentos independientes de 32 m² cada uno, ambos alquilados a inquilinos solventes con contratos vigentes hasta 2029. Una oportunidad ideal para inversores que buscan una rentabilidad estable y desde el primer día. Cada apartamento dispone de entrada independiente, cocina equipada, zona de estar y dormitorio con baño en suite. La reforma integral ha aprovechado al máximo el espacio, ofreciendo viviendas modernas, funcionales y listas para seguir generando ingresos sin necesidad de inversión adicional. La propiedad se encuentra en una ubicación bien comunicada, con todos los servicios cercanos y gran demanda de alquiler en la zona. Con una rentabilidad bruta del 7,2 %, esta inversión combina seguridad, rendimiento y potencial de revalorización. ¡No te pierdas lo mejor! Cuenta con una ubicación inmejorable, al lado de General Ricardos, teniendo cerca todo tipo de comercios, farmacias, centro de salud, etc. Además, tiene una gran comunicación con diversas líneas de autobús; 34, 35, 118, 119 y N25 y a muy pocos minutos andando del metro de Urgel (L5) y de Oporto (L5, L6).",False,good,False,False,3938.0,False,False,False,False,[],False,False,252000.0,€,,,flat,,"Opañel, Madrid",Piso en calle Marquesa de Argüeso,Destacado,Carabanchel,Opañel,,,,
108381707,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/52/eb/e1/1342428826.webp,LCM37040,38,2,390000.0,flat,sale,105.0,False,2,1,calle San Graciano,Madrid,Madrid,es,40.3918408,-3.7025078,False,https://www.idealista.com/inmueble/108381707/,"Amplio piso de 105 m2 para actualizar interior en finca con ascensor y conserje junto al C. C. Plaza Río 2. Está distribuido en hall de entrada, salón con acceso a terraza, 2 dormitorios (el principal con espacioso vestidor y el otro con gran armario empotrado), cocina independiente con zona de comedor y baño completo. La vivienda se encuentra para actualizar, pero de igual manera, está en perfectas condiciones de habitabilidad por si no te interesa hacer en principio obras de mejoras. El suministro de agua caliente y calefacción es individual a través de caldera de Gas Natural. Disfruta de Aire Acondicionado con bomba frío/calor en el salón. Excelente ubicación junto al parque Madrid Río y al Centro Comercial Plaza Río 2, con todos los servicios y comercios, zonas verdes y de ocio, al alcance de tu mano y sin molestos desplazamientos. La comunicación es inmejorable, próximo a la estación de Metro Usera, a la futura estación de Metro Comillas y a diferentes líneas de autobús. Fácil acceso a M30, M40, A42 y A4 por lo que el desplazamiento, tanto al centro como al extrarradio de la ciudad, se convierte en cómodo y accesible. Por tanto, si buscas vivir en un lugar tranquilo, con todo tipo de comodidades y además disfrutar de un buen entorno verde, con una cómoda y accesible ubicación, ésta es tu elección sin ninguna duda. Así pues y ahora más que nunca, ¡llámanos! Estamos trabajando para que sigas contando con nosotros en asesorarte y acompañarte en todo lo que necesites.",False,good,False,True,3714.0,False,False,False,False,[],False,False,390000.0,€,,,flat,,"Moscardó, Madrid",Piso en calle San Graciano,Destacado,Usera,Moscardó,,,,
105373159,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5c/88/b4/1250123352.webp,4340,17,4,154500.0,flat,sale,49.0,False,3,1,"calle de Manuel Maroto, 53",Madrid,Madrid,es,40.3869332,-3.6706344,True,https://www.idealista.com/inmueble/105373159/,"Inmueble en periodo de pujas al alza, finaliza el día 26/07/25 a las 18 horas Precio mínimo el publicado 154.000 Euros Piso en planta cuarta sin ascensor, aunque es interior es muy luminoso y soleado. Ideal inversión, distribuido en salón- comedor, cocina americana, tres dormitorios, un cuarto de baño, aire acondicionado en dormitorios principal, agua caliente eléctrica. Son 2 viviendas unidas. A reformar, bien ubicado con todos los servicios básicos a su alcance, y comunicado con transporte público. Parada de Bus 24 en la puerta ( NO COBRAMOS COMISIÓN DE AGENCIA ) HGL INMUEBLES Y ARQUITECTURA. HGL INMUEBLES, dispone de activos inmobiliarios en diferentes Comunidades de la geografía española. Ello, le da la oportunidad de tener a su disposición una cantidad de pisos, casas, locales, solares, etc, entre los que podría elegir para hacer una compra sencilla En el aspecto financiero le ayudamos a encontrar el banco adecuado para tener la hipoteca más competitiva. Todos nuestros activos inmobiliarios son susceptibles de ofertar por lo que pueda hacer una oferta por cualquiera. La tendencia a subir que tienen los precios desde hace tiempo, en la que coinciden todos los interesados en el mundo inmobiliario, hace que nuestro producto para inversores, sea muy atrayente en este momento. Tenemos también todo tipo de activos en varias provincias exclusivamente para inversores. Además, al haber externalizado el servicio financiero, nos encontramos en posición de recomendar a los financieros más adecuados para la consecución de créditos hipotecarios. No olvidemos lo que dicen los expertos, el sector inmobiliario no dejara de subir durante años. ( NO COBRAMOS COMISIÓN DE AGENCIA ) HGL INMUEBLES Y ARQUITECTURA.",False,renew,False,False,3153.0,False,False,False,False,[],False,False,154500.0,€,,,flat,,"San Diego, Madrid","Piso en calle de Manuel Maroto, 53",Destacado,Puente de Vallecas,San Diego,,,,
108394219,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/65/75/ef/1342853365.webp,1048,37,bj,233000.0,flat,sale,114.0,False,3,2,calle de Humanes,Madrid,Parla,es,40.2374378,-3.7766073,False,https://www.idealista.com/inmueble/108394219/,"HF&HOUSE ofrece en exclusiva un acogedor piso de 3 dormitorios, reformado, muy cuidado y para entrar a vivir en planta baja. La finca cuenta con plaza de garaje y trastero incluidos en el precio. Ubicado en la zona de Parla centro en finca privada con ascensor y zonas comunes. La vivienda cuenta con 91 m2 de superficie útil (según catastro) distribuidos en hall recibidor con armario empotrado, amplio y luminoso salón-comedor independiente, cocina totalmente amueblada con salida a terraza tendedero cerrada, 3 amplios dormitorios (dos de ellos con armarios empotrados); el dormitorio principal cuenta además con vestidor propio, 2 baños completos (uno con bañera y el segundo reformado totalmente con plato de ducha y mampara).  Entre sus calidades podemos destacar; puerta blindada de acceso a la vivienda, suelos de tarima laminada (AC5), ventanas climalit lacadas en blanco, carpintería de puertas interiores en color roble, agua caliente y calefacción por gas natural individual con radiadores distribuidos en todas las estancias, aire acondicionado (frío y calor) en el salón. Se encuentra junto a todos los servicios necesarios como el centro de salud ""San Blas"" a 280 metros del Ayuntamiento, farmacias, entidades bancarias, supermercados, diversos establecimientos comerciales y de hostelería a escasos metros de escuelas de enseñanza primaria- secundaria a 56 metros de la Escuela de Educación para adultos "" CEPA Ramón y Cajal"" parques infantiles: "" Parque Galilea"", ""Parque Adolfo Suárez Centro"", ""Parque Inlasa"" y rodeado de áreas verdes.  En cuanto a su comunicación cuenta con una amplia red de transporte público.  A tan sólo 3 minutos andando de la parada de autobús 463 (Aranjuez-Belén).  Próximo a la Estación de Tren de Parla (C4-C4a-C4b)  Fácil acceso a través de las autovías A-42 y A-4, R-4 o también M-408. Gastos comunitarios: 92€ (incluye plaza de garaje) IBI: 360€ Te invitamos a visitarnos en HF&HOUSE donde nuestros expertos te acompañarán en todo el proceso y te ayudarán a encontrar el hogar que siempre has soñado. Contamos con asesores inmobiliarios y del departamento financiero HOME & CREDIT, quienes te informarán sobre los gastos adicionales y te ofrecerán las mejores opciones de financiación. Nos encargamos de todo para que la adquisición de tu vivienda sea lo más sencilla y cómoda posible. Además, ofrecemos VALORACIONES GRATUITAS y sin compromiso. ¡Llama para consultarnos, te informamos sin compromiso!",True,good,False,True,2044.0,False,False,False,False,[],False,False,233000.0,€,True,True,flat,,"Centro, Parla",Piso en calle de Humanes,Destacado,Centro,,,,,
105660023,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/a0/4f/c5/1259136872.webp,,34,,99000.0,countryHouse,sale,101.0,,4,2,"avenida de Miraflores, 15",Madrid,Rascafría,es,40.905021,-3.8776786,True,https://www.idealista.com/inmueble/105660023/,"¡Descubre el encanto de la vida rural con esta encantadora casa de pueblo en venta! ABARQ Servicios inmobiliarios pone a la venta en exclusiva esta preciosa casa de pueblo situada en un pintoresco entorno. Esta vivienda de dos plantas más buhardilla ofrece una experiencia única y acogedora.  Al entrar, serás recibido por un espacioso recibidor que te lleva al salón-comedor, perfecto para reuniones familiares. La planta baja también cuenta con un primer dormitorio, un pequeño aseo con WC y lavabo y una cocina que se abre a un encantador patio interior de 15m², ideal para disfrutar del aire libre. En la segunda planta, encontrarás un amplio almacén y un baño completo, junto con tres habitaciones adicionales. Una de ellas está equipada con dos camas, otra con una cama individual y la tercera con una cama de matrimonio que tiene acceso directo a una terraza privada. Imagina despertar cada mañana y salir a tu propia terraza para disfrutar de las vistas y el aire fresco. Con 101 m² construidos, esta casa ofrece espacio suficiente para toda la familia. Además, cuenta con armarios empotrados, trastero y calefacción eléctrica. Aunque es una propiedad de segunda mano que necesita reformas, su estructura robusta y el encanto del año 1950 ofrecen un sinfín de posibilidades para convertirla en tu hogar ideal. La entrada a la vivienda es apta para personas con movilidad reducida y está orientada en todas las direcciones: Norte, Sur, Este y Oeste, lo que garantiza luz natural durante todo el día. La parcela de 42 m² añade un toque adicional de privacidad y espacio exterior. No pierdas la oportunidad de vivir en un entorno tranquilo y lleno de historia. ¡Contáctanos hoy mismo para más información y para programar una visita!",False,renew,False,,980.0,False,False,False,False,[],False,False,99000.0,€,,,countryHouse,casale,Rascafría,"Casa rural en avenida de Miraflores, 15",Destacado,,,,,,
108518201,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/93/c9/1e/1347294465.webp,LCM37157,79,,1250000.0,chalet,sale,500.0,,6,6,paseo del Embajador,Madrid,Ciudalcampo,es,40.6170158,-3.609894,False,https://www.idealista.com/inmueble/108518201/,"Casa de lujo en Ciudalcampo: un refugio exclusivo cerca de Madrid Descubre esta impresionante vivienda independiente en la prestigiosa urbanización de Ciudalcampo, donde el lujo y la tranquilidad se encuentran en un entorno natural inigualable. Con un diseño elegante y sofisticado, esta residencia ofrece amplias estancias que invitan a disfrutar de cada rincón. Desde el salón-comedor con chimenea hasta la cocina office con salida directa al jardín, cada espacio está pensado para brindar comodidad y estilo. La casa se distribuye en tres plantas, comenzando por un amplio hall de entrada que da paso a un acogedor despacho y un dormitorio en suite. En la planta superior, cinco espaciosos dormitorios y tres baños completos aseguran el confort de toda la familia, destacando la suite principal con su propio baño y zona de estar. La planta baja cuenta con un segundo salón ideal para reuniones, una barra de bar, bodega y cuarto de lavado. El jardín privado es un verdadero oasis, con una gran pradera, piscina y cenador, todo orientado al sur para disfrutar de una luminosidad excepcional. Las vistas panorámicas desde el interior y el exterior son simplemente espectaculares. Además, la urbanización ofrece servicios premium como el Colegio Internacional SEK, Club Deportivo RACE, seguridad 24h y transporte interno, garantizando una calidad de vida sin igual. Situada a solo 15 minutos de Madrid y con acceso directo a la A-1, esta propiedad es una oportunidad única para quienes buscan un hogar que combine lujo, tranquilidad y comodidad. ¡No dejes pasar la oportunidad de visitar esta exclusiva residencia!",True,good,False,,2500.0,False,False,False,False,[],False,False,1250000.0,€,True,True,chalet,independantHouse,Ciudalcampo,Casa independiente en paseo del Embajador,Destacado,,,,,,
95635303,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/13/62/54/923953285.webp,ja,32,3,405000.0,flat,sale,65.0,True,3,1,calle del Amparo,Madrid,Madrid,es,40.4124568,-3.7054915,False,https://www.idealista.com/inmueble/95635303/,"Establés Inmobiliaria y Abogados ofrece piso en venta en zona Embajadores, junto al Metro Tirso de Molina. Tiene 64m2 y 58 útiles. 3ª planta con ascensor en una bonita corrala. Finca en muy buen estado.  Consta de: - Amplio salón muy luminoso con un balcón a la calle - 3 dormitorios, uno principal muy amplio y con balcón a la calle y los otros dos, individuales y sin ventana - Cocina independiente con una ventana que da al salón-comedor - 1 baño completo.  Buenísima zona con todos los servicios y perfectamente comunicada por varias lineas de metro y autobús.  En Establés Inmobiliaria y Abogados, empresa de servicios personalizados con experiencia de más de 20 años y conocimiento profundo del sector en las zonas más exclusiva s de Madrid, contamos con un dinámico equipo de profesionales con formación superior y experiencia en el asesoramiento personal. Nuestra larga trayectoria profesional nos permite ofrecer una excelente gestión y encontrar soluciones a las necesidades de cada cliente con el objetivo de conseguir su satisfacción y confianza. Si no contestamos al fijo, contacte por llamada o WhatsApp a José Antonio 6 3 4 2 4 5 2 2 0 al o envíenos un email. ¡Esperamos su visita!",False,renew,False,True,6231.0,False,False,False,False,[],False,False,405000.0,€,,,flat,,"Lavapiés-Embajadores, Madrid",Piso en calle del Amparo,Destacado,Centro,Lavapiés-Embajadores,,,,
