propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,floor,exterior,neighborhood,hasLift,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,newDevelopmentFinished
107682873,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b7/c9/79/1319674478.webp,CHRIOG,42,998000.0,chalet,sale,320.0,3,2,calle Río Guadiana,Madrid,Boadilla del Monte,Parque Boadilla,es,40.4354289,-3.9174565,False,https://www.idealista.com/inmueble/107682873/,"Hogares Boadilla del Monte pone a su disposición este MAGNÍFICO CHALET INDEPENDIENTE en la exclusiva urbanización PARQUE BOADILLA. La vivienda se encuentra en una prestigiosa zona residencial que destaca por su entorno tranquilo y rodeado de amplias zonas verdes. Se asienta sobre una parcela de 2.780 m² y cuenta con 320 m² construidos, ofreciendo un espacio amplio y confortable para toda la familia. Esta encantadora vivienda destaca por su amplitud, funcionalidad y unas impresionantes vistas a la sierra. En la planta principal, nos recibe un amplio y luminoso salón al que se accede a una terraza cerrada y a un amplio porche con magníficas vista a la sierra. Junto a él, se encuentra el comedor y una amplia cocina. Además, en esta planta encontramos dos cómodas habitaciones, un baño completo y un aseo, que aportan comodidad y funcionalidad al hogar.  En la planta superior se encuentra una espaciosa buhardilla diáfana de origen, de 75 m², un espacio con múltiples posibilidades, perfecto para crear una zona de ocio, despacho o dormitorio adicional. Por último, la planta baja alberga una amplia habitación, un baño completo, varios espacios de almacenaje, una práctica despensa, un cuarto de lavadora y un gran garaje con capacidad para tres coches y zona de almacenamiento adicional. La parcela, de generosas dimensiones, cuenta con amplias zonas ajardinadas, árboles frutales y una piscina, creando un entorno ideal para disfrutar del aire libre en cualquier época del año. La vivienda está equipada con placas solares, aire acondicionado por split y calefacción por gas natural, lo que garantiza un alto nivel de confort y eficiencia energética. Esta vivienda es el equilibrio perfecto entre confort, amplitud y unas vistas privilegiadas, ideal para quienes buscan disfrutar del hogar en un entorno tranquilo y natural. Parque Boadilla es conocida por su seguridad privada las 24 horas y su Club Social, que dispone de piscina, pistas de tenis y pádel, amplias zonas ajardinadas, parque infantil y un restaurante, proporcionando así un entorno ideal para el ocio y el bienestar. Además, esta ubicación privilegiada ofrece acceso directo al Parque Regional del Guadarrama, permitiendo disfrutar de la naturaleza sin renunciar a la comodidad de estar cerca de comercios, transporte público y las principales vías de comunicación con Madrid. Es el lugar perfecto para quienes buscan calidad de vida en un entorno exclusivo y bien conectado. La vivienda está ubicada próxima a la zona comercial y servicios de transporte público con fácil acceso a salida M50, M40, A5, A6 y M-501, además de colegios como el Mirabal International School y St. Michaels School, EuroCasvi, Virgen de Europa, Endaze School entre otros. ¡No dudes en visitar tu nuevo hogar!",True,good,False,3119.0,True,True,False,False,[],False,False,998000.0,€,chalet,independantHouse,"Parque Boadilla, Boadilla del Monte",Casa independiente en calle Río Guadiana,,,,,,,,True,True,
103341523,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4b/67/66/1228908759.webp,,32,595000.0,chalet,sale,350.0,8,8,Cercedilla,Madrid,Cercedilla,,es,40.7378465,-4.0502183,False,https://www.idealista.com/inmueble/103341523/,"Excelente Inversión, Chalet Independiente en plena Sierra de Madrid dividido en 7 Apartamentos. Todos los apartamentos están alquilados con una rentabilidad bruta entorno al 7 %. Enclavado en una parcela de 776 m2 con excepcionales vistas de la Sierra de Madrid, en una Colonia de Chalets muy tranquila. Chalet Independiente de 350 m2 construidos, en 3 plantas, dividido en 7 Apartamentos de aproximadamente de unos 45 m2 cada uno con entrada, cocina y baño independientes. Armarios empotrados. Calefacción individual con radiadores eléctricos y estufa de  pellets.  - Centro Urbano de Cercedilla a 10 minutos caminando. - Autobús A 7 minutos de la parada de bus más cercana  - Supermercados Día a 8 minutos caminando - Tiendas y Restaurantes a 10 minutos caminando. - Centro de Salud a 6 minutos caminando.",False,good,False,1700.0,True,False,True,False,[],False,False,595000.0,€,chalet,independantHouse,Cercedilla,Casa independiente,,,,,,,,True,True,
107491783,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b7/5f/94/1314231971.webp,ONM2411005,23,1850000.0,flat,sale,210.0,4,4,Barrio Fuente del Berro,Madrid,Madrid,Barrio de Salamanca,es,40.4239652,-3.6643265,False,https://www.idealista.com/obra-nueva/107491783/,"El exclusivo bloque de 10 viviendas de lujo en Jorge Juan 171, en pleno centro de Madrid. Este proyecto ofrece 2 áticos con impresionantes vistas y amplias terrazas, 2 bajos con jardín privado y 6 elegantes apartamentos con balcones. - Viviendas con Calefaccion y refrigeracion por Geotermia - Cocinas completamente equipadas con electrodomésticos y muebles de alta gama. - Planta superior con piscina y solárium como parte de sus zonas comunes. - Cada vivienda tiene incluido en el precio 2 plazas de Garaje y un Trastero. Vive la excelencia en un entorno privilegiado, rodeado de todas las comodidades y con acabados de vivienda de primera calidad. ¿Te imaginas vivir aquí? Fuente del Berro es muy similar a la Urbanización “La Finca”, aunque con una ubicación más céntrica en pleno corazón de Madrid. Su ubicación no puede ser más perfecta, se encuentra en plena Barrio de Salamanca, entre la Calle Goya y la Calle de Doctor Esquerdo y es la zona elegida como residencia de muchos políticos y artistas. Es un barrio residencial, tranquilo y seguro, con zonas ajardinadas ideales para familias con niños.",False,newdevelopment,True,8810.0,True,False,False,False,[],False,False,1850000.0,€,flat,,"Fuente del Berro, Madrid",Piso,1,True,Fuente del Berro,True,,,,True,True,False
108915871,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/94/3d/be/1358832351.webp,1680577000365346019,37,870000.0,flat,sale,103.0,2,2,calle de Bravo Murillo,Madrid,Madrid,Chamberí,es,40.4360596,-3.7030218,False,https://www.idealista.com/inmueble/108915871/,"Este espectacular piso de 103 m² construidos ha sido recientemente reformado con calidades modernas y un diseño funcional y acogedor. Se encuentra en una tercera planta exterior de un edificio clásico, justo a la altura de la Glorieta de Quevedo, una de las zonas más cotizadas y vibrantes de Chamberí. Características principales: Superficie construida: 103 m² Distribución: 2 habitaciones: La principal, amplia y luminosa, con armarios empotrados y baño en suite. La segunda habitación, versátil, ideal tanto como dormitorio de invitados como home office. 2 baños completos, totalmente reformados con materiales de primera calidad y diseño contemporáneo. Salón-comedor amplio y exterior, con salida directa a dos balcones que dan a la calle Bravo Murillo, lo que garantiza una excelente luminosidad y vistas despejadas. Cocina independiente totalmente equipada con electrodomésticos integrados. Trastero privado de 10 m² incluido, ideal para almacenaje adicional. Otros detalles: Exterior con 2 balcones a calle Bravo Murillo Reformado con materiales de alta gama Techos altos, suelos de tarima natural y carpintería lacada en blanco Calefacción individual y aire acondicionado por split. El inmueble se sitúa en una de las arterias más dinámicas de Madrid, justo en el límite entre los barrios de Chamberí y Trafalgar, a escasos metros de la Glorieta de Quevedo y muy cerca de la calle Fuencarral y la zona de Alonso Martínez. Conectividad excelente: acceso inmediato a varias líneas de metro (Quevedo, Iglesia, San Bernardo) y numerosas líneas de autobuses. Rodeado de tiendas, supermercados, librerías, farmacias y todos los servicios necesarios para la vida cotidiana. Amplísima oferta de cafeterías, bares, terrazas y restaurantes de todos los estilos. Muy cerca del Mercado de Chamberí y zonas gourmet.",True,good,False,8447.0,True,False,False,False,[],False,False,870000.0,€,flat,,"Arapiles, Madrid",Piso en calle de Bravo Murillo,3,True,Arapiles,True,,,,,,
108921664,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/17/cc/02/1358997416.webp,WGI00981,13,165000.0,studio,sale,38.0,0,1,calle del Corregidor Juan Francisco de Luján,Madrid,Madrid,Moratalaz,es,40.4022909,-3.6492742,False,https://www.idealista.com/inmueble/108921664/,"WGI comercializa FANTÁSTICO LOFT REFORMADO en FONTARRÓN. El inmueble, TOTALMENTE REFORMADO, está distribuido como un ESTUDIO, con salón-cocina, zona de noche y un baño COMPLETO. Se encuentra AMUEBLADO y listo para ENTRAR A VIVIR. La finca se encuentra muy bien ubicada, a pocos minutos del metro Artilleros, con buenas comunicaciones y en una zona comercial. El loft se encuentra LISTO PARA ENTRAR A VIVIR, por lo que es ideal para comprar y comenzar a rentabilizarlo, o vivir en él nada más comprarlo. Está en trámites de conseguir la licencia de USO DE VIVIENDA (pregúntame para más información al respecto). Se encuentra EQUIPADO AL 100%, la cocina con todos los electrodomésticos necesarios, y el resto del inmueble, exactamente igual, con todo lo necesario para vivir directamente al comprarlo. Tiene suelo de baldosa hidráulica, ventanas tipo climalit, termo eléctrico para el agua caliente y radiadores eléctricos. Es un bajo a pie de calle, con mucho potencial de RENTABILIDAD desde el primer momento, además de conseguir una GRAN REVALORIZACIÓN en el momento de la concesión de la licencia. La zona es ideal, ya que se encuentra en una zona muy tranquila del barrio de Moratalaz, pero a, apenas 5 minutos de la Plaza del Encuentro y del metro de Artilleros. Así que tiene comercios, transportes y todo tipo de servicios muy cerca. Si estás interesado en ver este inmueble, contacta con nosotros y pondremos a tu disposición nuestro equipo de especialistas en el sector inmobiliario, así como nuestro DEPARTAMENTO FINANCIERO para obtener la hipoteca. También te ofreceremos asesoría legal y fiscal en la operación.",False,good,False,4342.0,False,False,False,False,[],False,False,165000.0,€,flat,studio,"Fontarrón, Madrid",Estudio en calle del Corregidor Juan Francisco de Luján,bj,True,Fontarrón,False,,,,,,
108751141,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/64/cf/4e/1355964928.webp,61af3b30-8b68-496e-b040-d454c6492d15,45,900000.0,flat,sale,127.0,4,3,calle de Embajadores,Madrid,Madrid,Centro,es,40.4116957,-3.7066971,False,https://www.idealista.com/inmueble/108751141/,"Descubre esta espectacular vivienda de 127 m² ubicada en el vibrante barrio de Lavapiés, en pleno centro de Madrid. Esta propiedad, completamente reformada, destaca por su diseño moderno, amplitud y excelente distribución, ofreciendo un hogar funcional y acogedor. La vivienda cuenta con cuatro dormitorios amplios, perfectos para familias o quienes necesitan espacio adicional, y tres baños completos, lo que aporta comodidad y privacidad para todos los miembros del hogar o visitas. La cocina está completamente equipada con electrodomésticos modernos y se entrega totalmente amueblada, lista para entrar a vivir. Entre sus comodidades, destacan el aire acondicionado, la calefacción central y un calentador eléctrico, garantizando confort en cualquier época del año. El edificio ofrece un ambiente clásico con carácter, acorde al entorno histórico del barrio, y dispone de balcón privado, ideal para relajarse y disfrutar de las vistas abiertas a una de las zonas más culturales y vivas de la ciudad. Su ubicación es inmejorable: rodeado de restaurantes, mercados, espacios culturales y con excelente conexión mediante transporte público, permite vivir la auténtica experiencia madrileña en una de las zonas con mayor personalidad y demanda del centro de Madrid. Una oportunidad única tanto para residir como para invertir. Contáctanos para más información y agenda tu visita.",True,good,False,7087.0,True,True,False,False,[],False,False,900000.0,€,flat,,"Lavapiés-Embajadores, Madrid",Piso en calle de Embajadores,2,True,Lavapiés-Embajadores,False,,,,,,
107887229,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/70/3c/9e/1327323795.webp,W-02ZFXZ,29,1200000.0,flat,sale,147.0,3,3,calle de Garibay,Madrid,Madrid,Retiro,es,40.4050531,-3.6711666,False,https://www.idealista.com/inmueble/107887229/,"Exclusivo y moderno piso en Retiro con piscina y 2 plazas de Garaje. Engel & Völkers presenta en exclusiva este moderno apartamento de lujo ubicado cerca del parque del Retiro. Con una superficie total de 147 m2, diseñado por el reconocido arquitecto Rafael De La Hoz, este impresionante inmueble ofrece tres amplias habitaciones con armarios empotrados, tres baños, un salón muy amplio que es la joya de la casa, hall de entrada, cocina equipada con electrodomésticos de alta gama y un área de servicio separada. Con un trastero y dos plazas de garaje subterráneas incluidas en el precio. Construido en 2018, este apartamento de primera categoría combina modernidad y elegancia en cada rincón. Al entrar, se percibe una atmósfera de sofisticación y amplitud. Diseño interior y exterior meticulosamente cuidado. Los espacios están bañados de luz natural, gracias a sus enormes ventanales con doble acristalamiento asegurando el máximo confort térmico y acústico. La climatización es domotizada. Con vistas abiertas y verdes que rodean el edificio, creando un ambiente de serenidad en pleno centro urbano que reflejan el compromiso con el lujo y la funcionalidad, asegurando el máximo confort y privacidad para sus residentes. Entre las características más destacadas de esta propiedad se encuentran un precioso jardín y 2 piscinas, una de ellas infantil, ideales para disfrutar de momentos de relax. Tiene accesibilidad para personas con movilidad reducida, portero 24h, además, el edificio cuenta con ascensor, calefacción individual a gas, bomba de calor y frio, suelos radiantes, así como un sistema de seguridad de última generación con vigilancia 24 horas, alarmas y puerta de seguridad.  Esta propiedad es una verdadera joya y una oportunidad única para quienes buscan combinar el confort moderno con la ventaja de vivir en una de las ciudades más vibrantes del mundo. No deje pasar esta oportunidad. ¡Contáctanos y venga a visitarlo! Ubicada en el barrio de Adelfas-Retiro, a tan solo 10 minutos a pie se encuentra el emblemático Parque del Retiro, un oasis de tranquilidad ideal para paseos matutinos o tardes de ocio. Esta es una zona con infraestructura excepcional, con múltiples opciones de transporte público que incluyen estaciones de metro de Pacífico y Conde de Casal, líneas 1 y 6, autobuses que conectan eficientemente con el resto de la ciudad. Rodeada de servicios como supermercados, colegios, parques infantiles, biblioteca, agencias bancarias, hotel y restaurantes. Proximidad a algunos de los destinos más codiciados de la ciudad. Este enclave privilegiado ofrece a los compradores de alto nivel un equilibrio perfecto entre la vida urbana vibrante y la serenidad de espacios verdes.  Para los amantes de la cultura, el Triángulo del Arte, compuesto por el Museo del Prado, el Museo Reina Sofía y el Museo Thyssen-Bornemisza, se encuentra a menos de 20 minutos en transporte público. Asimismo, la oferta gastronómica es inigualable, con restaurantes de alta cocina y acogedores cafés que invitan a disfrutar de la auténtica experiencia madrileña. Vivir aquí es disfrutar de un estilo de vida exclusivo, rodeado de cultura lo que convierte a esta propiedad en una oportunidad única para los compradores más exigentes.",True,good,False,8163.0,True,False,True,False,[],False,False,1200000.0,€,flat,,"Adelfas, Madrid",Piso en calle de Garibay,1,True,Adelfas,True,,,,True,True,
108746940,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e4/ce/a0/1354468163.webp,868c27b0-e4da-4ff2-8744-be4713a59bb6,85,569000.0,chalet,sale,270.0,5,2,calle Hermanos Machado,Madrid,Daganzo de Arriba,,es,40.5441883,-3.4620608,False,https://www.idealista.com/inmueble/108746940/,"Las fotografías se publicarán próximamente. Te presentamos esta magnífica oportunidad en Daganzo de Arriba: un chalet independiente, versátil y lleno de posibilidades, ubicado en la calle Hermanos Machado, una de las zonas más tranquilas y mejor comunicadas del pueblo, a pocos minutos caminando del centro. La vivienda se distribuye en dos plantas principales, cada una funcionando como una vivienda independiente, ideal tanto para familias numerosas como para quienes buscan vivir y alquilar al mismo tiempo. Planta principal:  Cuenta con un amplio salón muy luminoso, cocina independiente de gran tamaño, tres dormitorios, un baño completo y acceso a una acogedora terraza perfecta para disfrutar al aire libre. Primera planta:  Dispone de un dormitorio, con su terraza privada orientada al sur, un salón con terraza orientada al norte (puedes elegir sol o sombra a tu gusto), cocina independiente, un baño completo y acceso a una buhardilla de aproximadamente 30 m², perfecta como zona de juegos, despacho o dormitorio adicional. Además, la vivienda cuenta con aerotermia y placas solares, lo que permite un importante ahorro energético y una mayor sostenibilidad. Sótano de más de 130 m²:  Espacioso y funcional, con capacidad para aparcar hasta tres vehículos cómodamente, además de ofrecer espacio más que suficiente para crear un gimnasio, sala de cine, trastero o lo que necesites. Daganzo de Arriba es un pueblo con encanto, rodeado de naturaleza y con todos los servicios a mano: colegios, supermercados, centros deportivos y restaurantes. Su cercanía a Madrid, a menos de 30 minutos, lo convierte en una excelente opción tanto para residir como para invertir. Este chalet se encuentra en una de las zonas más cotizadas y tranquilas del municipio, lo que garantiza calidad de vida sin renunciar a la cercanía de la capital. Una casa con infinitas posibilidades: como vivienda habitual, como inversión para alquiler, como hogar multigeneracional o simplemente para disfrutar de amplitud, independencia y bienestar. No dejes pasar esta oportunidad única. ¡Ven a visitarlo!",True,renew,False,2107.0,True,True,False,False,[],False,False,569000.0,€,chalet,independantHouse,Daganzo de Arriba,Casa independiente en calle Hermanos Machado,,,,,,,,True,True,
108915757,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bc/db/70/1358829592.webp,1680577000364151005,18,985000.0,flat,sale,130.0,3,3,calle de Cavanilles,Madrid,Madrid,Retiro,es,40.4036727,-3.6737969,False,https://www.idealista.com/inmueble/108915757/,"Diseño, luz y confort junto al Retiro – calle de Cavanilles. La vivienda se encuentra en proceso de reforma integral.  Ubicada en una de las zonas más demandadas de Madrid, esta vivienda reformada de 131 m² combina una estética contemporánea con funcionalidad y calidez. A solo unos pasos del Parque del Retiro, en el barrio de Pacífico, esta propiedad ofrece una distribución abierta, perfecta para quienes valoran el diseño y el estilo de vida urbano. El corazón de la vivienda es una amplia zona social que integra salón, comedor y una cocina abierta con isla, equipada con electrodomésticos de alta gama y acabados en madera natural. La luz fluye con naturalidad a través de grandes ventanales que conectan con una terraza privada, ideal para disfrutar del exterior con privacidad. Cuenta con dos dormitorios en suite, ambos con baño privado y armarios empotrados, que garantizan comodidad e independencia.  Existe también la posibilidad de habilitar una tercera habitación, ideal como despacho o cuarto adicional. La vivienda incluye un tercer baño completo, muy práctico para invitados o para dar servicio a la zona de día. Reformada con materiales de alta calidad, iluminación cálida y soluciones modernas, esta propiedad ofrece confort térmico con aire acondicionado y calefacción central.  Situada en una finca bien cuidada, rodeada de servicios, restaurantes, colegios y perfectamente comunicada por metro y autobús, esta vivienda es ideal tanto como residencia habitual como inversión. Características destacadas: 131 m² construidos + terraza  2 dormitorios en suite (opción a 3º dormitorio) 3 baños completos Cocina abierta equipada Reforma integral de diseño Una propiedad única en una de las zonas más cotizadas de Madrid.",True,good,False,7577.0,True,False,False,False,[],False,False,985000.0,€,flat,,"Pacífico, Madrid",Piso en calle de Cavanilles,5,True,Pacífico,True,,,,,,
108815494,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/61/5b/e6/1252144571.webp,PR-C-644@TipoH ,36,719000.0,flat,sale,145.0,3,2,"calle Adolfo Pérez Esquivel, 2",Madrid,Las Rozas de Madrid,Parque Empresarial,es,40.5265329,-3.8938796,True,https://www.idealista.com/obra-nueva/108815494/,"Urbanización situada en la calle Adolfo Pérez Esquivel, junto a la calle Camilo José Cela en el Parque Empresarial de Las Rozas de Madrid. Perfectamente comunicado por su privilegiado acceso a la A6 y M-50. Zona residencial completamente consolidada rodeada de tan importantes espacios como Heron City, Las Rozas Village o la Ciudad del Fútbol de Las Rozas y cerca de centros sanitarios, deportivos y de ocio. Viviendas con vistas al magnífico enclave natural de El Encinar de Las Rozas, pero a minutos de la estación de Cercanías Pinar de Las Rozas. Las viviendas tienen acabados y soluciones constructivas de primera calidad, destacando las terrazas amplias, que son las auténticas protagonistas del Residencial Amaranta, convirtiéndose en el elemento de enlace entre el confort interior y el insuperable entorno natural de El Encinar de Las Rozas. Aprovecha el relax de una urbanización diseñada para disfrutar de un espacio privado y familiar que cubre todos los deseos de pequeños y mayores. Da un salto cualitativo en la eficiencia y confort que te proporcionará tu hogar, disfrutando de un sistema de producción de energía mediante bomba de aerotermia, para agua caliente sanitaria y calefacción y refrigeración mediante suelo radiante-refrescante. Además, la vivienda dispondrá de sistema domótico, haciéndote la vida más fácil y poniendo a tu alcance una tecnología inmejorable para tu hogar. Lo tendrás todo cerca: Ciudad del Fútbol de la RFEF, Encinar de Las Rozas, Real club de Golf Las Rozas, Las Rozas Village, Heron City, Style Outlet, Parque Empresarial.",False,newdevelopment,True,4959.0,True,False,False,False,[],False,False,719000.0,€,flat,,"Parque Empresarial, Las Rozas de Madrid","Piso en calle Adolfo Pérez Esquivel, 2",1,True,Parque Empresarial,True,,,,,,False
107491796,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8c/ef/4b/1314231970.webp,ONM2411005,23,1700000.0,flat,sale,294.0,3,3,Barrio Fuente del Berro,Madrid,Madrid,Barrio de Salamanca,es,40.4239652,-3.6643265,False,https://www.idealista.com/obra-nueva/107491796/,"El exclusivo bloque de 10 viviendas de lujo en Jorge Juan 171, en pleno centro de Madrid. Este proyecto ofrece 2 áticos con impresionantes vistas y amplias terrazas, 2 bajos con jardín privado y 6 elegantes apartamentos con balcones. - Viviendas con Calefaccion y refrigeracion por Geotermia - Cocinas completamente equipadas con electrodomésticos y muebles de alta gama. - Planta superior con piscina y solárium como parte de sus zonas comunes. - Cada vivienda tiene incluido en el precio 2 plazas de Garaje y un Trastero. Vive la excelencia en un entorno privilegiado, rodeado de todas las comodidades y con acabados de vivienda de primera calidad. ¿Te imaginas vivir aquí? Fuente del Berro es muy similar a la Urbanización “La Finca”, aunque con una ubicación más céntrica en pleno corazón de Madrid. Su ubicación no puede ser más perfecta, se encuentra en plena Barrio de Salamanca, entre la Calle Goya y la Calle de Doctor Esquerdo y es la zona elegida como residencia de muchos políticos y artistas. Es un barrio residencial, tranquilo y seguro, con zonas ajardinadas ideales para familias con niños.",False,newdevelopment,True,5782.0,True,False,False,False,[],False,False,1700000.0,€,flat,,"Fuente del Berro, Madrid",Piso,bj,True,Fuente del Berro,True,,,,True,True,False
108927083,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1b/49/1a/1359180158.webp,,11,850000.0,flat,sale,107.0,3,2,calle de Ponzano,Madrid,Madrid,Chamberí,es,40.4436413,-3.6981799,False,https://www.idealista.com/inmueble/108927083/,"¡Descubre tu nuevo hogar en el corazón de Ríos Rosas! Este amplio piso de 107 m², exclusivo para reformar, ofrece una oportunidad única para personalizar cada rincón a tu gusto. Con una excelente distribución, cuenta con 3 dormitorios, de los cuales 2 son exteriores, lo que garantiza una luminosidad excepcional durante todo el día. El salón es amplio y acogedor, perfecto para disfrutar de momentos en familia o con amigos. La cocina independiente, equipada con una terraza cerrada, te permitirá disfrutar de la luz natural por las tardes. Además, dispone de 2 baños completos, uno de ellos en suite, y generosos armarios empotrados que brindan un amplio espacio de almacenamiento. Ubicado en un edificio clásico de 1942, este piso exterior en la primera planta cuenta con calefacción central renovada en 2024 y acceso adaptado para personas con movilidad reducida. La ubicación es inmejorable: a pocos pasos de la estación de metro Ríos Rosas (Línea 1), tendrás una excelente conexión con el transporte público. Además, estarás rodeado de comercios, restaurantes y colegios, así como de espacios verdes cercanos como el Parque de Santander y los Jardines del Canal. No pierdas la oportunidad de hacer de este espacio tu hogar ideal. ¡Ven a verlo y déjate enamorar! PRECIO, 850,000 EUROS MAS 2.5% DE COMISION DE AGENCIA.",True,renew,False,7944.0,False,False,False,False,[],False,False,850000.0,€,flat,,"Nuevos Ministerios-Ríos Rosas, Madrid",Piso en calle de Ponzano,1,True,Nuevos Ministerios-Ríos Rosas,True,,,,,,
107580356,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/81/76/27/1316772046.webp,CHGUADALQUIVIR,40,1199000.0,chalet,sale,470.0,4,3,calle Río Guadalquivir,Madrid,Boadilla del Monte,Parque Boadilla,es,40.4342334,-3.9244172,False,https://www.idealista.com/inmueble/107580356/,"AGENCIA INMOBILIARIA HOGARES BOADILLA DEL MONTE ofrece este MAGNÍFICO CHALET INDEPENDIENE con 2.660m2 de parcela y 470m2 construidos en la exclusiva urbanización de PARQUE BOADILLA. La vivienda está ubicada en Parque Boadilla, una exclusiva zona residencial que destaca por su entorno tranquilo y lleno de zonas verdes. Este enclave cuenta con seguridad privada las 24 horas y un completo Club Social equipado con piscina, pistas de tenis y pádel, amplias áreas ajardinadas, parque infantil y un restaurante, ideal para el disfrute de toda la familia. Es el lugar perfecto para quienes buscan un ambiente apacible, en contacto con la naturaleza, con acceso directo al Parque Regional del Guadarrama. Además, la zona ofrece una excelente conexión con Madrid gracias a su proximidad a comercios, transporte público y principales vías de comunicación. La vivienda se distribuye en una única planta. Al acceder, nos recibe un acogedor hall de entrada que da paso a una cocina reformada y a un salón-comedor que se organiza en tres estancias. Una de ellas es un antiguo patio andaluz cubierto, actualmente utilizado como sala de estar, que destaca por su gran claraboya, la cual aporta abundante luz natural. Este patio andaluz cuenta además con un toldo eléctrico y comunica con todas las estancias de la casa, proporcionando una conexión fluida entre los espacios. La vivienda dispone de cuatro amplias habitaciones. La principal cuenta con baño en suite y vestidor, mientras que otra de las habitaciones también dispone de baño en suite. Además, hay un tercer baño que da servicio a la cocina, al salón y a dos de las habitaciones secundarias, una de las cuales se utiliza actualmente como despacho. La parcela ofrece amplias y cuidadas zonas ajardinadas, también dispone de tres trasteros que aportan gran capacidad de almacenamiento, así como una espectacular piscina de agua salada. Además, cuenta con dos amplios porches con espacio suficiente para varios vehículos y una acogedora zona cubierta equipada con barbacoa y horno de obra, perfecta para disfrutar de celebraciones al aire libre junto a la piscina. La vivienda está ubicada próxima a la zona comercial y servicios de transporte público con fácil acceso a salida M50, M40, A5, A6 y M-501, además de colegios como el Mirabal International School y St. Michaels School, EuroCasvi, Virgen de Europa, Endaze School entre otros. ¡No dudes en visitar tu nuevo hogar!",True,good,False,2551.0,True,True,False,False,[],False,False,1199000.0,€,chalet,independantHouse,"Parque Boadilla, Boadilla del Monte",Casa independiente en calle Río Guadalquivir,,,,,,,,True,True,
108909690,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3b/f8/75/1358642660.webp,,61,640000.0,chalet,sale,141.0,3,2,CL ALONDRA,Madrid,Arganda,Los Villares,es,40.3139751,-3.4519459,False,https://www.idealista.com/inmueble/108909690/,"¿Imaginas sentir que estás de vacaciones todo el año? Volver del trabajo y que al entrar en tu hogar tus pulsaciones bajen y te inunde una oleada de paz. Es lo que transmite este oasis a pocos kilómetros de la ciudad. Tan cercano y bien conectado que te permite trabajar en Madrid, y vivir en un entorno soñado, con la paz y calidad de vida que deseas. Se trata de una amplia y cómoda vivienda en una sola planta, pero con bajo cubierta preparada para ampliar los metros útiles considerablemente. Consta de un estupendo recibidor con un armario, un gran salón comedor con chimenea y la cocina integrada. Aseo y baño completo. Tres espaciosos dormitorios con amplios armarios empotrados en 2 de ellos. Enorme porche cubierto, un jardín de más de 500 metros con varias zonas y frutales. Sus cerezas son famosas por ser las más ricas que probarás. También cuenta con una práctica cocina en el jardín y aseo exterior. Leñera, trastero, garaje para 2 coches… La casa se reformó completamente hace unos años y se hizo nueva en todos los sentidos: fontanería, electricidad, tejado, cocina, baños, se preparó la zona bajo cubierta para poder ampliar los metros. La reforma se llevó a cabo con las mejores calidades y un gusto excelente. El chalet está ubicado en la estupenda zona de “Los Villares”. La urbanización es una maravilla con piscina rodeada de césped y árboles. Zona de columpios, pista de paddle, pista multideporte, plazas de aparcamiento para invitados, zonas de reunión, portero todo el año… Podría seguir escribiendo párrafos y párrafos con estupendas características y razones objetivas por las que esta casa es maravillosa. Pero ni las palabras ni las fotos o vídeos pueden hacer justicia a la energía que transmite este hogar. Tienes que venir a sentirlo. En esta casa es imposible no ser feliz.",True,good,False,4539.0,True,False,False,False,[],False,False,640000.0,€,chalet,independantHouse,"Los Villares, Arganda",Casa independiente en Cl Alondra,,,,,,,,True,True,
