propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,floor,exterior,neighborhood,hasLift,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108643067,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/33/f4/55/1350824841.webp,2003 - MORALATAZ,2,470000.0,flat,sale,90.0,3,2,Barrio Numancia,Madrid,Madrid,Puente de Vallecas,es,40.3960208,-3.6654774,False,https://www.idealista.com/inmueble/108643067/,"Piso amplio y luminoso piso en venta  Ubicación estratégica a corta distancia del centro de Madrid. Características principales: - Vivienda exterior de unos 90 m² con excelente distribución. - 3 dormitorios  - 2 baños completos. - Salón-comedor independiente con buena luz natural. - Piso alto, con vistas despejadas y orientación luminosa. Edificio y servicios: - Ascensor y portal adaptado para personas con movilidad reducida. - Calefacción centralizada, ideal para invierno. - Portero físico en el edificio. Líneas de autobús cercanas: 113, 144. Accesos rápidos a M-30 y M-40. ¡Contáctanos sin compromiso!",False,good,False,5222.0,False,False,False,False,[],False,False,470000.0,€,flat,"Numancia, Madrid",Piso,2,True,Numancia,False,,,,,,
107364171,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/27/12/77/1349425703.webp,1017,11,365000.0,chalet,sale,120.0,6,2,Centro,Madrid,San Fernando de Henares,Centro,es,40.4241601,-3.5366333,False,https://www.idealista.com/inmueble/107364171/,"CASA ADOSADA con PATIO situado junto a la Plaza de San Fernando de Henares.  IDEAL INVERSORES. La casa cuenta con 6 dormitorios todos, dos de ellas en planta baja y otros cuatro en planta primera, 2 baños, Patio Privado.  Parcela de 128m2, distribuidos de la siguiente manera:  Planta baja con dos dormitorios, salón, cocina y salida a patio de 50 m2 aproximadamente. Vestíbulo que da acceso a dormitorio desde la entrada sin barreras arquitectónicas. Salón con salida a patio. Cocina amueblada y equipada independiente y baño totalmente reformado. Magnífico patio con excelente orientación.   Planta primera con cuatro dormitorios, salón independiente de paso hacia dos de los dormitorios, cocina y baño completo con salida a terraza. Terraza-balcón con acceso a patio desde esa misma planta. San Fernando de Henares es un municipio de Madrid, muy bien comunicado, cerca de colegios, institutos y comercios, parques,   supermercados Ahorramas. Hospital del Henares, Policía Local, zonas verdes. Fácil acceso a la autovía A-2, permitiendo una rápida conexión tanto al centro de Madrid como a otras zonas periféricas. Además, la estación de metro San Fernando y autobuses 287 a escasos minutos, siendo una opción perfecta tanto para familias como para profesionales que valoran la proximidad a la capital sin renunciar a un entorno más tranquilo. A escasos metros de la plaza de España y Ayuntamiento, paradas de autobús y a pocos minutos de estación de metro y cercanías Coslada Central. La zona donde se encuentra la vivienda es una de las mejores. Además está rodeada de todos los servicios y en una calle tranquila.  NO DUDES EN VISITARLO. Es lo que estás buscando.  Llame para concertar su cita y visite sin ningún compromiso.  Disponemos de servicio de asesoramiento financiero gratuito.  *En el precio de venta no están incluidos los gastos de compra (Impuesto de transmisiones patrimoniales / notaría – gestoría / registro/ intermediación inmobiliaria y/o financiera).  Tenemos división de Reformas por si le gustaría personalizar su nuevo hogar.",False,good,False,3042.0,False,False,False,False,[],False,False,365000.0,€,chalet,"Centro, San Fernando de Henares",Chalet,,,,,,,,,,
108581418,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/84/fa/35/1349068165.webp,,1,695000.0,penthouse,sale,160.0,3,2,Primera Fase - Nuevo Tres Cantos,Madrid,Tres Cantos,Primera Fase - Nuevo Tres Cantos,es,40.6162896,-3.7170883,False,https://www.idealista.com/inmueble/108581418/,"¡MAGNIFICA VIVIENDA A ESTRENAR! ¡LUMINOSA! Esta impresionante vivienda se encuentra en la zona nueva y más exclusiva de Tres Cantos. Se sitúa en la séptima planta, lo que proporciona unas vistas espectaculares. La vivienda cuenta con una amplia cocina, 3 habitaciones espaciosas, 2 baños elegantes, 2 plazas de garaje y un trastero con armarios de alta calidad. Además, disfrutarás de suelo radiante y aire acondicionado por conducto en toda la vivienda, asegurando un confort inigualable. Con zonas comunes exquisitamente diseñadas, esta propiedad se destaca por su elegancia y exclusividad. Uno de los puntos más destacados es que la obra ya está finalizada, por lo que esta vivienda de lujo está lista para estrenar. No ha sido habitada antes, lo que garantiza una experiencia de estreno completa para sus afortunados nuevos propietarios. ¡Una oportunidad única en una de las mejores zonas de Tres Cantos! DETALLES DE LA DESCRIPCION: La vivienda se compone de amplio y luminoso salón-comedor con salida a una terraza AMPLIA. La vivienda consta también de una amplia cocina con acceso a un tendedero cubierto y a su vez tiene salida a la terraza principal. La vivienda está compuesta por 3 habitaciones, todos con armarios empotrados y vestidos por dentro. En la habitación principal dispone de baño en suite con columna de ducha para mejor confort. Nos encontramos todas las instancias muy luminosas. La vivienda dispone de 2 amplios baños completos. El piso dispone de trastero con armario empotrado y 2 amplias plazas de garaje incluidas en el precio. Cuenta con zonas comunes: parque infantil, gimnasio, piscina, salón gourmet, salón de teletrabajo y además salón de juegos. Es una amplia urbanización con posibilidad de hacer pista de pádel. Entre las calidades podemos observar: ventanas climalit oscilobatientes, suelo AC5, armarios empotrados, suelo radiante siendo un sistema de calefacción que funciona mediante la canalización de una fuente de calor debajo del suelo, entre otros.. . ¡2 PLAZAS DE GARAJE INCLUIDAS EN EL PRECIO! La ubicación del inmueble está en la zona nueva de Tres Cantos, la cual consta de supermercados, farmacias, bar, tienda de alimentación y distintos comercios. Cerca de gran variedad de colegios de la zona.. . VEN A VERLO, NO PIERDAS ESTA OPORTUNIDAD.",False,good,False,4344.0,False,False,False,False,[],False,False,695000.0,€,flat,"Primera Fase - Nuevo Tres Cantos, Tres Cantos",Ático,7,True,,True,True,True,penthouse,,,
108093934,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b5/c6/e6/1273012933.webp,,7,139000.0,penthouse,sale,50.0,1,1,calle de Santa Ana,Madrid,Aranjuez,Foso-Moreras,es,40.0359248,-3.5973219,False,https://www.idealista.com/inmueble/108093934/,"INMOBILIARIA OÑATE VENDE EN EXCLUSIVA. - Apartamento sin amueblar en la zona de Moreras. Todo independiente, cocina equipada y trastero incluido en el precio. Edificio con ascensor. Para Entrar!",False,good,False,2780.0,False,False,False,False,[],False,False,139000.0,€,flat,"Foso-Moreras, Aranjuez",Ático en calle de Santa Ana,3,True,,True,,,penthouse,,,
105614977,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/66/7f/93/1257784892.webp,,1,4990000.0,flat,sale,314.0,4,5,Barrio Recoletos,Madrid,Madrid,Barrio de Salamanca,es,40.426715,-3.6853021,False,https://www.idealista.com/inmueble/105614977/,"HOUSELY CONSULTING presenta esta espectacular vivienda reformada de 314 m² en un edificio clásico construido en 1900, ubicada en el emblemático barrio residencial de Salamanca, Recoletos. A escasos paso de la puerta de Alcalá. Situado en el corazón de la ciudad, esta vivienda exterior se encuentra en la 3ta planta, ofrece un equilibrio perfecto entre la elegancia de la arquitectura clásica y las comodidades modernas. A pocos pasos, podrás disfrutar de una variada oferta gastronómica y de ocio. El piso cuenta con tres balcones que inundan la vivienda de luz natural, creando un ambiente cálido y acogedor. La distribución de la vivienda incluye 3 amplios dormitorios, dos de ellos en suite, garantizando privacidad y confort, mientras que el tercer baño da servicio al resto de la vivienda. También cuenta con un dormitorio de servicio con su baño en suite y un aseo de visitas. Además de sus acabados de lujo, esta vivienda está diseñada para ofrecer el máximo confort en cada una de sus estancias. No pierdas la oportunidad de vivir en un lugar que lo tiene todo. Para más información, no dude en contactar con HOUSELY CONSULTING. Disponemos de muchos más pisos que por discreción de la propiedad no podemos publicar.",False,good,False,15892.0,False,False,False,False,[],False,False,4990000.0,€,flat,"Recoletos, Madrid",Piso,3,True,Recoletos,True,,,,,,
103199199,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9b/40/a5/1181567439.webp,3364-01605,7,9500000.0,chalet,sale,2135.0,9,10,Barrio Monteclaro,Madrid,Pozuelo de Alarcón,Urbanizaciones,es,40.4429573,-3.8290372,False,https://www.idealista.com/inmueble/103199199/,"URBANIZACIÓN LAS ENCINAS Prestigiosa urbanización cerrada muy bien comunicada, vigilancia 24 horas. Casa señorial con amplios espacios y jardín consolidado. Garaje para 8 coches, piscina, solarium. Piscina climatizada. Pista de pádel. Casa de invitados anexa.",False,good,False,4450.0,False,False,False,False,[],False,False,9500000.0,€,chalet,"Monteclaro, Pozuelo de Alarcón",Casa independiente,,,Monteclaro,,True,True,independantHouse,,,
108317321,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/36/ab/c6/1340508320.webp,1658,4,1990000.0,flat,sale,101.0,2,2,Barrio Recoletos,Madrid,Madrid,Barrio de Salamanca,es,40.4271274,-3.6836222,False,https://www.idealista.com/inmueble/108317321/,"Ubicado en el prestigioso barrio de Salamanca, en la codiciada zona de Recoletos, este elegante piso reformado de 101 m² ofrece una combinación perfecta de estilo y funcionalidad. La vivienda situada en una cuarta planta dispone de dos amplios dormitorios y dos baños, con un diseño contemporáneo que optimiza cada espacio. Su excelente luminosidad, potenciada por varios balcones, aporta calidez y amplitud a todas las estancias. Se entrega completamente amueblado y equipado con aire acondicionado y calefacción individual, lo que garantiza confort en cualquier época del año. El edificio, con ascensor, añade un plus de comodidad. Una oportunidad excepcional para residir en una de las localizaciones más exclusivas de Madrid.",False,good,False,19703.0,False,False,False,False,[],False,False,1990000.0,€,flat,"Recoletos, Madrid",Piso,4,True,Recoletos,True,,,,,,
108297952,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1a/ee/b7/1339924623.webp,Paracuellos__,7,115000.0,chalet,sale,92.0,2,1,calle Real de Burgos,Madrid,Paracuellos de Jarama,Casco Urbano,es,40.5039456,-3.5303161,False,https://www.idealista.com/inmueble/108297952/,"Terrahabitat vende casa en el centro de Paracuellos del Jarama, ideal para particulares como inversores.  Se compone de planta baja más una buhardilla; aparte tiene una parcela.  Muy buena ubicación cerca de comercios, farmacias, colegios y línea de autobuses.  Actualmente está en estado para reformar con grandes posibilidades de ponerlo a tu gusto.",False,renew,False,1250.0,False,False,False,False,[],False,False,115000.0,€,chalet,"Casco Urbano, Paracuellos de Jarama",Chalet adosado en calle Real de Burgos,,,,,,,terracedHouse,,,
108163536,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3b/6f/2b/1336190541.webp,,11,185000.0,chalet,sale,200.0,6,2,calle Cantueso,Madrid,Villa del Prado,,es,40.2849501,-4.3559031,False,https://www.idealista.com/inmueble/108163536/,Encinar del Alberche se vende chalet en planta principal salon cocina 3 dormitorios y baño y en sotano otros 3 dormitorios y baño. calefaccion de gasoil. parcela grandisima con vistas. muy bien situado cerca del autobus. esta en proceso de legalizacion del sotano falta escriturary registrarlo ya tenemos fecha.,False,good,False,925.0,False,False,False,False,[],False,False,185000.0,€,chalet,Villa del Prado,Casa independiente en calle Cantueso,,,,,True,True,independantHouse,,,
107778411,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e8/09/4d/1323508115.webp,2528CN0701,2,475000.0,chalet,sale,164.0,3,2,Cercedilla,Madrid,Cercedilla,,es,40.7306348,-4.0622888,False,https://www.idealista.com/inmueble/107778411/,"¿Quiere un chalet diseñado a su gusto y medida? Nosotros se lo entregamos llave en mano.    Le ofrecemos diseñar para usted la vivienda, según sus gustos, gestionar todo lo necesario ante la administración, llevar a cabo el proceso de construcción y entregarle la vivienda con todo listo para entrar a vivir.     Entregamos viviendas de autor personalizables, a construir en función de las necesidades y deseos del cliente, y siempre de acuerdo con la normativa vigente. Usted nos dice qué desea, cómo y dónde, y nosotros le daremos un presupuesto cerrado por llevar a cabo todas las tareas hasta la entrega de la vivienda. Y usted puede supervisar el proceso en todo momento.  También podemos ayudarle con la financiación del mismo.     Esta vivienda es un ejemplo de lo que podemos ofrecerle. (Plano adjunto) Sus datos básicos son:  3 dormitorios.  2 baños.  135,68 m2 en una planta con 39 m2 de porche  Piscina, no incluida    El precio incluye la construcción y la dirección facultativa de la obra, no incluye notaría, registro u otros gastos necesarios, como puede ser costes de urbanización, de toma eléctrica.    Pregúntenos por otros modelos disponibles, o díganos lo que desea y su presupuesto, y le diremos qué podemos ofrecerle. Todo sin compromiso y sin ningún coste por su parte hasta la firma del encargo en firme de la vivienda.",False,good,False,2896.0,False,False,False,False,[],False,False,475000.0,€,chalet,Cercedilla,Casa independiente,,,,,True,True,independantHouse,,,
108304849,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/76/bd/a7/1340129953.webp,,10,490000.0,duplex,sale,120.0,3,2,calle Vadillo,Madrid,Villaviciosa de Odón,Centro,es,40.3597191,-3.9039842,False,https://www.idealista.com/inmueble/108304849/,"Duplex (ALQUILADO), en el centro de Villaviciosa de Odón, esta reformado y se entrega amueblado. Distribuido en 3 habitaciones y 2 baños. Salon muy luminoso. Cocina equipada. Terraza. Plaza de garaje y trastero.  VACCANI, notaras la diferencia!",False,good,False,4083.0,False,False,False,False,[],False,False,490000.0,€,flat,"Centro, Villaviciosa de Odón",Dúplex en calle Vadillo,1,True,,True,True,True,duplex,,,
