propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,floor,exterior,hasLift,district,newDevelopmentFinished,neighborhood,highlight.groupDescription,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108639199,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2c/28/bf/1350811135.webp,3777,13,1709000.0,flat,sale,132.0,3,3,Barrio Goya,Madrid,Madrid,es,40.427888,-3.6733905,False,https://www.idealista.com/inmueble/108639199/,"Fortuny Madrid Real Estate presenta en el prestigioso barrio de Salamanca - Goya, esta propiedad en obra ofrece un diseño moderno y funcional con una excelente distribución de espacios. Con 164 metros construidos, destaca por su amplitud y luminosidad. La vivienda cuenta con tres habitaciones, tres baños, terraza y un amplio salón con cocina equipada, proporcionando un entorno cómodo y sofisticado. Además, dispone de calefacción comunitaria y aire acondicionado, asegurando confort en cualquier época del año. La inclusión de un cuarto de lavado añade practicidad al hogar, mientras que su ubicación privilegiada en una de las zonas más demandadas de Madrid la convierte en una excelente oportunidad de inversión. La gran mayoría de los inmuebles que tenemos en esta zona solo se encuentran en nuestra web. Visite nuestra página y descubra exclusivas viviendas. Fortuny Madrid Real Estate es una empresa con sólida experiencia formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes nacionales e internacionales. Somos un referente en el mercado español, ofreciendo un servicio completo con viviendas residenciales de alta calidad y una amplia gama de servicios inmobiliarios, cubriendo tanto el área privada como el área comercial para conseguir que personas físicas jurídicas, instituciones e inversores queden plenamente satisfechos con nuestros servicios.",False,good,False,12947.0,True,False,False,False,[],False,False,1709000.0,€,True,True,flat,,"Goya, Madrid",Piso,5,True,True,Barrio de Salamanca,,Goya,,,,
108147170,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/69/c5/6c/1335266142.webp,,19,950000.0,flat,sale,127.0,1,2,"avenida de Luis García Cereceda, 7",Madrid,Pozuelo de Alarcón,es,40.4062857,-3.8008773,True,https://www.idealista.com/inmueble/108147170/,"Dúplex en planta baja con jardín privado Nueva promoción de viviendas de última generación en LaFinca. En la urbanización encontramos viviendas desde 1 a 3 dormitorios en dúplex y una sola planta. Todas ellas con balcón o jardín, espacios protagonizados por la luz. Vivienda en dos plantas. En la planta inferior se encuentra la zona de día compuesta por salón-cocina orientado al sur con jardín privado, aseo de cortesía y lavadero. En la planta superior se encuentra la zona de noche, con el dormitorio y el baño principal separados por un patio ajardinado. El dormitorio principal se orienta al sur con un gran ventanal. Todas las viviendas cuentan con 2 plazas de aparcamiento y trastero, además de amplios cuartos para bicicletas. La urbanización cuenta con amplias zonas verdes que distribuye las distintas zonas comunes, gimnasio con luz y ventilación natural, centros de trabajo en la misma urbanización que permiten conciliar el entorno familiar y profesional sin desplazarse gracias a los COVIT ROOMS. Y piscina comunitaria con amplios vestuarios. La finca GARDEN, forma parte del conjunto residencial LGC, que también contará con zona de ocio y servicios, La Finca Grand Café como punto de encuentro donde se fusionará la mejor restauración premium con una experiencia de compra excepcional y la zona deportiva, el club LaFinca Golf.  También se encuentra próximo a los mejores colegios internacionales (Colegio Británico), prestigiosos hospitales (Hospital Universitario Quirón) y clínicas privadas (La Zarzuela). cercanía a otros centros comerciales como El Zielo, Corte Inglés de Pozuelo y el complejo de ocio Kinépolis.",False,good,False,7480.0,True,False,False,False,[],False,False,950000.0,€,True,True,flat,,"La Finca, Pozuelo de Alarcón","Piso en avenida de Luis García Cereceda, 7",bj,True,True,Zona Prado de Somosaguas - La Finca,,La Finca,,,,
107939619,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/20/a3/b0/1328923019.webp,,27,2400000.0,duplex,sale,250.0,4,5,"avenida de Luis García Cereceda, 7",Madrid,Pozuelo de Alarcón,es,40.4062857,-3.8008773,True,https://www.idealista.com/inmueble/107939619/,"Espectacular dúplex con jardín y piscina privada en LaFinca Esta vivienda cuenta con zona de día rodeada de terraza-jardín con piscina, ubicada en planta baja, y zona de noche en planta primera. Quedan unidas entre sí por una espectacular escalera y por un ascensor-elevador privado. La innovadora y exclusiva configuración arquitectónica del edificio en su conjunto consigue dotar a esta vivienda de total privacidad y garantiza la tranquilidad de no ser visto desde arriba. Zona de día: En planta baja, la zona de día está rodeada de una terraza-jardín de 160 m2, con zonas de estar norte y sur, que incluye piscina privada. Se accede a través de un espacio en doble altura abierto a la escalera y vistas al sur. Cuenta con un salón-comedor orientado a sur de 40 m2, amplia cocina de abierta al comedor y zona de servicio (despensa, lavadero, tendedero, dormitorio servicio, baño servicio, aseo de cortesía). Zona de noche: En planta primera, el distribuidor en doble altura da paso a los dormitorios. La superficie destinada al dormitorio principal y cuarto de baño con ducha y bañera, tocador y wc, es de 32 m2 y cuenta con terraza propia y magníficas vistas a sur. Los dos dormitorios secundarios cuentan con baño propio. La vivienda cuenta con 4 plazas de garaje y trastero. Las Sky Villas funden los conceptos de vivienda unifamiliar y vivienda en comunidad. Ya no es necesario renunciar al jardín para tener privacidad o a las vistas para disfrutar de una piscina, ni privarse de las ventajas de vivir en comunidad. Con las Sky Villas las viviendas se benefician de las ventajas de una y otra tipología de edificio, evitando los inconvenientes de ambas. Las Sky Villas de LAFINCA disponen de enormes ventanales que se abren al sol y a las vistas hacia los jardines y el campo de golf. En una magistral comunicación del interior y el exterior, el paisaje pasa a formar parte de la vivienda. UBICACIÓN ESTRATÉGICA El conjunto residencial se encuentra próximo a los mejores colegios internacionales (Colegio Británico), prestigiosos hospitales (Hospital Universitario Quirón) y clínicas privadas (La Zarzuela). También tendrá a su alcance instalaciones deportivas de gran nivel como el Reebok Sport Place y cercanía a otros centros comerciales como El Zielo, El Corte Inglés de Pozuelo y el complejo de ocio Kinépolis. COMUNICACIONES El conjunto residencial ofrece excelentes comunicaciones a través de la M-40, M-50, M511, A5 y A6. Autobuses interurbanos conectados con el centro de la capital y metro ligero. EL ENTORNO Naturaleza y arquitectura se entrelazan dando lugar a un conjunto residencial que se percibe como un gran jardín, donde el agua y la vegetación, junto con el sol, son protagonistas indiscutibles. Más de 40.000 m2 de jardines comunitarios, sin viario que los interrumpa, se suman a los jardines privados de cada una de nuestras SKY VILLAS. Las SKY VILLAS cuentan con espectaculares vistas al nuevo campo LaFinca Golf cuidadosamente concebido como un espacio de respeto al medio ambiente e integración paisajística con el terreno original. El conjunto residencial LaFinca LGC está concebido para que los residentes en nuestras SKY VILLAS disfruten de la mejor calidad de vida. A escasos 200 metros, en la Avenida Luis García Cereceda se ubicará LAFINCA GRAND CAFÉ el que está llamado a convertirse en referente de la restauración premium en España. Calidad, seguridad y diseño se unen para conseguir un ambiente único y una experiencia de compra y restauración excepcional.",False,good,False,9600.0,True,False,False,False,[],False,False,2400000.0,€,True,True,flat,duplex,"La Finca, Pozuelo de Alarcón","Dúplex en avenida de Luis García Cereceda, 7",bj,True,True,Zona Prado de Somosaguas - La Finca,,La Finca,,,,
107364689,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7c/78/40/1314257493.webp,,18,190000.0,flat,sale,40.0,2,1,"calle del Labrador, 21",Madrid,Madrid,es,40.4004594,-3.7037657,True,https://www.idealista.com/inmueble/107364689/,"Ofrecemos en venta este piso de 40 m2 en la demandada zona de Acacias, en Embajadores, Madrid, En pleno parque de Peñuelas, junto al Parque Madrid Río. Zona con grandes superficies ajardinadas. A 10 minutos de la Puerta de Toledo y del Rastro. Hablamos de un piso interior, de 40 m2 distribuidos en salón, 2 habitaciones, cocina y baño. Gastos de comunidad muy contenidos, 38 euros al mes. En la actualidad se está reformando el tejado con derramas que asume la propiedad actual.  Dispone de calefacción eléctrica pero el edificio tiene instalada la toma de gas ciudad por lo que podría instalarse esta calefacción en el piso. El edificio tiene además ascensor.",False,good,False,4750.0,True,False,False,False,[],False,False,190000.0,€,,,flat,,"Acacias, Madrid","Piso en calle del Labrador, 21",st,False,True,Arganzuela,,Acacias,,,,
108584133,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5a/88/b6/1349143403.webp,W-030F4T,46,970000.0,chalet,sale,212.0,4,4,El Bosque,Madrid,Villaviciosa de Odón,es,40.3854398,-3.9382887,False,https://www.idealista.com/inmueble/108584133/,"Magnifico chalet en El Bosque Engel&Völkers tiene el placer de poder comercializar este bonito chalet con un encanto especial por su forma de arquitectura y su bonita escalera interior. Es un chalet amplio con grandes terrazas, muy luminoso, con una gran piscina y un bonito jardín donde podrás disfrutar con tu familia, amigos y descansar los fines de semana. Al entrar en este chalet nos encontramos con una gran escalera que nos distribuye la casa, a la izquierda nos encontramos con un bonito salón, con chimenea y un comedor anexo independiente anexo con salida al jardín y a la piscina. Dispone de una bonita cocina abierta al salón amueblada con todos los electrodomésticos y de color blanco que le da mayor amplitud. En esta planta nos encontramos con 2 habitaciones, una de ellas es la principal con su cuarto de baño en suite y armarios empotrados y la otra habitación con gran luminosidad. Dispone de un bonito aseo de cortesía y armario gabanero. En la planta superior, nos encontramos con 2 habitaciones amplias, con gran terraza y armarios empotrados, un salón y un cuarto de baño completo y muy amplio. Dispone de varios trasteros muy cómodos para poder guardar todo tipo de cosas. En la zona de la piscina muy próxima a la casa dispone de otra habitación y cuarto de baño completo, válido para cuarto de servicio, así como un apartamento exterior. El garaje es exterior y sirve como para 3 coches. La calefacción es por Gas propano pero tiene la instalación para el gas natural. Dispone de aire acondicionado en toda la casa. Excelente ubicación en la arteria principal de la urbanización accesible a todos los servicios de la misma a pie. La urbanización El Bosque pertenece a Villaviciosa de Odón, muy cerca de Boadilla del Monte. Con todos los servicios necesarios, la urbanización cuenta con vigilancia las 24 horas. Cerca del Colegio Ágora Internacional, el desarrollo de las instalaciones del Centro Oficial de la Liga y de la NBA en España, la Universidad Europea de Madrid y de una zona comercial con restaurantes, supermercado, escuela de baile, farmacia, cafeterías, veterinario, parroquia y campo de golf. Dos ambulatorios en casco urbano así como hospitales cercanos. Al municipio se accede desde la carretera M-501, Km-69 y desde la carretera M-50. Limita con los términos municipales de Boadilla del Monte, Villanueva de la Cañada, Brunete, Sevilla la Nueva, Móstoles, Alcorcón y Navalcarnero. Transporte público con paradas en Príncipe Pío y Cercanías de Móstoles. Mejorada también la conexión de transporte de Villaviciosa de Odón con la estación de Colonia Jardín.",False,good,False,4575.0,False,False,False,False,[],False,False,970000.0,€,True,True,chalet,independantHouse,"El Bosque, Villaviciosa de Odón",Casa independiente,,,,El Bosque,,,,,,
107153811,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7c/79/86/1337214554.webp,0096-00995,27,240000.0,flat,sale,90.0,1,1,"calle del León, 30",Madrid,Madrid,es,40.4129468,-3.6993957,True,https://www.idealista.com/inmueble/107153811/,"303 Situado en el emblemático barrio de las Letras-Cortes, este piso abuhardillado y amueblado con mucho encanto ofrece una oportunidad única de vivir en el corazón de Madrid o de invertir con buena rentabilidad. Desde la quinta y última planta, a través de sus ventanas de Climalit, se puede ver el cielo madrileño y disfrutar de la tranquilidad de un piso interior estando en el centro de la capital. Esta buhardilla con vigas de madera transmite la sensación de vivir en un hogar acogedor y luminoso, con sus techos bajos, su cocina amplia y su toque bohemio. El piso de 57 m2 útiles está distribuido en dos alturas: la habitación con techo bajo, un pasillo abierto y luminoso, una cocina amplia y equipada, un baño y un espacio chill de salón abuhardillados. La vivienda se sitúa en la quinta y última planta del edificio, el ascensor llega hasta la cuarta planta. Ubicado entre la calle de Atocha y la calle de Huertas, a escasos metros de la estación de metro de Antón Martín, y a unos metros de la Puerta del Sol, su situación es inmejorable y está muy bien comunicada. Dispone de todo tipo de servicios al lado, supermercados, tiendas, cafeterías, restaurantes y bares de los más auténticos a los más modernos de la capital. El uso turístico no está permitido. No cobramos honorarios al comprador.",True,good,False,2667.0,True,True,True,False,[],False,False,240000.0,€,,,flat,,"Huertas-Cortes, Madrid","Piso en calle del León, 30",5,True,True,Centro,,Huertas-Cortes,,,,
108220953,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2e/47/84/1337698599.webp,VENTA-RABOSO,33,453000.0,penthouse,sale,124.0,3,1,calle Emilio Raboso,Madrid,Madrid,es,40.3937009,-3.6714177,False,https://www.idealista.com/inmueble/108220953/,"SERVICHECK INMOBILIARIA VENDE ULTIMAS VIVIENDAS  ATICO de 3 habitaciones y 2 cuartos de baño con plato de ducha, cocina integrada al salón, terraza amplia de 25 metros con salida desde el salón, diseño moderno y acabados de gran calidad, en una ubicación excelente y estratégica para disfrutar de la ciudad sin renunciar a nada. gran terraza. Incluye trastero.  Son primeras calidades, tiene suelo radiante, máquina de aire acondicionado y bombas de calor, máquina de ventilación y purificación de aire, extractores de seguridad, y ventilación, agua caliente sanitaria con placas solares, armarios vestidos con cajoneras, ventanas cortizo con climalit, cerámica en toda la casa, baños completos con muebles, cocinas amuebladas con electrodomésticos (vitro, campana, lavadora, lavavajillas, nevera y horno), construidos con la nueva normativa del 2021. Una oportunidad de adquirir una vivienda a estrenar a escasos metros del parque de Tierno Galván y del nuevo proyecto de soterramiento de la M30 elevando la zona y uniendo pacifico con puente de vallecas, destacar también la gran cantidad de ocio y deporte gracias a la zona comercial de Méndez Álvaro y Vallecas. Excelentemente comunicada tanto por transporte público con diversas líneas de autobús y metro a unos pasos de la puerta de casa, como si nos vamos de viaje, AVE a diez minutos, Aeropuerto bien conectado y M30 más carreteras de acceso directo como la A3 o la A4. Vivienda rodeada de supermercados, centros de especialidades médicas, restaurantes, bibliotecas municipales, colegios e institutos, si gracias a la zona comercial de Méndez Álvaro y Vallecas. Viviendas prácticas, luminosas, cuidadas hasta en los más mínimos detalles. Por dentro y por fuera. Con espacios llenos de posibilidades para garantizar tu bienestar, esta céntrica zona de la capital estarás cerca de todo, mientras disfrutas de un espacio único. Su ubicación convierte a este residencial en un lugar para disfrutar de la ciudad con tan solo mirar por la ventana. A su perfecta ubicación se suman todas las comodidades, soluciones técnicas y constructivas que te sorprenderán. Mejor ver, preguntar por Carlos Nastasia al 695_190_289 (también se atiende por WhatsApp).",True,good,False,3653.0,True,False,True,False,[],False,False,453000.0,€,,,flat,penthouse,"San Diego, Madrid",Ático en calle Emilio Raboso,2,True,True,Puente de Vallecas,,San Diego,,,,
102637734,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/d8/38/e1/1162150721.webp,,42,1800000.0,penthouse,sale,266.0,3,3,"avenida de América, 37",Madrid,Madrid,es,40.4398635,-3.6719725,True,https://www.idealista.com/inmueble/102637734/,"OIKOS INMOBILIARIA VENDE EN EXCLUSIVA ESTE ESPECTACULAR PISO EN UNO DE LOS EDIFICIOS MÁS EMBLEMÁTICOS DE MADRID, CON UNA MARAVILLOSA Y RECIENTE REFORMA QUE HACE QUE SEA UN PISO ÚNICO, EN UN EDIFICIO ÚNICO Y CON UNA UBICACIÓN ÚNICA, EN PLENO CENTRO DE MADRID. Espectacular piso en la planta 12ª, todas las orientaciones, con unas vistas panorámicas impresionantes y luz natural TODO el día en todas las estancias. Incluye 2 terrazas privadas e independientes, una en zona de salón y otra en dormitorio principal. Ambas iluminadas y con toma de agua. Edificio emblemático del arquitecto Francisco Javier Sáenz de Oíza, único en el mundo premio nacional de arquitectura. No dejes de contemplar la maravillosa escalera principal de caracol realizada en mármol que recorre todo el edificio como si fuera un tronco de un árbol. Magnífica azotea donde hay una singular piscina y un solárium de gran tamaño, cuya forma coincide con el diseño circular del edificio. Vistas 360º de todo Madrid (estadio Santiago Bernabéu, estadio Metropolitano, Plaza de toros Las Ventas, Pirulí, Casa de Campo, la Sierra de Madrid, aeropuerto, las Torres, etc.). Imponentes puestas de sol hacia la sierra de Madrid. Reformado íntegramente, con materiales de alta calidad; y diseño moderno y acogedor. Se mantiene la estructura y formas originales, dotándole de las comodidades y gustos más actuales. Desde que entras sentirás que estás en una espacio muy abierto y cálido, con un salón de más 60m2. Déjate sorprender en la forma en que se integra el hormigón con el resto de materiales. Cuenta con 3 dormitorios, todos con armarios empotrados, vestidos completamente con espacios bien diferenciados e iluminados interiormente. El principal dispone de un amplio vestidor y su baño en suite. Hay otros 2 baños, completos y diferentes. Aislado acústicamente, te sorprenderá la tranquilidad de vivir en un sitio así. Todas las ventanas son oscilobatientes, lacadas en blanco en interior y simulando madera en exterior para ir en conjunto con el edificio. Está situado en el ala más alejado de la zona de ascensores, donde la privacidad es absoluta. Aire acondicionado en todas las estancias. Funcionan también como bomba de calor si no se precisa usar la calefacción central o dar un plus de calor al hogar. Disfrutarás de su magnífica cocina de diseño, con unas vistas increíbles. La superficie total son 266m2 en una sola planta, de los cuales 220 son útiles. Se incluye trastero grande a nivel del garaje (caben bicicletas) y la mejor plaza de garaje donde cabe, además de coche grande, moto o bicicletas. En la zona de garaje hay un área para lavadero de coches. Dispone de ascensores directos a cada planta, así como otro diferente para el acceso a garaje y entrada por la zona de servicio. Acceso también adaptado a personas con problemas de movilidad. Cuenta con servicio de conserjería y seguridad 24 horas tanto física como videovigilada. Preinstalación para coche eléctrico en garaje. Sólo tendrás que preocuparte de tu consumo eléctrico porque el resto está incluido en la cuota comunitaria (calefacción, agua, limpieza, etc.). Muy bien comunicado, con transporte público en la misma puerta tanto bus como metro, próximo al intercambiador de Av. de América y salida directa a la A2. Colegio y espacio deportivo justo enfrente y demás servicios a pocos metros. Se trata de un barrio muy solicitado y consolidado, con todo tipo de servicios y un ambiente muy vivo.",False,good,False,6767.0,True,False,False,False,[],False,False,1800000.0,€,True,True,flat,penthouse,"Prosperidad, Madrid","Ático en avenida de América, 37",12,True,True,Chamartín,,Prosperidad,,,,
108081299,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b3/4a/6e/1333242223.webp,0096-01081,55,1350000.0,chalet,sale,534.0,5,5,"paseo del Perú, 39",Madrid,Ciudalcampo,es,40.6197047,-3.6217011,True,https://www.idealista.com/inmueble/108081299/,"202 Descubre esta espectacular vivienda unifamiliar de 534 m² construidos sobre una amplia parcela de 2.600 m², situada en una de las zonas más privilegiadas de Ciudalcampo, una urbanización privada y segura al norte de Madrid, rodeada de naturaleza y tranquilidad. La propiedad se distribuye en dos plantas y sótano. Cuenta con espacios amplios, luminosos y funcionales. Dispone de: 5 dormitorios, tres de ellos con baño en suite 5 baños completos. 2 salones, 1 con chimenea, ideales para el descanso o reuniones Comedor independiente con acceso directo al jardín Cocina totalmente reformada, moderna y equipada Terraza en planta alta, perfecta para disfrutar de vistas y atardeceres Piscina privada con zona de solárium, barbacoa, salita y cuarto de baño. Amplio jardín consolidado con riego automático Espacio para varios vehículos Situado en Paseo del Perú, una calle residencial tranquila, este chalet combina privacidad con excelentes accesos a la A1 y cercanía a servicios de alto nivel: colegios internacionales como SEK y Trinity College, el Club RACE (golf, hípica, tenis), seguridad 24h y un entorno natural único. Una oportunidad ideal para familias que buscan calidad de vida, espacio y confort en una de las urbanizaciones más exclusivas de Madrid.",True,good,False,2528.0,True,True,False,False,[],False,False,1350000.0,€,True,True,chalet,independantHouse,Ciudalcampo,"Casa independiente en paseo del Perú, 39",,,,,,,,,,
108859082,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bc/00/df/1357209925.webp,17477-2025,11,230000.0,flat,sale,78.0,3,1,calle de Calahorra,Madrid,Madrid,es,40.4065158,-3.6134972,False,https://www.idealista.com/inmueble/108859082/,"¡ Oportunidad! Piso de 78 m² a la venta en el barrio de Vicálvaro, Madrid. La vivienda está distribuida en salón-comedor, tres dormitorios, cocina, cuarto de baño y vestíbulo. Cuenta con suelos de gres, ventanas de aluminio, puertas de paso interiores de madera de sapelly, armarios empotrados, instalación de aire acondicionado.. . Se encuentra en buen estado general de conservación. Es una 1ª Planta en un bloque residencial sin ascensor. Buenas comunicaciones por carretera (E-5) y transporte público, a menos de cinco minutos andando de la parada de autobús de la calle Casalarreina. Próximo a todo tipo de servicios e infraestructuras como centros educativos (IES Joaquín Rodrigo), comercios, supermercados, farmacias, zonas verdes... SIN COMISIÓN.",False,good,False,2949.0,False,False,False,False,[],False,False,230000.0,€,,,flat,,"Ambroz, Madrid",Piso en calle de Calahorra,1,True,False,Vicálvaro,,Ambroz,,,,
108879735,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ea/27/7c/1357862975.webp,1711,12,180000.0,studio,sale,30.0,0,1,calle del Capitán Blanco Argibay,Madrid,Madrid,es,40.4655797,-3.7059,False,https://www.idealista.com/inmueble/108879735/,"Gentile Home presenta oportunidad Única: Estudio listo para habitar o invertir en Valdeacederas. Ubicación Estratégica: A tan solo 10 minutos de las estaciones de metro de Valdeacederas (L-1) y Ventilla (L-9), con Plaza de Castilla y Cuzco a tu alcance. La comodidad de tener la ciudad a tus pies. Listo Para Ti: Este estudio cuenta con cocina integrada, baño independiente y está equipado con placa vitrocerámica, campana extractora, lavadora-secadora, horno, microondas y nevera. Además, cuenta con un sistema de aire acondicionado frío/calor perfectamente instalado. Inversión Inteligente: Ideal para una alta rentabilidad si estás pensando en alquilar. También es perfecto como primera vivienda, ya que lo tiene todo. Actúa Rápido: Propiedades como esta no duran eternamente en el mercado. Sin comisiones, directo del propietario. Tu hogar o tu próxima inversión te esperan. No dejes pasar esta oportunidad. Descripción del Lugar Adéntrate en el vibrante barrio de Madrid, donde la historia y la modernidad se entrelazan en una danza cautivadora. Con un total de 50 puntos de interés en un radio de 15 minutos, encontrarás una red de transporte público eficiente, con paradas de autobús a solo 1 minuto de distancia en Pinos Baja-Blanco Argibay y Blanco Argibay-Pinos Baja, que te conectan con toda la ciudad. Además, en un radio de 15 minutos, descubrirás 28 opciones deliciosas de comida y bebida, con el restaurante Amor al Plato a solo 3 minutos de caminata, y el Mesón Benavente a 5 minutos, donde podrás disfrutar de la auténtica cocina regional. Si buscas conveniencia, estarás encantado de saber que hay 56 tiendas de comestibles a poca distancia, incluyendo la carnicería Ángel, la frutería Arroyo, y una tienda de conveniencia en Paseo de la Dirección.  Además, para aquellos con niños, hay 14 escuelas en las cercanías, como el Centro Privado de Educación Infantil, Primaria y Secundaria Divino Corazón, a solo 8 minutos a pie, y el Colegio de Educación Infantil y Primaria Juan Ramón Jiménez, también a 8 minutos de distancia. Para quienes buscan un respiro en medio del bullicio urbano, a tan solo 10 minutos de caminata, encontrarán el hermoso Parque Agustín Rodríguez Sahagún y el encantador Jardín de Luis Javier Benavides, donde podrán sumergirse en la naturaleza y disfrutar de momentos de tranquilidad.  Además, con 5 farmacias en las cercanías, incluyendo la Farmacia Argibay a solo 3 minutos de distancia, tendrás la tranquilidad de saber que la atención médica está a tu alcance en todo momento.  ¡Bienvenido a este emocionante y conveniente vecindario que lo tiene todo!",False,good,False,6000.0,True,False,False,False,[],False,False,180000.0,€,,,flat,studio,"Valdeacederas, Madrid",Estudio en calle del Capitán Blanco Argibay,bj,True,False,Tetuán,,Valdeacederas,,,,
108806038,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/02/a4/cd/1356555333.webp,LIRE-03527,28,225000.0,flat,sale,84.0,3,1,calle Adrada de Haza,Madrid,Madrid,es,40.391428,-3.6500178,False,https://www.idealista.com/inmueble/108806038/,"NO COBRAMOS COMISIÓN DE INTERMEDIACIÓN AL COMPRADOR Excelente oportunidad de adquirir esta propiedad ubicada en esta localidad. Disponemos de esta propiedad en edificio residencial que puedes adquirir en propiedad, muy bien distribuida y con distintas dependencias, ofreciendo todo lo que necesitas para una vida cómoda y moderna. Desde el momento en que cruces la puerta de entrada, te sentirás acogido por su ambiente cálido. Esta propiedad es ideal para quienes buscan un entorno natural y acogedor. Estado interior en buen estado general, y con múltiples opciones y posibilidades para reformar/actualizar. Inmejorable inmueble para desarrollar tu proyecto de reforma o adecuación. Diseña el hogar de tus sueños a medida, gracias a las numerosas posibilidades de la vivienda. Situada en entorno tranquilo, pero a poca distancia del centro de la localidad dónde disponer de servicios cómo supermercados, comercios, hostelería, plazas, etc.  Esta espaciosa propiedad cuenta con mucha luz y espacio perfecto para disfrutar de momentos en familia y reuniones con amigos. Decorado con gusto y con materiales de alta calidad, esta propiedad ofrece una experiencia de vida inmejorable. Cuenta con suelos de parquet, cocina con galería acristalada, armarios empotrados y un amplio balcón dónde disfrutar del exterior de la vivienda. En una zona inmejorable muy bien comunicada por carretera, lo que facilita los desplazamientos a distintos puntos de la región o del país. Situado en una zona residencial tranquila, este piso disfruta de una ubicación estratégica.  Hipoges es una plataforma inmobiliaria donde podrás acceder a miles de activos inmobiliarios de diferentes tipos como viviendas, locales comerciales, terrenos, nueva obra, tanto a nivel particular como para inversores. Hipoges cuenta con una amplia cartera de activos inmuebles tanto en España como en Portugal y Grecia. ¿Necesitas financiación? Te ofrecemos la posibilidad de financiaciones de hasta el 100% para la compra de este inmueble. Entra en Finanwin. com, haz tu simulación y obtén la mejor oferta para tu Hipoteca de la manera más ágil y sencilla.",True,good,False,2679.0,True,False,True,False,[],False,False,225000.0,€,,,flat,,"Portazgo, Madrid",Piso en calle Adrada de Haza,1,,False,Puente de Vallecas,,Portazgo,,,,
108884241,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/43/3d/ff/1357891544.webp,,45,400000.0,chalet,sale,191.0,3,2,calle de los Veneros,Madrid,Los Molinos,es,40.7179309,-4.0839637,False,https://www.idealista.com/inmueble/108884241/,"En pleno corazón de la Sierra de Madrid, en el encantador pueblo de Los Molinos, se encuentra esta acogedora casa adosada que combina el encanto rural con la comodidad de un hogar cuidado al detalle. Rodeada de naturaleza y montañas, esta vivienda es el lugar ideal para conectar con la tranquilidad sin renunciar a la cercanía de Madrid. La entrada ya nos sorprende con un rincón lleno de robles y lilos, una bienvenida que ya deja entrever el carácter especial de esta propiedad. Y se accede a la vivienda por el jardín, que también nos sorprenderá por sus árboles como higueras, prunos y rosales, entre otros… Es como un pequeño oasis. Pasamos al amplio porche, un lugar ideal para comidas y veladas de tarde, y de ahí a la casa que se distribuye en dos plantas principales, más un semisótano con acceso independiente, ideal como apartamento de invitados, espacio de trabajo o zona de ocio. Planta principal: Acogedor salón con chimenea, cálido y luminoso, cocina independiente, baño completo. Planta superior: tres dormitorios con buena orientación y luz natural, segundo baño completo, terraza con vistas despejadas al jardín y al paisaje serrano. Semisótano (entrada independiente desde el exterior): amplio salón con chimenea, perfecto para reuniones o descanso. Cocina auxiliar, cuarto trastero. Acceso a un patio trasero privado. La vivienda cuenta con dos plazas de garaje independientes y a escasos 100 m de la casa. Los Molinos es un pueblo con alma, historia y naturaleza. Un lugar ideal para vivir o desconectar, donde cada estación del año tiene su encanto. Más propiedades en nuestra web: veintidosinmobiliaria. es.",True,good,False,2094.0,True,True,False,False,[],False,False,400000.0,€,True,True,chalet,semidetachedHouse,Los Molinos,Chalet pareado en calle de los Veneros,,,,,,,,,,
