propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,externalReference,detailedType.subTypology,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,newDevelopmentFinished,parkingSpace.parkingSpacePrice
108892188,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0c/c5/9b/1358122664.webp,35,1,550000.0,flat,sale,87.0,False,3,1,calle de Sánchez Pacheco,Madrid,Madrid,Chamartín,es,Ciudad Jardín,40.4467466,-3.6742151,False,https://www.idealista.com/inmueble/108892188/,"Housfy vende piso en Chamartín, Madrid, un espacio para disfrutar en tu día a día. Características: - 1º planta en finca de 1953. - Sensacional piso de 87 m2 en Ciudad Jardín. (Los metros cuadrados están verificados con la Dirección General de Catastro) - Funcional salón comedor con amplio espacio de luz natural, creando un precioso y único espacio. - Cocina independiente con todo lo necesario. - Actualmente distribuido en 3 habitaciones y un baño completo.  - Una puerta blindada para garantizar su seguridad en todo momento. - Disfruta de la opción de armarios empotrados. No lo dudes más y contacta con nosotros para agendar una visita, conseguiremos la vivienda de tus sueños. Sobre nosotros Housfy es la plataforma integral de servicios inmobiliarios. Nuestra combinación de expertos y tecnología pone al alcance de todo el mundo servicios cómodos, claros y seguros. AICAT número: 7922 Nos encargamos de la gestión y asesoramiento de la compra. ¡Olvídate de todo! Hacemos los trámites por ti. Y, si además necesitas financiación, ponemos a tu disposición un bróker hipotecario para ayudarte a conseguir las mejores condiciones para tu perfil económico. ¿Tienes alguna duda? Pregúntanos sin compromiso o visítanos en housfy. com.",False,good,False,True,6322.0,True,True,False,False,[],False,False,550000.0,€,,,,flat,"Ciudad Jardín, Madrid",Piso en calle de Sánchez Pacheco,Destacado,902369,,,,,
101248971,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/06/77/74/1115737883.webp,22,,3900000.0,chalet,sale,670.0,,4,5,"calle Marsil, 89",Madrid,Las Rozas de Madrid,Club de Golf,es,Club de Golf,40.5323682,-3.9300378,True,https://www.idealista.com/obra-nueva/101248971/,"GILMAR vende Chalet Independiente para entrar a vivir con licencia aprobada en Club de Golf de Las Rozas de 670 m2 en parcela de 3.609 m2 repartido en 2 plantas. Cuenta con 4 dormitorios, 5 baños, 3 plazas de garaje interiores 2 exteriores. CARACTERÍSTICAS: Suelo: Microcemento, pino o cerezo. Doble acristalamiento estándar, 4/6/4, fijado sobre carpintería con calzos y sellado continuo. Puertas de acceso parcela. Dos puertas fabricadas en acero y cerrajería, en color blanco lacado. Una puerta es peatonal con video portero conectado con la pantallade imagen en el interior de la vivienda; y la otra puerta, conjunta en el mismo punto de acceso a la vivienda, para vehículos, es automática y corredera. Ambas están reflejadas en la documentación gráfica. Carpintería de aluminio, anodizado y lacado en negro, para conformado de ventanas, abisagrada practicable de apertura hacia el interior, formada por dos hojas, y con premarco. Cajón de persiana básico incorporado (monoblock). Las ventanas de los dormitorios tendrán persiana enrollable de lamas de PVC, con accionamiento manual con cinta y recogedor. Suelo: 1. Pavimento de madera laminada de pino o cerezo, de lamas de 1200x190 mm, Clase 23: Doméstico intenso, resistencia a la abrasión AC3, formado por tablero base de HDF laminado decorativo en cerezo, ensamblado con adhesivo, colocadas sobre lámina de espuma de polietileno de alta densidad de 3 mm de espesor. 2. Pavimento continuo de microcemento, de 3 mm de espesor, realizado sobre superficie absorbente, mediante la aplicación sucesiva de: capa de imprimación monocomponente, diluida en dos partes de agua; malla de fibra de vidrio antiálcalis de 80 g/m² de masa superficial; doble capa base (de 1 kg/m² cada capa) de microcemento monocomponente, color blanco; doble capa decorativa (de 0,3 kg/m² cada capa) de microcemento monocomponente, textura lisa, color blanco; capa de sellado formada por dos manos de imprimación selladora transpirable con resinas acrílicas en dispersión acuosa y dos manos de sellador de poliuretano alifático de dos componentes sin disolventes, acabado brillante. • Paredes: 1. Pintura plástica. Aplicación manual de dos manos de pintura plástica color blanco, acabado mate, textura lisa, la primera mano diluida con un 15 a 20% de agua y la siguiente diluida con un 10% de agua. 2. Piedra natural según “muro seco”, de estilo y tipo de piedra local. Espesor mínimo de 60 mm. • Techo: 1. Falso techo continuo de lamas de madera maciza. Falso techo continuo suspendido,para exterior, situado a una altura menor de 4 m, formado por lamas de pino silvestre (Pinus sylvestris), con borde machihembrado y acanaladuras en la cara oculta, acabado barnizado, fijadas con clips a una estructura metálica de acero galvanizado de perfiles T 24 24x33x3700 mm separados cada 600 mm entre ejes. El precio incluye la resolución de encuentros y puntos singulares. Un sistema de suelo radiante para calefacción y refrigeración, conectado a una unidad de climatización aire-agua, y apoyado con un sistema de placas colares térmica, que garantiza cubrir por lo menos el 30 % de la demanda energética total de edificio. Además, la vivienda estará dotada de un sistema de climatización por conductos de aire, con recuperador de calor, que permite mantener un alto grado de calidad de aire interior, mientras se reducen las pérdidas energéticas, debido a los saltos de temperatura en los días más extremos del año. Alarma Piscina Tenis-Padel UBICACIÓN: En la urbanización del Golf de Las Rozas una zona exclusiva en la zona Noroeste de la Comunidad de Madrid. COMUNICACIONES: Conexión directa con A6 y el Bus VAO. M-40 y M50. Tres estaciones de cercanías cercanas.",False,newdevelopment,True,,5821.0,True,False,False,False,[],False,False,3900000.0,€,,,,chalet,"Club de Golf, Las Rozas de Madrid","Casa independiente en calle Marsil, 89",Destacado,,independantHouse,True,True,False,
108632975,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/40/1b/f4/1350535146.webp,21,,499000.0,chalet,sale,110.0,,2,2,Colonia de las Puertas Verdes,Madrid,Ciudalcampo,,es,,40.6226687,-3.589032,False,https://www.idealista.com/inmueble/108632975/,"“Grupo Hogares” presenta en EXCLUSIVA este MAGNÍFICO CHALET ADOSADO, ubicado en la exclusiva urbanización Colonia de las Puertas Verdes, dentro del prestigioso entorno de Ciudalcampo, al norte de San Sebastián de los Reyes y a tan solo 12 minutos del centro urbano. ✨ Vivienda con reforma integral en 2010, lista para entrar a vivir. Se distribuye cómodamente en una sola planta, ofreciendo un estilo de vida práctico, funcional y rodeado de calidad. Distribución interior: Salón amplio con chimenea y acceso al patio Cocina americana, moderna y abierta Dos dormitorios, cada uno con su baño en suite Patio exterior ideal para relajarse o disfrutar con amigos Patio interior que aporta ventilación y luz natural  ZONAS COMUNES EXCLUSIVAS: Piscina comunitaria Cancha de tenis Parque infantil Seguridad 24 h con garita de control en los accesos a la urbanización  Comodidad adicional: Zona de aparcamiento amplia justo frente a la vivienda (no asignada pero siempre disponible)  ENTORNO Y CONEXIONES: Fácil acceso a la A1 y principales ejes de comunicación Cerca del aeropuerto de Barajas, IFEMA y áreas empresariales del norte de Madrid  EDUCACIÓN DE PRIMER NIVEL EN LA ZONA: Colegio Internacional SEK Ciudalcampo Trinity College (ambos con alto nivel académico y opción bilingüe)  CENTROS COMERCIALES CERCANOS: Plaza Norte 2: moda, ocio, restauración y cines MegaPark / Alegra: grandes superficies como IKEA, MediaMarkt, Decathlon y El Corte Inglés Outlet  CARACTERÍSTICAS DESTACADAS DEL INMUEBLE: Reforma integral realizada en 2010 Calefacción individual a gas Distribución práctica y moderna Ubicación tranquila, en urbanización segura y con todos los servicios  ¡RESERVA TU VISITA YA! Solicita más información o concierta una cita personalizada con nuestros asesores. Llámanos o escríbenos sin compromiso. ¡Estamos para ayudarte! Grupo Hogares Tu inmobiliaria de confianza en San Sebastián de los Reyes.",True,good,False,,4536.0,True,True,False,False,[],False,False,499000.0,€,539900.0,40900.0,8.0,chalet,Ciudalcampo,Chalet adosado en Colonia de las Puertas Verdes,Destacado,,terracedHouse,,,,
108253008,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/20/57/ff/1338549687.webp,35,3,800000.0,flat,sale,114.0,True,4,2,calle de Santa Ana,Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.4102161,-3.7062749,False,https://www.idealista.com/inmueble/108253008/,"Exclusivo piso reformado en La Latina con terraza y portero físico En el corazón del emblemático barrio de La Latina, encontramos esta joya inmobiliaria que combina sofisticación, comodidad y una ubicación privilegiada. Este luminoso piso exterior, totalmente reformado, dispone de 114 metros cuadrados construidos que han sido diseñados para aprovechar al máximo cada rincón, ofreciendo una experiencia de vida incomparable. La propiedad cuenta con 4 amplios dormitorios, 2 baños completos, una terraza y un diseño interior que apuesta por la calidad y el buen gusto. Además, la finca dispone de ascensor y portero físico, brindando un valor añadido de seguridad y confort. El suelo de tarima y la orientación de la vivienda garantizan una luminosidad excepcional durante todo el día. La presencia de aire acondicionado y calefacción central asegura un ambiente agradable en cualquier época del año. La terraza, ideal para disfrutar de momentos de relax al aire libre, se convierte en un espacio único en pleno centro de Madrid. El barrio de La Latina, en el distrito Centro de Madrid, es uno de los más vibrantes y con mayor carácter de la ciudad. Sus calles adoquinadas, plazas llenas de vida y su oferta cultural y gastronómica lo convierten en un lugar muy deseado para vivir. La propiedad se encuentra en una ubicación estratégica, rodeada de todos los servicios necesarios y con una excelente conexión con el resto de la ciudad. En cuanto a la oferta educativa, a pocos minutos se encuentra el prestigioso Colegio La Salle La Paloma - Fundación Lara, una institución reconocida por su excelencia académica. Para los amantes de las compras, el Centro Comercial Plaza Río 2 está a tan solo unos minutos en coche, ofreciendo una amplia variedad de tiendas, restaurantes y entretenimiento. La conexión con el transporte público es inmejorable. A pocos pasos se encuentran las líneas de metro **5 (La Latina)** y **1 (Tirso de Molina)**, mientras que las estaciones de cercanías más cercanas son **Embajadores (C5)** y **Sol (C3, C4)**. Además, las líneas de autobús **31, 50 y 65** tienen paradas cercanas, lo que facilita moverse por la ciudad con total comodidad. Desde 1983, GILMAR se ha dedicado a ayudar a sus clientes a encontrar la casa de sus sueños. Con más de 40 años de experiencia en el sector, somos líderes en el mercado inmobiliario gracias a nuestro compromiso con la calidad, la confianza y la excelencia en el servicio. Nuestro objetivo es ofrecerte un hogar que se adapte perfectamente a tus necesidades y expectativas. Para más información sobre este exclusivo inmueble, no dudes en contactarnos. Indícanos la referencia **209928** y estaremos encantados de ayudarte.",False,good,False,True,7018.0,False,False,False,False,[],False,False,800000.0,€,,,,flat,"Lavapiés-Embajadores, Madrid",Piso en calle de Santa Ana,Destacado,AR209928 ,,,,,
108305591,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/46/9f/28/1340153789.webp,18,,615000.0,flat,sale,106.0,,3,2,calle Adolfo Pérez Esquivel,Madrid,Las Rozas de Madrid,Parque Empresarial,es,Parque Empresarial,40.5255312,-3.8923213,False,https://www.idealista.com/obra-nueva/108305591/,"EN CONSTRUCCIÓN.  Te esperamos en las Jornadas Informativas, los días 19, 20 y 21 de junio. Apúntate en web Neinor.  Las Rozas Homes es un nuevo proyecto de 81 viviendas de 2 y 3 dormitorios, en un entorno natural privilegiado con vistas a la Sierra. Todas ellas con dos plazas de garaje y trastero incluido en el precio.  Con una arquitectura elegante e innovadora, este proyecto firmado por el prestigioso estudio Touza Arquitectos, ofrece viviendas amplias y luminosas y materiales de alta calidad, lo que la convierten en una promoción de obra nueva de referencia en el municipio y su entorno.  El conjunto residencial de Las Rozas Homes se organiza en 2 edificios que cuentan con zona comunitaria con jardines, piscina infantil y de adultos, espacio exterior para aparcamiento de bicicletas, además de pista de pádel y área de juegos infantiles.  Las viviendas disponen de amplias terrazas con la mejor orientación. El proyecto incorpora también con viviendas en planta baja con terraza y jardín y en planta ático con magníficas terrazas.  Todas las viviendas disponen de una distribución práctica y moderna que se beneficia de su doble orientación y de una gran luminosidad y conexión con el exterior.  Las Rozas Homes es un proyecto único dirigido a clientes exigentes que buscan los máximos estándares de confort, seguridad y calidad de vida.  Este proyecto residencial se localiza la calle Adolfo Pérez Esquivel, esquina con calle Camilo José Cela, que se ha convertido en el bulevar de Las Rozas por antonomasia, una zona que dispone de una oferta comercial y de ocio muy amplia y variada. Además, Las Rozas Homes disfruta de un entorno natural único colindante con la zona natural del Lazarejo, de gran valor medioambiental y catalogada como Monte Preservado de la Comunidad de Madrid.  Las Rozas cuenta con una completa dotación de servicios, destacando su oferta sanitaria de calidad con varios Centros de Salud por todo el municipio, así como el Hospital Universitario de referencia Puerta de Hierro.  La variedad de servicios educativos es también notable, la localidad cuenta con numerosos centros de formación primaria y secundaria, tanto privados como públicos.  La oferta comercial y de ocio es también llamativa, adaptándose a todos los gustos, Las Rozas combina el comercio de proximidad con grandes centros comerciales como Las Rozas Village, Herón City y el C.C. Carrefour de Las Rozas, entre otros.  En cuanto a comunicaciones la localización del municipio en el conjunto de la Comunidad de Madrid se ve reforzada por una completa red de transporte público y privado.  Para más información contacte con nosotros. Próxima apertura de oficina de ventas en c/Severo Ochoa, 7, esquina con c/ Camilo José Cela, 5, Las Rozas.",False,newdevelopment,True,True,5802.0,True,False,False,False,[],False,False,615000.0,€,,,,flat,"Parque Empresarial, Las Rozas de Madrid",Piso en calle Adolfo Pérez Esquivel,Destacado,298088,,,,False,
108902243,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/dd/20/da/1358414181.webp,8,2,330000.0,flat,sale,35.0,False,2,1,calle de Narváez,Madrid,Madrid,Retiro,es,Ibiza,40.4167435,-3.6756685,False,https://www.idealista.com/inmueble/108902243/,"Descubre este encantador piso en la zona de Ibiza, en el distrito de Retiro, una oportunidad única para crear tu hogar ideal en una ubicación privilegiada. Con una superficie de 35 metros cuadrados, esta propiedad cuenta con dos dormitorios y un baño, perfecta para una pareja o una pequeña familia que busque comodidad y funcionalidad. Construido en 1930, el inmueble presenta un interior luminoso y acogedor, con orientación sur que garantiza una excelente entrada de luz natural durante todo el día. Aunque requiere reformas, ofrece un potencial excepcional para adaptarlo a tu estilo de vida. La estructura de hormigón y los acabados en pintura gotelé aportan carácter y solidez a la vivienda. Entre sus características destacan el acceso para personas con movilidad reducida, la calefacción eléctrica para mayor confort, y la presencia de un patio interior que proporciona un espacio de tranquilidad y privacidad. La propiedad cuenta además con portero y vigilancia 24 horas, garantizando seguridad y tranquilidad en tu día a día. El edificio dispone de conserje, puerta automática y ventanas de madera que aportan un toque clásico y cálido. Los suelos de gres y la estructura interior hacen de este piso una opción práctica y funcional para quienes valoran la comodidad en un entorno bien cuidado. No pierdas la oportunidad de convertir esta propiedad en tu nuevo hogar en una de las zonas más demandadas de Madrid. ¡Contáctanos y ven a visitarla! Cuando el detalle realmente importa.",False,renew,False,False,9429.0,False,False,False,False,[],False,False,330000.0,€,,,,flat,"Ibiza, Madrid",Piso en calle de Narváez,Destacado,1024,,,,,
108234771,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/28/b5/75/1337951475.webp,21,,542000.0,flat,sale,82.0,True,1,1,calle de Joaquín Lorenzo,Madrid,Madrid,Fuencarral,es,Peñagrande,40.4752443,-3.7279509,False,https://www.idealista.com/obra-nueva/108234771/,"VIVIENDAS EXCLUSIVAS JUNTO A PUERTA DE HIERRO. EN CONSTRUCCIÓN.  Neinor Panoramic Homes, es conjunto residencial de arquitectura icónica y singular, formado por dos torres de 16 plantas de altura que albergan 240 exclusivas viviendas de obra nueva de 1, 2 y 3 dormitorios con amplias terrazas y estudios. En una urbanización cerrada con zonas comunes y una ubicación privilegiada, en el noreste de Madrid, en Peñagrande - Junto a puerta de Hierro. Viviendas de obra nueva de 1,2 y 3 dormitorios. La arquitectura elegante e innovadora de este proyecto firmado por el prestigioso estudio Cano y Escario, así como la cuidada selección de materiales, hacen de Neinor Panoramic Homes un proyecto distinguido, orientado a clientes exigentes que buscan calidad para disfrutar del máximo nivel de confort en su vida diaria. Las viviendas cuentan con un diseño interior práctico y funcional, amplios ventanales permiten aprovechar la luz natural en cada momento del día y extienden sus luminosos salones hacía las terrazas, donde disfrutar de las vistas de Madrid. Para los amantes del aire libre, en planta baja disponen de viviendas con con jardín privado, así como áticos con terrazas de hasta 60m2. El residencial se enmarca en una urbanicación privada con piscina y solarium, zona de juegos infantil y sala gourmet. Las viviendas disponen de garaje y trastero incluidos en el precio, algunas de 2 y 3 dormitorios incluyen dos garajes.",False,newdevelopment,True,True,6610.0,True,False,False,False,[],False,False,542000.0,€,,,,flat,"Peñagrande, Madrid",Piso en calle de Joaquín Lorenzo,Destacado,302618,,,,False,
108570331,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0b/a4/fd/1348752507.webp,26,3,264900.0,flat,sale,100.0,True,3,1,calle Estrella de Elola,Madrid,Valdemoro,Centro,es,,40.1908691,-3.6752548,False,https://www.idealista.com/inmueble/108570331/,"Luminoso piso de 3 habitaciones con terraza en el centro de Valdemoro en excelente estado. Se vende piso en tercera planta en el centro de Valdemoro, en un edificio que próximamente contará con ascensor (obra ya prevista). La vivienda destaca por su excelente estado de conservación, cuidada al detalle y lista para entrar a vivir. Cuenta con tres dormitorios, un cuarto de baño completo, salón-comedor muy luminoso con acceso a una agradable terraza, y cocina independiente. Todos los espacios están bien distribuidos y ofrecen una gran sensación de amplitud y confort. Ubicado en una de las zonas más céntricas y consolidadas de Valdemoro, rodeado de todos los servicios: supermercados, colegios, transporte público, centros médicos, zonas verdes y comercios. Una opción ideal tanto para familias como para quienes buscan una inversión segura en una ubicación estratégica. Una vivienda cuidada, cómoda y con mucho potencial. ¡No la dejes escapar! Este anuncio no es vinculante, puede contener errores y se muestra a título informativo y no contractual. *.",True,good,False,True,2649.0,True,True,False,False,[],False,False,264900.0,€,,,,flat,"Centro, Valdemoro",Piso en calle Estrella de Elola,Destacado,Breton,,,,,
107826942,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fe/c5/bc/1325212035.webp,24,2,475000.0,flat,sale,121.0,True,3,2,calle José Sánchez Rubio,Madrid,Torrelodones,Los Ángeles - Jarandilla,es,,40.5788544,-3.9294689,False,https://www.idealista.com/inmueble/107826942/,"CAPITAL HOME TORRELODONES vende fantástico piso reformado de 3 DORMITORIOS y PLAZA DE GARAJE en el centro del municipio.  La vivienda se encuentra ubicada en el centro de Torrelodones, en una urbanización privada con PISCINA y ZONAS VERDES, cerca de todo tipo de servicios como supermercados, hospitales, colegios y salida a la A-6.  La distribución de la misma es la siguiente:  HALL de entrada independiente que da acceso al SALON, muy amplio y luminoso gracias a sus ventanales y al acceso directo a la TERRAZA, la cual se cerró posteriormente, ampliando así el espacio útil de la vivienda. El salón cuenta a su vez con Split de aire acondicionado.  La COCINA, un espacio amplio con office, cuenta con zona de lavado independiente a la misma, donde se ubica la caldera de gas natural.  La vivienda consta de 3 DORMITORIOS, todos ellos de gran tamaño; 2 DORMITORIOS secundarios con armarios empotrados y un dormitorio principal con armarios empotrados y BAÑO completo en suite con plato de ducha. Cuenta a su vez con un CUARTO DE BAÑO completo que da servicio a las dos habitaciones secundarias.  La vivienda cuenta con una reforma en ventanas, suelos, paredes, cuartos de baño, así como el cerramiento de la terraza.  ¡CONTACTA CON NOSOTROS Y VEN A CONOCER TU FUTURO HOGAR!",True,good,False,False,3926.0,True,False,False,False,[],False,False,475000.0,€,,,,flat,"Los Ángeles - Jarandilla, Torrelodones",Piso en calle José Sánchez Rubio,Destacado,JSR,,True,True,,
108440887,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/03/1c/78/1344953158.webp,78,,850000.0,chalet,sale,290.0,,5,3,travesía de Rosales,Madrid,Aranjuez,La Montaña-El Cortijo,es,,40.0565305,-3.5628359,False,https://www.idealista.com/inmueble/108440887/,"^^ EXCLUSIVO CHALET INDEPENDIENTE EN REAL CORTIJO SAN ISIDRO (ARANJUEZ) ^**^ Se ofrece en venta este espectacular chalet independiente ubicado en el Real Cortijo de San Isidro, un enclave histórico y exclusivo en el término municipal de Aranjuez, fundado en 1766 por orden del rey Carlos III como centro agrícola experimental. Hoy, este entorno mantiene su esencia única, rodeado de campos de cultivo, naturaleza y tranquilidad, ofreciendo a sus residentes un estilo de vida sosegado y muy conectado con el patrimonio histórico y natural de la zona. La propiedad se encuentra a escasos minutos del centro de Aranjuez, ciudad declarada Paisaje Cultural Patrimonio de la Humanidad por la UNESCO. Esta privilegiada localización permite disfrutar de sus jardines reales, el palacio, el río Tajo y un excelente ambiente cultural y gastronómico, además de contar con colegios, comercios, centros sanitarios y todos los servicios necesarios. La buena conexión con Madrid, a tan solo 35 minutos por carretera o tren, hace que sea una opción ideal tanto para primera como para segunda residencia. La vivienda, construida con excelentes calidades y cuidada hasta el más mínimo detalle, dispone de 290 m² distribuidos en dos cómodas plantas sobre una parcela de 500 m² ajardinada y muy privada. Es un inmueble listo para entrar a vivir, con espacios amplios, luminosos y muy funcionales. Planta principal: Accedemos a la casa a través de un precioso vestíbulo que distribuye la zona de día. El salón-comedor principal, muy amplio y con grandes ventanales, tiene acceso directo al jardín, lo que permite una conexión continua con el exterior y gran entrada de luz natural. A continuación encontramos una gran cocina con zona de desayuno, ideal para el día a día. En esta planta también se ubica un dormitorio doble, un baño completo, un despacho con acceso a un segundo salón de grandes dimensiones, y una bodega con acceso tanto a la sauna como al jardín. Esta planta está completamente adaptada para personas con movilidad reducida, lo que aporta valor añadido para familias que lo necesiten o personas mayores. Planta superior: En esta planta se encuentra el dormitorio principal en suite, un espacio generoso que ofrece la posibilidad de incorporar un gran vestidor. Completan esta planta tres dormitorios dobles adicionales, dos de ellos con acceso a terraza, que comparten un baño completo. Cada estancia está pensada para ofrecer confort, privacidad y funcionalidad. El exterior de la propiedad está ajardinado, ideal para disfrutar de reuniones familiares, momentos de descanso o simplemente contemplar la belleza natural del entorno. Además, cuenta con zonas de fácil acceso y espacio suficiente para instalar una piscina, zona de barbacoa o zona chill out, si así se desea. Si buscas una propiedad exclusiva, en una zona histórica, tranquila, rodeada de naturaleza y perfectamente comunicada con Madrid, esta es tu oportunidad. Vive en una finca con historia, en un entorno cuidado, familiar, y con calidad de vida. Este anuncio no es vinculante y puede contener errores. Se muestra a título informativo y no es contractual. NO COBRAMOS COMISIÓN AL COMPRADOR.",True,good,False,,2931.0,True,False,True,False,[],False,False,850000.0,€,,,,chalet,"La Montaña-El Cortijo, Aranjuez",Casa independiente en travesía de Rosales,Destacado,PR99559414,independantHouse,True,True,,
108227385,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e5/42/89/1337723990.webp,52,bj,295000.0,flat,sale,97.0,True,3,1,calle Lebreles,Madrid,Madrid,Carabanchel,es,Buena Vista,40.3688873,-3.7520566,False,https://www.idealista.com/inmueble/108227385/,"En La Casa Agency te presentamos esta magnífica vivienda exterior ubicada en una de las zonas más demandadas del distrito de Carabanchel - Buenavista, ideal tanto para familias como para quienes buscan comodidad, buena comunicación y todos los servicios al alcance. Situada en una planta baja con ascensor, esta propiedad de 97 m² construidos está diseñada para ofrecer confort, funcionalidad y luz natural en cada rincón.  Distribuido de forma funcional y equilibrada, cuenta con: 3 dormitorios, con armarios empotrados, salón-comedor amplio, muy luminoso gracias a su orientación exterior, cocina independiente equipada con salida directa a un patio y un baño completo con plato de ducha. Esta vivienda se encuentra en muy buen estado de conservación, lista para entrar a vivir. Además, dispone de: Calefacción individual por gas natural Aire acondicionado en el salón y en uno de los dormitorios Suelo de parquet y ventanas climalit, que garantizan aislamiento térmico y acústico Puerta blindada y videoportero para mayor seguridad y tranquilidad INCLUYE PLAZA DE GARAJE Y TRASTERO. A tan solo 5 minutos a pie del metro Carabanchel Alto (Línea 11) y con fácil acceso a múltiples líneas de autobús, esta vivienda se encuentra perfectamente conectada con el centro de Madrid y otros puntos clave de la ciudad. Está rodeado de todos los servicios necesarios para la vida diaria y el ocio: supermercados y tiendas de barrio, colegios, instalaciones deportivas y gimnasios, restaurantes y zonas de ocio, zonas verdes y parques, etc ¡Contáctanos para concertar una visita y descubrir tu nuevo hogar! ¡En La Casa Agency estaremos encantados de atenderte! HORARIO DE ATENCIÓN: De lunes a viernes: 10:00h-14:00h y 17:00h-20:30h. Sábados: 10:00h-14:00h. *Además, si quieres conocer el valor de tu vivienda, contáctanos y te haremos una valoración SIN COMPROMISO y SIN COSTE. **NOTA: este anuncio no es vinculante; puede contener errores y se muestra a título informativo, no contractual.",True,good,False,True,3041.0,True,False,True,False,[],False,False,295000.0,€,320000.0,25000.0,8.0,flat,"Buena Vista, Madrid",Piso en calle Lebreles,Destacado,LCM36740,,True,True,,
102101515,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e3/ec/b6/1144294973.webp,47,3,435000.0,flat,sale,40.0,True,1,1,calle de la Cava Baja,Madrid,Madrid,Centro,es,Palacio,40.4103029,-3.710183,False,https://www.idealista.com/inmueble/102101515/,"^**^GLAMOUR EN EL CORAZON DE MADRID, EMBLEMATICO APARTAMENTO EN EL MADRID DE LOS AUSTRIAS^**^ Se vende un fabuloso apartamento de 40 metros cuadrados, una auténtica pieza única de colección, ubicada en la prestigiosa Cava Baja, donde se encuentran los restaurantes más famosos y la vida más glamurosa de la ciudad. Se encuentra en la tercera planta de un edificio emblemático, totalmente renovado y con ascensor. Este acogedor y moderno apartamento se presenta totalmente amueblado y equipado con lo último en tecnología y comodidades. Disfruta y prepara tus comidas favoritas en la cocina equipada con electrodomésticos de primera calidad, incluyendo un microondas, lavavajillas, frigorífico y lavadora… totalmente equipado Impresionante isla de cocina con encimera silestone y suelos cerámicos El confort no es un problema, ya que el estudio cuenta con calefacción eléctrica mediante radiadores cerámicos, proporcionándote un ambiente cálido y acogedor durante todo el año. No dejes pasar la oportunidad de vivir en el corazón de Madrid, rodeado de una vibrante oferta gastronómica y cultural, y a pocos pasos de la diversión y el glamour que solo esta ubicación puede ofrecer. Desde su balcón podrás disfrutar del mejor ambiente de Madrid Plaza Mayor, Puerta del Sol, Palacio Real son algunos de los sitios emblemáticos que se encuentran a menos de 10 minutos andando ¡Llama ahora para obtener más información y asegura tu lugar en este excepcional apartamento en Cava Baja! ¡No te pierdas esta única pieza de colección! ^**^Este anuncio no es vinculante y puede contener errores. Se muestra a título informativo y no es contractual^**^ ***NO COBRAMOS COMISIÓN AL COMPRADOR.",True,good,False,True,10875.0,True,False,False,False,[],False,False,435000.0,€,,,,flat,"Palacio, Madrid",Piso en calle de la Cava Baja,Destacado,,,,,,
