propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,detailedType.subTypology,highlight.groupDescription,newDevelopmentFinished
108174598,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/99/96/03/1336096416.webp,,34,bj,790000.0,flat,sale,128.0,False,3,2,"calle del Alcalde Sainz de Baranda, 20",Madrid,Madrid,Retiro,es,Ibiza,40.4167983,-3.6758397,True,https://www.idealista.com/inmueble/108174598/,"ABSTENERSE AGENCIAS, DIRECTAMENTE LA PROPIEDAD. La vivienda se encuentra a estrenar, con reforma integral de diseño. Situada en la planta baja de una finca con ascensor, clásico portal y portero físico. Consta de 86m2 de vivienda y 42m2 de dos patios de uso y disfrute privativo. Se distribuye en: dos dormitorios y un despacho-vestidor, con acceso a un primer patio de unos 20m2, que proporciona gran entrada de luz natural y un espacio extra de almacenaje, dos baños, y un luminoso salón-comedor, con cocina abierta, que incluye todos los electrodomésticos, desde donde se accede a un segundo patio de 22M2 aproximadamente, un soleado oasis donde disfrutar, en tu propia terraza, de momentos de relax al aire libre. Todas las estancias tienen ventanas PVC, con rotura térmica. El piso dispone de calefacción de gas natural individual, y aire acondicionado. En cuanto a la ubicación, se encuentra a una manzana del parque de El Retiro, en una zona con gran variedad de servicios, comercios, restaurantes y ocio. Próxima a hospitales, centros educativos y deportivos. Muy bien comunicada, a escasa distancia de la parada de metro de Ibiza, así como numerosas líneas de autobús.",False,good,False,True,6172.0,True,False,False,False,[],False,False,790000.0,€,840000.0,50000.0,6.0,,,flat,"Ibiza, Madrid","Piso en calle del Alcalde Sainz de Baranda, 20",,,
107119283,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a2/b6/c9/1303557840.webp,4117,44,4,395000.0,penthouse,sale,125.0,True,2,1,calle de Benita López,Madrid,Madrid,Villaverde,es,Los Rosales,40.3465023,-3.6888338,False,https://www.idealista.com/inmueble/107119283/,"Descubre este exclusivo ático ubicado en la mejor zona de Villaverde, donde el confort y la luminosidad se combinan para ofrecerte un hogar único. Con una orientación este, disfrutarás del privilegio de amanecer con la cálida luz del sol, que baña generosamente todos los rincones de la vivienda hasta bien entrada la tarde, creando un ambiente cálido y acogedor durante todo el día. Sus 125 metros cuadrados están distribuidos de manera impecable 85 metros de vivienda mas 40 metros de terraza: cuenta con dos amplias habitaciones con armarios empotrados, un baño completo, y un salón luminoso que se extiende hacia una espectacular terraza. Este espacio al aire libre, ideal para disfrutar de momentos de relax o reuniones, es el verdadero corazón del hogar, con vistas despejadas y un ambiente privado. La calefacción individual asegura un control eficiente de la temperatura, mientras que el edificio dispone de ascensor para tu comodidad. Además, este ático incluye una generosa plaza de garaje con capacidad para un coche grande y dos motos, un verdadero lujo en la zona. Por último, destaca por sus bajos impuestos de IBI y una cuota de comunidad sorprendentemente reducida, lo que convierte esta propiedad en una oportunidad excepcional tanto para vivir como para invertir. Un ático que lo tiene todo: ubicación, diseño, comodidad y calidad de vida.",True,good,False,True,3160.0,True,False,True,False,[],False,False,395000.0,€,,,,True,True,flat,"Los Rosales, Madrid",Ático en calle de Benita López,penthouse,,
101965364,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f9/6c/e6/1139641103.webp,3188,47,5,990000.0,penthouse,sale,95.0,True,2,2,calle de Fuencarral,Madrid,Madrid,Centro,es,Chueca-Justicia,40.4215373,-3.7021953,False,https://www.idealista.com/inmueble/101965364/,"POSIBILIDAD DE ALQUILER CON OPCIÓN A COMPRA, entregando un 15% del valor del inmueble al inicio y durante el plazo de 18 meses, una renta mensual de 4.000, 00€ a cuenta del precio. Altor Asesores le da la oportunidad de estrenar un estupendo ático en el barrio de Justicia, uno de los más demandados de la capital. LOS 95 METROS ES LA SUMA DE LA SUPERFICIE DE LA VIVIENDA MÁS LAS DOS TERRAZAS. El piso actualmente se encuentra completamente amueblado, y dispone de dos grandes terrazas desde las que disfrutar de las mejores vistas de Madrid.  Cuenta con dos dormitorios y dos baños completamente equipados. La cocina está amueblada y equipada con electrodomésticos de las mejores marcas del mercado. Dispone de aire acondicionado y calefacción por conductos.  La ubicación es inmejorable: perfectamente comunicado con cualquier punto de la ciudad a través de diversas líneas de autobús y las paradas de metro de Chueca Gran Vía (líneas 1 y 5), que se encuentran a escasos metros de la vivienda. Todo tipo de restaurantes, comercios y centros culturales al alcance de la mano.",True,good,False,True,10421.0,True,False,True,False,[],False,False,990000.0,€,,,,,,flat,"Chueca-Justicia, Madrid",Ático en calle de Fuencarral,penthouse,,
108901909,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9e/42/e6/1358407025.webp,00223MR01,33,3,470000.0,flat,sale,96.0,True,3,2,calle de Robledo,Madrid,Madrid,Tetuán,es,Valdeacederas,40.4642772,-3.7058931,False,https://www.idealista.com/inmueble/108901909/,"A-House le ofrece este piso PARA ENTRAR A VIVIR CON DOS TERRAZAS en el BARRIO DE VALDEACEDERAS. La propiedad está distribuida en un salón-comedor con salida a una terraza, cocina independiente también con salida a la terraza, tres habitaciones exteriores (dos de ellas DOBLES y otra simple con salida a una terraza) y dos baños completos. La vivienda cuenta con una reforma integral y se entrega totalmente amueblada El inmueble dispone de calefacción individual de gas, ventanas de pvc-climalit, suelo de tarima, armarios empotrados. Piso luminoso debido a ser exterior y su doble orientación. Finca del año 1983. Valdeacederas, ubicado en el distrito de Tetuán en Madrid, es un barrio residencial que destaca por su ambiente tranquilo y su diversidad cultural. Ofrece a sus residentes una variada oferta de comercios, mercados tradicionales y espacios verdes que contribuyen a una buena calidad de vida. En cuanto a la movilidad, Valdeacederas cuenta con excelentes conexiones de transporte público, principalmente a través de la estación de metro Valdeacederas en la línea 1, que permite un acceso rápido y directo al centro de Madrid. Además, está servido por varias líneas de autobús — 7 y N23— que facilitan la comunicación con otras zonas de la ciudad, haciendo de este barrio una opción práctica y accesible para quienes buscan vivir con comodidad y buena conectividad. Aproveche esta oportunidad.",True,good,False,False,4896.0,True,False,True,False,[],False,False,470000.0,€,,,,,,flat,"Valdeacederas, Madrid",Piso en calle de Robledo,,,
108409951,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/01/3f/c5/1344094463.webp,4231,45,2,380000.0,flat,sale,60.0,True,1,1,calle del Doctor Esquerdo,Madrid,Madrid,Retiro,es,Pacífico,40.4044805,-3.6734589,False,https://www.idealista.com/inmueble/108409951/,"TORALIA CAPITAL OFRECE Luminoso piso exterior con orientación sureste en la calle Doctor Esquerdo Se vende excelente piso de 60 m² construidos, exterior y muy luminoso, con orientación sureste que garantiza luz natural durante gran parte del día. La vivienda cuenta con una habitación, un baño completo, y un salón-cocina funcional y bien distribuida. Dispone de calefacción individual por gas natural, ascensor, servicio de portero físico, y acceso adaptado para personas con movilidad reducida, lo que lo hace cómodo y accesible para todo tipo de personas. Situado en la conocida calle Doctor Esquerdo, en una zona consolidada con todos los servicios a mano: supermercados, farmacias, centros médicos, colegios y zonas verdes. Excelente comunicación por transporte público (metro, autobuses y cercanías), y fácil acceso a las principales vías de la ciudad. Una oportunidad ideal tanto para vivir como para invertir.",True,good,False,True,6333.0,True,False,True,False,[],False,False,380000.0,€,395000.0,15000.0,4.0,,,flat,"Pacífico, Madrid",Piso en calle del Doctor Esquerdo,,,
103841985,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6d/1c/6e/1201890650.webp,425894,27,1,1339000.0,flat,sale,158.0,True,3,3,Barrio Goya,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4220039,-3.6758613,False,https://www.idealista.com/inmueble/103841985/,"ÚNICA Inmobiliaria ofrece vivienda en el barrio de Goya. Se ubica en un edificio con portal representativo de la época.  Recientemente reformada con calidades de lujo y decorada por el estudio de arquitectura Arct Arctempus. Se vende amueblada.  Los 158 m² están distribuidos en salón, cocina, tres dormitorios dobles con baño en suite y un aseo de cortesía. Cocina equipada con electrodomésticos de alta gama.  En Única Inmobiliaria aglutinamos más de veinte años de experiencia en el sector del lujo. Contamos con una amplia trayectoria que avala nuestra gestión trabajando alrededor de las zonas más exclusivas de Madrid: Barrio de Salamanca, Recoletos, Almagro, Chamartín, Retiro, Justicia….",True,good,False,True,8475.0,False,False,False,False,[],False,False,1339000.0,€,,,,,,flat,"Goya, Madrid",Piso,,,
108829628,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/01/a4/19/1356358154.webp,5156,22,1,1309000.0,flat,sale,170.0,True,3,3,calle Mayor,Madrid,Madrid,Centro,es,Sol,40.4152243,-3.707626,False,https://www.idealista.com/inmueble/108829628/,"Domus Aurea Capital presenta este fantástico piso en uno de los enclaves más castizos de Madrid, la calle Mayor. Ubicado en una finca de 1900, la vivienda combina la arquitectura histórica con todas las comodidades modernas. Con 170 m² catastrales, dispone de tres  amplios dormitorios y tres baños, ofreciendo un espacio perfecto para familias o quienes buscan amplitud y funcionalidad en pleno centro. El diseño optimiza cada metro para brindar luminosidad y comodidad en todas las estancias.  Domus Aurea Capital es una agencia inmobiliaria especializada en la intermediación, construcción y gestión de activos inmobiliarios en las zonas prime de Madrid y alrededores. La mayoría de las propiedades que tenemos disponibles no están publicadas en los portales inmobiliarios, para conocerlas todas consulta nuestra web.",False,good,False,True,7700.0,True,False,False,False,[],False,False,1309000.0,€,,,,,,flat,"Sol, Madrid",Piso en calle Mayor,,,
108829621,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/39/05/41/1356357850.webp,5158,25,2,1359000.0,flat,sale,141.0,True,3,3,calle del Cardenal Cisneros,Madrid,Madrid,Chamberí,es,Trafalgar,40.4356309,-3.7013197,False,https://www.idealista.com/inmueble/108829621/,"Domus Aurea Capital presenta este fantástico y  luminoso piso con terraza en el demandado barrio de Chamberí. La vivienda de 141 m² se sitúa en la segunda planta de un edificio construido a mediados del siglo XX. Dispone de mucha luz gracias a los grandes ventanales y altura. Está compuesta por un salón-comedor con cocina integrada totalmente equipada y acceso directo a la terraza. La zona de descanso está compuesta por tres dormitorios, el principal con vestidor y baño en suite. Los otros dos dormitorios tienen también un tamaño muy bueno. Además los dos cuentan con su propio baño completo. Así mismo cuenta con zona de lavandería independiente.  Las calidades de construcción son excelentes, aire acondicionado por conductos, cerramientos con aislamiento térmico y acústico y electrodomésticos de primera. La finca es señorial y dispone de portero físico. Domus Aurea Capital es una agencia inmobiliaria especializada en la intermediación, construcción y gestión de activos inmobiliarios en las zonas prime de Madrid y alrededores. La mayoría de las propiedades que tenemos disponibles no están publicadas en los portales inmobiliarios, para conocerlas todas consulta nuestra web.",False,good,False,True,9638.0,True,False,False,False,[],False,False,1359000.0,€,,,,,,flat,"Trafalgar, Madrid",Piso en calle del Cardenal Cisneros,,,
108894217,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a2/fc/98/1358183536.webp,19321464-f8eb-4ba3-97d6-2d4ee956bd51-0,8,,4400000.0,chalet,sale,840.0,,5,6,Barrio Somosaguas,Madrid,Pozuelo de Alarcón,Somosaguas,es,Somosaguas,40.4231966,-3.7968184,False,https://www.idealista.com/inmueble/108894217/,"**Casa / Chalet Independiente en Venta en Somosaguas** Descubre esta impresionante casa independiente en la exclusiva zona de Somosaguas, donde el lujo y la funcionalidad se combinan a la perfección. Este hogar ofrece un hall a doble altura que da la bienvenida a un estilo de vida elegante y cómodo. La propiedad cuenta con un despacho con aseo de cortesía, ideal para trabajar desde casa, y una zona de invitados que incluye un amplio dormitorio y baño en suite, perfecto para recibir a familiares o amigos. Los dos amplios salones, iluminados por grandes ventanales, son el lugar ideal para disfrutar de momentos inolvidables. El comedor, con vistas al jardín, crea un ambiente acogedor para las cenas familiares. La cocina totalmente amueblada y equipada asegura que cada rincón esté diseñado para tu comodidad. En la planta superior, encontrarás dos dormitorios dobles con vestidor y baño en suite, además de un encantador dormitorio principal que ofrece vistas al jardín y un baño completo. La planta sótano es un espacio versátil que puede funcionar como sala de estar o dormitorio de invitados. Además, el garaje tiene capacidad para varios coches y la amplia área polivalente es perfecta para un gimnasio, zona de juegos o sauna. El jardín, bien cuidado y con total intimidad, cuenta con un porche orientado hacia el exterior, una piscina en una zona tranquila y un chill out con barbacoa, ideal para disfrutar del aire libre. Con una pista de pádel y un entorno tranquilo, esta casa está diseñada para ofrecer una experiencia completa de bienestar. En buen estado y lista para disfrutar, es la opción perfecta para familias numerosas o quienes valoran el espacio y la privacidad.  No dejes pasar la oportunidad de vivir en este exclusivo refugio que está bien conectado con los servicios de la ciudad. ¡Tu nuevo hogar te espera!",False,good,False,,5238.0,False,False,False,False,[],False,False,4400000.0,€,,,,True,True,chalet,"Somosaguas, Pozuelo de Alarcón",Casa independiente,independantHouse,,
107063674,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0e/b5/4b/1301884070.webp,4111,38,1,184000.0,flat,sale,64.0,True,3,1,calle Aliseda,Madrid,Madrid,Carabanchel,es,Puerta Bonita,40.3741567,-3.7413592,False,https://www.idealista.com/inmueble/107063674/,"Toralia Capital pone a su disposición magnifica oportunidad. HONORARIOS APARTE Descubre este piso situado en una de las mejores ubicaciones de Abrantes, en una zona tranquila y perfectamente conectada, a escasos metros de la avenida de Los Poblados. Rodeado de una amplia oferta de comercios, servicios y transportes, este hogar combina comodidad y practicidad en un entorno inmejorable. Con orientación sur y este, la vivienda goza de una extraordinaria luminosidad durante todo el día. Sus 64 metros cuadrados están distribuidos de forma funcional y acogedora, con tres dormitorios, un baño completo, una cocina independiente, un salón espacioso y una terraza con vistas abiertas a la calle. Además, cuenta con un práctico tendedero interior que aporta un extra de comodidad. El edificio dispone de ascensor y presenta unos gastos de IBI y comunidad excepcionalmente bajos, lo que convierte a esta propiedad en una oportunidad única tanto para vivir como para invertir. ¡No dejes pasar esta magnífica oportunidad de vivir en una de las zonas más deseadas de Abrantes!",True,good,False,True,2875.0,True,False,True,False,[],False,False,184000.0,€,,,,,,flat,"Puerta Bonita, Madrid",Piso en calle Aliseda,,,
108701062,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0a/01/4c/1352558986.webp,BLAS_ENSANCHE V,62,bj,275900.0,flat,sale,75.0,True,1,1,AV ENTREPEÑAS,Madrid,Madrid,Villa de Vallecas,es,Ensanche de Vallecas - La Gavia,40.3701008,-3.6090339,False,https://www.idealista.com/inmueble/108701062/,"VIVIENDA LUMINOSA CON EXCELENTES CALIDADES Y AMPLIA PLAZA DE GARAJE Se ofrece piso en excelente estado de conservación, con acabados de alta calidad y ubicado en un edificio moderno dotado de todas las comodidades. La vivienda dispone de suelos de parqué y carpintería exterior de aluminio lacado en blanco, lo que proporciona una estética limpia y actual. Las paredes están pintadas con esmalte sintético liso de alta calidad, resistente y lavable, ideal para un mantenimiento fácil y duradero. El inmueble destaca por sus techos altos, que ofrecen una sensación de amplitud en todas las estancias. Gracias a su orientación y aislamiento, se mantiene fresco en verano y cálido en invierno. Además, cuenta con un sistema de climatización por conductos marca Daikin, prácticamente nuevo y en perfecto estado de funcionamiento. La cocina presenta un elegante suelo de cerámica italiana, y se entrega equipada con electrodomésticos completos, algunos de ellos recientemente renovados (lavadora adquirida en octubre de 2024 y caldera de condensación instalada en 2023). El baño dispone de una bañera de gran tamaño. El dormitorio principal incluye un práctico armario empotrado en esquina, optimizando al máximo el espacio de almacenaje. El edificio cuenta con suministro energético apoyado por placas solares, así como vigilancia 24 horas mediante personal de seguridad y sistema de videovigilancia. Incluye una plaza de garaje amplia, de fácil acceso; y un trastero espacioso. Una vivienda cómoda, eficiente y lista para entrar a vivir. Excelente ubicación con magníficas conexiones y todos los servicios al alcance La vivienda se sitúa en una zona consolidada del Ensanche de Vallecas, perfectamente comunicada tanto por transporte público como por carretera. A escasos metros del portal se encuentran varias paradas de autobús urbano (líneas 142, 145 y N9), mientras que la estación de metro La Gavia (línea 1) se encuentra a unos 2 minutos a pie, proporcionando una conexión directa con el centro de Madrid. Asimismo, la cercanía a las autopistas M‑45 y M‑50 facilita un acceso ágil hacia distintos puntos de la ciudad y salidas principales. En las inmediaciones se encuentran numerosos servicios que aportan comodidad y calidad de vida al entorno residencial. A menos de 10 minutos a pie se ubica el Centro Comercial La Gavia, que cuenta con una amplia oferta de tiendas, restauración, supermercado y salas de cine. También hay supermercados y pequeños comercios de proximidad a escasos metros. La zona está bien dotada de centros educativos, con varias escuelas infantiles, colegios públicos y concertados en un radio cercano, lo que la convierte en una opción ideal para familias. Además, dispone de zonas ajardinadas y áreas de esparcimiento para el disfrute al aire libre. En materia sanitaria, el entorno cuenta con centros médicos de atención primaria y farmacias, y destaca la proximidad al Hospital Universitario Infanta Leonor, al que se accede cómodamente en apenas 5 minutos en coche. Una ubicación estratégica que combina tranquilidad residencial con acceso inmediato a todo lo necesario para el día a día.",True,good,False,True,3679.0,True,False,False,False,[],False,False,275900.0,€,284900.0,9000.0,3.0,True,True,flat,"Ensanche de Vallecas - La Gavia, Madrid",Piso en Av Entrepeñas,,,
106238704,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6d/43/c0/1276877561.webp,4053,41,3,695000.0,flat,sale,90.0,True,2,2,calle de Pelayo,Madrid,Madrid,Centro,es,Chueca-Justicia,40.4224436,-3.6986382,False,https://www.idealista.com/inmueble/106238704/,"Este elegante y moderno piso está ubicado en el corazón del animado barrio de Chueca, una de las zonas más demandadas y vibrantes de Madrid. Esta área se caracteriza por su excelente oferta de servicios, bares, restaurantes, boutiques y tiendas de moda, así como su cercanía a importantes puntos de interés como la Gran Vía, el Mercado de San Antón y el Barrio de Malasaña. Además, la zona está muy bien comunicada con diversas líneas de metro y autobuses, lo que facilita el acceso al resto de la ciudad. El piso se sitúa en un edificio tradicional, con una terraza comunitaria que ofrece un espacio perfecto para disfrutar del buen tiempo o relajarse al aire libre. La propiedad ha sido completamente reformada recientemente, utilizando materiales de alta calidad y ofreciendo un diseño moderno y funcional. Características del Piso: La distribución del piso ha sido optimizada para aprovechar al máximo sus espacios, ofreciendo una estancia cómoda y acogedora. Cuenta con dos habitaciones, ambas con armarios empotrados, ofreciendo amplio espacio de almacenamiento y diseñadas con un estilo moderno y minimalista. Las habitaciones son luminosas y silenciosas, ideales para el descanso. Dispone de dos baños completos, también recién reformados, con acabados de alta gama y equipados con plato de ducha y grifería moderna. Son espacios amplios y con ventilación natural, lo que asegura una buena iluminación y confort. El salón-comedor es un espacio abierto y amplio, que conecta directamente con el balcón. La reforma ha dejado un espacio acogedor y moderno, ideal para disfrutar de momentos en familia o recibir visitas. La cocina está totalmente equipada con electrodomésticos de última generación y un diseño contemporáneo. Tiene armarios modernos y mucho espacio de almacenamiento, lo que la hace práctica y funcional para el día a día. También dispone de armarios empotrados a medida, suelo a techo, interior en acabado textil, puertas lacadas en blanco. Armario para lavandería con lavadora/secadora. Puertas de suelo a techo, lacadas en blanco.Ventanas de climalit con persianas eléctricas y un Despacho / Área para teletrabajar. El piso dispone de un encantador balcón, perfecto para disfrutar de las vistas de la calle y del ambiente dinámico de la zona. A pesar de estar en una zona céntrica, el balcón ofrece un espacio tranquilo donde relajarse. Los residentes del edificio tienen acceso a una amplia terraza comunitaria, ideal para disfrutar del sol, organizar reuniones o simplemente relajarse al aire libre. El piso cuenta con un sistema de aire acondicionado para asegurar una temperatura agradable durante los meses más calurosos. También dispone de calefacción central, lo que garantiza el confort durante el invierno, haciendo de este espacio una vivienda muy acogedora en cualquier época del año. El piso ha sido completamente reformado recientemente, por lo que se encuentra en perfecto estado. Los acabados son de alta calidad y el diseño moderno y funcional está presente en cada rincón. Se vende con mobiliario incluido, lo que lo convierte en una opción perfecta para entrar a vivir sin necesidad de hacer reformas o grandes inversiones adicionales. Es ideal tanto para quienes buscan una vivienda en una de las zonas más demandadas de Madrid, como para inversores que deseen adquirir una propiedad en una ubicación estratégica. Con sus dos habitaciones, dos baños, balcón y acceso a una terraza comunitaria, este piso ofrece todas las comodidades para disfrutar de una vida urbana, en una zona llena de vida y carácter. HONORARIOS A PARTE.",True,good,False,False,7722.0,True,False,True,False,[],False,False,695000.0,€,,,,,,flat,"Chueca-Justicia, Madrid",Piso en calle de Pelayo,,,
107488416,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c3/49/3c/1314123656.webp,45945,47,,1500000.0,chalet,sale,288.0,,4,4,calle del Moscatelar,Madrid,Madrid,Hortaleza,es,Canillas,40.45901,-3.6502543,False,https://www.idealista.com/inmueble/107488416/,"Esta casa destaca por su original construcción, luminosidad y buena ubicación ya que está situada en una bonita calle/avenida con muchos árboles, entre la Estación de metro Arturo Soria y el centro comercial Arturo Soria Plaza. En sus 288 m2 distribuidos en 3 plantas, nos encontramos con una casa muy original, reformada recientemente. Cuenta con suelos de madera tropical y con ventanas y contraventanas de madera de gran calidad. Es muy luminosa ya que está localizada en un terreno algo elevado y tiene ventilación cruzada. Al entrar a través de unas pequeñas escaleras, accedemos al salón comedor que conecta con la cocina. Es un salón muy agradable, rodeado de ventanas que invita a juntarse con la familia y los amigos. La cocina tiene un buen tamaño y también es una estancia muy luminosa. Desde el salón arranca una moderna escalera de madera y acero que nos conduce a la primera planta, donde encontramos dos habitaciones en suite. A la derecha, el dormitorio principal tiene un amplio baño con piedra travertino, ducha y bañera con hidromasaje. La otra habitación, también de buenas dimensiones, actualmente se utiliza como despacho, tiene orientación Este y baño incorporado. Volvemos a la zona del salón comedor desde donde sale otra escalera, esta vez de caracol, que nos lleva al semisótano donde tenemos dos dormitorios con ventanas, uno Además en esta planta hay dos baños, un cuarto de colada y una amplia despensa. Otra escalera nos conduce al sótano, muy espacioso, ideal para fiestas, zona de televisión o gimnasio que tiene acceso directo al garaje.  En el garaje hay espacio para un coche, motos y bicicletas y un segundo coche podría aparcar en la rampa. CARACTERISTICAS: 250 m2 terreno 288 m2 construidos 190 m2 útiles 4 habitaciones 4 baños ESPECIFICACIONES: Año de construcción 1965 Reforma: 2020 Orientación: Norte, Este, Oeste Trastero 1 plaza de garaje y espacio para motos y bicicletas  en la rampa mas espacio para aparcar Terraza Piscina de cloro salino Aire acondicionado con preinstalación en todas las habitaciones Calefacción por radiadores Suelos de madera tropical Baño piedra travertino.",False,good,False,,5208.0,True,False,False,False,[],False,False,1500000.0,€,1550000.0,50000.0,3.0,True,True,chalet,"Canillas, Madrid",Chalet pareado en calle del Moscatelar,semidetachedHouse,,
108568431,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4b/88/34/1348697319.webp,4260,65,7,2350000.0,flat,sale,250.0,True,5,5,calle de Vallehermoso,Madrid,Madrid,Chamberí,es,Arapiles,40.436598,-3.7083538,False,https://www.idealista.com/inmueble/108568431/,"ALTOR ASESORES PRESENTA Espectacular vivienda exterior con reforma integral en Avenida Filipinas, Chamberí – Madrid Presentamos esta exclusiva propiedad de 250 m² construidos, ubicada en una de las zonas más cotizadas y dinámicas de Madrid: la Avenida Filipinas, en pleno corazón del distrito de Chamberí. El inmueble ha sido completamente reformado con calidades de lujo, combinando el encanto clásico de los edificios señoriales con las comodidades del diseño moderno y funcional. Distribución inteligente en dos viviendas independientes La propiedad se distribuye actualmente en dos unidades residenciales independientes, ideales tanto para familias numerosas como para inversores que buscan una excelente rentabilidad en alquiler. Primera vivienda (unidad principal) Con una superficie generosa y ambientes muy luminosos gracias a su condición de piso exterior, esta unidad cuenta con: Amplio salón-comedor con grandes ventanales y acceso a balcón, bañado por luz natural durante todo el día. Cocina abierta de diseño totalmente equipada con electrodomésticos de alta gama y acabados premium. Tres dormitorios dobles, todos con armarios empotrados y excelente ventilación. Tres baños completos, ambos con sanitarios modernos y acabados de diseño. Espacios optimizados para el confort, la funcionalidad y la estética contemporánea. Segunda vivienda (unidad secundaria) Una vivienda igualmente cuidada en detalles, con acceso independiente, perfecta para invitados, alquiler o como despacho profesional: Dos dormitorios dobles, también con armarios empotrados. Dos baños completos, diseñados con elegancia y materiales de primera calidad. Espacios acogedores, silenciosos y con buena entrada de luz natural. Características destacadas del inmueble: Superficie total construida: 250 m² Edificio con ascensor Vivienda exterior con múltiples balcones Sistema de climatización por conductos: aire acondicionado y calefacción central Portero físico, que garantiza comodidad y seguridad Posibilidad de adquirirlo como una única vivienda o mantener la división en dos unidades independientes La zona: Avenida Filipinas – Chamberí Ubicado en una de las zonas más emblemáticas y con más proyección de Madrid, Avenida Filipinas combina el carácter tradicional del barrio de Chamberí con una creciente vida urbana y cultural. Esta ubicación goza de: Excelente comunicación: estaciones de metro cercanas como Moncloa, Islas Filipinas o Canal, múltiples líneas de autobús y fácil acceso a la M-30. Entorno verde y cultural: a pocos pasos del Parque del Oeste, el Templo de Debod y los Jardines de Enrique Herreros. Cercanía a centros educativos de prestigio, universidades (como la Complutense y CEU San Pablo), bibliotecas y centros de salud. Amplia oferta gastronómica, mercados tradicionales como el de Vallehermoso, bares de autor, librerías y tiendas locales que le dan al barrio un encanto singular. Zona tranquila y residencial, perfecta tanto para familias como para profesionales, sin renunciar a los servicios y la vida cultural del centro de Madrid. Este inmueble es una oportunidad única para quien busque una vivienda de lujo, con personalidad, lista para entrar a vivir o rentabilizar, en una ubicación privilegiada. No dudes en visitarlo — te enamorará al cruzar la puerta.",True,good,False,True,9400.0,True,False,True,False,[],False,False,2350000.0,€,,,,,,flat,"Arapiles, Madrid",Piso en calle de Vallehermoso,,,
108892932,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/64/78/a8/1358148556.webp,,27,1,225000.0,flat,sale,82.0,True,3,2,CL ADRADA DE HAZA,Madrid,Madrid,Puente de Vallecas,es,Portazgo,40.3895497,-3.6497487,False,https://www.idealista.com/inmueble/108892932/,"SN COMISION DE AGENCIA DESCRIPCION DE LA FINCA: Naturaleza URBANA: Vivienda piso sin anejos Cuota: trece enteros, treinta y ocho centésimas por ciento Superficies: Construida: 82,1 metros cuadrados Ref. Catastral: 5114302VK4751C0003UH. PISO O VIVIENDA, en planta PRIMERA, correspondiente a la segunda de construcción de la casa señalada con el NUMERO VEINTE de la calle ADRADA DE HAZA, de Madrid. Ocupa una superficie de OCHENTA Y DOS METROS DIEZ DECIMETROS CUADRADOS, distribuida en vestíbulo, salón-comedor, tres dormitorios, cocina con tendedero, cuarto de aseo con baño y una terraza que da a la fachada del frente de la casa, es decir, calle Adrada de Haza.",True,renew,False,False,2744.0,True,False,False,False,[],False,False,225000.0,€,,,,,,flat,"Portazgo, Madrid",Piso en Cl Adrada De Haza,,,
