propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,floor,exterior,district,neighborhood,hasLift,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,newDevelopmentFinished
107973932,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/64/50/aa/966468459.webp,VT3.2.3,13,454000.0,flat,sale,103.0,3,2,calle Parcela C6 Los Molinos s/n,Madrid,Getafe,es,40.3179911,-3.700932,True,https://www.idealista.com/obra-nueva/107973932/,"¡LAS OBRAS ESTAN EMPEZADAS! Te presentamos un proyecto, en régimen de cooperativa de renta libre. Un edificio de 5 alturas en urbanización privada con locales comerciales y viviendas de 2 y 3 dormitorios con 1 o 2 plazas de garaje con trastero incluido. Hemos pensado en las nuevas necesidades que puedes tener, por eso todas las viviendas cuentan con terraza para que siempre tengas un espacio dentro de casa para estar al aire libre. El sistema de calefacción es por suelo radiante y refrescante consiguiendo así un mayor confort y elegancia en las estancias. La cocina está amueblada y equipada con placa de inducción y horno para que solo tengas que entrar a vivir. Diverso Getafe cuenta con zonas comunes que se han proyectado para que grandes y pequeños puedas disfrutarlas por eso incluyen zonas ajardinadas, área infantil y piscina exterior de adultos y niños. Y por supuesto, pensando en el futuro y tu economía, Diverso Getafe cuenta con etiqueta energética A. ¿Conoces Los Molinos? Nos gusta porque es un barrio nuevo residencial, pero con todos los servicios necesarios cerca para que tu día a día sea tranquilo y a la vez cómodo. Encontrarás al alcance de la mano, supermercados, colegios, parques… Además, los accesos por carretera son rápidos y muy cerca está la parada de RENFE El Casar. Reserva tu cita en nuestra página y ven a conocer tu nueva casa. *Al tratarse de viviendas en régimen de cooperativa, los precios publicados son orientativos y pueden variar.",False,,True,4408.0,False,False,False,False,[],False,False,454000.0,€,,,,flat,,"Los Molinos, Getafe",Piso en calle Parcela C6 Los Molinos s/n,,True,Los Molinos,,True,True,True,False
106169823,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6b/b3/bd/1359023792.webp,3610-00631,53,2275000.0,chalet,sale,823.0,5,3,Centro - Casco Histórico,Madrid,San Lorenzo de El Escorial,es,40.5930911,-4.1387003,False,https://www.idealista.com/inmueble/106169823/,"Espectacular chalet independiente del siglo XIX con vistas a Madrid, piscina y casa de invitados Se vende exclusivo chalet independiente en El Escorial, una propiedad única con una impresionante construcción del siglo XIX, reformada y actualizada, que ofrece unas vistas panorámicas inigualables, llegando hasta las emblemáticas Cuatro Torres de Madrid. La orientación sur proporciona una luminosidad natural excepcional a lo largo de todo el día. La casa cuenta con tres plantas que ofrecen una distribución ideal para la vida familiar y social: Planta principal: Al entrar, nos encontramos con un amplio salón con chimenea de piedra, un espacio perfecto para relajarse o recibir visitas. Además, en esta planta se ubica un dormitorio en suite con su propio baño, un comedor independiente y un despacho, ideal para quienes necesitan un espacio de trabajo privado en casa. Segunda planta: Aquí encontramos dos dormitorios con baño en suite, siendo uno de ellos el dormitorio principal que además cuenta con zona de estar, brindando total privacidad y confort a sus ocupantes. Además, hay otros dos dormitorios que comparten un baño adicional, diseñado para atender las necesidades de ambos dormitorios de manera práctica y funcional. Planta baja (a la altura de la piscina): Este nivel está pensado para el ocio y las necesidades diarias, con un comedor amplio y luminoso que da acceso directo a la galería y la piscina. Además, dispone de una cocina, baño de cortesía, una zona de lavandería independiente y la zona de servicio, que incluye un dormitorio, baño y sala de estar, ideal para el personal doméstico o invitados. El exterior de la propiedad es igual de impresionante, con amplios jardines perfectamente cuidados que rodean la vivienda, y una piscina privada donde disfrutar de momentos de relax y ocio durante los meses más cálidos. Dentro de la misma finca, se encuentra una casa secundaria o casa de guardeses, completamente rehabilitada en 2022. Esta segunda vivienda, de 300 metros cuadrados distribuidos en dos plantas, tiene acceso independiente y es ideal para ser utilizada como casa de invitados, vivienda para alquilar o cualquier otro uso que se desee. Su entrada privada brinda la posibilidad de independencia total respecto a la casa principal. Esta propiedad combina la elegancia histórica con las comodidades modernas en un entorno natural privilegiado. ¡Una oportunidad única para quienes buscan exclusividad, amplios espacios exteriores y tranquilidad sin renunciar a la proximidad con Madrid! **La información que se detalla en este anuncio, se muestra a título informativo, no es contractual ni vinculante y puede contener errores**.",False,good,False,2764.0,True,False,True,False,[],False,False,2275000.0,€,,,,chalet,independantHouse,"Centro - Casco Histórico, San Lorenzo de El Escorial",Casa independiente,,,Centro - Casco Histórico,,,,,
107988603,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/55/84/6b/1330464545.webp,4201,37,560000.0,flat,sale,60.0,1,1,calle del Caballero de Gracia,Madrid,Madrid,es,40.4199498,-3.700085,False,https://www.idealista.com/inmueble/107988603/,"ALTOR ASESORES OFRECE:  Vive el Madrid más auténtico desde una ubicación privilegiada y con todas las comodidades. Calle Caballero de Gracia: elegancia, tranquilidad y pleno centro, todo en uno. Un piso con estilo, perfecto para quienes buscan calidad de vida y buena inversión. Este encantador piso de 60 m² construidos, situado en una de las calles más emblemáticas de Madrid, se encuentra en buen estado y listo para entrar a vivir. Dispone de 1 amplia habitación, 1 baño completo y está ubicado en un edificio con ascensor, garantizando comodidad y accesibilidad. Caballero de Gracia es una calle tranquila y señorial que conecta directamente con la vibrante Gran Vía, ofreciendo lo mejor de ambos mundos: serenidad residencial y acceso inmediato a cultura, ocio, tiendas y transporte. Un lugar ideal tanto para vivir como para alquilar con alta rentabilidad. La vivienda cuenta con un historial de alquiler turístico, temporal y corporativo.",False,good,False,9333.0,False,False,False,False,[],False,False,560000.0,€,,,,flat,,"Sol, Madrid",Piso en calle del Caballero de Gracia,1,False,Centro,Sol,True,,,
108358113,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cf/65/5c/1341719513.webp,,23,370000.0,flat,sale,45.0,2,1,calle de Monteleón,Madrid,Madrid,es,40.4287009,-3.7038543,False,https://www.idealista.com/inmueble/108358113/,"Precioso piso exterior en la calle Monte León, planta 2ª, Malasaña. Sin gastos de agencia. Con inquilino.   Estupendo apartamento de 45 m2 construidos (unos 35 útiles). Dos dormitorios individuales con ventanas a los patios interiores, salón con bonito balcón a la calle, baño con ducha, cocina amueblada y equipada con horno, nevera, microondas, lavadora, placa vitrocerámica y campana extractora. Puerta principal de seguridad, dos armarios empotrados con puertas correderas, suelo de parquet en pasillo, salón y habitaciones y gres en cocina y baño, falsos techos de escayola, alógenos empotrados en toda la casa. Edificio histórico singular con patios interiores. Con ascensor. Muy bien comunicado, al lado de la glorieta de San Bernardo, metro San Bernardo, líneas 3, 21, 147 de autobús. Inquilino con contrato en vigor (en el segundo año) al corriente de pago.",True,good,False,8222.0,True,False,False,False,[],False,False,370000.0,€,,,,flat,,"Malasaña-Universidad, Madrid",Piso en calle de Monteleón,2,True,Centro,Malasaña-Universidad,True,,,
107235878,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c5/df/23/1307009024.webp,,88,1450000.0,flat,sale,150.0,6,4,paseo de Santa María de la Cabeza,Madrid,Madrid,es,40.4067058,-3.6937365,False,https://www.idealista.com/inmueble/107235878/,"Vendemos en exclusiva este precioso piso en el centro de la ciudad. Cuenta con 150 metros cuadrados distribuidos en una habitación grande con balcón y baño completo en suit, una habitación grande con balcón, dos habitaciones grandes que dan al jardín del Hardrock Cafe hotel, una habitación media con vistas al patio del edificio y una habitación pequeña; todas ellas con aire acondicionado con bomba de frio y calor. Además tiene tres baños completos y un aseo, una cocina completa (lavadora, dos frigorificos, lavaplatos, vitrocerámica y mucho espacio de almacenamiento) y dos comedores muy luminosos. Todas las estancias cuentan con aire acondicionado por conducto y calefacción. Si se desea se vende amueblado y en rentabilidad.",False,good,False,9667.0,True,False,False,False,[],False,False,1450000.0,€,,,,flat,,"Palos de la Frontera, Madrid",Piso en paseo de Santa María de la Cabeza,4,True,Arganzuela,Palos de la Frontera,True,,,
108402723,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ea/19/a2/1344014593.webp,20_23,21,232500.0,flat,sale,151.0,3,2,avenida de las Estrellas,Madrid,Parla,es,40.2338744,-3.7492214,False,https://www.idealista.com/inmueble/108402723/,"Vivienda con Protección Pública (VPP), que puede venderse sin necesidad de descalificación, al estar el precio por debajo del módulo. Está sujeta a régimen hasta agosto de 2027. El comprador debe cumplir los requisitos legales: A) Debe destinarla a residencia habitual (es obligatorio empadronarse tras la firma de escritura de compraventa). B) No puede alquilarla ni venderla sin autorización previa. C) No puede tener otra vivienda protegida a su nombre en toda España, salvo que sea como mucho el 50% de una herencia o por sentencia judicial. Es necesaria una declaración responsable. Te informamos sin compromiso. Al llegar a este piso por primera vez, puede que te entre una sensación incómoda. Una mezcla entre sorpresa y arrepentimiento. Sorpresa porque, después de tantas visitas, no esperabas encontrar un piso así. Y arrepentimiento… por no haber venido antes. Porque este piso en Parla Este tiene justo lo que muchas viviendas prometen y pocas cumplen: espacio bien aprovechado, luz natural en todas las estancias y una distribución cómoda para el día a día. Es una primera planta con ascensor, con tres dormitorios, dos baños completos, un salón amplio y luminoso, y una cocina independiente con zona de office para desayunos tranquilos o cenas improvisadas. Además, cuenta con tendedero cerrado, plaza de garaje y un trastero que siempre se agradece. Todo ello en una urbanización cuidada y tranquila, con lo necesario cerca para que el ritmo diario no se convierta en una carrera de obstáculos. Así que sí, al principio puede que te entre esa punzada de arrepentimiento. Pero solo dura un momento. Lo justo para pensar: “Menos mal que he llegado a tiempo.” Preguntas frecuentes a la hora de ver una casa en esta zona: ¿Qué comunicaciones y servicios hay cerca de la casa?  En cuanto a transporte y comunicaciones, esta vivienda en el barrio de Parla Este cuenta con excelentes conexiones. A pocos minutos a pie se encuentra una parada del tranvía, que conecta con la estación de Cercanías Renfe (línea C-4), facilitando el acceso directo a Madrid y a otras zonas del sur de la Comunidad. También hay varias líneas de autobús cercanas que enlazan con distintos puntos de Parla y municipios vecinos. Para quienes se desplazan en coche, la zona ofrece un acceso rápido a la A-42, lo que permite llegar al centro de Madrid en menos de 30 minutos. ¿Te preocupa la hipoteca? Es cierto que el año pasado se pusieron las cosas más complicadas para la compra de la vivienda, pero este año las entidades bancarias están levantando más la mano en la concesión de hipotecas, concediendo mejores tipos de interés. ¿Necesitas financiación? Te podemos ayudar. Tenemos un equipo financiero que se dedica única y exclusivamente a realizar los números necesarios para ver la viabilidad del préstamo. Si deseas venir a verlo, llámanos ahora, estaremos encantados de resolver cualquier duda que tengas.",True,good,False,1540.0,True,False,False,False,[],False,False,232500.0,€,,,,flat,,"Parla Este, Parla",Piso en avenida de las Estrellas,1,True,Parla Este,,True,True,True,
108853844,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/84/05/f2/1357060351.webp,,27,590000.0,flat,sale,98.0,2,1,calle del Marqués de Santa Ana,Madrid,Madrid,es,40.4258485,-3.7045165,False,https://www.idealista.com/inmueble/108853844/,"GRAN OPORTUNIDAD DE PRIMERA VIVIENDA O INVERSIÓN. ESPECTACULAR PISO EXTERIOR CON DOS BALCONES EN MALASAÑA.  >>>DISEÑA A TU ESTILO LA CASA DE TUS SUEÑOS. >>>DISFRUTA DE UNA UBICACIÓN EXCEPCIONAL Y CÉNTRICA. >>>RESIDE EN UNA FINCA HISTORICA PERO EN UN INMUEBLE REFORMADO DE DISEÑO. >>>INVIERTE EN LA ZONA MÁS DEMANDADA DE MADRID.  Presentamos una vivienda única en una de las zonas más exclusivas de Madrid. El inmueble, con 2 balcones y grandes ventanales, se divide en hall, salón comedor, 2 dormitorios, baño, y cocina independiente. Portal y zonas comunes recién reformados íntegramente. UBICACIÓN Este espectacular piso a reformar con grandes posibilidades se ubica en Malasaña, el barrio más de moda de la capital, a pocos metros de Callao y Gran Vía. A su alrededor tenemos varios metros (Callao, Santo Domingo, San Bernardo, Tribunal, Plaza de España, etc. ) con conexiones con una gran cantidad de líneas. Además, su ubicación céntrica permite ir andando a los principales puntos de interés de la ciudad.  DISTRIBUCIÓN La ausencia de muros de carga en zonas seleccionadas permite crear la distribución a su gusto. Además consta de grandes ventanales y balcones al exterior, dando grandes oportunidades de reforma.  POSIBILIDADES Y PROYECTO La vivienda tiene grandes ventanales y techos muy altos, típicos de las fincas históricas de Madrid. Nuestro equipo de profesionales le podrá presentar el proyecto de reforma así como varias proyecciones de costes.  ESTADO  La vivienda está disponible para la reforma integral al gusto del futuro propietario. Con espacios amplios y luminosos, además de una ubicación privilegiada.    No dudes en contactar con nosotros para más información y concertar una visita presencial o virtual.",False,renew,False,6020.0,True,False,False,False,[],False,False,590000.0,€,,,,flat,,"Malasaña-Universidad, Madrid",Piso en calle del Marqués de Santa Ana,2,True,Centro,Malasaña-Universidad,False,,,
108405012,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2b/08/cd/1343557418.webp,010101,5,850000.0,penthouse,sale,194.0,3,3,calle Ramón y Cajal,Madrid,Las Rozas de Madrid,es,40.5202233,-3.8984669,False,https://www.idealista.com/inmueble/108405012/,"HOGARES HERON VENDE EN EXCLUSIVA lo que probablemente sea el mejor y más exclusivo ático dúplex de lujo de cuatro habitaciones convertido a tres con dos terrazas y completamente exterior, en una de las urbanizaciones más exclusivas y prestigiosas del Parque Empresarial de Las Rozas de Madrid. El inmueble, que tiene una reciente reforma integral, de casi 200m2 construidos, cuenta con amplios y luminosos espacios en cada una de sus estancias, una privacidad y sensaciones de exclusividad de lo más agradables con los que una familia puede llegar a soñar. Estas características, garantizan el deleite de todas las ventajas que puede ofrecer un ático Premium de la zona más cotizada de la zona noroeste de Madrid. El inmueble se distribuye de la siguiente manera: - En planta baja, un gran salón en concepto abierto con cocina americana, y salida a terraza acristalada a la calle principal, un aseo y una habitación de gran tamaño en suite. - En la planta superior, dos habitaciones de gran tamaño, un cuarto de baño completo con plato de ducha, y una gran terraza con toldo con las mejores vistas a la sierra de Madrid.  - Un trastero y dos plazas de garaje incluidos en el precio. - Urbanización equipada con zonas comunes muy completas El inmueble, dado a su condición única y exclusividad, se enseñará de manera presencial tras un estudio financiero que garantice la viabilidad de la operación de compra. La finca se encuentra en una zona fantástica, con seguridad. Una de las ubicaciones de mayor crecimiento, revalorización y proyección de Las Rozas de Madrid. Tiene a escasos minutos colegios, restaurantes, supermercados, centros comerciales, farmacias, y muchos establecimientos de primera necesidad. Salida fácil y directa a las carreteras de La Coruña (A6), la M-50 y la M-505 (Carretera del Escorial). ¡NO PIERDAS LA OPORTUNIDAD DE VISITARLO! FINANCIACIÓN HASTA EL 100%, CONSULTE CONDICIONES.",False,good,False,4381.0,True,False,False,False,[],False,False,850000.0,€,,,,flat,penthouse,"Parque Empresarial, Las Rozas de Madrid",Ático en calle Ramón y Cajal,3,True,Parque Empresarial,Parque Empresarial,True,True,True,
108263859,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/41/a3/8c/1338910131.webp,2110/21100022/252,24,215000.0,flat,sale,35.0,1,1,Barrio Palos de la Frontera,Madrid,Madrid,es,40.4044209,-3.7001507,False,https://www.idealista.com/inmueble/108263859/,"""ESTUPENDA VIVIENDA EN VENTA Excelente vivienda de un dormitorio y un baño. Se encuentra en la planta baja de un edificio residencial. No dispone de ascensor. Situado en Palos de Moguer en el distrito de Arganzuela. La vivienda se distribuye en un dormitorio y, salón-comedor con acceso a terraza, cocina independiente y un baño. Cuenta con cocina amueblada y equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de gres en cocina, baño y en el resto de estancias. Se encuentra ubicado en Palos de Moguer, Arganzuela (Sureste de Madrid). Cuenta con fácil acceso a través de las principales carr eteras y buenas comunicaciones por transporte público.  La parada de metro más cercana es Embajadores y se encuentra a menos de 10 minutos andando. La parada de autobús más cercana es Teatro Circo Price y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 10 minutos andando.  En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el centro de salud más cercano se encuentra a 350 metros, existen farmacias a menos de 300 metros, existen 2 colegios a menos de 300 metros, la universidad más cercana se encuentra a 150 metros. Además, a menos de 500 metros también puedes encontrar supermercados, bancos, lavanderías, oficinas de correos. La zona cuenta con una amplia oferta de entretenimiento con una biblioteca, un cine, teatros, gimnasios, parques, centros culturales, bares, restaurantes y comercios a pocos minutos de la vivienda. En cuanto al transporte privado, la zona dispone de parkings privad os, un parking público y aparcamiento en la calle.  La vivienda tiene un fácil acceso por carretera y está bien comunicado a través d e la Calle 30, Ronda de Atocha y la Calle de Palos de la Frontera.  Estado de la vivienda: vacante "".",True,good,False,6143.0,True,False,True,False,[],False,False,215000.0,€,,,,flat,,"Palos de la Frontera, Madrid",Piso,bj,True,Arganzuela,Palos de la Frontera,False,,,
108010205,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b5/48/9f/1331078387.webp,,35,610000.0,flat,sale,87.0,2,2,calle de Orense,Madrid,Madrid,es,40.462262,-3.6920015,False,https://www.idealista.com/inmueble/108010205/,"Con dos TERRAZAS Edificio de lujo ubicado en la zona de Cuzco, muy cercano al centro financiero de Madrid, cuenta con portal representativo, cuatro ascensores, suministros centrales con contadores individuales. En la misma finca hay planta sótano con garaje y, frecuentemente, hay plazas en alquiler.  Piso completamente exterior, 87 m 2 distribuidos en salón con la terraza incorporada, dos dormitorios con armarios empotrados, el dormitorio principal incorpora otra pequeña terraza, un baño completo y un aseo de cortesía y cocina comunicada con el salón. Esta vivienda tiene la altura de un tercer piso por la orografía del terreno, desde todas las habitaciones tiene vistas a la calle, dos orientaciones. Muy luminoso, en buen estado de conservación a falta de alguna actualización NOTA: EL TOUR CORRESPONDE A UNA OPCIÓN DE REFORMA, no a su estado actual.  Ubicación espléndida a un par de manzanas del Paseo de la Castellana, una zona con todo tipo de servicios y la más amplia oferta gastronómica y de ocio que disfruta de un ambiente elegante y animado. Luminoso y soleado, las terrazas aportan un valor extra a la vivienda permitiendo pequeños espacios al aire libre. Un apartamento en edificio de lujo y en una localización inmejorable. Pinchando en el enlace a nuestra web puede acceder a UN PLANO CON MEDIDAS Y OPCIONES ALTERNATIVAS DE REFORMA de la vivienda realizadas por nuestro arquitecto.",True,good,False,7011.0,True,True,False,False,[],False,False,610000.0,€,,,,flat,,"Cuzco-Castillejos, Madrid",Piso en calle de Orense,2,True,Tetuán,Cuzco-Castillejos,True,,,
107378380,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8b/1f/f1/1311163821.webp,LIRE-05279,20,85000.0,flat,sale,75.0,3,1,calle de Jerónimo del Moral,Madrid,Ciempozuelos,es,40.1648979,-3.6234374,False,https://www.idealista.com/inmueble/107378380/,"Oportunidad inmueble sin posesión, no se puede visitar. Propio para inversores o vecinos que conozcan el inmueble. Disponemos de una amplia cartera de inmuebles sin posesión en madrid y en toda españa. Propio, pequeño y gran inversor. Madrid es un municipio y una ciudad de españa. La localidad, con categoría histórica de villa, es la capital del estado y de la comunidad de madrid. En su término municipal, el más poblado de españa, su población es de 3 416 771 habitantes (ine 2024), constituyéndose como la segunda ciudad más poblada de la unión europea, así como su área metropolitana, con 6 779 888 habitantes empadronados.",False,renew,False,1133.0,True,False,False,False,[],False,False,85000.0,€,,,,flat,,"San Benito - Soledad - Hispanidad, Ciempozuelos",Piso en calle de Jerónimo del Moral,2,True,San Benito - Soledad - Hispanidad,,True,,,
107741792,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a7/97/0d/1347494217.webp,2201/22010007/550,44,173500.0,flat,sale,150.0,3,2,La Montaña-El Cortijo,Madrid,Aranjuez,es,40.0586195,-3.595706,False,https://www.idealista.com/inmueble/107741792/,"""ESTUPENDA VIVIENDA EN VENTA Excelente vivienda de tres dormitorios y dos baños. Se encuentra en la 1ª planta de un edificio residencial, y cuenta con garaje y trastero. Dispone de ascensor. Situado en La Montaña - El Cortijo. La vivienda se distribuye en tres dormitorios y, armarios empotrados, salón-comedor con acceso a terraza, cocina independiente y dos baños. Cuenta con cocina amueblada y equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de gres en cocina, baño y en el resto de estancias. Dispone de calefacción. Se encuentra ubicado al Noreste de Aranjuez. Cuenta con fácil acceso a través de las principales carreteras y buenas comu nicaciones por transporte público.  La parada de autobús más cercana es Av. Amazonas Central - Gta. Valle del Loira y se encuentra a menos de 5 minutos andando.  En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con to do tipo de servicios básicos La zona cuenta con una amplia oferta de entretenimiento con varios parques, bares, restaurantes y comerc ios a pocos minutos de la vivienda. En cuanto al transporte privado, la zona dispone de parkings privados y aparcamiento en la calle.  La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Carretera de Chinchon a A-4 y la Carrete ra de Madrid.  Estado de la vivienda: vacante"".",True,good,False,1157.0,True,False,True,False,[],False,False,173500.0,€,,,,flat,,"La Montaña-El Cortijo, Aranjuez",Piso,1,True,La Montaña-El Cortijo,,True,True,True,
107151510,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/49/50/ff/1304565016.webp,6147,3,1900000.0,flat,sale,97.0,3,2,calle de Núñez de Balboa,Madrid,Madrid,es,40.4285363,-3.6837034,False,https://www.idealista.com/inmueble/107151510/,"Retail vende este espectacular piso exterior que se encuentra en la segunda planta de un edificio con ascensor. La vivienda se encuentra perfectamente reformada y amueblada. La propiedad dispone de una cocina totalmente equipada, así mismo, cuenta con un amplio salón-comedor, ideal para disfrutar de momentos en familia o con amigos, integrado con una cocina independiente totalmente equipada con electrodomésticos de alta gama, además, de dos amplias habitaciones y dos baños y un aseo totalmente completos ofreciendo un espacio ideal para una vida cómoda y elegante. La vivienda está equipada con calefacción individual y aire acondicionado, asegurando el máximo confort en cualquier época del año. Una oportunidad única para vivir en una de las mejores zonas de Madrid, cerca de servicios, comercios y excelente comunicación. Ubicada en el codiciado barrio de Recoletos en pleno distrito de Salamanca, disfrutarás de una zona repleta de tiendas exclusivas, restaurantes gourmet y todos los servicios necesarios para una vida cómoda y sofisticada. Esta es una oportunidad única de vivir en uno de los lugares más selectos de Madrid.",False,good,False,19588.0,True,False,False,False,[],False,False,1900000.0,€,,,,flat,,"Recoletos, Madrid",Piso en calle de Núñez de Balboa,2,True,Barrio de Salamanca,Recoletos,True,,,
108679270,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6b/11/86/1351899610.webp,1396,44,1449000.0,flat,sale,190.0,5,4,calle del Doctor Esquerdo,Madrid,Madrid,es,40.4080559,-3.6700377,False,https://www.idealista.com/inmueble/108679270/,"En una de las zonas más codiciadas de Madrid, el barrio de Niño Jesús —junto al icónico Parque del Retiro— se encuentra este magnífico ático reformado, una propiedad pensada para quienes valoran el diseño contemporáneo, los espacios amplios y la calidad de vida. Situado en una finca representativa construida en 1987, con ITE favorable y todos los servicios, este inmueble combina ubicación, prestaciones y confort en un equilibrio perfecto. La vivienda ofrece 190 m² construidos, completamente reformados con materiales de alta gama y una distribución que aprovecha al máximo la luz natural. Sus cinco dormitorios ofrecen múltiples opciones: dormitorios familiares, espacios de trabajo o zonas de descanso personalizadas. Los cuatro baños, modernos y funcionales, han sido diseñados con elegancia y atención al detalle. Uno de sus grandes atractivos es la terraza privada de 40 m², un espacio al aire libre para disfrutar en cualquier momento del día. Está equipada con armarios de almacenaje, lo que permite mantener el orden sin renunciar al disfrute. Una extensión del salón, ideal para reuniones, momentos de relax o incluso para montar tu pequeño jardín urbano. El ático incluye además plaza de garaje con cargador eléctrico, anticipándose al presente y futuro de la movilidad sostenible. Y como valor añadido, la comunidad ofrece servicios pensados para el bienestar de todos sus residentes: piscina comunitaria, gimnasio completamente equipado, sauna, portero físico y dos ascensores que facilitan el acceso en todo momento. Vivir aquí significa tenerlo todo al alcance de la mano. Estás a un paso del Parque del Retiro, uno de los pulmones verdes de la capital, perfecto para practicar deporte, dar paseos o simplemente desconectar sin salir del barrio. Además, la zona cuenta con excelente conexión por transporte público (líneas de autobús y metro) y acceso inmediato a la M-30, lo que garantiza una movilidad fluida tanto dentro como fuera de Madrid. A nivel de servicios, el entorno ofrece colegios, supermercados, zonas comerciales, farmacias, centros médicos y una atractiva oferta de restauración, lo que convierte a esta vivienda en una opción ideal tanto para familias como para profesionales que buscan calidad de vida sin renunciar a la conectividad urbana. Esta es una de esas oportunidades que no se presentan todos los días. Si estás buscando un hogar que combine espacio, estilo, ubicación y sostenibilidad, este ático puede ser lo que llevas tiempo esperando. Solicita más información o agenda tu visita hoy mismo. Nuestra prioridad es tu casa, tu tranquilidad, nuestro objetivo.",False,good,False,7626.0,True,False,True,False,[],False,False,1449000.0,€,,,,flat,,"Niño Jesús, Madrid",Piso en calle del Doctor Esquerdo,8,True,Retiro,Niño Jesús,True,True,True,
108792641,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/75/7f/68/1355271875.webp,,28,1290000.0,flat,sale,230.0,6,3,calle de Luisa Fernanda,Madrid,Madrid,es,40.4257741,-3.7140171,False,https://www.idealista.com/inmueble/108792641/,"¡Descubre esta magnífica vivienda en el corazón de Argüelles! Con techos altos que aportan una sensación de amplitud y luminosidad, este piso se convierte en el hogar ideal para quienes buscan comodidad y estilo. Situado en una de las zonas más demandadas de la capital, estarás rodeado de todo tipo de servicios y disfrutarás de excelentes comunicaciones gracias a su cercanía con el metro y autobuses. A solo 200 metros de la emblemática Plaza España y junto al Templo de Debod, la ubicación es simplemente inmejorable. Esta propiedad cuenta con más de 12 ventanas, la mayoría de ellas orientadas al exterior, lo que garantiza una luz natural abundante durante todo el día. Al entrar, te recibe un amplio hall con armario empotrado que da paso a travez del pasillo a un espacioso salón comedor, perfecto para disfrutar de momentos en familia o con amigos. La vivienda dispone de 6 dormitorios dobles, todos equipados con armarios empotrados, ofreciendo un excelente espacio de almacenamiento. La cocina independiente es ideal para los amantes de la gastronomía, mientras que los tres baños completos aseguran comodidad y privacidad para todos los miembros del hogar.  Ubicada en una finca clásica señorial con un bonito portal y solo un vecino por planta, disfrutarás de tranquilidad y exclusividad. Además, cuenta con un precioso ascensor de época que añade un toque especial a esta joya inmobiliaria. Como valor añadido, la plaza de parking del ayuntamiento está incluida en el precio, un lujo en el centro de Madrid. No pierdas la oportunidad de vivir en este espectacular piso de 230 m² construidos, donde cada rincón está diseñado para ofrecerte confort y elegancia. ¡Ven a visitarlo y deja que te enamore!",False,good,False,5609.0,True,False,False,False,[],False,False,1290000.0,€,,,,flat,,"Argüelles, Madrid",Piso en calle de Luisa Fernanda,1,True,Moncloa,Argüelles,True,True,True,
