propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,district,neighborhood,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.subTypology,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice
108884043,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/13/43/d3/1357886520.webp,EX04210,15,2,145000.0,flat,sale,73.0,True,3,1,Villalbilla,Madrid,Villalbilla,es,40.4300888,-3.3001903,False,https://www.idealista.com/inmueble/108884043/,"Exclusivas Alcalá vende piso actualmente alquilado en Villalbilla pueblo ideal para inversores. DISTRIBUCIÓN Y CARACTERISTICAS PRINCIPALES: - 2 dormitorios exteriores muy luminosos - 1 habitación interior  - 3 armarios empotrados, repartidos por toda la vivienda, con gran capacidad de almacenaje. - Salón y cocina estilo americano - 1 baño completo con ventana para una mayor ventilación.  EXCLUSIVAS ALCALA, con una dilatada experiencia de más de 30 años, le acompañara en todo el proceso de la Compraventa. disponemos de departamento Jurídico y Financiero. Somos API (Agentes de la Propiedad Inmobiliaria). Este anuncio no es vinculante y puede contener errores. Se muestra a titulo informativo y no es contractual. En los precios de venta no están incluidos impuestos legales ni gastos de escrituración.",False,good,False,False,1986.0,False,False,False,False,[],False,False,145000.0,€,flat,Villalbilla,Piso,,,,,,,,
107168533,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b8/94/d6/1305149807.webp,6493,4,1,3100000.0,flat,sale,200.0,True,5,4,Barrio Almagro,Madrid,Madrid,es,40.4268409,-3.6909263,False,https://www.idealista.com/inmueble/107168533/,"Retail vende este espectacular piso exterior que se encuentra en la primera planta de un edificio con ascensor. La vivienda se encuentra perfectamente reformada y amueblada. La propiedad dispone de un amplio salón-comedor, ideal para disfrutar de momentos en familia o con amigos, integrado con una cocina independiente totalmente equipada con electrodomésticos de alta gama, además, de una cocina totalmente equipada, cinco amplias habitaciones y cuatro baños totalmente completos ofreciendo un espacio ideal para una vida cómoda y elegante. La vivienda está equipada con calefacción individual y aire acondicionado, asegurando el máximo confort en cualquier época del año. Una oportunidad única para vivir en una de las mejores zonas de Madrid, cerca de servicios, comercios y excelente comunicación. Ubicada en el codiciado barrio de Moncloa en pleno distrito de Chamberí, disfrutarás de una zona repleta de tiendas exclusivas, restaurantes gourmet y todos los servicios necesarios para una vida cómoda y sofisticada. Esta es una oportunidad única de vivir en uno de los lugares más selectos de Madrid.",False,good,False,True,15500.0,False,False,False,False,[],False,False,3100000.0,€,flat,"Almagro, Madrid",Piso,Chamberí,Almagro,,,,,,
99937041,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/36/56/dd/1061406485.webp,A1022,38,,325000.0,chalet,sale,175.0,,4,3,calle Solycampo,Madrid,Miraflores de la Sierra,es,40.8110732,-3.7516482,False,https://www.idealista.com/inmueble/99937041/,"Norte inmobiliaria les ofrece este chalet de 175 m² en dos plantas, con tres habitaciones + buhardilla diáfana + cuarto multiusos, tres baños (Uno en hab. principal), salón comedor amplio con chimenea de piedra con casete, cocina. Calf. propano industrial. Ventanas climalit. Suelos gres y tarima. Semireformado. Parcela 559 m². Buenas vistas. Zona tranquila.",False,renew,False,,1857.0,False,False,False,False,[],False,False,325000.0,€,chalet,Miraflores de la Sierra,Casa independiente en calle Solycampo,,,335000.0,10000.0,3.0,independantHouse,,
108801919,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/39/d1/61/1355568200.webp,,12,3,540000.0,flat,sale,75.0,True,2,2,calle de Canillas,Madrid,Madrid,es,40.4411295,-3.6744352,False,https://www.idealista.com/inmueble/108801919/,"Piso reformado a medida en finca en buen estado con ascensor. Consta de 2 dormitorios, 2 baños y cocina. En nuestras reformas se cambian todas las instalaciones y tabiquerías interiores, incidiendo en la eficiencia energética y el aprovechamiento del espacio. La instalación eléctrica se compone de cuadro elevado y cambio de acometida para que esté libre de halógenos obteniendo un nuevo boletín eléctrico. La instalación de fontanería y gas se renueva totalmente, con caldera de Saunier Duval Thelia Condens y nueva instalación de gas con nuevo boletín y contador. La tabiquería interior se renueva utilizando doble tabiquería de pladur con fibra de vidrio para asegurar el nuevo aislamiento tanto térmico como acústico. En muchos casos, se mejora también el aislamiento de fachadas y medianeras y suelos y techos por petición, con materiales de especiales cualidades que ocupan el menor espacio posible. Nuestras reformas han sido cuidadosamente diseñadas realizando viviendas totalmente equipadas con gamas medias altas pensadas para una primera vivienda. También ayudamos a gestionar la financiación más competitiva para cada perfil.",False,good,False,True,7200.0,False,False,False,False,[],False,False,540000.0,€,flat,"Prosperidad, Madrid",Piso en calle de Canillas,Chamartín,Prosperidad,,,,,,
108246260,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/32/ae/be/1338325856.webp,,22,bj,346000.0,flat,sale,86.0,True,2,2,Barrio Lavapiés-Embajadores,Madrid,Madrid,es,40.4101065,-3.7097048,False,https://www.idealista.com/inmueble/108246260/,"Se pone a la venta una finca que cuenta con DOS APARTAMENTOS independientes, con posibilidad de adquirirlo en ALQUILER CON OPCIÓN A COMPRA. El primer es un apartamento de 50 m², compuesto por un dormitorio doble con armario empotrado, un baño con plato de ducha, una cocina totalmente equipada con lavavajillas y puertas correderas que optimizan el espacio. También cuenta con climatización por conducto para asegurar una temperatura agradable en todo momento. El segundo es un estudio de 26 m², que dispone de una cocina integrada, baño con plato de ducha y climatización por conducto, garantizando confort en cualquier época del año. Esta finca es una excelente opción para quienes buscan invertir en un alojamiento turístico de calidad y con alta rentabilidad. Rentabilidad demostrable por actual propietario del 9%. Si quieres más información o concertar una visita, no dudes en ponerte en contacto. ¡No dejes pasar esta oportunidad! Síguenos en redes sociales para más oportunidades inmobiliarias: @jadein_ferrero.",True,good,False,False,4023.0,False,False,False,False,[],False,False,346000.0,€,flat,"Lavapiés-Embajadores, Madrid",Piso,Centro,Lavapiés-Embajadores,,,,,,
106566347,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f7/66/d7/1286970856.webp,1614,30,,153000.0,chalet,sale,171.0,,2,1,Puentes Viejas,Madrid,Puentes Viejas,es,40.9892611,-3.5353906,False,https://www.idealista.com/inmueble/106566347/,"""SonCasas"" les ofrece en venta en Serrada de la Fuente bonita casa independiente para reformar. La vivienda de 2 plantas tiene una superficie construida de unos 160 m2, construcción de los años setenta. La vivienda no se encuentra en mal estado pero una actualización le vendría estupendamente. Actualmente la vivienda tiene en la planta alta, salón comedor con chimenea, 2 dormitorios, baño y cocina y en la parte baja de la vivienda estancias en bruto usadas como almacén, aparcamiento y bodega actualmente. La parece la donde se ubica la vivienda tiene 845 m2, tiene terreno por los 4 frentes de la misma y en ella tb se ubica un pequeño estanque a rehabilitar. La vivienda se sitúa a pie de carretera, muy próximo  a la iglesia, y con parada de autobús en la misma puerta.  .",True,renew,False,,895.0,False,False,False,False,[],False,False,153000.0,€,chalet,Puentes Viejas,Casa independiente,,,,,,independantHouse,,
106999529,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/7c/57/b5/1300004273.webp,,11,bj,245000.0,flat,sale,34.0,True,1,2,calle de San Raimundo,Madrid,Madrid,es,40.449953,-3.7061342,False,https://www.idealista.com/inmueble/106999529/,"Precioso bajo recientemente reformado en venta en una de las calles más residenciales de Madrid y en uno de los barrios más históricos de la ciudad. Se trata de una vivienda baja con acceso desde un portal comunitario, que actualmente se utiliza como apartamento pero que está preparada para poder convertirla en 2 estudios contiguos. Lo que la convierte en ideal para inversores para el alquiler de estudiantes. Se vende con todo el equipamiento y lista para sacarle rendimiento.  Ponte en contacto con nosotros y estaremos encantados de concertar una visita. VyG Gestión Inmobiliaria.",False,good,False,False,7206.0,False,False,False,False,[],False,False,245000.0,€,flat,"Bellas Vistas, Madrid",Piso en calle de San Raimundo,Tetuán,Bellas Vistas,,,,,,
108631591,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8d/72/9d/1350491239.webp,CBLVPIS_13,4,,3450000.0,flat,sale,276.0,True,5,5,Barrio Castellana,Madrid,Madrid,es,40.4351205,-3.6830895,False,https://www.idealista.com/inmueble/108631591/,"Coldwell Banker Living Real Estate les ofrece esta magnífica propiedad, ubicada en un imponente edificio clásico de 1920. Esta vivienda combina el encanto de la arquitectura histórica con el confort de amplios espacios bien distribuidos. La finca destaca por su cuidada fachada, portal representativo y un icónico ascensor de jaula que realza su carácter. La vivienda impresiona por la generosa altura de sus techos con más de 3,20 metros, con molduras originales, proporcionando una sensación de amplitud y sofisticación en cada estancia. Las vistas despejadas y la luz natural refuerzan aún más el atractivo del conjunto. Situada en un enclave privilegiado del barrio, esta propiedad representa una oportunidad única para quienes valoran la tradición, el espacio y la exclusividad. La vivienda se organiza a partir de un elegante hall de entrada, que da acceso al aseo de visitas y conduce a un imponente salón-comedor con una magnífica luz gracias a sus 3 balcones a la calle.  La zona privada se compone del dormitorio principal, una estancia generosa con vestidor y cuarto de baño en suite, que garantiza intimidad y confort.  A continuación, encontramos un segundo dormitorio también con baño en suite, ideal para invitados o familia, así como un tercer dormitorio que se apoya en un cuarto de baño completo adicional. La cocina, de tipo office y gran funcionalidad, resulta perfecta para el día a día y conecta con la zona de servicio, que incluye un dormitorio adicional y su propio cuarto de baño, lo que aporta versatilidad y comodidad al conjunto. Cabe destacar que un porcentaje importante de nuestras propiedades no se encuentran publicadas, atendiendo al deseo expreso de confidencialidad de sus propietarios. Si desea conocer más oportunidades en esta zona exclusiva, le invitamos a visitar nuestra página web, donde encontrará información adicional y atención personalizada. (url oculto)  ref: CBLVPIS_13.",False,good,False,True,12500.0,True,False,False,False,[],False,False,3450000.0,€,flat,"Castellana, Madrid",Piso,Barrio de Salamanca,Castellana,,,,,,
108177360,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/df/05/df/1336162222.webp,GTRE-01122,3,3,162000.0,flat,sale,74.0,,2,1,avenida Fuerzas Armadas,Madrid,Getafe,es,40.3010863,-3.7303588,False,https://www.idealista.com/inmueble/108177360/,"NO COBRAMOS COMISIÓN DE INTERMEDIACIÓN AL COMPRADOR INMUEBLE EN RENTABILIDAD Les ofrecemos en exclusiva este piso en edificio residencial que puedes adquirir en propiedad, muy bien distribuido y con distintas dependencias, ofreciendo todo lo que necesitas para una vida cómoda y moderna.  Desde el momento en que cruces la puerta de entrada, te sentirás acogido por su ambiente cálido, ubicado en la localidad de Getafe, provincia de Madrid. Este piso es ideal para quienes buscan un hogar confortable en un entorno natural y acogedor. Situado en una zona residencial tranquila, este piso disfruta de una ubicación estratégica. A poca distancia, encontrarás supermercados, colegios, centros de salud y una variada oferta de tiendas y restaurantes.  Además, la excelente conexión con las principales vías de acceso te permitirá llegar rápidamente a otras áreas de interés en Madrid y sus alrededores.  Hipoges es una plataforma inmobiliaria donde podrás acceder a miles de activos inmobiliarios de diferentes tipos como viviendas, locales comerciales, terrenos, nueva obra, tanto a nivel particular como para inversores. Hipoges cuenta con una amplia cartera de activos inmuebles tanto en España como en Portugal y Grecia.  Esta propiedad se encuentra alquilada. No se puede visitar. No apta para compradores que requieran financiación hipotecaria. El comprador se subrogará a las condiciones indicadas en el contrato de alquiler vigente. La información proporcionada referente a la distribución y estructura puede no ajustarse a la realidad, ya que su verificación no ha sido posible. La distribución indicada se ha tomado en referencia a la distribución de activos de la zona. ¿Necesitas financiación? Te ofrecemos la posibilidad de financiaciones de hasta el 100% para la compra de este inmueble. Entra en Finanwin. com, haz tu simulación y obtén la mejor oferta para tu Hipoteca de la manera más ágil y sencilla.",False,good,False,False,2189.0,False,False,False,False,[],False,False,162000.0,€,flat,"San Isidro, Getafe",Piso en avenida Fuerzas Armadas,San Isidro,,,,,,,
108597560,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a5/0f/6f/1349539800.webp,,16,1,185000.0,flat,sale,79.0,True,3,1,CL GUSTAVO TORNER,Madrid,Mejorada del Campo,es,40.3929682,-3.485614,False,https://www.idealista.com/inmueble/108597560/,"FINCAS QUIÑONES, pone a la venta en exclusiva, esta fantástica vivienda en el barrio de los Olivos, se trata de una primera planta de altura, la vivienda dispone de tres dormitorios amplios los tres, armario empotrado, semi amueblado, suelos de tarima, la ubicación es excelente, tendrás a la mano todo lo que puedas necesitar para tener una vida cómoda en el municipio, cercano a parques infantiles, colegios, institutos, centro comercial, super mercados, restaurantes etc. si desea saber las posibilidades reales de poder tener esta fantastica vivienda, no dude en ponerse en contacto con nosotras, estudiaremos las posibilidades de poder tener su hogar.",False,good,False,False,2342.0,False,False,False,False,[],False,False,185000.0,€,flat,Mejorada del Campo,Piso en Cl Gustavo Torner,,,190000.0,5000.0,3.0,,,
