propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,district,neighborhood,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.subTypology,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice
108009753,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/28/42/48/1331056779.webp,,28,,113900.0,chalet,sale,197.0,,3,2,Cenicientos,Madrid,Cenicientos,es,40.2646872,-4.4649689,False,https://www.idealista.com/inmueble/108009753/,"En venta casa de pueblo de 4 alturas en el municipio de Cenicicientos, Comunidad de Madrid.  Se distrubuye de la siguiente manera: -sotano independiente. - garaje con entrada compartida. -planta baja con salón con chimenea, baño y cocina, patio de luces compartido de 18 m2. -primera planta, 3 dormitorios con baño y bañera hidromasaje. -última planta pequeño abuhardillado sin acabar. Cada planta tiene una superficie de unos 60 m2. El municipio es un pueblo con encanto, limítrofe de la Comunidad de Madrid, limita con Ávila y Toledo. Cuenta con linea de autobus de la empresa de autobuses el Gato, línea 545, realiza el recorrido Madrid - Cenicientos- Sotillo de la Adrada. El pueblo dispone de Centro de Salud, puesto de la Guardia Civil, Centro de Mayores, Colegio, supermercados, tiendas.",False,good,False,,578.0,False,False,False,False,[],False,False,113900.0,€,chalet,Cenicientos,Casa independiente,,,,,,independantHouse,True,True
108649417,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/23/f6/63/1354665391.webp,,16,4,2200000.0,flat,sale,165.0,True,3,3,calle de Jorge Juan,Madrid,Madrid,es,40.4218904,-3.6758928,False,https://www.idealista.com/inmueble/108649417/,"Ubicado en una con encanto y terraza, este espectacular piso totalmente reformado ofrece la combinación perfecta entre carácter arquitectónico y comodidades modernas. Situado en una planta alta, el inmueble disfruta de una excepcional entrada de luz natural durante todo el día, lo que realza sus acabados de calidad y su diseño contemporáneo. La zona social, de concepto abierto, está compuesta por un amplio salón-comedor con cocina americana integrada, ideal para disfrutar de momentos en familia o con amigos. La agradable terraza aporta un valor añadido, brindando espacios exteriores donde relajarse o disfrutar del entorno urbano. La zona de descanso se distribuye en tres dormitorios dobles, bien proporcionados y tres baños completos, todos con acabados modernos y pensados para el confort diario. Además, cuenta con una práctica zona de lavandería independiente, que aporta funcionalidad sin renunciar al estilo. Un piso a estrenar, listo para entrar a vivir, que ofrece luz, amplitud y una distribución perfecta en una finca con carácter. Ideal para quienes buscan un hogar elegante y funcional en una ubicación privilegiada.",False,good,False,True,13333.0,False,False,False,False,[],False,False,2200000.0,€,flat,"Goya, Madrid",Piso en calle de Jorge Juan,Barrio de Salamanca,Goya,2250000.0,50000.0,2.0,,,
107347770,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7e/0c/eb/1310273443.webp,,5,,198000.0,chalet,sale,328.0,,4,3,"calle Rosales, 10",Madrid,Villa del Prado,es,40.2720125,-4.3560714,True,https://www.idealista.com/inmueble/107347770/,"Chalet individual en Villa del Prado, se vende por Cesión de Remate Judicial. NO es posible visitarlo. cuenta con 4 dormitorios, cocina, salón, 3 baños en planta baja. Garaje y trastero en semisotano.",False,good,False,,604.0,True,False,False,False,[],False,False,198000.0,€,chalet,Villa del Prado,"Casa independiente en calle Rosales, 10",,,,,,independantHouse,True,True
106798201,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3c/88/72/1294324226.webp,REMO-00538,3,,177000.0,flat,sale,143.0,,4,3,calle Benito Pérez Galdós,Madrid,Villanueva de Perales,es,40.3456494,-4.1036349,False,https://www.idealista.com/inmueble/106798201/,"Inmueble sin posesión y sin acceso al interior. Las fotografías del interior y las características del activo, pueden no ajustarse al estado actual.  NO COBRAMOS COMISIÓN DE INTERMEDIACIÓN AL COMPRADOR.  Disponemos de un piso en edificio residencial, muy bien distribuido y con distintas dependencias, ubicado en la localidad de Villanueva de Perales, provincia de Madrid.  Situado en una zona residencial tranquila. A poca distancia, encontrarás supermercados, colegios, centros de salud y una variada oferta de tiendas y restaurantes. Además, la excelente conexión con las principales vías de acceso te permitirá llegar rápidamente a otras áreas de interés. Villanueva de Perales es un municipio en el que se fusiona lo mejor del campo con la proximidad a Madrid. A tan solo 30 minutos en coche del centro de Madrid, disfrutarás de un entorno rural tranquilo y natural, mientras mantienes acceso rápido a todos los servicios y actividades de la capital. Hipoges es una plataforma inmobiliaria donde podrás acceder a miles de activos inmobiliarios de diferentes tipos como viviendas, locales comerciales, terrenos, nueva obra, tanto a nivel particular como para inversores. Hipoges cuenta con una amplia cartera de activos inmuebles tanto en España como en Portugal y Grecia.  Esta propiedad está ocupada por terceros. No se puede visitar. No apta para compradores que requieran financiación hipotecaria. El comprador será responsable de los trámites y gastos relacionados con la desocupación del inmueble. La información proporcionada referente a la distribución y estructura puede no ajustarse a la realidad, ya que su verificación no ha sido posible. La distribución indicada se ha tomado en referencia a la distribución de activos de la zona. ¿Necesitas financiación? Te ofrecemos la posibilidad de financiaciones de hasta el 100% para la compra de este inmueble. Entra en Finanwin. com, haz tu simulación y obtén la mejor oferta para tu Hipoteca de la manera más ágil y sencilla.",False,good,False,False,1238.0,False,False,False,False,[],False,False,177000.0,€,flat,Villanueva de Perales,Piso en calle Benito Pérez Galdós,,,,,,,,
108464755,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/09/4a/dd/1345719370.webp,,21,3,3200000.0,flat,sale,248.0,True,5,3,"calle de El Españoleto, 11",Madrid,Madrid,es,40.4313912,-3.6956457,True,https://www.idealista.com/inmueble/108464755/,"DIRECTO PROPIEDAD. En Almagro en una de las calles mas emblemáticas por la majestuosidad de sus edificios, les ofrecemos en Españoleto 11 vivienda a REFORMAR en edificio de 1945 una 3ª planta exterior con orientación este y con 248 m catastrales. Techos Altos de mas de 3 m, ventanales grandes y con mirador y balcón. Calefacción y Agua caliente individual. Portero y amplio trastero en finca.",False,renew,False,True,12903.0,False,False,False,False,[],False,False,3200000.0,€,flat,"Almagro, Madrid","Piso en calle de El Españoleto, 11",Chamberí,Almagro,,,,,,
108375359,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/68/e4/43/1342234460.webp,XAL_276,30,,236000.0,chalet,sale,180.0,,3,2,Villa del Prado,Madrid,Villa del Prado,es,40.277426,-4.3518345,False,https://www.idealista.com/inmueble/108375359/,"Chalet situado en una parcela de 1.200 m², ideal como vivienda vacacional o segunda residencia. La propiedad cuenta con 90 m² construidos, distribuidos en 3 habitaciones —una de ellas con baño en suite— y 2 baños completos. La vivienda destaca por su funcionalidad y luminosidad, ofreciendo un espacio cómodo para el descanso y el disfrute en temporada estival. En el exterior, dispone de una piscina de 40 m² y una zona en planta baja de 20 m² destinada a aparcamiento y cuarto de almacenamiento. Ubicada en una zona tranquila, a poca distancia a pie de instalaciones deportivas, esta propiedad proporciona un ambiente cómodo y práctico, tanto en el interior como en el exterior.",False,good,False,,1311.0,False,False,False,False,[],False,False,236000.0,€,chalet,Villa del Prado,Casa independiente,,,,,,independantHouse,True,True
108704144,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5f/8e/17/1356869401.webp,,19,bj,267800.0,flat,sale,84.0,True,2,2,Barrio San Diego,Madrid,Madrid,es,40.3881501,-3.6666457,False,https://www.idealista.com/inmueble/108704144/,"Magnífico piso A ESTRENAR con reforma integral. Distribuido en zona salón-cocina, 2 habitaciones, 2 cuartos de baño completos. Armarios empotrados, cocina completamente equipada, aire acondicionado en todas las estancias. La vivienda se entrega totalmente operativa y lista para entrar a vivir. Se han renovado completamente todas las instalaciones de electricidad y fontanería. Ventanas con rotura de puente térmico y cristales climalit. Aire acondicionado. Cuartos de baño con plato de ducha y sanitarios nuevos. Agua caliente por termo eléctrico. Planta baja. Muy luminoso. Con terraza de 15 m2 de uso y disfrute. El edificio se encuentra en perfecto estado de conservación. Magnífica comunicación con transporte público. Zona muy comercial y junto a calle principal. * el precio del inmueble no incluye tributos, gastos notariales ni registrales, que serán por parte del comprador.",False,good,False,False,3188.0,False,False,False,False,[],False,False,267800.0,€,flat,"San Diego, Madrid",Piso,Puente de Vallecas,San Diego,,,,,,
107144033,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/89/ab/3e/1353962065.webp,,3,1,209000.0,flat,sale,147.0,True,4,2,"calle Presidente Felipe González, 7",Madrid,Arganda,es,40.2960822,-3.4457521,True,https://www.idealista.com/inmueble/107144033/,Vivienda ocupada imposibilidad de visita interior.,False,good,False,True,1422.0,False,False,False,False,[],False,False,209000.0,€,flat,"Perlita, Arganda","Piso en calle Presidente Felipe González, 7",Perlita,,,,,,True,True
108282110,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/65/ee/9b/1339437173.webp,SBF2075,48,bj,275000.0,flat,sale,92.0,True,3,1,Barrio Arcos,Madrid,Madrid,es,40.4226985,-3.6168569,False,https://www.idealista.com/inmueble/108282110/,"**Piso en Venta en Avda. Guadalajara, Madrid** Descubre este amplio piso de 92 m² en la Avda. Guadalajara, ideal para quienes buscan personalizar su nuevo hogar. Situado en planta baja y con acceso exterior, este inmueble cuenta con un salón independiente que se conecta a una acogedora terraza acristalada, perfecta para disfrutar de momentos al aire libre. La vivienda ofrece tres habitaciones luminosas, un baño con bañera y una amplia cocina que promete ser el corazón del hogar. La propiedad, que requiere reforma, presenta un gran potencial para adaptarse a tus necesidades y estilo. Además, cuenta con aire acondicionado en el salón y el dormitorio principal, garantizando confort en los días calurosos. Las ventanas de aluminio y el suelo de gres añaden un toque práctico y funcional. Ubicada en una zona privilegiada, tendrás a tu alcance parques, colegios y una variada oferta comercial. La cercanía al centro cultural Antonio Machado, al centro de salud y al centro deportivo municipal San Blas son solo algunas de las ventajas de vivir aquí. También podrás disfrutar del centro comercial ""Las Rosas"" y de una excelente comunicación con el transporte público, incluyendo la línea 2 de metro y varias líneas de autobús 4, 106, 140,159, 287, E2.  La finca cuenta con 2 ascensores y rampa para minusválidos. No dejes pasar la oportunidad de transformar este espacio en tu hogar ideal. ¡Contáctanos para más información y ven a verlo Financiación a través del departamento financiero de Global Piso (h2b Hipotecas). -La obtención de la financiación está sujeta a las condiciones de la entidad financiera y tendrá en cuenta el perfil y solvencia del cliente. *Globalpiso nunca solicitará documentación ni dinero sin haber realizado antes una visita a la vivienda. *Ofrecemos financiación del 100% a través de nuestro departamento financiero, H2b Hipotecas. La aprobación de la financiación está sujeta a las condiciones de la entidad financiera y se evaluará el perfil y solvencia del cliente. *De conformidad con el Artículo 6 del RD 515/1989, de 21 de abril, informamos a los clientes que los gastos notariales, registrales, Impuesto de Transmisiones Patrimoniales (I. T. P. ) gastos financieros e intermediación inmobiliaria y otros gastos inherentes a la compraventa no están incluidos en el precio de venta de la vivienda. ""Se cumplen todos los requisitos y derechos referidos en la Ley 12/2023 por el Derecho a la Vivienda"".",False,renew,False,True,2989.0,False,False,False,False,[],False,False,275000.0,€,flat,"Arcos, Madrid",Piso,San Blas,Arcos,,,,,,
108531918,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a8/c5/d9/1347676894.webp,6773,27,2,185000.0,penthouse,sale,94.0,True,3,2,El Molar,Madrid,El Molar,es,40.7382382,-3.5814916,False,https://www.idealista.com/inmueble/108531918/,"Este ático dúplex en venta en El Molar se encuentra en la segunda planta de un edificio con una superficie total de 94 m² y 11 m2 de terraza con vistas. Consta de 2 habitaciones dobles y una buhardilla con acceso desde el dormitorio principal que es ideal como despacho. Equipado con aire acondicionado, calefacción de gas natural y carpintería exterior de aluminio con climalit. La cocina viene amueblada y dispone de balcón, además de una amplia terraza en el dormitorio principal. La vivienda, en buen estado de conservación, ofrece luminosidad gracias a sus dos balcones y su orientación soleada. Incluye también trastero, armarios empotrados, suelos de tarima flotante y doble acristalamiento. Una oportunidad única para disfrutar de un espacio confortable y acogedor en una ubicación privilegiada.",False,good,False,False,1968.0,False,False,True,False,[],False,False,185000.0,€,flat,El Molar,Ático,,,,,,penthouse,,
106218395,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9d/0b/f6/1276196978.webp,GTRE-01102,3,,150000.0,flat,sale,96.0,,4,3,calle Olimpia,Madrid,Ciempozuelos,es,40.1543664,-3.6352035,False,https://www.idealista.com/inmueble/106218395/,"NO COBRAMOS COMISIÓN DE INTERMEDIACIÓN AL COMPRADOR INMUEBLE EN RENTABILIDAD ¡Tenemos en exclusiva un piso para ti! Disponemos de un piso en edificio residencial que puedes adquirir en propiedad, muy bien distribuido y con distintas dependencias, ofreciendo todo lo que necesitas para una vida cómoda y moderna. Desde el momento en que cruces la puerta de entrada, te sentirás acogido por su ambiente cálido, ubicado en la localidad de Ciempozuelos, provincia de Madrid.  Este piso es ideal para quienes buscan un hogar confortable en un entorno natural y acogedor. Este espacioso piso cuenta con un luminoso salón-comedor, perfecto para disfrutar de momentos en familia y reuniones con amigos.  A poca distancia, encontrarás supermercados, colegios, centros de salud y una variada oferta de tiendas y restaurantes. Además, la excelente conexión con las principales vías de acceso te permitirá llegar rápidamente a otras áreas de interés en Madrid y sus alrededores. Hipoges es una plataforma inmobiliaria donde podrás acceder a miles de activos inmobiliarios de diferentes tipos como viviendas, locales comerciales, terrenos, nueva obra, tanto a nivel particular como para inversores. Hipoges cuenta con una amplia cartera de activos inmuebles tanto en España como en Portugal y Grecia.  Esta propiedad se encuentra alquilada. No se puede visitar. No apta para compradores que requieran financiación hipotecaria. El comprador se subrogará a las condiciones indicadas en el contrato de alquiler vigente. La información proporcionada referente a la distribución y estructura puede no ajustarse a la realidad, ya que su verificación no ha sido posible. La distribución indicada se ha tomado en referencia a la distribución de activos de la zona. ¿Necesitas financiación? Te ofrecemos la posibilidad de financiaciones de hasta el 100% para la compra de este inmueble. Entra en Finanwin. com, haz tu simulación y obtén la mejor oferta para tu Hipoteca de la manera más ágil y sencilla.",False,good,False,False,1563.0,False,False,False,False,[],False,False,150000.0,€,flat,"Los Cestos - Belén - Las Eras, Ciempozuelos",Piso en calle Olimpia,Los Cestos - Belén - Las Eras,,,,,,,
