propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,floor,exterior,neighborhood,hasLift,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108316848,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/39/dd/ec/1340491038.webp,W-03038G,48,9800000.0,chalet,sale,1000.0,4,6,La Moraleja urbanización,Madrid,La Moraleja,La Moraleja urbanización,es,40.5164771,-3.6128326,False,https://www.idealista.com/inmueble/108316848/,"Espectacular chalet independiente de diseño de autor en la Moraleja Engel & Völkers se complace en presentar este excepcional chalet independiente con diseño de autor, situado en una parcela en esquina de 2.500 m², en una de las áreas más consolidadas y exclusivas de Madrid. Esta residencia representa una oportunidad única para quienes buscan privacidad, diseño arquitectónico de autor y un alto nivel de confort. Con una superficie construida de 1.000 m² distribuidos en tres plantas, la vivienda combina una arquitectura contemporánea con sutiles elementos de inspiración asiática, destacando por su amplitud, materiales de primera calidad y distribución funcional. En la planta baja, se accede a través de un elegante vestíbulo que conduce al pasillo central, desde el cual se distribuyen las distintas estancias. El área social incluye amplio salón-estar y comedor principal, ambos con techos de doble altura que aportan luminosidad y una sensación de amplitud. La cocina principal, moderna y completamente equipada, cuenta con amplia isla central y se conecta directamente con el comedor, facilitando el día a día. Además, en esta planta se encuentran dos dormitorios, cada uno con su baño en suite y vestidor, una sala de televisión y el dormitorio principal, que dispone de su propio baño y vestidor. La planta alta alberga un dormitorio adicional con baño en suite y vestidor, ofreciendo privacidad y confort. En la planta sótano se encuentra un garaje interior con capacidad para cuatro vehículos, gimnasio, salas de almacenamiento, ducha terapéutica y espacios adicionales para el bienestar y la funcionalidad. La vivienda incorpora zona de servicio independiente, equipada con dormitorios, cocina auxiliar y área de lavandería, garantizando una gestión discreta del hogar. El exterior de la propiedad está rodeado por un jardín paisajístico cuidadosamente diseñado, que proporciona un entorno de tranquilidad y exclusividad. La zona exterior también cuenta con una piscina de diseño, zona de barbacoa (BBQ) ideal para el entretenimiento al aire libre y espacio adicional para aparcar más de siete vehículos. En cuanto a las instalaciones, la residencia dispone de calefacción por hilo radiante y aire acondicionado por conductos, asegurando el máximo confort en todas las estaciones. Además, cuenta con un sistema integral de domótica que controla iluminación, climatización y seguridad, persianas motorizadas en toda la vivienda y un sistema de alarma interior y exterior. Esta residencia es ideal para quienes valoran la arquitectura de autor, los espacios bien resueltos y un estilo de vida elevado. Para más información o para concertar una visita, no dude en ponerse en contacto con Engel & Völkers. La Moraleja fue catalogada por la publicación americana Robb Report´s en el año 2000 como la mejor urbanización del mundo valorando diferentes atributos. Con más del 70% de superficie verde, y a 5 minutos de la Terminal Internacional 4 del Aeropuerto de Barajas, cuenta entre su oferta con dos campos de Golf de 18 hoyos, clubes de tenis, colegios – es el área con más colegios privados e internacionales del país - varios centros médicos y comerciales. Además, el conjunto de La Moraleja – compuesta por La Moraleja, El Soto de La Moraleja y En Encinar de los Reyes - dispone en su zona de entrada con la oferta gastronómica de mayor prestigio en Madrid. Se trata de una urbanización que cuenta con instalación de cámaras y un equipo de seguridad propio que garantiza unos altos niveles de seguridad. Vivir en La Moraleja significa calidad de vida, comodidad y bienestar en un ambiente multicultural e internacional.",True,good,False,9800.0,True,True,False,True,[],False,True,9800000.0,€,True,True,chalet,independantHouse,"La Moraleja urbanización, La Moraleja",Casa independiente,Top+,,,,,,,
108365742,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/15/80/b3/1341951627.webp,W-02ZRC3,72,2980000.0,chalet,sale,600.0,6,7,Bonanza,Madrid,Boadilla del Monte,Bonanza,es,40.4459188,-3.9028464,False,https://www.idealista.com/inmueble/108365742/,"Extraordinaria Villa de diseño en Bonanza Engel&Völkers presenta esta exclusiva villa en uno de los enclaves más selectos de Boadilla del Monte. Esta casa combina elegancia arquitectónica, lujo contemporáneo y funcionalidad, todo en un entorno natural inigualable.  Con 600metros construidos en 2009 sobre una parcela de 1.800 metros, sus espacios amplios y luminosos se conectan perfectamente con la naturaleza a través de grandes ventanales. La distribución en dos plantas ofrece comodidad y máximo confort, fusionando sofisticación clásica y modernidad, destacando la doble altura en las áreas sociales.  En la planta principal, encontrarás un hall de entrada con armario gabanero y aseo de cortesía, un gran espacio abierto que funciona como el corazón del hogar, con una cocina gourmet y un salón-comedor con salida directa al exterior. Además, cuenta con un family room o despacho con baño en suite, un apartamento completo de servicio, lavandería y zona de planchado. El porche techado, equipado con una cocina de verano, barbacoa y horno de leña, amplía los espacios al aire libre que se complementan con una piscina calefactada con innovadora cubierta retractil, rodeada de un hermoso paisajismo y con zona multideportiva. Garaje cubierto para cinco coches y gran trastero. En la planta superior, la supermaster suite ofrece vistas inigualables, un baño completo, un amplio vestidor y zona de relax. Además, hay tres dormitorios espaciosos con vestidor y baño en suite.  Construida con materiales de primera calidad, como suelos de mármol granítico y carpintería interior de madera de suelo a techo, esta vivienda prioriza la sostenibilidad con sistemas de aerotermia, suelo radiante, ventanas con aislamiento termoacústico y persianas y estores motorizados. Todo ello gestionado mediante un sistema de domótica avanzado para mayor comodidad y eficiencia.  La seguridad también es una prioridad, con alarma con SAI, cámaras, sensores internos y externos, y una garita de control de acceso con opción a vigilancia 24 horas. Todo esto en un entorno que combina la tranquilidad de la naturaleza con la cercanía a colegios de primer nivel, centros comerciales y conexiones rápidas con Madrid. Además, cuenta con llaves y cerraduras inteligentes con acceso mediante huella. El término municipal de Boadilla del Monte es un distrito integrante del Área Metropolitana de Madrid, situado al oeste de la capital, de la cual dista 15 km. Cuenta con una población de 18.450 habitantes, además de 47.2 Km², limitando con los municipios de Majadahonda, Pozuelo de Alarcón, Alcorcón, Villaviciosa de Odón y Villanueva de la Cañada. Pertenece en toda su extensión a la cuenca del río Guadarrama. Este municipio experimentó un fuerte incremento de la población a mediados de la década de los setenta con el establecimiento en urbanizaciones de un gran número de residencias unifamiliares. En los próximos años volverá a experimentar un nuevo gran incremento de la población como consecuencia de la liberación de grandes superficies de suelo que ya se están urbanizando a día de hoy. Los principales núcleos poblacionales de Boadilla, además del casco antiguo, son las urbanizaciones de lujo denominadas Montepríncipe, Olivar de Mirabal, Parque Boadilla, Bonanza y Las Lomas, conocidas como urbanizaciones históricas. Bonanza, urbanización en la que se encuentra ubicada la vivienda que les ofrecemos, presenta una inmejorable situación, con un buen acceso a la M-50 y al núcleo urbano de Boadilla. Anexas a estas se encuentran Valdecabañas, Monte de las Encinas, Pino Centinela y Valdepastores. Como urbanizaciones de reciente construcción cabe destacar el Residencial Siglo XXI y las zonas de Viñas Viejas.",True,good,False,4967.0,True,True,False,True,[],False,True,2980000.0,€,True,True,chalet,independantHouse,"Bonanza, Boadilla del Monte",Casa independiente,Top+,,,,,,,
107747801,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a3/12/50/1322119761.webp,W-02Z9KL,42,1800000.0,chalet,sale,750.0,6,6,Las Lomas,Madrid,Boadilla del Monte,Las Lomas,es,40.4357004,-3.9084025,False,https://www.idealista.com/inmueble/107747801/,"Fantástico chalet unifamiliar en Las Lomas Engel & Völkers presenta SIN COMISIÓN AL COMPRADOR este fantástico chalet unifamiliar en la prestigiosa urbanización Las Lomas, de Boadilla del Monte. La ubicación elevada de la vivienda permite disfrutar de unas maravillosas vistas a la Sierra de Madrid y a la urbanización, manteniendo la privacidad y aportando luz natural a absolutamente toda la vivienda. Consta de 6 habitaciones y 6 cuartos de baño. La cocina ha sido recientemente reformada, instalando suelo radiante por aerotermia en la misma y también en la sala de estar. Por el portón de acceso a la propiedad encontramos un amplio jardín delantero en el que se dispone un caminito hasta la puerta principal de la vivienda y al entrar tenemos un pre-hall con armario gabanero, seguido del hall que distribuye a la izquierda un cuarto de baño de cortesía junto a una salita de estar con chimenea y en frente una habitación que se utilizó como despacho. El siguiente acceso es al grandísimo salón comedor también con chimenea y la cocina, ambos independientes y comunicados entre si con salida directa al jardín. En la planta superior tenemos habitación principal con baño en suite, dos habitaciones y dos baños. En la planta inferior se dispone una habitación, un cuarto de baño con sauna, que funciona perfectamente, dos trasteros, y acceso directo al garaje cerrado mediante puertas automáticas con capacidad para tres vehículos. El jardín es maravilloso, con variedad de plantas y árboles, con una bonita piscina frente al acogedor cenador equipado con todo lo necesario para llevar a cabo celebraciones sin necesidad de utilizar la cocina de la vivienda. En definitiva, se trata de una propiedad que contiene absolutamente todos los ingredientes para ser feliz. El término municipal de Boadilla del Monte se encuentra al noroeste  de Madrid (16 km) y limita al norte con Majadahonda y al este con  Pozuelo. Tiene una población de 65.839 habitantes y 47,2 km² de  superficie, con muchísimo espacio verde (24 km²), amplia oferta  educativa y deportiva. Muy cercano a paseos de compra y shopping  así como también al Hospital Puerta de Hierro y HM Hospitales Montepríncipe. En el núcleo urbano se aprecia el Palacio del Infante Don Luis, recientemente restaurado o la muy cercana Ciudad Financiera del Santander.  La M-50, M-40, M-501, M-503, el Metro Ligero y las líneas de bus  hacen de este uno de los municipios mejor conectados.  La urbanización Las Lomas cuenta con seguridad 24h y gerencia. Además de numerosos colegios a minutos de distancia, también hay farmacias, bares, restaurantes, instalaciones deportivas y dos centros  comerciales. Extensas zonas verdes.",True,good,False,2400.0,True,True,False,True,[],False,True,1800000.0,€,True,True,chalet,independantHouse,"Las Lomas, Boadilla del Monte",Casa independiente,Top+,,,,,,,
108714872,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/74/d3/21/1352949975.webp,,46,4850000.0,flat,sale,353.0,4,4,Barrio Recoletos,Madrid,Madrid,Barrio de Salamanca,es,40.4290944,-3.6878241,False,https://www.idealista.com/inmueble/108714872/,"Barrio de Salamanca: A ESTRENAR, piso de 353m2 con TERRAZA, en el mejor tramo de la calle Juan Bravo, entre Velazquez y Serrano. Calidades premium. Dormitorio principal en suite, con vestidor tipo ""walking closet"" y baño completo con bañera exenta. 2 dormitorios adicionales para cama de matrimonio, cada uno con su baño completo. Dormitorio de servicio con baño y zona de ""Laundry"" (lavandería). Gran salón comedor y cocina integrada en el salón con isla y electrodomésticos de primer nivel (De Dietrich) En Jaime Valcarce Consulting Inmobiliario, comercializamos esta propiedad en EXCLUSIVA.",True,good,False,13739.0,True,True,False,False,[],False,True,4850000.0,€,True,True,flat,,"Recoletos, Madrid",Piso,Top+,2,True,Recoletos,True,,,
108651804,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/04/da/26/1351109741.webp,86076399,39,899000.0,flat,sale,75.0,2,2,calle del Monte Esquinza,Madrid,Madrid,Chamberí,es,40.4267867,-3.6941868,False,https://www.idealista.com/inmueble/108651804/,"En una de las zonas más codiciadas y exclusivas de Madrid, Barnes presenta esta encantadora propiedad de 75 m² construidos, ubicada en una finca representativa que combina a la perfección el carácter clásico con las comodidades contemporáneas. Situada a escasos minutos a pie del Paseo de la Castellana y la Plaza de Colón, esta vivienda destaca por su privacidad, luminosidad y un diseño cuidadosamente optimizado para ofrecer confort y funcionalidad en cada uno de sus espacios. La distribución comienza con una habitación secundaria luminosa, equipada con ventana y baño en suite de diseño moderno con plato de ducha. A lo largo de un pasillo con luz natural encontramos un aseo de cortesía, un amplio armario empotrado de gran capacidad y el dormitorio principal, que cuenta con baño integrado, armarios empotrados y dos grandes ventanas que aportan calidez y amplitud. La zona de estar se compone de un elegante salón con tres ventanas exteriores y una chimenea de vapor decorativa que aporta un toque sofisticado. La cocina, completamente panelada y equipada con electrodomésticos de alta gama, se integra sutilmente en el espacio, logrando una atmósfera acogedora y contemporánea. El sistema de climatización por conductos garantiza una temperatura óptima durante todo el año. Ubicada en el prestigioso barrio de Almagro, dentro del distrito de Chamberí, esta propiedad goza de una excelente conexión con el centro de la ciudad, rodeada de boutiques, restaurantes, servicios de alta calidad y una vibrante oferta cultural. Se trata de una opción ideal tanto para residencia habitual como para inversión de alto nivel. Desde Barnes, le invitamos a descubrir esta magnífica propiedad, perfecta para quienes valoran la elegancia, la comodidad y una ubicación inmejorable en una de las zonas más emblemáticas de Madrid.",True,good,False,11987.0,True,True,False,False,[],False,True,899000.0,€,,,flat,,"Almagro, Madrid",Piso en calle del Monte Esquinza,Top+,4,False,Almagro,True,,,
108134614,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8f/c3/a6/1334900906.webp,ST1936,18,795000.0,chalet,sale,140.0,4,2,Santo Domingo,Madrid,Santo Domingo,,es,40.6286907,-3.5781735,False,https://www.idealista.com/inmueble/108134614/,"HOUSE AND HOUSE VENDE. - En EXCLUSIVA. vivienda en la mejor ubicación dentro de la urbanización de Santo Domingo, muy cerquita de la zona comercial, pero en una zona tranquila, con parcela plana.  La vivienda se distribuye en una sola planta: actualmente cuenta con hall de entrada salón comedor, cocina muy amplia con salida directa al porche y jardín ( unir estos dos espacios es muy sencillo quedando una cocina y salón integrados muy amplios y con mucha luz) Actualmente cuenta también con: un despacho, dos baños completos y tres dormitorios de muy buen tamaño. Se puede ampliar en altura, puesto que no tiene agotada la edificabilidad. La vivienda necesita actualización pero tiene buena base y posibilidades.  La parcela tiene 1.080m2 muy fácil de mantener y con menos gastos. Actualmente no cuenta con piscina hecha, pero tiene el espacio perfecto para hacerla.  HOUSE AND HOUSE. - EMPRESA ESPECIALIZADA EN LAS URBANIZACIONES DE SANTO DOMINGO, CIUDALCAMPO, FUENTE DEL FRESNO Y VALDEALGUA DESDE HACE MÁS DE 16 AÑOS. La vivienda está ubicada dentro de una urbanización, situada en el kilometro 28 de la N-I, con seguridad privada las 24 horas los 365 días del año. Además está controlada con cámaras perimetrales de video-vigilancia. Dispone de una zona comercial que cuenta con todo tipo de servicios; supermercado, farmacia (abierta los 365días del año), zona de restauración, tiendas de regalos, banco, gimnasio, oficina de correos, veterinario, peluquería. Junto a la zona comercial, se encuentra el centro de Salud, con botiquín y asistencia las 24 horas del día. Tiene un Club Social, totalmente reformado, con campo de entrenamiento de Golf, piscina, escuela de Tenis, zona de ocio para niños y adultos. Junto a la Iglesia, hay un colegio-público bilingüe, con primaria y secundaria. En la urbanización de enfrente (Ciudalcampo) está el Colegio privado bilingüe SEK, y a 5 min por la vía de servicio en dirección Madrid se encuentra también el Trinity College colegio concertado bilingüe, ambos colegios con oferta hasta el bachillerato. La urbanización dispone de un autobús privado que recorre la urbanización y con parada final en Plaza de Castilla y paradas intermedias en Alcobendas y San Sebastián de los Reyes.  A 10 min, encontramos el Hospital público de la Seguridad Social Infanta Sofía, construido recientemente y con todas las especialidades.",True,good,False,5679.0,True,True,False,True,[],False,True,795000.0,€,True,True,chalet,independantHouse,Santo Domingo,Casa independiente,Top+,,,,,,,
108597876,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a8/4c/a9/1350625317.webp,VMN2506010,42,1480000.0,penthouse,sale,224.0,4,3,Encinar de los Reyes,Madrid,La Moraleja,Encinar de los Reyes,es,40.5051268,-3.6478515,False,https://www.idealista.com/inmueble/108597876/,"EXCLUSIVO ÁTICO DÚPLEX DE CUATRO DORMITORIOS Y DOS TERRAZAS EN ENCINAR DE LOS REYES Con una superficie de 185 m2 construidos segun catastro, una terraza de 17 m2 y otra terraza en duplex de 82m2, esta magnífica vivienda ofrece un diseño que maximiza la luz natural y las vistas incomparables al Encinar de los Reyes. Se encuentra en una de las urbanizaciones más prestigiosas del Encinar de los Reyes, ubicada a 5 minutos andando del cc El Encinar y rodeada de 50.000 m2 de jardines, en una calle silenciosa y reservada.  La vivienda dispone de 4 amplios dormitorios- con la posibilidad de crear un quinto según las necesidades- y 3 baños completos (uno en suite). Destaca especialmente que dos de los baños fueron completamente reformados en 2020, garantizando modernidad y funcionalidad. El hogar cuenta con una cocina independiente con office, perfecta para los amantes de la gastronomía, complementada por un práctico lavadero. Los armarios empotrados distribuidos por toda la casa maximizan el espacio de almacenamiento. El confort está garantizado con aire acondicionado por conductos y suelo radiante, asegurando la temperatura perfecta en todas las estaciones. Incluye 2 plazas de garaje y trastero. La urbanización cerrada ofrece vigilancia 24 horas, piscina de adultos e infantil, 2 pistas de pádel, salón comunitario y jardines en una parcela de 50.000m². Un verdadero oasis de tranquilidad y servicios exclusivos. Una oportunidad única para vivir con el máximo confort en un entorno privilegiado. El Encinar de los Reyes es un área residencial ubicada en la zona norte de Madrid, junto a la Moraleja a tan solo 7,5 kilómetros de la capital. Este distrito destaca por su sofisticación, privacidad y una calidad de vida inigualable, atrayendo a un sector socioeconómico de prestigio. Es un espacio singular y completo, con espacios verdes y selectas comunidades residenciales, que cuentan con equipamientos de alta calidad. La zona destaca por sus modernos pisos, por la tranquilidad de sus calles, creando un ambiente familiar ideal. Educación: Cuenta con más de 20 colegios y escuelas infantiles muy cercanas, ofreciendo una amplia oferta educativa de calidad para todas las edades. Centro Comercial: En el centro comercial El Encinar encontrarás todos los servicios que necesites a un paso de todas las urbanizaciones, incluyendo alimentación, moda, restauración, farmacia, banco, papelería, veterinario y óptica. Otros Servicios: Hospitales, numerosos centros comerciales y múltiples opciones de entretenimiento y deporte completan la oferta de servicios. Seguridad y Conectividad El Encinar de los Reyes cuenta con servicio de vigilancia 24 horas, mediante coches de seguridad, varios parques públicos. La conectividad está garantizada con líneas de autobús: 155B, 3 y Metro: M-10 y epresenta la perfecta combinación entre exclusividad, servicios completos y proximidad a Madrid, siendo ideal para familias que buscan calidad de vida en un entorno privilegiado. ¿Te imaginas vivir aquí?  Contacte con nosotros para ver más inmuebles similares.",True,good,False,6607.0,True,True,False,True,[],False,True,1480000.0,€,True,True,flat,penthouse,"Encinar de los Reyes, La Moraleja",Ático,Top+,2,True,,True,,,
108075447,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f2/bf/ce/1342100426.webp,DS-P94029,52,3350000.0,flat,sale,284.0,3,4,Barrio Castellana,Madrid,Madrid,Barrio de Salamanca,es,40.4358801,-3.6865353,False,https://www.idealista.com/inmueble/108075447/,"DIZA Consultores presenta esta exclusiva vivienda ubicada en una finca señorial de 1924, completamente rehabilitada, que conserva el encanto arquitectónico original con todas las comodidades del siglo XXI. Situada en la mejor zona de Castellana en Barrio de Salamanca, esta segunda planta exterior con dos balcones a la calle ofrece una propuesta de lujo, confort y diseño en pleno centro urbano. Con una cuidada reforma integral, esta vivienda ha sido diseñada para ofrecer una experiencia de vida excepcional.  La zona social se articula en torno a un luminoso salón con 2 ambientes, y se complementa con un elegante comedor con capacidad para 10 comensales y una cocina de apoyo, perfecta para celebraciones y encuentros. Cuenta con una impresionante cocina principal, que incluye un acogedor espacio de sofá y televisión, ideal para el día a día El área de noche se compone de tres dormitorios, todos con baño en suite y vestidor privado, garantizan un nivel de intimidad y sofisticación propios de un hotel de cinco estrellas. El principal destaca además de su excepcional tamaño por contar con una ventana a un agradable patio con una zona de lectura donde disfrutar la luz y la paz de la finca. Altos techos, acabados de primera calidad, y una distribución funcional se combinan con la luz natural que fluye a través de los balcones, creando un ambiente cálido y sofisticado a partes iguales. Cuenta con posibilidad de garaje opcional con tamaño para dos coches por 80.000€, o alquiler de 210€. Una joya única que reinterpreta el lujo clásico con una visión contemporánea, en una de las zonas más vibrantes y consolidadas de la ciudad. Una vivienda con historia, pensada para quienes buscan excelencia y estilo. DIZA Consultores Inmobiliarios. Inmobiliaria de lujo en Madrid especializada en comprar, vender y alquilar pisos en las zonas premium de Madrid: Barrio de Salamanca, Almagro, Chamartín, Retiro, Pozuelo, Aravaca, Boadilla… Convertimos Sueños en Hogares.",True,good,False,11796.0,True,True,False,False,[],False,True,3350000.0,€,,,flat,,"Castellana, Madrid",Piso,Top+,2,True,Castellana,True,,,
108194346,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d9/ba/c4/1336922022.webp,RM209744,33,1600000.0,duplex,sale,290.0,6,4,Barrio San Juan Bautista,Madrid,Madrid,Ciudad Lineal,es,40.4504571,-3.653616,False,https://www.idealista.com/inmueble/108194346/,"Presentamos este exclusivo ático a escasos metros del centro comercial Arturo Soria Plaza, en la finca más representativa de toda la zona, en la que destacan todos y cada uno de los servicios que ofrece: Amplios jardines, excelentes piscinas, zona de juegos infantiles, gimnasio, conserjería 24 horas, etc. La vivienda destaca por una luminosidad sin igual en todas sus estancias. Tiene una distribución perfecta que comienza en su amplio recibidor acristalado, un impresionante salón de unos 60 m² con diferentes ambientes como comedor o zona de lectura y la moderna e impecable cocina reformada recientemente, con zona de servicio/lavandería. Dos amplios dormitorios en esta planta con dos cuarto de baño que les dan servicio. En planta superior tres dormitorios con dos Baños,principal en suite y vestidor En total disponemos de cinco dormitorios, más el de servicio, siendo todos ellos de excelente tamaño. Para completar esta magnífica vivienda, disponemos de una amplia plaza de garaje de acceso directo y un cuarto trastero. En resumen, la mejor opción para vivir el auténtico lujo y la calidad de vida que proporciona una de las zonas residenciales más demandadas en Madrid, con los todos servicios y accesos al centro de la ciudad en la misma puerta de nuestra nueva casa. El Barrio de Arturo Soria es uno de los más prestigiosos y lujosos de Madrid con una estupenda localización próxima al centro urbano y a todos los servicios, por lo que es perfecto para disfrutar de la tranquilidad sin renunciar a la cercanía de una gran ciudad.  Este entorno privilegiado es sede de múltiples embajadas y algunos de los mejores centros educativos nacionales e internacionales tanto privados como públicos con una amplia oferta (Colegio Arturo Soria, Liceo Francés [Lycee Francais], Centro Bilingüe Concertado Nuestra Señora del Buen Consejo, Colegio San José del Parque (Maristas), Colegio Ramón y Cajal, Colegio Nuestra Señora de Santa María, Colegio Parque Conde Orgaz, International School of Madrid, Escuela de negocios ESIC, Colegio Stella Maris, Colegio Mater Inmaculada, Colegio Brains, etc.).  La cobertura hospitalaria es un factor añadido de la zona (Nuestra Señora de América, la Clínica Belén, Hospital Ramón y Cajal, Hospital de la Paz y la M.D Anderson). En sus inmediaciones encontramos el recinto Ferial IFEMA, el Centro Comercial Arturo Soria Plaza, Palacio de Hielo, Hipercor, Corte Inglés, y Centro Comercial Gran Vía de Hortaleza. Además disponemos de centros deportivos como Club de natación, Club de tenis Chamartín, Clubs de golf como el “Golf Olivar de la Hinojosa” y preciosos parques de los cuales destacamos Juan Carlos I y Juan Pablo II. La cercanía al metro Arturo Soria-Línea 4 y a diversas líneas de autobús como 9, 11, 70, 122 o N3 nos garantizan un rápido acceso al centro. La incorporación a las autovías M30, M40, M11 y NII es inmediata. La proximidad al Aeropuerto Internacional Adolfo Suarez Madrid Barajas y a la Estación de Chamartín es un valor añadido. Una oportunidad única para vivir en uno de los enclaves residenciales más privilegiados de Madrid.",True,good,False,5517.0,True,True,False,False,[],False,True,1600000.0,€,True,True,flat,duplex,"San Juan Bautista, Madrid",Dúplex,Top+,4,True,San Juan Bautista,True,,,
108081497,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b7/fc/6f/1337268997.webp,209121,38,2400000.0,penthouse,sale,280.0,3,2,Barrio Estrella,Madrid,Madrid,Retiro,es,40.4161348,-3.6669027,False,https://www.idealista.com/inmueble/108081497/,"Descubre la joya del distrito Retiro, un ático espectacular que redefine el concepto de lujo y exclusividad en pleno corazón de Madrid. Este inmueble de alta gama, con una impresionante superficie construida de 280 m², ofrece un diseño moderno y funcional, ideal para quienes buscan un estilo de vida sofisticado. Con tres dormitorios principales y dos baños, cada rincón de esta vivienda ha sido concebido para proporcionar el máximo confort y elegancia. El ático destaca por su luminosidad excepcional, gracias a sus grandes ventanales que permiten la entrada de luz natural durante todo el día. La amplia terraza de 110,53 m² es el lugar perfecto para disfrutar de momentos inolvidables con vistas inigualables de la ciudad. Además, este exclusivo inmueble cuenta con un garaje privado y un trastero, añadiendo comodidad y seguridad a tu día a día. Ubicado en el prestigioso barrio de la Estrella, estarás rodeado de algunas de las mejores atracciones culturales y naturales de Madrid, como el Parque del Retiro y el Parque Roma, a solo un paseo de distancia. La zona es conocida por su tranquilidad y belleza arquitectónica, ofreciendo un entorno ideal para familias y profesionales. Para las familias, el Colegio Nuestra Señora del Pilar se encuentra a menos de 10 minutos andando, ofreciendo una opción educativa de prestigio. Y para tus compras diarias o una jornada de ocio, el centro comercial El Corte Inglés de Goya está a un corto trayecto, proporcionando una amplia variedad de tiendas y servicios. GILMAR, con más de 40 años de experiencia en el mercado inmobiliario, se enorgullece de ofrecer propiedades de calidad superior a sus clientes. Desde 1983, hemos ayudado a miles de personas a encontrar la casa de sus sueños, y este ático de ensueño es un testimonio de nuestro compromiso con la excelencia. Para más información sobre esta propiedad, por favor, contacta con nuestro equipo del área de Jerónimos - Retiro en la Avda. del Mediterráneo, 44. Puedes llamarnos al o escribirnos a. No olvides mencionar la referencia 209121 al solicitar detalles adicionales. Estamos aquí para ayudarte a hacer realidad tus sueños inmobiliarios.",True,good,False,8571.0,True,True,False,False,[],False,True,2400000.0,€,True,True,flat,penthouse,"Estrella, Madrid",Ático,Top+,14,True,Estrella,True,,,
