propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,newDevelopmentFinished,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology
108922415,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ae/c6/0c/1359031332.webp,YH88,27,bj,264900.0,flat,sale,94.0,True,3,1,Barrio Arcos,Madrid,Madrid,San Blas,es,Arcos,40.4239809,-3.6185072,False,https://www.idealista.com/inmueble/108922415/,"Your Home pone a disposición de sus clientes piso en exclusiva de 84 m², distribuido en 3 dormitorios, salón-comedor de 25 m² con salida a terraza, cocina espaciosa con comedor, amueblada con acceso a una segunda terraza y dispone de baño completo con bañera. No espere más para visitarla es uno de los barrios que componen el distrito de San Blas, al este de Madrid. Perfectamente comunicado por las líneas de metro San Blas y Avenida Guadalajara, así como una amplia red de autobuses linea 4. Además, de tener toda la gama de servicios cerca (colegios, Hospitales, Cafeterías etc. ) tiene una situación privilegiada junto al Parque paraíso y al Centro Comercial Las Rosas o el Estadio Metropolitano. El barrio de Arcos ofrece todo tipo de servicios y facilidades a sus vecinos, contando tanto con abundantes comercios de barrio como con grandes áreas comerciales. Además es un barrio muy bien comunicado con el resto de Madrid, gracias a su fácil acceso tanto por carretera como por transporte público al centro de la ciudad. Asimismo, su cercanía a la M-40 hace posible llegar al aeropuerto Adolfo Suárez en menos de 15 minutos en coche, una ventaja para todos aquellos que por ocio o por trabajo suelan viajar frecuentemente. Se lo enseñamos sin compromiso. Consulta nuestro asesoramiento financiero donde te ayudaremos a conseguir tu hipoteca con las mejores condiciones. ¡VENGA VISITAR SU NUEVO HOGAR! (Este anuncio no es vinculante, puede contener errores, se muestra a título informativo y no contractual. ).",False,good,False,False,2818.0,False,False,False,False,[],False,False,264900.0,€,flat,"Arcos, Madrid",Piso,,,,
108117979,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2c/1a/49/1331864454.webp,VI0093-1-1-2B ,17,2,290000.0,flat,sale,67.0,True,1,1,"de la Democracia, 28",Madrid,Madrid,Villa de Vallecas,es,Santa Eugenia,40.3893466,-3.6223551,True,https://www.idealista.com/obra-nueva/108117979/,"NUEVA PROMOCIÓN DE OBRA NUEVA: LandCo Vallecas, Madrid: desde 290.000€   Ahora sabes lo que es ‘vivir mejor’ en LandCo Vallecas, una exclusiva promoción de viviendas de obra nueva en un entorno privilegiado. Descubre nuestras luminosas viviendas de 1 y 2 dormitorios, diseñadas para ofrecerte confort y bienestar, donde cada estancia habla de ti y de tu estilo de vida. Cada hogar cuenta con amplias terrazas que se convierten en pequeños ecosistemas, ideales para disfrutar del aire y la luz natural. Además, podrás relajarte en espacios bien distribuidos y funcionales, perfectos para descansar o teletrabajar con total privacidad. Las viviendas incluyen garaje, trastero y están equipadas con cocinas amuebladas con los principales electrodomésticos, así como un sistema de aerotermia que garantiza calefacción eficiente y agua caliente sanitaria. La promoción se encuentra ubicada en Avenida de la Democracia 28, en una zona de influencia de Madrid que ofrece la comodidad de vivir en un entorno tranquilo con más de 12.500 metros cuadrados de zonas verdes. Excelentes comunicaciones por carretera a través de la M-40 y la A-3, y mediante transporte público con estaciones de metro de Vallecas y Sierra de Guadalupe, la estación de cercanías de Santa Eugenia, y estaciones de BiciMAD. Aquí podrás disfrutar de un estilo de vida excepcional rodeado de servicios e infraestructuras que facilitan tu día a día.   Características destacadas: •44 viviendas exclusivas •1-2 dormitorios •Amplias terrazas luminosas •Suelo radiante y refrescante •Aerotermia: ACS y calefacción •Preinstalación de aire acondicionado •Alta eficiencia energética •Magníficos espacios comunes con piscina •Áreas ajardinadas •Zona de juegos infantiles •Gastroteca   Vive en landCo Vallecas y haz de tu hogar un lugar donde puedas ser tú mismo, rodeado de todas las comodidades que necesitas. ¡Tu nuevo hogar te espera!",False,newdevelopment,True,True,4328.0,True,False,False,False,[],False,False,290000.0,€,flat,"Santa Eugenia, Madrid","Piso en de la Democracia, 28",False,True,True,
104499278,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9d/74/ce/1222518788.webp,,36,1,397000.0,flat,sale,70.0,True,2,1,"Antonia Ruiz Soro, 16",Madrid,Madrid,Barrio de Salamanca,es,Guindalera,40.4380113,-3.6659879,True,https://www.idealista.com/obra-nueva/104499278/,"EDIFICIO RESIDENCIAL DE OBRA NUEVA, FINALIZACIÓN DE OBRAS PREVISTA PARA EL SEGUNDO TRIMESTRE DE 2025. FECHAS DE ENTREGA, PENDIENTE DE CONFIRMAR PROMOCIÓN DE 7 VIVIENDAS Y 6 PLAZAS DE GARAJE EN EL DISTRITO SALAMANCA, BARRIO GUINDALERA, PARQUE DE LAS AVENIDAS. La promoción consta de plantas sótano, baja, primera, segunda y ático retranqueado, está compuesta por 2 áticos de 1 dormitorio, con terraza en planta de 15 m2 y solarium de 35 m2 en cubierta, 4 viviendas de 2 dormitorios y una vivienda estudio/1 dormitorio con patio privado de 20 m2. Cuenta con 6 plazas de garaje en planta sótano anejas a las viviendas. Las viviendas se entregan con cocinas completamente equipadas con electrodomésticos incluidos. La propiedad está ubicada en el distrito Salamanca, barrio de la Guindalera, Parque de las Avenidas, una de las zonas más emblemáticas y exclusivas de la ciudad. El carácter residencial del barrio, convive con la actividad comercial, lo que le hacen un lugar idóneo para vivir. Por su situación tiene accesos directo a la M-30 en ambos sentidos, así como comunicaciones con todo Madrid, destacando las salidas hacia la A-2, calles de Alcalá, Diego de León y la Avenida de América entre otras, existe en la zona una amplia dotación de transporte público, así como colegios, guarderías y escuelas infantiles, y todo tipo de supermercados. FACHADA Fachada a base de SATE de última generación. CARPINTERÍA EXTERIOR La carpintería de las ventanas será de PVC marca KOMMERLING. DISTRIBUCIÓN INTERIOR La división entre viviendas estará compuesta por un muro de doble sistema de cartón yeso con aislante acústico y chapa metálica anti-intrusión. CARPINTERÍA INTERIOR Puertas de acceso a la vivienda será acorazada con premarco metálico y cerradura multipunto de alta seguridad. Puertas interiores lacadas en color blanco, con picaporte de acero inoxidable SOLADOS Todo el pavimento de la vivienda se realizará con gres porcelánico de alta resistencia y durabilidad, de PORCELANOSA. FONTANERÍA Y APARATOS SANITARIOS Desagües y bajantes estarán insonorizados. Los platos de ducha serán de gran formato en baños principales, y la grifería de duchas y bañeras monomando. Los aparatos sanitarios serán en color blanco de PORCELANOSA. Las viviendas dispondrán de llave de corte general y de corte independiente en cocina y baños. COCINA Cocinas completamente instaladas con electrodomésticos panelados de PORCELANOSA CALEFACCIÓN Y AGUA CALIENTE Producción comunitaria de calefacción y A.C.S mediante sistema de Aerotermia con contadores individuales. Instalación a base de suelo radiante-refrescante. ELECTRICIDAD Y TELECOMUNICACIONES La Instalación de telecomunicaciones según reglamento de infraestructuras comunes de Telecomunicación. HONORARIOS DE INTERMEDIACIÓN INMOBILIARIA, NO INCLUIDOS EN EL PRECIO.",False,newdevelopment,True,True,5671.0,True,False,False,False,[],False,False,397000.0,€,flat,"Guindalera, Madrid","Piso en Antonia Ruiz Soro, 16",False,,,
108882346,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d8/5f/c1/1357838611.webp,1976,49,5,280000.0,flat,sale,85.0,True,3,1,Zarauz,Madrid,Móstoles,Centro,es,,40.3256752,-3.8676059,False,https://www.idealista.com/inmueble/108882346/,"*************GRUPO INMARA INMOBILIARIA************ te presenta esta interesante vivienda situada en una QUINTA PLANTA, dentro de una URBANIZACIÓN CERRADA CON PISCINA COMUNITARIA, PARQUES INFANTILES Y SERVICIO DE CONSERJE y ASCENSOR. Un piso que reúne comodidad, buenas calidades y una localización estratégica en el CENTRO DE MÓSTOLES, uno de los municipios con mayor dinamismo del sur de Madrid. La vivienda ofrece una DISTRIBUCIÓN FUNCIONAL y mejoras clave que la convierten en una opción ideal tanto para familias como para quienes buscan un entorno urbano con todos los servicios al alcance. 3 DORMITORIOS | 1 BAÑO COMPLETO CON BAÑERA Y VENTANA | SALÓN CON TERRAZA CERRADA | COCINA AMPLIADA CON TERRACITA | CALEFACCIÓN CENTRAL El piso cuenta con un AMPLIO SALÓN con acceso directo a una TERRAZA CERRADA, perfecta para crear una zona de lectura, espacio de juego o simplemente disfrutar del sol en cualquier época del año. La COCINA HA SIDO AMPLIADA incorporando la terracita original, lo que le aporta mayor comodidad y funcionalidad. Además, dispone de TRES HABITACIONES bien iluminadas y un BAÑO COMPLETO CON BAÑERA Y VENTANA, lo que favorece una buena ventilación y entrada de luz natural. Entre sus mejoras destacan: VENTANAS CLIMALIT CON MOSQUITERAS | TOLDOS INSTALADOS | PUERTA ACORAZADA | SUELOS DE GRES | ELECTRICIDAD Y FONTANERÍA REFORMADAS La vivienda ha sido actualizada para ofrecer el máximo confort: CALEFACCIÓN CENTRAL, PUERTA DE SEGURIDAD, VENTANAS DE DOBLE ACRISTALAMIENTO, INSTALACIÓN ELÉCTRICA Y FONTANERÍA RENOVADAS, además de SUELOS DE GRES, resistentes y de fácil mantenimiento. UNA UBICACIÓN PRIVILEGIADA EN PLENO CENTRO DE MÓSTOLES Este piso se encuentra en una zona estratégica y consolidada del CENTRO DE MÓSTOLES, a escasos minutos andando de la Plaza del Pradillo, la Avenida Constitución y el Ayuntamiento. Una ubicación que garantiza el acceso inmediato a todo tipo de servicios: centros educativos, supermercados, comercios, centros de salud, farmacias, bancos, parques, instalaciones deportivas y una amplia oferta gastronómica y cultural. Además, Móstoles cuenta con excelentes conexiones con Madrid capital. A tan solo 20 minutos en Cercanías Renfe (líneas C-5 y C-6) y con varias estaciones de MetroSur cercanas, como Pradillo o Móstoles Central, así como accesos rápidos a la A-5 y M-50, lo que lo convierte en un enclave perfecto para quienes trabajan en Madrid pero desean vivir en un entorno más tranquilo y accesible. Móstoles combina vida urbana con amplias zonas verdes, centros comerciales y servicios de calidad. Su creciente desarrollo urbano y su excelente infraestructura lo convierten en un punto de inversión segura y en un lugar perfecto para establecer un hogar. GRUPO INMARA INMOBILIARIA – CERCANOS, PROFESIONALES Y A TU LADO EN TODO EL PROCESO En Grupo Inmara Inmobiliaria no solo vendemos casas: construimos relaciones de confianza. Acompañamos a nuestros clientes con atención personalizada, transparencia y compromiso desde el primer momento hasta la entrega de llaves. Si buscas una vivienda en una de las mejores zonas de Móstoles, con todo lo necesario para vivir cómodamente, esta es tu oportunidad. ¿QUIERES VISITARLO? ¡ESTAREMOS ENCANTADOS DE MOSTRARTE CADA RINCÓN DE TU PRÓXIMO HOGAR!",False,good,False,True,3294.0,True,False,False,False,[],False,False,280000.0,€,flat,"Centro, Móstoles",Piso en Zarauz,,,,
108106546,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/71/09/17/1334018872.webp,2ºB,20,2,398400.0,duplex,sale,66.0,True,1,1,"calle Nuestra Señora de Valverde, 16",Madrid,Madrid,Fuencarral,es,Tres Olivos - Valverde,40.4936168,-3.6870155,True,https://www.idealista.com/obra-nueva/108106546/,"Viviendas en promoción de obra nueva situadas en Nuestra Señora de Valverde 16, en el corazón del barrio Fuencarral, zona residencial tranquila con todos los servicios a tu alcance. Zona bien comunicada con las estaciones de metro Tres Olivos, Fuencarral y de cercanías RENFE Fuencarral, además de varias líneas de autobuses, así como fácil conexión con M30, M607, A1 y M40. Actualmente, la promoción se halla en fase de construcción y su finalización está prevista para el último trimestre del año 2025. La promoción se ha proyectado con excelentes calidades, habiendo sido la sostenibilidad y la eficiencia energética criterios de diseño primordial. A su vez, el proyecto queda integrado en el entorno histórico, continuando con la belleza y el carácter del barrio. Las viviendas, todas exteriores, se distribuyen en planta baja con jardín de un dormitorio, plantas tipo de un dormitorio y tipo estudio y áticos dúplex de uno y dos dormitorios. Directamente de la propiedad. No dudes en contactarnos para más información.",False,newdevelopment,True,True,6036.0,True,False,False,False,[],False,False,398400.0,€,flat,"Tres Olivos - Valverde, Madrid","Dúplex en calle Nuestra Señora de Valverde, 16",False,,,duplex
108106514,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/71/09/17/1334018872.webp,1ºB,19,1,207700.0,studio,sale,41.0,True,0,1,"calle Nuestra Señora de Valverde, 16",Madrid,Madrid,Fuencarral,es,Tres Olivos - Valverde,40.4936168,-3.6870155,True,https://www.idealista.com/obra-nueva/108106514/,"Viviendas en promoción de obra nueva situadas en Nuestra Señora de Valverde 16, en el corazón del barrio Fuencarral, zona residencial tranquila con todos los servicios a tu alcance. Zona bien comunicada con las estaciones de metro Tres Olivos, Fuencarral y de cercanías RENFE Fuencarral, además de varias líneas de autobuses, así como fácil conexión con M30, M607, A1 y M40. Actualmente, la promoción se halla en fase de construcción y su finalización está prevista para el último trimestre del año 2025. La promoción se ha proyectado con excelentes calidades, habiendo sido la sostenibilidad y la eficiencia energética criterios de diseño primordial. A su vez, el proyecto queda integrado en el entorno histórico, continuando con la belleza y el carácter del barrio. Las viviendas, todas exteriores, se distribuyen en planta baja con jardín de un dormitorio, plantas tipo de un dormitorio y tipo estudio y áticos dúplex de uno y dos dormitorios. Directamente de la propiedad. No dudes en contactarnos para más información.",False,newdevelopment,True,True,5066.0,True,False,False,False,[],False,False,207700.0,€,flat,"Tres Olivos - Valverde, Madrid","Estudio en calle Nuestra Señora de Valverde, 16",False,,,studio
108517703,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/30/a3/11/1347381268.webp,1012,30,3,168000.0,flat,sale,75.0,True,2,1,Pelayos de la Presa,Madrid,Pelayos de la Presa,,es,,40.3618817,-4.3339176,False,https://www.idealista.com/inmueble/108517703/,"¿Quieres disfrutar de un precioso piso LLAVE EN MANO, sin sufrir molestas reformas? Has encontrado lo que buscas. Tucasavip vende este bonito piso situado en el centro del pueblo. Totalmente reformado, con muy buenas calidades, para entrar a vivir, cuenta con hall, dos habitaciones, un baño y cocina abierta al salón con chimenea. Calefacción por radiadores cerámicos. Ascensor. Trastero. Piscina y bonitas vistas. Un buen lugar donde vivir cómodo y tranquilo. VISITALO. TE VA A ENCANTAR.",False,good,False,True,2240.0,False,False,True,False,[],False,False,168000.0,€,flat,Pelayos de la Presa,Piso,,,,
108117951,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2c/1a/49/1331864454.webp,VI0093-1-1-1B ,17,1,342000.0,flat,sale,126.0,True,1,1,"de la Democracia, 28",Madrid,Madrid,Villa de Vallecas,es,Santa Eugenia,40.3893466,-3.6223551,True,https://www.idealista.com/obra-nueva/108117951/,"NUEVA PROMOCIÓN DE OBRA NUEVA: LandCo Vallecas, Madrid: desde 290.000€   Ahora sabes lo que es ‘vivir mejor’ en LandCo Vallecas, una exclusiva promoción de viviendas de obra nueva en un entorno privilegiado. Descubre nuestras luminosas viviendas de 1 y 2 dormitorios, diseñadas para ofrecerte confort y bienestar, donde cada estancia habla de ti y de tu estilo de vida. Cada hogar cuenta con amplias terrazas que se convierten en pequeños ecosistemas, ideales para disfrutar del aire y la luz natural. Además, podrás relajarte en espacios bien distribuidos y funcionales, perfectos para descansar o teletrabajar con total privacidad. Las viviendas incluyen garaje, trastero y están equipadas con cocinas amuebladas con los principales electrodomésticos, así como un sistema de aerotermia que garantiza calefacción eficiente y agua caliente sanitaria. La promoción se encuentra ubicada en Avenida de la Democracia 28, en una zona de influencia de Madrid que ofrece la comodidad de vivir en un entorno tranquilo con más de 12.500 metros cuadrados de zonas verdes. Excelentes comunicaciones por carretera a través de la M-40 y la A-3, y mediante transporte público con estaciones de metro de Vallecas y Sierra de Guadalupe, la estación de cercanías de Santa Eugenia, y estaciones de BiciMAD. Aquí podrás disfrutar de un estilo de vida excepcional rodeado de servicios e infraestructuras que facilitan tu día a día.   Características destacadas: •44 viviendas exclusivas •1-2 dormitorios •Amplias terrazas luminosas •Suelo radiante y refrescante •Aerotermia: ACS y calefacción •Preinstalación de aire acondicionado •Alta eficiencia energética •Magníficos espacios comunes con piscina •Áreas ajardinadas •Zona de juegos infantiles •Gastroteca   Vive en landCo Vallecas y haz de tu hogar un lugar donde puedas ser tú mismo, rodeado de todas las comodidades que necesitas. ¡Tu nuevo hogar te espera!",False,newdevelopment,True,True,2714.0,True,False,False,False,[],False,False,342000.0,€,flat,"Santa Eugenia, Madrid","Piso en de la Democracia, 28",False,True,True,
108717762,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e8/99/a6/1353043463.webp,A.ANH,28,4,299500.0,flat,sale,122.0,True,3,2,Centro,Madrid,Valdemoro,Centro,es,,40.1938722,-3.6737492,False,https://www.idealista.com/inmueble/108717762/,"Agencia inmobiliaria de Valdemoro, Tecnocasa Estudio Las Tres Erres SL. VENDE PISO en Valdemoro en zona centro, formado por salón-comedor, cocina totalmente equipada y espaciosa con salida a tendedero, tres dormitorios con armarios empotrados y dos baños completos uno con bañera y otro con ducha (uno de ellos en suite).  La Vivienda además cuenta con suelos en toda la casa de tarima, doble ventana con mosquiteras en todas las ventanas, armarios empotrados en todos los dormitorios y en el salón, aire acondicionado con bomba de calor y frio en todas las estancias de la vivienda y paredes lisas.  En las zonas comunes nos encontramos con zonas verdes, piscina y pista de pádel.  Plazas de garaje y trastero incluido en el precio.  La vivienda está en una zona en expansión, pero ya consolidada con acceso a multitud de servicios, como la facilidad de entrada y salida a la población a través de la autovía, así como bien comunicada por la red de transportes del municipio y con zonas verdes alrededor. No dude en llamarnos para concertar su cita para visitar el inmueble en la que además recibirá el asesoramiento gratuito de nuestro departamento financiero KÌRON.",False,good,False,True,2455.0,False,False,False,False,[],False,False,299500.0,€,flat,"Centro, Valdemoro",Piso,,True,True,
108106485,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/dd/ee/91/1338453510.webp,Bajo 1,18,bj,338600.0,flat,sale,83.0,True,1,1,"calle Nuestra Señora de Valverde, 16",Madrid,Madrid,Fuencarral,es,Tres Olivos - Valverde,40.4936168,-3.6870155,True,https://www.idealista.com/obra-nueva/108106485/,"Viviendas en promoción de obra nueva situadas en Nuestra Señora de Valverde 16, en el corazón del barrio Fuencarral, zona residencial tranquila con todos los servicios a tu alcance. Zona bien comunicada con las estaciones de metro Tres Olivos, Fuencarral y de cercanías RENFE Fuencarral, además de varias líneas de autobuses, así como fácil conexión con M30, M607, A1 y M40. Actualmente, la promoción se halla en fase de construcción y su finalización está prevista para el último trimestre del año 2025. La promoción se ha proyectado con excelentes calidades, habiendo sido la sostenibilidad y la eficiencia energética criterios de diseño primordial. A su vez, el proyecto queda integrado en el entorno histórico, continuando con la belleza y el carácter del barrio. Las viviendas, todas exteriores, se distribuyen en planta baja con jardín de un dormitorio, plantas tipo de un dormitorio y tipo estudio y áticos dúplex de uno y dos dormitorios. Directamente de la propiedad. No dudes en contactarnos para más información.",False,newdevelopment,True,True,4080.0,True,False,False,False,[],False,False,338600.0,€,flat,"Tres Olivos - Valverde, Madrid","Piso en calle Nuestra Señora de Valverde, 16",False,,,
