propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,detailedType.subTypology,neighborhood,parkingSpace.parkingSpacePrice,highlight.groupDescription,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108681836,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e2/72/27/1351987026.webp,24,,4000000.0,chalet,sale,400.0,,5,5,La Moraleja urbanización,Madrid,La Moraleja,La Moraleja urbanización,es,40.5285841,-3.6138517,False,https://www.idealista.com/inmueble/108681836/,"COCOA Real Estate ofrece en EXCLUSIVA magnífica residencia de dos plantas ubicada en una  exclusiva urbanización privada con seguridad 24 horas, ideal para quienes buscan comodidad,  estilo y privacidad. Al ingresar, te recibe un amplio hall de entrada que conecta con un elegante salón principal de dos ambientes de concepto abierto, techos altos, iluminado por grandes ventanales con vistas al jardín. Tiene además un espectacular comedor independiente para 15 comensales. La cocina ofrece un espacio perfecto para el día a día y cuenta con gran cantidad de espacio para almacenaje y está totalmente equipada. Junto a la cocina se encuentra un dormitorio de servicio con baño privado, ideal para el personal doméstico o como cuarto de apoyo. En esta misma planta hay un aseo de invitados, práctico y accesible desde las zonas comunes. En la planta superior se ubican cuatro dormitorios principales, todos con excelente iluminación natural y armarios empotrados. El dormitorio principal destaca por su amplitud y privacidad, incluyendo un baño en suite. Los otros tres dormitorios comparten dos baños completos, para garantizar confort y funcionalidad. También hay un despacho abierto muy agradable. El exterior de la propiedad es igualmente impresionante: un jardín privado ajardinado, lleno de encanto y carácter. Con una distribución cuidada y una vegetación madura que aporta frescura y privacidad, este estacio ha sido diseñado para ofrecer tranquilidad y belleza. Tiene un porche cubierto, lugar perfecto para largas sobremesas, tardes de lectura... , desde aquí se disfruta de una vista privilegiada del resto del jardín. La piscina se integra de manera armoniosa en el entorno y es ideal para disfrutar y relajarse con amigos y familia.   La casa cuenta con un garaje cerrado con capacidad para dos coches, con acceso directo a la vivienda. Situada en una urbanización de alto nivel, la casa combina diseño contemporáneo, amplios espacios y todas las comodidades necesarias para una vida de calidad en un entorno seguro y tranquilo.",False,renew,False,,10000.0,False,False,False,False,[],False,False,4000000.0,€,True,True,chalet,"La Moraleja urbanización, La Moraleja",Casa independiente,,independantHouse,,,,,,
108047803,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/34/ab/b6/1359922458.webp,2,1,769999.0,flat,sale,150.0,True,4,3,Barrio Malasaña-Universidad,Madrid,Madrid,Centro,es,40.4254815,-3.7134408,False,https://www.idealista.com/inmueble/108047803/,"¡Oportunidad única para inversores! Presentamos este encantador piso dividido en dos apartamentos independientes, ideal para maximizar tu rentabilidad. Ubicado en una zona privilegiada, a pocos pasos de la calle Princesa y la emblemática Plaza de España, este inmueble combina historia y modernidad en un edificio de 1900.  Los pisos están muy bien comunicados, encontrándose, próximo al metro Ventura Rodríguez y al Palacio de Liria. Paradas de taxis y diferentes líneas de autobús paran enfrente a la vivienda. El Acceso a la M-30 Y M-40 es muy rápido. Alrededor del piso se encuentran varios centros comerciales (El Corte Inglés, Plaza de los Cubos, Fnac, Zara, Decathlon Princesa), colegios, (CEIP Pi I Margall, Colegio Madres Concepcionistas Prince), guarderías, parques (Templo de Debod, Rosaleda del Parque Oeste) farmacias, hospitales (hospital universitario HM Madrid), museos (Museo Cerralbo), teatros y variedad de restaurantes.",False,renew,False,True,5133.0,False,False,False,False,[],False,False,769999.0,€,True,True,flat,"Malasaña-Universidad, Madrid",Piso,lpk9,,Malasaña-Universidad,,Destacado,,,
107786092,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/11/20/19/1323766097.webp,21,bj,260000.0,flat,sale,50.0,True,2,1,paseo de la Chopera,Madrid,Alcobendas,Ensanche,es,40.5431473,-3.6447948,False,https://www.idealista.com/inmueble/107786092/,"Esta Vivienda es especial! Quieres visitarla? Llámame. Piso bajo totalmente exterior, muy soleado, la comodidad de llegar a casa, y no subir ningún escalón, ni ascensor y con una distribución muy funcional. Mobiliario y atrezzo a medida, a estrenar, de primera calidad, cuidando al máximo los detalles, con una distribución funcional, pensada para el confort y bienestar. Dispone de: 2 dormitorios, un baño completo con ducha, salón comedor y cocina amueblada completa vitrocerámica, campana, horno, frigorífico, microondas. Carpintería exterior de PVC con rotura de puente térmico, y persianas motorizadas. Suelos de tarima laminada, cerámica en baño.  Paredes lisas. Calefacción y aire acondicionado centralizado, por bomba de calor. La casa se entrega con todo el mobiliario, y electrodomésticos de primera firma, siendo todo a estrenar. Totalmente exterior, muy luminoso.  Sol presente todo el día. Ven a verla.. . es un hogar. Sin duda la mejor inversión! Muy bien comunicado, en El Ensanche de Alcobendas, Autobuses y Metro de Manuel de Falla y conexión perfecta con salida a N-I y carretera de Colmenar.",False,good,False,True,5200.0,False,False,False,False,[],False,False,260000.0,€,,,flat,"Ensanche, Alcobendas",Piso en paseo de la Chopera,,,,,,,,
108381658,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5e/80/f3/1342428378.webp,102,,1100000.0,chalet,sale,757.0,,5,4,Navacerrada,Madrid,Navacerrada,,es,40.7276423,-4.0183199,False,https://www.idealista.com/inmueble/108381658/,"Refugio contemporáneo en plena sierra de MAdrid Maravillosa casa con jardín y piscina en Navacerrada. Se trata de una casa de cuatro dormitorios en una sola planta completamente reformada con posibilidad de aumentar otras dos plantas. Tiene una parcela de 1818 m2 y un anexo también reformado con cocina, salón y un baño completo. Distribución: Amplio salón-comedor con chimenea abierto a una cocina con salida al jardín, en esta zona se encuentra un dormitorio con cuarto de baño, después encontramos un pasillo donde tenemos dos cuartos que comparten un cuarto de baño y el dormitorio principal en suite. La casa al ser solo una planta es muy cómoda. La parcela con 1818m2 se divide en dos partes, la parte delantera con una terraza magnífica para disfrutar las tardes de sol y una gran piscina completamente arreglada, la parte trasera tiene un gran jardín con césped y grandes árboles, en esta parte del jardín se encuentra el anexo independiente con un salón-dormitorio, cocina y baño completo, perfecto para invitados. Localización: Ubicado en un enclave privilegiado, Navacerrada encarna la armonía entre naturaleza y bienestar. Este apacible pueblo residencial ofrece un entorno seguro y sereno, rodeado de frondosas zonas verdes y parques que invitan a la desconexión. Perfecto para quienes valoran un estilo de vida relajado sin renunciar a las comodidades urbanas, Navacerrada es más que un lugar donde vivir: es una forma de habitar el tiempo con calma y autenticidad. Orientación: Esta propiedad disfruta de orientación sur y tiene mucha luz en el jardín y piscina Singularidad: El inmueble se encuentra en una zona perfecta dentro de Navacerrada, fuera del ruido del centro pero a una distancia a pie del mismo, por lo que tiene un enclave perfecto. Conservación:  La casa es de 1970 y esta en muy buen estado de conservación. Se ha hecho una reforma integral de la casa por dentro. Rentabilidad: Sea cual sea el propósito que se le quiera dar a esta propiedad, merece la pena detenerse y contemplar su verdadero potencial. Ubicada en uno de los enclaves más emblemáticos de la sierra madrileña, Navacerrada no solo ofrece un estilo de vida en contacto con la naturaleza, sino también una sólida proyección de valor. Su carácter exclusivo y su creciente atractivo convierten esta inversión en una oportunidad única, tanto para quienes buscan un refugio personal como para aquellos con una mirada inversora. Porque hay lugares que no solo se habitan: se proyectan.",False,good,False,,1453.0,False,False,False,False,[],False,False,1100000.0,€,,,chalet,Navacerrada,Casa independiente,THSSESMAD0874,independantHouse,,,,,,
99543717,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1f/9e/73/1047031983.webp,31,2,659500.0,flat,sale,105.0,True,2,2,avenida del Planetario,Madrid,Madrid,Arganzuela,es,40.3867578,-3.6904956,False,https://www.idealista.com/inmueble/99543717/,"Selene Servicios Inmobiliarios saca al mercado en EXCLUSIVA este espectacular piso reformado y decorado con un gusto excepcional está listo para recibirte. Con una generosa superficie de 95 metros cuadrados, cuenta con dos amplias habitaciones dobles, perfectas para disfrutar de la tranquilidad y el confort. Situado en la segunda planta, el inmueble se beneficia de una excelente luz natural que ilumina cada rincón. El salón-comedor es un espacio amplio y acogedor, ideal para compartir momentos inolvidables con amigos y familiares. Equipado con un elegante sofá, un mueble para TV y una mesa de comedor para seis personas, es el lugar perfecto para relajarse. Además, la cocina completamente equipada te permitirá dar rienda suelta a tu creatividad culinaria, con electrodomésticos de alta gama como lavaplatos, lavadora, vitrocerámica, nevera y horno. La habitación principal es un verdadero refugio, con cama de matrimonio, un amplio armario y baño en suite. La segunda habitación ofrece la posibilidad de colocar una cama y cuenta con un gran armario empotrado. El segundo baño, también reformado, incluye un práctico plato de ducha. Disfruta de la comodidad de la bomba de aire frío/calor en todas las estancias y relájate en la terraza con vistas a la piscina y zona común. Este piso incluye una plaza de garaje de acceso directo y está ubicado en una urbanización cerrada con seguridad y portero físico, piscina y zona infantil. La ubicación es inmejorable, cerca de comercios, supermercados y con fácil acceso a la M30. Además, está a pocos minutos del metro y Renfe. Este luminoso piso de diseño está listo para entrar a vivir. ¡No dejes pasar esta oportunidad única!",False,good,False,True,6281.0,False,False,False,False,[],False,False,659500.0,€,True,True,flat,"Legazpi, Madrid",Piso en avenida del Planetario,Avd.Planetario 36,,Legazpi,,,,,
108598498,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c7/6f/5f/1349570026.webp,43,4,236000.0,flat,sale,85.0,True,3,1,plaza de la Rábida,Madrid,Pinto,Centro - Ayuntamiento,es,40.2470059,-3.7014301,False,https://www.idealista.com/inmueble/108598498/,"¡Tu nuevo hogar en el corazón de Pinto! Ideal para familias y amantes de la comodidad urbana. Ubicada en una de las zonas más valoradas de Pinto, esta espaciosa vivienda de 85m2 y tres dormitorios, te ofrece todo lo que necesitas para disfrutar de una vida cómoda y práctica. A tan solo unos minutos a pie de la estación de Renfe, colegios, centros médicos, supermercados y todo tipo de servicios, es perfecta para familias o para quienes buscan vivir bien comunicados sin renunciar a la tranquilidad pues esta ubicada en una plaza rodeada de zonas verdes. Situada en una cuarta planta con ascensor, la vivienda destaca por su excelente distribución y la luminosidad de todas sus estancias. El amplio salón permite crear distintos ambientes de estar y comedor, y tiene acceso directo a una gran terraza, un espacio perfecto para disfrutar al aire libre. La cocina independiente es de buen tamaño y cuenta con un práctico lavadero/tendedero, ideal para mantener el orden y la funcionalidad diaria. Dispone de tres dormitorios amplios, el baño con ventana exterior que proporciona una excelente ventilación e iluminación natural. La vivienda ha sido mejorada: Suelo de tarima flotante, carpintería interior renovada con ventanas compactas, persianas térmicas, mejorando tanto la seguridad como la eficiencia energética del hogar.  En resumen, se trata de un piso amplio, luminoso y bien ubicado, con terraza, ascensor, calefacción y múltiples mejoras ya realizadas. Una oportunidad perfecta para entrar a vivir desde el primer día o para actualizar a tu gusto.",False,good,False,True,2776.0,False,False,False,False,[],False,False,236000.0,€,,,flat,"Centro - Ayuntamiento, Pinto",Piso en plaza de la Rábida,oh-148,,,,,,,
107622829,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4c/d7/32/1317906270.webp,25,3,187000.0,duplex,sale,63.0,True,2,1,calle de Alfredo Castro Camba,Madrid,Madrid,Puente de Vallecas,es,40.3883038,-3.670147,False,https://www.idealista.com/inmueble/107622829/,"PROMOVIVIENDA ofrece este ático DUPLEX en Vallecas.  En la planta principal, dispone de una habitación con armario empotrado, salón con acceso a una gran terraza que se ha convertido en una amplísima cocina perfectamente acondicionada en cuanto a cerramiento, totalmente amueblada y equipada. Desde el salón, y subiendo por una escalera de caracol, se accede a la planta superior destinada en su totalidad a habitación principal, cuarto de baño abuhardillado y armarios empotrados, además, tiene salida a una pequeña terraza. Ubicado cerca de la avenida de Entrevías y rodeado de comercios de proximidad, este ático dúplex es perfecto para quienes buscan una vivienda de segunda mano en buen estado, construida en 1995. Con orientación noreste, disfrutarás de luz natural durante el día. No pierdas la oportunidad de vivir en este particular espacio que combina modernidad, comodidad y una ubicación inmejorable. ¡Ven a visitarlo y enamórate!",False,good,False,False,2968.0,False,False,False,False,[],False,False,187000.0,€,,,flat,"San Diego, Madrid",Dúplex en calle de Alfredo Castro Camba,,duplex,San Diego,,,,,
107832125,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6a/64/56/1053750348.webp,18,3,380000.0,flat,sale,123.0,True,4,2,plaza Jose Luis López Aranguren,Madrid,Leganés,Valdepelayo - Montepinos - Arroyo Culebro,es,40.3298435,-3.7719528,False,https://www.idealista.com/inmueble/107832125/,"LEGANES - PLAZA JOSE LUIS LOPEZ ARANGUREN - Excelente vivienda situada en la tercera planta del edificio con ascensor. Se distribuye en 4 amplios dormitorios, 2 baños, salón comedor y cocina amueblada con doble comunicación, trastero y garaje. CALIDADES - Ventanas lacadas en blanco con climalit, suelos en parquet, puertas lacadas en blanco, calefacción individual g/natural, paredes lisas. La vivienda se encuentra situada dentro de un residencial con piscina, pista de paddel y zona infantil. Así mismo se encuentra a 2 minutos andando de Renfe Central y Metro-sur y a escasos 5 minutos del centro de Leganés y Universidad Carlos III. Actualmente se encuentra alquilada con contrato hasta el año 2027.",False,good,False,True,3089.0,False,False,False,False,[],False,False,380000.0,€,True,True,flat,"Valdepelayo-Montepinos-Arroyo Culebro, Leganés",Piso en plaza Jose Luis López Aranguren,,,Valdepelayo-Montepinos-Arroyo Culebro,,,,,
107950047,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a6/45/a6/1329235283.webp,1,bj,148800.0,flat,sale,58.0,True,3,1,calle Galicia s/n,Madrid,Getafe,Juan de la Cierva,es,40.3111015,-3.7203797,True,https://www.idealista.com/inmueble/107950047/,"Piso con 3 habitaciones en la provincia de Madrid, en el municipio de Getafe, en la calle GALICIA. CON INCIDENCIAS: ALQUILADO - NO VISITABLE.",False,good,False,False,2566.0,False,False,False,False,[],False,False,148800.0,€,,,flat,"Juan de la Cierva, Getafe",Piso en calle Galicia s/n,0048796597,,,,,,,
107930884,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/28/e4/81/1328697652.webp,6,,369000.0,chalet,sale,239.0,,4,3,calle del Bosque,Madrid,Alcorcón,Prado de Santo Domingo,es,40.3334283,-3.8392178,False,https://www.idealista.com/inmueble/107930884/,"¡VIVIENDA OCUPADA!  ¡NO SE PUEDE VISITAR!  ¡NO SE PUEDE FINANCIAR! COMPRA AL CONTADO CON DESOCUPACIÓN INCLUIDA EN EL PRECIO. LA AGENCIA DEL BARRIO vende espléndido chalet adosado de 239m2 construidos y 216m2 de parcela en Alcorcón, Prado de Santo Domingo, Madrid.   La propiedad se divide en cuatro plantas: PLANTA SÓTANO: destinada a garaje y por espacio útil para varias posibilidades. PLANTA BAJA: compuesta por porche de acceso a la vivienda, vestíbulo de entrada con armario, salón comedor con salida a la terraza trasera vivienda, cocina independiente y aseo que da servicio a esta planta PLANTA PRIMERA: compuesta por distribuidor, baño completo, tres dormitorios y Dormitorio principal con baño en suite y vestidor. PLANTA SEGUNDA: espacio diáfano destinado a trastero. La urbanización consta de parcela de uso privado destinado a jardín alrededor de parte de lo construido con zona de recreo y piscina. Zona residencial consolidada, con todas las comodidades de los comercios para hacer la compra (supermercados, panadería, tiendas de alimentación, frutería y verdulería, etc. ) centros de educación (guardería, colegio, instituto, biblioteca, academia de idiomas), salud (farmacias, centro de salud, clínica dental, dentista, veterinaria etc. ), gasolinera, parada de autobuses y renfe. Llámenos e infórmese de como adquirir esta estupenda propiedad. ¡LE ESPERAMOS! HORARIO DE 10 A 14 Y DE 17 A 20H. DE LUNES A VIERNES. GRACIAS.",False,good,False,,1544.0,False,False,False,False,[],False,False,369000.0,€,True,True,chalet,"Prado de Santo Domingo, Alcorcón",Chalet adosado en calle del Bosque,BOSQUEALCORCON-Y,terracedHouse,Prado de Santo Domingo,,,379000.0,10000.0,3.0
106243716,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/00/35/15/1277028659.webp,56,5,125000.0,flat,sale,68.0,True,3,1,plaza Sierra de Guadarrama,Madrid,Alcorcón,Centro,es,40.3480946,-3.8207396,False,https://www.idealista.com/inmueble/106243716/,"VENTA DE LA NUDA PROPIEDAD. SOLO INVERSIONISTAS. ""InmoMartin"", Te presenta la oportunidad de adquirir la NUDA PROPIEDAD de esta vivienda situada en C/Plaza Sierra de Guadarrama, Barrio Zona Centro Joven, Distrito Centro, Alcorcón, Madrid. El actual propietario de 87 años, seguirá viviendo en este inmueble como usufructuario hasta el final de sus días. El comprador que adquiere la NUDA PROPIEDAD de este inmueble podrá adquirir el pleno dominio cuando se extinga dicho usufructo vitalicio. La vivienda se encuentra en una 5º Planta exterior, tiene una superficie de 68 m2 construidos - 60 m2 útiles, (según informe catastral). Consta de amplio recibidor, salón comedor, 3 habitaciones, cocina, 1 baño completo, terraza cubierta y terraza descubierta. la finca cuenta con 2 ascensores y cámara de seguridad. GASTOS DE FORMALIZACIÓN: Abonados en su totalidad por el COMPRADOR. Los gastos generados en la compraventa (Impuesto de Transmisiones Patrimoniales, notario y registro). A excepción del Impuesto de Plusvalía Municipal, que será abonado por el VENDEDOR. GASTOS DE MANTENIMIENTO: Una vez formalizada la operación ante notario, los gastos de la vivienda se distribuirán de la siguiente manera: 1. Las derramas extraordinarias y el seguro de continente serán asumidos POR LA PARTE COMPRADORA. 2. La cuota ordinaria de la comunidad, el impuesto de Bienes Inmuebles (IBI), el seguro de contenido, la tasa de residuos urbanos y los suministros (luz, agua, etc. ); individualizados o no, serán asumidos PORLA PARTE VENDEDORA. - PPRECIO DE MERCADO: 160.000€, (aproximadamente). - PRECIO DE LA NUDA PROPIEDAD: 125.000€. - GASTOS DE COMUNIDAD: 60€ (aproximadamente). - IBI: 349€ (aproximadamente). Parque Lisboa cuenta con un complejo privado Club Social Deportivo, donde te ofrecen todo tipo de actividades deportivas y en los meses de verano cuenta con piscina, algo importante con el calor de Madrid. En cuanto a la ubicación del piso, es magnífica, puesto que tenemos la Renfe de San Jose de Valderas, Estación de metro Linea 12 Parque Lisboa y Linea 10 Puerta del Sur, y todo tipo de autobuses. Accesos a las carreteras A-5 y M-40 rápidamente. Tenemos muy cerca el Corte Ingles, colegios e institutos públicos y privados, parques infantiles, farmacia, tiendas de barrio, zona comercial, de ocio y deportivas. No dude en visitarlo. (Trabajamos de Lunes a Domingo y festivos). ""La información aquí incluida no forma parte de ninguna oferta o contrato y puede estar sujeta a errores, omisiones, cambio de precio o cualquier otra modificación sin previo aviso"".",False,good,False,True,1838.0,False,False,False,False,[],False,False,125000.0,€,,,flat,"Zona Centro Joven, Alcorcón",Piso en plaza Sierra de Guadarrama,IMV - 0069,,Zona Centro Joven,,,,,
105973627,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8c/d8/ff/1268664417.webp,15,1,114500.0,flat,sale,78.0,True,1,1,calle de Ramón y Cajal,Madrid,Mejorada del Campo,,es,40.3990698,-3.4890636,False,https://www.idealista.com/inmueble/105973627/,"El inmueble de este anuncio no es propiedad del publicante, sino que garantiza un crédito hipotecario el cual se está ejecutando judicialmente por dicho publicante. Por tanto, lo que se vendería es el derecho a ser titular del crédito, y seguir el proceso ya iniciado o adjudicarse el inmueble luego de celebrarse la cesión de remate al final del procedimiento. Será de cuenta del comprador los trámites que conlleve la obtención de la posesión del inmueble.",False,good,False,True,1468.0,False,False,False,False,[],False,False,114500.0,€,,,flat,Mejorada del Campo,Piso en calle de Ramón y Cajal,COS-DE-01-0138_ID-0882,,,,,,,
107527365,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/27/02/f0/1321982710.webp,28,,485000.0,chalet,sale,270.0,,3,2,Colmenar del Arroyo,Madrid,Colmenar del Arroyo,,es,40.4376191,-4.1765986,False,https://www.idealista.com/inmueble/107527365/,"***FINANCIAMOS EL 100% DE ESTE INMUEBLE*** Se ofrece magnífico chalet independiente ubicado en Colmenar del Arroyo, en una amplia parcela de 1.200 m², ideal para quienes buscan tranquilidad y confort en un entorno natural. Características del inmueble: Superficie de parcela: 1.200 m² Piscina cubierta, perfecta para su disfrute durante todo el año Vivienda de una sola planta con distribución funcional 3 habitaciones espaciosas y luminosas 2 baños completos con excelentes acabados Amplia zona ajardinada con múltiples posibilidades Ubicado en una zona tranquila, pero con buenas conexiones y servicios cercanos, este chalet es una excelente oportunidad para disfrutar de una vivienda con amplios espacios al aire libre y todas las comodidades. Para más información o concertar una visita, no dude en contactarnos. ��.",True,good,False,,1796.0,False,False,False,False,[],False,False,485000.0,€,,,chalet,Colmenar del Arroyo,Casa independiente,bhjm33,independantHouse,,,,,,
108841352,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1f/1f/41/1356686312.webp,28,3,197600.0,flat,sale,89.0,True,3,2,Casco Antiguo sur,Madrid,Ciempozuelos,Casco Antiguo sur,es,40.1577494,-3.624753,False,https://www.idealista.com/inmueble/108841352/,"Agencia inmobiliaria de Ciempozuelos-zona Ciempozuelos-oficina Tecnocasa. Se VENDE piso de 89m2. La vivienda se encuentra distribuida en recibidor, amplio salón-comedor con salida a una terraza, cocina con tendedero, un pasillo desde el que accedemos a 3 habitaciones, 2 de ellas con armarios empotrados y dos baños completos, uno de ellos en suite.   Ubicado en una de las mejores zonas de Ciempozuelos, este piso te brinda la tranquilidad de un barrio consolidado y todos los servicios a tu alcance. Cerca de la plaza del pueblo y perfectamente comunicado por transporte público, tendrás todo lo que necesitas a tu alrededor. No dude en llamarnos para concretar su cita para visitar el inmueble, en la que además recibirá el asesoramiento gratuito de nuestro departamento financiero Kiron.",False,good,False,True,2220.0,False,False,False,False,[],False,False,197600.0,€,,,flat,"Casco Antiguo sur, Ciempozuelos",Piso,ciempozuelos,,,,,,,
107888947,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fa/fa/5b/1328677200.webp,34,1,389000.0,duplex,sale,183.0,True,4,3,Brunete,Madrid,Brunete,,es,40.4030266,-4.000579,False,https://www.idealista.com/inmueble/107888947/,"Dúplex de 180 m2 aproximadamente en venta en el centro urbano de Brunete, con la ventaja de estar situado en una zona residencial tranquila y contar con todos los servicios cercanos (parada de bus, colegio, supermercado.. . ) La vivienda actualmente cuenta con cuatro habitaciones pero existe la posibilidad de incluso ampliar hasta a seis dormitorios, dada su gran amplitud y su versatilidad. También hay que destacar la luz natural que tiene la vivienda y, sobre todo, su comodidad ya que, por su distribución, permite hacer vida en la planta baja de la casa. En la planta de entrada de la vivienda encontramos: el distribuidor; una amplia cocina con zona de office incorporada y con una terraza-tendedero acristalada donde se encuentra la caldera de gas natural; un gran salón-comedor con un balcón; un baño completo con bañera; un dormitorio individual con capacidad para dos camas; un amplio dormitorio principal en suite con baño completo con plato de ducha y vestidor incorporados; y una despensa o trastero aprovechando el hueco de la escalera de subida a la planta superior. En la planta superior (bajo cubierta): dos habitaciones; un gran salón y un baño completo. La vivienda incluye en el precio una plaza de garaje en el mismo edificio. ¡MEJOR VER! LLÁMENOS PARA VISITARLA SIN COMPROMISO. NO COBRAMOS HONORARIOS A LA PARTE COMPRADORA.",False,good,False,False,2126.0,False,False,False,False,[],False,False,389000.0,€,True,True,flat,Brunete,Dúplex,,duplex,,,,,,
107612108,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ac/fe/43/1318815648.webp,42,,160000.0,chalet,sale,218.0,,5,2,Torrelaguna,Madrid,Torrelaguna,,es,40.8303068,-3.5372015,False,https://www.idealista.com/inmueble/107612108/,"Casa adosada con 180 m2 construidos, de 2 plantas. Dispone en planta baja de porche delantero. Salón de paso. Cocina independiente con office y alacena. Trastero. 1 Aseo. En primera planta dispone de. Salón de paso. 5 Dormitorios, uno de ellos doble. 1 Baño completo semi-reformado con plato de ducha. Bajocubierta. Ventanas de aluminio con cristales de climalit, puertas de madera, suelos de gres, paredes de gotelé fino, escalera maciza, armarios empotrados (en 4 de los dormitorios), patio privado, jardín privado. Con posibilidades de hacer plaza de garaje. En el precio de venta se incluyen dos terrenos uno con 23 m2 y el otro con 54 m2. Ubicado en un lugar muy tranquilo. El inmueble dispone de todos los servicios en las inmediaciones. Torrelaguna es un pueblo que dispone de notaria, juzgados, registro de la propiedad, supermercados, panaderías, agencias bancarias, bares y restaurantes, entre otros servicios, en pocas palabras es un pueblo ideal para vivir.",False,renew,False,,734.0,False,False,False,False,[],False,False,160000.0,€,,,chalet,Torrelaguna,Chalet adosado,2363,terracedHouse,,,,,,
107473834,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c5/aa/0d/1314834527.webp,35,,110000.0,countryHouse,sale,60.0,,2,1,Paraje de la Raya,Madrid,Pedrezuela,,es,40.7628113,-3.6008816,False,https://www.idealista.com/inmueble/107473834/,"Fantástica CASA PREFABRICADA de madera en PARCELA RÚSTICA de 4.535 m2. ESTE TIPO DE PROPIEDAD NO ADMITE HIPOTECA  Esta magnífica finca rústica ofrece la tranquilidad del campo sin renunciar a la cercanía de todos los servicios y la vida urbana. La propiedad dispone de UNA CASITA PREFABRICADA de 50 m² y 2 BOXES PARA CABALLOS en parcela rústica con múltiples posibilidades para el desarrollo de actividades agrícolas y ganaderas. La casa se distribuye en 2 habitaciones con armarios empotrados, cocina, salón con instalación para chimenea y baño completo, además de un sistema de drenaje y servicio de aguas residuales, lo que la hace perfectamente funcional como vivienda o alojamiento para personal. La finca tiene hecho el sondeo de agua con gran caudal para poder hacer un pozo y dar suministro de agua a la vivienda.  Para facilitar luz a la vivienda se puede hacer a través de generador, paneles solares.. . El terreno es adecuado para una gran variedad de cultivos. Además, es ideal para la cría de ganado ovino, caprino, avícola y otras especies, lo que amplía las posibilidades de explotación ganadera. Cuenta con una excelente conectividad y fácil acceso, situándose por camino de tierra a aproximadamente 700 m de la vía asfaltada y a 30 minutos de Plaza Castilla, lo que facilita el transporte de recursos y la movilidad dentro y fuera de la propiedad. La finca cuenta con excelente comunicación mediante transporte público y acceso a las carreteras A1.  ENTORNO PRIVILEGIADO, SI QUIERES MÁS INFORMACIÓN NO DUDES EN CONSULTAR Y VENIR A VERLO.",True,good,False,,1833.0,False,False,False,False,[],False,False,110000.0,€,,,countryHouse,Pedrezuela,Finca rústica en Paraje de la Raya,,countryHouse,,,,,,
