propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.subTypology
108352725,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b7/b7/df/1341565419.webp,JM71,3,10,1180000.0,penthouse,sale,97.0,True,2,2,Barrio Lista,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4348462,-3.6793764,False,https://www.idealista.com/inmueble/108352725/,"Belton Real Estate ofrece ático en una 10º planta exterior con terraza y vistas despejadas que inundan cada espacio de abundante luz. El inmueble reformado, con una superficie de 97 metros cuadrados, consiste en dos habitaciones, dos baños, cocina, salón y comedor. La finca dispone de trastero y ascensor. Se sitúa en la zona atractiva de Salamanca - Lista, una ubicación privilegiada y segura, con amplia oferta de servicios, tiendas, restaurantes, cafeterías, sitios de entretenimiento y cultura, y buenas conexiones de transporte público. Aproximadamente un 30 % de los inmuebles que tenemos en esta zona solo están anunciados en nuestra web por expreso deseo de los propietarios. Para verlos pinche por favor en el enlace adicional ubicado en la parte final del anuncio y encuentra el piso que estás buscando.",False,good,False,True,12165.0,True,False,False,False,[],False,False,1180000.0,€,,,flat,"Lista, Madrid",Ático,,,,penthouse
107986972,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0e/73/fa/1330313388.webp,08575,1,3,1190000.0,flat,sale,100.0,True,2,2,Barrio Lista,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4339742,-3.6769094,False,https://www.idealista.com/inmueble/107986972/,"La Inmobiliaria Internacional CPM gestiona este exclusivo y luminoso piso, de 100 m2 y 2 dormitorios, próximo al metro Núñez de Balboa, que consta de los siguientes elementos: Hall de entrada. Una cocina totalmente equipada, con todos los electrodomésticos incluidos. Un amplio salón comedor, con grandes ventanales, que lo convierten en muy luminoso. 2 habitaciones con armarios empotrados; una de ellas en suite, con su baño completo incorporado. Un baño completo. El piso, dispone de suelo de parquet de madera natural, puerta blindada, ventanas Climalit, aire acondicionado, video portero, agua caliente y calefacción centralizada. La urbanización ofrece una zona comunitaria cerrada, con un espléndido jardín arbolado y piscina. Estas maravillosas zonas comunes permitirán que sobre todo los pequeños, puedan jugar durante todo el año en la urbanización y los padres puedan quedar tranquilos y disfrutar de estas maravillosas instalaciones para hacer deporte. Para mayor seguridad la urbanización dispone de portero físico y seguridad, las 24 horas. Sobre la ubicación del piso, es inmejorable, ya que se encuentra próximo a la entrada del metro Núñez de Balboa. Paradas de taxis y diferentes líneas de autobús paran enfrente de la vivienda. El Acceso a la M-30 Y M-40 es muy rápido. Alrededor del piso se encuentran varios centros comerciales (El Corte Inglés, Zara) colegios, (colegio Calasancio de Madrid), guarderías, teatro (Teatro Alcalá), museos (museo nacional de Ciencias Naturales), parques (Parque El Retiro) farmacias, hospitales (Hospital Gregorio Marañón) y variedad de restaurantes.",False,good,False,True,11900.0,True,False,False,False,[],False,False,1190000.0,€,,,flat,"Lista, Madrid",Piso,,,,
100156135,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/39/67/34/1071326421.webp,,27,2,1950000.0,flat,sale,380.0,True,5,4,Barrio El Viso,Madrid,Madrid,Chamartín,es,El Viso,40.4519778,-3.6863666,False,https://www.idealista.com/inmueble/100156135/,"SotoMora Real Estate presenta este fantástico piso, situado en pleno corazón de Bernabéu con unas maravillosas vistas al mejor estadio del mundo en una de las zonas más populares de la capital por sus comercios, colegios y zonas de ocio. Excepcional piso de 315m2, el cual ocupa la segunda planta completa, todo exterior, con vistas al estadio y dada su orientación dispone de mucha luz durante todo el día. Ascensor y Seguridad. La vivienda se vende con 1 trastero.  Zona con multitud de colegios y pegado a la zona financiera más importante de Madrid. A continuación les damos detalles de la misma: Dispone de un hall de entrada que da acceso; A la Izquierda, encontramos un gran salón dividido en la zona de estar, comedor y salón. De frente, el acceso a la zona de descanso donde cuenta con 5 habitaciones amplias con grandes ventanales (2 de ellas con cuarto de baño en suite) y un total de 4 baños. A la derecha de la entrada encontramos, una gran cocina con la zona de lavandería. Calefacción Central y Aire acondicionado central y propio. Proyecto aprobado de piscina y solárium en la azotea del edificio. En proceso de remodelación del portal. Mejor ver con SotoMora, 40 años marcando la diferencia nos avalan. MUCHAS DE NUESTRAS PROPIEDADES NO ESTÁN EN IDEALISTA POR EXPRESO DESEO DE LOS PROPIETARIOS. CONSULTE NUESTRA WEB DE "" SOTOMORA. COM "" PARA VER NUESTRO CATÁLOGO COMPLETO DE VIVIENDAS. No dude en solicitar una visita estaremos encantados de ayudarle.",False,good,False,True,5132.0,True,False,False,False,[],False,False,1950000.0,€,,,flat,"El Viso, Madrid",Piso,,,,
108814923,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/11/e1/2c/1355925119.webp,ENT1327,18,2,180000.0,flat,sale,49.0,True,1,1,Barrio San Diego,Madrid,Madrid,Puente de Vallecas,es,San Diego,40.3903589,-3.6685802,False,https://www.idealista.com/inmueble/108814923/,"Globalpiso Entrevías vende piso exterior en 2º planta de 49m2 según catastro y útil 39m2. Se distribuye salón de paso, cocina americana, 1 dormitorio (podrían ser dos) y baño. La vivienda cuenta con 1 aire acondicionado frio y calor, calefacción por acumuladores, suelos de gres, paredes lisas. Se encuentra ubicado en el barrio de San Diego. Cercano a la línea 1 de metro Puente de Vallecas y de las paradas de autobús de las líneas 8,10, 24,54, 57,58, 103,111, 136,310 dotado de todos los servicios, colegios y comercios necesarios. El precio no incluye gastos como, ITP, notaría, gestoría, registros, y gastos de intermediación inmobiliaria.",False,renew,False,False,3673.0,True,False,False,False,[],False,False,180000.0,€,,,flat,"San Diego, Madrid",Piso,,,,
108208962,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/35/21/05/1337163420.webp,1634,13,2,1909000.0,flat,sale,158.0,False,3,3,calle de Padilla,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4298959,-3.6721595,False,https://www.idealista.com/inmueble/108208962/,"Nos complace presentar esta espectacular vivienda premium, totalmente reformada y lista para estrenar, ubicada en Padilla 80, en el prestigioso barrio de Lista, Madrid. Este piso combina elegancia y modernidad, ofreciendo una experiencia de vida inigualable. La propiedad cuenta con tres amplias habitaciones y tres baños, con acabados de alta calidad. La cocina, completamente equipada, se entrega amueblada con electrodomésticos de alta gama y diseño contemporáneo. Además, dispone de un espacioso salón y un cuarto de lavado independiente, brindando comodidad y funcionalidad. El barrio de Lista es uno de los más exclusivos de Madrid, conocido por su sofisticación y cercanía a lugares emblemáticos como el Parque de El Retiro, el Museo Lázaro Galdiano y la famosa Calle Serrano, con sus boutiques de lujo y restaurantes de renombre. Vivir en esta zona te permite disfrutar de una amplia oferta cultural y de ocio, en un entorno distinguido y vibrante. Esta propiedad no solo es una vivienda de lujo, sino también una inversión segura en una de las áreas más codiciadas de la capital.",False,good,False,True,12082.0,True,False,False,False,[],False,False,1909000.0,€,,,flat,"Lista, Madrid",Piso en calle de Padilla,,,,
106492068,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1e/14/ca/1348723030.webp,,47,,550000.0,chalet,sale,205.0,,4,2,avenida de las Rosas,Madrid,Colmenar Viejo,San Crispín - La Estación Consorcio,es,,40.6516411,-3.7784654,False,https://www.idealista.com/inmueble/106492068/,"¡Tu refugio ideal en San Crispín te espera! Ven a conocer esta encantadora casa independiente, situada en una ubicación privilegiada, perfecta para quienes valoran la tranquilidad y el contacto con la naturaleza. Distribuida en una sola planta más un semisótano, esta propiedad está rodeada por un extenso jardín maduro, con frondosos árboles que ofrecen sombra y privacidad. Con una parcela de 718 m², disfrutarás de amplios espacios al aire libre, una terraza ideal para compartir momentos únicos, una piscina de 38 m² y una zona de barbacoa perfecta para reuniones familiares o con amigos. La vivienda cuenta con 205 m² construidos, distribuidos de manera funcional para ofrecer un ambiente cálido y cómodo. En la planta principal (109 m²), encontrarás un acogedor vestíbulo que da paso a un luminoso salón con chimenea, un comedor independiente, y una cocina amplia y bien iluminada, con zona de office y vistas al patio trasero. La casa dispone de 4 dormitorios llenos de luz natural y un baño completo en la planta baja.  Desde el patio se accede al semisótano de 96 m², que incluye una zona de lavandería, una habitación adicional con baño completo y un salón de aproximadamente 25 m², perfecto como salón de juegos, despacho o trastero. En el lateral del jardín se encuentra un garaje techado con capacidad para un vehículo. En el jardín se encuentra una piscina de 38 m2, un espacio para barbacoa así como arboles frutales y frondosos arboles que hacen que el jardín sea muy acogedor. Aunque necesita reforma, esta casa ofrece un gran potencial para convertirse en el hogar que siempre soñaste. Es ideal para familias que buscan espacio, naturaleza y buena ubicación. Muy bien conectada y a poca distancia del centro comercial El Portachuelo, estación de Renfe, Colegio Peñalvento, Colegio Héroes 2 de mayo, Polideportivo Samaranch, Supermercado Dia, entre otros, esta casa combina paz y comodidad en un entorno privilegiado. Es una vivienda independiente, sin embargo el anterior propietario autorizó la construcción de la casa contigua, lo que puede dar la impresión de ser una propiedad pareada. ¡No dejes pasar esta oportunidad! Solicita una visita y déjate conquistar por su encanto. - NO SE COBRA HONORARIOS AL COMPRADOR. - ENCUÉNTRANOS EN EL C. C. EL VENTANAL (FRENTE A H&M).",True,renew,False,,2683.0,True,False,False,False,[],False,False,550000.0,€,True,True,chalet,"San Crispín - La Estación Consorcio, Colmenar Viejo",Casa independiente en avenida de las Rosas,,,,independantHouse
108637753,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b0/58/11/1350672989.webp,IE01-DELIAS9,19,2,449000.0,flat,sale,92.0,True,3,2,calle Divino Vallés,Madrid,Madrid,Arganzuela,es,Chopera,40.3953748,-3.6965951,False,https://www.idealista.com/inmueble/108637753/,"Inmobiliarias Encuentro vende en exclusiva magnífico piso exterior en el castizo barrio de Delicias, Madrid. El inmueble, de 94 m2, cuenta con un espacioso salón-comedor y cocina independiente totalmente equipada y funcional. Tiene tres dormitorios, uno principal y dos simples, cada uno de ellos con ventana, lo que aporta una excelente luz natural a toda la estancia. Además posee un cuarto de baño completo y un aseo. Las calidades de la vivienda son excelentes, tiene puerta blindada y calefacción central. La finca en la que se encuentra está en perfecto estado de conservación, dispone de ascensor y servicio de conserjería. Su ubicación es inmejorable, el barrio de Delicias combina el encanto tradicional madrileño con una excelente proyección urbana y cultural. Perfectamente comunicado con el centro de Madrid mediante múltiples líneas de metro, cercanías y autobuses, Delicias es una zona consolidada que ofrece todos los servicios necesarios para una vida cómoda: supermercados, colegios, centros de salud y una amplia oferta gastronómica y comercial. A pocos minutos caminando del Museo del Ferrocarril, Matadero Madrid y el Madrid Río, el barrio goza de una vibrante vida cultural y de amplios espacios verdes ideales para el ocio y el deporte. Su carácter residencial y tranquilo, junto con su cercanía a zonas más céntricas como Atocha y Embajadores, lo convierten en una excelente opción tanto para familias como para inversores. Si necesita vender su inmueble para adquirir este u otro inmueble publicado, contacte con nosotros, disponemos del servicio: \\""CAMBIA Y DESCANSA\\"". La solución perfecta para cuadrar los plazos de venta de su vivienda y entrega del nuevo inmueble. ¡Financiación a tu medida! Con Finmoo tendrás los mejores tipos de interés y hasta el 100% de financiación. ¡Consulta nuestras condiciones!",False,good,False,True,4880.0,False,False,False,False,[],False,False,449000.0,€,,,flat,"Chopera, Madrid",Piso en calle Divino Vallés,480000.0,31000.0,6.0,
108697727,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/79/29/76/1352462296.webp,NP2107251605,33,1,480000.0,flat,sale,132.0,True,3,2,avenida de la Gavia,Madrid,Madrid,Villa de Vallecas,es,Ensanche de Vallecas - La Gavia,40.3660871,-3.6184495,False,https://www.idealista.com/inmueble/108697727/,"NEO PATRIMONIAL ofrece piso en venta en Vallecas. 1º exterior con ascensor. 132m² de superficie construida (según catastro) de los cuales 85m² pertenecen a la vivienda, 10m² al aparcamiento, 6m² al almacén y 31m² a los elementos comunes. Distribuido en salón-comedor muy luminoso, cocina independiente completamente amueblada y con salida a terraza lavadero, 3 dormitorios, 1 doble con baño en suite, 2 individuales y 1 segundo baño completo para dar servicio al resto de la vivienda. La vivienda se encuentra en buen estado. Carpintería exterior de climalit, carpintería interior de madera y suelos de parquet en toda la vivienda excepto en zonas de agua que son en gres. Calefacción y agua caliente individual de gas natural, armarios empotrados, terraza y plaza de garaje y trastero incluidos en el precio. Se sitúa en urbanización equipada con acceso PMR, ascensor, zonas comunes y conserje. Ubicado en zona céntrica y bien comunicada, a escasos minutos de la estación de metro de Congosto y la Gavia y diferentes líneas de autobuses de la línea regular de la EMT. La zona contine todos los servicios de ocio y primera necesidad como: Centros educativos, Centro de Salud y Centros comerciales. Oficinas bancarias, rodeada de pequeño comercio y restauración. a pocos minutos del Centro Comercial según denominan el más grande de la Comunidad de Madrid, La Gavia. *Impuestos ITP o IVA y gastos, notaría, registro, gestoría etc. no incluidos. NEO Patrimonial le ofrece la posibilidad de hacer cualquier tipo de reforma de esta vivienda al mejor precio.",False,good,False,True,3636.0,False,False,False,False,[],False,False,480000.0,€,True,True,flat,"Ensanche de Vallecas - La Gavia, Madrid",Piso en avenida de la Gavia,,,,
108681934,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/80/be/7c/1351989168.webp,,27,3,698000.0,flat,sale,100.0,True,3,1,Barrio Malasaña-Universidad,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4286564,-3.7092367,False,https://www.idealista.com/inmueble/108681934/,"'INMUGÉS MADRID' vende piso en el céntrico barrio de ""MALASAÑA"" a escasos metros de la ""Glorieta de Bilbao"" La vivienda es una tercera planta de 100m2 construidos, compuesto por 3 dormitorios (todos ellos con ventana), cuarto de baño completo, gran salón con dos balcones a la calle y cocina independiente. Sala común para bicicletas y carros. Conserjería y portero físico. Todos los servicios en sus inmediaciones: - Mercados - Colegios - Bares y restaurantes - Centros deportivos - Negocios locales Contacta con nosotros y solicita un estudio financiero gratuito en el cual nuestros profesionales, gracias a un profundo conocimiento del mercado bancario, te ayudarán a encontrar la solución hipotecaria que mejor se adapte a tus preferencias. Asesor Inmobiliario, Javier Redondo. rcera.",False,renew,False,True,6980.0,True,False,False,False,[],False,False,698000.0,€,,,flat,"Malasaña-Universidad, Madrid",Piso,,,,
108214428,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b0/ff/37/1337331886.webp,1181840-1,17,,158000.0,flat,sale,48.0,True,1,1,Centro - Casco Histórico,Madrid,San Lorenzo de El Escorial,Centro - Casco Histórico,es,,40.5931621,-4.1472708,False,https://www.idealista.com/inmueble/108214428/,"No cobramos comisión al comprador. ¡Tu nuevo hogar o tu lugar de vacaciones te espera en plena sierra de Guadarrama!   Vivienda Dúplex de 48,57 m2 en centro histórico de El Escorial, reformada en 2003, distribuida en:   - Planta baja:   - Luminoso salón de 25 m², perfecto para relajarte o recibir a los tuyos.   - Dormitorio amplio con armario empotrado y una encantadora terracita acristalada que invita a disfrutar de la luz todo el año.   - Cocina independiente, amueblada y equipada con horno, placa, campana y termo eléctrico.   - Baño con ducha y ventana, lo que aporta luz y ventilación natural.   - Buhardilla:   - Espaciosa estancia bajo-cubierta diáfana, de 45 m² -metros no computables con múltiples posibilidades.     Ubicación privilegiada:   Estás en el centro histórico de El Escorial. Una zona donde el ritmo se calma, la historia se respira y el entorno natural está siempre a un paso.   A tan solo 5 minutos andando del Real Monasterio, y a 2 minutos de la animada calle del Rey, con tiendas, bares, bancos y todo lo que puedas necesitar en el día a día.   En el entorno cercano encontrarás supermercados, panaderías, comercios de alimentación, restaurantes con sabor local y el tradicional mercadillo de los miércoles.   También tienes cerca ambulatorio, farmacia, colegio, instituto, escuela infantil y el Teatro-Auditorio. Todo, sin salir del entorno más próximo.     Y si lo tuyo es respirar aire puro, estás de suerte:   Disfrutarás de un sinfín de rutas entre montes, bosques y jardines históricos. El Monte Abantos, el Bosque de La Herrería o los parques de la Casita del Príncipe te esperan.     Excelentes conexiones:   - Acceso fácil y rápido a las carreteras M-600 y M-505, que te conectan en minutos con la A-6.   - Estación de autobuses a solo 2 minutos a pie, con salidas frecuentes a Madrid y pueblos cercanos.   - A 5 minutos en coche de la estación de tren de El Escorial. Línea directa con Madrid (Cercanías C3 y C8).     ¿Te imaginas.",False,good,False,False,3292.0,False,False,False,False,[],False,False,158000.0,€,,,flat,"Centro - Casco Histórico, San Lorenzo de El Escorial",Piso,,,,
108504734,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1c/51/81/1346877012.webp,1642,16,4,2019000.0,flat,sale,158.0,False,3,3,calle de Padilla,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4306405,-3.6739919,False,https://www.idealista.com/inmueble/108504734/,"Ubicada en el prestigioso barrio de Salamanca - Lista, esta vivienda en Padilla 80 ofrece un equilibrio entre amplitud y comodidad. Con 158 m² construidos, cuenta con tres dormitorios y tres baños, además de un aseo adicional, proporcionando un espacio funcional y bien distribuido. Situada en la cuarta planta de un edificio con ascensor, garantiza privacidad y tranquilidad. El barrio Salamanca - Lista es conocido por su elegancia y su excelente calidad de vida. Rodeado de comercios exclusivos, restaurantes de alta gastronomía y con una excelente conectividad, es una de las zonas más cotizadas de Madrid. La cercanía a áreas emblemáticas de la ciudad la convierte en una ubicación privilegiada para vivir o invertir. Con calefacción individual de gas y aire acondicionado, esta propiedad combina confort y eficiencia en un entorno inmejorable. Su diseño y características la hacen una opción atractiva para quienes buscan un hogar en una de las mejores zonas de la capital.",False,good,False,True,12778.0,True,False,False,False,[],False,False,2019000.0,€,,,flat,"Lista, Madrid",Piso en calle de Padilla,,,,
107143416,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cc/d8/48/773107046.webp,,25,3,930000.0,flat,sale,90.0,True,2,2,"calle de José Ortega y Gasset, 94",Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4294081,-3.6715735,True,https://www.idealista.com/inmueble/107143416/,"Disponible desde el 01 de Noviembre de 2025 Actualmente se encuentra alquilada con un contrato que finaliza a finales de octubre del presente año. PYR SOLUTIONS pone en Venta este increíble piso de dos habitaciones, dos baños, amueblado y cocina equipada con todos los electrodomésticos necesarios para entrar a vivir. ¡Gran piso en pleno barrio de Salamanca! Piso exterior con aire acondicionado, ubicado en el exclusivo barrio de Salamanca, y muy bien comunicado; a 5 minutos andando de la parada de metro de Lista y Manuel Becerra y a 8 min del metro Goya. Un barrio con supermercados, bares, restaurantes, gimnasios. Amplio, reformado y totalmente amueblado, con mucha luminosidad. Si tienes alguna pregunta no dudes en llamarnos o escribirnos. En PYR Solutions estamos encantados de poderte atenderte: Para mayor información:  "". "". "". "". "". "". "". "".",False,good,False,True,10333.0,False,False,False,False,[],False,False,930000.0,€,,,flat,"Lista, Madrid","Piso en calle de José Ortega y Gasset, 94",,,,
107677631,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/10/3f/e3/1319527133.webp,VENTAPISOctoledo,21,1,590000.0,flat,sale,103.0,False,3,2,calle de Toledo,Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.4067246,-3.7101564,False,https://www.idealista.com/inmueble/107677631/,"Novahome presenta en exclusiva vivienda en la representativa calle de Toledo. Una oportunidad de adquirir un inmueble en una de las zonas con más valoradas de la Capital de Madrid. El inmueble se distribuye en hall, salón con acceso a patio de uso y disfrute, 3 dormitorios y dos baños, uno de ellos en suite con el dormitorio y cocina. Quizás uno de los puntos fuertes del inmueble es la orientación. Todas las estancias con ventana. Orientación sur que a pesar de ser interior, le proporciona una luz muy difícil de conseguir en esta tipología de vivienda y que será sin duda una opción inmejorable para los amantes de la luz del sol en su vivienda. La vivienda se encuentra para entrar a vivir. Ventanas de alumino climalit, suelos de parquet recien barnizados y acuchilados, gres en cocina y baño, puertas de madera de roble, pintura en gotelé y calefacción y agua caliente con gas natural. Todas las estancias con ventana. Edificio muy bien conservado con ITE hasta diciembre 2031. Finca con dos ascensores. Todos los servicios a mano como colegios, farmacia, zonas de ocio, restauración y cultura, etc. Vivienda con una situación privilegiada, ubicada en el corazón de la calle Toledo desde ella podemos tener a pocos minutos caminando edificios ilustres como la Catedral de la Almudena, el Palacio Real, la Plaza Mayor o la Puerta del Sol. Muy bien comunicada con Autobuses EMT (2,17, 18,23, 35,60 y N26), Metro puerta de Toledo a dos minutos y La Latina a poco menos de 5 minutos, fácil acceso a m30 en coche. Una oportunidad que no debe dejar pasar si desea vivir en un inmueble con una ubicación inmejorable, una luz que será la envidia de sus visitantes. Si desea concertar una visita no dude en ponerse en contacto con nosotros, estaremos encantados de poder ayudarle. Llámenos sin compromiso!",False,good,False,True,5728.0,False,False,False,False,[],False,False,590000.0,€,,,flat,"Lavapiés-Embajadores, Madrid",Piso en calle de Toledo,620000.0,30000.0,5.0,
108641363,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a0/e1/39/1350781663.webp,HA004122020,19,3,1420000.0,flat,sale,102.0,True,3,2,Barrio Goya,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4254005,-3.6686907,False,https://www.idealista.com/inmueble/108641363/,"Exclusiva vivienda de lujo en el corazón del Barrio de Salamanca – Madrid Presentamos esta espectacular vivienda situada en una de las zonas más exclusivas y cotizadas de Madrid: el prestigioso Barrio de Salamanca. Una propiedad única, recientemente reformada con materiales de primera calidad, que se vende totalmente amueblada y lista para entrar a vivir. La vivienda se ubica en una finca representativa con ascensor, lo que garantiza elegancia, comodidad y distinción desde el primer momento. Con una distribución moderna y funcional, cuenta con un amplio salón con cocina americana, equipada con electrodomésticos de alta gama, ideal para disfrutar de un estilo de vida contemporáneo y confortable. Dispone de tres dormitorios, siendo el principal una espectacular suite con baño privado, además de un segundo baño completo que da servicio al resto de la casa. Toda la vivienda cuenta con aire acondicionado por conductos, mientras que la calefacción y el agua caliente son centrales con contadores individuales, lo que garantiza eficiencia energética y control de consumo. Su ubicación es inmejorable: en plena Milla de Oro madrileña, rodeado de todos los servicios, comercios de lujo, restaurantes, colegios y con excelente conexión con transporte público. Además, a pocos minutos caminando se encuentra El Parque del Buen Retiro, el pulmón verde de la ciudad, perfecto para paseos y momentos de desconexión y también muy próximo al Moviestar Arena. Una oportunidad única de vivir con todo el confort, el diseño y la exclusividad que ofrece uno de los barrios más emblemáticos de Europa. Contáctanos para más información o para concertar una visita.",False,good,False,True,13922.0,True,False,False,False,[],False,False,1420000.0,€,,,flat,"Goya, Madrid",Piso,,,,
108816238,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/06/8a/2b/1356677632.webp,REAL-0084,40,,995000.0,chalet,sale,428.0,,5,6,"calle Romeral, 6",Madrid,Torrelodones,Los Peñascales,es,Salud y Alegría - El Lago,40.5675088,-3.8994993,True,https://www.idealista.com/inmueble/108816238/,"Exclusivo Chalet Independiente en Torrelodones: Un Refugio de Elegancia y Comodidad. Ponemos a la venta esta propiedad única en Torrelodones, un chalet independiente de 400 m² construido sobre una generosa parcela de 1307 m², que además cuenta con otra parcela de 1502 m² (dos referencias catastrales distintas), permitiendo la construcción de una segunda vivienda en el terreno. Esta residencia se caracteriza por una construcción sólida y una distribución impecable. Aunque se encuentra en excelente estado, una pequeña actualización realzaría aún más su estilo y confort. Situada en una de las mejores zonas residenciales en Torrelodones, goza de una comunicación excepcional, con acceso a la A6, servicio de autobuses, y estación de Renfe. Todo esto en un entorno que permite disfrutar del aire libre y la serenidad, sin renunciar a la proximidad de servicios de primer nivel, como el Centro Comercial Espacio Torrelodones y el prestigioso Colegio Los Sauces. Distribución de espacios - Planta Principal: Un amplio hall de entrada da paso a un salón luminoso, gracias a sus ventanales, que se conecta con una cocina espaciosa y multifuncional, con áreas independientes para el comedor y la preparación de alimentos. En esta planta también encontramos un despacho, una habitación adicional y un baño completo. - Planta Superior: Espacio de descanso que alberga cuatro generosas habitaciones y tres baños, ofreciendo confort y privacidad a toda la familia. - Planta Inferior: Esta planta ofrece un salón amplio, una zona de servicio con lavandería, otra cocina y un garaje con puerta automática. Además, dispone de salida directa al jardín consolidado y cuidado, ideal para disfrutar del entorno en cualquier época del año. Este nivel puede transformarse fácilmente en un apartamento independiente, gimnasio, sala de ocio o cualquier otro espacio que necesite. No pierda la oportunidad de vivir en un enclave privilegiado que ofrece tranquilidad, servicios exclusivos y una calidad de vida inigualable. Para más información o para programar una visita, contáctenos.",False,renew,False,,2325.0,False,False,False,False,[],False,False,995000.0,€,True,True,chalet,"Salud y Alegría - El Lago, Torrelodones","Casa independiente en calle Romeral, 6",,,,independantHouse
107142719,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/55/d7/c8/1304275453.webp,,16,1,125000.0,flat,sale,60.0,True,2,1,calle del Espliego,Madrid,Carabaña,,es,,40.2567776,-3.2413008,False,https://www.idealista.com/inmueble/107142719/,"Agencia inmobiliaria TECNOCASA ESTUDIO RESIDENCIAL CAMPO REAL - EN VENTA: “MAGNÍFICO” PISO de 60m2 construidos compuestos por: hall, salón, 2 dormitorios y 1 baños y plaza de garaje. Amplio salón, cocina totalmente amueblada. La vivienda cuenta con dos dormitorios, espaciosos y luminosos. Cada habitación está equipada con armarios empotrados.  Dispone de un baño completo, equipado con plato de ducha. El inmueble presenta varias características destacadas: ventanas de aluminio climalit, pintura lisa, calefacción eléctrica, suelos de parquet, puertas de madera, de la entrada blindada y también contamos con una plaza de aparcamiento asignada a la vivienda. El inmueble está situado en una zona ya consolidada con multitud de servicios alrededor y bien comunicada por la red de transportes del municipio. Parques y zonas infantiles cercanas. No dude en llamarnos para concertar su cita para visitar el inmueble en la que además recibirá el asesoramiento gratuito de nuestro departamento financiero KÌRON. FINANCIACION 100%.",False,good,False,False,2083.0,False,False,False,False,[],False,False,125000.0,€,True,True,flat,Carabaña,Piso en calle del Espliego,128000.0,3000.0,2.0,
