propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,district,neighborhood,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,parkingSpace.parkingSpacePrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108828811,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/19/d8/f8/1358392902.webp,9,1,3490000.0,flat,sale,251.0,True,3,4,"calle Velázquez, 43",Madrid,Madrid,es,40.4269595,-3.6844033,True,https://www.idealista.com/inmueble/108828811/,"¡Descubre este espectacular piso en venta en el corazón del barrio Salamanca! Situado en una finca clásica con portero las 24 horas, este inmueble de lujo ha sido recién reformado y ofrece las mejores calidades del mercado. Con un diseño moderno y elegante, cuenta con suelos de madera de roble y puertas de suelo a techo que aportan una sensación de amplitud y luminosidad. El piso se distribuye en 251 m² construidos, con 232 m² útiles que incluyen tres habitaciones dobles con vestidor y cuatro baños completos, perfectos para disfrutar del máximo confort. El salón comedor es muy amplio y se conecta con dos balcones que dan a la emblemática calle Velázquez, ideal para disfrutar del ambiente vibrante de la zona. Además, la cocina está equipada con electrodomésticos de alta gama Gaggenau, garantizando una experiencia culinaria excepcional. La vivienda también cuenta con aire acondicionado, calefacción de gas natural y armarios empotrados que optimizan el espacio. Con orientación sur, este piso es muy luminoso durante todo el día. No pierdas la oportunidad de vivir en una de las zonas más exclusivas de Madrid. ¡Ven a visitarlo y déjate enamorar por su encanto y elegancia!",False,good,False,True,13904.0,False,False,False,False,[],False,False,3490000.0,€,flat,"Recoletos, Madrid","Piso en calle Velázquez, 43",,Barrio de Salamanca,Recoletos,,,,,,,
108700653,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/76/e4/12/1352548047.webp,20,1,160000.0,flat,sale,57.0,True,2,1,Centro,Madrid,Arganda,es,40.301399,-3.4435724,False,https://www.idealista.com/inmueble/108700653/,"Agencia Inmobiliaria de ARGANDA DEL REY - Oficina TECNOCASA, VENDE piso en primera planta sin ascensor ideal para quienes buscan comodidad y buena ubicacion. Se compone de 2 habitaciones, baño completo, salon y cocina independiente con salida a terraza. El piso se encuentra para entrar a vivir y esta situado en pleno centro, con todos los servicios al alcance: supermercados, colegios, transporte publico, centro de salud, etc. Ideal tanto para primera vivienda como para inversion por su alta rentabilidad en alquiler. Además te recordamos que te ayudamos con la financiación de la vivienda gracias a nuestro departamento financiero KIRON. INFORMESE SIN NINGUN TIPO DE COMPROMISO.",False,good,False,False,2807.0,False,False,False,False,[],False,False,160000.0,€,flat,"Centro, Arganda",Piso,,Centro,,,,,,,,
108353344,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/84/ee/eb/1344356311.webp,37,1,257900.0,flat,sale,147.0,True,4,2,calle Alejandro Sureda,Madrid,Aranjuez,es,40.0273898,-3.6199093,False,https://www.idealista.com/inmueble/108353344/,"Estupendo piso en urbanización cerrada con garaje y trastero en los Olivos, Aranjuez. Inmoratalaz vende fantástico piso en una de las zonas mas demandadas de Aranjuez, Los Olivos, dentro de complejo residencial cerrado con todas las comodidades. La vivienda se encuentra en una primera planta y cuenta con 98 m² construidos, distribuidos de forma muy funcional en: . 4 dormitorios(uno de ellos con baño en suite con plato de ducha). Amplio y luminoso salón. Cocina con tendedero independiente. 2 baños completos (uno con plato de ducha y otro con bañera) Orientación noreste, lo que garantiza una excelente entrada de luz natural durante gran parte del día. Vivienda luminosa, ideal para familias que buscan confort y tranquilidad. Incluye plaza de garaje de 10 m² y trastero de 6 m² en el precio, ademas hay facilidad de aparcamiento en el exterior. Según catastro la superficie total del inmueble es de 147 m² sumando vivienda, garaje, trastero y zonas comunes. Edificio del año 2005, en excelente estado de conservación, I. B. I. 460€. A tan solo 3 minutos caminando al supermercado E. leclerc, Burger king, Popeyes, amplia zona de ocio. No pierdas la oportunidad de vivir en una de las mejores zonas de Aranjuez. Llámanos para concertar una visita.",True,good,False,True,1754.0,False,False,False,False,[],False,False,257900.0,€,flat,"Vergel-Las Olivas, Aranjuez",Piso en calle Alejandro Sureda,,Vergel-Las Olivas,,True,True,,,,,
107328039,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c8/2b/4f/1309690931.webp,17,bj,1440000.0,flat,sale,139.0,True,2,2,calle de Montalbán,Madrid,Madrid,es,40.4182687,-3.688521,False,https://www.idealista.com/inmueble/107328039/,"Piso de diseño por un reconocido arquitecto ideal pied-a-terre a pasos del Retiro o inversión para alquilar ya que esta en uno de los barrios más exclusivos de Madrid, Los Jeronimos. La vivienda cuenta con una lamina de agua que actua como una cascada artificial creando un espacio de tranquilidad y paz en el ambiente. El salón tiene un gran sofa para recibir, comedor y cocina abierta en madera de roble. La master es muy amplia con walk in closet y baño en suite, y la 2da habitación cuenta con cama matrimonial y otra individual. Escribenos para visitar este piso único.",False,good,False,True,10360.0,False,False,False,False,[],False,False,1440000.0,€,flat,"Jerónimos, Madrid",Piso en calle de Montalbán,,Retiro,Jerónimos,,,,,,,
108382250,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d1/c2/5b/1342445678.webp,1,1,117000.0,flat,sale,84.0,True,3,1,"avenida de Nuestra Señora de Belén, 36",Madrid,Alcalá de Henares,es,40.4783551,-3.3844559,True,https://www.idealista.com/inmueble/108382250/,"Oportunidad sólo para inversores. Debido al estado ocupacional del activo, no se pueden realizar visitas al mismo. Piso de segunda mano situado en la localidad de Alcalá de Henares, en la provincia de Madrid. Cuenta con una superficie de 84 m² que se distribuye en varias dependencias. Se encuentra próximo a centros educativos, polideportivos ya 700 metros del museo arqueológico. Dispone en sus inmediaciones de restaurantes, supermercados, alojamientos, farmacias, talleres, etc. Zona con buena comunicación con el transporte público con paradas de autobús 223, 824, N202 y la estación de tren La Garena. Con nuestros servicios podrás encontrar la vivienda que necesitas y asegurar su inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente.",False,renew,False,False,1393.0,False,False,False,False,[],False,False,117000.0,€,flat,"Reyes Católicos, Alcalá de Henares","Piso en avenida de Nuestra Señora de Belén, 36",SV NUESTRA SEÑORA BELEN ALQ,Reyes Católicos,,,,,,,,
108455724,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e1/12/09/1345424053.webp,19,4,565000.0,flat,sale,80.0,False,3,2,calle de Santa Ana,Madrid,Madrid,es,40.4103852,-3.706505,False,https://www.idealista.com/inmueble/108455724/,"¡Universo Homes vende magnífica vivienda en calle Santa Ana! En el corazón del distrito Centro de Madrid, en la apacible y carismática calle Santa Ana, se encuentra esta magnífica vivienda de tres dormitorios y dos baños, ideal tanto para vivir como para invertir. El piso destaca por su amplitud y luminosidad, y está dotado de calefacción central con contadores individuales, lo que permite una gestión energética eficiente y adaptada a cada usuario. Asimismo, cuenta con sistema de aire acondicionado y calefacción mediante bomba de calor, garantizando un ambiente confortable durante todas las estaciones del año. La vivienda se entrega completamente amueblada, tal como se aprecia en las fotografías, equipada con todo lo necesario para entrar a vivir sin preocupaciones. Su localización es inmejorable: a pocos pasos de la Plaza Mayor y perfectamente integrada en el casco histórico de la ciudad, permite disfrutar al máximo del entorno cultural, gastronómico y comercial. Muy cerca se encuentran también la Plaza de Cascorro, epicentro del famoso mercadillo de El Rastro, y el pintoresco barrio de La Latina, célebre por sus tabernas y ambiente tradicional madrileño. En cuanto a comunicaciones, el inmueble cuenta con excelentes opciones de transporte público. Las estaciones de metro de La Latina (L5) y Tirso de Molina (L1) se hallan a escasos minutos andando, al igual que varias líneas de autobús, lo que asegura una conexión cómoda con el resto de la ciudad. Una propiedad con carácter, lista para entrar a vivir, ubicada en una zona de alta demanda y que ofrece una calidad de vida excepcional. Visite sin compromiso. Solicite más información y/o cita previa en el teléfono o al correo electrónico. En Universo Homes podemos resolver todas tus dudas y te ayudamos a encontrar financiación. Realizamos todo tipo de trámites: inscripciones, herencias, cancelaciones hipotecarias, CEE. Universo Homes, somos tu agencia de confianza, con un equipo joven y dinámico. ¡Nos encontramos en la calle Mayor nº4!",False,good,False,True,7063.0,False,False,False,False,[],False,False,565000.0,€,flat,"Lavapiés-Embajadores, Madrid",Piso en calle de Santa Ana,,Centro,Lavapiés-Embajadores,,,,,,,
104032163,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/95/15/7c/1207780000.webp,19,3,169000.0,flat,sale,50.0,True,2,1,calle Fuenlabrada,Madrid,Alcorcón,es,40.3463468,-3.8266353,False,https://www.idealista.com/inmueble/104032163/,"TU CASA ALCORCON VENDE ESTUPENDA VIVIENDA REFORMADA PARA ENTRAR A VIVIR. La vivienda consta de: 2 dormitorios, salón independiente con acceso a terraza, cuarto de baño completo, cocina amueblada, suelos de gres, MUY LUMINOSA, aire acondicionado con bomba frio-calor, hall de entrada, puertas interiores de roble. La vivienda se encuentra cerca de C/ Mayor, comercios, parques infantiles, parada de autobus, etc. Este anuncio no es vinculante, puede contener errores, se muestra a título informativo y no contractual. NO DUDES EN LLAMARNOS! FINANCIACIÓN 100%.",False,good,False,False,3380.0,False,False,False,False,[],False,False,169000.0,€,flat,"Casco Antiguo, Alcorcón",Piso en calle Fuenlabrada,,Centro,Casco Antiguo,,,,,,,
107151576,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/04/9a/f6/1313756094.webp,1,3,86300.0,flat,sale,112.0,True,3,1,"calle de Beniferri, 32",Madrid,Madrid,es,40.3442879,-3.6919606,True,https://www.idealista.com/inmueble/107151576/,"*** OKUPADA, SE VENDE LA PROPIEDAD., NO L APOSESION. El inmueble se encuentra ocupado ilegalmente por terceros y sin los suministros debidamente contratados. El Inmueble se transmitirá: (i) como cuerpo cierto y a tanto alzado (ii) como un todo, inseparable (iii) en el estado registral y catastral en el que se encuentre (iv) en el estado físico, calidades, jurídico, urbanístico, administrativo, de licencias, de protección, de conservación y limpieza en el que se encuentre (v) al corriente de gastos e impuestos que por Ley corresponda al Vendedor y (vi) sin dotación de servicios y suministros. El Adquirente asumirá (i) la situación física y estado de conservación (ii) la situación urbanística (iii) las discrepancias entre la realidad física y la realidad registral y catastral o en la cabida del Inmueble (iv) la adecuación registral y catastral del Inmueble y (v) los tramites que conlleven la obtención de la Posesión Judicial del Inmueble. La Propiedad no responderá de/l (i) estado de conservación (ii) los vicios vistos y aparentes (iii) la regularización registral o catastral (iv) las discrepancias de cabida, que pudieran existir (v) la responsabilidad en la obtención de la cédula de habitabilidad del Inmueble, salvo que en la Comunidad Autónoma donde se ubique el Inmueble sea obligatoria su entrega y (vi) cualesquiera costes, gastos, honorarios, aranceles o tributos que se deriven de lo anterior. Sí a fecha de venta, la Propiedad hubiese demandado judicialmente la ocupación, podría el adquirente subrogarse en dicha demanda, no pudiendo reclamar importe alguno a la Propiedad como consecuencia de ello, salvo por los honorarios de abogados y procuradores que hasta la fecha de la transmisión se hubiesen devengado que, en cualquier caso, serán por cuenta de éste. Si en la fecha de venta, la Propiedad hubiese interpuesto una denuncia penal, que se encontrase en curso, se comunicará al Juzgado la venta, apartándose la Propiedad del procedimiento como acusación particular. El estado de ocupación y/o los impedimentos para que el inmueble pueda ser visitado libremente por los técnicos impedirían: i) su tasación oficial conforme exige la Orden ECO/805/2003, de 27 de marzo, por lo que el inmueble, mientras perdure la situación ocupacional, no podría ser hipotecado, en consecuencia, no podría constituirse financiación hipotecaria sobre este tipo de fincas, cuya adquisición requerirá el otorgamiento de otro tipo de garantías en caso de solicitarse financiación y ii) la obtención por parte de la propiedad del certificado de eficiencia energética. [IW].",False,renew,False,False,771.0,False,False,False,False,[],False,False,86300.0,€,flat,"San Cristóbal, Madrid","Piso en calle de Beniferri, 32",OK BENIFERRI SV,Villaverde,San Cristóbal,,,,,,,
107426467,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f5/31/e8/1312381690.webp,26,4,649600.0,flat,sale,112.0,True,6,2,calle de Embajadores,Madrid,Madrid,es,40.3906488,-3.6914825,False,https://www.idealista.com/inmueble/107426467/,"¡Descubre tu nuevo hogar en este luminoso piso reformado! Ubicado en una zona con excelente conectividad, a un paso del metro, este espacioso inmueble de 112 m² te ofrece comodidad y estilo. Consta de 6 dormitorios, 5 de ellos de excelente tamaño y una habitación más pequeña, ideal para adaptarse a tus necesidades. Dispone de 2 baños modernos y un área común perfecta para compartir momentos inolvidables. Totalmente amueblado y equipado con todos los electrodomésticos, incluyendo 2 neveras y lavavajillas, lo que garantiza una vida sin preocupaciones. Construido en 1957, este piso se encuentra en buen estado y está situado en la cuarta planta de un edificio con ascensor, ofreciendo vistas exteriores que llenan cada rincón de luz natural. Aunque no dispone de calefacción, su orientación y diseño aseguran un ambiente acogedor durante todo el año. Una oportunidad única para inversionistas que buscan una propiedad versátil y bien ubicada. ¡No dejes pasar esta oportunidad de inversión en el corazón de la ciudad!",True,good,False,True,5800.0,False,False,False,False,[],False,False,649600.0,€,flat,"Legazpi, Madrid",Piso en calle de Embajadores,,Arganzuela,Legazpi,,,,,,,
107746417,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d1/5d/70/1332947302.webp,28,6,1690000.0,flat,sale,140.0,True,3,2,calle de Diego de León,Madrid,Madrid,es,40.4354505,-3.6812098,False,https://www.idealista.com/inmueble/107746417/,"Ubicada en la prestigiosa zona de Castellana, en el barrio de Salamanca, esta espectacular vivienda en una 6ª planta exterior ofrece gran luminosidad en todas sus estancias y unas vistas despejadas que la convierten en un espacio único y agradable.  Se encuentra en una elegante finca clásica de 1950 con servicio de portería, fusionando el encanto de la arquitectura tradicional con las comodidades de una reforma de lujo, donde cada detalle ha sido diseñado a medida. Los techos altos y las molduras aportan sofisticación a esta vivienda, que ha sido concebida con un concepto abierto. La amplia cocina con isla, equipada con electrodomésticos de alta gama, se integra a la perfección con el salón y la zona de comedor, creando un espacio moderno, funcional y acogedor. La zona de noche cuenta con tres dormitorios, destacando el dormitorio principal, que dispone de un baño en suite y disfruta de vistas despejadas. Los otros dos dormitorios comparten un segundo baño completo, diseñado con materiales de alta calidad Castellana: Elegancia y Exclusividad El barrio de Castellana, dentro del distrito de Salamanca, es sinónimo de exclusividad, lujo y sofisticación. Rodeado de amplias avenidas, embajadas y algunos de los edificios más representativos de la ciudad, ofrece una gran oferta gastronómica, comercial y cultural. Su proximidad a Paseo de la Castellana y a zonas verdes como El Retiro, además de su excelente comunicación con el resto de la ciudad, lo convierten en una de las mejores ubicaciones de Madrid para vivir. Quienes somos: Prestige Capital: Exclusividad y excelencia en el mercado inmobiliario de Madrid Prestige Capital es una firma especializada en la venta de inmuebles exclusivos en las mejores zonas de Madrid. Funcionamos como un family office boutique, combinando la atención personalizada de un equipo selecto con el respaldo de varias inmobiliarias especializadas en propiedades de alto nivel. Nuestra filosofía se basa en ofrecer a cada cliente un servicio discreto, personalizado y altamente eficiente, garantizando acceso a algunas de las propiedades más codiciadas del mercado. Gracias a nuestra red de contactos y profundo conocimiento del sector, facilitamos inversiones estratégicas y operaciones inmobiliarias de lujo con total confianza y transparencia. En Prestige Capital, convertimos la búsqueda de una propiedad en una experiencia exclusiva, asegurando que cada inversión refleje el estilo y las aspiraciones de nuestros clientes más exigentes.",False,good,False,True,12071.0,False,False,False,False,[],False,False,1690000.0,€,flat,"Castellana, Madrid",Piso en calle de Diego de León,,Barrio de Salamanca,Castellana,,,,,,,
108510023,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b7/8b/00/1347045372.webp,30,9,274900.0,flat,sale,113.0,True,3,2,Palomeras Sureste,Madrid,Madrid,es,40.3861928,-3.6406208,False,https://www.idealista.com/inmueble/108510023/,"AGENCIA TECNOCASA VALLECAS ¡Descubre tu nuevo hogar en este estupendo piso de 113 m², listo para entrar a vivir! Situado en la novena planta, este luminoso inmueble cuenta con 3 amplios dormitorios y 2 baños, perfectos para disfrutar de la comodidad y el espacio que mereces. La cocina está equipada y totalmente renovada para que puedas dar rienda suelta a tu creatividad culinaria. Además, el edificio dispone de ascensor, facilitando el acceso a tu nuevo hogar. Cuenta con una terraza de gran tamaño, ideal para momentos de relax. La ubicación es inmejorable, a pocos pasos del metro Miguel Hernández, lo que garantiza una excelente conexión con el resto de la ciudad. En los alrededores encontrarás supermercados, farmacias y colegios, ideal para familias. También cuenta con buena comunicación mediante las líneas de autobús 144 y 54, así como acceso rápido a las autovías A3 y M45. Este piso tiene armarios empotrados, calefacción por bomba de frío/calor y aire acondicionado, asegurando tu confort durante todo el año. Con una clase energética E, es un espacio eficiente y acogedor. No dejes pasar la oportunidad de visitar este maravilloso piso; ¡puede ser el hogar que siempre has soñado!",False,good,False,True,2433.0,False,False,False,False,[],False,False,274900.0,€,flat,"Palomeras sureste, Madrid",Piso en Palomeras Sureste,Carlos,Puente de Vallecas,Palomeras sureste,,,,,,,
108601465,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/28/57/fe/1349664922.webp,5,1,1160000.0,flat,sale,99.0,True,2,1,Barrio Trafalgar,Madrid,Madrid,es,40.4312002,-3.702648,False,https://www.idealista.com/inmueble/108601465/,"Polo Properties, nos presenta esta bonita propiedad, situada cerca de la Plaza de Olavide, un lugar con movimiento y vida, se encuentra ubicada en uno de los mejores barrios de la capital, Chamberi. Esta bonita propiedad se encuentra completamente reformada, cómoda y actual. La zona social la compone un amplio salón, con dos maravillosos balcones, que dan a una zona arbolada y peatonal, integrada va la cocina, moderna y funcional. Haciendo que esta área sea el lugar perfecto para recibir a nuestros amigos. La zona de descanso la compone dos dormitorios el principal soleado, con una amplia zona de armarios y baño amplio en suite. El segundo dormitorio cuenta con una amplia zona de armarios, da a un patio tranquilo, donde facilita el descanso, el baño que le da servicio se encuentra fuera del dormitorio. También contamos con una maravillosa zona de lavandería, que nos da comodidad y bienestar en la propiedad. Toda la propiedad cuenta con mucha luz, haciendo que esta propiedad sea el lugar ideal para vivir.",False,good,False,True,11717.0,True,False,False,False,[],False,False,1160000.0,€,flat,"Trafalgar, Madrid",Piso,86051275,Chamberí,Trafalgar,,,,,,,
108280577,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6b/cc/85/1339385635.webp,1,3,95000.0,flat,sale,90.0,True,3,1,"calle Postas, 19",Madrid,Ciempozuelos,es,40.1539983,-3.6280468,True,https://www.idealista.com/inmueble/108280577/,"Piso con 3 habitaciones en la provincia de Madrid, en el municipio de Ciempozuelos, en la calle POSTAS. CON INCIDENCIAS: ALQUILADO - NO VISITABLE. Actualmente alquilado con una renta mensual de 466 €, con contrato en vigor hasta el 3 de marzo de 2028.",False,good,False,True,1056.0,False,False,False,False,[],False,False,95000.0,€,flat,"Cuevas - Ilustración, Ciempozuelos","Piso en calle Postas, 19",,Cuevas - Ilustración,,,,,,,,
107828079,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c3/61/77/1325374053.webp,28,,120500.0,flat,sale,61.0,,2,1,calle Ezequiel Peñalver,Madrid,Madrid,es,40.4487592,-3.5524379,False,https://www.idealista.com/inmueble/107828079/,"Piso de segunda mano en la ciudad de Madrid. Tiene una superficie de 61 m² en los que cuenta con 2 dormitorios y 1 baño. Precisa de reformas. Se localiza en el barrio de Barajas, próxima al aeropuerto, con buen acceso a las carreteras A-2 y M-14 en pocos minutos. Dispone de paradas de autobús y tren cercanas. Próxima a comercios de la zona. Con nuestros servicios podrá encontrar la vivienda que necesita y asegurar su inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente. - Inscripción en el Registro de la Propiedad en trámite. La anterior situación del activo puede suponer dificultad/imposibilidad en la obtención de financiación hipotecaria por el comprador. Consultar su situación actual, así como, las condiciones de su transmisión. Se recomienda que el comprador obtenga asesoramiento profesional y legal antes de adoptar la decisión de compra.",False,renew,False,False,1975.0,False,False,False,False,[],False,False,120500.0,€,flat,"Aeropuerto, Madrid",Piso en calle Ezequiel Peñalver,C6-08494-0001,Barajas,Aeropuerto,,,,,,,
108803563,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/29/59/80/1355616199.webp,16,1,225000.0,flat,sale,73.0,True,2,1,Barrio Casco Antiguo,Madrid,Las Rozas de Madrid,es,40.4906614,-3.8750167,False,https://www.idealista.com/inmueble/108803563/,"PREMIUM REALTY INMOBILIARIA pone a la venta EN NUDA PROPIEDAD esta fantástica vivienda en pleno centro de las rozas de Madrid Descubre esta increíble oportunidad de inversión en el corazón de Las Rozas! Se presenta en venta la nuda propiedad de un luminoso piso de 73 m², ideal para aquellos que buscan algo económico en opción de inversión. Este encantador inmueble cuenta con 2 dormitorios, un baño moderno con plato de ducha y un amplio salón que invita a disfrutar de momentos inolvidables. La cocina americana, perfectamente equipada, se integra a la perfección con el espacio, creando un ambiente cálido Ubicado en una primera planta sin ascensor, este piso ofrece un ambiente tranquilo y acogedor. La usufructuaria de 73 años MANTENDRA EL USUFRUCTO VITALICIO, lo que permite a los compradores disfrutar de una inversión segura a largo plazo. Además, el piso está equipado con suelo radiante y aire acondicionado, garantizando el máximo confort durante todo el año. La ubicación es inmejorable, rodeada de supermercados, tiendas, colegios y centros comerciales, así como zonas de parques ideales para pasear. La estación de Cercanías Renfe se encuentra a tan solo 15 minutos a pie, facilitando el acceso a Madrid y otras localidades cercanas. Con poca comunidad y en un estado excelente, este piso es una oportunidad única que no querrás dejar escapar.   Ideal para INVERSORES  ¡Contáctanos para más información y ven a visitarlo!",False,good,False,False,3082.0,False,False,False,False,[],False,False,225000.0,€,flat,"Casco Antiguo, Las Rozas de Madrid",Piso,,Rozas Centro,Casco Antiguo,,,,,,,
107210623,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d1/76/40/1306262092.webp,12,bj,180000.0,flat,sale,82.0,True,3,1,paseo San Antonio,Madrid,Fuenlabrada,es,40.2846574,-3.7957194,False,https://www.idealista.com/inmueble/107210623/,"Piso sin ascensor, de 82m² distribuido en, salon-comedor, cocina independiente amueblada, cuarto lavadero, tres dormitorios y un baño.",False,good,False,False,2195.0,True,False,False,False,[],False,False,180000.0,€,flat,"Centro, Fuenlabrada",Piso en paseo San Antonio,10FUENLABRADA9308502SANANTON,Centro,,,,,,,,
107576741,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/48/3f/84/1316687951.webp,17,6,650000.0,penthouse,sale,70.0,True,1,1,calle de la Princesa,Madrid,Madrid,es,40.4302527,-3.7178659,False,https://www.idealista.com/inmueble/107576741/,"Maravilloso ático de un dormitorio completamente reformado con una excepcional reforma y altísimas calidades en Argüelles, muy cerca de la calle Princesa.   Este precioso piso de 70 metros construidos con orientación Suroeste consta de un hall de entrada dónde se ubica la cocina, un cuarto de baño completo con ventana, de muy buen tamaño, un dormitorio y un salón - comedor con acceso a bonita terraza de 12 metros cuadrados y vistas despejadas.   Magnífica luz desde todas las estancias de la casa. Grandes armarios con muchísima capacidad. Techos muy altos. Puertas de suelo a techo. El edificio, de 1920, se encuentra en muy buen estado de conservación. Estupendo portal sin barreras arquitectónicas y con ascensor. El piso se vende con cocina amueblada con todos los electrodomésticos de alta gama. Podría quedarse, adicionalmente, parte del mobiliario que aparece en las fotografías. - IBI: 565 euros. - Gastos de comunidad: 84 euros.",True,good,False,True,9286.0,False,False,False,False,[],False,False,650000.0,€,flat,"Argüelles, Madrid",Ático en calle de la Princesa,1300,Moncloa,Argüelles,,,penthouse,,,,
108855875,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e4/84/23/1357121140.webp,48,3,690000.0,flat,sale,75.0,True,3,1,Barrio Fuente del Berro,Madrid,Madrid,es,40.4279896,-3.6660455,False,https://www.idealista.com/inmueble/108855875/,"VIANCASA Inmobiliaria presenta en exclusiva este luminoso piso exterior de 3 dormitorios, ideal tanto para inversión como para vivir en una de las zonas más demandadas de Madrid. La vivienda cuenta con: Tres habitaciones con excelente luz natural y amplios ventanales. Salón-comedor de paso, funcional y acogedor. Baño completo reformado con plato de ducha. Cocina totalmente equipada con electrodomésticos: microondas, horno, lavadora, frigorífico. Calefacción individual de gas natural. Edificio con ascensor y servicio de portería. Ubicación privilegiada: a escasos metros del metro Manuel Becerra y Ventas, con múltiples líneas de autobús, acceso directo al centro y conexión rápida con A-2 y M-30. Rodeado de todo tipo de servicios: centros comerciales, comercios, restaurantes, zonas verdes, colegios, centros médicos y puntos de interés turístico. Alta demanda de alquiler en la zona, ideal para obtener una rentabilidad inmediata. Perfecto para quienes buscan un producto seguro y de revalorización constante. ¡Solicita una visita y no dejes pasar esta excelente oportunidad!",False,good,False,True,9200.0,False,False,False,False,[],False,False,690000.0,€,flat,"Fuente del Berro, Madrid",Piso,VP600,Barrio de Salamanca,Fuente del Berro,,,,,,,
108521811,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d4/38/1b/1347397984.webp,11,4,259738.0,penthouse,sale,52.0,True,1,1,calle del Áncora,Madrid,Madrid,es,40.4038853,-3.689315,False,https://www.idealista.com/inmueble/108521811/,"¡OPORTUNIDAD DE INVERSIÓN EN PLENO CORAZÓN DE MADRID! A escasos pasos de la estación de Atocha Presentamos esta fantástica vivienda exterior ubicada en una cuarta planta con ascensor, justo al lado de la Estación de Atocha, el principal nudo de comunicaciones de la ciudad. Con 51 m² construidos y una distribución muy aprovechable, esta propiedad se convierte en una opción perfecta para quienes buscan rentabilidad inmediata en alquiler por habitaciones o media/larga estancia. � Luz natural todo el día gracias a su orientación exterior, que aporta calidez y amplitud a cada estancia. � Edificio con ascensor, un valor añadido en la zona que garantiza comodidad y accesibilidad. � Alta demanda de alquiler por su cercanía a centros universitarios, hospitales, oficinas, estaciones de AVE y metro. � A un paso de los grandes referentes culturales de Madrid: Museo del Prado, Reina Sofía, CaixaForum, y muy cerca del Retiro. � Rodeado de una vibrante oferta gastronómica y de ocio: terrazas, restaurantes, cafeterías, mercados y vida nocturna. Ideal para inversores que buscan una propiedad en una zona consolidada, con altísima demanda tanto de estudiantes como de jóvenes profesionales. � Ubicación, luz, ascensor y rentabilidad: todo lo que buscas, en un solo inmueble. ¡No dejes pasar esta oportunidad única en una de las zonas más dinámicas y rentables de Madrid! � Contáctanos para más información o concertar una visita. Nota. Las infografias corresponden a un posible proyecto de rehabilitación y asesoramiento de interiorismo no incluidos en el precio.",False,good,False,True,4995.0,False,False,False,False,[],False,False,259738.0,€,flat,"Palos de la Frontera, Madrid",Ático en calle del Áncora,,Arganzuela,Palos de la Frontera,,,penthouse,,273975.0,14237.0,5.0
