propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,detailedType.subTypology,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,newDevelopmentFinished,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108588703,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/67/30/9f/1349278429.webp,W-030IW0,38,1,1550000.0,flat,sale,139.0,True,3,2,calle de Alcántara,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4295105,-3.6752842,False,https://www.idealista.com/inmueble/108588703/,"Amplia, luminosa y magnífica vivienda en Lista. Engel&Völkers presenta esta espectacular vivienda en el corazón de Madrid, en pleno barrio de Salamanca.  Una propiedad de 139 metros cuadrados, tres habitaciones, tres balcones en el salón principal, que ofrecen una cálida iluminación durante todo el día, dos baños, y cocina integrada y reformada modernamente.  Este piso otorga la comodidad y tranquilidad de una residencia familiar, amplia y radiante, y el lujo de vivir en una zona privilegiada de la ciudad. Ubicada en el corazón del prestigioso barrio de Salamanca, la propiedad en el barrio de Lista, ofrece un entorno inigualable para los compradores más exigentes. Este enclave es conocido por su elegancia y exclusividad, atrayendo a una clientela sofisticada que valora tanto el lujo como la comodidad. El barrio de Salamanca es sinónimo de clase y distinción, caracterizado por sus amplias avenidas arboladas, boutiques de alta gama y restaurantes de renombre internacional. La infraestructura de la zona es impecable, con excelentes conexiones de transporte público que incluyen varias estaciones de metro cercanas, como Núñez de Balboa y Diego de León, que garantizan un acceso rápido y eficiente al resto de la ciudad. Además, se encuentra a tan solo 15 minutos en coche del Aeropuerto Adolfo Suárez Madrid-Barajas, lo que facilita los viajes internacionales.",True,good,False,True,11151.0,True,False,True,False,[],False,False,1550000.0,€,flat,"Lista, Madrid",Piso en calle de Alcántara,Destacado,,,,,,,
107851564,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a0/34/63/1354436128.webp,c7dc60c3-1e75-47ec-8ce1-7fb436418126,40,1,1400000.0,flat,sale,178.0,True,4,2,calle del Buen Suceso,Madrid,Madrid,Moncloa,es,Argüelles,40.4272019,-3.7191418,False,https://www.idealista.com/inmueble/107851564/,"Hay viviendas que ofrecen metros, y otras que ofrecen historias escritas y por escribir. Este espacioso piso de 178 m² en el corazón de Argüelles, distrito Moncloa-Aravaca, una de las zonas más cotizadas de Madrid. No es solo una propiedad es una promesa de vida plena en uno de los barrios con más carácter de Madrid.  Sus propietarios han disfrutado plenamente del barrio y de Madrid gracias a su caracter de hogar que acompaña y protege de forma discreta pero activa a toda la familia.  Realmente no sabría decir porque es extraordinario pero sí puedo decir que ha proporcionado acompañamiento silencioso en el desarrollo de las vidas de sus propietarios.  Imagina despertar en una casa bañada por la luz del este, en una calle arropada por árboles centenarios, a sólo cien pasos del Parque del Oeste, donde el aroma de la Rosaleda en primavera se cuela por la ventana y convierte cualquier desayuno en un recuerdo inolvidable. O sentir la fragancia de los arboles paseando por Rosales las noches de verano. En las faldas de Navacerrada, te permite vivir a las afueras estando en pleno centro de Madrid.  El inmueble cuenta con cuatro dormitorios, habitacione de servicio, despensa interior grande y dos baños.  Su generosa distribución es como un lienzo en blanco, esperando la visión de alguien que quiera convertirlo en su hogar soñado. Sus techos altos, sus espacios amplios y su estructura clásica respiran la esencia de aquellas casas madrileñas donde el tiempo parecía ir más despacio, donde cada rincón invita a quedarse un poco más. Desde sus 3 balcones exteriores, se escucha el murmullo discreto de la ciudad elegante, esa que prefiere el susurro al estruendo. Aquí, el lujo no se exhibe: se respira. El calor de su calentador de gas, en los meses fríos, no sólo abriga el cuerpo, sino también el alma. Aunque requiere una reforma integral, este piso no pide ser cambiado, pide ser comprendido.  Tiene el potencial de convertirse en un espacio verdaderamente único, donde diseño y memoria convivan en armonía. Pensad que es una casa de más de un siglo, de diseño señorial típico de la zona. Admite cualquier tipo de reforma, con carácter moderno, donde el contraste puede ser singular y si el acabado es clásico será una vivienda especial. Fachada clásica pero en perfecto estado, con un portal actualizado manteniendo el carácter inicial dando elegancia al conjunto. Vivir aquí es poder bajar a por el pan y cruzarte con un vecino que aún saluda. Es tener al lado colegios con historia —como los Sagrados Corazones, donde estudió Julio Iglesias— O proporcionar comodidad si tus hijos deciden estudiar sus carreras en las prestigiosas universidades de ICADE, Nebrija o Comillas. Y caminar hasta la Gran Vía sin prisas, pasando por el Templo de Debod, el Palacio de Liria, el Corte Inglés de Princesa, o el conservatorio donde resuenan las notas de un Madrid más íntimo y eterno.  Argüelles es así: una joya discreta, un barrio que no necesita gritar para hacerse sentir. Y este ejemplar es su reflejo perfecto.",False,good,False,True,7865.0,True,False,False,False,[],False,False,1400000.0,€,flat,"Argüelles, Madrid",Piso en calle del Buen Suceso,Destacado,,,,,,,
108374909,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e3/9d/14/1342219256.webp,W-0308EE,37,2,650000.0,penthouse,sale,212.0,True,5,3,calle de Argos,Madrid,Madrid,San Blas,es,Simancas,40.4378628,-3.6346537,False,https://www.idealista.com/inmueble/108374909/,"Dúplex de diseño al lado de la calle Alcalá Engel & Völkers pone a su disposición en exclusiva y sin comisión al comprador, este fantástico inmueble de lujo. Un dúplex de diseño, completamente reformado a escasos metros de la emblemática calle Alcalá de Madrid. Con 212m2 distribuidos en dos plantas, consta de 4 dormitorios y 3 baños completos, 1 de ellos en suite. Un amplio salón, un gran despacho en planta superior y un taller/estudio de casi 40 m2. Todos los dormitorios tienen armarios empotrados de gran capacidad y una impresionante luz natural. Esta espectacular vivienda de diseño está dotada de las mejores calidades, grandes ventanales oscilobatientes realizadas en carpitería de aluminio blanco, con cierre hermético que la aisla completamente de los ruidos del exterior y mantiene la temperatura idónea en el hogar. Suelos y puertas de madera, amplia cocina totalmente equipada, sistema de alarma. Un auténtico lujo con todas las comodidades en pleno corazón de Madrid. Este piso está magníficamente ubicado en un céntrico barrio de Madrid, el barrio de Ciudad Lineal. A escasos metros de la popular Calle Alcalá cuenta con un sinfín de servicios comerciales a la puerta, tales como zonas comerciales y de ocio (el C. C. Alcalá Norte, C. C. Arturo Soria Plaza), bares y cafeterías, supermercados, zonas ajardinadas como el gran Parque El Calero, el Parque la Quinta Los Molinos, áreas deportivas como el Polideportivo Municipal de La Concepción. Servicios de salud como el Centro de Salud Estrecho de Corea o el Hospital Viamed Fuensanta, así como el Hospital Universitario Alfonso X El Sabio. También cuenta con centros educativos como el Colegio Jesús María, Obispo Perelló o el Corazón de María. En relación al transporte público no podría estar mejor comunicado, con salidas de metro en la puerta (Pueblo Nuevo, Ciudad Lineal) y multitud de líneas de autobúses. Y para quienes prefieran moverse en coche, tienen la salida a la A2 (Zaragoza) y está a sólo 15 minutos en coche del aeropuerto Adolfo Suárez.",False,good,False,False,3066.0,True,False,True,False,[],False,False,650000.0,€,flat,"Simancas, Madrid",Ático en calle de Argos,Destacado,penthouse,,,,,,
107640794,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a4/0c/e5/1318475261.webp,E000169,29,3,390000.0,flat,sale,106.0,True,4,2,Barrio Valdepelayo-Montepinos-Arroyo Culebro,Madrid,Leganés,Valdepelayo - Montepinos - Arroyo Culebro,es,Valdepelayo-Montepinos-Arroyo Culebro,40.313713,-3.7891644,False,https://www.idealista.com/inmueble/107640794/,"BANCASA INMOBILIARIA, vende e PISO en ARROYO CULEBRO, URBANIZACION PRIVADA. Vivienda EXTERIOR de 106 METROS, 4 DORMITORIOS + 2 BAÑOS + PLAZA GARAJE + TRASTERO. TERCERA PLANTA CON ASCENSOR PLAZA GARAJE Y TRASTERO de 7 Metros (Incluidas en el precio) SEGUNDA PLAZA GARAJE OPCIONAL (18.000€) ZONAS COMUNES. Vivienda está distribuida en: SALON INDEPENDIENTE con dos ambientes diferenciados y AIRE ACONDICIONADO. COCINA totalmente equipada, muebles altos y bajos. DORMITORIO PRINCIPAL con BAÑO EN SUITE, armario empotrado y AIRE ACONDICIONADO. DORMITORIOS SECUNDARIOS con armarios empotrados, uno de ellos con AIRE ACONDICIONADO. SEGUNDO BAÑO completo con Plato de Ducha. HALL Y PASILLO con AIRE ACONDICIONADO. Suelos de la vivienda son Tarima. Carpintería exterior son ventana aluminio CLIMALIT Batientes. Carpintería interior son puertas de ROBLE. Calefacción Individual Gas Natural. Puerta Blindada. Portero automático. Renfe a 6 minutos andando. Autobuses de línea a 5 minutos andando. Centro Salud. Colegios e Institutos.  Todo tipo servicios y supermercados y farmacia.  Financiación hasta 90% con nuestro propio departamento financiero. Hipoteca fija 30 años desde 2,20% Hipoteca variable 30 años desde euribor + 0.69% Consulta condiciones en bancasa. es.",True,good,False,True,3679.0,False,False,True,False,[],False,False,390000.0,€,flat,"Valdepelayo-Montepinos-Arroyo Culebro, Leganés",Piso,Destacado,,True,True,,,,
108902307,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/06/76/39/1358418858.webp,POLVORANCA MANU ,19,3,197000.0,flat,sale,50.0,False,1,1,callejón Ordóñez,Madrid,Leganés,Centro,es,Casco Antiguo,40.3309607,-3.7673223,False,https://www.idealista.com/inmueble/108902307/,"HOGARES LEGANÉS pone a la venta en exclusiva este precioso piso totalmente reformado en una de las mejores zonas de Leganés Centro. Te presentamos esta fantástica vivienda de 50 m² construidos, ubicada en una tercera planta sin ascensor, completamente reformada con estilo moderno y funcional. Originalmente de dos dormitorios, la distribución se ha optimizado para crear un amplio dormitorio principal y un vestidor independiente ademas de contar con un espacio idoneo como zona de estudio, ideal para quienes buscan espacio y comodidad. La vivienda cuenta con un salón luminoso, una cocina equipada, y un baño moderno con plato de ducha. Dispone de aire acondicionado y calefacción individual, lo que garantiza el confort durante todo el año, tanto en verano como en invierno. La reforma incluye suelos, paredes, fontanería, electricidad y ventanas, por lo que está lista para entrar a vivir sin necesidad de hacer ningún tipo de obra. Ubicada en Leganés Centro, con todos los servicios a pie de calle: supermercados, colegios, zonas verdes, centros de salud, y una excelente comunicación mediante metro y RENFE, a solo unos minutos andando. ¡ Una oportunidad perfecta! Benefíciese de nuestro método de trabajo. Gestionamos la venta de su vivienda, encadenamos todos los plazos, contratos, documentación para escritura pública. Consúltenos sin compromiso. POSIBILIDAD DE HIPOTECAS 100% ESTUDIO DE FINANCIACIÓN GRATUITO CONSÚLTENOS Y CONCIERTE SU VISITA.",False,good,False,False,3940.0,False,False,False,False,[],False,False,197000.0,€,flat,"Casco Antiguo, Leganés",Piso en callejón Ordóñez,Destacado,,,,,,,
106936273,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/00/64/ec/1257250844.webp,CAMARENA ,22,bj,589920.0,flat,sale,192.0,True,3,2,"Calle Camarena, 275",Madrid,Madrid,Latina,es,Aluche,40.3856447,-3.7572081,True,https://www.idealista.com/obra-nueva/106936273/,"ÚLTIMA VIVIENDA DISPONIBLE Residencial Camarena es una promoción plurifamiliar de 43 viviendas de 1 a 4 dormitorios que cuenta con luminosas viviendas con terraza, garaje y trastero. Cuenta con unas zonas comunes completas, al contar con garaje subterráneo, permite un acceso directo a la piscina, espacio de ocio y zonas verdes.   El barrio de Aluche es un barrio consolidado en Madrid, un buen lugar para vivir para todo tipo de familias. El barrio cuenta con numerosos parques y zonas verdes, así como con una amplia oferta de centros educativos. Además, está muy bien comunicado con el resto de la ciudad, lo que facilita la conciliación familiar. En los últimos años, Aluche ha experimentado un importante proceso de revitalización, con la apertura de nuevos negocios y locales de ocio.   Desde nuestra promoción tienes el intercambiador a menos de 5 minutos andando, donde podrás encontrar línea 5 de metro, red de cercanías de Madrid y una amplia red de autobuses que conecta con todo Madrid. Acceso directo a carreteras cercanas como M-30, M-40 y A-5. y pequeñas distancias a servicios variados, a los que se puede llegar andando.    Nuestras viviendas cuentan con un equipamiento adecuado al último estándar de calidad, asegurando el mejor confort posible. Puedes contar con, aerotermia para agua caliente y climatización por suelo radiante/refrescante. Placas fotovoltaicas en cubierta y posibilidades de personalizar.",True,newdevelopment,True,True,3073.0,True,False,False,False,[],False,False,589920.0,€,flat,"Aluche, Madrid","Piso en Calle Camarena, 275",Destacado,,True,True,False,,,
107169766,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/81/59/e2/1305063142.webp,,24,,439900.0,chalet,sale,127.0,,3,2,"calle Fuente del Testero, 29",Madrid,Sevilla la Nueva,,es,,40.3574341,-4.0050744,True,https://www.idealista.com/inmueble/107169766/,"Agencia Inmobiliaria en Sevilla la Nueva INMOBILIARIA HOGARES VENDE Amplia vivienda independiente de 127 m², situada en una urbanización consolidada a tan solo 40 minutos del centro de Madrid. Esta propiedad ha sido reformada íntegramente en 2008, con un cuidado especial por los detalles y la calidad. Durante la reforma se actualizó completamente el sistema de tuberías y electricidad, y el año pasado se renovó por completo la cubierta de la casa, lo que garantiza su durabilidad y confort. La vivienda, toda en una sola planta, se distribuye en tres acogedoras habitaciones, un amplio salón con chimenea, y una cocina con salida directa a la parcela. La luminosidad es una de las características más destacadas de la propiedad, ya que al ser independiente, disfruta de gran luz natural durante todo el día. La parcela tiene 580 m², completamente solada, lo que facilita su mantenimiento y la hace ideal para disfrutar del exterior sin complicaciones. Además, cuenta con una piscina privada perfecta para relajarse en verano, y una barbacoa de obra recién construida, ideal para reuniones y eventos al aire libre. También dispone de un trastero con armario empotrado, proporcionando un espacio extra para almacenamiento. Es una vivienda perfecta para quienes buscan tranquilidad, comodidad y calidad de vida, todo ello a tan solo unos minutos de Madrid. Además, ¡te ofrecemos un servicio financiero completo! Podemos gestionar tu préstamo hipotecario y llegar a financiar hasta el 100% del valor de la vivienda, lo que hace que esta oportunidad sea aún más accesible. No dejes pasar esta oportunidad y contáctanos para más información o para agendar una visita. ¡Te esperamos!",True,good,False,,3464.0,True,True,False,True,[],False,False,439900.0,€,chalet,Sevilla la Nueva,"Casa independiente en calle Fuente del Testero, 29",Destacado,independantHouse,,,,,,
107989910,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3c/81/04/1330424048.webp,81705,46,3,229900.0,flat,sale,82.0,True,3,1,calle de Luis Grasset,Madrid,Coslada,Coslada Pueblo,es,,40.4259794,-3.5669394,False,https://www.idealista.com/inmueble/107989910/,"TengoTuCasa presenta este piso en venta en la calle Luis Grasset, en Coslada, con una superficie de 82 m². La vivienda se vende con inquilinos. La vivienda cuenta con tres dormitorios, cocina, baño, terraza y está orientada al este, lo que le proporciona una excelente entrada de luz natural durante las primeras horas del día. Se entrega completamente amueblada y equipada, lista para entrar a vivir. La cocina dispone de todos los electrodomésticos necesarios y tanto la calefacción como el agua caliente funcionan mediante sistema eléctrico. Una oportunidad ideal para quienes buscan una vivienda luminosa, bien distribuida y ubicada en una zona tranquila y bien comunicada dentro de Coslada. En cuanto a transporte, la zona cuenta con múltiples opciones. Las líneas de autobús 286, 287, 290 y N203 conectan Coslada con Madrid y otras localidades cercanas. Además, las líneas C2 y C7 de Cercanías y la línea 7 de Metro facilitan el acceso al centro de Madrid en aproximadamente 15. EL entorno ofrece una amplia gama de servicios, incluyendo supermercados, centros educativos, instalaciones deportivas y zonas verdes, lo que contribuye a una vida cómoda y práctica. En resumen, vivir en la calle Luis Grasset de Coslada significa disfrutar de un entorno tranquilo y bien comunicado, con todos los servicios necesarios al alcance y una excelente conexión con Madrid capital.",False,good,False,False,2804.0,True,False,False,False,[],False,False,229900.0,€,flat,"Coslada Pueblo, Coslada",Piso en calle de Luis Grasset,Destacado,,,,,,,
108900081,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/eb/dc/6b/1358349654.webp,,30,,690000.0,chalet,sale,175.0,,4,4,Parque Tecnológico,Madrid,Tres Cantos,Parque Tecnológico,es,,40.5858897,-3.7060294,False,https://www.idealista.com/inmueble/108900081/,"EXCLUSIVAS ARAGON, su Agencia Inmobiliaria desde 1978, le ofrece en el Sur de la Localidad de Tres Cantos, y próximo a Soto de Viñuelas un agradable CHALET ADOSADO EN VENTA CON FABULOSAS ZONAS COMUNES DEPORTIVAS. Se trata de una vivienda de unos 175m2 construidos según superficie catastral, con porche/garaje de entrada techado y dos puertas: peatonal y automática para vehículo. La vivienda, con orientación Este-Oeste, está construida en varias plantas, que se distribuyen en:  Planta principal a la que se accede desde el porche/garaje (en el que está instalado el cuarto de caldera y un pequeño lavadero), con hall distribuidor, cocina ampliada, aseo y amplio salón comedor desde el que se accede al patio ajardinado de la vivienda en el que se ha habilitado un porche acristalado.  La planta primera se distribuye en tres dormitorios y dos baños, uno de los cuales está incorporado al dormitorio principal tipo suite con armario empotrado. Las otras dos habitaciones disponen también de armarios empotrados.  En la planta bajo cubierta se ha acondicionado una agradable buhardilla, con aislamiento térmico, destinada actualmente a dormitorio con terraza solárium, baño completo y cuarto trastero y/o vestidor. Esta planta dispone de instalación de aire acondicionado.  Entre sus calidades constructivas podemos destacar: la carpintería exterior en PVC oscilobatiente, con cristal climalit y persianas; y la interior en madera lacada. Los suelos son de plaqueta y parquet. El agua caliente y la calefacción se resuelve por caldera mixta de gasnatural. Dispone de instalación de alarma y videoportero.  La vivienda dispone de magníficas instalaciones comunitarias: piscina, sala de reuniones, pista multivalente y pista de pádel, en un entorno agradable y tranquilo. Situado al sur de la localidad de Tres Cantos, con acceso inmediato a la M-607, próximo también a Soto de Viñuelas, al Parque Tecnológico, y a centros educativos públicos y privados (Institutos y Colegios), y al Colegio Americano Casvi, lo que hace de esta vivienda una interesante oportunidad para familias con hijos. Muy cerca de las paradas de autobús urbano e interurbano. Algo más distante, a unos 10 o 15 minutos a pie, se sitúa la Estación de Renfe Cercanías o el entorno comercial de la Avenida de Viñuelas, comunicado todo ello por autobús urbano. En el precio de venta indicado no se incluye impuestos, ni gastos de escrituración. Consúltenos a este respecto. EXCLUSIVAS ARAGÓN NO COBRA COMISIÓN A LOS COMPRADORES.",False,good,False,,3943.0,False,False,False,False,[],False,False,690000.0,€,chalet,"Parque Tecnológico, Tres Cantos",Chalet adosado,Destacado,terracedHouse,True,True,,,,
108462488,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bd/28/cf/1345647677.webp,W-02Y0JF,25,bj,950000.0,flat,sale,104.0,True,3,3,calle de Benito Gutiérrez,Madrid,Madrid,Moncloa,es,Argüelles,40.4309089,-3.7201079,False,https://www.idealista.com/inmueble/108462488/,"Propiedad reformada de tres dormitorios en Argüelles Engel & Völkers presenta esta propiedad reformada para entrar a vivir en el fabuloso barrio de Argüelles. Propiedad en planta baja interior pero con acceso a un patio a modo de terraza que le aporta mayor luminosidad a la vez que privacidad.  La propiedad está completamente reformada y cuenta con tres dormitorios y tres cuartos de baño, un amplio salón comedor y cocina integrada en éste. Los materiales y acabados de la reforma se han cuidado meticulosamente para obtener un producto único y listo para entrar a vivir o poner en rentabilidad.  Aire acondicionado por conductos. El edificio cuenta con accesibilidad, servicio de portería y calefacción central, además de un trastero en la cubierta. El Barrio de Argüelles, nació en el periodo del Ensanche, y es un magnifico exponente del Madrid burgués. Limitado por el Parque de Debod y la calle Princesa, avanza en una estrecha franja desde la Plaza de España y hacia el Parque del Oeste, delimitado por las calles de Pintor Rosales, Irún, Paseo Moret, Ferraz, Princesa, la Plaza de España y la Cuesta de San Vicente. En sus calles se conservan palacios como el de la Infanta Isabel de Borbón y antiguos asilos y conventos, como el del Buen Suceso. Es un lugar ideal para vivir, dada su ubicación bastante céntrica, su entorno verde frente al parque del Oeste y el parque de la Montaña (donde se ubica el templo egipcio de Debod), y la presencia de numerosas tiendas, zonas de ocio, bares y restaurantes con sus atractivas terrazas. En sus calles se concentra el mayor número de cines en versión original de la ciudad, además de haber visto pasar a unos cuantos personajes importantes del celuloide español por su particular Paseo de la Fama. Una de las zonas más singulares de la capital por su variedad y estupenda infraestructura con seis colegios, varias escuelas de educación infantil, un ambulatorio clínico, un centro de especialidades y su gran variedad de supermercados y restaurantes. Al mismo tiempo, los vecinos de este entrañable barrio disfrutan del maravilloso Parque del Oeste considerado uno de los pulmones de Madrid. Además, el distrito cuenta con excelentes comunicaciones gracias a su proximidad por un lado a la M-30, a la A-6, la Carretera de Castilla y al Intercambiador de Moncloa: con salida directa a la sierra de Madrid, y por otro lado acceso a la zona Centro de la capital. Una auténtica maravilla.",False,good,False,True,9135.0,True,False,False,False,[],False,False,950000.0,€,flat,"Argüelles, Madrid",Piso en calle de Benito Gutiérrez,Destacado,,,,,,,
