propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,detailedType.subTypology,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,newDevelopmentFinished,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
99569857,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/02/68/a1/1186475418.webp,Ático Duplex,18,2,1415000.0,penthouse,sale,207.0,True,3,3,"Dr. Balmis, 45",Madrid,Madrid,Moncloa,es,Aravaca,40.4585119,-3.7950703,True,https://www.idealista.com/obra-nueva/99569857/,"ÚLTIMA VIVIENDA. OBRAS EN CURSO AZEVO – LOS JARDINES DE BALMIS De la mano de la promotora AZEVO presentamos LOS JARDINES DE BALMIS, un exclusivo concepto residencial donde la arquitectura y la naturaleza se combinan para crear espacios únicos. Esta promoción está formada por un conjunto de 9 exclusivas viviendas situadas en un entorno privilegiado, el barrio madrileño de El Barrial (Aravaca). Bienvenidos a vuestro nuevo hogar, una urbanización que cuenta con un nivel de calidad y diseño a la altura de los gustos más exigentes. LAS VIVIENDAS LOS JARDINES DE BALMIS cuenta con 3 bloques con viviendas unifamiliares de diferentes tipologías que ocupan toda la planta del edificio, concebidas y diseñadas con la orientación idónea para asegurar siempre una iluminación natural y vistas en todas sus fachadas. Las viviendas en formato ático, cuenta con una lamina de agua privada en la zona de solarium. Además cada vivienda dispone de 2 plazas de garaje. Además, todas las viviendas cuentan con amplias terrazas y zonas comunes, una piscina comunitaria, jardines exteriores para compartir momentos especiales y garita de seguridad para la tranquilidad de los vecinos. LOCALIZACIÓN La promoción está localizada en la Calle del Doctor Balmis, en la zona de El Barrial, con perfecta comunicación a diez minutos andando del centro de Pozuelo de Alarcón. Una ubicación familiar y tranquila donde disfrutar de un entorno apacible, y que además cuenta con numerosos servicios y está muy bien comunicada con el centro tanto por carretera como por transporte público. Parte del material audiovisual mostrado en el anuncio es una representación orientativa del resultado final del proyecto, pudiendo sufrir modificaciones por exigencias técnicas, legales o administrativas. Tanto la jardinería como el mobiliario urbano y de las viviendas es ficticio y tiene validez únicamente a efectos decorativos, siendo el equipamiento de los inmuebles el indicado en la memoria de calidades.",False,newdevelopment,True,True,6836.0,True,False,False,False,[],False,False,1415000.0,€,flat,"Aravaca, Madrid","Ático en Dr. Balmis, 45",Destacado,penthouse,True,True,False,,,
108738064,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d3/eb/3c/1353762403.webp,RLGS0164,5,,475000.0,chalet,sale,266.0,,5,3,"calle Araucarias, 2",Madrid,Galapagar,Los Jarales - Las Minas,es,,40.5866551,-3.9646788,True,https://www.idealista.com/inmueble/108738064/,"Vivienda situada en la Calle Araucaria. En la localidad de Galapagar, en la provincia de Madrid. La vivienda tiene una superficie construida de 330,09 m2. Está distribuida en un amplio hall de entrada, que da acceso a una cocina independiente muy luminosa, y un pasillo que distribuye a un gran salón comedor. La vivienda tiene también cinco dormitorios amplios y con mucha luz, una de las habitaciones con baño en suite. Además cuenta con cuatro cuartos de baño tres de ellos completos. Situado en uno de los municipios más cotizados de la sierra de Madrid, este chalet combina la calma de un entorno natural con la comodidad de tener todos los servicios a pocos minutos. Con excelentes conexiones a Madrid mediante la A6 y transporte público, colegios de prestigio y una gran oferta de ocio, es el lugar perfecto para quienes buscan calidad de vida sin alejarse de la ciudad.",False,good,False,,1786.0,False,False,False,False,[],False,False,475000.0,€,chalet,"Los Jarales - Las Minas, Galapagar","Chalet adosado en calle Araucarias, 2",Destacado,terracedHouse,True,True,,500000.0,25000.0,5.0
102931069,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/12/d7/57/1172178843.webp,4379,67,,667000.0,chalet,sale,747.0,,8,5,calle angel,Madrid,Alcalá de Henares,San Isidro - Los Almendros,es,,40.483459,-3.3648933,False,https://www.idealista.com/inmueble/102931069/,"Casa a la venta en el centro de Alcalá de Henares, multitud de posibilidades! Casa-edificio de 747 m2 con infinidad de posibilidades, sobre todo para actividad de hostelería y/o hospedaje, ya que la localidad de Alcalá de Henares recibe diariamente multitud de turistas por ser patrimonio de la humanidad, y además cuenta con multitud de actividades de ocio y cultura que atraen a infinidad de visitantes. Edificio distribuido en tres plantas, con 8 habitaciones/estancias muy amplias, 5 baños, cocina industrial y gran salón con chimenea. Cuenta además con grandes ventanales y techos artesonados en madera. Se encuentra en un enclave privilegiado junto a la vía complutense, a 5 minutos andando del centro de la localidad, plaza de cervantes, calle mayor y la catedral magistral de los santos niños. Muy cercano también de la universidad de Alcalá de Henares y la casa de cervantes, así como a la facultad de derecho y económicas. Tiene acceso a varias paradas de autobús y dista solo 600 m de la estación de tren de Alcalá de Henares. Goza de buena comunicación con las carreteras A-2, M-100, M-119 y R-2. ¿Es lo que estás buscando? Contacta con nosotros y ven a visitarlo.",True,renew,False,,893.0,True,False,False,False,[],False,False,667000.0,€,chalet,"San Isidro - Los Almendros, Alcalá de Henares",Casa independiente en calle angel,Destacado,independantHouse,,,,715000.0,48000.0,7.0
108762889,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0d/7e/15/1354411960.webp,CV10601,60,,468000.0,chalet,sale,220.0,,4,3,El Olivar - La Magdalena,Madrid,Colmenar Viejo,El Olivar - La Magdalena,es,,40.6557941,-3.762025,False,https://www.idealista.com/inmueble/108762889/,"ATANCE INMOBILIARIA vende en exclusiva este fantástico chalet, ideal para familias, situado en una tranquila y bien comunicada zona residencial. A la entrada de la vivienda nos recibe un cuidado porche y el acceso directo al garaje. En la planta principal encontramos un amplio hall con armario empotrado, un aseo de cortesía y una espaciosa cocina totalmente amueblada y equipada con electrodomésticos. Desde la cocina y el hall accedemos a un gran salón-comedor, muy luminoso, que cuenta con chimenea y salida directa a un amplio patio trasero con porche techado, perfecto para disfrutar al aire libre en cualquier época del año. En la primera planta se distribuyen dos dormitorios, un baño completo y un espectacular dormitorio principal con vestidor y baño en suite. La buhardilla ofrece un espacio adicional muy versátil, ideal como dormitorio, estudio, despacho o sala multimedia, adaptándose a las necesidades de cada familia. La vivienda cuenta con un amplio garaje, trastero, instalación de aire acondicionado, calefacción por gas natural y una instalación de placas solares, lo que mejora significativamente la eficiencia energética y contribuye al ahorro en el consumo. Ubicada cerca de centros educativos, comercios y transportes, esta vivienda combina comodidad, amplitud y funcionalidad en un entorno privilegiado. ¡No pierdas la oportunidad de visitarlo!",False,good,False,,2127.0,False,False,True,False,[],False,False,468000.0,€,chalet,"El Olivar - La Magdalena, Colmenar Viejo",Chalet adosado,Destacado,terracedHouse,True,True,,,,
108764474,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/70/f1/c4/1355528224.webp,1ºA,8,1,238725.0,studio,sale,53.0,True,0,1,"calle Divina Pastora, 31",Madrid,Madrid,Fuencarral,es,Tres Olivos - Valverde,40.4944854,-3.6911494,True,https://www.idealista.com/obra-nueva/108764474/,"En PR Promociones, nos dedicamos a la promoción de obra nueva con un compromiso claro: ofrecer viviendas de calidad, con diseño contemporáneo y una visión sostenible del futuro. Creamos espacios que combinan confort, eficiencia energética y materiales de última generación, sin perder de vista la estética y la funcionalidad. Nuestro objetivo es simple: construir hogares que se adapten a tu vida de hoy, y a la de mañana. “No se trata solo de construir casas, sino de crear lugares donde apetezca quedarse. — Eduardo Souto de Moura.",False,newdevelopment,True,True,4504.0,True,False,False,False,[],False,False,238725.0,€,flat,"Tres Olivos - Valverde, Madrid","Estudio en calle Divina Pastora, 31",Destacado,studio,,,False,,,
108912773,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6c/08/d3/1358741400.webp,RP1512025140464,21,3,345000.0,flat,sale,80.0,False,2,1,Barrio Prado de Santo Domingo,Madrid,Alcorcón,Prado de Santo Domingo,es,Prado de Santo Domingo,40.3380744,-3.8295363,False,https://www.idealista.com/inmueble/108912773/,"Redpiso Las Retamas vende en exclusiva vivienda de 2 dormitorios, con terraza ideal para quienes buscan un hogar cómodo, moderno y funcional, dentro de una urbanización tranquila y bien cuidada. Presentamos esta excelente oportunidad de vivienda en Las Retamas, una de las zonas residenciales más valoradas de Alcorcón por su calidad de vida, servicios y excelente comunicación con el centro de Madrid. La vivienda cuenta con una distribución muy bien aprovechada. Al entrar, nos recibe un hall que da paso a un amplio salón-comedor, muy luminoso gracias a su gran ventanal y con acceso directo a una agradable terraza, perfecta para disfrutar del buen tiempo, leer, desayunar al aire libre o simplemente relajarse tras la jornada. La cocina ha sido completamente reformada con un estilo actual, funcional y elegante. Cuenta con abundante espacio de almacenamiento y salida a un tendedero cubierto, ideal para mantener el orden y disponer de espacio adicional para lavandería. El piso dispone de dos dormitorios, ambos con armarios empotrados y buena entrada de luz natural. Perfectas como habitación infantil, de invitados o incluso como despacho. El baño ha sido totalmente reformado, con materiales de alta calidad, plato de ducha moderno. La vivienda se encuentra ubicada dentro de una urbanización cerrada, la propiedad ofrece acceso a zonas comunes bien mantenidas, que incluyen una piscina comunitaria, ideal para refrescarse en verano, y espacio para el disfrute de toda la familia. Además, el precio incluye una plaza de garaje en el mismo edificio y un trastero, lo que garantiza espacio adicional de almacenamiento y comodidad diaria. La zona de Las Retamas destaca por su tranquilidad, sus amplias avenidas y su excelente oferta de servicios: supermercados, centros educativos, zonas verdes, centros deportivos, cafeterías y una excelente conexión mediante transporte público (Renfe, MetroSur y autobuses), así como rápido acceso a las principales vías (A-5, M-50 y M-40). FINANCIACION CON NUESTRO DEPARTAMENTO FINANCIERO DCREDIT. Disponemos de visita virtual en nuestra página web. ""Redpiso, tu hogar nuestro compromiso"". *El precio no incluye el Impuesto de Transmisiones Patrimoniales (max. 6% sobre el precio de venta o del valor del inmueble que marque la Comunidad de Madrid), ni el 3% más IVA (21%) sobre el precio final del inmueble equivalente a los honorarios del comprador por la intermediación inmobiliaria, ni los gastos notariales y/o registrales.",False,good,False,True,4313.0,False,False,False,False,[],False,False,345000.0,€,flat,"Prado de Santo Domingo, Alcorcón",Piso,Destacado,,True,True,,,,
108696637,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9d/2b/8e/1352432490.webp,10008569,30,,299990.0,flat,sale,60.0,True,1,1,calle Nápoles,Madrid,Madrid,Hortaleza,es,Canillas,40.4609313,-3.652597,False,https://www.idealista.com/inmueble/108696637/,"Se vende este "" singular "" apartamento con amplio salon con la cocina integrada, dormitorio y Wc, es todo exterior,  próximo a la calle Arturo Soria, en una zona de chalets, ubicado en el Bº de Canillas  Se trata de un aptº ubicado en una planta baja, con techos altos y al que se accede por una verja a través con un bonito patio-jardín que da a la calle y que es de uso y disfrute, ( parece que vivieras en un chalecito ) . - Tiene un amplio salón con cocina integrada, wc con ducha, y dormitorio con cama de matrimonio y es todo Exterior. - En cuanto al Bº: Canillas, pertenece al Distrito de Hortaleza y se ubica al oeste de la capital y es un barrio residencial que alberga parques como el de Pinar del Rey, con un anfiteatro al aire libre donde se celebran conciertos de verano de música pop y rock, y el de Villa Rosa, con senderos apacibles, esculturas y parques infantiles. Entre otras atracciones familiares destaca el "" Centro Comercial Palacio de Hielo, que alberga una pista de patinaje sobre hielo e igualmente el Centro Comercial Arturo Soria Plaza "". En la zona hay una oferta gastronómica variada, así como mercado de abastos, supermercados (DIA, Mercadona). * Cabe destacar también que es una zona de aparcamiento gratuito en la calle. . - En cuanto a educacion tienes cerca entre 0m y 250m: * Centro Privado De Educación Infantil Santa Claus * Educación infantil ·Centro Privado De Educación Especial Cisen * A. C. E. Infanta Isabel? Escuela/Instituto * y Colegio Público Luis Cernuda Escuela/Instituto. - Sobre comunicaciones: Tiene 2 paradas de metro como son: ( Esperanza y Arturo soria ( ambas Linea 4 ), en cuanto a buses: 9-72-73-122 Y si necesitas usar coche en tus desplazamientos tiene rápido y fácil acceso tanto a la M-30 ( carretera de circunvalacion que te conecta con el resto de radiales), así como acceso fácil tb a la A-2 y a la M-11 que te lleva directo al aeropuerto Adolfo Suárez Madrid-Barajas.",False,good,False,False,5000.0,True,False,True,False,[],False,False,299990.0,€,flat,"Canillas, Madrid",Piso en calle Nápoles,Destacado,,,,,328750.0,28760.0,9.0
108453297,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b2/81/53/1345343578.webp,CLK01/5040,12,bj,140000.0,flat,sale,62.0,True,2,1,calle de las Palomeras,Madrid,Madrid,Puente de Vallecas,es,San Diego,40.3899998,-3.6679303,False,https://www.idealista.com/inmueble/108453297/,"¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad. Clikalia presenta este piso ubicado en Madrid. La vivienda está ubicada en la planta baja planta exterior con ascensor. Dispone de una superficie total de 62 m², distribuidos en salón y comedor, cocina independiente, 2 dormitorios y 1 baño. Además, cuenta con ascensor y parking. Situado en la Calle Palomera, cuenta con una ubicación que te permitirá estar cerca de todo lo que necesitas como el Centro Comercial Madrid Sur y del Estadio de Vallecas. A su vez, está próximo a supermercados, restaurantes, colegios, parques, gimnasios, paradas de autobús y a la estación de tren Asamblea de Madrid-Entrevías (C2 y C7). Agenda tu visita, te acompañamos en todo el proceso. Llámanos de lunes a viernes de 9.00h a 20.00h.",False,renew,False,True,2258.0,True,False,False,False,[],False,False,140000.0,€,flat,"San Diego, Madrid",Piso en calle de las Palomeras,Destacado,,True,True,,150000.0,10000.0,7.0
88109593,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4e/ff/9a/738832560.webp,3367,65,,430000.0,chalet,sale,203.0,,3,2,calle Jose Maria Peman,Madrid,Algete,,es,,40.6018481,-3.5090811,False,https://www.idealista.com/inmueble/88109593/,"Algete está dotado de todos los servicios básicos (educativo, sanitarios, comerciales, empresariales e industriales, deportivos y de ocio), lo que hace de este municipio un lugar ideal para vivir.  La localidad se encuentra perfectamente comunicada con Madrid a través de una amplia red de autobuses interurbanos, unos que salen de Algete y otros que vienen de otros municipios. La principal vía de acceso es la A-1, aunque también cuenta con la vía de circunvalación M-50. Muy cerca de La Moraleja, Las Tablas, Ciudad de Telefónica y BBVA “La Vela.  ¡Y que mejor para vivir en el que este maravilloso chalet adosado que está esperando a que os instaléis en el mismo! En la planta principal nos recibe el hall acristalado que nos conduce hacia las estancias de la misma donde encontramos un aseo de cortesía. La cocina muy espaciosa y luminosa y con acceso a la despensa exterior. Y el magnifico salón con chimenea de leña y por el cual accedemos al jardín totalmente acondicionado con porche y zona solada. Subimos a la primera planta donde están ubicados los tres dormitorios dobles; uno de ellos en suite y un baño completo.  Continuamos con la buhardilla totalmente acondicionada y dividida en varias estancias. Para terminar, vamos con la planta del sótano donde esta ubicado el garaje con capacidad para dos vehículos. Y un trastero con luz natural que os permitirá guardar todo lo que no necesitáis en vuestro día a día. Esto y muchos más detalles os están esperando. ¿QUIERES SABER MAS? ¡NO LO DUDE LLAME ESTAREMOS ENCANTADOS DE AYUDARTE!",True,good,False,,2118.0,True,False,False,False,[],False,False,430000.0,€,chalet,Algete,Chalet adosado en calle Jose Maria Peman,Destacado,terracedHouse,,,,,,
108705046,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/27/ab/c5/1352671366.webp,V-1348 ATICO JUNCAL,26,5,315000.0,penthouse,sale,60.0,True,1,1,Noreste,Madrid,Torrejón de Ardoz,Noreste,es,,40.4653483,-3.4614169,False,https://www.idealista.com/inmueble/108705046/,"Aprovecha la ocasión de disfrutar de este fantástico Ático totalmente exterior de reciente construcción ubicado en Torrejón de Ardoz. A 15 minutos andando del Hospital Universitario de Torrejón y Hospital Quirón Valle del Henares, con todos los servicios cubiertos. Esta vivienda supone un gran acierto, ya sea para vivir o invertir en esta zona residencial disfrutando de todas las comodidades. Esta vivienda se encuentra en perfecto estado, cuenta con orientación oeste y se encuentra muy bien distribuida en sus 60 m² de casa más 40 de terraza la cual esta cerrada más de la mitad creando un ambiente muy acogedor. La casa se ubica en la urbanización Juncal. Además, el inmueble en conjunto cuenta con suelos de parquet en todas las estancias (salvo baños, cocina que es porcelánico), modernas ventanas climalit, calefacción y agua caliente por caldera de gas, Adicionalmente, el edificio dispone de acceso adaptado para personas con movilidad reducida incluido esta casa que está adaptada para ello. En los alrededores del vecindario se ubican una gran variedad de zonas verdes, entre ellas, el simbólico Parque Europa o el Cerro el Viso. Así mismo, también se hallan multitud de establecimientos y lugares de interés esenciales para la vida cotidiana, como el centro comercial Oasiz (el único que dispone de playa en toda España), el Hospital Universitario de Torrejón, la Base Aérea Conjunta de Torrejón, importantes cadenas de supermercados, colegios, institutos, escuelas infantiles, el centro de salud, varias instalaciones y centros deportivos municipales, bibliotecas públicas, comercios locales de todo tipo, bancos, etc. Respecto al transporte, el inmueble está muy bien comunicado, ya que se sitúa a 15 minutos andando de la estación de Renfe Cercanías de Soto del Henares, por la que pasa la línea C2, que conecta directamente con las estaciones más relevantes del centro de Madrid y con Guadalajara. Así mismo, el piso se encuentra rodeado por varias paradas de autobús urbano e interurbano que conectan con distintos puntos del municipio, Madrid Ciudad o el Aeropuerto de Madrid - Barajas Adolfo Suárez, al que también se puede llegar en coche en 20 minutos. También dispone de buenas conexiones por carretera, ya que se sitúa con un acceso muy sencillo a la A-2, M-50 y M-21. ¡No pierdas esta oportunidad! Llámanos y concretamos una visita sin ningún compromiso.",False,good,False,True,5250.0,False,False,True,False,[],False,False,315000.0,€,flat,"Noreste, Torrejón de Ardoz",Ático,Destacado,penthouse,True,True,,,,
108910683,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7e/d3/f5/1358670430.webp,RP1192025140473,34,1,390000.0,flat,sale,113.0,True,3,1,Centro,Madrid,Villaviciosa de Odón,Centro,es,,40.3581435,-3.90489,False,https://www.idealista.com/inmueble/108910683/,"Excelente vivienda en el corazón de Villaviciosa de Odón Ubicada en una de las mejores zonas del municipio, esta magnífica vivienda de 113 m² construidos ofrece una oportunidad única para quienes buscan comodidad y excelente ubicación. La propiedad cuenta con 3 amplios dormitorios, 1 baño completo, una cocina independiente, y un salón espacioso ideal para el descanso y la vida en familia. Situada a un paso de la biblioteca municipal, de la parada de autobús, y muy próxima a todos los servicios esenciales: supermercados, comercios, centros educativos y de salud. Además, se encuentra muy cerca de la Avenida Príncipe de Asturias, arteria principal de Villaviciosa de Odón, lo que garantiza una excelente conexión y acceso a todo el municipio. Una opción ideal tanto para familias como para inversores. ¡No dejes pasar esta oportunidad!",False,good,False,False,3451.0,False,False,False,False,[],False,False,390000.0,€,flat,"Centro, Villaviciosa de Odón",Piso,Destacado,,,,,,,
108906853,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2b/db/eb/1358547565.webp,1504,20,1,235000.0,duplex,sale,110.0,True,3,2,Cubas de la Sagra,Madrid,Cubas de la Sagra,,es,,40.1899868,-3.8396876,False,https://www.idealista.com/inmueble/108906853/,"¡SE VENDE EN CUBAS DE LA SAGRA! Piso Dúplex de 115 m2 construidos para entrar a vivir Planta baja; Salón de 20 m2 con aire acondicionado, cocina amueblada, habitación con armario empotrado y baño completo con ducha. Planta primera; 2 habitaciones con armarios empotrados y baño completo con plato de ducha. El precio incluye plaza de garaje y trastero. Calidades; Suelos de tarima-gres, ventanas de climalit blancas, carpintería interior de roble, aire acondicionado en todas las habitaciones y salón, pintura lisa y calefacción de eléctrica. Te conseguimos la hipoteca para esta vivienda (sujeta a condiciones bancarias).",False,good,False,False,2136.0,False,False,False,False,[],False,False,235000.0,€,flat,Cubas de la Sagra,Dúplex,Destacado,duplex,True,True,,,,
100582097,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e7/e2/65/1092517149.webp,ATICO B,12,,389000.0,penthouse,sale,73.0,True,1,1,"calle Sauco , 19",Madrid,Madrid,Tetuán,es,Berruguete,40.4604294,-3.7055245,True,https://www.idealista.com/obra-nueva/100582097/,"¡ÚLTIMA UNIDAD A LA VENTA! Sauco 19 es una Promoción de Obra Nueva ubicada en pleno corazón de Tetuán, en la céntrica calle Sauco con esquina al Paseo de la Dirección, actualmente uno de los barrios con mayor proyección y transformación urbanística residencial de Madrid y a tan solo 15 minutos del Estadio Santiago Bernabéu y el eje de la Castellana. El proyecto está avalado por el prestigioso Grupo Promotor ALMA. Está compuesto por 11 viviendas de 1 y 2 dormitorios con plaza de garaje y trastero que destacan por sus estancias funcionales, su eficiencia energética, y su doble orientación. Sus amplias terrazas, así como sus amenities aportan a este proyecto un alto carácter diferenciador respecto a las construcciones de la zona, al igual que sus zonas comunes, que incluyen piscina, gimnasio, y zona ajardinada. Los pisos de 1 dormitorio parten desde los 269.000 +IVA y los de 2 dormitorios parten desde los 399.000 € + IVA. Todas las viviendas se entregan con plaza de garaje (valorada en 25.000 €) y trastero incluidos en el precio. El proyecto se encuentra en construcción, cuya finalización está prevista para la primavera del 2025. * Las imágenes son orientativas y no contractuales.",False,newdevelopment,True,True,5329.0,True,False,False,False,[],False,False,389000.0,€,flat,"Berruguete, Madrid","Ático en calle Sauco , 19",Destacado,penthouse,True,True,False,,,
108633049,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/06/22/37/1350542852.webp,,18,bj,224000.0,flat,sale,71.0,True,2,1,GL ESTACION DE LA,Madrid,Navalcarnero,Centro,es,,40.2934874,-4.0072211,False,https://www.idealista.com/inmueble/108633049/,"CAPITAL HOME NAVALCARNERO VENDE EXCELENTE piso en el mismo centro urbano del municipio. ¡Oportunidad única en el corazón de Navalcarnero! Este encantador piso de 71 m², ubicado en la planta baja, te ofrece la comodidad y cercanía que siempre has deseado. A solo 5 minutos a pie de la emblemática Plaza de Segovia, tendrás todo lo que necesitas a tu alcance: colegios, paradas de autobús, supermercados, parques infantiles, farmacias, centro de salud y gasolineras. Al entrar, serás recibido por un acogedor hall que te llevará a una cocina amplia y completamente amueblada y con un amplio office ideal para los amantes de la gastronomía con caldera de gas natural que da acceso a un patio interior. El salón-comedor es muy luminoso gracias a su gran ventanal, perfecto para disfrutar de momentos en familia o con amigos.  Este piso dispone de dos dormitorios espaciosos. El baño completo ofrece todo el confort necesario para tu día a día acondicionado con plato de ducha.   La vivienda, construida en 2007, se encuentra en buen estado y es apta para personas con movilidad reducida. Además garantiza tu confort en cualquier época del año. DISPONEMOS DE DEPARTAMENTO FINANCIERO QUE OFRE POSIBILIDAD DE FINANCIACIÓN AL 100%.  ¡LLAMA Y NO PIERDAS ESTA OPORTUNIDAD!",False,good,False,True,3155.0,True,False,False,True,[],False,False,224000.0,€,flat,"Centro, Navalcarnero",Piso en Gl Estacion De La,Destacado,,,,,,,
108904279,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cc/c9/64/1358729738.webp,junto a Gran Vía ,15,en,320000.0,studio,sale,43.0,False,0,1,Barrio Malasaña-Universidad,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4202679,-3.7061837,False,https://www.idealista.com/inmueble/108904279/,"Estás en busca de un apartamento con carácter en pleno centro de Madrid? Te ofrecemos ésta joya.. . ideal como primera vivienda o como inversión para alquiler en una de las zonas más demandadas y con mayor rentabilidad de Madrid.  En edificio de construcción del año 2008, acogedor estudio /40m2, útiles, Interior con patio cerrado que pertenece a la comunidad de vecinos sin uso, el cuál te da intimidad, buena iluminación y ventilación, no escuchas nada de ruido a pesar de estar en el corazón de Madrid, con techos de más de 3 metros de altura en la estancia principal. totalmente reformado. Distribuido en recibidor, cocina, salón-dormitorio, y baño.  El salón-dormitorio dispone de armario con capacidad de almacenaje, Cocina equipada al detalle con lavadora, microondas, frigorífico, vitrocerámica, recibidor, baño con plato ducha. Con posibilidad de hacer una habitación con tabique, transformándolo en un piso de 1 habitación. Ideal para quienes buscan optimizar el espacio y ganar privacidad sin renunciar a una ubicación excelente, trastero en el sótano con capacidad de almacenaje con más de 4m2 y altura de 2,5m junto al parking del edificio. Ubicado a tan solo unos pasos de LA Gran Vía (eje principal, cultural y turístico del Barrio de Malasaña, en sus alrededores encontramos un buen número de supermercados, bares, restaurantes y teatros. A pocos pasos nos encontramos con La Gran Vía y los museos más importantes de Madrid Centro. No te pierdas esta gran oportunidad de que sea este tu Piso! Ven a visitarlo!",False,good,False,True,7442.0,False,False,False,False,[],False,False,320000.0,€,flat,"Malasaña-Universidad, Madrid",Estudio,Destacado,studio,,,,,,
108309551,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/79/b2/21/1340283751.webp,BFP-V1407,23,4,237000.0,flat,sale,76.0,True,2,1,calle de la Hacienda de Pavones,Madrid,Madrid,Moratalaz,es,Fontarrón,40.4009683,-3.6379039,False,https://www.idealista.com/inmueble/108309551/,"CONTACTAR CON LA EXTENSIÓN Nº 3 Piso en calle Hacienda de Pavones, en la zona de Fontarrón, perteneciente al distrito de Moratalaz. Edificio de 1970. Totalmente exterior. Si bien no dispone de ascensor, cuenta con el espacio adecuado que a nivel urbanístico es viable para su instalación. ITE favorable y Certificado energético. Destaca por su gran luminosidad y ventilación cruzada. La vivienda se localiza en un área muy tranquila y rodeada de bonitos parques. El barrio de Moratalaz sigue a la vanguardia en la preservación de espacios verdes, fomentando una mejor calidad de vida. Situada en una zona muy consolidada con todo tipo de servicios sociales, sanitarios, deportivos y culturales. Comunicación óptima. Muy próximo al metro de Pavones (línea 9) y 11 líneas de la EMT. Para vehículos propios, se destaca las salidas a 2 minutos de la M30, M40 y A3, con rápido acceso a cualquier punto de la Capital y de la Comunidad de Madrid. Más de veinte años de experiencia en el sector. Valoramos gratuitamente su inmueble y ofrecemos servicios de asesoramiento jurídico y fiscal, además de disponer de un departamento postventa.  (Este anuncio no es vinculante, puede contener errores, se muestra a título informativo y no contractual. ) > Oferta sujeta a condiciones de compra. Consulte los términos y condiciones aplicables.",True,good,False,False,3118.0,True,True,False,False,[],False,False,237000.0,€,flat,"Fontarrón, Madrid",Piso en calle de la Hacienda de Pavones,Destacado,,,,,249000.0,12000.0,5.0
