propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,neighborhood
105517875,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7b/79/85/1343889151.webp,42,,1300000.0,countryHouse,sale,585.0,,8,10,Buitrago del Lozoya,Madrid,Buitrago del Lozoya,,es,40.9879347,-3.6374844,False,https://www.idealista.com/inmueble/105517875/,"**Casa Rural en Venta en Buitrago de Lozoya - Un Refugio con Encanto** INCLUYE PARCELA DE 500 M2 Descubre esta magnífica casa rural en venta, situada en la hermosa villa serrana de Buitrago de Lozoya, un lugar declarado Bien de Interés Cultural y reconocido como uno de los pueblos más bonitos de España. Con casi 600 m² construidos y una parcela de 500 m², este inmueble es perfecto para quienes buscan un espacio acogedor y lleno de historia.  La propiedad, completamente amueblada y en perfecto estado, se distribuye en dos plantas. En la primera planta encontrarás 8 habitaciones, incluyendo una suite, todas equipadas con baño completo, armarios empotrados y caja fuerte. Además, hay una encantadora sala de estar que invita a la relajación. La planta baja alberga una amplia cocina, comedor, recepción y varios salones ideales para leer o disfrutar de momentos en familia.  El exterior cuenta con un patio de 30 m², perfecto para disfrutar del aire libre. También hay un local con 2 baños que se puede transformar en habitaciones adicionales y una tienda que ofrece la posibilidad de convertirse en otra habitación. Con calefacción en todas las estancias y aire acondicionado en la planta baja, esta casa es cómoda durante todo el año.  Esta propiedad no solo es apta para su ocupación inmediata, sino que también se puede destinar al alquiler turístico, lo que la convierte en una excelente inversión. No pierdas la oportunidad de adquirir este tesoro en Buitrago de Lozoya, donde cada rincón cuenta una historia y te invita a disfrutar de la tranquilidad del entorno. ¡Ven a visitarla y déjate enamorar!",False,good,False,,2222.0,True,False,False,False,[],False,False,1300000.0,€,,,,,,countryHouse,casale,Buitrago del Lozoya,Casa rural,1904,
106372991,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a2/b4/5d/1291093163.webp,16,bj,190000.0,flat,sale,82.0,True,2,2,"calle de Triana, 24",Madrid,Alcobendas,Alcobendas Centro,es,40.5395989,-3.6306648,True,https://www.idealista.com/inmueble/106372991/,"PISO OCUPADO ILEGALMENTE, NO SE PUEDE VISITAR. ALTAZAGA REAL ESTATE te presenta este amplio piso ubicado en la zona centro de Alcobendas junto a todos los servicios necesarios: transporte público, centros comerciales, deportivos, colegios, centros de salud y zonas verdes. La vivienda cuenta con dos dormitorios, dos baños, cocina independiente amueblada, salón-comedor y armarios empotrados. BAJO EXTERIOR. TRASTERO INCLUIDO de 15m2. Infórmate sin compromiso. ¡Te acompañaremos a lo largo de todo el proceso! Confía en nosotros para encontrar tu nuevo HOGAR.",False,good,False,False,2317.0,False,False,True,False,[],False,False,190000.0,€,,,,,,flat,,"Alcobendas Centro, Alcobendas","Piso en calle de Triana, 24",106372991,
108579512,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e7/08/6b/1349016276.webp,11,4,3059000.0,flat,sale,234.0,True,3,4,calle de Ayala,Madrid,Madrid,Barrio de Salamanca,es,40.4273873,-3.6760624,False,https://www.idealista.com/inmueble/108579512/,"Piso reformado en Goya, en el Barrio de Salamanca. Muy próximo a las calles de Hermosilla y Alcalá.   Se ubica en la cuarta planta de un edificio de mitad del siglo XX. Cuenta con dos ascensores. Tiene una superficie de 234 m2, distribuidos en una amplia zona social von salón, comedor, sala de estar, zona de bar y cocina integrada, completamente equipada con una isla central. Cuenta con salida a una terraza.   La zona privada consta de tres dormitorios en suite y con vestidor, dos de los cuales comparten una segunda terraza. Además, cuenta con zona de lavandería independiente y aseo de cortesía.   La vivienda está recién reformada y se entrega amueblada, lista para estrenar.  .",False,good,False,True,13073.0,False,False,False,False,[],False,False,3059000.0,€,,,,,,flat,,"Goya, Madrid",Piso en calle de Ayala,5612,Goya
108694017,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/12/6c/b4/1354088698.webp,27,1,169000.0,duplex,sale,69.0,True,1,1,Manzanares el Real,Madrid,Manzanares el Real,,es,40.7265988,-3.8685475,False,https://www.idealista.com/inmueble/108694017/,"A. S. Gestión Inmobiliaria vende piso dúplex situado en Manzanares el Real, en la Sierra de Guadarrama, en el espacio natural conocido como ""La Pedriza"". Pueblo que está muy cerca de Madrid capital, en una zona muy bonita y turística. PRODUCTO ESPECIAL PARA INVERSORES. En la actualidad el inmueble está alquilado a una persona que es funcionario de la Comunidad de Madrid, el cual permanecerá en la vivienda, por acuerdo con el arrendador, hasta finales de año, pagando una renta mensual de: 550 €/mes, sin ningún problema (el inquilino lleva habitando el piso desde diciembre de 2022 y se puede constatar por medio de los ingresos mensuales, que nunca ha dejado de pagar el importe de la renta). DISTRIBUCIÓN: La vivienda es de tipo dúplex, es decir, que consta de dos plantas. Es muy luminosa y de estilo muy moderno, ideal para gente joven. Planta de entrada: Espacio diáfano de concepto abierto con cocina amueblada con electrodomésticos, zona de comedor y salón. Planta primera: Por medio de escaleras interiores se accede a la planta primera donde se ubica el dormitorio, en suite, con armario empotrado vestido y un baño incorporado con bañera. En el precio están incluidos un trastero y una plaza de garaje situados ambos en la planta baja del mismo edificio. CALIDADES: Carpintería exterior en aluminio blanco, oscilobatientes, con doble cristal tipo ""Climalit"" y con cuadradillo. Calefacción eléctrica por radiadores de acumulación (gran ahorro). Puerta blindada. Solado en gres en planta de baja y tarima en la planta del dormitorio. Ideal como inversión, para continuar con el alquiler o como vivienda habitual. GASTOS DE COMUNIDAD: 89,99 € GASTOS DE I. B. I. : 218,41 €. En A. S. Gestión Inmobiliaria no cobramos honorarios al comprador.",False,good,False,False,2449.0,False,False,False,False,[],False,False,169000.0,€,,,,True,True,flat,duplex,Manzanares el Real,Dúplex,AS-3702,
108519767,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5e/2b/e9/1347336078.webp,10,4,695000.0,flat,sale,79.0,False,2,1,Barrio Goya,Madrid,Madrid,Barrio de Salamanca,es,40.4230744,-3.6765321,False,https://www.idealista.com/inmueble/108519767/,"Belton Real Estate presenta vivienda en una cuarta y luminosa planta, con una superficie de 79 metros cuadrados. El inmueble consiste en dos amplias habitaciones, un baño, cocina independiente y salón. Se ubica en la prestigiosa zona de Salamanca - Goya, con sus calles arboladas, arquitectura clásica y amplia oferta comercial, gastronómica y cultural, además, muy bien conectada a través de transporte público. Aproximadamente un 30 % de los inmuebles que tenemos en esta zona solo están anunciados en nuestra web por expreso deseo de los propietarios. Para verlos pinche por favor en el enlace adicional ubicado en la parte final del anuncio y encuentra el piso que estás buscando.",False,good,False,True,8797.0,False,False,False,False,[],False,False,695000.0,€,,,,,,flat,,"Goya, Madrid",Piso,JJ0,Goya
108821546,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2b/9e/07/1356124186.webp,32,,390000.0,chalet,sale,211.0,,4,3,CL GRIÑON,Madrid,Torrejón de la Calzada,,es,40.1995138,-3.8003395,False,https://www.idealista.com/inmueble/108821546/,"Chalet de esquina y tres plantas con parcela de 270 m2. En la planta baja: garaje de unos 30 m2, cocina totalmente amueblada exterior a fachada, baño con ducha y salón comedor de unos 35 m2 con chimenea y salida a patio de atrás de unos 110 m2. en la planta primera: cuatro dormitorios (tres de ellos con armarios empotrados y uno con baño en suite) grandes, dos a fachada y dos al patio de atrás, recibidor y dos baños completos. En la planta segunda buhardilla con velux y calefacción. Casa en buen estado para entrar a vivir. Calefacción eléctrica. Ventanas de doble acristalamiento. Para entrar a vivir.",False,good,False,,1848.0,False,False,False,False,[],False,False,390000.0,€,,,,True,True,chalet,terracedHouse,Torrejón de la Calzada,Chalet adosado en Cl Griñon,,
107691959,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0c/30/3b/1343017513.webp,43,,425000.0,chalet,sale,222.0,,4,3,calle Río Guadalete,Madrid,Alcalá de Henares,Rinconada,es,40.4693948,-3.3652904,False,https://www.idealista.com/inmueble/107691959/,"""AGENCIA TECNOCASA NUEVA ALCALA - RINCONADA"" vende estupendo CHALET adosado"" ¡Descubre el hogar de tus sueños en este impresionante chalet adosado de 4 plantas! Situado en una comunidad exclusiva con piscina y acceso privado, este inmueble ofrece todo lo que necesitas para una vida cómoda y elegante. En la planta baja, encontrarás un acogedor dormitorio, una cocina funcional, un aseo y un amplio salón comedor que se extiende hacia un encantador patio con barbacoa, ideal para disfrutar de reuniones al aire libre. La segunda planta alberga tres amplios dormitorios con armarios empotrados, incluyendo un dormitorio principal con baño en suite y plato de ducha. Los otros dos dormitorios comparten un baño con bañera, proporcionando comodidad para toda la familia. La tercera planta te sorprenderá con una amplia buhardilla reformada y decorada con un estilo rústico que invita al relax. Este chalet cuenta con un sótano que incluye un espacioso garaje para dos coches y un trastero, con acceso mediante puerta automática. Además, el inmueble está equipado con aislante termo acústico y aire acondicionado con bomba de frío y calor, garantizando confort durante todo el año. Construido en 1997 y en excelente estado, este hogar es una joya lista para ser habitada. ¡No dejes pasar esta oportunidad única! INFÓRMESE DE LA VIVIENDA SIN NINGÚN TIPO DE COMPROMISO, AL IGUAL QUE DE LA FINANCIACIÓN 100% QUE TE PUEDE PROPORCIONAR NUESTROS COMPAÑEROS DEL DEPARTAMENTO FINANCIERO KIRON.",True,good,False,,1914.0,False,False,False,False,[],False,False,425000.0,€,,,,True,True,chalet,terracedHouse,"Rinconada, Alcalá de Henares",Chalet adosado en calle Río Guadalete,,
108678983,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ce/3a/7a/1351893865.webp,39,7,1150000.0,flat,sale,95.0,True,3,2,calle de Hermosilla,Madrid,Madrid,Barrio de Salamanca,es,40.4268603,-3.6758906,False,https://www.idealista.com/inmueble/108678983/,"Espectacular Piso, en pleno barrio de Salamanca, inmueble de 95 m² séptima planta, con reforma integral a estrenar, totalmente amueblado. Amplia zona de salón-comedor con cocina integrada. Dispone de 3 dormitorios dobles con buen tamaño con armarios empotrados, dos baños, uno de ellos en suite, en dormitorio principal.  Incluye una plaza de garaje en la misma finca. Calefacción y agua caliente, central, aire acondicionado por conductos, ventanas de PVC oscilobatientes con persianas motorizadas. 6.37. 571.118.",True,good,False,True,12105.0,False,False,False,False,[],False,False,1150000.0,€,,,,True,True,flat,,"Goya, Madrid",Piso en calle de Hermosilla,,Goya
107700342,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/dc/23/28/895022010.webp,26,1,980000.0,flat,sale,139.0,True,3,2,Barrio Nueva España,Madrid,Madrid,Chamartín,es,40.4653002,-3.6793481,False,https://www.idealista.com/inmueble/107700342/,"REF. 1710/329. Venta de piso actualmente alquilado hasta el 30 de septiembre de 2026 - ¡Inversión segura en pleno centro de Madrid! Este precioso y luminoso piso de tres habitaciones se encuentra en una urbanización con piscina, zonas comunes ajardinadas y plaza de garaje, en la tranquila calle Apolonio Morales, muy cerca de la calle Paseo de la Habana. La propiedad, totalmente exterior, se distribuye en tres habitaciones con armarios empotrados, un acogedor salón con un amplio ventanal mirador (originalmente una terraza), cocina independiente y una plaza de garaje con acceso directo desde el ascensor. Las vistas a las zonas verdes, sumadas al silencio y tranquilidad del entorno, ofrecen un ambiente único para vivir. Este inmueble está alquilado hasta septiembre de 2026, lo que lo convierte en una excelente opción para inversores Además, la ubicación es excelente, con acceso cercano a las estaciones de metro Plaza Castilla, Duque de Pastrana y Pío XII, lo que garantiza una buena comunicación co ¡No deje pasar esta oportunidad de inversión! Solicite una visita.",False,good,False,True,7050.0,True,False,False,False,[],False,False,980000.0,€,,,,True,True,flat,,"Nueva España, Madrid",Piso,1710/329,Nueva España
108808632,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ee/85/a1/1357902645.webp,12,bj,173000.0,flat,sale,48.0,True,2,1,calle de Felipe Castro s/n,Madrid,Madrid,Usera,es,40.3843234,-3.7083692,True,https://www.idealista.com/inmueble/108808632/,"Usera, buena oportunidad de vivienda en venta. Zona con todos los servicios... Actualmente cuenta con 3 habitaciones y un salón, y requiere reforma. Aunque está en la planta baja, tiene buena iluminación natural. Los gastos de comunidad son bajos y la zona ofrece gran comodidad para la vida diaria. Interesados pueden contactarnos para más información y detalles.",False,renew,False,False,3604.0,True,False,False,False,[],False,False,173000.0,€,178000.0,5000.0,3.0,,,flat,,"Pradolongo, Madrid",Piso en calle de Felipe Castro s/n,,Pradolongo
107887620,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7c/a2/a2/1327338648.webp,12,2,141500.0,flat,sale,51.0,True,2,1,calle de Palomares s/n,Madrid,Madrid,Villaverde,es,40.3471693,-3.7109623,True,https://www.idealista.com/inmueble/107887620/,"Piso en Venta con Inquilinos – Oportunidad de Inversión Se ofrece a la venta acogedor piso de 2 habitaciones y 1 baño, actualmente con inquilinos estables y al corriente de pago, lo que lo convierte en una excelente oportunidad de inversión con rentabilidad inmediata. La vivienda se distribuye en un salón-comedor luminoso, cocina funcional equipada, dos dormitorios (uno doble y uno individual) y un baño completo. El inmueble se encuentra en buen estado de conservación, con suelos de gres, carpintería exterior de aluminio y buena ventilación natural. Ubicado en una zona con todos los servicios a mano: supermercados, transporte público, centros educativos y zonas verdes. La finca es tranquila y de pocos vecinos. Características principales: 2 habitaciones  1 baño completo Inquilinos con contrato vigente, Ideal para inversores, rentabilidad desde el primer día Para más información sobre condiciones de arrendamiento o visitas, no dudes en consultarnos.",False,good,False,False,2775.0,False,False,False,False,[],False,False,141500.0,€,,,,,,flat,,"Villaverde Alto, Madrid",Piso en calle de Palomares s/n,P-25-016,Villaverde Alto
108797879,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6c/1f/64/1355436247.webp,44,2,261500.0,flat,sale,85.0,True,3,1,La Espinilla - Parque Blanco,Madrid,Coslada,La Espinilla - Parque Blanco,es,40.4251491,-3.5531224,False,https://www.idealista.com/inmueble/108797879/,"COSLADA - VALLEAGUADO (CALLE CHILE) PRECIOSA VIVIENDA DE 3 HABITACIONES CON MAGNÍFICA TERRAZA ACRISTALADA Y ORIENTACIÓN SUR!  CARACTERÍSTICAS: REFORMADO. 85 m², 3 habitaciones, espaciosa cocina amueblada con tendedero incorporado y persianas eléctricas, amplio salón de paso con aire acondicionado y con acceso a preciosa terraza con persianas eléctricas y vistas despejadas, baño completo con ducha y VENTANA EXTERIOR, 2 armarios empotrados vestidos, calefacción individual por gas narural( radiadores de aluminio), aire acondicionado en salón y en la habitación principal. ASCENSOR, antigüedad año 1974. CALIDADES: suelos/parqué de espiga y gres, ventanas/climalit terraza y cocina, aluminio habitaciones, persianas eléctricas salón y cocina, puertas/sapely, pintura/gotelé, 2 armarios/Empotrados, fachada / ladrillo enfoscado. ASCENSOR. JARDINES Bonitas vistas y perfecta ubicación. Excelente orientación! ZONA: Ubicado en una zona con todo tipo de comercios y servicios (Ambulatorio, biblioteca, Centros culturales, Centros comerciales 'La Rambla' y 'los Valles', parque infantil y el Lago). Magnífica comunicación, Metro La Rambla (Linea-7) a escasos metros. Autobuses 288 (teléfono oculto) 203. Próximo a grandes vías de comunicación (M-45, A2, M-21... ). COMERCIALIZA: 'Reylank Propiedades' es una empresa que desde su fundación hace más de 25 años está dedicada a la prestación de servicios de consultoría y mediación dentro del sector inmobiliario y financiero.",False,good,False,True,3076.0,False,False,False,False,[],False,False,261500.0,€,,,,,,flat,,"La Espinilla - Parque Blanco, Coslada",Piso,3678,
107715162,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2d/21/db/1320646409.webp,22,,298000.0,chalet,sale,276.0,,3,4,Eurovillas,Madrid,Eurovillas,,es,40.3424726,-3.2529428,False,https://www.idealista.com/inmueble/107715162/,"Vivienda singular, sobre parcela de 1.103 metros cuadrados en una planta, con un estilo contemporáneo y moderno de 278 metros construidos. Esta vivienda es versátil, pudiéndose ampliar los espacios o bien mantener separados permitiendo dos viviendas independientes. Cuenta con un salón abovedado con más de 6 metros, cocina independiente, dos dormitorios con baño completo cada uno y zona de lavandería. Anexa a la misma se encuentra un estudio en dos alturas con baño completo y un taller con aseo, ambas instalaciones cuentan con entrada desde el exterior independiente, pudiéndose comunicar desde el interior. Posicionada estratégicamente, con salida posterior directa al campo esta vivienda tiene exterior chapado y el interior está lleno de detalles edificativos. Dispone de garaje cerrado para dos coches. Impuestos y gastos no incluidos en el precio.",False,good,False,,1080.0,True,False,False,False,[],False,False,298000.0,€,,,,True,True,chalet,independantHouse,Eurovillas,Casa independiente,,
108552367,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c8/9d/ba/1348239473.webp,68,,2600000.0,chalet,sale,500.0,,4,5,"avenida de Luis García Cereceda, 8",Madrid,Pozuelo de Alarcón,Zona Prado de Somosaguas - La Finca,es,40.4056432,-3.7981778,True,https://www.idealista.com/inmueble/108552367/,"Espectacular Chalet de Lujo en la Exclusiva Avenida Luis García Cereceda Descubra la magnificencia de este espectacular chalet de lujo de 500 m², una joya arquitectónica ubicada en la prestigiosa Avenida Luis García, en el corazón de una de las zonas más codiciadas. Este inmueble redefine el concepto de exclusividad y confort, ofreciendo un estilo de vida inigualable. Distribuido en amplios espacios, la propiedad cuenta con cinco espaciosas habitaciones y seis baños elegantemente diseñados, garantizando privacidad y comodidad para toda la familia. La luminosidad inunda cada rincón, realzando la exquisita selección de materiales y acabados de alta calidad. Experimente la vida al aire libre en sus cuatro fabulosas terrazas, ideales para momentos de relax o para disfrutar de memorables reuniones. Además, este chalet se distingue por su impresionante piscina privada, un oasis de tranquilidad para refrescarse y disfrutar del sol. La comodidad está asegurada con dos plazas de parking, ofreciendo la máxima facilidad de acceso. ¡No pierda la oportunidad de adquirir este exclusivo chalet y vivir en un entorno de lujo, rodeado de belleza y todas las comodidades imaginables!",True,good,False,,5200.0,False,False,False,False,[],False,False,2600000.0,€,,,,,,chalet,terracedHouse,"La Finca, Pozuelo de Alarcón","Chalet adosado en avenida de Luis García Cereceda, 8",,La Finca
107730359,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/91/bb/3e/1321116846.webp,13,bj,150000.0,flat,sale,167.0,True,5,1,calle de Postas,Madrid,Aranjuez,Centro,es,40.0306199,-3.6042885,False,https://www.idealista.com/inmueble/107730359/,"Nuño Jiménez Asesores presentan este inmueble en centro de Aranjuez. ¿Estás buscando un proyecto para hacer a tu medida en pleno corazón de Aranjuez? Este piso, ubicado en el centro de la ciudad, es la oportunidad perfecta para aquellos que deseen personalizar su nuevo hogar a su gusto. Con una ubicación inmejorable, a pocos minutos de la Plaza del Ayuntamiento, el mercado de abastos y otros puntos emblemáticos de la ciudad, vivir aquí te permitirá disfrutar de todo lo que Aranjuez tiene para ofrecer. Características principales: Superficie: 167 Distribución: 5 dormitorios, 1 baños, cocina independiente, salón amplio. Ubicación: En el centro de Aranjuez, rodeado de comercios, restaurantes, parques y todos los servicios necesarios. Posibilidades de reforma: Ideal para aquellos que deseen crear un hogar totalmente a medida, con múltiples opciones de distribución y diseño. Este piso tiene un gran potencial. La propiedad requiere una reforma integral, lo que te da la oportunidad de adaptarlo a tus necesidades y gustos personales, maximizando su valor y aprovechando al máximo el espacio disponible. No dejes escapar esta oportunidad de vivir en uno de los lugares más bonitos de la Comunidad de Madrid. ¡Contacta con nosotros y ven a descubrir el gran potencial de este piso en Aranjuez!",False,renew,False,False,898.0,False,False,False,False,[],False,False,150000.0,€,185000.0,35000.0,19.0,,,flat,,"Centro, Aranjuez",Piso en calle de Postas,,
108471905,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/db/1c/43/1353334363.webp,19,3,780000.0,flat,sale,140.0,True,4,2,Barrio Palacio,Madrid,Madrid,Centro,es,40.4125487,-3.7106053,False,https://www.idealista.com/inmueble/108471905/,"¡Oportunidad única para reformar a tu gusto en el centro de Madrid! Inmobiliarias Encuentro vende este amplio piso de 140 m² situado en una tercera planta con ascensor, en una finca bien conservada y con una ubicación inmejorable cerca de Puerta de Toledo y a pocos minutos andando de La Latina, con conexión directa mediante la línea 5 de metro y varias líneas de autobús. La vivienda destaca por su gran luminosidad y sus generosos espacios. Dispone de un salón comedor muy amplio con salida directa a DOS TERRAZAS, que aportan ventilación cruzada, luz natural durante todo el día y un entorno agradable para disfrutar al aire libre.  La cocina es independiente y tiene un excelente tamaño, con muchas posibilidades de reforma. Cuenta con cuatro habitaciones, todas con ventana, lo que garantiza una buena entrada de luz y ventilación.  Dispone además de dos baños completos, ambos con plato de ducha. El inmueble está para reformar, lo que ofrece amplias posibilidades de redistribución para adaptarlo a tus necesidades, ya sea como vivienda familiar o inversión. Gracias a sus dimensiones, luz natural, terrazas y ubicación privilegiada, esta propiedad tiene un enorme potencial para convertirse en una vivienda exclusiva en uno de los barrios con más historia y vida de Madrid. ¡No dejes pasar esta oportunidad para crear el hogar que imaginas o realizar una inversión segura en el centro de la ciudad! ¡Financiación a tu medida! Con FINMOO tendrás los mejores tipos de interés y hasta el 100% de financiación. ¡Consulta nuestras condiciones! ¿Buscas comprar una vivienda y personalizarla a tu gusto? Descubre REFORTECA. Te ofrecemos un servicio único para la localización y compra de la vivienda que deseas, la personalización de la reforma y la obtención de una hipoteca; o si solo necesitas reformar, te conseguimos la financiación hipotecaria necesaria y te proporcionamos los profesionales para llevarla a cabo.",False,renew,False,True,5571.0,False,False,False,False,[],False,False,780000.0,€,790000.0,10000.0,1.0,,,flat,,"Palacio, Madrid",Piso,IE02-CAVAL9,Palacio
108512802,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cb/c9/86/1347120098.webp,38,,600000.0,chalet,sale,210.0,,4,3,calle Camilo Jose Cela,Madrid,Villalbilla,,es,40.4369126,-3.3685413,False,https://www.idealista.com/inmueble/108512802/,"Descubre esta espectacular casa pareada, prácticamente a estrenar, construida a finales del año 2024 y diseñada para ofrecerte la máxima comodidad y estilo. Con una superficie de 190 metros cuadrados, esta vivienda cuenta con cuatro amplios dormitorios, dos baños completos y un aseo de cortesía, ideales para familias que buscan espacio y funcionalidad. La propiedad dispone de calidades de lujo, preinstalación de motorización en persianas, sensores de inundación en baños y cocina, ventanas con doble acristalamiento oscilobatientes, suelo radiante refrescante con calefacción por aerotermia, paneles solares fotovoltaicos, sistema de ventilación de doble flujo con recuperador de calor, regulación de temperatura por habitaciones y aire acondicionado en todas las estancias, garantizando un ambiente agradable en cualquier estación del año. La moderna cocina americana, completamente amueblada y equipada con electrodomésticos Siemens de alta gama, se integra perfectamente en el espacio, creando un ambiente acogedor y práctico. Además, la vivienda incluye armarios empotrados en las habitaciones, cuarto de laundry y 2 plazas de parking con dispositivo de carga para coche eléctrico, para mayor comodidad. Disfruta de un amplio jardín con preinstalación para construcción de piscina, en una urbanización privada, perfecta para el ocio y la tranquilidad. La seguridad y la comodidad están aseguradas gracias a la exclusividad de la urbanización. Una oportunidad única para vivir en una vivienda moderna, lista para entrar a vivir y diseñada para tu bienestar. ***De acuerdo con el Decreto 515/1989, del 21 de Abril, se informa al cliente que los gastos notariales, registrales, I. T. P. o equivalente, gastos financieros y otros gastos inherentes a la compraventa no están incluidos en el precio de venta de la vivienda. TODA LA INFORMACIÓN Y DOCUMENTACIÓN DEL INMUEBLE SERÁ PUESTA A DISPOSICIÓN DE LOS COMPRADORES EN LA OFICINA CORRESPONDIENTE. La información contenida en este anuncio no tiene carácter contractual ni vinculante, ya que podría contener alguna incorreción. OPORTUNIDAD UNICA, No lo dude llámenos y solicite información y visita sin compromiso. FINANCIACIÓN HASTA EL 100 % * Pendiente estudio financiero del perfil de cliente. Especialistas en Compra, Venta, Alquiler Seguro, Tramitación Herencias, Financiación, Certificado Energético, etc. ASESORAMIENTO PERSONALIZADO. Premier Hogar Encuentra más en Premier Hogar, Otra forma de gestionar tu hogar.",False,good,False,,2857.0,False,False,False,False,[],False,False,600000.0,€,650000.0,50000.0,8.0,,,chalet,semidetachedHouse,Villalbilla,Chalet pareado en calle Camilo Jose Cela,1252,
108074021,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a8/91/38/1339467254.webp,20,2,800000.0,flat,sale,100.0,True,4,2,"calle de Gonzalo de Córdoba, 6",Madrid,Madrid,Chamberí,es,40.4320761,-3.7029821,True,https://www.idealista.com/inmueble/108074021/,"¡ATENCIÓN¡ATENCIÓN! Atención INVERSORES.  OPORTUNIDAD única de inversión en el centro de Madrid.  DLA HOME presenta en exclusiva este piso con excelente ubicación en barrio Trafalgar, se VENDE NUDA PROPIEDAD de este céntrico piso exterior de 100 metros. Todas las habitaciones y baños con ventana exterior a 2 patios y a la calle.  La usufructuaria ya no vive en el piso y tiene 102 años. La sociedad propietaria de la nuda propiedad urge vender por temas societarios. En el corazón de la zona comercial de Madrid como la calle Fuencarral pero, a su vez, a 2 minutos andando de la remodelada zona peatonal de la Plaza de Olavide. Privilegiada e inmejorable ubicación.",True,renew,False,True,8000.0,False,False,False,False,[],False,False,800000.0,€,,,,,,flat,,"Trafalgar, Madrid","Piso en calle de Gonzalo de Córdoba, 6",,Trafalgar
106702509,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/38/cf/66/1306090357.webp,14,7,1390000.0,penthouse,sale,120.0,False,3,2,calle de O'Donnell,Madrid,Madrid,Retiro,es,40.4207188,-3.67409,False,https://www.idealista.com/inmueble/106702509/,"Atico de 120 m2 construidos con terraza y orientación sur.  La vivienda ocupa la séptima planta de una buena finca con servicio de conserjería y ascensor. El área social esta compuesta de un gran salón comedor con salida a una terraza de 10 m2 con orientación sur a gran patio de manzana que le proporcionan muchísima luz natural. Cocina integrada al salón con electrodomésticos panelados. La zona de noche dispone de tres dormitorios y dos cuartos de baño, el principal es en suite con vestidor y los otros dos dormitorios con buenos armarios comparten un cuarto de baño. La vivienda cuenta con buena altura de techos, aire acondicionado y calefacción individual por gas. Reforma integral de hace 10 años.  .",False,good,False,True,11583.0,False,False,False,False,[],False,False,1390000.0,€,,,,,,flat,penthouse,"Ibiza, Madrid",Ático en calle de O'Donnell,4812,Ibiza
