propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,newDevelopmentFinished,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,parkingSpace.parkingSpacePrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
106184772,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5f/71/cc/1275091025.webp,T02,12,2,925000.0,flat,sale,68.0,False,1,1,"Antonio Pérez, 24",Madrid,Madrid,Chamartín,es,El Viso,40.4425886,-3.6815998,True,https://www.idealista.com/obra-nueva/106184772/,"Alrededor de un fantástico jardín central con piscina privada, las 50 residencias incluyen apartamentos y áticos con opciones de 1 a 4 dormitorios, todos con espacio exterior privado. Todas las viviendas están diseñadas con las mejores calidades y equipadas con un sistema de domótica y videoportero, para mayor seguridad y comodidad. Como zonas comunes adicionales ofrece un gimnasio totalmente equipado con vistas a los jardines para el disfrute de sus residentes, conserjería, trasteros y aparcamiento subterráneo con carga de vehículos eléctricos para cada plaza. El Viso Residences el primer proyecto en la capital diseñado según los estándares BREEAM EXCELLENT NEW CONSTRUCTION, con el fin de lograr la máxima eficiencia energética tanto para el medioambiente como para los residentes, elevando así los niveles de lujo y sostenibilidad de la ciudad. Todos los aspectos de la vida moderna sostenible han sido considerados: desde un sistema de energía geotérmica hasta un sistema de captación fotovoltaica, la gestión eficiente del agua, iluminación inteligente, un sistema depurador de doble ventilación y la carga de vehículos eléctricos, permitiendo un control continuo, eficiencia y ahorro tanto para el medioambiente como para los propietarios. Elegidos por su amplia experiencia y su conocimiento específico, Touza Arquitectos han creado una obra maestra del diseño en Madrid, tanto por dentro como por fuera. El elegante barrio de El Viso ofrece lo mejor en cultura, gastronomía, comercio y ocio; desde boutiques independientes hasta marcas internacionales. Madrid combina a la perfección el bullicio de una metrópolis moderna con el encanto de una capital histórica, hogar de hermosos bulevares y arquitectura clásica, vibrante cultura y encanto latino. El Viso Residences te invita a establecer tu hogar en esta ubicación privilegiada, entre lo mejor de Madrid y del mundo.",False,,True,True,False,13603.0,True,False,False,False,[],False,False,925000.0,€,True,True,,flat,"El Viso, Madrid","Piso en Antonio Pérez, 24",,,,
108924683,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7f/19/d3/1359107516.webp,,50,,399000.0,chalet,sale,106.0,,3,3,Perales del Rio,Madrid,Getafe,Perales del Rio,es,,40.3178338,-3.6390652,False,https://www.idealista.com/inmueble/108924683/,"¡Descubre tu nuevo hogar en Perales del Río! Este encantador chalet adosado de 106 m² es la opción perfecta para quienes buscan comodidad y estilo. Con una distribución en tres plantas, ofrece un amplio salón-comedor que se abre a un acogedor patio, ideal para disfrutar de momentos al aire libre. La cocina, completamente equipada con muebles altos y bajos, hará las delicias de los amantes de la gastronomía. En la primera planta, encontrarás dos luminosos dormitorios y un baño en el distribuidor, además del dormitorio principal que cuenta con un baño en suite, proporcionando privacidad y confort. La buhardilla, equipada con ventanas Velux, ofrece un espacio versátil que puede convertirse en una cuarta habitación o un estudio, y da acceso a un solárium donde relajarse bajo el sol. La propiedad también dispone de una piscina comunitaria, perfecta para refrescarse en los días calurosos. Con excelentes accesos a las autovías M-50, M-45 y A-4, tendrás todo lo que necesitas a un paso. Además, cuenta con armarios empotrados en todas las habitaciones, aire acondicionado en los dormitorios individuales y calefacción de gas natural para garantizar tu confort en cualquier época del año. No dejes pasar la oportunidad de vivir en este maravilloso chalet adosado, construido en 1987 y en buen estado. ¡Ven a visitarlo y enamórate de tu futuro hogar! Ref- 2563.",False,good,False,,,3764.0,False,False,False,False,[],False,False,399000.0,€,,,,chalet,"Perales del Rio, Getafe",Chalet adosado,terracedHouse,,,
108896764,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/46/32/d8/1358255556.webp,,29,,1750000.0,chalet,sale,500.0,,6,5,Zona Monte el Pilar,Madrid,Majadahonda,Zona Monte el Pilar,es,,40.4666428,-3.8636394,False,https://www.idealista.com/inmueble/108896764/,"Con una superficie construida de 500 m² sobre una amplia parcela de 1.600 m², esta propiedad ofrece un entorno privilegiado, con un frondoso jardín, piscina privada y garaje.  La vivienda está conservada pero requiere una reforma de actualización, lo que brinda una oportunidad para diseñar y personalizar su hogar a medida en una de las zonas más deseadas del noroeste de Madrid. La casa cuenta con seis amplios dormitorios y cinco cuartos de baño, incluyendo dos suites principales con baño y vestidor. En la planta baja, un elegante recibidor da la bienvenida y conecta con un comedor independiente, un acogedor salón y una luminosa sala de estar con acceso directo al jardín y a una amplia terraza. Además, se encuentran dos habitaciones en esta planta: una de gran tamaño, con baño en suite; y otra más funcional, ideal como cuarto de servicio o plancha, junto a un aseo de cortesía. La cocina, con entrada independiente de servicio, completa esta planta. Subiendo por una bonita escalera de madera, accedemos a la planta superior, donde se distribuyen cuatro dormitorios. El principal, muy espacioso, dispone de baño en suite y vestidor. Las otras tres habitaciones, comparten dos cuartos de baño completos. Un entorno perfecto para disfrutar de la tranquilidad, la privacidad y el contacto con la naturaleza sin renunciar a la proximidad de todos los servicios.",False,good,False,,,3500.0,False,False,False,False,[],False,False,1750000.0,€,True,True,,chalet,"Zona Monte el Pilar, Majadahonda",Casa independiente,independantHouse,,,
108749457,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c8/7b/4e/1355983328.webp,3C,14,3,990000.0,flat,sale,125.0,False,3,2,"paseo Santa María de la Cabeza, 60",Madrid,Madrid,Arganzuela,es,Palos de la Frontera,40.4018338,-3.6989829,True,https://www.idealista.com/obra-nueva/108749457/,"SMC60 · El edificio prime de Arganzuela ·  Todo lo que buscabas para vivir en el corazón de Madrid con la mejor calidad de vida. En pleno Paseo de Santa María de la Cabeza, nace SMC60, un exclusivo desarrollo inmobiliario de obra nueva que combina la elegancia de su fachada neomudéjar original con una ampliación integral diseñada para ofrecer todas las comodidades de la vida contemporánea. El proyecto ofrece 41 viviendas de 1, 2 y 3 dormitorios, incluyendo bajos con jardín y áticos con terraza o solárium. Piscina, gimnasio, jardín privado y 45 plazas de garaje, junto al interiorismo de autor de Tristán Domecq, completan una propuesta residencial única que se convierte en el nuevo referente del barrio. A escasos minutos de Atocha, El Retiro, Madrid Río y los principales museos y centros culturales de la ciudad, SMC60 goza de una ubicación inmejorable. SMC60 permite disfrutar de la tranquilidad de un entorno residencial con una conectividad excepcional, sin renunciar al encanto de vivir en pleno corazón de la capital. SMC60, el nuevo desarrollo exclusivo de Senahomes marca un nuevo estándar residencial en el corazón de Madrid.",True,newdevelopment,True,True,False,7920.0,True,False,False,False,[],False,False,990000.0,€,True,False,34000.0,flat,"Palos de la Frontera, Madrid","Piso en paseo Santa María de la Cabeza, 60",,,,
106893268,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c0/7b/ce/1072973614.webp,COOP-806@P5ATA,11,,879314.0,penthouse,sale,142.0,True,2,2,"Higuera, 8",Madrid,Las Rozas de Madrid,El Cantizal,es,El Cantizal,40.5184168,-3.9275659,True,https://www.idealista.com/obra-nueva/106893268/,"OBRA INICIADA DESDE OCTUBRE DE 2024.  CASTILLA PLAZA 2018 S. COOP. 40 VIVIENDAS EN RÉGIMEN DE COOPERATIVA. Las Rozas, El Cantizal Viviendas de 2, 3 y 4 dormitorios con terrazas, áticos y bajos con jardín.  Consiste en un residencial privado con piscina, solárium, zona de juegos infantiles, pádel y un local destinado a distintos usos a definir por los futuros socios.  La promoción está situada en Las Rozas, concretamente en el Cantizal, al noreste de Madrid, aproximadamente a 25 km del Centro de la capital.  Ubicación de la parcela: Se encuentra en las inmediaciones del zoco Rozas de la avenida de Atenas y del colegio del Cantizal. En las confluencias de la calle Higuera y Wisteria. Es una zona muy consolidada gracias a su gran oferta educativa, comercial y de ocio que te permite tener todo a tu alcance sin renunciar a tu calidad de vida.  A pocos minutos, encontrarás numerosos centros educativos para todos los niveles como el colegio El Cantizal, Mario Vargas Llosa, la escuela bilingüe infantil Logos Nursery School y la Uned, entre otros. Con respecto a los servicios comerciales, cuenta con Las Rozas Village un espacio de más de 100 boutiques de los principales diseñadores del mundo. Además, podrás disfrutar de otros grandes centros comerciales como: The Style Outlets, Heron City, Europolis, BurgoCentro.  Las Rozas siempre ha estado ligada al deporte, muestra de ello son sus equipamientos deportivos como El Polideportivo Municipal o La Real Federación Española de Fútbol. También, tendrás próximo el Centro de Salud Monterrozas.  Dispondrás de muy buena comunicación, hay accesos con conexiones a la M40, M50, la A6 y la carretera del Escorial. Además, podrás optar por el trasporte público con la estación de cercanías de las Rozas, (Líneas C-7 y C-10), y los autobuses interurbanos, (Líneas C-7 y C-10) que completan la oferta de transporte. Es un proyecto en elaboración susceptible modificaciones durante este proceso de elaboración. Se pretende formar un colectivo de socios para desarrollar el proyecto contando con la profesionalidad del equipo de Prygesa perteneciente al Grupo Pryconsa, el más solvente del país y con más de 50 años de experiencia. Prygesa es experta en la gestión de cooperativas con presencia en Madrid, Guadalajara, Valencia, Málaga, Sevilla y Valladolid. Actualmente gestionamos más de 1500 viviendas. Es el momento de ser informado de manera preferente. ¡No pierdas la oportunidad de ser de los primeros en elegir!",False,newdevelopment,True,True,False,6192.0,True,False,False,False,[],False,False,879314.0,€,,,,flat,"El Cantizal, Las Rozas de Madrid","Ático en Higuera, 8",penthouse,,,
107717096,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d8/db/6e/1320902267.webp,W-02Z6VS,38,,1985000.0,chalet,sale,210.0,,4,5,Barrio Aravaca,Madrid,Madrid,Moncloa,es,Aravaca,40.4573019,-3.7777421,False,https://www.idealista.com/inmueble/107717096/,"Una casa de excepción en Aravaca Engel & Völkers tiene el privilegio de presentarles una propiedad excepcional que está en proceso de ser completamente renovada, respetando al mismo tiempo su arquitectura exterior original. Esta vivienda de gran diseño, situada al lado de Aravaca pueblo, tiene una vivienda de 210 m2 en un terreno de 400m2. Estará lista para ser entregada en el mes de septiembre. Esto significa que todavía está a tiempo de realizar cambios en los materiales de los cuartos de baño y en la distribución exterior, si así lo desea. Se han seleccionado materiales, distribución y calidades de la más alta calidad para crear un hogar verdaderamente extraordinario. La entrada por la Carretera de Humera permite el acceso de dos coches en paralelo, con espacio a la derecha para un jardín con piscina, zona de comedor, sofás y barbacoa. Es un lugar ideal para disfrutar de la comodidad de estar cerca del pueblo, a la vez que se dispone de un amplio espacio de ocio en una casa ideal. La arquitectura especial de la casa, con su toque moderno de cristal y cerámica de la firma Porcelanosa, crea un ambiente acogedor y alegre. Los cerramientos de la firma Cortizo, garantizan seguridad y funcionalidad.  La climatización, tanto de aire acondicionado como calefacción, está por aerotermia, pensado para el máximo confort y economía.  La entrada cuenta con un pequeño aseo de cortesía y la escalera que conduce a la planta superior. El amplio salón, con chimenea de bioetanol, se abre al jardín y también disfruta de un espacioso jardín japonés, que ilumina la zona central de la casa. En la planta baja también se encuentra la cocina, con isla y de la máxima calidad de la firma Porcelanosa. En la planta baja se encuentra el dormitorio principal, con baño y vestidor, que también tiene acceso al jardín japonés. La escalera nos lleva a la primera planta, donde encontramos tres dormitorios con sus respectivos cuartos de baño. Dos de ellos tienen acceso a una gran terraza. Las vistas y la privacidad de la que se goza desde la terraza de arriba hacen de este espacio un lugar extraordinario. La casa está en Aravaca, al lado del pueblo. Cerca de los colegios, centro de salud, todas las comunidades de estar al lado de los principales accesos a la ciudad de Madrid, autobuses, y cerca de la estación de tren.",False,good,False,,,9452.0,True,False,False,False,[],False,False,1985000.0,€,True,True,,chalet,"Aravaca, Madrid",Chalet adosado,terracedHouse,,,
108818038,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3b/dd/86/1356019964.webp,6E,14,6,620000.0,flat,sale,70.0,True,2,1,"paseo Santa María de la Cabeza, 60",Madrid,Madrid,Arganzuela,es,Palos de la Frontera,40.4018338,-3.6989829,True,https://www.idealista.com/obra-nueva/108818038/,"SMC60 · El edificio prime de Arganzuela ·  Todo lo que buscabas para vivir en el corazón de Madrid con la mejor calidad de vida. En pleno Paseo de Santa María de la Cabeza, nace SMC60, un exclusivo desarrollo inmobiliario de obra nueva que combina la elegancia de su fachada neomudéjar original con una ampliación integral diseñada para ofrecer todas las comodidades de la vida contemporánea. El proyecto ofrece 41 viviendas de 1, 2 y 3 dormitorios, incluyendo bajos con jardín y áticos con terraza o solárium. Piscina, gimnasio, jardín privado y 45 plazas de garaje, junto al interiorismo de autor de Tristán Domecq, completan una propuesta residencial única que se convierte en el nuevo referente del barrio. A escasos minutos de Atocha, El Retiro, Madrid Río y los principales museos y centros culturales de la ciudad, SMC60 goza de una ubicación inmejorable. SMC60 permite disfrutar de la tranquilidad de un entorno residencial con una conectividad excepcional, sin renunciar al encanto de vivir en pleno corazón de la capital. SMC60, el nuevo desarrollo exclusivo de Senahomes marca un nuevo estándar residencial en el corazón de Madrid.",True,,True,True,False,8857.0,True,False,False,False,[],False,False,620000.0,€,True,False,34000.0,flat,"Palos de la Frontera, Madrid","Piso en paseo Santa María de la Cabeza, 60",,,,
108105290,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8a/b5/e8/1275092589.webp,T08,12,1,925000.0,flat,sale,75.0,False,1,1,"Antonio Pérez, 24",Madrid,Madrid,Chamartín,es,El Viso,40.4425886,-3.6815998,True,https://www.idealista.com/obra-nueva/108105290/,"Alrededor de un fantástico jardín central con piscina privada, las 50 residencias incluyen apartamentos y áticos con opciones de 1 a 4 dormitorios, todos con espacio exterior privado. Todas las viviendas están diseñadas con las mejores calidades y equipadas con un sistema de domótica y videoportero, para mayor seguridad y comodidad. Como zonas comunes adicionales ofrece un gimnasio totalmente equipado con vistas a los jardines para el disfrute de sus residentes, conserjería, trasteros y aparcamiento subterráneo con carga de vehículos eléctricos para cada plaza. El Viso Residences el primer proyecto en la capital diseñado según los estándares BREEAM EXCELLENT NEW CONSTRUCTION, con el fin de lograr la máxima eficiencia energética tanto para el medioambiente como para los residentes, elevando así los niveles de lujo y sostenibilidad de la ciudad. Todos los aspectos de la vida moderna sostenible han sido considerados: desde un sistema de energía geotérmica hasta un sistema de captación fotovoltaica, la gestión eficiente del agua, iluminación inteligente, un sistema depurador de doble ventilación y la carga de vehículos eléctricos, permitiendo un control continuo, eficiencia y ahorro tanto para el medioambiente como para los propietarios. Elegidos por su amplia experiencia y su conocimiento específico, Touza Arquitectos han creado una obra maestra del diseño en Madrid, tanto por dentro como por fuera. El elegante barrio de El Viso ofrece lo mejor en cultura, gastronomía, comercio y ocio; desde boutiques independientes hasta marcas internacionales. Madrid combina a la perfección el bullicio de una metrópolis moderna con el encanto de una capital histórica, hogar de hermosos bulevares y arquitectura clásica, vibrante cultura y encanto latino. El Viso Residences te invita a establecer tu hogar en esta ubicación privilegiada, entre lo mejor de Madrid y del mundo.",False,,True,True,False,12333.0,True,False,False,False,[],False,False,925000.0,€,True,True,,flat,"El Viso, Madrid","Piso en Antonio Pérez, 24",,,,
106184935,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5b/a6/8b/1275097691.webp,T14,12,4,2350000.0,penthouse,sale,160.0,True,2,2,"Antonio Pérez, 24",Madrid,Madrid,Chamartín,es,El Viso,40.4425886,-3.6815998,True,https://www.idealista.com/obra-nueva/106184935/,"Alrededor de un fantástico jardín central con piscina privada, las 50 residencias incluyen apartamentos y áticos con opciones de 1 a 4 dormitorios, todos con espacio exterior privado. Todas las viviendas están diseñadas con las mejores calidades y equipadas con un sistema de domótica y videoportero, para mayor seguridad y comodidad. Como zonas comunes adicionales ofrece un gimnasio totalmente equipado con vistas a los jardines para el disfrute de sus residentes, conserjería, trasteros y aparcamiento subterráneo con carga de vehículos eléctricos para cada plaza. El Viso Residences el primer proyecto en la capital diseñado según los estándares BREEAM EXCELLENT NEW CONSTRUCTION, con el fin de lograr la máxima eficiencia energética tanto para el medioambiente como para los residentes, elevando así los niveles de lujo y sostenibilidad de la ciudad. Todos los aspectos de la vida moderna sostenible han sido considerados: desde un sistema de energía geotérmica hasta un sistema de captación fotovoltaica, la gestión eficiente del agua, iluminación inteligente, un sistema depurador de doble ventilación y la carga de vehículos eléctricos, permitiendo un control continuo, eficiencia y ahorro tanto para el medioambiente como para los propietarios. Elegidos por su amplia experiencia y su conocimiento específico, Touza Arquitectos han creado una obra maestra del diseño en Madrid, tanto por dentro como por fuera. El elegante barrio de El Viso ofrece lo mejor en cultura, gastronomía, comercio y ocio; desde boutiques independientes hasta marcas internacionales. Madrid combina a la perfección el bullicio de una metrópolis moderna con el encanto de una capital histórica, hogar de hermosos bulevares y arquitectura clásica, vibrante cultura y encanto latino. El Viso Residences te invita a establecer tu hogar en esta ubicación privilegiada, entre lo mejor de Madrid y del mundo.",False,,True,True,False,14688.0,True,False,False,False,[],False,False,2350000.0,€,True,True,,flat,"El Viso, Madrid","Ático en Antonio Pérez, 24",penthouse,,,
108749440,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e0/ed/69/1355982145.webp,Atico B,14,7,720000.0,penthouse,sale,81.0,False,1,1,"paseo Santa María de la Cabeza, 60",Madrid,Madrid,Arganzuela,es,Palos de la Frontera,40.4018338,-3.6989829,True,https://www.idealista.com/obra-nueva/108749440/,"SMC60 · El edificio prime de Arganzuela ·  Todo lo que buscabas para vivir en el corazón de Madrid con la mejor calidad de vida. En pleno Paseo de Santa María de la Cabeza, nace SMC60, un exclusivo desarrollo inmobiliario de obra nueva que combina la elegancia de su fachada neomudéjar original con una ampliación integral diseñada para ofrecer todas las comodidades de la vida contemporánea. El proyecto ofrece 41 viviendas de 1, 2 y 3 dormitorios, incluyendo bajos con jardín y áticos con terraza o solárium. Piscina, gimnasio, jardín privado y 45 plazas de garaje, junto al interiorismo de autor de Tristán Domecq, completan una propuesta residencial única que se convierte en el nuevo referente del barrio. A escasos minutos de Atocha, El Retiro, Madrid Río y los principales museos y centros culturales de la ciudad, SMC60 goza de una ubicación inmejorable. SMC60 permite disfrutar de la tranquilidad de un entorno residencial con una conectividad excepcional, sin renunciar al encanto de vivir en pleno corazón de la capital. SMC60, el nuevo desarrollo exclusivo de Senahomes marca un nuevo estándar residencial en el corazón de Madrid.",True,newdevelopment,True,True,False,8889.0,True,False,False,False,[],False,False,720000.0,€,True,False,34000.0,flat,"Palos de la Frontera, Madrid","Ático en paseo Santa María de la Cabeza, 60",penthouse,,,
108102491,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d9/8c/5d/1328250843.webp,T.19.2 10A,13,10,513000.0,flat,sale,111.0,True,4,2,"calle Ferrocarril del Tajuña, 5",Madrid,Arganda,Centro,es,,40.3053924,-3.4485625,True,https://www.idealista.com/obra-nueva/108102491/,"A114+ es una promoción de nueva construcción VIVIENDA LIBRE localizada en Arganda del Rey, uno de los municipios históricos y con mayor expansión de la Comunidad de Madrid, y está situada en el Area de Centralidad de Arganda del Rey.  Arganda es un municipio muy bien comunicado tanto por carretera como por Metro, estando la estación del metro a escasos 2 minutos de la promoción.  A114+ consta de 114 viviendas de 1, 2, 3 y 4 dormitorios, todas ellas con al menos 1 plaza de garaje y un trastero incluidos. La urbanización dispone de amplias zonas comunes ajardinadas, piscina y cuarto bicicletas. Las viviendas destacan por sus soluciones arquitectónicas y calidades, así como por sus terrazas y/o jardines, así como por la calidad contrastada del promotor delegado Constructora Los Álamos empresa con más de 50 años de experiencia en la construcción de viviendas.  La promoción está situada en la calle Ferrocarril del Tajuña 5 de Arganda del Rey. Dotado zonas verdes y amplia oferta de servicios: comercio, centros deportivos (Ciudad deportiva Principe Felipe), restaurantes, supermercados, centros educativos y sanitarios etc. NOTA: El IVA de aplicación actualmente es el 10% de IVA que es el tipo vigente actualmente en Enero del 2025 (o el que está vigente en su momento en caso de cambio), que habrá que añadir al precio de venta.",False,,True,True,False,4622.0,True,False,False,False,[],False,False,513000.0,€,True,True,,flat,"Centro, Arganda","Piso en calle Ferrocarril del Tajuña, 5",,,,
108764429,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5a/79/69/1354458081.webp,2º1ª,11,2,780000.0,flat,sale,106.0,True,2,2,"calle Luis Carlos Vázquez, 8",Madrid,Madrid,Ciudad Lineal,es,San Juan Bautista,40.4550745,-3.6547948,True,https://www.idealista.com/obra-nueva/108764429/,"Estimado cliente,  Le agradecemos el interés en nuestra promoción Arturo Soria Hills situada en pleno distrito de Arturo Soria en Madrid. Calle Luis Carlos Vazquez num. 8.  Nuestra promoción esta ubicada en una de las zonas mas exclusivas de la capital. En un entorno privilegiado que combina la serenidad de vivir en una zona residencial con la practicidad de tener a pie todo lo necesario para la vida cotidiana.  A escasos metros de Arturo Soria Hills se encuentra la estación de metro ""Arturo Soria"", multitud de supermercados y centros comerciales así como zonas de ocio, deportivas, infantiles y centros de salud.  La promocion consta de 7 viviendas de dos habitaciones, todas con zonas exteriores, una planta baja con zonas exteriores de mas de 150 m2, aticos con zonas exteriores duplex. Zonas comunitarias muy amplias, con piscina y jardin.  Las plazas de parking y trasteros están a disposición de todas las viviendas. Todas las viviendas tienen un sistema de aerotermia instalado y grandes ventanales para dar prioridad a la luz natural.  Entrega Prevista: Cuarto trimestre de 2026 aproximadamente. IMPORTES, PLAZOS Y PAGOS La parte compradora, a cuenta del precio de la compra, realizará los siguientes pagos en los momentos que se indican a continuación: 1. 5000euros en concepto de reserva. 2. 10% (+IVA), en concepto de arras penitenciales (incluida la reserva) 3. 10% (+IVA), en concepto de ampliación de arras penitenciales, 3-4 meses después de haberse firmado las arras penitenciales expuestas en el punto 2. 4. 80% (+IVA), en la firma de la escritura pública de compraventa, momento en el que se entregará la vivienda. Se garantizan con aval bancario todas las cantidades entregadas a cuenta.  Nuestro equipo queda a su disposición para cualquier consulta.  Adar Real Estate.",False,newdevelopment,True,True,False,7358.0,True,False,False,False,[],False,False,780000.0,€,True,True,,flat,"San Juan Bautista, Madrid","Piso en calle Luis Carlos Vázquez, 8",,,,
100141387,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/68/6a/81/1325721729.webp,W-02R5BP,33,bj,1050000.0,flat,sale,199.0,True,3,2,Barrio Niño Jesús,Madrid,Madrid,Retiro,es,Niño Jesús,40.4143288,-3.6728583,False,https://www.idealista.com/inmueble/100141387/,"Loft único y lujoso en Niño Jesús Auténtico loft, de diseño Neoyorkino, reformado con los materiales más exclusivos y exquisitos con un diseño espectacular. El piso cuenta con gran privacidad ya que tiene entrada individual. Nada más entrar nos encontramos con un espacio longitudinal revestido de mármol travertino, limitado por unas puertas de cristal, una fantástica fuente vertical, de pizarra negra, nos da la bienvenida desde un lateral. Sus grandes ventanales permiten la ventilación y aportan gran luminosidad. Las paredes, de 5 metros de altura, están revestidas de ladrillo visto de fabricación artesanal. Todo el pavimento es de gres porcelánico.  Cuenta con cocina de madera maciza, de una de las mejores firmas italianas, con todos los electrodomésticos, de última generación, encastrados. Detrás de la cocina disponemos de un amplio cuarto para dar servicio a esta. La zona de spa cuenta con baño turco, bañera de hidromasaje, ducha de techo, dos lavabos y un novísimo sistema de control de olores por medio de filtros de carbono. Tanto los techos de la entreplanta como las escaleras son de madera de pino de Valsaín, con más de 15 años de antigüedad para evitar cambios en su estructura. En la parte superior disponemos de un gran espacio diáfano, con baño, ducha con paredes de mosaico y un lavabo sobre una encimera de mármol que pertenece al Buffet antiguo de madera de olmo que sirve como mueble. Hay diversos proyectos para adaptar este espacio en función de sus necesidades, desde dos hasta tres habitaciones y un baño más. Toda la vivienda está domotizada, para que usted pueda programar y proteger su casa a distancia. Amplia plaza de garaje. Niño Jesús se encuentra en el distrito de Retiro, es una de las zonas más tranquilas y con menos tráfico. El distrito toma su nombre del Parque del Retiro, uno de los parques más bellos y el más emblemático de la ciudad de Madrid. Niño Jesús se encuentra muy cerca de las calles más comerciales de Madrid. Las comunicaciones son excepcionales, con diversas líneas de metro, autobuses a cinco minutos de la estación de Atocha y con rápida y fácil salida a la M30, autopista que circunvala Madrid y que le conduce a cualquier punto. El barrio conta de todo tipo de servicios, cuenta con diversos hospitales, entre ellos el Hospital Niño Jesús, hospital de referencia para pediatría y el Gregorio Marañón. También en esta zona hay prestigiosos colegios, en definitiva, todo lo que necesita para disfrutar de una gran calidad de vida.",True,good,False,True,,5276.0,True,False,True,False,[],False,False,1050000.0,€,True,True,,flat,"Niño Jesús, Madrid",Piso,,,,
108653632,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b2/d9/ac/1351179272.webp,31242,7,bj,369463.0,flat,sale,225.0,True,2,2,"avenida de los Quiñones, 11",Madrid,San Sebastián de los Reyes,Dehesa Vieja-Puente Cultural,es,,40.5654065,-3.6154542,True,https://www.idealista.com/obra-nueva/108653632/,"TU NUEVO HOGAR EN CERRO DEL BAILE, SAN SEBASTIÁN DE LOS REYES FIRMADO CONTRATO COMPRAVENTA PARCELA ¿Imaginas estrenar tu primera vivienda en un entorno natural, moderno en San Sebastián de los Reyes? Descubre VÍVE Cerro del Baile, una promoción de 80 viviendas de precio limitado (VPPL) en régimen de cooperativa, de 2 y 3 dormitorios. La promoción se sitúa en Cerro del Baile, el nuevo desarrollo urbanístico de San Sebastián de los Reyes.  TU HOGAR, TU ESPACIO • Las viviendas destacan por sus amplias estancias, con distribuciones prácticas que aprovechan al máximo el espacio. • La luz natural llena cada rincón gracias a que todas las viviendas son exteriores y cuentan con amplias terrazas que invitan a disfrutar del aire libre. •Todos los dormitorios cuentan con amplios armarios empotrados, un espacio de almacenaje para que el orden y la organización formen parte de tu vida diaria sin esfuerzo. •Trastero y dos o tres plazas de garaje para tu comodidad.  •Disfrutarás de un hogar con Alta Calificación Energética, que cuida del planeta mientras reduces el consumo energético diario sin renunciar al confort. ESPACIOS COMUNES PARA DISFRUTAR SIN SALIR DE CASA La promoción cuenta con zonas comunes pensadas para tu bienestar: piscina con área de solarium para refrescarte en verano, área de juegos infantiles donde los más pequeños vivirán grandes aventuras, y zonas verdes que invitan al descanso y la desconexión. UN BARRIO DISEÑADO PARA EL FUTURO Cerro del Baile se sitúa al norte de San Sebastián de los Reyes, a solo 15 minutos de Madrid, en un enclave privilegiado junto a la Dehesa Boyal y el Parque Regional de la Cuenca Alta del Manzanares.  El Ayuntamiento ha aprobado de forma definitiva en junio de 2025 el proyecto de urbanización de Cerro del Baile. La entrega de las viviendas está prevista para el 2030. Cerro del Baile supone uno de los desarrollos más ambiciosos del Norte de Madrid. Su privilegiada ubicación junto a la Dehesa Boyal, uno de los espacios naturales más amplios de la región, ofrece un equilibrio perfecto entre naturaleza y ciudad. Un entorno tranquilo y seguro, ideal para vivir con calidad de vida, sin renunciar a la cercanía y ventajas que ofrece una gran ciudad. Solicita una visita con nuestro comercial y descubre todos los detalles de este exclusivo proyecto.",False,newdevelopment,True,True,False,1642.0,True,False,False,False,[],False,False,369463.0,€,True,True,,flat,"Dehesa Vieja-Puente Cultural, San Sebastián de los Reyes","Piso en avenida de los Quiñones, 11",,,,
