propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,detailedType.subTypology,neighborhood,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
108173697,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ac/c5/7a/1336064995.webp,,18,1,158000.0,flat,sale,49.0,True,1,1,Centro - Casco Histórico,Madrid,San Lorenzo de El Escorial,Centro - Casco Histórico,es,40.5941829,-4.1485107,False,https://www.idealista.com/inmueble/108173697/,"Apartamento completamente exterior. A solo 300 metros del Real Monasterio de El Escorial. La vivienda de 48,57 m2 se distribuye en: salón-cocina, 1 habitación y 1 baño. La parte bajo-cubierta abierta y se acede mediante escalera caracol, metros que no computan. La habitación dispone de gran armario empotrado, y terraza acristalada con inmejorables vistas Muy bien ubicado, rodeado de todo tipo de pequeños comercios, servicios, restaurantes, paradas de autobús, así como está a 350 metros del Ayuntamiento de San Lorenzo de El Escorial y del Centro de Salud San Carlos. Llame ahora para conocer más información sobre la vivienda y concertar una visita. No cobramos honorarios al comprador.",False,good,False,False,3224.0,False,False,False,False,[],False,False,158000.0,€,flat,"Centro - Casco Histórico, San Lorenzo de El Escorial",Piso,,,,,,,,
108747377,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/66/92/43/1359037940.webp,dpav29,55,,499000.0,chalet,sale,167.0,,4,2,Cotos de Monterrey,Madrid,Cotos de Monterrey,,es,40.7944566,-3.5974539,False,https://www.idealista.com/inmueble/108747377/,"FM Gestiona presenta esta exclusiva vivienda unifamiliar en una de las mejores zonas de la urbanización Cotos de Monterrey, en el municipio de Venturada. Construida sobre una parcela de 1.100m², esta propiedad destaca por su distribución cómoda en una sola planta, sus amplios espacios y su privilegiado entorno natural. La vivienda dispone de 167m² construidos y se organiza en una amplia entrada con armario empotrado, cocina independiente con zona office, salón comedor con chimenea y un porche en la entrada principal de 19m², ideal para disfrutar del exterior en cualquier época del año. Cuenta con cuatro dormitorios, todos ellos con armarios empotrados, y dos cuartos de baño completos, uno de ellos en suite en el dormitorio principal. En la zona exterior, la propiedad ofrece un entorno natural muy cuidado, con una amplia variedad de árboles frutales y ornamentales que le otorgan un carácter casi botánico al jardín. A nivel funcional, la vivienda dispone de dos espacios auxiliares muy prácticos: Una amplia leñera/almacén ubicada bajo la zona de la cocina, con entrada independiente desde el exterior, perfecta como zona de almacenaje adicional. Un cuarto de herramientas bien organizado y funcional, que alberga también la caldera y el depósito de gasoil, ubicado junto a la zona de dormitorios. Además, la finca cuenta con espacio exterior suficiente para aparcar cómodamente dos vehículos, con la posibilidad de instalar en el futuro una pérgola o cubierta. Sobre la urbanización Cotos de Monterrey Situada a tan solo 40 minutos del centro de Madrid y con acceso directo por la A1, Cotos de Monterrey ofrece un entorno tranquilo y seguro, con vigilancia 24 horas, barreras de control de acceso y zonas comunitarias muy bien cuidadas. La urbanización dispone de tres piscinas comunitarias, zonas deportivas, amplios espacios verdes, áreas infantiles y servicio de transporte mediante líneas de autobús con conexión directa a Plaza de Castilla y municipios del norte de Madrid. Una opción perfecta tanto para residencia habitual como para segunda vivienda. INFORMACIÓN AL COMPRADOR ? En el precio publicado no están incluidos los gastos habituales de compraventa: impuestos (ITP), notaría, registro, etc.? Tampoco están incluidos nuestros honorarios de intermediación, que en este caso ascienden a 3.000 + IVA (3.630 IVA incluido). Estos honorarios incluyen, Gestión completa del proceso de compraventa, acompañamiento profesional desde la primera visita hasta la firma en notaría y tramitación hipotecaria si se requiere. ¿VAS A VENDER TU CASA? Así trabajamos:  Comisiones claras y justas: desde 3.000 + IVA hasta 100.000 (Aumenta solo 1.000 más por cada 100.000 adicionales).  Fotografía profesional y Tour Virtual 360º  Publicidad destacada en portales y redes  Cartera activa de compradores e inversores  Gestión de herencias y cambios de vivienda  Comerciales expertos en tu zona, con trato directo y transparente ? Si comparas nos eliges.",False,good,False,,2988.0,False,False,False,False,[],False,False,499000.0,€,chalet,Cotos de Monterrey,Casa independiente,independantHouse,,,,,,,
107913771,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1a/20/f1/1328155519.webp,AXA-01PR60118201400250HKHA,2,3,115000.0,flat,sale,94.0,True,3,2,avenida de Nuestra Señora de Belén,Madrid,Alcalá de Henares,Reyes Católicos,es,40.4727788,-3.3808749,False,https://www.idealista.com/inmueble/107913771/,"Compre este inmueble por debajo del precio de mercado por tiempo limitado, ahorrándose los gastos notariales. Finca en buen estado. INMUEBLE DE SUBASTA. La adquisición del inmueble publicitado en este anuncio se realizará exclusivamente en el marco del proceso de Subasta Judicial en el que se encuentra. Al no tratarse de una compraventa directa, el importe publicado ha de ser considerado como una orientación al precio por el cual puede adjudicarse el inmueble. Toda la información aquí publicada se encuentra disponible de manera pública en el Boletín Oficial del Estado.  Le asesoraremos en todo el proceso, pida información sin compromiso.",False,renew,False,False,1223.0,False,False,False,False,[],False,False,115000.0,€,flat,"Reyes Católicos, Alcalá de Henares",Piso en avenida de Nuestra Señora de Belén,,,,,,,,
86814373,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/35/1f/c1/1295654778.webp,EN2024AB,26,,280000.0,chalet,sale,196.0,,5,3,Villa del Prado,Madrid,Villa del Prado,,es,40.2827807,-4.3511894,False,https://www.idealista.com/inmueble/86814373/,"¡HOGARES VILLA DEL PRADO VENDE EN EXCLUSIVA! Chalet independiente de 112 m² construidos sobre parcela urbana de 1564 m² con casa de invitado de 50m². Espacio y confort en un entorno natural privilegiado. La casa principal tiene dos plantas, cuenta con 112 m² construidos distribuidos de la siguiente manera: •Planta baja: Amplio salón comedor con cocina estilo americano, dos acogedores dormitorios, un elegante baño completo con plato de ducha, cuarto de lavandería con salida al exterior y una terraza perfecta para disfrutar del aire libre. •Planta superior: Habitación principal con mucha privacidad y comodidad. Casa de invitados independiente: La estancia consta de 50 m² e incluye dos dormitorios, un salón y un baño completo. La parcela tiene 1564 m², está completamente cerrada con parte de muro de bloque y parte de valla con arizonica, asegurando total privacidad y seguridad.  La entrada cuenta con una puerta de acceso automática, y un amplio aparcamiento de hormigón impreso para varios coches. En el exterior encontrarás varias zonas de recreo con distintos ambientes para el disfrute: •Un cenador con barbacoa de obra y fregadero, ideal para reuniones al aire libre. •Piscina de obra de 34 m² con un solárium para relajarse al sol, de hormigón impreso y zona de césped artificial. • Senderos de piedra natural, zonas ajardinadas con riego automático y hermosos árboles que completan el entorno. Equipamiento y reformas La vivienda ha sido totalmente reformada en 2020 y entre sus características destacan: •Calefacción de gasoil y aire acondicionado. •Carpintería interior de madera y ventanas tipo climalit oscilobatientes con mosquiteras. •Toldo en el porche de acceso a la vivienda. La propiedad está situada en una urbanización privada, ofreciendo total tranquilidad. Además, podrás disfrutar de los siguientes servicios y comodidades: •Supermercado, zonas deportivas (piscina, pista de fútbol, baloncesto, tenis), y restaurantes dentro de la misma urbanización. •Entorno natural ideal para quienes buscan paz y contacto con la naturaleza. •Conexión excelente con la ciudad: tres líneas de autobuses con salida cada 20 minutos hacia Príncipe Pío.  ¡ VENGA A VERLA SIN COMPROMISO!  Además, FinanHogar, nuestro departamento financiero, te ofrece la posibilidad de financiar hasta el 100% de tu vivienda.",False,good,False,,1429.0,False,False,False,False,[],False,False,280000.0,€,chalet,Villa del Prado,Casa independiente,independantHouse,,True,True,,,,
105408030,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8c/ca/5a/1330012061.webp,,5,1,285000.0,flat,sale,38.0,False,1,1,calle de Isabel la Católica,Madrid,Madrid,Centro,es,40.4209684,-3.7110101,False,https://www.idealista.com/inmueble/105408030/,"CONTACTAR POR FORMULARIO - PARA EMPRESAS Y/O AUTONOMOS ¡Magnífico Piso en Venta Junto a la Gran Vía de Madrid!  DFLAT Madrid pone a la venta este magnífico piso reformado, para EMRESAS y AUTÓNOMOS que buscan una inversión segura en una de las zonas más demandadas de la capital. La venta se realiza con renuncia a la exención del IVA, lo que lo convierte en una opción especialmente atractiva para aquellos que puedan beneficiarse de la deducción fiscal. El comprador deberá auto-liquidar el Impuesto de Transmisiones Patrimoniales (ITP) por inversión del sujeto pasivo. Descubre este espectacular piso, ubicado en una de las zonas más emblemáticas de Madrid. Situado en la primera planta de un edificio rehabilitado con ascensor, este luminoso apartamento de 38 m² ofrece una distribución ideal para aprovechar cada rincón. Con orientación sur y ventanas en todas las estancias, disfrutarás de luz natural durante todo el día. El inmueble cuenta con un amplio salón comedor, un dormitorio con armarios empotrados y un baño completo. La cocina está equipada con todos los electrodomésticos necesarios para tu comodidad. Además, dispone de suelos de tarima, paredes lisas y ventanas climalit. La calefacción y el aire acondicionado están garantizados gracias a una eficiente bomba de frío/calor. La ubicación es inmejorable: a solo un minuto de la Gran Vía y muy cerca de Plaza de España, Callao y Sol. Ideal tanto para vivir como para invertir, dada la alta demanda de alquileres en la zona. Los gastos de comunidad e IBI son bajos, lo que hace de esta propiedad una opción aún más atractiva. El edificio está en perfecto estado y cuenta con una ITE favorable.  No pierdas la oportunidad de vivir en el corazón de Madrid o de realizar una inversión con gran rentabilidad. Organiza tu visita llamando a nuestro equipo. ¡Te esperamos!",True,good,False,True,7500.0,False,False,False,False,[],False,False,285000.0,€,flat,"Palacio, Madrid",Piso en calle de Isabel la Católica,,Palacio,,,,,,
108730783,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2c/18/0b/1353456386.webp,,15,,59900.0,chalet,sale,168.0,,5,1,calle Mayor,Madrid,Brea de Tajo,,es,40.2301993,-3.1087643,False,https://www.idealista.com/inmueble/108730783/,"NO COBRAMOS COMISIÓN AL COMPRADOR, TE AYUDAMOS CON LA FINANCIACIÓN Casa Pareada en Venta en el Corazón de Brea de Tajo Descubre esta encantadora casa antigua en el centro de Brea de Tajo, una oportunidad única para aquellos que buscan un proyecto de reforma. Con una superficie construida de 168 m² distribuidos en cuatro plantas, esta propiedad ofrece un sinfín de posibilidades para crear el hogar de tus sueños. La casa cuenta con cinco amplias habitaciones y un baño, ideal para familias que buscan espacio y comodidad. La bodega y el trastero añaden un toque práctico, mientras que la terraza solarium se convierte en el lugar perfecto para disfrutar del sol y las vistas del pueblo. Aunque necesita una reforma completa, su estado estructural es bueno, lo que te permitirá personalizar cada rincón a tu gusto.  Ubicada en un pueblo madrileño con todos los servicios, tendrás acceso a transporte público directo al centro de Madrid, facilitando tus desplazamientos. No dejes pasar esta oportunidad de transformar una joya del año 1920 en tu hogar ideal. ¡Ven a visitarla y déjate enamorar por su potencial!",False,renew,False,,357.0,False,False,False,False,[],False,False,59900.0,€,chalet,Brea de Tajo,Chalet pareado en calle Mayor,semidetachedHouse,,,,,,,
108649197,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3d/73/0c/1351010559.webp,MVF-001,2,3,185000.0,flat,sale,67.0,True,2,1,calle de Tenerife,Madrid,Madrid,Tetuán,es,40.4520364,-3.7060054,False,https://www.idealista.com/inmueble/108649197/,"VENTA RAPIDA - EL INMUEBLE NO SE PUEDE VISITAR lIQUIDAMOS INMUEBLE OKUPADO- VALORADO EN 330.000€ ¡Oportunidad de inversión en el corazón de la ciudad! Este piso de 67 metros cuadrados, construido en 1930, ofrece un amplio espacio para convertirlo en tu hogar ideal. Con DOS dormitorios y un baño, es perfecto para familias o inversores que buscan un proyecto con potencial. La propiedad es exterior, lo que garantiza luz natural durante todo el día. Actualmente, se encuentra ocupado de manera ilegal, por lo que requiere reformas y regularización. Una oportunidad única para quienes desean rehabilitar y personalizar un inmueble con historia y carácter. ¡No dudes en contactarnos para más información!",False,renew,False,False,2761.0,False,False,False,False,[],False,False,185000.0,€,flat,"Bellas Vistas, Madrid",Piso en calle de Tenerife,,Bellas Vistas,,,195000.0,10000.0,5.0,
108849592,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f0/3a/fc/1356925435.webp,,14,1,250000.0,flat,sale,57.0,True,2,2,"calle José Montalvo, 19",Madrid,Madrid,Carabanchel,es,40.397729,-3.732777,True,https://www.idealista.com/inmueble/108849592/,"¡Descubre tu nuevo hogar en este espectacular piso de dos habitaciones, listo para entrar a vivir!  Con una superficie construida de 57 m², este luminoso apartamento en planta 1 ofrece un diseño moderno y funcional. La cocina tipo americana está completamente equipada y se integra a la perfección con el salón, creando un espacio ideal para disfrutar de momentos en familia o con amigos. El piso cuenta con dos baños, uno de ellos en suite, lo que brinda comodidad y privacidad. Además, podrás disfrutar de un pequeño balcón donde relajarte al aire libre. Los armarios empotrados ofrecen un amplio espacio de almacenamiento, manteniendo todo en orden. Situado en una ubicación privilegiada, este inmueble exterior garantiza una excelente calidad de vida. ¡No dejes pasar la oportunidad de visitar este encantador piso y hacer de él tu nuevo hogar!",False,good,False,False,4386.0,False,False,False,False,[],False,False,250000.0,€,flat,"San Isidro, Madrid","Piso en calle José Montalvo, 19",,San Isidro,,,,,,
106085896,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/45/9d/45/1344821361.webp,TSV0139,43,6,3400000.0,penthouse,sale,170.0,True,3,3,Barrio Recoletos,Madrid,Madrid,Barrio de Salamanca,es,40.4223145,-3.684367,False,https://www.idealista.com/inmueble/106085896/,"Trisol Properties les ofrece en venta precioso ático prime reformado a estrenar en edificio clásico junto al Retiro de 159 m2 con terraza de 11 m2 en la mejor zona de Recoletos a escasos metros del Hotel Wellington. El inmueble con vistas despejadas y orientación oeste, recibe gran entrada de luz natural durante todo el día. Edificio clásico y muy representativo, sin limitaciones de acceso.  Gran oportunidad de compra en uno de los mejores edificios de la zona  - Atico prime de 159 m2 con terraza y mirador - Amplia salón comedor en dos estancias  - Orientación oeste con gran entrada de luz natural - 3 dormitorios  - 3 baños completos (dos en suite) - Cocina americana totalmente equipada - Calefacción individual de gas - Suelo de madera - Aire acondicionado por conductos - Edificio muy representativo, clásico y totalmente accesible - Ascensor clásico - Servicio de conserjería [IW].",False,good,False,True,20000.0,False,False,False,False,[],False,False,3400000.0,€,flat,"Recoletos, Madrid",Ático,penthouse,Recoletos,,,,,,
102097569,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5d/8f/b3/1218906173.webp,VI-000-020-713-996,13,1,150000.0,flat,sale,59.0,,2,1,Barrio Vírgenes,Madrid,Leganés,Centro,es,40.3259113,-3.7684872,False,https://www.idealista.com/inmueble/102097569/,"Oportunidad de inversión: inmueble alquilado. Fecha de fin de contrato: 02/2027.  Piso en Leganés, Madrid. Dispone de una superficie de 59 m² distribuidos en 2 habitaciones, salón-comedor con acceso a terraza, cocina amueblada y 1 baño completo con plato de ducha. El piso cuenta con suelos de parquet y armarios empotrados. Situado en una zona residencial del sur de la localidad, cerca de comercios, instalaciones deportivas, servicios, un centro educativo y paradas de autobús. Fácil acceso por la carretera M-402.  Consulte con nuestro Agente Comercial la información adicional sobre el inmueble y las condiciones especiales de compraventa. Imposibilidad de visita interior. Las fotografías pueden no corresponderse con el estado actual del inmueble.",False,good,False,,2542.0,True,False,True,False,[],False,False,150000.0,€,flat,"Vírgenes, Leganés",Piso,,Vírgenes,,,156500.0,6500.0,4.0,
108744233,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/56/03/68/1353836515.webp,5497,6,,2900000.0,chalet,sale,1452.0,,6,6,Barrio Club de Golf,Madrid,Las Rozas de Madrid,Club de Golf,es,40.5473637,-3.926,False,https://www.idealista.com/inmueble/108744233/,"Impresionante chalet de 1.452 m2 construidos según Registro de la Propiedad, en parcela de 6.285 m2. Moderno, de diseño exclusivo, con grandes ventanales, espacios abiertos y de una gran belleza.  La vivienda está situada en un enclave privilegiado, con magníficas vistas, orientación Sur y mucha privacidad.  La propiedad consta de tres plantas. Accedemos a la vivienda encontrando un amplio y muy luminoso hall desde el que accedemos al salón/comedor con dos ambientes, un despacho o cuarto de estar con una habitación de invitados con baño en suite. La cocina, muy amplia y con office integrado tiene una zona de lavado anexa. Al lado derecho del hall tenemos un aseo de cortesía así como el acceso a la master bedroom, con mas de 100 m2, dispone de dos vestidores y dos baños completos.  En la primera planta, encontramos dos amplias suite con vestidor y baño completo.  En la planta semisótano, tenemos los cuartos de instalaciones, la bodega, lavandería y cuartos de servicio con baño completo, así como un parking para mas de 8 coches y una zona de ocio. Anexo al edificio principal encontramos un pabellón de invitados con 142 m2 construidos y garita de seguridad. Suelo radiante de frio y calor. La casa dispone de ascensor que comunica todas las plantas. La parcela cuenta con piscina con instalación de climatización.  La Urbanización cuenta con vigilancia 24 horas y un club de Golf a 5 minutos de la vivienda al que se puede acceder directamente con el carrito de Golf..",False,good,False,,1997.0,False,False,False,False,[],False,False,2900000.0,€,chalet,"Club de Golf, Las Rozas de Madrid",Casa independiente,independantHouse,Club de Golf,True,True,,,,
108834831,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ef/4c/25/1356510145.webp,,7,,1850000.0,chalet,sale,500.0,,4,4,calle Valle del Ebro,Madrid,Boadilla del Monte,Las Lomas,es,40.4426744,-3.9025034,False,https://www.idealista.com/inmueble/108834831/,"La vivienda de tus sueños existe. En un entorno privilegiado, donde la privacidad y la tranquilidad son un lujo al alcance de pocos, te presentamos una propiedad exclusiva que no te dejará indiferente. -Gran espacio exterior para vivir sin límites -Privacidad total en una ubicación donde desconectar es posible -Rodeada de naturaleza, silencio y bienestar -Un estilo de vida único Más que una casa, es un refugio donde disfrutar de cada rincón, crear recuerdos y vivir con comodidad y elegancia. Si buscas un hogar especial, que combine amplitud, independencia y entorno natural, esta puede ser tu oportunidad. Contáctanos para conocer todos los detalles de esta propiedad exclusiva.",False,good,False,,3700.0,False,False,False,False,[],False,False,1850000.0,€,chalet,"Las Lomas, Boadilla del Monte",Casa independiente en calle Valle del Ebro,independantHouse,,,,,,,
101781819,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e7/7b/0d/1328023856.webp,VI-000-030-686-443,15,1,374000.0,flat,sale,96.0,,4,1,Barrio Valdeacederas,Madrid,Madrid,Tetuán,es,40.4664856,-3.7011488,False,https://www.idealista.com/inmueble/101781819/,"Oportunidad de inversión: inmueble alquilado. Fecha de fin de contrato: 02/2028.  Piso en Madrid, perfecto para familias. El inmueble cuenta con una superficie de 96 m² distribuidos en 4 habitaciones, salón-comedor, cocina además de 1 aseo. Cuenta con todos los servicios necesarios a su alrededor, como el Hospital Carlos III, el Campus Training, supermercados, bancos, bibliotecas, farmacias, oficinas de correos, centros deportivos y la estación de metro Ventilla. Con fácil acceso a Autopista de Circunvalación M-30.  Consulte con nuestro Agente Comercial la información adicional sobre el inmueble y las condiciones especiales de compraventa. Imposibilidad de visita interior. Las fotografías pueden no corresponderse con el estado actual del inmueble.",False,good,False,,3896.0,True,False,True,False,[],False,False,374000.0,€,flat,"Valdeacederas, Madrid",Piso,,Valdeacederas,,,391000.0,17000.0,4.0,
108320502,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fc/fa/03/1347830022.webp,BHPJ3,5,1,350000.0,flat,sale,95.0,True,2,1,camino Real,Madrid,Villanueva del Pardillo,Los Llanos - Valle Pardo,es,40.4969205,-3.9653665,False,https://www.idealista.com/inmueble/108320502/,"B-Home presenta esta interesante oportunidad en el corazón de Villanueva del Pardillo. Se trata de una vivienda de 2 dormitorios y 1 baño, ideal tanto para inversores como para quienes buscan una primera vivienda a un precio competitivo. El piso cuenta con una distribución cómoda y funcional, con salón-comedor de buen tamaño, cocina independiente, dos dormitorios luminosos y un baño completo. Aunque la vivienda necesita una actualización estética —un ""lavado de cara""—, ofrece mucho potencial para ser adaptada al gusto del comprador. Incluye plaza de garaje en el precio, un valor añadido muy importante en la zona. El edificio no cuenta con urbanización, lo que se traduce en unos gastos de comunidad contenidos. Situado en una zona tranquila pero con todos los servicios a mano: supermercados, colegios, transporte público y zonas verdes. Si buscas una vivienda con posibilidades en una de las zonas más demandadas del noroeste de Madrid, no dudes en venir a visitarla. PENDIENTE DE REPORTAJE FOTOGRÁFICO PROFESIONAL.",False,renew,False,True,3684.0,False,False,False,False,[],False,False,350000.0,€,flat,"Los Llanos - Valle Pardo, Villanueva del Pardillo",Piso en camino Real,,,True,True,,,,
108763985,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/aa/2f/58/1354445997.webp,NM-000212,23,2,299900.0,flat,sale,95.0,True,3,1,Reyes Católicos,Madrid,Alcalá de Henares,Reyes Católicos,es,40.4730529,-3.3790926,False,https://www.idealista.com/inmueble/108763985/,"Disponemos de PISO EN REYES CATOLICOS exterior de 3 habitaciones, 1 baño, cocina con área de lavado y salón amplio. La vivienda se encuentra en perfectas condiciones de uso, se alquila para larga duración, electrodomésticos y algunos muebles. La vivienda se encuentra a mano todo tipo de servicios en un bario consolidado. Extras: aire acondicionado, armarios empotrados, ascensor, despensa, esquina, muebles, puerta blindada, terraza, autobuses, árboles, céntrico, centros comerciales, centros médicos, colegios, parques, primera línea, supermercados, urbanización, vallado, vistas despejadas, zona de paso, zonas infantiles posibilidad de plaza de garaje. Posibilidad de alquiler o venta. Ideal inversores.",False,good,False,True,3157.0,False,False,False,False,[],False,False,299900.0,€,flat,"Reyes Católicos, Alcalá de Henares",Piso,,,True,True,,,,
107900459,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d5/10/78/1327773150.webp,07003,42,3,1114600.0,flat,sale,131.0,True,3,2,Barrio Fuente del Berro,Madrid,Madrid,Barrio de Salamanca,es,40.4268821,-3.6636525,False,https://www.idealista.com/inmueble/107900459/,"Vivienda exclusiva en urbanización de reciente creación, dos plazas de garaje.",True,good,False,True,8508.0,False,False,False,False,[],False,False,1114600.0,€,flat,"Fuente del Berro, Madrid",Piso,,Fuente del Berro,True,False,,,,30000.0
107262501,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c7/62/89/1307795147.webp,5290,19,2,190000.0,studio,sale,64.0,True,0,1,Zona Industrial,Madrid,Tres Cantos,Zona Industrial,es,40.6160974,-3.7026327,False,https://www.idealista.com/inmueble/107262501/,"*****HONORARIOS SIN COSTE PARA EL COMPRADOR*****  ¡IDEAL PARA INVERSORES Y AUTÓNOMOS! KHAN VENDE EN EXCLUSIVA estupendo loft/despacho profesional, situado en la zona Industrial de Tres Cantos. Se trata de una zona tranquila, ideal para autónomos o inversores. Además, se encuentra cercana a las grandes avenidas de la Ciudad, en las cuales pueden encontrar todo tipo de servicios y comercios, y está muy bien comunicada con el transporte público, dado que está rodeada de numerosas paradas de autobús. El loft dispone de 64metros cuadrados construidos y 55 metros cuadrados útiles. El inmueble cuenta con una sala totalmente diáfana con cocina americana completamente amueblada y un cuarto de baño dotado con plato de ducha. Entre sus características principales, cabe destacar que está equipado con suelos de tarima, aire acondicionado y calefacción individual eléctrica. Asimismo, dispone de amplios ventanales que proporcionan muy buena luminosidad. Dentro del precio, se incluye tanto una plaza de garaje con buen entrada de acceso y aparcamiento, y un cuarto trastero para el almacenaje.  ¡IDEAL PARA INVERSORES Y AUTÓNOMOS!   *****HONORARIOS SIN COSTE PARA EL COMPRADOR*****  Ref. 5290.",False,good,False,True,2969.0,False,False,False,False,[],False,False,190000.0,€,flat,"Zona Industrial, Tres Cantos",Estudio,studio,,True,True,,,,
108371447,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/82/f0/e5/1342119801.webp,,11,2,297000.0,flat,sale,65.0,True,3,1,calle de Garganchón,Madrid,Madrid,Barajas,es,40.4510612,-3.5786352,False,https://www.idealista.com/inmueble/108371447/,"Red House / VENDE ¡Oportunidad única para inversores!  No cobramos honorarios a la parte compradora. Este piso totalmente reformado, ubicado en la zona más tranquila del Barrio del Aeropuerto, es ideal para quienes buscan rentabilidad. Con 65 m² construidos, cuenta con 3 acogedoras habitaciones equipadas con aire acondicionado y armarios empotrados, perfectas para asegurar el confort de los inquilinos. La cocina está completamente amueblada con electrodomésticos modernos, y el salón ofrece un espacio luminoso y acogedor para relajarse. El baño completo, equipado con un práctico plato de ducha, y los suelos de tarima aportan un toque de elegancia al hogar. Las ventanas de PVC con doble cristal garantizan un excelente aislamiento, mientras que las puertas de madera lacada blanca añaden un toque contemporáneo. La calefacción individual eléctrica asegura un ambiente cálido durante los meses más fríos. La ubicación es inmejorable: a pocos metros de un gimnasio, farmacia y restaurantes, y a un paso de las terminales T1, T2 y T3 del aeropuerto, lo que facilita el acceso para viajeros frecuentes. Además, el Centro Comercial de Plenilunio y un Mercadona están muy cerca, brindando todas las comodidades necesarias. La conexión con transporte público es excelente, con autobuses que pasan por la zona (líneas 115 y 114) y la estación de metro Alameda de Osuna a solo unos minutos. Este piso no solo es una excelente opción para vivir, sino también una inversión segura con alta rentabilidad. ¡No dejes pasar esta oportunidad!",False,good,False,False,4569.0,False,False,False,False,[],False,False,297000.0,€,flat,"Aeropuerto, Madrid",Piso en calle de Garganchón,,Aeropuerto,,,,,,
108803098,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/32/84/3a/1355824943.webp,,13,5,282500.0,flat,sale,90.0,True,3,1,calle de Illescas,Madrid,Madrid,Latina,es,40.3940373,-3.7571885,False,https://www.idealista.com/inmueble/108803098/,"INMOPISO VENDE; Piso en C/ Illescas de 90 m2 en Los Sauces con terraza abierta; Distribuido en salón, tres dormitorios muy amplios, baño y cocina. Se trata de una Quinta planta con ascensor y zona de parking en superficie. Tiene las siguientes características: - Zona de Parking en Superficie - Ascensor - Terraza abierta - Zona verde - Calefacción Individual Para más información contacta con nosotros o ven a visitarnos a la Calle de los Yebenes 121 sin ningún tipo de compromiso y concierta una cita en la que además de conocer la vivienda, si te interesa, se te informara sobre las condiciones de financiación actuales.",False,renew,False,True,3139.0,False,False,False,False,[],False,False,282500.0,€,flat,"Aluche, Madrid",Piso en calle de Illescas,,Aluche,,,,,,
101780253,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bf/90/3f/1335837596.webp,VI-000-030-647-428,15,6,173000.0,flat,sale,70.0,,3,1,Barrio Abrantes,Madrid,Madrid,Carabanchel,es,40.3786543,-3.728775,False,https://www.idealista.com/inmueble/101780253/,"Oportunidad de inversión: inmueble alquilado. Fecha de fin de contrato: 03/2028.  Piso en Madrid. Dispone de una superficie de 70 m² distribuidos en 3 habitaciones, un luminoso salón-comedor, cocina amueblada y 1 baño completo con plato de ducha. Cuenta con suelos de parquet. Cerca de comercios, restaurantes, supermercados, centros educativos, centros sanitarios, zonas verdes y paradas de autobús. Con acceso al metro Abrantes y la A-42.  Consulte con nuestro Agente Comercial la información adicional sobre el inmueble y las condiciones especiales de compraventa. Imposibilidad de visita interior. Las fotografías pueden no corresponderse con el estado actual del inmueble.",False,good,False,True,2471.0,True,False,True,False,[],False,False,173000.0,€,flat,"Abrantes, Madrid",Piso,,Abrantes,,,181000.0,8000.0,4.0,
