propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.subTypology
103718047,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/76/9f/f9/1250577292.webp,27,,1990000.0,chalet,sale,784.0,,5,5,paseo Cerro del Toro -Ciudalc-,Madrid,Ciudalcampo,,es,,40.6180848,-3.6231385,False,https://www.idealista.com/inmueble/103718047/,"Bienvenido a esta impresionante residencia diseñada por los renombrados arquitectos J. Martorell y Oriol Bohigas. Esta casa de ensueño fusiona a la perfección el lujo, la comodidad y el diseño con naturaleza y vistas. Ubicada en un entorno de pura naturaleza en las faldas de la sierra, el exquisito jardín, poblado por especies vegetales autóctonas e importadas, ofrece un paisaje armonioso, con toques de color que perduran a lo largo de todas las estaciones del año.  La residencia se integra de manera sublime con el jardín, no solo en su disposición en planta, sino también a través de sus fachadas, invitando al esplendor de la naturaleza al interior de cada espacio habitable. Además, cuenta con un huerto, un estanque en la zona baja de la parcela y diversas áreas de plantación que se entrelazan de forma orgánica, creando un ambiente de serenidad y armonía.  Desde el exterior, una pasarela suspendida guía hacia la entrada principal de la vivienda. El diseño arquitectónico destaca por su disposición en dos piezas alargadas, formando un ángulo de 90° y unidas por una esquina. En el ala Norte/Sur, se encuentran la cocina, los cuatro dormitorios en suite, un ascensor que conecta todos los niveles y una escalera, todo ello integrado con una estructura tradicional.  Por otro lado, el ala Este/Oeste, de planta rectangular y elevada sobre la parcela, alberga el comedor y los salones, complementados por una imponente chimenea suspendida al estilo Gyrofocus de Dominique Imbert. Una inmensa terraza entre los salones ofrece vistas impresionantes de la sierra, con un suelo tipo Deck y una cubierta curva de zinc que realza su encanto.  En la planta baja, se encuentra una zona dedicada al agua con una piscina interior, un jacuzzi circular, un baño turco y un aseo, junto con un dormitorio en suite con baño incorporado y una sala de usos varios. La seguridad está garantizada mediante cámaras y barreras de infrarrojos en ventanas y puertas.  Esta residencia es una combinación perfecta entre la arquitectura de vanguardia y la naturaleza, ofreciendo una experiencia de vida inigualable y a pocos minutos del aeropuerto y de Madrid central. Ciudalcampo se encuentra en el Km 28 de la N-1, lo que significa un cómodo y rápido acceso a la propiedad. Además, está próxima al aeropuerto de Madrid Barajas, IFEMA y a un parque empresarial con múltiples empresas multinacionales. También se encuentra a tan solo 10 minutos del Hospital Infanta Sofía.",False,good,False,,2538.0,False,False,False,True,[],False,False,1990000.0,€,True,True,chalet,Ciudalcampo,Casa independiente en paseo Cerro del Toro -Ciudalc-,1014,,,,independantHouse
108390192,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/21/17/6b/1342681608.webp,96,,840000.0,chalet,sale,360.0,,7,6,calle del Pino,Madrid,Galapagar,Los Jarales - Las Minas,es,,40.5856141,-3.9678905,False,https://www.idealista.com/inmueble/108390192/,"Amplio, luminoso y comodo chalet en perfectas condiciones, listo para entrar a vivir en Las minas, Galapagar. A menos de 2km de Torrelodones colonia. Dispone de una superficie de 360 m² construidos en una parcela de 800 m², 7 habitaciones amplias y luminosas diseñadas para ofrecer el máximo confort (una en la planta 0 y seis en la planta 1), 6 baños completos, reformados con acabados de alta calidad, un espacioso garaje con capacidad para dos vehículos. Tambien dispone de un jardín exterior con un diseño ornamental y piscina climatizada. Placas solares ya instaladas. Completamente renovado en 2022 con los más altos estándares de calidad y diseño. Ubicación privilegiada en una zona tranquila, rodeada de naturaleza, ideal para disfrutar de privacidad y paz a tan solo 4 minutos de la colonia de Torrelodones. Para mas información o agendar una visita contáctenos.",True,good,False,,2333.0,True,False,False,False,[],False,False,840000.0,€,True,True,chalet,"Los Jarales - Las Minas, Galapagar",Casa independiente en calle del Pino,GLP1,,,,independantHouse
108628445,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/07/71/cc/1350398450.webp,44,1,180000.0,flat,sale,95.0,True,4,1,plaza de España,Madrid,Rascafría,,es,,40.9051989,-3.881125,False,https://www.idealista.com/inmueble/108628445/,"B2V Inmobiliaria comercializa en EXCLUSIVA. Maribel Jareño. ¡Bienvenidos a este precioso piso que destaca por su luminosidad y espectaculares vistas! Situado en un edificio con solo dos vecinos, disfrutarás de la tranquilidad y la comodidad de no pagar comunidad, ya que se reparten las tareas comunes o se contratan. El salón es acogedor y cuenta con una encantadora y gran chimenea, ideal para disfrutar de momentos en familia. Desde aquí, accedes a una terraza donde podrás contemplar las bellas vistas de la plaza de Rascafría y las impresionantes montañas que la rodean. La cocina está equipada con electrodomésticos y también dispone de una terraza con vistas al arroyo del Artiñuelo, que se extiende a lo largo de aproximadamente 7 kilómetros, además de vistas a la montaña, lo que la convierte en un lugar perfecto para cocinar y relajarse. El pasillo te lleva a un amplio cuarto de almacenaje o despensa, ideal para guardar todo lo que necesites y a sus cuatro dormitorios; tres de ellos espaciosos con armarios empotrados y uno individual, todos con ventanas que garantizan una buena entrada de luz natural. El baño está equipado con bañera y un extractor de olores. Hay calefacción eléctrica, con la opción de instalar una estufa de pellet para mayor confort. En la última planta del edificio se encuentran las buhardillas o trasteros, según el uso que se les quiera dar por su amplio tamaño, y que además tiene otro armario empotrado ideal para almacenaje. Este piso se encuentra en el corazón de Rascafría, rodeado de comercios y servicios que harán tu vida diaria mucho más fácil. ¡No pierdas la oportunidad de vivir en este magnífico lugar! ¡PRECIO NEGOCIABLE! Maribel Jareño. Precio 205.000 € 2.158 eur/m2 Características básicas 95 m² construidos 88 m² útiles 4 dormitorios 1 baño Terraza Segunda mano/A reformar Armarios empotrados Trastero Año de construcción: 1968 Sur, Oeste Certificación energética Consumo: (En trámite) Edificio Planta 2, Exterior Sin ascensor Equipamiento Número plantas edificio: 3 Vecinos por planta: 1 Terraza: 3m² Calefacción: Individual Combustible calefacción: Eléctrica Tipo de suelo: Gres Ubicación Plaza de España, Rascafría Planta 2 Rascafría, Madrid [IW].",False,good,False,False,1895.0,False,False,False,False,[],False,False,180000.0,€,,,flat,Rascafría,Piso en plaza de España,PIS0031,,,,
84105187,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/28/b9/1f/631920597.webp,8,2,1590000.0,flat,sale,155.0,True,3,2,Barrio Chueca-Justicia,Madrid,Madrid,Centro,es,Chueca-Justicia,40.4213964,-3.7003955,False,https://www.idealista.com/inmueble/84105187/,"Espectacular inmueble en pleno Justicia, ocupa la segunda planta de un edificio de 1942 con dos vecinos por planta, orientación este y tres grandes ventanales a la calle El proyecto de reforma de este piso ha sido único, con el objetivo de crear espacios más amplios y luminosos, con una distribución más actual.  La vivienda tiene una distribución fantástica: hall de entrada da paso a salón comedor con ventanales a la calle, original cocina de diseño independiente amueblada y equipada con electrodomésticos de alta gama, encimera de silestone by cosentino. A continuación encontramos la zona de descanso está compuesta de 3 dormitorios, uno de ellos en suite, y dos cuartos de baño. Aseo de cortesía Todos las habitaciones tienen armarios empotrados con puertas abatibles lacadas en blanco y acabados interior en lino. Fortuny Madrid Real Estate es una empresa joven y emprendedora, formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes.",False,good,False,True,10258.0,False,False,False,False,[],False,False,1590000.0,€,,,flat,"Chueca-Justicia, Madrid",Piso,JUS02,,,,
108844645,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/73/07/08/1356782460.webp,24,3,2500000.0,flat,sale,303.0,True,4,4,calle de Joaquín Costa s/n,Madrid,Madrid,Chamartín,es,El Viso,40.4444147,-3.6848742,True,https://www.idealista.com/inmueble/108844645/,"LIENZO EN BLANCO EN PLENO BARRIO DE EL VISO Descubre este espectacular piso de 309 m² que combina espacio, comodidad y estilo. Ubicado en una cuarta planta exterior, este inmueble cuenta con un gran hall de entrada que te da la bienvenida y distribuye los accesos a todas las estancias. El salón, amplio y luminoso, está dotado de grandes ventanales que ofrecen vistas impresionantes y acceso a una terraza cerrada perfecta para disfrutar de momentos de relax. La cocina es un sueño hecho realidad para los amantes de la gastronomía, con un diseño funcional y una puerta de servicio que facilita el día a día. Además, cuenta con un comedor anexo que se convierte en el lugar ideal para compartir cenas con amigos y familiares. La zona de estar, también adyacente al salón, ofrece un espacio adicional lleno de luz natural gracias a sus grandes ventanales y acceso a una terraza abierta. Este piso cuenta con cuatro dormitorios dobles, todos ellos luminosos y bien distribuidos. El dormitorio principal incluye un baño en suite, proporcionando privacidad y confort. Además, hay un baño adicional que da servicio a los otros dormitorios, así como un aseo de cortesía en el pasillo. La propiedad incluye una plaza de garaje y un trastero, haciendo que el almacenamiento y el aparcamiento sean una preocupación menos. Con calefacción eléctrica y aire acondicionado, este hogar garantiza bienestar durante todo el año. No pierdas la oportunidad de vivir en este magnífico piso en una ubicación privilegiada. ¡Contáctanos para más información y ven a visitarlo!",False,good,False,True,8251.0,False,False,False,False,[],False,False,2500000.0,€,True,True,flat,"El Viso, Madrid",Piso en calle de Joaquín Costa s/n,,,,,
108211911,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/69/a3/71/1346063903.webp,25,2,380000.0,studio,sale,171.0,True,0,2,calle Valportillo Segunda,Madrid,Alcobendas,Valdelacasa,es,,40.5312593,-3.6549071,False,https://www.idealista.com/inmueble/108211911/,"NEO Patrimonial ofrece Loft sin cedula de habitabilidad en Alcobendas. 2º exterior con ascensor. Consta de 171m² de superficie construida (según catastro), de los cuales 97m² corresponden a la vivienda, 33m² al aparcamiento, 11m² al almacén y 30m² a elementos comunes. Se distribuye en 3 plantas, la primera se distribuye en un salón-comedor muy luminoso con salida a la terraza, cocina integrada completamente amueblada y zona de lavado y aseo. En la segunda encontramos 1 dormitorio doble, zona de vestidor y 1 baño completo. En la tercera encontramos el segundo dormitorio y una terraza de 50m². Carpintería exterior de climalit, carpintería interior de madera lacada en blanco, suelos de tarima excepto en zonas de agua que son de gres. Calefacción por bomba de calor y estufa de pellet y agua caliente por termo eléctrico, aire acondicionado con bomba de frio y calor, terraza, trastero y 2 plazas de garaje. Ubicado en finca equipada con acceso PMR, ascensor y conserje 24H. Todos los servicios de primera necesidad al alcance: Centros Médicos, Farmacias, Gasolineras, Supermercados y pequeño comercio. Excelente comunicación de transporte. Salida directa a las carreteras A1, líneas interurbanas de autobuses y Estación de Metro La Granja. *Impuestos ITP o IVA y gastos, notaría, registro, gestoría etc. no incluidos. NEO Patrimonial le ofrece la posibilidad de hacer cualquier tipo de reforma de esta.",False,good,False,True,2222.0,False,False,False,False,[],False,False,380000.0,€,True,True,flat,"Valdelacasa, Alcobendas",Estudio en calle Valportillo Segunda,NP2105251516,,,,studio
108391555,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6b/10/db/1342729495.webp,5,3,3050000.0,flat,sale,220.0,True,3,4,calle del General Pardiñas,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4254531,-3.676939,False,https://www.idealista.com/inmueble/108391555/,"Álvora Capital Properties, estudio de arquitectura y consultora inmobiliaria de alta calidad en la gestión de activos prime en Madrid, les ofrece esta espectacular propiedad en esquina con seis balcones orientados a la calle en el corazón del Barrio de Salamanca. La vivienda con una excelente distribución se entregará completamente terminada y amueblada con materiales de alta calidad.  La zona social se compone de un amplio salón-comedor en espacio abierto. La cocina, de estilo moderno y diseño integrado, incorpora una isla central y se entrega equipada con electrodomésticos de gama alta. Además cuenta con un cuarto baño estratégicamente ubicado para ofrecer servicio como aseo de invitados.  La zona noche incluye un distribuidor que separa de forma clara las estancias de descanso respecto a las sociales y un cuarto de lavandería independiente. Ofrece tres dormitorios de buen tamaño, todos en suite. Una oportunidad en la mejor zona de Goya para disfrutar de todos los servicios.  Contamos con propiedades similares en la misma zona, algunas de las cuales están disponibles exclusivamente en nuestra página web por solicitud de los propietarios, y otras se comercializan de forma confidencial en régimen off market. Si desea obtener más información o ver otros inmuebles, puede acceder a los enlaces adicionales al final del anuncio o contactar con nosotros a través de nuestros medios habituales o a través de nuestra página web.",False,good,False,True,13864.0,False,False,False,False,[],False,False,3050000.0,€,,,flat,"Goya, Madrid",Piso en calle del General Pardiñas,,,,,
101146269,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8b/7a/a0/1111724920.webp,8,5,3600000.0,flat,sale,182.0,True,2,3,plaza de la Independencia,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4216535,-3.6873969,False,https://www.idealista.com/inmueble/101146269/,"Álvora Capital Properties, consultora inmobiliaria de alta calidad en la gestión de activos prime en Madrid, les presenta esta increíble exclusiva vivienda situada en plena Milla de Oro del Barrio de Salamanca con una situación inmejorable. El edificio donde se ubica, es una finca de corte señorial que data de principios del siglo pasado, exactamente del año 1890. Cuenta con una fachada con balaustradas, balcones y elementos arquitectónicos reseñables de su época.  Destacar sus impresionantes vistas que hacen de la vivienda, una pieza única de gran valor. Se distribuye en un amplio hall, enorme salón comedor recorrido por un gran ventanal con impresionantes vistas privilegiadas, dos grandes dormitorios en suite, un aseo de cortesía y la cocina, que se entrega totalmente amueblada y equipada.  La vivienda está completamente reformada y se ha cuidado hasta el último detalle. En este sentido, cuenta con todas las ventajas y comodidades de una casa moderna. Calefacción central y aire acondicionado por conductos. Solo se facilitara más información a clientes previa identificación. El barrio de Salamanca es una de las zonas residenciales y comerciales más apreciadas de Madrid, y con mayor nivel de vida de toda Europa. El barrio toma su nombre de José de Salamanca y Mayol, el Marqués de Salamanca, que promovió y dirigió su construcción a mediados del siglo XIX, llevada a cabo durante el reinado de Isabel II. Se forjó para las clases aristocráticas y burguesas, con grandes avenidas en distribución regular en forma de damero con calles perpendiculares, en torno a las que se articulan tiendas y comercios de lujo, y grandiosos palacetes, en uno de los cuales vivió el escritor sevillano Gustavo Adolfo Bécquer. En la actualidad, hablamos de una zona dinámica y segura, de grandes aceras, con una interesante vida, gracias a que es el epicentro de las tiendas lujo de la capital, conocida también por la “Milla de Oro”, donde tienen su sede las firmas más prestigiosas del mundo. También concentra un elevado número de Embajadas en edificios decimonónicos con gran valor arquitectónico. Y encontramos los establecimientos de hostelería más cosmopolitas de la capital, como el famoso “Platea Madrid” que es el centro de ocio gastronómico más grande de Europa. La cercanía al Parque del Retiro, le proporciona la etiqueta, de ser unos de los mejores barrios para vivir de Madrid. Álvora Capital Properties con más de 20 años de experiencia cuenta con un grupo de profesionales altamente cualificados con una amplia vocación de servicio, dedicados a asesorar a nuestros clientes en la gestión de inmuebles situados en las mejores zonas de Madrid. Visite nuestra web corporativa contamos con un gran porcentaje de inmuebles no publicados en los portales inmobiliarios.",False,good,False,True,19780.0,False,False,False,False,[],False,False,3600000.0,€,,,flat,"Recoletos, Madrid",Piso en plaza de la Independencia,61984,,,,
108744579,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d9/b0/b2/1353846615.webp,18,,1390000.0,chalet,sale,280.0,,6,4,"CL ROBLE, 24",Madrid,Madrid,Tetuán,es,Cuzco-Castillejos,40.4619158,-3.6969289,True,https://www.idealista.com/inmueble/108744579/,"Fantástico Chalet adosado de 280m, integrado una comunidad privada de 6 viviendas, con jardín privativo de 55 m en una de las zonas más consolidadas de Tetuán. A pocos metros de Sor Angela de la Cruz, una de las arterias principales de la capital. Muy luminoso, tranquilo, con amplias habitaciones y estancias, ofrece una distribución muy funcional de los espacios. Se encuentra en un muy buen estado de conservación y cuenta además con 2 plazas de agarre en superficie.",False,good,False,,4964.0,True,False,False,False,[],False,False,1390000.0,€,True,True,chalet,"Cuzco-Castillejos, Madrid","Chalet adosado en Cl Roble, 24",,,,,terracedHouse
108683071,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/06/81/b9/1352027388.webp,8,1,170000.0,flat,sale,43.0,True,1,1,"calle Canalejas, 3",Madrid,San Sebastián de los Reyes,Praderón,es,,40.5549964,-3.6249994,True,https://www.idealista.com/inmueble/108683071/,"**Piso en Venta: Loft Moderno y Funcional en el Corazón de la Ciudad** ¡Descubre este espectacular loft reformado a estrenar que combina diseño moderno y funcionalidad! Con una superficie de 43 metros cuadrados, este espacio ofrece un salón comedor integrado con una cocina equipada con electrodomésticos de última generación, ideal para disfrutar de momentos inolvidables. El dormitorio independiente garantiza la privacidad que necesitas, mientras que el baño completo, construido con materiales de alta calidad, añade un toque de lujo a tu día a día. Además, cuenta con una terraza de 10 metros en la planta cubierta, perfecta para relajarte al aire libre o disfrutar de una cena bajo las estrellas. La climatización mediante aire acondicionado con bomba de calor asegura un ambiente confortable durante todo el año. Este loft se encuentra en una excelente ubicación, con fácil acceso a servicios y transporte público, lo que lo convierte en una opción ideal tanto para vivir como para invertir. No pierdas la oportunidad de adquirir esta propiedad única, que incluye una plaza de garaje en el precio. Disponible para compra inmediata, este piso es una inversión de calidad que no querrás dejar pasar. ¡Contáctanos y ven a verlo!",False,good,False,True,3953.0,True,False,False,False,[],False,False,170000.0,€,True,True,flat,"Praderón, San Sebastián de los Reyes","Piso en calle Canalejas, 3",CAN3L1.1VENTA,,,,
108267420,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c5/fb/19/1352549467.webp,29,3,322500.0,duplex,sale,62.0,True,2,2,plaza Puerto Rubio,Madrid,Madrid,Puente de Vallecas,es,San Diego,40.3983417,-3.6677893,False,https://www.idealista.com/inmueble/108267420/,"Luminoso dúplex con terraza y vistas a la Plaza de Puerto Rubio – Puente de Vallecas Se vende magnífico dúplex ubicado en una tranquila finca con ascensor en el corazón de Puente de Vallecas. Esta encantadora vivienda cuenta con dos amplias habitaciones, un baño completo y un aseo de cortesía, ideal para familias, parejas o como inversión. El piso destaca por su terraza con vistas despejadas a la Plaza de Puerto Rubio, perfecta para disfrutar de momentos al aire libre. Entre sus comodidades se incluyen: - Climatización por bomba de frío y calor, que garantiza confort durante todo el año. - Armarios empotrados en las habitaciones, aportando gran capacidad de almacenamiento y orden. Distribución funcional y luminosa, con buena ventilación natural. La finca dispone de ascensor, lo que facilita el acceso, y se encuentra en una zona bien comunicada, con todos los servicios a mano, la estación de metro Puente Vallecas (L1) a sólo 2 minutos andando, supermercados, variedad de comercios, centros educativos y zonas verdes. ¡Una excelente oportunidad para vivir en un entorno urbano con encanto y todas las comodidades! El piso ya está listo para que te mudes. Pero como sabemos que cada persona tiene su propio estilo, hemos incluido unas imágenes de una posible reforma para que puedas imaginar cómo podría transformarse en tu próximo hogar. Si necesitas ayuda con la financiación, solicita tu estudio hipotecario de forma gratuita.",True,good,False,True,5202.0,False,False,False,False,[],False,False,322500.0,€,,,flat,"San Diego, Madrid",Dúplex en plaza Puerto Rubio,EXP09912,,,,duplex
107655408,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a7/d1/58/1328420441.webp,33,,550000.0,chalet,sale,256.0,,4,3,Colmenarejo,Madrid,Colmenarejo,,es,,40.5625817,-4.0115013,False,https://www.idealista.com/inmueble/107655408/,"¡Descubre tu oasis en la sierra noroeste! (vistas muy despejadas a zona natural) Este encantador chalet independiente, situado en la exclusiva zona de La Canaleja entre Galapagar y Colmenarejo, te ofrece 256 m² de pura comodidad en una parcela de 1100 m².  Con una distribución principalmente en una planta, este hogar es ideal para disfrutar de la luz natural que inunda cada rincón.  Cuenta con cuatro amplias habitaciones, tres de ellas con camas dobles y armarios empotrados, además de un despacho perfecto para trabajar desde casa. El salón-comedor es el corazón del hogar, con una acogedora chimenea y acceso a una gran terraza acristalada donde podrás disfrutar de las vistas al jardín arbolado.  La cocina, completamente equipada con office, es el sueño de cualquier amante de la gastronomía. En el sótano, encontrarás espacio para dos coches y una habitación adicional con baño completo, ideal para invitados o como zona de juegos. El exterior no se queda atrás, con un jardín que invita a disfrutar del aire libre, equipado con barbacoa y un amplio cenador de obra para tus reuniones familiares y con amigos. La calefacción y agua sanitaria funcionan con gas natural, asegurando confort durante todo el año.  Además, su ubicación estratégica te conecta fácilmente con Madrid a través de excelentes accesos y autobuses interurbanos directos. Si buscas tranquilidad sin renunciar a la comodidad, este chalet es tu hogar ideal.",True,good,False,,2148.0,True,False,False,False,[],False,False,550000.0,€,True,True,chalet,Colmenarejo,Casa independiente,,,,,independantHouse
102399645,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4c/0c/10/1154406897.webp,8,5,1250000.0,flat,sale,130.0,True,3,3,Barrio Chueca-Justicia,Madrid,Madrid,Centro,es,Chueca-Justicia,40.4266491,-3.6996714,False,https://www.idealista.com/inmueble/102399645/,"Fortuny Real Estate ofrece espectacular piso de lujo ha sido recientemente reformado, combinando la elegancia clásica del edificio con un diseño interior moderno y de alta gama. Situado en el emblemático barrio de Justicia, este inmueble destaca tanto por su ubicación privilegiada como por sus exquisitas calidades. Al entrar, nos recibe un amplio y luminoso salón comedor de planta abierta, que se extiende a lo largo de grandes ventanales que permiten la entrada de abundante luz natural y ofrecen vistas despejadas del entorno urbano. El salón cuenta con una decoración sofisticada, donde los suelos de madera noble en espiga se mezclan armoniosamente con muebles de diseño contemporáneo. La cocina, integrada en el espacio del salón pero inteligentemente separada mediante una isla central, está equipada con electrodomésticos de alta gama de marcas como Miele y Bosch. Los armarios de la cocina, de un elegante acabado lacado en blanco mate, contrastan con la encimera de mármol de Carrara, ofreciendo una combinación perfecta de funcionalidad y estilo. El piso cuenta con tres espaciosas habitaciones, cada una con su propio baño en suite, lo que proporciona privacidad y comodidad a todos los ocupantes. Los baños han sido diseñados con un gusto exquisito, utilizando materiales de primera calidad como porcelánicos italianos y grifería de la marca Dornbracht. Los lavabos de diseño sobre encimera y las duchas a ras de suelo con mamparas de cristal templado aportan un toque moderno y lujoso. El dormitorio principal es una auténtica suite, con un vestidor independiente y un baño que se asemeja a un spa, equipado con una bañera exenta y una ducha efecto lluvia. Las otras dos habitaciones también son espaciosas y luminosas, con armarios empotrados de diseño y baños decorados con elegancia y funcionalidad. Los detalles técnicos del piso no se quedan atrás: dispone de sistema de climatización por conductos con control independiente en cada estancia, calefacción por suelo radiante y un sistema de domótica que permite controlar la iluminación, el sonido y la seguridad de la vivienda a través de una aplicación móvil. El edificio en el que se encuentra este magnífico piso es un clásico de principios del siglo XX, con una fachada señorial y un elegante portal de mármol. La comunidad ha sido rehabilitada respetando su valor histórico, añadiendo un moderno ascensor y zonas comunes de alto estándar. En resumen, este piso en el barrio de Justicia no solo ofrece un hogar de ensueño con tres habitaciones y tres baños, sino que también representa una obra maestra de la arquitectura y el diseño contemporáneo, combinado con las calidades más exclusivas del mercado. La gran mayoría de los inmuebles que tenemos en esta zona solo se encuentran en nuestra web. Visite nuestra página y descubra exclusivas viviendas. Fortuny Madrid Real Estate es una empresa joven y emprendedora, formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes.",False,good,False,True,9615.0,False,False,False,False,[],False,False,1250000.0,€,,,flat,"Chueca-Justicia, Madrid",Piso,PTJ2245,,,,
108667338,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/78/37/7c/1351598415.webp,28,1,360000.0,flat,sale,63.0,False,2,1,Barrio Cuzco-Castillejos,Madrid,Madrid,Tetuán,es,Cuzco-Castillejos,40.463503,-3.6935464,False,https://www.idealista.com/inmueble/108667338/,"VIDEO COMPLETO DEL INMUEBLE DISPONIBLE En Templo Consulting ponemos a la venta en exclusiva un acogedor piso de 63m2 a 10 minutos de Plaza Castilla, en Tetuán. Se trata de una 1era planta interior, muy tranquila y luminosa, que se distribuye de la siguiente forma: salón comedor, cocina independiente, 2 dormitorios (el principal con armario empotrado) y 1 baño completo con plato de ducha y ventilación natural. El inmueble tiene una orientación suroeste y se encuentra en perfectas condiciones para entrar a vivir. Es totalmente interior con vistas a un patio interno. Los suelos son de tarima, las paredes de gotelé fino, y las ventanas de climalit. La calefacción es individual a gas natural. La finca NO tiene ascensor, los gastos de Comunidad son 70€/mes y el IBI anual es de 151€. Así mismo, la ITE del edificio es favorable. Este piso tiene una excelente comunicación en transporte público: a solo 2 minutos andando de la estación de metro Valdeacederas (L1) y con parada de autobús de las líneas 49, 66, 124, N22 y N23, muy próximas a la vivienda. Asimismo, el acceso en vehículo privado es a través de la carretera M30. Respecto a los servicios del entorno, podemos destacar la cercanía del intercambiador de Plaza Castilla, del Centro de Salud José Marva o del Hospital La Paz, al igual que colegios y IES. También hay farmacias, entidades bancarias, cadenas de supermercados como Mercadona y Día, instalaciones deportivas y gimnasios. ¡Hay una foto generada con IA! (Esta foto se señala en la parte inferior derecha de la misma). Con nuestro sistema de Virtual Home Staging, mejoramos la puesta en escena de la vivienda. Cambiamos muebles, cortinas y ciertos elementos de la decoración para ayudarte a tener una mejor idea de cómo quedaría el inmueble con un estilo diferente. Si necesitas financiación, y no sabes si tu banco te ofrece las mejores condiciones, en nuestra agencia inmobiliaria ofrecemos un servicio de intermediación gratuita, con respuesta en 48 horas. Consulta nuestra página web (temploconsulting. com), para agendar una visita al inmueble. Por otro lado, ¿Te interesa este piso y estás pensando en vender tu propiedad? ¡Estamos aquí para ayudarte! Nos encargamos de toda la gestión de venta por 2.950€ + IVA.",True,good,False,False,5714.0,True,False,False,False,[],False,False,360000.0,€,,,flat,"Cuzco-Castillejos, Madrid",Piso,FC TETUAN,,,,
103313320,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/35/46/0a/1185452850.webp,9,3,4550000.0,flat,sale,380.0,True,5,5,calle de Almagro,Madrid,Madrid,Chamberí,es,Almagro,40.4290939,-3.6956945,False,https://www.idealista.com/inmueble/103313320/,"Belton Real Estate ofrece piso en venta en el Barrio de Chamberí-Almagro se trata de una propiedad de lujo que cuenta con 377 metros cuadrados construidos. El piso está en la segunda planta de el edificio y destaca por su amplitud ya que cuenta con un cuarto de dormir principal con cuarto de estar, vestidor y cuarto de baño en suite, dos cuartos de dormir con cuarto de baño en suite un un aseo y una habitación de servicio con cuarto de baño. La vivienda ha sido reformada con las mas altas calidades. El piso tiene un espectacular hall de entrada que da acceso a un amplio salón, también una cocina totalmente equipada, destacar la luminosidad a lo largo de todo el día que existe en el piso.  Se incluye una plaza de garaje en el precio, dispone de aire acondicionado y calefacción central, también un trastero. El edificio cuenta con un amplio portal y servicio de conserjería, lo que agrega un toque de comodidad y seguridad.  Este piso se presenta como una vivienda de lujo. Su ubicación en la zona de Chamberí-Almagro le otorga un valor añadido, se trata de una ubicación céntrica donde se encuentran una gran variedad de tiendas y restaurantes. Aproximadamente un 30 % de los inmuebles que tenemos en esta zona solo están anunciados en nuestra web por expreso deseo de los propietarios. Para verlos pinche por favor en el enlace adicional ubicado en la parte final del anuncio y encuentra el piso que estás buscando.",False,good,False,True,11974.0,False,False,False,False,[],False,False,4550000.0,€,True,True,flat,"Almagro, Madrid",Piso en calle de Almagro,,,,,
