propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,newDevelopmentFinished,detailedType.subTypology,parkingSpace.parkingSpacePrice,highlight.groupDescription
108911265,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8a/d7/5d/1358690286.webp,,35,5,420000.0,flat,sale,80.0,True,2,2,travesía del Tornado,Madrid,Tres Cantos,Zona Estación- Centro,es,,40.5968014,-3.713849,False,https://www.idealista.com/inmueble/108911265/,"Remax Legend os presenta este Luminoso piso exterior en urbanización privada con piscina en Tres Cantos (zona estación) Gracias a las empresas del Grupo Legend aportamos asesoramiento fiscal, jurídico y financiero, y un arquitecto para cualquier consulta o servicio que necesite a coste cero. Además, no cobramos honorarios al comprador. Descubre este acogedor quinto piso con orientación sur, bañado por luz natural durante todo el día. Ubicado en una de las zonas más demandadas de Tres Cantos, a pocos minutos de la estación de Cercanías (línea C-4), con excelentes conexiones a Madrid y servicios a pie de calle como supermercados, cafeterías, colegios y zonas verdes. La vivienda se encuentra en una urbanización cerrada que ofrece piscina comunitaria, garaje y trastero incluidos en el precio. Cuenta con 2 dormitorios y 2 baños completos, uno de ellos en suite en el dormitorio principal, ideal para mayor comodidad y privacidad. La cocina ha sido recientemente reformada y dispone de acceso a una práctica terraza-tendedero. Además, el piso está equipado con aire acondicionado, lo que garantiza confort durante todo el año. Una oportunidad perfecta para quienes buscan tranquilidad, buena ubicación y calidad de vida. Contáctanos para más información y concertar una visita. ¡Te esperamos! ** La información que se detalla en este anuncio se muestra a título informativo y no es contractual ni vinculante **.",True,good,False,True,5250.0,False,False,False,False,[],False,False,420000.0,€,True,True,flat,"Zona Estación- Centro, Tres Cantos",Piso en travesía del Tornado,,,,
108721702,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c3/7b/13/1353162458.webp,15  1,7,,203011.0,flat,sale,52.0,True,1,2,"Calle de Venancio Martín 16 y y Asención Bielsa, 17",Madrid,Madrid,Puente de Vallecas,es,Numancia,40.3978176,-3.6615762,True,https://www.idealista.com/obra-nueva/108721702/,"Numancia Suites – Viviendas de obra nueva con diseño y rentabilidad en Madrid Descubre Numancia Suites, una exclusiva promoción de obra nueva compuesta por 22 viviendas modernas, funcionales y luminosas. Diseñadas para ofrecer confort, eficiencia y estilo, cada unidad cuenta con una distribución optimizada, cocina completamente equipada, baños terminados, armarios empotrados y estores a medida que garantizan privacidad y comodidad desde el primer día. Los acabados contemporáneos y los materiales cuidadosamente seleccionados aportan un alto nivel de calidad y bienestar. Ubicadas en una zona con alta demanda y escasa oferta de obra nueva, estas viviendas representan una excelente oportunidad de inversión, en un entorno en plena transformación, con gran potencial de revalorización a corto y medio plazo. No dejes pasar esta oportunidad de adquirir una propiedad con todo lo que buscas: diseño, confort y proyección.",False,newdevelopment,True,False,3904.0,True,False,False,False,[],False,False,203011.0,€,,,flat,"Numancia, Madrid","Piso en Calle de Venancio Martín 16 y y Asención Bielsa, 17",False,,,
108715461,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d1/b9/a6/1240054365.webp,RU-07-3,14,,435000.0,chalet,sale,117.0,,4,3,"Francisco Umbral, 10 U",Madrid,Alcalá de Henares,Espartales,es,,40.5121329,-3.3709367,True,https://www.idealista.com/obra-nueva/108715461/,"Con Licencia.  Dendra pone a tu disposición 56 exclusivos chalets de 4 dormitorios, en  Espartales Norte, barrio residencial junto al centro de Alcalá de Henares. Chalets adosados de 4 dormitorios con planta baja y planta primera. Todas las viviendas cuentan con jardín posterior donde cabe la posibilidad de poner una piscina ( opcional con coste)  y aparcamiento en superficie en la parte delantera de la vivienda.  Las viviendas destacan por su sostenibilidad al contar con aerotermia  y suelo radiante refrescante. El barrio cuenta con todo tipo de servicios y dotaciones. En Espartales, a un paso de Madrid. La excelente ubicación de Dendra, en Alcalá de Henares, muy cerca del centro histórico, pone a tu alcance todos los servicios que necesitas: desde colegios hasta supermercados, pasando por superficies deportivas, centros de salud y una gran oferta de ocio. La promoción se sitúa en Espartales una tranquila zona residencial a menos de 10 minutos en coche al centro de la ciudad. Los traslados a Madrid y otros municipios de la zona te resultarán comodísimos a través de una rápida conexión con la A-2, R-2.",False,,True,,3718.0,True,False,False,False,[],False,False,435000.0,€,True,True,chalet,"Espartales, Alcalá de Henares","Chalet adosado en Francisco Umbral, 10 u",False,terracedHouse,,
108721748,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/41/2c/a7/1353162398.webp,19  5,7,,194272.0,flat,sale,49.0,True,1,2,"Calle de Venancio Martín 16 y y Asención Bielsa, 17",Madrid,Madrid,Puente de Vallecas,es,Numancia,40.3978176,-3.6615762,True,https://www.idealista.com/obra-nueva/108721748/,"Numancia Suites – Viviendas de obra nueva con diseño y rentabilidad en Madrid Descubre Numancia Suites, una exclusiva promoción de obra nueva compuesta por 22 viviendas modernas, funcionales y luminosas. Diseñadas para ofrecer confort, eficiencia y estilo, cada unidad cuenta con una distribución optimizada, cocina completamente equipada, baños terminados, armarios empotrados y estores a medida que garantizan privacidad y comodidad desde el primer día. Los acabados contemporáneos y los materiales cuidadosamente seleccionados aportan un alto nivel de calidad y bienestar. Ubicadas en una zona con alta demanda y escasa oferta de obra nueva, estas viviendas representan una excelente oportunidad de inversión, en un entorno en plena transformación, con gran potencial de revalorización a corto y medio plazo. No dejes pasar esta oportunidad de adquirir una propiedad con todo lo que buscas: diseño, confort y proyección.",False,newdevelopment,True,False,3965.0,True,False,False,False,[],False,False,194272.0,€,,,flat,"Numancia, Madrid","Piso en Calle de Venancio Martín 16 y y Asención Bielsa, 17",False,,,
108724479,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d7/ab/a2/1353162416.webp,19  2,7,,278531.0,flat,sale,74.0,True,2,2,"Calle de Venancio Martín 16 y y Asención Bielsa, 17",Madrid,Madrid,Puente de Vallecas,es,Numancia,40.3978176,-3.6615762,True,https://www.idealista.com/obra-nueva/108724479/,"Numancia Suites – Viviendas de obra nueva con diseño y rentabilidad en Madrid Descubre Numancia Suites, una exclusiva promoción de obra nueva compuesta por 22 viviendas modernas, funcionales y luminosas. Diseñadas para ofrecer confort, eficiencia y estilo, cada unidad cuenta con una distribución optimizada, cocina completamente equipada, baños terminados, armarios empotrados y estores a medida que garantizan privacidad y comodidad desde el primer día. Los acabados contemporáneos y los materiales cuidadosamente seleccionados aportan un alto nivel de calidad y bienestar. Ubicadas en una zona con alta demanda y escasa oferta de obra nueva, estas viviendas representan una excelente oportunidad de inversión, en un entorno en plena transformación, con gran potencial de revalorización a corto y medio plazo. No dejes pasar esta oportunidad de adquirir una propiedad con todo lo que buscas: diseño, confort y proyección.",False,newdevelopment,True,False,3764.0,True,False,False,False,[],False,False,278531.0,€,,,flat,"Numancia, Madrid","Piso en Calle de Venancio Martín 16 y y Asención Bielsa, 17",False,,,
108852891,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e2/7d/c7/1357029030.webp,VT10,14,bj,312000.0,flat,sale,242.0,True,3,2,"calle Libertad, 2",Madrid,Humanes de Madrid,,es,,40.25886,-3.81925,True,https://www.idealista.com/obra-nueva/108852891/,"Elegir Residencial Guadarrama es un acierto seguro. Aquí podrás encontrar la vivienda que mejor se adapta a tu estilo de vida. La promoción está formada por 60 viviendas de 2 y 3 dormitorios.  Todas las viviendas cuentan con amplias terrazas (desde 13 metros cuadrados hasta 74) o patios (desde 32 metros cuadrados hasta 129), suelo radiante-refrescante con aerotermia, calificación energética A, trastero, y una o dos plazas de garaje con preinstalación para la recarga de vehículo eléctrico. La variedad de tipologías y distribuciones están perfectamente estudiadas para que disfrutes de cada espacio al máximo y elijas la que más se adapte a tu ritmo de vida. La piscina, zonas ajardinadas y zona de juegos infantil convierten la experiencia de vivir aquí en algo único, ideal para la desconexión y el esparcimiento, impulsando un modo de vida familiar. La proximidad a la estación de Cercanías de la línea C5, a 5 minutos en coche o bicicleta y 15 andando, te conecta con el centro de Madrid (Atocha) en apenas 30 minutos, además dispones de autobuses interurbanos (líneas 4 97 y N807).  Esta nueva zona residencial cuenta con todos los servicios necesarios. Destacando la cercanía de: colegios, institutos, centro de salud, polideportivo, parques, supermercados… La calidad de vida es la mejor de las razones para vivir en este lugar. Ponte en contacto con nosotros para organizar una cita en nuestras oficinas y poder enseñarte nuestro proyecto con todo detalle. Por último, Prado Recomba Hogares dispone de un servicio exclusivo de asesoramiento para todos nuestros clientes que necesiten vender su vivienda. No dudes en ponerte en contacto con nosotros para poder ayudarte poniendo en valor nuestros más de veinte años de experiencia.",False,newdevelopment,True,True,1289.0,True,False,False,False,[],False,False,312000.0,€,,,flat,Humanes de Madrid,"Piso en calle Libertad, 2",False,,,
108721679,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/01/6d/4c/1353162471.webp,15  2 ,7,,202665.0,flat,sale,51.0,True,1,2,"Calle de Venancio Martín 16 y y Asención Bielsa, 17",Madrid,Madrid,Puente de Vallecas,es,Numancia,40.3978176,-3.6615762,True,https://www.idealista.com/obra-nueva/108721679/,"Numancia Suites – Viviendas de obra nueva con diseño y rentabilidad en Madrid Descubre Numancia Suites, una exclusiva promoción de obra nueva compuesta por 22 viviendas modernas, funcionales y luminosas. Diseñadas para ofrecer confort, eficiencia y estilo, cada unidad cuenta con una distribución optimizada, cocina completamente equipada, baños terminados, armarios empotrados y estores a medida que garantizan privacidad y comodidad desde el primer día. Los acabados contemporáneos y los materiales cuidadosamente seleccionados aportan un alto nivel de calidad y bienestar. Ubicadas en una zona con alta demanda y escasa oferta de obra nueva, estas viviendas representan una excelente oportunidad de inversión, en un entorno en plena transformación, con gran potencial de revalorización a corto y medio plazo. No dejes pasar esta oportunidad de adquirir una propiedad con todo lo que buscas: diseño, confort y proyección.",False,newdevelopment,True,False,3974.0,True,False,False,False,[],False,False,202665.0,€,,,flat,"Numancia, Madrid","Piso en Calle de Venancio Martín 16 y y Asención Bielsa, 17",False,,,
108709964,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a2/45/32/1352820536.webp,BHHS-MAD-0811,33,bj,1259000.0,flat,sale,145.0,True,3,3,Barrio Goya,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4242906,-3.6727501,False,https://www.idealista.com/inmueble/108709964/,"Te presentamos esta exclusiva propiedad de 145metros cuadrados catastrales, totalmente reformado a estrenar, exterior con buena luz natural, con dos balcones a la calle, situado en la planta baja con ascensor y servicio de portería. La vivienda se encuentra perfectamente ubicada, en el barrio de Goya, entre las calles de Claudio Coello y Serrano, dos de las arterias principales de la zona, y a pocos minutos de la plaza de Colón Cerca de las famosas calles de Goya y Velázquez, ejes de la Milla de Oro madrileña, está rodeada de una gran oferta de restauración y ocio. La vivienda se distribuye en hall de entrada que nos guía a la zona de estar con gran salón con salida a dos agradables balcones, seguido de zona de comedor y cocina abierta con isla completamente equipada con electrodomésticos de gama alta y muebles hechos a medida. Dispone de zona de lavandería independiente. En la zona de descanso encontramos tres habitaciones, dos de ellas con baño en suite y amplios vestidores y grandes ventanales. Dispone de un tercer baño completo que presta servicio de cortesía. La reforma cuenta con calidades muy buenas y es un inmueble perfecto para invertir o vivir en una de las mejores zonas de Madrid. Disponemos de varios inmuebles similares que solo pueden ser anunciados en nuestra web por expreso deseo de sus propietarios. Si desea verlos puede hacerlo pinchando en el enlace ubicado al final del anuncio.",False,good,False,True,8683.0,True,False,False,False,[],False,False,1259000.0,€,,,flat,"Goya, Madrid",Piso,,,,
108721650,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/41/2c/a7/1353162398.webp,16  4,7,,297534.0,flat,sale,79.0,True,1,1,"Calle de Venancio Martín 16 y y Asención Bielsa, 17",Madrid,Madrid,Puente de Vallecas,es,Numancia,40.3978176,-3.6615762,True,https://www.idealista.com/obra-nueva/108721650/,"Numancia Suites – Viviendas de obra nueva con diseño y rentabilidad en Madrid Descubre Numancia Suites, una exclusiva promoción de obra nueva compuesta por 22 viviendas modernas, funcionales y luminosas. Diseñadas para ofrecer confort, eficiencia y estilo, cada unidad cuenta con una distribución optimizada, cocina completamente equipada, baños terminados, armarios empotrados y estores a medida que garantizan privacidad y comodidad desde el primer día. Los acabados contemporáneos y los materiales cuidadosamente seleccionados aportan un alto nivel de calidad y bienestar. Ubicadas en una zona con alta demanda y escasa oferta de obra nueva, estas viviendas representan una excelente oportunidad de inversión, en un entorno en plena transformación, con gran potencial de revalorización a corto y medio plazo. No dejes pasar esta oportunidad de adquirir una propiedad con todo lo que buscas: diseño, confort y proyección.",False,newdevelopment,True,False,3766.0,True,False,False,False,[],False,False,297534.0,€,,,flat,"Numancia, Madrid","Piso en Calle de Venancio Martín 16 y y Asención Bielsa, 17",False,,,
106542487,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e1/93/c8/1286255887.webp,M30587V,66,bj,420000.0,flat,sale,81.0,False,2,2,de la Dirección,Madrid,Madrid,Tetuán,es,Berruguete,40.4596409,-3.7094308,False,https://www.idealista.com/inmueble/106542487/,"Descubre un exclusivo loft completamente renovado en el corazón de Madrid Capital, donde el diseño contemporáneo y la funcionalidad se combinan en cada rincón. Con una superficie construida de 81 m², un amplio dormitorio, un baño y una terraza exterior, este loft destaca por su espacio abierto, es ideal para quienes buscan libertad y versatilidad en su hogar. Los techos altos, grandes ventanales y elementos de estilo urbano definen un concepto de vivienda único y moderno. Este loft ha sido rehabilitado y diseñado para satisfacer los más altos estándares de comodidad y seguridad. Las zonas comunes están completamente cerradas, proporcionando un ambiente privado y seguro, y están equipadas con cámaras de videovigilancia. Además, dispone de un avanzado sistema de aerotermia, pensado para optimizar el confort y la eficiencia energética. Ubicado en una de las zonas más codiciadas de Madrid, este loft ofrece una experiencia urbana incomparable. Vivir aquí significa disfrutar del dinamismo y la exclusividad de la capital, en un espacio que reinterpreta el estilo de vida de los barrios más emblemáticos de Nueva York, como SoHo y Tribeca, adaptado a la modernidad madrileña. Invertir en una propiedad de Walter Haus es sinónimo de calidad, estilo y revalorización a largo plazo. Permítenos guiarte en este proceso de encontrar el loft perfecto que se ajuste a tu estilo de vida. Walter Haus Real Estate es un grupo inmobiliario con sede en las principales capitales de España, en las principales ubicaciones de Madrid, Barcelona y Costa Brava. Contamos con una experiencia de más de 20 años, con un dinámico equipo de profesionales con experiencia en el asesoramiento personal en constante formación y con una especialización muy concreta en cada zona de actuación lo que nos permite encontrar soluciones a las necesidades de cada cliente.",False,good,False,False,5185.0,True,False,False,False,[],False,False,420000.0,€,,,flat,"Berruguete, Madrid",Piso en de la Dirección,,,,
96282419,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2e/ff/9c/1339487263.webp,MH189244,26,3,420000.0,duplex,sale,140.0,True,2,2,calle de Cronos,Madrid,Madrid,San Blas,es,Simancas,40.4375316,-3.6178392,False,https://www.idealista.com/inmueble/96282419/,"LOFT DÚPLEX EN RENTABILIDAD GILMAR Consulting Inmobiliario Madrid, Conde Orgaz-Campo de las Naciones, comercializa a pocos metros del parque de la Quinta de los Molinos, Torre Arias, junto al área de negocios de Julián Camarillo, este Espectacular Loft-Ático-Dúplex con plaza de garaje incluida en el precio en rentabilidad. Inmueble con abundante luz natural, muy buenos espacios y unas magníficas vistas a la sierra de Madrid desde su impresionante terraza de 50 m².  Se distribuye en dos plantas más 50 m² de terraza. Se trata de un inmueble recientemente reformado con materiales de muy buena calidad. En edificio moderno, con conserje 24 horas y circuito cerrado de cámaras de seguridad.  La comunicación es inmejorable, en sus proximidades se pueden encontrar, centros comerciales (Corte Inglés, Hipercor, Arturo Soria Plaza, Plenilunio, etc.), parques (Juan Carlos I, Juan Pablo II, Quinta Molinos, Marques Suanzes, El Capricho, etc.), club deportivos (Centro Deportivo los Prunos AQA, Club de Golf Olivar de la Hinojosa, etc.), colegios (Liceo Francés, San José del Parque -Maristas Colegio Bristol, Santa María de la Hispanidad, Alameda de Osuna, Colegio GAUDEM, Montessori, Dallington School, Nuestra Señora santa María, Nursery School, Patrocinio de María, Santa María de la Hispanidad, Escuela Iraquí de Madrid, Instituto saudí de Madrid, Parque Conde de Orgaz, Ecole Maternelle Française Pomme D'api, Colegio Brains María Lombillo, etc.), parques empresariales (Julián Camarillo, Las Mercedes, Campo de las Naciones, IFEMA, Alameda de Osuna, Barajas, etc.), áreas empresariales (la milla de oro tecnológica madrileña, el llamado Silicon Alley de Madrid, un entorno con más de 200 empresas del sector tecnológico, cuajado de centros de datos y kilómetros de fibra óptica), hospitales (Clínica Universitaria de Navarra, etc.), sedes empresariales (VODAFONE, Banco Popular, ABC, EL PAIS, Registros de la Propiedad de Madrid, Banco de España, CSIF, Telefónica, Liberty Seguros, AENA, Juzgados, Jefatura General de Tráfico, etc.), hoteles (Melia, Hilton, Barceló, Confortel, IBIS, etc.), recintos feriales-IFEMA, etc. Con salida directa a M-30 y M-40, y a 5 minutos del centro de Madrid y del Aeropuerto Internacional Adolfo Suárez Madrid-Barajas. En Gilmar trabajamos para ofrecer a nuestros clientes los mejores inmuebles de Madrid, con equipos especializados en cada zona para proporcionarles la mejor opción a su necesidad, con todas las excelencias y cuidando al máximo los detalles. Disponemos de más de 30 oficinas en Madrid, Marbella, Estepona, Puerto Banús, Sevilla, Cádiz, Jerez e islas Canarias. Nuestra sede central está ubicada en la calle Goya, 47. Durante más de 36 años hemos demostrado nuestra profesionalidad y atención exquisita  Gilmar cuenta con más de 4.000 viviendas en venta, pisos de segunda mano, pisos nuevos, chalets, villas, fincas rústicas… Visita nuestra web y encuentra la mejor inversión inmobiliaria de la mano de los mejores profesionales del sector inmobiliario. Madrid capital: Hortaleza (Conde Orgaz - Piovera, Sanchinarro, Apóstol Santiago, Canillas, Pinar del Rey, Palomas y Valdebebas - Valdefuentes). Llámenos y le ayudaremos a encontrar la casa de sus sueños. Las mejores opciones de inversión para rentabilizar tu dinero. Recuerde facilitarnos la referencia número 189244 para poder atenderle mejor.",False,good,False,True,3000.0,True,False,False,False,[],False,False,420000.0,€,True,True,flat,"Simancas, Madrid",Dúplex en calle de Cronos,,duplex,,
108721738,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c3/7b/13/1353162458.webp,16  5,7,,277399.0,flat,sale,74.0,True,1,2,"Calle de Venancio Martín 16 y y Asención Bielsa, 17",Madrid,Madrid,Puente de Vallecas,es,Numancia,40.3978176,-3.6615762,True,https://www.idealista.com/obra-nueva/108721738/,"Numancia Suites – Viviendas de obra nueva con diseño y rentabilidad en Madrid Descubre Numancia Suites, una exclusiva promoción de obra nueva compuesta por 22 viviendas modernas, funcionales y luminosas. Diseñadas para ofrecer confort, eficiencia y estilo, cada unidad cuenta con una distribución optimizada, cocina completamente equipada, baños terminados, armarios empotrados y estores a medida que garantizan privacidad y comodidad desde el primer día. Los acabados contemporáneos y los materiales cuidadosamente seleccionados aportan un alto nivel de calidad y bienestar. Ubicadas en una zona con alta demanda y escasa oferta de obra nueva, estas viviendas representan una excelente oportunidad de inversión, en un entorno en plena transformación, con gran potencial de revalorización a corto y medio plazo. No dejes pasar esta oportunidad de adquirir una propiedad con todo lo que buscas: diseño, confort y proyección.",False,newdevelopment,True,False,3749.0,True,False,False,False,[],False,False,277399.0,€,,,flat,"Numancia, Madrid","Piso en Calle de Venancio Martín 16 y y Asención Bielsa, 17",False,,,
108559234,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1b/86/3f/1345659661.webp,Tipo 000,20,bj,897000.0,flat,sale,206.0,True,3,2,"bulevar Picos de Europa, 34",Madrid,San Sebastián de los Reyes,Tempranales,es,,40.5565853,-3.6522393,True,https://www.idealista.com/obra-nueva/108559234/,"Dos plazas de garaje incluidas el precio. Olea de Tempranales, un complejo residencial único en una de las zonas más exclusivas de San Sebastián de Los Reyes.  Le presentamos Olea de Tempranales, una promoción de vivienda libre estratégicamente ubicada en San Sebastián de Los Reyes: una apuesta decidida por la calidad de vida. En Tempranales podrá encontrar numerosas y amplias zonas verdes, dotaciones deportivas, equipamientos educativos, sanitarios y comerciales. En entorno tranquilo y perfectamente conectado con Madrid. La promoción dispone de 52 viviendas en torno a un gran espacio central con numerosas zonas verdes y un cuidado paisajismo. Olea de Tempranales contará con numerosos equipamientos comunes que permitirán disfrutar de todo tipo de actividades para toda la familia:        _Piscina exterior desbordante de 200m2 de superficie, cloración salina e iluminación nocturna, permite disfrutar de un refrescante chapuzón a cualquier hora del día.       _Jardín florar, la arquitectura y el paisajismo te envuelven guiándote en un recorrido único donde las pérgolas y la vegetación generan distintas áreas de descanso.       _Club social, completamente equipado. Un espacio destinado al ocio y la convivencia de los residentes.       _Gimnasio, totalmente equipado, permite entrenamientos intensivos. Con una zona exterior para el bienestar al aire libre.       _Zona exterior de juegos infantiles. Los más pequeños contarán con un parque infantil y mesas de Ping Pong para su diversión y desarrollar su aprendizaje. Se trata de un edificio de viviendas diseñado con una visión singular y una delicada atención a los detalles, buscando una mayor eficiencia para un bajo consumo energético. Contará con calificación A, la máxima calificación energética, reduciendo la huella de carbono y las emisiones y repercutiendo favorablemente en el consumo y ahorro energético. Existen distintas tipologías de vivienda de 3, 4 y 5 dormitorios, todas ellas con doble o triple orientación y con una cuidada distribución interior con dos plazas de garaje y trastero.  Naiz Homes ofrece un servicio adicional de personalización con variadas alternativas en cuanto a distribuciones, acabados interiores, instalaciones o mobiliario con la que poder adecuar cada vivienda a sus preferencias y necesidades. Le invitamos a visitar la página web de la promoción donde podrá encontrar los planos de las viviendas disponibles e imágenes de la promoción. Así mismo, si desea ampliar la información puede reservar una cita, tanto de manera presencial como por videollamada a través de la plataforma Zoom, en el apartado ""Reservar cita"" en la web o contactándonos en el teléfono. No olvide visitar nuestras redes sociales donde podrá conocer las últimas novedades y actualización de las obras.",True,newdevelopment,True,True,4354.0,True,False,False,False,[],False,False,897000.0,€,True,True,flat,"Tempranales, San Sebastián de los Reyes","Piso en bulevar Picos de Europa, 34",False,,,
108910802,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/39/70/a5/1358674029.webp,,15,1,386631.0,flat,sale,65.0,True,2,2,calle de Herce,Madrid,Madrid,Vicálvaro,es,Ambroz,40.4062247,-3.6149315,False,https://www.idealista.com/inmueble/108910802/,"Piso en venta – Calle de Herce, Madrid 65 m² – Primera planta exterior con terraza y ascensor  Características destacadas: Amplio salón exterior muy luminoso con zona de comedor Cocina americana totalmente equipada con electrodomésticos modernos 2 habitaciones 2 baños completos Aire acondicionado Recién reformado con acabados de máxima calidad ¿Qué encontrarás en los alrededores? La zona pertenece a un área residencial consolidada, sin grandes centros turísticos, pero muy bien comunicada y con todos los servicios necesarios. Transporte: Paradas de autobús como Avenida de Daroca–Calahorra y Calahorra–Gallo en zonas próximas a la calle  Comercios: Tiendas locales, supermercados y servicios básicos en las calles colindantes, habituales en barrios residenciales de Madrid (aunque no aparecen listados exactos, se infiere por la densidad de viviendas)  Salud y educación: Lo más cercano pertenece al distrito de La Peseta / Canillejas, con centros de salud y colegios como CEIP Antonio Machado, muy próximos en coche o transporte urbano  Zonas verdes y ocio: Aunque la zona no está en el centro, probablemente ofrece parques públicos como Quinta de Torre Arias o zonas ajardinadas típicas del distrito  Ambiente general: Es una zona tranquila, muy residencial. No figura como una zona turística congestionada. En barrios similares de Madrid, muchos usuarios la describen como segura y agradable para vivir.",True,good,False,True,5948.0,True,False,False,False,[],False,False,386631.0,€,,,flat,"Ambroz, Madrid",Piso en calle de Herce,,,,
106542581,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/32/12/e6/1286259928.webp,M30582V,66,bj,430000.0,flat,sale,155.0,False,2,2,paseo de la Dirección,Madrid,Madrid,Tetuán,es,Berruguete,40.458769,-3.7089719,False,https://www.idealista.com/inmueble/106542581/,"Descubre un exclusivo loft completamente renovado en el corazón de Madrid Capital, donde el diseño contemporáneo y la funcionalidad se combinan en cada rincón. Con una superficie construida de 76 m², cuatro dormitorios y dos baños, este loft destaca por su espacio abierto, es ideal para quienes buscan libertad y versatilidad en su hogar. Los techos altos, grandes ventanales y elementos de estilo urbano definen un concepto de vivienda único y moderno. Este loft ha sido rehabilitado y diseñado para satisfacer los más altos estándares de comodidad y seguridad. Cuenta con trastero incluido en el precio, y acceso para carga y descarga. Las zonas comunes están completamente cerradas, proporcionando un ambiente privado y seguro, y están equipadas con cámaras de videovigilancia. Además, dispone de un avanzado sistema de aerotermia, pensado para optimizar el confort y la eficiencia energética. Ubicado en una de las zonas más codiciadas de Madrid, este loft ofrece una experiencia urbana incomparable. Vivir aquí significa disfrutar del dinamismo y la exclusividad de la capital, en un espacio que reinterpreta el estilo de vida de los barrios más emblemáticos de Nueva York, como SoHo y Tribeca, adaptado a la modernidad madrileña. Invertir en una propiedad de Walter Haus es sinónimo de calidad, estilo y revalorización a largo plazo. Permítenos guiarte en este proceso de encontrar el loft perfecto que se ajuste a tu estilo de vida. Walter Haus Real Estate es un grupo inmobiliario con sede en las principales capitales de España, en las principales ubicaciones de Madrid, Barcelona y Costa Brava. Contamos con una experiencia de más de 20 años, con un dinámico equipo de profesionales con experiencia en el asesoramiento personal en constante formación y con una especialización muy concreta en cada zona de actuación lo que nos permite encontrar soluciones a las necesidades de cada cliente.",False,good,False,False,2774.0,True,False,False,False,[],False,False,430000.0,€,,,flat,"Berruguete, Madrid",Piso en paseo de la Dirección,,,,
