propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,parkingSpace.parkingSpacePrice,newDevelopmentFinished,detailedType.subTypology
105035679,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e9/d8/e0/1239757149.webp,JMA01,12,7,6100000.0,penthouse,sale,445.0,True,4,6,Salamanca - Castellana s/n,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.435469,-3.6871448,True,https://www.idealista.com/inmueble/105035679/,"Belton Real Estate ofrece amplio ático, en una séptima planta exterior con terraza y una superficie de 445 metros cuadrados. La vivienda consiste en cuatro habitaciones, tres de ellas con baño en suite; tres baños; cocina independiente, salón y comedor. Todos los espacios cuentan con ventanas que favorecen la luminosidad.  La finca dispone de plaza de garaje, portero y ascensor.  Se ubica en la exclusiva zona de Salamanca - Castellana, la cual ofrece una amplia gama de servicios de alta calidad, incluyendo clínicas privadas, colegios internacionales, gimnasios de primer nivel y supermercados. Además, está muy bien comunicada con metros y autobuses. Aproximadamente un 30 % de los inmuebles que tenemos en esta zona solo están anunciados en nuestra web por expreso deseo de los propietarios. Para verlos pinche por favor en el enlace adicional ubicado en la parte final del anuncio y encuentra el piso que estás buscando.",False,good,False,True,13708.0,False,False,False,False,[],False,False,6100000.0,€,,,,flat,"Castellana, Madrid",Ático en Salamanca - Castellana s/n,True,True,,,penthouse
108610113,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b4/2c/3c/1349879239.webp,7011,43,5,415000.0,flat,sale,65.0,True,2,1,"calle de José Calvo, 1",Madrid,Madrid,Tetuán,es,Berruguete,40.4568574,-3.7077728,True,https://www.idealista.com/inmueble/108610113/,"Braniante les presenta en EXCLUSIVA esta fantástica 5ª Planta, exterior con ascensor y vistas.  ¡ATENCIÓN INVERSORES! Rentabilidad triple neta superior al 5%. Infórmese.  Además del alquiler tradicional, posibilidad de alquiler como Vivienda TURISTICA o en alquiler de temporada, pudiendo gestionarlo usted mismo o delegando la gestión en nuestra empresa.     Disponemos de más unidades no anunciadas, no dude en contactar.    Características principales:  * 2 dormitorios luminosos con camas grandes  * Salón-comedor amplio y luminoso, orientación este con vistas al Sky Line de Madrid  * Cocina independiente, equipada (Incluye todos los aparatos eléctricos, excepto lavavajillas) y lista para utilizar con vistas a la sierra de Madrid.  * 1 baño con plato de ducha.    El piso se encuentra haciendo esquina con la calle Francos Rodríguez arteria principal que divide los barrios de Bellas Vistas y Berruguete, con acceso inmediato a todos los servicios y transporte público.     Destaca la centralidad respecto a las dos líneas de metros a menos de 500 metros.    Estrecho (L1) y Francos Rodríguez (L7).    Excelentemente conectado con el campus de la Universidad Complutense y la Universidad Politécnica de Madrid. Zona de alta demanda para el alquiler a ESTUDIANTES.    A pocos minutos caminando de la zona empresarial de AZCA, Santiago Bernabéu, Paseo de la Castellana y Nuevos Ministerios.    El barrio ofrece una amplia variedad de tiendas, supermercados, restaurantes y actividades de ocio. Centro de Salud a 5 minutos y varios hospitales públicos a 10 minutos en coche.    ¡No dejes pasar esta oportunidad!    PARA MÁS INFORMACIÓN O VISITAS contacte preferiblemente por chat de idealista facilitándonos nombre y número de teléfono, el agente asignado se pondrá en contacto con usted a la mayor brevedad posible, si prefiere contactar con nosotros vía telefónica no dude en LLAMAR DE LUNES A VIERNES DE 9:00 a 17:00h.",False,good,False,True,6385.0,True,False,False,False,[],False,False,415000.0,€,,,,flat,"Berruguete, Madrid","Piso en calle de José Calvo, 1",,,,,
108284983,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/aa/b6/99/1339531433.webp,,30,bj,440000.0,studio,sale,62.0,True,0,1,"calle de Palos de la Frontera, 16",Madrid,Madrid,Arganzuela,es,Palos de la Frontera,40.4029693,-3.6988466,True,https://www.idealista.com/inmueble/108284983/,"Te presentamos este elegante estudio situado en una de las zonas más codiciadas de Madrid, donde funcionalidad, diseño y ubicación se dan la mano. Actualmente, se ofrece como un espacio diáfano, moderno y lleno de posibilidades, ideal para quienes buscan una vivienda eficiente y con estilo desde el primer momento. Este estudio ofrece la posibilidad real de transformarse en un exclusivo dúplex, según el proyecto de reforma ya diseñado y visualizado en las imágenes que acompañan el anuncio. Un valor añadido que multiplica su atractivo y convierte esta propiedad en una inversión inteligente tanto para vivir como para rentabilizar. En su estado actual, el inmueble ofrece una distribución abierta que integra zona de estar, cocina equipada y área de descanso, con excelente entrada de luz natural y acabados de calidad. El baño, con materiales de primera, completa un espacio pensado para disfrutar desde el primer día. Además, forma parte de un edificio con servicios premium: piscina con solárium, gimnasio totalmente equipado, coworking para teletrabajar sin salir de casa y amplias zonas ajardinadas para desconectar a cualquier hora. La ubicación no necesita presentación: Atocha, con todo Madrid al alcance de tu mano. Transporte, comercio, cultura, zonas verdes y vida urbana en un equilibrio perfecto. Ideal para quienes buscan un espacio con presente y, sobre todo, con futuro. Contáctanos para más detalles y descubre todo lo que este estudio –y su potencial como dúplex– tiene para ofrecerte.",True,good,False,True,7097.0,True,False,False,False,[],False,False,440000.0,€,,,,flat,"Palos de la Frontera, Madrid","Estudio en calle de Palos de la Frontera, 16",True,True,,,studio
108558701,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fc/86/3d/1348433436.webp,,32,bj,375000.0,flat,sale,88.0,True,2,3,"calle de Sambara, 44",Madrid,Madrid,Ciudad Lineal,es,Quintana,40.4342808,-3.6514998,True,https://www.idealista.com/inmueble/108558701/,"EXCELENTE OPORTUNIDAD DE INVERSIÓN en la zona de QUINTANA INMUEBLE CON LICENCIA DE APARTAMENTO TURISTICO Y ALTA RENTABILIDAD (mas de 30.000 € brutos de ingresos anuales). Este magnifico apartamento, dividido en 3 plantas supone una oportunidad única para adquirir un ACTIVO TURÍSTICO en pleno funcionamiento, en una ubicación estratégica y una ALTA rentabilidad. Se vende completamente equipado, tal y como se ve en los videos y fotografías, cuidado hasta el más mínimo detalle, listo para generar ingresos. El acceso a la vivienda, con entrada independiente, nos muestra un amplio salón-comedor con cocina al fondo y un aseo. Amplios ventanales que hacen que tanto la planta baja como la superior tenga una magnifica luz a cualquier hora.  En su planta superior encontramos una habitación moderna con baño y armarios empotrados. En la planta sótano, tenemos otra estancia, ahora habitación con baño y armarios empotrados, que puede ser también zona de trabajo. En esta planta sótano tenemos un office, con puerta independiente, donde está la lavadora y tendedero portátil. Tiene capacidad para 6 huéspedes pues ambas camas son de matrimonio y el sofá es un amplio sofá-cama, lo que lo hace ideal para familias y viajeros que buscan comodidad y flexibilidad, incluso para estancias largas. El inmueble cuenta con LICENCIA TURÍSTICA y CERTIFICADO DE IDONEIDAD para Vivienda de Uso Turístico (CIVUT).  Tiene aire acondicionado en las tres plantas y persianas automatizadas.  A escasos metros de la conocida y comercial Calle de Alcalá donde se puede encontrar todo tipo de negocio: hostelería, bancos, supermercados, gimnasios etc.. . y a 10 - 15 minutos de agradable paseo de la Plaza de Toros de las Ventas.",True,good,False,True,4261.0,True,False,False,False,[],False,False,375000.0,€,,,,flat,"Quintana, Madrid","Piso en calle de Sambara, 44",,,,,
108353179,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/98/38/8f/1341578451.webp,COLPRE03,56,,830000.0,chalet,sale,274.0,,4,3,"paseo Castellanos, 8",Madrid,Madrid,Carabanchel,es,Puerta Bonita,40.376938,-3.7483213,True,https://www.idealista.com/inmueble/108353179/,"MSG REALTORS presenta en exclusiva esta magnífica casa adosada! Descubre esta impresionante casa adosada ubicada en la tranquila y residencial Colonia de la Prensa, en Carabanchel. Con 274 m² construidos sobre una parcela de 301 m², este hogar es perfecto para disfrutar de la comodidad y el espacio que siempre has deseado. La vivienda cuenta con 4 amplias habitaciones y 3 baños, ideales para familias que buscan un ambiente acogedor y funcional. En la planta baja, un luminoso salón con chimenea y grandes ventanales ofrece acceso directo al jardín privado, donde podrás relajarte o disfrutar de una deliciosa barbacoa en su zona habilitada. La cocina independiente, también con acceso al jardín, está equipada para satisfacer todas tus necesidades culinarias. Además, el jardín cuenta con una caseta de 12 m², perfecta para almacenamiento o como un pequeño refugio. La distribución de la casa es práctica y cómoda. En el sótano, encontrarás un garaje privado, bodega y trastero. En la primera planta, se ubican tres dormitorios y dos baños, uno de ellos en suite, junto a un acogedor salón. La última planta ofrece dos buhardillas, una de ellas acondicionada como habitación, brindando así más espacio para tus necesidades. Este hogar no solo destaca por su amplitud y luminosidad, sino también por su privacidad y tranquilidad. Es el lugar ideal para desconectar sin salir de casa, disfrutando del aire libre en tu propio jardín. Además, tienes la posibilidad de construir una piscina para disfrutar aún más del espacio exterior. La ubicación es inmejorable, cerca de todos los servicios necesarios para la vida diaria. No dejes pasar la oportunidad de hacer de esta casa tu nuevo hogar. ¡Ven a visitarla y enamórate!",True,good,False,,3029.0,True,True,False,False,[],False,False,830000.0,€,,,,chalet,"Puerta Bonita, Madrid","Chalet adosado en paseo Castellanos, 8",True,True,,,terracedHouse
108720764,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c2/2e/b8/1353135457.webp,,44,bj,445000.0,flat,sale,126.0,True,2,2,calle de Nanclares de Oca,Madrid,Madrid,San Blas,es,Rejas,40.4445958,-3.5742626,False,https://www.idealista.com/inmueble/108720764/,"Piso planta baja de 100 m2 más terraza-jardín de 26 m2 con gran garaje de acceso directo por ascensor a planta, el piso da al interior de la urbanización ( no a la calle), la cual tiene vigilancia 24h con cámaras de seguridad, piscina con cesped, parque infantil y zona para juegos.  Consta de salón con acceso directo a la terraza jardín, dos habitaciones, 2 baños ( uno en suite), cocina, tendedero, puerta de seguridad y alarma. El piso esta dentro de una urbanización de buenas calidades de construcción, techos altos, maleteros en pasillo, grandes armarios empotrados y dispone de aire acondicionado por splits. Esta en la mejor zona de las Mercedes- Rejas, junto a Leroy Merlin, Makro, Plenilunio ( Mercadona, Media Markt, cines,... ) transporte publico casi en la puerta y muy bien comunicado por carreteras A-2, M-22 y M-40. Zona residencial con parques en la zona, guarderias,.. . No dude en contactarnos para más información.",True,good,False,True,3532.0,True,True,False,False,[],False,False,445000.0,€,,,,flat,"Rejas, Madrid",Piso en calle de Nanclares de Oca,True,True,,,
108112113,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/39/d6/d6/1334194107.webp,Ventaapartment,20,bj,338000.0,flat,sale,58.0,True,1,1,calle del Montserrat,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4261918,-3.7085197,False,https://www.idealista.com/inmueble/108112113/,"NOVA TE ASESORA AGENCIA INMOBILIARIA GESTIONA LA VENTA DE ESTE Local a pie de calle, completamente reformado como una vivienda moderna, funcional y lista para entrar a vivir. Ideal como estudio, segunda residencia, despacho profesional o inversión. ✨ Características principales: Reformado con gusto y materiales de calidad Cocina equipada y abierta al salón Dormitorio acogedor con espacio de almacenaje Baño completo con plato de ducha separado de la zona de inodoro. Calefacción individual de gas Ventanas al exterior, buena ventilación Acceso directo desde la calle, sin barreras � Ubicación excelente: En el corazón del barrio de Conde Duque, entre Malasaña y Plaza de España. Zona tranquila pero con todos los servicios: metro, supermercados, comercio local, cultura y ocio. � Perfecto para quienes buscan una propiedad con encanto en una de las zonas con más vida y proyección de Madrid. ⚠️ Importante: al precio final de venta se le sumará el Impuesto Transmisiones Patrimoniales (ITP) que es el 6 % en la Comunidad de Madrid.",False,good,False,False,5828.0,True,False,False,False,[],False,False,338000.0,€,,,,flat,"Malasaña-Universidad, Madrid",Piso en calle del Montserrat,,,,,
108852251,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fe/10/60/1357008919.webp,,43,4,719000.0,flat,sale,107.0,False,3,1,CR SAN FRANCISCO,Madrid,Madrid,Centro,es,Palacio,40.409485,-3.7139132,False,https://www.idealista.com/inmueble/108852251/,"Piso de 107 m² en el Madrid de los Austrias, junto a San Francisco el Grande. Inmueble ubicado en pleno corazón del Madrid de los Austrias, en la Carrera de San Francisco, a escasos cien metros de la Basílica de San Francisco el Grande, dentro de una finca señorial de los años sesenta en muy buen estado de conservación.  La vivienda, situada en una cuarta planta, cuenta con una superficie construida de 107 m² y excelentes posibilidades de reforma, ya que dispone de pocas paredes estructurales y numerosas ventanas. Es una opción válida tanto para quienes buscan una vivienda final en una zona histórica y bien comunicada, como para inversores interesados en obtener una buena rentabilidad. Se distribuye actualmente en un amplio hall de entrada, salón comedor, tres dormitorios (uno de ellos con armarios empotrados), cocina independiente, cuarto de lavandería y un baño completo.  Todas las estancias tienen ventanas que dan a amplios patios interiores y a un gran patio de manzana, lo que permite una buena entrada de luz natural y una sensación de aislamiento del bullicio exterior. Destacan sus techos altos (casi 3 metros), la amplitud y regularidad de sus estancias, y la ventilación cruzada, que aportan gran confort y posibilidades de personalización en la reforma. La finca, en excelente estado de conservación y con amplias zonas comunes, cuenta con ascensor moderno y portero físico.  Contar con portero físico aporta numerosas ventajas: refuerza la seguridad del edificio, facilita la recepción de paquetería y correspondencia, asegura el buen estado diario de las zonas comunes y ofrece una atención inmediata ante cualquier incidencia. También añade valor al inmueble y comodidad a la vida diaria de los residentes. Ha superado satisfactoriamente la Inspección Técnica de Edificios (ITE) en 2023, lo que garantiza su solidez estructural y un mantenimiento óptimo. Entorno La Carrera de San Francisco es una calle emblemática del barrio de La Latina, una de las zonas con más valor histórico de Madrid. En los alrededores se encuentran espacios verdes como el Parque de las Vistillas, plazas tradicionales como Plaza de los Carros y Puerta de Moros, y una amplia oferta de servicios: mercados (como el de la Cebada), supermercados, farmacias, centros sanitarios y educativos. El inmueble se sitúa a pocos minutos a pie de zonas culturales y de ocio como el Teatro La Latina, el Mercado de San Miguel, el Palacio Real y varios museos, además de numerosos restaurantes, bares y centros deportivos. Tiene una excelente conexión con transporte público: varias líneas de autobús (3, 17, 18, 23, 35, 60, 148, entre otras) y estaciones de metro cercanas como La Latina (L5) y Puerta de Toledo (L5). Fácil acceso también a pie al centro histórico de Madrid y zonas limítrofes como Lavapiés o la zona de Ópera.",True,good,False,True,6720.0,True,False,False,False,[],False,False,719000.0,€,,,,flat,"Palacio, Madrid",Piso en Cr San Francisco,,,,,
108327088,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e8/b5/2e/1346209624.webp,,45,2,1320000.0,flat,sale,104.0,True,2,3,"calle de Montesa, 24",Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4293545,-3.6720093,True,https://www.idealista.com/inmueble/108327088/,"Piso de lujo recién reformado a estrenar en el Barrio de Salamanca – Lista Descubre este espectacular piso exterior, recién reformado a estrenar, situado en una de las zonas más emblemáticas y exclusivas de Madrid: el Barrio de Salamanca, zona Lista. Un verdadero tesoro para quienes buscan calidad, diseño y una ubicación privilegiada, perfecto para disfrutar de la vida del barrio. Ubicación inmejorable Ubicado en una calle tranquila y poco ruidosa, a pocos pasos del metro Lista, rodeado de tiendas, restaurantes, supermercados, el centro deportivo Viding y el parque Eva Duarte de Perón. Excelente comunicación con transporte público y todos los servicios a tu alcance. Características principales •Piso exterior en segundo nivel: Disfruta de la luz natural gracias a dos grandes ventanas y un balcón a la calle en el salón, creando un ambiente luminoso, ventilado y acogedor. •Reforma integral de alta calidad: Materiales nobles, acabados de lujo y una ambientación cuidadosamente seleccionada para ofrecerte el máximo confort. •Edificio con ascensor y amplias escaleras. Distribución y detalles de lujo •Recibidor amplio y elegante que da paso a un pasillo de 3 metros de altura, panelado en madera natural e iluminado con esmero. •Salón-comedor muy luminoso con balcón y ventanales enmarcados en madera, perfecto para relajarte o recibir invitados. •Cocina americana de lujo, semiabierta y totalmente equipada con electrodomésticos Bosch panelados en madera natural, cubierta de piedra caliza e iluminación cálida. •Zona de trabajo con escritorio de madera, ideal para teletrabajar. •Dos habitaciones en suite, cada una con su propio baño con ventilación y luz natural, armarios empotrados y persianas eléctricas. •Aseo independiente de cortesía para invitados. •Armario de lavandería para lavadora y secadora independientes. •Suelo de tarima natural de alta densidad en toda la vivienda. •Amueblado y listo para entrar a vivir. Confort y tecnología •Calefacción individual de gas natural. •Aire acondicionado por conductos. •Persianas eléctricas en dormitorios. •Iluminación LED de diseño. •Edificio con ascensor. Un espacio para disfrutar Este piso es ideal para quienes buscan un hogar elegante, funcional y con todas las comodidades, en una ubicación privilegiada de Madrid. Perfecto tanto para vivir como para invertir, gracias a su excelente conexión y a la vida de barrio que ofrece Salamanca. ¡No dejes pasar esta oportunidad! Llámanos y agenda tu visita hoy mismo para descubrir tu nuevo hogar en el corazón de Madrid.",True,good,False,True,12692.0,True,False,False,False,[],False,False,1320000.0,€,,,,flat,"Lista, Madrid","Piso en calle de Montesa, 24",,,,,
108830906,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/45/c2/cc/1356394321.webp,1661,14,4,759000.0,flat,sale,70.0,True,2,2,calle del Barco,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4246116,-3.7026779,False,https://www.idealista.com/inmueble/108830906/,"Ubicada en una de las zonas más vibrantes de Madrid, esta vivienda reformada ofrece una combinación ideal de diseño y funcionalidad. Situada en la cuarta planta de un edificio con ascensor, su distribución optimiza cada metro para brindar un ambiente acogedor y bien aprovechado. Con dos dormitorios y dos baños, este piso amueblado y con cocina equipada está listo para disfrutar desde el primer día. Malasaña es sinónimo de cultura, creatividad y vida urbana. Sus calles combinan la esencia tradicional madrileña con un aire moderno y dinámico, ofreciendo una amplia variedad de cafeterías, restaurantes, boutiques independientes y espacios culturales. Con una excelente conectividad y una oferta inigualable de ocio y servicios, esta ubicación es ideal tanto para quienes buscan un estilo de vida cosmopolita como para aquellos interesados en una inversión en una de las zonas más demandadas de la capital.",False,good,False,True,10843.0,True,False,False,False,[],False,False,759000.0,€,,,,flat,"Malasaña-Universidad, Madrid",Piso en calle del Barco,,,,,
107314142,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/04/1a/01/1309268372.webp,1200,47,3,2900000.0,flat,sale,230.0,True,3,4,calle de Villanueva,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4226919,-3.6808501,False,https://www.idealista.com/inmueble/107314142/,"HOMECOLLECTION presenta este exclusivo piso en la calle Villanueva frente al parque del Retiro! IBI 2.111 euros año Comunidad 275 euros mes Su ubicación privilegiada en la calle Villanueva, hace de este edificio una de las mejores direcciones para vivir en el centro de Madrid. En el entorno se encuentran todos los servicios y sectores de una zona de lujo, donde se concentran los edificios y tiendas más importantes de la ciudad de Madrid. En las cercanías de: hoteles, restaurantes de lujo, el parque del Retiro, el Museo del Prado y una gran cantidad de atracciones que lo convierten en una inversión segura, que se revaloriza con el tiempo. La propiedad está ubicada en una zona residencial con alto poder adquisitivo, totalmente consolidada. La calle Velázquez, junto con el Paseo de la Castellana y la calle Serrano, conforman las 3 calles más importantes de Madrid. Madrid ofrece multitud de propuestas culturales, de ocio y entretenimiento. A pocos metros de esta casa única encontramos el Parque del Retiro. Tiene 1,2 millones de m2. Es un pulmón en el centro de madrid. A continuación encontramos también el Museo Nacional del Prado, uno de los más importantes del mundo, y uno de los más visitados. A solo 20 minutos a pie de Velázquez se encuentra el Santiago Bernabéu, el famoso estadio del Real Madrid. El Barrio de Salamanca es uno de los barrios residenciales más elegantes y prestigiosos con el más alto nivel de vida en Europa. En ella se encuentra la zona comercial de lujo más grande de Madrid, la conocida ""Milla de Oro"" en las calles Serrano, Claudio Coello y Ortega y Gasset que reúne a las marcas de moda más elegantes como Chanel, Dior, Louis Vuitton, Loewe y muchas más. Más. También destaca por sus nobles fachadas, que lo convierten en una bella representación para el mundo de la arquitectura clásica y vanguardista. La oferta gastronómica que podemos encontrar satisface los gustos de una clientela moderna, cosmopolita y sofisticada. Podemos resumir que en el barrio de Salamanca han podido combinar, con exquisito gusto, el clasicismo de mediados del siglo XIX con las necesidades y el estilo del siglo XXI, sin olvidar su proximidad al Parque del Retiro, el gran verde. Pulmón del centro de la ciudad. Clásico y elegante, versátil y cosmopolita. Muebles NO incluidos. Posibilidad de garaje en la zona a partir de 25.000 euros. IBI 2.111 euros año Comunidad 275 euros mes.",False,good,False,True,12609.0,True,False,False,False,[],False,False,2900000.0,€,,,,flat,"Recoletos, Madrid",Piso en calle de Villanueva,True,False,60000.0,,
107793235,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0e/e3/16/1323915184.webp,NRE-P36,29,2,242000.0,flat,sale,98.0,True,3,1,calle Isabel II s/n,Madrid,Parla,Reyes,es,,40.2327552,-3.765559,True,https://www.idealista.com/inmueble/107793235/,"NAVARRO REAL ESTATE vende piso en Parla - Reyes Católicos. Desde Navarro Real Estate tenemos el placer de anunciarles en exclusiva este fantástico piso en perfecto estado, listo para entrar a vivir. Lujosa vivienda que cuenta con tres amplios dormitorios, con armarios empotrados. Cuenta con gran salón con acceso a terraza, cocina con salita y baño completo reformado con plato de ducha y ventana. Tiene tres amplios dormitorios con armarios empotrados. Hogar ideal para familias. La comunidad es de 90 € con el agua incluida. Calidades de la vivienda: paredes de gotelé, suelo de tarima flotante, carpinteria interior de roble macizo y ventanas de tipo Climalit. La vivienda se vende con trastero incluido en el precio. La finca cuenta con ascensor. Este inmueble tiene una ubicación excelente ya que se encuentra al lado de Centros de Salud, Colegios e Institutos, Supermercados y otros diversos comercios y servicios a su alrededor. La estación de Renfe Cercanías se encuentra a pocos minutos a pie al igual que otras paradas de Tranvía y autobús. No dude en llamarnos para concertar una cita para poder visitar el piso. Disponemos de departamento financiero para asesorarle y si lo necesita, conseguir las mejores condiciones para su hipoteca.",True,good,False,True,2469.0,True,False,False,False,[],False,False,242000.0,€,,,,flat,"Reyes, Parla",Piso en calle Isabel Ii s/n,,,,,
108655961,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/95/97/0c/1351259217.webp,V2661MA,34,3,5190000.0,flat,sale,307.0,True,4,4,Barrio Castellana,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.4303325,-3.682669,False,https://www.idealista.com/inmueble/108655961/,"John Taylor presenta una propiedad excepcional situada en plena Milla de Oro, en el reconocido Edificio Girasol, una de las obras más emblemáticas del reconocido arquitecto catalán José Antonio Coderch, quien en su concepción de la arquitectura sintetiza las aportaciones del movimiento moderno y la arquitectura modernista de Jujol y Gaudí.  El Edificio Girasol disfruta de en un solar de esquina en la mejor zona del Barrio de Salamanca, con viviendas de gran programa, sin patios de luces interiores, con bloques desfasados para optimizar la orientación, abiertos a las fachadas, incorporando en su disposición las virtudes de la arquitectura unifamiliar. En sus 307 m² construidos, este piso único, dispone de un recibidor privado contiguo al ascensor principal, un segundo recibidor al interior que distribuye en primer lugar a la zona pública de la vivienda – aseo de invitados, y salón, comedor y cocina americana integrable – todo abierto a terrazas hacia la calle Lagasca. Desde el recibidor también se accede a la zona de dormitorios pasando por amplios armarios y un “work place” que articulan una primera master suite con un vestidor extraordinario y acceso a la terraza con vistas a Ortega y Gasset, junto a un baño completo; y una segunda master suite, también con acceso a la terraza principal, zona de vestidor, y baño completo.  Esta circulación privada conecta también con una tercera suite, con baño incorporado, zona de armarios y salida a la terraza posterior; y una cuarta suite, polivalente, que puede utilizarse como habitación principal o de servicio, con su propio baño incorporado y zona de armarios. El área de servicio incluye un espacio independiente destinado a laundry, que puede utilizarse también como aseo de servicio y una zona de armarios.  Complementarios a la propia vivienda, la misma cuenta con un trastero en la planta menos uno, donde también se encuentra la plaza de garaje, y la opción de un trastero adicional en la planta primera. La vivienda esta equipada con calefacción y agua caliente sanitaria centrales. Adicionalmente cuenta con un sistema de aire acondicionado frio/calor por conductos. La orientación este-suroeste proporciona una iluminación natural inigualable.",False,good,False,True,16906.0,True,False,False,False,[],False,False,5190000.0,€,,,,flat,"Castellana, Madrid",Piso,True,True,,,
106324351,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4c/93/90/1283609809.webp,Viv. 8.9,8,,665000.0,chalet,sale,245.0,,4,3,De la Unión Europea s/n,Madrid,Villaviciosa de Odón,El Bosque,es,,40.3676675,-3.9236543,True,https://www.idealista.com/obra-nueva/106324351/,"Tu nuevo hogar en Elysium te ofrece la combinación perfecta de elegancia y funcionalidad. Si estás buscando un hogar que combine lujo, comodidad y un entorno natural, Elysium Residencial en Villaviciosa de Odón es una opción maravillosa. Estas viviendas unifamiliares pareadas en régimen de cooperativa, ofrecen amplias zonas verdes, perfectas para disfrutar en familia, ya sea con los más pequeños o los mayores. Imagina relajarte en una piscina de agua salada, hacer ejercicio en la zona de aparatos de gimnasia para adultos, o simplemente descansar bajo una sombrilla en una de las hamacas.  Las casas son espaciosas y cuentan con un garaje en la planta sótano de 75 m², ideal para tres vehículos. En la planta baja, disfrutarás de una amplia parcela, un porche tanto delantero como trasero, un salón comedor acogedor y una cocina integrada. Además, hay un dormitorio y un baño con ducha en esta planta. En la planta superior, encontrarás tres dormitorios, uno de ellos tipo suite con un amplio vestidor y terraza. Elysium no solo es un lugar para vivir, sino un verdadero refugio de paz y tranquilidad para toda la familia. Si te interesa, ¡no dudes en preguntarnos.",True,newdevelopment,True,,2714.0,False,False,False,False,[],False,False,665000.0,€,,,,chalet,"El Bosque, Villaviciosa de Odón",Chalet pareado en De la Unión Europea s/n,True,True,,False,semidetachedHouse
106324223,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/43/2f/9a/1282666550.webp,"Viv. 2.3,4,5,6,7,10,11",8,,650000.0,chalet,sale,245.0,,4,3,De la Unión Europea s/n,Madrid,Villaviciosa de Odón,El Bosque,es,,40.3676675,-3.9236543,True,https://www.idealista.com/obra-nueva/106324223/,"Tu nuevo hogar en Elysium te ofrece la combinación perfecta de elegancia y funcionalidad. Si estás buscando un hogar que combine lujo, comodidad y un entorno natural, Elysium Residencial en Villaviciosa de Odón es una opción maravillosa. Estas viviendas unifamiliares pareadas en régimen de cooperativa, ofrecen amplias zonas verdes, perfectas para disfrutar en familia, ya sea con los más pequeños o los mayores. Imagina relajarte en una piscina de agua salada, hacer ejercicio en la zona de aparatos de gimnasia para adultos, o simplemente descansar bajo una sombrilla en una de las hamacas.  Las casas son espaciosas y cuentan con un garaje en la planta sótano de 75 m², ideal para tres vehículos. En la planta baja, disfrutarás de una amplia parcela, un porche tanto delantero como trasero, un salón comedor acogedor y una cocina integrada. Además, hay un dormitorio y un baño con ducha en esta planta. En la planta superior, encontrarás tres dormitorios, uno de ellos tipo suite con un amplio vestidor y terraza. Elysium no solo es un lugar para vivir, sino un verdadero refugio de paz y tranquilidad para toda la familia. Si te interesa, ¡no dudes en preguntarnos.",True,newdevelopment,True,,2653.0,False,False,False,False,[],False,False,650000.0,€,,,,chalet,"El Bosque, Villaviciosa de Odón",Chalet pareado en De la Unión Europea s/n,True,True,,False,semidetachedHouse
